context: Pardon me... response:	What day is it today?
context: You think so?\Yeah.\Even though I try to be tough and live on my own,\as time passes, I'll probably like someone else.\Or be with someone I don't like just to avoid being lonely.\That's how it is.\It's not possible to keep feeling the same way for one person\from when you're a kid. response:	That's like a manga or a drama.
context: Yeah.\Even though I try to be tough and live on my own,\as time passes, I'll probably like someone else.\Or be with someone I don't like just to avoid being lonely.\That's how it is.\It's not possible to keep feeling the same way for one person\from when you're a kid.\That's like a manga or a drama. response:	To feel this way for five years...
context: Even though I try to be tough and live on my own,\as time passes, I'll probably like someone else.\Or be with someone I don't like just to avoid being lonely.\That's how it is.\It's not possible to keep feeling the same way for one person\from when you're a kid.\That's like a manga or a drama.\To feel this way for five years... response:	I'm just drunk from myself.
context: as time passes, I'll probably like someone else.\Or be with someone I don't like just to avoid being lonely.\That's how it is.\It's not possible to keep feeling the same way for one person\from when you're a kid.\That's like a manga or a drama.\To feel this way for five years...\I'm just drunk from myself. response:	It's gross, it's pathetic, horrible.
context: Or be with someone I don't like just to avoid being lonely.\That's how it is.\It's not possible to keep feeling the same way for one person\from when you're a kid.\That's like a manga or a drama.\To feel this way for five years...\I'm just drunk from myself.\It's gross, it's pathetic, horrible. response:	I'm sick.
context: That's how it is.\It's not possible to keep feeling the same way for one person\from when you're a kid.\That's like a manga or a drama.\To feel this way for five years...\I'm just drunk from myself.\It's gross, it's pathetic, horrible.\I'm sick. response:	That's...
context: It's not possible to keep feeling the same way for one person\from when you're a kid.\That's like a manga or a drama.\To feel this way for five years...\I'm just drunk from myself.\It's gross, it's pathetic, horrible.\I'm sick.\That's... response:	That's not true!
context: from when you're a kid.\That's like a manga or a drama.\To feel this way for five years...\I'm just drunk from myself.\It's gross, it's pathetic, horrible.\I'm sick.\That's...\That's not true! response:	It is true!
context: That's like a manga or a drama.\To feel this way for five years...\I'm just drunk from myself.\It's gross, it's pathetic, horrible.\I'm sick.\That's...\That's not true!\It is true! response:	It is not!
context: To feel this way for five years...\I'm just drunk from myself.\It's gross, it's pathetic, horrible.\I'm sick.\That's...\That's not true!\It is true!\It is not! response:	It is!
context: I'm just drunk from myself.\It's gross, it's pathetic, horrible.\I'm sick.\That's...\That's not true!\It is true!\It is not!\It is! response:	It's not!
context: It's gross, it's pathetic, horrible.\I'm sick.\That's...\That's not true!\It is true!\It is not!\It is!\It's not! response:	It is!
context: I'm sick.\That's...\That's not true!\It is true!\It is not!\It is!\It's not!\It is! response:	I've decided. I'm not going to change.
context: That's...\That's not true!\It is true!\It is not!\It is!\It's not!\It is!\I've decided. I'm not going to change. response:	What?
context: That's not true!\It is true!\It is not!\It is!\It's not!\It is!\I've decided. I'm not going to change.\What? response:	I don't care if I'm sick.
context: It is true!\It is not!\It is!\It's not!\It is!\I've decided. I'm not going to change.\What?\I don't care if I'm sick. response:	I don't care if it's a manga.
context: It is not!\It is!\It's not!\It is!\I've decided. I'm not going to change.\What?\I don't care if I'm sick.\I don't care if it's a manga. response:	Even if it's gross, even if it's pathetic...
context: It is!\It's not!\It is!\I've decided. I'm not going to change.\What?\I don't care if I'm sick.\I don't care if it's a manga.\Even if it's gross, even if it's pathetic... response:	I'm not changing!
context: It's not!\It is!\I've decided. I'm not going to change.\What?\I don't care if I'm sick.\I don't care if it's a manga.\Even if it's gross, even if it's pathetic...\I'm not changing! response:	I'm not!
context: It is!\I've decided. I'm not going to change.\What?\I don't care if I'm sick.\I don't care if it's a manga.\Even if it's gross, even if it's pathetic...\I'm not changing!\I'm not! response:	You're not changing? What?
context: I've decided. I'm not going to change.\What?\I don't care if I'm sick.\I don't care if it's a manga.\Even if it's gross, even if it's pathetic...\I'm not changing!\I'm not!\You're not changing? What? response:	That's not right, Miuna. You're wrong.
context: What?\I don't care if I'm sick.\I don't care if it's a manga.\Even if it's gross, even if it's pathetic...\I'm not changing!\I'm not!\You're not changing? What?\That's not right, Miuna. You're wrong. response:	Oh, you're alone today, too?
context: I don't care if I'm sick.\I don't care if it's a manga.\Even if it's gross, even if it's pathetic...\I'm not changing!\I'm not!\You're not changing? What?\That's not right, Miuna. You're wrong.\Oh, you're alone today, too? response:	Come here.
context: I don't care if it's a manga.\Even if it's gross, even if it's pathetic...\I'm not changing!\I'm not!\You're not changing? What?\That's not right, Miuna. You're wrong.\Oh, you're alone today, too?\Come here. response:	I guess you still won't come near me.
context: Even if it's gross, even if it's pathetic...\I'm not changing!\I'm not!\You're not changing? What?\That's not right, Miuna. You're wrong.\Oh, you're alone today, too?\Come here.\I guess you still won't come near me. response:	Sayu-chan.
context: I'm not changing!\I'm not!\You're not changing? What?\That's not right, Miuna. You're wrong.\Oh, you're alone today, too?\Come here.\I guess you still won't come near me.\Sayu-chan. response:	Wh-Who are you?
context: I'm not!\You're not changing? What?\That's not right, Miuna. You're wrong.\Oh, you're alone today, too?\Come here.\I guess you still won't come near me.\Sayu-chan.\Wh-Who are you? response:	It's been a while, Sayu-chan.
context: You're not changing? What?\That's not right, Miuna. You're wrong.\Oh, you're alone today, too?\Come here.\I guess you still won't come near me.\Sayu-chan.\Wh-Who are you?\It's been a while, Sayu-chan. response:	Uh... U-Um...
context: That's not right, Miuna. You're wrong.\Oh, you're alone today, too?\Come here.\I guess you still won't come near me.\Sayu-chan.\Wh-Who are you?\It's been a while, Sayu-chan.\Uh... U-Um... response:	R-Right. It's been a while...
context: Oh, you're alone today, too?\Come here.\I guess you still won't come near me.\Sayu-chan.\Wh-Who are you?\It's been a while, Sayu-chan.\Uh... U-Um...\R-Right. It's been a while... response:	or maybe it hasn't...
context: Come here.\I guess you still won't come near me.\Sayu-chan.\Wh-Who are you?\It's been a while, Sayu-chan.\Uh... U-Um...\R-Right. It's been a while...\or maybe it hasn't... response:	You haven't changed.
context: I guess you still won't come near me.\Sayu-chan.\Wh-Who are you?\It's been a while, Sayu-chan.\Uh... U-Um...\R-Right. It's been a while...\or maybe it hasn't...\You haven't changed. response:	Oh, sorry.
context: Sayu-chan.\Wh-Who are you?\It's been a while, Sayu-chan.\Uh... U-Um...\R-Right. It's been a while...\or maybe it hasn't...\You haven't changed.\Oh, sorry. response:	We're the same age now.
context: Wh-Who are you?\It's been a while, Sayu-chan.\Uh... U-Um...\R-Right. It's been a while...\or maybe it hasn't...\You haven't changed.\Oh, sorry.\We're the same age now. response:	I'm sick, too.
context: It's been a while, Sayu-chan.\Uh... U-Um...\R-Right. It's been a while...\or maybe it hasn't...\You haven't changed.\Oh, sorry.\We're the same age now.\I'm sick, too. response:	Hikari, wait!
context: Uh... U-Um...\R-Right. It's been a while...\or maybe it hasn't...\You haven't changed.\Oh, sorry.\We're the same age now.\I'm sick, too.\Hikari, wait! response:	Whoops, sorry!
context: R-Right. It's been a while...\or maybe it hasn't...\You haven't changed.\Oh, sorry.\We're the same age now.\I'm sick, too.\Hikari, wait!\Whoops, sorry! response:	Hey, Hikari, where are you going?
context: or maybe it hasn't...\You haven't changed.\Oh, sorry.\We're the same age now.\I'm sick, too.\Hikari, wait!\Whoops, sorry!\Hey, Hikari, where are you going? response:	I might be able to get back to Shioshishio!
context: You haven't changed.\Oh, sorry.\We're the same age now.\I'm sick, too.\Hikari, wait!\Whoops, sorry!\Hey, Hikari, where are you going?\I might be able to get back to Shioshishio! response:	Jeez...
context: Oh, sorry.\We're the same age now.\I'm sick, too.\Hikari, wait!\Whoops, sorry!\Hey, Hikari, where are you going?\I might be able to get back to Shioshishio!\Jeez... response:	The key is the sound that Isaki-kun and Shiodome-kun said they heard.
context: We're the same age now.\I'm sick, too.\Hikari, wait!\Whoops, sorry!\Hey, Hikari, where are you going?\I might be able to get back to Shioshishio!\Jeez...\The key is the sound that Isaki-kun and Shiodome-kun said they heard. response:	I believe that this might be an unknown current.
context: I'm sick, too.\Hikari, wait!\Whoops, sorry!\Hey, Hikari, where are you going?\I might be able to get back to Shioshishio!\Jeez...\The key is the sound that Isaki-kun and Shiodome-kun said they heard.\I believe that this might be an unknown current. response:	With that data,
context: Hikari, wait!\Whoops, sorry!\Hey, Hikari, where are you going?\I might be able to get back to Shioshishio!\Jeez...\The key is the sound that Isaki-kun and Shiodome-kun said they heard.\I believe that this might be an unknown current.\With that data, response:	after rewatching the video footage of the deep sea diving expeditions,
context: Whoops, sorry!\Hey, Hikari, where are you going?\I might be able to get back to Shioshishio!\Jeez...\The key is the sound that Isaki-kun and Shiodome-kun said they heard.\I believe that this might be an unknown current.\With that data,\after rewatching the video footage of the deep sea diving expeditions, response:	we were able to pinpoint a weaker current.
context: Hey, Hikari, where are you going?\I might be able to get back to Shioshishio!\Jeez...\The key is the sound that Isaki-kun and Shiodome-kun said they heard.\I believe that this might be an unknown current.\With that data,\after rewatching the video footage of the deep sea diving expeditions,\we were able to pinpoint a weaker current. response:	It originates somewhere around here.
context: I might be able to get back to Shioshishio!\Jeez...\The key is the sound that Isaki-kun and Shiodome-kun said they heard.\I believe that this might be an unknown current.\With that data,\after rewatching the video footage of the deep sea diving expeditions,\we were able to pinpoint a weaker current.\It originates somewhere around here. response:	Right around where Shioshishio village was.
context: Jeez...\The key is the sound that Isaki-kun and Shiodome-kun said they heard.\I believe that this might be an unknown current.\With that data,\after rewatching the video footage of the deep sea diving expeditions,\we were able to pinpoint a weaker current.\It originates somewhere around here.\Right around where Shioshishio village was. response:	If this current
context: The key is the sound that Isaki-kun and Shiodome-kun said they heard.\I believe that this might be an unknown current.\With that data,\after rewatching the video footage of the deep sea diving expeditions,\we were able to pinpoint a weaker current.\It originates somewhere around here.\Right around where Shioshishio village was.\If this current response:	has something to do with the mysterious power that is surrounding the village.
context: I believe that this might be an unknown current.\With that data,\after rewatching the video footage of the deep sea diving expeditions,\we were able to pinpoint a weaker current.\It originates somewhere around here.\Right around where Shioshishio village was.\If this current\has something to do with the mysterious power that is surrounding the village. response:	If we're able to get through the current, we can get in?
context: With that data,\after rewatching the video footage of the deep sea diving expeditions,\we were able to pinpoint a weaker current.\It originates somewhere around here.\Right around where Shioshishio village was.\If this current\has something to do with the mysterious power that is surrounding the village.\If we're able to get through the current, we can get in? response:	This is just a theory though.
context: after rewatching the video footage of the deep sea diving expeditions,\we were able to pinpoint a weaker current.\It originates somewhere around here.\Right around where Shioshishio village was.\If this current\has something to do with the mysterious power that is surrounding the village.\If we're able to get through the current, we can get in?\This is just a theory though. response:	Meaning we won't know if we can get in or not until we actually try, right?
context: we were able to pinpoint a weaker current.\It originates somewhere around here.\Right around where Shioshishio village was.\If this current\has something to do with the mysterious power that is surrounding the village.\If we're able to get through the current, we can get in?\This is just a theory though.\Meaning we won't know if we can get in or not until we actually try, right? response:	Right.
context: It originates somewhere around here.\Right around where Shioshishio village was.\If this current\has something to do with the mysterious power that is surrounding the village.\If we're able to get through the current, we can get in?\This is just a theory though.\Meaning we won't know if we can get in or not until we actually try, right?\Right. response:	So we were wondering if you and Hikari could help out...
context: Right around where Shioshishio village was.\If this current\has something to do with the mysterious power that is surrounding the village.\If we're able to get through the current, we can get in?\This is just a theory though.\Meaning we won't know if we can get in or not until we actually try, right?\Right.\So we were wondering if you and Hikari could help out... response:	Totally! Leave it to us!
context: If this current\has something to do with the mysterious power that is surrounding the village.\If we're able to get through the current, we can get in?\This is just a theory though.\Meaning we won't know if we can get in or not until we actually try, right?\Right.\So we were wondering if you and Hikari could help out...\Totally! Leave it to us! response:	Sure, but...
context: has something to do with the mysterious power that is surrounding the village.\If we're able to get through the current, we can get in?\This is just a theory though.\Meaning we won't know if we can get in or not until we actually try, right?\Right.\So we were wondering if you and Hikari could help out...\Totally! Leave it to us!\Sure, but... response:	that sound is an important key to all this, right?
context: If we're able to get through the current, we can get in?\This is just a theory though.\Meaning we won't know if we can get in or not until we actually try, right?\Right.\So we were wondering if you and Hikari could help out...\Totally! Leave it to us!\Sure, but...\that sound is an important key to all this, right? response:	Hikari's going to Shioshishio...
context: This is just a theory though.\Meaning we won't know if we can get in or not until we actually try, right?\Right.\So we were wondering if you and Hikari could help out...\Totally! Leave it to us!\Sure, but...\that sound is an important key to all this, right?\Hikari's going to Shioshishio... response:	But we don't know what that sound actually means yet.
context: Meaning we won't know if we can get in or not until we actually try, right?\Right.\So we were wondering if you and Hikari could help out...\Totally! Leave it to us!\Sure, but...\that sound is an important key to all this, right?\Hikari's going to Shioshishio...\But we don't know what that sound actually means yet. response:	The world Hikari was in...
context: Right.\So we were wondering if you and Hikari could help out...\Totally! Leave it to us!\Sure, but...\that sound is an important key to all this, right?\Hikari's going to Shioshishio...\But we don't know what that sound actually means yet.\The world Hikari was in... response:	You heard that sound, right?
context: So we were wondering if you and Hikari could help out...\Totally! Leave it to us!\Sure, but...\that sound is an important key to all this, right?\Hikari's going to Shioshishio...\But we don't know what that sound actually means yet.\The world Hikari was in...\You heard that sound, right? response:	I'll leave it to you to lead us.
context: Totally! Leave it to us!\Sure, but...\that sound is an important key to all this, right?\Hikari's going to Shioshishio...\But we don't know what that sound actually means yet.\The world Hikari was in...\You heard that sound, right?\I'll leave it to you to lead us. response:	I didn't hear it that clearly, though.
context: Sure, but...\that sound is an important key to all this, right?\Hikari's going to Shioshishio...\But we don't know what that sound actually means yet.\The world Hikari was in...\You heard that sound, right?\I'll leave it to you to lead us.\I didn't hear it that clearly, though. response:	Wha? Then what are we supposed to do?
context: that sound is an important key to all this, right?\Hikari's going to Shioshishio...\But we don't know what that sound actually means yet.\The world Hikari was in...\You heard that sound, right?\I'll leave it to you to lead us.\I didn't hear it that clearly, though.\Wha? Then what are we supposed to do? response:	Where Manaka-san is...
context: Hikari's going to Shioshishio...\But we don't know what that sound actually means yet.\The world Hikari was in...\You heard that sound, right?\I'll leave it to you to lead us.\I didn't hear it that clearly, though.\Wha? Then what are we supposed to do?\Where Manaka-san is... response:	I'll go, too!
context: But we don't know what that sound actually means yet.\The world Hikari was in...\You heard that sound, right?\I'll leave it to you to lead us.\I didn't hear it that clearly, though.\Wha? Then what are we supposed to do?\Where Manaka-san is...\I'll go, too! response:	I heard the sound clearly.
context: The world Hikari was in...\You heard that sound, right?\I'll leave it to you to lead us.\I didn't hear it that clearly, though.\Wha? Then what are we supposed to do?\Where Manaka-san is...\I'll go, too!\I heard the sound clearly. response:	I think I'll be able to follow that sound!
context: You heard that sound, right?\I'll leave it to you to lead us.\I didn't hear it that clearly, though.\Wha? Then what are we supposed to do?\Where Manaka-san is...\I'll go, too!\I heard the sound clearly.\I think I'll be able to follow that sound! response:	I have Ena now, right?
context: I'll leave it to you to lead us.\I didn't hear it that clearly, though.\Wha? Then what are we supposed to do?\Where Manaka-san is...\I'll go, too!\I heard the sound clearly.\I think I'll be able to follow that sound!\I have Ena now, right? response:	I'll be okay in the sea, right?
context: I didn't hear it that clearly, though.\Wha? Then what are we supposed to do?\Where Manaka-san is...\I'll go, too!\I heard the sound clearly.\I think I'll be able to follow that sound!\I have Ena now, right?\I'll be okay in the sea, right? response:	Yes, but...
context: Wha? Then what are we supposed to do?\Where Manaka-san is...\I'll go, too!\I heard the sound clearly.\I think I'll be able to follow that sound!\I have Ena now, right?\I'll be okay in the sea, right?\Yes, but... response:	Miuna.
context: Where Manaka-san is...\I'll go, too!\I heard the sound clearly.\I think I'll be able to follow that sound!\I have Ena now, right?\I'll be okay in the sea, right?\Yes, but...\Miuna. response:	I appreciate your concern, but isn't it dangerous?
context: I'll go, too!\I heard the sound clearly.\I think I'll be able to follow that sound!\I have Ena now, right?\I'll be okay in the sea, right?\Yes, but...\Miuna.\I appreciate your concern, but isn't it dangerous? response:	Your Ena's not complete.
context: I heard the sound clearly.\I think I'll be able to follow that sound!\I have Ena now, right?\I'll be okay in the sea, right?\Yes, but...\Miuna.\I appreciate your concern, but isn't it dangerous?\Your Ena's not complete. response:	I think it'll be fine.
context: I think I'll be able to follow that sound!\I have Ena now, right?\I'll be okay in the sea, right?\Yes, but...\Miuna.\I appreciate your concern, but isn't it dangerous?\Your Ena's not complete.\I think it'll be fine. response:	Kaname and I will be with her.
context: I have Ena now, right?\I'll be okay in the sea, right?\Yes, but...\Miuna.\I appreciate your concern, but isn't it dangerous?\Your Ena's not complete.\I think it'll be fine.\Kaname and I will be with her. response:	There's nothing to worry about.
context: I'll be okay in the sea, right?\Yes, but...\Miuna.\I appreciate your concern, but isn't it dangerous?\Your Ena's not complete.\I think it'll be fine.\Kaname and I will be with her.\There's nothing to worry about. response:	We're counting on you, Miuna.
context: Yes, but...\Miuna.\I appreciate your concern, but isn't it dangerous?\Your Ena's not complete.\I think it'll be fine.\Kaname and I will be with her.\There's nothing to worry about.\We're counting on you, Miuna. response:	Okay.
context: Miuna.\I appreciate your concern, but isn't it dangerous?\Your Ena's not complete.\I think it'll be fine.\Kaname and I will be with her.\There's nothing to worry about.\We're counting on you, Miuna.\Okay. response:	Are you sure I don't need to go?
context: I appreciate your concern, but isn't it dangerous?\Your Ena's not complete.\I think it'll be fine.\Kaname and I will be with her.\There's nothing to worry about.\We're counting on you, Miuna.\Okay.\Are you sure I don't need to go? response:	It's up to you.
context: Your Ena's not complete.\I think it'll be fine.\Kaname and I will be with her.\There's nothing to worry about.\We're counting on you, Miuna.\Okay.\Are you sure I don't need to go?\It's up to you. response:	See ya.
context: I think it'll be fine.\Kaname and I will be with her.\There's nothing to worry about.\We're counting on you, Miuna.\Okay.\Are you sure I don't need to go?\It's up to you.\See ya. response:	The water temperature's pretty low.
context: Kaname and I will be with her.\There's nothing to worry about.\We're counting on you, Miuna.\Okay.\Are you sure I don't need to go?\It's up to you.\See ya.\The water temperature's pretty low. response:	Our Ena is the best. We'll be fine.
context: There's nothing to worry about.\We're counting on you, Miuna.\Okay.\Are you sure I don't need to go?\It's up to you.\See ya.\The water temperature's pretty low.\Our Ena is the best. We'll be fine. response:	Make sure you come back immediately if something happens.
context: We're counting on you, Miuna.\Okay.\Are you sure I don't need to go?\It's up to you.\See ya.\The water temperature's pretty low.\Our Ena is the best. We'll be fine.\Make sure you come back immediately if something happens. response:	Yes.
context: Okay.\Are you sure I don't need to go?\It's up to you.\See ya.\The water temperature's pretty low.\Our Ena is the best. We'll be fine.\Make sure you come back immediately if something happens.\Yes. response:	All right!
context: Are you sure I don't need to go?\It's up to you.\See ya.\The water temperature's pretty low.\Our Ena is the best. We'll be fine.\Make sure you come back immediately if something happens.\Yes.\All right! response:	Are you cold?
context: It's up to you.\See ya.\The water temperature's pretty low.\Our Ena is the best. We'll be fine.\Make sure you come back immediately if something happens.\Yes.\All right!\Are you cold? response:	I'm fine.
context: See ya.\The water temperature's pretty low.\Our Ena is the best. We'll be fine.\Make sure you come back immediately if something happens.\Yes.\All right!\Are you cold?\I'm fine. response:	You sure you can breathe okay down here?
context: The water temperature's pretty low.\Our Ena is the best. We'll be fine.\Make sure you come back immediately if something happens.\Yes.\All right!\Are you cold?\I'm fine.\You sure you can breathe okay down here? response:	Yeah. I practiced a lot of times.
context: Our Ena is the best. We'll be fine.\Make sure you come back immediately if something happens.\Yes.\All right!\Are you cold?\I'm fine.\You sure you can breathe okay down here?\Yeah. I practiced a lot of times. response:	But make sure you don't push yourself, all right?
context: Make sure you come back immediately if something happens.\Yes.\All right!\Are you cold?\I'm fine.\You sure you can breathe okay down here?\Yeah. I practiced a lot of times.\But make sure you don't push yourself, all right? response:	Okay.
context: Yes.\All right!\Are you cold?\I'm fine.\You sure you can breathe okay down here?\Yeah. I practiced a lot of times.\But make sure you don't push yourself, all right?\Okay. response:	So do you hear it?
context: All right!\Are you cold?\I'm fine.\You sure you can breathe okay down here?\Yeah. I practiced a lot of times.\But make sure you don't push yourself, all right?\Okay.\So do you hear it? response:	I don't hear anything.
context: Are you cold?\I'm fine.\You sure you can breathe okay down here?\Yeah. I practiced a lot of times.\But make sure you don't push yourself, all right?\Okay.\So do you hear it?\I don't hear anything. response:	I don't either...
context: I'm fine.\You sure you can breathe okay down here?\Yeah. I practiced a lot of times.\But make sure you don't push yourself, all right?\Okay.\So do you hear it?\I don't hear anything.\I don't either... response:	I hear it...
context: You sure you can breathe okay down here?\Yeah. I practiced a lot of times.\But make sure you don't push yourself, all right?\Okay.\So do you hear it?\I don't hear anything.\I don't either...\I hear it... response:	I can hear it.
context: Yeah. I practiced a lot of times.\But make sure you don't push yourself, all right?\Okay.\So do you hear it?\I don't hear anything.\I don't either...\I hear it...\I can hear it. response:	Over here!
context: But make sure you don't push yourself, all right?\Okay.\So do you hear it?\I don't hear anything.\I don't either...\I hear it...\I can hear it.\Over here! response:	Wait a sec, Miuna!
context: Okay.\So do you hear it?\I don't hear anything.\I don't either...\I hear it...\I can hear it.\Over here!\Wait a sec, Miuna! response:	A world that I don't know...
context: So do you hear it?\I don't hear anything.\I don't either...\I hear it...\I can hear it.\Over here!\Wait a sec, Miuna!\A world that I don't know... response:	Hikari's world that I don't know...
context: I don't hear anything.\I don't either...\I hear it...\I can hear it.\Over here!\Wait a sec, Miuna!\A world that I don't know...\Hikari's world that I don't know... response:	We're home...
context: I don't either...\I hear it...\I can hear it.\Over here!\Wait a sec, Miuna!\A world that I don't know...\Hikari's world that I don't know...\We're home... response:	This is Shioshishio...
context: I hear it...\I can hear it.\Over here!\Wait a sec, Miuna!\A world that I don't know...\Hikari's world that I don't know...\We're home...\This is Shioshishio... response:	What are you so afraid of?
context: I can hear it.\Over here!\Wait a sec, Miuna!\A world that I don't know...\Hikari's world that I don't know...\We're home...\This is Shioshishio...\What are you so afraid of? response:	The Shioshishio I don't know...
context: Over here!\Wait a sec, Miuna!\A world that I don't know...\Hikari's world that I don't know...\We're home...\This is Shioshishio...\What are you so afraid of?\The Shioshishio I don't know... response:	This isn't how it really is.
context: Wait a sec, Miuna!\A world that I don't know...\Hikari's world that I don't know...\We're home...\This is Shioshishio...\What are you so afraid of?\The Shioshishio I don't know...\This isn't how it really is. response:	We're in the sea.
context: A world that I don't know...\Hikari's world that I don't know...\We're home...\This is Shioshishio...\What are you so afraid of?\The Shioshishio I don't know...\This isn't how it really is.\We're in the sea. response:	I wanted to show her...
context: Hikari's world that I don't know...\We're home...\This is Shioshishio...\What are you so afraid of?\The Shioshishio I don't know...\This isn't how it really is.\We're in the sea.\I wanted to show her... response:	The Shioshishio that I dreamed of...
context: We're home...\This is Shioshishio...\What are you so afraid of?\The Shioshishio I don't know...\This isn't how it really is.\We're in the sea.\I wanted to show her...\The Shioshishio that I dreamed of... response:	Episode Eighteen: Shioshishio
context: This is Shioshishio...\What are you so afraid of?\The Shioshishio I don't know...\This isn't how it really is.\We're in the sea.\I wanted to show her...\The Shioshishio that I dreamed of...\Episode Eighteen: Shioshishio response:	Our Shioshishio.
