context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: One day, Kazamori\was suddenly brought to this house by Father.\The child was distantly related to Father.\Father had adopted him, and as his heir at that...\The adopted son became the heir?\From the beginning, the successor of the Sasa family\wore a mask as proof of his position.\Mask?! response:	So I've never seen his true face...
context: was suddenly brought to this house by Father.\The child was distantly related to Father.\Father had adopted him, and as his heir at that...\The adopted son became the heir?\From the beginning, the successor of the Sasa family\wore a mask as proof of his position.\Mask?!\So I've never seen his true face... response:	And now I'll never be able to see it.
context: The child was distantly related to Father.\Father had adopted him, and as his heir at that...\The adopted son became the heir?\From the beginning, the successor of the Sasa family\wore a mask as proof of his position.\Mask?!\So I've never seen his true face...\And now I'll never be able to see it. response:	On the anniversary of the death of Sasa Komamori,
context: Father had adopted him, and as his heir at that...\The adopted son became the heir?\From the beginning, the successor of the Sasa family\wore a mask as proof of his position.\Mask?!\So I've never seen his true face...\And now I'll never be able to see it.\On the anniversary of the death of Sasa Komamori, response:	his heir died the same way, engulfed in flames.
context: The adopted son became the heir?\From the beginning, the successor of the Sasa family\wore a mask as proof of his position.\Mask?!\So I've never seen his true face...\And now I'll never be able to see it.\On the anniversary of the death of Sasa Komamori,\his heir died the same way, engulfed in flames. response:	You don't think a curse is involved, Detective?
context: From the beginning, the successor of the Sasa family\wore a mask as proof of his position.\Mask?!\So I've never seen his true face...\And now I'll never be able to see it.\On the anniversary of the death of Sasa Komamori,\his heir died the same way, engulfed in flames.\You don't think a curse is involved, Detective? response:	This is my uncle, Kigihiko.
context: wore a mask as proof of his position.\Mask?!\So I've never seen his true face...\And now I'll never be able to see it.\On the anniversary of the death of Sasa Komamori,\his heir died the same way, engulfed in flames.\You don't think a curse is involved, Detective?\This is my uncle, Kigihiko. response:	Kazamori never showed his face at the company either.
context: Mask?!\So I've never seen his true face...\And now I'll never be able to see it.\On the anniversary of the death of Sasa Komamori,\his heir died the same way, engulfed in flames.\You don't think a curse is involved, Detective?\This is my uncle, Kigihiko.\Kazamori never showed his face at the company either. response:	He was president in name only,
context: So I've never seen his true face...\And now I'll never be able to see it.\On the anniversary of the death of Sasa Komamori,\his heir died the same way, engulfed in flames.\You don't think a curse is involved, Detective?\This is my uncle, Kigihiko.\Kazamori never showed his face at the company either.\He was president in name only, response:	while he had my sister-in-law and me run the whole group.
context: And now I'll never be able to see it.\On the anniversary of the death of Sasa Komamori,\his heir died the same way, engulfed in flames.\You don't think a curse is involved, Detective?\This is my uncle, Kigihiko.\Kazamori never showed his face at the company either.\He was president in name only,\while he had my sister-in-law and me run the whole group. response:	Brother was only socially awkward because of that mask.
context: On the anniversary of the death of Sasa Komamori,\his heir died the same way, engulfed in flames.\You don't think a curse is involved, Detective?\This is my uncle, Kigihiko.\Kazamori never showed his face at the company either.\He was president in name only,\while he had my sister-in-law and me run the whole group.\Brother was only socially awkward because of that mask. response:	He made decisions on all of the important issues.
context: his heir died the same way, engulfed in flames.\You don't think a curse is involved, Detective?\This is my uncle, Kigihiko.\Kazamori never showed his face at the company either.\He was president in name only,\while he had my sister-in-law and me run the whole group.\Brother was only socially awkward because of that mask.\He made decisions on all of the important issues. response:	Fumihiko, what are you doing?
context: You don't think a curse is involved, Detective?\This is my uncle, Kigihiko.\Kazamori never showed his face at the company either.\He was president in name only,\while he had my sister-in-law and me run the whole group.\Brother was only socially awkward because of that mask.\He made decisions on all of the important issues.\Fumihiko, what are you doing? response:	As Kazamori-san is no longer with us, Fumihiko is the new head of the household.
context: This is my uncle, Kigihiko.\Kazamori never showed his face at the company either.\He was president in name only,\while he had my sister-in-law and me run the whole group.\Brother was only socially awkward because of that mask.\He made decisions on all of the important issues.\Fumihiko, what are you doing?\As Kazamori-san is no longer with us, Fumihiko is the new head of the household. response:	That aside, I know you're the daughter of Chairman Kaishou,
context: Kazamori never showed his face at the company either.\He was president in name only,\while he had my sister-in-law and me run the whole group.\Brother was only socially awkward because of that mask.\He made decisions on all of the important issues.\Fumihiko, what are you doing?\As Kazamori-san is no longer with us, Fumihiko is the new head of the household.\That aside, I know you're the daughter of Chairman Kaishou, response:	but bringing a detective here is discourteous.
context: He was president in name only,\while he had my sister-in-law and me run the whole group.\Brother was only socially awkward because of that mask.\He made decisions on all of the important issues.\Fumihiko, what are you doing?\As Kazamori-san is no longer with us, Fumihiko is the new head of the household.\That aside, I know you're the daughter of Chairman Kaishou,\but bringing a detective here is discourteous. response:	Very well. Do you really think a curse was at work here?
context: while he had my sister-in-law and me run the whole group.\Brother was only socially awkward because of that mask.\He made decisions on all of the important issues.\Fumihiko, what are you doing?\As Kazamori-san is no longer with us, Fumihiko is the new head of the household.\That aside, I know you're the daughter of Chairman Kaishou,\but bringing a detective here is discourteous.\Very well. Do you really think a curse was at work here? response:	Of course, it was only a figure of speech.
context: Brother was only socially awkward because of that mask.\He made decisions on all of the important issues.\Fumihiko, what are you doing?\As Kazamori-san is no longer with us, Fumihiko is the new head of the household.\That aside, I know you're the daughter of Chairman Kaishou,\but bringing a detective here is discourteous.\Very well. Do you really think a curse was at work here?\Of course, it was only a figure of speech. response:	Kazamori-san was so shocked by the death of my husband
context: He made decisions on all of the important issues.\Fumihiko, what are you doing?\As Kazamori-san is no longer with us, Fumihiko is the new head of the household.\That aside, I know you're the daughter of Chairman Kaishou,\but bringing a detective here is discourteous.\Very well. Do you really think a curse was at work here?\Of course, it was only a figure of speech.\Kazamori-san was so shocked by the death of my husband response:	that his equilibrium had been disturbed these past seven years.
context: Fumihiko, what are you doing?\As Kazamori-san is no longer with us, Fumihiko is the new head of the household.\That aside, I know you're the daughter of Chairman Kaishou,\but bringing a detective here is discourteous.\Very well. Do you really think a curse was at work here?\Of course, it was only a figure of speech.\Kazamori-san was so shocked by the death of my husband\that his equilibrium had been disturbed these past seven years. response:	Such that he always required Dr. Taku to be at his side.
context: As Kazamori-san is no longer with us, Fumihiko is the new head of the household.\That aside, I know you're the daughter of Chairman Kaishou,\but bringing a detective here is discourteous.\Very well. Do you really think a curse was at work here?\Of course, it was only a figure of speech.\Kazamori-san was so shocked by the death of my husband\that his equilibrium had been disturbed these past seven years.\Such that he always required Dr. Taku to be at his side. response:	Where is this Dr. Taku?
context: That aside, I know you're the daughter of Chairman Kaishou,\but bringing a detective here is discourteous.\Very well. Do you really think a curse was at work here?\Of course, it was only a figure of speech.\Kazamori-san was so shocked by the death of my husband\that his equilibrium had been disturbed these past seven years.\Such that he always required Dr. Taku to be at his side.\Where is this Dr. Taku? response:	The doctor is at rest, recovering from his burns.
context: but bringing a detective here is discourteous.\Very well. Do you really think a curse was at work here?\Of course, it was only a figure of speech.\Kazamori-san was so shocked by the death of my husband\that his equilibrium had been disturbed these past seven years.\Such that he always required Dr. Taku to be at his side.\Where is this Dr. Taku?\The doctor is at rest, recovering from his burns. response:	My husband's death caused Kazamori-san no end of anguish, like a curse.
context: Very well. Do you really think a curse was at work here?\Of course, it was only a figure of speech.\Kazamori-san was so shocked by the death of my husband\that his equilibrium had been disturbed these past seven years.\Such that he always required Dr. Taku to be at his side.\Where is this Dr. Taku?\The doctor is at rest, recovering from his burns.\My husband's death caused Kazamori-san no end of anguish, like a curse. response:	He reached his breaking point
context: Of course, it was only a figure of speech.\Kazamori-san was so shocked by the death of my husband\that his equilibrium had been disturbed these past seven years.\Such that he always required Dr. Taku to be at his side.\Where is this Dr. Taku?\The doctor is at rest, recovering from his burns.\My husband's death caused Kazamori-san no end of anguish, like a curse.\He reached his breaking point response:	and chose the same method of dying as my husband.
context: Kazamori-san was so shocked by the death of my husband\that his equilibrium had been disturbed these past seven years.\Such that he always required Dr. Taku to be at his side.\Where is this Dr. Taku?\The doctor is at rest, recovering from his burns.\My husband's death caused Kazamori-san no end of anguish, like a curse.\He reached his breaking point\and chose the same method of dying as my husband. response:	No.
context: that his equilibrium had been disturbed these past seven years.\Such that he always required Dr. Taku to be at his side.\Where is this Dr. Taku?\The doctor is at rest, recovering from his burns.\My husband's death caused Kazamori-san no end of anguish, like a curse.\He reached his breaking point\and chose the same method of dying as my husband.\No. response:	Kazamori did not commit suicide.
context: Such that he always required Dr. Taku to be at his side.\Where is this Dr. Taku?\The doctor is at rest, recovering from his burns.\My husband's death caused Kazamori-san no end of anguish, like a curse.\He reached his breaking point\and chose the same method of dying as my husband.\No.\Kazamori did not commit suicide. response:	Then why...?
context: Where is this Dr. Taku?\The doctor is at rest, recovering from his burns.\My husband's death caused Kazamori-san no end of anguish, like a curse.\He reached his breaking point\and chose the same method of dying as my husband.\No.\Kazamori did not commit suicide.\Then why...? response:	Brother knew something.
context: The doctor is at rest, recovering from his burns.\My husband's death caused Kazamori-san no end of anguish, like a curse.\He reached his breaking point\and chose the same method of dying as my husband.\No.\Kazamori did not commit suicide.\Then why...?\Brother knew something. response:	He tried to warn me about some kind of imminent danger.
context: My husband's death caused Kazamori-san no end of anguish, like a curse.\He reached his breaking point\and chose the same method of dying as my husband.\No.\Kazamori did not commit suicide.\Then why...?\Brother knew something.\He tried to warn me about some kind of imminent danger. response:	Just like seven years ago...
context: He reached his breaking point\and chose the same method of dying as my husband.\No.\Kazamori did not commit suicide.\Then why...?\Brother knew something.\He tried to warn me about some kind of imminent danger.\Just like seven years ago... response:	He was prepared to commit suicide, so he told you to get away, Mitchan.
context: and chose the same method of dying as my husband.\No.\Kazamori did not commit suicide.\Then why...?\Brother knew something.\He tried to warn me about some kind of imminent danger.\Just like seven years ago...\He was prepared to commit suicide, so he told you to get away, Mitchan. response:	No!
context: No.\Kazamori did not commit suicide.\Then why...?\Brother knew something.\He tried to warn me about some kind of imminent danger.\Just like seven years ago...\He was prepared to commit suicide, so he told you to get away, Mitchan.\No! response:	Hayami Seigen
context: Kazamori did not commit suicide.\Then why...?\Brother knew something.\He tried to warn me about some kind of imminent danger.\Just like seven years ago...\He was prepared to commit suicide, so he told you to get away, Mitchan.\No!\Hayami Seigen response:	Director of the Security Bureau Metropolitan Police Dept.
context: Then why...?\Brother knew something.\He tried to warn me about some kind of imminent danger.\Just like seven years ago...\He was prepared to commit suicide, so he told you to get away, Mitchan.\No!\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept. response:	Izumi-chan?
context: Brother knew something.\He tried to warn me about some kind of imminent danger.\Just like seven years ago...\He was prepared to commit suicide, so he told you to get away, Mitchan.\No!\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Izumi-chan? response:	What are you two doing here?
context: He tried to warn me about some kind of imminent danger.\Just like seven years ago...\He was prepared to commit suicide, so he told you to get away, Mitchan.\No!\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Izumi-chan?\What are you two doing here? response:	I asked him to come.
context: Just like seven years ago...\He was prepared to commit suicide, so he told you to get away, Mitchan.\No!\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Izumi-chan?\What are you two doing here?\I asked him to come. response:	After hearing that my father entrusted you with his deductions.
context: He was prepared to commit suicide, so he told you to get away, Mitchan.\No!\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Izumi-chan?\What are you two doing here?\I asked him to come.\After hearing that my father entrusted you with his deductions. response:	Chairman Kaishou's deductions...
context: No!\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Izumi-chan?\What are you two doing here?\I asked him to come.\After hearing that my father entrusted you with his deductions.\Chairman Kaishou's deductions... response:	I heard he can figure out any mystery without even going to the scene.
context: Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Izumi-chan?\What are you two doing here?\I asked him to come.\After hearing that my father entrusted you with his deductions.\Chairman Kaishou's deductions...\I heard he can figure out any mystery without even going to the scene. response:	If my father is going to lie again to protect some big whatever,
context: Director of the Security Bureau Metropolitan Police Dept.\Izumi-chan?\What are you two doing here?\I asked him to come.\After hearing that my father entrusted you with his deductions.\Chairman Kaishou's deductions...\I heard he can figure out any mystery without even going to the scene.\If my father is going to lie again to protect some big whatever, response:	I'm not going to stand for it.
context: Izumi-chan?\What are you two doing here?\I asked him to come.\After hearing that my father entrusted you with his deductions.\Chairman Kaishou's deductions...\I heard he can figure out any mystery without even going to the scene.\If my father is going to lie again to protect some big whatever,\I'm not going to stand for it. response:	Don't worry.
context: What are you two doing here?\I asked him to come.\After hearing that my father entrusted you with his deductions.\Chairman Kaishou's deductions...\I heard he can figure out any mystery without even going to the scene.\If my father is going to lie again to protect some big whatever,\I'm not going to stand for it.\Don't worry. response:	I'll tell you what the Chairman surmised.
context: I asked him to come.\After hearing that my father entrusted you with his deductions.\Chairman Kaishou's deductions...\I heard he can figure out any mystery without even going to the scene.\If my father is going to lie again to protect some big whatever,\I'm not going to stand for it.\Don't worry.\I'll tell you what the Chairman surmised. response:	This way.
context: After hearing that my father entrusted you with his deductions.\Chairman Kaishou's deductions...\I heard he can figure out any mystery without even going to the scene.\If my father is going to lie again to protect some big whatever,\I'm not going to stand for it.\Don't worry.\I'll tell you what the Chairman surmised.\This way. response:	Mask aside, Kazamori-kun was an intellectual, level-headed top executive.
context: Chairman Kaishou's deductions...\I heard he can figure out any mystery without even going to the scene.\If my father is going to lie again to protect some big whatever,\I'm not going to stand for it.\Don't worry.\I'll tell you what the Chairman surmised.\This way.\Mask aside, Kazamori-kun was an intellectual, level-headed top executive. response:	It's unthinkable he would be so obsessed with his father's death
context: I heard he can figure out any mystery without even going to the scene.\If my father is going to lie again to protect some big whatever,\I'm not going to stand for it.\Don't worry.\I'll tell you what the Chairman surmised.\This way.\Mask aside, Kazamori-kun was an intellectual, level-headed top executive.\It's unthinkable he would be so obsessed with his father's death response:	that he would commit suicide.
context: If my father is going to lie again to protect some big whatever,\I'm not going to stand for it.\Don't worry.\I'll tell you what the Chairman surmised.\This way.\Mask aside, Kazamori-kun was an intellectual, level-headed top executive.\It's unthinkable he would be so obsessed with his father's death\that he would commit suicide. response:	Still, he could have decided to do it on a sudden impulse.
context: I'm not going to stand for it.\Don't worry.\I'll tell you what the Chairman surmised.\This way.\Mask aside, Kazamori-kun was an intellectual, level-headed top executive.\It's unthinkable he would be so obsessed with his father's death\that he would commit suicide.\Still, he could have decided to do it on a sudden impulse. response:	In that case, why wouldn't he copy his father's death, down to the explosion?
context: Don't worry.\I'll tell you what the Chairman surmised.\This way.\Mask aside, Kazamori-kun was an intellectual, level-headed top executive.\It's unthinkable he would be so obsessed with his father's death\that he would commit suicide.\Still, he could have decided to do it on a sudden impulse.\In that case, why wouldn't he copy his father's death, down to the explosion? response:	I sense a design binding Kazamori-kun's death to that of the Late Komamori.
context: I'll tell you what the Chairman surmised.\This way.\Mask aside, Kazamori-kun was an intellectual, level-headed top executive.\It's unthinkable he would be so obsessed with his father's death\that he would commit suicide.\Still, he could have decided to do it on a sudden impulse.\In that case, why wouldn't he copy his father's death, down to the explosion?\I sense a design binding Kazamori-kun's death to that of the Late Komamori. response:	This was murder.
context: This way.\Mask aside, Kazamori-kun was an intellectual, level-headed top executive.\It's unthinkable he would be so obsessed with his father's death\that he would commit suicide.\Still, he could have decided to do it on a sudden impulse.\In that case, why wouldn't he copy his father's death, down to the explosion?\I sense a design binding Kazamori-kun's death to that of the Late Komamori.\This was murder. response:	Murder?!
context: Mask aside, Kazamori-kun was an intellectual, level-headed top executive.\It's unthinkable he would be so obsessed with his father's death\that he would commit suicide.\Still, he could have decided to do it on a sudden impulse.\In that case, why wouldn't he copy his father's death, down to the explosion?\I sense a design binding Kazamori-kun's death to that of the Late Komamori.\This was murder.\Murder?! response:	Aside from the victim, there were five people here.
context: It's unthinkable he would be so obsessed with his father's death\that he would commit suicide.\Still, he could have decided to do it on a sudden impulse.\In that case, why wouldn't he copy his father's death, down to the explosion?\I sense a design binding Kazamori-kun's death to that of the Late Komamori.\This was murder.\Murder?!\Aside from the victim, there were five people here. response:	The victim's stepmother, Sasa Itoji.
context: that he would commit suicide.\Still, he could have decided to do it on a sudden impulse.\In that case, why wouldn't he copy his father's death, down to the explosion?\I sense a design binding Kazamori-kun's death to that of the Late Komamori.\This was murder.\Murder?!\Aside from the victim, there were five people here.\The victim's stepmother, Sasa Itoji. response:	The victim's uncle, Sasa Kigihiko.
context: Still, he could have decided to do it on a sudden impulse.\In that case, why wouldn't he copy his father's death, down to the explosion?\I sense a design binding Kazamori-kun's death to that of the Late Komamori.\This was murder.\Murder?!\Aside from the victim, there were five people here.\The victim's stepmother, Sasa Itoji.\The victim's uncle, Sasa Kigihiko. response:	The victim's step-siblings, Mitsuko and Fumihiko.
context: In that case, why wouldn't he copy his father's death, down to the explosion?\I sense a design binding Kazamori-kun's death to that of the Late Komamori.\This was murder.\Murder?!\Aside from the victim, there were five people here.\The victim's stepmother, Sasa Itoji.\The victim's uncle, Sasa Kigihiko.\The victim's step-siblings, Mitsuko and Fumihiko. response:	And Dr. Taku Hidenobu.
context: I sense a design binding Kazamori-kun's death to that of the Late Komamori.\This was murder.\Murder?!\Aside from the victim, there were five people here.\The victim's stepmother, Sasa Itoji.\The victim's uncle, Sasa Kigihiko.\The victim's step-siblings, Mitsuko and Fumihiko.\And Dr. Taku Hidenobu. response:	Huh! Both Sis and I are suspects!
context: This was murder.\Murder?!\Aside from the victim, there were five people here.\The victim's stepmother, Sasa Itoji.\The victim's uncle, Sasa Kigihiko.\The victim's step-siblings, Mitsuko and Fumihiko.\And Dr. Taku Hidenobu.\Huh! Both Sis and I are suspects! response:	Due to the death of Kazamori, Fumihiko is now the successor to the business,
context: Murder?!\Aside from the victim, there were five people here.\The victim's stepmother, Sasa Itoji.\The victim's uncle, Sasa Kigihiko.\The victim's step-siblings, Mitsuko and Fumihiko.\And Dr. Taku Hidenobu.\Huh! Both Sis and I are suspects!\Due to the death of Kazamori, Fumihiko is now the successor to the business, response:	as well as the head of the Sasa household.
context: Aside from the victim, there were five people here.\The victim's stepmother, Sasa Itoji.\The victim's uncle, Sasa Kigihiko.\The victim's step-siblings, Mitsuko and Fumihiko.\And Dr. Taku Hidenobu.\Huh! Both Sis and I are suspects!\Due to the death of Kazamori, Fumihiko is now the successor to the business,\as well as the head of the Sasa household. response:	As such, we could say he had the most to gain.
context: The victim's stepmother, Sasa Itoji.\The victim's uncle, Sasa Kigihiko.\The victim's step-siblings, Mitsuko and Fumihiko.\And Dr. Taku Hidenobu.\Huh! Both Sis and I are suspects!\Due to the death of Kazamori, Fumihiko is now the successor to the business,\as well as the head of the Sasa household.\As such, we could say he had the most to gain. response:	No.
context: The victim's uncle, Sasa Kigihiko.\The victim's step-siblings, Mitsuko and Fumihiko.\And Dr. Taku Hidenobu.\Huh! Both Sis and I are suspects!\Due to the death of Kazamori, Fumihiko is now the successor to the business,\as well as the head of the Sasa household.\As such, we could say he had the most to gain.\No. response:	Fumihiko came out of his room after I left mine.
context: The victim's step-siblings, Mitsuko and Fumihiko.\And Dr. Taku Hidenobu.\Huh! Both Sis and I are suspects!\Due to the death of Kazamori, Fumihiko is now the successor to the business,\as well as the head of the Sasa household.\As such, we could say he had the most to gain.\No.\Fumihiko came out of his room after I left mine. response:	Chairman Kaishou has also said that it was unthinkable
context: And Dr. Taku Hidenobu.\Huh! Both Sis and I are suspects!\Due to the death of Kazamori, Fumihiko is now the successor to the business,\as well as the head of the Sasa household.\As such, we could say he had the most to gain.\No.\Fumihiko came out of his room after I left mine.\Chairman Kaishou has also said that it was unthinkable response:	for Fumihiko to have a hand in it.
context: Huh! Both Sis and I are suspects!\Due to the death of Kazamori, Fumihiko is now the successor to the business,\as well as the head of the Sasa household.\As such, we could say he had the most to gain.\No.\Fumihiko came out of his room after I left mine.\Chairman Kaishou has also said that it was unthinkable\for Fumihiko to have a hand in it. response:	There was a time when Sasa Kigihiko helped Komamori
context: Due to the death of Kazamori, Fumihiko is now the successor to the business,\as well as the head of the Sasa household.\As such, we could say he had the most to gain.\No.\Fumihiko came out of his room after I left mine.\Chairman Kaishou has also said that it was unthinkable\for Fumihiko to have a hand in it.\There was a time when Sasa Kigihiko helped Komamori response:	and he does know a lot about mechanical engineering.
context: as well as the head of the Sasa household.\As such, we could say he had the most to gain.\No.\Fumihiko came out of his room after I left mine.\Chairman Kaishou has also said that it was unthinkable\for Fumihiko to have a hand in it.\There was a time when Sasa Kigihiko helped Komamori\and he does know a lot about mechanical engineering. response:	It would have been simple for him to have rigged a cable or something
context: As such, we could say he had the most to gain.\No.\Fumihiko came out of his room after I left mine.\Chairman Kaishou has also said that it was unthinkable\for Fumihiko to have a hand in it.\There was a time when Sasa Kigihiko helped Komamori\and he does know a lot about mechanical engineering.\It would have been simple for him to have rigged a cable or something response:	in the room, decide on a time, cause a short, and then have it catch fire.
context: No.\Fumihiko came out of his room after I left mine.\Chairman Kaishou has also said that it was unthinkable\for Fumihiko to have a hand in it.\There was a time when Sasa Kigihiko helped Komamori\and he does know a lot about mechanical engineering.\It would have been simple for him to have rigged a cable or something\in the room, decide on a time, cause a short, and then have it catch fire. response:	But even with Mr. Kazamori dead, Kigihiko wouldn't get the inheritance...
context: Fumihiko came out of his room after I left mine.\Chairman Kaishou has also said that it was unthinkable\for Fumihiko to have a hand in it.\There was a time when Sasa Kigihiko helped Komamori\and he does know a lot about mechanical engineering.\It would have been simple for him to have rigged a cable or something\in the room, decide on a time, cause a short, and then have it catch fire.\But even with Mr. Kazamori dead, Kigihiko wouldn't get the inheritance... response:	Who's the one that most wants Fumihiko to inherit the company?
context: Chairman Kaishou has also said that it was unthinkable\for Fumihiko to have a hand in it.\There was a time when Sasa Kigihiko helped Komamori\and he does know a lot about mechanical engineering.\It would have been simple for him to have rigged a cable or something\in the room, decide on a time, cause a short, and then have it catch fire.\But even with Mr. Kazamori dead, Kigihiko wouldn't get the inheritance...\Who's the one that most wants Fumihiko to inherit the company? response:	The mother.
context: for Fumihiko to have a hand in it.\There was a time when Sasa Kigihiko helped Komamori\and he does know a lot about mechanical engineering.\It would have been simple for him to have rigged a cable or something\in the room, decide on a time, cause a short, and then have it catch fire.\But even with Mr. Kazamori dead, Kigihiko wouldn't get the inheritance...\Who's the one that most wants Fumihiko to inherit the company?\The mother. response:	You're accusing me of asking Kigihiko to murder for Fumihiko's sake?!
context: There was a time when Sasa Kigihiko helped Komamori\and he does know a lot about mechanical engineering.\It would have been simple for him to have rigged a cable or something\in the room, decide on a time, cause a short, and then have it catch fire.\But even with Mr. Kazamori dead, Kigihiko wouldn't get the inheritance...\Who's the one that most wants Fumihiko to inherit the company?\The mother.\You're accusing me of asking Kigihiko to murder for Fumihiko's sake?! response:	How disrespectful!
context: and he does know a lot about mechanical engineering.\It would have been simple for him to have rigged a cable or something\in the room, decide on a time, cause a short, and then have it catch fire.\But even with Mr. Kazamori dead, Kigihiko wouldn't get the inheritance...\Who's the one that most wants Fumihiko to inherit the company?\The mother.\You're accusing me of asking Kigihiko to murder for Fumihiko's sake?!\How disrespectful! response:	What do you make of it?
context: It would have been simple for him to have rigged a cable or something\in the room, decide on a time, cause a short, and then have it catch fire.\But even with Mr. Kazamori dead, Kigihiko wouldn't get the inheritance...\Who's the one that most wants Fumihiko to inherit the company?\The mother.\You're accusing me of asking Kigihiko to murder for Fumihiko's sake?!\How disrespectful!\What do you make of it? response:	Hey!
context: in the room, decide on a time, cause a short, and then have it catch fire.\But even with Mr. Kazamori dead, Kigihiko wouldn't get the inheritance...\Who's the one that most wants Fumihiko to inherit the company?\The mother.\You're accusing me of asking Kigihiko to murder for Fumihiko's sake?!\How disrespectful!\What do you make of it?\Hey! response:	Help me!
context: But even with Mr. Kazamori dead, Kigihiko wouldn't get the inheritance...\Who's the one that most wants Fumihiko to inherit the company?\The mother.\You're accusing me of asking Kigihiko to murder for Fumihiko's sake?!\How disrespectful!\What do you make of it?\Hey!\Help me! response:	We didn't kill Kazamori!
context: Who's the one that most wants Fumihiko to inherit the company?\The mother.\You're accusing me of asking Kigihiko to murder for Fumihiko's sake?!\How disrespectful!\What do you make of it?\Hey!\Help me!\We didn't kill Kazamori! response:	There's no way we could've killed him!
context: The mother.\You're accusing me of asking Kigihiko to murder for Fumihiko's sake?!\How disrespectful!\What do you make of it?\Hey!\Help me!\We didn't kill Kazamori!\There's no way we could've killed him! response:	Kigihiko-san!
context: You're accusing me of asking Kigihiko to murder for Fumihiko's sake?!\How disrespectful!\What do you make of it?\Hey!\Help me!\We didn't kill Kazamori!\There's no way we could've killed him!\Kigihiko-san! response:	No way you could've... killed him?
context: How disrespectful!\What do you make of it?\Hey!\Help me!\We didn't kill Kazamori!\There's no way we could've killed him!\Kigihiko-san!\No way you could've... killed him? response:	We have to tell him, Sister!
context: What do you make of it?\Hey!\Help me!\We didn't kill Kazamori!\There's no way we could've killed him!\Kigihiko-san!\No way you could've... killed him?\We have to tell him, Sister! response:	Otherwise, we'll be...
context: Hey!\Help me!\We didn't kill Kazamori!\There's no way we could've killed him!\Kigihiko-san!\No way you could've... killed him?\We have to tell him, Sister!\Otherwise, we'll be... response:	We'll continue this in an interrogation room.
context: Help me!\We didn't kill Kazamori!\There's no way we could've killed him!\Kigihiko-san!\No way you could've... killed him?\We have to tell him, Sister!\Otherwise, we'll be...\We'll continue this in an interrogation room. response:	A surveillance camera...
context: We didn't kill Kazamori!\There's no way we could've killed him!\Kigihiko-san!\No way you could've... killed him?\We have to tell him, Sister!\Otherwise, we'll be...\We'll continue this in an interrogation room.\A surveillance camera... response:	That's it!
context: There's no way we could've killed him!\Kigihiko-san!\No way you could've... killed him?\We have to tell him, Sister!\Otherwise, we'll be...\We'll continue this in an interrogation room.\A surveillance camera...\That's it! response:	Kazamori must have set up surveillance cameras all over the house
context: Kigihiko-san!\No way you could've... killed him?\We have to tell him, Sister!\Otherwise, we'll be...\We'll continue this in an interrogation room.\A surveillance camera...\That's it!\Kazamori must have set up surveillance cameras all over the house response:	and watched every move we made!
context: No way you could've... killed him?\We have to tell him, Sister!\Otherwise, we'll be...\We'll continue this in an interrogation room.\A surveillance camera...\That's it!\Kazamori must have set up surveillance cameras all over the house\and watched every move we made! response:	In that case...
context: We have to tell him, Sister!\Otherwise, we'll be...\We'll continue this in an interrogation room.\A surveillance camera...\That's it!\Kazamori must have set up surveillance cameras all over the house\and watched every move we made!\In that case... response:	Wait!
context: Otherwise, we'll be...\We'll continue this in an interrogation room.\A surveillance camera...\That's it!\Kazamori must have set up surveillance cameras all over the house\and watched every move we made!\In that case...\Wait! response:	Shinjurou...
context: We'll continue this in an interrogation room.\A surveillance camera...\That's it!\Kazamori must have set up surveillance cameras all over the house\and watched every move we made!\In that case...\Wait!\Shinjurou... response:	Everything is swirling around...
context: A surveillance camera...\That's it!\Kazamori must have set up surveillance cameras all over the house\and watched every move we made!\In that case...\Wait!\Shinjurou...\Everything is swirling around... response:	Now is okay, don't you think?
context: That's it!\Kazamori must have set up surveillance cameras all over the house\and watched every move we made!\In that case...\Wait!\Shinjurou...\Everything is swirling around...\Now is okay, don't you think? response:	Wait, Inga!
context: Kazamori must have set up surveillance cameras all over the house\and watched every move we made!\In that case...\Wait!\Shinjurou...\Everything is swirling around...\Now is okay, don't you think?\Wait, Inga! response:	I can't hold back!
context: and watched every move we made!\In that case...\Wait!\Shinjurou...\Everything is swirling around...\Now is okay, don't you think?\Wait, Inga!\I can't hold back! response:	So...
context: In that case...\Wait!\Shinjurou...\Everything is swirling around...\Now is okay, don't you think?\Wait, Inga!\I can't hold back!\So... response:	Whom should I ask, and what?
context: Wait!\Shinjurou...\Everything is swirling around...\Now is okay, don't you think?\Wait, Inga!\I can't hold back!\So...\Whom should I ask, and what? response:	It's all recorded.
context: Shinjurou...\Everything is swirling around...\Now is okay, don't you think?\Wait, Inga!\I can't hold back!\So...\Whom should I ask, and what?\It's all recorded. response:	No matter how far you go back,
