context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: It's because this bag belongs to a relative!\Idiot.\One! Two! Three! Four! Five!\Six?!\Passion.\Fever. Stupid. Stupid. Stupid. Stupid.\What happened?! A crime?!\Oh, Kojirou. There you are. response:	You look like you were just born.
context: Idiot.\One! Two! Three! Four! Five!\Six?!\Passion.\Fever. Stupid. Stupid. Stupid. Stupid.\What happened?! A crime?!\Oh, Kojirou. There you are.\You look like you were just born. response:	Mio!
context: One! Two! Three! Four! Five!\Six?!\Passion.\Fever. Stupid. Stupid. Stupid. Stupid.\What happened?! A crime?!\Oh, Kojirou. There you are.\You look like you were just born.\Mio! response:	Aren't you going to eat?
context: Six?!\Passion.\Fever. Stupid. Stupid. Stupid. Stupid.\What happened?! A crime?!\Oh, Kojirou. There you are.\You look like you were just born.\Mio!\Aren't you going to eat? response:	It'll get cold!
context: Passion.\Fever. Stupid. Stupid. Stupid. Stupid.\What happened?! A crime?!\Oh, Kojirou. There you are.\You look like you were just born.\Mio!\Aren't you going to eat?\It'll get cold! response:	Hey, Mio!
context: Fever. Stupid. Stupid. Stupid. Stupid.\What happened?! A crime?!\Oh, Kojirou. There you are.\You look like you were just born.\Mio!\Aren't you going to eat?\It'll get cold!\Hey, Mio! response:	Hey!
context: What happened?! A crime?!\Oh, Kojirou. There you are.\You look like you were just born.\Mio!\Aren't you going to eat?\It'll get cold!\Hey, Mio!\Hey! response:	Kojirou is like this.
context: Oh, Kojirou. There you are.\You look like you were just born.\Mio!\Aren't you going to eat?\It'll get cold!\Hey, Mio!\Hey!\Kojirou is like this. response:	What are you -
context: You look like you were just born.\Mio!\Aren't you going to eat?\It'll get cold!\Hey, Mio!\Hey!\Kojirou is like this.\What are you - response:	Well, that's all for today.
context: Mio!\Aren't you going to eat?\It'll get cold!\Hey, Mio!\Hey!\Kojirou is like this.\What are you -\Well, that's all for today. response:	I've put up the topics for the midterm, so please go and check them.
context: Aren't you going to eat?\It'll get cold!\Hey, Mio!\Hey!\Kojirou is like this.\What are you -\Well, that's all for today.\I've put up the topics for the midterm, so please go and check them. response:	Goodbye!
context: It'll get cold!\Hey, Mio!\Hey!\Kojirou is like this.\What are you -\Well, that's all for today.\I've put up the topics for the midterm, so please go and check them.\Goodbye! response:	Nano-chan always leaves really early.
context: Hey, Mio!\Hey!\Kojirou is like this.\What are you -\Well, that's all for today.\I've put up the topics for the midterm, so please go and check them.\Goodbye!\Nano-chan always leaves really early. response:	Goodbye.
context: Hey!\Kojirou is like this.\What are you -\Well, that's all for today.\I've put up the topics for the midterm, so please go and check them.\Goodbye!\Nano-chan always leaves really early.\Goodbye. response:	If I have a weakness, I think I'll pretend to know about it.
context: Kojirou is like this.\What are you -\Well, that's all for today.\I've put up the topics for the midterm, so please go and check them.\Goodbye!\Nano-chan always leaves really early.\Goodbye.\If I have a weakness, I think I'll pretend to know about it. response:	Yukko, may I borrow an eraser?
context: What are you -\Well, that's all for today.\I've put up the topics for the midterm, so please go and check them.\Goodbye!\Nano-chan always leaves really early.\Goodbye.\If I have a weakness, I think I'll pretend to know about it.\Yukko, may I borrow an eraser? response:	All right.
context: Well, that's all for today.\I've put up the topics for the midterm, so please go and check them.\Goodbye!\Nano-chan always leaves really early.\Goodbye.\If I have a weakness, I think I'll pretend to know about it.\Yukko, may I borrow an eraser?\All right. response:	Which one?
context: I've put up the topics for the midterm, so please go and check them.\Goodbye!\Nano-chan always leaves really early.\Goodbye.\If I have a weakness, I think I'll pretend to know about it.\Yukko, may I borrow an eraser?\All right.\Which one? response:	Mai-chan, may I borrow an eraser?
context: Goodbye!\Nano-chan always leaves really early.\Goodbye.\If I have a weakness, I think I'll pretend to know about it.\Yukko, may I borrow an eraser?\All right.\Which one?\Mai-chan, may I borrow an eraser? response:	Wow!
context: Nano-chan always leaves really early.\Goodbye.\If I have a weakness, I think I'll pretend to know about it.\Yukko, may I borrow an eraser?\All right.\Which one?\Mai-chan, may I borrow an eraser?\Wow! response:	Okay.
context: Goodbye.\If I have a weakness, I think I'll pretend to know about it.\Yukko, may I borrow an eraser?\All right.\Which one?\Mai-chan, may I borrow an eraser?\Wow!\Okay. response:	A character eraser?!
context: If I have a weakness, I think I'll pretend to know about it.\Yukko, may I borrow an eraser?\All right.\Which one?\Mai-chan, may I borrow an eraser?\Wow!\Okay.\A character eraser?! response:	This won't erase very well.
context: Yukko, may I borrow an eraser?\All right.\Which one?\Mai-chan, may I borrow an eraser?\Wow!\Okay.\A character eraser?!\This won't erase very well. response:	Yukko, let me borrow an eraser.
context: All right.\Which one?\Mai-chan, may I borrow an eraser?\Wow!\Okay.\A character eraser?!\This won't erase very well.\Yukko, let me borrow an eraser. response:	You don't have one either, Mai-chan?
context: Which one?\Mai-chan, may I borrow an eraser?\Wow!\Okay.\A character eraser?!\This won't erase very well.\Yukko, let me borrow an eraser.\You don't have one either, Mai-chan? response:	I guess I have no choice.
context: Mai-chan, may I borrow an eraser?\Wow!\Okay.\A character eraser?!\This won't erase very well.\Yukko, let me borrow an eraser.\You don't have one either, Mai-chan?\I guess I have no choice. response:	All right, which one?
context: Wow!\Okay.\A character eraser?!\This won't erase very well.\Yukko, let me borrow an eraser.\You don't have one either, Mai-chan?\I guess I have no choice.\All right, which one? response:	This one.
context: Okay.\A character eraser?!\This won't erase very well.\Yukko, let me borrow an eraser.\You don't have one either, Mai-chan?\I guess I have no choice.\All right, which one?\This one. response:	Wow!
context: A character eraser?!\This won't erase very well.\Yukko, let me borrow an eraser.\You don't have one either, Mai-chan?\I guess I have no choice.\All right, which one?\This one.\Wow! response:	No, no, no, no, no, no!
context: This won't erase very well.\Yukko, let me borrow an eraser.\You don't have one either, Mai-chan?\I guess I have no choice.\All right, which one?\This one.\Wow!\No, no, no, no, no, no! response:	The rule is one person at a time, so that doesn't count!
context: Yukko, let me borrow an eraser.\You don't have one either, Mai-chan?\I guess I have no choice.\All right, which one?\This one.\Wow!\No, no, no, no, no, no!\The rule is one person at a time, so that doesn't count! response:	When did that rule get set?
context: You don't have one either, Mai-chan?\I guess I have no choice.\All right, which one?\This one.\Wow!\No, no, no, no, no, no!\The rule is one person at a time, so that doesn't count!\When did that rule get set? response:	All right, Mai-chan goes first.
context: I guess I have no choice.\All right, which one?\This one.\Wow!\No, no, no, no, no, no!\The rule is one person at a time, so that doesn't count!\When did that rule get set?\All right, Mai-chan goes first. response:	Go ahead, look as closely as you want.
context: All right, which one?\This one.\Wow!\No, no, no, no, no, no!\The rule is one person at a time, so that doesn't count!\When did that rule get set?\All right, Mai-chan goes first.\Go ahead, look as closely as you want. response:	No, no!
context: This one.\Wow!\No, no, no, no, no, no!\The rule is one person at a time, so that doesn't count!\When did that rule get set?\All right, Mai-chan goes first.\Go ahead, look as closely as you want.\No, no! response:	Damaging attacks aren't allowed!
context: Wow!\No, no, no, no, no, no!\The rule is one person at a time, so that doesn't count!\When did that rule get set?\All right, Mai-chan goes first.\Go ahead, look as closely as you want.\No, no!\Damaging attacks aren't allowed! response:	Mai-chan, you get 1-P.
context: No, no, no, no, no, no!\The rule is one person at a time, so that doesn't count!\When did that rule get set?\All right, Mai-chan goes first.\Go ahead, look as closely as you want.\No, no!\Damaging attacks aren't allowed!\Mai-chan, you get 1-P. response:	1-P?
context: The rule is one person at a time, so that doesn't count!\When did that rule get set?\All right, Mai-chan goes first.\Go ahead, look as closely as you want.\No, no!\Damaging attacks aren't allowed!\Mai-chan, you get 1-P.\1-P? response:	One penalty.
context: When did that rule get set?\All right, Mai-chan goes first.\Go ahead, look as closely as you want.\No, no!\Damaging attacks aren't allowed!\Mai-chan, you get 1-P.\1-P?\One penalty. response:	Does something happen if you get one penalty?
context: All right, Mai-chan goes first.\Go ahead, look as closely as you want.\No, no!\Damaging attacks aren't allowed!\Mai-chan, you get 1-P.\1-P?\One penalty.\Does something happen if you get one penalty? response:	You have to treat me to 23 juices!
context: Go ahead, look as closely as you want.\No, no!\Damaging attacks aren't allowed!\Mai-chan, you get 1-P.\1-P?\One penalty.\Does something happen if you get one penalty?\You have to treat me to 23 juices! response:	She still has a grudge about that?
context: No, no!\Damaging attacks aren't allowed!\Mai-chan, you get 1-P.\1-P?\One penalty.\Does something happen if you get one penalty?\You have to treat me to 23 juices!\She still has a grudge about that? response:	Here, Yukko.
context: Damaging attacks aren't allowed!\Mai-chan, you get 1-P.\1-P?\One penalty.\Does something happen if you get one penalty?\You have to treat me to 23 juices!\She still has a grudge about that?\Here, Yukko. response:	Baby Star.
context: Mai-chan, you get 1-P.\1-P?\One penalty.\Does something happen if you get one penalty?\You have to treat me to 23 juices!\She still has a grudge about that?\Here, Yukko.\Baby Star. response:	Kan ji zai bo sa tsu gyou jin han nya ha ra mit ta ji shou kei go...
context: 1-P?\One penalty.\Does something happen if you get one penalty?\You have to treat me to 23 juices!\She still has a grudge about that?\Here, Yukko.\Baby Star.\Kan ji zai bo sa tsu gyou jin han nya ha ra mit ta ji shou kei go... response:	TL Note: Yukko is reciting the first part of the Hart Sutra, a Zen Buddhist chant.
context: One penalty.\Does something happen if you get one penalty?\You have to treat me to 23 juices!\She still has a grudge about that?\Here, Yukko.\Baby Star.\Kan ji zai bo sa tsu gyou jin han nya ha ra mit ta ji shou kei go...\TL Note: Yukko is reciting the first part of the Hart Sutra, a Zen Buddhist chant. response:	That was close!
context: Does something happen if you get one penalty?\You have to treat me to 23 juices!\She still has a grudge about that?\Here, Yukko.\Baby Star.\Kan ji zai bo sa tsu gyou jin han nya ha ra mit ta ji shou kei go...\TL Note: Yukko is reciting the first part of the Hart Sutra, a Zen Buddhist chant.\That was close! response:	My hand was about to open!
context: You have to treat me to 23 juices!\She still has a grudge about that?\Here, Yukko.\Baby Star.\Kan ji zai bo sa tsu gyou jin han nya ha ra mit ta ji shou kei go...\TL Note: Yukko is reciting the first part of the Hart Sutra, a Zen Buddhist chant.\That was close!\My hand was about to open! response:	It's shou ken go, not shou kei go.
context: She still has a grudge about that?\Here, Yukko.\Baby Star.\Kan ji zai bo sa tsu gyou jin han nya ha ra mit ta ji shou kei go...\TL Note: Yukko is reciting the first part of the Hart Sutra, a Zen Buddhist chant.\That was close!\My hand was about to open!\It's shou ken go, not shou kei go. response:	I thought it would work.
context: Here, Yukko.\Baby Star.\Kan ji zai bo sa tsu gyou jin han nya ha ra mit ta ji shou kei go...\TL Note: Yukko is reciting the first part of the Hart Sutra, a Zen Buddhist chant.\That was close!\My hand was about to open!\It's shou ken go, not shou kei go.\I thought it would work. response:	That's two penalties.
context: Baby Star.\Kan ji zai bo sa tsu gyou jin han nya ha ra mit ta ji shou kei go...\TL Note: Yukko is reciting the first part of the Hart Sutra, a Zen Buddhist chant.\That was close!\My hand was about to open!\It's shou ken go, not shou kei go.\I thought it would work.\That's two penalties. response:	Rock, paper, scissors.
context: Kan ji zai bo sa tsu gyou jin han nya ha ra mit ta ji shou kei go...\TL Note: Yukko is reciting the first part of the Hart Sutra, a Zen Buddhist chant.\That was close!\My hand was about to open!\It's shou ken go, not shou kei go.\I thought it would work.\That's two penalties.\Rock, paper, scissors. response:	How naive.
context: TL Note: Yukko is reciting the first part of the Hart Sutra, a Zen Buddhist chant.\That was close!\My hand was about to open!\It's shou ken go, not shou kei go.\I thought it would work.\That's two penalties.\Rock, paper, scissors.\How naive. response:	Of course I won't open the hand I'm holding it with.
context: That was close!\My hand was about to open!\It's shou ken go, not shou kei go.\I thought it would work.\That's two penalties.\Rock, paper, scissors.\How naive.\Of course I won't open the hand I'm holding it with. response:	This one.
context: My hand was about to open!\It's shou ken go, not shou kei go.\I thought it would work.\That's two penalties.\Rock, paper, scissors.\How naive.\Of course I won't open the hand I'm holding it with.\This one. response:	Oh, crap!
context: It's shou ken go, not shou kei go.\I thought it would work.\That's two penalties.\Rock, paper, scissors.\How naive.\Of course I won't open the hand I'm holding it with.\This one.\Oh, crap! response:	I've been played!
context: I thought it would work.\That's two penalties.\Rock, paper, scissors.\How naive.\Of course I won't open the hand I'm holding it with.\This one.\Oh, crap!\I've been played! response:	Well then, Yukko, give me your eraser.
context: That's two penalties.\Rock, paper, scissors.\How naive.\Of course I won't open the hand I'm holding it with.\This one.\Oh, crap!\I've been played!\Well then, Yukko, give me your eraser. response:	All right, all right.
context: Rock, paper, scissors.\How naive.\Of course I won't open the hand I'm holding it with.\This one.\Oh, crap!\I've been played!\Well then, Yukko, give me your eraser.\All right, all right. response:	Here, you win.
context: How naive.\Of course I won't open the hand I'm holding it with.\This one.\Oh, crap!\I've been played!\Well then, Yukko, give me your eraser.\All right, all right.\Here, you win. response:	Character erasers doing wrestling moves?!
context: Of course I won't open the hand I'm holding it with.\This one.\Oh, crap!\I've been played!\Well then, Yukko, give me your eraser.\All right, all right.\Here, you win.\Character erasers doing wrestling moves?! response:	Thank you for your business!
context: This one.\Oh, crap!\I've been played!\Well then, Yukko, give me your eraser.\All right, all right.\Here, you win.\Character erasers doing wrestling moves?!\Thank you for your business! response:	The character erasers didn't work after all.
context: Oh, crap!\I've been played!\Well then, Yukko, give me your eraser.\All right, all right.\Here, you win.\Character erasers doing wrestling moves?!\Thank you for your business!\The character erasers didn't work after all. response:	Right?
context: I've been played!\Well then, Yukko, give me your eraser.\All right, all right.\Here, you win.\Character erasers doing wrestling moves?!\Thank you for your business!\The character erasers didn't work after all.\Right? response:	It's Nano-chan.
context: Well then, Yukko, give me your eraser.\All right, all right.\Here, you win.\Character erasers doing wrestling moves?!\Thank you for your business!\The character erasers didn't work after all.\Right?\It's Nano-chan. response:	It is.
context: All right, all right.\Here, you win.\Character erasers doing wrestling moves?!\Thank you for your business!\The character erasers didn't work after all.\Right?\It's Nano-chan.\It is. response:	Nano-chan must be a robot after all.
context: Here, you win.\Character erasers doing wrestling moves?!\Thank you for your business!\The character erasers didn't work after all.\Right?\It's Nano-chan.\It is.\Nano-chan must be a robot after all. response:	Stop that.
context: Character erasers doing wrestling moves?!\Thank you for your business!\The character erasers didn't work after all.\Right?\It's Nano-chan.\It is.\Nano-chan must be a robot after all.\Stop that. response:	Nano-chan doesn't like it.
context: Thank you for your business!\The character erasers didn't work after all.\Right?\It's Nano-chan.\It is.\Nano-chan must be a robot after all.\Stop that.\Nano-chan doesn't like it. response:	Huh?
context: The character erasers didn't work after all.\Right?\It's Nano-chan.\It is.\Nano-chan must be a robot after all.\Stop that.\Nano-chan doesn't like it.\Huh? response:	Why doesn't she like it?
context: Right?\It's Nano-chan.\It is.\Nano-chan must be a robot after all.\Stop that.\Nano-chan doesn't like it.\Huh?\Why doesn't she like it? response:	Robots are amazing!
context: It's Nano-chan.\It is.\Nano-chan must be a robot after all.\Stop that.\Nano-chan doesn't like it.\Huh?\Why doesn't she like it?\Robots are amazing! response:	Hey.
context: It is.\Nano-chan must be a robot after all.\Stop that.\Nano-chan doesn't like it.\Huh?\Why doesn't she like it?\Robots are amazing!\Hey. response:	Let's run.
context: Nano-chan must be a robot after all.\Stop that.\Nano-chan doesn't like it.\Huh?\Why doesn't she like it?\Robots are amazing!\Hey.\Let's run. response:	Father.
context: Stop that.\Nano-chan doesn't like it.\Huh?\Why doesn't she like it?\Robots are amazing!\Hey.\Let's run.\Father. response:	Hey, Father!
context: Nano-chan doesn't like it.\Huh?\Why doesn't she like it?\Robots are amazing!\Hey.\Let's run.\Father.\Hey, Father! response:	Do you really go out into town wearing this?
context: Huh?\Why doesn't she like it?\Robots are amazing!\Hey.\Let's run.\Father.\Hey, Father!\Do you really go out into town wearing this? response:	It embarrasses me!
context: Why doesn't she like it?\Robots are amazing!\Hey.\Let's run.\Father.\Hey, Father!\Do you really go out into town wearing this?\It embarrasses me! response:	Embarrasses you?
context: Robots are amazing!\Hey.\Let's run.\Father.\Hey, Father!\Do you really go out into town wearing this?\It embarrasses me!\Embarrasses you? response:	You cowardly child!
context: Hey.\Let's run.\Father.\Hey, Father!\Do you really go out into town wearing this?\It embarrasses me!\Embarrasses you?\You cowardly child! response:	Um... Shinonome... Shinonome...
context: Let's run.\Father.\Hey, Father!\Do you really go out into town wearing this?\It embarrasses me!\Embarrasses you?\You cowardly child!\Um... Shinonome... Shinonome... response:	Oh, here it is.
context: Father.\Hey, Father!\Do you really go out into town wearing this?\It embarrasses me!\Embarrasses you?\You cowardly child!\Um... Shinonome... Shinonome...\Oh, here it is. response:	Shinonome Institute...
context: Hey, Father!\Do you really go out into town wearing this?\It embarrasses me!\Embarrasses you?\You cowardly child!\Um... Shinonome... Shinonome...\Oh, here it is.\Shinonome Institute... response:	Wow!
context: Do you really go out into town wearing this?\It embarrasses me!\Embarrasses you?\You cowardly child!\Um... Shinonome... Shinonome...\Oh, here it is.\Shinonome Institute...\Wow! response:	It's an institute?
context: It embarrasses me!\Embarrasses you?\You cowardly child!\Um... Shinonome... Shinonome...\Oh, here it is.\Shinonome Institute...\Wow!\It's an institute? response:	Cool!
context: Embarrasses you?\You cowardly child!\Um... Shinonome... Shinonome...\Oh, here it is.\Shinonome Institute...\Wow!\It's an institute?\Cool! response:	Excuse me!
context: You cowardly child!\Um... Shinonome... Shinonome...\Oh, here it is.\Shinonome Institute...\Wow!\It's an institute?\Cool!\Excuse me! response:	Huh?
context: Um... Shinonome... Shinonome...\Oh, here it is.\Shinonome Institute...\Wow!\It's an institute?\Cool!\Excuse me!\Huh? response:	Are they out?
context: Oh, here it is.\Shinonome Institute...\Wow!\It's an institute?\Cool!\Excuse me!\Huh?\Are they out? response:	Yes, I'm coming!
context: Shinonome Institute...\Wow!\It's an institute?\Cool!\Excuse me!\Huh?\Are they out?\Yes, I'm coming! response:	Sorry for making you wai -
context: Wow!\It's an institute?\Cool!\Excuse me!\Huh?\Are they out?\Yes, I'm coming!\Sorry for making you wai - response:	W-What should I do?!
context: It's an institute?\Cool!\Excuse me!\Huh?\Are they out?\Yes, I'm coming!\Sorry for making you wai -\W-What should I do?! response:	Why did Aioi-san come to my house?!
context: Cool!\Excuse me!\Huh?\Are they out?\Yes, I'm coming!\Sorry for making you wai -\W-What should I do?!\Why did Aioi-san come to my house?! response:	If she meets the Professor, she'll definitely find out that I'm a robot!
context: Excuse me!\Huh?\Are they out?\Yes, I'm coming!\Sorry for making you wai -\W-What should I do?!\Why did Aioi-san come to my house?!\If she meets the Professor, she'll definitely find out that I'm a robot! response:	What should I do?
context: Huh?\Are they out?\Yes, I'm coming!\Sorry for making you wai -\W-What should I do?!\Why did Aioi-san come to my house?!\If she meets the Professor, she'll definitely find out that I'm a robot!\What should I do? response:	But wait,
context: Are they out?\Yes, I'm coming!\Sorry for making you wai -\W-What should I do?!\Why did Aioi-san come to my house?!\If she meets the Professor, she'll definitely find out that I'm a robot!\What should I do?\But wait, response:	maybe she just came over to give me a printout from school.
context: Yes, I'm coming!\Sorry for making you wai -\W-What should I do?!\Why did Aioi-san come to my house?!\If she meets the Professor, she'll definitely find out that I'm a robot!\What should I do?\But wait,\maybe she just came over to give me a printout from school. response:	If that's the case, she doesn't need to -
context: Sorry for making you wai -\W-What should I do?!\Why did Aioi-san come to my house?!\If she meets the Professor, she'll definitely find out that I'm a robot!\What should I do?\But wait,\maybe she just came over to give me a printout from school.\If that's the case, she doesn't need to - response:	Coming!
context: W-What should I do?!\Why did Aioi-san come to my house?!\If she meets the Professor, she'll definitely find out that I'm a robot!\What should I do?\But wait,\maybe she just came over to give me a printout from school.\If that's the case, she doesn't need to -\Coming! response:	Oh, good day.
context: Why did Aioi-san come to my house?!\If she meets the Professor, she'll definitely find out that I'm a robot!\What should I do?\But wait,\maybe she just came over to give me a printout from school.\If that's the case, she doesn't need to -\Coming!\Oh, good day. response:	Huh? Where's Nano-chan?
context: If she meets the Professor, she'll definitely find out that I'm a robot!\What should I do?\But wait,\maybe she just came over to give me a printout from school.\If that's the case, she doesn't need to -\Coming!\Oh, good day.\Huh? Where's Nano-chan? response:	Hooray! Come in! Come in!
context: What should I do?\But wait,\maybe she just came over to give me a printout from school.\If that's the case, she doesn't need to -\Coming!\Oh, good day.\Huh? Where's Nano-chan?\Hooray! Come in! Come in! response:	I'm coming in.
context: But wait,\maybe she just came over to give me a printout from school.\If that's the case, she doesn't need to -\Coming!\Oh, good day.\Huh? Where's Nano-chan?\Hooray! Come in! Come in!\I'm coming in. response:	This way.
context: maybe she just came over to give me a printout from school.\If that's the case, she doesn't need to -\Coming!\Oh, good day.\Huh? Where's Nano-chan?\Hooray! Come in! Come in!\I'm coming in.\This way. response:	Thank you.
context: If that's the case, she doesn't need to -\Coming!\Oh, good day.\Huh? Where's Nano-chan?\Hooray! Come in! Come in!\I'm coming in.\This way.\Thank you. response:	I can't help that she came inside.
context: Coming!\Oh, good day.\Huh? Where's Nano-chan?\Hooray! Come in! Come in!\I'm coming in.\This way.\Thank you.\I can't help that she came inside. response:	I'll just have to find out what she wants before the Professor says any -
context: Oh, good day.\Huh? Where's Nano-chan?\Hooray! Come in! Come in!\I'm coming in.\This way.\Thank you.\I can't help that she came inside.\I'll just have to find out what she wants before the Professor says any - response:	I'm hung -
context: Huh? Where's Nano-chan?\Hooray! Come in! Come in!\I'm coming in.\This way.\Thank you.\I can't help that she came inside.\I'll just have to find out what she wants before the Professor says any -\I'm hung - response:	I'm hung -
context: Hooray! Come in! Come in!\I'm coming in.\This way.\Thank you.\I can't help that she came inside.\I'll just have to find out what she wants before the Professor says any -\I'm hung -\I'm hung - response:	I'm hung -
context: I'm coming in.\This way.\Thank you.\I can't help that she came inside.\I'll just have to find out what she wants before the Professor says any -\I'm hung -\I'm hung -\I'm hung - response:	What was that voice?
context: This way.\Thank you.\I can't help that she came inside.\I'll just have to find out what she wants before the Professor says any -\I'm hung -\I'm hung -\I'm hung -\What was that voice? response:	That's our cat, Sakamoto.
context: Thank you.\I can't help that she came inside.\I'll just have to find out what she wants before the Professor says any -\I'm hung -\I'm hung -\I'm hung -\What was that voice?\That's our cat, Sakamoto. response:	He talks.
context: I can't help that she came inside.\I'll just have to find out what she wants before the Professor says any -\I'm hung -\I'm hung -\I'm hung -\What was that voice?\That's our cat, Sakamoto.\He talks. response:	Professor!
context: I'll just have to find out what she wants before the Professor says any -\I'm hung -\I'm hung -\I'm hung -\What was that voice?\That's our cat, Sakamoto.\He talks.\Professor! response:	Really?!
context: I'm hung -\I'm hung -\I'm hung -\What was that voice?\That's our cat, Sakamoto.\He talks.\Professor!\Really?! response:	Of course not!
context: I'm hung -\I'm hung -\What was that voice?\That's our cat, Sakamoto.\He talks.\Professor!\Really?!\Of course not! response:	Sakamoto-san, say meow!
context: I'm hung -\What was that voice?\That's our cat, Sakamoto.\He talks.\Professor!\Really?!\Of course not!\Sakamoto-san, say meow! response:	It's meow, Sakamoto-san.
context: What was that voice?\That's our cat, Sakamoto.\He talks.\Professor!\Really?!\Of course not!\Sakamoto-san, say meow!\It's meow, Sakamoto-san. response:	M-Meow.
context: That's our cat, Sakamoto.\He talks.\Professor!\Really?!\Of course not!\Sakamoto-san, say meow!\It's meow, Sakamoto-san.\M-Meow. response:	See?
context: He talks.\Professor!\Really?!\Of course not!\Sakamoto-san, say meow!\It's meow, Sakamoto-san.\M-Meow.\See? response:	Just a regular cat.
context: Professor!\Really?!\Of course not!\Sakamoto-san, say meow!\It's meow, Sakamoto-san.\M-Meow.\See?\Just a regular cat. response:	Sakamoto-san...
context: Really?!\Of course not!\Sakamoto-san, say meow!\It's meow, Sakamoto-san.\M-Meow.\See?\Just a regular cat.\Sakamoto-san... response:	What was that?
context: Of course not!\Sakamoto-san, say meow!\It's meow, Sakamoto-san.\M-Meow.\See?\Just a regular cat.\Sakamoto-san...\What was that? response:	Scary!
context: Sakamoto-san, say meow!\It's meow, Sakamoto-san.\M-Meow.\See?\Just a regular cat.\Sakamoto-san...\What was that?\Scary! response:	Meow.
context: It's meow, Sakamoto-san.\M-Meow.\See?\Just a regular cat.\Sakamoto-san...\What was that?\Scary!\Meow. response:	I haven't introduced myself, have I?
context: M-Meow.\See?\Just a regular cat.\Sakamoto-san...\What was that?\Scary!\Meow.\I haven't introduced myself, have I? response:	I'm Aioi Yuuko.
context: See?\Just a regular cat.\Sakamoto-san...\What was that?\Scary!\Meow.\I haven't introduced myself, have I?\I'm Aioi Yuuko. response:	Are you Nano-chan's younger sister?
context: Just a regular cat.\Sakamoto-san...\What was that?\Scary!\Meow.\I haven't introduced myself, have I?\I'm Aioi Yuuko.\Are you Nano-chan's younger sister? response:	No, I'm the Professor.
context: Sakamoto-san...\What was that?\Scary!\Meow.\I haven't introduced myself, have I?\I'm Aioi Yuuko.\Are you Nano-chan's younger sister?\No, I'm the Professor. response:	I created Nano.
context: What was that?\Scary!\Meow.\I haven't introduced myself, have I?\I'm Aioi Yuuko.\Are you Nano-chan's younger sister?\No, I'm the Professor.\I created Nano. response:	Created?!
context: Scary!\Meow.\I haven't introduced myself, have I?\I'm Aioi Yuuko.\Are you Nano-chan's younger sister?\No, I'm the Professor.\I created Nano.\Created?! response:	Amazing!
context: Meow.\I haven't introduced myself, have I?\I'm Aioi Yuuko.\Are you Nano-chan's younger sister?\No, I'm the Professor.\I created Nano.\Created?!\Amazing! response:	You're so small, but amazing!
context: I haven't introduced myself, have I?\I'm Aioi Yuuko.\Are you Nano-chan's younger sister?\No, I'm the Professor.\I created Nano.\Created?!\Amazing!\You're so small, but amazing! response:	Professor is a professor, after all.
context: I'm Aioi Yuuko.\Are you Nano-chan's younger sister?\No, I'm the Professor.\I created Nano.\Created?!\Amazing!\You're so small, but amazing!\Professor is a professor, after all. response:	No, Aioi-san!
context: Are you Nano-chan's younger sister?\No, I'm the Professor.\I created Nano.\Created?!\Amazing!\You're so small, but amazing!\Professor is a professor, after all.\No, Aioi-san! response:	She's the child of a relative of mine,
context: No, I'm the Professor.\I created Nano.\Created?!\Amazing!\You're so small, but amazing!\Professor is a professor, after all.\No, Aioi-san!\She's the child of a relative of mine, response:	and they both work and don't come home until late, so I watch over her.
context: I created Nano.\Created?!\Amazing!\You're so small, but amazing!\Professor is a professor, after all.\No, Aioi-san!\She's the child of a relative of mine,\and they both work and don't come home until late, so I watch over her. response:	Right?
context: Created?!\Amazing!\You're so small, but amazing!\Professor is a professor, after all.\No, Aioi-san!\She's the child of a relative of mine,\and they both work and don't come home until late, so I watch over her.\Right? response:	Isn't that right?
context: Amazing!\You're so small, but amazing!\Professor is a professor, after all.\No, Aioi-san!\She's the child of a relative of mine,\and they both work and don't come home until late, so I watch over her.\Right?\Isn't that right? response:	What are you saying?
context: You're so small, but amazing!\Professor is a professor, after all.\No, Aioi-san!\She's the child of a relative of mine,\and they both work and don't come home until late, so I watch over her.\Right?\Isn't that right?\What are you saying? response:	Stupid!
context: Professor is a professor, after all.\No, Aioi-san!\She's the child of a relative of mine,\and they both work and don't come home until late, so I watch over her.\Right?\Isn't that right?\What are you saying?\Stupid! response:	I'm sorry.
context: No, Aioi-san!\She's the child of a relative of mine,\and they both work and don't come home until late, so I watch over her.\Right?\Isn't that right?\What are you saying?\Stupid!\I'm sorry. response:	I'll go make some more tea.
context: She's the child of a relative of mine,\and they both work and don't come home until late, so I watch over her.\Right?\Isn't that right?\What are you saying?\Stupid!\I'm sorry.\I'll go make some more tea. response:	Oh, wait a minute, Nano.
context: and they both work and don't come home until late, so I watch over her.\Right?\Isn't that right?\What are you saying?\Stupid!\I'm sorry.\I'll go make some more tea.\Oh, wait a minute, Nano. response:	If you want tea...
context: Right?\Isn't that right?\What are you saying?\Stupid!\I'm sorry.\I'll go make some more tea.\Oh, wait a minute, Nano.\If you want tea... response:	Go ahead.
context: Isn't that right?\What are you saying?\Stupid!\I'm sorry.\I'll go make some more tea.\Oh, wait a minute, Nano.\If you want tea...\Go ahead. response:	Amazing! Amazing!
