context: Yeah. response:	Kokoro
context: You guys are late!\Everyone's already here\Wait, why are there so many people here?\Ah, Kazeha\Wait!\Come with us!\Wait! This is dangerous!\Shut up and just come! response:	What was that?
context: Everyone's already here\Wait, why are there so many people here?\Ah, Kazeha\Wait!\Come with us!\Wait! This is dangerous!\Shut up and just come!\What was that? response:	Did something happen?
context: Wait, why are there so many people here?\Ah, Kazeha\Wait!\Come with us!\Wait! This is dangerous!\Shut up and just come!\What was that?\Did something happen? response:	No
context: Ah, Kazeha\Wait!\Come with us!\Wait! This is dangerous!\Shut up and just come!\What was that?\Did something happen?\No response:	nothing.
context: Wait!\Come with us!\Wait! This is dangerous!\Shut up and just come!\What was that?\Did something happen?\No\nothing. response:	Oh man, can we finish the float on time?
context: Come with us!\Wait! This is dangerous!\Shut up and just come!\What was that?\Did something happen?\No\nothing.\Oh man, can we finish the float on time? response:	It'll work out.
context: Wait! This is dangerous!\Shut up and just come!\What was that?\Did something happen?\No\nothing.\Oh man, can we finish the float on time?\It'll work out. response:	Seems impossible.
context: Shut up and just come!\What was that?\Did something happen?\No\nothing.\Oh man, can we finish the float on time?\It'll work out.\Seems impossible. response:	We'll probably have to pull an all-nighter before the festival.
context: What was that?\Did something happen?\No\nothing.\Oh man, can we finish the float on time?\It'll work out.\Seems impossible.\We'll probably have to pull an all-nighter before the festival. response:	Yeah
context: Did something happen?\No\nothing.\Oh man, can we finish the float on time?\It'll work out.\Seems impossible.\We'll probably have to pull an all-nighter before the festival.\Yeah response:	What, this year too?!
context: No\nothing.\Oh man, can we finish the float on time?\It'll work out.\Seems impossible.\We'll probably have to pull an all-nighter before the festival.\Yeah\What, this year too?! response:	What, it was all just talk!
context: nothing.\Oh man, can we finish the float on time?\It'll work out.\Seems impossible.\We'll probably have to pull an all-nighter before the festival.\Yeah\What, this year too?!\What, it was all just talk! response:	Yeah, he didn't even say hi to her.
context: Oh man, can we finish the float on time?\It'll work out.\Seems impossible.\We'll probably have to pull an all-nighter before the festival.\Yeah\What, this year too?!\What, it was all just talk!\Yeah, he didn't even say hi to her. response:	Yeah.
context: It'll work out.\Seems impossible.\We'll probably have to pull an all-nighter before the festival.\Yeah\What, this year too?!\What, it was all just talk!\Yeah, he didn't even say hi to her.\Yeah. response:	I might not be the right person to say this,
context: Seems impossible.\We'll probably have to pull an all-nighter before the festival.\Yeah\What, this year too?!\What, it was all just talk!\Yeah, he didn't even say hi to her.\Yeah.\I might not be the right person to say this, response:	but I don't think you're saying enough.
context: We'll probably have to pull an all-nighter before the festival.\Yeah\What, this year too?!\What, it was all just talk!\Yeah, he didn't even say hi to her.\Yeah.\I might not be the right person to say this,\but I don't think you're saying enough. response:	If things keep going like this, will I never be able to talk to Kazehaya again?
context: Yeah\What, this year too?!\What, it was all just talk!\Yeah, he didn't even say hi to her.\Yeah.\I might not be the right person to say this,\but I don't think you're saying enough.\If things keep going like this, will I never be able to talk to Kazehaya again? response:	Will I only be able to watch him walk away without even saying good morning?
context: What, this year too?!\What, it was all just talk!\Yeah, he didn't even say hi to her.\Yeah.\I might not be the right person to say this,\but I don't think you're saying enough.\If things keep going like this, will I never be able to talk to Kazehaya again?\Will I only be able to watch him walk away without even saying good morning? response:	He might never smile and say good morning to me again.
context: What, it was all just talk!\Yeah, he didn't even say hi to her.\Yeah.\I might not be the right person to say this,\but I don't think you're saying enough.\If things keep going like this, will I never be able to talk to Kazehaya again?\Will I only be able to watch him walk away without even saying good morning?\He might never smile and say good morning to me again. response:	He might start avoiding me.
context: Yeah, he didn't even say hi to her.\Yeah.\I might not be the right person to say this,\but I don't think you're saying enough.\If things keep going like this, will I never be able to talk to Kazehaya again?\Will I only be able to watch him walk away without even saying good morning?\He might never smile and say good morning to me again.\He might start avoiding me. response:	Kazehaya used to be there waiting for me
context: Yeah.\I might not be the right person to say this,\but I don't think you're saying enough.\If things keep going like this, will I never be able to talk to Kazehaya again?\Will I only be able to watch him walk away without even saying good morning?\He might never smile and say good morning to me again.\He might start avoiding me.\Kazehaya used to be there waiting for me response:	he used to call out to me when I was all alone.
context: I might not be the right person to say this,\but I don't think you're saying enough.\If things keep going like this, will I never be able to talk to Kazehaya again?\Will I only be able to watch him walk away without even saying good morning?\He might never smile and say good morning to me again.\He might start avoiding me.\Kazehaya used to be there waiting for me\he used to call out to me when I was all alone. response:	I might've
context: but I don't think you're saying enough.\If things keep going like this, will I never be able to talk to Kazehaya again?\Will I only be able to watch him walk away without even saying good morning?\He might never smile and say good morning to me again.\He might start avoiding me.\Kazehaya used to be there waiting for me\he used to call out to me when I was all alone.\I might've response:	done something bad!
context: If things keep going like this, will I never be able to talk to Kazehaya again?\Will I only be able to watch him walk away without even saying good morning?\He might never smile and say good morning to me again.\He might start avoiding me.\Kazehaya used to be there waiting for me\he used to call out to me when I was all alone.\I might've\done something bad! response:	Don't you take that tone with me!
context: Will I only be able to watch him walk away without even saying good morning?\He might never smile and say good morning to me again.\He might start avoiding me.\Kazehaya used to be there waiting for me\he used to call out to me when I was all alone.\I might've\done something bad!\Don't you take that tone with me! response:	Right
context: He might never smile and say good morning to me again.\He might start avoiding me.\Kazehaya used to be there waiting for me\he used to call out to me when I was all alone.\I might've\done something bad!\Don't you take that tone with me!\Right response:	Should I sew it shut for you?
context: He might start avoiding me.\Kazehaya used to be there waiting for me\he used to call out to me when I was all alone.\I might've\done something bad!\Don't you take that tone with me!\Right\Should I sew it shut for you? response:	That big mouth of yours?!
context: Kazehaya used to be there waiting for me\he used to call out to me when I was all alone.\I might've\done something bad!\Don't you take that tone with me!\Right\Should I sew it shut for you?\That big mouth of yours?! response:	That'd be troublesome
context: he used to call out to me when I was all alone.\I might've\done something bad!\Don't you take that tone with me!\Right\Should I sew it shut for you?\That big mouth of yours?!\That'd be troublesome response:	See, I'm a pretty honest fellow.
context: I might've\done something bad!\Don't you take that tone with me!\Right\Should I sew it shut for you?\That big mouth of yours?!\That'd be troublesome\See, I'm a pretty honest fellow. response:	I don't care.
context: done something bad!\Don't you take that tone with me!\Right\Should I sew it shut for you?\That big mouth of yours?!\That'd be troublesome\See, I'm a pretty honest fellow.\I don't care. response:	Would you move?
context: Don't you take that tone with me!\Right\Should I sew it shut for you?\That big mouth of yours?!\That'd be troublesome\See, I'm a pretty honest fellow.\I don't care.\Would you move? response:	You're in the way.
context: Right\Should I sew it shut for you?\That big mouth of yours?!\That'd be troublesome\See, I'm a pretty honest fellow.\I don't care.\Would you move?\You're in the way. response:	Can't you do this somewhere else?
context: Should I sew it shut for you?\That big mouth of yours?!\That'd be troublesome\See, I'm a pretty honest fellow.\I don't care.\Would you move?\You're in the way.\Can't you do this somewhere else? response:	Oh right, Kurumi. What'd you do after that?
context: That big mouth of yours?!\That'd be troublesome\See, I'm a pretty honest fellow.\I don't care.\Would you move?\You're in the way.\Can't you do this somewhere else?\Oh right, Kurumi. What'd you do after that? response:	After what?
context: That'd be troublesome\See, I'm a pretty honest fellow.\I don't care.\Would you move?\You're in the way.\Can't you do this somewhere else?\Oh right, Kurumi. What'd you do after that?\After what? response:	After you came to find out what happened between Sadako and Kazehaya.
context: See, I'm a pretty honest fellow.\I don't care.\Would you move?\You're in the way.\Can't you do this somewhere else?\Oh right, Kurumi. What'd you do after that?\After what?\After you came to find out what happened between Sadako and Kazehaya. response:	What?!
context: I don't care.\Would you move?\You're in the way.\Can't you do this somewhere else?\Oh right, Kurumi. What'd you do after that?\After what?\After you came to find out what happened between Sadako and Kazehaya.\What?! response:	Kurumi, you're not planning something again, are you?
context: Would you move?\You're in the way.\Can't you do this somewhere else?\Oh right, Kurumi. What'd you do after that?\After what?\After you came to find out what happened between Sadako and Kazehaya.\What?!\Kurumi, you're not planning something again, are you? response:	You didn't do anything to Sawako, did you?
context: You're in the way.\Can't you do this somewhere else?\Oh right, Kurumi. What'd you do after that?\After what?\After you came to find out what happened between Sadako and Kazehaya.\What?!\Kurumi, you're not planning something again, are you?\You didn't do anything to Sawako, did you? response:	I told her off.
context: Can't you do this somewhere else?\Oh right, Kurumi. What'd you do after that?\After what?\After you came to find out what happened between Sadako and Kazehaya.\What?!\Kurumi, you're not planning something again, are you?\You didn't do anything to Sawako, did you?\I told her off. response:	What of it?
context: Oh right, Kurumi. What'd you do after that?\After what?\After you came to find out what happened between Sadako and Kazehaya.\What?!\Kurumi, you're not planning something again, are you?\You didn't do anything to Sawako, did you?\I told her off.\What of it? response:	What?!
context: After what?\After you came to find out what happened between Sadako and Kazehaya.\What?!\Kurumi, you're not planning something again, are you?\You didn't do anything to Sawako, did you?\I told her off.\What of it?\What?! response:	What's wrong with telling off a girl who can't even give a guy chocolates on Valentine's?
context: After you came to find out what happened between Sadako and Kazehaya.\What?!\Kurumi, you're not planning something again, are you?\You didn't do anything to Sawako, did you?\I told her off.\What of it?\What?!\What's wrong with telling off a girl who can't even give a guy chocolates on Valentine's? response:	What?! Why do you know about that?
context: What?!\Kurumi, you're not planning something again, are you?\You didn't do anything to Sawako, did you?\I told her off.\What of it?\What?!\What's wrong with telling off a girl who can't even give a guy chocolates on Valentine's?\What?! Why do you know about that? response:	Was it your fault?!
context: Kurumi, you're not planning something again, are you?\You didn't do anything to Sawako, did you?\I told her off.\What of it?\What?!\What's wrong with telling off a girl who can't even give a guy chocolates on Valentine's?\What?! Why do you know about that?\Was it your fault?! response:	Yeah! I interfered!
context: You didn't do anything to Sawako, did you?\I told her off.\What of it?\What?!\What's wrong with telling off a girl who can't even give a guy chocolates on Valentine's?\What?! Why do you know about that?\Was it your fault?!\Yeah! I interfered! response:	But so what?
context: I told her off.\What of it?\What?!\What's wrong with telling off a girl who can't even give a guy chocolates on Valentine's?\What?! Why do you know about that?\Was it your fault?!\Yeah! I interfered!\But so what? response:	She was the one who couldn't give it to him!
context: What of it?\What?!\What's wrong with telling off a girl who can't even give a guy chocolates on Valentine's?\What?! Why do you know about that?\Was it your fault?!\Yeah! I interfered!\But so what?\She was the one who couldn't give it to him! response:	I didn't tell her not to give it to him!
context: What?!\What's wrong with telling off a girl who can't even give a guy chocolates on Valentine's?\What?! Why do you know about that?\Was it your fault?!\Yeah! I interfered!\But so what?\She was the one who couldn't give it to him!\I didn't tell her not to give it to him! response:	Kurumi
context: What's wrong with telling off a girl who can't even give a guy chocolates on Valentine's?\What?! Why do you know about that?\Was it your fault?!\Yeah! I interfered!\But so what?\She was the one who couldn't give it to him!\I didn't tell her not to give it to him!\Kurumi response:	She's got a point.
context: What?! Why do you know about that?\Was it your fault?!\Yeah! I interfered!\But so what?\She was the one who couldn't give it to him!\I didn't tell her not to give it to him!\Kurumi\She's got a point. response:	No, interfering's not good.
context: Was it your fault?!\Yeah! I interfered!\But so what?\She was the one who couldn't give it to him!\I didn't tell her not to give it to him!\Kurumi\She's got a point.\No, interfering's not good. response:	Kurumi
context: Yeah! I interfered!\But so what?\She was the one who couldn't give it to him!\I didn't tell her not to give it to him!\Kurumi\She's got a point.\No, interfering's not good.\Kurumi response:	Sawako
context: But so what?\She was the one who couldn't give it to him!\I didn't tell her not to give it to him!\Kurumi\She's got a point.\No, interfering's not good.\Kurumi\Sawako response:	Wait, what?
context: She was the one who couldn't give it to him!\I didn't tell her not to give it to him!\Kurumi\She's got a point.\No, interfering's not good.\Kurumi\Sawako\Wait, what? response:	Kurumi, you liked Kazehaya too?!
context: I didn't tell her not to give it to him!\Kurumi\She's got a point.\No, interfering's not good.\Kurumi\Sawako\Wait, what?\Kurumi, you liked Kazehaya too?! response:	Your voice is too loud.
context: Kurumi\She's got a point.\No, interfering's not good.\Kurumi\Sawako\Wait, what?\Kurumi, you liked Kazehaya too?!\Your voice is too loud. response:	Yeah.
context: She's got a point.\No, interfering's not good.\Kurumi\Sawako\Wait, what?\Kurumi, you liked Kazehaya too?!\Your voice is too loud.\Yeah. response:	What? Man, that's tough...
context: No, interfering's not good.\Kurumi\Sawako\Wait, what?\Kurumi, you liked Kazehaya too?!\Your voice is too loud.\Yeah.\What? Man, that's tough... response:	Then if I were to go out with Sadako, wouldn't that be good for you?
context: Kurumi\Sawako\Wait, what?\Kurumi, you liked Kazehaya too?!\Your voice is too loud.\Yeah.\What? Man, that's tough...\Then if I were to go out with Sadako, wouldn't that be good for you? response:	Don't get ahead of yourself!
context: Sawako\Wait, what?\Kurumi, you liked Kazehaya too?!\Your voice is too loud.\Yeah.\What? Man, that's tough...\Then if I were to go out with Sadako, wouldn't that be good for you?\Don't get ahead of yourself! response:	Didn't you want to get in her way?
context: Wait, what?\Kurumi, you liked Kazehaya too?!\Your voice is too loud.\Yeah.\What? Man, that's tough...\Then if I were to go out with Sadako, wouldn't that be good for you?\Don't get ahead of yourself!\Didn't you want to get in her way? response:	I don't want to think that I lost to a girl like her!
context: Kurumi, you liked Kazehaya too?!\Your voice is too loud.\Yeah.\What? Man, that's tough...\Then if I were to go out with Sadako, wouldn't that be good for you?\Don't get ahead of yourself!\Didn't you want to get in her way?\I don't want to think that I lost to a girl like her! response:	I didn't think she was so weak!
context: Your voice is too loud.\Yeah.\What? Man, that's tough...\Then if I were to go out with Sadako, wouldn't that be good for you?\Don't get ahead of yourself!\Didn't you want to get in her way?\I don't want to think that I lost to a girl like her!\I didn't think she was so weak! response:	It's disappointing!
context: Yeah.\What? Man, that's tough...\Then if I were to go out with Sadako, wouldn't that be good for you?\Don't get ahead of yourself!\Didn't you want to get in her way?\I don't want to think that I lost to a girl like her!\I didn't think she was so weak!\It's disappointing! response:	Wait!
context: What? Man, that's tough...\Then if I were to go out with Sadako, wouldn't that be good for you?\Don't get ahead of yourself!\Didn't you want to get in her way?\I don't want to think that I lost to a girl like her!\I didn't think she was so weak!\It's disappointing!\Wait! response:	Kurumi!
context: Then if I were to go out with Sadako, wouldn't that be good for you?\Don't get ahead of yourself!\Didn't you want to get in her way?\I don't want to think that I lost to a girl like her!\I didn't think she was so weak!\It's disappointing!\Wait!\Kurumi! response:	So Kazehaya really does like Sadako, doesn't he.
context: Don't get ahead of yourself!\Didn't you want to get in her way?\I don't want to think that I lost to a girl like her!\I didn't think she was so weak!\It's disappointing!\Wait!\Kurumi!\So Kazehaya really does like Sadako, doesn't he. response:	It has nothing to do with you.
context: Didn't you want to get in her way?\I don't want to think that I lost to a girl like her!\I didn't think she was so weak!\It's disappointing!\Wait!\Kurumi!\So Kazehaya really does like Sadako, doesn't he.\It has nothing to do with you. response:	Why do you have to say that?
context: I don't want to think that I lost to a girl like her!\I didn't think she was so weak!\It's disappointing!\Wait!\Kurumi!\So Kazehaya really does like Sadako, doesn't he.\It has nothing to do with you.\Why do you have to say that? response:	I can't leave them alone.
context: I didn't think she was so weak!\It's disappointing!\Wait!\Kurumi!\So Kazehaya really does like Sadako, doesn't he.\It has nothing to do with you.\Why do you have to say that?\I can't leave them alone. response:	For Sadako's sake
context: It's disappointing!\Wait!\Kurumi!\So Kazehaya really does like Sadako, doesn't he.\It has nothing to do with you.\Why do you have to say that?\I can't leave them alone.\For Sadako's sake response:	For Sawako?
context: Wait!\Kurumi!\So Kazehaya really does like Sadako, doesn't he.\It has nothing to do with you.\Why do you have to say that?\I can't leave them alone.\For Sadako's sake\For Sawako? response:	More like for yourself.
context: Kurumi!\So Kazehaya really does like Sadako, doesn't he.\It has nothing to do with you.\Why do you have to say that?\I can't leave them alone.\For Sadako's sake\For Sawako?\More like for yourself. response:	So that you can give yourself the satisfaction of saying I'm such a great guy!
context: So Kazehaya really does like Sadako, doesn't he.\It has nothing to do with you.\Why do you have to say that?\I can't leave them alone.\For Sadako's sake\For Sawako?\More like for yourself.\So that you can give yourself the satisfaction of saying I'm such a great guy! response:	Do you know how much Sawako suffered just because of you?
context: It has nothing to do with you.\Why do you have to say that?\I can't leave them alone.\For Sadako's sake\For Sawako?\More like for yourself.\So that you can give yourself the satisfaction of saying I'm such a great guy!\Do you know how much Sawako suffered just because of you? response:	You know how badly outsiders can mess things up.
context: Why do you have to say that?\I can't leave them alone.\For Sadako's sake\For Sawako?\More like for yourself.\So that you can give yourself the satisfaction of saying I'm such a great guy!\Do you know how much Sawako suffered just because of you?\You know how badly outsiders can mess things up. response:	Leave her alone.
context: I can't leave them alone.\For Sadako's sake\For Sawako?\More like for yourself.\So that you can give yourself the satisfaction of saying I'm such a great guy!\Do you know how much Sawako suffered just because of you?\You know how badly outsiders can mess things up.\Leave her alone. response:	A Beautiful Table Setting
context: For Sadako's sake\For Sawako?\More like for yourself.\So that you can give yourself the satisfaction of saying I'm such a great guy!\Do you know how much Sawako suffered just because of you?\You know how badly outsiders can mess things up.\Leave her alone.\A Beautiful Table Setting response:	My eyes really weren't open.
context: For Sawako?\More like for yourself.\So that you can give yourself the satisfaction of saying I'm such a great guy!\Do you know how much Sawako suffered just because of you?\You know how badly outsiders can mess things up.\Leave her alone.\A Beautiful Table Setting\My eyes really weren't open. response:	I haven't been trying.
context: More like for yourself.\So that you can give yourself the satisfaction of saying I'm such a great guy!\Do you know how much Sawako suffered just because of you?\You know how badly outsiders can mess things up.\Leave her alone.\A Beautiful Table Setting\My eyes really weren't open.\I haven't been trying. response:	douka ima dake wa furimukanaide
context: So that you can give yourself the satisfaction of saying I'm such a great guy!\Do you know how much Sawako suffered just because of you?\You know how badly outsiders can mess things up.\Leave her alone.\A Beautiful Table Setting\My eyes really weren't open.\I haven't been trying.\douka ima dake wa furimukanaide response:	Please don't look at me right now
context: Do you know how much Sawako suffered just because of you?\You know how badly outsiders can mess things up.\Leave her alone.\A Beautiful Table Setting\My eyes really weren't open.\I haven't been trying.\douka ima dake wa furimukanaide\Please don't look at me right now response:	yuugure sawagu kaze
context: You know how badly outsiders can mess things up.\Leave her alone.\A Beautiful Table Setting\My eyes really weren't open.\I haven't been trying.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze response:	The sun's set, the wind's blowing,
context: Leave her alone.\A Beautiful Table Setting\My eyes really weren't open.\I haven't been trying.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing, response:	furesouna kyouri
context: A Beautiful Table Setting\My eyes really weren't open.\I haven't been trying.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri response:	and we're so close that we can almost touch
context: My eyes really weren't open.\I haven't been trying.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch response:	kimi wo mitsumeteru zutto
context: I haven't been trying.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto response:	My gaze has always been fixed on you
context: douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you response:	kimi ga suki de
context: Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de response:	I like you
context: yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you response:	kimi ga suki de
context: The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de response:	I've always liked you
context: furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you response:	kono omoi koi demo ii
context: and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii response:	I don't mind if this emotion is what they call love,
context: kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love, response:	kizu tsuitemo ii
context: My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii response:	and I don't care if I get hurt by it
context: kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it response:	nando demo tsutaetai
context: I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai response:	I just want to tell you, over and over again
context: kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again response:	kimi ni todoke
context: I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke response:	I want to reach you
context: kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you response:	Preview
context: I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview response:	To You
context: kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\To You response:	I want him to know.
context: and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\To You\I want him to know. response:	I want to tell him.
context: nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\To You\I want him to know.\I want to tell him. response:	Next time: To You.
