context: Goodbye. response:	We're going now.
context: Can't you be more supportive of my research?\Miss Valliere?\Siesta.\You're going to the land of the elves, aren't you?\Please take me with you!\I can't!\It's a very dangerous place, you know.\I can't doom you with me. response:	I also can't just sit here and wait.
context: Miss Valliere?\Siesta.\You're going to the land of the elves, aren't you?\Please take me with you!\I can't!\It's a very dangerous place, you know.\I can't doom you with me.\I also can't just sit here and wait. response:	But, Siesta...
context: Siesta.\You're going to the land of the elves, aren't you?\Please take me with you!\I can't!\It's a very dangerous place, you know.\I can't doom you with me.\I also can't just sit here and wait.\But, Siesta... response:	Even if I can't help, I want to be close to Saito!
context: You're going to the land of the elves, aren't you?\Please take me with you!\I can't!\It's a very dangerous place, you know.\I can't doom you with me.\I also can't just sit here and wait.\But, Siesta...\Even if I can't help, I want to be close to Saito! response:	Please.
context: Please take me with you!\I can't!\It's a very dangerous place, you know.\I can't doom you with me.\I also can't just sit here and wait.\But, Siesta...\Even if I can't help, I want to be close to Saito!\Please. response:	Fine.
context: I can't!\It's a very dangerous place, you know.\I can't doom you with me.\I also can't just sit here and wait.\But, Siesta...\Even if I can't help, I want to be close to Saito!\Please.\Fine. response:	Then the two of us will go together.
context: It's a very dangerous place, you know.\I can't doom you with me.\I also can't just sit here and wait.\But, Siesta...\Even if I can't help, I want to be close to Saito!\Please.\Fine.\Then the two of us will go together. response:	The three of us.
context: I can't doom you with me.\I also can't just sit here and wait.\But, Siesta...\Even if I can't help, I want to be close to Saito!\Please.\Fine.\Then the two of us will go together.\The three of us. response:	Tabitha! I thought you went back to Gallia!
context: I also can't just sit here and wait.\But, Siesta...\Even if I can't help, I want to be close to Saito!\Please.\Fine.\Then the two of us will go together.\The three of us.\Tabitha! I thought you went back to Gallia! response:	I changed my mind.
context: But, Siesta...\Even if I can't help, I want to be close to Saito!\Please.\Fine.\Then the two of us will go together.\The three of us.\Tabitha! I thought you went back to Gallia!\I changed my mind. response:	I'm going, too.
context: Even if I can't help, I want to be close to Saito!\Please.\Fine.\Then the two of us will go together.\The three of us.\Tabitha! I thought you went back to Gallia!\I changed my mind.\I'm going, too. response:	B-But...
context: Please.\Fine.\Then the two of us will go together.\The three of us.\Tabitha! I thought you went back to Gallia!\I changed my mind.\I'm going, too.\B-But... response:	Sylphid is here, so we can fly there.
context: Fine.\Then the two of us will go together.\The three of us.\Tabitha! I thought you went back to Gallia!\I changed my mind.\I'm going, too.\B-But...\Sylphid is here, so we can fly there. response:	Should be faster than riding horses.
context: Then the two of us will go together.\The three of us.\Tabitha! I thought you went back to Gallia!\I changed my mind.\I'm going, too.\B-But...\Sylphid is here, so we can fly there.\Should be faster than riding horses. response:	Then let's go, all three of us!
context: The three of us.\Tabitha! I thought you went back to Gallia!\I changed my mind.\I'm going, too.\B-But...\Sylphid is here, so we can fly there.\Should be faster than riding horses.\Then let's go, all three of us! response:	How long does it take to get to the elf country?
context: Tabitha! I thought you went back to Gallia!\I changed my mind.\I'm going, too.\B-But...\Sylphid is here, so we can fly there.\Should be faster than riding horses.\Then let's go, all three of us!\How long does it take to get to the elf country? response:	With Sylphid's speed, we'll get there in four days.
context: I changed my mind.\I'm going, too.\B-But...\Sylphid is here, so we can fly there.\Should be faster than riding horses.\Then let's go, all three of us!\How long does it take to get to the elf country?\With Sylphid's speed, we'll get there in four days. response:	But we can't take any rests.
context: I'm going, too.\B-But...\Sylphid is here, so we can fly there.\Should be faster than riding horses.\Then let's go, all three of us!\How long does it take to get to the elf country?\With Sylphid's speed, we'll get there in four days.\But we can't take any rests. response:	I see. That's a lot further than I thought.
context: B-But...\Sylphid is here, so we can fly there.\Should be faster than riding horses.\Then let's go, all three of us!\How long does it take to get to the elf country?\With Sylphid's speed, we'll get there in four days.\But we can't take any rests.\I see. That's a lot further than I thought. response:	Huh? What's that sound?
context: Sylphid is here, so we can fly there.\Should be faster than riding horses.\Then let's go, all three of us!\How long does it take to get to the elf country?\With Sylphid's speed, we'll get there in four days.\But we can't take any rests.\I see. That's a lot further than I thought.\Huh? What's that sound? response:	Look!
context: Should be faster than riding horses.\Then let's go, all three of us!\How long does it take to get to the elf country?\With Sylphid's speed, we'll get there in four days.\But we can't take any rests.\I see. That's a lot further than I thought.\Huh? What's that sound?\Look! response:	It's the Ostland...
context: Then let's go, all three of us!\How long does it take to get to the elf country?\With Sylphid's speed, we'll get there in four days.\But we can't take any rests.\I see. That's a lot further than I thought.\Huh? What's that sound?\Look!\It's the Ostland... response:	Jeez, Louise, what are you trying to pull?
context: How long does it take to get to the elf country?\With Sylphid's speed, we'll get there in four days.\But we can't take any rests.\I see. That's a lot further than I thought.\Huh? What's that sound?\Look!\It's the Ostland...\Jeez, Louise, what are you trying to pull? response:	You know, even Sylphid is going to get tired.
context: With Sylphid's speed, we'll get there in four days.\But we can't take any rests.\I see. That's a lot further than I thought.\Huh? What's that sound?\Look!\It's the Ostland...\Jeez, Louise, what are you trying to pull?\You know, even Sylphid is going to get tired. response:	Join us and let us head for the elf country together!
context: But we can't take any rests.\I see. That's a lot further than I thought.\Huh? What's that sound?\Look!\It's the Ostland...\Jeez, Louise, what are you trying to pull?\You know, even Sylphid is going to get tired.\Join us and let us head for the elf country together! response:	Everyone, thank you.
context: I see. That's a lot further than I thought.\Huh? What's that sound?\Look!\It's the Ostland...\Jeez, Louise, what are you trying to pull?\You know, even Sylphid is going to get tired.\Join us and let us head for the elf country together!\Everyone, thank you. response:	Just you wait, Saito!
context: Huh? What's that sound?\Look!\It's the Ostland...\Jeez, Louise, what are you trying to pull?\You know, even Sylphid is going to get tired.\Join us and let us head for the elf country together!\Everyone, thank you.\Just you wait, Saito! response:	We're all coming for you!
context: Look!\It's the Ostland...\Jeez, Louise, what are you trying to pull?\You know, even Sylphid is going to get tired.\Join us and let us head for the elf country together!\Everyone, thank you.\Just you wait, Saito!\We're all coming for you! response:	I guess this really isn't going to work.
context: It's the Ostland...\Jeez, Louise, what are you trying to pull?\You know, even Sylphid is going to get tired.\Join us and let us head for the elf country together!\Everyone, thank you.\Just you wait, Saito!\We're all coming for you!\I guess this really isn't going to work. response:	It looks like they've cast some spells
context: Jeez, Louise, what are you trying to pull?\You know, even Sylphid is going to get tired.\Join us and let us head for the elf country together!\Everyone, thank you.\Just you wait, Saito!\We're all coming for you!\I guess this really isn't going to work.\It looks like they've cast some spells response:	to make sure we can't run away.
context: You know, even Sylphid is going to get tired.\Join us and let us head for the elf country together!\Everyone, thank you.\Just you wait, Saito!\We're all coming for you!\I guess this really isn't going to work.\It looks like they've cast some spells\to make sure we can't run away. response:	I'm very sorry, Saito. This is all my fault.
context: Join us and let us head for the elf country together!\Everyone, thank you.\Just you wait, Saito!\We're all coming for you!\I guess this really isn't going to work.\It looks like they've cast some spells\to make sure we can't run away.\I'm very sorry, Saito. This is all my fault. response:	But this isn't your fault at all.
context: Everyone, thank you.\Just you wait, Saito!\We're all coming for you!\I guess this really isn't going to work.\It looks like they've cast some spells\to make sure we can't run away.\I'm very sorry, Saito. This is all my fault.\But this isn't your fault at all. response:	They caught me because I'm so weak,
context: Just you wait, Saito!\We're all coming for you!\I guess this really isn't going to work.\It looks like they've cast some spells\to make sure we can't run away.\I'm very sorry, Saito. This is all my fault.\But this isn't your fault at all.\They caught me because I'm so weak, response:	and you got caught up in the whole thing.
context: We're all coming for you!\I guess this really isn't going to work.\It looks like they've cast some spells\to make sure we can't run away.\I'm very sorry, Saito. This is all my fault.\But this isn't your fault at all.\They caught me because I'm so weak,\and you got caught up in the whole thing. response:	Do you want to go back to Tristain, Tiffa?
context: I guess this really isn't going to work.\It looks like they've cast some spells\to make sure we can't run away.\I'm very sorry, Saito. This is all my fault.\But this isn't your fault at all.\They caught me because I'm so weak,\and you got caught up in the whole thing.\Do you want to go back to Tristain, Tiffa? response:	Huh?
context: It looks like they've cast some spells\to make sure we can't run away.\I'm very sorry, Saito. This is all my fault.\But this isn't your fault at all.\They caught me because I'm so weak,\and you got caught up in the whole thing.\Do you want to go back to Tristain, Tiffa?\Huh? response:	Yes, I do!
context: to make sure we can't run away.\I'm very sorry, Saito. This is all my fault.\But this isn't your fault at all.\They caught me because I'm so weak,\and you got caught up in the whole thing.\Do you want to go back to Tristain, Tiffa?\Huh?\Yes, I do! response:	Me, too.
context: I'm very sorry, Saito. This is all my fault.\But this isn't your fault at all.\They caught me because I'm so weak,\and you got caught up in the whole thing.\Do you want to go back to Tristain, Tiffa?\Huh?\Yes, I do!\Me, too. response:	So let's go back together.
context: But this isn't your fault at all.\They caught me because I'm so weak,\and you got caught up in the whole thing.\Do you want to go back to Tristain, Tiffa?\Huh?\Yes, I do!\Me, too.\So let's go back together. response:	Right now, that's all we need.
context: They caught me because I'm so weak,\and you got caught up in the whole thing.\Do you want to go back to Tristain, Tiffa?\Huh?\Yes, I do!\Me, too.\So let's go back together.\Right now, that's all we need. response:	Okay!
context: and you got caught up in the whole thing.\Do you want to go back to Tristain, Tiffa?\Huh?\Yes, I do!\Me, too.\So let's go back together.\Right now, that's all we need.\Okay! response:	Saito?
context: Do you want to go back to Tristain, Tiffa?\Huh?\Yes, I do!\Me, too.\So let's go back together.\Right now, that's all we need.\Okay!\Saito? response:	We can work out all the details later.
context: Huh?\Yes, I do!\Me, too.\So let's go back together.\Right now, that's all we need.\Okay!\Saito?\We can work out all the details later. response:	Right now, let's just have some fun.
context: Yes, I do!\Me, too.\So let's go back together.\Right now, that's all we need.\Okay!\Saito?\We can work out all the details later.\Right now, let's just have some fun. response:	Come on in, Tiffa!
context: Me, too.\So let's go back together.\Right now, that's all we need.\Okay!\Saito?\We can work out all the details later.\Right now, let's just have some fun.\Come on in, Tiffa! response:	Saito!
context: So let's go back together.\Right now, that's all we need.\Okay!\Saito?\We can work out all the details later.\Right now, let's just have some fun.\Come on in, Tiffa!\Saito! response:	I'm so glad he's here.
context: Right now, that's all we need.\Okay!\Saito?\We can work out all the details later.\Right now, let's just have some fun.\Come on in, Tiffa!\Saito!\I'm so glad he's here. response:	The things barbarians do might not be so different
context: Okay!\Saito?\We can work out all the details later.\Right now, let's just have some fun.\Come on in, Tiffa!\Saito!\I'm so glad he's here.\The things barbarians do might not be so different response:	from what we do, after all.
context: Saito?\We can work out all the details later.\Right now, let's just have some fun.\Come on in, Tiffa!\Saito!\I'm so glad he's here.\The things barbarians do might not be so different\from what we do, after all. response:	Isn't that right, Mr. Talking Sword?
context: We can work out all the details later.\Right now, let's just have some fun.\Come on in, Tiffa!\Saito!\I'm so glad he's here.\The things barbarians do might not be so different\from what we do, after all.\Isn't that right, Mr. Talking Sword? response:	Huh?
context: Right now, let's just have some fun.\Come on in, Tiffa!\Saito!\I'm so glad he's here.\The things barbarians do might not be so different\from what we do, after all.\Isn't that right, Mr. Talking Sword?\Huh? response:	Tiffa?
context: Come on in, Tiffa!\Saito!\I'm so glad he's here.\The things barbarians do might not be so different\from what we do, after all.\Isn't that right, Mr. Talking Sword?\Huh?\Tiffa? response:	Hey!
context: Saito!\I'm so glad he's here.\The things barbarians do might not be so different\from what we do, after all.\Isn't that right, Mr. Talking Sword?\Huh?\Tiffa?\Hey! response:	Tiffa, don't scare me like that!
context: I'm so glad he's here.\The things barbarians do might not be so different\from what we do, after all.\Isn't that right, Mr. Talking Sword?\Huh?\Tiffa?\Hey!\Tiffa, don't scare me like that! response:	I'm sorry! I didn't...
context: The things barbarians do might not be so different\from what we do, after all.\Isn't that right, Mr. Talking Sword?\Huh?\Tiffa?\Hey!\Tiffa, don't scare me like that!\I'm sorry! I didn't... response:	It's all right!
context: from what we do, after all.\Isn't that right, Mr. Talking Sword?\Huh?\Tiffa?\Hey!\Tiffa, don't scare me like that!\I'm sorry! I didn't...\It's all right! response:	You're my friend. I don't mind.
context: Isn't that right, Mr. Talking Sword?\Huh?\Tiffa?\Hey!\Tiffa, don't scare me like that!\I'm sorry! I didn't...\It's all right!\You're my friend. I don't mind. response:	You're right, we are friends, but still...
context: Huh?\Tiffa?\Hey!\Tiffa, don't scare me like that!\I'm sorry! I didn't...\It's all right!\You're my friend. I don't mind.\You're right, we are friends, but still... response:	It's fine! If you want, you can even touch them.
context: Tiffa?\Hey!\Tiffa, don't scare me like that!\I'm sorry! I didn't...\It's all right!\You're my friend. I don't mind.\You're right, we are friends, but still...\It's fine! If you want, you can even touch them. response:	After all, we're just friends.
context: Hey!\Tiffa, don't scare me like that!\I'm sorry! I didn't...\It's all right!\You're my friend. I don't mind.\You're right, we are friends, but still...\It's fine! If you want, you can even touch them.\After all, we're just friends. response:	No, I don't think that's a good idea!
context: Tiffa, don't scare me like that!\I'm sorry! I didn't...\It's all right!\You're my friend. I don't mind.\You're right, we are friends, but still...\It's fine! If you want, you can even touch them.\After all, we're just friends.\No, I don't think that's a good idea! response:	What is it?
context: I'm sorry! I didn't...\It's all right!\You're my friend. I don't mind.\You're right, we are friends, but still...\It's fine! If you want, you can even touch them.\After all, we're just friends.\No, I don't think that's a good idea!\What is it? response:	Wait right here.
context: It's all right!\You're my friend. I don't mind.\You're right, we are friends, but still...\It's fine! If you want, you can even touch them.\After all, we're just friends.\No, I don't think that's a good idea!\What is it?\Wait right here. response:	This is from my world...
context: You're my friend. I don't mind.\You're right, we are friends, but still...\It's fine! If you want, you can even touch them.\After all, we're just friends.\No, I don't think that's a good idea!\What is it?\Wait right here.\This is from my world... response:	Saito, I do hope you're safe.
context: You're right, we are friends, but still...\It's fine! If you want, you can even touch them.\After all, we're just friends.\No, I don't think that's a good idea!\What is it?\Wait right here.\This is from my world...\Saito, I do hope you're safe. response:	I'm going all the way to that desert to save you!
context: It's fine! If you want, you can even touch them.\After all, we're just friends.\No, I don't think that's a good idea!\What is it?\Wait right here.\This is from my world...\Saito, I do hope you're safe.\I'm going all the way to that desert to save you! response:	Next time: Escape Through the Sewer.
context: After all, we're just friends.\No, I don't think that's a good idea!\What is it?\Wait right here.\This is from my world...\Saito, I do hope you're safe.\I'm going all the way to that desert to save you!\Next time: Escape Through the Sewer. response:	You think you can do that with Tiffa
context: No, I don't think that's a good idea!\What is it?\Wait right here.\This is from my world...\Saito, I do hope you're safe.\I'm going all the way to that desert to save you!\Next time: Escape Through the Sewer.\You think you can do that with Tiffa response:	Escape Through the Sewer
context: What is it?\Wait right here.\This is from my world...\Saito, I do hope you're safe.\I'm going all the way to that desert to save you!\Next time: Escape Through the Sewer.\You think you can do that with Tiffa\Escape Through the Sewer response:	and get away with it?!
context: Wait right here.\This is from my world...\Saito, I do hope you're safe.\I'm going all the way to that desert to save you!\Next time: Escape Through the Sewer.\You think you can do that with Tiffa\Escape Through the Sewer\and get away with it?! response:	You stupid mutt!
