context: Fujimiya Girls' High School response:	It's already been a month since school started.
context: The landlady is infatuated with theater,\and, um... Mayu-chan wanted to get some ice cream by the station,\and Mayu-chan isn't interested in theater...\Huh? I'm not really sure anymore...\Hey! You don't have to talk about that!\Hmm...\So basically, she's jealous of theater because the landlady never has time for her, right?\What? Really? response:	How'd you figure it out from that?!
context: and, um... Mayu-chan wanted to get some ice cream by the station,\and Mayu-chan isn't interested in theater...\Huh? I'm not really sure anymore...\Hey! You don't have to talk about that!\Hmm...\So basically, she's jealous of theater because the landlady never has time for her, right?\What? Really?\How'd you figure it out from that?! response:	Wait, is that the reason why you said you didn't want to be in theater?
context: and Mayu-chan isn't interested in theater...\Huh? I'm not really sure anymore...\Hey! You don't have to talk about that!\Hmm...\So basically, she's jealous of theater because the landlady never has time for her, right?\What? Really?\How'd you figure it out from that?!\Wait, is that the reason why you said you didn't want to be in theater? response:	Yeah.
context: Huh? I'm not really sure anymore...\Hey! You don't have to talk about that!\Hmm...\So basically, she's jealous of theater because the landlady never has time for her, right?\What? Really?\How'd you figure it out from that?!\Wait, is that the reason why you said you didn't want to be in theater?\Yeah. response:	When it comes to theater,
context: Hey! You don't have to talk about that!\Hmm...\So basically, she's jealous of theater because the landlady never has time for her, right?\What? Really?\How'd you figure it out from that?!\Wait, is that the reason why you said you didn't want to be in theater?\Yeah.\When it comes to theater, response:	Aki-chan loses sight of everything else.
context: Hmm...\So basically, she's jealous of theater because the landlady never has time for her, right?\What? Really?\How'd you figure it out from that?!\Wait, is that the reason why you said you didn't want to be in theater?\Yeah.\When it comes to theater,\Aki-chan loses sight of everything else. response:	Yeah, she really does love it.
context: So basically, she's jealous of theater because the landlady never has time for her, right?\What? Really?\How'd you figure it out from that?!\Wait, is that the reason why you said you didn't want to be in theater?\Yeah.\When it comes to theater,\Aki-chan loses sight of everything else.\Yeah, she really does love it. response:	And the club's advisor just came back, too.
context: What? Really?\How'd you figure it out from that?!\Wait, is that the reason why you said you didn't want to be in theater?\Yeah.\When it comes to theater,\Aki-chan loses sight of everything else.\Yeah, she really does love it.\And the club's advisor just came back, too. response:	Yeah, I'm happy that she's motivated again because of that...
context: How'd you figure it out from that?!\Wait, is that the reason why you said you didn't want to be in theater?\Yeah.\When it comes to theater,\Aki-chan loses sight of everything else.\Yeah, she really does love it.\And the club's advisor just came back, too.\Yeah, I'm happy that she's motivated again because of that... response:	But that also means she pays no attention to me at all.
context: Wait, is that the reason why you said you didn't want to be in theater?\Yeah.\When it comes to theater,\Aki-chan loses sight of everything else.\Yeah, she really does love it.\And the club's advisor just came back, too.\Yeah, I'm happy that she's motivated again because of that...\But that also means she pays no attention to me at all. response:	That's why I wish she wouldn't get so absorbed in theater...
context: Yeah.\When it comes to theater,\Aki-chan loses sight of everything else.\Yeah, she really does love it.\And the club's advisor just came back, too.\Yeah, I'm happy that she's motivated again because of that...\But that also means she pays no attention to me at all.\That's why I wish she wouldn't get so absorbed in theater... response:	A maiden's heart is a complex thing.
context: When it comes to theater,\Aki-chan loses sight of everything else.\Yeah, she really does love it.\And the club's advisor just came back, too.\Yeah, I'm happy that she's motivated again because of that...\But that also means she pays no attention to me at all.\That's why I wish she wouldn't get so absorbed in theater...\A maiden's heart is a complex thing. response:	Okay, got it.
context: Aki-chan loses sight of everything else.\Yeah, she really does love it.\And the club's advisor just came back, too.\Yeah, I'm happy that she's motivated again because of that...\But that also means she pays no attention to me at all.\That's why I wish she wouldn't get so absorbed in theater...\A maiden's heart is a complex thing.\Okay, got it. response:	We'll fill that hole in your heart.
context: Yeah, she really does love it.\And the club's advisor just came back, too.\Yeah, I'm happy that she's motivated again because of that...\But that also means she pays no attention to me at all.\That's why I wish she wouldn't get so absorbed in theater...\A maiden's heart is a complex thing.\Okay, got it.\We'll fill that hole in your heart. response:	Come here!
context: And the club's advisor just came back, too.\Yeah, I'm happy that she's motivated again because of that...\But that also means she pays no attention to me at all.\That's why I wish she wouldn't get so absorbed in theater...\A maiden's heart is a complex thing.\Okay, got it.\We'll fill that hole in your heart.\Come here! response:	Why are you both doing that?!
context: Yeah, I'm happy that she's motivated again because of that...\But that also means she pays no attention to me at all.\That's why I wish she wouldn't get so absorbed in theater...\A maiden's heart is a complex thing.\Okay, got it.\We'll fill that hole in your heart.\Come here!\Why are you both doing that?! response:	The landlady sure is late getting back.
context: But that also means she pays no attention to me at all.\That's why I wish she wouldn't get so absorbed in theater...\A maiden's heart is a complex thing.\Okay, got it.\We'll fill that hole in your heart.\Come here!\Why are you both doing that?!\The landlady sure is late getting back. response:	And she just left the shop like that!
context: That's why I wish she wouldn't get so absorbed in theater...\A maiden's heart is a complex thing.\Okay, got it.\We'll fill that hole in your heart.\Come here!\Why are you both doing that?!\The landlady sure is late getting back.\And she just left the shop like that! response:	When she gets back, I'm gonna let her have it!
context: A maiden's heart is a complex thing.\Okay, got it.\We'll fill that hole in your heart.\Come here!\Why are you both doing that?!\The landlady sure is late getting back.\And she just left the shop like that!\When she gets back, I'm gonna let her have it! response:	The landlady isn't obligated to work here, is she?
context: Okay, got it.\We'll fill that hole in your heart.\Come here!\Why are you both doing that?!\The landlady sure is late getting back.\And she just left the shop like that!\When she gets back, I'm gonna let her have it!\The landlady isn't obligated to work here, is she? response:	I'm back.
context: We'll fill that hole in your heart.\Come here!\Why are you both doing that?!\The landlady sure is late getting back.\And she just left the shop like that!\When she gets back, I'm gonna let her have it!\The landlady isn't obligated to work here, is she?\I'm back. response:	Aki-chan, you're late!
context: Come here!\Why are you both doing that?!\The landlady sure is late getting back.\And she just left the shop like that!\When she gets back, I'm gonna let her have it!\The landlady isn't obligated to work here, is she?\I'm back.\Aki-chan, you're late! response:	Sorry.
context: Why are you both doing that?!\The landlady sure is late getting back.\And she just left the shop like that!\When she gets back, I'm gonna let her have it!\The landlady isn't obligated to work here, is she?\I'm back.\Aki-chan, you're late!\Sorry. response:	Um, I brought this back as a gift.
context: The landlady sure is late getting back.\And she just left the shop like that!\When she gets back, I'm gonna let her have it!\The landlady isn't obligated to work here, is she?\I'm back.\Aki-chan, you're late!\Sorry.\Um, I brought this back as a gift. response:	It's from the place by the station...
context: And she just left the shop like that!\When she gets back, I'm gonna let her have it!\The landlady isn't obligated to work here, is she?\I'm back.\Aki-chan, you're late!\Sorry.\Um, I brought this back as a gift.\It's from the place by the station... response:	You remembered!
context: When she gets back, I'm gonna let her have it!\The landlady isn't obligated to work here, is she?\I'm back.\Aki-chan, you're late!\Sorry.\Um, I brought this back as a gift.\It's from the place by the station...\You remembered! response:	Sorry I haven't had time to hang out lately.
context: The landlady isn't obligated to work here, is she?\I'm back.\Aki-chan, you're late!\Sorry.\Um, I brought this back as a gift.\It's from the place by the station...\You remembered!\Sorry I haven't had time to hang out lately. response:	Let's have ice cream together.
context: I'm back.\Aki-chan, you're late!\Sorry.\Um, I brought this back as a gift.\It's from the place by the station...\You remembered!\Sorry I haven't had time to hang out lately.\Let's have ice cream together. response:	Yeah!
context: Aki-chan, you're late!\Sorry.\Um, I brought this back as a gift.\It's from the place by the station...\You remembered!\Sorry I haven't had time to hang out lately.\Let's have ice cream together.\Yeah! response:	You like it?
context: Sorry.\Um, I brought this back as a gift.\It's from the place by the station...\You remembered!\Sorry I haven't had time to hang out lately.\Let's have ice cream together.\Yeah!\You like it? response:	Yeah!
context: Um, I brought this back as a gift.\It's from the place by the station...\You remembered!\Sorry I haven't had time to hang out lately.\Let's have ice cream together.\Yeah!\You like it?\Yeah! response:	They're like a mother and child. How heartwarming.
context: It's from the place by the station...\You remembered!\Sorry I haven't had time to hang out lately.\Let's have ice cream together.\Yeah!\You like it?\Yeah!\They're like a mother and child. How heartwarming. response:	They look like some goofy couple to me.
context: You remembered!\Sorry I haven't had time to hang out lately.\Let's have ice cream together.\Yeah!\You like it?\Yeah!\They're like a mother and child. How heartwarming.\They look like some goofy couple to me. response:	As you can see,
context: Sorry I haven't had time to hang out lately.\Let's have ice cream together.\Yeah!\You like it?\Yeah!\They're like a mother and child. How heartwarming.\They look like some goofy couple to me.\As you can see, response:	in each country, theater is searching for new forms of expression.
context: Let's have ice cream together.\Yeah!\You like it?\Yeah!\They're like a mother and child. How heartwarming.\They look like some goofy couple to me.\As you can see,\in each country, theater is searching for new forms of expression. response:	We need to polish our acting every day
context: Yeah!\You like it?\Yeah!\They're like a mother and child. How heartwarming.\They look like some goofy couple to me.\As you can see,\in each country, theater is searching for new forms of expression.\We need to polish our acting every day response:	so we don't fall behind, either.
context: You like it?\Yeah!\They're like a mother and child. How heartwarming.\They look like some goofy couple to me.\As you can see,\in each country, theater is searching for new forms of expression.\We need to polish our acting every day\so we don't fall behind, either. response:	The results of your studies abroad are pretty amazing.
context: Yeah!\They're like a mother and child. How heartwarming.\They look like some goofy couple to me.\As you can see,\in each country, theater is searching for new forms of expression.\We need to polish our acting every day\so we don't fall behind, either.\The results of your studies abroad are pretty amazing. response:	That's not all.
context: They're like a mother and child. How heartwarming.\They look like some goofy couple to me.\As you can see,\in each country, theater is searching for new forms of expression.\We need to polish our acting every day\so we don't fall behind, either.\The results of your studies abroad are pretty amazing.\That's not all. response:	Studying abroad greatly stimulated my creative urges,
context: They look like some goofy couple to me.\As you can see,\in each country, theater is searching for new forms of expression.\We need to polish our acting every day\so we don't fall behind, either.\The results of your studies abroad are pretty amazing.\That's not all.\Studying abroad greatly stimulated my creative urges, response:	so I wrote these scripts.
context: As you can see,\in each country, theater is searching for new forms of expression.\We need to polish our acting every day\so we don't fall behind, either.\The results of your studies abroad are pretty amazing.\That's not all.\Studying abroad greatly stimulated my creative urges,\so I wrote these scripts. response:	That many?!
context: in each country, theater is searching for new forms of expression.\We need to polish our acting every day\so we don't fall behind, either.\The results of your studies abroad are pretty amazing.\That's not all.\Studying abroad greatly stimulated my creative urges,\so I wrote these scripts.\That many?! response:	Impressive...
context: We need to polish our acting every day\so we don't fall behind, either.\The results of your studies abroad are pretty amazing.\That's not all.\Studying abroad greatly stimulated my creative urges,\so I wrote these scripts.\That many?!\Impressive... response:	This is the greatest masterpiece of them all.
context: so we don't fall behind, either.\The results of your studies abroad are pretty amazing.\That's not all.\Studying abroad greatly stimulated my creative urges,\so I wrote these scripts.\That many?!\Impressive...\This is the greatest masterpiece of them all. response:	We will perform this at the culture festival.
context: The results of your studies abroad are pretty amazing.\That's not all.\Studying abroad greatly stimulated my creative urges,\so I wrote these scripts.\That many?!\Impressive...\This is the greatest masterpiece of them all.\We will perform this at the culture festival. response:	And Everyone Is Part of the ABC Tragedy Case File!
context: That's not all.\Studying abroad greatly stimulated my creative urges,\so I wrote these scripts.\That many?!\Impressive...\This is the greatest masterpiece of them all.\We will perform this at the culture festival.\And Everyone Is Part of the ABC Tragedy Case File! response:	This could be my chance!
context: Studying abroad greatly stimulated my creative urges,\so I wrote these scripts.\That many?!\Impressive...\This is the greatest masterpiece of them all.\We will perform this at the culture festival.\And Everyone Is Part of the ABC Tragedy Case File!\This could be my chance! response:	Yeah! If I'm chosen to play the heroine in this masterpiece...
context: so I wrote these scripts.\That many?!\Impressive...\This is the greatest masterpiece of them all.\We will perform this at the culture festival.\And Everyone Is Part of the ABC Tragedy Case File!\This could be my chance!\Yeah! If I'm chosen to play the heroine in this masterpiece... response:	You, there.
context: That many?!\Impressive...\This is the greatest masterpiece of them all.\We will perform this at the culture festival.\And Everyone Is Part of the ABC Tragedy Case File!\This could be my chance!\Yeah! If I'm chosen to play the heroine in this masterpiece...\You, there. response:	Would you like to play the heroine?
context: Impressive...\This is the greatest masterpiece of them all.\We will perform this at the culture festival.\And Everyone Is Part of the ABC Tragedy Case File!\This could be my chance!\Yeah! If I'm chosen to play the heroine in this masterpiece...\You, there.\Would you like to play the heroine? response:	Yes! I'd love to!
context: This is the greatest masterpiece of them all.\We will perform this at the culture festival.\And Everyone Is Part of the ABC Tragedy Case File!\This could be my chance!\Yeah! If I'm chosen to play the heroine in this masterpiece...\You, there.\Would you like to play the heroine?\Yes! I'd love to! response:	You meant her?!
context: We will perform this at the culture festival.\And Everyone Is Part of the ABC Tragedy Case File!\This could be my chance!\Yeah! If I'm chosen to play the heroine in this masterpiece...\You, there.\Would you like to play the heroine?\Yes! I'd love to!\You meant her?! response:	M-M-Me? The heroine?
context: And Everyone Is Part of the ABC Tragedy Case File!\This could be my chance!\Yeah! If I'm chosen to play the heroine in this masterpiece...\You, there.\Would you like to play the heroine?\Yes! I'd love to!\You meant her?!\M-M-Me? The heroine? response:	Yes. You are the heroine.
context: This could be my chance!\Yeah! If I'm chosen to play the heroine in this masterpiece...\You, there.\Would you like to play the heroine?\Yes! I'd love to!\You meant her?!\M-M-Me? The heroine?\Yes. You are the heroine. response:	What?!
context: Yeah! If I'm chosen to play the heroine in this masterpiece...\You, there.\Would you like to play the heroine?\Yes! I'd love to!\You meant her?!\M-M-Me? The heroine?\Yes. You are the heroine.\What?! response:	Direction 6: After standing one 1.8 meter pole and one 2.7 meter pole straight up until they reached the bottom of the pool, the difference in length above the water's surface was 2:5. Write how deep the pool is in meters, including the decimal value. -No idea -Small! -Long legs Curry
context: You, there.\Would you like to play the heroine?\Yes! I'd love to!\You meant her?!\M-M-Me? The heroine?\Yes. You are the heroine.\What?!\Direction 6: After standing one 1.8 meter pole and one 2.7 meter pole straight up until they reached the bottom of the pool, the difference in length above the water's surface was 2:5. Write how deep the pool is in meters, including the decimal value. -No idea -Small! -Long legs Curry response:	-Jiggle -Bunny with beautiful legs
context: Would you like to play the heroine?\Yes! I'd love to!\You meant her?!\M-M-Me? The heroine?\Yes. You are the heroine.\What?!\Direction 6: After standing one 1.8 meter pole and one 2.7 meter pole straight up until they reached the bottom of the pool, the difference in length above the water's surface was 2:5. Write how deep the pool is in meters, including the decimal value. -No idea -Small! -Long legs Curry\-Jiggle -Bunny with beautiful legs response:	B-But I'm a new member, and I don't know anything about acting...
context: Yes! I'd love to!\You meant her?!\M-M-Me? The heroine?\Yes. You are the heroine.\What?!\Direction 6: After standing one 1.8 meter pole and one 2.7 meter pole straight up until they reached the bottom of the pool, the difference in length above the water's surface was 2:5. Write how deep the pool is in meters, including the decimal value. -No idea -Small! -Long legs Curry\-Jiggle -Bunny with beautiful legs\B-But I'm a new member, and I don't know anything about acting... response:	Th-That's right! I'm a better actress than she is!
context: You meant her?!\M-M-Me? The heroine?\Yes. You are the heroine.\What?!\Direction 6: After standing one 1.8 meter pole and one 2.7 meter pole straight up until they reached the bottom of the pool, the difference in length above the water's surface was 2:5. Write how deep the pool is in meters, including the decimal value. -No idea -Small! -Long legs Curry\-Jiggle -Bunny with beautiful legs\B-But I'm a new member, and I don't know anything about acting...\Th-That's right! I'm a better actress than she is! response:	Hinako is just a ham actor with no talent or experience!
context: M-M-Me? The heroine?\Yes. You are the heroine.\What?!\Direction 6: After standing one 1.8 meter pole and one 2.7 meter pole straight up until they reached the bottom of the pool, the difference in length above the water's surface was 2:5. Write how deep the pool is in meters, including the decimal value. -No idea -Small! -Long legs Curry\-Jiggle -Bunny with beautiful legs\B-But I'm a new member, and I don't know anything about acting...\Th-That's right! I'm a better actress than she is!\Hinako is just a ham actor with no talent or experience! response:	The point is, this failshrimp can't play the heroine!
context: Yes. You are the heroine.\What?!\Direction 6: After standing one 1.8 meter pole and one 2.7 meter pole straight up until they reached the bottom of the pool, the difference in length above the water's surface was 2:5. Write how deep the pool is in meters, including the decimal value. -No idea -Small! -Long legs Curry\-Jiggle -Bunny with beautiful legs\B-But I'm a new member, and I don't know anything about acting...\Th-That's right! I'm a better actress than she is!\Hinako is just a ham actor with no talent or experience!\The point is, this failshrimp can't play the heroine! response:	Ahem.
context: What?!\Direction 6: After standing one 1.8 meter pole and one 2.7 meter pole straight up until they reached the bottom of the pool, the difference in length above the water's surface was 2:5. Write how deep the pool is in meters, including the decimal value. -No idea -Small! -Long legs Curry\-Jiggle -Bunny with beautiful legs\B-But I'm a new member, and I don't know anything about acting...\Th-That's right! I'm a better actress than she is!\Hinako is just a ham actor with no talent or experience!\The point is, this failshrimp can't play the heroine!\Ahem. response:	The image I have in mind for the heroine is perfect for Hinako-san.
context: Direction 6: After standing one 1.8 meter pole and one 2.7 meter pole straight up until they reached the bottom of the pool, the difference in length above the water's surface was 2:5. Write how deep the pool is in meters, including the decimal value. -No idea -Small! -Long legs Curry\-Jiggle -Bunny with beautiful legs\B-But I'm a new member, and I don't know anything about acting...\Th-That's right! I'm a better actress than she is!\Hinako is just a ham actor with no talent or experience!\The point is, this failshrimp can't play the heroine!\Ahem.\The image I have in mind for the heroine is perfect for Hinako-san. response:	Image?
context: -Jiggle -Bunny with beautiful legs\B-But I'm a new member, and I don't know anything about acting...\Th-That's right! I'm a better actress than she is!\Hinako is just a ham actor with no talent or experience!\The point is, this failshrimp can't play the heroine!\Ahem.\The image I have in mind for the heroine is perfect for Hinako-san.\Image? response:	Yes, like her singing and her voice...
context: B-But I'm a new member, and I don't know anything about acting...\Th-That's right! I'm a better actress than she is!\Hinako is just a ham actor with no talent or experience!\The point is, this failshrimp can't play the heroine!\Ahem.\The image I have in mind for the heroine is perfect for Hinako-san.\Image?\Yes, like her singing and her voice... response:	And her proportions.
context: Th-That's right! I'm a better actress than she is!\Hinako is just a ham actor with no talent or experience!\The point is, this failshrimp can't play the heroine!\Ahem.\The image I have in mind for the heroine is perfect for Hinako-san.\Image?\Yes, like her singing and her voice...\And her proportions. response:	Amazing! You were hand-picked!
context: Hinako is just a ham actor with no talent or experience!\The point is, this failshrimp can't play the heroine!\Ahem.\The image I have in mind for the heroine is perfect for Hinako-san.\Image?\Yes, like her singing and her voice...\And her proportions.\Amazing! You were hand-picked! response:	Good luck, heroine!
context: The point is, this failshrimp can't play the heroine!\Ahem.\The image I have in mind for the heroine is perfect for Hinako-san.\Image?\Yes, like her singing and her voice...\And her proportions.\Amazing! You were hand-picked!\Good luck, heroine! response:	N-No... um...
context: Ahem.\The image I have in mind for the heroine is perfect for Hinako-san.\Image?\Yes, like her singing and her voice...\And her proportions.\Amazing! You were hand-picked!\Good luck, heroine!\N-No... um... response:	I-I'll... t-try my besht...
context: The image I have in mind for the heroine is perfect for Hinako-san.\Image?\Yes, like her singing and her voice...\And her proportions.\Amazing! You were hand-picked!\Good luck, heroine!\N-No... um...\I-I'll... t-try my besht... response:	Are you okay?
context: Image?\Yes, like her singing and her voice...\And her proportions.\Amazing! You were hand-picked!\Good luck, heroine!\N-No... um...\I-I'll... t-try my besht...\Are you okay? response:	Miss Landlady...
context: Yes, like her singing and her voice...\And her proportions.\Amazing! You were hand-picked!\Good luck, heroine!\N-No... um...\I-I'll... t-try my besht...\Are you okay?\Miss Landlady... response:	You're soaked with sweat.
context: And her proportions.\Amazing! You were hand-picked!\Good luck, heroine!\N-No... um...\I-I'll... t-try my besht...\Are you okay?\Miss Landlady...\You're soaked with sweat. response:	I'm sorry I did that to you without warning!
context: Amazing! You were hand-picked!\Good luck, heroine!\N-No... um...\I-I'll... t-try my besht...\Are you okay?\Miss Landlady...\You're soaked with sweat.\I'm sorry I did that to you without warning! response:	I just wanted you to be my heroine so much...
context: Good luck, heroine!\N-No... um...\I-I'll... t-try my besht...\Are you okay?\Miss Landlady...\You're soaked with sweat.\I'm sorry I did that to you without warning!\I just wanted you to be my heroine so much... response:	I'm absolutely confident in this script.
context: N-No... um...\I-I'll... t-try my besht...\Are you okay?\Miss Landlady...\You're soaked with sweat.\I'm sorry I did that to you without warning!\I just wanted you to be my heroine so much...\I'm absolutely confident in this script. response:	I want to make it the perfect production,
context: I-I'll... t-try my besht...\Are you okay?\Miss Landlady...\You're soaked with sweat.\I'm sorry I did that to you without warning!\I just wanted you to be my heroine so much...\I'm absolutely confident in this script.\I want to make it the perfect production, response:	just like I envisioned it!
context: Are you okay?\Miss Landlady...\You're soaked with sweat.\I'm sorry I did that to you without warning!\I just wanted you to be my heroine so much...\I'm absolutely confident in this script.\I want to make it the perfect production,\just like I envisioned it! response:	And I need your help to do that, Hinako-san!
context: Miss Landlady...\You're soaked with sweat.\I'm sorry I did that to you without warning!\I just wanted you to be my heroine so much...\I'm absolutely confident in this script.\I want to make it the perfect production,\just like I envisioned it!\And I need your help to do that, Hinako-san! response:	Ruri-chan...
context: You're soaked with sweat.\I'm sorry I did that to you without warning!\I just wanted you to be my heroine so much...\I'm absolutely confident in this script.\I want to make it the perfect production,\just like I envisioned it!\And I need your help to do that, Hinako-san!\Ruri-chan... response:	O-Okay! I'll do my best!
context: I'm sorry I did that to you without warning!\I just wanted you to be my heroine so much...\I'm absolutely confident in this script.\I want to make it the perfect production,\just like I envisioned it!\And I need your help to do that, Hinako-san!\Ruri-chan...\O-Okay! I'll do my best! response:	So don't cry, okay?
context: I just wanted you to be my heroine so much...\I'm absolutely confident in this script.\I want to make it the perfect production,\just like I envisioned it!\And I need your help to do that, Hinako-san!\Ruri-chan...\O-Okay! I'll do my best!\So don't cry, okay? response:	Thank... you.
context: I'm absolutely confident in this script.\I want to make it the perfect production,\just like I envisioned it!\And I need your help to do that, Hinako-san!\Ruri-chan...\O-Okay! I'll do my best!\So don't cry, okay?\Thank... you. response:	Today's club goal! -Make sure the club journal is published in time Deadline is strict! -Let's give the advisor a report at least 3 days in advance Sensei, sorry to always keep you waiting
context: I want to make it the perfect production,\just like I envisioned it!\And I need your help to do that, Hinako-san!\Ruri-chan...\O-Okay! I'll do my best!\So don't cry, okay?\Thank... you.\Today's club goal! -Make sure the club journal is published in time Deadline is strict! -Let's give the advisor a report at least 3 days in advance Sensei, sorry to always keep you waiting response:	Shopping list -B5 copy paper -Screen tones -Copics Buy? *Negotiable
context: just like I envisioned it!\And I need your help to do that, Hinako-san!\Ruri-chan...\O-Okay! I'll do my best!\So don't cry, okay?\Thank... you.\Today's club goal! -Make sure the club journal is published in time Deadline is strict! -Let's give the advisor a report at least 3 days in advance Sensei, sorry to always keep you waiting\Shopping list -B5 copy paper -Screen tones -Copics Buy? *Negotiable response:	I know!
context: And I need your help to do that, Hinako-san!\Ruri-chan...\O-Okay! I'll do my best!\So don't cry, okay?\Thank... you.\Today's club goal! -Make sure the club journal is published in time Deadline is strict! -Let's give the advisor a report at least 3 days in advance Sensei, sorry to always keep you waiting\Shopping list -B5 copy paper -Screen tones -Copics Buy? *Negotiable\I know! response:	I can't believe Hina-chan was picked to play the lead, just like that!
context: Ruri-chan...\O-Okay! I'll do my best!\So don't cry, okay?\Thank... you.\Today's club goal! -Make sure the club journal is published in time Deadline is strict! -Let's give the advisor a report at least 3 days in advance Sensei, sorry to always keep you waiting\Shopping list -B5 copy paper -Screen tones -Copics Buy? *Negotiable\I know!\I can't believe Hina-chan was picked to play the lead, just like that! response:	I can't believe it, either.
context: O-Okay! I'll do my best!\So don't cry, okay?\Thank... you.\Today's club goal! -Make sure the club journal is published in time Deadline is strict! -Let's give the advisor a report at least 3 days in advance Sensei, sorry to always keep you waiting\Shopping list -B5 copy paper -Screen tones -Copics Buy? *Negotiable\I know!\I can't believe Hina-chan was picked to play the lead, just like that!\I can't believe it, either. response:	Will I really be able to play the heroine?
context: So don't cry, okay?\Thank... you.\Today's club goal! -Make sure the club journal is published in time Deadline is strict! -Let's give the advisor a report at least 3 days in advance Sensei, sorry to always keep you waiting\Shopping list -B5 copy paper -Screen tones -Copics Buy? *Negotiable\I know!\I can't believe Hina-chan was picked to play the lead, just like that!\I can't believe it, either.\Will I really be able to play the heroine? response:	That depends on what you do from here, I think.
context: Thank... you.\Today's club goal! -Make sure the club journal is published in time Deadline is strict! -Let's give the advisor a report at least 3 days in advance Sensei, sorry to always keep you waiting\Shopping list -B5 copy paper -Screen tones -Copics Buy? *Negotiable\I know!\I can't believe Hina-chan was picked to play the lead, just like that!\I can't believe it, either.\Will I really be able to play the heroine?\That depends on what you do from here, I think. response:	You mean it depends on how much I practice, right?
context: Today's club goal! -Make sure the club journal is published in time Deadline is strict! -Let's give the advisor a report at least 3 days in advance Sensei, sorry to always keep you waiting\Shopping list -B5 copy paper -Screen tones -Copics Buy? *Negotiable\I know!\I can't believe Hina-chan was picked to play the lead, just like that!\I can't believe it, either.\Will I really be able to play the heroine?\That depends on what you do from here, I think.\You mean it depends on how much I practice, right? response:	Why don't we practice right now?
context: Shopping list -B5 copy paper -Screen tones -Copics Buy? *Negotiable\I know!\I can't believe Hina-chan was picked to play the lead, just like that!\I can't believe it, either.\Will I really be able to play the heroine?\That depends on what you do from here, I think.\You mean it depends on how much I practice, right?\Why don't we practice right now? response:	Yeah. I did get the script.
context: I know!\I can't believe Hina-chan was picked to play the lead, just like that!\I can't believe it, either.\Will I really be able to play the heroine?\That depends on what you do from here, I think.\You mean it depends on how much I practice, right?\Why don't we practice right now?\Yeah. I did get the script. response:	That's it, then!
context: I can't believe Hina-chan was picked to play the lead, just like that!\I can't believe it, either.\Will I really be able to play the heroine?\That depends on what you do from here, I think.\You mean it depends on how much I practice, right?\Why don't we practice right now?\Yeah. I did get the script.\That's it, then! response:	Okay, Hina-chan,
context: I can't believe it, either.\Will I really be able to play the heroine?\That depends on what you do from here, I think.\You mean it depends on how much I practice, right?\Why don't we practice right now?\Yeah. I did get the script.\That's it, then!\Okay, Hina-chan, response:	pretend it's the real show and give it a try!
context: Will I really be able to play the heroine?\That depends on what you do from here, I think.\You mean it depends on how much I practice, right?\Why don't we practice right now?\Yeah. I did get the script.\That's it, then!\Okay, Hina-chan,\pretend it's the real show and give it a try! response:	Hina-chan, keep it together!
context: That depends on what you do from here, I think.\You mean it depends on how much I practice, right?\Why don't we practice right now?\Yeah. I did get the script.\That's it, then!\Okay, Hina-chan,\pretend it's the real show and give it a try!\Hina-chan, keep it together! response:	No one's even watching...
context: You mean it depends on how much I practice, right?\Why don't we practice right now?\Yeah. I did get the script.\That's it, then!\Okay, Hina-chan,\pretend it's the real show and give it a try!\Hina-chan, keep it together!\No one's even watching... response:	Wh-When I thought of this as the real show, I got nervous...
context: Why don't we practice right now?\Yeah. I did get the script.\That's it, then!\Okay, Hina-chan,\pretend it's the real show and give it a try!\Hina-chan, keep it together!\No one's even watching...\Wh-When I thought of this as the real show, I got nervous... response:	Calm down!
context: Yeah. I did get the script.\That's it, then!\Okay, Hina-chan,\pretend it's the real show and give it a try!\Hina-chan, keep it together!\No one's even watching...\Wh-When I thought of this as the real show, I got nervous...\Calm down! response:	Please calm down!
context: That's it, then!\Okay, Hina-chan,\pretend it's the real show and give it a try!\Hina-chan, keep it together!\No one's even watching...\Wh-When I thought of this as the real show, I got nervous...\Calm down!\Please calm down! response:	Can Hina-chan really handle this?
context: Okay, Hina-chan,\pretend it's the real show and give it a try!\Hina-chan, keep it together!\No one's even watching...\Wh-When I thought of this as the real show, I got nervous...\Calm down!\Please calm down!\Can Hina-chan really handle this? response:	A Kind Girl Who Isn't Kind
context: pretend it's the real show and give it a try!\Hina-chan, keep it together!\No one's even watching...\Wh-When I thought of this as the real show, I got nervous...\Calm down!\Please calm down!\Can Hina-chan really handle this?\A Kind Girl Who Isn't Kind response:	Hina-chan is trying hard,
context: Hina-chan, keep it together!\No one's even watching...\Wh-When I thought of this as the real show, I got nervous...\Calm down!\Please calm down!\Can Hina-chan really handle this?\A Kind Girl Who Isn't Kind\Hina-chan is trying hard, response:	but her movements are still stiff.
context: No one's even watching...\Wh-When I thought of this as the real show, I got nervous...\Calm down!\Please calm down!\Can Hina-chan really handle this?\A Kind Girl Who Isn't Kind\Hina-chan is trying hard,\but her movements are still stiff. response:	I wonder if there's any advice I could offer her...
context: Wh-When I thought of this as the real show, I got nervous...\Calm down!\Please calm down!\Can Hina-chan really handle this?\A Kind Girl Who Isn't Kind\Hina-chan is trying hard,\but her movements are still stiff.\I wonder if there's any advice I could offer her... response:	Next time, A Kind Girl Who Isn't Kind.
