context: Kiss Him, Not Me response:	Christmas in the Holy Land
context: Yup. I'm in class 1-F.\He's a\I'm Nishina Shima.\Pleased to meet you, Senpai!\He's a girl?!\Kiss Him, Not Me\Kiss Him, Not Me\Y-You! response:	Hello.
context: He's a\I'm Nishina Shima.\Pleased to meet you, Senpai!\He's a girl?!\Kiss Him, Not Me\Kiss Him, Not Me\Y-You!\Hello. response:	Allow me to introduce you.
context: I'm Nishina Shima.\Pleased to meet you, Senpai!\He's a girl?!\Kiss Him, Not Me\Kiss Him, Not Me\Y-You!\Hello.\Allow me to introduce you. response:	This is Nishina Shima-chan. She's a first year-like you, Shinomiya-kun.
context: Pleased to meet you, Senpai!\He's a girl?!\Kiss Him, Not Me\Kiss Him, Not Me\Y-You!\Hello.\Allow me to introduce you.\This is Nishina Shima-chan. She's a first year-like you, Shinomiya-kun. response:	You didn't know about her?
context: He's a girl?!\Kiss Him, Not Me\Kiss Him, Not Me\Y-You!\Hello.\Allow me to introduce you.\This is Nishina Shima-chan. She's a first year-like you, Shinomiya-kun.\You didn't know about her? response:	There are six classes. I can't know them all.
context: Kiss Him, Not Me\Kiss Him, Not Me\Y-You!\Hello.\Allow me to introduce you.\This is Nishina Shima-chan. She's a first year-like you, Shinomiya-kun.\You didn't know about her?\There are six classes. I can't know them all. response:	More like, she was a girl all along?
context: Kiss Him, Not Me\Y-You!\Hello.\Allow me to introduce you.\This is Nishina Shima-chan. She's a first year-like you, Shinomiya-kun.\You didn't know about her?\There are six classes. I can't know them all.\More like, she was a girl all along? response:	I thought she was a male cosplayer at the winter Comiket,
context: Y-You!\Hello.\Allow me to introduce you.\This is Nishina Shima-chan. She's a first year-like you, Shinomiya-kun.\You didn't know about her?\There are six classes. I can't know them all.\More like, she was a girl all along?\I thought she was a male cosplayer at the winter Comiket, response:	so this was a big shock.
context: Hello.\Allow me to introduce you.\This is Nishina Shima-chan. She's a first year-like you, Shinomiya-kun.\You didn't know about her?\There are six classes. I can't know them all.\More like, she was a girl all along?\I thought she was a male cosplayer at the winter Comiket,\so this was a big shock. response:	But after talking to her, it turns out we get along perfectly.
context: Allow me to introduce you.\This is Nishina Shima-chan. She's a first year-like you, Shinomiya-kun.\You didn't know about her?\There are six classes. I can't know them all.\More like, she was a girl all along?\I thought she was a male cosplayer at the winter Comiket,\so this was a big shock.\But after talking to her, it turns out we get along perfectly. response:	Yup!
context: This is Nishina Shima-chan. She's a first year-like you, Shinomiya-kun.\You didn't know about her?\There are six classes. I can't know them all.\More like, she was a girl all along?\I thought she was a male cosplayer at the winter Comiket,\so this was a big shock.\But after talking to her, it turns out we get along perfectly.\Yup! response:	So I guess that...
context: You didn't know about her?\There are six classes. I can't know them all.\More like, she was a girl all along?\I thought she was a male cosplayer at the winter Comiket,\so this was a big shock.\But after talking to her, it turns out we get along perfectly.\Yup!\So I guess that... response:	Doesn't count.
context: There are six classes. I can't know them all.\More like, she was a girl all along?\I thought she was a male cosplayer at the winter Comiket,\so this was a big shock.\But after talking to her, it turns out we get along perfectly.\Yup!\So I guess that...\Doesn't count. response:	Nishina-san.
context: More like, she was a girl all along?\I thought she was a male cosplayer at the winter Comiket,\so this was a big shock.\But after talking to her, it turns out we get along perfectly.\Yup!\So I guess that...\Doesn't count.\Nishina-san. response:	You haven't gone home yet?
context: I thought she was a male cosplayer at the winter Comiket,\so this was a big shock.\But after talking to her, it turns out we get along perfectly.\Yup!\So I guess that...\Doesn't count.\Nishina-san.\You haven't gone home yet? response:	What are you doing for New Year's?
context: so this was a big shock.\But after talking to her, it turns out we get along perfectly.\Yup!\So I guess that...\Doesn't count.\Nishina-san.\You haven't gone home yet?\What are you doing for New Year's? response:	When third semester starts, come hang out with us third-years again.
context: But after talking to her, it turns out we get along perfectly.\Yup!\So I guess that...\Doesn't count.\Nishina-san.\You haven't gone home yet?\What are you doing for New Year's?\When third semester starts, come hang out with us third-years again. response:	Nishina-san!
context: Yup!\So I guess that...\Doesn't count.\Nishina-san.\You haven't gone home yet?\What are you doing for New Year's?\When third semester starts, come hang out with us third-years again.\Nishina-san! response:	Help us with the first match of the new year again!
context: So I guess that...\Doesn't count.\Nishina-san.\You haven't gone home yet?\What are you doing for New Year's?\When third semester starts, come hang out with us third-years again.\Nishina-san!\Help us with the first match of the new year again! response:	Not fair! We asked first.
context: Doesn't count.\Nishina-san.\You haven't gone home yet?\What are you doing for New Year's?\When third semester starts, come hang out with us third-years again.\Nishina-san!\Help us with the first match of the new year again!\Not fair! We asked first. response:	What's with this feeling of defeat?
context: Nishina-san.\You haven't gone home yet?\What are you doing for New Year's?\When third semester starts, come hang out with us third-years again.\Nishina-san!\Help us with the first match of the new year again!\Not fair! We asked first.\What's with this feeling of defeat? response:	You know what this is, don't you? The Takarazuka effect.
context: You haven't gone home yet?\What are you doing for New Year's?\When third semester starts, come hang out with us third-years again.\Nishina-san!\Help us with the first match of the new year again!\Not fair! We asked first.\What's with this feeling of defeat?\You know what this is, don't you? The Takarazuka effect. response:	Even if that is the case...
context: What are you doing for New Year's?\When third semester starts, come hang out with us third-years again.\Nishina-san!\Help us with the first match of the new year again!\Not fair! We asked first.\What's with this feeling of defeat?\You know what this is, don't you? The Takarazuka effect.\Even if that is the case... response:	If we say anything, we lose!
context: When third semester starts, come hang out with us third-years again.\Nishina-san!\Help us with the first match of the new year again!\Not fair! We asked first.\What's with this feeling of defeat?\You know what this is, don't you? The Takarazuka effect.\Even if that is the case...\If we say anything, we lose! response:	In any case, it's definitely a surprise to see you here in our school.
context: Nishina-san!\Help us with the first match of the new year again!\Not fair! We asked first.\What's with this feeling of defeat?\You know what this is, don't you? The Takarazuka effect.\Even if that is the case...\If we say anything, we lose!\In any case, it's definitely a surprise to see you here in our school. response:	But it can't be just a coincidence.
context: Help us with the first match of the new year again!\Not fair! We asked first.\What's with this feeling of defeat?\You know what this is, don't you? The Takarazuka effect.\Even if that is the case...\If we say anything, we lose!\In any case, it's definitely a surprise to see you here in our school.\But it can't be just a coincidence. response:	Right. I had heard various rumors about Serinuma-senpai before Comiket,
context: Not fair! We asked first.\What's with this feeling of defeat?\You know what this is, don't you? The Takarazuka effect.\Even if that is the case...\If we say anything, we lose!\In any case, it's definitely a surprise to see you here in our school.\But it can't be just a coincidence.\Right. I had heard various rumors about Serinuma-senpai before Comiket, response:	but meeting her there truly was a coincidence.
context: What's with this feeling of defeat?\You know what this is, don't you? The Takarazuka effect.\Even if that is the case...\If we say anything, we lose!\In any case, it's definitely a surprise to see you here in our school.\But it can't be just a coincidence.\Right. I had heard various rumors about Serinuma-senpai before Comiket,\but meeting her there truly was a coincidence. response:	Indeed. It is too good to be true.
context: You know what this is, don't you? The Takarazuka effect.\Even if that is the case...\If we say anything, we lose!\In any case, it's definitely a surprise to see you here in our school.\But it can't be just a coincidence.\Right. I had heard various rumors about Serinuma-senpai before Comiket,\but meeting her there truly was a coincidence.\Indeed. It is too good to be true. response:	A coincidence that's too good to be true...
context: Even if that is the case...\If we say anything, we lose!\In any case, it's definitely a surprise to see you here in our school.\But it can't be just a coincidence.\Right. I had heard various rumors about Serinuma-senpai before Comiket,\but meeting her there truly was a coincidence.\Indeed. It is too good to be true.\A coincidence that's too good to be true... response:	Some may call it fate.
context: If we say anything, we lose!\In any case, it's definitely a surprise to see you here in our school.\But it can't be just a coincidence.\Right. I had heard various rumors about Serinuma-senpai before Comiket,\but meeting her there truly was a coincidence.\Indeed. It is too good to be true.\A coincidence that's too good to be true...\Some may call it fate. response:	I want to value the bond we have.
context: In any case, it's definitely a surprise to see you here in our school.\But it can't be just a coincidence.\Right. I had heard various rumors about Serinuma-senpai before Comiket,\but meeting her there truly was a coincidence.\Indeed. It is too good to be true.\A coincidence that's too good to be true...\Some may call it fate.\I want to value the bond we have. response:	Please, allow me to invite you over to my house.
context: But it can't be just a coincidence.\Right. I had heard various rumors about Serinuma-senpai before Comiket,\but meeting her there truly was a coincidence.\Indeed. It is too good to be true.\A coincidence that's too good to be true...\Some may call it fate.\I want to value the bond we have.\Please, allow me to invite you over to my house. response:	We'll talk the night away about Mirage Saga.
context: Right. I had heard various rumors about Serinuma-senpai before Comiket,\but meeting her there truly was a coincidence.\Indeed. It is too good to be true.\A coincidence that's too good to be true...\Some may call it fate.\I want to value the bond we have.\Please, allow me to invite you over to my house.\We'll talk the night away about Mirage Saga. response:	Talk the night away about Mirage Saga?!
context: but meeting her there truly was a coincidence.\Indeed. It is too good to be true.\A coincidence that's too good to be true...\Some may call it fate.\I want to value the bond we have.\Please, allow me to invite you over to my house.\We'll talk the night away about Mirage Saga.\Talk the night away about Mirage Saga?! response:	I'm in!
context: Indeed. It is too good to be true.\A coincidence that's too good to be true...\Some may call it fate.\I want to value the bond we have.\Please, allow me to invite you over to my house.\We'll talk the night away about Mirage Saga.\Talk the night away about Mirage Saga?!\I'm in! response:	Hold it!
context: A coincidence that's too good to be true...\Some may call it fate.\I want to value the bond we have.\Please, allow me to invite you over to my house.\We'll talk the night away about Mirage Saga.\Talk the night away about Mirage Saga?!\I'm in!\Hold it! response:	We're going, too!
context: Some may call it fate.\I want to value the bond we have.\Please, allow me to invite you over to my house.\We'll talk the night away about Mirage Saga.\Talk the night away about Mirage Saga?!\I'm in!\Hold it!\We're going, too! response:	We also really want to all night about this Mirage Saga.
context: I want to value the bond we have.\Please, allow me to invite you over to my house.\We'll talk the night away about Mirage Saga.\Talk the night away about Mirage Saga?!\I'm in!\Hold it!\We're going, too!\We also really want to all night about this Mirage Saga. response:	Right, Shinomiya-kun?
context: Please, allow me to invite you over to my house.\We'll talk the night away about Mirage Saga.\Talk the night away about Mirage Saga?!\I'm in!\Hold it!\We're going, too!\We also really want to all night about this Mirage Saga.\Right, Shinomiya-kun? response:	Yes, you're right! Let's talk until our throats are raw!
context: We'll talk the night away about Mirage Saga.\Talk the night away about Mirage Saga?!\I'm in!\Hold it!\We're going, too!\We also really want to all night about this Mirage Saga.\Right, Shinomiya-kun?\Yes, you're right! Let's talk until our throats are raw! response:	Then count me in, too.
context: Talk the night away about Mirage Saga?!\I'm in!\Hold it!\We're going, too!\We also really want to all night about this Mirage Saga.\Right, Shinomiya-kun?\Yes, you're right! Let's talk until our throats are raw!\Then count me in, too. response:	It sounds like it'll be fun.
context: I'm in!\Hold it!\We're going, too!\We also really want to all night about this Mirage Saga.\Right, Shinomiya-kun?\Yes, you're right! Let's talk until our throats are raw!\Then count me in, too.\It sounds like it'll be fun. response:	You're all interested in Mirage Saga now?
context: Hold it!\We're going, too!\We also really want to all night about this Mirage Saga.\Right, Shinomiya-kun?\Yes, you're right! Let's talk until our throats are raw!\Then count me in, too.\It sounds like it'll be fun.\You're all interested in Mirage Saga now? response:	I'm so glad!
context: We're going, too!\We also really want to all night about this Mirage Saga.\Right, Shinomiya-kun?\Yes, you're right! Let's talk until our throats are raw!\Then count me in, too.\It sounds like it'll be fun.\You're all interested in Mirage Saga now?\I'm so glad! response:	Well, you know, now that I've gotten a taste for it...
context: We also really want to all night about this Mirage Saga.\Right, Shinomiya-kun?\Yes, you're right! Let's talk until our throats are raw!\Then count me in, too.\It sounds like it'll be fun.\You're all interested in Mirage Saga now?\I'm so glad!\Well, you know, now that I've gotten a taste for it... response:	You know it!
context: Right, Shinomiya-kun?\Yes, you're right! Let's talk until our throats are raw!\Then count me in, too.\It sounds like it'll be fun.\You're all interested in Mirage Saga now?\I'm so glad!\Well, you know, now that I've gotten a taste for it...\You know it! response:	But I'd appreciate if you could listen to a small request of mine.
context: Yes, you're right! Let's talk until our throats are raw!\Then count me in, too.\It sounds like it'll be fun.\You're all interested in Mirage Saga now?\I'm so glad!\Well, you know, now that I've gotten a taste for it...\You know it!\But I'd appreciate if you could listen to a small request of mine. response:	A-Amazing!
context: Then count me in, too.\It sounds like it'll be fun.\You're all interested in Mirage Saga now?\I'm so glad!\Well, you know, now that I've gotten a taste for it...\You know it!\But I'd appreciate if you could listen to a small request of mine.\A-Amazing! response:	Please come in.
context: It sounds like it'll be fun.\You're all interested in Mirage Saga now?\I'm so glad!\Well, you know, now that I've gotten a taste for it...\You know it!\But I'd appreciate if you could listen to a small request of mine.\A-Amazing!\Please come in. response:	My room is on the third floor.
context: You're all interested in Mirage Saga now?\I'm so glad!\Well, you know, now that I've gotten a taste for it...\You know it!\But I'd appreciate if you could listen to a small request of mine.\A-Amazing!\Please come in.\My room is on the third floor. response:	This girl...
context: I'm so glad!\Well, you know, now that I've gotten a taste for it...\You know it!\But I'd appreciate if you could listen to a small request of mine.\A-Amazing!\Please come in.\My room is on the third floor.\This girl... response:	really feels like she popped out of some 2D universe.
context: Well, you know, now that I've gotten a taste for it...\You know it!\But I'd appreciate if you could listen to a small request of mine.\A-Amazing!\Please come in.\My room is on the third floor.\This girl...\really feels like she popped out of some 2D universe. response:	I get what you're trying to say.
context: You know it!\But I'd appreciate if you could listen to a small request of mine.\A-Amazing!\Please come in.\My room is on the third floor.\This girl...\really feels like she popped out of some 2D universe.\I get what you're trying to say. response:	Take a look.
context: But I'd appreciate if you could listen to a small request of mine.\A-Amazing!\Please come in.\My room is on the third floor.\This girl...\really feels like she popped out of some 2D universe.\I get what you're trying to say.\Take a look. response:	This room is mainly for my figure collection.
context: A-Amazing!\Please come in.\My room is on the third floor.\This girl...\really feels like she popped out of some 2D universe.\I get what you're trying to say.\Take a look.\This room is mainly for my figure collection. response:	Amazing! Amazing, amazing, amazing!
context: Please come in.\My room is on the third floor.\This girl...\really feels like she popped out of some 2D universe.\I get what you're trying to say.\Take a look.\This room is mainly for my figure collection.\Amazing! Amazing, amazing, amazing! response:	You have so many Shion figures!
context: My room is on the third floor.\This girl...\really feels like she popped out of some 2D universe.\I get what you're trying to say.\Take a look.\This room is mainly for my figure collection.\Amazing! Amazing, amazing, amazing!\You have so many Shion figures! response:	They're all so beautiful. Every Shion is an angel!
context: This girl...\really feels like she popped out of some 2D universe.\I get what you're trying to say.\Take a look.\This room is mainly for my figure collection.\Amazing! Amazing, amazing, amazing!\You have so many Shion figures!\They're all so beautiful. Every Shion is an angel! response:	I bought this one from last year's Wonder Festival.
context: really feels like she popped out of some 2D universe.\I get what you're trying to say.\Take a look.\This room is mainly for my figure collection.\Amazing! Amazing, amazing, amazing!\You have so many Shion figures!\They're all so beautiful. Every Shion is an angel!\I bought this one from last year's Wonder Festival. response:	I've heard of this one!
context: I get what you're trying to say.\Take a look.\This room is mainly for my figure collection.\Amazing! Amazing, amazing, amazing!\You have so many Shion figures!\They're all so beautiful. Every Shion is an angel!\I bought this one from last year's Wonder Festival.\I've heard of this one! response:	This is by that super famous sculptor,
context: Take a look.\This room is mainly for my figure collection.\Amazing! Amazing, amazing, amazing!\You have so many Shion figures!\They're all so beautiful. Every Shion is an angel!\I bought this one from last year's Wonder Festival.\I've heard of this one!\This is by that super famous sculptor, response:	and it's a completely made-to-order garage kit model!
context: This room is mainly for my figure collection.\Amazing! Amazing, amazing, amazing!\You have so many Shion figures!\They're all so beautiful. Every Shion is an angel!\I bought this one from last year's Wonder Festival.\I've heard of this one!\This is by that super famous sculptor,\and it's a completely made-to-order garage kit model! response:	And the painting? Did you...
context: Amazing! Amazing, amazing, amazing!\You have so many Shion figures!\They're all so beautiful. Every Shion is an angel!\I bought this one from last year's Wonder Festival.\I've heard of this one!\This is by that super famous sculptor,\and it's a completely made-to-order garage kit model!\And the painting? Did you... response:	Yup. I did it.
context: You have so many Shion figures!\They're all so beautiful. Every Shion is an angel!\I bought this one from last year's Wonder Festival.\I've heard of this one!\This is by that super famous sculptor,\and it's a completely made-to-order garage kit model!\And the painting? Did you...\Yup. I did it. response:	What? Amazing!
context: They're all so beautiful. Every Shion is an angel!\I bought this one from last year's Wonder Festival.\I've heard of this one!\This is by that super famous sculptor,\and it's a completely made-to-order garage kit model!\And the painting? Did you...\Yup. I did it.\What? Amazing! response:	It's like a magic spell.
context: I bought this one from last year's Wonder Festival.\I've heard of this one!\This is by that super famous sculptor,\and it's a completely made-to-order garage kit model!\And the painting? Did you...\Yup. I did it.\What? Amazing!\It's like a magic spell. response:	Magic Spell
context: I've heard of this one!\This is by that super famous sculptor,\and it's a completely made-to-order garage kit model!\And the painting? Did you...\Yup. I did it.\What? Amazing!\It's like a magic spell.\Magic Spell response:	Iga
context: This is by that super famous sculptor,\and it's a completely made-to-order garage kit model!\And the painting? Did you...\Yup. I did it.\What? Amazing!\It's like a magic spell.\Magic Spell\Iga response:	Shi
context: and it's a completely made-to-order garage kit model!\And the painting? Did you...\Yup. I did it.\What? Amazing!\It's like a magic spell.\Magic Spell\Iga\Shi response:	Nana
context: And the painting? Did you...\Yup. I did it.\What? Amazing!\It's like a magic spell.\Magic Spell\Iga\Shi\Nana response:	Gorgeous!
context: Yup. I did it.\What? Amazing!\It's like a magic spell.\Magic Spell\Iga\Shi\Nana\Gorgeous! response:	It's Tsuruga Castle. And this one's Hikone Castle.
context: What? Amazing!\It's like a magic spell.\Magic Spell\Iga\Shi\Nana\Gorgeous!\It's Tsuruga Castle. And this one's Hikone Castle. response:	Did you make these, too?
context: It's like a magic spell.\Magic Spell\Iga\Shi\Nana\Gorgeous!\It's Tsuruga Castle. And this one's Hikone Castle.\Did you make these, too? response:	Yes, they're just plastic models, though.
context: Magic Spell\Iga\Shi\Nana\Gorgeous!\It's Tsuruga Castle. And this one's Hikone Castle.\Did you make these, too?\Yes, they're just plastic models, though. response:	You're amazing.
context: Iga\Shi\Nana\Gorgeous!\It's Tsuruga Castle. And this one's Hikone Castle.\Did you make these, too?\Yes, they're just plastic models, though.\You're amazing. response:	Oh, not at all. I'm still learning.
context: Shi\Nana\Gorgeous!\It's Tsuruga Castle. And this one's Hikone Castle.\Did you make these, too?\Yes, they're just plastic models, though.\You're amazing.\Oh, not at all. I'm still learning. response:	M-Mutsumi-san's down!
context: Nana\Gorgeous!\It's Tsuruga Castle. And this one's Hikone Castle.\Did you make these, too?\Yes, they're just plastic models, though.\You're amazing.\Oh, not at all. I'm still learning.\M-Mutsumi-san's down! response:	Be careful, you guys!
context: Gorgeous!\It's Tsuruga Castle. And this one's Hikone Castle.\Did you make these, too?\Yes, they're just plastic models, though.\You're amazing.\Oh, not at all. I'm still learning.\M-Mutsumi-san's down!\Be careful, you guys! response:	She's a tough one!
context: It's Tsuruga Castle. And this one's Hikone Castle.\Did you make these, too?\Yes, they're just plastic models, though.\You're amazing.\Oh, not at all. I'm still learning.\M-Mutsumi-san's down!\Be careful, you guys!\She's a tough one! response:	Roger!
context: Did you make these, too?\Yes, they're just plastic models, though.\You're amazing.\Oh, not at all. I'm still learning.\M-Mutsumi-san's down!\Be careful, you guys!\She's a tough one!\Roger! response:	These two really get along.
context: Yes, they're just plastic models, though.\You're amazing.\Oh, not at all. I'm still learning.\M-Mutsumi-san's down!\Be careful, you guys!\She's a tough one!\Roger!\These two really get along. response:	This is my costume room.
context: You're amazing.\Oh, not at all. I'm still learning.\M-Mutsumi-san's down!\Be careful, you guys!\She's a tough one!\Roger!\These two really get along.\This is my costume room. response:	These are all the clothes I've made up until now.
context: Oh, not at all. I'm still learning.\M-Mutsumi-san's down!\Be careful, you guys!\She's a tough one!\Roger!\These two really get along.\This is my costume room.\These are all the clothes I've made up until now. response:	You can make just about anything, can't you, Shima-chan?
context: M-Mutsumi-san's down!\Be careful, you guys!\She's a tough one!\Roger!\These two really get along.\This is my costume room.\These are all the clothes I've made up until now.\You can make just about anything, can't you, Shima-chan? response:	Oh, please.
context: Be careful, you guys!\She's a tough one!\Roger!\These two really get along.\This is my costume room.\These are all the clothes I've made up until now.\You can make just about anything, can't you, Shima-chan?\Oh, please. response:	The dress you made for Shinomiya-kun was simply marvelous.
context: She's a tough one!\Roger!\These two really get along.\This is my costume room.\These are all the clothes I've made up until now.\You can make just about anything, can't you, Shima-chan?\Oh, please.\The dress you made for Shinomiya-kun was simply marvelous. response:	How did you know?
context: Roger!\These two really get along.\This is my costume room.\These are all the clothes I've made up until now.\You can make just about anything, can't you, Shima-chan?\Oh, please.\The dress you made for Shinomiya-kun was simply marvelous.\How did you know? response:	I saw the play.
context: These two really get along.\This is my costume room.\These are all the clothes I've made up until now.\You can make just about anything, can't you, Shima-chan?\Oh, please.\The dress you made for Shinomiya-kun was simply marvelous.\How did you know?\I saw the play. response:	Shinomiya-kun, you were very cute.
context: This is my costume room.\These are all the clothes I've made up until now.\You can make just about anything, can't you, Shima-chan?\Oh, please.\The dress you made for Shinomiya-kun was simply marvelous.\How did you know?\I saw the play.\Shinomiya-kun, you were very cute. response:	Don't call me cute!
context: These are all the clothes I've made up until now.\You can make just about anything, can't you, Shima-chan?\Oh, please.\The dress you made for Shinomiya-kun was simply marvelous.\How did you know?\I saw the play.\Shinomiya-kun, you were very cute.\Don't call me cute! response:	Huh? But you really were cute.
context: You can make just about anything, can't you, Shima-chan?\Oh, please.\The dress you made for Shinomiya-kun was simply marvelous.\How did you know?\I saw the play.\Shinomiya-kun, you were very cute.\Don't call me cute!\Huh? But you really were cute. response:	I told you not to say that! Are you making fun of me?
context: Oh, please.\The dress you made for Shinomiya-kun was simply marvelous.\How did you know?\I saw the play.\Shinomiya-kun, you were very cute.\Don't call me cute!\Huh? But you really were cute.\I told you not to say that! Are you making fun of me? response:	You tell her!
context: The dress you made for Shinomiya-kun was simply marvelous.\How did you know?\I saw the play.\Shinomiya-kun, you were very cute.\Don't call me cute!\Huh? But you really were cute.\I told you not to say that! Are you making fun of me?\You tell her! response:	I would never make fun of you.
context: How did you know?\I saw the play.\Shinomiya-kun, you were very cute.\Don't call me cute!\Huh? But you really were cute.\I told you not to say that! Are you making fun of me?\You tell her!\I would never make fun of you. response:	You were very beautiful.
context: I saw the play.\Shinomiya-kun, you were very cute.\Don't call me cute!\Huh? But you really were cute.\I told you not to say that! Are you making fun of me?\You tell her!\I would never make fun of you.\You were very beautiful. response:	It was marvelous.
context: Shinomiya-kun, you were very cute.\Don't call me cute!\Huh? But you really were cute.\I told you not to say that! Are you making fun of me?\You tell her!\I would never make fun of you.\You were very beautiful.\It was marvelous. response:	W-Well, thanks, I guess.
context: Don't call me cute!\Huh? But you really were cute.\I told you not to say that! Are you making fun of me?\You tell her!\I would never make fun of you.\You were very beautiful.\It was marvelous.\W-Well, thanks, I guess. response:	You idiot, you're too easy!
context: Huh? But you really were cute.\I told you not to say that! Are you making fun of me?\You tell her!\I would never make fun of you.\You were very beautiful.\It was marvelous.\W-Well, thanks, I guess.\You idiot, you're too easy! response:	I just told you to be careful!
context: I told you not to say that! Are you making fun of me?\You tell her!\I would never make fun of you.\You were very beautiful.\It was marvelous.\W-Well, thanks, I guess.\You idiot, you're too easy!\I just told you to be careful! response:	Easy, there.
context: You tell her!\I would never make fun of you.\You were very beautiful.\It was marvelous.\W-Well, thanks, I guess.\You idiot, you're too easy!\I just told you to be careful!\Easy, there. response:	She is quite the smooth talker, however...
context: I would never make fun of you.\You were very beautiful.\It was marvelous.\W-Well, thanks, I guess.\You idiot, you're too easy!\I just told you to be careful!\Easy, there.\She is quite the smooth talker, however... response:	Now, then. The room I want to show you the most is this way.
context: You were very beautiful.\It was marvelous.\W-Well, thanks, I guess.\You idiot, you're too easy!\I just told you to be careful!\Easy, there.\She is quite the smooth talker, however...\Now, then. The room I want to show you the most is this way. response:	Comics, novels,
context: It was marvelous.\W-Well, thanks, I guess.\You idiot, you're too easy!\I just told you to be careful!\Easy, there.\She is quite the smooth talker, however...\Now, then. The room I want to show you the most is this way.\Comics, novels, response:	light novels, special bound books, limited books,
context: W-Well, thanks, I guess.\You idiot, you're too easy!\I just told you to be careful!\Easy, there.\She is quite the smooth talker, however...\Now, then. The room I want to show you the most is this way.\Comics, novels,\light novels, special bound books, limited books, response:	doujinshi!
context: You idiot, you're too easy!\I just told you to be careful!\Easy, there.\She is quite the smooth talker, however...\Now, then. The room I want to show you the most is this way.\Comics, novels,\light novels, special bound books, limited books,\doujinshi! response:	These shelves are like the perfect BL collection!
context: I just told you to be careful!\Easy, there.\She is quite the smooth talker, however...\Now, then. The room I want to show you the most is this way.\Comics, novels,\light novels, special bound books, limited books,\doujinshi!\These shelves are like the perfect BL collection! response:	Amazing!
context: Easy, there.\She is quite the smooth talker, however...\Now, then. The room I want to show you the most is this way.\Comics, novels,\light novels, special bound books, limited books,\doujinshi!\These shelves are like the perfect BL collection!\Amazing! response:	Can I see them? Can I?
context: She is quite the smooth talker, however...\Now, then. The room I want to show you the most is this way.\Comics, novels,\light novels, special bound books, limited books,\doujinshi!\These shelves are like the perfect BL collection!\Amazing!\Can I see them? Can I? response:	Please.
context: Now, then. The room I want to show you the most is this way.\Comics, novels,\light novels, special bound books, limited books,\doujinshi!\These shelves are like the perfect BL collection!\Amazing!\Can I see them? Can I?\Please. response:	It's a Zebra Stripe book.
context: Comics, novels,\light novels, special bound books, limited books,\doujinshi!\These shelves are like the perfect BL collection!\Amazing!\Can I see them? Can I?\Please.\It's a Zebra Stripe book. response:	She's got all of them. Even the old ones that I don't have!
context: light novels, special bound books, limited books,\doujinshi!\These shelves are like the perfect BL collection!\Amazing!\Can I see them? Can I?\Please.\It's a Zebra Stripe book.\She's got all of them. Even the old ones that I don't have! response:	Isn't that the author we lined up for the other day?
context: doujinshi!\These shelves are like the perfect BL collection!\Amazing!\Can I see them? Can I?\Please.\It's a Zebra Stripe book.\She's got all of them. Even the old ones that I don't have!\Isn't that the author we lined up for the other day? response:	Oh. That's my circle.
context: These shelves are like the perfect BL collection!\Amazing!\Can I see them? Can I?\Please.\It's a Zebra Stripe book.\She's got all of them. Even the old ones that I don't have!\Isn't that the author we lined up for the other day?\Oh. That's my circle. response:	That's my circle. I draw manga, too.
context: Amazing!\Can I see them? Can I?\Please.\It's a Zebra Stripe book.\She's got all of them. Even the old ones that I don't have!\Isn't that the author we lined up for the other day?\Oh. That's my circle.\That's my circle. I draw manga, too. response:	You god damn liar! You can't be good at that many things!
context: Can I see them? Can I?\Please.\It's a Zebra Stripe book.\She's got all of them. Even the old ones that I don't have!\Isn't that the author we lined up for the other day?\Oh. That's my circle.\That's my circle. I draw manga, too.\You god damn liar! You can't be good at that many things! response:	What's the matter, Serinuma? Why the pigeon impression?
context: Please.\It's a Zebra Stripe book.\She's got all of them. Even the old ones that I don't have!\Isn't that the author we lined up for the other day?\Oh. That's my circle.\That's my circle. I draw manga, too.\You god damn liar! You can't be good at that many things!\What's the matter, Serinuma? Why the pigeon impression? response:	Just lay into her!
context: It's a Zebra Stripe book.\She's got all of them. Even the old ones that I don't have!\Isn't that the author we lined up for the other day?\Oh. That's my circle.\That's my circle. I draw manga, too.\You god damn liar! You can't be good at that many things!\What's the matter, Serinuma? Why the pigeon impression?\Just lay into her! response:	Are you serious?! Are you really Yokojima-sensei?!
context: She's got all of them. Even the old ones that I don't have!\Isn't that the author we lined up for the other day?\Oh. That's my circle.\That's my circle. I draw manga, too.\You god damn liar! You can't be good at that many things!\What's the matter, Serinuma? Why the pigeon impression?\Just lay into her!\Are you serious?! Are you really Yokojima-sensei?! response:	Yes. Wait just a second.
context: Isn't that the author we lined up for the other day?\Oh. That's my circle.\That's my circle. I draw manga, too.\You god damn liar! You can't be good at that many things!\What's the matter, Serinuma? Why the pigeon impression?\Just lay into her!\Are you serious?! Are you really Yokojima-sensei?!\Yes. Wait just a second. response:	Will this convince you?
context: Oh. That's my circle.\That's my circle. I draw manga, too.\You god damn liar! You can't be good at that many things!\What's the matter, Serinuma? Why the pigeon impression?\Just lay into her!\Are you serious?! Are you really Yokojima-sensei?!\Yes. Wait just a second.\Will this convince you? response:	Are you some kind of god?!
