context: But this response:	Initiating docking procedures.
context: I see what he's doing.\He's going to use their anger\Do you feel nothing at the sight of this devastation?\to break his spirit!\You're gloating,\thinking you've actually saved these people!\Why else would you be walking around so shamelessly?\Thanks to your screw up, response:	these citizens have nowhere to go!
context: He's going to use their anger\Do you feel nothing at the sight of this devastation?\to break his spirit!\You're gloating,\thinking you've actually saved these people!\Why else would you be walking around so shamelessly?\Thanks to your screw up,\these citizens have nowhere to go! response:	If you were gonna fail this hard, why'd you butt in?!
context: Do you feel nothing at the sight of this devastation?\to break his spirit!\You're gloating,\thinking you've actually saved these people!\Why else would you be walking around so shamelessly?\Thanks to your screw up,\these citizens have nowhere to go!\If you were gonna fail this hard, why'd you butt in?! response:	The other heroes would have done a way better job!
context: to break his spirit!\You're gloating,\thinking you've actually saved these people!\Why else would you be walking around so shamelessly?\Thanks to your screw up,\these citizens have nowhere to go!\If you were gonna fail this hard, why'd you butt in?!\The other heroes would have done a way better job! response:	And yet you still wanna play hero,
context: You're gloating,\thinking you've actually saved these people!\Why else would you be walking around so shamelessly?\Thanks to your screw up,\these citizens have nowhere to go!\If you were gonna fail this hard, why'd you butt in?!\The other heroes would have done a way better job!\And yet you still wanna play hero, response:	even after causing such a huge disaster?
context: thinking you've actually saved these people!\Why else would you be walking around so shamelessly?\Thanks to your screw up,\these citizens have nowhere to go!\If you were gonna fail this hard, why'd you butt in?!\The other heroes would have done a way better job!\And yet you still wanna play hero,\even after causing such a huge disaster? response:	Look at this place!
context: Why else would you be walking around so shamelessly?\Thanks to your screw up,\these citizens have nowhere to go!\If you were gonna fail this hard, why'd you butt in?!\The other heroes would have done a way better job!\And yet you still wanna play hero,\even after causing such a huge disaster?\Look at this place! response:	All this destruction is your doing!
context: Thanks to your screw up,\these citizens have nowhere to go!\If you were gonna fail this hard, why'd you butt in?!\The other heroes would have done a way better job!\And yet you still wanna play hero,\even after causing such a huge disaster?\Look at this place!\All this destruction is your doing! response:	That's right.
context: these citizens have nowhere to go!\If you were gonna fail this hard, why'd you butt in?!\The other heroes would have done a way better job!\And yet you still wanna play hero,\even after causing such a huge disaster?\Look at this place!\All this destruction is your doing!\That's right. response:	I-It's your fault!
context: If you were gonna fail this hard, why'd you butt in?!\The other heroes would have done a way better job!\And yet you still wanna play hero,\even after causing such a huge disaster?\Look at this place!\All this destruction is your doing!\That's right.\I-It's your fault! response:	They took the bait.
context: The other heroes would have done a way better job!\And yet you still wanna play hero,\even after causing such a huge disaster?\Look at this place!\All this destruction is your doing!\That's right.\I-It's your fault!\They took the bait. response:	You hear that?
context: And yet you still wanna play hero,\even after causing such a huge disaster?\Look at this place!\All this destruction is your doing!\That's right.\I-It's your fault!\They took the bait.\You hear that? response:	The heart-wrenching cry of someone who lost his home!
context: even after causing such a huge disaster?\Look at this place!\All this destruction is your doing!\That's right.\I-It's your fault!\They took the bait.\You hear that?\The heart-wrenching cry of someone who lost his home! response:	Look at them all, victims of your thoughtless actions!
context: Look at this place!\All this destruction is your doing!\That's right.\I-It's your fault!\They took the bait.\You hear that?\The heart-wrenching cry of someone who lost his home!\Look at them all, victims of your thoughtless actions! response:	That's right!
context: All this destruction is your doing!\That's right.\I-It's your fault!\They took the bait.\You hear that?\The heart-wrenching cry of someone who lost his home!\Look at them all, victims of your thoughtless actions!\That's right! response:	Yeah, you tell him!
context: That's right.\I-It's your fault!\They took the bait.\You hear that?\The heart-wrenching cry of someone who lost his home!\Look at them all, victims of your thoughtless actions!\That's right!\Yeah, you tell him! response:	Haven't you even thought to take responsibility?
context: I-It's your fault!\They took the bait.\You hear that?\The heart-wrenching cry of someone who lost his home!\Look at them all, victims of your thoughtless actions!\That's right!\Yeah, you tell him!\Haven't you even thought to take responsibility? response:	Yeah!
context: They took the bait.\You hear that?\The heart-wrenching cry of someone who lost his home!\Look at them all, victims of your thoughtless actions!\That's right!\Yeah, you tell him!\Haven't you even thought to take responsibility?\Yeah! response:	You're inhuman!
context: You hear that?\The heart-wrenching cry of someone who lost his home!\Look at them all, victims of your thoughtless actions!\That's right!\Yeah, you tell him!\Haven't you even thought to take responsibility?\Yeah!\You're inhuman! response:	Give up being a hero!
context: The heart-wrenching cry of someone who lost his home!\Look at them all, victims of your thoughtless actions!\That's right!\Yeah, you tell him!\Haven't you even thought to take responsibility?\Yeah!\You're inhuman!\Give up being a hero! response:	Give it up! Give it up! Give it up!
context: Look at them all, victims of your thoughtless actions!\That's right!\Yeah, you tell him!\Haven't you even thought to take responsibility?\Yeah!\You're inhuman!\Give up being a hero!\Give it up! Give it up! Give it up! response:	Give it up!
context: That's right!\Yeah, you tell him!\Haven't you even thought to take responsibility?\Yeah!\You're inhuman!\Give up being a hero!\Give it up! Give it up! Give it up!\Give it up! response:	Give it up!
context: Yeah, you tell him!\Haven't you even thought to take responsibility?\Yeah!\You're inhuman!\Give up being a hero!\Give it up! Give it up! Give it up!\Give it up!\Give it up! response:	Give it up!
context: Haven't you even thought to take responsibility?\Yeah!\You're inhuman!\Give up being a hero!\Give it up! Give it up! Give it up!\Give it up!\Give it up!\Give it up! response:	- Give it up! - Go on, get outta here!
context: Yeah!\You're inhuman!\Give up being a hero!\Give it up! Give it up! Give it up!\Give it up!\Give it up!\Give it up!\- Give it up! - Go on, get outta here! response:	- Give it up! - Get lost!
context: You're inhuman!\Give up being a hero!\Give it up! Give it up! Give it up!\Give it up!\Give it up!\Give it up!\- Give it up! - Go on, get outta here!\- Give it up! - Get lost! response:	- Give it up! - Beat it!
context: Give up being a hero!\Give it up! Give it up! Give it up!\Give it up!\Give it up!\Give it up!\- Give it up! - Go on, get outta here!\- Give it up! - Get lost!\- Give it up! - Beat it! response:	- Give it up! - Scram!
context: Give it up! Give it up! Give it up!\Give it up!\Give it up!\Give it up!\- Give it up! - Go on, get outta here!\- Give it up! - Get lost!\- Give it up! - Beat it!\- Give it up! - Scram! response:	We got him.
context: Give it up!\Give it up!\Give it up!\- Give it up! - Go on, get outta here!\- Give it up! - Get lost!\- Give it up! - Beat it!\- Give it up! - Scram!\We got him. response:	His pride should be shattered by now.
context: Give it up!\Give it up!\- Give it up! - Go on, get outta here!\- Give it up! - Get lost!\- Give it up! - Beat it!\- Give it up! - Scram!\We got him.\His pride should be shattered by now. response:	That's what he gets for cheating
context: Give it up!\- Give it up! - Go on, get outta here!\- Give it up! - Get lost!\- Give it up! - Beat it!\- Give it up! - Scram!\We got him.\His pride should be shattered by now.\That's what he gets for cheating response:	That idiot!
context: - Give it up! - Go on, get outta here!\- Give it up! - Get lost!\- Give it up! - Beat it!\- Give it up! - Scram!\We got him.\His pride should be shattered by now.\That's what he gets for cheating\That idiot! response:	CITY Z FORUM IS IT TRUE A CLASS C HERO DESTROYED THE TOWN?
context: - Give it up! - Get lost!\- Give it up! - Beat it!\- Give it up! - Scram!\We got him.\His pride should be shattered by now.\That's what he gets for cheating\That idiot!\CITY Z FORUM IS IT TRUE A CLASS C HERO DESTROYED THE TOWN? response:	Is this what you call mob mentality?
context: - Give it up! - Beat it!\- Give it up! - Scram!\We got him.\His pride should be shattered by now.\That's what he gets for cheating\That idiot!\CITY Z FORUM IS IT TRUE A CLASS C HERO DESTROYED THE TOWN?\Is this what you call mob mentality? response:	They're all chanting in unison.
context: - Give it up! - Scram!\We got him.\His pride should be shattered by now.\That's what he gets for cheating\That idiot!\CITY Z FORUM IS IT TRUE A CLASS C HERO DESTROYED THE TOWN?\Is this what you call mob mentality?\They're all chanting in unison. response:	Give it up! Give it up! Give it up!
context: We got him.\His pride should be shattered by now.\That's what he gets for cheating\That idiot!\CITY Z FORUM IS IT TRUE A CLASS C HERO DESTROYED THE TOWN?\Is this what you call mob mentality?\They're all chanting in unison.\Give it up! Give it up! Give it up! response:	Saitama
context: His pride should be shattered by now.\That's what he gets for cheating\That idiot!\CITY Z FORUM IS IT TRUE A CLASS C HERO DESTROYED THE TOWN?\Is this what you call mob mentality?\They're all chanting in unison.\Give it up! Give it up! Give it up!\Saitama response:	Without a doubt, you saved this city.
context: That's what he gets for cheating\That idiot!\CITY Z FORUM IS IT TRUE A CLASS C HERO DESTROYED THE TOWN?\Is this what you call mob mentality?\They're all chanting in unison.\Give it up! Give it up! Give it up!\Saitama\Without a doubt, you saved this city. response:	Yet look how the city treats you.
context: That idiot!\CITY Z FORUM IS IT TRUE A CLASS C HERO DESTROYED THE TOWN?\Is this what you call mob mentality?\They're all chanting in unison.\Give it up! Give it up! Give it up!\Saitama\Without a doubt, you saved this city.\Yet look how the city treats you. response:	This is reality, though.
context: CITY Z FORUM IS IT TRUE A CLASS C HERO DESTROYED THE TOWN?\Is this what you call mob mentality?\They're all chanting in unison.\Give it up! Give it up! Give it up!\Saitama\Without a doubt, you saved this city.\Yet look how the city treats you.\This is reality, though. response:	You're strong, the strongest man I've ever seen.
context: Is this what you call mob mentality?\They're all chanting in unison.\Give it up! Give it up! Give it up!\Saitama\Without a doubt, you saved this city.\Yet look how the city treats you.\This is reality, though.\You're strong, the strongest man I've ever seen. response:	That's why I refrain from saying anything.
context: They're all chanting in unison.\Give it up! Give it up! Give it up!\Saitama\Without a doubt, you saved this city.\Yet look how the city treats you.\This is reality, though.\You're strong, the strongest man I've ever seen.\That's why I refrain from saying anything. response:	I'd hate to see you rotting away in this industry.
context: Give it up! Give it up! Give it up!\Saitama\Without a doubt, you saved this city.\Yet look how the city treats you.\This is reality, though.\You're strong, the strongest man I've ever seen.\That's why I refrain from saying anything.\I'd hate to see you rotting away in this industry. response:	Resigning is also an option.
context: Saitama\Without a doubt, you saved this city.\Yet look how the city treats you.\This is reality, though.\You're strong, the strongest man I've ever seen.\That's why I refrain from saying anything.\I'd hate to see you rotting away in this industry.\Resigning is also an option. response:	Time to finish him off!
context: Without a doubt, you saved this city.\Yet look how the city treats you.\This is reality, though.\You're strong, the strongest man I've ever seen.\That's why I refrain from saying anything.\I'd hate to see you rotting away in this industry.\Resigning is also an option.\Time to finish him off! response:	Hey!
context: Yet look how the city treats you.\This is reality, though.\You're strong, the strongest man I've ever seen.\That's why I refrain from saying anything.\I'd hate to see you rotting away in this industry.\Resigning is also an option.\Time to finish him off!\Hey! response:	He's getting ready to fight!
context: This is reality, though.\You're strong, the strongest man I've ever seen.\That's why I refrain from saying anything.\I'd hate to see you rotting away in this industry.\Resigning is also an option.\Time to finish him off!\Hey!\He's getting ready to fight! response:	Huh? What are you talking
context: You're strong, the strongest man I've ever seen.\That's why I refrain from saying anything.\I'd hate to see you rotting away in this industry.\Resigning is also an option.\Time to finish him off!\Hey!\He's getting ready to fight!\Huh? What are you talking response:	No way!
context: That's why I refrain from saying anything.\I'd hate to see you rotting away in this industry.\Resigning is also an option.\Time to finish him off!\Hey!\He's getting ready to fight!\Huh? What are you talking\No way! response:	You're gonna take out your frustration
context: I'd hate to see you rotting away in this industry.\Resigning is also an option.\Time to finish him off!\Hey!\He's getting ready to fight!\Huh? What are you talking\No way!\You're gonna take out your frustration response:	on these people here, just like you destroyed their city?!
context: Resigning is also an option.\Time to finish him off!\Hey!\He's getting ready to fight!\Huh? What are you talking\No way!\You're gonna take out your frustration\on these people here, just like you destroyed their city?! response:	Do you just kill everyone you don't like?
context: Time to finish him off!\Hey!\He's getting ready to fight!\Huh? What are you talking\No way!\You're gonna take out your frustration\on these people here, just like you destroyed their city?!\Do you just kill everyone you don't like? response:	I won't let you do that!
context: Hey!\He's getting ready to fight!\Huh? What are you talking\No way!\You're gonna take out your frustration\on these people here, just like you destroyed their city?!\Do you just kill everyone you don't like?\I won't let you do that! response:	We, the Tank-top Brothers, will not stand by
context: He's getting ready to fight!\Huh? What are you talking\No way!\You're gonna take out your frustration\on these people here, just like you destroyed their city?!\Do you just kill everyone you don't like?\I won't let you do that!\We, the Tank-top Brothers, will not stand by response:	and let you resort to violence!
context: Huh? What are you talking\No way!\You're gonna take out your frustration\on these people here, just like you destroyed their city?!\Do you just kill everyone you don't like?\I won't let you do that!\We, the Tank-top Brothers, will not stand by\and let you resort to violence! response:	If you're a hero, then fight us fair and square!
context: No way!\You're gonna take out your frustration\on these people here, just like you destroyed their city?!\Do you just kill everyone you don't like?\I won't let you do that!\We, the Tank-top Brothers, will not stand by\and let you resort to violence!\If you're a hero, then fight us fair and square! response:	So they're out to crush a rookie
context: You're gonna take out your frustration\on these people here, just like you destroyed their city?!\Do you just kill everyone you don't like?\I won't let you do that!\We, the Tank-top Brothers, will not stand by\and let you resort to violence!\If you're a hero, then fight us fair and square!\So they're out to crush a rookie response:	and perform a publicity stunt at the same time.
context: on these people here, just like you destroyed their city?!\Do you just kill everyone you don't like?\I won't let you do that!\We, the Tank-top Brothers, will not stand by\and let you resort to violence!\If you're a hero, then fight us fair and square!\So they're out to crush a rookie\and perform a publicity stunt at the same time. response:	I'd say they've gotten a little greedy.
context: Do you just kill everyone you don't like?\I won't let you do that!\We, the Tank-top Brothers, will not stand by\and let you resort to violence!\If you're a hero, then fight us fair and square!\So they're out to crush a rookie\and perform a publicity stunt at the same time.\I'd say they've gotten a little greedy. response:	No wonder they can't rise above Class B.
context: I won't let you do that!\We, the Tank-top Brothers, will not stand by\and let you resort to violence!\If you're a hero, then fight us fair and square!\So they're out to crush a rookie\and perform a publicity stunt at the same time.\I'd say they've gotten a little greedy.\No wonder they can't rise above Class B. response:	Yeah!
context: We, the Tank-top Brothers, will not stand by\and let you resort to violence!\If you're a hero, then fight us fair and square!\So they're out to crush a rookie\and perform a publicity stunt at the same time.\I'd say they've gotten a little greedy.\No wonder they can't rise above Class B.\Yeah! response:	Go, Tank-top!
context: and let you resort to violence!\If you're a hero, then fight us fair and square!\So they're out to crush a rookie\and perform a publicity stunt at the same time.\I'd say they've gotten a little greedy.\No wonder they can't rise above Class B.\Yeah!\Go, Tank-top! response:	Do it!
context: If you're a hero, then fight us fair and square!\So they're out to crush a rookie\and perform a publicity stunt at the same time.\I'd say they've gotten a little greedy.\No wonder they can't rise above Class B.\Yeah!\Go, Tank-top!\Do it! response:	Tank-top Tiger, who fights like a true tiger, and
context: So they're out to crush a rookie\and perform a publicity stunt at the same time.\I'd say they've gotten a little greedy.\No wonder they can't rise above Class B.\Yeah!\Go, Tank-top!\Do it!\Tank-top Tiger, who fights like a true tiger, and response:	Tank-top Black Hole,
context: and perform a publicity stunt at the same time.\I'd say they've gotten a little greedy.\No wonder they can't rise above Class B.\Yeah!\Go, Tank-top!\Do it!\Tank-top Tiger, who fights like a true tiger, and\Tank-top Black Hole, response:	who crushes all with a grip strength of 2,800 psi!
context: I'd say they've gotten a little greedy.\No wonder they can't rise above Class B.\Yeah!\Go, Tank-top!\Do it!\Tank-top Tiger, who fights like a true tiger, and\Tank-top Black Hole,\who crushes all with a grip strength of 2,800 psi! response:	We brothers will punish all who stray from the path of the hero!
context: No wonder they can't rise above Class B.\Yeah!\Go, Tank-top!\Do it!\Tank-top Tiger, who fights like a true tiger, and\Tank-top Black Hole,\who crushes all with a grip strength of 2,800 psi!\We brothers will punish all who stray from the path of the hero! response:	Huh?
context: Yeah!\Go, Tank-top!\Do it!\Tank-top Tiger, who fights like a true tiger, and\Tank-top Black Hole,\who crushes all with a grip strength of 2,800 psi!\We brothers will punish all who stray from the path of the hero!\Huh? response:	Damn it!
context: Go, Tank-top!\Do it!\Tank-top Tiger, who fights like a true tiger, and\Tank-top Black Hole,\who crushes all with a grip strength of 2,800 psi!\We brothers will punish all who stray from the path of the hero!\Huh?\Damn it! response:	I'll rip you apart!
context: Do it!\Tank-top Tiger, who fights like a true tiger, and\Tank-top Black Hole,\who crushes all with a grip strength of 2,800 psi!\We brothers will punish all who stray from the path of the hero!\Huh?\Damn it!\I'll rip you apart! response:	I give up! I give up!
context: Tank-top Tiger, who fights like a true tiger, and\Tank-top Black Hole,\who crushes all with a grip strength of 2,800 psi!\We brothers will punish all who stray from the path of the hero!\Huh?\Damn it!\I'll rip you apart!\I give up! I give up! response:	You're crushing my hand!
context: Tank-top Black Hole,\who crushes all with a grip strength of 2,800 psi!\We brothers will punish all who stray from the path of the hero!\Huh?\Damn it!\I'll rip you apart!\I give up! I give up!\You're crushing my hand! response:	Huh?
context: who crushes all with a grip strength of 2,800 psi!\We brothers will punish all who stray from the path of the hero!\Huh?\Damn it!\I'll rip you apart!\I give up! I give up!\You're crushing my hand!\Huh? response:	You're kidding, right?
context: We brothers will punish all who stray from the path of the hero!\Huh?\Damn it!\I'll rip you apart!\I give up! I give up!\You're crushing my hand!\Huh?\You're kidding, right? response:	I give up for real. I'm sorry!
context: Huh?\Damn it!\I'll rip you apart!\I give up! I give up!\You're crushing my hand!\Huh?\You're kidding, right?\I give up for real. I'm sorry! response:	I'm sorry for lying!
context: Damn it!\I'll rip you apart!\I give up! I give up!\You're crushing my hand!\Huh?\You're kidding, right?\I give up for real. I'm sorry!\I'm sorry for lying! response:	No, you weren't lying.
context: I'll rip you apart!\I give up! I give up!\You're crushing my hand!\Huh?\You're kidding, right?\I give up for real. I'm sorry!\I'm sorry for lying!\No, you weren't lying. response:	I'm the one who smashed the meteor!
context: I give up! I give up!\You're crushing my hand!\Huh?\You're kidding, right?\I give up for real. I'm sorry!\I'm sorry for lying!\No, you weren't lying.\I'm the one who smashed the meteor! response:	Anyone with a complaint, let's hear it.
context: You're crushing my hand!\Huh?\You're kidding, right?\I give up for real. I'm sorry!\I'm sorry for lying!\No, you weren't lying.\I'm the one who smashed the meteor!\Anyone with a complaint, let's hear it. response:	Speak up!
context: Huh?\You're kidding, right?\I give up for real. I'm sorry!\I'm sorry for lying!\No, you weren't lying.\I'm the one who smashed the meteor!\Anyone with a complaint, let's hear it.\Speak up! response:	Because of you, my brand new car was
context: You're kidding, right?\I give up for real. I'm sorry!\I'm sorry for lying!\No, you weren't lying.\I'm the one who smashed the meteor!\Anyone with a complaint, let's hear it.\Speak up!\Because of you, my brand new car was response:	You can shut up!
context: I give up for real. I'm sorry!\I'm sorry for lying!\No, you weren't lying.\I'm the one who smashed the meteor!\Anyone with a complaint, let's hear it.\Speak up!\Because of you, my brand new car was\You can shut up! response:	Why would I give a crap about your problems?
context: I'm sorry for lying!\No, you weren't lying.\I'm the one who smashed the meteor!\Anyone with a complaint, let's hear it.\Speak up!\Because of you, my brand new car was\You can shut up!\Why would I give a crap about your problems? response:	Tell it to the meteor, jackass!
context: No, you weren't lying.\I'm the one who smashed the meteor!\Anyone with a complaint, let's hear it.\Speak up!\Because of you, my brand new car was\You can shut up!\Why would I give a crap about your problems?\Tell it to the meteor, jackass! response:	Listen up!
context: I'm the one who smashed the meteor!\Anyone with a complaint, let's hear it.\Speak up!\Because of you, my brand new car was\You can shut up!\Why would I give a crap about your problems?\Tell it to the meteor, jackass!\Listen up! response:	I don't do this hero-thing for admiration!
context: Anyone with a complaint, let's hear it.\Speak up!\Because of you, my brand new car was\You can shut up!\Why would I give a crap about your problems?\Tell it to the meteor, jackass!\Listen up!\I don't do this hero-thing for admiration! response:	I do it because I want to!
context: Speak up!\Because of you, my brand new car was\You can shut up!\Why would I give a crap about your problems?\Tell it to the meteor, jackass!\Listen up!\I don't do this hero-thing for admiration!\I do it because I want to! response:	So if you wanna blame me, go ahead!
context: Because of you, my brand new car was\You can shut up!\Why would I give a crap about your problems?\Tell it to the meteor, jackass!\Listen up!\I don't do this hero-thing for admiration!\I do it because I want to!\So if you wanna blame me, go ahead! response:	You baldies!
context: You can shut up!\Why would I give a crap about your problems?\Tell it to the meteor, jackass!\Listen up!\I don't do this hero-thing for admiration!\I do it because I want to!\So if you wanna blame me, go ahead!\You baldies! response:	You're the baldy
context: Why would I give a crap about your problems?\Tell it to the meteor, jackass!\Listen up!\I don't do this hero-thing for admiration!\I do it because I want to!\So if you wanna blame me, go ahead!\You baldies!\You're the baldy response:	What'd you say?!
context: Tell it to the meteor, jackass!\Listen up!\I don't do this hero-thing for admiration!\I do it because I want to!\So if you wanna blame me, go ahead!\You baldies!\You're the baldy\What'd you say?! response:	Master.
context: Listen up!\I don't do this hero-thing for admiration!\I do it because I want to!\So if you wanna blame me, go ahead!\You baldies!\You're the baldy\What'd you say?!\Master. response:	Oh, it's you, Genos.
context: I don't do this hero-thing for admiration!\I do it because I want to!\So if you wanna blame me, go ahead!\You baldies!\You're the baldy\What'd you say?!\Master.\Oh, it's you, Genos. response:	Hang on.
context: I do it because I want to!\So if you wanna blame me, go ahead!\You baldies!\You're the baldy\What'd you say?!\Master.\Oh, it's you, Genos.\Hang on. response:	These guys
context: So if you wanna blame me, go ahead!\You baldies!\You're the baldy\What'd you say?!\Master.\Oh, it's you, Genos.\Hang on.\These guys response:	Let's go home,
context: You baldies!\You're the baldy\What'd you say?!\Master.\Oh, it's you, Genos.\Hang on.\These guys\Let's go home, response:	Master.
context: You're the baldy\What'd you say?!\Master.\Oh, it's you, Genos.\Hang on.\These guys\Let's go home,\Master. response:	Oh yeah?
context: What'd you say?!\Master.\Oh, it's you, Genos.\Hang on.\These guys\Let's go home,\Master.\Oh yeah? response:	Dammit. That guy's face is burned into my brain.
context: Master.\Oh, it's you, Genos.\Hang on.\These guys\Let's go home,\Master.\Oh yeah?\Dammit. That guy's face is burned into my brain. response:	I'm gonna remember this.
context: Oh, it's you, Genos.\Hang on.\These guys\Let's go home,\Master.\Oh yeah?\Dammit. That guy's face is burned into my brain.\I'm gonna remember this. response:	Master.
context: Hang on.\These guys\Let's go home,\Master.\Oh yeah?\Dammit. That guy's face is burned into my brain.\I'm gonna remember this.\Master. response:	I have never met any person as incredible as you, Master Saitama.
context: These guys\Let's go home,\Master.\Oh yeah?\Dammit. That guy's face is burned into my brain.\I'm gonna remember this.\Master.\I have never met any person as incredible as you, Master Saitama. response:	What brought that on?
context: Let's go home,\Master.\Oh yeah?\Dammit. That guy's face is burned into my brain.\I'm gonna remember this.\Master.\I have never met any person as incredible as you, Master Saitama.\What brought that on? response:	You're creeping me out.
context: Master.\Oh yeah?\Dammit. That guy's face is burned into my brain.\I'm gonna remember this.\Master.\I have never met any person as incredible as you, Master Saitama.\What brought that on?\You're creeping me out. response:	Even if the public doesn't appreciate you,
context: Oh yeah?\Dammit. That guy's face is burned into my brain.\I'm gonna remember this.\Master.\I have never met any person as incredible as you, Master Saitama.\What brought that on?\You're creeping me out.\Even if the public doesn't appreciate you, response:	I will still follow you.
context: Dammit. That guy's face is burned into my brain.\I'm gonna remember this.\Master.\I have never met any person as incredible as you, Master Saitama.\What brought that on?\You're creeping me out.\Even if the public doesn't appreciate you,\I will still follow you. response:	You don't have to butter me up. Really.
context: I'm gonna remember this.\Master.\I have never met any person as incredible as you, Master Saitama.\What brought that on?\You're creeping me out.\Even if the public doesn't appreciate you,\I will still follow you.\You don't have to butter me up. Really. response:	I heard there's some amazing hero in Class C right now.
context: Master.\I have never met any person as incredible as you, Master Saitama.\What brought that on?\You're creeping me out.\Even if the public doesn't appreciate you,\I will still follow you.\You don't have to butter me up. Really.\I heard there's some amazing hero in Class C right now. response:	Class C?
context: I have never met any person as incredible as you, Master Saitama.\What brought that on?\You're creeping me out.\Even if the public doesn't appreciate you,\I will still follow you.\You don't have to butter me up. Really.\I heard there's some amazing hero in Class C right now.\Class C? response:	The guy who says he smashed the meteor, right?
context: What brought that on?\You're creeping me out.\Even if the public doesn't appreciate you,\I will still follow you.\You don't have to butter me up. Really.\I heard there's some amazing hero in Class C right now.\Class C?\The guy who says he smashed the meteor, right? response:	That's just a rumor.
context: You're creeping me out.\Even if the public doesn't appreciate you,\I will still follow you.\You don't have to butter me up. Really.\I heard there's some amazing hero in Class C right now.\Class C?\The guy who says he smashed the meteor, right?\That's just a rumor. response:	Going after weak guys, then calling yourself a hero?
context: Even if the public doesn't appreciate you,\I will still follow you.\You don't have to butter me up. Really.\I heard there's some amazing hero in Class C right now.\Class C?\The guy who says he smashed the meteor, right?\That's just a rumor.\Going after weak guys, then calling yourself a hero? response:	Just shows that there's no hero you can really count on.
context: I will still follow you.\You don't have to butter me up. Really.\I heard there's some amazing hero in Class C right now.\Class C?\The guy who says he smashed the meteor, right?\That's just a rumor.\Going after weak guys, then calling yourself a hero?\Just shows that there's no hero you can really count on. response:	My name is Bofoi. NEXT EPISODE: THE DEEP SEA KING
context: You don't have to butter me up. Really.\I heard there's some amazing hero in Class C right now.\Class C?\The guy who says he smashed the meteor, right?\That's just a rumor.\Going after weak guys, then calling yourself a hero?\Just shows that there's no hero you can really count on.\My name is Bofoi. NEXT EPISODE: THE DEEP SEA KING response:	You all may know me better as Metal Knight. NEXT EPISODE: THE DEEP SEA KING
context: I heard there's some amazing hero in Class C right now.\Class C?\The guy who says he smashed the meteor, right?\That's just a rumor.\Going after weak guys, then calling yourself a hero?\Just shows that there's no hero you can really count on.\My name is Bofoi. NEXT EPISODE: THE DEEP SEA KING\You all may know me better as Metal Knight. NEXT EPISODE: THE DEEP SEA KING response:	Next time on One-Punch Man episode 8,
context: Class C?\The guy who says he smashed the meteor, right?\That's just a rumor.\Going after weak guys, then calling yourself a hero?\Just shows that there's no hero you can really count on.\My name is Bofoi. NEXT EPISODE: THE DEEP SEA KING\You all may know me better as Metal Knight. NEXT EPISODE: THE DEEP SEA KING\Next time on One-Punch Man episode 8, response:	The Deep Sea King.
context: The guy who says he smashed the meteor, right?\That's just a rumor.\Going after weak guys, then calling yourself a hero?\Just shows that there's no hero you can really count on.\My name is Bofoi. NEXT EPISODE: THE DEEP SEA KING\You all may know me better as Metal Knight. NEXT EPISODE: THE DEEP SEA KING\Next time on One-Punch Man episode 8,\The Deep Sea King. response:	Oh, the king of the sea, eh? Pretty cocky.
context: That's just a rumor.\Going after weak guys, then calling yourself a hero?\Just shows that there's no hero you can really count on.\My name is Bofoi. NEXT EPISODE: THE DEEP SEA KING\You all may know me better as Metal Knight. NEXT EPISODE: THE DEEP SEA KING\Next time on One-Punch Man episode 8,\The Deep Sea King.\Oh, the king of the sea, eh? Pretty cocky. response:	Wonder what he's like
