context: What should I do? response:	Oh, you don't have to do anything.
context: Oh, would the bunny girl outfit have been better?\You should have said so earlier.\I don't think that's something that someone who went to the trouble\of getting a waitress outfit should be saying!\Wait, didn't you say that her being a waitress was part of the movie's concept?\What's most important right now is adaptability.\That's how all living things on the Earth have managed to evolve, right?\If you just idly stand by, you're going to get left behind! response:	If the environment was sentient,
context: You should have said so earlier.\I don't think that's something that someone who went to the trouble\of getting a waitress outfit should be saying!\Wait, didn't you say that her being a waitress was part of the movie's concept?\What's most important right now is adaptability.\That's how all living things on the Earth have managed to evolve, right?\If you just idly stand by, you're going to get left behind!\If the environment was sentient, response:	then Haruhi would have been thrown out of the atmosphere by now.
context: I don't think that's something that someone who went to the trouble\of getting a waitress outfit should be saying!\Wait, didn't you say that her being a waitress was part of the movie's concept?\What's most important right now is adaptability.\That's how all living things on the Earth have managed to evolve, right?\If you just idly stand by, you're going to get left behind!\If the environment was sentient,\then Haruhi would have been thrown out of the atmosphere by now. response:	Oh, the train's here!
context: of getting a waitress outfit should be saying!\Wait, didn't you say that her being a waitress was part of the movie's concept?\What's most important right now is adaptability.\That's how all living things on the Earth have managed to evolve, right?\If you just idly stand by, you're going to get left behind!\If the environment was sentient,\then Haruhi would have been thrown out of the atmosphere by now.\Oh, the train's here! response:	Come on, Mikuru! Get going already!
context: Wait, didn't you say that her being a waitress was part of the movie's concept?\What's most important right now is adaptability.\That's how all living things on the Earth have managed to evolve, right?\If you just idly stand by, you're going to get left behind!\If the environment was sentient,\then Haruhi would have been thrown out of the atmosphere by now.\Oh, the train's here!\Come on, Mikuru! Get going already! response:	We're here, as promised!
context: What's most important right now is adaptability.\That's how all living things on the Earth have managed to evolve, right?\If you just idly stand by, you're going to get left behind!\If the environment was sentient,\then Haruhi would have been thrown out of the atmosphere by now.\Oh, the train's here!\Come on, Mikuru! Get going already!\We're here, as promised! response:	Oh, good work.
context: That's how all living things on the Earth have managed to evolve, right?\If you just idly stand by, you're going to get left behind!\If the environment was sentient,\then Haruhi would have been thrown out of the atmosphere by now.\Oh, the train's here!\Come on, Mikuru! Get going already!\We're here, as promised!\Oh, good work. response:	Ah, is this the girl from the day before yesterday? I didn't recognize her.
context: If you just idly stand by, you're going to get left behind!\If the environment was sentient,\then Haruhi would have been thrown out of the atmosphere by now.\Oh, the train's here!\Come on, Mikuru! Get going already!\We're here, as promised!\Oh, good work.\Ah, is this the girl from the day before yesterday? I didn't recognize her. response:	Okay, I'm counting on you.
context: If the environment was sentient,\then Haruhi would have been thrown out of the atmosphere by now.\Oh, the train's here!\Come on, Mikuru! Get going already!\We're here, as promised!\Oh, good work.\Ah, is this the girl from the day before yesterday? I didn't recognize her.\Okay, I'm counting on you. response:	Roger that!
context: then Haruhi would have been thrown out of the atmosphere by now.\Oh, the train's here!\Come on, Mikuru! Get going already!\We're here, as promised!\Oh, good work.\Ah, is this the girl from the day before yesterday? I didn't recognize her.\Okay, I'm counting on you.\Roger that! response:	All right, everyone.
context: Oh, the train's here!\Come on, Mikuru! Get going already!\We're here, as promised!\Oh, good work.\Ah, is this the girl from the day before yesterday? I didn't recognize her.\Okay, I'm counting on you.\Roger that!\All right, everyone. response:	We're going to have a quick meeting, so gather around.
context: Come on, Mikuru! Get going already!\We're here, as promised!\Oh, good work.\Ah, is this the girl from the day before yesterday? I didn't recognize her.\Okay, I'm counting on you.\Roger that!\All right, everyone.\We're going to have a quick meeting, so gather around. response:	We're going to be shooting a commercial!
context: We're here, as promised!\Oh, good work.\Ah, is this the girl from the day before yesterday? I didn't recognize her.\Okay, I'm counting on you.\Roger that!\All right, everyone.\We're going to have a quick meeting, so gather around.\We're going to be shooting a commercial! response:	What?
context: Oh, good work.\Ah, is this the girl from the day before yesterday? I didn't recognize her.\Okay, I'm counting on you.\Roger that!\All right, everyone.\We're going to have a quick meeting, so gather around.\We're going to be shooting a commercial!\What? response:	Ohmori Electronics
context: Ah, is this the girl from the day before yesterday? I didn't recognize her.\Okay, I'm counting on you.\Roger that!\All right, everyone.\We're going to have a quick meeting, so gather around.\We're going to be shooting a commercial!\What?\Ohmori Electronics response:	T-This shop is...
context: Okay, I'm counting on you.\Roger that!\All right, everyone.\We're going to have a quick meeting, so gather around.\We're going to be shooting a commercial!\What?\Ohmori Electronics\T-This shop is... response:	The manager is a really good person. And he's a nice guy.
context: Roger that!\All right, everyone.\We're going to have a quick meeting, so gather around.\We're going to be shooting a commercial!\What?\Ohmori Electronics\T-This shop is...\The manager is a really good person. And he's a nice guy. response:	Umm... They've been around since current owner Eijirou's grandfather.
context: All right, everyone.\We're going to have a quick meeting, so gather around.\We're going to be shooting a commercial!\What?\Ohmori Electronics\T-This shop is...\The manager is a really good person. And he's a nice guy.\Umm... They've been around since current owner Eijirou's grandfather. response:	You can find anything from batteries to refrigerators here.
context: We're going to have a quick meeting, so gather around.\We're going to be shooting a commercial!\What?\Ohmori Electronics\T-This shop is...\The manager is a really good person. And he's a nice guy.\Umm... They've been around since current owner Eijirou's grandfather.\You can find anything from batteries to refrigerators here. response:	Umm... well...
context: We're going to be shooting a commercial!\What?\Ohmori Electronics\T-This shop is...\The manager is a really good person. And he's a nice guy.\Umm... They've been around since current owner Eijirou's grandfather.\You can find anything from batteries to refrigerators here.\Umm... well... response:	In any case, please come by Ohmori Electronics!
context: What?\Ohmori Electronics\T-This shop is...\The manager is a really good person. And he's a nice guy.\Umm... They've been around since current owner Eijirou's grandfather.\You can find anything from batteries to refrigerators here.\Umm... well...\In any case, please come by Ohmori Electronics! response:	Okay, cut!
context: Ohmori Electronics\T-This shop is...\The manager is a really good person. And he's a nice guy.\Umm... They've been around since current owner Eijirou's grandfather.\You can find anything from batteries to refrigerators here.\Umm... well...\In any case, please come by Ohmori Electronics!\Okay, cut! response:	Hmm, I just don't feel the emotion...
context: T-This shop is...\The manager is a really good person. And he's a nice guy.\Umm... They've been around since current owner Eijirou's grandfather.\You can find anything from batteries to refrigerators here.\Umm... well...\In any case, please come by Ohmori Electronics!\Okay, cut!\Hmm, I just don't feel the emotion... response:	I wonder why that is...
context: The manager is a really good person. And he's a nice guy.\Umm... They've been around since current owner Eijirou's grandfather.\You can find anything from batteries to refrigerators here.\Umm... well...\In any case, please come by Ohmori Electronics!\Okay, cut!\Hmm, I just don't feel the emotion...\I wonder why that is... response:	Mama, what's that?
context: Umm... They've been around since current owner Eijirou's grandfather.\You can find anything from batteries to refrigerators here.\Umm... well...\In any case, please come by Ohmori Electronics!\Okay, cut!\Hmm, I just don't feel the emotion...\I wonder why that is...\Mama, what's that? response:	Shh, you mustn't look.
context: You can find anything from batteries to refrigerators here.\Umm... well...\In any case, please come by Ohmori Electronics!\Okay, cut!\Hmm, I just don't feel the emotion...\I wonder why that is...\Mama, what's that?\Shh, you mustn't look. response:	I've got it!
context: Umm... well...\In any case, please come by Ohmori Electronics!\Okay, cut!\Hmm, I just don't feel the emotion...\I wonder why that is...\Mama, what's that?\Shh, you mustn't look.\I've got it! response:	For the love of God, please don't get anything else!
context: In any case, please come by Ohmori Electronics!\Okay, cut!\Hmm, I just don't feel the emotion...\I wonder why that is...\Mama, what's that?\Shh, you mustn't look.\I've got it!\For the love of God, please don't get anything else! response:	It doesn't make sense for a waitress to be at an electronics store.
context: Okay, cut!\Hmm, I just don't feel the emotion...\I wonder why that is...\Mama, what's that?\Shh, you mustn't look.\I've got it!\For the love of God, please don't get anything else!\It doesn't make sense for a waitress to be at an electronics store. response:	That's it!?
context: Hmm, I just don't feel the emotion...\I wonder why that is...\Mama, what's that?\Shh, you mustn't look.\I've got it!\For the love of God, please don't get anything else!\It doesn't make sense for a waitress to be at an electronics store.\That's it!? response:	Koizumi, hand me the small bag over there!
context: I wonder why that is...\Mama, what's that?\Shh, you mustn't look.\I've got it!\For the love of God, please don't get anything else!\It doesn't make sense for a waitress to be at an electronics store.\That's it!?\Koizumi, hand me the small bag over there! response:	Yes, ma'am.
context: Mama, what's that?\Shh, you mustn't look.\I've got it!\For the love of God, please don't get anything else!\It doesn't make sense for a waitress to be at an electronics store.\That's it!?\Koizumi, hand me the small bag over there!\Yes, ma'am. response:	Let me have a camera, and I'll put a commercial for your store in my movie.
context: Shh, you mustn't look.\I've got it!\For the love of God, please don't get anything else!\It doesn't make sense for a waitress to be at an electronics store.\That's it!?\Koizumi, hand me the small bag over there!\Yes, ma'am.\Let me have a camera, and I'll put a commercial for your store in my movie. response:	Sure thing.
context: I've got it!\For the love of God, please don't get anything else!\It doesn't make sense for a waitress to be at an electronics store.\That's it!?\Koizumi, hand me the small bag over there!\Yes, ma'am.\Let me have a camera, and I'll put a commercial for your store in my movie.\Sure thing. response:	That's probably the conversation Haruhi had with the owner in five seconds.
context: For the love of God, please don't get anything else!\It doesn't make sense for a waitress to be at an electronics store.\That's it!?\Koizumi, hand me the small bag over there!\Yes, ma'am.\Let me have a camera, and I'll put a commercial for your store in my movie.\Sure thing.\That's probably the conversation Haruhi had with the owner in five seconds. response:	Mikuru, come here a second.
context: It doesn't make sense for a waitress to be at an electronics store.\That's it!?\Koizumi, hand me the small bag over there!\Yes, ma'am.\Let me have a camera, and I'll put a commercial for your store in my movie.\Sure thing.\That's probably the conversation Haruhi had with the owner in five seconds.\Mikuru, come here a second. response:	Oh my. It doesn't look like I'll have any lines in this part.
context: That's it!?\Koizumi, hand me the small bag over there!\Yes, ma'am.\Let me have a camera, and I'll put a commercial for your store in my movie.\Sure thing.\That's probably the conversation Haruhi had with the owner in five seconds.\Mikuru, come here a second.\Oh my. It doesn't look like I'll have any lines in this part. response:	Actually, I'm one of the actors in my class's stage production, too.
context: Koizumi, hand me the small bag over there!\Yes, ma'am.\Let me have a camera, and I'll put a commercial for your store in my movie.\Sure thing.\That's probably the conversation Haruhi had with the owner in five seconds.\Mikuru, come here a second.\Oh my. It doesn't look like I'll have any lines in this part.\Actually, I'm one of the actors in my class's stage production, too. response:	I'm having quite a hard time remembering all of the lines.
context: Yes, ma'am.\Let me have a camera, and I'll put a commercial for your store in my movie.\Sure thing.\That's probably the conversation Haruhi had with the owner in five seconds.\Mikuru, come here a second.\Oh my. It doesn't look like I'll have any lines in this part.\Actually, I'm one of the actors in my class's stage production, too.\I'm having quite a hard time remembering all of the lines. response:	Oh really.
context: Let me have a camera, and I'll put a commercial for your store in my movie.\Sure thing.\That's probably the conversation Haruhi had with the owner in five seconds.\Mikuru, come here a second.\Oh my. It doesn't look like I'll have any lines in this part.\Actually, I'm one of the actors in my class's stage production, too.\I'm having quite a hard time remembering all of the lines.\Oh really. response:	I'd prefer it if my role for this was light on lines, but...
context: Sure thing.\That's probably the conversation Haruhi had with the owner in five seconds.\Mikuru, come here a second.\Oh my. It doesn't look like I'll have any lines in this part.\Actually, I'm one of the actors in my class's stage production, too.\I'm having quite a hard time remembering all of the lines.\Oh really.\I'd prefer it if my role for this was light on lines, but... response:	How about if you take the lead role?
context: That's probably the conversation Haruhi had with the owner in five seconds.\Mikuru, come here a second.\Oh my. It doesn't look like I'll have any lines in this part.\Actually, I'm one of the actors in my class's stage production, too.\I'm having quite a hard time remembering all of the lines.\Oh really.\I'd prefer it if my role for this was light on lines, but...\How about if you take the lead role? response:	Haruhi's the one controlling the casting.
context: Mikuru, come here a second.\Oh my. It doesn't look like I'll have any lines in this part.\Actually, I'm one of the actors in my class's stage production, too.\I'm having quite a hard time remembering all of the lines.\Oh really.\I'd prefer it if my role for this was light on lines, but...\How about if you take the lead role?\Haruhi's the one controlling the casting. response:	Ask her if you want to switch.
context: Oh my. It doesn't look like I'll have any lines in this part.\Actually, I'm one of the actors in my class's stage production, too.\I'm having quite a hard time remembering all of the lines.\Oh really.\I'd prefer it if my role for this was light on lines, but...\How about if you take the lead role?\Haruhi's the one controlling the casting.\Ask her if you want to switch. response:	Do you really think that I could do something as frightening as that?
context: Actually, I'm one of the actors in my class's stage production, too.\I'm having quite a hard time remembering all of the lines.\Oh really.\I'd prefer it if my role for this was light on lines, but...\How about if you take the lead role?\Haruhi's the one controlling the casting.\Ask her if you want to switch.\Do you really think that I could do something as frightening as that? response:	These are Miss Suzumiya's orders after all,
context: I'm having quite a hard time remembering all of the lines.\Oh really.\I'd prefer it if my role for this was light on lines, but...\How about if you take the lead role?\Haruhi's the one controlling the casting.\Ask her if you want to switch.\Do you really think that I could do something as frightening as that?\These are Miss Suzumiya's orders after all, response:	and I'd rather not imagine what would await me if I disobeyed them.
context: Oh really.\I'd prefer it if my role for this was light on lines, but...\How about if you take the lead role?\Haruhi's the one controlling the casting.\Ask her if you want to switch.\Do you really think that I could do something as frightening as that?\These are Miss Suzumiya's orders after all,\and I'd rather not imagine what would await me if I disobeyed them. response:	I'd rather not, either. That's why I'm sitting here as the cameraman.
context: I'd prefer it if my role for this was light on lines, but...\How about if you take the lead role?\Haruhi's the one controlling the casting.\Ask her if you want to switch.\Do you really think that I could do something as frightening as that?\These are Miss Suzumiya's orders after all,\and I'd rather not imagine what would await me if I disobeyed them.\I'd rather not, either. That's why I'm sitting here as the cameraman. response:	And we're back!
context: How about if you take the lead role?\Haruhi's the one controlling the casting.\Ask her if you want to switch.\Do you really think that I could do something as frightening as that?\These are Miss Suzumiya's orders after all,\and I'd rather not imagine what would await me if I disobeyed them.\I'd rather not, either. That's why I'm sitting here as the cameraman.\And we're back! response:	It's Miss Asahina's first costume from a while back.
context: Haruhi's the one controlling the casting.\Ask her if you want to switch.\Do you really think that I could do something as frightening as that?\These are Miss Suzumiya's orders after all,\and I'd rather not imagine what would await me if I disobeyed them.\I'd rather not, either. That's why I'm sitting here as the cameraman.\And we're back!\It's Miss Asahina's first costume from a while back. response:	A perfect bunny girl.
context: Ask her if you want to switch.\Do you really think that I could do something as frightening as that?\These are Miss Suzumiya's orders after all,\and I'd rather not imagine what would await me if I disobeyed them.\I'd rather not, either. That's why I'm sitting here as the cameraman.\And we're back!\It's Miss Asahina's first costume from a while back.\A perfect bunny girl. response:	Oh yeah, that was over half a year ago.
context: Do you really think that I could do something as frightening as that?\These are Miss Suzumiya's orders after all,\and I'd rather not imagine what would await me if I disobeyed them.\I'd rather not, either. That's why I'm sitting here as the cameraman.\And we're back!\It's Miss Asahina's first costume from a while back.\A perfect bunny girl.\Oh yeah, that was over half a year ago. response:	Now that I think about it, quite a bit happened then.
context: These are Miss Suzumiya's orders after all,\and I'd rather not imagine what would await me if I disobeyed them.\I'd rather not, either. That's why I'm sitting here as the cameraman.\And we're back!\It's Miss Asahina's first costume from a while back.\A perfect bunny girl.\Oh yeah, that was over half a year ago.\Now that I think about it, quite a bit happened then. response:	Right now, they're fond memories...
context: and I'd rather not imagine what would await me if I disobeyed them.\I'd rather not, either. That's why I'm sitting here as the cameraman.\And we're back!\It's Miss Asahina's first costume from a while back.\A perfect bunny girl.\Oh yeah, that was over half a year ago.\Now that I think about it, quite a bit happened then.\Right now, they're fond memories... response:	As if!
context: I'd rather not, either. That's why I'm sitting here as the cameraman.\And we're back!\It's Miss Asahina's first costume from a while back.\A perfect bunny girl.\Oh yeah, that was over half a year ago.\Now that I think about it, quite a bit happened then.\Right now, they're fond memories...\As if! response:	Okay, this is perfect!
context: And we're back!\It's Miss Asahina's first costume from a while back.\A perfect bunny girl.\Oh yeah, that was over half a year ago.\Now that I think about it, quite a bit happened then.\Right now, they're fond memories...\As if!\Okay, this is perfect! response:	A bunny girl really is the best fit for introducing a product.
context: It's Miss Asahina's first costume from a while back.\A perfect bunny girl.\Oh yeah, that was over half a year ago.\Now that I think about it, quite a bit happened then.\Right now, they're fond memories...\As if!\Okay, this is perfect!\A bunny girl really is the best fit for introducing a product. response:	Okay, we're going to take it from the top!
context: A perfect bunny girl.\Oh yeah, that was over half a year ago.\Now that I think about it, quite a bit happened then.\Right now, they're fond memories...\As if!\Okay, this is perfect!\A bunny girl really is the best fit for introducing a product.\Okay, we're going to take it from the top! response:	Kyon, get the camera ready!
context: Oh yeah, that was over half a year ago.\Now that I think about it, quite a bit happened then.\Right now, they're fond memories...\As if!\Okay, this is perfect!\A bunny girl really is the best fit for introducing a product.\Okay, we're going to take it from the top!\Kyon, get the camera ready! response:	All right, this is take two!
context: Now that I think about it, quite a bit happened then.\Right now, they're fond memories...\As if!\Okay, this is perfect!\A bunny girl really is the best fit for introducing a product.\Okay, we're going to take it from the top!\Kyon, get the camera ready!\All right, this is take two! response:	And so, the commercial for the electronics store was finished.
context: Right now, they're fond memories...\As if!\Okay, this is perfect!\A bunny girl really is the best fit for introducing a product.\Okay, we're going to take it from the top!\Kyon, get the camera ready!\All right, this is take two!\And so, the commercial for the electronics store was finished. response:	There's one thing you need to remember, though.
context: As if!\Okay, this is perfect!\A bunny girl really is the best fit for introducing a product.\Okay, we're going to take it from the top!\Kyon, get the camera ready!\All right, this is take two!\And so, the commercial for the electronics store was finished.\There's one thing you need to remember, though. response:	There was one other sponsor that we visited last time.
context: Okay, this is perfect!\A bunny girl really is the best fit for introducing a product.\Okay, we're going to take it from the top!\Kyon, get the camera ready!\All right, this is take two!\And so, the commercial for the electronics store was finished.\There's one thing you need to remember, though.\There was one other sponsor that we visited last time. response:	Yamatsuchi Model Shop
context: A bunny girl really is the best fit for introducing a product.\Okay, we're going to take it from the top!\Kyon, get the camera ready!\All right, this is take two!\And so, the commercial for the electronics store was finished.\There's one thing you need to remember, though.\There was one other sponsor that we visited last time.\Yamatsuchi Model Shop response:	All right. Okay then, Mikuru.
context: Okay, we're going to take it from the top!\Kyon, get the camera ready!\All right, this is take two!\And so, the commercial for the electronics store was finished.\There's one thing you need to remember, though.\There was one other sponsor that we visited last time.\Yamatsuchi Model Shop\All right. Okay then, Mikuru. response:	Do it just like you did at the other store!
context: Kyon, get the camera ready!\All right, this is take two!\And so, the commercial for the electronics store was finished.\There's one thing you need to remember, though.\There was one other sponsor that we visited last time.\Yamatsuchi Model Shop\All right. Okay then, Mikuru.\Do it just like you did at the other store! response:	There were no problems that time!
context: All right, this is take two!\And so, the commercial for the electronics store was finished.\There's one thing you need to remember, though.\There was one other sponsor that we visited last time.\Yamatsuchi Model Shop\All right. Okay then, Mikuru.\Do it just like you did at the other store!\There were no problems that time! response:	Like hell there weren't.
context: And so, the commercial for the electronics store was finished.\There's one thing you need to remember, though.\There was one other sponsor that we visited last time.\Yamatsuchi Model Shop\All right. Okay then, Mikuru.\Do it just like you did at the other store!\There were no problems that time!\Like hell there weren't. response:	Okay, action!
context: There's one thing you need to remember, though.\There was one other sponsor that we visited last time.\Yamatsuchi Model Shop\All right. Okay then, Mikuru.\Do it just like you did at the other store!\There were no problems that time!\Like hell there weren't.\Okay, action! response:	T-This model shop opened for business last year
context: There was one other sponsor that we visited last time.\Yamatsuchi Model Shop\All right. Okay then, Mikuru.\Do it just like you did at the other store!\There were no problems that time!\Like hell there weren't.\Okay, action!\T-This model shop opened for business last year response:	after Mr. Keiji Yamatsuchi, age 28, left his corporate job.
context: Yamatsuchi Model Shop\All right. Okay then, Mikuru.\Do it just like you did at the other store!\There were no problems that time!\Like hell there weren't.\Okay, action!\T-This model shop opened for business last year\after Mr. Keiji Yamatsuchi, age 28, left his corporate job. response:	It's like his hobbies took over his actions, and he just did it.
context: All right. Okay then, Mikuru.\Do it just like you did at the other store!\There were no problems that time!\Like hell there weren't.\Okay, action!\T-This model shop opened for business last year\after Mr. Keiji Yamatsuchi, age 28, left his corporate job.\It's like his hobbies took over his actions, and he just did it. response:	And as many thought, sales haven't met expectations...
context: Do it just like you did at the other store!\There were no problems that time!\Like hell there weren't.\Okay, action!\T-This model shop opened for business last year\after Mr. Keiji Yamatsuchi, age 28, left his corporate job.\It's like his hobbies took over his actions, and he just did it.\And as many thought, sales haven't met expectations... response:	The first-half earnings this year are down 80 from last year...
context: There were no problems that time!\Like hell there weren't.\Okay, action!\T-This model shop opened for business last year\after Mr. Keiji Yamatsuchi, age 28, left his corporate job.\It's like his hobbies took over his actions, and he just did it.\And as many thought, sales haven't met expectations...\The first-half earnings this year are down 80 from last year... response:	So shop as much as you can, everyone!
context: Like hell there weren't.\Okay, action!\T-This model shop opened for business last year\after Mr. Keiji Yamatsuchi, age 28, left his corporate job.\It's like his hobbies took over his actions, and he just did it.\And as many thought, sales haven't met expectations...\The first-half earnings this year are down 80 from last year...\So shop as much as you can, everyone! response:	You want me to hold it?
context: Okay, action!\T-This model shop opened for business last year\after Mr. Keiji Yamatsuchi, age 28, left his corporate job.\It's like his hobbies took over his actions, and he just did it.\And as many thought, sales haven't met expectations...\The first-half earnings this year are down 80 from last year...\So shop as much as you can, everyone!\You want me to hold it? response:	D-Don't shoot while pointing at people!
context: T-This model shop opened for business last year\after Mr. Keiji Yamatsuchi, age 28, left his corporate job.\It's like his hobbies took over his actions, and he just did it.\And as many thought, sales haven't met expectations...\The first-half earnings this year are down 80 from last year...\So shop as much as you can, everyone!\You want me to hold it?\D-Don't shoot while pointing at people! response:	Hold off by shooting things like empty cans!
context: after Mr. Keiji Yamatsuchi, age 28, left his corporate job.\It's like his hobbies took over his actions, and he just did it.\And as many thought, sales haven't met expectations...\The first-half earnings this year are down 80 from last year...\So shop as much as you can, everyone!\You want me to hold it?\D-Don't shoot while pointing at people!\Hold off by shooting things like empty cans! response:	You want me to shoot?
context: It's like his hobbies took over his actions, and he just did it.\And as many thought, sales haven't met expectations...\The first-half earnings this year are down 80 from last year...\So shop as much as you can, everyone!\You want me to hold it?\D-Don't shoot while pointing at people!\Hold off by shooting things like empty cans!\You want me to shoot? response:	All right, cut!
context: And as many thought, sales haven't met expectations...\The first-half earnings this year are down 80 from last year...\So shop as much as you can, everyone!\You want me to hold it?\D-Don't shoot while pointing at people!\Hold off by shooting things like empty cans!\You want me to shoot?\All right, cut! response:	Today's filming was only so-so.
context: The first-half earnings this year are down 80 from last year...\So shop as much as you can, everyone!\You want me to hold it?\D-Don't shoot while pointing at people!\Hold off by shooting things like empty cans!\You want me to shoot?\All right, cut!\Today's filming was only so-so. response:	But tomorrow we're going to start shooting the movie itself.
context: So shop as much as you can, everyone!\You want me to hold it?\D-Don't shoot while pointing at people!\Hold off by shooting things like empty cans!\You want me to shoot?\All right, cut!\Today's filming was only so-so.\But tomorrow we're going to start shooting the movie itself. response:	We've already added fifteen minutes to the movie with the commercials.
context: You want me to hold it?\D-Don't shoot while pointing at people!\Hold off by shooting things like empty cans!\You want me to shoot?\All right, cut!\Today's filming was only so-so.\But tomorrow we're going to start shooting the movie itself.\We've already added fifteen minutes to the movie with the commercials. response:	How long is the actual movie going to be?
context: D-Don't shoot while pointing at people!\Hold off by shooting things like empty cans!\You want me to shoot?\All right, cut!\Today's filming was only so-so.\But tomorrow we're going to start shooting the movie itself.\We've already added fifteen minutes to the movie with the commercials.\How long is the actual movie going to be? response:	Well, we'll just shoot as much as we can and edit it down later.
context: Hold off by shooting things like empty cans!\You want me to shoot?\All right, cut!\Today's filming was only so-so.\But tomorrow we're going to start shooting the movie itself.\We've already added fifteen minutes to the movie with the commercials.\How long is the actual movie going to be?\Well, we'll just shoot as much as we can and edit it down later. response:	These days, it's a snap with a computer.
context: You want me to shoot?\All right, cut!\Today's filming was only so-so.\But tomorrow we're going to start shooting the movie itself.\We've already added fifteen minutes to the movie with the commercials.\How long is the actual movie going to be?\Well, we'll just shoot as much as we can and edit it down later.\These days, it's a snap with a computer. response:	And who's going to be doing the snapping?
context: All right, cut!\Today's filming was only so-so.\But tomorrow we're going to start shooting the movie itself.\We've already added fifteen minutes to the movie with the commercials.\How long is the actual movie going to be?\Well, we'll just shoot as much as we can and edit it down later.\These days, it's a snap with a computer.\And who's going to be doing the snapping? response:	I've got the feeling that editor was one of the things listed under my jobs.
context: Today's filming was only so-so.\But tomorrow we're going to start shooting the movie itself.\We've already added fifteen minutes to the movie with the commercials.\How long is the actual movie going to be?\Well, we'll just shoot as much as we can and edit it down later.\These days, it's a snap with a computer.\And who's going to be doing the snapping?\I've got the feeling that editor was one of the things listed under my jobs. response:	Tomorrow's Saturday, and a day off from school,
context: But tomorrow we're going to start shooting the movie itself.\We've already added fifteen minutes to the movie with the commercials.\How long is the actual movie going to be?\Well, we'll just shoot as much as we can and edit it down later.\These days, it's a snap with a computer.\And who's going to be doing the snapping?\I've got the feeling that editor was one of the things listed under my jobs.\Tomorrow's Saturday, and a day off from school, response:	so I want everyone to show up!
context: We've already added fifteen minutes to the movie with the commercials.\How long is the actual movie going to be?\Well, we'll just shoot as much as we can and edit it down later.\These days, it's a snap with a computer.\And who's going to be doing the snapping?\I've got the feeling that editor was one of the things listed under my jobs.\Tomorrow's Saturday, and a day off from school,\so I want everyone to show up! response:	Be at Kitaguchi Station at nine o'clock!
context: How long is the actual movie going to be?\Well, we'll just shoot as much as we can and edit it down later.\These days, it's a snap with a computer.\And who's going to be doing the snapping?\I've got the feeling that editor was one of the things listed under my jobs.\Tomorrow's Saturday, and a day off from school,\so I want everyone to show up!\Be at Kitaguchi Station at nine o'clock! response:	Hey, Haruhi. Can't you do something about Miss Asahina's outfit?
context: Well, we'll just shoot as much as we can and edit it down later.\These days, it's a snap with a computer.\And who's going to be doing the snapping?\I've got the feeling that editor was one of the things listed under my jobs.\Tomorrow's Saturday, and a day off from school,\so I want everyone to show up!\Be at Kitaguchi Station at nine o'clock!\Hey, Haruhi. Can't you do something about Miss Asahina's outfit? response:	There has to be a more appropriate outfit for someone who fights.
context: These days, it's a snap with a computer.\And who's going to be doing the snapping?\I've got the feeling that editor was one of the things listed under my jobs.\Tomorrow's Saturday, and a day off from school,\so I want everyone to show up!\Be at Kitaguchi Station at nine o'clock!\Hey, Haruhi. Can't you do something about Miss Asahina's outfit?\There has to be a more appropriate outfit for someone who fights. response:	You know, like a plug suit or a stealth suit or something.
context: And who's going to be doing the snapping?\I've got the feeling that editor was one of the things listed under my jobs.\Tomorrow's Saturday, and a day off from school,\so I want everyone to show up!\Be at Kitaguchi Station at nine o'clock!\Hey, Haruhi. Can't you do something about Miss Asahina's outfit?\There has to be a more appropriate outfit for someone who fights.\You know, like a plug suit or a stealth suit or something. response:	Tsk tsk.
context: I've got the feeling that editor was one of the things listed under my jobs.\Tomorrow's Saturday, and a day off from school,\so I want everyone to show up!\Be at Kitaguchi Station at nine o'clock!\Hey, Haruhi. Can't you do something about Miss Asahina's outfit?\There has to be a more appropriate outfit for someone who fights.\You know, like a plug suit or a stealth suit or something.\Tsk tsk. response:	If she wore something like that, there'd be no unpredictability.
context: Tomorrow's Saturday, and a day off from school,\so I want everyone to show up!\Be at Kitaguchi Station at nine o'clock!\Hey, Haruhi. Can't you do something about Miss Asahina's outfit?\There has to be a more appropriate outfit for someone who fights.\You know, like a plug suit or a stealth suit or something.\Tsk tsk.\If she wore something like that, there'd be no unpredictability. response:	The audience will be surprised and go whoa!
context: so I want everyone to show up!\Be at Kitaguchi Station at nine o'clock!\Hey, Haruhi. Can't you do something about Miss Asahina's outfit?\There has to be a more appropriate outfit for someone who fights.\You know, like a plug suit or a stealth suit or something.\Tsk tsk.\If she wore something like that, there'd be no unpredictability.\The audience will be surprised and go whoa! response:	Because it's a waitress that's fighting.
context: Be at Kitaguchi Station at nine o'clock!\Hey, Haruhi. Can't you do something about Miss Asahina's outfit?\There has to be a more appropriate outfit for someone who fights.\You know, like a plug suit or a stealth suit or something.\Tsk tsk.\If she wore something like that, there'd be no unpredictability.\The audience will be surprised and go whoa!\Because it's a waitress that's fighting. response:	Being able to grab the audience is vital!
context: Hey, Haruhi. Can't you do something about Miss Asahina's outfit?\There has to be a more appropriate outfit for someone who fights.\You know, like a plug suit or a stealth suit or something.\Tsk tsk.\If she wore something like that, there'd be no unpredictability.\The audience will be surprised and go whoa!\Because it's a waitress that's fighting.\Being able to grab the audience is vital! response:	That's the concept, you know!
