context: Kiss Him, Not Me response:	Back to My Original Self! What Should I Do?
context: It said my chocolate got the special prize.\Wh-What?!\Th-That did?\Apparently the judges really liked it.\That's a lie!\And so, I've been invited to the award ceremony!\The director, voice actors, and character designer will be there.\All the staff I admire are coming! response:	Doesn't it make you want to do your best to dress yourself up?
context: Wh-What?!\Th-That did?\Apparently the judges really liked it.\That's a lie!\And so, I've been invited to the award ceremony!\The director, voice actors, and character designer will be there.\All the staff I admire are coming!\Doesn't it make you want to do your best to dress yourself up? response:	Let's get character nails done!
context: Th-That did?\Apparently the judges really liked it.\That's a lie!\And so, I've been invited to the award ceremony!\The director, voice actors, and character designer will be there.\All the staff I admire are coming!\Doesn't it make you want to do your best to dress yourself up?\Let's get character nails done! response:	Yeah! Let's! Let's!
context: Apparently the judges really liked it.\That's a lie!\And so, I've been invited to the award ceremony!\The director, voice actors, and character designer will be there.\All the staff I admire are coming!\Doesn't it make you want to do your best to dress yourself up?\Let's get character nails done!\Yeah! Let's! Let's! response:	Serinuma.
context: That's a lie!\And so, I've been invited to the award ceremony!\The director, voice actors, and character designer will be there.\All the staff I admire are coming!\Doesn't it make you want to do your best to dress yourself up?\Let's get character nails done!\Yeah! Let's! Let's!\Serinuma. response:	I'll help, too.
context: And so, I've been invited to the award ceremony!\The director, voice actors, and character designer will be there.\All the staff I admire are coming!\Doesn't it make you want to do your best to dress yourself up?\Let's get character nails done!\Yeah! Let's! Let's!\Serinuma.\I'll help, too. response:	You'll meet people you admire, right?
context: The director, voice actors, and character designer will be there.\All the staff I admire are coming!\Doesn't it make you want to do your best to dress yourself up?\Let's get character nails done!\Yeah! Let's! Let's!\Serinuma.\I'll help, too.\You'll meet people you admire, right? response:	Let's have you meet them looking your best.
context: All the staff I admire are coming!\Doesn't it make you want to do your best to dress yourself up?\Let's get character nails done!\Yeah! Let's! Let's!\Serinuma.\I'll help, too.\You'll meet people you admire, right?\Let's have you meet them looking your best. response:	Nanashima-kun!
context: Doesn't it make you want to do your best to dress yourself up?\Let's get character nails done!\Yeah! Let's! Let's!\Serinuma.\I'll help, too.\You'll meet people you admire, right?\Let's have you meet them looking your best.\Nanashima-kun! response:	Touched
context: Let's get character nails done!\Yeah! Let's! Let's!\Serinuma.\I'll help, too.\You'll meet people you admire, right?\Let's have you meet them looking your best.\Nanashima-kun!\Touched response:	So first, lose some weight!
context: Yeah! Let's! Let's!\Serinuma.\I'll help, too.\You'll meet people you admire, right?\Let's have you meet them looking your best.\Nanashima-kun!\Touched\So first, lose some weight! response:	H-He said it!
context: Serinuma.\I'll help, too.\You'll meet people you admire, right?\Let's have you meet them looking your best.\Nanashima-kun!\Touched\So first, lose some weight!\H-He said it! response:	All right!
context: I'll help, too.\You'll meet people you admire, right?\Let's have you meet them looking your best.\Nanashima-kun!\Touched\So first, lose some weight!\H-He said it!\All right! response:	Five more laps!
context: You'll meet people you admire, right?\Let's have you meet them looking your best.\Nanashima-kun!\Touched\So first, lose some weight!\H-He said it!\All right!\Five more laps! response:	That's pretty hardcore.
context: Let's have you meet them looking your best.\Nanashima-kun!\Touched\So first, lose some weight!\H-He said it!\All right!\Five more laps!\That's pretty hardcore. response:	Gotta push'em while their morale's still high!
context: Nanashima-kun!\Touched\So first, lose some weight!\H-He said it!\All right!\Five more laps!\That's pretty hardcore.\Gotta push'em while their morale's still high! response:	Hey, why are you doing this?
context: Touched\So first, lose some weight!\H-He said it!\All right!\Five more laps!\That's pretty hardcore.\Gotta push'em while their morale's still high!\Hey, why are you doing this? response:	I do realize she looks a tad chubby now, but...
context: So first, lose some weight!\H-He said it!\All right!\Five more laps!\That's pretty hardcore.\Gotta push'em while their morale's still high!\Hey, why are you doing this?\I do realize she looks a tad chubby now, but... response:	Go get your eyes checked out!
context: H-He said it!\All right!\Five more laps!\That's pretty hardcore.\Gotta push'em while their morale's still high!\Hey, why are you doing this?\I do realize she looks a tad chubby now, but...\Go get your eyes checked out! response:	I'm gonna die.
context: All right!\Five more laps!\That's pretty hardcore.\Gotta push'em while their morale's still high!\Hey, why are you doing this?\I do realize she looks a tad chubby now, but...\Go get your eyes checked out!\I'm gonna die. response:	Senpai! Let's take a break!
context: Five more laps!\That's pretty hardcore.\Gotta push'em while their morale's still high!\Hey, why are you doing this?\I do realize she looks a tad chubby now, but...\Go get your eyes checked out!\I'm gonna die.\Senpai! Let's take a break! response:	Don't go overboard, okay?
context: That's pretty hardcore.\Gotta push'em while their morale's still high!\Hey, why are you doing this?\I do realize she looks a tad chubby now, but...\Go get your eyes checked out!\I'm gonna die.\Senpai! Let's take a break!\Don't go overboard, okay? response:	I'm fine! I'm gonna do my best for Mirage Saga!
context: Gotta push'em while their morale's still high!\Hey, why are you doing this?\I do realize she looks a tad chubby now, but...\Go get your eyes checked out!\I'm gonna die.\Senpai! Let's take a break!\Don't go overboard, okay?\I'm fine! I'm gonna do my best for Mirage Saga! response:	Next! I'm gonna do five sets of 20 squats!
context: Hey, why are you doing this?\I do realize she looks a tad chubby now, but...\Go get your eyes checked out!\I'm gonna die.\Senpai! Let's take a break!\Don't go overboard, okay?\I'm fine! I'm gonna do my best for Mirage Saga!\Next! I'm gonna do five sets of 20 squats! response:	K-Kae-chan, you look like you're about to die.
context: I do realize she looks a tad chubby now, but...\Go get your eyes checked out!\I'm gonna die.\Senpai! Let's take a break!\Don't go overboard, okay?\I'm fine! I'm gonna do my best for Mirage Saga!\Next! I'm gonna do five sets of 20 squats!\K-Kae-chan, you look like you're about to die. response:	Oh, yeah?
context: Go get your eyes checked out!\I'm gonna die.\Senpai! Let's take a break!\Don't go overboard, okay?\I'm fine! I'm gonna do my best for Mirage Saga!\Next! I'm gonna do five sets of 20 squats!\K-Kae-chan, you look like you're about to die.\Oh, yeah? response:	Her figure hasn't changed much, but she looks so depressed!
context: I'm gonna die.\Senpai! Let's take a break!\Don't go overboard, okay?\I'm fine! I'm gonna do my best for Mirage Saga!\Next! I'm gonna do five sets of 20 squats!\K-Kae-chan, you look like you're about to die.\Oh, yeah?\Her figure hasn't changed much, but she looks so depressed! response:	And, after that...
context: Senpai! Let's take a break!\Don't go overboard, okay?\I'm fine! I'm gonna do my best for Mirage Saga!\Next! I'm gonna do five sets of 20 squats!\K-Kae-chan, you look like you're about to die.\Oh, yeah?\Her figure hasn't changed much, but she looks so depressed!\And, after that... response:	Dammit, she's been so physically active, so why?
context: Don't go overboard, okay?\I'm fine! I'm gonna do my best for Mirage Saga!\Next! I'm gonna do five sets of 20 squats!\K-Kae-chan, you look like you're about to die.\Oh, yeah?\Her figure hasn't changed much, but she looks so depressed!\And, after that...\Dammit, she's been so physically active, so why? response:	Nana. Nana!
context: I'm fine! I'm gonna do my best for Mirage Saga!\Next! I'm gonna do five sets of 20 squats!\K-Kae-chan, you look like you're about to die.\Oh, yeah?\Her figure hasn't changed much, but she looks so depressed!\And, after that...\Dammit, she's been so physically active, so why?\Nana. Nana! response:	Maybe if I add more to her workout...
context: Next! I'm gonna do five sets of 20 squats!\K-Kae-chan, you look like you're about to die.\Oh, yeah?\Her figure hasn't changed much, but she looks so depressed!\And, after that...\Dammit, she's been so physically active, so why?\Nana. Nana!\Maybe if I add more to her workout... response:	Nana! Don't push her too hard. She's exhausted.
context: K-Kae-chan, you look like you're about to die.\Oh, yeah?\Her figure hasn't changed much, but she looks so depressed!\And, after that...\Dammit, she's been so physically active, so why?\Nana. Nana!\Maybe if I add more to her workout...\Nana! Don't push her too hard. She's exhausted. response:	If I'm not tough on her, she'll never change!
context: Oh, yeah?\Her figure hasn't changed much, but she looks so depressed!\And, after that...\Dammit, she's been so physically active, so why?\Nana. Nana!\Maybe if I add more to her workout...\Nana! Don't push her too hard. She's exhausted.\If I'm not tough on her, she'll never change! response:	Besides, don't you want her back to normal as fast as possible, too?
context: Her figure hasn't changed much, but she looks so depressed!\And, after that...\Dammit, she's been so physically active, so why?\Nana. Nana!\Maybe if I add more to her workout...\Nana! Don't push her too hard. She's exhausted.\If I'm not tough on her, she'll never change!\Besides, don't you want her back to normal as fast as possible, too? response:	But, you know how her workout is.
context: And, after that...\Dammit, she's been so physically active, so why?\Nana. Nana!\Maybe if I add more to her workout...\Nana! Don't push her too hard. She's exhausted.\If I'm not tough on her, she'll never change!\Besides, don't you want her back to normal as fast as possible, too?\But, you know how her workout is. response:	Oh. Shinomiya?
context: Dammit, she's been so physically active, so why?\Nana. Nana!\Maybe if I add more to her workout...\Nana! Don't push her too hard. She's exhausted.\If I'm not tough on her, she'll never change!\Besides, don't you want her back to normal as fast as possible, too?\But, you know how her workout is.\Oh. Shinomiya? response:	We're gonna change part of your plan.
context: Nana. Nana!\Maybe if I add more to her workout...\Nana! Don't push her too hard. She's exhausted.\If I'm not tough on her, she'll never change!\Besides, don't you want her back to normal as fast as possible, too?\But, you know how her workout is.\Oh. Shinomiya?\We're gonna change part of your plan. response:	Sensei, take it away.
context: Maybe if I add more to her workout...\Nana! Don't push her too hard. She's exhausted.\If I'm not tough on her, she'll never change!\Besides, don't you want her back to normal as fast as possible, too?\But, you know how her workout is.\Oh. Shinomiya?\We're gonna change part of your plan.\Sensei, take it away. response:	What your workout needs...
context: Nana! Don't push her too hard. She's exhausted.\If I'm not tough on her, she'll never change!\Besides, don't you want her back to normal as fast as possible, too?\But, you know how her workout is.\Oh. Shinomiya?\We're gonna change part of your plan.\Sensei, take it away.\What your workout needs... response:	is otagei!
context: If I'm not tough on her, she'll never change!\Besides, don't you want her back to normal as fast as possible, too?\But, you know how her workout is.\Oh. Shinomiya?\We're gonna change part of your plan.\Sensei, take it away.\What your workout needs...\is otagei! response:	Amazing. Aren't they all audience members?
context: Besides, don't you want her back to normal as fast as possible, too?\But, you know how her workout is.\Oh. Shinomiya?\We're gonna change part of your plan.\Sensei, take it away.\What your workout needs...\is otagei!\Amazing. Aren't they all audience members? response:	You see a lot of it at events for female voice actors.
context: But, you know how her workout is.\Oh. Shinomiya?\We're gonna change part of your plan.\Sensei, take it away.\What your workout needs...\is otagei!\Amazing. Aren't they all audience members?\You see a lot of it at events for female voice actors. response:	Isn't it pretty difficult?
context: Oh. Shinomiya?\We're gonna change part of your plan.\Sensei, take it away.\What your workout needs...\is otagei!\Amazing. Aren't they all audience members?\You see a lot of it at events for female voice actors.\Isn't it pretty difficult? response:	It's called otagei because otaku can do it, right?
context: We're gonna change part of your plan.\Sensei, take it away.\What your workout needs...\is otagei!\Amazing. Aren't they all audience members?\You see a lot of it at events for female voice actors.\Isn't it pretty difficult?\It's called otagei because otaku can do it, right? response:	I could pull it off with a little practice.
context: Sensei, take it away.\What your workout needs...\is otagei!\Amazing. Aren't they all audience members?\You see a lot of it at events for female voice actors.\Isn't it pretty difficult?\It's called otagei because otaku can do it, right?\I could pull it off with a little practice. response:	Ahem
context: What your workout needs...\is otagei!\Amazing. Aren't they all audience members?\You see a lot of it at events for female voice actors.\Isn't it pretty difficult?\It's called otagei because otaku can do it, right?\I could pull it off with a little practice.\Ahem response:	Look at this.
context: is otagei!\Amazing. Aren't they all audience members?\You see a lot of it at events for female voice actors.\Isn't it pretty difficult?\It's called otagei because otaku can do it, right?\I could pull it off with a little practice.\Ahem\Look at this. response:	This is the result!
context: Amazing. Aren't they all audience members?\You see a lot of it at events for female voice actors.\Isn't it pretty difficult?\It's called otagei because otaku can do it, right?\I could pull it off with a little practice.\Ahem\Look at this.\This is the result! response:	Iga
context: You see a lot of it at events for female voice actors.\Isn't it pretty difficult?\It's called otagei because otaku can do it, right?\I could pull it off with a little practice.\Ahem\Look at this.\This is the result!\Iga response:	Nana
context: Isn't it pretty difficult?\It's called otagei because otaku can do it, right?\I could pull it off with a little practice.\Ahem\Look at this.\This is the result!\Iga\Nana response:	Ni
context: It's called otagei because otaku can do it, right?\I could pull it off with a little practice.\Ahem\Look at this.\This is the result!\Iga\Nana\Ni response:	Mu
context: I could pull it off with a little practice.\Ahem\Look at this.\This is the result!\Iga\Nana\Ni\Mu response:	Shi
context: Ahem\Look at this.\This is the result!\Iga\Nana\Ni\Mu\Shi response:	Wh-Why do you look so grossed out?!
context: Look at this.\This is the result!\Iga\Nana\Ni\Mu\Shi\Wh-Why do you look so grossed out?! response:	No, no. It was great. You're really good.
context: This is the result!\Iga\Nana\Ni\Mu\Shi\Wh-Why do you look so grossed out?!\No, no. It was great. You're really good. response:	Look me in the eyes!
context: Iga\Nana\Ni\Mu\Shi\Wh-Why do you look so grossed out?!\No, no. It was great. You're really good.\Look me in the eyes! response:	You were really good! It looks fun!
context: Nana\Ni\Mu\Shi\Wh-Why do you look so grossed out?!\No, no. It was great. You're really good.\Look me in the eyes!\You were really good! It looks fun! response:	Shinomiya-sensei, please teach me.
context: Ni\Mu\Shi\Wh-Why do you look so grossed out?!\No, no. It was great. You're really good.\Look me in the eyes!\You were really good! It looks fun!\Shinomiya-sensei, please teach me. response:	S-Sure!
context: Mu\Shi\Wh-Why do you look so grossed out?!\No, no. It was great. You're really good.\Look me in the eyes!\You were really good! It looks fun!\Shinomiya-sensei, please teach me.\S-Sure! response:	All right then, how about we all give it a try?
context: Shi\Wh-Why do you look so grossed out?!\No, no. It was great. You're really good.\Look me in the eyes!\You were really good! It looks fun!\Shinomiya-sensei, please teach me.\S-Sure!\All right then, how about we all give it a try? response:	All of us?
context: Wh-Why do you look so grossed out?!\No, no. It was great. You're really good.\Look me in the eyes!\You were really good! It looks fun!\Shinomiya-sensei, please teach me.\S-Sure!\All right then, how about we all give it a try?\All of us? response:	Otagei is fun because you do it as a group.
context: No, no. It was great. You're really good.\Look me in the eyes!\You were really good! It looks fun!\Shinomiya-sensei, please teach me.\S-Sure!\All right then, how about we all give it a try?\All of us?\Otagei is fun because you do it as a group. response:	And don't you think that'll give Serinuma-senpai the best support?
context: Look me in the eyes!\You were really good! It looks fun!\Shinomiya-sensei, please teach me.\S-Sure!\All right then, how about we all give it a try?\All of us?\Otagei is fun because you do it as a group.\And don't you think that'll give Serinuma-senpai the best support? response:	Wh-What's happening?!
context: You were really good! It looks fun!\Shinomiya-sensei, please teach me.\S-Sure!\All right then, how about we all give it a try?\All of us?\Otagei is fun because you do it as a group.\And don't you think that'll give Serinuma-senpai the best support?\Wh-What's happening?! response:	It's really fun!
context: Shinomiya-sensei, please teach me.\S-Sure!\All right then, how about we all give it a try?\All of us?\Otagei is fun because you do it as a group.\And don't you think that'll give Serinuma-senpai the best support?\Wh-What's happening?!\It's really fun! response:	And it's a real workout!
context: S-Sure!\All right then, how about we all give it a try?\All of us?\Otagei is fun because you do it as a group.\And don't you think that'll give Serinuma-senpai the best support?\Wh-What's happening?!\It's really fun!\And it's a real workout! response:	Otagei is pretty great!
context: All right then, how about we all give it a try?\All of us?\Otagei is fun because you do it as a group.\And don't you think that'll give Serinuma-senpai the best support?\Wh-What's happening?!\It's really fun!\And it's a real workout!\Otagei is pretty great! response:	Yeah! It's really fun!
context: All of us?\Otagei is fun because you do it as a group.\And don't you think that'll give Serinuma-senpai the best support?\Wh-What's happening?!\It's really fun!\And it's a real workout!\Otagei is pretty great!\Yeah! It's really fun! response:	How about we take a break? It's not good to push your body too much.
context: Otagei is fun because you do it as a group.\And don't you think that'll give Serinuma-senpai the best support?\Wh-What's happening?!\It's really fun!\And it's a real workout!\Otagei is pretty great!\Yeah! It's really fun!\How about we take a break? It's not good to push your body too much. response:	You're right. Senpai?
context: And don't you think that'll give Serinuma-senpai the best support?\Wh-What's happening?!\It's really fun!\And it's a real workout!\Otagei is pretty great!\Yeah! It's really fun!\How about we take a break? It's not good to push your body too much.\You're right. Senpai? response:	Huh? I can keep going!
context: Wh-What's happening?!\It's really fun!\And it's a real workout!\Otagei is pretty great!\Yeah! It's really fun!\How about we take a break? It's not good to push your body too much.\You're right. Senpai?\Huh? I can keep going! response:	You're all doing it together with me, after all! I can still go!
context: It's really fun!\And it's a real workout!\Otagei is pretty great!\Yeah! It's really fun!\How about we take a break? It's not good to push your body too much.\You're right. Senpai?\Huh? I can keep going!\You're all doing it together with me, after all! I can still go! response:	What was that sound... just now?
context: And it's a real workout!\Otagei is pretty great!\Yeah! It's really fun!\How about we take a break? It's not good to push your body too much.\You're right. Senpai?\Huh? I can keep going!\You're all doing it together with me, after all! I can still go!\What was that sound... just now? response:	S-Serinuma-senpai!
context: Otagei is pretty great!\Yeah! It's really fun!\How about we take a break? It's not good to push your body too much.\You're right. Senpai?\Huh? I can keep going!\You're all doing it together with me, after all! I can still go!\What was that sound... just now?\S-Serinuma-senpai! response:	S-Serinuma!
context: Yeah! It's really fun!\How about we take a break? It's not good to push your body too much.\You're right. Senpai?\Huh? I can keep going!\You're all doing it together with me, after all! I can still go!\What was that sound... just now?\S-Serinuma-senpai!\S-Serinuma! response:	S-Serinuma-san!
context: How about we take a break? It's not good to push your body too much.\You're right. Senpai?\Huh? I can keep going!\You're all doing it together with me, after all! I can still go!\What was that sound... just now?\S-Serinuma-senpai!\S-Serinuma!\S-Serinuma-san! response:	Can we put a stop to this weight loss thing?
context: You're right. Senpai?\Huh? I can keep going!\You're all doing it together with me, after all! I can still go!\What was that sound... just now?\S-Serinuma-senpai!\S-Serinuma!\S-Serinuma-san!\Can we put a stop to this weight loss thing? response:	Huh? What are you saying?
context: Huh? I can keep going!\You're all doing it together with me, after all! I can still go!\What was that sound... just now?\S-Serinuma-senpai!\S-Serinuma!\S-Serinuma-san!\Can we put a stop to this weight loss thing?\Huh? What are you saying? response:	This happened because you pushed her too hard.
context: You're all doing it together with me, after all! I can still go!\What was that sound... just now?\S-Serinuma-senpai!\S-Serinuma!\S-Serinuma-san!\Can we put a stop to this weight loss thing?\Huh? What are you saying?\This happened because you pushed her too hard. response:	Plus, you're too aggressive, Nanashima-senpai.
context: What was that sound... just now?\S-Serinuma-senpai!\S-Serinuma!\S-Serinuma-san!\Can we put a stop to this weight loss thing?\Huh? What are you saying?\This happened because you pushed her too hard.\Plus, you're too aggressive, Nanashima-senpai. response:	Huh? I was just trying to help!
context: S-Serinuma-senpai!\S-Serinuma!\S-Serinuma-san!\Can we put a stop to this weight loss thing?\Huh? What are you saying?\This happened because you pushed her too hard.\Plus, you're too aggressive, Nanashima-senpai.\Huh? I was just trying to help! response:	You're the one who pushed her the most. It's basically you that got her hurt!
context: S-Serinuma!\S-Serinuma-san!\Can we put a stop to this weight loss thing?\Huh? What are you saying?\This happened because you pushed her too hard.\Plus, you're too aggressive, Nanashima-senpai.\Huh? I was just trying to help!\You're the one who pushed her the most. It's basically you that got her hurt! response:	Wha
context: S-Serinuma-san!\Can we put a stop to this weight loss thing?\Huh? What are you saying?\This happened because you pushed her too hard.\Plus, you're too aggressive, Nanashima-senpai.\Huh? I was just trying to help!\You're the one who pushed her the most. It's basically you that got her hurt!\Wha response:	Stop.
context: Can we put a stop to this weight loss thing?\Huh? What are you saying?\This happened because you pushed her too hard.\Plus, you're too aggressive, Nanashima-senpai.\Huh? I was just trying to help!\You're the one who pushed her the most. It's basically you that got her hurt!\Wha\Stop. response:	Nishina-san, you went too far.
context: Huh? What are you saying?\This happened because you pushed her too hard.\Plus, you're too aggressive, Nanashima-senpai.\Huh? I was just trying to help!\You're the one who pushed her the most. It's basically you that got her hurt!\Wha\Stop.\Nishina-san, you went too far. response:	Both of you, calm down.
context: This happened because you pushed her too hard.\Plus, you're too aggressive, Nanashima-senpai.\Huh? I was just trying to help!\You're the one who pushed her the most. It's basically you that got her hurt!\Wha\Stop.\Nishina-san, you went too far.\Both of you, calm down. response:	Whether she quits or keeps going
context: Plus, you're too aggressive, Nanashima-senpai.\Huh? I was just trying to help!\You're the one who pushed her the most. It's basically you that got her hurt!\Wha\Stop.\Nishina-san, you went too far.\Both of you, calm down.\Whether she quits or keeps going response:	depends on what Serinuma-san wants. Right?
context: Huh? I was just trying to help!\You're the one who pushed her the most. It's basically you that got her hurt!\Wha\Stop.\Nishina-san, you went too far.\Both of you, calm down.\Whether she quits or keeps going\depends on what Serinuma-san wants. Right? response:	I understand.
context: You're the one who pushed her the most. It's basically you that got her hurt!\Wha\Stop.\Nishina-san, you went too far.\Both of you, calm down.\Whether she quits or keeps going\depends on what Serinuma-san wants. Right?\I understand. response:	I'll take her home today.
context: Wha\Stop.\Nishina-san, you went too far.\Both of you, calm down.\Whether she quits or keeps going\depends on what Serinuma-san wants. Right?\I understand.\I'll take her home today. response:	What the hell's her problem?
context: Stop.\Nishina-san, you went too far.\Both of you, calm down.\Whether she quits or keeps going\depends on what Serinuma-san wants. Right?\I understand.\I'll take her home today.\What the hell's her problem? response:	S-Sorry. It's all because I suggested otagei.
context: Nishina-san, you went too far.\Both of you, calm down.\Whether she quits or keeps going\depends on what Serinuma-san wants. Right?\I understand.\I'll take her home today.\What the hell's her problem?\S-Sorry. It's all because I suggested otagei. response:	Huh? That's not it, dummy.
context: Both of you, calm down.\Whether she quits or keeps going\depends on what Serinuma-san wants. Right?\I understand.\I'll take her home today.\What the hell's her problem?\S-Sorry. It's all because I suggested otagei.\Huh? That's not it, dummy. response:	Good morning!
context: Whether she quits or keeps going\depends on what Serinuma-san wants. Right?\I understand.\I'll take her home today.\What the hell's her problem?\S-Sorry. It's all because I suggested otagei.\Huh? That's not it, dummy.\Good morning! response:	Oh, Serinuma-san.
context: depends on what Serinuma-san wants. Right?\I understand.\I'll take her home today.\What the hell's her problem?\S-Sorry. It's all because I suggested otagei.\Huh? That's not it, dummy.\Good morning!\Oh, Serinuma-san. response:	How's your back?
context: I understand.\I'll take her home today.\What the hell's her problem?\S-Sorry. It's all because I suggested otagei.\Huh? That's not it, dummy.\Good morning!\Oh, Serinuma-san.\How's your back? response:	It's getting much better.
context: I'll take her home today.\What the hell's her problem?\S-Sorry. It's all because I suggested otagei.\Huh? That's not it, dummy.\Good morning!\Oh, Serinuma-san.\How's your back?\It's getting much better. response:	Sorry for causing such a fuss.
context: What the hell's her problem?\S-Sorry. It's all because I suggested otagei.\Huh? That's not it, dummy.\Good morning!\Oh, Serinuma-san.\How's your back?\It's getting much better.\Sorry for causing such a fuss. response:	Shima-chan took me to school this morning, too.
context: S-Sorry. It's all because I suggested otagei.\Huh? That's not it, dummy.\Good morning!\Oh, Serinuma-san.\How's your back?\It's getting much better.\Sorry for causing such a fuss.\Shima-chan took me to school this morning, too. response:	It's only natural.
context: Huh? That's not it, dummy.\Good morning!\Oh, Serinuma-san.\How's your back?\It's getting much better.\Sorry for causing such a fuss.\Shima-chan took me to school this morning, too.\It's only natural. response:	Oh, what a gentleman.
context: Good morning!\Oh, Serinuma-san.\How's your back?\It's getting much better.\Sorry for causing such a fuss.\Shima-chan took me to school this morning, too.\It's only natural.\Oh, what a gentleman. response:	Thanks for carrying my bag. And sorry.
context: Oh, Serinuma-san.\How's your back?\It's getting much better.\Sorry for causing such a fuss.\Shima-chan took me to school this morning, too.\It's only natural.\Oh, what a gentleman.\Thanks for carrying my bag. And sorry. response:	No. It's only natural!
context: How's your back?\It's getting much better.\Sorry for causing such a fuss.\Shima-chan took me to school this morning, too.\It's only natural.\Oh, what a gentleman.\Thanks for carrying my bag. And sorry.\No. It's only natural! response:	Don't hurt yourself again, okay?
context: It's getting much better.\Sorry for causing such a fuss.\Shima-chan took me to school this morning, too.\It's only natural.\Oh, what a gentleman.\Thanks for carrying my bag. And sorry.\No. It's only natural!\Don't hurt yourself again, okay? response:	Five Minute Break
context: Sorry for causing such a fuss.\Shima-chan took me to school this morning, too.\It's only natural.\Oh, what a gentleman.\Thanks for carrying my bag. And sorry.\No. It's only natural!\Don't hurt yourself again, okay?\Five Minute Break response:	If you need anything, let me know!
context: Shima-chan took me to school this morning, too.\It's only natural.\Oh, what a gentleman.\Thanks for carrying my bag. And sorry.\No. It's only natural!\Don't hurt yourself again, okay?\Five Minute Break\If you need anything, let me know! response:	I'm perfectly fine. Thanks!
context: It's only natural.\Oh, what a gentleman.\Thanks for carrying my bag. And sorry.\No. It's only natural!\Don't hurt yourself again, okay?\Five Minute Break\If you need anything, let me know!\I'm perfectly fine. Thanks! response:	Senpai, are you okay?
context: Oh, what a gentleman.\Thanks for carrying my bag. And sorry.\No. It's only natural!\Don't hurt yourself again, okay?\Five Minute Break\If you need anything, let me know!\I'm perfectly fine. Thanks!\Senpai, are you okay? response:	I'll walk you there!
context: Thanks for carrying my bag. And sorry.\No. It's only natural!\Don't hurt yourself again, okay?\Five Minute Break\If you need anything, let me know!\I'm perfectly fine. Thanks!\Senpai, are you okay?\I'll walk you there! response:	Between Classrooms
context: No. It's only natural!\Don't hurt yourself again, okay?\Five Minute Break\If you need anything, let me know!\I'm perfectly fine. Thanks!\Senpai, are you okay?\I'll walk you there!\Between Classrooms response:	It's right there, so I'm good.
context: Don't hurt yourself again, okay?\Five Minute Break\If you need anything, let me know!\I'm perfectly fine. Thanks!\Senpai, are you okay?\I'll walk you there!\Between Classrooms\It's right there, so I'm good. response:	Do you need anything?
context: Five Minute Break\If you need anything, let me know!\I'm perfectly fine. Thanks!\Senpai, are you okay?\I'll walk you there!\Between Classrooms\It's right there, so I'm good.\Do you need anything? response:	Gasp!
context: If you need anything, let me know!\I'm perfectly fine. Thanks!\Senpai, are you okay?\I'll walk you there!\Between Classrooms\It's right there, so I'm good.\Do you need anything?\Gasp! response:	Shall I pull down your panties?!
context: I'm perfectly fine. Thanks!\Senpai, are you okay?\I'll walk you there!\Between Classrooms\It's right there, so I'm good.\Do you need anything?\Gasp!\Shall I pull down your panties?! response:	Just let me know!
context: Senpai, are you okay?\I'll walk you there!\Between Classrooms\It's right there, so I'm good.\Do you need anything?\Gasp!\Shall I pull down your panties?!\Just let me know! response:	Bathroom Break
context: I'll walk you there!\Between Classrooms\It's right there, so I'm good.\Do you need anything?\Gasp!\Shall I pull down your panties?!\Just let me know!\Bathroom Break response:	Ka
context: Between Classrooms\It's right there, so I'm good.\Do you need anything?\Gasp!\Shall I pull down your panties?!\Just let me know!\Bathroom Break\Ka response:	What should I do? She'll come again!
context: It's right there, so I'm good.\Do you need anything?\Gasp!\Shall I pull down your panties?!\Just let me know!\Bathroom Break\Ka\What should I do? She'll come again! response:	Come with me, Serinuma-san.
context: Do you need anything?\Gasp!\Shall I pull down your panties?!\Just let me know!\Bathroom Break\Ka\What should I do? She'll come again!\Come with me, Serinuma-san. response:	Um, Igarashi-kun?
context: Gasp!\Shall I pull down your panties?!\Just let me know!\Bathroom Break\Ka\What should I do? She'll come again!\Come with me, Serinuma-san.\Um, Igarashi-kun? response:	Sorry. You seemed at a loss when I saw you, so I just brought you here.
context: Shall I pull down your panties?!\Just let me know!\Bathroom Break\Ka\What should I do? She'll come again!\Come with me, Serinuma-san.\Um, Igarashi-kun?\Sorry. You seemed at a loss when I saw you, so I just brought you here. response:	Was I wrong?
context: Just let me know!\Bathroom Break\Ka\What should I do? She'll come again!\Come with me, Serinuma-san.\Um, Igarashi-kun?\Sorry. You seemed at a loss when I saw you, so I just brought you here.\Was I wrong? response:	To be honest, you did help me. Thanks.
context: Bathroom Break\Ka\What should I do? She'll come again!\Come with me, Serinuma-san.\Um, Igarashi-kun?\Sorry. You seemed at a loss when I saw you, so I just brought you here.\Was I wrong?\To be honest, you did help me. Thanks. response:	I do understand that she's worrying about you, though.
context: Ka\What should I do? She'll come again!\Come with me, Serinuma-san.\Um, Igarashi-kun?\Sorry. You seemed at a loss when I saw you, so I just brought you here.\Was I wrong?\To be honest, you did help me. Thanks.\I do understand that she's worrying about you, though. response:	Everyone's so worried about me, even though it's my fault for getting carried away.
context: What should I do? She'll come again!\Come with me, Serinuma-san.\Um, Igarashi-kun?\Sorry. You seemed at a loss when I saw you, so I just brought you here.\Was I wrong?\To be honest, you did help me. Thanks.\I do understand that she's worrying about you, though.\Everyone's so worried about me, even though it's my fault for getting carried away. response:	I've caused a lot of trouble.
