context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: So are you going to leave me just because of this?\N-No, umm...\Damn those guys from the sports clubs! I'll make them pay this time!\So are you going to leave me just because of this?\I'll help you, Misaki-chan!\Shintani!\This is a big mess.\Do your cleaning properly! response:	I am!
context: N-No, umm...\Damn those guys from the sports clubs! I'll make them pay this time!\So are you going to leave me just because of this?\I'll help you, Misaki-chan!\Shintani!\This is a big mess.\Do your cleaning properly!\I am! response:	Don't lie!
context: Damn those guys from the sports clubs! I'll make them pay this time!\So are you going to leave me just because of this?\I'll help you, Misaki-chan!\Shintani!\This is a big mess.\Do your cleaning properly!\I am!\Don't lie! response:	W-What's so funny?
context: So are you going to leave me just because of this?\I'll help you, Misaki-chan!\Shintani!\This is a big mess.\Do your cleaning properly!\I am!\Don't lie!\W-What's so funny? response:	N-Nothing, you've just completely changed...
context: I'll help you, Misaki-chan!\Shintani!\This is a big mess.\Do your cleaning properly!\I am!\Don't lie!\W-What's so funny?\N-Nothing, you've just completely changed... response:	Thanks. You're a great help, Shintani.
context: Shintani!\This is a big mess.\Do your cleaning properly!\I am!\Don't lie!\W-What's so funny?\N-Nothing, you've just completely changed...\Thanks. You're a great help, Shintani. response:	R-r-really? I-I'm glad! I-I'll work hard!
context: This is a big mess.\Do your cleaning properly!\I am!\Don't lie!\W-What's so funny?\N-Nothing, you've just completely changed...\Thanks. You're a great help, Shintani.\R-r-really? I-I'm glad! I-I'll work hard! response:	Shintani, what's wrong?
context: Do your cleaning properly!\I am!\Don't lie!\W-What's so funny?\N-Nothing, you've just completely changed...\Thanks. You're a great help, Shintani.\R-r-really? I-I'm glad! I-I'll work hard!\Shintani, what's wrong? response:	N-Nothing! I'll change the water!
context: I am!\Don't lie!\W-What's so funny?\N-Nothing, you've just completely changed...\Thanks. You're a great help, Shintani.\R-r-really? I-I'm glad! I-I'll work hard!\Shintani, what's wrong?\N-Nothing! I'll change the water! response:	Already?
context: Don't lie!\W-What's so funny?\N-Nothing, you've just completely changed...\Thanks. You're a great help, Shintani.\R-r-really? I-I'm glad! I-I'll work hard!\Shintani, what's wrong?\N-Nothing! I'll change the water!\Already? response:	She was so cute that I thought I'd die!
context: W-What's so funny?\N-Nothing, you've just completely changed...\Thanks. You're a great help, Shintani.\R-r-really? I-I'm glad! I-I'll work hard!\Shintani, what's wrong?\N-Nothing! I'll change the water!\Already?\She was so cute that I thought I'd die! response:	Misaki-chan!
context: N-Nothing, you've just completely changed...\Thanks. You're a great help, Shintani.\R-r-really? I-I'm glad! I-I'll work hard!\Shintani, what's wrong?\N-Nothing! I'll change the water!\Already?\She was so cute that I thought I'd die!\Misaki-chan! response:	Won't it be faster to use this?
context: Thanks. You're a great help, Shintani.\R-r-really? I-I'm glad! I-I'll work hard!\Shintani, what's wrong?\N-Nothing! I'll change the water!\Already?\She was so cute that I thought I'd die!\Misaki-chan!\Won't it be faster to use this? response:	Oh, the hose? It might be long enough to get the whole entrance.
context: R-r-really? I-I'm glad! I-I'll work hard!\Shintani, what's wrong?\N-Nothing! I'll change the water!\Already?\She was so cute that I thought I'd die!\Misaki-chan!\Won't it be faster to use this?\Oh, the hose? It might be long enough to get the whole entrance. response:	Press here, just like this, and it'll-
context: Shintani, what's wrong?\N-Nothing! I'll change the water!\Already?\She was so cute that I thought I'd die!\Misaki-chan!\Won't it be faster to use this?\Oh, the hose? It might be long enough to get the whole entrance.\Press here, just like this, and it'll- response:	Idiot! Did you connect the hose properly?!
context: N-Nothing! I'll change the water!\Already?\She was so cute that I thought I'd die!\Misaki-chan!\Won't it be faster to use this?\Oh, the hose? It might be long enough to get the whole entrance.\Press here, just like this, and it'll-\Idiot! Did you connect the hose properly?! response:	It's cold! Don't block the water with your hands! Turn off the tap!
context: Already?\She was so cute that I thought I'd die!\Misaki-chan!\Won't it be faster to use this?\Oh, the hose? It might be long enough to get the whole entrance.\Press here, just like this, and it'll-\Idiot! Did you connect the hose properly?!\It's cold! Don't block the water with your hands! Turn off the tap! response:	Which direction should I turn it?!
context: She was so cute that I thought I'd die!\Misaki-chan!\Won't it be faster to use this?\Oh, the hose? It might be long enough to get the whole entrance.\Press here, just like this, and it'll-\Idiot! Did you connect the hose properly?!\It's cold! Don't block the water with your hands! Turn off the tap!\Which direction should I turn it?! response:	Get off! Don't use your hands to block it!
context: Misaki-chan!\Won't it be faster to use this?\Oh, the hose? It might be long enough to get the whole entrance.\Press here, just like this, and it'll-\Idiot! Did you connect the hose properly?!\It's cold! Don't block the water with your hands! Turn off the tap!\Which direction should I turn it?!\Get off! Don't use your hands to block it! response:	S-Sorry, Misaki-chan.
context: Won't it be faster to use this?\Oh, the hose? It might be long enough to get the whole entrance.\Press here, just like this, and it'll-\Idiot! Did you connect the hose properly?!\It's cold! Don't block the water with your hands! Turn off the tap!\Which direction should I turn it?!\Get off! Don't use your hands to block it!\S-Sorry, Misaki-chan. response:	What are you doing on this chilly day?
context: Oh, the hose? It might be long enough to get the whole entrance.\Press here, just like this, and it'll-\Idiot! Did you connect the hose properly?!\It's cold! Don't block the water with your hands! Turn off the tap!\Which direction should I turn it?!\Get off! Don't use your hands to block it!\S-Sorry, Misaki-chan.\What are you doing on this chilly day? response:	Usui, you again!
context: Press here, just like this, and it'll-\Idiot! Did you connect the hose properly?!\It's cold! Don't block the water with your hands! Turn off the tap!\Which direction should I turn it?!\Get off! Don't use your hands to block it!\S-Sorry, Misaki-chan.\What are you doing on this chilly day?\Usui, you again! response:	You're gonna catch a cold if you don't change.
context: Idiot! Did you connect the hose properly?!\It's cold! Don't block the water with your hands! Turn off the tap!\Which direction should I turn it?!\Get off! Don't use your hands to block it!\S-Sorry, Misaki-chan.\What are you doing on this chilly day?\Usui, you again!\You're gonna catch a cold if you don't change. response:	I won't stop you if you insist on playing in the water, though.
context: It's cold! Don't block the water with your hands! Turn off the tap!\Which direction should I turn it?!\Get off! Don't use your hands to block it!\S-Sorry, Misaki-chan.\What are you doing on this chilly day?\Usui, you again!\You're gonna catch a cold if you don't change.\I won't stop you if you insist on playing in the water, though. response:	Shut up. Shintani, do you have clothes to change into?
context: Which direction should I turn it?!\Get off! Don't use your hands to block it!\S-Sorry, Misaki-chan.\What are you doing on this chilly day?\Usui, you again!\You're gonna catch a cold if you don't change.\I won't stop you if you insist on playing in the water, though.\Shut up. Shintani, do you have clothes to change into? response:	I've got my jersey!
context: Get off! Don't use your hands to block it!\S-Sorry, Misaki-chan.\What are you doing on this chilly day?\Usui, you again!\You're gonna catch a cold if you don't change.\I won't stop you if you insist on playing in the water, though.\Shut up. Shintani, do you have clothes to change into?\I've got my jersey! response:	Change quickly and head back. You're gonna catch a cold.
context: S-Sorry, Misaki-chan.\What are you doing on this chilly day?\Usui, you again!\You're gonna catch a cold if you don't change.\I won't stop you if you insist on playing in the water, though.\Shut up. Shintani, do you have clothes to change into?\I've got my jersey!\Change quickly and head back. You're gonna catch a cold. response:	What'bout you?
context: What are you doing on this chilly day?\Usui, you again!\You're gonna catch a cold if you don't change.\I won't stop you if you insist on playing in the water, though.\Shut up. Shintani, do you have clothes to change into?\I've got my jersey!\Change quickly and head back. You're gonna catch a cold.\What'bout you? response:	I'll go to the infirmary and take care of this. See you later. Get moving.
context: Usui, you again!\You're gonna catch a cold if you don't change.\I won't stop you if you insist on playing in the water, though.\Shut up. Shintani, do you have clothes to change into?\I've got my jersey!\Change quickly and head back. You're gonna catch a cold.\What'bout you?\I'll go to the infirmary and take care of this. See you later. Get moving. response:	Wait a moment, Prez.
context: You're gonna catch a cold if you don't change.\I won't stop you if you insist on playing in the water, though.\Shut up. Shintani, do you have clothes to change into?\I've got my jersey!\Change quickly and head back. You're gonna catch a cold.\What'bout you?\I'll go to the infirmary and take care of this. See you later. Get moving.\Wait a moment, Prez. response:	You're going there like that?
context: I won't stop you if you insist on playing in the water, though.\Shut up. Shintani, do you have clothes to change into?\I've got my jersey!\Change quickly and head back. You're gonna catch a cold.\What'bout you?\I'll go to the infirmary and take care of this. See you later. Get moving.\Wait a moment, Prez.\You're going there like that? response:	Yeah, the corridors would get wet, so I'll walk around the building to the infirmary.
context: Shut up. Shintani, do you have clothes to change into?\I've got my jersey!\Change quickly and head back. You're gonna catch a cold.\What'bout you?\I'll go to the infirmary and take care of this. See you later. Get moving.\Wait a moment, Prez.\You're going there like that?\Yeah, the corridors would get wet, so I'll walk around the building to the infirmary. response:	That's not what I mean.
context: I've got my jersey!\Change quickly and head back. You're gonna catch a cold.\What'bout you?\I'll go to the infirmary and take care of this. See you later. Get moving.\Wait a moment, Prez.\You're going there like that?\Yeah, the corridors would get wet, so I'll walk around the building to the infirmary.\That's not what I mean. response:	It's fine, right? Not like you can see through my underwear.
context: Change quickly and head back. You're gonna catch a cold.\What'bout you?\I'll go to the infirmary and take care of this. See you later. Get moving.\Wait a moment, Prez.\You're going there like that?\Yeah, the corridors would get wet, so I'll walk around the building to the infirmary.\That's not what I mean.\It's fine, right? Not like you can see through my underwear. response:	Hmm... Why do you think that guy over there is blushing?
context: What'bout you?\I'll go to the infirmary and take care of this. See you later. Get moving.\Wait a moment, Prez.\You're going there like that?\Yeah, the corridors would get wet, so I'll walk around the building to the infirmary.\That's not what I mean.\It's fine, right? Not like you can see through my underwear.\Hmm... Why do you think that guy over there is blushing? response:	Why are you feeling embarrassed?
context: I'll go to the infirmary and take care of this. See you later. Get moving.\Wait a moment, Prez.\You're going there like that?\Yeah, the corridors would get wet, so I'll walk around the building to the infirmary.\That's not what I mean.\It's fine, right? Not like you can see through my underwear.\Hmm... Why do you think that guy over there is blushing?\Why are you feeling embarrassed? response:	It's not good to be so clueless, Prez.
context: Wait a moment, Prez.\You're going there like that?\Yeah, the corridors would get wet, so I'll walk around the building to the infirmary.\That's not what I mean.\It's fine, right? Not like you can see through my underwear.\Hmm... Why do you think that guy over there is blushing?\Why are you feeling embarrassed?\It's not good to be so clueless, Prez. response:	I-It's fine! No big deal!
context: You're going there like that?\Yeah, the corridors would get wet, so I'll walk around the building to the infirmary.\That's not what I mean.\It's fine, right? Not like you can see through my underwear.\Hmm... Why do you think that guy over there is blushing?\Why are you feeling embarrassed?\It's not good to be so clueless, Prez.\I-It's fine! No big deal! response:	I'll strip completely if you don't wear it.
context: Yeah, the corridors would get wet, so I'll walk around the building to the infirmary.\That's not what I mean.\It's fine, right? Not like you can see through my underwear.\Hmm... Why do you think that guy over there is blushing?\Why are you feeling embarrassed?\It's not good to be so clueless, Prez.\I-It's fine! No big deal!\I'll strip completely if you don't wear it. response:	I mean, if you're fine with me dancing stark naked at the school gates...
context: That's not what I mean.\It's fine, right? Not like you can see through my underwear.\Hmm... Why do you think that guy over there is blushing?\Why are you feeling embarrassed?\It's not good to be so clueless, Prez.\I-It's fine! No big deal!\I'll strip completely if you don't wear it.\I mean, if you're fine with me dancing stark naked at the school gates... response:	Alright already. Just don't go stripping, you pervert!
context: It's fine, right? Not like you can see through my underwear.\Hmm... Why do you think that guy over there is blushing?\Why are you feeling embarrassed?\It's not good to be so clueless, Prez.\I-It's fine! No big deal!\I'll strip completely if you don't wear it.\I mean, if you're fine with me dancing stark naked at the school gates...\Alright already. Just don't go stripping, you pervert! response:	Geez... I'm off!
context: Hmm... Why do you think that guy over there is blushing?\Why are you feeling embarrassed?\It's not good to be so clueless, Prez.\I-It's fine! No big deal!\I'll strip completely if you don't wear it.\I mean, if you're fine with me dancing stark naked at the school gates...\Alright already. Just don't go stripping, you pervert!\Geez... I'm off! response:	Ruff!
context: Why are you feeling embarrassed?\It's not good to be so clueless, Prez.\I-It's fine! No big deal!\I'll strip completely if you don't wear it.\I mean, if you're fine with me dancing stark naked at the school gates...\Alright already. Just don't go stripping, you pervert!\Geez... I'm off!\Ruff! response:	Why did you bark?
context: It's not good to be so clueless, Prez.\I-It's fine! No big deal!\I'll strip completely if you don't wear it.\I mean, if you're fine with me dancing stark naked at the school gates...\Alright already. Just don't go stripping, you pervert!\Geez... I'm off!\Ruff!\Why did you bark? response:	Nothing, just felt like doing it. Why don't you try meowing?
context: I-It's fine! No big deal!\I'll strip completely if you don't wear it.\I mean, if you're fine with me dancing stark naked at the school gates...\Alright already. Just don't go stripping, you pervert!\Geez... I'm off!\Ruff!\Why did you bark?\Nothing, just felt like doing it. Why don't you try meowing? response:	Huh?! What are you trying to pull?!
context: I'll strip completely if you don't wear it.\I mean, if you're fine with me dancing stark naked at the school gates...\Alright already. Just don't go stripping, you pervert!\Geez... I'm off!\Ruff!\Why did you bark?\Nothing, just felt like doing it. Why don't you try meowing?\Huh?! What are you trying to pull?! response:	Ruff!
context: I mean, if you're fine with me dancing stark naked at the school gates...\Alright already. Just don't go stripping, you pervert!\Geez... I'm off!\Ruff!\Why did you bark?\Nothing, just felt like doing it. Why don't you try meowing?\Huh?! What are you trying to pull?!\Ruff! response:	Boyfriend?
context: Alright already. Just don't go stripping, you pervert!\Geez... I'm off!\Ruff!\Why did you bark?\Nothing, just felt like doing it. Why don't you try meowing?\Huh?! What are you trying to pull?!\Ruff!\Boyfriend? response:	Yeah, she might have one already, don't you think?
context: Geez... I'm off!\Ruff!\Why did you bark?\Nothing, just felt like doing it. Why don't you try meowing?\Huh?! What are you trying to pull?!\Ruff!\Boyfriend?\Yeah, she might have one already, don't you think? response:	Especially if she's as cute as you say.
context: Ruff!\Why did you bark?\Nothing, just felt like doing it. Why don't you try meowing?\Huh?! What are you trying to pull?!\Ruff!\Boyfriend?\Yeah, she might have one already, don't you think?\Especially if she's as cute as you say. response:	Well, no worries if she's a fugly pig, though.
context: Why did you bark?\Nothing, just felt like doing it. Why don't you try meowing?\Huh?! What are you trying to pull?!\Ruff!\Boyfriend?\Yeah, she might have one already, don't you think?\Especially if she's as cute as you say.\Well, no worries if she's a fugly pig, though. response:	She's not! She's definitely cute!
context: Nothing, just felt like doing it. Why don't you try meowing?\Huh?! What are you trying to pull?!\Ruff!\Boyfriend?\Yeah, she might have one already, don't you think?\Especially if she's as cute as you say.\Well, no worries if she's a fugly pig, though.\She's not! She's definitely cute! response:	Then she must have a boyfriend by now!
context: Huh?! What are you trying to pull?!\Ruff!\Boyfriend?\Yeah, she might have one already, don't you think?\Especially if she's as cute as you say.\Well, no worries if she's a fugly pig, though.\She's not! She's definitely cute!\Then she must have a boyfriend by now! response:	You honestly never thought about that possibility?
context: Ruff!\Boyfriend?\Yeah, she might have one already, don't you think?\Especially if she's as cute as you say.\Well, no worries if she's a fugly pig, though.\She's not! She's definitely cute!\Then she must have a boyfriend by now!\You honestly never thought about that possibility? response:	How naive! We're gonna be high schoolers soon, you know?
context: Boyfriend?\Yeah, she might have one already, don't you think?\Especially if she's as cute as you say.\Well, no worries if she's a fugly pig, though.\She's not! She's definitely cute!\Then she must have a boyfriend by now!\You honestly never thought about that possibility?\How naive! We're gonna be high schoolers soon, you know? response:	For the city girls, even for the middle schoolers, they must've...
context: Yeah, she might have one already, don't you think?\Especially if she's as cute as you say.\Well, no worries if she's a fugly pig, though.\She's not! She's definitely cute!\Then she must have a boyfriend by now!\You honestly never thought about that possibility?\How naive! We're gonna be high schoolers soon, you know?\For the city girls, even for the middle schoolers, they must've... response:	To be a high school girl, I'm sure they have to have done this or that...
context: Especially if she's as cute as you say.\Well, no worries if she's a fugly pig, though.\She's not! She's definitely cute!\Then she must have a boyfriend by now!\You honestly never thought about that possibility?\How naive! We're gonna be high schoolers soon, you know?\For the city girls, even for the middle schoolers, they must've...\To be a high school girl, I'm sure they have to have done this or that... response:	Done what?!
context: Well, no worries if she's a fugly pig, though.\She's not! She's definitely cute!\Then she must have a boyfriend by now!\You honestly never thought about that possibility?\How naive! We're gonna be high schoolers soon, you know?\For the city girls, even for the middle schoolers, they must've...\To be a high school girl, I'm sure they have to have done this or that...\Done what?! response:	What's gotten into you?
context: She's not! She's definitely cute!\Then she must have a boyfriend by now!\You honestly never thought about that possibility?\How naive! We're gonna be high schoolers soon, you know?\For the city girls, even for the middle schoolers, they must've...\To be a high school girl, I'm sure they have to have done this or that...\Done what?!\What's gotten into you? response:	Try reading this book I found in my big sister's room.
context: Then she must have a boyfriend by now!\You honestly never thought about that possibility?\How naive! We're gonna be high schoolers soon, you know?\For the city girls, even for the middle schoolers, they must've...\To be a high school girl, I'm sure they have to have done this or that...\Done what?!\What's gotten into you?\Try reading this book I found in my big sister's room. response:	The high school girls were playing around with a guy's body, you know?
context: You honestly never thought about that possibility?\How naive! We're gonna be high schoolers soon, you know?\For the city girls, even for the middle schoolers, they must've...\To be a high school girl, I'm sure they have to have done this or that...\Done what?!\What's gotten into you?\Try reading this book I found in my big sister's room.\The high school girls were playing around with a guy's body, you know? response:	Misaki wouldn't do things like that!
context: How naive! We're gonna be high schoolers soon, you know?\For the city girls, even for the middle schoolers, they must've...\To be a high school girl, I'm sure they have to have done this or that...\Done what?!\What's gotten into you?\Try reading this book I found in my big sister's room.\The high school girls were playing around with a guy's body, you know?\Misaki wouldn't do things like that! response:	She's a pure, cute, and kind person!
context: For the city girls, even for the middle schoolers, they must've...\To be a high school girl, I'm sure they have to have done this or that...\Done what?!\What's gotten into you?\Try reading this book I found in my big sister's room.\The high school girls were playing around with a guy's body, you know?\Misaki wouldn't do things like that!\She's a pure, cute, and kind person! response:	Hey, don't tease an idealistic middle school boy!
context: To be a high school girl, I'm sure they have to have done this or that...\Done what?!\What's gotten into you?\Try reading this book I found in my big sister's room.\The high school girls were playing around with a guy's body, you know?\Misaki wouldn't do things like that!\She's a pure, cute, and kind person!\Hey, don't tease an idealistic middle school boy! response:	Still, don't you think that he needs to start seeing things more realistically?
context: Done what?!\What's gotten into you?\Try reading this book I found in my big sister's room.\The high school girls were playing around with a guy's body, you know?\Misaki wouldn't do things like that!\She's a pure, cute, and kind person!\Hey, don't tease an idealistic middle school boy!\Still, don't you think that he needs to start seeing things more realistically? response:	Well, he does worry others sometimes.
context: What's gotten into you?\Try reading this book I found in my big sister's room.\The high school girls were playing around with a guy's body, you know?\Misaki wouldn't do things like that!\She's a pure, cute, and kind person!\Hey, don't tease an idealistic middle school boy!\Still, don't you think that he needs to start seeing things more realistically?\Well, he does worry others sometimes. response:	He still has the candy wrapper that girl gave him, right?
context: Try reading this book I found in my big sister's room.\The high school girls were playing around with a guy's body, you know?\Misaki wouldn't do things like that!\She's a pure, cute, and kind person!\Hey, don't tease an idealistic middle school boy!\Still, don't you think that he needs to start seeing things more realistically?\Well, he does worry others sometimes.\He still has the candy wrapper that girl gave him, right? response:	How did you know that?!
context: The high school girls were playing around with a guy's body, you know?\Misaki wouldn't do things like that!\She's a pure, cute, and kind person!\Hey, don't tease an idealistic middle school boy!\Still, don't you think that he needs to start seeing things more realistically?\Well, he does worry others sometimes.\He still has the candy wrapper that girl gave him, right?\How did you know that?! response:	Guys, you know? He put that wrapper into the victory charm we bought together for the baseball team.
context: Misaki wouldn't do things like that!\She's a pure, cute, and kind person!\Hey, don't tease an idealistic middle school boy!\Still, don't you think that he needs to start seeing things more realistically?\Well, he does worry others sometimes.\He still has the candy wrapper that girl gave him, right?\How did you know that?!\Guys, you know? He put that wrapper into the victory charm we bought together for the baseball team. response:	WHAT?!
context: She's a pure, cute, and kind person!\Hey, don't tease an idealistic middle school boy!\Still, don't you think that he needs to start seeing things more realistically?\Well, he does worry others sometimes.\He still has the candy wrapper that girl gave him, right?\How did you know that?!\Guys, you know? He put that wrapper into the victory charm we bought together for the baseball team.\WHAT?! response:	So you were the reason we lost our second round in the summer league?!
context: Hey, don't tease an idealistic middle school boy!\Still, don't you think that he needs to start seeing things more realistically?\Well, he does worry others sometimes.\He still has the candy wrapper that girl gave him, right?\How did you know that?!\Guys, you know? He put that wrapper into the victory charm we bought together for the baseball team.\WHAT?!\So you were the reason we lost our second round in the summer league?! response:	Don't be ridiculous! It was the reason why we won our first round!
context: Still, don't you think that he needs to start seeing things more realistically?\Well, he does worry others sometimes.\He still has the candy wrapper that girl gave him, right?\How did you know that?!\Guys, you know? He put that wrapper into the victory charm we bought together for the baseball team.\WHAT?!\So you were the reason we lost our second round in the summer league?!\Don't be ridiculous! It was the reason why we won our first round! response:	It doesn't really matter...
context: Well, he does worry others sometimes.\He still has the candy wrapper that girl gave him, right?\How did you know that?!\Guys, you know? He put that wrapper into the victory charm we bought together for the baseball team.\WHAT?!\So you were the reason we lost our second round in the summer league?!\Don't be ridiculous! It was the reason why we won our first round!\It doesn't really matter... response:	Hinata.
context: He still has the candy wrapper that girl gave him, right?\How did you know that?!\Guys, you know? He put that wrapper into the victory charm we bought together for the baseball team.\WHAT?!\So you were the reason we lost our second round in the summer league?!\Don't be ridiculous! It was the reason why we won our first round!\It doesn't really matter...\Hinata. response:	Are you really serious about finding her in high school?
context: How did you know that?!\Guys, you know? He put that wrapper into the victory charm we bought together for the baseball team.\WHAT?!\So you were the reason we lost our second round in the summer league?!\Don't be ridiculous! It was the reason why we won our first round!\It doesn't really matter...\Hinata.\Are you really serious about finding her in high school? response:	You're gonna be disappointed if you expect too much from her.
context: Guys, you know? He put that wrapper into the victory charm we bought together for the baseball team.\WHAT?!\So you were the reason we lost our second round in the summer league?!\Don't be ridiculous! It was the reason why we won our first round!\It doesn't really matter...\Hinata.\Are you really serious about finding her in high school?\You're gonna be disappointed if you expect too much from her. response:	Be prepared if you're gonna try to find her.
context: WHAT?!\So you were the reason we lost our second round in the summer league?!\Don't be ridiculous! It was the reason why we won our first round!\It doesn't really matter...\Hinata.\Are you really serious about finding her in high school?\You're gonna be disappointed if you expect too much from her.\Be prepared if you're gonna try to find her. response:	I was prepared, but...
context: So you were the reason we lost our second round in the summer league?!\Don't be ridiculous! It was the reason why we won our first round!\It doesn't really matter...\Hinata.\Are you really serious about finding her in high school?\You're gonna be disappointed if you expect too much from her.\Be prepared if you're gonna try to find her.\I was prepared, but... response:	It still hurts.
context: Don't be ridiculous! It was the reason why we won our first round!\It doesn't really matter...\Hinata.\Are you really serious about finding her in high school?\You're gonna be disappointed if you expect too much from her.\Be prepared if you're gonna try to find her.\I was prepared, but...\It still hurts. response:	I'll worry about getting her annoyed when it happens, and just keep trying.
context: It doesn't really matter...\Hinata.\Are you really serious about finding her in high school?\You're gonna be disappointed if you expect too much from her.\Be prepared if you're gonna try to find her.\I was prepared, but...\It still hurts.\I'll worry about getting her annoyed when it happens, and just keep trying. response:	A few days later... What a nice weather!
context: Hinata.\Are you really serious about finding her in high school?\You're gonna be disappointed if you expect too much from her.\Be prepared if you're gonna try to find her.\I was prepared, but...\It still hurts.\I'll worry about getting her annoyed when it happens, and just keep trying.\A few days later... What a nice weather! response:	It's dangerous!
context: Are you really serious about finding her in high school?\You're gonna be disappointed if you expect too much from her.\Be prepared if you're gonna try to find her.\I was prepared, but...\It still hurts.\I'll worry about getting her annoyed when it happens, and just keep trying.\A few days later... What a nice weather!\It's dangerous! response:	Kanou!
context: You're gonna be disappointed if you expect too much from her.\Be prepared if you're gonna try to find her.\I was prepared, but...\It still hurts.\I'll worry about getting her annoyed when it happens, and just keep trying.\A few days later... What a nice weather!\It's dangerous!\Kanou! response:	Were you waiting a long time for me?
context: Be prepared if you're gonna try to find her.\I was prepared, but...\It still hurts.\I'll worry about getting her annoyed when it happens, and just keep trying.\A few days later... What a nice weather!\It's dangerous!\Kanou!\Were you waiting a long time for me? response:	Not really.
context: I was prepared, but...\It still hurts.\I'll worry about getting her annoyed when it happens, and just keep trying.\A few days later... What a nice weather!\It's dangerous!\Kanou!\Were you waiting a long time for me?\Not really. response:	I heard Yumesaki High's Cultural Festival is amazing!
context: It still hurts.\I'll worry about getting her annoyed when it happens, and just keep trying.\A few days later... What a nice weather!\It's dangerous!\Kanou!\Were you waiting a long time for me?\Not really.\I heard Yumesaki High's Cultural Festival is amazing! response:	Sounds like it.
context: I'll worry about getting her annoyed when it happens, and just keep trying.\A few days later... What a nice weather!\It's dangerous!\Kanou!\Were you waiting a long time for me?\Not really.\I heard Yumesaki High's Cultural Festival is amazing!\Sounds like it. response:	Aoi!
context: A few days later... What a nice weather!\It's dangerous!\Kanou!\Were you waiting a long time for me?\Not really.\I heard Yumesaki High's Cultural Festival is amazing!\Sounds like it.\Aoi! response:	Good timing! I was just about to film the lakeside scene that we didn't get to do last time.
context: It's dangerous!\Kanou!\Were you waiting a long time for me?\Not really.\I heard Yumesaki High's Cultural Festival is amazing!\Sounds like it.\Aoi!\Good timing! I was just about to film the lakeside scene that we didn't get to do last time. response:	You guys are free, right? Here, hold this.
context: Kanou!\Were you waiting a long time for me?\Not really.\I heard Yumesaki High's Cultural Festival is amazing!\Sounds like it.\Aoi!\Good timing! I was just about to film the lakeside scene that we didn't get to do last time.\You guys are free, right? Here, hold this. response:	We were all in the same boat, eh...
context: Were you waiting a long time for me?\Not really.\I heard Yumesaki High's Cultural Festival is amazing!\Sounds like it.\Aoi!\Good timing! I was just about to film the lakeside scene that we didn't get to do last time.\You guys are free, right? Here, hold this.\We were all in the same boat, eh... response:	You're really gonna do that?
context: Not really.\I heard Yumesaki High's Cultural Festival is amazing!\Sounds like it.\Aoi!\Good timing! I was just about to film the lakeside scene that we didn't get to do last time.\You guys are free, right? Here, hold this.\We were all in the same boat, eh...\You're really gonna do that? response:	The fireworks have been going off non-stop, so we'll cover up the audio later. I'll leave this to you!
context: I heard Yumesaki High's Cultural Festival is amazing!\Sounds like it.\Aoi!\Good timing! I was just about to film the lakeside scene that we didn't get to do last time.\You guys are free, right? Here, hold this.\We were all in the same boat, eh...\You're really gonna do that?\The fireworks have been going off non-stop, so we'll cover up the audio later. I'll leave this to you! response:	Whoa! This year's really amazing!
context: Sounds like it.\Aoi!\Good timing! I was just about to film the lakeside scene that we didn't get to do last time.\You guys are free, right? Here, hold this.\We were all in the same boat, eh...\You're really gonna do that?\The fireworks have been going off non-stop, so we'll cover up the audio later. I'll leave this to you!\Whoa! This year's really amazing! response:	I heard rumors, but to think that it's this grand...
context: Aoi!\Good timing! I was just about to film the lakeside scene that we didn't get to do last time.\You guys are free, right? Here, hold this.\We were all in the same boat, eh...\You're really gonna do that?\The fireworks have been going off non-stop, so we'll cover up the audio later. I'll leave this to you!\Whoa! This year's really amazing!\I heard rumors, but to think that it's this grand... response:	Seems like it's their school's tradition.
context: Good timing! I was just about to film the lakeside scene that we didn't get to do last time.\You guys are free, right? Here, hold this.\We were all in the same boat, eh...\You're really gonna do that?\The fireworks have been going off non-stop, so we'll cover up the audio later. I'll leave this to you!\Whoa! This year's really amazing!\I heard rumors, but to think that it's this grand...\Seems like it's their school's tradition. response:	I heard they've spent half a year preparing for this.
context: You guys are free, right? Here, hold this.\We were all in the same boat, eh...\You're really gonna do that?\The fireworks have been going off non-stop, so we'll cover up the audio later. I'll leave this to you!\Whoa! This year's really amazing!\I heard rumors, but to think that it's this grand...\Seems like it's their school's tradition.\I heard they've spent half a year preparing for this. response:	It's really noisy over there.
context: We were all in the same boat, eh...\You're really gonna do that?\The fireworks have been going off non-stop, so we'll cover up the audio later. I'll leave this to you!\Whoa! This year's really amazing!\I heard rumors, but to think that it's this grand...\Seems like it's their school's tradition.\I heard they've spent half a year preparing for this.\It's really noisy over there. response:	Could it be?!
context: You're really gonna do that?\The fireworks have been going off non-stop, so we'll cover up the audio later. I'll leave this to you!\Whoa! This year's really amazing!\I heard rumors, but to think that it's this grand...\Seems like it's their school's tradition.\I heard they've spent half a year preparing for this.\It's really noisy over there.\Could it be?! response:	They've shown up eh? UxMishi, that is.
context: The fireworks have been going off non-stop, so we'll cover up the audio later. I'll leave this to you!\Whoa! This year's really amazing!\I heard rumors, but to think that it's this grand...\Seems like it's their school's tradition.\I heard they've spent half a year preparing for this.\It's really noisy over there.\Could it be?!\They've shown up eh? UxMishi, that is. response:	Sakura- She's not here!
