context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: White Blood Cell goes on patrol to spot the enemy.\Macrophage relays information on the enemy.\Because of that, Helper T Commander is able to issue commands,\and the Killer T Cells can then bring the enemy down.\See? You have all these friends working with you, taking pride in their work!\So you know what it is you have to do, don't you?\My job is...\Well, encouraging the T Cells and activating them in this way... response:	DENDRITIC CELL'S ABILITY: Can activate Naive T Cells.
context: Macrophage relays information on the enemy.\Because of that, Helper T Commander is able to issue commands,\and the Killer T Cells can then bring the enemy down.\See? You have all these friends working with you, taking pride in their work!\So you know what it is you have to do, don't you?\My job is...\Well, encouraging the T Cells and activating them in this way...\DENDRITIC CELL'S ABILITY: Can activate Naive T Cells. response:	I guess you could say that's my job.
context: Because of that, Helper T Commander is able to issue commands,\and the Killer T Cells can then bring the enemy down.\See? You have all these friends working with you, taking pride in their work!\So you know what it is you have to do, don't you?\My job is...\Well, encouraging the T Cells and activating them in this way...\DENDRITIC CELL'S ABILITY: Can activate Naive T Cells.\I guess you could say that's my job. response:	Cells at Work!
context: and the Killer T Cells can then bring the enemy down.\See? You have all these friends working with you, taking pride in their work!\So you know what it is you have to do, don't you?\My job is...\Well, encouraging the T Cells and activating them in this way...\DENDRITIC CELL'S ABILITY: Can activate Naive T Cells.\I guess you could say that's my job.\Cells at Work! response:	Cells...
context: See? You have all these friends working with you, taking pride in their work!\So you know what it is you have to do, don't you?\My job is...\Well, encouraging the T Cells and activating them in this way...\DENDRITIC CELL'S ABILITY: Can activate Naive T Cells.\I guess you could say that's my job.\Cells at Work!\Cells... response:	They've proliferated again, dammit!
context: So you know what it is you have to do, don't you?\My job is...\Well, encouraging the T Cells and activating them in this way...\DENDRITIC CELL'S ABILITY: Can activate Naive T Cells.\I guess you could say that's my job.\Cells at Work!\Cells...\They've proliferated again, dammit! response:	INFLUENZA VIRUS PROLIFERATION: The influenza virus is said to proliferate to 100 after 8 hours inside the body, and to one million after one day.
context: My job is...\Well, encouraging the T Cells and activating them in this way...\DENDRITIC CELL'S ABILITY: Can activate Naive T Cells.\I guess you could say that's my job.\Cells at Work!\Cells...\They've proliferated again, dammit!\INFLUENZA VIRUS PROLIFERATION: The influenza virus is said to proliferate to 100 after 8 hours inside the body, and to one million after one day. response:	Influenza virus proliferation.
context: Well, encouraging the T Cells and activating them in this way...\DENDRITIC CELL'S ABILITY: Can activate Naive T Cells.\I guess you could say that's my job.\Cells at Work!\Cells...\They've proliferated again, dammit!\INFLUENZA VIRUS PROLIFERATION: The influenza virus is said to proliferate to 100 after 8 hours inside the body, and to one million after one day.\Influenza virus proliferation. response:	The influenza virus is said to proliferate to 100 after 8 hours inside the body,
context: DENDRITIC CELL'S ABILITY: Can activate Naive T Cells.\I guess you could say that's my job.\Cells at Work!\Cells...\They've proliferated again, dammit!\INFLUENZA VIRUS PROLIFERATION: The influenza virus is said to proliferate to 100 after 8 hours inside the body, and to one million after one day.\Influenza virus proliferation.\The influenza virus is said to proliferate to 100 after 8 hours inside the body, response:	and to one million after one day.
context: I guess you could say that's my job.\Cells at Work!\Cells...\They've proliferated again, dammit!\INFLUENZA VIRUS PROLIFERATION: The influenza virus is said to proliferate to 100 after 8 hours inside the body, and to one million after one day.\Influenza virus proliferation.\The influenza virus is said to proliferate to 100 after 8 hours inside the body,\and to one million after one day. response:	Kind of hot, isn't it?
context: Cells at Work!\Cells...\They've proliferated again, dammit!\INFLUENZA VIRUS PROLIFERATION: The influenza virus is said to proliferate to 100 after 8 hours inside the body, and to one million after one day.\Influenza virus proliferation.\The influenza virus is said to proliferate to 100 after 8 hours inside the body,\and to one million after one day.\Kind of hot, isn't it? response:	INTERNAL BODY TEMPERATURE NOW RISING
context: Cells...\They've proliferated again, dammit!\INFLUENZA VIRUS PROLIFERATION: The influenza virus is said to proliferate to 100 after 8 hours inside the body, and to one million after one day.\Influenza virus proliferation.\The influenza virus is said to proliferate to 100 after 8 hours inside the body,\and to one million after one day.\Kind of hot, isn't it?\INTERNAL BODY TEMPERATURE NOW RISING response:	They're infected!
context: They've proliferated again, dammit!\INFLUENZA VIRUS PROLIFERATION: The influenza virus is said to proliferate to 100 after 8 hours inside the body, and to one million after one day.\Influenza virus proliferation.\The influenza virus is said to proliferate to 100 after 8 hours inside the body,\and to one million after one day.\Kind of hot, isn't it?\INTERNAL BODY TEMPERATURE NOW RISING\They're infected! response:	Don't come this way!
context: INFLUENZA VIRUS PROLIFERATION: The influenza virus is said to proliferate to 100 after 8 hours inside the body, and to one million after one day.\Influenza virus proliferation.\The influenza virus is said to proliferate to 100 after 8 hours inside the body,\and to one million after one day.\Kind of hot, isn't it?\INTERNAL BODY TEMPERATURE NOW RISING\They're infected!\Don't come this way! response:	Let's get out of here!
context: Influenza virus proliferation.\The influenza virus is said to proliferate to 100 after 8 hours inside the body,\and to one million after one day.\Kind of hot, isn't it?\INTERNAL BODY TEMPERATURE NOW RISING\They're infected!\Don't come this way!\Let's get out of here! response:	Dammit, can't make a dent in them!
context: The influenza virus is said to proliferate to 100 after 8 hours inside the body,\and to one million after one day.\Kind of hot, isn't it?\INTERNAL BODY TEMPERATURE NOW RISING\They're infected!\Don't come this way!\Let's get out of here!\Dammit, can't make a dent in them! response:	There's just no end to these guys!
context: and to one million after one day.\Kind of hot, isn't it?\INTERNAL BODY TEMPERATURE NOW RISING\They're infected!\Don't come this way!\Let's get out of here!\Dammit, can't make a dent in them!\There's just no end to these guys! response:	Everybody...
context: Kind of hot, isn't it?\INTERNAL BODY TEMPERATURE NOW RISING\They're infected!\Don't come this way!\Let's get out of here!\Dammit, can't make a dent in them!\There's just no end to these guys!\Everybody... response:	I apologize for behaving in such an unsightly manner earlier.
context: INTERNAL BODY TEMPERATURE NOW RISING\They're infected!\Don't come this way!\Let's get out of here!\Dammit, can't make a dent in them!\There's just no end to these guys!\Everybody...\I apologize for behaving in such an unsightly manner earlier. response:	But I've overcome my past self's weakness and returned,
context: They're infected!\Don't come this way!\Let's get out of here!\Dammit, can't make a dent in them!\There's just no end to these guys!\Everybody...\I apologize for behaving in such an unsightly manner earlier.\But I've overcome my past self's weakness and returned, response:	newly activated!
context: Don't come this way!\Let's get out of here!\Dammit, can't make a dent in them!\There's just no end to these guys!\Everybody...\I apologize for behaving in such an unsightly manner earlier.\But I've overcome my past self's weakness and returned,\newly activated! response:	I am the former Naive T Cell!
context: Let's get out of here!\Dammit, can't make a dent in them!\There's just no end to these guys!\Everybody...\I apologize for behaving in such an unsightly manner earlier.\But I've overcome my past self's weakness and returned,\newly activated!\I am the former Naive T Cell! response:	EFFECTOR T CELL: A Naive T Cell after being activated.
context: Dammit, can't make a dent in them!\There's just no end to these guys!\Everybody...\I apologize for behaving in such an unsightly manner earlier.\But I've overcome my past self's weakness and returned,\newly activated!\I am the former Naive T Cell!\EFFECTOR T CELL: A Naive T Cell after being activated. response:	Effector T Cell.
context: There's just no end to these guys!\Everybody...\I apologize for behaving in such an unsightly manner earlier.\But I've overcome my past self's weakness and returned,\newly activated!\I am the former Naive T Cell!\EFFECTOR T CELL: A Naive T Cell after being activated.\Effector T Cell. response:	A Naive T Cell after being activated.
context: Everybody...\I apologize for behaving in such an unsightly manner earlier.\But I've overcome my past self's weakness and returned,\newly activated!\I am the former Naive T Cell!\EFFECTOR T CELL: A Naive T Cell after being activated.\Effector T Cell.\A Naive T Cell after being activated. response:	He's been activated!
context: I apologize for behaving in such an unsightly manner earlier.\But I've overcome my past self's weakness and returned,\newly activated!\I am the former Naive T Cell!\EFFECTOR T CELL: A Naive T Cell after being activated.\Effector T Cell.\A Naive T Cell after being activated.\He's been activated! response:	I've also proliferated!
context: But I've overcome my past self's weakness and returned,\newly activated!\I am the former Naive T Cell!\EFFECTOR T CELL: A Naive T Cell after being activated.\Effector T Cell.\A Naive T Cell after being activated.\He's been activated!\I've also proliferated! response:	There's more of him!
context: newly activated!\I am the former Naive T Cell!\EFFECTOR T CELL: A Naive T Cell after being activated.\Effector T Cell.\A Naive T Cell after being activated.\He's been activated!\I've also proliferated!\There's more of him! response:	Hey! So he finally did it! Freakin' Naive!
context: I am the former Naive T Cell!\EFFECTOR T CELL: A Naive T Cell after being activated.\Effector T Cell.\A Naive T Cell after being activated.\He's been activated!\I've also proliferated!\There's more of him!\Hey! So he finally did it! Freakin' Naive! response:	This gives us Herculean strength, huh? Literally!
context: EFFECTOR T CELL: A Naive T Cell after being activated.\Effector T Cell.\A Naive T Cell after being activated.\He's been activated!\I've also proliferated!\There's more of him!\Hey! So he finally did it! Freakin' Naive!\This gives us Herculean strength, huh? Literally! response:	No. Isn't this scary?
context: Effector T Cell.\A Naive T Cell after being activated.\He's been activated!\I've also proliferated!\There's more of him!\Hey! So he finally did it! Freakin' Naive!\This gives us Herculean strength, huh? Literally!\No. Isn't this scary? response:	Hey, I'm here, too!
context: A Naive T Cell after being activated.\He's been activated!\I've also proliferated!\There's more of him!\Hey! So he finally did it! Freakin' Naive!\This gives us Herculean strength, huh? Literally!\No. Isn't this scary?\Hey, I'm here, too! response:	Sorry to keep you waiting. I'm B Cell! And I've made some antibodies!
context: He's been activated!\I've also proliferated!\There's more of him!\Hey! So he finally did it! Freakin' Naive!\This gives us Herculean strength, huh? Literally!\No. Isn't this scary?\Hey, I'm here, too!\Sorry to keep you waiting. I'm B Cell! And I've made some antibodies! response:	B CELL (ANTIBODY-PRODUCING CELL): A type of Lymphocyte that fights antigens such as bacteria and viruses by producing weapons called antibodies.
context: I've also proliferated!\There's more of him!\Hey! So he finally did it! Freakin' Naive!\This gives us Herculean strength, huh? Literally!\No. Isn't this scary?\Hey, I'm here, too!\Sorry to keep you waiting. I'm B Cell! And I've made some antibodies!\B CELL (ANTIBODY-PRODUCING CELL): A type of Lymphocyte that fights antigens such as bacteria and viruses by producing weapons called antibodies. response:	B Cell. Antibody-producing cell.
context: There's more of him!\Hey! So he finally did it! Freakin' Naive!\This gives us Herculean strength, huh? Literally!\No. Isn't this scary?\Hey, I'm here, too!\Sorry to keep you waiting. I'm B Cell! And I've made some antibodies!\B CELL (ANTIBODY-PRODUCING CELL): A type of Lymphocyte that fights antigens such as bacteria and viruses by producing weapons called antibodies.\B Cell. Antibody-producing cell. response:	A type of Lymphocyte that fights antigens such as bacteria and viruses
context: Hey! So he finally did it! Freakin' Naive!\This gives us Herculean strength, huh? Literally!\No. Isn't this scary?\Hey, I'm here, too!\Sorry to keep you waiting. I'm B Cell! And I've made some antibodies!\B CELL (ANTIBODY-PRODUCING CELL): A type of Lymphocyte that fights antigens such as bacteria and viruses by producing weapons called antibodies.\B Cell. Antibody-producing cell.\A type of Lymphocyte that fights antigens such as bacteria and viruses response:	by producing weapons called antibodies.
context: This gives us Herculean strength, huh? Literally!\No. Isn't this scary?\Hey, I'm here, too!\Sorry to keep you waiting. I'm B Cell! And I've made some antibodies!\B CELL (ANTIBODY-PRODUCING CELL): A type of Lymphocyte that fights antigens such as bacteria and viruses by producing weapons called antibodies.\B Cell. Antibody-producing cell.\A type of Lymphocyte that fights antigens such as bacteria and viruses\by producing weapons called antibodies. response:	We've got nothing to fear now that we have this!
context: No. Isn't this scary?\Hey, I'm here, too!\Sorry to keep you waiting. I'm B Cell! And I've made some antibodies!\B CELL (ANTIBODY-PRODUCING CELL): A type of Lymphocyte that fights antigens such as bacteria and viruses by producing weapons called antibodies.\B Cell. Antibody-producing cell.\A type of Lymphocyte that fights antigens such as bacteria and viruses\by producing weapons called antibodies.\We've got nothing to fear now that we have this! response:	We can round'em all up just like that!
context: Hey, I'm here, too!\Sorry to keep you waiting. I'm B Cell! And I've made some antibodies!\B CELL (ANTIBODY-PRODUCING CELL): A type of Lymphocyte that fights antigens such as bacteria and viruses by producing weapons called antibodies.\B Cell. Antibody-producing cell.\A type of Lymphocyte that fights antigens such as bacteria and viruses\by producing weapons called antibodies.\We've got nothing to fear now that we have this!\We can round'em all up just like that! response:	All right! Let's go!
context: Sorry to keep you waiting. I'm B Cell! And I've made some antibodies!\B CELL (ANTIBODY-PRODUCING CELL): A type of Lymphocyte that fights antigens such as bacteria and viruses by producing weapons called antibodies.\B Cell. Antibody-producing cell.\A type of Lymphocyte that fights antigens such as bacteria and viruses\by producing weapons called antibodies.\We've got nothing to fear now that we have this!\We can round'em all up just like that!\All right! Let's go! response:	Yeah!
context: B CELL (ANTIBODY-PRODUCING CELL): A type of Lymphocyte that fights antigens such as bacteria and viruses by producing weapons called antibodies.\B Cell. Antibody-producing cell.\A type of Lymphocyte that fights antigens such as bacteria and viruses\by producing weapons called antibodies.\We've got nothing to fear now that we have this!\We can round'em all up just like that!\All right! Let's go!\Yeah! response:	Wait! Uh...
context: B Cell. Antibody-producing cell.\A type of Lymphocyte that fights antigens such as bacteria and viruses\by producing weapons called antibodies.\We've got nothing to fear now that we have this!\We can round'em all up just like that!\All right! Let's go!\Yeah!\Wait! Uh... response:	C'mon! We're gonna singlehandedly wipe out all those viruses!
context: A type of Lymphocyte that fights antigens such as bacteria and viruses\by producing weapons called antibodies.\We've got nothing to fear now that we have this!\We can round'em all up just like that!\All right! Let's go!\Yeah!\Wait! Uh...\C'mon! We're gonna singlehandedly wipe out all those viruses! response:	Yeah!
context: by producing weapons called antibodies.\We've got nothing to fear now that we have this!\We can round'em all up just like that!\All right! Let's go!\Yeah!\Wait! Uh...\C'mon! We're gonna singlehandedly wipe out all those viruses!\Yeah! response:	All right!
context: We've got nothing to fear now that we have this!\We can round'em all up just like that!\All right! Let's go!\Yeah!\Wait! Uh...\C'mon! We're gonna singlehandedly wipe out all those viruses!\Yeah!\All right! response:	Take that!
context: We can round'em all up just like that!\All right! Let's go!\Yeah!\Wait! Uh...\C'mon! We're gonna singlehandedly wipe out all those viruses!\Yeah!\All right!\Take that! response:	Take that! Take that! Take that! Take that! Take that! Take that!
context: All right! Let's go!\Yeah!\Wait! Uh...\C'mon! We're gonna singlehandedly wipe out all those viruses!\Yeah!\All right!\Take that!\Take that! Take that! Take that! Take that! Take that! Take that! response:	Take that!
context: Yeah!\Wait! Uh...\C'mon! We're gonna singlehandedly wipe out all those viruses!\Yeah!\All right!\Take that!\Take that! Take that! Take that! Take that! Take that! Take that!\Take that! response:	And so, along with the efforts of the immune cells...
context: Wait! Uh...\C'mon! We're gonna singlehandedly wipe out all those viruses!\Yeah!\All right!\Take that!\Take that! Take that! Take that! Take that! Take that! Take that!\Take that!\And so, along with the efforts of the immune cells... response:	HOT WATER
context: C'mon! We're gonna singlehandedly wipe out all those viruses!\Yeah!\All right!\Take that!\Take that! Take that! Take that! Take that! Take that! Take that!\Take that!\And so, along with the efforts of the immune cells...\HOT WATER response:	Stay away!
context: Yeah!\All right!\Take that!\Take that! Take that! Take that! Take that! Take that! Take that!\Take that!\And so, along with the efforts of the immune cells...\HOT WATER\Stay away! response:	FEVER: Suppresses the proliferation of invasive bacteria by raising the body temperature. Also accelerates the immune system.
context: All right!\Take that!\Take that! Take that! Take that! Take that! Take that! Take that!\Take that!\And so, along with the efforts of the immune cells...\HOT WATER\Stay away!\FEVER: Suppresses the proliferation of invasive bacteria by raising the body temperature. Also accelerates the immune system. response:	CONSTRICTION IN PROGRESS
context: Take that!\Take that! Take that! Take that! Take that! Take that! Take that!\Take that!\And so, along with the efforts of the immune cells...\HOT WATER\Stay away!\FEVER: Suppresses the proliferation of invasive bacteria by raising the body temperature. Also accelerates the immune system.\CONSTRICTION IN PROGRESS response:	CHILLS: Constrict the veins at the body's surface in order to prevent body heat from escaping. When the surface temperature of the extremities decreases, one experiences the chills.
context: Take that! Take that! Take that! Take that! Take that! Take that!\Take that!\And so, along with the efforts of the immune cells...\HOT WATER\Stay away!\FEVER: Suppresses the proliferation of invasive bacteria by raising the body temperature. Also accelerates the immune system.\CONSTRICTION IN PROGRESS\CHILLS: Constrict the veins at the body's surface in order to prevent body heat from escaping. When the surface temperature of the extremities decreases, one experiences the chills. response:	SNEEZE TWENTY-FIVE
context: Take that!\And so, along with the efforts of the immune cells...\HOT WATER\Stay away!\FEVER: Suppresses the proliferation of invasive bacteria by raising the body temperature. Also accelerates the immune system.\CONSTRICTION IN PROGRESS\CHILLS: Constrict the veins at the body's surface in order to prevent body heat from escaping. When the surface temperature of the extremities decreases, one experiences the chills.\SNEEZE TWENTY-FIVE response:	Achoo!
context: And so, along with the efforts of the immune cells...\HOT WATER\Stay away!\FEVER: Suppresses the proliferation of invasive bacteria by raising the body temperature. Also accelerates the immune system.\CONSTRICTION IN PROGRESS\CHILLS: Constrict the veins at the body's surface in order to prevent body heat from escaping. When the surface temperature of the extremities decreases, one experiences the chills.\SNEEZE TWENTY-FIVE\Achoo! response:	SNEEZE TWENTY-FIVE LAUNCH SUCCESSFUL!!
context: HOT WATER\Stay away!\FEVER: Suppresses the proliferation of invasive bacteria by raising the body temperature. Also accelerates the immune system.\CONSTRICTION IN PROGRESS\CHILLS: Constrict the veins at the body's surface in order to prevent body heat from escaping. When the surface temperature of the extremities decreases, one experiences the chills.\SNEEZE TWENTY-FIVE\Achoo!\SNEEZE TWENTY-FIVE LAUNCH SUCCESSFUL!! response:	Achoo!
context: Stay away!\FEVER: Suppresses the proliferation of invasive bacteria by raising the body temperature. Also accelerates the immune system.\CONSTRICTION IN PROGRESS\CHILLS: Constrict the veins at the body's surface in order to prevent body heat from escaping. When the surface temperature of the extremities decreases, one experiences the chills.\SNEEZE TWENTY-FIVE\Achoo!\SNEEZE TWENTY-FIVE LAUNCH SUCCESSFUL!!\Achoo! response:	SNEEZES, COUGHS: A reflexive reaction caused when the body attempts to expel foreign bodies such as viruses.
context: FEVER: Suppresses the proliferation of invasive bacteria by raising the body temperature. Also accelerates the immune system.\CONSTRICTION IN PROGRESS\CHILLS: Constrict the veins at the body's surface in order to prevent body heat from escaping. When the surface temperature of the extremities decreases, one experiences the chills.\SNEEZE TWENTY-FIVE\Achoo!\SNEEZE TWENTY-FIVE LAUNCH SUCCESSFUL!!\Achoo!\SNEEZES, COUGHS: A reflexive reaction caused when the body attempts to expel foreign bodies such as viruses. response:	Achoo!
context: CONSTRICTION IN PROGRESS\CHILLS: Constrict the veins at the body's surface in order to prevent body heat from escaping. When the surface temperature of the extremities decreases, one experiences the chills.\SNEEZE TWENTY-FIVE\Achoo!\SNEEZE TWENTY-FIVE LAUNCH SUCCESSFUL!!\Achoo!\SNEEZES, COUGHS: A reflexive reaction caused when the body attempts to expel foreign bodies such as viruses.\Achoo! response:	Hey! This is no time to be cooking dinner!
context: CHILLS: Constrict the veins at the body's surface in order to prevent body heat from escaping. When the surface temperature of the extremities decreases, one experiences the chills.\SNEEZE TWENTY-FIVE\Achoo!\SNEEZE TWENTY-FIVE LAUNCH SUCCESSFUL!!\Achoo!\SNEEZES, COUGHS: A reflexive reaction caused when the body attempts to expel foreign bodies such as viruses.\Achoo!\Hey! This is no time to be cooking dinner! response:	This is an emergency!
context: SNEEZE TWENTY-FIVE\Achoo!\SNEEZE TWENTY-FIVE LAUNCH SUCCESSFUL!!\Achoo!\SNEEZES, COUGHS: A reflexive reaction caused when the body attempts to expel foreign bodies such as viruses.\Achoo!\Hey! This is no time to be cooking dinner!\This is an emergency! response:	Let's have them use the stomach's digestive energy!
context: Achoo!\SNEEZE TWENTY-FIVE LAUNCH SUCCESSFUL!!\Achoo!\SNEEZES, COUGHS: A reflexive reaction caused when the body attempts to expel foreign bodies such as viruses.\Achoo!\Hey! This is no time to be cooking dinner!\This is an emergency!\Let's have them use the stomach's digestive energy! response:	DECREASE
context: SNEEZE TWENTY-FIVE LAUNCH SUCCESSFUL!!\Achoo!\SNEEZES, COUGHS: A reflexive reaction caused when the body attempts to expel foreign bodies such as viruses.\Achoo!\Hey! This is no time to be cooking dinner!\This is an emergency!\Let's have them use the stomach's digestive energy!\DECREASE response:	INCREASE
context: Achoo!\SNEEZES, COUGHS: A reflexive reaction caused when the body attempts to expel foreign bodies such as viruses.\Achoo!\Hey! This is no time to be cooking dinner!\This is an emergency!\Let's have them use the stomach's digestive energy!\DECREASE\INCREASE response:	APPETITE LEVEL
context: SNEEZES, COUGHS: A reflexive reaction caused when the body attempts to expel foreign bodies such as viruses.\Achoo!\Hey! This is no time to be cooking dinner!\This is an emergency!\Let's have them use the stomach's digestive energy!\DECREASE\INCREASE\APPETITE LEVEL response:	DECREASED APPETITE: A reaction to heal disease, utilizing the energy normally used for digesting.
context: Achoo!\Hey! This is no time to be cooking dinner!\This is an emergency!\Let's have them use the stomach's digestive energy!\DECREASE\INCREASE\APPETITE LEVEL\DECREASED APPETITE: A reaction to heal disease, utilizing the energy normally used for digesting. response:	- It stopped! - No way!
context: Hey! This is no time to be cooking dinner!\This is an emergency!\Let's have them use the stomach's digestive energy!\DECREASE\INCREASE\APPETITE LEVEL\DECREASED APPETITE: A reaction to heal disease, utilizing the energy normally used for digesting.\- It stopped! - No way! response:	INTERNAL BODY TEMPERATURE NOW RISING
context: This is an emergency!\Let's have them use the stomach's digestive energy!\DECREASE\INCREASE\APPETITE LEVEL\DECREASED APPETITE: A reaction to heal disease, utilizing the energy normally used for digesting.\- It stopped! - No way!\INTERNAL BODY TEMPERATURE NOW RISING response:	All right, we're good.
context: Let's have them use the stomach's digestive energy!\DECREASE\INCREASE\APPETITE LEVEL\DECREASED APPETITE: A reaction to heal disease, utilizing the energy normally used for digesting.\- It stopped! - No way!\INTERNAL BODY TEMPERATURE NOW RISING\All right, we're good. response:	We're sufficiently hydrated.
context: DECREASE\INCREASE\APPETITE LEVEL\DECREASED APPETITE: A reaction to heal disease, utilizing the energy normally used for digesting.\- It stopped! - No way!\INTERNAL BODY TEMPERATURE NOW RISING\All right, we're good.\We're sufficiently hydrated. response:	Sweat! Cool off the body surface!
context: INCREASE\APPETITE LEVEL\DECREASED APPETITE: A reaction to heal disease, utilizing the energy normally used for digesting.\- It stopped! - No way!\INTERNAL BODY TEMPERATURE NOW RISING\All right, we're good.\We're sufficiently hydrated.\Sweat! Cool off the body surface! response:	Roger that!
context: APPETITE LEVEL\DECREASED APPETITE: A reaction to heal disease, utilizing the energy normally used for digesting.\- It stopped! - No way!\INTERNAL BODY TEMPERATURE NOW RISING\All right, we're good.\We're sufficiently hydrated.\Sweat! Cool off the body surface!\Roger that! response:	ECCRINE
context: DECREASED APPETITE: A reaction to heal disease, utilizing the energy normally used for digesting.\- It stopped! - No way!\INTERNAL BODY TEMPERATURE NOW RISING\All right, we're good.\We're sufficiently hydrated.\Sweat! Cool off the body surface!\Roger that!\ECCRINE response:	SWEAT: Expels toxins and adjusts body temperature.
context: - It stopped! - No way!\INTERNAL BODY TEMPERATURE NOW RISING\All right, we're good.\We're sufficiently hydrated.\Sweat! Cool off the body surface!\Roger that!\ECCRINE\SWEAT: Expels toxins and adjusts body temperature. response:	THE SWEAT GLANDS IN ACTION NOW
context: INTERNAL BODY TEMPERATURE NOW RISING\All right, we're good.\We're sufficiently hydrated.\Sweat! Cool off the body surface!\Roger that!\ECCRINE\SWEAT: Expels toxins and adjusts body temperature.\THE SWEAT GLANDS IN ACTION NOW response:	Thanks to the teamwork between each organ,
context: All right, we're good.\We're sufficiently hydrated.\Sweat! Cool off the body surface!\Roger that!\ECCRINE\SWEAT: Expels toxins and adjusts body temperature.\THE SWEAT GLANDS IN ACTION NOW\Thanks to the teamwork between each organ, response:	and everyone joining forces...
context: We're sufficiently hydrated.\Sweat! Cool off the body surface!\Roger that!\ECCRINE\SWEAT: Expels toxins and adjusts body temperature.\THE SWEAT GLANDS IN ACTION NOW\Thanks to the teamwork between each organ,\and everyone joining forces... response:	Take that!
context: Sweat! Cool off the body surface!\Roger that!\ECCRINE\SWEAT: Expels toxins and adjusts body temperature.\THE SWEAT GLANDS IN ACTION NOW\Thanks to the teamwork between each organ,\and everyone joining forces...\Take that! response:	You did it!
context: Roger that!\ECCRINE\SWEAT: Expels toxins and adjusts body temperature.\THE SWEAT GLANDS IN ACTION NOW\Thanks to the teamwork between each organ,\and everyone joining forces...\Take that!\You did it! response:	Now you're a full-fledged T Cell!
context: ECCRINE\SWEAT: Expels toxins and adjusts body temperature.\THE SWEAT GLANDS IN ACTION NOW\Thanks to the teamwork between each organ,\and everyone joining forces...\Take that!\You did it!\Now you're a full-fledged T Cell! response:	Senpai...
context: SWEAT: Expels toxins and adjusts body temperature.\THE SWEAT GLANDS IN ACTION NOW\Thanks to the teamwork between each organ,\and everyone joining forces...\Take that!\You did it!\Now you're a full-fledged T Cell!\Senpai... response:	Huh! The latter half was mostly thanks to me!
context: THE SWEAT GLANDS IN ACTION NOW\Thanks to the teamwork between each organ,\and everyone joining forces...\Take that!\You did it!\Now you're a full-fledged T Cell!\Senpai...\Huh! The latter half was mostly thanks to me! response:	My antibodies...
context: Thanks to the teamwork between each organ,\and everyone joining forces...\Take that!\You did it!\Now you're a full-fledged T Cell!\Senpai...\Huh! The latter half was mostly thanks to me!\My antibodies... response:	Well, yeah.
context: and everyone joining forces...\Take that!\You did it!\Now you're a full-fledged T Cell!\Senpai...\Huh! The latter half was mostly thanks to me!\My antibodies...\Well, yeah. response:	No one's more powerful than us Killer T Cells!
context: Take that!\You did it!\Now you're a full-fledged T Cell!\Senpai...\Huh! The latter half was mostly thanks to me!\My antibodies...\Well, yeah.\No one's more powerful than us Killer T Cells! response:	No cell or virus stands a chance against us!
context: You did it!\Now you're a full-fledged T Cell!\Senpai...\Huh! The latter half was mostly thanks to me!\My antibodies...\Well, yeah.\No one's more powerful than us Killer T Cells!\No cell or virus stands a chance against us! response:	We did it!
context: Now you're a full-fledged T Cell!\Senpai...\Huh! The latter half was mostly thanks to me!\My antibodies...\Well, yeah.\No one's more powerful than us Killer T Cells!\No cell or virus stands a chance against us!\We did it! response:	Thank you for your hard work.
context: Senpai...\Huh! The latter half was mostly thanks to me!\My antibodies...\Well, yeah.\No one's more powerful than us Killer T Cells!\No cell or virus stands a chance against us!\We did it!\Thank you for your hard work. response:	Right.
context: Huh! The latter half was mostly thanks to me!\My antibodies...\Well, yeah.\No one's more powerful than us Killer T Cells!\No cell or virus stands a chance against us!\We did it!\Thank you for your hard work.\Right. response:	Hey, check that out!
context: My antibodies...\Well, yeah.\No one's more powerful than us Killer T Cells!\No cell or virus stands a chance against us!\We did it!\Thank you for your hard work.\Right.\Hey, check that out! response:	Over there!
context: Well, yeah.\No one's more powerful than us Killer T Cells!\No cell or virus stands a chance against us!\We did it!\Thank you for your hard work.\Right.\Hey, check that out!\Over there! response:	It's a virus!
context: No one's more powerful than us Killer T Cells!\No cell or virus stands a chance against us!\We did it!\Thank you for your hard work.\Right.\Hey, check that out!\Over there!\It's a virus! response:	Hey, looks like a new one just snuck in!
context: No cell or virus stands a chance against us!\We did it!\Thank you for your hard work.\Right.\Hey, check that out!\Over there!\It's a virus!\Hey, looks like a new one just snuck in! response:	What a fool.
context: We did it!\Thank you for your hard work.\Right.\Hey, check that out!\Over there!\It's a virus!\Hey, looks like a new one just snuck in!\What a fool. response:	After tens of thousands of his friends just got eradicated...
context: Thank you for your hard work.\Right.\Hey, check that out!\Over there!\It's a virus!\Hey, looks like a new one just snuck in!\What a fool.\After tens of thousands of his friends just got eradicated... response:	I'll just annihilate him with one blow, so he won't suffer at least!
context: Right.\Hey, check that out!\Over there!\It's a virus!\Hey, looks like a new one just snuck in!\What a fool.\After tens of thousands of his friends just got eradicated...\I'll just annihilate him with one blow, so he won't suffer at least! response:	Wow, he's Mr. Aggressive now.
context: Hey, check that out!\Over there!\It's a virus!\Hey, looks like a new one just snuck in!\What a fool.\After tens of thousands of his friends just got eradicated...\I'll just annihilate him with one blow, so he won't suffer at least!\Wow, he's Mr. Aggressive now. response:	Take that!
