context: The raid boss is in there, isn't it? response:	So it seems.
context: The weird parts are still a game.\That's my line.\Don't get mad.\You're such a kid.\Well?\I understand...\Okay, there we go!\Are we connected? response:	With the moon?
context: That's my line.\Don't get mad.\You're such a kid.\Well?\I understand...\Okay, there we go!\Are we connected?\With the moon? response:	He...o... An...ybod... hear...e?
context: Don't get mad.\You're such a kid.\Well?\I understand...\Okay, there we go!\Are we connected?\With the moon?\He...o... An...ybod... hear...e? response:	Is it Princess Kaguya?
context: You're such a kid.\Well?\I understand...\Okay, there we go!\Are we connected?\With the moon?\He...o... An...ybod... hear...e?\Is it Princess Kaguya? response:	Ni hao?
context: Well?\I understand...\Okay, there we go!\Are we connected?\With the moon?\He...o... An...ybod... hear...e?\Is it Princess Kaguya?\Ni hao? response:	Bonjour?
context: I understand...\Okay, there we go!\Are we connected?\With the moon?\He...o... An...ybod... hear...e?\Is it Princess Kaguya?\Ni hao?\Bonjour? response:	Hello? Can you hear me?
context: Okay, there we go!\Are we connected?\With the moon?\He...o... An...ybod... hear...e?\Is it Princess Kaguya?\Ni hao?\Bonjour?\Hello? Can you hear me? response:	Aloha?
context: Are we connected?\With the moon?\He...o... An...ybod... hear...e?\Is it Princess Kaguya?\Ni hao?\Bonjour?\Hello? Can you hear me?\Aloha? response:	Guten tag!
context: With the moon?\He...o... An...ybod... hear...e?\Is it Princess Kaguya?\Ni hao?\Bonjour?\Hello? Can you hear me?\Aloha?\Guten tag! response:	Hello?
context: He...o... An...ybod... hear...e?\Is it Princess Kaguya?\Ni hao?\Bonjour?\Hello? Can you hear me?\Aloha?\Guten tag!\Hello? response:	That voice...
context: Is it Princess Kaguya?\Ni hao?\Bonjour?\Hello? Can you hear me?\Aloha?\Guten tag!\Hello?\That voice... response:	Is that you, Shiro?
context: Ni hao?\Bonjour?\Hello? Can you hear me?\Aloha?\Guten tag!\Hello?\That voice...\Is that you, Shiro? response:	Don't tell me...
context: Bonjour?\Hello? Can you hear me?\Aloha?\Guten tag!\Hello?\That voice...\Is that you, Shiro?\Don't tell me... response:	I knew it!
context: Hello? Can you hear me?\Aloha?\Guten tag!\Hello?\That voice...\Is that you, Shiro?\Don't tell me...\I knew it! response:	Yoo-hoo, Shiro!
context: Aloha?\Guten tag!\Hello?\That voice...\Is that you, Shiro?\Don't tell me...\I knew it!\Yoo-hoo, Shiro! response:	Kanami?
context: Guten tag!\Hello?\That voice...\Is that you, Shiro?\Don't tell me...\I knew it!\Yoo-hoo, Shiro!\Kanami? response:	K-Kanami?
context: Hello?\That voice...\Is that you, Shiro?\Don't tell me...\I knew it!\Yoo-hoo, Shiro!\Kanami?\K-Kanami? response:	It can't be
context: That voice...\Is that you, Shiro?\Don't tell me...\I knew it!\Yoo-hoo, Shiro!\Kanami?\K-Kanami?\It can't be response:	Shiroe's ex-girlfriend!
context: Is that you, Shiro?\Don't tell me...\I knew it!\Yoo-hoo, Shiro!\Kanami?\K-Kanami?\It can't be\Shiroe's ex-girlfriend! response:	It's been so long!
context: Don't tell me...\I knew it!\Yoo-hoo, Shiro!\Kanami?\K-Kanami?\It can't be\Shiroe's ex-girlfriend!\It's been so long! response:	How have you been?
context: I knew it!\Yoo-hoo, Shiro!\Kanami?\K-Kanami?\It can't be\Shiroe's ex-girlfriend!\It's been so long!\How have you been? response:	Don't It's been so long me!
context: Yoo-hoo, Shiro!\Kanami?\K-Kanami?\It can't be\Shiroe's ex-girlfriend!\It's been so long!\How have you been?\Don't It's been so long me! response:	I heard you're doing something interesting in Akihabara.
context: Kanami?\K-Kanami?\It can't be\Shiroe's ex-girlfriend!\It's been so long!\How have you been?\Don't It's been so long me!\I heard you're doing something interesting in Akihabara. response:	Um, what was it?
context: K-Kanami?\It can't be\Shiroe's ex-girlfriend!\It's been so long!\How have you been?\Don't It's been so long me!\I heard you're doing something interesting in Akihabara.\Um, what was it? response:	Round robin?
context: It can't be\Shiroe's ex-girlfriend!\It's been so long!\How have you been?\Don't It's been so long me!\I heard you're doing something interesting in Akihabara.\Um, what was it?\Round robin? response:	The Round Table.
context: Shiroe's ex-girlfriend!\It's been so long!\How have you been?\Don't It's been so long me!\I heard you're doing something interesting in Akihabara.\Um, what was it?\Round robin?\The Round Table. response:	How did you know about that?
context: It's been so long!\How have you been?\Don't It's been so long me!\I heard you're doing something interesting in Akihabara.\Um, what was it?\Round robin?\The Round Table.\How did you know about that? response:	And wait, did you come back to the game?
context: How have you been?\Don't It's been so long me!\I heard you're doing something interesting in Akihabara.\Um, what was it?\Round robin?\The Round Table.\How did you know about that?\And wait, did you come back to the game? response:	And wait, where are you?
context: Don't It's been so long me!\I heard you're doing something interesting in Akihabara.\Um, what was it?\Round robin?\The Round Table.\How did you know about that?\And wait, did you come back to the game?\And wait, where are you? response:	She's not on the moon, is she?
context: I heard you're doing something interesting in Akihabara.\Um, what was it?\Round robin?\The Round Table.\How did you know about that?\And wait, did you come back to the game?\And wait, where are you?\She's not on the moon, is she? response:	She might be...
context: Um, what was it?\Round robin?\The Round Table.\How did you know about that?\And wait, did you come back to the game?\And wait, where are you?\She's not on the moon, is she?\She might be... response:	This is the China server.
context: Round robin?\The Round Table.\How did you know about that?\And wait, did you come back to the game?\And wait, where are you?\She's not on the moon, is she?\She might be...\This is the China server. response:	Okay, that's the last one.
context: The Round Table.\How did you know about that?\And wait, did you come back to the game?\And wait, where are you?\She's not on the moon, is she?\She might be...\This is the China server.\Okay, that's the last one. response:	Everyone's okay, right?
context: How did you know about that?\And wait, did you come back to the game?\And wait, where are you?\She's not on the moon, is she?\She might be...\This is the China server.\Okay, that's the last one.\Everyone's okay, right? response:	Hey, Kanami!
context: And wait, did you come back to the game?\And wait, where are you?\She's not on the moon, is she?\She might be...\This is the China server.\Okay, that's the last one.\Everyone's okay, right?\Hey, Kanami! response:	We're done!
context: And wait, where are you?\She's not on the moon, is she?\She might be...\This is the China server.\Okay, that's the last one.\Everyone's okay, right?\Hey, Kanami!\We're done! response:	I'm on a journey, and I found this TV station.
context: She's not on the moon, is she?\She might be...\This is the China server.\Okay, that's the last one.\Everyone's okay, right?\Hey, Kanami!\We're done!\I'm on a journey, and I found this TV station. response:	It looked interesting, so I fiddled with some stuff, and it connected.
context: She might be...\This is the China server.\Okay, that's the last one.\Everyone's okay, right?\Hey, Kanami!\We're done!\I'm on a journey, and I found this TV station.\It looked interesting, so I fiddled with some stuff, and it connected. response:	Because it looked interesting?
context: This is the China server.\Okay, that's the last one.\Everyone's okay, right?\Hey, Kanami!\We're done!\I'm on a journey, and I found this TV station.\It looked interesting, so I fiddled with some stuff, and it connected.\Because it looked interesting? response:	Oh, right... Shiro!
context: Okay, that's the last one.\Everyone's okay, right?\Hey, Kanami!\We're done!\I'm on a journey, and I found this TV station.\It looked interesting, so I fiddled with some stuff, and it connected.\Because it looked interesting?\Oh, right... Shiro! response:	My daughter's three now.
context: Everyone's okay, right?\Hey, Kanami!\We're done!\I'm on a journey, and I found this TV station.\It looked interesting, so I fiddled with some stuff, and it connected.\Because it looked interesting?\Oh, right... Shiro!\My daughter's three now. response:	Daughter?
context: Hey, Kanami!\We're done!\I'm on a journey, and I found this TV station.\It looked interesting, so I fiddled with some stuff, and it connected.\Because it looked interesting?\Oh, right... Shiro!\My daughter's three now.\Daughter? response:	She has a daughter?
context: We're done!\I'm on a journey, and I found this TV station.\It looked interesting, so I fiddled with some stuff, and it connected.\Because it looked interesting?\Oh, right... Shiro!\My daughter's three now.\Daughter?\She has a daughter? response:	I know.
context: I'm on a journey, and I found this TV station.\It looked interesting, so I fiddled with some stuff, and it connected.\Because it looked interesting?\Oh, right... Shiro!\My daughter's three now.\Daughter?\She has a daughter?\I know. response:	I'm sorry I never got to congratulate you.
context: It looked interesting, so I fiddled with some stuff, and it connected.\Because it looked interesting?\Oh, right... Shiro!\My daughter's three now.\Daughter?\She has a daughter?\I know.\I'm sorry I never got to congratulate you. response:	Did I tell you?
context: Because it looked interesting?\Oh, right... Shiro!\My daughter's three now.\Daughter?\She has a daughter?\I know.\I'm sorry I never got to congratulate you.\Did I tell you? response:	No.
context: Oh, right... Shiro!\My daughter's three now.\Daughter?\She has a daughter?\I know.\I'm sorry I never got to congratulate you.\Did I tell you?\No. response:	But I heard.
context: My daughter's three now.\Daughter?\She has a daughter?\I know.\I'm sorry I never got to congratulate you.\Did I tell you?\No.\But I heard. response:	So I'll say it now.
context: Daughter?\She has a daughter?\I know.\I'm sorry I never got to congratulate you.\Did I tell you?\No.\But I heard.\So I'll say it now. response:	Congratulations.
context: She has a daughter?\I know.\I'm sorry I never got to congratulate you.\Did I tell you?\No.\But I heard.\So I'll say it now.\Congratulations. response:	Thanks!
context: I know.\I'm sorry I never got to congratulate you.\Did I tell you?\No.\But I heard.\So I'll say it now.\Congratulations.\Thanks! response:	You have a kid?! Seriously?
context: I'm sorry I never got to congratulate you.\Did I tell you?\No.\But I heard.\So I'll say it now.\Congratulations.\Thanks!\You have a kid?! Seriously? response:	And she's so cute!
context: Did I tell you?\No.\But I heard.\So I'll say it now.\Congratulations.\Thanks!\You have a kid?! Seriously?\And she's so cute! response:	She moves around so much.
context: No.\But I heard.\So I'll say it now.\Congratulations.\Thanks!\You have a kid?! Seriously?\And she's so cute!\She moves around so much. response:	She'll run up to you and then cling to your leg!
context: But I heard.\So I'll say it now.\Congratulations.\Thanks!\You have a kid?! Seriously?\And she's so cute!\She moves around so much.\She'll run up to you and then cling to your leg! response:	I see.
context: So I'll say it now.\Congratulations.\Thanks!\You have a kid?! Seriously?\And she's so cute!\She moves around so much.\She'll run up to you and then cling to your leg!\I see. response:	Then you need to go home to our old world, right?
context: Congratulations.\Thanks!\You have a kid?! Seriously?\And she's so cute!\She moves around so much.\She'll run up to you and then cling to your leg!\I see.\Then you need to go home to our old world, right? response:	Huh? Why?
context: Thanks!\You have a kid?! Seriously?\And she's so cute!\She moves around so much.\She'll run up to you and then cling to your leg!\I see.\Then you need to go home to our old world, right?\Huh? Why? response:	Hey, Shiro!
context: You have a kid?! Seriously?\And she's so cute!\She moves around so much.\She'll run up to you and then cling to your leg!\I see.\Then you need to go home to our old world, right?\Huh? Why?\Hey, Shiro! response:	I want to show this world to my daughter.
context: And she's so cute!\She moves around so much.\She'll run up to you and then cling to your leg!\I see.\Then you need to go home to our old world, right?\Huh? Why?\Hey, Shiro!\I want to show this world to my daughter. response:	It's so big and so pretty and so wonderful.
context: She moves around so much.\She'll run up to you and then cling to your leg!\I see.\Then you need to go home to our old world, right?\Huh? Why?\Hey, Shiro!\I want to show this world to my daughter.\It's so big and so pretty and so wonderful. response:	And her mom has lots of friends here.
context: She'll run up to you and then cling to your leg!\I see.\Then you need to go home to our old world, right?\Huh? Why?\Hey, Shiro!\I want to show this world to my daughter.\It's so big and so pretty and so wonderful.\And her mom has lots of friends here. response:	I want to send her on an adventure where she'll meet people all over the world.
context: I see.\Then you need to go home to our old world, right?\Huh? Why?\Hey, Shiro!\I want to show this world to my daughter.\It's so big and so pretty and so wonderful.\And her mom has lots of friends here.\I want to send her on an adventure where she'll meet people all over the world. response:	She loves high places.
context: Then you need to go home to our old world, right?\Huh? Why?\Hey, Shiro!\I want to show this world to my daughter.\It's so big and so pretty and so wonderful.\And her mom has lots of friends here.\I want to send her on an adventure where she'll meet people all over the world.\She loves high places. response:	So I want to let her ride a griffon.
context: Huh? Why?\Hey, Shiro!\I want to show this world to my daughter.\It's so big and so pretty and so wonderful.\And her mom has lots of friends here.\I want to send her on an adventure where she'll meet people all over the world.\She loves high places.\So I want to let her ride a griffon. response:	I want to show her the great forests and the seas and the deserts.
context: Hey, Shiro!\I want to show this world to my daughter.\It's so big and so pretty and so wonderful.\And her mom has lots of friends here.\I want to send her on an adventure where she'll meet people all over the world.\She loves high places.\So I want to let her ride a griffon.\I want to show her the great forests and the seas and the deserts. response:	I want to teach her that the world is a beautiful place!
context: I want to show this world to my daughter.\It's so big and so pretty and so wonderful.\And her mom has lots of friends here.\I want to send her on an adventure where she'll meet people all over the world.\She loves high places.\So I want to let her ride a griffon.\I want to show her the great forests and the seas and the deserts.\I want to teach her that the world is a beautiful place! response:	Yeah...
context: It's so big and so pretty and so wonderful.\And her mom has lots of friends here.\I want to send her on an adventure where she'll meet people all over the world.\She loves high places.\So I want to let her ride a griffon.\I want to show her the great forests and the seas and the deserts.\I want to teach her that the world is a beautiful place!\Yeah... response:	That's true.
context: And her mom has lots of friends here.\I want to send her on an adventure where she'll meet people all over the world.\She loves high places.\So I want to let her ride a griffon.\I want to show her the great forests and the seas and the deserts.\I want to teach her that the world is a beautiful place!\Yeah...\That's true. response:	You're right.
context: I want to send her on an adventure where she'll meet people all over the world.\She loves high places.\So I want to let her ride a griffon.\I want to show her the great forests and the seas and the deserts.\I want to teach her that the world is a beautiful place!\Yeah...\That's true.\You're right. response:	It's not that I'd never considered the possibility.
context: She loves high places.\So I want to let her ride a griffon.\I want to show her the great forests and the seas and the deserts.\I want to teach her that the world is a beautiful place!\Yeah...\That's true.\You're right.\It's not that I'd never considered the possibility. response:	I'd just given up on it as impossible.
context: So I want to let her ride a griffon.\I want to show her the great forests and the seas and the deserts.\I want to teach her that the world is a beautiful place!\Yeah...\That's true.\You're right.\It's not that I'd never considered the possibility.\I'd just given up on it as impossible. response:	Instead of going home
context: I want to show her the great forests and the seas and the deserts.\I want to teach her that the world is a beautiful place!\Yeah...\That's true.\You're right.\It's not that I'd never considered the possibility.\I'd just given up on it as impossible.\Instead of going home response:	or staying here,
context: I want to teach her that the world is a beautiful place!\Yeah...\That's true.\You're right.\It's not that I'd never considered the possibility.\I'd just given up on it as impossible.\Instead of going home\or staying here, response:	there's a third option.
context: Yeah...\That's true.\You're right.\It's not that I'd never considered the possibility.\I'd just given up on it as impossible.\Instead of going home\or staying here,\there's a third option. response:	Connect the two worlds
context: That's true.\You're right.\It's not that I'd never considered the possibility.\I'd just given up on it as impossible.\Instead of going home\or staying here,\there's a third option.\Connect the two worlds response:	and make it so you can travel between them.
context: You're right.\It's not that I'd never considered the possibility.\I'd just given up on it as impossible.\Instead of going home\or staying here,\there's a third option.\Connect the two worlds\and make it so you can travel between them. response:	Is that possible?
context: It's not that I'd never considered the possibility.\I'd just given up on it as impossible.\Instead of going home\or staying here,\there's a third option.\Connect the two worlds\and make it so you can travel between them.\Is that possible? response:	It's worth trying, I think.
context: I'd just given up on it as impossible.\Instead of going home\or staying here,\there's a third option.\Connect the two worlds\and make it so you can travel between them.\Is that possible?\It's worth trying, I think. response:	But didn't you say the adventurers might cause a war here?
context: Instead of going home\or staying here,\there's a third option.\Connect the two worlds\and make it so you can travel between them.\Is that possible?\It's worth trying, I think.\But didn't you say the adventurers might cause a war here? response:	That doesn't mean going home is necessarily the best option.
context: or staying here,\there's a third option.\Connect the two worlds\and make it so you can travel between them.\Is that possible?\It's worth trying, I think.\But didn't you say the adventurers might cause a war here?\That doesn't mean going home is necessarily the best option. response:	That's just what I'd expect.
context: there's a third option.\Connect the two worlds\and make it so you can travel between them.\Is that possible?\It's worth trying, I think.\But didn't you say the adventurers might cause a war here?\That doesn't mean going home is necessarily the best option.\That's just what I'd expect. response:	That's my lord.
context: Connect the two worlds\and make it so you can travel between them.\Is that possible?\It's worth trying, I think.\But didn't you say the adventurers might cause a war here?\That doesn't mean going home is necessarily the best option.\That's just what I'd expect.\That's my lord. response:	Then go get it done, Shiro!
context: and make it so you can travel between them.\Is that possible?\It's worth trying, I think.\But didn't you say the adventurers might cause a war here?\That doesn't mean going home is necessarily the best option.\That's just what I'd expect.\That's my lord.\Then go get it done, Shiro! response:	Is that a quest?
context: Is that possible?\It's worth trying, I think.\But didn't you say the adventurers might cause a war here?\That doesn't mean going home is necessarily the best option.\That's just what I'd expect.\That's my lord.\Then go get it done, Shiro!\Is that a quest? response:	Yes, that's right!
context: It's worth trying, I think.\But didn't you say the adventurers might cause a war here?\That doesn't mean going home is necessarily the best option.\That's just what I'd expect.\That's my lord.\Then go get it done, Shiro!\Is that a quest?\Yes, that's right! response:	A quest!
context: But didn't you say the adventurers might cause a war here?\That doesn't mean going home is necessarily the best option.\That's just what I'd expect.\That's my lord.\Then go get it done, Shiro!\Is that a quest?\Yes, that's right!\A quest! response:	No.
context: That doesn't mean going home is necessarily the best option.\That's just what I'd expect.\That's my lord.\Then go get it done, Shiro!\Is that a quest?\Yes, that's right!\A quest!\No. response:	What? Shiro!
context: That's just what I'd expect.\That's my lord.\Then go get it done, Shiro!\Is that a quest?\Yes, that's right!\A quest!\No.\What? Shiro! response:	Kanami, I made a guild.
context: That's my lord.\Then go get it done, Shiro!\Is that a quest?\Yes, that's right!\A quest!\No.\What? Shiro!\Kanami, I made a guild. response:	It's called Log Horizon.
context: Then go get it done, Shiro!\Is that a quest?\Yes, that's right!\A quest!\No.\What? Shiro!\Kanami, I made a guild.\It's called Log Horizon. response:	I have lots of friends.
context: Is that a quest?\Yes, that's right!\A quest!\No.\What? Shiro!\Kanami, I made a guild.\It's called Log Horizon.\I have lots of friends. response:	So we'll accept that quest.
context: Yes, that's right!\A quest!\No.\What? Shiro!\Kanami, I made a guild.\It's called Log Horizon.\I have lots of friends.\So we'll accept that quest. response:	We'll be the first in the world to see that.
context: A quest!\No.\What? Shiro!\Kanami, I made a guild.\It's called Log Horizon.\I have lots of friends.\So we'll accept that quest.\We'll be the first in the world to see that. response:	But since we're old friends,
context: No.\What? Shiro!\Kanami, I made a guild.\It's called Log Horizon.\I have lots of friends.\So we'll accept that quest.\We'll be the first in the world to see that.\But since we're old friends, response:	if you hurry, there may be time for me to show it to you.
context: What? Shiro!\Kanami, I made a guild.\It's called Log Horizon.\I have lots of friends.\So we'll accept that quest.\We'll be the first in the world to see that.\But since we're old friends,\if you hurry, there may be time for me to show it to you. response:	Shiro...
context: Kanami, I made a guild.\It's called Log Horizon.\I have lots of friends.\So we'll accept that quest.\We'll be the first in the world to see that.\But since we're old friends,\if you hurry, there may be time for me to show it to you.\Shiro... response:	There's an answer that doesn't
context: It's called Log Horizon.\I have lots of friends.\So we'll accept that quest.\We'll be the first in the world to see that.\But since we're old friends,\if you hurry, there may be time for me to show it to you.\Shiro...\There's an answer that doesn't response:	involve giving up on this world
context: I have lots of friends.\So we'll accept that quest.\We'll be the first in the world to see that.\But since we're old friends,\if you hurry, there may be time for me to show it to you.\Shiro...\There's an answer that doesn't\involve giving up on this world response:	or the old one.
context: So we'll accept that quest.\We'll be the first in the world to see that.\But since we're old friends,\if you hurry, there may be time for me to show it to you.\Shiro...\There's an answer that doesn't\involve giving up on this world\or the old one. response:	Find it. Promise.
context: We'll be the first in the world to see that.\But since we're old friends,\if you hurry, there may be time for me to show it to you.\Shiro...\There's an answer that doesn't\involve giving up on this world\or the old one.\Find it. Promise. response:	Log Horizon accepts your quest.
context: But since we're old friends,\if you hurry, there may be time for me to show it to you.\Shiro...\There's an answer that doesn't\involve giving up on this world\or the old one.\Find it. Promise.\Log Horizon accepts your quest. response:	That's my bus guide!
context: if you hurry, there may be time for me to show it to you.\Shiro...\There's an answer that doesn't\involve giving up on this world\or the old one.\Find it. Promise.\Log Horizon accepts your quest.\That's my bus guide! response:	Bus guide?
context: Shiro...\There's an answer that doesn't\involve giving up on this world\or the old one.\Find it. Promise.\Log Horizon accepts your quest.\That's my bus guide!\Bus guide? response:	Oh, right...
context: There's an answer that doesn't\involve giving up on this world\or the old one.\Find it. Promise.\Log Horizon accepts your quest.\That's my bus guide!\Bus guide?\Oh, right... response:	Crusty's here, too.
context: involve giving up on this world\or the old one.\Find it. Promise.\Log Horizon accepts your quest.\That's my bus guide!\Bus guide?\Oh, right...\Crusty's here, too. response:	Crusty's there?
context: or the old one.\Find it. Promise.\Log Horizon accepts your quest.\That's my bus guide!\Bus guide?\Oh, right...\Crusty's here, too.\Crusty's there? response:	M-My lord?
context: Find it. Promise.\Log Horizon accepts your quest.\That's my bus guide!\Bus guide?\Oh, right...\Crusty's here, too.\Crusty's there?\M-My lord? response:	What?!
context: Log Horizon accepts your quest.\That's my bus guide!\Bus guide?\Oh, right...\Crusty's here, too.\Crusty's there?\M-My lord?\What?! response:	What do you mean?
context: That's my bus guide!\Bus guide?\Oh, right...\Crusty's here, too.\Crusty's there?\M-My lord?\What?!\What do you mean? response:	My lord... My lord...
context: Bus guide?\Oh, right...\Crusty's here, too.\Crusty's there?\M-My lord?\What?!\What do you mean?\My lord... My lord... response:	Crusty's there?
context: Oh, right...\Crusty's here, too.\Crusty's there?\M-My lord?\What?!\What do you mean?\My lord... My lord...\Crusty's there? response:	Yeah! And he said
context: Crusty's here, too.\Crusty's there?\M-My lord?\What?!\What do you mean?\My lord... My lord...\Crusty's there?\Yeah! And he said response:	I didn't do anything...
context: Crusty's there?\M-My lord?\What?!\What do you mean?\My lord... My lord...\Crusty's there?\Yeah! And he said\I didn't do anything... response:	Hey! Shiro! Hello?
context: M-My lord?\What?!\What do you mean?\My lord... My lord...\Crusty's there?\Yeah! And he said\I didn't do anything...\Hey! Shiro! Hello? response:	You'll break it! You'll break it!
context: What?!\What do you mean?\My lord... My lord...\Crusty's there?\Yeah! And he said\I didn't do anything...\Hey! Shiro! Hello?\You'll break it! You'll break it! response:	I see Shiroe is as interesting
context: What do you mean?\My lord... My lord...\Crusty's there?\Yeah! And he said\I didn't do anything...\Hey! Shiro! Hello?\You'll break it! You'll break it!\I see Shiroe is as interesting response:	as ever.
context: My lord... My lord...\Crusty's there?\Yeah! And he said\I didn't do anything...\Hey! Shiro! Hello?\You'll break it! You'll break it!\I see Shiroe is as interesting\as ever. response:	Interesting?
context: Crusty's there?\Yeah! And he said\I didn't do anything...\Hey! Shiro! Hello?\You'll break it! You'll break it!\I see Shiroe is as interesting\as ever.\Interesting? response:	So, who will be the one that comes to get me?
context: Yeah! And he said\I didn't do anything...\Hey! Shiro! Hello?\You'll break it! You'll break it!\I see Shiroe is as interesting\as ever.\Interesting?\So, who will be the one that comes to get me? response:	Misa or Rieze?
context: I didn't do anything...\Hey! Shiro! Hello?\You'll break it! You'll break it!\I see Shiroe is as interesting\as ever.\Interesting?\So, who will be the one that comes to get me?\Misa or Rieze? response:	Kanami's friends are all so unique.
context: Hey! Shiro! Hello?\You'll break it! You'll break it!\I see Shiroe is as interesting\as ever.\Interesting?\So, who will be the one that comes to get me?\Misa or Rieze?\Kanami's friends are all so unique. response:	Jeez...
context: You'll break it! You'll break it!\I see Shiroe is as interesting\as ever.\Interesting?\So, who will be the one that comes to get me?\Misa or Rieze?\Kanami's friends are all so unique.\Jeez... response:	After all this, that monster still isn't here.
context: I see Shiroe is as interesting\as ever.\Interesting?\So, who will be the one that comes to get me?\Misa or Rieze?\Kanami's friends are all so unique.\Jeez...\After all this, that monster still isn't here. response:	Now I'll have to find him and give him a talking to, no matter what!
context: as ever.\Interesting?\So, who will be the one that comes to get me?\Misa or Rieze?\Kanami's friends are all so unique.\Jeez...\After all this, that monster still isn't here.\Now I'll have to find him and give him a talking to, no matter what! response:	You want me to tell the Westelande nobles to restore normal relations with Eastal?
context: Interesting?\So, who will be the one that comes to get me?\Misa or Rieze?\Kanami's friends are all so unique.\Jeez...\After all this, that monster still isn't here.\Now I'll have to find him and give him a talking to, no matter what!\You want me to tell the Westelande nobles to restore normal relations with Eastal? response:	Those Genius things caused the moths, right?
context: So, who will be the one that comes to get me?\Misa or Rieze?\Kanami's friends are all so unique.\Jeez...\After all this, that monster still isn't here.\Now I'll have to find him and give him a talking to, no matter what!\You want me to tell the Westelande nobles to restore normal relations with Eastal?\Those Genius things caused the moths, right? response:	This is no time for infighting.
context: Misa or Rieze?\Kanami's friends are all so unique.\Jeez...\After all this, that monster still isn't here.\Now I'll have to find him and give him a talking to, no matter what!\You want me to tell the Westelande nobles to restore normal relations with Eastal?\Those Genius things caused the moths, right?\This is no time for infighting. response:	Does that mean
context: Kanami's friends are all so unique.\Jeez...\After all this, that monster still isn't here.\Now I'll have to find him and give him a talking to, no matter what!\You want me to tell the Westelande nobles to restore normal relations with Eastal?\Those Genius things caused the moths, right?\This is no time for infighting.\Does that mean response:	you're telling me to work with Shiroe and the Round Table?
context: Jeez...\After all this, that monster still isn't here.\Now I'll have to find him and give him a talking to, no matter what!\You want me to tell the Westelande nobles to restore normal relations with Eastal?\Those Genius things caused the moths, right?\This is no time for infighting.\Does that mean\you're telling me to work with Shiroe and the Round Table? response:	Depending on the circumstances.
context: After all this, that monster still isn't here.\Now I'll have to find him and give him a talking to, no matter what!\You want me to tell the Westelande nobles to restore normal relations with Eastal?\Those Genius things caused the moths, right?\This is no time for infighting.\Does that mean\you're telling me to work with Shiroe and the Round Table?\Depending on the circumstances. response:	With that traitor?
context: Now I'll have to find him and give him a talking to, no matter what!\You want me to tell the Westelande nobles to restore normal relations with Eastal?\Those Genius things caused the moths, right?\This is no time for infighting.\Does that mean\you're telling me to work with Shiroe and the Round Table?\Depending on the circumstances.\With that traitor? response:	No way.
context: You want me to tell the Westelande nobles to restore normal relations with Eastal?\Those Genius things caused the moths, right?\This is no time for infighting.\Does that mean\you're telling me to work with Shiroe and the Round Table?\Depending on the circumstances.\With that traitor?\No way. response:	I'm not letting him go home, either!
context: Those Genius things caused the moths, right?\This is no time for infighting.\Does that mean\you're telling me to work with Shiroe and the Round Table?\Depending on the circumstances.\With that traitor?\No way.\I'm not letting him go home, either! response:	I'm ordering you, as well.
context: This is no time for infighting.\Does that mean\you're telling me to work with Shiroe and the Round Table?\Depending on the circumstances.\With that traitor?\No way.\I'm not letting him go home, either!\I'm ordering you, as well. response:	Stop the war with Eastal.
context: Does that mean\you're telling me to work with Shiroe and the Round Table?\Depending on the circumstances.\With that traitor?\No way.\I'm not letting him go home, either!\I'm ordering you, as well.\Stop the war with Eastal. response:	Huh?
context: you're telling me to work with Shiroe and the Round Table?\Depending on the circumstances.\With that traitor?\No way.\I'm not letting him go home, either!\I'm ordering you, as well.\Stop the war with Eastal.\Huh? response:	Ordering?
context: Depending on the circumstances.\With that traitor?\No way.\I'm not letting him go home, either!\I'm ordering you, as well.\Stop the war with Eastal.\Huh?\Ordering? response:	You're ordering me?
context: With that traitor?\No way.\I'm not letting him go home, either!\I'm ordering you, as well.\Stop the war with Eastal.\Huh?\Ordering?\You're ordering me? response:	You're a filthy woman. A rat.
context: No way.\I'm not letting him go home, either!\I'm ordering you, as well.\Stop the war with Eastal.\Huh?\Ordering?\You're ordering me?\You're a filthy woman. A rat. response:	You're just a puppet.
context: I'm not letting him go home, either!\I'm ordering you, as well.\Stop the war with Eastal.\Huh?\Ordering?\You're ordering me?\You're a filthy woman. A rat.\You're just a puppet. response:	And you're ordering me?!
context: I'm ordering you, as well.\Stop the war with Eastal.\Huh?\Ordering?\You're ordering me?\You're a filthy woman. A rat.\You're just a puppet.\And you're ordering me?! response:	You...
context: Stop the war with Eastal.\Huh?\Ordering?\You're ordering me?\You're a filthy woman. A rat.\You're just a puppet.\And you're ordering me?!\You... response:	I'll remind you what happens
context: Huh?\Ordering?\You're ordering me?\You're a filthy woman. A rat.\You're just a puppet.\And you're ordering me?!\You...\I'll remind you what happens response:	when you get smart with me!
context: Ordering?\You're ordering me?\You're a filthy woman. A rat.\You're just a puppet.\And you're ordering me?!\You...\I'll remind you what happens\when you get smart with me! response:	Enough.
context: You're ordering me?\You're a filthy woman. A rat.\You're just a puppet.\And you're ordering me?!\You...\I'll remind you what happens\when you get smart with me!\Enough. response:	I was the one to make the promise.
context: You're a filthy woman. A rat.\You're just a puppet.\And you're ordering me?!\You...\I'll remind you what happens\when you get smart with me!\Enough.\I was the one to make the promise. response:	You will not be the one to deal with Shiro.
context: You're just a puppet.\And you're ordering me?!\You...\I'll remind you what happens\when you get smart with me!\Enough.\I was the one to make the promise.\You will not be the one to deal with Shiro. response:	The Round Table will contact us.
