context: My plan is already finished. response:	What?!
context: I'm taking this bow and arrow, Keicho Nijimura!\I, who got shot by this bow and arrow, and had my Stand ability awakened!\You think...\someone like you can handle this bow and arrow?\Keicho Nijimura!\You said Stands depend on one's mentality, didn't you?\Well, I've grown!\How else do you think my Stand, Chili Pepper, grew this much? response:	Worse Company!
context: I, who got shot by this bow and arrow, and had my Stand ability awakened!\You think...\someone like you can handle this bow and arrow?\Keicho Nijimura!\You said Stands depend on one's mentality, didn't you?\Well, I've grown!\How else do you think my Stand, Chili Pepper, grew this much?\Worse Company! response:	Shut up!
context: You think...\someone like you can handle this bow and arrow?\Keicho Nijimura!\You said Stands depend on one's mentality, didn't you?\Well, I've grown!\How else do you think my Stand, Chili Pepper, grew this much?\Worse Company!\Shut up! response:	Th-That's...
context: someone like you can handle this bow and arrow?\Keicho Nijimura!\You said Stands depend on one's mentality, didn't you?\Well, I've grown!\How else do you think my Stand, Chili Pepper, grew this much?\Worse Company!\Shut up!\Th-That's... response:	Electricity!
context: Keicho Nijimura!\You said Stands depend on one's mentality, didn't you?\Well, I've grown!\How else do you think my Stand, Chili Pepper, grew this much?\Worse Company!\Shut up!\Th-That's...\Electricity! response:	Okuyasu's big brother is being turned into electricity,
context: You said Stands depend on one's mentality, didn't you?\Well, I've grown!\How else do you think my Stand, Chili Pepper, grew this much?\Worse Company!\Shut up!\Th-That's...\Electricity!\Okuyasu's big brother is being turned into electricity, response:	along with the bow and arrow!
context: Well, I've grown!\How else do you think my Stand, Chili Pepper, grew this much?\Worse Company!\Shut up!\Th-That's...\Electricity!\Okuyasu's big brother is being turned into electricity,\along with the bow and arrow! response:	Big Bro!
context: How else do you think my Stand, Chili Pepper, grew this much?\Worse Company!\Shut up!\Th-That's...\Electricity!\Okuyasu's big brother is being turned into electricity,\along with the bow and arrow!\Big Bro! response:	Don't touch me!
context: Worse Company!\Shut up!\Th-That's...\Electricity!\Okuyasu's big brother is being turned into electricity,\along with the bow and arrow!\Big Bro!\Don't touch me! response:	You'll be dragged in, too!
context: Shut up!\Th-That's...\Electricity!\Okuyasu's big brother is being turned into electricity,\along with the bow and arrow!\Big Bro!\Don't touch me!\You'll be dragged in, too! response:	Big Bro...
context: Th-That's...\Electricity!\Okuyasu's big brother is being turned into electricity,\along with the bow and arrow!\Big Bro!\Don't touch me!\You'll be dragged in, too!\Big Bro... response:	D-Damn it! It's taking the bow and arrow!
context: Electricity!\Okuyasu's big brother is being turned into electricity,\along with the bow and arrow!\Big Bro!\Don't touch me!\You'll be dragged in, too!\Big Bro...\D-Damn it! It's taking the bow and arrow! response:	Okuyasu...
context: Okuyasu's big brother is being turned into electricity,\along with the bow and arrow!\Big Bro!\Don't touch me!\You'll be dragged in, too!\Big Bro...\D-Damn it! It's taking the bow and arrow!\Okuyasu... response:	You were always holding me back!
context: along with the bow and arrow!\Big Bro!\Don't touch me!\You'll be dragged in, too!\Big Bro...\D-Damn it! It's taking the bow and arrow!\Okuyasu...\You were always holding me back! response:	Big Bro!
context: Big Bro!\Don't touch me!\You'll be dragged in, too!\Big Bro...\D-Damn it! It's taking the bow and arrow!\Okuyasu...\You were always holding me back!\Big Bro! response:	Josuke!
context: Don't touch me!\You'll be dragged in, too!\Big Bro...\D-Damn it! It's taking the bow and arrow!\Okuyasu...\You were always holding me back!\Big Bro!\Josuke! response:	I could have sworn I just saw someone who looked like
context: You'll be dragged in, too!\Big Bro...\D-Damn it! It's taking the bow and arrow!\Okuyasu...\You were always holding me back!\Big Bro!\Josuke!\I could have sworn I just saw someone who looked like response:	the user looking in through that window.
context: Big Bro...\D-Damn it! It's taking the bow and arrow!\Okuyasu...\You were always holding me back!\Big Bro!\Josuke!\I could have sworn I just saw someone who looked like\the user looking in through that window. response:	Do you know anything about that Stand we just saw, Okuyasu?
context: D-Damn it! It's taking the bow and arrow!\Okuyasu...\You were always holding me back!\Big Bro!\Josuke!\I could have sworn I just saw someone who looked like\the user looking in through that window.\Do you know anything about that Stand we just saw, Okuyasu? response:	N-No. My big bro found a lot of Stand users I didn't know about.
context: Okuyasu...\You were always holding me back!\Big Bro!\Josuke!\I could have sworn I just saw someone who looked like\the user looking in through that window.\Do you know anything about that Stand we just saw, Okuyasu?\N-No. My big bro found a lot of Stand users I didn't know about. response:	J-Josuke! Th-That's...
context: You were always holding me back!\Big Bro!\Josuke!\I could have sworn I just saw someone who looked like\the user looking in through that window.\Do you know anything about that Stand we just saw, Okuyasu?\N-No. My big bro found a lot of Stand users I didn't know about.\J-Josuke! Th-That's... response:	Okuyasu...
context: Big Bro!\Josuke!\I could have sworn I just saw someone who looked like\the user looking in through that window.\Do you know anything about that Stand we just saw, Okuyasu?\N-No. My big bro found a lot of Stand users I didn't know about.\J-Josuke! Th-That's...\Okuyasu... response:	My big bro... deserved to end up like that.
context: Josuke!\I could have sworn I just saw someone who looked like\the user looking in through that window.\Do you know anything about that Stand we just saw, Okuyasu?\N-No. My big bro found a lot of Stand users I didn't know about.\J-Josuke! Th-That's...\Okuyasu...\My big bro... deserved to end up like that. response:	There's no way he could have lived a decent life.
context: I could have sworn I just saw someone who looked like\the user looking in through that window.\Do you know anything about that Stand we just saw, Okuyasu?\N-No. My big bro found a lot of Stand users I didn't know about.\J-Josuke! Th-That's...\Okuyasu...\My big bro... deserved to end up like that.\There's no way he could have lived a decent life. response:	That was his fate.
context: the user looking in through that window.\Do you know anything about that Stand we just saw, Okuyasu?\N-No. My big bro found a lot of Stand users I didn't know about.\J-Josuke! Th-That's...\Okuyasu...\My big bro... deserved to end up like that.\There's no way he could have lived a decent life.\That was his fate. response:	But you know...
context: Do you know anything about that Stand we just saw, Okuyasu?\N-No. My big bro found a lot of Stand users I didn't know about.\J-Josuke! Th-That's...\Okuyasu...\My big bro... deserved to end up like that.\There's no way he could have lived a decent life.\That was his fate.\But you know... response:	In the end, my big bro...
context: N-No. My big bro found a lot of Stand users I didn't know about.\J-Josuke! Th-That's...\Okuyasu...\My big bro... deserved to end up like that.\There's no way he could have lived a decent life.\That was his fate.\But you know...\In the end, my big bro... response:	In the very end, my big bro defended me, didn't he?
context: J-Josuke! Th-That's...\Okuyasu...\My big bro... deserved to end up like that.\There's no way he could have lived a decent life.\That was his fate.\But you know...\In the end, my big bro...\In the very end, my big bro defended me, didn't he? response:	Josuke, you saw it, right?
context: Okuyasu...\My big bro... deserved to end up like that.\There's no way he could have lived a decent life.\That was his fate.\But you know...\In the end, my big bro...\In the very end, my big bro defended me, didn't he?\Josuke, you saw it, right? response:	Yeah. I definitely saw it.
context: My big bro... deserved to end up like that.\There's no way he could have lived a decent life.\That was his fate.\But you know...\In the end, my big bro...\In the very end, my big bro defended me, didn't he?\Josuke, you saw it, right?\Yeah. I definitely saw it. response:	Your big bro defended you.
context: There's no way he could have lived a decent life.\That was his fate.\But you know...\In the end, my big bro...\In the very end, my big bro defended me, didn't he?\Josuke, you saw it, right?\Yeah. I definitely saw it.\Your big bro defended you. response:	Is this Jotaro Kujo?
context: That was his fate.\But you know...\In the end, my big bro...\In the very end, my big bro defended me, didn't he?\Josuke, you saw it, right?\Yeah. I definitely saw it.\Your big bro defended you.\Is this Jotaro Kujo? response:	I don't recognize your voice.
context: But you know...\In the end, my big bro...\In the very end, my big bro defended me, didn't he?\Josuke, you saw it, right?\Yeah. I definitely saw it.\Your big bro defended you.\Is this Jotaro Kujo?\I don't recognize your voice. response:	Who are you?
context: In the end, my big bro...\In the very end, my big bro defended me, didn't he?\Josuke, you saw it, right?\Yeah. I definitely saw it.\Your big bro defended you.\Is this Jotaro Kujo?\I don't recognize your voice.\Who are you? response:	That doesn't matter.
context: In the very end, my big bro defended me, didn't he?\Josuke, you saw it, right?\Yeah. I definitely saw it.\Your big bro defended you.\Is this Jotaro Kujo?\I don't recognize your voice.\Who are you?\That doesn't matter. response:	Jotaro Kujo, I'm asking you to leave Morioh City.
context: Josuke, you saw it, right?\Yeah. I definitely saw it.\Your big bro defended you.\Is this Jotaro Kujo?\I don't recognize your voice.\Who are you?\That doesn't matter.\Jotaro Kujo, I'm asking you to leave Morioh City. response:	I don't think I'll listen to someone
context: Yeah. I definitely saw it.\Your big bro defended you.\Is this Jotaro Kujo?\I don't recognize your voice.\Who are you?\That doesn't matter.\Jotaro Kujo, I'm asking you to leave Morioh City.\I don't think I'll listen to someone response:	I don't know suddenly telling me to leave.
context: Your big bro defended you.\Is this Jotaro Kujo?\I don't recognize your voice.\Who are you?\That doesn't matter.\Jotaro Kujo, I'm asking you to leave Morioh City.\I don't think I'll listen to someone\I don't know suddenly telling me to leave. response:	Would you leave, no questions asked, if you were in my shoes?
context: Is this Jotaro Kujo?\I don't recognize your voice.\Who are you?\That doesn't matter.\Jotaro Kujo, I'm asking you to leave Morioh City.\I don't think I'll listen to someone\I don't know suddenly telling me to leave.\Would you leave, no questions asked, if you were in my shoes? response:	I'm the one who has the bow and arrow.
context: I don't recognize your voice.\Who are you?\That doesn't matter.\Jotaro Kujo, I'm asking you to leave Morioh City.\I don't think I'll listen to someone\I don't know suddenly telling me to leave.\Would you leave, no questions asked, if you were in my shoes?\I'm the one who has the bow and arrow. response:	I got it after I killed Keicho Nijimura.
context: Who are you?\That doesn't matter.\Jotaro Kujo, I'm asking you to leave Morioh City.\I don't think I'll listen to someone\I don't know suddenly telling me to leave.\Would you leave, no questions asked, if you were in my shoes?\I'm the one who has the bow and arrow.\I got it after I killed Keicho Nijimura. response:	I don't mind killing you either, Jotaro, but I hear that
context: That doesn't matter.\Jotaro Kujo, I'm asking you to leave Morioh City.\I don't think I'll listen to someone\I don't know suddenly telling me to leave.\Would you leave, no questions asked, if you were in my shoes?\I'm the one who has the bow and arrow.\I got it after I killed Keicho Nijimura.\I don't mind killing you either, Jotaro, but I hear that response:	you have the ability to stop time for a second or two.
context: Jotaro Kujo, I'm asking you to leave Morioh City.\I don't think I'll listen to someone\I don't know suddenly telling me to leave.\Would you leave, no questions asked, if you were in my shoes?\I'm the one who has the bow and arrow.\I got it after I killed Keicho Nijimura.\I don't mind killing you either, Jotaro, but I hear that\you have the ability to stop time for a second or two. response:	You sound like a tough opponent,
context: I don't think I'll listen to someone\I don't know suddenly telling me to leave.\Would you leave, no questions asked, if you were in my shoes?\I'm the one who has the bow and arrow.\I got it after I killed Keicho Nijimura.\I don't mind killing you either, Jotaro, but I hear that\you have the ability to stop time for a second or two.\You sound like a tough opponent, response:	so I thought I'd give you a call and warn you first.
context: I don't know suddenly telling me to leave.\Would you leave, no questions asked, if you were in my shoes?\I'm the one who has the bow and arrow.\I got it after I killed Keicho Nijimura.\I don't mind killing you either, Jotaro, but I hear that\you have the ability to stop time for a second or two.\You sound like a tough opponent,\so I thought I'd give you a call and warn you first. response:	Are you also Stand user?
context: Would you leave, no questions asked, if you were in my shoes?\I'm the one who has the bow and arrow.\I got it after I killed Keicho Nijimura.\I don't mind killing you either, Jotaro, but I hear that\you have the ability to stop time for a second or two.\You sound like a tough opponent,\so I thought I'd give you a call and warn you first.\Are you also Stand user? response:	What do you plan to do with the bow and arrow?
context: I'm the one who has the bow and arrow.\I got it after I killed Keicho Nijimura.\I don't mind killing you either, Jotaro, but I hear that\you have the ability to stop time for a second or two.\You sound like a tough opponent,\so I thought I'd give you a call and warn you first.\Are you also Stand user?\What do you plan to do with the bow and arrow? response:	I don't plan on giving you any trouble.
context: I got it after I killed Keicho Nijimura.\I don't mind killing you either, Jotaro, but I hear that\you have the ability to stop time for a second or two.\You sound like a tough opponent,\so I thought I'd give you a call and warn you first.\Are you also Stand user?\What do you plan to do with the bow and arrow?\I don't plan on giving you any trouble. response:	And as long as Josuke Higashikata doesn't try anything,
context: I don't mind killing you either, Jotaro, but I hear that\you have the ability to stop time for a second or two.\You sound like a tough opponent,\so I thought I'd give you a call and warn you first.\Are you also Stand user?\What do you plan to do with the bow and arrow?\I don't plan on giving you any trouble.\And as long as Josuke Higashikata doesn't try anything, response:	Unavailable Number Public Phone
context: you have the ability to stop time for a second or two.\You sound like a tough opponent,\so I thought I'd give you a call and warn you first.\Are you also Stand user?\What do you plan to do with the bow and arrow?\I don't plan on giving you any trouble.\And as long as Josuke Higashikata doesn't try anything,\Unavailable Number Public Phone response:	I won't do anything to him, either.
context: You sound like a tough opponent,\so I thought I'd give you a call and warn you first.\Are you also Stand user?\What do you plan to do with the bow and arrow?\I don't plan on giving you any trouble.\And as long as Josuke Higashikata doesn't try anything,\Unavailable Number Public Phone\I won't do anything to him, either. response:	I just received this Stand ability.
context: so I thought I'd give you a call and warn you first.\Are you also Stand user?\What do you plan to do with the bow and arrow?\I don't plan on giving you any trouble.\And as long as Josuke Higashikata doesn't try anything,\Unavailable Number Public Phone\I won't do anything to him, either.\I just received this Stand ability. response:	I just want to have a little fun.
context: Are you also Stand user?\What do you plan to do with the bow and arrow?\I don't plan on giving you any trouble.\And as long as Josuke Higashikata doesn't try anything,\Unavailable Number Public Phone\I won't do anything to him, either.\I just received this Stand ability.\I just want to have a little fun. response:	I'm fed up with my annoying life of entrance exams and getting a job.
context: What do you plan to do with the bow and arrow?\I don't plan on giving you any trouble.\And as long as Josuke Higashikata doesn't try anything,\Unavailable Number Public Phone\I won't do anything to him, either.\I just received this Stand ability.\I just want to have a little fun.\I'm fed up with my annoying life of entrance exams and getting a job. response:	Are you a student?
context: I don't plan on giving you any trouble.\And as long as Josuke Higashikata doesn't try anything,\Unavailable Number Public Phone\I won't do anything to him, either.\I just received this Stand ability.\I just want to have a little fun.\I'm fed up with my annoying life of entrance exams and getting a job.\Are you a student? response:	What difference does that make?!
context: And as long as Josuke Higashikata doesn't try anything,\Unavailable Number Public Phone\I won't do anything to him, either.\I just received this Stand ability.\I just want to have a little fun.\I'm fed up with my annoying life of entrance exams and getting a job.\Are you a student?\What difference does that make?! response:	I'm gonna kill you and Josuke, too! Got it?!
context: Unavailable Number Public Phone\I won't do anything to him, either.\I just received this Stand ability.\I just want to have a little fun.\I'm fed up with my annoying life of entrance exams and getting a job.\Are you a student?\What difference does that make?!\I'm gonna kill you and Josuke, too! Got it?! response:	How many other Stand users are in this city?
context: I won't do anything to him, either.\I just received this Stand ability.\I just want to have a little fun.\I'm fed up with my annoying life of entrance exams and getting a job.\Are you a student?\What difference does that make?!\I'm gonna kill you and Josuke, too! Got it?!\How many other Stand users are in this city? response:	Good grief...
context: I just received this Stand ability.\I just want to have a little fun.\I'm fed up with my annoying life of entrance exams and getting a job.\Are you a student?\What difference does that make?!\I'm gonna kill you and Josuke, too! Got it?!\How many other Stand users are in this city?\Good grief... response:	Keicho Nijimura was buried in Kunimi Peak Cemetery,
context: I just want to have a little fun.\I'm fed up with my annoying life of entrance exams and getting a job.\Are you a student?\What difference does that make?!\I'm gonna kill you and Josuke, too! Got it?!\How many other Stand users are in this city?\Good grief...\Keicho Nijimura was buried in Kunimi Peak Cemetery, response:	which is west of Morioh City.
context: I'm fed up with my annoying life of entrance exams and getting a job.\Are you a student?\What difference does that make?!\I'm gonna kill you and Josuke, too! Got it?!\How many other Stand users are in this city?\Good grief...\Keicho Nijimura was buried in Kunimi Peak Cemetery,\which is west of Morioh City. response:	The stolen bow and arrow remain missing.
context: Are you a student?\What difference does that make?!\I'm gonna kill you and Josuke, too! Got it?!\How many other Stand users are in this city?\Good grief...\Keicho Nijimura was buried in Kunimi Peak Cemetery,\which is west of Morioh City.\The stolen bow and arrow remain missing. response:	Nijimura Family
context: What difference does that make?!\I'm gonna kill you and Josuke, too! Got it?!\How many other Stand users are in this city?\Good grief...\Keicho Nijimura was buried in Kunimi Peak Cemetery,\which is west of Morioh City.\The stolen bow and arrow remain missing.\Nijimura Family response:	Okuyasu Nijimura decided to settle down
context: I'm gonna kill you and Josuke, too! Got it?!\How many other Stand users are in this city?\Good grief...\Keicho Nijimura was buried in Kunimi Peak Cemetery,\which is west of Morioh City.\The stolen bow and arrow remain missing.\Nijimura Family\Okuyasu Nijimura decided to settle down response:	with his father in Morioh City for a while.
context: How many other Stand users are in this city?\Good grief...\Keicho Nijimura was buried in Kunimi Peak Cemetery,\which is west of Morioh City.\The stolen bow and arrow remain missing.\Nijimura Family\Okuyasu Nijimura decided to settle down\with his father in Morioh City for a while. response:	And...
context: Good grief...\Keicho Nijimura was buried in Kunimi Peak Cemetery,\which is west of Morioh City.\The stolen bow and arrow remain missing.\Nijimura Family\Okuyasu Nijimura decided to settle down\with his father in Morioh City for a while.\And... response:	Josuke, would you get that?
context: Keicho Nijimura was buried in Kunimi Peak Cemetery,\which is west of Morioh City.\The stolen bow and arrow remain missing.\Nijimura Family\Okuyasu Nijimura decided to settle down\with his father in Morioh City for a while.\And...\Josuke, would you get that? response:	Yes?
context: which is west of Morioh City.\The stolen bow and arrow remain missing.\Nijimura Family\Okuyasu Nijimura decided to settle down\with his father in Morioh City for a while.\And...\Josuke, would you get that?\Yes? response:	Hey, Josuke! Let's go to school.
context: The stolen bow and arrow remain missing.\Nijimura Family\Okuyasu Nijimura decided to settle down\with his father in Morioh City for a while.\And...\Josuke, would you get that?\Yes?\Hey, Josuke! Let's go to school. response:	Huh?
context: Nijimura Family\Okuyasu Nijimura decided to settle down\with his father in Morioh City for a while.\And...\Josuke, would you get that?\Yes?\Hey, Josuke! Let's go to school.\Huh? response:	I'll be going to the same school as you starting today.
context: Okuyasu Nijimura decided to settle down\with his father in Morioh City for a while.\And...\Josuke, would you get that?\Yes?\Hey, Josuke! Let's go to school.\Huh?\I'll be going to the same school as you starting today. response:	Even so, you don't have to come and get me.
context: with his father in Morioh City for a while.\And...\Josuke, would you get that?\Yes?\Hey, Josuke! Let's go to school.\Huh?\I'll be going to the same school as you starting today.\Even so, you don't have to come and get me. response:	We're not in grade school.
context: And...\Josuke, would you get that?\Yes?\Hey, Josuke! Let's go to school.\Huh?\I'll be going to the same school as you starting today.\Even so, you don't have to come and get me.\We're not in grade school. response:	Man, I had no idea your house was, like, right in front of mine!
context: Josuke, would you get that?\Yes?\Hey, Josuke! Let's go to school.\Huh?\I'll be going to the same school as you starting today.\Even so, you don't have to come and get me.\We're not in grade school.\Man, I had no idea your house was, like, right in front of mine! response:	Yeah, you could call that a shocking truth...
context: Yes?\Hey, Josuke! Let's go to school.\Huh?\I'll be going to the same school as you starting today.\Even so, you don't have to come and get me.\We're not in grade school.\Man, I had no idea your house was, like, right in front of mine!\Yeah, you could call that a shocking truth... response:	Come on. Let's hurry up and go.
context: Hey, Josuke! Let's go to school.\Huh?\I'll be going to the same school as you starting today.\Even so, you don't have to come and get me.\We're not in grade school.\Man, I had no idea your house was, like, right in front of mine!\Yeah, you could call that a shocking truth...\Come on. Let's hurry up and go. response:	Oh, is that a friend of yours, Josuke?
context: Huh?\I'll be going to the same school as you starting today.\Even so, you don't have to come and get me.\We're not in grade school.\Man, I had no idea your house was, like, right in front of mine!\Yeah, you could call that a shocking truth...\Come on. Let's hurry up and go.\Oh, is that a friend of yours, Josuke? response:	Hi! I'm Okuyasu Nijimura!
context: I'll be going to the same school as you starting today.\Even so, you don't have to come and get me.\We're not in grade school.\Man, I had no idea your house was, like, right in front of mine!\Yeah, you could call that a shocking truth...\Come on. Let's hurry up and go.\Oh, is that a friend of yours, Josuke?\Hi! I'm Okuyasu Nijimura! response:	Come on in and have a cup of coffee while he finishes getting ready.
context: Even so, you don't have to come and get me.\We're not in grade school.\Man, I had no idea your house was, like, right in front of mine!\Yeah, you could call that a shocking truth...\Come on. Let's hurry up and go.\Oh, is that a friend of yours, Josuke?\Hi! I'm Okuyasu Nijimura!\Come on in and have a cup of coffee while he finishes getting ready. response:	Really? Thank you very much!
context: We're not in grade school.\Man, I had no idea your house was, like, right in front of mine!\Yeah, you could call that a shocking truth...\Come on. Let's hurry up and go.\Oh, is that a friend of yours, Josuke?\Hi! I'm Okuyasu Nijimura!\Come on in and have a cup of coffee while he finishes getting ready.\Really? Thank you very much! response:	Your mom is totally hot.
context: Man, I had no idea your house was, like, right in front of mine!\Yeah, you could call that a shocking truth...\Come on. Let's hurry up and go.\Oh, is that a friend of yours, Josuke?\Hi! I'm Okuyasu Nijimura!\Come on in and have a cup of coffee while he finishes getting ready.\Really? Thank you very much!\Your mom is totally hot. response:	Pardon the intrusion!
context: Yeah, you could call that a shocking truth...\Come on. Let's hurry up and go.\Oh, is that a friend of yours, Josuke?\Hi! I'm Okuyasu Nijimura!\Come on in and have a cup of coffee while he finishes getting ready.\Really? Thank you very much!\Your mom is totally hot.\Pardon the intrusion! response:	This is just great... and heavy...
context: Come on. Let's hurry up and go.\Oh, is that a friend of yours, Josuke?\Hi! I'm Okuyasu Nijimura!\Come on in and have a cup of coffee while he finishes getting ready.\Really? Thank you very much!\Your mom is totally hot.\Pardon the intrusion!\This is just great... and heavy... response:	Episode 6 Koichi Hirose (Reverb)
context: Oh, is that a friend of yours, Josuke?\Hi! I'm Okuyasu Nijimura!\Come on in and have a cup of coffee while he finishes getting ready.\Really? Thank you very much!\Your mom is totally hot.\Pardon the intrusion!\This is just great... and heavy...\Episode 6 Koichi Hirose (Reverb) response:	Episode 6 Ko ichi Hirose (Reverb)
