context: Wind Scar! response:	I used the Tetsusaiga to break through Naraku's barrier
context: This is...!\These are the skeletons of the priests and priestesses\who tried to exterminate the demon and failed.\How terrible!\The demon of this castle craved humans like them\and absorbed theirpowers.\That's why it wants me here, too.\Yes. response:	To absorb your spiritual powers.
context: These are the skeletons of the priests and priestesses\who tried to exterminate the demon and failed.\How terrible!\The demon of this castle craved humans like them\and absorbed theirpowers.\That's why it wants me here, too.\Yes.\To absorb your spiritual powers. response:	Damn, that Miroku is late.
context: who tried to exterminate the demon and failed.\How terrible!\The demon of this castle craved humans like them\and absorbed theirpowers.\That's why it wants me here, too.\Yes.\To absorb your spiritual powers.\Damn, that Miroku is late. response:	Uh-huh... he's late.
context: How terrible!\The demon of this castle craved humans like them\and absorbed theirpowers.\That's why it wants me here, too.\Yes.\To absorb your spiritual powers.\Damn, that Miroku is late.\Uh-huh... he's late. response:	I wonder what he's doing?
context: The demon of this castle craved humans like them\and absorbed theirpowers.\That's why it wants me here, too.\Yes.\To absorb your spiritual powers.\Damn, that Miroku is late.\Uh-huh... he's late.\I wonder what he's doing? response:	You're talking about that lecher!
context: and absorbed theirpowers.\That's why it wants me here, too.\Yes.\To absorb your spiritual powers.\Damn, that Miroku is late.\Uh-huh... he's late.\I wonder what he's doing?\You're talking about that lecher! response:	By now, he's with the princess and...
context: That's why it wants me here, too.\Yes.\To absorb your spiritual powers.\Damn, that Miroku is late.\Uh-huh... he's late.\I wonder what he's doing?\You're talking about that lecher!\By now, he's with the princess and... response:	No, noteven Miroku would do anything in this demonic aura.
context: Yes.\To absorb your spiritual powers.\Damn, that Miroku is late.\Uh-huh... he's late.\I wonder what he's doing?\You're talking about that lecher!\By now, he's with the princess and...\No, noteven Miroku would do anything in this demonic aura. response:	Stupid! He's so lecherous, a demonic aura wouldn't stop him!
context: To absorb your spiritual powers.\Damn, that Miroku is late.\Uh-huh... he's late.\I wonder what he's doing?\You're talking about that lecher!\By now, he's with the princess and...\No, noteven Miroku would do anything in this demonic aura.\Stupid! He's so lecherous, a demonic aura wouldn't stop him! response:	Why, probably he's feeling quite comfortable.
context: Damn, that Miroku is late.\Uh-huh... he's late.\I wonder what he's doing?\You're talking about that lecher!\By now, he's with the princess and...\No, noteven Miroku would do anything in this demonic aura.\Stupid! He's so lecherous, a demonic aura wouldn't stop him!\Why, probably he's feeling quite comfortable. response:	Inuyasha, sit!
context: Uh-huh... he's late.\I wonder what he's doing?\You're talking about that lecher!\By now, he's with the princess and...\No, noteven Miroku would do anything in this demonic aura.\Stupid! He's so lecherous, a demonic aura wouldn't stop him!\Why, probably he's feeling quite comfortable.\Inuyasha, sit! response:	Why?!
context: I wonder what he's doing?\You're talking about that lecher!\By now, he's with the princess and...\No, noteven Miroku would do anything in this demonic aura.\Stupid! He's so lecherous, a demonic aura wouldn't stop him!\Why, probably he's feeling quite comfortable.\Inuyasha, sit!\Why?! response:	You have no sense of delicacy!!
context: You're talking about that lecher!\By now, he's with the princess and...\No, noteven Miroku would do anything in this demonic aura.\Stupid! He's so lecherous, a demonic aura wouldn't stop him!\Why, probably he's feeling quite comfortable.\Inuyasha, sit!\Why?!\You have no sense of delicacy!! response:	Notenough training.
context: By now, he's with the princess and...\No, noteven Miroku would do anything in this demonic aura.\Stupid! He's so lecherous, a demonic aura wouldn't stop him!\Why, probably he's feeling quite comfortable.\Inuyasha, sit!\Why?!\You have no sense of delicacy!!\Notenough training. response:	But Sango, maybe we should go and look.
context: No, noteven Miroku would do anything in this demonic aura.\Stupid! He's so lecherous, a demonic aura wouldn't stop him!\Why, probably he's feeling quite comfortable.\Inuyasha, sit!\Why?!\You have no sense of delicacy!!\Notenough training.\But Sango, maybe we should go and look. response:	Not necessary. I don't want to interrupt him.
context: Stupid! He's so lecherous, a demonic aura wouldn't stop him!\Why, probably he's feeling quite comfortable.\Inuyasha, sit!\Why?!\You have no sense of delicacy!!\Notenough training.\But Sango, maybe we should go and look.\Not necessary. I don't want to interrupt him. response:	She's forcing herself to say that.
context: Why, probably he's feeling quite comfortable.\Inuyasha, sit!\Why?!\You have no sense of delicacy!!\Notenough training.\But Sango, maybe we should go and look.\Not necessary. I don't want to interrupt him.\She's forcing herself to say that. response:	It's here!
context: Inuyasha, sit!\Why?!\You have no sense of delicacy!!\Notenough training.\But Sango, maybe we should go and look.\Not necessary. I don't want to interrupt him.\She's forcing herself to say that.\It's here! response:	M-My lord!
context: Why?!\You have no sense of delicacy!!\Notenough training.\But Sango, maybe we should go and look.\Not necessary. I don't want to interrupt him.\She's forcing herself to say that.\It's here!\M-My lord! response:	Please stop!
context: You have no sense of delicacy!!\Notenough training.\But Sango, maybe we should go and look.\Not necessary. I don't want to interrupt him.\She's forcing herself to say that.\It's here!\M-My lord!\Please stop! response:	My lord!
context: Notenough training.\But Sango, maybe we should go and look.\Not necessary. I don't want to interrupt him.\She's forcing herself to say that.\It's here!\M-My lord!\Please stop!\My lord! response:	Move!
context: But Sango, maybe we should go and look.\Not necessary. I don't want to interrupt him.\She's forcing herself to say that.\It's here!\M-My lord!\Please stop!\My lord!\Move! response:	The lord is... turning into a demon!
context: Not necessary. I don't want to interrupt him.\She's forcing herself to say that.\It's here!\M-My lord!\Please stop!\My lord!\Move!\The lord is... turning into a demon! response:	T-The lord... the lord!
context: She's forcing herself to say that.\It's here!\M-My lord!\Please stop!\My lord!\Move!\The lord is... turning into a demon!\T-The lord... the lord! response:	Stop.
context: It's here!\M-My lord!\Please stop!\My lord!\Move!\The lord is... turning into a demon!\T-The lord... the lord!\Stop. response:	So he's the demon after all...
context: M-My lord!\Please stop!\My lord!\Move!\The lord is... turning into a demon!\T-The lord... the lord!\Stop.\So he's the demon after all... response:	Y-You are...
context: Please stop!\My lord!\Move!\The lord is... turning into a demon!\T-The lord... the lord!\Stop.\So he's the demon after all...\Y-You are... response:	It's too late to realize that.
context: My lord!\Move!\The lord is... turning into a demon!\T-The lord... the lord!\Stop.\So he's the demon after all...\Y-You are...\It's too late to realize that. response:	The airin here is filled with demonic aura
context: Move!\The lord is... turning into a demon!\T-The lord... the lord!\Stop.\So he's the demon after all...\Y-You are...\It's too late to realize that.\The airin here is filled with demonic aura response:	and your body should be going numb.
context: The lord is... turning into a demon!\T-The lord... the lord!\Stop.\So he's the demon after all...\Y-You are...\It's too late to realize that.\The airin here is filled with demonic aura\and your body should be going numb. response:	Damn you!
context: T-The lord... the lord!\Stop.\So he's the demon after all...\Y-You are...\It's too late to realize that.\The airin here is filled with demonic aura\and your body should be going numb.\Damn you! response:	I added my own spiritual power to the exorcist's purification salt.
context: Stop.\So he's the demon after all...\Y-You are...\It's too late to realize that.\The airin here is filled with demonic aura\and your body should be going numb.\Damn you!\I added my own spiritual power to the exorcist's purification salt. response:	It seems to have some effect.
context: So he's the demon after all...\Y-You are...\It's too late to realize that.\The airin here is filled with demonic aura\and your body should be going numb.\Damn you!\I added my own spiritual power to the exorcist's purification salt.\It seems to have some effect. response:	But this is bad...
context: Y-You are...\It's too late to realize that.\The airin here is filled with demonic aura\and your body should be going numb.\Damn you!\I added my own spiritual power to the exorcist's purification salt.\It seems to have some effect.\But this is bad... response:	This demon is quite powerful.
context: It's too late to realize that.\The airin here is filled with demonic aura\and your body should be going numb.\Damn you!\I added my own spiritual power to the exorcist's purification salt.\It seems to have some effect.\But this is bad...\This demon is quite powerful. response:	And my body won't move due to the demonic aura.
context: The airin here is filled with demonic aura\and your body should be going numb.\Damn you!\I added my own spiritual power to the exorcist's purification salt.\It seems to have some effect.\But this is bad...\This demon is quite powerful.\And my body won't move due to the demonic aura. response:	Monk, there's no help forthcoming.
context: and your body should be going numb.\Damn you!\I added my own spiritual power to the exorcist's purification salt.\It seems to have some effect.\But this is bad...\This demon is quite powerful.\And my body won't move due to the demonic aura.\Monk, there's no help forthcoming. response:	Besides, that half-demon is probably fighting
context: Damn you!\I added my own spiritual power to the exorcist's purification salt.\It seems to have some effect.\But this is bad...\This demon is quite powerful.\And my body won't move due to the demonic aura.\Monk, there's no help forthcoming.\Besides, that half-demon is probably fighting response:	the lord back at the castle.
context: I added my own spiritual power to the exorcist's purification salt.\It seems to have some effect.\But this is bad...\This demon is quite powerful.\And my body won't move due to the demonic aura.\Monk, there's no help forthcoming.\Besides, that half-demon is probably fighting\the lord back at the castle. response:	I used my magic to manipulate that puppet lord.
context: It seems to have some effect.\But this is bad...\This demon is quite powerful.\And my body won't move due to the demonic aura.\Monk, there's no help forthcoming.\Besides, that half-demon is probably fighting\the lord back at the castle.\I used my magic to manipulate that puppet lord. response:	W- What?!
context: But this is bad...\This demon is quite powerful.\And my body won't move due to the demonic aura.\Monk, there's no help forthcoming.\Besides, that half-demon is probably fighting\the lord back at the castle.\I used my magic to manipulate that puppet lord.\W- What?! response:	Inuyasha!
context: This demon is quite powerful.\And my body won't move due to the demonic aura.\Monk, there's no help forthcoming.\Besides, that half-demon is probably fighting\the lord back at the castle.\I used my magic to manipulate that puppet lord.\W- What?!\Inuyasha! response:	Hope you're prepared, Demon!
context: And my body won't move due to the demonic aura.\Monk, there's no help forthcoming.\Besides, that half-demon is probably fighting\the lord back at the castle.\I used my magic to manipulate that puppet lord.\W- What?!\Inuyasha!\Hope you're prepared, Demon! response:	I'll finish you in one blow!
context: Monk, there's no help forthcoming.\Besides, that half-demon is probably fighting\the lord back at the castle.\I used my magic to manipulate that puppet lord.\W- What?!\Inuyasha!\Hope you're prepared, Demon!\I'll finish you in one blow! response:	What'll we do, Kagome?
context: Besides, that half-demon is probably fighting\the lord back at the castle.\I used my magic to manipulate that puppet lord.\W- What?!\Inuyasha!\Hope you're prepared, Demon!\I'll finish you in one blow!\What'll we do, Kagome? response:	Miroku hasn't come back since
context: the lord back at the castle.\I used my magic to manipulate that puppet lord.\W- What?!\Inuyasha!\Hope you're prepared, Demon!\I'll finish you in one blow!\What'll we do, Kagome?\Miroku hasn't come back since response:	he went underground with the princess.
context: I used my magic to manipulate that puppet lord.\W- What?!\Inuyasha!\Hope you're prepared, Demon!\I'll finish you in one blow!\What'll we do, Kagome?\Miroku hasn't come back since\he went underground with the princess. response:	And Sango is still so jealous.
context: W- What?!\Inuyasha!\Hope you're prepared, Demon!\I'll finish you in one blow!\What'll we do, Kagome?\Miroku hasn't come back since\he went underground with the princess.\And Sango is still so jealous. response:	You and I are the only ones
context: Inuyasha!\Hope you're prepared, Demon!\I'll finish you in one blow!\What'll we do, Kagome?\Miroku hasn't come back since\he went underground with the princess.\And Sango is still so jealous.\You and I are the only ones response:	able to set up a preview forthe next episode!
context: Hope you're prepared, Demon!\I'll finish you in one blow!\What'll we do, Kagome?\Miroku hasn't come back since\he went underground with the princess.\And Sango is still so jealous.\You and I are the only ones\able to set up a preview forthe next episode! response:	Hey, Kagome!
context: I'll finish you in one blow!\What'll we do, Kagome?\Miroku hasn't come back since\he went underground with the princess.\And Sango is still so jealous.\You and I are the only ones\able to set up a preview forthe next episode!\Hey, Kagome! response:	Huh? What is it, Shippo?
context: What'll we do, Kagome?\Miroku hasn't come back since\he went underground with the princess.\And Sango is still so jealous.\You and I are the only ones\able to set up a preview forthe next episode!\Hey, Kagome!\Huh? What is it, Shippo? response:	This is not the time to be sleeping!
context: Miroku hasn't come back since\he went underground with the princess.\And Sango is still so jealous.\You and I are the only ones\able to set up a preview forthe next episode!\Hey, Kagome!\Huh? What is it, Shippo?\This is not the time to be sleeping! response:	Well... the princess is sleeping so comfortably, too.
context: he went underground with the princess.\And Sango is still so jealous.\You and I are the only ones\able to set up a preview forthe next episode!\Hey, Kagome!\Huh? What is it, Shippo?\This is not the time to be sleeping!\Well... the princess is sleeping so comfortably, too. response:	Next on Inuyasha: Secret of the Possessed Princess
context: And Sango is still so jealous.\You and I are the only ones\able to set up a preview forthe next episode!\Hey, Kagome!\Huh? What is it, Shippo?\This is not the time to be sleeping!\Well... the princess is sleeping so comfortably, too.\Next on Inuyasha: Secret of the Possessed Princess response:	What's going on anyway?!
