context: Back then, I wasn't really able to love someone properly. response:	Yet, I couldn't help but want to be loved.
context: Hey, look at them. That band looks really hot.\Yeah, but a band should be credited, not for its looks, but for its sound.\What's this? The floor is shaking.\Nana!\Good evening. We're BLAST.\Back home, she had some dedicated fans.\She was like a celebrity.\It was enough just to stand on my own two feet. response:	I felt that I was being left behind.
context: Yeah, but a band should be credited, not for its looks, but for its sound.\What's this? The floor is shaking.\Nana!\Good evening. We're BLAST.\Back home, she had some dedicated fans.\She was like a celebrity.\It was enough just to stand on my own two feet.\I felt that I was being left behind. response:	Nana's songs all seemed to consist of that same message.
context: What's this? The floor is shaking.\Nana!\Good evening. We're BLAST.\Back home, she had some dedicated fans.\She was like a celebrity.\It was enough just to stand on my own two feet.\I felt that I was being left behind.\Nana's songs all seemed to consist of that same message. response:	I feel my eyes tearing up.
context: Nana!\Good evening. We're BLAST.\Back home, she had some dedicated fans.\She was like a celebrity.\It was enough just to stand on my own two feet.\I felt that I was being left behind.\Nana's songs all seemed to consist of that same message.\I feel my eyes tearing up. response:	That's exactly how I'm feeling.
context: Good evening. We're BLAST.\Back home, she had some dedicated fans.\She was like a celebrity.\It was enough just to stand on my own two feet.\I felt that I was being left behind.\Nana's songs all seemed to consist of that same message.\I feel my eyes tearing up.\That's exactly how I'm feeling. response:	Don't leave me behind, Nana.
context: Back home, she had some dedicated fans.\She was like a celebrity.\It was enough just to stand on my own two feet.\I felt that I was being left behind.\Nana's songs all seemed to consist of that same message.\I feel my eyes tearing up.\That's exactly how I'm feeling.\Don't leave me behind, Nana. response:	What a surprise!
context: She was like a celebrity.\It was enough just to stand on my own two feet.\I felt that I was being left behind.\Nana's songs all seemed to consist of that same message.\I feel my eyes tearing up.\That's exactly how I'm feeling.\Don't leave me behind, Nana.\What a surprise! response:	You guys are really talented!
context: It was enough just to stand on my own two feet.\I felt that I was being left behind.\Nana's songs all seemed to consist of that same message.\I feel my eyes tearing up.\That's exactly how I'm feeling.\Don't leave me behind, Nana.\What a surprise!\You guys are really talented! response:	The other performances that came up after you all
context: I felt that I was being left behind.\Nana's songs all seemed to consist of that same message.\I feel my eyes tearing up.\That's exactly how I'm feeling.\Don't leave me behind, Nana.\What a surprise!\You guys are really talented!\The other performances that came up after you all response:	looked like those played by children in a school band.
context: Nana's songs all seemed to consist of that same message.\I feel my eyes tearing up.\That's exactly how I'm feeling.\Don't leave me behind, Nana.\What a surprise!\You guys are really talented!\The other performances that came up after you all\looked like those played by children in a school band. response:	Sure your sound is great. But how do I put this.
context: I feel my eyes tearing up.\That's exactly how I'm feeling.\Don't leave me behind, Nana.\What a surprise!\You guys are really talented!\The other performances that came up after you all\looked like those played by children in a school band.\Sure your sound is great. But how do I put this. response:	You guys had this great aura emitting from you when you took that stage.
context: That's exactly how I'm feeling.\Don't leave me behind, Nana.\What a surprise!\You guys are really talented!\The other performances that came up after you all\looked like those played by children in a school band.\Sure your sound is great. But how do I put this.\You guys had this great aura emitting from you when you took that stage. response:	Anyway, you were awesome.
context: Don't leave me behind, Nana.\What a surprise!\You guys are really talented!\The other performances that came up after you all\looked like those played by children in a school band.\Sure your sound is great. But how do I put this.\You guys had this great aura emitting from you when you took that stage.\Anyway, you were awesome. response:	Thank you, Mr. Kyosuke, Ms. Junko.
context: What a surprise!\You guys are really talented!\The other performances that came up after you all\looked like those played by children in a school band.\Sure your sound is great. But how do I put this.\You guys had this great aura emitting from you when you took that stage.\Anyway, you were awesome.\Thank you, Mr. Kyosuke, Ms. Junko. response:	You can drop the Mr Nobu. We're the same age as you, after all.
context: You guys are really talented!\The other performances that came up after you all\looked like those played by children in a school band.\Sure your sound is great. But how do I put this.\You guys had this great aura emitting from you when you took that stage.\Anyway, you were awesome.\Thank you, Mr. Kyosuke, Ms. Junko.\You can drop the Mr Nobu. We're the same age as you, after all. response:	Really? You are?
context: The other performances that came up after you all\looked like those played by children in a school band.\Sure your sound is great. But how do I put this.\You guys had this great aura emitting from you when you took that stage.\Anyway, you were awesome.\Thank you, Mr. Kyosuke, Ms. Junko.\You can drop the Mr Nobu. We're the same age as you, after all.\Really? You are? response:	You're really mature, so I expected you to be about the same age as Yasu.
context: looked like those played by children in a school band.\Sure your sound is great. But how do I put this.\You guys had this great aura emitting from you when you took that stage.\Anyway, you were awesome.\Thank you, Mr. Kyosuke, Ms. Junko.\You can drop the Mr Nobu. We're the same age as you, after all.\Really? You are?\You're really mature, so I expected you to be about the same age as Yasu. response:	You're the one who acts like a kid for his age, Nobu.
context: Sure your sound is great. But how do I put this.\You guys had this great aura emitting from you when you took that stage.\Anyway, you were awesome.\Thank you, Mr. Kyosuke, Ms. Junko.\You can drop the Mr Nobu. We're the same age as you, after all.\Really? You are?\You're really mature, so I expected you to be about the same age as Yasu.\You're the one who acts like a kid for his age, Nobu. response:	You're pretty cool as long as you don't talk.
context: You guys had this great aura emitting from you when you took that stage.\Anyway, you were awesome.\Thank you, Mr. Kyosuke, Ms. Junko.\You can drop the Mr Nobu. We're the same age as you, after all.\Really? You are?\You're really mature, so I expected you to be about the same age as Yasu.\You're the one who acts like a kid for his age, Nobu.\You're pretty cool as long as you don't talk. response:	That's a good call to have you not talk while on stage.
context: Anyway, you were awesome.\Thank you, Mr. Kyosuke, Ms. Junko.\You can drop the Mr Nobu. We're the same age as you, after all.\Really? You are?\You're really mature, so I expected you to be about the same age as Yasu.\You're the one who acts like a kid for his age, Nobu.\You're pretty cool as long as you don't talk.\That's a good call to have you not talk while on stage. response:	Um, Miss Komatsu. Do you have plates we can use to divide this for everyone?
context: Thank you, Mr. Kyosuke, Ms. Junko.\You can drop the Mr Nobu. We're the same age as you, after all.\Really? You are?\You're really mature, so I expected you to be about the same age as Yasu.\You're the one who acts like a kid for his age, Nobu.\You're pretty cool as long as you don't talk.\That's a good call to have you not talk while on stage.\Um, Miss Komatsu. Do you have plates we can use to divide this for everyone? response:	Oh, we don't have enough plates. Just serve it like that.
context: You can drop the Mr Nobu. We're the same age as you, after all.\Really? You are?\You're really mature, so I expected you to be about the same age as Yasu.\You're the one who acts like a kid for his age, Nobu.\You're pretty cool as long as you don't talk.\That's a good call to have you not talk while on stage.\Um, Miss Komatsu. Do you have plates we can use to divide this for everyone?\Oh, we don't have enough plates. Just serve it like that. response:	- Okay. - Misato!
context: Really? You are?\You're really mature, so I expected you to be about the same age as Yasu.\You're the one who acts like a kid for his age, Nobu.\You're pretty cool as long as you don't talk.\That's a good call to have you not talk while on stage.\Um, Miss Komatsu. Do you have plates we can use to divide this for everyone?\Oh, we don't have enough plates. Just serve it like that.\- Okay. - Misato! response:	What did you make?
context: You're really mature, so I expected you to be about the same age as Yasu.\You're the one who acts like a kid for his age, Nobu.\You're pretty cool as long as you don't talk.\That's a good call to have you not talk while on stage.\Um, Miss Komatsu. Do you have plates we can use to divide this for everyone?\Oh, we don't have enough plates. Just serve it like that.\- Okay. - Misato!\What did you make? response:	Some vinegared dish and salad.
context: You're the one who acts like a kid for his age, Nobu.\You're pretty cool as long as you don't talk.\That's a good call to have you not talk while on stage.\Um, Miss Komatsu. Do you have plates we can use to divide this for everyone?\Oh, we don't have enough plates. Just serve it like that.\- Okay. - Misato!\What did you make?\Some vinegared dish and salad. response:	I figured you'd want something light after the concert.
context: You're pretty cool as long as you don't talk.\That's a good call to have you not talk while on stage.\Um, Miss Komatsu. Do you have plates we can use to divide this for everyone?\Oh, we don't have enough plates. Just serve it like that.\- Okay. - Misato!\What did you make?\Some vinegared dish and salad.\I figured you'd want something light after the concert. response:	Far out! You sure are thoughtful, Misato.
context: That's a good call to have you not talk while on stage.\Um, Miss Komatsu. Do you have plates we can use to divide this for everyone?\Oh, we don't have enough plates. Just serve it like that.\- Okay. - Misato!\What did you make?\Some vinegared dish and salad.\I figured you'd want something light after the concert.\Far out! You sure are thoughtful, Misato. response:	Leave the rest to Hachiko. Come chat with us.
context: Um, Miss Komatsu. Do you have plates we can use to divide this for everyone?\Oh, we don't have enough plates. Just serve it like that.\- Okay. - Misato!\What did you make?\Some vinegared dish and salad.\I figured you'd want something light after the concert.\Far out! You sure are thoughtful, Misato.\Leave the rest to Hachiko. Come chat with us. response:	- But... - It's fine, it's fine.
context: Oh, we don't have enough plates. Just serve it like that.\- Okay. - Misato!\What did you make?\Some vinegared dish and salad.\I figured you'd want something light after the concert.\Far out! You sure are thoughtful, Misato.\Leave the rest to Hachiko. Come chat with us.\- But... - It's fine, it's fine. response:	- There aren't enough seats. Nobu, move. - Yes.
context: - Okay. - Misato!\What did you make?\Some vinegared dish and salad.\I figured you'd want something light after the concert.\Far out! You sure are thoughtful, Misato.\Leave the rest to Hachiko. Come chat with us.\- But... - It's fine, it's fine.\- There aren't enough seats. Nobu, move. - Yes. response:	What about my seat?
context: What did you make?\Some vinegared dish and salad.\I figured you'd want something light after the concert.\Far out! You sure are thoughtful, Misato.\Leave the rest to Hachiko. Come chat with us.\- But... - It's fine, it's fine.\- There aren't enough seats. Nobu, move. - Yes.\What about my seat? response:	Did you come all the way out here just to see them perform?
context: Some vinegared dish and salad.\I figured you'd want something light after the concert.\Far out! You sure are thoughtful, Misato.\Leave the rest to Hachiko. Come chat with us.\- But... - It's fine, it's fine.\- There aren't enough seats. Nobu, move. - Yes.\What about my seat?\Did you come all the way out here just to see them perform? response:	- Yes. - You look so cute in that apron.
context: I figured you'd want something light after the concert.\Far out! You sure are thoughtful, Misato.\Leave the rest to Hachiko. Come chat with us.\- But... - It's fine, it's fine.\- There aren't enough seats. Nobu, move. - Yes.\What about my seat?\Did you come all the way out here just to see them perform?\- Yes. - You look so cute in that apron. response:	Shin, that's my apron!
context: Far out! You sure are thoughtful, Misato.\Leave the rest to Hachiko. Come chat with us.\- But... - It's fine, it's fine.\- There aren't enough seats. Nobu, move. - Yes.\What about my seat?\Did you come all the way out here just to see them perform?\- Yes. - You look so cute in that apron.\Shin, that's my apron! response:	That's great. You already have such dedicated fans.
context: Leave the rest to Hachiko. Come chat with us.\- But... - It's fine, it's fine.\- There aren't enough seats. Nobu, move. - Yes.\What about my seat?\Did you come all the way out here just to see them perform?\- Yes. - You look so cute in that apron.\Shin, that's my apron!\That's great. You already have such dedicated fans. response:	But I'm surprised that you found out about the live concert.
context: - But... - It's fine, it's fine.\- There aren't enough seats. Nobu, move. - Yes.\What about my seat?\Did you come all the way out here just to see them perform?\- Yes. - You look so cute in that apron.\Shin, that's my apron!\That's great. You already have such dedicated fans.\But I'm surprised that you found out about the live concert. response:	We got this on a last minute call to fill in an opening.
context: - There aren't enough seats. Nobu, move. - Yes.\What about my seat?\Did you come all the way out here just to see them perform?\- Yes. - You look so cute in that apron.\Shin, that's my apron!\That's great. You already have such dedicated fans.\But I'm surprised that you found out about the live concert.\We got this on a last minute call to fill in an opening. response:	Nana called me and told me about it.
context: What about my seat?\Did you come all the way out here just to see them perform?\- Yes. - You look so cute in that apron.\Shin, that's my apron!\That's great. You already have such dedicated fans.\But I'm surprised that you found out about the live concert.\We got this on a last minute call to fill in an opening.\Nana called me and told me about it. response:	Is that so?
context: Did you come all the way out here just to see them perform?\- Yes. - You look so cute in that apron.\Shin, that's my apron!\That's great. You already have such dedicated fans.\But I'm surprised that you found out about the live concert.\We got this on a last minute call to fill in an opening.\Nana called me and told me about it.\Is that so? response:	I just wanted to inform her. I never expected her to actually come.
context: - Yes. - You look so cute in that apron.\Shin, that's my apron!\That's great. You already have such dedicated fans.\But I'm surprised that you found out about the live concert.\We got this on a last minute call to fill in an opening.\Nana called me and told me about it.\Is that so?\I just wanted to inform her. I never expected her to actually come. response:	Should I not have come?!
context: Shin, that's my apron!\That's great. You already have such dedicated fans.\But I'm surprised that you found out about the live concert.\We got this on a last minute call to fill in an opening.\Nana called me and told me about it.\Is that so?\I just wanted to inform her. I never expected her to actually come.\Should I not have come?! response:	Why would you think that? I'm happy you came.
context: That's great. You already have such dedicated fans.\But I'm surprised that you found out about the live concert.\We got this on a last minute call to fill in an opening.\Nana called me and told me about it.\Is that so?\I just wanted to inform her. I never expected her to actually come.\Should I not have come?!\Why would you think that? I'm happy you came. response:	Have a seat.
context: But I'm surprised that you found out about the live concert.\We got this on a last minute call to fill in an opening.\Nana called me and told me about it.\Is that so?\I just wanted to inform her. I never expected her to actually come.\Should I not have come?!\Why would you think that? I'm happy you came.\Have a seat. response:	Thank you!
context: We got this on a last minute call to fill in an opening.\Nana called me and told me about it.\Is that so?\I just wanted to inform her. I never expected her to actually come.\Should I not have come?!\Why would you think that? I'm happy you came.\Have a seat.\Thank you! response:	What's with that Should I not have come? nonsense?
context: Nana called me and told me about it.\Is that so?\I just wanted to inform her. I never expected her to actually come.\Should I not have come?!\Why would you think that? I'm happy you came.\Have a seat.\Thank you!\What's with that Should I not have come? nonsense? response:	That sounds stupid.
context: Is that so?\I just wanted to inform her. I never expected her to actually come.\Should I not have come?!\Why would you think that? I'm happy you came.\Have a seat.\Thank you!\What's with that Should I not have come? nonsense?\That sounds stupid. response:	Does that girl seriously like Nana?
context: I just wanted to inform her. I never expected her to actually come.\Should I not have come?!\Why would you think that? I'm happy you came.\Have a seat.\Thank you!\What's with that Should I not have come? nonsense?\That sounds stupid.\Does that girl seriously like Nana? response:	She was crying a lot at the live.
context: Should I not have come?!\Why would you think that? I'm happy you came.\Have a seat.\Thank you!\What's with that Should I not have come? nonsense?\That sounds stupid.\Does that girl seriously like Nana?\She was crying a lot at the live. response:	But they're both women. That's just weird.
context: Why would you think that? I'm happy you came.\Have a seat.\Thank you!\What's with that Should I not have come? nonsense?\That sounds stupid.\Does that girl seriously like Nana?\She was crying a lot at the live.\But they're both women. That's just weird. response:	- I never imagined I'd feel any jealousy. - These blonde curls are really nice.
context: Have a seat.\Thank you!\What's with that Should I not have come? nonsense?\That sounds stupid.\Does that girl seriously like Nana?\She was crying a lot at the live.\But they're both women. That's just weird.\- I never imagined I'd feel any jealousy. - These blonde curls are really nice. response:	I may be the weird one.
context: Thank you!\What's with that Should I not have come? nonsense?\That sounds stupid.\Does that girl seriously like Nana?\She was crying a lot at the live.\But they're both women. That's just weird.\- I never imagined I'd feel any jealousy. - These blonde curls are really nice.\I may be the weird one. response:	That's really cute.
context: What's with that Should I not have come? nonsense?\That sounds stupid.\Does that girl seriously like Nana?\She was crying a lot at the live.\But they're both women. That's just weird.\- I never imagined I'd feel any jealousy. - These blonde curls are really nice.\I may be the weird one.\That's really cute. response:	Well then, see you. Good night.
context: That sounds stupid.\Does that girl seriously like Nana?\She was crying a lot at the live.\But they're both women. That's just weird.\- I never imagined I'd feel any jealousy. - These blonde curls are really nice.\I may be the weird one.\That's really cute.\Well then, see you. Good night. response:	Good luck with your band!
context: Does that girl seriously like Nana?\She was crying a lot at the live.\But they're both women. That's just weird.\- I never imagined I'd feel any jealousy. - These blonde curls are really nice.\I may be the weird one.\That's really cute.\Well then, see you. Good night.\Good luck with your band! response:	Hey Nobu, get up. We're leaving.
context: She was crying a lot at the live.\But they're both women. That's just weird.\- I never imagined I'd feel any jealousy. - These blonde curls are really nice.\I may be the weird one.\That's really cute.\Well then, see you. Good night.\Good luck with your band!\Hey Nobu, get up. We're leaving. response:	No way. I don't feel well.
context: But they're both women. That's just weird.\- I never imagined I'd feel any jealousy. - These blonde curls are really nice.\I may be the weird one.\That's really cute.\Well then, see you. Good night.\Good luck with your band!\Hey Nobu, get up. We're leaving.\No way. I don't feel well. response:	Nobu really can't take alcohol.
context: - I never imagined I'd feel any jealousy. - These blonde curls are really nice.\I may be the weird one.\That's really cute.\Well then, see you. Good night.\Good luck with your band!\Hey Nobu, get up. We're leaving.\No way. I don't feel well.\Nobu really can't take alcohol. response:	And you're too unaffected by alcohol.
context: I may be the weird one.\That's really cute.\Well then, see you. Good night.\Good luck with your band!\Hey Nobu, get up. We're leaving.\No way. I don't feel well.\Nobu really can't take alcohol.\And you're too unaffected by alcohol. response:	Hey, Nana. Let's let Nobu crash here.
context: That's really cute.\Well then, see you. Good night.\Good luck with your band!\Hey Nobu, get up. We're leaving.\No way. I don't feel well.\Nobu really can't take alcohol.\And you're too unaffected by alcohol.\Hey, Nana. Let's let Nobu crash here. response:	Sure, as you wish.
context: Well then, see you. Good night.\Good luck with your band!\Hey Nobu, get up. We're leaving.\No way. I don't feel well.\Nobu really can't take alcohol.\And you're too unaffected by alcohol.\Hey, Nana. Let's let Nobu crash here.\Sure, as you wish. response:	Well...
context: Good luck with your band!\Hey Nobu, get up. We're leaving.\No way. I don't feel well.\Nobu really can't take alcohol.\And you're too unaffected by alcohol.\Hey, Nana. Let's let Nobu crash here.\Sure, as you wish.\Well... response:	I should be going now.
context: Hey Nobu, get up. We're leaving.\No way. I don't feel well.\Nobu really can't take alcohol.\And you're too unaffected by alcohol.\Hey, Nana. Let's let Nobu crash here.\Sure, as you wish.\Well...\I should be going now. response:	Huh? Where are you going, Misato?
context: No way. I don't feel well.\Nobu really can't take alcohol.\And you're too unaffected by alcohol.\Hey, Nana. Let's let Nobu crash here.\Sure, as you wish.\Well...\I should be going now.\Huh? Where are you going, Misato? response:	I've booked a room in a hotel near Tokyo Station.
context: Nobu really can't take alcohol.\And you're too unaffected by alcohol.\Hey, Nana. Let's let Nobu crash here.\Sure, as you wish.\Well...\I should be going now.\Huh? Where are you going, Misato?\I've booked a room in a hotel near Tokyo Station. response:	Really? Then why don't I get a taxi and take you there?
context: And you're too unaffected by alcohol.\Hey, Nana. Let's let Nobu crash here.\Sure, as you wish.\Well...\I should be going now.\Huh? Where are you going, Misato?\I've booked a room in a hotel near Tokyo Station.\Really? Then why don't I get a taxi and take you there? response:	What a relief. I thought she was planning on staying here.
context: Hey, Nana. Let's let Nobu crash here.\Sure, as you wish.\Well...\I should be going now.\Huh? Where are you going, Misato?\I've booked a room in a hotel near Tokyo Station.\Really? Then why don't I get a taxi and take you there?\What a relief. I thought she was planning on staying here. response:	Cancel the hotel room. Just stay here.
context: Sure, as you wish.\Well...\I should be going now.\Huh? Where are you going, Misato?\I've booked a room in a hotel near Tokyo Station.\Really? Then why don't I get a taxi and take you there?\What a relief. I thought she was planning on staying here.\Cancel the hotel room. Just stay here. response:	That's right. You came all the way here, after all.
context: Well...\I should be going now.\Huh? Where are you going, Misato?\I've booked a room in a hotel near Tokyo Station.\Really? Then why don't I get a taxi and take you there?\What a relief. I thought she was planning on staying here.\Cancel the hotel room. Just stay here.\That's right. You came all the way here, after all. response:	No, it's okay. I couldn't.
context: I should be going now.\Huh? Where are you going, Misato?\I've booked a room in a hotel near Tokyo Station.\Really? Then why don't I get a taxi and take you there?\What a relief. I thought she was planning on staying here.\Cancel the hotel room. Just stay here.\That's right. You came all the way here, after all.\No, it's okay. I couldn't. response:	There's no need to hesitate. Nobu! It's decided. You go home now.
context: Huh? Where are you going, Misato?\I've booked a room in a hotel near Tokyo Station.\Really? Then why don't I get a taxi and take you there?\What a relief. I thought she was planning on staying here.\Cancel the hotel room. Just stay here.\That's right. You came all the way here, after all.\No, it's okay. I couldn't.\There's no need to hesitate. Nobu! It's decided. You go home now. response:	If you stay here, Misato won't be safe.
context: I've booked a room in a hotel near Tokyo Station.\Really? Then why don't I get a taxi and take you there?\What a relief. I thought she was planning on staying here.\Cancel the hotel room. Just stay here.\That's right. You came all the way here, after all.\No, it's okay. I couldn't.\There's no need to hesitate. Nobu! It's decided. You go home now.\If you stay here, Misato won't be safe. response:	That's not fair!
context: Really? Then why don't I get a taxi and take you there?\What a relief. I thought she was planning on staying here.\Cancel the hotel room. Just stay here.\That's right. You came all the way here, after all.\No, it's okay. I couldn't.\There's no need to hesitate. Nobu! It's decided. You go home now.\If you stay here, Misato won't be safe.\That's not fair! response:	Then I'll stay at Nobu's place tonight.
context: What a relief. I thought she was planning on staying here.\Cancel the hotel room. Just stay here.\That's right. You came all the way here, after all.\No, it's okay. I couldn't.\There's no need to hesitate. Nobu! It's decided. You go home now.\If you stay here, Misato won't be safe.\That's not fair!\Then I'll stay at Nobu's place tonight. response:	I can't sleep.
context: Cancel the hotel room. Just stay here.\That's right. You came all the way here, after all.\No, it's okay. I couldn't.\There's no need to hesitate. Nobu! It's decided. You go home now.\If you stay here, Misato won't be safe.\That's not fair!\Then I'll stay at Nobu's place tonight.\I can't sleep. response:	Sure I know Nana's not the type that would force herself on another woman,
context: That's right. You came all the way here, after all.\No, it's okay. I couldn't.\There's no need to hesitate. Nobu! It's decided. You go home now.\If you stay here, Misato won't be safe.\That's not fair!\Then I'll stay at Nobu's place tonight.\I can't sleep.\Sure I know Nana's not the type that would force herself on another woman, response:	but what if Misato's into that sorta thing?
context: No, it's okay. I couldn't.\There's no need to hesitate. Nobu! It's decided. You go home now.\If you stay here, Misato won't be safe.\That's not fair!\Then I'll stay at Nobu's place tonight.\I can't sleep.\Sure I know Nana's not the type that would force herself on another woman,\but what if Misato's into that sorta thing? response:	Maybe they'll get carried away.
context: There's no need to hesitate. Nobu! It's decided. You go home now.\If you stay here, Misato won't be safe.\That's not fair!\Then I'll stay at Nobu's place tonight.\I can't sleep.\Sure I know Nana's not the type that would force herself on another woman,\but what if Misato's into that sorta thing?\Maybe they'll get carried away. response:	Nana was kinda drunk. Her being in such a good mood is proof she's drunk.
context: If you stay here, Misato won't be safe.\That's not fair!\Then I'll stay at Nobu's place tonight.\I can't sleep.\Sure I know Nana's not the type that would force herself on another woman,\but what if Misato's into that sorta thing?\Maybe they'll get carried away.\Nana was kinda drunk. Her being in such a good mood is proof she's drunk. response:	But how do two women do it?
context: That's not fair!\Then I'll stay at Nobu's place tonight.\I can't sleep.\Sure I know Nana's not the type that would force herself on another woman,\but what if Misato's into that sorta thing?\Maybe they'll get carried away.\Nana was kinda drunk. Her being in such a good mood is proof she's drunk.\But how do two women do it? response:	I guess Nana would be on top...
context: Then I'll stay at Nobu's place tonight.\I can't sleep.\Sure I know Nana's not the type that would force herself on another woman,\but what if Misato's into that sorta thing?\Maybe they'll get carried away.\Nana was kinda drunk. Her being in such a good mood is proof she's drunk.\But how do two women do it?\I guess Nana would be on top... response:	Oh, no! I almost imagined it! I'd better find myself a boyfriend!
context: I can't sleep.\Sure I know Nana's not the type that would force herself on another woman,\but what if Misato's into that sorta thing?\Maybe they'll get carried away.\Nana was kinda drunk. Her being in such a good mood is proof she's drunk.\But how do two women do it?\I guess Nana would be on top...\Oh, no! I almost imagined it! I'd better find myself a boyfriend! response:	Sexually deprived
context: Sure I know Nana's not the type that would force herself on another woman,\but what if Misato's into that sorta thing?\Maybe they'll get carried away.\Nana was kinda drunk. Her being in such a good mood is proof she's drunk.\But how do two women do it?\I guess Nana would be on top...\Oh, no! I almost imagined it! I'd better find myself a boyfriend!\Sexually deprived response:	Sexually deprived I need to be touched. Both mentally and physically.
context: but what if Misato's into that sorta thing?\Maybe they'll get carried away.\Nana was kinda drunk. Her being in such a good mood is proof she's drunk.\But how do two women do it?\I guess Nana would be on top...\Oh, no! I almost imagined it! I'd better find myself a boyfriend!\Sexually deprived\Sexually deprived I need to be touched. Both mentally and physically. response:	That's why I'm having these inexplicable feelings.
context: Maybe they'll get carried away.\Nana was kinda drunk. Her being in such a good mood is proof she's drunk.\But how do two women do it?\I guess Nana would be on top...\Oh, no! I almost imagined it! I'd better find myself a boyfriend!\Sexually deprived\Sexually deprived I need to be touched. Both mentally and physically.\That's why I'm having these inexplicable feelings. response:	I really am in need of a kind man who will take good care of me.
context: Nana was kinda drunk. Her being in such a good mood is proof she's drunk.\But how do two women do it?\I guess Nana would be on top...\Oh, no! I almost imagined it! I'd better find myself a boyfriend!\Sexually deprived\Sexually deprived I need to be touched. Both mentally and physically.\That's why I'm having these inexplicable feelings.\I really am in need of a kind man who will take good care of me. response:	But it's such a burden going through the process of finding a boyfriend.
context: But how do two women do it?\I guess Nana would be on top...\Oh, no! I almost imagined it! I'd better find myself a boyfriend!\Sexually deprived\Sexually deprived I need to be touched. Both mentally and physically.\That's why I'm having these inexplicable feelings.\I really am in need of a kind man who will take good care of me.\But it's such a burden going through the process of finding a boyfriend. response:	And falling in love is exhausting.
context: I guess Nana would be on top...\Oh, no! I almost imagined it! I'd better find myself a boyfriend!\Sexually deprived\Sexually deprived I need to be touched. Both mentally and physically.\That's why I'm having these inexplicable feelings.\I really am in need of a kind man who will take good care of me.\But it's such a burden going through the process of finding a boyfriend.\And falling in love is exhausting. response:	In the first place, I get too involved when I fall in love.
context: Oh, no! I almost imagined it! I'd better find myself a boyfriend!\Sexually deprived\Sexually deprived I need to be touched. Both mentally and physically.\That's why I'm having these inexplicable feelings.\I really am in need of a kind man who will take good care of me.\But it's such a burden going through the process of finding a boyfriend.\And falling in love is exhausting.\In the first place, I get too involved when I fall in love. response:	I'm so involved that I lose sight of everything.
context: Sexually deprived\Sexually deprived I need to be touched. Both mentally and physically.\That's why I'm having these inexplicable feelings.\I really am in need of a kind man who will take good care of me.\But it's such a burden going through the process of finding a boyfriend.\And falling in love is exhausting.\In the first place, I get too involved when I fall in love.\I'm so involved that I lose sight of everything. response:	That's why things don't work out.
context: Sexually deprived I need to be touched. Both mentally and physically.\That's why I'm having these inexplicable feelings.\I really am in need of a kind man who will take good care of me.\But it's such a burden going through the process of finding a boyfriend.\And falling in love is exhausting.\In the first place, I get too involved when I fall in love.\I'm so involved that I lose sight of everything.\That's why things don't work out. response:	It was like that with Mr. Asano too...
context: That's why I'm having these inexplicable feelings.\I really am in need of a kind man who will take good care of me.\But it's such a burden going through the process of finding a boyfriend.\And falling in love is exhausting.\In the first place, I get too involved when I fall in love.\I'm so involved that I lose sight of everything.\That's why things don't work out.\It was like that with Mr. Asano too... response:	I can't picture his face anymore.
context: I really am in need of a kind man who will take good care of me.\But it's such a burden going through the process of finding a boyfriend.\And falling in love is exhausting.\In the first place, I get too involved when I fall in love.\I'm so involved that I lose sight of everything.\That's why things don't work out.\It was like that with Mr. Asano too...\I can't picture his face anymore. response:	And I really liked him. And with Shoji too.
context: But it's such a burden going through the process of finding a boyfriend.\And falling in love is exhausting.\In the first place, I get too involved when I fall in love.\I'm so involved that I lose sight of everything.\That's why things don't work out.\It was like that with Mr. Asano too...\I can't picture his face anymore.\And I really liked him. And with Shoji too. response:	I don't wanna think about Shoji now. I don't wanna remember anything.
context: And falling in love is exhausting.\In the first place, I get too involved when I fall in love.\I'm so involved that I lose sight of everything.\That's why things don't work out.\It was like that with Mr. Asano too...\I can't picture his face anymore.\And I really liked him. And with Shoji too.\I don't wanna think about Shoji now. I don't wanna remember anything. response:	In the meantime, how am I gonna spend the day tomorrow?
context: In the first place, I get too involved when I fall in love.\I'm so involved that I lose sight of everything.\That's why things don't work out.\It was like that with Mr. Asano too...\I can't picture his face anymore.\And I really liked him. And with Shoji too.\I don't wanna think about Shoji now. I don't wanna remember anything.\In the meantime, how am I gonna spend the day tomorrow? response:	As long as I have work, I've got something else to put my mind on.
context: I'm so involved that I lose sight of everything.\That's why things don't work out.\It was like that with Mr. Asano too...\I can't picture his face anymore.\And I really liked him. And with Shoji too.\I don't wanna think about Shoji now. I don't wanna remember anything.\In the meantime, how am I gonna spend the day tomorrow?\As long as I have work, I've got something else to put my mind on. response:	But I don't work until the day after tomorrow.
context: That's why things don't work out.\It was like that with Mr. Asano too...\I can't picture his face anymore.\And I really liked him. And with Shoji too.\I don't wanna think about Shoji now. I don't wanna remember anything.\In the meantime, how am I gonna spend the day tomorrow?\As long as I have work, I've got something else to put my mind on.\But I don't work until the day after tomorrow. response:	On the other hand, if I think I've gotta put up with Ms. Sakagami
context: It was like that with Mr. Asano too...\I can't picture his face anymore.\And I really liked him. And with Shoji too.\I don't wanna think about Shoji now. I don't wanna remember anything.\In the meantime, how am I gonna spend the day tomorrow?\As long as I have work, I've got something else to put my mind on.\But I don't work until the day after tomorrow.\On the other hand, if I think I've gotta put up with Ms. Sakagami response:	telling me how useless I am, I really don't wanna go.
