context: We're going to lose anyway. response:	Otani.
context: I'm so hungry!\Wait Risa. What about Otani-kun?\Wow! This cake is super cute!\Isn't it? I decorated it myself.\Never mind that. Check this out!\I made all your favorites: chirashizushi, fried chicken, sandwiches, takoyaki, french fries,\Geez!\He's not answering his phone. Where could Otani have gone? response:	What's going on! This is so frustrating!
context: Wait Risa. What about Otani-kun?\Wow! This cake is super cute!\Isn't it? I decorated it myself.\Never mind that. Check this out!\I made all your favorites: chirashizushi, fried chicken, sandwiches, takoyaki, french fries,\Geez!\He's not answering his phone. Where could Otani have gone?\What's going on! This is so frustrating! response:	They're definitely both interested in each other now...
context: Wow! This cake is super cute!\Isn't it? I decorated it myself.\Never mind that. Check this out!\I made all your favorites: chirashizushi, fried chicken, sandwiches, takoyaki, french fries,\Geez!\He's not answering his phone. Where could Otani have gone?\What's going on! This is so frustrating!\They're definitely both interested in each other now... response:	That's true!
context: Isn't it? I decorated it myself.\Never mind that. Check this out!\I made all your favorites: chirashizushi, fried chicken, sandwiches, takoyaki, french fries,\Geez!\He's not answering his phone. Where could Otani have gone?\What's going on! This is so frustrating!\They're definitely both interested in each other now...\That's true! response:	It's fine.
context: Never mind that. Check this out!\I made all your favorites: chirashizushi, fried chicken, sandwiches, takoyaki, french fries,\Geez!\He's not answering his phone. Where could Otani have gone?\What's going on! This is so frustrating!\They're definitely both interested in each other now...\That's true!\It's fine. response:	Even if Otani isn't around, everyone else is here celebrating with me.
context: I made all your favorites: chirashizushi, fried chicken, sandwiches, takoyaki, french fries,\Geez!\He's not answering his phone. Where could Otani have gone?\What's going on! This is so frustrating!\They're definitely both interested in each other now...\That's true!\It's fine.\Even if Otani isn't around, everyone else is here celebrating with me. response:	Ahh. That was just delicious!
context: Geez!\He's not answering his phone. Where could Otani have gone?\What's going on! This is so frustrating!\They're definitely both interested in each other now...\That's true!\It's fine.\Even if Otani isn't around, everyone else is here celebrating with me.\Ahh. That was just delicious! response:	Hey, did you hear something from outside?
context: He's not answering his phone. Where could Otani have gone?\What's going on! This is so frustrating!\They're definitely both interested in each other now...\That's true!\It's fine.\Even if Otani isn't around, everyone else is here celebrating with me.\Ahh. That was just delicious!\Hey, did you hear something from outside? response:	Yeah. It's probably fireworks.
context: What's going on! This is so frustrating!\They're definitely both interested in each other now...\That's true!\It's fine.\Even if Otani isn't around, everyone else is here celebrating with me.\Ahh. That was just delicious!\Hey, did you hear something from outside?\Yeah. It's probably fireworks. response:	Oh yeah. I heard there's a fireworks festival today.
context: They're definitely both interested in each other now...\That's true!\It's fine.\Even if Otani isn't around, everyone else is here celebrating with me.\Ahh. That was just delicious!\Hey, did you hear something from outside?\Yeah. It's probably fireworks.\Oh yeah. I heard there's a fireworks festival today. response:	Really?
context: That's true!\It's fine.\Even if Otani isn't around, everyone else is here celebrating with me.\Ahh. That was just delicious!\Hey, did you hear something from outside?\Yeah. It's probably fireworks.\Oh yeah. I heard there's a fireworks festival today.\Really? response:	If we go up to the roof, we should be able to see them.
context: It's fine.\Even if Otani isn't around, everyone else is here celebrating with me.\Ahh. That was just delicious!\Hey, did you hear something from outside?\Yeah. It's probably fireworks.\Oh yeah. I heard there's a fireworks festival today.\Really?\If we go up to the roof, we should be able to see them. response:	Fireworks?
context: Even if Otani isn't around, everyone else is here celebrating with me.\Ahh. That was just delicious!\Hey, did you hear something from outside?\Yeah. It's probably fireworks.\Oh yeah. I heard there's a fireworks festival today.\Really?\If we go up to the roof, we should be able to see them.\Fireworks? response:	Come to think of it, last year too...
context: Ahh. That was just delicious!\Hey, did you hear something from outside?\Yeah. It's probably fireworks.\Oh yeah. I heard there's a fireworks festival today.\Really?\If we go up to the roof, we should be able to see them.\Fireworks?\Come to think of it, last year too... response:	Risa, let's go up to the roof.
context: Hey, did you hear something from outside?\Yeah. It's probably fireworks.\Oh yeah. I heard there's a fireworks festival today.\Really?\If we go up to the roof, we should be able to see them.\Fireworks?\Come to think of it, last year too...\Risa, let's go up to the roof. response:	Ah! I can see them! I can see them!
context: Yeah. It's probably fireworks.\Oh yeah. I heard there's a fireworks festival today.\Really?\If we go up to the roof, we should be able to see them.\Fireworks?\Come to think of it, last year too...\Risa, let's go up to the roof.\Ah! I can see them! I can see them! response:	How pretty!
context: Oh yeah. I heard there's a fireworks festival today.\Really?\If we go up to the roof, we should be able to see them.\Fireworks?\Come to think of it, last year too...\Risa, let's go up to the roof.\Ah! I can see them! I can see them!\How pretty! response:	Beautiful...
context: Really?\If we go up to the roof, we should be able to see them.\Fireworks?\Come to think of it, last year too...\Risa, let's go up to the roof.\Ah! I can see them! I can see them!\How pretty!\Beautiful... response:	Amazing!
context: If we go up to the roof, we should be able to see them.\Fireworks?\Come to think of it, last year too...\Risa, let's go up to the roof.\Ah! I can see them! I can see them!\How pretty!\Beautiful...\Amazing! response:	Wow!
context: Fireworks?\Come to think of it, last year too...\Risa, let's go up to the roof.\Ah! I can see them! I can see them!\How pretty!\Beautiful...\Amazing!\Wow! response:	I thought watching the fireworks would cheer you up.
context: Come to think of it, last year too...\Risa, let's go up to the roof.\Ah! I can see them! I can see them!\How pretty!\Beautiful...\Amazing!\Wow!\I thought watching the fireworks would cheer you up. response:	Wow. They sure are pretty.
context: Risa, let's go up to the roof.\Ah! I can see them! I can see them!\How pretty!\Beautiful...\Amazing!\Wow!\I thought watching the fireworks would cheer you up.\Wow. They sure are pretty. response:	It really is no good.
context: Ah! I can see them! I can see them!\How pretty!\Beautiful...\Amazing!\Wow!\I thought watching the fireworks would cheer you up.\Wow. They sure are pretty.\It really is no good. response:	If Otani's not with me, I just don't find the fireworks pretty...
context: How pretty!\Beautiful...\Amazing!\Wow!\I thought watching the fireworks would cheer you up.\Wow. They sure are pretty.\It really is no good.\If Otani's not with me, I just don't find the fireworks pretty... response:	Yo, this is for real. You got mail.
context: Beautiful...\Amazing!\Wow!\I thought watching the fireworks would cheer you up.\Wow. They sure are pretty.\It really is no good.\If Otani's not with me, I just don't find the fireworks pretty...\Yo, this is for real. You got mail. response:	Yo, this is for real. You got mail.
context: Amazing!\Wow!\I thought watching the fireworks would cheer you up.\Wow. They sure are pretty.\It really is no good.\If Otani's not with me, I just don't find the fireworks pretty...\Yo, this is for real. You got mail.\Yo, this is for real. You got mail. response:	Mail?
context: Wow!\I thought watching the fireworks would cheer you up.\Wow. They sure are pretty.\It really is no good.\If Otani's not with me, I just don't find the fireworks pretty...\Yo, this is for real. You got mail.\Yo, this is for real. You got mail.\Mail? response:	Otani
context: I thought watching the fireworks would cheer you up.\Wow. They sure are pretty.\It really is no good.\If Otani's not with me, I just don't find the fireworks pretty...\Yo, this is for real. You got mail.\Yo, this is for real. You got mail.\Mail?\Otani response:	Behind you
context: Wow. They sure are pretty.\It really is no good.\If Otani's not with me, I just don't find the fireworks pretty...\Yo, this is for real. You got mail.\Yo, this is for real. You got mail.\Mail?\Otani\Behind you response:	What's this?
context: It really is no good.\If Otani's not with me, I just don't find the fireworks pretty...\Yo, this is for real. You got mail.\Yo, this is for real. You got mail.\Mail?\Otani\Behind you\What's this? response:	Something you didn't want.
context: If Otani's not with me, I just don't find the fireworks pretty...\Yo, this is for real. You got mail.\Yo, this is for real. You got mail.\Mail?\Otani\Behind you\What's this?\Something you didn't want. response:	A present.
context: Yo, this is for real. You got mail.\Yo, this is for real. You got mail.\Mail?\Otani\Behind you\What's this?\Something you didn't want.\A present. response:	Huh? No way!
context: Yo, this is for real. You got mail.\Mail?\Otani\Behind you\What's this?\Something you didn't want.\A present.\Huh? No way! response:	Why would I lie?
context: Mail?\Otani\Behind you\What's this?\Something you didn't want.\A present.\Huh? No way!\Why would I lie? response:	Can I open it?
context: Otani\Behind you\What's this?\Something you didn't want.\A present.\Huh? No way!\Why would I lie?\Can I open it? response:	I've already opened it, though...
context: Behind you\What's this?\Something you didn't want.\A present.\Huh? No way!\Why would I lie?\Can I open it?\I've already opened it, though... response:	It's not my style,
context: What's this?\Something you didn't want.\A present.\Huh? No way!\Why would I lie?\Can I open it?\I've already opened it, though...\It's not my style, response:	Wow! It's super cute!
context: Something you didn't want.\A present.\Huh? No way!\Why would I lie?\Can I open it?\I've already opened it, though...\It's not my style,\Wow! It's super cute! response:	Keep it down! They'll see us.
context: A present.\Huh? No way!\Why would I lie?\Can I open it?\I've already opened it, though...\It's not my style,\Wow! It's super cute!\Keep it down! They'll see us. response:	That hurt!
context: Huh? No way!\Why would I lie?\Can I open it?\I've already opened it, though...\It's not my style,\Wow! It's super cute!\Keep it down! They'll see us.\That hurt! response:	What's that?
context: Why would I lie?\Can I open it?\I've already opened it, though...\It's not my style,\Wow! It's super cute!\Keep it down! They'll see us.\That hurt!\What's that? response:	Fireworks. I bought them at the convenience store.
context: Can I open it?\I've already opened it, though...\It's not my style,\Wow! It's super cute!\Keep it down! They'll see us.\That hurt!\What's that?\Fireworks. I bought them at the convenience store. response:	Cool. Then let's get everyone and
context: I've already opened it, though...\It's not my style,\Wow! It's super cute!\Keep it down! They'll see us.\That hurt!\What's that?\Fireworks. I bought them at the convenience store.\Cool. Then let's get everyone and response:	You can do that later.
context: It's not my style,\Wow! It's super cute!\Keep it down! They'll see us.\That hurt!\What's that?\Fireworks. I bought them at the convenience store.\Cool. Then let's get everyone and\You can do that later. response:	Just put that away for now.
context: Wow! It's super cute!\Keep it down! They'll see us.\That hurt!\What's that?\Fireworks. I bought them at the convenience store.\Cool. Then let's get everyone and\You can do that later.\Just put that away for now. response:	This?
context: Keep it down! They'll see us.\That hurt!\What's that?\Fireworks. I bought them at the convenience store.\Cool. Then let's get everyone and\You can do that later.\Just put that away for now.\This? response:	If they find out I bought you that,
context: That hurt!\What's that?\Fireworks. I bought them at the convenience store.\Cool. Then let's get everyone and\You can do that later.\Just put that away for now.\This?\If they find out I bought you that, response:	Don't tell me you were late because you went to buy this?
context: What's that?\Fireworks. I bought them at the convenience store.\Cool. Then let's get everyone and\You can do that later.\Just put that away for now.\This?\If they find out I bought you that,\Don't tell me you were late because you went to buy this? response:	Where did you go to get it?
context: Fireworks. I bought them at the convenience store.\Cool. Then let's get everyone and\You can do that later.\Just put that away for now.\This?\If they find out I bought you that,\Don't tell me you were late because you went to buy this?\Where did you go to get it? response:	Does it matter where?
context: Cool. Then let's get everyone and\You can do that later.\Just put that away for now.\This?\If they find out I bought you that,\Don't tell me you were late because you went to buy this?\Where did you go to get it?\Does it matter where? response:	Thanks. I'm really happy.
context: You can do that later.\Just put that away for now.\This?\If they find out I bought you that,\Don't tell me you were late because you went to buy this?\Where did you go to get it?\Does it matter where?\Thanks. I'm really happy. response:	Really?
context: Just put that away for now.\This?\If they find out I bought you that,\Don't tell me you were late because you went to buy this?\Where did you go to get it?\Does it matter where?\Thanks. I'm really happy.\Really? response:	I thought you weren't going to come.
context: This?\If they find out I bought you that,\Don't tell me you were late because you went to buy this?\Where did you go to get it?\Does it matter where?\Thanks. I'm really happy.\Really?\I thought you weren't going to come. response:	I was just thinking, I guess I'm just no good without Otani.
context: If they find out I bought you that,\Don't tell me you were late because you went to buy this?\Where did you go to get it?\Does it matter where?\Thanks. I'm really happy.\Really?\I thought you weren't going to come.\I was just thinking, I guess I'm just no good without Otani. response:	Hey, are you listening?
context: Don't tell me you were late because you went to buy this?\Where did you go to get it?\Does it matter where?\Thanks. I'm really happy.\Really?\I thought you weren't going to come.\I was just thinking, I guess I'm just no good without Otani.\Hey, are you listening? response:	I'm listening.
context: Where did you go to get it?\Does it matter where?\Thanks. I'm really happy.\Really?\I thought you weren't going to come.\I was just thinking, I guess I'm just no good without Otani.\Hey, are you listening?\I'm listening. response:	I said the same thing after that last basketball match.
context: Does it matter where?\Thanks. I'm really happy.\Really?\I thought you weren't going to come.\I was just thinking, I guess I'm just no good without Otani.\Hey, are you listening?\I'm listening.\I said the same thing after that last basketball match. response:	Although someone fell asleep and didn't hear me.
context: Thanks. I'm really happy.\Really?\I thought you weren't going to come.\I was just thinking, I guess I'm just no good without Otani.\Hey, are you listening?\I'm listening.\I said the same thing after that last basketball match.\Although someone fell asleep and didn't hear me. response:	I guess I'm just... no good without you, Koizumi.
context: Really?\I thought you weren't going to come.\I was just thinking, I guess I'm just no good without Otani.\Hey, are you listening?\I'm listening.\I said the same thing after that last basketball match.\Although someone fell asleep and didn't hear me.\I guess I'm just... no good without you, Koizumi. response:	So... that wasn't a dream...
context: I thought you weren't going to come.\I was just thinking, I guess I'm just no good without Otani.\Hey, are you listening?\I'm listening.\I said the same thing after that last basketball match.\Although someone fell asleep and didn't hear me.\I guess I'm just... no good without you, Koizumi.\So... that wasn't a dream... response:	Koizumi...
context: I was just thinking, I guess I'm just no good without Otani.\Hey, are you listening?\I'm listening.\I said the same thing after that last basketball match.\Although someone fell asleep and didn't hear me.\I guess I'm just... no good without you, Koizumi.\So... that wasn't a dream...\Koizumi... response:	Can't you pull a better face than that?
context: Hey, are you listening?\I'm listening.\I said the same thing after that last basketball match.\Although someone fell asleep and didn't hear me.\I guess I'm just... no good without you, Koizumi.\So... that wasn't a dream...\Koizumi...\Can't you pull a better face than that? response:	What?
context: I'm listening.\I said the same thing after that last basketball match.\Although someone fell asleep and didn't hear me.\I guess I'm just... no good without you, Koizumi.\So... that wasn't a dream...\Koizumi...\Can't you pull a better face than that?\What? response:	But...
context: I said the same thing after that last basketball match.\Although someone fell asleep and didn't hear me.\I guess I'm just... no good without you, Koizumi.\So... that wasn't a dream...\Koizumi...\Can't you pull a better face than that?\What?\But... response:	Do you have a fever again?
context: Although someone fell asleep and didn't hear me.\I guess I'm just... no good without you, Koizumi.\So... that wasn't a dream...\Koizumi...\Can't you pull a better face than that?\What?\But...\Do you have a fever again? response:	It's not like that.
context: I guess I'm just... no good without you, Koizumi.\So... that wasn't a dream...\Koizumi...\Can't you pull a better face than that?\What?\But...\Do you have a fever again?\It's not like that. response:	Ah... Not like that... Not like that...
context: So... that wasn't a dream...\Koizumi...\Can't you pull a better face than that?\What?\But...\Do you have a fever again?\It's not like that.\Ah... Not like that... Not like that... response:	Don't laugh.
context: Koizumi...\Can't you pull a better face than that?\What?\But...\Do you have a fever again?\It's not like that.\Ah... Not like that... Not like that...\Don't laugh. response:	Then...
context: Can't you pull a better face than that?\What?\But...\Do you have a fever again?\It's not like that.\Ah... Not like that... Not like that...\Don't laugh.\Then... response:	Am I still dreaming?
context: What?\But...\Do you have a fever again?\It's not like that.\Ah... Not like that... Not like that...\Don't laugh.\Then...\Am I still dreaming? response:	This isn't a dream, right?
context: But...\Do you have a fever again?\It's not like that.\Ah... Not like that... Not like that...\Don't laugh.\Then...\Am I still dreaming?\This isn't a dream, right? response:	My first date with Otani!
context: Do you have a fever again?\It's not like that.\Ah... Not like that... Not like that...\Don't laugh.\Then...\Am I still dreaming?\This isn't a dream, right?\My first date with Otani! response:	You're late!
context: It's not like that.\Ah... Not like that... Not like that...\Don't laugh.\Then...\Am I still dreaming?\This isn't a dream, right?\My first date with Otani!\You're late! response:	Why don't you buy me juice as penance?
context: Ah... Not like that... Not like that...\Don't laugh.\Then...\Am I still dreaming?\This isn't a dream, right?\My first date with Otani!\You're late!\Why don't you buy me juice as penance? response:	Oh! I forgot my purse...
context: Don't laugh.\Then...\Am I still dreaming?\This isn't a dream, right?\My first date with Otani!\You're late!\Why don't you buy me juice as penance?\Oh! I forgot my purse... response:	Idiot!
context: Then...\Am I still dreaming?\This isn't a dream, right?\My first date with Otani!\You're late!\Why don't you buy me juice as penance?\Oh! I forgot my purse...\Idiot! response:	Lovely Complex Love Com.
context: Am I still dreaming?\This isn't a dream, right?\My first date with Otani!\You're late!\Why don't you buy me juice as penance?\Oh! I forgot my purse...\Idiot!\Lovely Complex Love Com. response:	Next: Sudden Downturn!! The First Date is the Beginning of Misfortune!
context: This isn't a dream, right?\My first date with Otani!\You're late!\Why don't you buy me juice as penance?\Oh! I forgot my purse...\Idiot!\Lovely Complex Love Com.\Next: Sudden Downturn!! The First Date is the Beginning of Misfortune! response:	Sudden Downturn!! The First Date is the Beginning of Misfortune!
context: My first date with Otani!\You're late!\Why don't you buy me juice as penance?\Oh! I forgot my purse...\Idiot!\Lovely Complex Love Com.\Next: Sudden Downturn!! The First Date is the Beginning of Misfortune!\Sudden Downturn!! The First Date is the Beginning of Misfortune! response:	Be sure to watch!
