context: Galactic Imperial Calendar, Year 211 response:	This is the first time you've been here, isn't it, Highness?
context: She had sided with humanity.\That's why she had a falling out with the Council.\You're wrong. Lieselotte really was being held prisoner.\What reason could she have had for siding with humanity?\The only clue is Lieselotte's words.\Her actions.\She worked with the Royalists and assisted us.\I've had enough. I'm just going to pack it in here. response:	So you're dying for nothing.
context: That's why she had a falling out with the Council.\You're wrong. Lieselotte really was being held prisoner.\What reason could she have had for siding with humanity?\The only clue is Lieselotte's words.\Her actions.\She worked with the Royalists and assisted us.\I've had enough. I'm just going to pack it in here.\So you're dying for nothing. response:	You gave it everything you had, even becoming a Kamitsuki.
context: You're wrong. Lieselotte really was being held prisoner.\What reason could she have had for siding with humanity?\The only clue is Lieselotte's words.\Her actions.\She worked with the Royalists and assisted us.\I've had enough. I'm just going to pack it in here.\So you're dying for nothing.\You gave it everything you had, even becoming a Kamitsuki. response:	But it was all for nothing.
context: What reason could she have had for siding with humanity?\The only clue is Lieselotte's words.\Her actions.\She worked with the Royalists and assisted us.\I've had enough. I'm just going to pack it in here.\So you're dying for nothing.\You gave it everything you had, even becoming a Kamitsuki.\But it was all for nothing. response:	You're wrong.
context: The only clue is Lieselotte's words.\Her actions.\She worked with the Royalists and assisted us.\I've had enough. I'm just going to pack it in here.\So you're dying for nothing.\You gave it everything you had, even becoming a Kamitsuki.\But it was all for nothing.\You're wrong. response:	So what was I even born for, anyway?
context: Her actions.\She worked with the Royalists and assisted us.\I've had enough. I'm just going to pack it in here.\So you're dying for nothing.\You gave it everything you had, even becoming a Kamitsuki.\But it was all for nothing.\You're wrong.\So what was I even born for, anyway? response:	To have my body tinkered with and be used as a lab rat?
context: She worked with the Royalists and assisted us.\I've had enough. I'm just going to pack it in here.\So you're dying for nothing.\You gave it everything you had, even becoming a Kamitsuki.\But it was all for nothing.\You're wrong.\So what was I even born for, anyway?\To have my body tinkered with and be used as a lab rat? response:	You're wrong.
context: I've had enough. I'm just going to pack it in here.\So you're dying for nothing.\You gave it everything you had, even becoming a Kamitsuki.\But it was all for nothing.\You're wrong.\So what was I even born for, anyway?\To have my body tinkered with and be used as a lab rat?\You're wrong. response:	To pilot a Valvrave? To kill people?
context: So you're dying for nothing.\You gave it everything you had, even becoming a Kamitsuki.\But it was all for nothing.\You're wrong.\So what was I even born for, anyway?\To have my body tinkered with and be used as a lab rat?\You're wrong.\To pilot a Valvrave? To kill people? response:	Of course not!
context: You gave it everything you had, even becoming a Kamitsuki.\But it was all for nothing.\You're wrong.\So what was I even born for, anyway?\To have my body tinkered with and be used as a lab rat?\You're wrong.\To pilot a Valvrave? To kill people?\Of course not! response:	Why, then?
context: But it was all for nothing.\You're wrong.\So what was I even born for, anyway?\To have my body tinkered with and be used as a lab rat?\You're wrong.\To pilot a Valvrave? To kill people?\Of course not!\Why, then? response:	Why did Lieselotte, who had probably lived for centuries as
context: You're wrong.\So what was I even born for, anyway?\To have my body tinkered with and be used as a lab rat?\You're wrong.\To pilot a Valvrave? To kill people?\Of course not!\Why, then?\Why did Lieselotte, who had probably lived for centuries as response:	a Magius, side with humanity?
context: So what was I even born for, anyway?\To have my body tinkered with and be used as a lab rat?\You're wrong.\To pilot a Valvrave? To kill people?\Of course not!\Why, then?\Why did Lieselotte, who had probably lived for centuries as\a Magius, side with humanity? response:	What happened to you?
context: To have my body tinkered with and be used as a lab rat?\You're wrong.\To pilot a Valvrave? To kill people?\Of course not!\Why, then?\Why did Lieselotte, who had probably lived for centuries as\a Magius, side with humanity?\What happened to you? response:	Michael...
context: You're wrong.\To pilot a Valvrave? To kill people?\Of course not!\Why, then?\Why did Lieselotte, who had probably lived for centuries as\a Magius, side with humanity?\What happened to you?\Michael... response:	You are very young, aren't you?
context: To pilot a Valvrave? To kill people?\Of course not!\Why, then?\Why did Lieselotte, who had probably lived for centuries as\a Magius, side with humanity?\What happened to you?\Michael...\You are very young, aren't you? response:	But there is no path ahead of us to travel down yet.
context: Of course not!\Why, then?\Why did Lieselotte, who had probably lived for centuries as\a Magius, side with humanity?\What happened to you?\Michael...\You are very young, aren't you?\But there is no path ahead of us to travel down yet. response:	Wait, were you trying to create a path?
context: Why, then?\Why did Lieselotte, who had probably lived for centuries as\a Magius, side with humanity?\What happened to you?\Michael...\You are very young, aren't you?\But there is no path ahead of us to travel down yet.\Wait, were you trying to create a path? response:	For both human and Magius?
context: Why did Lieselotte, who had probably lived for centuries as\a Magius, side with humanity?\What happened to you?\Michael...\You are very young, aren't you?\But there is no path ahead of us to travel down yet.\Wait, were you trying to create a path?\For both human and Magius? response:	My Runes are almost gone. I'm out of time.
context: a Magius, side with humanity?\What happened to you?\Michael...\You are very young, aren't you?\But there is no path ahead of us to travel down yet.\Wait, were you trying to create a path?\For both human and Magius?\My Runes are almost gone. I'm out of time. response:	That's exactly why. Let's at least go out kicking and screaming.
context: What happened to you?\Michael...\You are very young, aren't you?\But there is no path ahead of us to travel down yet.\Wait, were you trying to create a path?\For both human and Magius?\My Runes are almost gone. I'm out of time.\That's exactly why. Let's at least go out kicking and screaming. response:	There is something left that you can do, isn't there?
context: Michael...\You are very young, aren't you?\But there is no path ahead of us to travel down yet.\Wait, were you trying to create a path?\For both human and Magius?\My Runes are almost gone. I'm out of time.\That's exactly why. Let's at least go out kicking and screaming.\There is something left that you can do, isn't there? response:	I can't spend my life with you anymore. But I can carry on your dream.
context: You are very young, aren't you?\But there is no path ahead of us to travel down yet.\Wait, were you trying to create a path?\For both human and Magius?\My Runes are almost gone. I'm out of time.\That's exactly why. Let's at least go out kicking and screaming.\There is something left that you can do, isn't there?\I can't spend my life with you anymore. But I can carry on your dream. response:	When I was prepared to die, I felt free.
context: But there is no path ahead of us to travel down yet.\Wait, were you trying to create a path?\For both human and Magius?\My Runes are almost gone. I'm out of time.\That's exactly why. Let's at least go out kicking and screaming.\There is something left that you can do, isn't there?\I can't spend my life with you anymore. But I can carry on your dream.\When I was prepared to die, I felt free. response:	I don't care what anyone else thinks of me.
context: Wait, were you trying to create a path?\For both human and Magius?\My Runes are almost gone. I'm out of time.\That's exactly why. Let's at least go out kicking and screaming.\There is something left that you can do, isn't there?\I can't spend my life with you anymore. But I can carry on your dream.\When I was prepared to die, I felt free.\I don't care what anyone else thinks of me. response:	What matters is what I want to do!
context: For both human and Magius?\My Runes are almost gone. I'm out of time.\That's exactly why. Let's at least go out kicking and screaming.\There is something left that you can do, isn't there?\I can't spend my life with you anymore. But I can carry on your dream.\When I was prepared to die, I felt free.\I don't care what anyone else thinks of me.\What matters is what I want to do! response:	That's why...
context: My Runes are almost gone. I'm out of time.\That's exactly why. Let's at least go out kicking and screaming.\There is something left that you can do, isn't there?\I can't spend my life with you anymore. But I can carry on your dream.\When I was prepared to die, I felt free.\I don't care what anyone else thinks of me.\What matters is what I want to do!\That's why... response:	L-elf!
context: That's exactly why. Let's at least go out kicking and screaming.\There is something left that you can do, isn't there?\I can't spend my life with you anymore. But I can carry on your dream.\When I was prepared to die, I felt free.\I don't care what anyone else thinks of me.\What matters is what I want to do!\That's why...\L-elf! response:	What was that?
context: There is something left that you can do, isn't there?\I can't spend my life with you anymore. But I can carry on your dream.\When I was prepared to die, I felt free.\I don't care what anyone else thinks of me.\What matters is what I want to do!\That's why...\L-elf!\What was that? response:	What just happened?
context: I can't spend my life with you anymore. But I can carry on your dream.\When I was prepared to die, I felt free.\I don't care what anyone else thinks of me.\What matters is what I want to do!\That's why...\L-elf!\What was that?\What just happened? response:	Haruto Tokishima, what was that just now?
context: When I was prepared to die, I felt free.\I don't care what anyone else thinks of me.\What matters is what I want to do!\That's why...\L-elf!\What was that?\What just happened?\Haruto Tokishima, what was that just now? response:	I don't know. But that light, it was...
context: I don't care what anyone else thinks of me.\What matters is what I want to do!\That's why...\L-elf!\What was that?\What just happened?\Haruto Tokishima, what was that just now?\I don't know. But that light, it was... response:	Yes, it looked just like Cain's light.
context: What matters is what I want to do!\That's why...\L-elf!\What was that?\What just happened?\Haruto Tokishima, what was that just now?\I don't know. But that light, it was...\Yes, it looked just like Cain's light. response:	True, it should come as no surprise that a Kamitsuki
context: That's why...\L-elf!\What was that?\What just happened?\Haruto Tokishima, what was that just now?\I don't know. But that light, it was...\Yes, it looked just like Cain's light.\True, it should come as no surprise that a Kamitsuki response:	would be capable of the same feats as a Magius...
context: L-elf!\What was that?\What just happened?\Haruto Tokishima, what was that just now?\I don't know. But that light, it was...\Yes, it looked just like Cain's light.\True, it should come as no surprise that a Kamitsuki\would be capable of the same feats as a Magius... response:	L-elf. Do you think we can use this power to save ourselves?
context: What was that?\What just happened?\Haruto Tokishima, what was that just now?\I don't know. But that light, it was...\Yes, it looked just like Cain's light.\True, it should come as no surprise that a Kamitsuki\would be capable of the same feats as a Magius...\L-elf. Do you think we can use this power to save ourselves? response:	It might be able to ignite the signal flare you found!
context: What just happened?\Haruto Tokishima, what was that just now?\I don't know. But that light, it was...\Yes, it looked just like Cain's light.\True, it should come as no surprise that a Kamitsuki\would be capable of the same feats as a Magius...\L-elf. Do you think we can use this power to save ourselves?\It might be able to ignite the signal flare you found! response:	L-elf. I really do care about everyone at school.
context: Haruto Tokishima, what was that just now?\I don't know. But that light, it was...\Yes, it looked just like Cain's light.\True, it should come as no surprise that a Kamitsuki\would be capable of the same feats as a Magius...\L-elf. Do you think we can use this power to save ourselves?\It might be able to ignite the signal flare you found!\L-elf. I really do care about everyone at school. response:	I want to laugh with them again.
context: I don't know. But that light, it was...\Yes, it looked just like Cain's light.\True, it should come as no surprise that a Kamitsuki\would be capable of the same feats as a Magius...\L-elf. Do you think we can use this power to save ourselves?\It might be able to ignite the signal flare you found!\L-elf. I really do care about everyone at school.\I want to laugh with them again. response:	We'll build a place where human and Kamitsuki can live together.
context: Yes, it looked just like Cain's light.\True, it should come as no surprise that a Kamitsuki\would be capable of the same feats as a Magius...\L-elf. Do you think we can use this power to save ourselves?\It might be able to ignite the signal flare you found!\L-elf. I really do care about everyone at school.\I want to laugh with them again.\We'll build a place where human and Kamitsuki can live together. response:	Yeah. This time, it won't be a replacement for JIOR.
context: True, it should come as no surprise that a Kamitsuki\would be capable of the same feats as a Magius...\L-elf. Do you think we can use this power to save ourselves?\It might be able to ignite the signal flare you found!\L-elf. I really do care about everyone at school.\I want to laugh with them again.\We'll build a place where human and Kamitsuki can live together.\Yeah. This time, it won't be a replacement for JIOR. response:	We'll create a country for us and by us.
context: would be capable of the same feats as a Magius...\L-elf. Do you think we can use this power to save ourselves?\It might be able to ignite the signal flare you found!\L-elf. I really do care about everyone at school.\I want to laugh with them again.\We'll build a place where human and Kamitsuki can live together.\Yeah. This time, it won't be a replacement for JIOR.\We'll create a country for us and by us. response:	The light that Cain produced was probably Runes.
context: L-elf. Do you think we can use this power to save ourselves?\It might be able to ignite the signal flare you found!\L-elf. I really do care about everyone at school.\I want to laugh with them again.\We'll build a place where human and Kamitsuki can live together.\Yeah. This time, it won't be a replacement for JIOR.\We'll create a country for us and by us.\The light that Cain produced was probably Runes. response:	The key to triggering them is information in the form of speech.
context: It might be able to ignite the signal flare you found!\L-elf. I really do care about everyone at school.\I want to laugh with them again.\We'll build a place where human and Kamitsuki can live together.\Yeah. This time, it won't be a replacement for JIOR.\We'll create a country for us and by us.\The light that Cain produced was probably Runes.\The key to triggering them is information in the form of speech. response:	Like a magic spell? But I don't...
context: L-elf. I really do care about everyone at school.\I want to laugh with them again.\We'll build a place where human and Kamitsuki can live together.\Yeah. This time, it won't be a replacement for JIOR.\We'll create a country for us and by us.\The light that Cain produced was probably Runes.\The key to triggering them is information in the form of speech.\Like a magic spell? But I don't... response:	You spoke words that were close to being a spell.
context: I want to laugh with them again.\We'll build a place where human and Kamitsuki can live together.\Yeah. This time, it won't be a replacement for JIOR.\We'll create a country for us and by us.\The light that Cain produced was probably Runes.\The key to triggering them is information in the form of speech.\Like a magic spell? But I don't...\You spoke words that were close to being a spell. response:	It wasn't perfect, but they were words close enough to trigger it.
context: We'll build a place where human and Kamitsuki can live together.\Yeah. This time, it won't be a replacement for JIOR.\We'll create a country for us and by us.\The light that Cain produced was probably Runes.\The key to triggering them is information in the form of speech.\Like a magic spell? But I don't...\You spoke words that were close to being a spell.\It wasn't perfect, but they were words close enough to trigger it. response:	Even if we send up a signal flare,
context: Yeah. This time, it won't be a replacement for JIOR.\We'll create a country for us and by us.\The light that Cain produced was probably Runes.\The key to triggering them is information in the form of speech.\Like a magic spell? But I don't...\You spoke words that were close to being a spell.\It wasn't perfect, but they were words close enough to trigger it.\Even if we send up a signal flare, response:	it doesn't mean it will be an ally who comes for us.
context: We'll create a country for us and by us.\The light that Cain produced was probably Runes.\The key to triggering them is information in the form of speech.\Like a magic spell? But I don't...\You spoke words that were close to being a spell.\It wasn't perfect, but they were words close enough to trigger it.\Even if we send up a signal flare,\it doesn't mean it will be an ally who comes for us. response:	It's a gamble. One with rather poor odds.
context: The light that Cain produced was probably Runes.\The key to triggering them is information in the form of speech.\Like a magic spell? But I don't...\You spoke words that were close to being a spell.\It wasn't perfect, but they were words close enough to trigger it.\Even if we send up a signal flare,\it doesn't mean it will be an ally who comes for us.\It's a gamble. One with rather poor odds. response:	But they aren't zero.
context: The key to triggering them is information in the form of speech.\Like a magic spell? But I don't...\You spoke words that were close to being a spell.\It wasn't perfect, but they were words close enough to trigger it.\Even if we send up a signal flare,\it doesn't mean it will be an ally who comes for us.\It's a gamble. One with rather poor odds.\But they aren't zero. response:	L-elf. Together.
context: Like a magic spell? But I don't...\You spoke words that were close to being a spell.\It wasn't perfect, but they were words close enough to trigger it.\Even if we send up a signal flare,\it doesn't mean it will be an ally who comes for us.\It's a gamble. One with rather poor odds.\But they aren't zero.\L-elf. Together. response:	Right.
context: You spoke words that were close to being a spell.\It wasn't perfect, but they were words close enough to trigger it.\Even if we send up a signal flare,\it doesn't mean it will be an ally who comes for us.\It's a gamble. One with rather poor odds.\But they aren't zero.\L-elf. Together.\Right. response:	As I said, I...
context: It wasn't perfect, but they were words close enough to trigger it.\Even if we send up a signal flare,\it doesn't mean it will be an ally who comes for us.\It's a gamble. One with rather poor odds.\But they aren't zero.\L-elf. Together.\Right.\As I said, I... response:	A world where human and Kamitsuki can live together, huh?
context: Even if we send up a signal flare,\it doesn't mean it will be an ally who comes for us.\It's a gamble. One with rather poor odds.\But they aren't zero.\L-elf. Together.\Right.\As I said, I...\A world where human and Kamitsuki can live together, huh? response:	It's going to be a long fight.
context: it doesn't mean it will be an ally who comes for us.\It's a gamble. One with rather poor odds.\But they aren't zero.\L-elf. Together.\Right.\As I said, I...\A world where human and Kamitsuki can live together, huh?\It's going to be a long fight. response:	It's all right.
context: It's a gamble. One with rather poor odds.\But they aren't zero.\L-elf. Together.\Right.\As I said, I...\A world where human and Kamitsuki can live together, huh?\It's going to be a long fight.\It's all right. response:	You have an idea?
context: But they aren't zero.\L-elf. Together.\Right.\As I said, I...\A world where human and Kamitsuki can live together, huh?\It's going to be a long fight.\It's all right.\You have an idea? response:	Nope.
context: L-elf. Together.\Right.\As I said, I...\A world where human and Kamitsuki can live together, huh?\It's going to be a long fight.\It's all right.\You have an idea?\Nope. response:	Hey, now.
context: Right.\As I said, I...\A world where human and Kamitsuki can live together, huh?\It's going to be a long fight.\It's all right.\You have an idea?\Nope.\Hey, now. response:	I'm saying that we'll all think of something together.
context: As I said, I...\A world where human and Kamitsuki can live together, huh?\It's going to be a long fight.\It's all right.\You have an idea?\Nope.\Hey, now.\I'm saying that we'll all think of something together. response:	The students, you mean?
context: A world where human and Kamitsuki can live together, huh?\It's going to be a long fight.\It's all right.\You have an idea?\Nope.\Hey, now.\I'm saying that we'll all think of something together.\The students, you mean? response:	The whole world.
context: It's going to be a long fight.\It's all right.\You have an idea?\Nope.\Hey, now.\I'm saying that we'll all think of something together.\The students, you mean?\The whole world. response:	To do that, they have to know about the Magiuses and the Council of 101.
context: It's all right.\You have an idea?\Nope.\Hey, now.\I'm saying that we'll all think of something together.\The students, you mean?\The whole world.\To do that, they have to know about the Magiuses and the Council of 101. response:	I follow you. Expose the truth of the world, in other words.
context: You have an idea?\Nope.\Hey, now.\I'm saying that we'll all think of something together.\The students, you mean?\The whole world.\To do that, they have to know about the Magiuses and the Council of 101.\I follow you. Expose the truth of the world, in other words. response:	Hiding the truth caused nothing but misery.
context: Nope.\Hey, now.\I'm saying that we'll all think of something together.\The students, you mean?\The whole world.\To do that, they have to know about the Magiuses and the Council of 101.\I follow you. Expose the truth of the world, in other words.\Hiding the truth caused nothing but misery. response:	L-elf.
context: Hey, now.\I'm saying that we'll all think of something together.\The students, you mean?\The whole world.\To do that, they have to know about the Magiuses and the Council of 101.\I follow you. Expose the truth of the world, in other words.\Hiding the truth caused nothing but misery.\L-elf. response:	What?
context: I'm saying that we'll all think of something together.\The students, you mean?\The whole world.\To do that, they have to know about the Magiuses and the Council of 101.\I follow you. Expose the truth of the world, in other words.\Hiding the truth caused nothing but misery.\L-elf.\What? response:	There's nothing else that you're hiding from me?
context: The students, you mean?\The whole world.\To do that, they have to know about the Magiuses and the Council of 101.\I follow you. Expose the truth of the world, in other words.\Hiding the truth caused nothing but misery.\L-elf.\What?\There's nothing else that you're hiding from me? response:	There is.
context: The whole world.\To do that, they have to know about the Magiuses and the Council of 101.\I follow you. Expose the truth of the world, in other words.\Hiding the truth caused nothing but misery.\L-elf.\What?\There's nothing else that you're hiding from me?\There is. response:	Me, too.
context: To do that, they have to know about the Magiuses and the Council of 101.\I follow you. Expose the truth of the world, in other words.\Hiding the truth caused nothing but misery.\L-elf.\What?\There's nothing else that you're hiding from me?\There is.\Me, too. response:	Someone's coming!
context: I follow you. Expose the truth of the world, in other words.\Hiding the truth caused nothing but misery.\L-elf.\What?\There's nothing else that you're hiding from me?\There is.\Me, too.\Someone's coming! response:	I see it.
context: Hiding the truth caused nothing but misery.\L-elf.\What?\There's nothing else that you're hiding from me?\There is.\Me, too.\Someone's coming!\I see it. response:	Class 7 Special Hazard Organism and deserter located!
context: L-elf.\What?\There's nothing else that you're hiding from me?\There is.\Me, too.\Someone's coming!\I see it.\Class 7 Special Hazard Organism and deserter located! response:	Will now exterminate in accordance with UN Harmful Organism Control Law!
context: What?\There's nothing else that you're hiding from me?\There is.\Me, too.\Someone's coming!\I see it.\Class 7 Special Hazard Organism and deserter located!\Will now exterminate in accordance with UN Harmful Organism Control Law! response:	From beginning to end, we were a terrible team.
context: There's nothing else that you're hiding from me?\There is.\Me, too.\Someone's coming!\I see it.\Class 7 Special Hazard Organism and deserter located!\Will now exterminate in accordance with UN Harmful Organism Control Law!\From beginning to end, we were a terrible team. response:	Well, we're polar opposites.
context: There is.\Me, too.\Someone's coming!\I see it.\Class 7 Special Hazard Organism and deserter located!\Will now exterminate in accordance with UN Harmful Organism Control Law!\From beginning to end, we were a terrible team.\Well, we're polar opposites. response:	Unit 4?!
context: Me, too.\Someone's coming!\I see it.\Class 7 Special Hazard Organism and deserter located!\Will now exterminate in accordance with UN Harmful Organism Control Law!\From beginning to end, we were a terrible team.\Well, we're polar opposites.\Unit 4?! response:	Miss Rukino?
context: Someone's coming!\I see it.\Class 7 Special Hazard Organism and deserter located!\Will now exterminate in accordance with UN Harmful Organism Control Law!\From beginning to end, we were a terrible team.\Well, we're polar opposites.\Unit 4?!\Miss Rukino? response:	Haruto! L-elf!
context: I see it.\Class 7 Special Hazard Organism and deserter located!\Will now exterminate in accordance with UN Harmful Organism Control Law!\From beginning to end, we were a terrible team.\Well, we're polar opposites.\Unit 4?!\Miss Rukino?\Haruto! L-elf! response:	I found you again!
context: Class 7 Special Hazard Organism and deserter located!\Will now exterminate in accordance with UN Harmful Organism Control Law!\From beginning to end, we were a terrible team.\Well, we're polar opposites.\Unit 4?!\Miss Rukino?\Haruto! L-elf!\I found you again! response:	It's a Class 7 Special Hazard Organism! Shoot it down!
context: Will now exterminate in accordance with UN Harmful Organism Control Law!\From beginning to end, we were a terrible team.\Well, we're polar opposites.\Unit 4?!\Miss Rukino?\Haruto! L-elf!\I found you again!\It's a Class 7 Special Hazard Organism! Shoot it down! response:	Haruto Tokishima.
context: From beginning to end, we were a terrible team.\Well, we're polar opposites.\Unit 4?!\Miss Rukino?\Haruto! L-elf!\I found you again!\It's a Class 7 Special Hazard Organism! Shoot it down!\Haruto Tokishima. response:	Let's forge a new pact. To expose the truth of the world.
context: Well, we're polar opposites.\Unit 4?!\Miss Rukino?\Haruto! L-elf!\I found you again!\It's a Class 7 Special Hazard Organism! Shoot it down!\Haruto Tokishima.\Let's forge a new pact. To expose the truth of the world. response:	You're wrong, L-elf. This isn't a pact.
context: Unit 4?!\Miss Rukino?\Haruto! L-elf!\I found you again!\It's a Class 7 Special Hazard Organism! Shoot it down!\Haruto Tokishima.\Let's forge a new pact. To expose the truth of the world.\You're wrong, L-elf. This isn't a pact. response:	This is a promise.
context: Miss Rukino?\Haruto! L-elf!\I found you again!\It's a Class 7 Special Hazard Organism! Shoot it down!\Haruto Tokishima.\Let's forge a new pact. To expose the truth of the world.\You're wrong, L-elf. This isn't a pact.\This is a promise. response:	L-elf, H-neun, and now you... What on earth is going on?
context: Haruto! L-elf!\I found you again!\It's a Class 7 Special Hazard Organism! Shoot it down!\Haruto Tokishima.\Let's forge a new pact. To expose the truth of the world.\You're wrong, L-elf. This isn't a pact.\This is a promise.\L-elf, H-neun, and now you... What on earth is going on? response:	This isn't a betrayal.
context: I found you again!\It's a Class 7 Special Hazard Organism! Shoot it down!\Haruto Tokishima.\Let's forge a new pact. To expose the truth of the world.\You're wrong, L-elf. This isn't a pact.\This is a promise.\L-elf, H-neun, and now you... What on earth is going on?\This isn't a betrayal. response:	This is punishment directed at me.
context: It's a Class 7 Special Hazard Organism! Shoot it down!\Haruto Tokishima.\Let's forge a new pact. To expose the truth of the world.\You're wrong, L-elf. This isn't a pact.\This is a promise.\L-elf, H-neun, and now you... What on earth is going on?\This isn't a betrayal.\This is punishment directed at me. response:	Next time, episode 23. The Operation to Retake Module 77.
context: Haruto Tokishima.\Let's forge a new pact. To expose the truth of the world.\You're wrong, L-elf. This isn't a pact.\This is a promise.\L-elf, H-neun, and now you... What on earth is going on?\This isn't a betrayal.\This is punishment directed at me.\Next time, episode 23. The Operation to Retake Module 77. response:	Valvrave the Liberator...
context: Let's forge a new pact. To expose the truth of the world.\You're wrong, L-elf. This isn't a pact.\This is a promise.\L-elf, H-neun, and now you... What on earth is going on?\This isn't a betrayal.\This is punishment directed at me.\Next time, episode 23. The Operation to Retake Module 77.\Valvrave the Liberator... response:	The system that will expose the truth of the world.
