context: All right, homeroom's over! response:	Okay, guys, give it your all today!
context: Is that really true?\If I were Shu,\and one day I had to say goodbye to someone I loved without even telling her how I felt...\Wouldn't I have any regrets?\If I...\If I were never going to see Onodera again,\if it were me, I'd want to tell her how I felt... I think...\I know. response:	Let's say Onodera was getting married to someone else
context: If I were Shu,\and one day I had to say goodbye to someone I loved without even telling her how I felt...\Wouldn't I have any regrets?\If I...\If I were never going to see Onodera again,\if it were me, I'd want to tell her how I felt... I think...\I know.\Let's say Onodera was getting married to someone else response:	Although just imagining that is like inflicting horrible damage on my soul...
context: and one day I had to say goodbye to someone I loved without even telling her how I felt...\Wouldn't I have any regrets?\If I...\If I were never going to see Onodera again,\if it were me, I'd want to tell her how I felt... I think...\I know.\Let's say Onodera was getting married to someone else\Although just imagining that is like inflicting horrible damage on my soul... response:	But...
context: Wouldn't I have any regrets?\If I...\If I were never going to see Onodera again,\if it were me, I'd want to tell her how I felt... I think...\I know.\Let's say Onodera was getting married to someone else\Although just imagining that is like inflicting horrible damage on my soul...\But... response:	Yeah, I see it.
context: If I...\If I were never going to see Onodera again,\if it were me, I'd want to tell her how I felt... I think...\I know.\Let's say Onodera was getting married to someone else\Although just imagining that is like inflicting horrible damage on my soul...\But...\Yeah, I see it. response:	If Onodera was really in love with that person, and happy with him,
context: If I were never going to see Onodera again,\if it were me, I'd want to tell her how I felt... I think...\I know.\Let's say Onodera was getting married to someone else\Although just imagining that is like inflicting horrible damage on my soul...\But...\Yeah, I see it.\If Onodera was really in love with that person, and happy with him, response:	I wouldn't want to get in her way.
context: if it were me, I'd want to tell her how I felt... I think...\I know.\Let's say Onodera was getting married to someone else\Although just imagining that is like inflicting horrible damage on my soul...\But...\Yeah, I see it.\If Onodera was really in love with that person, and happy with him,\I wouldn't want to get in her way. response:	Confess my love...
context: I know.\Let's say Onodera was getting married to someone else\Although just imagining that is like inflicting horrible damage on my soul...\But...\Yeah, I see it.\If Onodera was really in love with that person, and happy with him,\I wouldn't want to get in her way.\Confess my love... response:	True, I don't think I'd do it. But...
context: Let's say Onodera was getting married to someone else\Although just imagining that is like inflicting horrible damage on my soul...\But...\Yeah, I see it.\If Onodera was really in love with that person, and happy with him,\I wouldn't want to get in her way.\Confess my love...\True, I don't think I'd do it. But... response:	What's this? How unusual.
context: Although just imagining that is like inflicting horrible damage on my soul...\But...\Yeah, I see it.\If Onodera was really in love with that person, and happy with him,\I wouldn't want to get in her way.\Confess my love...\True, I don't think I'd do it. But...\What's this? How unusual. response:	For you to consult me about something.
context: But...\Yeah, I see it.\If Onodera was really in love with that person, and happy with him,\I wouldn't want to get in her way.\Confess my love...\True, I don't think I'd do it. But...\What's this? How unusual.\For you to consult me about something. response:	Sorry, all of a sudden.
context: Yeah, I see it.\If Onodera was really in love with that person, and happy with him,\I wouldn't want to get in her way.\Confess my love...\True, I don't think I'd do it. But...\What's this? How unusual.\For you to consult me about something.\Sorry, all of a sudden. response:	Remember how I asked you yesterday,
context: If Onodera was really in love with that person, and happy with him,\I wouldn't want to get in her way.\Confess my love...\True, I don't think I'd do it. But...\What's this? How unusual.\For you to consult me about something.\Sorry, all of a sudden.\Remember how I asked you yesterday, response:	What if you fell in love with someone unattainable?
context: I wouldn't want to get in her way.\Confess my love...\True, I don't think I'd do it. But...\What's this? How unusual.\For you to consult me about something.\Sorry, all of a sudden.\Remember how I asked you yesterday,\What if you fell in love with someone unattainable? response:	What? That topic again?
context: Confess my love...\True, I don't think I'd do it. But...\What's this? How unusual.\For you to consult me about something.\Sorry, all of a sudden.\Remember how I asked you yesterday,\What if you fell in love with someone unattainable?\What? That topic again? response:	So anyway,
context: True, I don't think I'd do it. But...\What's this? How unusual.\For you to consult me about something.\Sorry, all of a sudden.\Remember how I asked you yesterday,\What if you fell in love with someone unattainable?\What? That topic again?\So anyway, response:	If that person were to suddenly say he was getting married,
context: What's this? How unusual.\For you to consult me about something.\Sorry, all of a sudden.\Remember how I asked you yesterday,\What if you fell in love with someone unattainable?\What? That topic again?\So anyway,\If that person were to suddenly say he was getting married, response:	what would you do then?
context: For you to consult me about something.\Sorry, all of a sudden.\Remember how I asked you yesterday,\What if you fell in love with someone unattainable?\What? That topic again?\So anyway,\If that person were to suddenly say he was getting married,\what would you do then? response:	Do you think you'd take one last chance to tell him how you felt?
context: Sorry, all of a sudden.\Remember how I asked you yesterday,\What if you fell in love with someone unattainable?\What? That topic again?\So anyway,\If that person were to suddenly say he was getting married,\what would you do then?\Do you think you'd take one last chance to tell him how you felt? response:	Married?
context: Remember how I asked you yesterday,\What if you fell in love with someone unattainable?\What? That topic again?\So anyway,\If that person were to suddenly say he was getting married,\what would you do then?\Do you think you'd take one last chance to tell him how you felt?\Married? response:	I was wondering about this yesterday, too, but who are you talking about?
context: What if you fell in love with someone unattainable?\What? That topic again?\So anyway,\If that person were to suddenly say he was getting married,\what would you do then?\Do you think you'd take one last chance to tell him how you felt?\Married?\I was wondering about this yesterday, too, but who are you talking about? response:	Don't tell me Young Mistress is getting married?!
context: What? That topic again?\So anyway,\If that person were to suddenly say he was getting married,\what would you do then?\Do you think you'd take one last chance to tell him how you felt?\Married?\I was wondering about this yesterday, too, but who are you talking about?\Don't tell me Young Mistress is getting married?! response:	With somebody other than you?!
context: So anyway,\If that person were to suddenly say he was getting married,\what would you do then?\Do you think you'd take one last chance to tell him how you felt?\Married?\I was wondering about this yesterday, too, but who are you talking about?\Don't tell me Young Mistress is getting married?!\With somebody other than you?! response:	No, no, no!
context: If that person were to suddenly say he was getting married,\what would you do then?\Do you think you'd take one last chance to tell him how you felt?\Married?\I was wondering about this yesterday, too, but who are you talking about?\Don't tell me Young Mistress is getting married?!\With somebody other than you?!\No, no, no! response:	This is just an example, okay?
context: what would you do then?\Do you think you'd take one last chance to tell him how you felt?\Married?\I was wondering about this yesterday, too, but who are you talking about?\Don't tell me Young Mistress is getting married?!\With somebody other than you?!\No, no, no!\This is just an example, okay? response:	So? What would you do?
context: Do you think you'd take one last chance to tell him how you felt?\Married?\I was wondering about this yesterday, too, but who are you talking about?\Don't tell me Young Mistress is getting married?!\With somebody other than you?!\No, no, no!\This is just an example, okay?\So? What would you do? response:	What would I do?
context: Married?\I was wondering about this yesterday, too, but who are you talking about?\Don't tell me Young Mistress is getting married?!\With somebody other than you?!\No, no, no!\This is just an example, okay?\So? What would you do?\What would I do? response:	I don't think I'd tell him about my feelings.
context: I was wondering about this yesterday, too, but who are you talking about?\Don't tell me Young Mistress is getting married?!\With somebody other than you?!\No, no, no!\This is just an example, okay?\So? What would you do?\What would I do?\I don't think I'd tell him about my feelings. response:	Since he'd be getting married, it would only cause him trouble.
context: Don't tell me Young Mistress is getting married?!\With somebody other than you?!\No, no, no!\This is just an example, okay?\So? What would you do?\What would I do?\I don't think I'd tell him about my feelings.\Since he'd be getting married, it would only cause him trouble. response:	So you do feel that way, huh?
context: With somebody other than you?!\No, no, no!\This is just an example, okay?\So? What would you do?\What would I do?\I don't think I'd tell him about my feelings.\Since he'd be getting married, it would only cause him trouble.\So you do feel that way, huh? response:	But... Would you really be okay with that?
context: No, no, no!\This is just an example, okay?\So? What would you do?\What would I do?\I don't think I'd tell him about my feelings.\Since he'd be getting married, it would only cause him trouble.\So you do feel that way, huh?\But... Would you really be okay with that? response:	Could you really live with that?
context: This is just an example, okay?\So? What would you do?\What would I do?\I don't think I'd tell him about my feelings.\Since he'd be getting married, it would only cause him trouble.\So you do feel that way, huh?\But... Would you really be okay with that?\Could you really live with that? response:	Most likely...
context: So? What would you do?\What would I do?\I don't think I'd tell him about my feelings.\Since he'd be getting married, it would only cause him trouble.\So you do feel that way, huh?\But... Would you really be okay with that?\Could you really live with that?\Most likely... response:	It's not a matter of being able to live with it or not.
context: What would I do?\I don't think I'd tell him about my feelings.\Since he'd be getting married, it would only cause him trouble.\So you do feel that way, huh?\But... Would you really be okay with that?\Could you really live with that?\Most likely...\It's not a matter of being able to live with it or not. response:	I believe it can't be helped.
context: I don't think I'd tell him about my feelings.\Since he'd be getting married, it would only cause him trouble.\So you do feel that way, huh?\But... Would you really be okay with that?\Could you really live with that?\Most likely...\It's not a matter of being able to live with it or not.\I believe it can't be helped. response:	If there's nothing else you can do, then there's nothing else you can do.
context: Since he'd be getting married, it would only cause him trouble.\So you do feel that way, huh?\But... Would you really be okay with that?\Could you really live with that?\Most likely...\It's not a matter of being able to live with it or not.\I believe it can't be helped.\If there's nothing else you can do, then there's nothing else you can do. response:	How can you sit there and be so realistic when you have no experience?
context: So you do feel that way, huh?\But... Would you really be okay with that?\Could you really live with that?\Most likely...\It's not a matter of being able to live with it or not.\I believe it can't be helped.\If there's nothing else you can do, then there's nothing else you can do.\How can you sit there and be so realistic when you have no experience? response:	You amaze me.
context: But... Would you really be okay with that?\Could you really live with that?\Most likely...\It's not a matter of being able to live with it or not.\I believe it can't be helped.\If there's nothing else you can do, then there's nothing else you can do.\How can you sit there and be so realistic when you have no experience?\You amaze me. response:	Huh? No... I'm not really!
context: Could you really live with that?\Most likely...\It's not a matter of being able to live with it or not.\I believe it can't be helped.\If there's nothing else you can do, then there's nothing else you can do.\How can you sit there and be so realistic when you have no experience?\You amaze me.\Huh? No... I'm not really! response:	I'm just telling you what I think I would do.
context: Most likely...\It's not a matter of being able to live with it or not.\I believe it can't be helped.\If there's nothing else you can do, then there's nothing else you can do.\How can you sit there and be so realistic when you have no experience?\You amaze me.\Huh? No... I'm not really!\I'm just telling you what I think I would do. response:	But...
context: It's not a matter of being able to live with it or not.\I believe it can't be helped.\If there's nothing else you can do, then there's nothing else you can do.\How can you sit there and be so realistic when you have no experience?\You amaze me.\Huh? No... I'm not really!\I'm just telling you what I think I would do.\But... response:	just as I thought...
context: I believe it can't be helped.\If there's nothing else you can do, then there's nothing else you can do.\How can you sit there and be so realistic when you have no experience?\You amaze me.\Huh? No... I'm not really!\I'm just telling you what I think I would do.\But...\just as I thought... response:	That's how you see it.
context: If there's nothing else you can do, then there's nothing else you can do.\How can you sit there and be so realistic when you have no experience?\You amaze me.\Huh? No... I'm not really!\I'm just telling you what I think I would do.\But...\just as I thought...\That's how you see it. response:	Are you really getting married, Ms. Kyoko?
context: How can you sit there and be so realistic when you have no experience?\You amaze me.\Huh? No... I'm not really!\I'm just telling you what I think I would do.\But...\just as I thought...\That's how you see it.\Are you really getting married, Ms. Kyoko? response:	Lucky you, getting married!
context: You amaze me.\Huh? No... I'm not really!\I'm just telling you what I think I would do.\But...\just as I thought...\That's how you see it.\Are you really getting married, Ms. Kyoko?\Lucky you, getting married! response:	Would it really be wrong to tell her at a time like this how he feels?
context: Huh? No... I'm not really!\I'm just telling you what I think I would do.\But...\just as I thought...\That's how you see it.\Are you really getting married, Ms. Kyoko?\Lucky you, getting married!\Would it really be wrong to tell her at a time like this how he feels? response:	This is just so out of the blue!
context: I'm just telling you what I think I would do.\But...\just as I thought...\That's how you see it.\Are you really getting married, Ms. Kyoko?\Lucky you, getting married!\Would it really be wrong to tell her at a time like this how he feels?\This is just so out of the blue! response:	I'm so envious!
context: But...\just as I thought...\That's how you see it.\Are you really getting married, Ms. Kyoko?\Lucky you, getting married!\Would it really be wrong to tell her at a time like this how he feels?\This is just so out of the blue!\I'm so envious! response:	Hey, Ms. Kyoko, what kind of person is he?
context: just as I thought...\That's how you see it.\Are you really getting married, Ms. Kyoko?\Lucky you, getting married!\Would it really be wrong to tell her at a time like this how he feels?\This is just so out of the blue!\I'm so envious!\Hey, Ms. Kyoko, what kind of person is he? response:	Is he hot?
context: That's how you see it.\Are you really getting married, Ms. Kyoko?\Lucky you, getting married!\Would it really be wrong to tell her at a time like this how he feels?\This is just so out of the blue!\I'm so envious!\Hey, Ms. Kyoko, what kind of person is he?\Is he hot? response:	He's just an ordinary guy.
context: Are you really getting married, Ms. Kyoko?\Lucky you, getting married!\Would it really be wrong to tell her at a time like this how he feels?\This is just so out of the blue!\I'm so envious!\Hey, Ms. Kyoko, what kind of person is he?\Is he hot?\He's just an ordinary guy. response:	Well, when I'm with him, I guess it sets my mind at ease.
context: Lucky you, getting married!\Would it really be wrong to tell her at a time like this how he feels?\This is just so out of the blue!\I'm so envious!\Hey, Ms. Kyoko, what kind of person is he?\Is he hot?\He's just an ordinary guy.\Well, when I'm with him, I guess it sets my mind at ease. response:	Whaaat? He's ordinary? That's so boring!
context: Would it really be wrong to tell her at a time like this how he feels?\This is just so out of the blue!\I'm so envious!\Hey, Ms. Kyoko, what kind of person is he?\Is he hot?\He's just an ordinary guy.\Well, when I'm with him, I guess it sets my mind at ease.\Whaaat? He's ordinary? That's so boring! response:	Come on, can't you swoon a little?
context: This is just so out of the blue!\I'm so envious!\Hey, Ms. Kyoko, what kind of person is he?\Is he hot?\He's just an ordinary guy.\Well, when I'm with him, I guess it sets my mind at ease.\Whaaat? He's ordinary? That's so boring!\Come on, can't you swoon a little? response:	Hey, let's throw Kyoko a farewell party!
context: I'm so envious!\Hey, Ms. Kyoko, what kind of person is he?\Is he hot?\He's just an ordinary guy.\Well, when I'm with him, I guess it sets my mind at ease.\Whaaat? He's ordinary? That's so boring!\Come on, can't you swoon a little?\Hey, let's throw Kyoko a farewell party! response:	Good idea! Let's do it!
context: Hey, Ms. Kyoko, what kind of person is he?\Is he hot?\He's just an ordinary guy.\Well, when I'm with him, I guess it sets my mind at ease.\Whaaat? He's ordinary? That's so boring!\Come on, can't you swoon a little?\Hey, let's throw Kyoko a farewell party!\Good idea! Let's do it! response:	Let's make it one to remember!
context: Is he hot?\He's just an ordinary guy.\Well, when I'm with him, I guess it sets my mind at ease.\Whaaat? He's ordinary? That's so boring!\Come on, can't you swoon a little?\Hey, let's throw Kyoko a farewell party!\Good idea! Let's do it!\Let's make it one to remember! response:	But...
context: He's just an ordinary guy.\Well, when I'm with him, I guess it sets my mind at ease.\Whaaat? He's ordinary? That's so boring!\Come on, can't you swoon a little?\Hey, let's throw Kyoko a farewell party!\Good idea! Let's do it!\Let's make it one to remember!\But... response:	I...
context: Well, when I'm with him, I guess it sets my mind at ease.\Whaaat? He's ordinary? That's so boring!\Come on, can't you swoon a little?\Hey, let's throw Kyoko a farewell party!\Good idea! Let's do it!\Let's make it one to remember!\But...\I... response:	It's tomorrow, huh? Ms. Kyoko's last day.
context: Whaaat? He's ordinary? That's so boring!\Come on, can't you swoon a little?\Hey, let's throw Kyoko a farewell party!\Good idea! Let's do it!\Let's make it one to remember!\But...\I...\It's tomorrow, huh? Ms. Kyoko's last day. response:	Yeah, it is.
context: Come on, can't you swoon a little?\Hey, let's throw Kyoko a farewell party!\Good idea! Let's do it!\Let's make it one to remember!\But...\I...\It's tomorrow, huh? Ms. Kyoko's last day.\Yeah, it is. response:	You know how you're always rooting for my romance to work out?
context: Hey, let's throw Kyoko a farewell party!\Good idea! Let's do it!\Let's make it one to remember!\But...\I...\It's tomorrow, huh? Ms. Kyoko's last day.\Yeah, it is.\You know how you're always rooting for my romance to work out? response:	Well, although a lot of things you do can't really be called supportive.
context: Good idea! Let's do it!\Let's make it one to remember!\But...\I...\It's tomorrow, huh? Ms. Kyoko's last day.\Yeah, it is.\You know how you're always rooting for my romance to work out?\Well, although a lot of things you do can't really be called supportive. response:	Now, now...
context: Let's make it one to remember!\But...\I...\It's tomorrow, huh? Ms. Kyoko's last day.\Yeah, it is.\You know how you're always rooting for my romance to work out?\Well, although a lot of things you do can't really be called supportive.\Now, now... response:	So now I'm gonna support you, too.
context: But...\I...\It's tomorrow, huh? Ms. Kyoko's last day.\Yeah, it is.\You know how you're always rooting for my romance to work out?\Well, although a lot of things you do can't really be called supportive.\Now, now...\So now I'm gonna support you, too. response:	If you're gonna send Ms. Kyoko off without saying anything to her,
context: I...\It's tomorrow, huh? Ms. Kyoko's last day.\Yeah, it is.\You know how you're always rooting for my romance to work out?\Well, although a lot of things you do can't really be called supportive.\Now, now...\So now I'm gonna support you, too.\If you're gonna send Ms. Kyoko off without saying anything to her, response:	then I'll support your decision not to say anything.
context: It's tomorrow, huh? Ms. Kyoko's last day.\Yeah, it is.\You know how you're always rooting for my romance to work out?\Well, although a lot of things you do can't really be called supportive.\Now, now...\So now I'm gonna support you, too.\If you're gonna send Ms. Kyoko off without saying anything to her,\then I'll support your decision not to say anything. response:	That's about all I can do.
context: Yeah, it is.\You know how you're always rooting for my romance to work out?\Well, although a lot of things you do can't really be called supportive.\Now, now...\So now I'm gonna support you, too.\If you're gonna send Ms. Kyoko off without saying anything to her,\then I'll support your decision not to say anything.\That's about all I can do. response:	So after Ms. Kyoko's gone, at least let me buy you dinner, just once.
context: You know how you're always rooting for my romance to work out?\Well, although a lot of things you do can't really be called supportive.\Now, now...\So now I'm gonna support you, too.\If you're gonna send Ms. Kyoko off without saying anything to her,\then I'll support your decision not to say anything.\That's about all I can do.\So after Ms. Kyoko's gone, at least let me buy you dinner, just once. response:	Hey, thanks, Raku.
context: Well, although a lot of things you do can't really be called supportive.\Now, now...\So now I'm gonna support you, too.\If you're gonna send Ms. Kyoko off without saying anything to her,\then I'll support your decision not to say anything.\That's about all I can do.\So after Ms. Kyoko's gone, at least let me buy you dinner, just once.\Hey, thanks, Raku. response:	The next day...
context: Now, now...\So now I'm gonna support you, too.\If you're gonna send Ms. Kyoko off without saying anything to her,\then I'll support your decision not to say anything.\That's about all I can do.\So after Ms. Kyoko's gone, at least let me buy you dinner, just once.\Hey, thanks, Raku.\The next day... response:	Ms. Kyoko's last day at our school.
context: So now I'm gonna support you, too.\If you're gonna send Ms. Kyoko off without saying anything to her,\then I'll support your decision not to say anything.\That's about all I can do.\So after Ms. Kyoko's gone, at least let me buy you dinner, just once.\Hey, thanks, Raku.\The next day...\Ms. Kyoko's last day at our school. response:	Come back here, Raku Ichijo!
context: If you're gonna send Ms. Kyoko off without saying anything to her,\then I'll support your decision not to say anything.\That's about all I can do.\So after Ms. Kyoko's gone, at least let me buy you dinner, just once.\Hey, thanks, Raku.\The next day...\Ms. Kyoko's last day at our school.\Come back here, Raku Ichijo! response:	Tsugumi?
context: then I'll support your decision not to say anything.\That's about all I can do.\So after Ms. Kyoko's gone, at least let me buy you dinner, just once.\Hey, thanks, Raku.\The next day...\Ms. Kyoko's last day at our school.\Come back here, Raku Ichijo!\Tsugumi? response:	I'm only gonna say this once! Listen up!
context: That's about all I can do.\So after Ms. Kyoko's gone, at least let me buy you dinner, just once.\Hey, thanks, Raku.\The next day...\Ms. Kyoko's last day at our school.\Come back here, Raku Ichijo!\Tsugumi?\I'm only gonna say this once! Listen up! response:	Yesterday, you asked me, right?
context: So after Ms. Kyoko's gone, at least let me buy you dinner, just once.\Hey, thanks, Raku.\The next day...\Ms. Kyoko's last day at our school.\Come back here, Raku Ichijo!\Tsugumi?\I'm only gonna say this once! Listen up!\Yesterday, you asked me, right? response:	If I ever fell in love with someone,
context: Hey, thanks, Raku.\The next day...\Ms. Kyoko's last day at our school.\Come back here, Raku Ichijo!\Tsugumi?\I'm only gonna say this once! Listen up!\Yesterday, you asked me, right?\If I ever fell in love with someone, response:	and he was going to marry someone else,
context: The next day...\Ms. Kyoko's last day at our school.\Come back here, Raku Ichijo!\Tsugumi?\I'm only gonna say this once! Listen up!\Yesterday, you asked me, right?\If I ever fell in love with someone,\and he was going to marry someone else, response:	would I tell him how I felt or not...
context: Ms. Kyoko's last day at our school.\Come back here, Raku Ichijo!\Tsugumi?\I'm only gonna say this once! Listen up!\Yesterday, you asked me, right?\If I ever fell in love with someone,\and he was going to marry someone else,\would I tell him how I felt or not... response:	And if I decided not to tell him, could I live with that?
context: Come back here, Raku Ichijo!\Tsugumi?\I'm only gonna say this once! Listen up!\Yesterday, you asked me, right?\If I ever fell in love with someone,\and he was going to marry someone else,\would I tell him how I felt or not...\And if I decided not to tell him, could I live with that? response:	Tsugumi...
context: Tsugumi?\I'm only gonna say this once! Listen up!\Yesterday, you asked me, right?\If I ever fell in love with someone,\and he was going to marry someone else,\would I tell him how I felt or not...\And if I decided not to tell him, could I live with that?\Tsugumi... response:	Why you would ask me such a thing, what it is that's eating away at you, I have no clue.
context: I'm only gonna say this once! Listen up!\Yesterday, you asked me, right?\If I ever fell in love with someone,\and he was going to marry someone else,\would I tell him how I felt or not...\And if I decided not to tell him, could I live with that?\Tsugumi...\Why you would ask me such a thing, what it is that's eating away at you, I have no clue. response:	I have no clue, but...
context: Yesterday, you asked me, right?\If I ever fell in love with someone,\and he was going to marry someone else,\would I tell him how I felt or not...\And if I decided not to tell him, could I live with that?\Tsugumi...\Why you would ask me such a thing, what it is that's eating away at you, I have no clue.\I have no clue, but... response:	Yesterday, I believe my answer was misleading, so I'm going to correct myself.
context: If I ever fell in love with someone,\and he was going to marry someone else,\would I tell him how I felt or not...\And if I decided not to tell him, could I live with that?\Tsugumi...\Why you would ask me such a thing, what it is that's eating away at you, I have no clue.\I have no clue, but...\Yesterday, I believe my answer was misleading, so I'm going to correct myself. response:	Because as someone you've consulted, I want to be responsible.
context: and he was going to marry someone else,\would I tell him how I felt or not...\And if I decided not to tell him, could I live with that?\Tsugumi...\Why you would ask me such a thing, what it is that's eating away at you, I have no clue.\I have no clue, but...\Yesterday, I believe my answer was misleading, so I'm going to correct myself.\Because as someone you've consulted, I want to be responsible. response:	I told you, didn't I?
context: would I tell him how I felt or not...\And if I decided not to tell him, could I live with that?\Tsugumi...\Why you would ask me such a thing, what it is that's eating away at you, I have no clue.\I have no clue, but...\Yesterday, I believe my answer was misleading, so I'm going to correct myself.\Because as someone you've consulted, I want to be responsible.\I told you, didn't I? response:	That it wasn't a matter of being able to live with it or not?
context: And if I decided not to tell him, could I live with that?\Tsugumi...\Why you would ask me such a thing, what it is that's eating away at you, I have no clue.\I have no clue, but...\Yesterday, I believe my answer was misleading, so I'm going to correct myself.\Because as someone you've consulted, I want to be responsible.\I told you, didn't I?\That it wasn't a matter of being able to live with it or not? response:	However...
context: Tsugumi...\Why you would ask me such a thing, what it is that's eating away at you, I have no clue.\I have no clue, but...\Yesterday, I believe my answer was misleading, so I'm going to correct myself.\Because as someone you've consulted, I want to be responsible.\I told you, didn't I?\That it wasn't a matter of being able to live with it or not?\However... response:	I believe it's just that you have no choice but to live with it,
context: Why you would ask me such a thing, what it is that's eating away at you, I have no clue.\I have no clue, but...\Yesterday, I believe my answer was misleading, so I'm going to correct myself.\Because as someone you've consulted, I want to be responsible.\I told you, didn't I?\That it wasn't a matter of being able to live with it or not?\However...\I believe it's just that you have no choice but to live with it, response:	and it doesn't mean you want to live with it.
context: I have no clue, but...\Yesterday, I believe my answer was misleading, so I'm going to correct myself.\Because as someone you've consulted, I want to be responsible.\I told you, didn't I?\That it wasn't a matter of being able to live with it or not?\However...\I believe it's just that you have no choice but to live with it,\and it doesn't mean you want to live with it. response:	You probably wouldn't be able to live with it.
context: Yesterday, I believe my answer was misleading, so I'm going to correct myself.\Because as someone you've consulted, I want to be responsible.\I told you, didn't I?\That it wasn't a matter of being able to live with it or not?\However...\I believe it's just that you have no choice but to live with it,\and it doesn't mean you want to live with it.\You probably wouldn't be able to live with it. response:	I don't know much about these things, but this emotion called love...
context: Because as someone you've consulted, I want to be responsible.\I told you, didn't I?\That it wasn't a matter of being able to live with it or not?\However...\I believe it's just that you have no choice but to live with it,\and it doesn't mean you want to live with it.\You probably wouldn't be able to live with it.\I don't know much about these things, but this emotion called love... response:	That must be how it works.
context: I told you, didn't I?\That it wasn't a matter of being able to live with it or not?\However...\I believe it's just that you have no choice but to live with it,\and it doesn't mean you want to live with it.\You probably wouldn't be able to live with it.\I don't know much about these things, but this emotion called love...\That must be how it works. response:	W-Well, not that I have any clue about such emotions!
context: That it wasn't a matter of being able to live with it or not?\However...\I believe it's just that you have no choice but to live with it,\and it doesn't mean you want to live with it.\You probably wouldn't be able to live with it.\I don't know much about these things, but this emotion called love...\That must be how it works.\W-Well, not that I have any clue about such emotions! response:	Since I've never fallen in love with anyone yet...
context: However...\I believe it's just that you have no choice but to live with it,\and it doesn't mean you want to live with it.\You probably wouldn't be able to live with it.\I don't know much about these things, but this emotion called love...\That must be how it works.\W-Well, not that I have any clue about such emotions!\Since I've never fallen in love with anyone yet... response:	Thanks, Tsugumi.
context: I believe it's just that you have no choice but to live with it,\and it doesn't mean you want to live with it.\You probably wouldn't be able to live with it.\I don't know much about these things, but this emotion called love...\That must be how it works.\W-Well, not that I have any clue about such emotions!\Since I've never fallen in love with anyone yet...\Thanks, Tsugumi. response:	Huh? Was that Darling?
context: and it doesn't mean you want to live with it.\You probably wouldn't be able to live with it.\I don't know much about these things, but this emotion called love...\That must be how it works.\W-Well, not that I have any clue about such emotions!\Since I've never fallen in love with anyone yet...\Thanks, Tsugumi.\Huh? Was that Darling? response:	What were you two talking about?
context: You probably wouldn't be able to live with it.\I don't know much about these things, but this emotion called love...\That must be how it works.\W-Well, not that I have any clue about such emotions!\Since I've never fallen in love with anyone yet...\Thanks, Tsugumi.\Huh? Was that Darling?\What were you two talking about? response:	Just... about a theoretical romance.
context: I don't know much about these things, but this emotion called love...\That must be how it works.\W-Well, not that I have any clue about such emotions!\Since I've never fallen in love with anyone yet...\Thanks, Tsugumi.\Huh? Was that Darling?\What were you two talking about?\Just... about a theoretical romance. response:	Shu...
context: That must be how it works.\W-Well, not that I have any clue about such emotions!\Since I've never fallen in love with anyone yet...\Thanks, Tsugumi.\Huh? Was that Darling?\What were you two talking about?\Just... about a theoretical romance.\Shu... response:	I...
context: W-Well, not that I have any clue about such emotions!\Since I've never fallen in love with anyone yet...\Thanks, Tsugumi.\Huh? Was that Darling?\What were you two talking about?\Just... about a theoretical romance.\Shu...\I... response:	On second thought, I...
context: Since I've never fallen in love with anyone yet...\Thanks, Tsugumi.\Huh? Was that Darling?\What were you two talking about?\Just... about a theoretical romance.\Shu...\I...\On second thought, I... response:	Goodbye!
context: Thanks, Tsugumi.\Huh? Was that Darling?\What were you two talking about?\Just... about a theoretical romance.\Shu...\I...\On second thought, I...\Goodbye! response:	Bye, guys!
context: Huh? Was that Darling?\What were you two talking about?\Just... about a theoretical romance.\Shu...\I...\On second thought, I...\Goodbye!\Bye, guys! response:	Yo, Raku! What's going on?
context: What were you two talking about?\Just... about a theoretical romance.\Shu...\I...\On second thought, I...\Goodbye!\Bye, guys!\Yo, Raku! What's going on? response:	Pretty unusual. Are you ditching, too?
context: Just... about a theoretical romance.\Shu...\I...\On second thought, I...\Goodbye!\Bye, guys!\Yo, Raku! What's going on?\Pretty unusual. Are you ditching, too? response:	You look like you're hurting.
context: Shu...\I...\On second thought, I...\Goodbye!\Bye, guys!\Yo, Raku! What's going on?\Pretty unusual. Are you ditching, too?\You look like you're hurting. response:	Do I?
context: I...\On second thought, I...\Goodbye!\Bye, guys!\Yo, Raku! What's going on?\Pretty unusual. Are you ditching, too?\You look like you're hurting.\Do I? response:	Yeah.
context: On second thought, I...\Goodbye!\Bye, guys!\Yo, Raku! What's going on?\Pretty unusual. Are you ditching, too?\You look like you're hurting.\Do I?\Yeah. response:	I do, huh?
context: Goodbye!\Bye, guys!\Yo, Raku! What's going on?\Pretty unusual. Are you ditching, too?\You look like you're hurting.\Do I?\Yeah.\I do, huh? response:	Shu... I'm gonna say something just a little bit uncalled for now, okay?
context: Bye, guys!\Yo, Raku! What's going on?\Pretty unusual. Are you ditching, too?\You look like you're hurting.\Do I?\Yeah.\I do, huh?\Shu... I'm gonna say something just a little bit uncalled for now, okay? response:	I might be just as clueless as you always say I am.
context: Yo, Raku! What's going on?\Pretty unusual. Are you ditching, too?\You look like you're hurting.\Do I?\Yeah.\I do, huh?\Shu... I'm gonna say something just a little bit uncalled for now, okay?\I might be just as clueless as you always say I am. response:	I have no idea what other people are feeling unless they tell me.
