context: Is Natsu okay? response:	There's nothing to worry about with him.
context: You shouldn't say innards!\So you are standing up? I guess all that repetition of the word man wasn't for nothing.\Come to think of it, I didn't decide yet, hound dog.\The bet... What happens if I win...\Well, there's no chance of that,\so go ahead, whatever you want.\If I win, the name of your guild\is Quatro Puppy for the duration of the Games. response:	Puppy? As in little dog?
context: So you are standing up? I guess all that repetition of the word man wasn't for nothing.\Come to think of it, I didn't decide yet, hound dog.\The bet... What happens if I win...\Well, there's no chance of that,\so go ahead, whatever you want.\If I win, the name of your guild\is Quatro Puppy for the duration of the Games.\Puppy? As in little dog? response:	Four Puppies?
context: Come to think of it, I didn't decide yet, hound dog.\The bet... What happens if I win...\Well, there's no chance of that,\so go ahead, whatever you want.\If I win, the name of your guild\is Quatro Puppy for the duration of the Games.\Puppy? As in little dog?\Four Puppies? response:	I like that! Make'em say it, Elfman!
context: The bet... What happens if I win...\Well, there's no chance of that,\so go ahead, whatever you want.\If I win, the name of your guild\is Quatro Puppy for the duration of the Games.\Puppy? As in little dog?\Four Puppies?\I like that! Make'em say it, Elfman! response:	Okay, okay. That does it.
context: Well, there's no chance of that,\so go ahead, whatever you want.\If I win, the name of your guild\is Quatro Puppy for the duration of the Games.\Puppy? As in little dog?\Four Puppies?\I like that! Make'em say it, Elfman!\Okay, okay. That does it. response:	Bottom's up...
context: so go ahead, whatever you want.\If I win, the name of your guild\is Quatro Puppy for the duration of the Games.\Puppy? As in little dog?\Four Puppies?\I like that! Make'em say it, Elfman!\Okay, okay. That does it.\Bottom's up... response:	I think I'll wind this up.
context: If I win, the name of your guild\is Quatro Puppy for the duration of the Games.\Puppy? As in little dog?\Four Puppies?\I like that! Make'em say it, Elfman!\Okay, okay. That does it.\Bottom's up...\I think I'll wind this up. response:	He drank booze!
context: is Quatro Puppy for the duration of the Games.\Puppy? As in little dog?\Four Puppies?\I like that! Make'em say it, Elfman!\Okay, okay. That does it.\Bottom's up...\I think I'll wind this up.\He drank booze! response:	It's coming... Elfman!
context: Puppy? As in little dog?\Four Puppies?\I like that! Make'em say it, Elfman!\Okay, okay. That does it.\Bottom's up...\I think I'll wind this up.\He drank booze!\It's coming... Elfman! response:	Now he's serious!
context: Four Puppies?\I like that! Make'em say it, Elfman!\Okay, okay. That does it.\Bottom's up...\I think I'll wind this up.\He drank booze!\It's coming... Elfman!\Now he's serious! response:	Uh-oh! Bacchus has hit the bottle at last!
context: I like that! Make'em say it, Elfman!\Okay, okay. That does it.\Bottom's up...\I think I'll wind this up.\He drank booze!\It's coming... Elfman!\Now he's serious!\Uh-oh! Bacchus has hit the bottle at last! response:	Drunken Cleaving Hook Palm...
context: Okay, okay. That does it.\Bottom's up...\I think I'll wind this up.\He drank booze!\It's coming... Elfman!\Now he's serious!\Uh-oh! Bacchus has hit the bottle at last!\Drunken Cleaving Hook Palm... response:	This is the first time I've seen it before my very eyes! Cool!
context: Bottom's up...\I think I'll wind this up.\He drank booze!\It's coming... Elfman!\Now he's serious!\Uh-oh! Bacchus has hit the bottle at last!\Drunken Cleaving Hook Palm...\This is the first time I've seen it before my very eyes! Cool! response:	Come and get me.
context: I think I'll wind this up.\He drank booze!\It's coming... Elfman!\Now he's serious!\Uh-oh! Bacchus has hit the bottle at last!\Drunken Cleaving Hook Palm...\This is the first time I've seen it before my very eyes! Cool!\Come and get me. response:	You should easily be able to beat a drunk like me.
context: He drank booze!\It's coming... Elfman!\Now he's serious!\Uh-oh! Bacchus has hit the bottle at last!\Drunken Cleaving Hook Palm...\This is the first time I've seen it before my very eyes! Cool!\Come and get me.\You should easily be able to beat a drunk like me. response:	Beast Soul...
context: It's coming... Elfman!\Now he's serious!\Uh-oh! Bacchus has hit the bottle at last!\Drunken Cleaving Hook Palm...\This is the first time I've seen it before my very eyes! Cool!\Come and get me.\You should easily be able to beat a drunk like me.\Beast Soul... response:	It's no use!
context: Now he's serious!\Uh-oh! Bacchus has hit the bottle at last!\Drunken Cleaving Hook Palm...\This is the first time I've seen it before my very eyes! Cool!\Come and get me.\You should easily be able to beat a drunk like me.\Beast Soul...\It's no use! response:	Elfman!
context: Uh-oh! Bacchus has hit the bottle at last!\Drunken Cleaving Hook Palm...\This is the first time I've seen it before my very eyes! Cool!\Come and get me.\You should easily be able to beat a drunk like me.\Beast Soul...\It's no use!\Elfman! response:	That's Drunken Cleaving Hook Palm!
context: Drunken Cleaving Hook Palm...\This is the first time I've seen it before my very eyes! Cool!\Come and get me.\You should easily be able to beat a drunk like me.\Beast Soul...\It's no use!\Elfman!\That's Drunken Cleaving Hook Palm! response:	I-I don't know what happened because I couldn't see it!
context: This is the first time I've seen it before my very eyes! Cool!\Come and get me.\You should easily be able to beat a drunk like me.\Beast Soul...\It's no use!\Elfman!\That's Drunken Cleaving Hook Palm!\I-I don't know what happened because I couldn't see it! response:	Seven blows in that one instant!
context: Come and get me.\You should easily be able to beat a drunk like me.\Beast Soul...\It's no use!\Elfman!\That's Drunken Cleaving Hook Palm!\I-I don't know what happened because I couldn't see it!\Seven blows in that one instant! response:	I-Incredible...
context: You should easily be able to beat a drunk like me.\Beast Soul...\It's no use!\Elfman!\That's Drunken Cleaving Hook Palm!\I-I don't know what happened because I couldn't see it!\Seven blows in that one instant!\I-Incredible... response:	That just did a lot of damage, didn't it?
context: Beast Soul...\It's no use!\Elfman!\That's Drunken Cleaving Hook Palm!\I-I don't know what happened because I couldn't see it!\Seven blows in that one instant!\I-Incredible...\That just did a lot of damage, didn't it? response:	Yes. But...
context: It's no use!\Elfman!\That's Drunken Cleaving Hook Palm!\I-I don't know what happened because I couldn't see it!\Seven blows in that one instant!\I-Incredible...\That just did a lot of damage, didn't it?\Yes. But... response:	How was that?
context: Elfman!\That's Drunken Cleaving Hook Palm!\I-I don't know what happened because I couldn't see it!\Seven blows in that one instant!\I-Incredible...\That just did a lot of damage, didn't it?\Yes. But...\How was that? response:	What the hell is this?!
context: That's Drunken Cleaving Hook Palm!\I-I don't know what happened because I couldn't see it!\Seven blows in that one instant!\I-Incredible...\That just did a lot of damage, didn't it?\Yes. But...\How was that?\What the hell is this?! response:	My hands...
context: I-I don't know what happened because I couldn't see it!\Seven blows in that one instant!\I-Incredible...\That just did a lot of damage, didn't it?\Yes. But...\How was that?\What the hell is this?!\My hands... response:	Uh-oh! What's this?! Damage to Bacchus!
context: Seven blows in that one instant!\I-Incredible...\That just did a lot of damage, didn't it?\Yes. But...\How was that?\What the hell is this?!\My hands...\Uh-oh! What's this?! Damage to Bacchus! response:	What is that?
context: I-Incredible...\That just did a lot of damage, didn't it?\Yes. But...\How was that?\What the hell is this?!\My hands...\Uh-oh! What's this?! Damage to Bacchus!\What is that? response:	Lizardman...
context: That just did a lot of damage, didn't it?\Yes. But...\How was that?\What the hell is this?!\My hands...\Uh-oh! What's this?! Damage to Bacchus!\What is that?\Lizardman... response:	If I can't hit you, then you can hit me!
context: Yes. But...\How was that?\What the hell is this?!\My hands...\Uh-oh! What's this?! Damage to Bacchus!\What is that?\Lizardman...\If I can't hit you, then you can hit me! response:	I didn't know about that...
context: How was that?\What the hell is this?!\My hands...\Uh-oh! What's this?! Damage to Bacchus!\What is that?\Lizardman...\If I can't hit you, then you can hit me!\I didn't know about that... response:	Don't tell me this is his...
context: What the hell is this?!\My hands...\Uh-oh! What's this?! Damage to Bacchus!\What is that?\Lizardman...\If I can't hit you, then you can hit me!\I didn't know about that...\Don't tell me this is his... response:	I think the other guy's in big trouble.
context: My hands...\Uh-oh! What's this?! Damage to Bacchus!\What is that?\Lizardman...\If I can't hit you, then you can hit me!\I didn't know about that...\Don't tell me this is his...\I think the other guy's in big trouble. response:	What does he mean to do?
context: Uh-oh! What's this?! Damage to Bacchus!\What is that?\Lizardman...\If I can't hit you, then you can hit me!\I didn't know about that...\Don't tell me this is his...\I think the other guy's in big trouble.\What does he mean to do? response:	Don't take your eyes off of them.
context: What is that?\Lizardman...\If I can't hit you, then you can hit me!\I didn't know about that...\Don't tell me this is his...\I think the other guy's in big trouble.\What does he mean to do?\Don't take your eyes off of them. response:	Watch his battle to the end.
context: Lizardman...\If I can't hit you, then you can hit me!\I didn't know about that...\Don't tell me this is his...\I think the other guy's in big trouble.\What does he mean to do?\Don't take your eyes off of them.\Watch his battle to the end. response:	Come on!
context: If I can't hit you, then you can hit me!\I didn't know about that...\Don't tell me this is his...\I think the other guy's in big trouble.\What does he mean to do?\Don't take your eyes off of them.\Watch his battle to the end.\Come on! response:	Your hands or my body...
context: I didn't know about that...\Don't tell me this is his...\I think the other guy's in big trouble.\What does he mean to do?\Don't take your eyes off of them.\Watch his battle to the end.\Come on!\Your hands or my body... response:	This is a fight to see which will break!
context: Don't tell me this is his...\I think the other guy's in big trouble.\What does he mean to do?\Don't take your eyes off of them.\Watch his battle to the end.\Come on!\Your hands or my body...\This is a fight to see which will break! response:	Wild...
context: I think the other guy's in big trouble.\What does he mean to do?\Don't take your eyes off of them.\Watch his battle to the end.\Come on!\Your hands or my body...\This is a fight to see which will break!\Wild... response:	That's some strategy.
context: What does he mean to do?\Don't take your eyes off of them.\Watch his battle to the end.\Come on!\Your hands or my body...\This is a fight to see which will break!\Wild...\That's some strategy. response:	It's crazy.
context: Don't take your eyes off of them.\Watch his battle to the end.\Come on!\Your hands or my body...\This is a fight to see which will break!\Wild...\That's some strategy.\It's crazy. response:	True, Lizardman's skin and scales are covered with innumerable spines,
context: Watch his battle to the end.\Come on!\Your hands or my body...\This is a fight to see which will break!\Wild...\That's some strategy.\It's crazy.\True, Lizardman's skin and scales are covered with innumerable spines, response:	so it goes well against a bare-handed opponent,
context: Come on!\Your hands or my body...\This is a fight to see which will break!\Wild...\That's some strategy.\It's crazy.\True, Lizardman's skin and scales are covered with innumerable spines,\so it goes well against a bare-handed opponent, response:	but this particular opponent can shatter Lizardman's tough scales.
context: Your hands or my body...\This is a fight to see which will break!\Wild...\That's some strategy.\It's crazy.\True, Lizardman's skin and scales are covered with innumerable spines,\so it goes well against a bare-handed opponent,\but this particular opponent can shatter Lizardman's tough scales. response:	What's wrong?!
context: This is a fight to see which will break!\Wild...\That's some strategy.\It's crazy.\True, Lizardman's skin and scales are covered with innumerable spines,\so it goes well against a bare-handed opponent,\but this particular opponent can shatter Lizardman's tough scales.\What's wrong?! response:	You're an interesting guy!
context: Wild...\That's some strategy.\It's crazy.\True, Lizardman's skin and scales are covered with innumerable spines,\so it goes well against a bare-handed opponent,\but this particular opponent can shatter Lizardman's tough scales.\What's wrong?!\You're an interesting guy! response:	My soul is quivering!
context: That's some strategy.\It's crazy.\True, Lizardman's skin and scales are covered with innumerable spines,\so it goes well against a bare-handed opponent,\but this particular opponent can shatter Lizardman's tough scales.\What's wrong?!\You're an interesting guy!\My soul is quivering! response:	Man!
context: It's crazy.\True, Lizardman's skin and scales are covered with innumerable spines,\so it goes well against a bare-handed opponent,\but this particular opponent can shatter Lizardman's tough scales.\What's wrong?!\You're an interesting guy!\My soul is quivering!\Man! response:	I-It's a frenzy!
context: True, Lizardman's skin and scales are covered with innumerable spines,\so it goes well against a bare-handed opponent,\but this particular opponent can shatter Lizardman's tough scales.\What's wrong?!\You're an interesting guy!\My soul is quivering!\Man!\I-It's a frenzy! response:	More of a clash of wills than a battle!
context: so it goes well against a bare-handed opponent,\but this particular opponent can shatter Lizardman's tough scales.\What's wrong?!\You're an interesting guy!\My soul is quivering!\Man!\I-It's a frenzy!\More of a clash of wills than a battle! response:	Will the attacker give out?!
context: but this particular opponent can shatter Lizardman's tough scales.\What's wrong?!\You're an interesting guy!\My soul is quivering!\Man!\I-It's a frenzy!\More of a clash of wills than a battle!\Will the attacker give out?! response:	Or the receiver buckle?!
context: What's wrong?!\You're an interesting guy!\My soul is quivering!\Man!\I-It's a frenzy!\More of a clash of wills than a battle!\Will the attacker give out?!\Or the receiver buckle?! response:	Just who...
context: You're an interesting guy!\My soul is quivering!\Man!\I-It's a frenzy!\More of a clash of wills than a battle!\Will the attacker give out?!\Or the receiver buckle?!\Just who... response:	Your name... is Elfman?
context: My soul is quivering!\Man!\I-It's a frenzy!\More of a clash of wills than a battle!\Will the attacker give out?!\Or the receiver buckle?!\Just who...\Your name... is Elfman? response:	Wild...
context: Man!\I-It's a frenzy!\More of a clash of wills than a battle!\Will the attacker give out?!\Or the receiver buckle?!\Just who...\Your name... is Elfman?\Wild... response:	No...
context: I-It's a frenzy!\More of a clash of wills than a battle!\Will the attacker give out?!\Or the receiver buckle?!\Just who...\Your name... is Elfman?\Wild...\No... response:	Bacchus is the one who got back up!
context: More of a clash of wills than a battle!\Will the attacker give out?!\Or the receiver buckle?!\Just who...\Your name... is Elfman?\Wild...\No...\Bacchus is the one who got back up! response:	You know... you're...
context: Will the attacker give out?!\Or the receiver buckle?!\Just who...\Your name... is Elfman?\Wild...\No...\Bacchus is the one who got back up!\You know... you're... response:	Bacchus is down!
context: Or the receiver buckle?!\Just who...\Your name... is Elfman?\Wild...\No...\Bacchus is the one who got back up!\You know... you're...\Bacchus is down! response:	The winner is Elfman!
context: Just who...\Your name... is Elfman?\Wild...\No...\Bacchus is the one who got back up!\You know... you're...\Bacchus is down!\The winner is Elfman! response:	Fairy Tail A gets 10 points!
context: Your name... is Elfman?\Wild...\No...\Bacchus is the one who got back up!\You know... you're...\Bacchus is down!\The winner is Elfman!\Fairy Tail A gets 10 points! response:	This gives them a total of 12 points!
context: Wild...\No...\Bacchus is the one who got back up!\You know... you're...\Bacchus is down!\The winner is Elfman!\Fairy Tail A gets 10 points!\This gives them a total of 12 points! response:	Does this battle roar portend Fairy Tail's comeback?!
context: No...\Bacchus is the one who got back up!\You know... you're...\Bacchus is down!\The winner is Elfman!\Fairy Tail A gets 10 points!\This gives them a total of 12 points!\Does this battle roar portend Fairy Tail's comeback?! response:	Elfman pulls off a spectacular victory over a formidable enemy!
context: Bacchus is the one who got back up!\You know... you're...\Bacchus is down!\The winner is Elfman!\Fairy Tail A gets 10 points!\This gives them a total of 12 points!\Does this battle roar portend Fairy Tail's comeback?!\Elfman pulls off a spectacular victory over a formidable enemy! response:	Listen to that cheering!
context: You know... you're...\Bacchus is down!\The winner is Elfman!\Fairy Tail A gets 10 points!\This gives them a total of 12 points!\Does this battle roar portend Fairy Tail's comeback?!\Elfman pulls off a spectacular victory over a formidable enemy!\Listen to that cheering! response:	Elfman-san did it!
context: Bacchus is down!\The winner is Elfman!\Fairy Tail A gets 10 points!\This gives them a total of 12 points!\Does this battle roar portend Fairy Tail's comeback?!\Elfman pulls off a spectacular victory over a formidable enemy!\Listen to that cheering!\Elfman-san did it! response:	Wendy, are you okay now?
context: The winner is Elfman!\Fairy Tail A gets 10 points!\This gives them a total of 12 points!\Does this battle roar portend Fairy Tail's comeback?!\Elfman pulls off a spectacular victory over a formidable enemy!\Listen to that cheering!\Elfman-san did it!\Wendy, are you okay now? response:	Yeah! I feel fine.
context: Fairy Tail A gets 10 points!\This gives them a total of 12 points!\Does this battle roar portend Fairy Tail's comeback?!\Elfman pulls off a spectacular victory over a formidable enemy!\Listen to that cheering!\Elfman-san did it!\Wendy, are you okay now?\Yeah! I feel fine. response:	Thank you, Grandine!
context: This gives them a total of 12 points!\Does this battle roar portend Fairy Tail's comeback?!\Elfman pulls off a spectacular victory over a formidable enemy!\Listen to that cheering!\Elfman-san did it!\Wendy, are you okay now?\Yeah! I feel fine.\Thank you, Grandine! response:	I told you not to call me that!
context: Does this battle roar portend Fairy Tail's comeback?!\Elfman pulls off a spectacular victory over a formidable enemy!\Listen to that cheering!\Elfman-san did it!\Wendy, are you okay now?\Yeah! I feel fine.\Thank you, Grandine!\I told you not to call me that! response:	Anyway, those scoundrels from before...
context: Elfman pulls off a spectacular victory over a formidable enemy!\Listen to that cheering!\Elfman-san did it!\Wendy, are you okay now?\Yeah! I feel fine.\Thank you, Grandine!\I told you not to call me that!\Anyway, those scoundrels from before... response:	We just took the job!
context: Listen to that cheering!\Elfman-san did it!\Wendy, are you okay now?\Yeah! I feel fine.\Thank you, Grandine!\I told you not to call me that!\Anyway, those scoundrels from before...\We just took the job! response:	F-From somebody in Raven Tail!
context: Elfman-san did it!\Wendy, are you okay now?\Yeah! I feel fine.\Thank you, Grandine!\I told you not to call me that!\Anyway, those scoundrels from before...\We just took the job!\F-From somebody in Raven Tail! response:	We were told to get the girl who was in the infirmary.
context: Wendy, are you okay now?\Yeah! I feel fine.\Thank you, Grandine!\I told you not to call me that!\Anyway, those scoundrels from before...\We just took the job!\F-From somebody in Raven Tail!\We were told to get the girl who was in the infirmary. response:	Good work.
context: Yeah! I feel fine.\Thank you, Grandine!\I told you not to call me that!\Anyway, those scoundrels from before...\We just took the job!\F-From somebody in Raven Tail!\We were told to get the girl who was in the infirmary.\Good work. response:	We'll take care of them.
context: Thank you, Grandine!\I told you not to call me that!\Anyway, those scoundrels from before...\We just took the job!\F-From somebody in Raven Tail!\We were told to get the girl who was in the infirmary.\Good work.\We'll take care of them. response:	Raven Tail...
context: I told you not to call me that!\Anyway, those scoundrels from before...\We just took the job!\F-From somebody in Raven Tail!\We were told to get the girl who was in the infirmary.\Good work.\We'll take care of them.\Raven Tail... response:	The girl... who was in the infirmary...
context: Anyway, those scoundrels from before...\We just took the job!\F-From somebody in Raven Tail!\We were told to get the girl who was in the infirmary.\Good work.\We'll take care of them.\Raven Tail...\The girl... who was in the infirmary... response:	Past tense?
context: We just took the job!\F-From somebody in Raven Tail!\We were told to get the girl who was in the infirmary.\Good work.\We'll take care of them.\Raven Tail...\The girl... who was in the infirmary...\Past tense? response:	There was one there.
context: F-From somebody in Raven Tail!\We were told to get the girl who was in the infirmary.\Good work.\We'll take care of them.\Raven Tail...\The girl... who was in the infirmary...\Past tense?\There was one there. response:	Natsu carried her in.
context: We were told to get the girl who was in the infirmary.\Good work.\We'll take care of them.\Raven Tail...\The girl... who was in the infirmary...\Past tense?\There was one there.\Natsu carried her in. response:	You don't mean...
context: Good work.\We'll take care of them.\Raven Tail...\The girl... who was in the infirmary...\Past tense?\There was one there.\Natsu carried her in.\You don't mean... response:	Lucy!
context: We'll take care of them.\Raven Tail...\The girl... who was in the infirmary...\Past tense?\There was one there.\Natsu carried her in.\You don't mean...\Lucy! response:	The plan failed.
context: Raven Tail...\The girl... who was in the infirmary...\Past tense?\There was one there.\Natsu carried her in.\You don't mean...\Lucy!\The plan failed. response:	Fool!
context: The girl... who was in the infirmary...\Past tense?\There was one there.\Natsu carried her in.\You don't mean...\Lucy!\The plan failed.\Fool! response:	In the first place, you had the wrong target.
context: Past tense?\There was one there.\Natsu carried her in.\You don't mean...\Lucy!\The plan failed.\Fool!\In the first place, you had the wrong target. response:	Didn't I tell you what she looked like?
context: There was one there.\Natsu carried her in.\You don't mean...\Lucy!\The plan failed.\Fool!\In the first place, you had the wrong target.\Didn't I tell you what she looked like? response:	I'm sorry.
context: Natsu carried her in.\You don't mean...\Lucy!\The plan failed.\Fool!\In the first place, you had the wrong target.\Didn't I tell you what she looked like?\I'm sorry. response:	Oh, forget about it.
context: You don't mean...\Lucy!\The plan failed.\Fool!\In the first place, you had the wrong target.\Didn't I tell you what she looked like?\I'm sorry.\Oh, forget about it. response:	It just means we'll move to plan B.
context: Lucy!\The plan failed.\Fool!\In the first place, you had the wrong target.\Didn't I tell you what she looked like?\I'm sorry.\Oh, forget about it.\It just means we'll move to plan B. response:	Where are the actual perpetrators?
context: The plan failed.\Fool!\In the first place, you had the wrong target.\Didn't I tell you what she looked like?\I'm sorry.\Oh, forget about it.\It just means we'll move to plan B.\Where are the actual perpetrators? response:	We arrested them and hauled them off to prison.
context: Fool!\In the first place, you had the wrong target.\Didn't I tell you what she looked like?\I'm sorry.\Oh, forget about it.\It just means we'll move to plan B.\Where are the actual perpetrators?\We arrested them and hauled them off to prison. response:	Their cover isn't blown?
context: In the first place, you had the wrong target.\Didn't I tell you what she looked like?\I'm sorry.\Oh, forget about it.\It just means we'll move to plan B.\Where are the actual perpetrators?\We arrested them and hauled them off to prison.\Their cover isn't blown? response:	No, sir. They believe their client is Raven Tail.
context: Didn't I tell you what she looked like?\I'm sorry.\Oh, forget about it.\It just means we'll move to plan B.\Where are the actual perpetrators?\We arrested them and hauled them off to prison.\Their cover isn't blown?\No, sir. They believe their client is Raven Tail. response:	We need to keep using the discord between Fairy Tail and Raven Tail like this.
context: I'm sorry.\Oh, forget about it.\It just means we'll move to plan B.\Where are the actual perpetrators?\We arrested them and hauled them off to prison.\Their cover isn't blown?\No, sir. They believe their client is Raven Tail.\We need to keep using the discord between Fairy Tail and Raven Tail like this. response:	And while they're busy feuding, we'll grab a Celestial Spirit Wizard...
context: Oh, forget about it.\It just means we'll move to plan B.\Where are the actual perpetrators?\We arrested them and hauled them off to prison.\Their cover isn't blown?\No, sir. They believe their client is Raven Tail.\We need to keep using the discord between Fairy Tail and Raven Tail like this.\And while they're busy feuding, we'll grab a Celestial Spirit Wizard... response:	Why the long face?
context: It just means we'll move to plan B.\Where are the actual perpetrators?\We arrested them and hauled them off to prison.\Their cover isn't blown?\No, sir. They believe their client is Raven Tail.\We need to keep using the discord between Fairy Tail and Raven Tail like this.\And while they're busy feuding, we'll grab a Celestial Spirit Wizard...\Why the long face? response:	Raven Tail...
context: Where are the actual perpetrators?\We arrested them and hauled them off to prison.\Their cover isn't blown?\No, sir. They believe their client is Raven Tail.\We need to keep using the discord between Fairy Tail and Raven Tail like this.\And while they're busy feuding, we'll grab a Celestial Spirit Wizard...\Why the long face?\Raven Tail... response:	All they've been doing is playing dirty tricks...
context: We arrested them and hauled them off to prison.\Their cover isn't blown?\No, sir. They believe their client is Raven Tail.\We need to keep using the discord between Fairy Tail and Raven Tail like this.\And while they're busy feuding, we'll grab a Celestial Spirit Wizard...\Why the long face?\Raven Tail...\All they've been doing is playing dirty tricks... response:	Natsu-san...
context: Their cover isn't blown?\No, sir. They believe their client is Raven Tail.\We need to keep using the discord between Fairy Tail and Raven Tail like this.\And while they're busy feuding, we'll grab a Celestial Spirit Wizard...\Why the long face?\Raven Tail...\All they've been doing is playing dirty tricks...\Natsu-san... response:	Certainly, Raven's master is...
context: No, sir. They believe their client is Raven Tail.\We need to keep using the discord between Fairy Tail and Raven Tail like this.\And while they're busy feuding, we'll grab a Celestial Spirit Wizard...\Why the long face?\Raven Tail...\All they've been doing is playing dirty tricks...\Natsu-san...\Certainly, Raven's master is... response:	So what does that mean?
context: We need to keep using the discord between Fairy Tail and Raven Tail like this.\And while they're busy feuding, we'll grab a Celestial Spirit Wizard...\Why the long face?\Raven Tail...\All they've been doing is playing dirty tricks...\Natsu-san...\Certainly, Raven's master is...\So what does that mean? response:	I don't really know,
context: And while they're busy feuding, we'll grab a Celestial Spirit Wizard...\Why the long face?\Raven Tail...\All they've been doing is playing dirty tricks...\Natsu-san...\Certainly, Raven's master is...\So what does that mean?\I don't really know, response:	but this ain't over by a long shot!
context: Why the long face?\Raven Tail...\All they've been doing is playing dirty tricks...\Natsu-san...\Certainly, Raven's master is...\So what does that mean?\I don't really know,\but this ain't over by a long shot! response:	Natsu! I hear next time is a pin-up model showdown between Mira and Jenny!
context: Raven Tail...\All they've been doing is playing dirty tricks...\Natsu-san...\Certainly, Raven's master is...\So what does that mean?\I don't really know,\but this ain't over by a long shot!\Natsu! I hear next time is a pin-up model showdown between Mira and Jenny! response:	And you can barge in on it?!
context: All they've been doing is playing dirty tricks...\Natsu-san...\Certainly, Raven's master is...\So what does that mean?\I don't really know,\but this ain't over by a long shot!\Natsu! I hear next time is a pin-up model showdown between Mira and Jenny!\And you can barge in on it?! response:	Everyone's wearing a swimsuit!
context: Natsu-san...\Certainly, Raven's master is...\So what does that mean?\I don't really know,\but this ain't over by a long shot!\Natsu! I hear next time is a pin-up model showdown between Mira and Jenny!\And you can barge in on it?!\Everyone's wearing a swimsuit! response:	A-Although I'm not the least bit interested in girls' swimsuits!
context: Certainly, Raven's master is...\So what does that mean?\I don't really know,\but this ain't over by a long shot!\Natsu! I hear next time is a pin-up model showdown between Mira and Jenny!\And you can barge in on it?!\Everyone's wearing a swimsuit!\A-Although I'm not the least bit interested in girls' swimsuits! response:	Huh, is that right?! Oh, Charlotte's wearing a swimsuit, too!
context: So what does that mean?\I don't really know,\but this ain't over by a long shot!\Natsu! I hear next time is a pin-up model showdown between Mira and Jenny!\And you can barge in on it?!\Everyone's wearing a swimsuit!\A-Although I'm not the least bit interested in girls' swimsuits!\Huh, is that right?! Oh, Charlotte's wearing a swimsuit, too! response:	She goes along with stuff more than I thought...
context: I don't really know,\but this ain't over by a long shot!\Natsu! I hear next time is a pin-up model showdown between Mira and Jenny!\And you can barge in on it?!\Everyone's wearing a swimsuit!\A-Although I'm not the least bit interested in girls' swimsuits!\Huh, is that right?! Oh, Charlotte's wearing a swimsuit, too!\She goes along with stuff more than I thought... response:	Carla! Where is she?!
context: but this ain't over by a long shot!\Natsu! I hear next time is a pin-up model showdown between Mira and Jenny!\And you can barge in on it?!\Everyone's wearing a swimsuit!\A-Although I'm not the least bit interested in girls' swimsuits!\Huh, is that right?! Oh, Charlotte's wearing a swimsuit, too!\She goes along with stuff more than I thought...\Carla! Where is she?! response:	Next time: Mirajane versus Jenny!
context: Natsu! I hear next time is a pin-up model showdown between Mira and Jenny!\And you can barge in on it?!\Everyone's wearing a swimsuit!\A-Although I'm not the least bit interested in girls' swimsuits!\Huh, is that right?! Oh, Charlotte's wearing a swimsuit, too!\She goes along with stuff more than I thought...\Carla! Where is she?!\Next time: Mirajane versus Jenny! response:	Carla is so cute! Carla, good luck!
context: And you can barge in on it?!\Everyone's wearing a swimsuit!\A-Although I'm not the least bit interested in girls' swimsuits!\Huh, is that right?! Oh, Charlotte's wearing a swimsuit, too!\She goes along with stuff more than I thought...\Carla! Where is she?!\Next time: Mirajane versus Jenny!\Carla is so cute! Carla, good luck! response:	Happy... Mira's the one who's fighting.
