context: Aah... response:	Another peaceful day...
context: Quit lying. It's been more like 10, right?\Kirie! Let's hang out!\C'mon in!\Master! I hope you're well!\Oh, it's Cold and Bristly Girl.\Yeah, she doesn't look too happy... Wait, bristly? Like, thorny?\Well, she only seems to go from cold to painfully rude, so: Cold and Bristly Girl.\I'd say that's some nice naming, wouldn't you? response:	I'm not sure I'm following any of this...
context: Kirie! Let's hang out!\C'mon in!\Master! I hope you're well!\Oh, it's Cold and Bristly Girl.\Yeah, she doesn't look too happy... Wait, bristly? Like, thorny?\Well, she only seems to go from cold to painfully rude, so: Cold and Bristly Girl.\I'd say that's some nice naming, wouldn't you?\I'm not sure I'm following any of this... response:	Cold and Bristly Girl!
context: C'mon in!\Master! I hope you're well!\Oh, it's Cold and Bristly Girl.\Yeah, she doesn't look too happy... Wait, bristly? Like, thorny?\Well, she only seems to go from cold to painfully rude, so: Cold and Bristly Girl.\I'd say that's some nice naming, wouldn't you?\I'm not sure I'm following any of this...\Cold and Bristly Girl! response:	Anyway, the timing couldn't be better. I brought a present with me today.
context: Master! I hope you're well!\Oh, it's Cold and Bristly Girl.\Yeah, she doesn't look too happy... Wait, bristly? Like, thorny?\Well, she only seems to go from cold to painfully rude, so: Cold and Bristly Girl.\I'd say that's some nice naming, wouldn't you?\I'm not sure I'm following any of this...\Cold and Bristly Girl!\Anyway, the timing couldn't be better. I brought a present with me today. response:	Here, Sensei.
context: Oh, it's Cold and Bristly Girl.\Yeah, she doesn't look too happy... Wait, bristly? Like, thorny?\Well, she only seems to go from cold to painfully rude, so: Cold and Bristly Girl.\I'd say that's some nice naming, wouldn't you?\I'm not sure I'm following any of this...\Cold and Bristly Girl!\Anyway, the timing couldn't be better. I brought a present with me today.\Here, Sensei. response:	It's an Italian cat figurine. I gave one to your brother as well.
context: Yeah, she doesn't look too happy... Wait, bristly? Like, thorny?\Well, she only seems to go from cold to painfully rude, so: Cold and Bristly Girl.\I'd say that's some nice naming, wouldn't you?\I'm not sure I'm following any of this...\Cold and Bristly Girl!\Anyway, the timing couldn't be better. I brought a present with me today.\Here, Sensei.\It's an Italian cat figurine. I gave one to your brother as well. response:	Ah! It's Metal Nyankosu!
context: Well, she only seems to go from cold to painfully rude, so: Cold and Bristly Girl.\I'd say that's some nice naming, wouldn't you?\I'm not sure I'm following any of this...\Cold and Bristly Girl!\Anyway, the timing couldn't be better. I brought a present with me today.\Here, Sensei.\It's an Italian cat figurine. I gave one to your brother as well.\Ah! It's Metal Nyankosu! response:	Sorry. The truth is...
context: I'd say that's some nice naming, wouldn't you?\I'm not sure I'm following any of this...\Cold and Bristly Girl!\Anyway, the timing couldn't be better. I brought a present with me today.\Here, Sensei.\It's an Italian cat figurine. I gave one to your brother as well.\Ah! It's Metal Nyankosu!\Sorry. The truth is... response:	Whoa! You've had this customized all nice and cute, haven't you?
context: I'm not sure I'm following any of this...\Cold and Bristly Girl!\Anyway, the timing couldn't be better. I brought a present with me today.\Here, Sensei.\It's an Italian cat figurine. I gave one to your brother as well.\Ah! It's Metal Nyankosu!\Sorry. The truth is...\Whoa! You've had this customized all nice and cute, haven't you? response:	Huh? Uh, yeah, that's right.
context: Cold and Bristly Girl!\Anyway, the timing couldn't be better. I brought a present with me today.\Here, Sensei.\It's an Italian cat figurine. I gave one to your brother as well.\Ah! It's Metal Nyankosu!\Sorry. The truth is...\Whoa! You've had this customized all nice and cute, haven't you?\Huh? Uh, yeah, that's right. response:	Please, have this one as well.
context: Anyway, the timing couldn't be better. I brought a present with me today.\Here, Sensei.\It's an Italian cat figurine. I gave one to your brother as well.\Ah! It's Metal Nyankosu!\Sorry. The truth is...\Whoa! You've had this customized all nice and cute, haven't you?\Huh? Uh, yeah, that's right.\Please, have this one as well. response:	But, what is this present for?
context: Here, Sensei.\It's an Italian cat figurine. I gave one to your brother as well.\Ah! It's Metal Nyankosu!\Sorry. The truth is...\Whoa! You've had this customized all nice and cute, haven't you?\Huh? Uh, yeah, that's right.\Please, have this one as well.\But, what is this present for? response:	It's just my way of thanking you for all you've done for me.
context: It's an Italian cat figurine. I gave one to your brother as well.\Ah! It's Metal Nyankosu!\Sorry. The truth is...\Whoa! You've had this customized all nice and cute, haven't you?\Huh? Uh, yeah, that's right.\Please, have this one as well.\But, what is this present for?\It's just my way of thanking you for all you've done for me. response:	Here. This is for you, Cold and Bristly Girl.
context: Ah! It's Metal Nyankosu!\Sorry. The truth is...\Whoa! You've had this customized all nice and cute, haven't you?\Huh? Uh, yeah, that's right.\Please, have this one as well.\But, what is this present for?\It's just my way of thanking you for all you've done for me.\Here. This is for you, Cold and Bristly Girl. response:	Huh?! No...!
context: Sorry. The truth is...\Whoa! You've had this customized all nice and cute, haven't you?\Huh? Uh, yeah, that's right.\Please, have this one as well.\But, what is this present for?\It's just my way of thanking you for all you've done for me.\Here. This is for you, Cold and Bristly Girl.\Huh?! No...! response:	I don't even want this, but I totally accepted it!
context: Whoa! You've had this customized all nice and cute, haven't you?\Huh? Uh, yeah, that's right.\Please, have this one as well.\But, what is this present for?\It's just my way of thanking you for all you've done for me.\Here. This is for you, Cold and Bristly Girl.\Huh?! No...!\I don't even want this, but I totally accepted it! response:	Come to think of it, this is the first time I've gotten a present from someone who wasn't a family member...
context: Huh? Uh, yeah, that's right.\Please, have this one as well.\But, what is this present for?\It's just my way of thanking you for all you've done for me.\Here. This is for you, Cold and Bristly Girl.\Huh?! No...!\I don't even want this, but I totally accepted it!\Come to think of it, this is the first time I've gotten a present from someone who wasn't a family member... response:	Shukaa!
context: Please, have this one as well.\But, what is this present for?\It's just my way of thanking you for all you've done for me.\Here. This is for you, Cold and Bristly Girl.\Huh?! No...!\I don't even want this, but I totally accepted it!\Come to think of it, this is the first time I've gotten a present from someone who wasn't a family member...\Shukaa! response:	This is the Damage version of Madam Black Death Devil!
context: But, what is this present for?\It's just my way of thanking you for all you've done for me.\Here. This is for you, Cold and Bristly Girl.\Huh?! No...!\I don't even want this, but I totally accepted it!\Come to think of it, this is the first time I've gotten a present from someone who wasn't a family member...\Shukaa!\This is the Damage version of Madam Black Death Devil! response:	Her Damage powers make her already-erotic clothing even MORE erotic!
context: It's just my way of thanking you for all you've done for me.\Here. This is for you, Cold and Bristly Girl.\Huh?! No...!\I don't even want this, but I totally accepted it!\Come to think of it, this is the first time I've gotten a present from someone who wasn't a family member...\Shukaa!\This is the Damage version of Madam Black Death Devil!\Her Damage powers make her already-erotic clothing even MORE erotic! response:	No thank you!
context: Here. This is for you, Cold and Bristly Girl.\Huh?! No...!\I don't even want this, but I totally accepted it!\Come to think of it, this is the first time I've gotten a present from someone who wasn't a family member...\Shukaa!\This is the Damage version of Madam Black Death Devil!\Her Damage powers make her already-erotic clothing even MORE erotic!\No thank you! response:	Aah, I'm so glad that this made you happy.
context: Huh?! No...!\I don't even want this, but I totally accepted it!\Come to think of it, this is the first time I've gotten a present from someone who wasn't a family member...\Shukaa!\This is the Damage version of Madam Black Death Devil!\Her Damage powers make her already-erotic clothing even MORE erotic!\No thank you!\Aah, I'm so glad that this made you happy. response:	Honestly, I was surprised by your choice in that game we played before.
context: I don't even want this, but I totally accepted it!\Come to think of it, this is the first time I've gotten a present from someone who wasn't a family member...\Shukaa!\This is the Damage version of Madam Black Death Devil!\Her Damage powers make her already-erotic clothing even MORE erotic!\No thank you!\Aah, I'm so glad that this made you happy.\Honestly, I was surprised by your choice in that game we played before. response:	I never dreamed someone could beat me at a girl's game!
context: Come to think of it, this is the first time I've gotten a present from someone who wasn't a family member...\Shukaa!\This is the Damage version of Madam Black Death Devil!\Her Damage powers make her already-erotic clothing even MORE erotic!\No thank you!\Aah, I'm so glad that this made you happy.\Honestly, I was surprised by your choice in that game we played before.\I never dreamed someone could beat me at a girl's game! response:	This is my all-time favorite figurine. It's only right that you have it!
context: Shukaa!\This is the Damage version of Madam Black Death Devil!\Her Damage powers make her already-erotic clothing even MORE erotic!\No thank you!\Aah, I'm so glad that this made you happy.\Honestly, I was surprised by your choice in that game we played before.\I never dreamed someone could beat me at a girl's game!\This is my all-time favorite figurine. It's only right that you have it! response:	That doesn't make me happy at all! And I don't know how to react when getting a present I don't want!
context: This is the Damage version of Madam Black Death Devil!\Her Damage powers make her already-erotic clothing even MORE erotic!\No thank you!\Aah, I'm so glad that this made you happy.\Honestly, I was surprised by your choice in that game we played before.\I never dreamed someone could beat me at a girl's game!\This is my all-time favorite figurine. It's only right that you have it!\That doesn't make me happy at all! And I don't know how to react when getting a present I don't want! response:	I never thought you'd get THIS happy!
context: Her Damage powers make her already-erotic clothing even MORE erotic!\No thank you!\Aah, I'm so glad that this made you happy.\Honestly, I was surprised by your choice in that game we played before.\I never dreamed someone could beat me at a girl's game!\This is my all-time favorite figurine. It's only right that you have it!\That doesn't make me happy at all! And I don't know how to react when getting a present I don't want!\I never thought you'd get THIS happy! response:	You sure lucked out, huh, Kirie? Also, this thing is really well made!
context: No thank you!\Aah, I'm so glad that this made you happy.\Honestly, I was surprised by your choice in that game we played before.\I never dreamed someone could beat me at a girl's game!\This is my all-time favorite figurine. It's only right that you have it!\That doesn't make me happy at all! And I don't know how to react when getting a present I don't want!\I never thought you'd get THIS happy!\You sure lucked out, huh, Kirie? Also, this thing is really well made! response:	You can only buy it at anime events.
context: Aah, I'm so glad that this made you happy.\Honestly, I was surprised by your choice in that game we played before.\I never dreamed someone could beat me at a girl's game!\This is my all-time favorite figurine. It's only right that you have it!\That doesn't make me happy at all! And I don't know how to react when getting a present I don't want!\I never thought you'd get THIS happy!\You sure lucked out, huh, Kirie? Also, this thing is really well made!\You can only buy it at anime events. response:	That's it! I'll give it to my Master! If it's mine, it should be all right to give it away!
context: Honestly, I was surprised by your choice in that game we played before.\I never dreamed someone could beat me at a girl's game!\This is my all-time favorite figurine. It's only right that you have it!\That doesn't make me happy at all! And I don't know how to react when getting a present I don't want!\I never thought you'd get THIS happy!\You sure lucked out, huh, Kirie? Also, this thing is really well made!\You can only buy it at anime events.\That's it! I'll give it to my Master! If it's mine, it should be all right to give it away! response:	I can't have something so LEWD go anywhere near my Master!
context: I never dreamed someone could beat me at a girl's game!\This is my all-time favorite figurine. It's only right that you have it!\That doesn't make me happy at all! And I don't know how to react when getting a present I don't want!\I never thought you'd get THIS happy!\You sure lucked out, huh, Kirie? Also, this thing is really well made!\You can only buy it at anime events.\That's it! I'll give it to my Master! If it's mine, it should be all right to give it away!\I can't have something so LEWD go anywhere near my Master! response:	I-I'll be going now!
context: This is my all-time favorite figurine. It's only right that you have it!\That doesn't make me happy at all! And I don't know how to react when getting a present I don't want!\I never thought you'd get THIS happy!\You sure lucked out, huh, Kirie? Also, this thing is really well made!\You can only buy it at anime events.\That's it! I'll give it to my Master! If it's mine, it should be all right to give it away!\I can't have something so LEWD go anywhere near my Master!\I-I'll be going now! response:	Huh? Already?
context: That doesn't make me happy at all! And I don't know how to react when getting a present I don't want!\I never thought you'd get THIS happy!\You sure lucked out, huh, Kirie? Also, this thing is really well made!\You can only buy it at anime events.\That's it! I'll give it to my Master! If it's mine, it should be all right to give it away!\I can't have something so LEWD go anywhere near my Master!\I-I'll be going now!\Huh? Already? response:	Well, if you're all free, we'll be having a Christmas party!
context: I never thought you'd get THIS happy!\You sure lucked out, huh, Kirie? Also, this thing is really well made!\You can only buy it at anime events.\That's it! I'll give it to my Master! If it's mine, it should be all right to give it away!\I can't have something so LEWD go anywhere near my Master!\I-I'll be going now!\Huh? Already?\Well, if you're all free, we'll be having a Christmas party! response:	Yaaay!
context: You sure lucked out, huh, Kirie? Also, this thing is really well made!\You can only buy it at anime events.\That's it! I'll give it to my Master! If it's mine, it should be all right to give it away!\I can't have something so LEWD go anywhere near my Master!\I-I'll be going now!\Huh? Already?\Well, if you're all free, we'll be having a Christmas party!\Yaaay! response:	Christmas has no place in this house!
context: You can only buy it at anime events.\That's it! I'll give it to my Master! If it's mine, it should be all right to give it away!\I can't have something so LEWD go anywhere near my Master!\I-I'll be going now!\Huh? Already?\Well, if you're all free, we'll be having a Christmas party!\Yaaay!\Christmas has no place in this house! response:	Huh? C'mon, give us SOMETHING!
context: That's it! I'll give it to my Master! If it's mine, it should be all right to give it away!\I can't have something so LEWD go anywhere near my Master!\I-I'll be going now!\Huh? Already?\Well, if you're all free, we'll be having a Christmas party!\Yaaay!\Christmas has no place in this house!\Huh? C'mon, give us SOMETHING! response:	Hey, Kirie! When is your birthday?
context: I can't have something so LEWD go anywhere near my Master!\I-I'll be going now!\Huh? Already?\Well, if you're all free, we'll be having a Christmas party!\Yaaay!\Christmas has no place in this house!\Huh? C'mon, give us SOMETHING!\Hey, Kirie! When is your birthday? response:	Never mind...
context: I-I'll be going now!\Huh? Already?\Well, if you're all free, we'll be having a Christmas party!\Yaaay!\Christmas has no place in this house!\Huh? C'mon, give us SOMETHING!\Hey, Kirie! When is your birthday?\Never mind... response:	I'll go buy you a present!
context: Huh? Already?\Well, if you're all free, we'll be having a Christmas party!\Yaaay!\Christmas has no place in this house!\Huh? C'mon, give us SOMETHING!\Hey, Kirie! When is your birthday?\Never mind...\I'll go buy you a present! response:	No, this cake is plenty!
context: Well, if you're all free, we'll be having a Christmas party!\Yaaay!\Christmas has no place in this house!\Huh? C'mon, give us SOMETHING!\Hey, Kirie! When is your birthday?\Never mind...\I'll go buy you a present!\No, this cake is plenty! response:	I-I couldn't...
context: Yaaay!\Christmas has no place in this house!\Huh? C'mon, give us SOMETHING!\Hey, Kirie! When is your birthday?\Never mind...\I'll go buy you a present!\No, this cake is plenty!\I-I couldn't... response:	Oh, it's Cold and Bristly Girl.
context: Christmas has no place in this house!\Huh? C'mon, give us SOMETHING!\Hey, Kirie! When is your birthday?\Never mind...\I'll go buy you a present!\No, this cake is plenty!\I-I couldn't...\Oh, it's Cold and Bristly Girl. response:	You sure lucked out, huh, Kirie?
context: Huh? C'mon, give us SOMETHING!\Hey, Kirie! When is your birthday?\Never mind...\I'll go buy you a present!\No, this cake is plenty!\I-I couldn't...\Oh, it's Cold and Bristly Girl.\You sure lucked out, huh, Kirie? response:	You sure lucked out, huh, Kirie?
context: Hey, Kirie! When is your birthday?\Never mind...\I'll go buy you a present!\No, this cake is plenty!\I-I couldn't...\Oh, it's Cold and Bristly Girl.\You sure lucked out, huh, Kirie?\You sure lucked out, huh, Kirie? response:	YOU SURE LUCKED OUT, HUH, KIRIE?
context: Never mind...\I'll go buy you a present!\No, this cake is plenty!\I-I couldn't...\Oh, it's Cold and Bristly Girl.\You sure lucked out, huh, Kirie?\You sure lucked out, huh, Kirie?\YOU SURE LUCKED OUT, HUH, KIRIE? response:	Note: German for Every rose has its thorn. Keine Rose Ohne Dornen.
context: I'll go buy you a present!\No, this cake is plenty!\I-I couldn't...\Oh, it's Cold and Bristly Girl.\You sure lucked out, huh, Kirie?\You sure lucked out, huh, Kirie?\YOU SURE LUCKED OUT, HUH, KIRIE?\Note: German for Every rose has its thorn. Keine Rose Ohne Dornen. response:	Once you crave it, there's no going back.
context: No, this cake is plenty!\I-I couldn't...\Oh, it's Cold and Bristly Girl.\You sure lucked out, huh, Kirie?\You sure lucked out, huh, Kirie?\YOU SURE LUCKED OUT, HUH, KIRIE?\Note: German for Every rose has its thorn. Keine Rose Ohne Dornen.\Once you crave it, there's no going back. response:	And right now, your burger combo meal comes with CRISPY NUGGETS!
context: I-I couldn't...\Oh, it's Cold and Bristly Girl.\You sure lucked out, huh, Kirie?\You sure lucked out, huh, Kirie?\YOU SURE LUCKED OUT, HUH, KIRIE?\Note: German for Every rose has its thorn. Keine Rose Ohne Dornen.\Once you crave it, there's no going back.\And right now, your burger combo meal comes with CRISPY NUGGETS! response:	I'M LOVING... HAMBURGERS!
context: Oh, it's Cold and Bristly Girl.\You sure lucked out, huh, Kirie?\You sure lucked out, huh, Kirie?\YOU SURE LUCKED OUT, HUH, KIRIE?\Note: German for Every rose has its thorn. Keine Rose Ohne Dornen.\Once you crave it, there's no going back.\And right now, your burger combo meal comes with CRISPY NUGGETS!\I'M LOVING... HAMBURGERS! response:	Where...
context: You sure lucked out, huh, Kirie?\You sure lucked out, huh, Kirie?\YOU SURE LUCKED OUT, HUH, KIRIE?\Note: German for Every rose has its thorn. Keine Rose Ohne Dornen.\Once you crave it, there's no going back.\And right now, your burger combo meal comes with CRISPY NUGGETS!\I'M LOVING... HAMBURGERS!\Where... response:	Where do they get off using a commercial like this?!
context: You sure lucked out, huh, Kirie?\YOU SURE LUCKED OUT, HUH, KIRIE?\Note: German for Every rose has its thorn. Keine Rose Ohne Dornen.\Once you crave it, there's no going back.\And right now, your burger combo meal comes with CRISPY NUGGETS!\I'M LOVING... HAMBURGERS!\Where...\Where do they get off using a commercial like this?! response:	Now I want a hamburger!
context: YOU SURE LUCKED OUT, HUH, KIRIE?\Note: German for Every rose has its thorn. Keine Rose Ohne Dornen.\Once you crave it, there's no going back.\And right now, your burger combo meal comes with CRISPY NUGGETS!\I'M LOVING... HAMBURGERS!\Where...\Where do they get off using a commercial like this?!\Now I want a hamburger! response:	Hamburger...
context: Note: German for Every rose has its thorn. Keine Rose Ohne Dornen.\Once you crave it, there's no going back.\And right now, your burger combo meal comes with CRISPY NUGGETS!\I'M LOVING... HAMBURGERS!\Where...\Where do they get off using a commercial like this?!\Now I want a hamburger!\Hamburger... response:	Wake up, Umaru.
context: Once you crave it, there's no going back.\And right now, your burger combo meal comes with CRISPY NUGGETS!\I'M LOVING... HAMBURGERS!\Where...\Where do they get off using a commercial like this?!\Now I want a hamburger!\Hamburger...\Wake up, Umaru. response:	It sure feels like winter now, huh?
context: And right now, your burger combo meal comes with CRISPY NUGGETS!\I'M LOVING... HAMBURGERS!\Where...\Where do they get off using a commercial like this?!\Now I want a hamburger!\Hamburger...\Wake up, Umaru.\It sure feels like winter now, huh? response:	Hamburger...
context: I'M LOVING... HAMBURGERS!\Where...\Where do they get off using a commercial like this?!\Now I want a hamburger!\Hamburger...\Wake up, Umaru.\It sure feels like winter now, huh?\Hamburger... response:	U-um, here's a picture from when we went to the movies the other day.
context: Where...\Where do they get off using a commercial like this?!\Now I want a hamburger!\Hamburger...\Wake up, Umaru.\It sure feels like winter now, huh?\Hamburger...\U-um, here's a picture from when we went to the movies the other day. response:	Hamburger...
context: Where do they get off using a commercial like this?!\Now I want a hamburger!\Hamburger...\Wake up, Umaru.\It sure feels like winter now, huh?\Hamburger...\U-um, here's a picture from when we went to the movies the other day.\Hamburger... response:	I wish to go somewhere during our winter vacation, indeed!
context: Now I want a hamburger!\Hamburger...\Wake up, Umaru.\It sure feels like winter now, huh?\Hamburger...\U-um, here's a picture from when we went to the movies the other day.\Hamburger...\I wish to go somewhere during our winter vacation, indeed! response:	Would you like to come to my house?
context: Hamburger...\Wake up, Umaru.\It sure feels like winter now, huh?\Hamburger...\U-um, here's a picture from when we went to the movies the other day.\Hamburger...\I wish to go somewhere during our winter vacation, indeed!\Would you like to come to my house? response:	Is there anywhere you want to go, Umaru?
context: Wake up, Umaru.\It sure feels like winter now, huh?\Hamburger...\U-um, here's a picture from when we went to the movies the other day.\Hamburger...\I wish to go somewhere during our winter vacation, indeed!\Would you like to come to my house?\Is there anywhere you want to go, Umaru? response:	Hamburger?
context: It sure feels like winter now, huh?\Hamburger...\U-um, here's a picture from when we went to the movies the other day.\Hamburger...\I wish to go somewhere during our winter vacation, indeed!\Would you like to come to my house?\Is there anywhere you want to go, Umaru?\Hamburger? response:	Oh, no! I said it without thinking!
context: Hamburger...\U-um, here's a picture from when we went to the movies the other day.\Hamburger...\I wish to go somewhere during our winter vacation, indeed!\Would you like to come to my house?\Is there anywhere you want to go, Umaru?\Hamburger?\Oh, no! I said it without thinking! response:	Hamburger...
context: U-um, here's a picture from when we went to the movies the other day.\Hamburger...\I wish to go somewhere during our winter vacation, indeed!\Would you like to come to my house?\Is there anywhere you want to go, Umaru?\Hamburger?\Oh, no! I said it without thinking!\Hamburger... response:	Shwburger!
context: Hamburger...\I wish to go somewhere during our winter vacation, indeed!\Would you like to come to my house?\Is there anywhere you want to go, Umaru?\Hamburger?\Oh, no! I said it without thinking!\Hamburger...\Shwburger! response:	How right you are! Mention hamburgers, and of course that means GERMANY!
context: I wish to go somewhere during our winter vacation, indeed!\Would you like to come to my house?\Is there anywhere you want to go, Umaru?\Hamburger?\Oh, no! I said it without thinking!\Hamburger...\Shwburger!\How right you are! Mention hamburgers, and of course that means GERMANY! response:	Speaking of, you mentioned in your class introduction that you're from Germany, right?
context: Would you like to come to my house?\Is there anywhere you want to go, Umaru?\Hamburger?\Oh, no! I said it without thinking!\Hamburger...\Shwburger!\How right you are! Mention hamburgers, and of course that means GERMANY!\Speaking of, you mentioned in your class introduction that you're from Germany, right? response:	Umaru, how kind of you to remember!
context: Is there anywhere you want to go, Umaru?\Hamburger?\Oh, no! I said it without thinking!\Hamburger...\Shwburger!\How right you are! Mention hamburgers, and of course that means GERMANY!\Speaking of, you mentioned in your class introduction that you're from Germany, right?\Umaru, how kind of you to remember! response:	Huh? Uh, well...
context: Hamburger?\Oh, no! I said it without thinking!\Hamburger...\Shwburger!\How right you are! Mention hamburgers, and of course that means GERMANY!\Speaking of, you mentioned in your class introduction that you're from Germany, right?\Umaru, how kind of you to remember!\Huh? Uh, well... response:	Indeed! Let's all go feast on Japanese hamburgers!
context: Oh, no! I said it without thinking!\Hamburger...\Shwburger!\How right you are! Mention hamburgers, and of course that means GERMANY!\Speaking of, you mentioned in your class introduction that you're from Germany, right?\Umaru, how kind of you to remember!\Huh? Uh, well...\Indeed! Let's all go feast on Japanese hamburgers! response:	I-I've never been here before.
context: Hamburger...\Shwburger!\How right you are! Mention hamburgers, and of course that means GERMANY!\Speaking of, you mentioned in your class introduction that you're from Germany, right?\Umaru, how kind of you to remember!\Huh? Uh, well...\Indeed! Let's all go feast on Japanese hamburgers!\I-I've never been here before. response:	M-me neither.
context: Shwburger!\How right you are! Mention hamburgers, and of course that means GERMANY!\Speaking of, you mentioned in your class introduction that you're from Germany, right?\Umaru, how kind of you to remember!\Huh? Uh, well...\Indeed! Let's all go feast on Japanese hamburgers!\I-I've never been here before.\M-me neither. response:	Oh, really?
context: How right you are! Mention hamburgers, and of course that means GERMANY!\Speaking of, you mentioned in your class introduction that you're from Germany, right?\Umaru, how kind of you to remember!\Huh? Uh, well...\Indeed! Let's all go feast on Japanese hamburgers!\I-I've never been here before.\M-me neither.\Oh, really? response:	This is one place you can NOT go to unless you're with friends!
context: Speaking of, you mentioned in your class introduction that you're from Germany, right?\Umaru, how kind of you to remember!\Huh? Uh, well...\Indeed! Let's all go feast on Japanese hamburgers!\I-I've never been here before.\M-me neither.\Oh, really?\This is one place you can NOT go to unless you're with friends! response:	Let's proceed!
context: Umaru, how kind of you to remember!\Huh? Uh, well...\Indeed! Let's all go feast on Japanese hamburgers!\I-I've never been here before.\M-me neither.\Oh, really?\This is one place you can NOT go to unless you're with friends!\Let's proceed! response:	S-Sylphin! Which should we choose?
context: Huh? Uh, well...\Indeed! Let's all go feast on Japanese hamburgers!\I-I've never been here before.\M-me neither.\Oh, really?\This is one place you can NOT go to unless you're with friends!\Let's proceed!\S-Sylphin! Which should we choose? response:	I recommend one of the combo meals, indeed!
context: Indeed! Let's all go feast on Japanese hamburgers!\I-I've never been here before.\M-me neither.\Oh, really?\This is one place you can NOT go to unless you're with friends!\Let's proceed!\S-Sylphin! Which should we choose?\I recommend one of the combo meals, indeed! response:	Once you crave it, there's no going back.
context: I-I've never been here before.\M-me neither.\Oh, really?\This is one place you can NOT go to unless you're with friends!\Let's proceed!\S-Sylphin! Which should we choose?\I recommend one of the combo meals, indeed!\Once you crave it, there's no going back. response:	I'M LOVING HAMBURGERS!
context: M-me neither.\Oh, really?\This is one place you can NOT go to unless you're with friends!\Let's proceed!\S-Sylphin! Which should we choose?\I recommend one of the combo meals, indeed!\Once you crave it, there's no going back.\I'M LOVING HAMBURGERS! response:	This convenience store burger and fries go great with cola!
context: Oh, really?\This is one place you can NOT go to unless you're with friends!\Let's proceed!\S-Sylphin! Which should we choose?\I recommend one of the combo meals, indeed!\Once you crave it, there's no going back.\I'M LOVING HAMBURGERS!\This convenience store burger and fries go great with cola! response:	It's hard going out to eat all alone, so having it at home is best.
context: This is one place you can NOT go to unless you're with friends!\Let's proceed!\S-Sylphin! Which should we choose?\I recommend one of the combo meals, indeed!\Once you crave it, there's no going back.\I'M LOVING HAMBURGERS!\This convenience store burger and fries go great with cola!\It's hard going out to eat all alone, so having it at home is best. response:	What's the matter, Umaru?
context: Let's proceed!\S-Sylphin! Which should we choose?\I recommend one of the combo meals, indeed!\Once you crave it, there's no going back.\I'M LOVING HAMBURGERS!\This convenience store burger and fries go great with cola!\It's hard going out to eat all alone, so having it at home is best.\What's the matter, Umaru? response:	D-do you not like it?
context: S-Sylphin! Which should we choose?\I recommend one of the combo meals, indeed!\Once you crave it, there's no going back.\I'M LOVING HAMBURGERS!\This convenience store burger and fries go great with cola!\It's hard going out to eat all alone, so having it at home is best.\What's the matter, Umaru?\D-do you not like it? response:	I was just thinking, this feels like a high school girl experience, huh?
context: I recommend one of the combo meals, indeed!\Once you crave it, there's no going back.\I'M LOVING HAMBURGERS!\This convenience store burger and fries go great with cola!\It's hard going out to eat all alone, so having it at home is best.\What's the matter, Umaru?\D-do you not like it?\I was just thinking, this feels like a high school girl experience, huh? response:	Dang, this is good!
context: Once you crave it, there's no going back.\I'M LOVING HAMBURGERS!\This convenience store burger and fries go great with cola!\It's hard going out to eat all alone, so having it at home is best.\What's the matter, Umaru?\D-do you not like it?\I was just thinking, this feels like a high school girl experience, huh?\Dang, this is good! response:	So... good!
context: I'M LOVING HAMBURGERS!\This convenience store burger and fries go great with cola!\It's hard going out to eat all alone, so having it at home is best.\What's the matter, Umaru?\D-do you not like it?\I was just thinking, this feels like a high school girl experience, huh?\Dang, this is good!\So... good! response:	Huh? What's with all of you?
context: This convenience store burger and fries go great with cola!\It's hard going out to eat all alone, so having it at home is best.\What's the matter, Umaru?\D-do you not like it?\I was just thinking, this feels like a high school girl experience, huh?\Dang, this is good!\So... good!\Huh? What's with all of you? response:	E-Ebina, are you going to eat all those?
context: It's hard going out to eat all alone, so having it at home is best.\What's the matter, Umaru?\D-do you not like it?\I was just thinking, this feels like a high school girl experience, huh?\Dang, this is good!\So... good!\Huh? What's with all of you?\E-Ebina, are you going to eat all those? response:	Just one has about 500 calories, you know.
context: What's the matter, Umaru?\D-do you not like it?\I was just thinking, this feels like a high school girl experience, huh?\Dang, this is good!\So... good!\Huh? What's with all of you?\E-Ebina, are you going to eat all those?\Just one has about 500 calories, you know. response:	No! I-I'll freeze them! I was going to freeze them when I got home!
context: D-do you not like it?\I was just thinking, this feels like a high school girl experience, huh?\Dang, this is good!\So... good!\Huh? What's with all of you?\E-Ebina, are you going to eat all those?\Just one has about 500 calories, you know.\No! I-I'll freeze them! I was going to freeze them when I got home! response:	Let's all eat before they get cold.
context: I was just thinking, this feels like a high school girl experience, huh?\Dang, this is good!\So... good!\Huh? What's with all of you?\E-Ebina, are you going to eat all those?\Just one has about 500 calories, you know.\No! I-I'll freeze them! I was going to freeze them when I got home!\Let's all eat before they get cold. response:	Yes, you're right.
context: Dang, this is good!\So... good!\Huh? What's with all of you?\E-Ebina, are you going to eat all those?\Just one has about 500 calories, you know.\No! I-I'll freeze them! I was going to freeze them when I got home!\Let's all eat before they get cold.\Yes, you're right. response:	Indeed, these taste best when they're freshly made!
context: So... good!\Huh? What's with all of you?\E-Ebina, are you going to eat all those?\Just one has about 500 calories, you know.\No! I-I'll freeze them! I was going to freeze them when I got home!\Let's all eat before they get cold.\Yes, you're right.\Indeed, these taste best when they're freshly made! response:	Dang, this is good!
