context: All right, let's go. response:	We'll split up here.
context: Tsucchi!\You're not going to stop me\with telekinesis like that!\Her ability is hardening qigong, which she uses to divert all of her qi\into her fists or knees to make them more powerful.\In terms of pure fighting ability, she's top-class, even within the Scars.\If she happens to lose,\Takeuchi-kun, you might actually have to get serious. response:	Claw Upper Echelon: Takeuchi
context: You're not going to stop me\with telekinesis like that!\Her ability is hardening qigong, which she uses to divert all of her qi\into her fists or knees to make them more powerful.\In terms of pure fighting ability, she's top-class, even within the Scars.\If she happens to lose,\Takeuchi-kun, you might actually have to get serious.\Claw Upper Echelon: Takeuchi response:	It'll be troublesome if I let him use telekinesis.
context: with telekinesis like that!\Her ability is hardening qigong, which she uses to divert all of her qi\into her fists or knees to make them more powerful.\In terms of pure fighting ability, she's top-class, even within the Scars.\If she happens to lose,\Takeuchi-kun, you might actually have to get serious.\Claw Upper Echelon: Takeuchi\It'll be troublesome if I let him use telekinesis. response:	It's not having much effect.
context: Her ability is hardening qigong, which she uses to divert all of her qi\into her fists or knees to make them more powerful.\In terms of pure fighting ability, she's top-class, even within the Scars.\If she happens to lose,\Takeuchi-kun, you might actually have to get serious.\Claw Upper Echelon: Takeuchi\It'll be troublesome if I let him use telekinesis.\It's not having much effect. response:	Is his qi guard really thick?
context: into her fists or knees to make them more powerful.\In terms of pure fighting ability, she's top-class, even within the Scars.\If she happens to lose,\Takeuchi-kun, you might actually have to get serious.\Claw Upper Echelon: Takeuchi\It'll be troublesome if I let him use telekinesis.\It's not having much effect.\Is his qi guard really thick? response:	Without any build up?!
context: In terms of pure fighting ability, she's top-class, even within the Scars.\If she happens to lose,\Takeuchi-kun, you might actually have to get serious.\Claw Upper Echelon: Takeuchi\It'll be troublesome if I let him use telekinesis.\It's not having much effect.\Is his qi guard really thick?\Without any build up?! response:	Hey! Your phone's ringing!
context: If she happens to lose,\Takeuchi-kun, you might actually have to get serious.\Claw Upper Echelon: Takeuchi\It'll be troublesome if I let him use telekinesis.\It's not having much effect.\Is his qi guard really thick?\Without any build up?!\Hey! Your phone's ringing! response:	What a surprise.
context: Takeuchi-kun, you might actually have to get serious.\Claw Upper Echelon: Takeuchi\It'll be troublesome if I let him use telekinesis.\It's not having much effect.\Is his qi guard really thick?\Without any build up?!\Hey! Your phone's ringing!\What a surprise. response:	You came this far, so why are you crying?
context: Claw Upper Echelon: Takeuchi\It'll be troublesome if I let him use telekinesis.\It's not having much effect.\Is his qi guard really thick?\Without any build up?!\Hey! Your phone's ringing!\What a surprise.\You came this far, so why are you crying? response:	Why do I have to beat up a lady, too?
context: It'll be troublesome if I let him use telekinesis.\It's not having much effect.\Is his qi guard really thick?\Without any build up?!\Hey! Your phone's ringing!\What a surprise.\You came this far, so why are you crying?\Why do I have to beat up a lady, too? response:	Huh?
context: It's not having much effect.\Is his qi guard really thick?\Without any build up?!\Hey! Your phone's ringing!\What a surprise.\You came this far, so why are you crying?\Why do I have to beat up a lady, too?\Huh? response:	What did you say?
context: Is his qi guard really thick?\Without any build up?!\Hey! Your phone's ringing!\What a surprise.\You came this far, so why are you crying?\Why do I have to beat up a lady, too?\Huh?\What did you say? response:	My master said
context: Without any build up?!\Hey! Your phone's ringing!\What a surprise.\You came this far, so why are you crying?\Why do I have to beat up a lady, too?\Huh?\What did you say?\My master said response:	that guys who hit women
context: Hey! Your phone's ringing!\What a surprise.\You came this far, so why are you crying?\Why do I have to beat up a lady, too?\Huh?\What did you say?\My master said\that guys who hit women response:	are the biggest losers in the world.
context: What a surprise.\You came this far, so why are you crying?\Why do I have to beat up a lady, too?\Huh?\What did you say?\My master said\that guys who hit women\are the biggest losers in the world. response:	You're quite the gentleman, but that's an insult.
context: You came this far, so why are you crying?\Why do I have to beat up a lady, too?\Huh?\What did you say?\My master said\that guys who hit women\are the biggest losers in the world.\You're quite the gentleman, but that's an insult. response:	I want to fight you fair and square.
context: Why do I have to beat up a lady, too?\Huh?\What did you say?\My master said\that guys who hit women\are the biggest losers in the world.\You're quite the gentleman, but that's an insult.\I want to fight you fair and square. response:	Don't hold back, and come at me!
context: Huh?\What did you say?\My master said\that guys who hit women\are the biggest losers in the world.\You're quite the gentleman, but that's an insult.\I want to fight you fair and square.\Don't hold back, and come at me! response:	Stay away!
context: What did you say?\My master said\that guys who hit women\are the biggest losers in the world.\You're quite the gentleman, but that's an insult.\I want to fight you fair and square.\Don't hold back, and come at me!\Stay away! response:	Looks like I drew the short straw.
context: My master said\that guys who hit women\are the biggest losers in the world.\You're quite the gentleman, but that's an insult.\I want to fight you fair and square.\Don't hold back, and come at me!\Stay away!\Looks like I drew the short straw. response:	I've never even heard of this.
context: that guys who hit women\are the biggest losers in the world.\You're quite the gentleman, but that's an insult.\I want to fight you fair and square.\Don't hold back, and come at me!\Stay away!\Looks like I drew the short straw.\I've never even heard of this. response:	This human actually made evil spirits his obedient pets.
context: are the biggest losers in the world.\You're quite the gentleman, but that's an insult.\I want to fight you fair and square.\Don't hold back, and come at me!\Stay away!\Looks like I drew the short straw.\I've never even heard of this.\This human actually made evil spirits his obedient pets. response:	You're good at running away.
context: You're quite the gentleman, but that's an insult.\I want to fight you fair and square.\Don't hold back, and come at me!\Stay away!\Looks like I drew the short straw.\I've never even heard of this.\This human actually made evil spirits his obedient pets.\You're good at running away. response:	But why don't you leave that body behind?
context: I want to fight you fair and square.\Don't hold back, and come at me!\Stay away!\Looks like I drew the short straw.\I've never even heard of this.\This human actually made evil spirits his obedient pets.\You're good at running away.\But why don't you leave that body behind? response:	Isn't it easier to run away in your spiritual form?
context: Don't hold back, and come at me!\Stay away!\Looks like I drew the short straw.\I've never even heard of this.\This human actually made evil spirits his obedient pets.\You're good at running away.\But why don't you leave that body behind?\Isn't it easier to run away in your spiritual form? response:	Are you holding him hostage?
context: Stay away!\Looks like I drew the short straw.\I've never even heard of this.\This human actually made evil spirits his obedient pets.\You're good at running away.\But why don't you leave that body behind?\Isn't it easier to run away in your spiritual form?\Are you holding him hostage? response:	He's not worth it.
context: Looks like I drew the short straw.\I've never even heard of this.\This human actually made evil spirits his obedient pets.\You're good at running away.\But why don't you leave that body behind?\Isn't it easier to run away in your spiritual form?\Are you holding him hostage?\He's not worth it. response:	Crap!
context: I've never even heard of this.\This human actually made evil spirits his obedient pets.\You're good at running away.\But why don't you leave that body behind?\Isn't it easier to run away in your spiritual form?\Are you holding him hostage?\He's not worth it.\Crap! response:	This body won't hold up much longer.
context: This human actually made evil spirits his obedient pets.\You're good at running away.\But why don't you leave that body behind?\Isn't it easier to run away in your spiritual form?\Are you holding him hostage?\He's not worth it.\Crap!\This body won't hold up much longer. response:	Only third-rate spirits would let the body they possessed be damaged.
context: You're good at running away.\But why don't you leave that body behind?\Isn't it easier to run away in your spiritual form?\Are you holding him hostage?\He's not worth it.\Crap!\This body won't hold up much longer.\Only third-rate spirits would let the body they possessed be damaged. response:	But I have even less of a chance beating him in spirit form.
context: But why don't you leave that body behind?\Isn't it easier to run away in your spiritual form?\Are you holding him hostage?\He's not worth it.\Crap!\This body won't hold up much longer.\Only third-rate spirits would let the body they possessed be damaged.\But I have even less of a chance beating him in spirit form. response:	In that case...
context: Isn't it easier to run away in your spiritual form?\Are you holding him hostage?\He's not worth it.\Crap!\This body won't hold up much longer.\Only third-rate spirits would let the body they possessed be damaged.\But I have even less of a chance beating him in spirit form.\In that case... response:	What are you trying to do?
context: Are you holding him hostage?\He's not worth it.\Crap!\This body won't hold up much longer.\Only third-rate spirits would let the body they possessed be damaged.\But I have even less of a chance beating him in spirit form.\In that case...\What are you trying to do? response:	Those things return to their master after they attack.
context: He's not worth it.\Crap!\This body won't hold up much longer.\Only third-rate spirits would let the body they possessed be damaged.\But I have even less of a chance beating him in spirit form.\In that case...\What are you trying to do?\Those things return to their master after they attack. response:	I wonder why they're trained to do that.
context: Crap!\This body won't hold up much longer.\Only third-rate spirits would let the body they possessed be damaged.\But I have even less of a chance beating him in spirit form.\In that case...\What are you trying to do?\Those things return to their master after they attack.\I wonder why they're trained to do that. response:	Maybe it's because the master can't protect himself!
context: This body won't hold up much longer.\Only third-rate spirits would let the body they possessed be damaged.\But I have even less of a chance beating him in spirit form.\In that case...\What are you trying to do?\Those things return to their master after they attack.\I wonder why they're trained to do that.\Maybe it's because the master can't protect himself! response:	I see right through you!
context: Only third-rate spirits would let the body they possessed be damaged.\But I have even less of a chance beating him in spirit form.\In that case...\What are you trying to do?\Those things return to their master after they attack.\I wonder why they're trained to do that.\Maybe it's because the master can't protect himself!\I see right through you! response:	He's fast!
context: But I have even less of a chance beating him in spirit form.\In that case...\What are you trying to do?\Those things return to their master after they attack.\I wonder why they're trained to do that.\Maybe it's because the master can't protect himself!\I see right through you!\He's fast! response:	Cookie! Gum-chan!
context: In that case...\What are you trying to do?\Those things return to their master after they attack.\I wonder why they're trained to do that.\Maybe it's because the master can't protect himself!\I see right through you!\He's fast!\Cookie! Gum-chan! response:	Now he can't come any closer.
context: What are you trying to do?\Those things return to their master after they attack.\I wonder why they're trained to do that.\Maybe it's because the master can't protect himself!\I see right through you!\He's fast!\Cookie! Gum-chan!\Now he can't come any closer. response:	What?!
context: Those things return to their master after they attack.\I wonder why they're trained to do that.\Maybe it's because the master can't protect himself!\I see right through you!\He's fast!\Cookie! Gum-chan!\Now he can't come any closer.\What?! response:	He fell?
context: I wonder why they're trained to do that.\Maybe it's because the master can't protect himself!\I see right through you!\He's fast!\Cookie! Gum-chan!\Now he can't come any closer.\What?!\He fell? response:	No, wait!
context: Maybe it's because the master can't protect himself!\I see right through you!\He's fast!\Cookie! Gum-chan!\Now he can't come any closer.\What?!\He fell?\No, wait! response:	We can fight some other time. See ya.
context: I see right through you!\He's fast!\Cookie! Gum-chan!\Now he can't come any closer.\What?!\He fell?\No, wait!\We can fight some other time. See ya. response:	I'll crush you next time.
context: He's fast!\Cookie! Gum-chan!\Now he can't come any closer.\What?!\He fell?\No, wait!\We can fight some other time. See ya.\I'll crush you next time. response:	He will be mine!
context: Cookie! Gum-chan!\Now he can't come any closer.\What?!\He fell?\No, wait!\We can fight some other time. See ya.\I'll crush you next time.\He will be mine! response:	I'm right above you, dumbass.
context: Now he can't come any closer.\What?!\He fell?\No, wait!\We can fight some other time. See ya.\I'll crush you next time.\He will be mine!\I'm right above you, dumbass. response:	Man, I can't believe you fell for that.
context: What?!\He fell?\No, wait!\We can fight some other time. See ya.\I'll crush you next time.\He will be mine!\I'm right above you, dumbass.\Man, I can't believe you fell for that. response:	Crap!
context: He fell?\No, wait!\We can fight some other time. See ya.\I'll crush you next time.\He will be mine!\I'm right above you, dumbass.\Man, I can't believe you fell for that.\Crap! response:	Come back!
context: No, wait!\We can fight some other time. See ya.\I'll crush you next time.\He will be mine!\I'm right above you, dumbass.\Man, I can't believe you fell for that.\Crap!\Come back! response:	Three seconds is plenty of time.
context: We can fight some other time. See ya.\I'll crush you next time.\He will be mine!\I'm right above you, dumbass.\Man, I can't believe you fell for that.\Crap!\Come back!\Three seconds is plenty of time. response:	Better grit your teeth!
context: I'll crush you next time.\He will be mine!\I'm right above you, dumbass.\Man, I can't believe you fell for that.\Crap!\Come back!\Three seconds is plenty of time.\Better grit your teeth! response:	You're the one who underestimated me.
context: He will be mine!\I'm right above you, dumbass.\Man, I can't believe you fell for that.\Crap!\Come back!\Three seconds is plenty of time.\Better grit your teeth!\You're the one who underestimated me. response:	Who said I only had two evil spirits?
context: I'm right above you, dumbass.\Man, I can't believe you fell for that.\Crap!\Come back!\Three seconds is plenty of time.\Better grit your teeth!\You're the one who underestimated me.\Who said I only had two evil spirits? response:	You mean all of those around his waist are...
context: Man, I can't believe you fell for that.\Crap!\Come back!\Three seconds is plenty of time.\Better grit your teeth!\You're the one who underestimated me.\Who said I only had two evil spirits?\You mean all of those around his waist are... response:	Crap! There's nowhere to ru
context: Crap!\Come back!\Three seconds is plenty of time.\Better grit your teeth!\You're the one who underestimated me.\Who said I only had two evil spirits?\You mean all of those around his waist are...\Crap! There's nowhere to ru response:	Tsuchiya-san was defeated.
context: Come back!\Three seconds is plenty of time.\Better grit your teeth!\You're the one who underestimated me.\Who said I only had two evil spirits?\You mean all of those around his waist are...\Crap! There's nowhere to ru\Tsuchiya-san was defeated. response:	Takeuchi-kun, I'm counting on you.
context: Three seconds is plenty of time.\Better grit your teeth!\You're the one who underestimated me.\Who said I only had two evil spirits?\You mean all of those around his waist are...\Crap! There's nowhere to ru\Tsuchiya-san was defeated.\Takeuchi-kun, I'm counting on you. response:	Very well.
context: Better grit your teeth!\You're the one who underestimated me.\Who said I only had two evil spirits?\You mean all of those around his waist are...\Crap! There's nowhere to ru\Tsuchiya-san was defeated.\Takeuchi-kun, I'm counting on you.\Very well. response:	No one is a match for my super qigong.
context: You're the one who underestimated me.\Who said I only had two evil spirits?\You mean all of those around his waist are...\Crap! There's nowhere to ru\Tsuchiya-san was defeated.\Takeuchi-kun, I'm counting on you.\Very well.\No one is a match for my super qigong. response:	I'll win, no matter what!
context: Who said I only had two evil spirits?\You mean all of those around his waist are...\Crap! There's nowhere to ru\Tsuchiya-san was defeated.\Takeuchi-kun, I'm counting on you.\Very well.\No one is a match for my super qigong.\I'll win, no matter what! response:	His face changes when he's in battle mode.
context: You mean all of those around his waist are...\Crap! There's nowhere to ru\Tsuchiya-san was defeated.\Takeuchi-kun, I'm counting on you.\Very well.\No one is a match for my super qigong.\I'll win, no matter what!\His face changes when he's in battle mode. response:	Takeuchi the super qigong user...
context: Crap! There's nowhere to ru\Tsuchiya-san was defeated.\Takeuchi-kun, I'm counting on you.\Very well.\No one is a match for my super qigong.\I'll win, no matter what!\His face changes when he's in battle mode.\Takeuchi the super qigong user... response:	Even I can't completely read him.
context: Tsuchiya-san was defeated.\Takeuchi-kun, I'm counting on you.\Very well.\No one is a match for my super qigong.\I'll win, no matter what!\His face changes when he's in battle mode.\Takeuchi the super qigong user...\Even I can't completely read him. response:	What do you think?
context: Takeuchi-kun, I'm counting on you.\Very well.\No one is a match for my super qigong.\I'll win, no matter what!\His face changes when he's in battle mode.\Takeuchi the super qigong user...\Even I can't completely read him.\What do you think? response:	I think you should all hurry up and run.
context: Very well.\No one is a match for my super qigong.\I'll win, no matter what!\His face changes when he's in battle mode.\Takeuchi the super qigong user...\Even I can't completely read him.\What do you think?\I think you should all hurry up and run. response:	Why?
context: No one is a match for my super qigong.\I'll win, no matter what!\His face changes when he's in battle mode.\Takeuchi the super qigong user...\Even I can't completely read him.\What do you think?\I think you should all hurry up and run.\Why? response:	Because I know Kageyama-kun.
context: I'll win, no matter what!\His face changes when he's in battle mode.\Takeuchi the super qigong user...\Even I can't completely read him.\What do you think?\I think you should all hurry up and run.\Why?\Because I know Kageyama-kun. response:	Oh?
context: His face changes when he's in battle mode.\Takeuchi the super qigong user...\Even I can't completely read him.\What do you think?\I think you should all hurry up and run.\Why?\Because I know Kageyama-kun.\Oh? response:	Not to mention, it's impossible to take over the world with psychic powers.
context: Takeuchi the super qigong user...\Even I can't completely read him.\What do you think?\I think you should all hurry up and run.\Why?\Because I know Kageyama-kun.\Oh?\Not to mention, it's impossible to take over the world with psychic powers. response:	Why don't you use this opportunity to wake up from your dream?
context: Even I can't completely read him.\What do you think?\I think you should all hurry up and run.\Why?\Because I know Kageyama-kun.\Oh?\Not to mention, it's impossible to take over the world with psychic powers.\Why don't you use this opportunity to wake up from your dream? response:	You won against Miyagawa.
context: What do you think?\I think you should all hurry up and run.\Why?\Because I know Kageyama-kun.\Oh?\Not to mention, it's impossible to take over the world with psychic powers.\Why don't you use this opportunity to wake up from your dream?\You won against Miyagawa. response:	What are you doing with the normals when you're so powerful?
context: I think you should all hurry up and run.\Why?\Because I know Kageyama-kun.\Oh?\Not to mention, it's impossible to take over the world with psychic powers.\Why don't you use this opportunity to wake up from your dream?\You won against Miyagawa.\What are you doing with the normals when you're so powerful? response:	We are special beings.
context: Why?\Because I know Kageyama-kun.\Oh?\Not to mention, it's impossible to take over the world with psychic powers.\Why don't you use this opportunity to wake up from your dream?\You won against Miyagawa.\What are you doing with the normals when you're so powerful?\We are special beings. response:	And that's reality, not a dream.
context: Because I know Kageyama-kun.\Oh?\Not to mention, it's impossible to take over the world with psychic powers.\Why don't you use this opportunity to wake up from your dream?\You won against Miyagawa.\What are you doing with the normals when you're so powerful?\We are special beings.\And that's reality, not a dream. response:	As long as you believe that, you'll never be able to defeat him.
context: Oh?\Not to mention, it's impossible to take over the world with psychic powers.\Why don't you use this opportunity to wake up from your dream?\You won against Miyagawa.\What are you doing with the normals when you're so powerful?\We are special beings.\And that's reality, not a dream.\As long as you believe that, you'll never be able to defeat him. response:	I know you were trying to do something, but I'm really sorry.
context: Not to mention, it's impossible to take over the world with psychic powers.\Why don't you use this opportunity to wake up from your dream?\You won against Miyagawa.\What are you doing with the normals when you're so powerful?\We are special beings.\And that's reality, not a dream.\As long as you believe that, you'll never be able to defeat him.\I know you were trying to do something, but I'm really sorry. response:	I'm in a hurry right now.
context: Why don't you use this opportunity to wake up from your dream?\You won against Miyagawa.\What are you doing with the normals when you're so powerful?\We are special beings.\And that's reality, not a dream.\As long as you believe that, you'll never be able to defeat him.\I know you were trying to do something, but I'm really sorry.\I'm in a hurry right now. response:	Y-You're kidding...
context: You won against Miyagawa.\What are you doing with the normals when you're so powerful?\We are special beings.\And that's reality, not a dream.\As long as you believe that, you'll never be able to defeat him.\I know you were trying to do something, but I'm really sorry.\I'm in a hurry right now.\Y-You're kidding... response:	Is that Ritsu?
context: What are you doing with the normals when you're so powerful?\We are special beings.\And that's reality, not a dream.\As long as you believe that, you'll never be able to defeat him.\I know you were trying to do something, but I'm really sorry.\I'm in a hurry right now.\Y-You're kidding...\Is that Ritsu? response:	Why?
context: We are special beings.\And that's reality, not a dream.\As long as you believe that, you'll never be able to defeat him.\I know you were trying to do something, but I'm really sorry.\I'm in a hurry right now.\Y-You're kidding...\Is that Ritsu?\Why? response:	He's still breathing. Thank goodness...
context: And that's reality, not a dream.\As long as you believe that, you'll never be able to defeat him.\I know you were trying to do something, but I'm really sorry.\I'm in a hurry right now.\Y-You're kidding...\Is that Ritsu?\Why?\He's still breathing. Thank goodness... response:	But why?
context: As long as you believe that, you'll never be able to defeat him.\I know you were trying to do something, but I'm really sorry.\I'm in a hurry right now.\Y-You're kidding...\Is that Ritsu?\Why?\He's still breathing. Thank goodness...\But why? response:	Why does Ritsu have to go through this?
context: I know you were trying to do something, but I'm really sorry.\I'm in a hurry right now.\Y-You're kidding...\Is that Ritsu?\Why?\He's still breathing. Thank goodness...\But why?\Why does Ritsu have to go through this? response:	My little brother...
context: I'm in a hurry right now.\Y-You're kidding...\Is that Ritsu?\Why?\He's still breathing. Thank goodness...\But why?\Why does Ritsu have to go through this?\My little brother... response:	Unforgivable.
context: Y-You're kidding...\Is that Ritsu?\Why?\He's still breathing. Thank goodness...\But why?\Why does Ritsu have to go through this?\My little brother...\Unforgivable. response:	Oh? What's this situation?
context: Is that Ritsu?\Why?\He's still breathing. Thank goodness...\But why?\Why does Ritsu have to go through this?\My little brother...\Unforgivable.\Oh? What's this situation? response:	Have you already been defeated
context: Why?\He's still breathing. Thank goodness...\But why?\Why does Ritsu have to go through this?\My little brother...\Unforgivable.\Oh? What's this situation?\Have you already been defeated response:	before I even used my powers, boy?
context: He's still breathing. Thank goodness...\But why?\Why does Ritsu have to go through this?\My little brother...\Unforgivable.\Oh? What's this situation?\Have you already been defeated\before I even used my powers, boy? response:	Did you do this?
context: But why?\Why does Ritsu have to go through this?\My little brother...\Unforgivable.\Oh? What's this situation?\Have you already been defeated\before I even used my powers, boy?\Did you do this? response:	You're not hiding your hostility at all.
context: Why does Ritsu have to go through this?\My little brother...\Unforgivable.\Oh? What's this situation?\Have you already been defeated\before I even used my powers, boy?\Did you do this?\You're not hiding your hostility at all. response:	Then I'll show you even greater despair, free of charge.
context: My little brother...\Unforgivable.\Oh? What's this situation?\Have you already been defeated\before I even used my powers, boy?\Did you do this?\You're not hiding your hostility at all.\Then I'll show you even greater despair, free of charge. response:	No...
context: Unforgivable.\Oh? What's this situation?\Have you already been defeated\before I even used my powers, boy?\Did you do this?\You're not hiding your hostility at all.\Then I'll show you even greater despair, free of charge.\No... response:	This isn't real...
context: Oh? What's this situation?\Have you already been defeated\before I even used my powers, boy?\Did you do this?\You're not hiding your hostility at all.\Then I'll show you even greater despair, free of charge.\No...\This isn't real... response:	Rejection
context: Have you already been defeated\before I even used my powers, boy?\Did you do this?\You're not hiding your hostility at all.\Then I'll show you even greater despair, free of charge.\No...\This isn't real...\Rejection response:	Man, that was close.
context: before I even used my powers, boy?\Did you do this?\You're not hiding your hostility at all.\Then I'll show you even greater despair, free of charge.\No...\This isn't real...\Rejection\Man, that was close. response:	He managed to amplify the illusion Muto showed him and reversed it.
context: Did you do this?\You're not hiding your hostility at all.\Then I'll show you even greater despair, free of charge.\No...\This isn't real...\Rejection\Man, that was close.\He managed to amplify the illusion Muto showed him and reversed it. response:	I'm not sure if that was planned, or just his natural instincts.
context: You're not hiding your hostility at all.\Then I'll show you even greater despair, free of charge.\No...\This isn't real...\Rejection\Man, that was close.\He managed to amplify the illusion Muto showed him and reversed it.\I'm not sure if that was planned, or just his natural instincts. response:	He's pretty interesting, too.
context: Then I'll show you even greater despair, free of charge.\No...\This isn't real...\Rejection\Man, that was close.\He managed to amplify the illusion Muto showed him and reversed it.\I'm not sure if that was planned, or just his natural instincts.\He's pretty interesting, too. response:	It was totally worth using his brother as bait.
context: No...\This isn't real...\Rejection\Man, that was close.\He managed to amplify the illusion Muto showed him and reversed it.\I'm not sure if that was planned, or just his natural instincts.\He's pretty interesting, too.\It was totally worth using his brother as bait. response:	They're great brothers.
context: This isn't real...\Rejection\Man, that was close.\He managed to amplify the illusion Muto showed him and reversed it.\I'm not sure if that was planned, or just his natural instincts.\He's pretty interesting, too.\It was totally worth using his brother as bait.\They're great brothers. response:	Out of the eleven Scars, seven have been defeated.
context: Rejection\Man, that was close.\He managed to amplify the illusion Muto showed him and reversed it.\I'm not sure if that was planned, or just his natural instincts.\He's pretty interesting, too.\It was totally worth using his brother as bait.\They're great brothers.\Out of the eleven Scars, seven have been defeated. response:	How should I explain that to the boss?
context: Man, that was close.\He managed to amplify the illusion Muto showed him and reversed it.\I'm not sure if that was planned, or just his natural instincts.\He's pretty interesting, too.\It was totally worth using his brother as bait.\They're great brothers.\Out of the eleven Scars, seven have been defeated.\How should I explain that to the boss? response:	What's going on?
context: He managed to amplify the illusion Muto showed him and reversed it.\I'm not sure if that was planned, or just his natural instincts.\He's pretty interesting, too.\It was totally worth using his brother as bait.\They're great brothers.\Out of the eleven Scars, seven have been defeated.\How should I explain that to the boss?\What's going on? response:	Kageyama-kun lost?
context: I'm not sure if that was planned, or just his natural instincts.\He's pretty interesting, too.\It was totally worth using his brother as bait.\They're great brothers.\Out of the eleven Scars, seven have been defeated.\How should I explain that to the boss?\What's going on?\Kageyama-kun lost? response:	It can't be.
context: He's pretty interesting, too.\It was totally worth using his brother as bait.\They're great brothers.\Out of the eleven Scars, seven have been defeated.\How should I explain that to the boss?\What's going on?\Kageyama-kun lost?\It can't be. response:	The guy who carried those two here...
context: It was totally worth using his brother as bait.\They're great brothers.\Out of the eleven Scars, seven have been defeated.\How should I explain that to the boss?\What's going on?\Kageyama-kun lost?\It can't be.\The guy who carried those two here... response:	Did he actually...
context: They're great brothers.\Out of the eleven Scars, seven have been defeated.\How should I explain that to the boss?\What's going on?\Kageyama-kun lost?\It can't be.\The guy who carried those two here...\Did he actually... response:	What's up? Don't be scared!
context: Out of the eleven Scars, seven have been defeated.\How should I explain that to the boss?\What's going on?\Kageyama-kun lost?\It can't be.\The guy who carried those two here...\Did he actually...\What's up? Don't be scared! response:	There's no way he'd lose to someone like that!
context: How should I explain that to the boss?\What's going on?\Kageyama-kun lost?\It can't be.\The guy who carried those two here...\Did he actually...\What's up? Don't be scared!\There's no way he'd lose to someone like that! response:	I'm back! Oh?
context: What's going on?\Kageyama-kun lost?\It can't be.\The guy who carried those two here...\Did he actually...\What's up? Don't be scared!\There's no way he'd lose to someone like that!\I'm back! Oh? response:	I see you captured the other intruders, too.
context: Kageyama-kun lost?\It can't be.\The guy who carried those two here...\Did he actually...\What's up? Don't be scared!\There's no way he'd lose to someone like that!\I'm back! Oh?\I see you captured the other intruders, too. response:	You look happy.
context: It can't be.\The guy who carried those two here...\Did he actually...\What's up? Don't be scared!\There's no way he'd lose to someone like that!\I'm back! Oh?\I see you captured the other intruders, too.\You look happy. response:	Yes.
context: The guy who carried those two here...\Did he actually...\What's up? Don't be scared!\There's no way he'd lose to someone like that!\I'm back! Oh?\I see you captured the other intruders, too.\You look happy.\Yes. response:	One of the intruders was an evil spirit with a very strong ego.
context: Did he actually...\What's up? Don't be scared!\There's no way he'd lose to someone like that!\I'm back! Oh?\I see you captured the other intruders, too.\You look happy.\Yes.\One of the intruders was an evil spirit with a very strong ego. response:	Dimple-kun, too?
context: What's up? Don't be scared!\There's no way he'd lose to someone like that!\I'm back! Oh?\I see you captured the other intruders, too.\You look happy.\Yes.\One of the intruders was an evil spirit with a very strong ego.\Dimple-kun, too? response:	This poison jar has hundreds of evil spirits thrown in.
context: There's no way he'd lose to someone like that!\I'm back! Oh?\I see you captured the other intruders, too.\You look happy.\Yes.\One of the intruders was an evil spirit with a very strong ego.\Dimple-kun, too?\This poison jar has hundreds of evil spirits thrown in. response:	The one that survives after they devour one another becomes the ultimate pet.
context: I'm back! Oh?\I see you captured the other intruders, too.\You look happy.\Yes.\One of the intruders was an evil spirit with a very strong ego.\Dimple-kun, too?\This poison jar has hundreds of evil spirits thrown in.\The one that survives after they devour one another becomes the ultimate pet. response:	What is this place?
context: I see you captured the other intruders, too.\You look happy.\Yes.\One of the intruders was an evil spirit with a very strong ego.\Dimple-kun, too?\This poison jar has hundreds of evil spirits thrown in.\The one that survives after they devour one another becomes the ultimate pet.\What is this place? response:	Wait, stop...
context: You look happy.\Yes.\One of the intruders was an evil spirit with a very strong ego.\Dimple-kun, too?\This poison jar has hundreds of evil spirits thrown in.\The one that survives after they devour one another becomes the ultimate pet.\What is this place?\Wait, stop... response:	We can talk this out!
context: Yes.\One of the intruders was an evil spirit with a very strong ego.\Dimple-kun, too?\This poison jar has hundreds of evil spirits thrown in.\The one that survives after they devour one another becomes the ultimate pet.\What is this place?\Wait, stop...\We can talk this out! response:	W-Wait, even if you eat me, I have no nutritional value!
context: One of the intruders was an evil spirit with a very strong ego.\Dimple-kun, too?\This poison jar has hundreds of evil spirits thrown in.\The one that survives after they devour one another becomes the ultimate pet.\What is this place?\Wait, stop...\We can talk this out!\W-Wait, even if you eat me, I have no nutritional value! response:	Help me!
context: Dimple-kun, too?\This poison jar has hundreds of evil spirits thrown in.\The one that survives after they devour one another becomes the ultimate pet.\What is this place?\Wait, stop...\We can talk this out!\W-Wait, even if you eat me, I have no nutritional value!\Help me! response:	I see it. There's the exit!
context: This poison jar has hundreds of evil spirits thrown in.\The one that survives after they devour one another becomes the ultimate pet.\What is this place?\Wait, stop...\We can talk this out!\W-Wait, even if you eat me, I have no nutritional value!\Help me!\I see it. There's the exit! response:	Now we can call for help!
context: The one that survives after they devour one another becomes the ultimate pet.\What is this place?\Wait, stop...\We can talk this out!\W-Wait, even if you eat me, I have no nutritional value!\Help me!\I see it. There's the exit!\Now we can call for help! response:	Wait, stop! It's no use.
context: What is this place?\Wait, stop...\We can talk this out!\W-Wait, even if you eat me, I have no nutritional value!\Help me!\I see it. There's the exit!\Now we can call for help!\Wait, stop! It's no use. response:	What's wrong, Hoshino?
