context: Hm... response:	You could smell it from here?
context: I don't mind a little story, either.\I don't know any stories!\What a boring guy you are.\No wonder you can't get any girls.\I can't... deny that fact.\You have girls in your party, don't you?\Th-Three.\Make one of them yours. response:	Well, having all of them would be even better.
context: I don't know any stories!\What a boring guy you are.\No wonder you can't get any girls.\I can't... deny that fact.\You have girls in your party, don't you?\Th-Three.\Make one of them yours.\Well, having all of them would be even better. response:	Er... I'd rather not...
context: What a boring guy you are.\No wonder you can't get any girls.\I can't... deny that fact.\You have girls in your party, don't you?\Th-Three.\Make one of them yours.\Well, having all of them would be even better.\Er... I'd rather not... response:	You're at least interested in one of them, aren't you?
context: No wonder you can't get any girls.\I can't... deny that fact.\You have girls in your party, don't you?\Th-Three.\Make one of them yours.\Well, having all of them would be even better.\Er... I'd rather not...\You're at least interested in one of them, aren't you? response:	You just pictured someone, huh?
context: I can't... deny that fact.\You have girls in your party, don't you?\Th-Three.\Make one of them yours.\Well, having all of them would be even better.\Er... I'd rather not...\You're at least interested in one of them, aren't you?\You just pictured someone, huh? response:	Oh yeah, teacher...!
context: You have girls in your party, don't you?\Th-Three.\Make one of them yours.\Well, having all of them would be even better.\Er... I'd rather not...\You're at least interested in one of them, aren't you?\You just pictured someone, huh?\Oh yeah, teacher...! response:	I had something I wanted to... ask you about.
context: Th-Three.\Make one of them yours.\Well, having all of them would be even better.\Er... I'd rather not...\You're at least interested in one of them, aren't you?\You just pictured someone, huh?\Oh yeah, teacher...!\I had something I wanted to... ask you about. response:	It has to do with women, right?
context: Make one of them yours.\Well, having all of them would be even better.\Er... I'd rather not...\You're at least interested in one of them, aren't you?\You just pictured someone, huh?\Oh yeah, teacher...!\I had something I wanted to... ask you about.\It has to do with women, right? response:	That's not it.
context: Well, having all of them would be even better.\Er... I'd rather not...\You're at least interested in one of them, aren't you?\You just pictured someone, huh?\Oh yeah, teacher...!\I had something I wanted to... ask you about.\It has to do with women, right?\That's not it. response:	Oh-ho, you're changing the subject.
context: Er... I'd rather not...\You're at least interested in one of them, aren't you?\You just pictured someone, huh?\Oh yeah, teacher...!\I had something I wanted to... ask you about.\It has to do with women, right?\That's not it.\Oh-ho, you're changing the subject. response:	I don't have the energy to do that!
context: You're at least interested in one of them, aren't you?\You just pictured someone, huh?\Oh yeah, teacher...!\I had something I wanted to... ask you about.\It has to do with women, right?\That's not it.\Oh-ho, you're changing the subject.\I don't have the energy to do that! response:	I see.
context: You just pictured someone, huh?\Oh yeah, teacher...!\I had something I wanted to... ask you about.\It has to do with women, right?\That's not it.\Oh-ho, you're changing the subject.\I don't have the energy to do that!\I see. response:	That's a pretty good sign.
context: Oh yeah, teacher...!\I had something I wanted to... ask you about.\It has to do with women, right?\That's not it.\Oh-ho, you're changing the subject.\I don't have the energy to do that!\I see.\That's a pretty good sign. response:	A sign?
context: I had something I wanted to... ask you about.\It has to do with women, right?\That's not it.\Oh-ho, you're changing the subject.\I don't have the energy to do that!\I see.\That's a pretty good sign.\A sign? response:	However, do not get the wrong idea.
context: It has to do with women, right?\That's not it.\Oh-ho, you're changing the subject.\I don't have the energy to do that!\I see.\That's a pretty good sign.\A sign?\However, do not get the wrong idea. response:	It's not anything special.
context: That's not it.\Oh-ho, you're changing the subject.\I don't have the energy to do that!\I see.\That's a pretty good sign.\A sign?\However, do not get the wrong idea.\It's not anything special. response:	I can't get the wrong idea, because I have absolutely no idea what it is.
context: Oh-ho, you're changing the subject.\I don't have the energy to do that!\I see.\That's a pretty good sign.\A sign?\However, do not get the wrong idea.\It's not anything special.\I can't get the wrong idea, because I have absolutely no idea what it is. response:	How dull can you be?
context: I don't have the energy to do that!\I see.\That's a pretty good sign.\A sign?\However, do not get the wrong idea.\It's not anything special.\I can't get the wrong idea, because I have absolutely no idea what it is.\How dull can you be? response:	I guess you are an old cat, after all.
context: I see.\That's a pretty good sign.\A sign?\However, do not get the wrong idea.\It's not anything special.\I can't get the wrong idea, because I have absolutely no idea what it is.\How dull can you be?\I guess you are an old cat, after all. response:	Dull?
context: That's a pretty good sign.\A sign?\However, do not get the wrong idea.\It's not anything special.\I can't get the wrong idea, because I have absolutely no idea what it is.\How dull can you be?\I guess you are an old cat, after all.\Dull? response:	Dull!
context: A sign?\However, do not get the wrong idea.\It's not anything special.\I can't get the wrong idea, because I have absolutely no idea what it is.\How dull can you be?\I guess you are an old cat, after all.\Dull?\Dull! response:	Although your intuition isn't bad.
context: However, do not get the wrong idea.\It's not anything special.\I can't get the wrong idea, because I have absolutely no idea what it is.\How dull can you be?\I guess you are an old cat, after all.\Dull?\Dull!\Although your intuition isn't bad. response:	Anybody who's gained a lot of experience will see that streak of light at least once or twice.
context: It's not anything special.\I can't get the wrong idea, because I have absolutely no idea what it is.\How dull can you be?\I guess you are an old cat, after all.\Dull?\Dull!\Although your intuition isn't bad.\Anybody who's gained a lot of experience will see that streak of light at least once or twice. response:	In my case... it's not once a day... but I do see it pretty often
context: I can't get the wrong idea, because I have absolutely no idea what it is.\How dull can you be?\I guess you are an old cat, after all.\Dull?\Dull!\Although your intuition isn't bad.\Anybody who's gained a lot of experience will see that streak of light at least once or twice.\In my case... it's not once a day... but I do see it pretty often response:	That's not unheard of.
context: How dull can you be?\I guess you are an old cat, after all.\Dull?\Dull!\Although your intuition isn't bad.\Anybody who's gained a lot of experience will see that streak of light at least once or twice.\In my case... it's not once a day... but I do see it pretty often\That's not unheard of. response:	It differs greatly from person to person.
context: I guess you are an old cat, after all.\Dull?\Dull!\Although your intuition isn't bad.\Anybody who's gained a lot of experience will see that streak of light at least once or twice.\In my case... it's not once a day... but I do see it pretty often\That's not unheard of.\It differs greatly from person to person. response:	How about you?
context: Dull?\Dull!\Although your intuition isn't bad.\Anybody who's gained a lot of experience will see that streak of light at least once or twice.\In my case... it's not once a day... but I do see it pretty often\That's not unheard of.\It differs greatly from person to person.\How about you? response:	I see it here and there.
context: Dull!\Although your intuition isn't bad.\Anybody who's gained a lot of experience will see that streak of light at least once or twice.\In my case... it's not once a day... but I do see it pretty often\That's not unheard of.\It differs greatly from person to person.\How about you?\I see it here and there. response:	It's not something you can see just by concentrating.
context: Although your intuition isn't bad.\Anybody who's gained a lot of experience will see that streak of light at least once or twice.\In my case... it's not once a day... but I do see it pretty often\That's not unheard of.\It differs greatly from person to person.\How about you?\I see it here and there.\It's not something you can see just by concentrating. response:	I see...
context: Anybody who's gained a lot of experience will see that streak of light at least once or twice.\In my case... it's not once a day... but I do see it pretty often\That's not unheard of.\It differs greatly from person to person.\How about you?\I see it here and there.\It's not something you can see just by concentrating.\I see... response:	To see it with more certainty, you need to improve your technique.
context: In my case... it's not once a day... but I do see it pretty often\That's not unheard of.\It differs greatly from person to person.\How about you?\I see it here and there.\It's not something you can see just by concentrating.\I see...\To see it with more certainty, you need to improve your technique. response:	Your physical strength, too.
context: That's not unheard of.\It differs greatly from person to person.\How about you?\I see it here and there.\It's not something you can see just by concentrating.\I see...\To see it with more certainty, you need to improve your technique.\Your physical strength, too. response:	Y-Yes, ma'am!
context: It differs greatly from person to person.\How about you?\I see it here and there.\It's not something you can see just by concentrating.\I see...\To see it with more certainty, you need to improve your technique.\Your physical strength, too.\Y-Yes, ma'am! response:	If you have enough breath to say you don't have energy, I haven't pushed you far enough!
context: How about you?\I see it here and there.\It's not something you can see just by concentrating.\I see...\To see it with more certainty, you need to improve your technique.\Your physical strength, too.\Y-Yes, ma'am!\If you have enough breath to say you don't have energy, I haven't pushed you far enough! response:	It looks like a normal mountain.
context: I see it here and there.\It's not something you can see just by concentrating.\I see...\To see it with more certainty, you need to improve your technique.\Your physical strength, too.\Y-Yes, ma'am!\If you have enough breath to say you don't have energy, I haven't pushed you far enough!\It looks like a normal mountain. response:	Yeah.
context: It's not something you can see just by concentrating.\I see...\To see it with more certainty, you need to improve your technique.\Your physical strength, too.\Y-Yes, ma'am!\If you have enough breath to say you don't have energy, I haven't pushed you far enough!\It looks like a normal mountain.\Yeah. response:	Long ago, the Cyrene Mine was developed when the Arabikia Kingdom of humans...
context: I see...\To see it with more certainty, you need to improve your technique.\Your physical strength, too.\Y-Yes, ma'am!\If you have enough breath to say you don't have energy, I haven't pushed you far enough!\It looks like a normal mountain.\Yeah.\Long ago, the Cyrene Mine was developed when the Arabikia Kingdom of humans... response:	Under the command of No Life King, a party of kobolds ousted the humans and seized the Cyrene Mine.
context: To see it with more certainty, you need to improve your technique.\Your physical strength, too.\Y-Yes, ma'am!\If you have enough breath to say you don't have energy, I haven't pushed you far enough!\It looks like a normal mountain.\Yeah.\Long ago, the Cyrene Mine was developed when the Arabikia Kingdom of humans...\Under the command of No Life King, a party of kobolds ousted the humans and seized the Cyrene Mine. response:	The kobolds have been living in the mine since.
context: Your physical strength, too.\Y-Yes, ma'am!\If you have enough breath to say you don't have energy, I haven't pushed you far enough!\It looks like a normal mountain.\Yeah.\Long ago, the Cyrene Mine was developed when the Arabikia Kingdom of humans...\Under the command of No Life King, a party of kobolds ousted the humans and seized the Cyrene Mine.\The kobolds have been living in the mine since. response:	All right.
context: Y-Yes, ma'am!\If you have enough breath to say you don't have energy, I haven't pushed you far enough!\It looks like a normal mountain.\Yeah.\Long ago, the Cyrene Mine was developed when the Arabikia Kingdom of humans...\Under the command of No Life King, a party of kobolds ousted the humans and seized the Cyrene Mine.\The kobolds have been living in the mine since.\All right. response:	Let's go.
context: If you have enough breath to say you don't have energy, I haven't pushed you far enough!\It looks like a normal mountain.\Yeah.\Long ago, the Cyrene Mine was developed when the Arabikia Kingdom of humans...\Under the command of No Life King, a party of kobolds ousted the humans and seized the Cyrene Mine.\The kobolds have been living in the mine since.\All right.\Let's go. response:	When I try touching
context: It looks like a normal mountain.\Yeah.\Long ago, the Cyrene Mine was developed when the Arabikia Kingdom of humans...\Under the command of No Life King, a party of kobolds ousted the humans and seized the Cyrene Mine.\The kobolds have been living in the mine since.\All right.\Let's go.\When I try touching response:	the dry air after a rain,
context: Yeah.\Long ago, the Cyrene Mine was developed when the Arabikia Kingdom of humans...\Under the command of No Life King, a party of kobolds ousted the humans and seized the Cyrene Mine.\The kobolds have been living in the mine since.\All right.\Let's go.\When I try touching\the dry air after a rain, response:	like a sprouting flower,
context: Long ago, the Cyrene Mine was developed when the Arabikia Kingdom of humans...\Under the command of No Life King, a party of kobolds ousted the humans and seized the Cyrene Mine.\The kobolds have been living in the mine since.\All right.\Let's go.\When I try touching\the dry air after a rain,\like a sprouting flower, response:	fragments of memories overflow.
context: Under the command of No Life King, a party of kobolds ousted the humans and seized the Cyrene Mine.\The kobolds have been living in the mine since.\All right.\Let's go.\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow. response:	The warmth you gave this hand
context: The kobolds have been living in the mine since.\All right.\Let's go.\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand response:	led me to a future I can treasure
context: All right.\Let's go.\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure response:	always.
context: Let's go.\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always. response:	I chased your voice.
context: When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice. response:	I wonder when you became so strong.
context: the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong. response:	I will probably find what I searched the vast world for
context: like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for response:	at the end of this journey.
context: fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey. response:	Grimgar of Fantasy and Ash
context: The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash response:	How to Rest
context: led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\How to Rest response:	Grimgar of Fantasy and Ash
context: always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\How to Rest\Grimgar of Fantasy and Ash response:	I'm Not Fit to Be a Leader
context: I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\How to Rest\Grimgar of Fantasy and Ash\I'm Not Fit to Be a Leader response:	Also check out!
context: I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\How to Rest\Grimgar of Fantasy and Ash\I'm Not Fit to Be a Leader\Also check out! response:	Goblin's
context: I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\How to Rest\Grimgar of Fantasy and Ash\I'm Not Fit to Be a Leader\Also check out!\Goblin's response:	Journey
context: at the end of this journey.\Grimgar of Fantasy and Ash\How to Rest\Grimgar of Fantasy and Ash\I'm Not Fit to Be a Leader\Also check out!\Goblin's\Journey response:	Now serialized on the official anime web site.
