context: Tomoe believes that humans are fleeting and frail, response:	and he fears getting involved with them.
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	(The pulse of love)
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\(The pulse of love) response:	(The pulse of love)
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\(The pulse of love)\(The pulse of love) response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\(The pulse of love)\(The pulse of love)\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\(The pulse of love)\(The pulse of love)\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\(The pulse of love)\(The pulse of love)\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\(The pulse of love)\(The pulse of love)\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\(The pulse of love)\(The pulse of love)\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: (The pulse of love)\(The pulse of love)\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: (The pulse of love)\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	A soft magic
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\A soft magic response:	A soft magic
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\A soft magic\A soft magic response:	(A soft)
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\A soft magic\A soft magic\(A soft) response:	(A soft)
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\A soft magic\A soft magic\(A soft)\(A soft) response:	(Magic)
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\A soft magic\A soft magic\(A soft)\(A soft)\(Magic) response:	(Magic)
context: Ooh! S-So cute!\Ooh! S-So cute!\A soft magic\A soft magic\(A soft)\(A soft)\(Magic)\(Magic) response:	Lips that lie
context: Ooh! S-So cute!\A soft magic\A soft magic\(A soft)\(A soft)\(Magic)\(Magic)\Lips that lie response:	Lips that lie
context: A soft magic\A soft magic\(A soft)\(A soft)\(Magic)\(Magic)\Lips that lie\Lips that lie response:	Yes, laid one upon the other
context: A soft magic\(A soft)\(A soft)\(Magic)\(Magic)\Lips that lie\Lips that lie\Yes, laid one upon the other response:	Yes, laid one upon the other
context: (A soft)\(A soft)\(Magic)\(Magic)\Lips that lie\Lips that lie\Yes, laid one upon the other\Yes, laid one upon the other response:	You know
context: (A soft)\(Magic)\(Magic)\Lips that lie\Lips that lie\Yes, laid one upon the other\Yes, laid one upon the other\You know response:	You know
context: (Magic)\(Magic)\Lips that lie\Lips that lie\Yes, laid one upon the other\Yes, laid one upon the other\You know\You know response:	Please, dear God
context: (Magic)\Lips that lie\Lips that lie\Yes, laid one upon the other\Yes, laid one upon the other\You know\You know\Please, dear God response:	Please, dear God
context: Lips that lie\Lips that lie\Yes, laid one upon the other\Yes, laid one upon the other\You know\You know\Please, dear God\Please, dear God response:	Right now I'm being good,
context: Lips that lie\Yes, laid one upon the other\Yes, laid one upon the other\You know\You know\Please, dear God\Please, dear God\Right now I'm being good, response:	Right now I'm being good,
context: Yes, laid one upon the other\Yes, laid one upon the other\You know\You know\Please, dear God\Please, dear God\Right now I'm being good,\Right now I'm being good, response:	so I'm begging you
context: Yes, laid one upon the other\You know\You know\Please, dear God\Please, dear God\Right now I'm being good,\Right now I'm being good,\so I'm begging you response:	so I'm begging you
context: You know\You know\Please, dear God\Please, dear God\Right now I'm being good,\Right now I'm being good,\so I'm begging you\so I'm begging you response:	Let me be unfair for once,
context: You know\Please, dear God\Please, dear God\Right now I'm being good,\Right now I'm being good,\so I'm begging you\so I'm begging you\Let me be unfair for once, response:	Let me be unfair for once,
context: Please, dear God\Please, dear God\Right now I'm being good,\Right now I'm being good,\so I'm begging you\so I'm begging you\Let me be unfair for once,\Let me be unfair for once, response:	and when I want to be good anyway,
context: Please, dear God\Right now I'm being good,\Right now I'm being good,\so I'm begging you\so I'm begging you\Let me be unfair for once,\Let me be unfair for once,\and when I want to be good anyway, response:	and when I want to be good anyway,
context: Right now I'm being good,\Right now I'm being good,\so I'm begging you\so I'm begging you\Let me be unfair for once,\Let me be unfair for once,\and when I want to be good anyway,\and when I want to be good anyway, response:	blow up my skirt
context: Right now I'm being good,\so I'm begging you\so I'm begging you\Let me be unfair for once,\Let me be unfair for once,\and when I want to be good anyway,\and when I want to be good anyway,\blow up my skirt response:	blow up my skirt
context: so I'm begging you\so I'm begging you\Let me be unfair for once,\Let me be unfair for once,\and when I want to be good anyway,\and when I want to be good anyway,\blow up my skirt\blow up my skirt response:	and I'll go back
context: so I'm begging you\Let me be unfair for once,\Let me be unfair for once,\and when I want to be good anyway,\and when I want to be good anyway,\blow up my skirt\blow up my skirt\and I'll go back response:	and I'll go back
context: Let me be unfair for once,\Let me be unfair for once,\and when I want to be good anyway,\and when I want to be good anyway,\blow up my skirt\blow up my skirt\and I'll go back\and I'll go back response:	Looks like Saturday is going to be clear
context: Let me be unfair for once,\and when I want to be good anyway,\and when I want to be good anyway,\blow up my skirt\blow up my skirt\and I'll go back\and I'll go back\Looks like Saturday is going to be clear response:	Looks like Saturday is going to be clear
context: and when I want to be good anyway,\and when I want to be good anyway,\blow up my skirt\blow up my skirt\and I'll go back\and I'll go back\Looks like Saturday is going to be clear\Looks like Saturday is going to be clear response:	I've started the being a god thing
context: and when I want to be good anyway,\blow up my skirt\blow up my skirt\and I'll go back\and I'll go back\Looks like Saturday is going to be clear\Looks like Saturday is going to be clear\I've started the being a god thing response:	I've started the being a god thing
context: blow up my skirt\blow up my skirt\and I'll go back\and I'll go back\Looks like Saturday is going to be clear\Looks like Saturday is going to be clear\I've started the being a god thing\I've started the being a god thing response:	Welco...
context: blow up my skirt\and I'll go back\and I'll go back\Looks like Saturday is going to be clear\Looks like Saturday is going to be clear\I've started the being a god thing\I've started the being a god thing\Welco... response:	Oh!
context: and I'll go back\and I'll go back\Looks like Saturday is going to be clear\Looks like Saturday is going to be clear\I've started the being a god thing\I've started the being a god thing\Welco...\Oh! response:	Kota!
context: and I'll go back\Looks like Saturday is going to be clear\Looks like Saturday is going to be clear\I've started the being a god thing\I've started the being a god thing\Welco...\Oh!\Kota! response:	Long time no see, Kotarou.
context: Looks like Saturday is going to be clear\Looks like Saturday is going to be clear\I've started the being a god thing\I've started the being a god thing\Welco...\Oh!\Kota!\Long time no see, Kotarou. response:	Himemiko!
context: Looks like Saturday is going to be clear\I've started the being a god thing\I've started the being a god thing\Welco...\Oh!\Kota!\Long time no see, Kotarou.\Himemiko! response:	Kota, the usual, please.
context: I've started the being a god thing\I've started the being a god thing\Welco...\Oh!\Kota!\Long time no see, Kotarou.\Himemiko!\Kota, the usual, please. response:	Yeah, you got it.
context: I've started the being a god thing\Welco...\Oh!\Kota!\Long time no see, Kotarou.\Himemiko!\Kota, the usual, please.\Yeah, you got it. response:	Hey, I'm here too.
context: Welco...\Oh!\Kota!\Long time no see, Kotarou.\Himemiko!\Kota, the usual, please.\Yeah, you got it.\Hey, I'm here too. response:	Manager! The usual!
context: Oh!\Kota!\Long time no see, Kotarou.\Himemiko!\Kota, the usual, please.\Yeah, you got it.\Hey, I'm here too.\Manager! The usual! response:	You come here often?
context: Kota!\Long time no see, Kotarou.\Himemiko!\Kota, the usual, please.\Yeah, you got it.\Hey, I'm here too.\Manager! The usual!\You come here often? response:	Yes, I do.
context: Long time no see, Kotarou.\Himemiko!\Kota, the usual, please.\Yeah, you got it.\Hey, I'm here too.\Manager! The usual!\You come here often?\Yes, I do. response:	The usual doesn't tell me anything!
context: Himemiko!\Kota, the usual, please.\Yeah, you got it.\Hey, I'm here too.\Manager! The usual!\You come here often?\Yes, I do.\The usual doesn't tell me anything! response:	So things are still going well with you two.
context: Kota, the usual, please.\Yeah, you got it.\Hey, I'm here too.\Manager! The usual!\You come here often?\Yes, I do.\The usual doesn't tell me anything!\So things are still going well with you two. response:	I'm relieved.
context: Yeah, you got it.\Hey, I'm here too.\Manager! The usual!\You come here often?\Yes, I do.\The usual doesn't tell me anything!\So things are still going well with you two.\I'm relieved. response:	Nanami, did something happen in Izumo?
context: Hey, I'm here too.\Manager! The usual!\You come here often?\Yes, I do.\The usual doesn't tell me anything!\So things are still going well with you two.\I'm relieved.\Nanami, did something happen in Izumo? response:	Thou can tell me.
context: Manager! The usual!\You come here often?\Yes, I do.\The usual doesn't tell me anything!\So things are still going well with you two.\I'm relieved.\Nanami, did something happen in Izumo?\Thou can tell me. response:	What?
context: You come here often?\Yes, I do.\The usual doesn't tell me anything!\So things are still going well with you two.\I'm relieved.\Nanami, did something happen in Izumo?\Thou can tell me.\What? response:	In Izumo, I was told...
context: Yes, I do.\The usual doesn't tell me anything!\So things are still going well with you two.\I'm relieved.\Nanami, did something happen in Izumo?\Thou can tell me.\What?\In Izumo, I was told... response:	that the gravity of our feelings is different for humans and spirit kind.
context: The usual doesn't tell me anything!\So things are still going well with you two.\I'm relieved.\Nanami, did something happen in Izumo?\Thou can tell me.\What?\In Izumo, I was told...\that the gravity of our feelings is different for humans and spirit kind. response:	You guys hold on to one love in your hearts forever.
context: So things are still going well with you two.\I'm relieved.\Nanami, did something happen in Izumo?\Thou can tell me.\What?\In Izumo, I was told...\that the gravity of our feelings is different for humans and spirit kind.\You guys hold on to one love in your hearts forever. response:	Forever. Long after I'm dead.
context: I'm relieved.\Nanami, did something happen in Izumo?\Thou can tell me.\What?\In Izumo, I was told...\that the gravity of our feelings is different for humans and spirit kind.\You guys hold on to one love in your hearts forever.\Forever. Long after I'm dead. response:	When I thought about that,
context: Nanami, did something happen in Izumo?\Thou can tell me.\What?\In Izumo, I was told...\that the gravity of our feelings is different for humans and spirit kind.\You guys hold on to one love in your hearts forever.\Forever. Long after I'm dead.\When I thought about that, response:	I couldn't say frivolous things to Tomoe anymore.
context: Thou can tell me.\What?\In Izumo, I was told...\that the gravity of our feelings is different for humans and spirit kind.\You guys hold on to one love in your hearts forever.\Forever. Long after I'm dead.\When I thought about that,\I couldn't say frivolous things to Tomoe anymore. response:	Thou art incorrect, Nanami.
context: What?\In Izumo, I was told...\that the gravity of our feelings is different for humans and spirit kind.\You guys hold on to one love in your hearts forever.\Forever. Long after I'm dead.\When I thought about that,\I couldn't say frivolous things to Tomoe anymore.\Thou art incorrect, Nanami. response:	What?
context: In Izumo, I was told...\that the gravity of our feelings is different for humans and spirit kind.\You guys hold on to one love in your hearts forever.\Forever. Long after I'm dead.\When I thought about that,\I couldn't say frivolous things to Tomoe anymore.\Thou art incorrect, Nanami.\What? response:	If thou dost not speak, no one shall be happy.
context: that the gravity of our feelings is different for humans and spirit kind.\You guys hold on to one love in your hearts forever.\Forever. Long after I'm dead.\When I thought about that,\I couldn't say frivolous things to Tomoe anymore.\Thou art incorrect, Nanami.\What?\If thou dost not speak, no one shall be happy. response:	My darling Kota and I are only together because thou took action.
