context: As you are aware, response:	you have final exams starting next month.
context: Trying to find a new manager...\Haikyu!!\Haikyu!!\Wow... She's so pretty.\Even at the Inter-High prelims,\So, she's a third-year...\She's so pretty.\they were neck-and-neck with Aoba Johsai, who actually made it to the finals. response:	The mole by her mouth is sexy, too.
context: Haikyu!!\Haikyu!!\Wow... She's so pretty.\Even at the Inter-High prelims,\So, she's a third-year...\She's so pretty.\they were neck-and-neck with Aoba Johsai, who actually made it to the finals.\The mole by her mouth is sexy, too. response:	So pretty.
context: Haikyu!!\Wow... She's so pretty.\Even at the Inter-High prelims,\So, she's a third-year...\She's so pretty.\they were neck-and-neck with Aoba Johsai, who actually made it to the finals.\The mole by her mouth is sexy, too.\So pretty. response:	Though we do have quite a few troublemakers,
context: Wow... She's so pretty.\Even at the Inter-High prelims,\So, she's a third-year...\She's so pretty.\they were neck-and-neck with Aoba Johsai, who actually made it to the finals.\The mole by her mouth is sexy, too.\So pretty.\Though we do have quite a few troublemakers, response:	Her hair is silky-smooth.
context: Even at the Inter-High prelims,\So, she's a third-year...\She's so pretty.\they were neck-and-neck with Aoba Johsai, who actually made it to the finals.\The mole by her mouth is sexy, too.\So pretty.\Though we do have quite a few troublemakers,\Her hair is silky-smooth. response:	but I'm sure you'll find that they're a team you want to root for.
context: So, she's a third-year...\She's so pretty.\they were neck-and-neck with Aoba Johsai, who actually made it to the finals.\The mole by her mouth is sexy, too.\So pretty.\Though we do have quite a few troublemakers,\Her hair is silky-smooth.\but I'm sure you'll find that they're a team you want to root for. response:	Everyone's totally staring at her, too.
context: She's so pretty.\they were neck-and-neck with Aoba Johsai, who actually made it to the finals.\The mole by her mouth is sexy, too.\So pretty.\Though we do have quite a few troublemakers,\Her hair is silky-smooth.\but I'm sure you'll find that they're a team you want to root for.\Everyone's totally staring at her, too. response:	So, why don't we try a trial membership?
context: they were neck-and-neck with Aoba Johsai, who actually made it to the finals.\The mole by her mouth is sexy, too.\So pretty.\Though we do have quite a few troublemakers,\Her hair is silky-smooth.\but I'm sure you'll find that they're a team you want to root for.\Everyone's totally staring at her, too.\So, why don't we try a trial membership? response:	Huh?! Sure!
context: The mole by her mouth is sexy, too.\So pretty.\Though we do have quite a few troublemakers,\Her hair is silky-smooth.\but I'm sure you'll find that they're a team you want to root for.\Everyone's totally staring at her, too.\So, why don't we try a trial membership?\Huh?! Sure! response:	Really?! Thank you so much!
context: So pretty.\Though we do have quite a few troublemakers,\Her hair is silky-smooth.\but I'm sure you'll find that they're a team you want to root for.\Everyone's totally staring at her, too.\So, why don't we try a trial membership?\Huh?! Sure!\Really?! Thank you so much! response:	Then I'll come by again after school.
context: Though we do have quite a few troublemakers,\Her hair is silky-smooth.\but I'm sure you'll find that they're a team you want to root for.\Everyone's totally staring at her, too.\So, why don't we try a trial membership?\Huh?! Sure!\Really?! Thank you so much!\Then I'll come by again after school. response:	So you found a new person!
context: Her hair is silky-smooth.\but I'm sure you'll find that they're a team you want to root for.\Everyone's totally staring at her, too.\So, why don't we try a trial membership?\Huh?! Sure!\Really?! Thank you so much!\Then I'll come by again after school.\So you found a new person! response:	What's up?
context: but I'm sure you'll find that they're a team you want to root for.\Everyone's totally staring at her, too.\So, why don't we try a trial membership?\Huh?! Sure!\Really?! Thank you so much!\Then I'll come by again after school.\So you found a new person!\What's up? response:	What's going on?
context: Everyone's totally staring at her, too.\So, why don't we try a trial membership?\Huh?! Sure!\Really?! Thank you so much!\Then I'll come by again after school.\So you found a new person!\What's up?\What's going on? response:	Um, she's joining the club on a trial basis as the new manager...
context: So, why don't we try a trial membership?\Huh?! Sure!\Really?! Thank you so much!\Then I'll come by again after school.\So you found a new person!\What's up?\What's going on?\Um, she's joining the club on a trial basis as the new manager... response:	I-I'm Yachi Hitoka!
context: Huh?! Sure!\Really?! Thank you so much!\Then I'll come by again after school.\So you found a new person!\What's up?\What's going on?\Um, she's joining the club on a trial basis as the new manager...\I-I'm Yachi Hitoka! response:	Seriously? That's awesome!
context: Really?! Thank you so much!\Then I'll come by again after school.\So you found a new person!\What's up?\What's going on?\Um, she's joining the club on a trial basis as the new manager...\I-I'm Yachi Hitoka!\Seriously? That's awesome! response:	Nice job, Shimizu-senpai!
context: Then I'll come by again after school.\So you found a new person!\What's up?\What's going on?\Um, she's joining the club on a trial basis as the new manager...\I-I'm Yachi Hitoka!\Seriously? That's awesome!\Nice job, Shimizu-senpai! response:	So cute...
context: So you found a new person!\What's up?\What's going on?\Um, she's joining the club on a trial basis as the new manager...\I-I'm Yachi Hitoka!\Seriously? That's awesome!\Nice job, Shimizu-senpai!\So cute... response:	You're a first-year?
context: What's up?\What's going on?\Um, she's joining the club on a trial basis as the new manager...\I-I'm Yachi Hitoka!\Seriously? That's awesome!\Nice job, Shimizu-senpai!\So cute...\You're a first-year? response:	I-I'm in Class 1-5, sir!
context: What's going on?\Um, she's joining the club on a trial basis as the new manager...\I-I'm Yachi Hitoka!\Seriously? That's awesome!\Nice job, Shimizu-senpai!\So cute...\You're a first-year?\I-I'm in Class 1-5, sir! response:	Sir?
context: Um, she's joining the club on a trial basis as the new manager...\I-I'm Yachi Hitoka!\Seriously? That's awesome!\Nice job, Shimizu-senpai!\So cute...\You're a first-year?\I-I'm in Class 1-5, sir!\Sir? response:	Asahi, back up a bit.
context: I-I'm Yachi Hitoka!\Seriously? That's awesome!\Nice job, Shimizu-senpai!\So cute...\You're a first-year?\I-I'm in Class 1-5, sir!\Sir?\Asahi, back up a bit. response:	Huh?
context: Seriously? That's awesome!\Nice job, Shimizu-senpai!\So cute...\You're a first-year?\I-I'm in Class 1-5, sir!\Sir?\Asahi, back up a bit.\Huh? response:	Hey!
context: Nice job, Shimizu-senpai!\So cute...\You're a first-year?\I-I'm in Class 1-5, sir!\Sir?\Asahi, back up a bit.\Huh?\Hey! response:	Don't stare like that! It's rude.
context: So cute...\You're a first-year?\I-I'm in Class 1-5, sir!\Sir?\Asahi, back up a bit.\Huh?\Hey!\Don't stare like that! It's rude. response:	Thank goodness.
context: You're a first-year?\I-I'm in Class 1-5, sir!\Sir?\Asahi, back up a bit.\Huh?\Hey!\Don't stare like that! It's rude.\Thank goodness. response:	Now there'll be a manager next year, too.
context: I-I'm in Class 1-5, sir!\Sir?\Asahi, back up a bit.\Huh?\Hey!\Don't stare like that! It's rude.\Thank goodness.\Now there'll be a manager next year, too. response:	Yes!
context: Sir?\Asahi, back up a bit.\Huh?\Hey!\Don't stare like that! It's rude.\Thank goodness.\Now there'll be a manager next year, too.\Yes! response:	Sh-She hasn't actually joined yet.
context: Asahi, back up a bit.\Huh?\Hey!\Don't stare like that! It's rude.\Thank goodness.\Now there'll be a manager next year, too.\Yes!\Sh-She hasn't actually joined yet. response:	I asked her suddenly today,
context: Huh?\Hey!\Don't stare like that! It's rude.\Thank goodness.\Now there'll be a manager next year, too.\Yes!\Sh-She hasn't actually joined yet.\I asked her suddenly today, response:	and before work with the membership committee,
context: Hey!\Don't stare like that! It's rude.\Thank goodness.\Now there'll be a manager next year, too.\Yes!\Sh-She hasn't actually joined yet.\I asked her suddenly today,\and before work with the membership committee, response:	so she's just dropping in to say hi today.
context: Don't stare like that! It's rude.\Thank goodness.\Now there'll be a manager next year, too.\Yes!\Sh-She hasn't actually joined yet.\I asked her suddenly today,\and before work with the membership committee,\so she's just dropping in to say hi today. response:	I-It's a pleasure to meet you!
context: Thank goodness.\Now there'll be a manager next year, too.\Yes!\Sh-She hasn't actually joined yet.\I asked her suddenly today,\and before work with the membership committee,\so she's just dropping in to say hi today.\I-It's a pleasure to meet you! response:	Same!
context: Now there'll be a manager next year, too.\Yes!\Sh-She hasn't actually joined yet.\I asked her suddenly today,\and before work with the membership committee,\so she's just dropping in to say hi today.\I-It's a pleasure to meet you!\Same! response:	Could you not surround her until she's more comfortable?
context: Yes!\Sh-She hasn't actually joined yet.\I asked her suddenly today,\and before work with the membership committee,\so she's just dropping in to say hi today.\I-It's a pleasure to meet you!\Same!\Could you not surround her until she's more comfortable? response:	S-Sorry for the intrusion.
context: Sh-She hasn't actually joined yet.\I asked her suddenly today,\and before work with the membership committee,\so she's just dropping in to say hi today.\I-It's a pleasure to meet you!\Same!\Could you not surround her until she's more comfortable?\S-Sorry for the intrusion. response:	Shimizu.
context: I asked her suddenly today,\and before work with the membership committee,\so she's just dropping in to say hi today.\I-It's a pleasure to meet you!\Same!\Could you not surround her until she's more comfortable?\S-Sorry for the intrusion.\Shimizu. response:	So you were looking for a new manager...
context: and before work with the membership committee,\so she's just dropping in to say hi today.\I-It's a pleasure to meet you!\Same!\Could you not surround her until she's more comfortable?\S-Sorry for the intrusion.\Shimizu.\So you were looking for a new manager... response:	Yeah.
context: so she's just dropping in to say hi today.\I-It's a pleasure to meet you!\Same!\Could you not surround her until she's more comfortable?\S-Sorry for the intrusion.\Shimizu.\So you were looking for a new manager...\Yeah. response:	I didn't think we got enough response when we tried to find people in April.
context: I-It's a pleasure to meet you!\Same!\Could you not surround her until she's more comfortable?\S-Sorry for the intrusion.\Shimizu.\So you were looking for a new manager...\Yeah.\I didn't think we got enough response when we tried to find people in April. response:	I thought it was important to find someone to carry on as manager,
context: Same!\Could you not surround her until she's more comfortable?\S-Sorry for the intrusion.\Shimizu.\So you were looking for a new manager...\Yeah.\I didn't think we got enough response when we tried to find people in April.\I thought it was important to find someone to carry on as manager, response:	especially with Karasuno getting so much stronger.
context: Could you not surround her until she's more comfortable?\S-Sorry for the intrusion.\Shimizu.\So you were looking for a new manager...\Yeah.\I didn't think we got enough response when we tried to find people in April.\I thought it was important to find someone to carry on as manager,\especially with Karasuno getting so much stronger. response:	Shimizu-san!
context: S-Sorry for the intrusion.\Shimizu.\So you were looking for a new manager...\Yeah.\I didn't think we got enough response when we tried to find people in April.\I thought it was important to find someone to carry on as manager,\especially with Karasuno getting so much stronger.\Shimizu-san! response:	Kiyoko-san!
context: Shimizu.\So you were looking for a new manager...\Yeah.\I didn't think we got enough response when we tried to find people in April.\I thought it was important to find someone to carry on as manager,\especially with Karasuno getting so much stronger.\Shimizu-san!\Kiyoko-san! response:	I just came on a whim, but there were so many big guys!
context: So you were looking for a new manager...\Yeah.\I didn't think we got enough response when we tried to find people in April.\I thought it was important to find someone to carry on as manager,\especially with Karasuno getting so much stronger.\Shimizu-san!\Kiyoko-san!\I just came on a whim, but there were so many big guys! response:	What am I going to do tomorrow?
context: Yeah.\I didn't think we got enough response when we tried to find people in April.\I thought it was important to find someone to carry on as manager,\especially with Karasuno getting so much stronger.\Shimizu-san!\Kiyoko-san!\I just came on a whim, but there were so many big guys!\What am I going to do tomorrow? response:	I stood next to that pretty lady for like two minutes...
context: I didn't think we got enough response when we tried to find people in April.\I thought it was important to find someone to carry on as manager,\especially with Karasuno getting so much stronger.\Shimizu-san!\Kiyoko-san!\I just came on a whim, but there were so many big guys!\What am I going to do tomorrow?\I stood next to that pretty lady for like two minutes... response:	What if her fans try to kill me?!
context: I thought it was important to find someone to carry on as manager,\especially with Karasuno getting so much stronger.\Shimizu-san!\Kiyoko-san!\I just came on a whim, but there were so many big guys!\What am I going to do tomorrow?\I stood next to that pretty lady for like two minutes...\What if her fans try to kill me?! response:	What's the matter?
context: especially with Karasuno getting so much stronger.\Shimizu-san!\Kiyoko-san!\I just came on a whim, but there were so many big guys!\What am I going to do tomorrow?\I stood next to that pretty lady for like two minutes...\What if her fans try to kill me?!\What's the matter? response:	Blonde hair and pierced ears!
context: Shimizu-san!\Kiyoko-san!\I just came on a whim, but there were so many big guys!\What am I going to do tomorrow?\I stood next to that pretty lady for like two minutes...\What if her fans try to kill me?!\What's the matter?\Blonde hair and pierced ears! response:	To think that he's a fan, too...
context: Kiyoko-san!\I just came on a whim, but there were so many big guys!\What am I going to do tomorrow?\I stood next to that pretty lady for like two minutes...\What if her fans try to kill me?!\What's the matter?\Blonde hair and pierced ears!\To think that he's a fan, too... response:	I-I'm gonna get killed!
context: I just came on a whim, but there were so many big guys!\What am I going to do tomorrow?\I stood next to that pretty lady for like two minutes...\What if her fans try to kill me?!\What's the matter?\Blonde hair and pierced ears!\To think that he's a fan, too...\I-I'm gonna get killed! response:	What? Killed...
context: What am I going to do tomorrow?\I stood next to that pretty lady for like two minutes...\What if her fans try to kill me?!\What's the matter?\Blonde hair and pierced ears!\To think that he's a fan, too...\I-I'm gonna get killed!\What? Killed... response:	I'm starving.
context: I stood next to that pretty lady for like two minutes...\What if her fans try to kill me?!\What's the matter?\Blonde hair and pierced ears!\To think that he's a fan, too...\I-I'm gonna get killed!\What? Killed...\I'm starving. response:	Year 1 Class 4
context: What if her fans try to kill me?!\What's the matter?\Blonde hair and pierced ears!\To think that he's a fan, too...\I-I'm gonna get killed!\What? Killed...\I'm starving.\Year 1 Class 4 response:	Let's go to Sakanoshita!
context: What's the matter?\Blonde hair and pierced ears!\To think that he's a fan, too...\I-I'm gonna get killed!\What? Killed...\I'm starving.\Year 1 Class 4\Let's go to Sakanoshita! response:	We agreed on just before and after club, right?
context: Blonde hair and pierced ears!\To think that he's a fan, too...\I-I'm gonna get killed!\What? Killed...\I'm starving.\Year 1 Class 4\Let's go to Sakanoshita!\We agreed on just before and after club, right? response:	Right?
context: To think that he's a fan, too...\I-I'm gonna get killed!\What? Killed...\I'm starving.\Year 1 Class 4\Let's go to Sakanoshita!\We agreed on just before and after club, right?\Right? response:	Well, the English teacher, Yoshida-sensei, was gone, so...
context: I-I'm gonna get killed!\What? Killed...\I'm starving.\Year 1 Class 4\Let's go to Sakanoshita!\We agreed on just before and after club, right?\Right?\Well, the English teacher, Yoshida-sensei, was gone, so... response:	Please come back during business hours.
context: What? Killed...\I'm starving.\Year 1 Class 4\Let's go to Sakanoshita!\We agreed on just before and after club, right?\Right?\Well, the English teacher, Yoshida-sensei, was gone, so...\Please come back during business hours. response:	Year 1 Class 4
context: I'm starving.\Year 1 Class 4\Let's go to Sakanoshita!\We agreed on just before and after club, right?\Right?\Well, the English teacher, Yoshida-sensei, was gone, so...\Please come back during business hours.\Year 1 Class 4 response:	Damn it, Tsukishima's so stingy...
context: Year 1 Class 4\Let's go to Sakanoshita!\We agreed on just before and after club, right?\Right?\Well, the English teacher, Yoshida-sensei, was gone, so...\Please come back during business hours.\Year 1 Class 4\Damn it, Tsukishima's so stingy... response:	Stingyshima!
context: Let's go to Sakanoshita!\We agreed on just before and after club, right?\Right?\Well, the English teacher, Yoshida-sensei, was gone, so...\Please come back during business hours.\Year 1 Class 4\Damn it, Tsukishima's so stingy...\Stingyshima! response:	I have to do something...
context: We agreed on just before and after club, right?\Right?\Well, the English teacher, Yoshida-sensei, was gone, so...\Please come back during business hours.\Year 1 Class 4\Damn it, Tsukishima's so stingy...\Stingyshima!\I have to do something... response:	Hinata!
context: Right?\Well, the English teacher, Yoshida-sensei, was gone, so...\Please come back during business hours.\Year 1 Class 4\Damn it, Tsukishima's so stingy...\Stingyshima!\I have to do something...\Hinata! response:	You're gonna teach me, Yamaguchi?
context: Well, the English teacher, Yoshida-sensei, was gone, so...\Please come back during business hours.\Year 1 Class 4\Damn it, Tsukishima's so stingy...\Stingyshima!\I have to do something...\Hinata!\You're gonna teach me, Yamaguchi? response:	Sorry, I suck at English.
context: Please come back during business hours.\Year 1 Class 4\Damn it, Tsukishima's so stingy...\Stingyshima!\I have to do something...\Hinata!\You're gonna teach me, Yamaguchi?\Sorry, I suck at English. response:	Remember that girl who came yesterday as a manager candidate?
context: Year 1 Class 4\Damn it, Tsukishima's so stingy...\Stingyshima!\I have to do something...\Hinata!\You're gonna teach me, Yamaguchi?\Sorry, I suck at English.\Remember that girl who came yesterday as a manager candidate? response:	She said she was in Class 5,
context: Damn it, Tsukishima's so stingy...\Stingyshima!\I have to do something...\Hinata!\You're gonna teach me, Yamaguchi?\Sorry, I suck at English.\Remember that girl who came yesterday as a manager candidate?\She said she was in Class 5, response:	so she might be good at studying.
context: Stingyshima!\I have to do something...\Hinata!\You're gonna teach me, Yamaguchi?\Sorry, I suck at English.\Remember that girl who came yesterday as a manager candidate?\She said she was in Class 5,\so she might be good at studying. response:	That's right.
context: I have to do something...\Hinata!\You're gonna teach me, Yamaguchi?\Sorry, I suck at English.\Remember that girl who came yesterday as a manager candidate?\She said she was in Class 5,\so she might be good at studying.\That's right. response:	Classes 4 and 5 are advanced.
context: Hinata!\You're gonna teach me, Yamaguchi?\Sorry, I suck at English.\Remember that girl who came yesterday as a manager candidate?\She said she was in Class 5,\so she might be good at studying.\That's right.\Classes 4 and 5 are advanced. response:	What should I do after school?
context: You're gonna teach me, Yamaguchi?\Sorry, I suck at English.\Remember that girl who came yesterday as a manager candidate?\She said she was in Class 5,\so she might be good at studying.\That's right.\Classes 4 and 5 are advanced.\What should I do after school? response:	Volleyball club, huh?
context: Sorry, I suck at English.\Remember that girl who came yesterday as a manager candidate?\She said she was in Class 5,\so she might be good at studying.\That's right.\Classes 4 and 5 are advanced.\What should I do after school?\Volleyball club, huh? response:	Yachi-san!
context: Remember that girl who came yesterday as a manager candidate?\She said she was in Class 5,\so she might be good at studying.\That's right.\Classes 4 and 5 are advanced.\What should I do after school?\Volleyball club, huh?\Yachi-san! response:	Pardon us.
context: She said she was in Class 5,\so she might be good at studying.\That's right.\Classes 4 and 5 are advanced.\What should I do after school?\Volleyball club, huh?\Yachi-san!\Pardon us. response:	Huh? What?
context: so she might be good at studying.\That's right.\Classes 4 and 5 are advanced.\What should I do after school?\Volleyball club, huh?\Yachi-san!\Pardon us.\Huh? What? response:	They're from the volleyball club?!
context: That's right.\Classes 4 and 5 are advanced.\What should I do after school?\Volleyball club, huh?\Yachi-san!\Pardon us.\Huh? What?\They're from the volleyball club?! response:	What should I do? What do they want?
context: Classes 4 and 5 are advanced.\What should I do after school?\Volleyball club, huh?\Yachi-san!\Pardon us.\Huh? What?\They're from the volleyball club?!\What should I do? What do they want? response:	Did they introduce themselves to me yet?
context: What should I do after school?\Volleyball club, huh?\Yachi-san!\Pardon us.\Huh? What?\They're from the volleyball club?!\What should I do? What do they want?\Did they introduce themselves to me yet? response:	Their names... What were their names?
context: Volleyball club, huh?\Yachi-san!\Pardon us.\Huh? What?\They're from the volleyball club?!\What should I do? What do they want?\Did they introduce themselves to me yet?\Their names... What were their names? response:	To think that I can't remember names I've heard before...
context: Yachi-san!\Pardon us.\Huh? What?\They're from the volleyball club?!\What should I do? What do they want?\Did they introduce themselves to me yet?\Their names... What were their names?\To think that I can't remember names I've heard before... response:	You can't even remember names?!
context: Pardon us.\Huh? What?\They're from the volleyball club?!\What should I do? What do they want?\Did they introduce themselves to me yet?\Their names... What were their names?\To think that I can't remember names I've heard before...\You can't even remember names?! response:	Unable to make it in society, I lose my job...
context: Huh? What?\They're from the volleyball club?!\What should I do? What do they want?\Did they introduce themselves to me yet?\Their names... What were their names?\To think that I can't remember names I've heard before...\You can't even remember names?!\Unable to make it in society, I lose my job... response:	Forced to wander the streets...
context: They're from the volleyball club?!\What should I do? What do they want?\Did they introduce themselves to me yet?\Their names... What were their names?\To think that I can't remember names I've heard before...\You can't even remember names?!\Unable to make it in society, I lose my job...\Forced to wander the streets... response:	Maybe even sell my organs!
context: What should I do? What do they want?\Did they introduce themselves to me yet?\Their names... What were their names?\To think that I can't remember names I've heard before...\You can't even remember names?!\Unable to make it in society, I lose my job...\Forced to wander the streets...\Maybe even sell my organs! response:	I'm Hinata Shoyo from Class 1!
context: Did they introduce themselves to me yet?\Their names... What were their names?\To think that I can't remember names I've heard before...\You can't even remember names?!\Unable to make it in society, I lose my job...\Forced to wander the streets...\Maybe even sell my organs!\I'm Hinata Shoyo from Class 1! response:	This is Kageyama.
context: Their names... What were their names?\To think that I can't remember names I've heard before...\You can't even remember names?!\Unable to make it in society, I lose my job...\Forced to wander the streets...\Maybe even sell my organs!\I'm Hinata Shoyo from Class 1!\This is Kageyama. response:	Hey.
context: To think that I can't remember names I've heard before...\You can't even remember names?!\Unable to make it in society, I lose my job...\Forced to wander the streets...\Maybe even sell my organs!\I'm Hinata Shoyo from Class 1!\This is Kageyama.\Hey. response:	H-Hey.
context: You can't even remember names?!\Unable to make it in society, I lose my job...\Forced to wander the streets...\Maybe even sell my organs!\I'm Hinata Shoyo from Class 1!\This is Kageyama.\Hey.\H-Hey. response:	Yachi-san, do you like studying?
context: Unable to make it in society, I lose my job...\Forced to wander the streets...\Maybe even sell my organs!\I'm Hinata Shoyo from Class 1!\This is Kageyama.\Hey.\H-Hey.\Yachi-san, do you like studying? response:	I don't hate it.
context: Forced to wander the streets...\Maybe even sell my organs!\I'm Hinata Shoyo from Class 1!\This is Kageyama.\Hey.\H-Hey.\Yachi-san, do you like studying?\I don't hate it. response:	Could you teach me this English?
context: Maybe even sell my organs!\I'm Hinata Shoyo from Class 1!\This is Kageyama.\Hey.\H-Hey.\Yachi-san, do you like studying?\I don't hate it.\Could you teach me this English? response:	You should ask her, too, Kageyama!
context: I'm Hinata Shoyo from Class 1!\This is Kageyama.\Hey.\H-Hey.\Yachi-san, do you like studying?\I don't hate it.\Could you teach me this English?\You should ask her, too, Kageyama! response:	Please teach us.
context: This is Kageyama.\Hey.\H-Hey.\Yachi-san, do you like studying?\I don't hate it.\Could you teach me this English?\You should ask her, too, Kageyama!\Please teach us. response:	If we fail any tests next month,
context: Hey.\H-Hey.\Yachi-san, do you like studying?\I don't hate it.\Could you teach me this English?\You should ask her, too, Kageyama!\Please teach us.\If we fail any tests next month, response:	we won't be able to go to the Tokyo away games,
context: H-Hey.\Yachi-san, do you like studying?\I don't hate it.\Could you teach me this English?\You should ask her, too, Kageyama!\Please teach us.\If we fail any tests next month,\we won't be able to go to the Tokyo away games, response:	so we've been having the tall guy with glasses named Tsukishima help us...
context: Yachi-san, do you like studying?\I don't hate it.\Could you teach me this English?\You should ask her, too, Kageyama!\Please teach us.\If we fail any tests next month,\we won't be able to go to the Tokyo away games,\so we've been having the tall guy with glasses named Tsukishima help us... response:	Why can't you do this?
context: I don't hate it.\Could you teach me this English?\You should ask her, too, Kageyama!\Please teach us.\If we fail any tests next month,\we won't be able to go to the Tokyo away games,\so we've been having the tall guy with glasses named Tsukishima help us...\Why can't you do this? response:	But lately, he's getting irritated because Kageyama and I are so stupid.
context: Could you teach me this English?\You should ask her, too, Kageyama!\Please teach us.\If we fail any tests next month,\we won't be able to go to the Tokyo away games,\so we've been having the tall guy with glasses named Tsukishima help us...\Why can't you do this?\But lately, he's getting irritated because Kageyama and I are so stupid. response:	I'm not scared of him.
context: You should ask her, too, Kageyama!\Please teach us.\If we fail any tests next month,\we won't be able to go to the Tokyo away games,\so we've been having the tall guy with glasses named Tsukishima help us...\Why can't you do this?\But lately, he's getting irritated because Kageyama and I are so stupid.\I'm not scared of him. response:	But it'd be better for someone to teach us nicely!
context: Please teach us.\If we fail any tests next month,\we won't be able to go to the Tokyo away games,\so we've been having the tall guy with glasses named Tsukishima help us...\Why can't you do this?\But lately, he's getting irritated because Kageyama and I are so stupid.\I'm not scared of him.\But it'd be better for someone to teach us nicely! response:	I-If I'm good enough...
context: If we fail any tests next month,\we won't be able to go to the Tokyo away games,\so we've been having the tall guy with glasses named Tsukishima help us...\Why can't you do this?\But lately, he's getting irritated because Kageyama and I are so stupid.\I'm not scared of him.\But it'd be better for someone to teach us nicely!\I-If I'm good enough... response:	Really?!
context: we won't be able to go to the Tokyo away games,\so we've been having the tall guy with glasses named Tsukishima help us...\Why can't you do this?\But lately, he's getting irritated because Kageyama and I are so stupid.\I'm not scared of him.\But it'd be better for someone to teach us nicely!\I-If I'm good enough...\Really?! response:	Yeah.
context: so we've been having the tall guy with glasses named Tsukishima help us...\Why can't you do this?\But lately, he's getting irritated because Kageyama and I are so stupid.\I'm not scared of him.\But it'd be better for someone to teach us nicely!\I-If I'm good enough...\Really?!\Yeah. response:	But I wonder if I'll be able to teach in a nicer way than the tall guy with glasses...
context: Why can't you do this?\But lately, he's getting irritated because Kageyama and I are so stupid.\I'm not scared of him.\But it'd be better for someone to teach us nicely!\I-If I'm good enough...\Really?!\Yeah.\But I wonder if I'll be able to teach in a nicer way than the tall guy with glasses... response:	You definitely don't have to worry about that.
context: But lately, he's getting irritated because Kageyama and I are so stupid.\I'm not scared of him.\But it'd be better for someone to teach us nicely!\I-If I'm good enough...\Really?!\Yeah.\But I wonder if I'll be able to teach in a nicer way than the tall guy with glasses...\You definitely don't have to worry about that. response:	Wow!
context: I'm not scared of him.\But it'd be better for someone to teach us nicely!\I-If I'm good enough...\Really?!\Yeah.\But I wonder if I'll be able to teach in a nicer way than the tall guy with glasses...\You definitely don't have to worry about that.\Wow! response:	I see! Wow!
context: But it'd be better for someone to teach us nicely!\I-If I'm good enough...\Really?!\Yeah.\But I wonder if I'll be able to teach in a nicer way than the tall guy with glasses...\You definitely don't have to worry about that.\Wow!\I see! Wow! response:	Oh, it's nothing...
context: I-If I'm good enough...\Really?!\Yeah.\But I wonder if I'll be able to teach in a nicer way than the tall guy with glasses...\You definitely don't have to worry about that.\Wow!\I see! Wow!\Oh, it's nothing... response:	Your notebook's really easy to look at, Yachi-san.
context: Really?!\Yeah.\But I wonder if I'll be able to teach in a nicer way than the tall guy with glasses...\You definitely don't have to worry about that.\Wow!\I see! Wow!\Oh, it's nothing...\Your notebook's really easy to look at, Yachi-san. response:	You're great at drawing, too!
context: Yeah.\But I wonder if I'll be able to teach in a nicer way than the tall guy with glasses...\You definitely don't have to worry about that.\Wow!\I see! Wow!\Oh, it's nothing...\Your notebook's really easy to look at, Yachi-san.\You're great at drawing, too! response:	My mom works at a design firm,
context: But I wonder if I'll be able to teach in a nicer way than the tall guy with glasses...\You definitely don't have to worry about that.\Wow!\I see! Wow!\Oh, it's nothing...\Your notebook's really easy to look at, Yachi-san.\You're great at drawing, too!\My mom works at a design firm, response:	so she's always been picky about things like this.
context: You definitely don't have to worry about that.\Wow!\I see! Wow!\Oh, it's nothing...\Your notebook's really easy to look at, Yachi-san.\You're great at drawing, too!\My mom works at a design firm,\so she's always been picky about things like this. response:	Oh, if you leave a space here, it'll be easier to fill in later.
context: Wow!\I see! Wow!\Oh, it's nothing...\Your notebook's really easy to look at, Yachi-san.\You're great at drawing, too!\My mom works at a design firm,\so she's always been picky about things like this.\Oh, if you leave a space here, it'll be easier to fill in later. response:	Also, if you limit the number of colors you use, it won't get confusing.
context: I see! Wow!\Oh, it's nothing...\Your notebook's really easy to look at, Yachi-san.\You're great at drawing, too!\My mom works at a design firm,\so she's always been picky about things like this.\Oh, if you leave a space here, it'll be easier to fill in later.\Also, if you limit the number of colors you use, it won't get confusing. response:	And...
context: Oh, it's nothing...\Your notebook's really easy to look at, Yachi-san.\You're great at drawing, too!\My mom works at a design firm,\so she's always been picky about things like this.\Oh, if you leave a space here, it'll be easier to fill in later.\Also, if you limit the number of colors you use, it won't get confusing.\And... response:	I'm sorry! I was writing all over your notebook!
context: Your notebook's really easy to look at, Yachi-san.\You're great at drawing, too!\My mom works at a design firm,\so she's always been picky about things like this.\Oh, if you leave a space here, it'll be easier to fill in later.\Also, if you limit the number of colors you use, it won't get confusing.\And...\I'm sorry! I was writing all over your notebook! response:	Oh, I see... You're amazing!
context: You're great at drawing, too!\My mom works at a design firm,\so she's always been picky about things like this.\Oh, if you leave a space here, it'll be easier to fill in later.\Also, if you limit the number of colors you use, it won't get confusing.\And...\I'm sorry! I was writing all over your notebook!\Oh, I see... You're amazing! response:	I-It's n-nothing... nothing...
context: My mom works at a design firm,\so she's always been picky about things like this.\Oh, if you leave a space here, it'll be easier to fill in later.\Also, if you limit the number of colors you use, it won't get confusing.\And...\I'm sorry! I was writing all over your notebook!\Oh, I see... You're amazing!\I-It's n-nothing... nothing... response:	So, Hinata-kun...
