context: I was being too selfish and couldn't realize how lost and confused you were. response:	I'm not lost or confused.
context: Shh! You're too loud.\How'd you get here?\By bus!\By bus? That last one's already left.\Why'd he suddenly come over so late...?\Did he... come up with his answer?\You're so mean. And after I bought you coffee, too.\Sorry. response:	I'm sorry, Takahashi.
context: How'd you get here?\By bus!\By bus? That last one's already left.\Why'd he suddenly come over so late...?\Did he... come up with his answer?\You're so mean. And after I bought you coffee, too.\Sorry.\I'm sorry, Takahashi. response:	He doesn't even know how I feel.
context: By bus!\By bus? That last one's already left.\Why'd he suddenly come over so late...?\Did he... come up with his answer?\You're so mean. And after I bought you coffee, too.\Sorry.\I'm sorry, Takahashi.\He doesn't even know how I feel. response:	Takahashi.
context: By bus? That last one's already left.\Why'd he suddenly come over so late...?\Did he... come up with his answer?\You're so mean. And after I bought you coffee, too.\Sorry.\I'm sorry, Takahashi.\He doesn't even know how I feel.\Takahashi. response:	If... I were...
context: Why'd he suddenly come over so late...?\Did he... come up with his answer?\You're so mean. And after I bought you coffee, too.\Sorry.\I'm sorry, Takahashi.\He doesn't even know how I feel.\Takahashi.\If... I were... response:	If I were to become an adult, and I had nothing...
context: Did he... come up with his answer?\You're so mean. And after I bought you coffee, too.\Sorry.\I'm sorry, Takahashi.\He doesn't even know how I feel.\Takahashi.\If... I were...\If I were to become an adult, and I had nothing... response:	That's... a proposal, isn't it?
context: You're so mean. And after I bought you coffee, too.\Sorry.\I'm sorry, Takahashi.\He doesn't even know how I feel.\Takahashi.\If... I were...\If I were to become an adult, and I had nothing...\That's... a proposal, isn't it? response:	Maybe.
context: Sorry.\I'm sorry, Takahashi.\He doesn't even know how I feel.\Takahashi.\If... I were...\If I were to become an adult, and I had nothing...\That's... a proposal, isn't it?\Maybe. response:	That surprised me.
context: I'm sorry, Takahashi.\He doesn't even know how I feel.\Takahashi.\If... I were...\If I were to become an adult, and I had nothing...\That's... a proposal, isn't it?\Maybe.\That surprised me. response:	You made me lose the moment, moron.
context: He doesn't even know how I feel.\Takahashi.\If... I were...\If I were to become an adult, and I had nothing...\That's... a proposal, isn't it?\Maybe.\That surprised me.\You made me lose the moment, moron. response:	How old is an adult? Twenty?
context: Takahashi.\If... I were...\If I were to become an adult, and I had nothing...\That's... a proposal, isn't it?\Maybe.\That surprised me.\You made me lose the moment, moron.\How old is an adult? Twenty? response:	I dunno.
context: If... I were...\If I were to become an adult, and I had nothing...\That's... a proposal, isn't it?\Maybe.\That surprised me.\You made me lose the moment, moron.\How old is an adult? Twenty?\I dunno. response:	When you can live on your own without your parents having to look after you?
context: If I were to become an adult, and I had nothing...\That's... a proposal, isn't it?\Maybe.\That surprised me.\You made me lose the moment, moron.\How old is an adult? Twenty?\I dunno.\When you can live on your own without your parents having to look after you? response:	I'll be an adult soon.
context: That's... a proposal, isn't it?\Maybe.\That surprised me.\You made me lose the moment, moron.\How old is an adult? Twenty?\I dunno.\When you can live on your own without your parents having to look after you?\I'll be an adult soon. response:	I'll be an adult soon, and I'll be the one doing protecting, not the one being protected.
context: Maybe.\That surprised me.\You made me lose the moment, moron.\How old is an adult? Twenty?\I dunno.\When you can live on your own without your parents having to look after you?\I'll be an adult soon.\I'll be an adult soon, and I'll be the one doing protecting, not the one being protected. response:	I won't let anyone have anything to complain about.
context: That surprised me.\You made me lose the moment, moron.\How old is an adult? Twenty?\I dunno.\When you can live on your own without your parents having to look after you?\I'll be an adult soon.\I'll be an adult soon, and I'll be the one doing protecting, not the one being protected.\I won't let anyone have anything to complain about. response:	Nobody will be left with heart wrenching feelings.
context: You made me lose the moment, moron.\How old is an adult? Twenty?\I dunno.\When you can live on your own without your parents having to look after you?\I'll be an adult soon.\I'll be an adult soon, and I'll be the one doing protecting, not the one being protected.\I won't let anyone have anything to complain about.\Nobody will be left with heart wrenching feelings. response:	Not my mother, not my family, not my woman. This I swear.
context: How old is an adult? Twenty?\I dunno.\When you can live on your own without your parents having to look after you?\I'll be an adult soon.\I'll be an adult soon, and I'll be the one doing protecting, not the one being protected.\I won't let anyone have anything to complain about.\Nobody will be left with heart wrenching feelings.\Not my mother, not my family, not my woman. This I swear. response:	I'll definitely become someone who can protect them.
context: I dunno.\When you can live on your own without your parents having to look after you?\I'll be an adult soon.\I'll be an adult soon, and I'll be the one doing protecting, not the one being protected.\I won't let anyone have anything to complain about.\Nobody will be left with heart wrenching feelings.\Not my mother, not my family, not my woman. This I swear.\I'll definitely become someone who can protect them. response:	Yeah...
context: When you can live on your own without your parents having to look after you?\I'll be an adult soon.\I'll be an adult soon, and I'll be the one doing protecting, not the one being protected.\I won't let anyone have anything to complain about.\Nobody will be left with heart wrenching feelings.\Not my mother, not my family, not my woman. This I swear.\I'll definitely become someone who can protect them.\Yeah... response:	The lips of the one dearest to me were quivering softly in the moonlight.
context: I'll be an adult soon.\I'll be an adult soon, and I'll be the one doing protecting, not the one being protected.\I won't let anyone have anything to complain about.\Nobody will be left with heart wrenching feelings.\Not my mother, not my family, not my woman. This I swear.\I'll definitely become someone who can protect them.\Yeah...\The lips of the one dearest to me were quivering softly in the moonlight. response:	I'm sorry, Yano.
context: I'll be an adult soon, and I'll be the one doing protecting, not the one being protected.\I won't let anyone have anything to complain about.\Nobody will be left with heart wrenching feelings.\Not my mother, not my family, not my woman. This I swear.\I'll definitely become someone who can protect them.\Yeah...\The lips of the one dearest to me were quivering softly in the moonlight.\I'm sorry, Yano. response:	I'm sorry.
context: I won't let anyone have anything to complain about.\Nobody will be left with heart wrenching feelings.\Not my mother, not my family, not my woman. This I swear.\I'll definitely become someone who can protect them.\Yeah...\The lips of the one dearest to me were quivering softly in the moonlight.\I'm sorry, Yano.\I'm sorry. response:	Even if it was just for a second, I'm embarrassed I made such a fuss over this.
context: Nobody will be left with heart wrenching feelings.\Not my mother, not my family, not my woman. This I swear.\I'll definitely become someone who can protect them.\Yeah...\The lips of the one dearest to me were quivering softly in the moonlight.\I'm sorry, Yano.\I'm sorry.\Even if it was just for a second, I'm embarrassed I made such a fuss over this. response:	It's as if this winter sky was meant to test the strength of my heart.
context: Not my mother, not my family, not my woman. This I swear.\I'll definitely become someone who can protect them.\Yeah...\The lips of the one dearest to me were quivering softly in the moonlight.\I'm sorry, Yano.\I'm sorry.\Even if it was just for a second, I'm embarrassed I made such a fuss over this.\It's as if this winter sky was meant to test the strength of my heart. response:	Are those feelings disrespectful of others?
context: I'll definitely become someone who can protect them.\Yeah...\The lips of the one dearest to me were quivering softly in the moonlight.\I'm sorry, Yano.\I'm sorry.\Even if it was just for a second, I'm embarrassed I made such a fuss over this.\It's as if this winter sky was meant to test the strength of my heart.\Are those feelings disrespectful of others? response:	I want to live only for him.
context: Yeah...\The lips of the one dearest to me were quivering softly in the moonlight.\I'm sorry, Yano.\I'm sorry.\Even if it was just for a second, I'm embarrassed I made such a fuss over this.\It's as if this winter sky was meant to test the strength of my heart.\Are those feelings disrespectful of others?\I want to live only for him. response:	Last night?
context: The lips of the one dearest to me were quivering softly in the moonlight.\I'm sorry, Yano.\I'm sorry.\Even if it was just for a second, I'm embarrassed I made such a fuss over this.\It's as if this winter sky was meant to test the strength of my heart.\Are those feelings disrespectful of others?\I want to live only for him.\Last night? response:	Yeah.
context: I'm sorry, Yano.\I'm sorry.\Even if it was just for a second, I'm embarrassed I made such a fuss over this.\It's as if this winter sky was meant to test the strength of my heart.\Are those feelings disrespectful of others?\I want to live only for him.\Last night?\Yeah. response:	I remember having a dream.
context: I'm sorry.\Even if it was just for a second, I'm embarrassed I made such a fuss over this.\It's as if this winter sky was meant to test the strength of my heart.\Are those feelings disrespectful of others?\I want to live only for him.\Last night?\Yeah.\I remember having a dream. response:	A dream?
context: Even if it was just for a second, I'm embarrassed I made such a fuss over this.\It's as if this winter sky was meant to test the strength of my heart.\Are those feelings disrespectful of others?\I want to live only for him.\Last night?\Yeah.\I remember having a dream.\A dream? response:	We all had a blast at Take's... and after I got a little dozy, you appeared in my dream.
context: It's as if this winter sky was meant to test the strength of my heart.\Are those feelings disrespectful of others?\I want to live only for him.\Last night?\Yeah.\I remember having a dream.\A dream?\We all had a blast at Take's... and after I got a little dozy, you appeared in my dream. response:	We had some problems, you got mad that you were wrong...
context: Are those feelings disrespectful of others?\I want to live only for him.\Last night?\Yeah.\I remember having a dream.\A dream?\We all had a blast at Take's... and after I got a little dozy, you appeared in my dream.\We had some problems, you got mad that you were wrong... response:	What a mysterious dream...
context: I want to live only for him.\Last night?\Yeah.\I remember having a dream.\A dream?\We all had a blast at Take's... and after I got a little dozy, you appeared in my dream.\We had some problems, you got mad that you were wrong...\What a mysterious dream... response:	Yeah.
context: Last night?\Yeah.\I remember having a dream.\A dream?\We all had a blast at Take's... and after I got a little dozy, you appeared in my dream.\We had some problems, you got mad that you were wrong...\What a mysterious dream...\Yeah. response:	You were crying.
context: Yeah.\I remember having a dream.\A dream?\We all had a blast at Take's... and after I got a little dozy, you appeared in my dream.\We had some problems, you got mad that you were wrong...\What a mysterious dream...\Yeah.\You were crying. response:	You said you regretted it.
context: I remember having a dream.\A dream?\We all had a blast at Take's... and after I got a little dozy, you appeared in my dream.\We had some problems, you got mad that you were wrong...\What a mysterious dream...\Yeah.\You were crying.\You said you regretted it. response:	You said you really didn't understand anything.
context: A dream?\We all had a blast at Take's... and after I got a little dozy, you appeared in my dream.\We had some problems, you got mad that you were wrong...\What a mysterious dream...\Yeah.\You were crying.\You said you regretted it.\You said you really didn't understand anything. response:	What were you regretting?
context: We all had a blast at Take's... and after I got a little dozy, you appeared in my dream.\We had some problems, you got mad that you were wrong...\What a mysterious dream...\Yeah.\You were crying.\You said you regretted it.\You said you really didn't understand anything.\What were you regretting? response:	I might still... make it in time.
context: We had some problems, you got mad that you were wrong...\What a mysterious dream...\Yeah.\You were crying.\You said you regretted it.\You said you really didn't understand anything.\What were you regretting?\I might still... make it in time. response:	I might still make it.
context: What a mysterious dream...\Yeah.\You were crying.\You said you regretted it.\You said you really didn't understand anything.\What were you regretting?\I might still... make it in time.\I might still make it. response:	That was just a dream. I don't regret anything.
context: Yeah.\You were crying.\You said you regretted it.\You said you really didn't understand anything.\What were you regretting?\I might still... make it in time.\I might still make it.\That was just a dream. I don't regret anything. response:	Yano, you weirdo! Taking your dreams so seriously.
context: You were crying.\You said you regretted it.\You said you really didn't understand anything.\What were you regretting?\I might still... make it in time.\I might still make it.\That was just a dream. I don't regret anything.\Yano, you weirdo! Taking your dreams so seriously. response:	Yano, people are watching!
context: You said you regretted it.\You said you really didn't understand anything.\What were you regretting?\I might still... make it in time.\I might still make it.\That was just a dream. I don't regret anything.\Yano, you weirdo! Taking your dreams so seriously.\Yano, people are watching! response:	He saw straight through me.
context: You said you really didn't understand anything.\What were you regretting?\I might still... make it in time.\I might still make it.\That was just a dream. I don't regret anything.\Yano, you weirdo! Taking your dreams so seriously.\Yano, people are watching!\He saw straight through me. response:	Our feelings are as clear as day.
context: What were you regretting?\I might still... make it in time.\I might still make it.\That was just a dream. I don't regret anything.\Yano, you weirdo! Taking your dreams so seriously.\Yano, people are watching!\He saw straight through me.\Our feelings are as clear as day. response:	We might regret this.
context: I might still... make it in time.\I might still make it.\That was just a dream. I don't regret anything.\Yano, you weirdo! Taking your dreams so seriously.\Yano, people are watching!\He saw straight through me.\Our feelings are as clear as day.\We might regret this. response:	We might never know what would've been best.
context: I might still make it.\That was just a dream. I don't regret anything.\Yano, you weirdo! Taking your dreams so seriously.\Yano, people are watching!\He saw straight through me.\Our feelings are as clear as day.\We might regret this.\We might never know what would've been best. response:	We may not know whether we're following fate or fighting it...
context: That was just a dream. I don't regret anything.\Yano, you weirdo! Taking your dreams so seriously.\Yano, people are watching!\He saw straight through me.\Our feelings are as clear as day.\We might regret this.\We might never know what would've been best.\We may not know whether we're following fate or fighting it... response:	Oh, look! It's you, Nanami!
context: Yano, you weirdo! Taking your dreams so seriously.\Yano, people are watching!\He saw straight through me.\Our feelings are as clear as day.\We might regret this.\We might never know what would've been best.\We may not know whether we're following fate or fighting it...\Oh, look! It's you, Nanami! response:	She's still in there.
context: Yano, people are watching!\He saw straight through me.\Our feelings are as clear as day.\We might regret this.\We might never know what would've been best.\We may not know whether we're following fate or fighting it...\Oh, look! It's you, Nanami!\She's still in there. response:	Geez...
context: He saw straight through me.\Our feelings are as clear as day.\We might regret this.\We might never know what would've been best.\We may not know whether we're following fate or fighting it...\Oh, look! It's you, Nanami!\She's still in there.\Geez... response:	Nana-chaaan!
context: Our feelings are as clear as day.\We might regret this.\We might never know what would've been best.\We may not know whether we're following fate or fighting it...\Oh, look! It's you, Nanami!\She's still in there.\Geez...\Nana-chaaan! response:	My heart...
context: We might regret this.\We might never know what would've been best.\We may not know whether we're following fate or fighting it...\Oh, look! It's you, Nanami!\She's still in there.\Geez...\Nana-chaaan!\My heart... response:	G-Get it for me.
context: We might never know what would've been best.\We may not know whether we're following fate or fighting it...\Oh, look! It's you, Nanami!\She's still in there.\Geez...\Nana-chaaan!\My heart...\G-Get it for me. response:	All right!
context: We may not know whether we're following fate or fighting it...\Oh, look! It's you, Nanami!\She's still in there.\Geez...\Nana-chaaan!\My heart...\G-Get it for me.\All right! response:	My wish is for Yano's dream to come true.
context: Oh, look! It's you, Nanami!\She's still in there.\Geez...\Nana-chaaan!\My heart...\G-Get it for me.\All right!\My wish is for Yano's dream to come true. response:	Yes... my wishes will become Yano's wishes...
context: She's still in there.\Geez...\Nana-chaaan!\My heart...\G-Get it for me.\All right!\My wish is for Yano's dream to come true.\Yes... my wishes will become Yano's wishes... response:	That's how we'll continue to support each other, right?
context: Geez...\Nana-chaaan!\My heart...\G-Get it for me.\All right!\My wish is for Yano's dream to come true.\Yes... my wishes will become Yano's wishes...\That's how we'll continue to support each other, right? response:	Let's leave what lies in our future to the future.
context: Nana-chaaan!\My heart...\G-Get it for me.\All right!\My wish is for Yano's dream to come true.\Yes... my wishes will become Yano's wishes...\That's how we'll continue to support each other, right?\Let's leave what lies in our future to the future. response:	I couldn't get it...
context: My heart...\G-Get it for me.\All right!\My wish is for Yano's dream to come true.\Yes... my wishes will become Yano's wishes...\That's how we'll continue to support each other, right?\Let's leave what lies in our future to the future.\I couldn't get it... response:	You wasted all your money...
context: G-Get it for me.\All right!\My wish is for Yano's dream to come true.\Yes... my wishes will become Yano's wishes...\That's how we'll continue to support each other, right?\Let's leave what lies in our future to the future.\I couldn't get it...\You wasted all your money... response:	Nanami bought this for him.
context: All right!\My wish is for Yano's dream to come true.\Yes... my wishes will become Yano's wishes...\That's how we'll continue to support each other, right?\Let's leave what lies in our future to the future.\I couldn't get it...\You wasted all your money...\Nanami bought this for him. response:	I thought you were good at that game.
context: My wish is for Yano's dream to come true.\Yes... my wishes will become Yano's wishes...\That's how we'll continue to support each other, right?\Let's leave what lies in our future to the future.\I couldn't get it...\You wasted all your money...\Nanami bought this for him.\I thought you were good at that game. response:	I just used up all of my energy. Darn it.
context: Yes... my wishes will become Yano's wishes...\That's how we'll continue to support each other, right?\Let's leave what lies in our future to the future.\I couldn't get it...\You wasted all your money...\Nanami bought this for him.\I thought you were good at that game.\I just used up all of my energy. Darn it. response:	Is something wrong?
context: That's how we'll continue to support each other, right?\Let's leave what lies in our future to the future.\I couldn't get it...\You wasted all your money...\Nanami bought this for him.\I thought you were good at that game.\I just used up all of my energy. Darn it.\Is something wrong? response:	No... today's just pretty chilly, so my heart feels tight.
context: Let's leave what lies in our future to the future.\I couldn't get it...\You wasted all your money...\Nanami bought this for him.\I thought you were good at that game.\I just used up all of my energy. Darn it.\Is something wrong?\No... today's just pretty chilly, so my heart feels tight. response:	It sure is snowing a lot this year.
context: I couldn't get it...\You wasted all your money...\Nanami bought this for him.\I thought you were good at that game.\I just used up all of my energy. Darn it.\Is something wrong?\No... today's just pretty chilly, so my heart feels tight.\It sure is snowing a lot this year. response:	Ah... see? There goes my heart, clenching up again...
context: You wasted all your money...\Nanami bought this for him.\I thought you were good at that game.\I just used up all of my energy. Darn it.\Is something wrong?\No... today's just pretty chilly, so my heart feels tight.\It sure is snowing a lot this year.\Ah... see? There goes my heart, clenching up again... response:	Clenching up... like it's carving this moment into itself...
context: Nanami bought this for him.\I thought you were good at that game.\I just used up all of my energy. Darn it.\Is something wrong?\No... today's just pretty chilly, so my heart feels tight.\It sure is snowing a lot this year.\Ah... see? There goes my heart, clenching up again...\Clenching up... like it's carving this moment into itself... response:	Like the sound of us walking through the snow...
context: I thought you were good at that game.\I just used up all of my energy. Darn it.\Is something wrong?\No... today's just pretty chilly, so my heart feels tight.\It sure is snowing a lot this year.\Ah... see? There goes my heart, clenching up again...\Clenching up... like it's carving this moment into itself...\Like the sound of us walking through the snow... response:	Like it's measuring my feelings for you...
context: I just used up all of my energy. Darn it.\Is something wrong?\No... today's just pretty chilly, so my heart feels tight.\It sure is snowing a lot this year.\Ah... see? There goes my heart, clenching up again...\Clenching up... like it's carving this moment into itself...\Like the sound of us walking through the snow...\Like it's measuring my feelings for you... response:	Dinner tonight's that stew you love.
context: Is something wrong?\No... today's just pretty chilly, so my heart feels tight.\It sure is snowing a lot this year.\Ah... see? There goes my heart, clenching up again...\Clenching up... like it's carving this moment into itself...\Like the sound of us walking through the snow...\Like it's measuring my feelings for you...\Dinner tonight's that stew you love. response:	Mom, I'd like to get my allowance early.
context: No... today's just pretty chilly, so my heart feels tight.\It sure is snowing a lot this year.\Ah... see? There goes my heart, clenching up again...\Clenching up... like it's carving this moment into itself...\Like the sound of us walking through the snow...\Like it's measuring my feelings for you...\Dinner tonight's that stew you love.\Mom, I'd like to get my allowance early. response:	What are you going to spend it on?
context: It sure is snowing a lot this year.\Ah... see? There goes my heart, clenching up again...\Clenching up... like it's carving this moment into itself...\Like the sound of us walking through the snow...\Like it's measuring my feelings for you...\Dinner tonight's that stew you love.\Mom, I'd like to get my allowance early.\What are you going to spend it on? response:	I want to spend Christmas with my girlfriend.
context: Ah... see? There goes my heart, clenching up again...\Clenching up... like it's carving this moment into itself...\Like the sound of us walking through the snow...\Like it's measuring my feelings for you...\Dinner tonight's that stew you love.\Mom, I'd like to get my allowance early.\What are you going to spend it on?\I want to spend Christmas with my girlfriend. response:	You see...
context: Clenching up... like it's carving this moment into itself...\Like the sound of us walking through the snow...\Like it's measuring my feelings for you...\Dinner tonight's that stew you love.\Mom, I'd like to get my allowance early.\What are you going to spend it on?\I want to spend Christmas with my girlfriend.\You see... response:	This year's Christmas present is...
context: Like the sound of us walking through the snow...\Like it's measuring my feelings for you...\Dinner tonight's that stew you love.\Mom, I'd like to get my allowance early.\What are you going to spend it on?\I want to spend Christmas with my girlfriend.\You see...\This year's Christmas present is... response:	Tada! A full day at the Asahigawa Zoological Park!
context: Like it's measuring my feelings for you...\Dinner tonight's that stew you love.\Mom, I'd like to get my allowance early.\What are you going to spend it on?\I want to spend Christmas with my girlfriend.\You see...\This year's Christmas present is...\Tada! A full day at the Asahigawa Zoological Park! response:	No way! No way!
context: Dinner tonight's that stew you love.\Mom, I'd like to get my allowance early.\What are you going to spend it on?\I want to spend Christmas with my girlfriend.\You see...\This year's Christmas present is...\Tada! A full day at the Asahigawa Zoological Park!\No way! No way! response:	It's no Disneyland, but you can go?
context: Mom, I'd like to get my allowance early.\What are you going to spend it on?\I want to spend Christmas with my girlfriend.\You see...\This year's Christmas present is...\Tada! A full day at the Asahigawa Zoological Park!\No way! No way!\It's no Disneyland, but you can go? response:	No way...
context: What are you going to spend it on?\I want to spend Christmas with my girlfriend.\You see...\This year's Christmas present is...\Tada! A full day at the Asahigawa Zoological Park!\No way! No way!\It's no Disneyland, but you can go?\No way... response:	For... Christmas?
context: I want to spend Christmas with my girlfriend.\You see...\This year's Christmas present is...\Tada! A full day at the Asahigawa Zoological Park!\No way! No way!\It's no Disneyland, but you can go?\No way...\For... Christmas? response:	Yeah! I'll definitely go!
context: You see...\This year's Christmas present is...\Tada! A full day at the Asahigawa Zoological Park!\No way! No way!\It's no Disneyland, but you can go?\No way...\For... Christmas?\Yeah! I'll definitely go! response:	Really? Awesome!
context: This year's Christmas present is...\Tada! A full day at the Asahigawa Zoological Park!\No way! No way!\It's no Disneyland, but you can go?\No way...\For... Christmas?\Yeah! I'll definitely go!\Really? Awesome! response:	We'll be able... to spend it together.
context: Tada! A full day at the Asahigawa Zoological Park!\No way! No way!\It's no Disneyland, but you can go?\No way...\For... Christmas?\Yeah! I'll definitely go!\Really? Awesome!\We'll be able... to spend it together. response:	Yano's going to stay behi-
context: No way! No way!\It's no Disneyland, but you can go?\No way...\For... Christmas?\Yeah! I'll definitely go!\Really? Awesome!\We'll be able... to spend it together.\Yano's going to stay behi- response:	Available Days
context: It's no Disneyland, but you can go?\No way...\For... Christmas?\Yeah! I'll definitely go!\Really? Awesome!\We'll be able... to spend it together.\Yano's going to stay behi-\Available Days response:	It's...
context: No way...\For... Christmas?\Yeah! I'll definitely go!\Really? Awesome!\We'll be able... to spend it together.\Yano's going to stay behi-\Available Days\It's... response:	I could hear the beating of my heart.
context: For... Christmas?\Yeah! I'll definitely go!\Really? Awesome!\We'll be able... to spend it together.\Yano's going to stay behi-\Available Days\It's...\I could hear the beating of my heart. response:	I'm sorry, Takahashi...
context: Yeah! I'll definitely go!\Really? Awesome!\We'll be able... to spend it together.\Yano's going to stay behi-\Available Days\It's...\I could hear the beating of my heart.\I'm sorry, Takahashi... response:	I'm going...
context: Really? Awesome!\We'll be able... to spend it together.\Yano's going to stay behi-\Available Days\It's...\I could hear the beating of my heart.\I'm sorry, Takahashi...\I'm going... response:	Yeah.
context: We'll be able... to spend it together.\Yano's going to stay behi-\Available Days\It's...\I could hear the beating of my heart.\I'm sorry, Takahashi...\I'm going...\Yeah. response:	I'll be fine...
context: Yano's going to stay behi-\Available Days\It's...\I could hear the beating of my heart.\I'm sorry, Takahashi...\I'm going...\Yeah.\I'll be fine... response:	I'll be fine.
context: Available Days\It's...\I could hear the beating of my heart.\I'm sorry, Takahashi...\I'm going...\Yeah.\I'll be fine...\I'll be fine. response:	I won't regret the regrettable.
context: It's...\I could hear the beating of my heart.\I'm sorry, Takahashi...\I'm going...\Yeah.\I'll be fine...\I'll be fine.\I won't regret the regrettable. response:	I accepted that paradox...
context: I could hear the beating of my heart.\I'm sorry, Takahashi...\I'm going...\Yeah.\I'll be fine...\I'll be fine.\I won't regret the regrettable.\I accepted that paradox... response:	Ima kimi ga iikaketa kotoba ga
context: I'm sorry, Takahashi...\I'm going...\Yeah.\I'll be fine...\I'll be fine.\I won't regret the regrettable.\I accepted that paradox...\Ima kimi ga iikaketa kotoba ga response:	Yubisaki ni sotto oritekita
context: I'm going...\Yeah.\I'll be fine...\I'll be fine.\I won't regret the regrettable.\I accepted that paradox...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita response:	Nanimo iwanakute ii yo
context: Yeah.\I'll be fine...\I'll be fine.\I won't regret the regrettable.\I accepted that paradox...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo response:	Tsumaida yubi wo gyutto atatamete
context: I'll be fine...\I'll be fine.\I won't regret the regrettable.\I accepted that paradox...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete response:	Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara
context: I'll be fine.\I won't regret the regrettable.\I accepted that paradox...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara response:	Setsunakute modokashikute yuuyake futari wo tsutsundeiru
context: I won't regret the regrettable.\I accepted that paradox...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru response:	Komiageru mune no omoi kokoro ga itai yo
context: I accepted that paradox...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo response:	Moshi kimi ga tabibito ni nattara
context: Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara response:	Kore gurai kimi wo matteru darou
context: Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou response:	Kisetsu wa kawaru sono tabi ni
context: Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni response:	Kioku ga usuragu koto ga attemo
context: Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo response:	Dareka wo konna fuu ni kokoro ippai de aisenai kara
context: Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\Dareka wo konna fuu ni kokoro ippai de aisenai kara response:	Mamaritai taisetsu na kimi
context: Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\Dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi response:	Itsu datte futari wa hitori ja nai
context: Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\Dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi\Itsu datte futari wa hitori ja nai response:	Kono mune ga kawaresou de
context: Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\Dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi\Itsu datte futari wa hitori ja nai\Kono mune ga kawaresou de response:	Furete hoshii yo
context: Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo\Dareka wo konna fuu ni kokoro ippai de aisenai kara\Mamaritai taisetsu na kimi\Itsu datte futari wa hitori ja nai\Kono mune ga kawaresou de\Furete hoshii yo response:	Setsunakute modokashikute kaerenai kono mama aruiteitai
