context: Are you human or a Corpse?! response:	I'm neither!
context: Stop it!\Why did you do that?!\I'm a Corpse now!\Oh, shut up.\We already brought you on board.\I feel no shame being saved by you.\If you still have any humanity left, you will kill yourself for everyone's sake!\He's not a Corpse. response:	Although, he's not human either.
context: Why did you do that?!\I'm a Corpse now!\Oh, shut up.\We already brought you on board.\I feel no shame being saved by you.\If you still have any humanity left, you will kill yourself for everyone's sake!\He's not a Corpse.\Although, he's not human either. response:	We are Corpseless.
context: I'm a Corpse now!\Oh, shut up.\We already brought you on board.\I feel no shame being saved by you.\If you still have any humanity left, you will kill yourself for everyone's sake!\He's not a Corpse.\Although, he's not human either.\We are Corpseless. response:	Something between human and Corpse.
context: Oh, shut up.\We already brought you on board.\I feel no shame being saved by you.\If you still have any humanity left, you will kill yourself for everyone's sake!\He's not a Corpse.\Although, he's not human either.\We are Corpseless.\Something between human and Corpse. response:	I will remember that day
context: We already brought you on board.\I feel no shame being saved by you.\If you still have any humanity left, you will kill yourself for everyone's sake!\He's not a Corpse.\Although, he's not human either.\We are Corpseless.\Something between human and Corpse.\I will remember that day response:	Losing myself
context: I feel no shame being saved by you.\If you still have any humanity left, you will kill yourself for everyone's sake!\He's not a Corpse.\Although, he's not human either.\We are Corpseless.\Something between human and Corpse.\I will remember that day\Losing myself response:	In steam
context: If you still have any humanity left, you will kill yourself for everyone's sake!\He's not a Corpse.\Although, he's not human either.\We are Corpseless.\Something between human and Corpse.\I will remember that day\Losing myself\In steam response:	Countless mistakes are made
context: He's not a Corpse.\Although, he's not human either.\We are Corpseless.\Something between human and Corpse.\I will remember that day\Losing myself\In steam\Countless mistakes are made response:	When I can't see anything ahead
context: Although, he's not human either.\We are Corpseless.\Something between human and Corpse.\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead response:	You said
context: We are Corpseless.\Something between human and Corpse.\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said response:	Ask your own burning blood
context: Something between human and Corpse.\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood response:	Answer my beat
context: I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat response:	Stand up
context: Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Stand up response:	And slam everything onto the ground
context: In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Stand up\And slam everything onto the ground response:	My soul is devoted to my friend
context: Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Stand up\And slam everything onto the ground\My soul is devoted to my friend response:	Burn your life
context: When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life response:	Change the world
context: You said\Ask your own burning blood\Answer my beat\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world response:	Even if the stars
context: Ask your own burning blood\Answer my beat\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars response:	That connect you make a sound
context: Answer my beat\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound response:	There are just dreams in the same rain
context: Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain response:	And lights are dried up
context: And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up response:	I am tired of getting answers
context: My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers response:	By mimicking others
context: Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others response:	Dawn without the sun
context: Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun response:	And broken morning
context: Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning response:	Smashed cry and dream The ideal only has its doors
context: That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors response:	City is uplifted and drown in noise
context: There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise response:	I will still sing and stop turning the rudder
context: And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder response:	To hush silence
context: I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder\To hush silence response:	Corpseless of the Iron Fortress
context: By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder\To hush silence\Corpseless of the Iron Fortress response:	Chapter Two
context: Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder\To hush silence\Corpseless of the Iron Fortress\Chapter Two response:	Never-Ending Darkness
