context: Look, Kaoru-san! response:	It's...
context: What was that?! Mother and son perfectly in unison!\S-Shut up!\Sorry... He has no manners.\Are you friends from school?\Yeah... Or more like, we play music together.\He's a drummer and I play the piano...\Piano...\Oh, Kaoru, you used to love it when your dad played the piano. response:	He would play and I'd sing along...
context: S-Shut up!\Sorry... He has no manners.\Are you friends from school?\Yeah... Or more like, we play music together.\He's a drummer and I play the piano...\Piano...\Oh, Kaoru, you used to love it when your dad played the piano.\He would play and I'd sing along... response:	And then, even if you were crying, you'd always stop and listen...
context: Sorry... He has no manners.\Are you friends from school?\Yeah... Or more like, we play music together.\He's a drummer and I play the piano...\Piano...\Oh, Kaoru, you used to love it when your dad played the piano.\He would play and I'd sing along...\And then, even if you were crying, you'd always stop and listen... response:	That's such a happy memory...
context: Are you friends from school?\Yeah... Or more like, we play music together.\He's a drummer and I play the piano...\Piano...\Oh, Kaoru, you used to love it when your dad played the piano.\He would play and I'd sing along...\And then, even if you were crying, you'd always stop and listen...\That's such a happy memory... response:	Oh, really? I don't remember at all...
context: Yeah... Or more like, we play music together.\He's a drummer and I play the piano...\Piano...\Oh, Kaoru, you used to love it when your dad played the piano.\He would play and I'd sing along...\And then, even if you were crying, you'd always stop and listen...\That's such a happy memory...\Oh, really? I don't remember at all... response:	And anyway, Dad never likes to talk about the past...
context: He's a drummer and I play the piano...\Piano...\Oh, Kaoru, you used to love it when your dad played the piano.\He would play and I'd sing along...\And then, even if you were crying, you'd always stop and listen...\That's such a happy memory...\Oh, really? I don't remember at all...\And anyway, Dad never likes to talk about the past... response:	Of course he doesn't.
context: Piano...\Oh, Kaoru, you used to love it when your dad played the piano.\He would play and I'd sing along...\And then, even if you were crying, you'd always stop and listen...\That's such a happy memory...\Oh, really? I don't remember at all...\And anyway, Dad never likes to talk about the past...\Of course he doesn't. response:	Who would want to talk about a washout of a mother like me?
context: Oh, Kaoru, you used to love it when your dad played the piano.\He would play and I'd sing along...\And then, even if you were crying, you'd always stop and listen...\That's such a happy memory...\Oh, really? I don't remember at all...\And anyway, Dad never likes to talk about the past...\Of course he doesn't.\Who would want to talk about a washout of a mother like me? response:	Looks like the rain has stopped,
context: He would play and I'd sing along...\And then, even if you were crying, you'd always stop and listen...\That's such a happy memory...\Oh, really? I don't remember at all...\And anyway, Dad never likes to talk about the past...\Of course he doesn't.\Who would want to talk about a washout of a mother like me?\Looks like the rain has stopped, response:	so I'm gonna take a little stroll around Ginza.
context: And then, even if you were crying, you'd always stop and listen...\That's such a happy memory...\Oh, really? I don't remember at all...\And anyway, Dad never likes to talk about the past...\Of course he doesn't.\Who would want to talk about a washout of a mother like me?\Looks like the rain has stopped,\so I'm gonna take a little stroll around Ginza. response:	I think he wanted to give us some time alone.
context: That's such a happy memory...\Oh, really? I don't remember at all...\And anyway, Dad never likes to talk about the past...\Of course he doesn't.\Who would want to talk about a washout of a mother like me?\Looks like the rain has stopped,\so I'm gonna take a little stroll around Ginza.\I think he wanted to give us some time alone. response:	But eat before it gets cold.
context: Oh, really? I don't remember at all...\And anyway, Dad never likes to talk about the past...\Of course he doesn't.\Who would want to talk about a washout of a mother like me?\Looks like the rain has stopped,\so I'm gonna take a little stroll around Ginza.\I think he wanted to give us some time alone.\But eat before it gets cold. response:	It's this curry...
context: And anyway, Dad never likes to talk about the past...\Of course he doesn't.\Who would want to talk about a washout of a mother like me?\Looks like the rain has stopped,\so I'm gonna take a little stroll around Ginza.\I think he wanted to give us some time alone.\But eat before it gets cold.\It's this curry... response:	It's spicier than usual...
context: Of course he doesn't.\Who would want to talk about a washout of a mother like me?\Looks like the rain has stopped,\so I'm gonna take a little stroll around Ginza.\I think he wanted to give us some time alone.\But eat before it gets cold.\It's this curry...\It's spicier than usual... response:	Kaoru!
context: Who would want to talk about a washout of a mother like me?\Looks like the rain has stopped,\so I'm gonna take a little stroll around Ginza.\I think he wanted to give us some time alone.\But eat before it gets cold.\It's this curry...\It's spicier than usual...\Kaoru! response:	By the way, how's school?
context: Looks like the rain has stopped,\so I'm gonna take a little stroll around Ginza.\I think he wanted to give us some time alone.\But eat before it gets cold.\It's this curry...\It's spicier than usual...\Kaoru!\By the way, how's school? response:	Oh, it's okay...
context: so I'm gonna take a little stroll around Ginza.\I think he wanted to give us some time alone.\But eat before it gets cold.\It's this curry...\It's spicier than usual...\Kaoru!\By the way, how's school?\Oh, it's okay... response:	Is there a girl that you like?
context: I think he wanted to give us some time alone.\But eat before it gets cold.\It's this curry...\It's spicier than usual...\Kaoru!\By the way, how's school?\Oh, it's okay...\Is there a girl that you like? response:	Oh... Did it not work out?
context: But eat before it gets cold.\It's this curry...\It's spicier than usual...\Kaoru!\By the way, how's school?\Oh, it's okay...\Is there a girl that you like?\Oh... Did it not work out? response:	M-Mom... I'd rather not talk about that right now...
context: It's this curry...\It's spicier than usual...\Kaoru!\By the way, how's school?\Oh, it's okay...\Is there a girl that you like?\Oh... Did it not work out?\M-Mom... I'd rather not talk about that right now... response:	What, I'm right?
context: It's spicier than usual...\Kaoru!\By the way, how's school?\Oh, it's okay...\Is there a girl that you like?\Oh... Did it not work out?\M-Mom... I'd rather not talk about that right now...\What, I'm right? response:	W-What's so funny?!
context: Kaoru!\By the way, how's school?\Oh, it's okay...\Is there a girl that you like?\Oh... Did it not work out?\M-Mom... I'd rather not talk about that right now...\What, I'm right?\W-What's so funny?! response:	Well, just the idea of the baby boy in my memory
context: By the way, how's school?\Oh, it's okay...\Is there a girl that you like?\Oh... Did it not work out?\M-Mom... I'd rather not talk about that right now...\What, I'm right?\W-What's so funny?!\Well, just the idea of the baby boy in my memory response:	who'd say Mama and make gurgling noises... having a broken heart!
context: Oh, it's okay...\Is there a girl that you like?\Oh... Did it not work out?\M-Mom... I'd rather not talk about that right now...\What, I'm right?\W-What's so funny?!\Well, just the idea of the baby boy in my memory\who'd say Mama and make gurgling noises... having a broken heart! response:	You're in the heyday of youth!
context: Is there a girl that you like?\Oh... Did it not work out?\M-Mom... I'd rather not talk about that right now...\What, I'm right?\W-What's so funny?!\Well, just the idea of the baby boy in my memory\who'd say Mama and make gurgling noises... having a broken heart!\You're in the heyday of youth! response:	A broken heart! Not bad, not bad at all!
context: Oh... Did it not work out?\M-Mom... I'd rather not talk about that right now...\What, I'm right?\W-What's so funny?!\Well, just the idea of the baby boy in my memory\who'd say Mama and make gurgling noises... having a broken heart!\You're in the heyday of youth!\A broken heart! Not bad, not bad at all! response:	That's right! I'm lovelorn!
context: M-Mom... I'd rather not talk about that right now...\What, I'm right?\W-What's so funny?!\Well, just the idea of the baby boy in my memory\who'd say Mama and make gurgling noises... having a broken heart!\You're in the heyday of youth!\A broken heart! Not bad, not bad at all!\That's right! I'm lovelorn! response:	The more I laughed,
context: What, I'm right?\W-What's so funny?!\Well, just the idea of the baby boy in my memory\who'd say Mama and make gurgling noises... having a broken heart!\You're in the heyday of youth!\A broken heart! Not bad, not bad at all!\That's right! I'm lovelorn!\The more I laughed, response:	the more whatever had been building up inside me disappeared into thin air.
context: W-What's so funny?!\Well, just the idea of the baby boy in my memory\who'd say Mama and make gurgling noises... having a broken heart!\You're in the heyday of youth!\A broken heart! Not bad, not bad at all!\That's right! I'm lovelorn!\The more I laughed,\the more whatever had been building up inside me disappeared into thin air. response:	My mind emptied out.
context: Well, just the idea of the baby boy in my memory\who'd say Mama and make gurgling noises... having a broken heart!\You're in the heyday of youth!\A broken heart! Not bad, not bad at all!\That's right! I'm lovelorn!\The more I laughed,\the more whatever had been building up inside me disappeared into thin air.\My mind emptied out. response:	There he is!
context: who'd say Mama and make gurgling noises... having a broken heart!\You're in the heyday of youth!\A broken heart! Not bad, not bad at all!\That's right! I'm lovelorn!\The more I laughed,\the more whatever had been building up inside me disappeared into thin air.\My mind emptied out.\There he is! response:	I thought you weren't gonna make it in time.
context: You're in the heyday of youth!\A broken heart! Not bad, not bad at all!\That's right! I'm lovelorn!\The more I laughed,\the more whatever had been building up inside me disappeared into thin air.\My mind emptied out.\There he is!\I thought you weren't gonna make it in time. response:	Mom, here!
context: A broken heart! Not bad, not bad at all!\That's right! I'm lovelorn!\The more I laughed,\the more whatever had been building up inside me disappeared into thin air.\My mind emptied out.\There he is!\I thought you weren't gonna make it in time.\Mom, here! response:	For me?
context: That's right! I'm lovelorn!\The more I laughed,\the more whatever had been building up inside me disappeared into thin air.\My mind emptied out.\There he is!\I thought you weren't gonna make it in time.\Mom, here!\For me? response:	It's a jazz record.
context: The more I laughed,\the more whatever had been building up inside me disappeared into thin air.\My mind emptied out.\There he is!\I thought you weren't gonna make it in time.\Mom, here!\For me?\It's a jazz record. response:	The song called Lullaby of Birdland.
context: the more whatever had been building up inside me disappeared into thin air.\My mind emptied out.\There he is!\I thought you weren't gonna make it in time.\Mom, here!\For me?\It's a jazz record.\The song called Lullaby of Birdland. response:	Listen and then try singing along to it.
context: My mind emptied out.\There he is!\I thought you weren't gonna make it in time.\Mom, here!\For me?\It's a jazz record.\The song called Lullaby of Birdland.\Listen and then try singing along to it. response:	I'll come back to visit you again...
context: There he is!\I thought you weren't gonna make it in time.\Mom, here!\For me?\It's a jazz record.\The song called Lullaby of Birdland.\Listen and then try singing along to it.\I'll come back to visit you again... response:	But this is in English, isn't it?
context: I thought you weren't gonna make it in time.\Mom, here!\For me?\It's a jazz record.\The song called Lullaby of Birdland.\Listen and then try singing along to it.\I'll come back to visit you again...\But this is in English, isn't it? response:	I don't know the language at all...
context: Mom, here!\For me?\It's a jazz record.\The song called Lullaby of Birdland.\Listen and then try singing along to it.\I'll come back to visit you again...\But this is in English, isn't it?\I don't know the language at all... response:	It'll be fine. Just imitate what you hear.
context: For me?\It's a jazz record.\The song called Lullaby of Birdland.\Listen and then try singing along to it.\I'll come back to visit you again...\But this is in English, isn't it?\I don't know the language at all...\It'll be fine. Just imitate what you hear. response:	Jazz is best when sung by a woman with a husky voice.
context: It's a jazz record.\The song called Lullaby of Birdland.\Listen and then try singing along to it.\I'll come back to visit you again...\But this is in English, isn't it?\I don't know the language at all...\It'll be fine. Just imitate what you hear.\Jazz is best when sung by a woman with a husky voice. response:	I'll come back for sure, so practice, Mom, practice!
context: The song called Lullaby of Birdland.\Listen and then try singing along to it.\I'll come back to visit you again...\But this is in English, isn't it?\I don't know the language at all...\It'll be fine. Just imitate what you hear.\Jazz is best when sung by a woman with a husky voice.\I'll come back for sure, so practice, Mom, practice! response:	Kaoru... Um...
context: Listen and then try singing along to it.\I'll come back to visit you again...\But this is in English, isn't it?\I don't know the language at all...\It'll be fine. Just imitate what you hear.\Jazz is best when sung by a woman with a husky voice.\I'll come back for sure, so practice, Mom, practice!\Kaoru... Um... response:	Thank you for coming to see me...
context: I'll come back to visit you again...\But this is in English, isn't it?\I don't know the language at all...\It'll be fine. Just imitate what you hear.\Jazz is best when sung by a woman with a husky voice.\I'll come back for sure, so practice, Mom, practice!\Kaoru... Um...\Thank you for coming to see me... response:	I thought... I'd probably never see you again...
context: But this is in English, isn't it?\I don't know the language at all...\It'll be fine. Just imitate what you hear.\Jazz is best when sung by a woman with a husky voice.\I'll come back for sure, so practice, Mom, practice!\Kaoru... Um...\Thank you for coming to see me...\I thought... I'd probably never see you again... response:	That's what I told myself...
context: I don't know the language at all...\It'll be fine. Just imitate what you hear.\Jazz is best when sung by a woman with a husky voice.\I'll come back for sure, so practice, Mom, practice!\Kaoru... Um...\Thank you for coming to see me...\I thought... I'd probably never see you again...\That's what I told myself... response:	Why did my mom leave me behind?
context: It'll be fine. Just imitate what you hear.\Jazz is best when sung by a woman with a husky voice.\I'll come back for sure, so practice, Mom, practice!\Kaoru... Um...\Thank you for coming to see me...\I thought... I'd probably never see you again...\That's what I told myself...\Why did my mom leave me behind? response:	Those words that I couldn't ask flew away somewhere with this scenery...
context: Jazz is best when sung by a woman with a husky voice.\I'll come back for sure, so practice, Mom, practice!\Kaoru... Um...\Thank you for coming to see me...\I thought... I'd probably never see you again...\That's what I told myself...\Why did my mom leave me behind?\Those words that I couldn't ask flew away somewhere with this scenery... response:	Mom's mouth formed the words, I'm sorry.
context: I'll come back for sure, so practice, Mom, practice!\Kaoru... Um...\Thank you for coming to see me...\I thought... I'd probably never see you again...\That's what I told myself...\Why did my mom leave me behind?\Those words that I couldn't ask flew away somewhere with this scenery...\Mom's mouth formed the words, I'm sorry. response:	I shook my head, but I'm not sure she saw it.
context: Kaoru... Um...\Thank you for coming to see me...\I thought... I'd probably never see you again...\That's what I told myself...\Why did my mom leave me behind?\Those words that I couldn't ask flew away somewhere with this scenery...\Mom's mouth formed the words, I'm sorry.\I shook my head, but I'm not sure she saw it. response:	I'm back!
context: Thank you for coming to see me...\I thought... I'd probably never see you again...\That's what I told myself...\Why did my mom leave me behind?\Those words that I couldn't ask flew away somewhere with this scenery...\Mom's mouth formed the words, I'm sorry.\I shook my head, but I'm not sure she saw it.\I'm back! response:	That was heavy...
context: I thought... I'd probably never see you again...\That's what I told myself...\Why did my mom leave me behind?\Those words that I couldn't ask flew away somewhere with this scenery...\Mom's mouth formed the words, I'm sorry.\I shook my head, but I'm not sure she saw it.\I'm back!\That was heavy... response:	Ri'ko!
context: That's what I told myself...\Why did my mom leave me behind?\Those words that I couldn't ask flew away somewhere with this scenery...\Mom's mouth formed the words, I'm sorry.\I shook my head, but I'm not sure she saw it.\I'm back!\That was heavy...\Ri'ko! response:	Where were ya?!
