context: They seem strange and alien. response:	Primitive and peculiar,
context: If even they were deceived,\your sake's quite impressive.\Very well.\I'll believe your story.\So you'll let me go?\that you do not distribute that sake to others.\Sake that allows people to see mushi would probably cause a lot of unnecessary trouble.\Besides, even if the taste is exemplary, response:	I doubt a sake that makes people hallucinate would be good for your brewery's image.
context: your sake's quite impressive.\Very well.\I'll believe your story.\So you'll let me go?\that you do not distribute that sake to others.\Sake that allows people to see mushi would probably cause a lot of unnecessary trouble.\Besides, even if the taste is exemplary,\I doubt a sake that makes people hallucinate would be good for your brewery's image. response:	What you used as yeast was likely a Suimitsutou, or Nectar Sucker mushi.
context: Very well.\I'll believe your story.\So you'll let me go?\that you do not distribute that sake to others.\Sake that allows people to see mushi would probably cause a lot of unnecessary trouble.\Besides, even if the taste is exemplary,\I doubt a sake that makes people hallucinate would be good for your brewery's image.\What you used as yeast was likely a Suimitsutou, or Nectar Sucker mushi. response:	Like yeast, they are microscopic, and they metabolize sugar, fermenting it until it becomes sake.
context: I'll believe your story.\So you'll let me go?\that you do not distribute that sake to others.\Sake that allows people to see mushi would probably cause a lot of unnecessary trouble.\Besides, even if the taste is exemplary,\I doubt a sake that makes people hallucinate would be good for your brewery's image.\What you used as yeast was likely a Suimitsutou, or Nectar Sucker mushi.\Like yeast, they are microscopic, and they metabolize sugar, fermenting it until it becomes sake. response:	Some have said that Suimitsutou may be used to brew fake kouki,
context: So you'll let me go?\that you do not distribute that sake to others.\Sake that allows people to see mushi would probably cause a lot of unnecessary trouble.\Besides, even if the taste is exemplary,\I doubt a sake that makes people hallucinate would be good for your brewery's image.\What you used as yeast was likely a Suimitsutou, or Nectar Sucker mushi.\Like yeast, they are microscopic, and they metabolize sugar, fermenting it until it becomes sake.\Some have said that Suimitsutou may be used to brew fake kouki, response:	but no known attempts at this have succeeded.
context: that you do not distribute that sake to others.\Sake that allows people to see mushi would probably cause a lot of unnecessary trouble.\Besides, even if the taste is exemplary,\I doubt a sake that makes people hallucinate would be good for your brewery's image.\What you used as yeast was likely a Suimitsutou, or Nectar Sucker mushi.\Like yeast, they are microscopic, and they metabolize sugar, fermenting it until it becomes sake.\Some have said that Suimitsutou may be used to brew fake kouki,\but no known attempts at this have succeeded. response:	In other words, your brewing skills are beyond compare.
context: Sake that allows people to see mushi would probably cause a lot of unnecessary trouble.\Besides, even if the taste is exemplary,\I doubt a sake that makes people hallucinate would be good for your brewery's image.\What you used as yeast was likely a Suimitsutou, or Nectar Sucker mushi.\Like yeast, they are microscopic, and they metabolize sugar, fermenting it until it becomes sake.\Some have said that Suimitsutou may be used to brew fake kouki,\but no known attempts at this have succeeded.\In other words, your brewing skills are beyond compare. response:	May I ask you something?
context: Besides, even if the taste is exemplary,\I doubt a sake that makes people hallucinate would be good for your brewery's image.\What you used as yeast was likely a Suimitsutou, or Nectar Sucker mushi.\Like yeast, they are microscopic, and they metabolize sugar, fermenting it until it becomes sake.\Some have said that Suimitsutou may be used to brew fake kouki,\but no known attempts at this have succeeded.\In other words, your brewing skills are beyond compare.\May I ask you something? response:	What is this kouki that you keep mentioning?
context: I doubt a sake that makes people hallucinate would be good for your brewery's image.\What you used as yeast was likely a Suimitsutou, or Nectar Sucker mushi.\Like yeast, they are microscopic, and they metabolize sugar, fermenting it until it becomes sake.\Some have said that Suimitsutou may be used to brew fake kouki,\but no known attempts at this have succeeded.\In other words, your brewing skills are beyond compare.\May I ask you something?\What is this kouki that you keep mentioning? response:	It is the essence of life itself.
context: What you used as yeast was likely a Suimitsutou, or Nectar Sucker mushi.\Like yeast, they are microscopic, and they metabolize sugar, fermenting it until it becomes sake.\Some have said that Suimitsutou may be used to brew fake kouki,\but no known attempts at this have succeeded.\In other words, your brewing skills are beyond compare.\May I ask you something?\What is this kouki that you keep mentioning?\It is the essence of life itself. response:	It is a panacea for those who suffer from mushi-related afflictions.
context: Like yeast, they are microscopic, and they metabolize sugar, fermenting it until it becomes sake.\Some have said that Suimitsutou may be used to brew fake kouki,\but no known attempts at this have succeeded.\In other words, your brewing skills are beyond compare.\May I ask you something?\What is this kouki that you keep mentioning?\It is the essence of life itself.\It is a panacea for those who suffer from mushi-related afflictions. response:	And what are mushi?
context: Some have said that Suimitsutou may be used to brew fake kouki,\but no known attempts at this have succeeded.\In other words, your brewing skills are beyond compare.\May I ask you something?\What is this kouki that you keep mentioning?\It is the essence of life itself.\It is a panacea for those who suffer from mushi-related afflictions.\And what are mushi? response:	Well...
context: but no known attempts at this have succeeded.\In other words, your brewing skills are beyond compare.\May I ask you something?\What is this kouki that you keep mentioning?\It is the essence of life itself.\It is a panacea for those who suffer from mushi-related afflictions.\And what are mushi?\Well... response:	they're part of that which shapes this world.
context: In other words, your brewing skills are beyond compare.\May I ask you something?\What is this kouki that you keep mentioning?\It is the essence of life itself.\It is a panacea for those who suffer from mushi-related afflictions.\And what are mushi?\Well...\they're part of that which shapes this world. response:	Nothing more, nothing less.
context: May I ask you something?\What is this kouki that you keep mentioning?\It is the essence of life itself.\It is a panacea for those who suffer from mushi-related afflictions.\And what are mushi?\Well...\they're part of that which shapes this world.\Nothing more, nothing less. response:	By the way, about that sake you brewed...
context: What is this kouki that you keep mentioning?\It is the essence of life itself.\It is a panacea for those who suffer from mushi-related afflictions.\And what are mushi?\Well...\they're part of that which shapes this world.\Nothing more, nothing less.\By the way, about that sake you brewed... response:	Huh?
context: It is the essence of life itself.\It is a panacea for those who suffer from mushi-related afflictions.\And what are mushi?\Well...\they're part of that which shapes this world.\Nothing more, nothing less.\By the way, about that sake you brewed...\Huh? response:	Although you're not able to distribute it openly...
context: It is a panacea for those who suffer from mushi-related afflictions.\And what are mushi?\Well...\they're part of that which shapes this world.\Nothing more, nothing less.\By the way, about that sake you brewed...\Huh?\Although you're not able to distribute it openly... response:	What?
context: And what are mushi?\Well...\they're part of that which shapes this world.\Nothing more, nothing less.\By the way, about that sake you brewed...\Huh?\Although you're not able to distribute it openly...\What? response:	The following morning,
context: Well...\they're part of that which shapes this world.\Nothing more, nothing less.\By the way, about that sake you brewed...\Huh?\Although you're not able to distribute it openly...\What?\The following morning, response:	I returned to the brewery to find everyone in an uproar
context: they're part of that which shapes this world.\Nothing more, nothing less.\By the way, about that sake you brewed...\Huh?\Although you're not able to distribute it openly...\What?\The following morning,\I returned to the brewery to find everyone in an uproar response:	because they had gotten drunk and had hallucinated.
context: Nothing more, nothing less.\By the way, about that sake you brewed...\Huh?\Although you're not able to distribute it openly...\What?\The following morning,\I returned to the brewery to find everyone in an uproar\because they had gotten drunk and had hallucinated. response:	After a discussion,
context: By the way, about that sake you brewed...\Huh?\Although you're not able to distribute it openly...\What?\The following morning,\I returned to the brewery to find everyone in an uproar\because they had gotten drunk and had hallucinated.\After a discussion, response:	we decided to not sell or distribute that sake but to keep it in the storeroom for the time being.
context: Huh?\Although you're not able to distribute it openly...\What?\The following morning,\I returned to the brewery to find everyone in an uproar\because they had gotten drunk and had hallucinated.\After a discussion,\we decided to not sell or distribute that sake but to keep it in the storeroom for the time being. response:	We kept it because, from time to time, we'd get strange visitors who wanted to buy it.
context: Although you're not able to distribute it openly...\What?\The following morning,\I returned to the brewery to find everyone in an uproar\because they had gotten drunk and had hallucinated.\After a discussion,\we decided to not sell or distribute that sake but to keep it in the storeroom for the time being.\We kept it because, from time to time, we'd get strange visitors who wanted to buy it. response:	Where do these people even learn about that sake?
context: What?\The following morning,\I returned to the brewery to find everyone in an uproar\because they had gotten drunk and had hallucinated.\After a discussion,\we decided to not sell or distribute that sake but to keep it in the storeroom for the time being.\We kept it because, from time to time, we'd get strange visitors who wanted to buy it.\Where do these people even learn about that sake? response:	I have no idea.
context: The following morning,\I returned to the brewery to find everyone in an uproar\because they had gotten drunk and had hallucinated.\After a discussion,\we decided to not sell or distribute that sake but to keep it in the storeroom for the time being.\We kept it because, from time to time, we'd get strange visitors who wanted to buy it.\Where do these people even learn about that sake?\I have no idea. response:	What do you mean by openly?
context: I returned to the brewery to find everyone in an uproar\because they had gotten drunk and had hallucinated.\After a discussion,\we decided to not sell or distribute that sake but to keep it in the storeroom for the time being.\We kept it because, from time to time, we'd get strange visitors who wanted to buy it.\Where do these people even learn about that sake?\I have no idea.\What do you mean by openly? response:	Well, that sake could be useful to us mushi-shi.
context: because they had gotten drunk and had hallucinated.\After a discussion,\we decided to not sell or distribute that sake but to keep it in the storeroom for the time being.\We kept it because, from time to time, we'd get strange visitors who wanted to buy it.\Where do these people even learn about that sake?\I have no idea.\What do you mean by openly?\Well, that sake could be useful to us mushi-shi. response:	So I'll send out word that there's a brewery that makes interesting sake.
context: After a discussion,\we decided to not sell or distribute that sake but to keep it in the storeroom for the time being.\We kept it because, from time to time, we'd get strange visitors who wanted to buy it.\Where do these people even learn about that sake?\I have no idea.\What do you mean by openly?\Well, that sake could be useful to us mushi-shi.\So I'll send out word that there's a brewery that makes interesting sake. response:	But won't that cause them to come after me?
context: we decided to not sell or distribute that sake but to keep it in the storeroom for the time being.\We kept it because, from time to time, we'd get strange visitors who wanted to buy it.\Where do these people even learn about that sake?\I have no idea.\What do you mean by openly?\Well, that sake could be useful to us mushi-shi.\So I'll send out word that there's a brewery that makes interesting sake.\But won't that cause them to come after me? response:	If you're only selling it, it shouldn't be a problem.
context: We kept it because, from time to time, we'd get strange visitors who wanted to buy it.\Where do these people even learn about that sake?\I have no idea.\What do you mean by openly?\Well, that sake could be useful to us mushi-shi.\So I'll send out word that there's a brewery that makes interesting sake.\But won't that cause them to come after me?\If you're only selling it, it shouldn't be a problem. response:	They gave you a hard time just now because you were trading it as kouki.
context: Where do these people even learn about that sake?\I have no idea.\What do you mean by openly?\Well, that sake could be useful to us mushi-shi.\So I'll send out word that there's a brewery that makes interesting sake.\But won't that cause them to come after me?\If you're only selling it, it shouldn't be a problem.\They gave you a hard time just now because you were trading it as kouki. response:	It's all about how you use it.
context: I have no idea.\What do you mean by openly?\Well, that sake could be useful to us mushi-shi.\So I'll send out word that there's a brewery that makes interesting sake.\But won't that cause them to come after me?\If you're only selling it, it shouldn't be a problem.\They gave you a hard time just now because you were trading it as kouki.\It's all about how you use it. response:	How would you mushi-shi use it?
context: What do you mean by openly?\Well, that sake could be useful to us mushi-shi.\So I'll send out word that there's a brewery that makes interesting sake.\But won't that cause them to come after me?\If you're only selling it, it shouldn't be a problem.\They gave you a hard time just now because you were trading it as kouki.\It's all about how you use it.\How would you mushi-shi use it? response:	Well, in a lot of different ways.
context: Well, that sake could be useful to us mushi-shi.\So I'll send out word that there's a brewery that makes interesting sake.\But won't that cause them to come after me?\If you're only selling it, it shouldn't be a problem.\They gave you a hard time just now because you were trading it as kouki.\It's all about how you use it.\How would you mushi-shi use it?\Well, in a lot of different ways. response:	There are many cases that can be solved by making the invisible visible.
context: So I'll send out word that there's a brewery that makes interesting sake.\But won't that cause them to come after me?\If you're only selling it, it shouldn't be a problem.\They gave you a hard time just now because you were trading it as kouki.\It's all about how you use it.\How would you mushi-shi use it?\Well, in a lot of different ways.\There are many cases that can be solved by making the invisible visible. response:	I see.
context: But won't that cause them to come after me?\If you're only selling it, it shouldn't be a problem.\They gave you a hard time just now because you were trading it as kouki.\It's all about how you use it.\How would you mushi-shi use it?\Well, in a lot of different ways.\There are many cases that can be solved by making the invisible visible.\I see. response:	So you met those people just as I did.
context: If you're only selling it, it shouldn't be a problem.\They gave you a hard time just now because you were trading it as kouki.\It's all about how you use it.\How would you mushi-shi use it?\Well, in a lot of different ways.\There are many cases that can be solved by making the invisible visible.\I see.\So you met those people just as I did. response:	Though that man shared his sake with me, it wasn't nice of me to trade him this.
context: They gave you a hard time just now because you were trading it as kouki.\It's all about how you use it.\How would you mushi-shi use it?\Well, in a lot of different ways.\There are many cases that can be solved by making the invisible visible.\I see.\So you met those people just as I did.\Though that man shared his sake with me, it wasn't nice of me to trade him this. response:	Anyway, did you decide to try that sake?
context: It's all about how you use it.\How would you mushi-shi use it?\Well, in a lot of different ways.\There are many cases that can be solved by making the invisible visible.\I see.\So you met those people just as I did.\Though that man shared his sake with me, it wasn't nice of me to trade him this.\Anyway, did you decide to try that sake? response:	No.
context: How would you mushi-shi use it?\Well, in a lot of different ways.\There are many cases that can be solved by making the invisible visible.\I see.\So you met those people just as I did.\Though that man shared his sake with me, it wasn't nice of me to trade him this.\Anyway, did you decide to try that sake?\No. response:	You should've. It was delicious.
context: Well, in a lot of different ways.\There are many cases that can be solved by making the invisible visible.\I see.\So you met those people just as I did.\Though that man shared his sake with me, it wasn't nice of me to trade him this.\Anyway, did you decide to try that sake?\No.\You should've. It was delicious. response:	It's okay.
context: There are many cases that can be solved by making the invisible visible.\I see.\So you met those people just as I did.\Though that man shared his sake with me, it wasn't nice of me to trade him this.\Anyway, did you decide to try that sake?\No.\You should've. It was delicious.\It's okay. response:	I remember the taste of your sake, Dad.
context: I see.\So you met those people just as I did.\Though that man shared his sake with me, it wasn't nice of me to trade him this.\Anyway, did you decide to try that sake?\No.\You should've. It was delicious.\It's okay.\I remember the taste of your sake, Dad. response:	I plan to try again from square one to reach that levelproperly this time.
context: So you met those people just as I did.\Though that man shared his sake with me, it wasn't nice of me to trade him this.\Anyway, did you decide to try that sake?\No.\You should've. It was delicious.\It's okay.\I remember the taste of your sake, Dad.\I plan to try again from square one to reach that levelproperly this time. response:	I want to be able to hear what the sake is saying.
context: Though that man shared his sake with me, it wasn't nice of me to trade him this.\Anyway, did you decide to try that sake?\No.\You should've. It was delicious.\It's okay.\I remember the taste of your sake, Dad.\I plan to try again from square one to reach that levelproperly this time.\I want to be able to hear what the sake is saying. response:	Since that evening, I never saw those mushi-shi in the mountains again.
context: Anyway, did you decide to try that sake?\No.\You should've. It was delicious.\It's okay.\I remember the taste of your sake, Dad.\I plan to try again from square one to reach that levelproperly this time.\I want to be able to hear what the sake is saying.\Since that evening, I never saw those mushi-shi in the mountains again. response:	The golden sake we made is almost gone, too.
context: No.\You should've. It was delicious.\It's okay.\I remember the taste of your sake, Dad.\I plan to try again from square one to reach that levelproperly this time.\I want to be able to hear what the sake is saying.\Since that evening, I never saw those mushi-shi in the mountains again.\The golden sake we made is almost gone, too. response:	There are still times when the sake we brew doesn't turn out well.
context: You should've. It was delicious.\It's okay.\I remember the taste of your sake, Dad.\I plan to try again from square one to reach that levelproperly this time.\I want to be able to hear what the sake is saying.\Since that evening, I never saw those mushi-shi in the mountains again.\The golden sake we made is almost gone, too.\There are still times when the sake we brew doesn't turn out well. response:	At times like those,
context: It's okay.\I remember the taste of your sake, Dad.\I plan to try again from square one to reach that levelproperly this time.\I want to be able to hear what the sake is saying.\Since that evening, I never saw those mushi-shi in the mountains again.\The golden sake we made is almost gone, too.\There are still times when the sake we brew doesn't turn out well.\At times like those, response:	I drink some of that golden sake I saved.
context: I remember the taste of your sake, Dad.\I plan to try again from square one to reach that levelproperly this time.\I want to be able to hear what the sake is saying.\Since that evening, I never saw those mushi-shi in the mountains again.\The golden sake we made is almost gone, too.\There are still times when the sake we brew doesn't turn out well.\At times like those,\I drink some of that golden sake I saved. response:	I can only see them when I've had some of that sake,
context: I plan to try again from square one to reach that levelproperly this time.\I want to be able to hear what the sake is saying.\Since that evening, I never saw those mushi-shi in the mountains again.\The golden sake we made is almost gone, too.\There are still times when the sake we brew doesn't turn out well.\At times like those,\I drink some of that golden sake I saved.\I can only see them when I've had some of that sake, response:	but whenever I do see them so vibrant and alive
context: I want to be able to hear what the sake is saying.\Since that evening, I never saw those mushi-shi in the mountains again.\The golden sake we made is almost gone, too.\There are still times when the sake we brew doesn't turn out well.\At times like those,\I drink some of that golden sake I saved.\I can only see them when I've had some of that sake,\but whenever I do see them so vibrant and alive response:	they help give me the strength to keep going.
context: Since that evening, I never saw those mushi-shi in the mountains again.\The golden sake we made is almost gone, too.\There are still times when the sake we brew doesn't turn out well.\At times like those,\I drink some of that golden sake I saved.\I can only see them when I've had some of that sake,\but whenever I do see them so vibrant and alive\they help give me the strength to keep going. response:	The Banquet at the Edge of the Forest
context: The golden sake we made is almost gone, too.\There are still times when the sake we brew doesn't turn out well.\At times like those,\I drink some of that golden sake I saved.\I can only see them when I've had some of that sake,\but whenever I do see them so vibrant and alive\they help give me the strength to keep going.\The Banquet at the Edge of the Forest response:	The
context: There are still times when the sake we brew doesn't turn out well.\At times like those,\I drink some of that golden sake I saved.\I can only see them when I've had some of that sake,\but whenever I do see them so vibrant and alive\they help give me the strength to keep going.\The Banquet at the Edge of the Forest\The response:	Warbling
context: At times like those,\I drink some of that golden sake I saved.\I can only see them when I've had some of that sake,\but whenever I do see them so vibrant and alive\they help give me the strength to keep going.\The Banquet at the Edge of the Forest\The\Warbling response:	Seashell
context: I drink some of that golden sake I saved.\I can only see them when I've had some of that sake,\but whenever I do see them so vibrant and alive\they help give me the strength to keep going.\The Banquet at the Edge of the Forest\The\Warbling\Seashell response:	The Warbling Seashell.
