context: Science Fell in Love, So I Tried to Prove It response:	Gone Home
context: A long, long time ago,\there was someone who said the same things you say to me, Kanade-chan.\Said the same things?\Because I was the kind of child who would spend all day studying pillbugs.\S-So, you've always been a science-type!\Oh, man! Did I step on a land mine?\But, you know...\I met someone, and I changed. response:	Someone whose name I don't know. Someone I looked up to.
context: there was someone who said the same things you say to me, Kanade-chan.\Said the same things?\Because I was the kind of child who would spend all day studying pillbugs.\S-So, you've always been a science-type!\Oh, man! Did I step on a land mine?\But, you know...\I met someone, and I changed.\Someone whose name I don't know. Someone I looked up to. response:	You're going to make it again right?
context: Said the same things?\Because I was the kind of child who would spend all day studying pillbugs.\S-So, you've always been a science-type!\Oh, man! Did I step on a land mine?\But, you know...\I met someone, and I changed.\Someone whose name I don't know. Someone I looked up to.\You're going to make it again right? response:	Well, in that case.
context: Because I was the kind of child who would spend all day studying pillbugs.\S-So, you've always been a science-type!\Oh, man! Did I step on a land mine?\But, you know...\I met someone, and I changed.\Someone whose name I don't know. Someone I looked up to.\You're going to make it again right?\Well, in that case. response:	I want to do it, too!
context: S-So, you've always been a science-type!\Oh, man! Did I step on a land mine?\But, you know...\I met someone, and I changed.\Someone whose name I don't know. Someone I looked up to.\You're going to make it again right?\Well, in that case.\I want to do it, too! response:	poop
context: Oh, man! Did I step on a land mine?\But, you know...\I met someone, and I changed.\Someone whose name I don't know. Someone I looked up to.\You're going to make it again right?\Well, in that case.\I want to do it, too!\poop response:	bug girl
context: But, you know...\I met someone, and I changed.\Someone whose name I don't know. Someone I looked up to.\You're going to make it again right?\Well, in that case.\I want to do it, too!\poop\bug girl response:	poop
context: I met someone, and I changed.\Someone whose name I don't know. Someone I looked up to.\You're going to make it again right?\Well, in that case.\I want to do it, too!\poop\bug girl\poop response:	What should we play?
context: Someone whose name I don't know. Someone I looked up to.\You're going to make it again right?\Well, in that case.\I want to do it, too!\poop\bug girl\poop\What should we play? response:	Bug girl!
context: You're going to make it again right?\Well, in that case.\I want to do it, too!\poop\bug girl\poop\What should we play?\Bug girl! response:	You're so gross!
context: Well, in that case.\I want to do it, too!\poop\bug girl\poop\What should we play?\Bug girl!\You're so gross! response:	She's looking this way!
context: I want to do it, too!\poop\bug girl\poop\What should we play?\Bug girl!\You're so gross!\She's looking this way! response:	Run away!
context: poop\bug girl\poop\What should we play?\Bug girl!\You're so gross!\She's looking this way!\Run away! response:	Run away!
context: bug girl\poop\What should we play?\Bug girl!\You're so gross!\She's looking this way!\Run away!\Run away! response:	Wait up!
context: poop\What should we play?\Bug girl!\You're so gross!\She's looking this way!\Run away!\Run away!\Wait up! response:	Saiyou Medical University Kounosu Medical Treatment Center
context: What should we play?\Bug girl!\You're so gross!\She's looking this way!\Run away!\Run away!\Wait up!\Saiyou Medical University Kounosu Medical Treatment Center response:	Right. Left. Right. Left.
context: Bug girl!\You're so gross!\She's looking this way!\Run away!\Run away!\Wait up!\Saiyou Medical University Kounosu Medical Treatment Center\Right. Left. Right. Left. response:	I knew it!
context: You're so gross!\She's looking this way!\Run away!\Run away!\Wait up!\Saiyou Medical University Kounosu Medical Treatment Center\Right. Left. Right. Left.\I knew it! response:	Researching a pillbug's tendency to switch directions when reacting to stimulus, I see.
context: She's looking this way!\Run away!\Run away!\Wait up!\Saiyou Medical University Kounosu Medical Treatment Center\Right. Left. Right. Left.\I knew it!\Researching a pillbug's tendency to switch directions when reacting to stimulus, I see. response:	When pillbugs turn right at a corner, they turn left at the next corner,
context: Run away!\Run away!\Wait up!\Saiyou Medical University Kounosu Medical Treatment Center\Right. Left. Right. Left.\I knew it!\Researching a pillbug's tendency to switch directions when reacting to stimulus, I see.\When pillbugs turn right at a corner, they turn left at the next corner, response:	and they continue to alternate directions. This is a trait they possess.
context: Run away!\Wait up!\Saiyou Medical University Kounosu Medical Treatment Center\Right. Left. Right. Left.\I knew it!\Researching a pillbug's tendency to switch directions when reacting to stimulus, I see.\When pillbugs turn right at a corner, they turn left at the next corner,\and they continue to alternate directions. This is a trait they possess. response:	It is, indeed, quite interesting.
context: Wait up!\Saiyou Medical University Kounosu Medical Treatment Center\Right. Left. Right. Left.\I knew it!\Researching a pillbug's tendency to switch directions when reacting to stimulus, I see.\When pillbugs turn right at a corner, they turn left at the next corner,\and they continue to alternate directions. This is a trait they possess.\It is, indeed, quite interesting. response:	baldy four-eyes nerd
context: Saiyou Medical University Kounosu Medical Treatment Center\Right. Left. Right. Left.\I knew it!\Researching a pillbug's tendency to switch directions when reacting to stimulus, I see.\When pillbugs turn right at a corner, they turn left at the next corner,\and they continue to alternate directions. This is a trait they possess.\It is, indeed, quite interesting.\baldy four-eyes nerd response:	It seems that you, like myself, have set your sights on science.
context: Right. Left. Right. Left.\I knew it!\Researching a pillbug's tendency to switch directions when reacting to stimulus, I see.\When pillbugs turn right at a corner, they turn left at the next corner,\and they continue to alternate directions. This is a trait they possess.\It is, indeed, quite interesting.\baldy four-eyes nerd\It seems that you, like myself, have set your sights on science. response:	What? What is it you want to say?
context: I knew it!\Researching a pillbug's tendency to switch directions when reacting to stimulus, I see.\When pillbugs turn right at a corner, they turn left at the next corner,\and they continue to alternate directions. This is a trait they possess.\It is, indeed, quite interesting.\baldy four-eyes nerd\It seems that you, like myself, have set your sights on science.\What? What is it you want to say? response:	Oh, this?
context: Researching a pillbug's tendency to switch directions when reacting to stimulus, I see.\When pillbugs turn right at a corner, they turn left at the next corner,\and they continue to alternate directions. This is a trait they possess.\It is, indeed, quite interesting.\baldy four-eyes nerd\It seems that you, like myself, have set your sights on science.\What? What is it you want to say?\Oh, this? response:	It's of an inferior level, and the vocabulary is lacking.
context: When pillbugs turn right at a corner, they turn left at the next corner,\and they continue to alternate directions. This is a trait they possess.\It is, indeed, quite interesting.\baldy four-eyes nerd\It seems that you, like myself, have set your sights on science.\What? What is it you want to say?\Oh, this?\It's of an inferior level, and the vocabulary is lacking. response:	baldy four-eyes nerd
context: and they continue to alternate directions. This is a trait they possess.\It is, indeed, quite interesting.\baldy four-eyes nerd\It seems that you, like myself, have set your sights on science.\What? What is it you want to say?\Oh, this?\It's of an inferior level, and the vocabulary is lacking.\baldy four-eyes nerd response:	Just infantile harassment of my incompetent classmates. I pay it no mind.
context: It is, indeed, quite interesting.\baldy four-eyes nerd\It seems that you, like myself, have set your sights on science.\What? What is it you want to say?\Oh, this?\It's of an inferior level, and the vocabulary is lacking.\baldy four-eyes nerd\Just infantile harassment of my incompetent classmates. I pay it no mind. response:	Always deal with things calmly and intellectually.
context: baldy four-eyes nerd\It seems that you, like myself, have set your sights on science.\What? What is it you want to say?\Oh, this?\It's of an inferior level, and the vocabulary is lacking.\baldy four-eyes nerd\Just infantile harassment of my incompetent classmates. I pay it no mind.\Always deal with things calmly and intellectually. response:	That is what a science-type is, after all.
context: It seems that you, like myself, have set your sights on science.\What? What is it you want to say?\Oh, this?\It's of an inferior level, and the vocabulary is lacking.\baldy four-eyes nerd\Just infantile harassment of my incompetent classmates. I pay it no mind.\Always deal with things calmly and intellectually.\That is what a science-type is, after all. response:	I just...
context: What? What is it you want to say?\Oh, this?\It's of an inferior level, and the vocabulary is lacking.\baldy four-eyes nerd\Just infantile harassment of my incompetent classmates. I pay it no mind.\Always deal with things calmly and intellectually.\That is what a science-type is, after all.\I just... response:	I just like observing pillbugs and stuff, that's all...
context: Oh, this?\It's of an inferior level, and the vocabulary is lacking.\baldy four-eyes nerd\Just infantile harassment of my incompetent classmates. I pay it no mind.\Always deal with things calmly and intellectually.\That is what a science-type is, after all.\I just...\I just like observing pillbugs and stuff, that's all... response:	But everyone says I'm weird.
context: It's of an inferior level, and the vocabulary is lacking.\baldy four-eyes nerd\Just infantile harassment of my incompetent classmates. I pay it no mind.\Always deal with things calmly and intellectually.\That is what a science-type is, after all.\I just...\I just like observing pillbugs and stuff, that's all...\But everyone says I'm weird. response:	They say it's creepy.
context: baldy four-eyes nerd\Just infantile harassment of my incompetent classmates. I pay it no mind.\Always deal with things calmly and intellectually.\That is what a science-type is, after all.\I just...\I just like observing pillbugs and stuff, that's all...\But everyone says I'm weird.\They say it's creepy. response:	They say they hate me... that they don't need me...
context: Just infantile harassment of my incompetent classmates. I pay it no mind.\Always deal with things calmly and intellectually.\That is what a science-type is, after all.\I just...\I just like observing pillbugs and stuff, that's all...\But everyone says I'm weird.\They say it's creepy.\They say they hate me... that they don't need me... response:	Are you stupid?
context: Always deal with things calmly and intellectually.\That is what a science-type is, after all.\I just...\I just like observing pillbugs and stuff, that's all...\But everyone says I'm weird.\They say it's creepy.\They say they hate me... that they don't need me...\Are you stupid? response:	Loving to observe plants and animals and their interactions with their environment,
context: That is what a science-type is, after all.\I just...\I just like observing pillbugs and stuff, that's all...\But everyone says I'm weird.\They say it's creepy.\They say they hate me... that they don't need me...\Are you stupid?\Loving to observe plants and animals and their interactions with their environment, response:	shows, without a doubt, that you possess the same disposition toward science that I do.
context: I just...\I just like observing pillbugs and stuff, that's all...\But everyone says I'm weird.\They say it's creepy.\They say they hate me... that they don't need me...\Are you stupid?\Loving to observe plants and animals and their interactions with their environment,\shows, without a doubt, that you possess the same disposition toward science that I do. response:	This was published by MEXT. The university entrance rate for 2005.
context: I just like observing pillbugs and stuff, that's all...\But everyone says I'm weird.\They say it's creepy.\They say they hate me... that they don't need me...\Are you stupid?\Loving to observe plants and animals and their interactions with their environment,\shows, without a doubt, that you possess the same disposition toward science that I do.\This was published by MEXT. The university entrance rate for 2005. response:	In any given year, the sciences exhibit a high level of entrance.
context: But everyone says I'm weird.\They say it's creepy.\They say they hate me... that they don't need me...\Are you stupid?\Loving to observe plants and animals and their interactions with their environment,\shows, without a doubt, that you possess the same disposition toward science that I do.\This was published by MEXT. The university entrance rate for 2005.\In any given year, the sciences exhibit a high level of entrance. response:	And in recent years,
context: They say it's creepy.\They say they hate me... that they don't need me...\Are you stupid?\Loving to observe plants and animals and their interactions with their environment,\shows, without a doubt, that you possess the same disposition toward science that I do.\This was published by MEXT. The university entrance rate for 2005.\In any given year, the sciences exhibit a high level of entrance.\And in recent years, response:	female acceptance rates have begun to surpass those of males.
context: They say they hate me... that they don't need me...\Are you stupid?\Loving to observe plants and animals and their interactions with their environment,\shows, without a doubt, that you possess the same disposition toward science that I do.\This was published by MEXT. The university entrance rate for 2005.\In any given year, the sciences exhibit a high level of entrance.\And in recent years,\female acceptance rates have begun to surpass those of males. response:	From this point, because their overall numbers are low,
context: Are you stupid?\Loving to observe plants and animals and their interactions with their environment,\shows, without a doubt, that you possess the same disposition toward science that I do.\This was published by MEXT. The university entrance rate for 2005.\In any given year, the sciences exhibit a high level of entrance.\And in recent years,\female acceptance rates have begun to surpass those of males.\From this point, because their overall numbers are low, response:	science girls will be needed more than ever.
context: Loving to observe plants and animals and their interactions with their environment,\shows, without a doubt, that you possess the same disposition toward science that I do.\This was published by MEXT. The university entrance rate for 2005.\In any given year, the sciences exhibit a high level of entrance.\And in recent years,\female acceptance rates have begun to surpass those of males.\From this point, because their overall numbers are low,\science girls will be needed more than ever. response:	That means that your future is rosy!
context: shows, without a doubt, that you possess the same disposition toward science that I do.\This was published by MEXT. The university entrance rate for 2005.\In any given year, the sciences exhibit a high level of entrance.\And in recent years,\female acceptance rates have begun to surpass those of males.\From this point, because their overall numbers are low,\science girls will be needed more than ever.\That means that your future is rosy! response:	Additionally, the fact that people hate you is not the pillbugs' fault.
context: This was published by MEXT. The university entrance rate for 2005.\In any given year, the sciences exhibit a high level of entrance.\And in recent years,\female acceptance rates have begun to surpass those of males.\From this point, because their overall numbers are low,\science girls will be needed more than ever.\That means that your future is rosy!\Additionally, the fact that people hate you is not the pillbugs' fault. response:	It's because you have a gloomy appearance!
context: In any given year, the sciences exhibit a high level of entrance.\And in recent years,\female acceptance rates have begun to surpass those of males.\From this point, because their overall numbers are low,\science girls will be needed more than ever.\That means that your future is rosy!\Additionally, the fact that people hate you is not the pillbugs' fault.\It's because you have a gloomy appearance! response:	Psychologically speaking, it's called a halo effect...
context: And in recent years,\female acceptance rates have begun to surpass those of males.\From this point, because their overall numbers are low,\science girls will be needed more than ever.\That means that your future is rosy!\Additionally, the fact that people hate you is not the pillbugs' fault.\It's because you have a gloomy appearance!\Psychologically speaking, it's called a halo effect... response:	There is a tendency for physical appearance
context: female acceptance rates have begun to surpass those of males.\From this point, because their overall numbers are low,\science girls will be needed more than ever.\That means that your future is rosy!\Additionally, the fact that people hate you is not the pillbugs' fault.\It's because you have a gloomy appearance!\Psychologically speaking, it's called a halo effect...\There is a tendency for physical appearance response:	Please... look...
context: From this point, because their overall numbers are low,\science girls will be needed more than ever.\That means that your future is rosy!\Additionally, the fact that people hate you is not the pillbugs' fault.\It's because you have a gloomy appearance!\Psychologically speaking, it's called a halo effect...\There is a tendency for physical appearance\Please... look... response:	to influence the way other traits are perceived.
context: science girls will be needed more than ever.\That means that your future is rosy!\Additionally, the fact that people hate you is not the pillbugs' fault.\It's because you have a gloomy appearance!\Psychologically speaking, it's called a halo effect...\There is a tendency for physical appearance\Please... look...\to influence the way other traits are perceived. response:	Pillbugs are fascinating...
context: That means that your future is rosy!\Additionally, the fact that people hate you is not the pillbugs' fault.\It's because you have a gloomy appearance!\Psychologically speaking, it's called a halo effect...\There is a tendency for physical appearance\Please... look...\to influence the way other traits are perceived.\Pillbugs are fascinating... response:	Your level of gloominess causes people's perception of your observations to be negative.
context: Additionally, the fact that people hate you is not the pillbugs' fault.\It's because you have a gloomy appearance!\Psychologically speaking, it's called a halo effect...\There is a tendency for physical appearance\Please... look...\to influence the way other traits are perceived.\Pillbugs are fascinating...\Your level of gloominess causes people's perception of your observations to be negative. response:	Please, take a look.
context: It's because you have a gloomy appearance!\Psychologically speaking, it's called a halo effect...\There is a tendency for physical appearance\Please... look...\to influence the way other traits are perceived.\Pillbugs are fascinating...\Your level of gloominess causes people's perception of your observations to be negative.\Please, take a look. response:	Pillbugs have a very interesting form of locomotion.
context: Psychologically speaking, it's called a halo effect...\There is a tendency for physical appearance\Please... look...\to influence the way other traits are perceived.\Pillbugs are fascinating...\Your level of gloominess causes people's perception of your observations to be negative.\Please, take a look.\Pillbugs have a very interesting form of locomotion. response:	Stand up!
context: There is a tendency for physical appearance\Please... look...\to influence the way other traits are perceived.\Pillbugs are fascinating...\Your level of gloominess causes people's perception of your observations to be negative.\Please, take a look.\Pillbugs have a very interesting form of locomotion.\Stand up! response:	Cut your bangs!
context: Please... look...\to influence the way other traits are perceived.\Pillbugs are fascinating...\Your level of gloominess causes people's perception of your observations to be negative.\Please, take a look.\Pillbugs have a very interesting form of locomotion.\Stand up!\Cut your bangs! response:	Get your physical appearance in order.
context: to influence the way other traits are perceived.\Pillbugs are fascinating...\Your level of gloominess causes people's perception of your observations to be negative.\Please, take a look.\Pillbugs have a very interesting form of locomotion.\Stand up!\Cut your bangs!\Get your physical appearance in order. response:	Keep your head up and always move forward boldly, with beauty and dignity!
context: Pillbugs are fascinating...\Your level of gloominess causes people's perception of your observations to be negative.\Please, take a look.\Pillbugs have a very interesting form of locomotion.\Stand up!\Cut your bangs!\Get your physical appearance in order.\Keep your head up and always move forward boldly, with beauty and dignity! response:	If you do, then a pillbug or two will do nothing to overshadow that beauty.
context: Your level of gloominess causes people's perception of your observations to be negative.\Please, take a look.\Pillbugs have a very interesting form of locomotion.\Stand up!\Cut your bangs!\Get your physical appearance in order.\Keep your head up and always move forward boldly, with beauty and dignity!\If you do, then a pillbug or two will do nothing to overshadow that beauty. response:	I couldn't ask that boy what his name was, but...
context: Please, take a look.\Pillbugs have a very interesting form of locomotion.\Stand up!\Cut your bangs!\Get your physical appearance in order.\Keep your head up and always move forward boldly, with beauty and dignity!\If you do, then a pillbug or two will do nothing to overshadow that beauty.\I couldn't ask that boy what his name was, but... response:	Like him, always intellectual and logical,
context: Pillbugs have a very interesting form of locomotion.\Stand up!\Cut your bangs!\Get your physical appearance in order.\Keep your head up and always move forward boldly, with beauty and dignity!\If you do, then a pillbug or two will do nothing to overshadow that beauty.\I couldn't ask that boy what his name was, but...\Like him, always intellectual and logical, response:	and above that, dignified, a cool science-type...
context: Stand up!\Cut your bangs!\Get your physical appearance in order.\Keep your head up and always move forward boldly, with beauty and dignity!\If you do, then a pillbug or two will do nothing to overshadow that beauty.\I couldn't ask that boy what his name was, but...\Like him, always intellectual and logical,\and above that, dignified, a cool science-type... response:	I wanted to be like that one day.
context: Cut your bangs!\Get your physical appearance in order.\Keep your head up and always move forward boldly, with beauty and dignity!\If you do, then a pillbug or two will do nothing to overshadow that beauty.\I couldn't ask that boy what his name was, but...\Like him, always intellectual and logical,\and above that, dignified, a cool science-type...\I wanted to be like that one day. response:	Well, it seems you managed to do it.
context: Get your physical appearance in order.\Keep your head up and always move forward boldly, with beauty and dignity!\If you do, then a pillbug or two will do nothing to overshadow that beauty.\I couldn't ask that boy what his name was, but...\Like him, always intellectual and logical,\and above that, dignified, a cool science-type...\I wanted to be like that one day.\Well, it seems you managed to do it. response:	Himuro-senpai, you're beautiful and cool, exactly the way you described.
context: Keep your head up and always move forward boldly, with beauty and dignity!\If you do, then a pillbug or two will do nothing to overshadow that beauty.\I couldn't ask that boy what his name was, but...\Like him, always intellectual and logical,\and above that, dignified, a cool science-type...\I wanted to be like that one day.\Well, it seems you managed to do it.\Himuro-senpai, you're beautiful and cool, exactly the way you described. response:	Thank you, Kanade-chan.
context: If you do, then a pillbug or two will do nothing to overshadow that beauty.\I couldn't ask that boy what his name was, but...\Like him, always intellectual and logical,\and above that, dignified, a cool science-type...\I wanted to be like that one day.\Well, it seems you managed to do it.\Himuro-senpai, you're beautiful and cool, exactly the way you described.\Thank you, Kanade-chan. response:	I feel I'm still only partway there.
context: I couldn't ask that boy what his name was, but...\Like him, always intellectual and logical,\and above that, dignified, a cool science-type...\I wanted to be like that one day.\Well, it seems you managed to do it.\Himuro-senpai, you're beautiful and cool, exactly the way you described.\Thank you, Kanade-chan.\I feel I'm still only partway there. response:	I can't prove I'm in love.
context: Like him, always intellectual and logical,\and above that, dignified, a cool science-type...\I wanted to be like that one day.\Well, it seems you managed to do it.\Himuro-senpai, you're beautiful and cool, exactly the way you described.\Thank you, Kanade-chan.\I feel I'm still only partway there.\I can't prove I'm in love. response:	Numerically, I fall far behind Kosuke-kun...
context: and above that, dignified, a cool science-type...\I wanted to be like that one day.\Well, it seems you managed to do it.\Himuro-senpai, you're beautiful and cool, exactly the way you described.\Thank you, Kanade-chan.\I feel I'm still only partway there.\I can't prove I'm in love.\Numerically, I fall far behind Kosuke-kun... response:	At this rate, I won't be able to face the person who helped me, will I?
context: I wanted to be like that one day.\Well, it seems you managed to do it.\Himuro-senpai, you're beautiful and cool, exactly the way you described.\Thank you, Kanade-chan.\I feel I'm still only partway there.\I can't prove I'm in love.\Numerically, I fall far behind Kosuke-kun...\At this rate, I won't be able to face the person who helped me, will I? response:	What kind of unloveable brat was that?
context: Well, it seems you managed to do it.\Himuro-senpai, you're beautiful and cool, exactly the way you described.\Thank you, Kanade-chan.\I feel I'm still only partway there.\I can't prove I'm in love.\Numerically, I fall far behind Kosuke-kun...\At this rate, I won't be able to face the person who helped me, will I?\What kind of unloveable brat was that? response:	There's embarrassing, but there should be limits.
context: Himuro-senpai, you're beautiful and cool, exactly the way you described.\Thank you, Kanade-chan.\I feel I'm still only partway there.\I can't prove I'm in love.\Numerically, I fall far behind Kosuke-kun...\At this rate, I won't be able to face the person who helped me, will I?\What kind of unloveable brat was that?\There's embarrassing, but there should be limits. response:	Yukimura-senpai...
context: Thank you, Kanade-chan.\I feel I'm still only partway there.\I can't prove I'm in love.\Numerically, I fall far behind Kosuke-kun...\At this rate, I won't be able to face the person who helped me, will I?\What kind of unloveable brat was that?\There's embarrassing, but there should be limits.\Yukimura-senpai... response:	I found him incredibly wonderful.
context: I feel I'm still only partway there.\I can't prove I'm in love.\Numerically, I fall far behind Kosuke-kun...\At this rate, I won't be able to face the person who helped me, will I?\What kind of unloveable brat was that?\There's embarrassing, but there should be limits.\Yukimura-senpai...\I found him incredibly wonderful. response:	When I was in elementary school, I was in Kounosu, too.
context: I can't prove I'm in love.\Numerically, I fall far behind Kosuke-kun...\At this rate, I won't be able to face the person who helped me, will I?\What kind of unloveable brat was that?\There's embarrassing, but there should be limits.\Yukimura-senpai...\I found him incredibly wonderful.\When I was in elementary school, I was in Kounosu, too. response:	If I'd ever met him back then, I'd have won any argument, no question.
context: Numerically, I fall far behind Kosuke-kun...\At this rate, I won't be able to face the person who helped me, will I?\What kind of unloveable brat was that?\There's embarrassing, but there should be limits.\Yukimura-senpai...\I found him incredibly wonderful.\When I was in elementary school, I was in Kounosu, too.\If I'd ever met him back then, I'd have won any argument, no question. response:	I can't believe you'd ever have beat him, Yukimura-kun.
context: At this rate, I won't be able to face the person who helped me, will I?\What kind of unloveable brat was that?\There's embarrassing, but there should be limits.\Yukimura-senpai...\I found him incredibly wonderful.\When I was in elementary school, I was in Kounosu, too.\If I'd ever met him back then, I'd have won any argument, no question.\I can't believe you'd ever have beat him, Yukimura-kun. response:	I mean...
context: What kind of unloveable brat was that?\There's embarrassing, but there should be limits.\Yukimura-senpai...\I found him incredibly wonderful.\When I was in elementary school, I was in Kounosu, too.\If I'd ever met him back then, I'd have won any argument, no question.\I can't believe you'd ever have beat him, Yukimura-kun.\I mean... response:	It's totally obvious that the kid has to have been Yukimura-senpai!
context: There's embarrassing, but there should be limits.\Yukimura-senpai...\I found him incredibly wonderful.\When I was in elementary school, I was in Kounosu, too.\If I'd ever met him back then, I'd have won any argument, no question.\I can't believe you'd ever have beat him, Yukimura-kun.\I mean...\It's totally obvious that the kid has to have been Yukimura-senpai! response:	Why can't these two figure that out?
context: Yukimura-senpai...\I found him incredibly wonderful.\When I was in elementary school, I was in Kounosu, too.\If I'd ever met him back then, I'd have won any argument, no question.\I can't believe you'd ever have beat him, Yukimura-kun.\I mean...\It's totally obvious that the kid has to have been Yukimura-senpai!\Why can't these two figure that out? response:	According to data from MEXT,
context: I found him incredibly wonderful.\When I was in elementary school, I was in Kounosu, too.\If I'd ever met him back then, I'd have won any argument, no question.\I can't believe you'd ever have beat him, Yukimura-kun.\I mean...\It's totally obvious that the kid has to have been Yukimura-senpai!\Why can't these two figure that out?\According to data from MEXT, response:	the difference between science and liberal arts entrance rates is 0.7.
context: When I was in elementary school, I was in Kounosu, too.\If I'd ever met him back then, I'd have won any argument, no question.\I can't believe you'd ever have beat him, Yukimura-kun.\I mean...\It's totally obvious that the kid has to have been Yukimura-senpai!\Why can't these two figure that out?\According to data from MEXT,\the difference between science and liberal arts entrance rates is 0.7. response:	This is not data which shows a certain superiority in science.
context: If I'd ever met him back then, I'd have won any argument, no question.\I can't believe you'd ever have beat him, Yukimura-kun.\I mean...\It's totally obvious that the kid has to have been Yukimura-senpai!\Why can't these two figure that out?\According to data from MEXT,\the difference between science and liberal arts entrance rates is 0.7.\This is not data which shows a certain superiority in science. response:	This means that Himuro-senpai met this person 13 years ago.
context: I can't believe you'd ever have beat him, Yukimura-kun.\I mean...\It's totally obvious that the kid has to have been Yukimura-senpai!\Why can't these two figure that out?\According to data from MEXT,\the difference between science and liberal arts entrance rates is 0.7.\This is not data which shows a certain superiority in science.\This means that Himuro-senpai met this person 13 years ago. response:	The logic doesn't hold up.
context: I mean...\It's totally obvious that the kid has to have been Yukimura-senpai!\Why can't these two figure that out?\According to data from MEXT,\the difference between science and liberal arts entrance rates is 0.7.\This is not data which shows a certain superiority in science.\This means that Himuro-senpai met this person 13 years ago.\The logic doesn't hold up. response:	Why are you competing with an elementary schooler?
context: It's totally obvious that the kid has to have been Yukimura-senpai!\Why can't these two figure that out?\According to data from MEXT,\the difference between science and liberal arts entrance rates is 0.7.\This is not data which shows a certain superiority in science.\This means that Himuro-senpai met this person 13 years ago.\The logic doesn't hold up.\Why are you competing with an elementary schooler? response:	She idolized Yukimura-senpai, and turned out the way she is now.
context: Why can't these two figure that out?\According to data from MEXT,\the difference between science and liberal arts entrance rates is 0.7.\This is not data which shows a certain superiority in science.\This means that Himuro-senpai met this person 13 years ago.\The logic doesn't hold up.\Why are you competing with an elementary schooler?\She idolized Yukimura-senpai, and turned out the way she is now. response:	Besides, the important thing in that presentation
context: According to data from MEXT,\the difference between science and liberal arts entrance rates is 0.7.\This is not data which shows a certain superiority in science.\This means that Himuro-senpai met this person 13 years ago.\The logic doesn't hold up.\Why are you competing with an elementary schooler?\She idolized Yukimura-senpai, and turned out the way she is now.\Besides, the important thing in that presentation response:	Then, without realizing it, she met him again and fell in love with him again!
context: the difference between science and liberal arts entrance rates is 0.7.\This is not data which shows a certain superiority in science.\This means that Himuro-senpai met this person 13 years ago.\The logic doesn't hold up.\Why are you competing with an elementary schooler?\She idolized Yukimura-senpai, and turned out the way she is now.\Besides, the important thing in that presentation\Then, without realizing it, she met him again and fell in love with him again! response:	wasn't how accurate the logic was,
context: This is not data which shows a certain superiority in science.\This means that Himuro-senpai met this person 13 years ago.\The logic doesn't hold up.\Why are you competing with an elementary schooler?\She idolized Yukimura-senpai, and turned out the way she is now.\Besides, the important thing in that presentation\Then, without realizing it, she met him again and fell in love with him again!\wasn't how accurate the logic was, response:	it was how persuasive I found it.
context: This means that Himuro-senpai met this person 13 years ago.\The logic doesn't hold up.\Why are you competing with an elementary schooler?\She idolized Yukimura-senpai, and turned out the way she is now.\Besides, the important thing in that presentation\Then, without realizing it, she met him again and fell in love with him again!\wasn't how accurate the logic was,\it was how persuasive I found it. response:	The burden of proof lies with you, doesn't it?
context: The logic doesn't hold up.\Why are you competing with an elementary schooler?\She idolized Yukimura-senpai, and turned out the way she is now.\Besides, the important thing in that presentation\Then, without realizing it, she met him again and fell in love with him again!\wasn't how accurate the logic was,\it was how persuasive I found it.\The burden of proof lies with you, doesn't it? response:	Would you two just get married already?!
context: Why are you competing with an elementary schooler?\She idolized Yukimura-senpai, and turned out the way she is now.\Besides, the important thing in that presentation\Then, without realizing it, she met him again and fell in love with him again!\wasn't how accurate the logic was,\it was how persuasive I found it.\The burden of proof lies with you, doesn't it?\Would you two just get married already?! response:	It's supposed to be joint research, isn't it?
context: She idolized Yukimura-senpai, and turned out the way she is now.\Besides, the important thing in that presentation\Then, without realizing it, she met him again and fell in love with him again!\wasn't how accurate the logic was,\it was how persuasive I found it.\The burden of proof lies with you, doesn't it?\Would you two just get married already?!\It's supposed to be joint research, isn't it? response:	I have something I want to say to the both of you.
context: Besides, the important thing in that presentation\Then, without realizing it, she met him again and fell in love with him again!\wasn't how accurate the logic was,\it was how persuasive I found it.\The burden of proof lies with you, doesn't it?\Would you two just get married already?!\It's supposed to be joint research, isn't it?\I have something I want to say to the both of you. response:	The reason your research isn't progressing is because what you're doing isn't normal.
context: Then, without realizing it, she met him again and fell in love with him again!\wasn't how accurate the logic was,\it was how persuasive I found it.\The burden of proof lies with you, doesn't it?\Would you two just get married already?!\It's supposed to be joint research, isn't it?\I have something I want to say to the both of you.\The reason your research isn't progressing is because what you're doing isn't normal. response:	Let's do what's normal.
context: wasn't how accurate the logic was,\it was how persuasive I found it.\The burden of proof lies with you, doesn't it?\Would you two just get married already?!\It's supposed to be joint research, isn't it?\I have something I want to say to the both of you.\The reason your research isn't progressing is because what you're doing isn't normal.\Let's do what's normal. response:	Let's send the two of you on a date.
context: it was how persuasive I found it.\The burden of proof lies with you, doesn't it?\Would you two just get married already?!\It's supposed to be joint research, isn't it?\I have something I want to say to the both of you.\The reason your research isn't progressing is because what you're doing isn't normal.\Let's do what's normal.\Let's send the two of you on a date. response:	Science Fell in Love, So I Tried to Prove It
