context: Johnny! response:	Johnny!
context: but I can't find anything fishy about Takky.\Okay. So all we need now\are an official company name and registration for our seal?\Yep.\I wonder what we should call ourselves?\But I get the feeling that place is too big for us right now.\What we need is the minimum amount of space to maintain our system,\not a huge amount of physical room. response:	But there might be a great way to use it.
context: Okay. So all we need now\are an official company name and registration for our seal?\Yep.\I wonder what we should call ourselves?\But I get the feeling that place is too big for us right now.\What we need is the minimum amount of space to maintain our system,\not a huge amount of physical room.\But there might be a great way to use it. response:	In zombie movies, shopping malls are symbols of a decadent civilization
context: are an official company name and registration for our seal?\Yep.\I wonder what we should call ourselves?\But I get the feeling that place is too big for us right now.\What we need is the minimum amount of space to maintain our system,\not a huge amount of physical room.\But there might be a great way to use it.\In zombie movies, shopping malls are symbols of a decadent civilization response:	and the final paradise the minority holes up in.
context: Yep.\I wonder what we should call ourselves?\But I get the feeling that place is too big for us right now.\What we need is the minimum amount of space to maintain our system,\not a huge amount of physical room.\But there might be a great way to use it.\In zombie movies, shopping malls are symbols of a decadent civilization\and the final paradise the minority holes up in. response:	So that place may be our undeniable Eden.
context: I wonder what we should call ourselves?\But I get the feeling that place is too big for us right now.\What we need is the minimum amount of space to maintain our system,\not a huge amount of physical room.\But there might be a great way to use it.\In zombie movies, shopping malls are symbols of a decadent civilization\and the final paradise the minority holes up in.\So that place may be our undeniable Eden. response:	I see.
context: But I get the feeling that place is too big for us right now.\What we need is the minimum amount of space to maintain our system,\not a huge amount of physical room.\But there might be a great way to use it.\In zombie movies, shopping malls are symbols of a decadent civilization\and the final paradise the minority holes up in.\So that place may be our undeniable Eden.\I see. response:	But what if we NEETs are actually the ever-multiplying zombies?
context: What we need is the minimum amount of space to maintain our system,\not a huge amount of physical room.\But there might be a great way to use it.\In zombie movies, shopping malls are symbols of a decadent civilization\and the final paradise the minority holes up in.\So that place may be our undeniable Eden.\I see.\But what if we NEETs are actually the ever-multiplying zombies? response:	We might not be the ones who really want to escape into the mall.
context: not a huge amount of physical room.\But there might be a great way to use it.\In zombie movies, shopping malls are symbols of a decadent civilization\and the final paradise the minority holes up in.\So that place may be our undeniable Eden.\I see.\But what if we NEETs are actually the ever-multiplying zombies?\We might not be the ones who really want to escape into the mall. response:	What is this? Does he use different aliases for different purposes?
context: But there might be a great way to use it.\In zombie movies, shopping malls are symbols of a decadent civilization\and the final paradise the minority holes up in.\So that place may be our undeniable Eden.\I see.\But what if we NEETs are actually the ever-multiplying zombies?\We might not be the ones who really want to escape into the mall.\What is this? Does he use different aliases for different purposes? response:	No, that's Akira Takizawa for sure!
context: In zombie movies, shopping malls are symbols of a decadent civilization\and the final paradise the minority holes up in.\So that place may be our undeniable Eden.\I see.\But what if we NEETs are actually the ever-multiplying zombies?\We might not be the ones who really want to escape into the mall.\What is this? Does he use different aliases for different purposes?\No, that's Akira Takizawa for sure! response:	Okada is a killer.
context: and the final paradise the minority holes up in.\So that place may be our undeniable Eden.\I see.\But what if we NEETs are actually the ever-multiplying zombies?\We might not be the ones who really want to escape into the mall.\What is this? Does he use different aliases for different purposes?\No, that's Akira Takizawa for sure!\Okada is a killer. response:	No, this guy's Koji Kise.
context: So that place may be our undeniable Eden.\I see.\But what if we NEETs are actually the ever-multiplying zombies?\We might not be the ones who really want to escape into the mall.\What is this? Does he use different aliases for different purposes?\No, that's Akira Takizawa for sure!\Okada is a killer.\No, this guy's Koji Kise. response:	Criminal! Expose his address!
context: I see.\But what if we NEETs are actually the ever-multiplying zombies?\We might not be the ones who really want to escape into the mall.\What is this? Does he use different aliases for different purposes?\No, that's Akira Takizawa for sure!\Okada is a killer.\No, this guy's Koji Kise.\Criminal! Expose his address! response:	I'll get the dirt on you now, before it's too late!
context: But what if we NEETs are actually the ever-multiplying zombies?\We might not be the ones who really want to escape into the mall.\What is this? Does he use different aliases for different purposes?\No, that's Akira Takizawa for sure!\Okada is a killer.\No, this guy's Koji Kise.\Criminal! Expose his address!\I'll get the dirt on you now, before it's too late! response:	It's over there.
context: We might not be the ones who really want to escape into the mall.\What is this? Does he use different aliases for different purposes?\No, that's Akira Takizawa for sure!\Okada is a killer.\No, this guy's Koji Kise.\Criminal! Expose his address!\I'll get the dirt on you now, before it's too late!\It's over there. response:	The corner room on the second floor is where Underpants lives.
context: What is this? Does he use different aliases for different purposes?\No, that's Akira Takizawa for sure!\Okada is a killer.\No, this guy's Koji Kise.\Criminal! Expose his address!\I'll get the dirt on you now, before it's too late!\It's over there.\The corner room on the second floor is where Underpants lives. response:	Hey, pretty cool.
context: No, that's Akira Takizawa for sure!\Okada is a killer.\No, this guy's Koji Kise.\Criminal! Expose his address!\I'll get the dirt on you now, before it's too late!\It's over there.\The corner room on the second floor is where Underpants lives.\Hey, pretty cool. response:	Excuse us!
context: Okada is a killer.\No, this guy's Koji Kise.\Criminal! Expose his address!\I'll get the dirt on you now, before it's too late!\It's over there.\The corner room on the second floor is where Underpants lives.\Hey, pretty cool.\Excuse us! response:	What now?
context: No, this guy's Koji Kise.\Criminal! Expose his address!\I'll get the dirt on you now, before it's too late!\It's over there.\The corner room on the second floor is where Underpants lives.\Hey, pretty cool.\Excuse us!\What now? response:	You received orders from Hirasawa, right?
context: Criminal! Expose his address!\I'll get the dirt on you now, before it's too late!\It's over there.\The corner room on the second floor is where Underpants lives.\Hey, pretty cool.\Excuse us!\What now?\You received orders from Hirasawa, right? response:	He says, Check out the old texts
context: I'll get the dirt on you now, before it's too late!\It's over there.\The corner room on the second floor is where Underpants lives.\Hey, pretty cool.\Excuse us!\What now?\You received orders from Hirasawa, right?\He says, Check out the old texts response:	in order to find out Akira Takizawa's secrets.
context: It's over there.\The corner room on the second floor is where Underpants lives.\Hey, pretty cool.\Excuse us!\What now?\You received orders from Hirasawa, right?\He says, Check out the old texts\in order to find out Akira Takizawa's secrets. response:	It's not just the texts... we have to find out what that phone is.
context: The corner room on the second floor is where Underpants lives.\Hey, pretty cool.\Excuse us!\What now?\You received orders from Hirasawa, right?\He says, Check out the old texts\in order to find out Akira Takizawa's secrets.\It's not just the texts... we have to find out what that phone is. response:	Hello! Underpants, are you here?
context: Hey, pretty cool.\Excuse us!\What now?\You received orders from Hirasawa, right?\He says, Check out the old texts\in order to find out Akira Takizawa's secrets.\It's not just the texts... we have to find out what that phone is.\Hello! Underpants, are you here? response:	Yutaka Itazu
context: Excuse us!\What now?\You received orders from Hirasawa, right?\He says, Check out the old texts\in order to find out Akira Takizawa's secrets.\It's not just the texts... we have to find out what that phone is.\Hello! Underpants, are you here?\Yutaka Itazu response:	Oh, I get it.
context: What now?\You received orders from Hirasawa, right?\He says, Check out the old texts\in order to find out Akira Takizawa's secrets.\It's not just the texts... we have to find out what that phone is.\Hello! Underpants, are you here?\Yutaka Itazu\Oh, I get it. response:	He's Underpants because his last name looks like under and pants.
context: You received orders from Hirasawa, right?\He says, Check out the old texts\in order to find out Akira Takizawa's secrets.\It's not just the texts... we have to find out what that phone is.\Hello! Underpants, are you here?\Yutaka Itazu\Oh, I get it.\He's Underpants because his last name looks like under and pants. response:	Yutaka Underpants- that's a great name!
context: He says, Check out the old texts\in order to find out Akira Takizawa's secrets.\It's not just the texts... we have to find out what that phone is.\Hello! Underpants, are you here?\Yutaka Itazu\Oh, I get it.\He's Underpants because his last name looks like under and pants.\Yutaka Underpants- that's a great name! response:	You can't say stuff like that! You have to be more flattering!
context: in order to find out Akira Takizawa's secrets.\It's not just the texts... we have to find out what that phone is.\Hello! Underpants, are you here?\Yutaka Itazu\Oh, I get it.\He's Underpants because his last name looks like under and pants.\Yutaka Underpants- that's a great name!\You can't say stuff like that! You have to be more flattering! response:	What? Then you call for him, Mittan.
context: It's not just the texts... we have to find out what that phone is.\Hello! Underpants, are you here?\Yutaka Itazu\Oh, I get it.\He's Underpants because his last name looks like under and pants.\Yutaka Underpants- that's a great name!\You can't say stuff like that! You have to be more flattering!\What? Then you call for him, Mittan. response:	Quit shootin' off your mouths in front of my damn apartment!
context: Hello! Underpants, are you here?\Yutaka Itazu\Oh, I get it.\He's Underpants because his last name looks like under and pants.\Yutaka Underpants- that's a great name!\You can't say stuff like that! You have to be more flattering!\What? Then you call for him, Mittan.\Quit shootin' off your mouths in front of my damn apartment! response:	What, you here, Micchon?
context: Yutaka Itazu\Oh, I get it.\He's Underpants because his last name looks like under and pants.\Yutaka Underpants- that's a great name!\You can't say stuff like that! You have to be more flattering!\What? Then you call for him, Mittan.\Quit shootin' off your mouths in front of my damn apartment!\What, you here, Micchon? response:	Are you Underpants?
context: Oh, I get it.\He's Underpants because his last name looks like under and pants.\Yutaka Underpants- that's a great name!\You can't say stuff like that! You have to be more flattering!\What? Then you call for him, Mittan.\Quit shootin' off your mouths in front of my damn apartment!\What, you here, Micchon?\Are you Underpants? response:	I got no interest in you!
context: He's Underpants because his last name looks like under and pants.\Yutaka Underpants- that's a great name!\You can't say stuff like that! You have to be more flattering!\What? Then you call for him, Mittan.\Quit shootin' off your mouths in front of my damn apartment!\What, you here, Micchon?\Are you Underpants?\I got no interest in you! response:	Is the bakery girl here, too?
context: Yutaka Underpants- that's a great name!\You can't say stuff like that! You have to be more flattering!\What? Then you call for him, Mittan.\Quit shootin' off your mouths in front of my damn apartment!\What, you here, Micchon?\Are you Underpants?\I got no interest in you!\Is the bakery girl here, too? response:	Yeah, long time no see. How are you?
context: You can't say stuff like that! You have to be more flattering!\What? Then you call for him, Mittan.\Quit shootin' off your mouths in front of my damn apartment!\What, you here, Micchon?\Are you Underpants?\I got no interest in you!\Is the bakery girl here, too?\Yeah, long time no see. How are you? response:	Sorry, but swing by a convenience store
context: What? Then you call for him, Mittan.\Quit shootin' off your mouths in front of my damn apartment!\What, you here, Micchon?\Are you Underpants?\I got no interest in you!\Is the bakery girl here, too?\Yeah, long time no see. How are you?\Sorry, but swing by a convenience store response:	and buy me a photo magazine and a literary magazine.
context: Quit shootin' off your mouths in front of my damn apartment!\What, you here, Micchon?\Are you Underpants?\I got no interest in you!\Is the bakery girl here, too?\Yeah, long time no see. How are you?\Sorry, but swing by a convenience store\and buy me a photo magazine and a literary magazine. response:	What? Buy them on the internet.
context: What, you here, Micchon?\Are you Underpants?\I got no interest in you!\Is the bakery girl here, too?\Yeah, long time no see. How are you?\Sorry, but swing by a convenience store\and buy me a photo magazine and a literary magazine.\What? Buy them on the internet. response:	No time.
context: Are you Underpants?\I got no interest in you!\Is the bakery girl here, too?\Yeah, long time no see. How are you?\Sorry, but swing by a convenience store\and buy me a photo magazine and a literary magazine.\What? Buy them on the internet.\No time. response:	The whereabouts of the missin' NEETs, the truth about Careless Monday,
context: I got no interest in you!\Is the bakery girl here, too?\Yeah, long time no see. How are you?\Sorry, but swing by a convenience store\and buy me a photo magazine and a literary magazine.\What? Buy them on the internet.\No time.\The whereabouts of the missin' NEETs, the truth about Careless Monday, response:	even testimony from a guy who survived havin' his dick cut off...
context: Is the bakery girl here, too?\Yeah, long time no see. How are you?\Sorry, but swing by a convenience store\and buy me a photo magazine and a literary magazine.\What? Buy them on the internet.\No time.\The whereabouts of the missin' NEETs, the truth about Careless Monday,\even testimony from a guy who survived havin' his dick cut off... response:	Things've been developin' fast here since the PM said Uncle!
context: Yeah, long time no see. How are you?\Sorry, but swing by a convenience store\and buy me a photo magazine and a literary magazine.\What? Buy them on the internet.\No time.\The whereabouts of the missin' NEETs, the truth about Careless Monday,\even testimony from a guy who survived havin' his dick cut off...\Things've been developin' fast here since the PM said Uncle! response:	I can't be waitin' for somebody to ship stuff here!
context: Sorry, but swing by a convenience store\and buy me a photo magazine and a literary magazine.\What? Buy them on the internet.\No time.\The whereabouts of the missin' NEETs, the truth about Careless Monday,\even testimony from a guy who survived havin' his dick cut off...\Things've been developin' fast here since the PM said Uncle!\I can't be waitin' for somebody to ship stuff here! response:	You leave the phone there and go home.
context: and buy me a photo magazine and a literary magazine.\What? Buy them on the internet.\No time.\The whereabouts of the missin' NEETs, the truth about Careless Monday,\even testimony from a guy who survived havin' his dick cut off...\Things've been developin' fast here since the PM said Uncle!\I can't be waitin' for somebody to ship stuff here!\You leave the phone there and go home. response:	I'll salvage it when I've got some free time.
context: What? Buy them on the internet.\No time.\The whereabouts of the missin' NEETs, the truth about Careless Monday,\even testimony from a guy who survived havin' his dick cut off...\Things've been developin' fast here since the PM said Uncle!\I can't be waitin' for somebody to ship stuff here!\You leave the phone there and go home.\I'll salvage it when I've got some free time. response:	You just wait patiently in Tokyo.
context: No time.\The whereabouts of the missin' NEETs, the truth about Careless Monday,\even testimony from a guy who survived havin' his dick cut off...\Things've been developin' fast here since the PM said Uncle!\I can't be waitin' for somebody to ship stuff here!\You leave the phone there and go home.\I'll salvage it when I've got some free time.\You just wait patiently in Tokyo. response:	What the hell?
context: The whereabouts of the missin' NEETs, the truth about Careless Monday,\even testimony from a guy who survived havin' his dick cut off...\Things've been developin' fast here since the PM said Uncle!\I can't be waitin' for somebody to ship stuff here!\You leave the phone there and go home.\I'll salvage it when I've got some free time.\You just wait patiently in Tokyo.\What the hell? response:	Aw, just go buy it for him.
context: even testimony from a guy who survived havin' his dick cut off...\Things've been developin' fast here since the PM said Uncle!\I can't be waitin' for somebody to ship stuff here!\You leave the phone there and go home.\I'll salvage it when I've got some free time.\You just wait patiently in Tokyo.\What the hell?\Aw, just go buy it for him. response:	Let's go, Micchon.
context: Things've been developin' fast here since the PM said Uncle!\I can't be waitin' for somebody to ship stuff here!\You leave the phone there and go home.\I'll salvage it when I've got some free time.\You just wait patiently in Tokyo.\What the hell?\Aw, just go buy it for him.\Let's go, Micchon. response:	Nice try, but I won't meet with you!
context: I can't be waitin' for somebody to ship stuff here!\You leave the phone there and go home.\I'll salvage it when I've got some free time.\You just wait patiently in Tokyo.\What the hell?\Aw, just go buy it for him.\Let's go, Micchon.\Nice try, but I won't meet with you! response:	Say, Itazu. Are you interested in Selecao-related incidents?
context: You leave the phone there and go home.\I'll salvage it when I've got some free time.\You just wait patiently in Tokyo.\What the hell?\Aw, just go buy it for him.\Let's go, Micchon.\Nice try, but I won't meet with you!\Say, Itazu. Are you interested in Selecao-related incidents? response:	Don't get interested in my sophisticated research!
context: I'll salvage it when I've got some free time.\You just wait patiently in Tokyo.\What the hell?\Aw, just go buy it for him.\Let's go, Micchon.\Nice try, but I won't meet with you!\Say, Itazu. Are you interested in Selecao-related incidents?\Don't get interested in my sophisticated research! response:	You'll corrupt my data!
context: You just wait patiently in Tokyo.\What the hell?\Aw, just go buy it for him.\Let's go, Micchon.\Nice try, but I won't meet with you!\Say, Itazu. Are you interested in Selecao-related incidents?\Don't get interested in my sophisticated research!\You'll corrupt my data! response:	First off, I don't want a guy who wears vintage jeans buttin' in!
context: What the hell?\Aw, just go buy it for him.\Let's go, Micchon.\Nice try, but I won't meet with you!\Say, Itazu. Are you interested in Selecao-related incidents?\Don't get interested in my sophisticated research!\You'll corrupt my data!\First off, I don't want a guy who wears vintage jeans buttin' in! response:	And I bet you just learned the word Selecao
context: Aw, just go buy it for him.\Let's go, Micchon.\Nice try, but I won't meet with you!\Say, Itazu. Are you interested in Selecao-related incidents?\Don't get interested in my sophisticated research!\You'll corrupt my data!\First off, I don't want a guy who wears vintage jeans buttin' in!\And I bet you just learned the word Selecao response:	from when that lamebrain Opposition jerk said it in the Diet!
context: Let's go, Micchon.\Nice try, but I won't meet with you!\Say, Itazu. Are you interested in Selecao-related incidents?\Don't get interested in my sophisticated research!\You'll corrupt my data!\First off, I don't want a guy who wears vintage jeans buttin' in!\And I bet you just learned the word Selecao\from when that lamebrain Opposition jerk said it in the Diet! response:	Maybe. But you know...
context: Nice try, but I won't meet with you!\Say, Itazu. Are you interested in Selecao-related incidents?\Don't get interested in my sophisticated research!\You'll corrupt my data!\First off, I don't want a guy who wears vintage jeans buttin' in!\And I bet you just learned the word Selecao\from when that lamebrain Opposition jerk said it in the Diet!\Maybe. But you know... response:	I wonder if he'll let us in when we bring him the magazines.
context: Say, Itazu. Are you interested in Selecao-related incidents?\Don't get interested in my sophisticated research!\You'll corrupt my data!\First off, I don't want a guy who wears vintage jeans buttin' in!\And I bet you just learned the word Selecao\from when that lamebrain Opposition jerk said it in the Diet!\Maybe. But you know...\I wonder if he'll let us in when we bring him the magazines. response:	Who cares? I don't want to go in there.
context: Don't get interested in my sophisticated research!\You'll corrupt my data!\First off, I don't want a guy who wears vintage jeans buttin' in!\And I bet you just learned the word Selecao\from when that lamebrain Opposition jerk said it in the Diet!\Maybe. But you know...\I wonder if he'll let us in when we bring him the magazines.\Who cares? I don't want to go in there. response:	But we need to get him to fix that phone...
context: You'll corrupt my data!\First off, I don't want a guy who wears vintage jeans buttin' in!\And I bet you just learned the word Selecao\from when that lamebrain Opposition jerk said it in the Diet!\Maybe. But you know...\I wonder if he'll let us in when we bring him the magazines.\Who cares? I don't want to go in there.\But we need to get him to fix that phone... response:	I know! Why don't we buy Itazu some gym clothes?
context: First off, I don't want a guy who wears vintage jeans buttin' in!\And I bet you just learned the word Selecao\from when that lamebrain Opposition jerk said it in the Diet!\Maybe. But you know...\I wonder if he'll let us in when we bring him the magazines.\Who cares? I don't want to go in there.\But we need to get him to fix that phone...\I know! Why don't we buy Itazu some gym clothes? response:	Then he can go outside.
context: And I bet you just learned the word Selecao\from when that lamebrain Opposition jerk said it in the Diet!\Maybe. But you know...\I wonder if he'll let us in when we bring him the magazines.\Who cares? I don't want to go in there.\But we need to get him to fix that phone...\I know! Why don't we buy Itazu some gym clothes?\Then he can go outside. response:	I think that would be seriously offensive.
context: from when that lamebrain Opposition jerk said it in the Diet!\Maybe. But you know...\I wonder if he'll let us in when we bring him the magazines.\Who cares? I don't want to go in there.\But we need to get him to fix that phone...\I know! Why don't we buy Itazu some gym clothes?\Then he can go outside.\I think that would be seriously offensive. response:	Why?
context: Maybe. But you know...\I wonder if he'll let us in when we bring him the magazines.\Who cares? I don't want to go in there.\But we need to get him to fix that phone...\I know! Why don't we buy Itazu some gym clothes?\Then he can go outside.\I think that would be seriously offensive.\Why? response:	I mean, I doubt he's really a shut-in just because he lost his pants.
context: I wonder if he'll let us in when we bring him the magazines.\Who cares? I don't want to go in there.\But we need to get him to fix that phone...\I know! Why don't we buy Itazu some gym clothes?\Then he can go outside.\I think that would be seriously offensive.\Why?\I mean, I doubt he's really a shut-in just because he lost his pants. response:	Oh...
context: Who cares? I don't want to go in there.\But we need to get him to fix that phone...\I know! Why don't we buy Itazu some gym clothes?\Then he can go outside.\I think that would be seriously offensive.\Why?\I mean, I doubt he's really a shut-in just because he lost his pants.\Oh... response:	You're right...he's tellin' him to say uncle.
context: But we need to get him to fix that phone...\I know! Why don't we buy Itazu some gym clothes?\Then he can go outside.\I think that would be seriously offensive.\Why?\I mean, I doubt he's really a shut-in just because he lost his pants.\Oh...\You're right...he's tellin' him to say uncle. response:	See?
context: I know! Why don't we buy Itazu some gym clothes?\Then he can go outside.\I think that would be seriously offensive.\Why?\I mean, I doubt he's really a shut-in just because he lost his pants.\Oh...\You're right...he's tellin' him to say uncle.\See? response:	How did you catch on?
context: Then he can go outside.\I think that would be seriously offensive.\Why?\I mean, I doubt he's really a shut-in just because he lost his pants.\Oh...\You're right...he's tellin' him to say uncle.\See?\How did you catch on? response:	Because I did it.
context: I think that would be seriously offensive.\Why?\I mean, I doubt he's really a shut-in just because he lost his pants.\Oh...\You're right...he's tellin' him to say uncle.\See?\How did you catch on?\Because I did it. response:	And I think I can give you some real dirt on the NEET disappearance,
context: Why?\I mean, I doubt he's really a shut-in just because he lost his pants.\Oh...\You're right...he's tellin' him to say uncle.\See?\How did you catch on?\Because I did it.\And I think I can give you some real dirt on the NEET disappearance, response:	the Johnny Hunter thing that people keep confusing with it,
context: I mean, I doubt he's really a shut-in just because he lost his pants.\Oh...\You're right...he's tellin' him to say uncle.\See?\How did you catch on?\Because I did it.\And I think I can give you some real dirt on the NEET disappearance,\the Johnny Hunter thing that people keep confusing with it, response:	the accidents in Roppongi yesterday, and their relationship to the Selecao.
context: Oh...\You're right...he's tellin' him to say uncle.\See?\How did you catch on?\Because I did it.\And I think I can give you some real dirt on the NEET disappearance,\the Johnny Hunter thing that people keep confusing with it,\the accidents in Roppongi yesterday, and their relationship to the Selecao. response:	On the net, it's actually the default
context: You're right...he's tellin' him to say uncle.\See?\How did you catch on?\Because I did it.\And I think I can give you some real dirt on the NEET disappearance,\the Johnny Hunter thing that people keep confusing with it,\the accidents in Roppongi yesterday, and their relationship to the Selecao.\On the net, it's actually the default response:	to talk about the NEETs and the Johnny Hunter as one issue.
context: See?\How did you catch on?\Because I did it.\And I think I can give you some real dirt on the NEET disappearance,\the Johnny Hunter thing that people keep confusing with it,\the accidents in Roppongi yesterday, and their relationship to the Selecao.\On the net, it's actually the default\to talk about the NEETs and the Johnny Hunter as one issue. response:	Who the hell are you?
context: How did you catch on?\Because I did it.\And I think I can give you some real dirt on the NEET disappearance,\the Johnny Hunter thing that people keep confusing with it,\the accidents in Roppongi yesterday, and their relationship to the Selecao.\On the net, it's actually the default\to talk about the NEETs and the Johnny Hunter as one issue.\Who the hell are you? response:	I'm telling you, I'm a Selecao.
context: Because I did it.\And I think I can give you some real dirt on the NEET disappearance,\the Johnny Hunter thing that people keep confusing with it,\the accidents in Roppongi yesterday, and their relationship to the Selecao.\On the net, it's actually the default\to talk about the NEETs and the Johnny Hunter as one issue.\Who the hell are you?\I'm telling you, I'm a Selecao. response:	Come on, open up, Itazu.
context: And I think I can give you some real dirt on the NEET disappearance,\the Johnny Hunter thing that people keep confusing with it,\the accidents in Roppongi yesterday, and their relationship to the Selecao.\On the net, it's actually the default\to talk about the NEETs and the Johnny Hunter as one issue.\Who the hell are you?\I'm telling you, I'm a Selecao.\Come on, open up, Itazu. response:	See, I think you'll understand what I mean if you analyze this phone.
context: the Johnny Hunter thing that people keep confusing with it,\the accidents in Roppongi yesterday, and their relationship to the Selecao.\On the net, it's actually the default\to talk about the NEETs and the Johnny Hunter as one issue.\Who the hell are you?\I'm telling you, I'm a Selecao.\Come on, open up, Itazu.\See, I think you'll understand what I mean if you analyze this phone. response:	What is that phone?
context: the accidents in Roppongi yesterday, and their relationship to the Selecao.\On the net, it's actually the default\to talk about the NEETs and the Johnny Hunter as one issue.\Who the hell are you?\I'm telling you, I'm a Selecao.\Come on, open up, Itazu.\See, I think you'll understand what I mean if you analyze this phone.\What is that phone? response:	Each of the twelve Selecao has one.
context: On the net, it's actually the default\to talk about the NEETs and the Johnny Hunter as one issue.\Who the hell are you?\I'm telling you, I'm a Selecao.\Come on, open up, Itazu.\See, I think you'll understand what I mean if you analyze this phone.\What is that phone?\Each of the twelve Selecao has one. response:	I guess you could call it a magic phone.
context: to talk about the NEETs and the Johnny Hunter as one issue.\Who the hell are you?\I'm telling you, I'm a Selecao.\Come on, open up, Itazu.\See, I think you'll understand what I mean if you analyze this phone.\What is that phone?\Each of the twelve Selecao has one.\I guess you could call it a magic phone. response:	I thought there were only eleven Selecao.
context: Who the hell are you?\I'm telling you, I'm a Selecao.\Come on, open up, Itazu.\See, I think you'll understand what I mean if you analyze this phone.\What is that phone?\Each of the twelve Selecao has one.\I guess you could call it a magic phone.\I thought there were only eleven Selecao. response:	What is this place?
context: I'm telling you, I'm a Selecao.\Come on, open up, Itazu.\See, I think you'll understand what I mean if you analyze this phone.\What is that phone?\Each of the twelve Selecao has one.\I guess you could call it a magic phone.\I thought there were only eleven Selecao.\What is this place? response:	Hosozawa, Hasegawa, Kise, Shibuya, Okada...
context: Come on, open up, Itazu.\See, I think you'll understand what I mean if you analyze this phone.\What is that phone?\Each of the twelve Selecao has one.\I guess you could call it a magic phone.\I thought there were only eleven Selecao.\What is this place?\Hosozawa, Hasegawa, Kise, Shibuya, Okada... response:	The names are different, but they're all the same person as Takizawa.
context: See, I think you'll understand what I mean if you analyze this phone.\What is that phone?\Each of the twelve Selecao has one.\I guess you could call it a magic phone.\I thought there were only eleven Selecao.\What is this place?\Hosozawa, Hasegawa, Kise, Shibuya, Okada...\The names are different, but they're all the same person as Takizawa. response:	Saki, that guy is dangerous for sure!
context: What is that phone?\Each of the twelve Selecao has one.\I guess you could call it a magic phone.\I thought there were only eleven Selecao.\What is this place?\Hosozawa, Hasegawa, Kise, Shibuya, Okada...\The names are different, but they're all the same person as Takizawa.\Saki, that guy is dangerous for sure! response:	Haruo Kasuga
context: Each of the twelve Selecao has one.\I guess you could call it a magic phone.\I thought there were only eleven Selecao.\What is this place?\Hosozawa, Hasegawa, Kise, Shibuya, Okada...\The names are different, but they're all the same person as Takizawa.\Saki, that guy is dangerous for sure!\Haruo Kasuga response:	Haruo Kasuga
context: I guess you could call it a magic phone.\I thought there were only eleven Selecao.\What is this place?\Hosozawa, Hasegawa, Kise, Shibuya, Okada...\The names are different, but they're all the same person as Takizawa.\Saki, that guy is dangerous for sure!\Haruo Kasuga\Haruo Kasuga response:	Sis
context: I thought there were only eleven Selecao.\What is this place?\Hosozawa, Hasegawa, Kise, Shibuya, Okada...\The names are different, but they're all the same person as Takizawa.\Saki, that guy is dangerous for sure!\Haruo Kasuga\Haruo Kasuga\Sis response:	Kazuomi Hirasawa
context: What is this place?\Hosozawa, Hasegawa, Kise, Shibuya, Okada...\The names are different, but they're all the same person as Takizawa.\Saki, that guy is dangerous for sure!\Haruo Kasuga\Haruo Kasuga\Sis\Kazuomi Hirasawa response:	Koji Miyano
context: Hosozawa, Hasegawa, Kise, Shibuya, Okada...\The names are different, but they're all the same person as Takizawa.\Saki, that guy is dangerous for sure!\Haruo Kasuga\Haruo Kasuga\Sis\Kazuomi Hirasawa\Koji Miyano response:	This is Hirasawa.
context: The names are different, but they're all the same person as Takizawa.\Saki, that guy is dangerous for sure!\Haruo Kasuga\Haruo Kasuga\Sis\Kazuomi Hirasawa\Koji Miyano\This is Hirasawa. response:	Hirasawa, is Saki there with you?
context: Saki, that guy is dangerous for sure!\Haruo Kasuga\Haruo Kasuga\Sis\Kazuomi Hirasawa\Koji Miyano\This is Hirasawa.\Hirasawa, is Saki there with you? response:	No, something came up and she went to Kyoto.
context: Haruo Kasuga\Haruo Kasuga\Sis\Kazuomi Hirasawa\Koji Miyano\This is Hirasawa.\Hirasawa, is Saki there with you?\No, something came up and she went to Kyoto. response:	Kyoto?! Why?!
context: Haruo Kasuga\Sis\Kazuomi Hirasawa\Koji Miyano\This is Hirasawa.\Hirasawa, is Saki there with you?\No, something came up and she went to Kyoto.\Kyoto?! Why?! response:	It's for this Takizawa thing.
context: Sis\Kazuomi Hirasawa\Koji Miyano\This is Hirasawa.\Hirasawa, is Saki there with you?\No, something came up and she went to Kyoto.\Kyoto?! Why?!\It's for this Takizawa thing. response:	I sent her to see Underpants.
context: Kazuomi Hirasawa\Koji Miyano\This is Hirasawa.\Hirasawa, is Saki there with you?\No, something came up and she went to Kyoto.\Kyoto?! Why?!\It's for this Takizawa thing.\I sent her to see Underpants. response:	-Is she with Takizawa? -Yeah...
context: Koji Miyano\This is Hirasawa.\Hirasawa, is Saki there with you?\No, something came up and she went to Kyoto.\Kyoto?! Why?!\It's for this Takizawa thing.\I sent her to see Underpants.\-Is she with Takizawa? -Yeah... response:	Idiot! How could you?!
context: This is Hirasawa.\Hirasawa, is Saki there with you?\No, something came up and she went to Kyoto.\Kyoto?! Why?!\It's for this Takizawa thing.\I sent her to see Underpants.\-Is she with Takizawa? -Yeah...\Idiot! How could you?! response:	Micchon's with them. What's the problem?
context: Hirasawa, is Saki there with you?\No, something came up and she went to Kyoto.\Kyoto?! Why?!\It's for this Takizawa thing.\I sent her to see Underpants.\-Is she with Takizawa? -Yeah...\Idiot! How could you?!\Micchon's with them. What's the problem? response:	That's not the issue! Come to the movie theater in Toyosu right now.
