context: They said they got a fiefdom, response:	so I was expecting, well, you know.
context: I suppose he had little choice in who he had to marry.\I was also told by my mother that I should marry.\Countless times.\Marriage...\I've already given up on ever marrying someone I love.\Still, when it comes down to it,\it's hard to convince my heart.\Marrying for my country... response:	I'm sorry.
context: I was also told by my mother that I should marry.\Countless times.\Marriage...\I've already given up on ever marrying someone I love.\Still, when it comes down to it,\it's hard to convince my heart.\Marrying for my country...\I'm sorry. response:	I don't know what to say in a situation like this...
context: Countless times.\Marriage...\I've already given up on ever marrying someone I love.\Still, when it comes down to it,\it's hard to convince my heart.\Marrying for my country...\I'm sorry.\I don't know what to say in a situation like this... response:	So you won't tell me that I shouldn't get married.
context: Marriage...\I've already given up on ever marrying someone I love.\Still, when it comes down to it,\it's hard to convince my heart.\Marrying for my country...\I'm sorry.\I don't know what to say in a situation like this...\So you won't tell me that I shouldn't get married. response:	Of course not.
context: I've already given up on ever marrying someone I love.\Still, when it comes down to it,\it's hard to convince my heart.\Marrying for my country...\I'm sorry.\I don't know what to say in a situation like this...\So you won't tell me that I shouldn't get married.\Of course not. response:	You're in love with Louise.
context: Still, when it comes down to it,\it's hard to convince my heart.\Marrying for my country...\I'm sorry.\I don't know what to say in a situation like this...\So you won't tell me that I shouldn't get married.\Of course not.\You're in love with Louise. response:	I don't know...
context: it's hard to convince my heart.\Marrying for my country...\I'm sorry.\I don't know what to say in a situation like this...\So you won't tell me that I shouldn't get married.\Of course not.\You're in love with Louise.\I don't know... response:	Well, if you don't want to, then you shouldn't.
context: Marrying for my country...\I'm sorry.\I don't know what to say in a situation like this...\So you won't tell me that I shouldn't get married.\Of course not.\You're in love with Louise.\I don't know...\Well, if you don't want to, then you shouldn't. response:	It's weird to marry someone you don't like.
context: I'm sorry.\I don't know what to say in a situation like this...\So you won't tell me that I shouldn't get married.\Of course not.\You're in love with Louise.\I don't know...\Well, if you don't want to, then you shouldn't.\It's weird to marry someone you don't like. response:	Are you saying that out of pity?
context: I don't know what to say in a situation like this...\So you won't tell me that I shouldn't get married.\Of course not.\You're in love with Louise.\I don't know...\Well, if you don't want to, then you shouldn't.\It's weird to marry someone you don't like.\Are you saying that out of pity? response:	Or...
context: So you won't tell me that I shouldn't get married.\Of course not.\You're in love with Louise.\I don't know...\Well, if you don't want to, then you shouldn't.\It's weird to marry someone you don't like.\Are you saying that out of pity?\Or... response:	Even if it's only once in a while,
context: Of course not.\You're in love with Louise.\I don't know...\Well, if you don't want to, then you shouldn't.\It's weird to marry someone you don't like.\Are you saying that out of pity?\Or...\Even if it's only once in a while, response:	if you would meet with me like this...
context: You're in love with Louise.\I don't know...\Well, if you don't want to, then you shouldn't.\It's weird to marry someone you don't like.\Are you saying that out of pity?\Or...\Even if it's only once in a while,\if you would meet with me like this... response:	Don't you feel the same way?
context: I don't know...\Well, if you don't want to, then you shouldn't.\It's weird to marry someone you don't like.\Are you saying that out of pity?\Or...\Even if it's only once in a while,\if you would meet with me like this...\Don't you feel the same way? response:	So that's what's going on.
context: Well, if you don't want to, then you shouldn't.\It's weird to marry someone you don't like.\Are you saying that out of pity?\Or...\Even if it's only once in a while,\if you would meet with me like this...\Don't you feel the same way?\So that's what's going on. response:	Then let's meet here again.
context: It's weird to marry someone you don't like.\Are you saying that out of pity?\Or...\Even if it's only once in a while,\if you would meet with me like this...\Don't you feel the same way?\So that's what's going on.\Then let's meet here again. response:	But I... I have Louise.
context: Are you saying that out of pity?\Or...\Even if it's only once in a while,\if you would meet with me like this...\Don't you feel the same way?\So that's what's going on.\Then let's meet here again.\But I... I have Louise. response:	I understand that.
context: Or...\Even if it's only once in a while,\if you would meet with me like this...\Don't you feel the same way?\So that's what's going on.\Then let's meet here again.\But I... I have Louise.\I understand that. response:	But the other me keeps saying
context: Even if it's only once in a while,\if you would meet with me like this...\Don't you feel the same way?\So that's what's going on.\Then let's meet here again.\But I... I have Louise.\I understand that.\But the other me keeps saying response:	that doesn't matter.
context: if you would meet with me like this...\Don't you feel the same way?\So that's what's going on.\Then let's meet here again.\But I... I have Louise.\I understand that.\But the other me keeps saying\that doesn't matter. response:	I feel like I've been dreaming.
context: Don't you feel the same way?\So that's what's going on.\Then let's meet here again.\But I... I have Louise.\I understand that.\But the other me keeps saying\that doesn't matter.\I feel like I've been dreaming. response:	What's up, pal?
context: So that's what's going on.\Then let's meet here again.\But I... I have Louise.\I understand that.\But the other me keeps saying\that doesn't matter.\I feel like I've been dreaming.\What's up, pal? response:	Did you fight with your girl again?
context: Then let's meet here again.\But I... I have Louise.\I understand that.\But the other me keeps saying\that doesn't matter.\I feel like I've been dreaming.\What's up, pal?\Did you fight with your girl again? response:	What do you mean?
context: But I... I have Louise.\I understand that.\But the other me keeps saying\that doesn't matter.\I feel like I've been dreaming.\What's up, pal?\Did you fight with your girl again?\What do you mean? response:	Wait, was Louise down here?
context: I understand that.\But the other me keeps saying\that doesn't matter.\I feel like I've been dreaming.\What's up, pal?\Did you fight with your girl again?\What do you mean?\Wait, was Louise down here? response:	Yup.
context: But the other me keeps saying\that doesn't matter.\I feel like I've been dreaming.\What's up, pal?\Did you fight with your girl again?\What do you mean?\Wait, was Louise down here?\Yup. response:	Then she ran out with red eyes.
context: that doesn't matter.\I feel like I've been dreaming.\What's up, pal?\Did you fight with your girl again?\What do you mean?\Wait, was Louise down here?\Yup.\Then she ran out with red eyes. response:	Could she have...
context: I feel like I've been dreaming.\What's up, pal?\Did you fight with your girl again?\What do you mean?\Wait, was Louise down here?\Yup.\Then she ran out with red eyes.\Could she have... response:	Louise!
context: What's up, pal?\Did you fight with your girl again?\What do you mean?\Wait, was Louise down here?\Yup.\Then she ran out with red eyes.\Could she have...\Louise! response:	About the princess...
context: Did you fight with your girl again?\What do you mean?\Wait, was Louise down here?\Yup.\Then she ran out with red eyes.\Could she have...\Louise!\About the princess... response:	That was just...
context: What do you mean?\Wait, was Louise down here?\Yup.\Then she ran out with red eyes.\Could she have...\Louise!\About the princess...\That was just... response:	I'm happy for you that she feels the same way.
context: Wait, was Louise down here?\Yup.\Then she ran out with red eyes.\Could she have...\Louise!\About the princess...\That was just...\I'm happy for you that she feels the same way. response:	Until now, I always thought
context: Yup.\Then she ran out with red eyes.\Could she have...\Louise!\About the princess...\That was just...\I'm happy for you that she feels the same way.\Until now, I always thought response:	I knew everything about you.
context: Then she ran out with red eyes.\Could she have...\Louise!\About the princess...\That was just...\I'm happy for you that she feels the same way.\Until now, I always thought\I knew everything about you. response:	I guess I was wrong.
context: Could she have...\Louise!\About the princess...\That was just...\I'm happy for you that she feels the same way.\Until now, I always thought\I knew everything about you.\I guess I was wrong. response:	But that's not what happened!
context: Louise!\About the princess...\That was just...\I'm happy for you that she feels the same way.\Until now, I always thought\I knew everything about you.\I guess I was wrong.\But that's not what happened! response:	I'm sorry.
context: About the princess...\That was just...\I'm happy for you that she feels the same way.\Until now, I always thought\I knew everything about you.\I guess I was wrong.\But that's not what happened!\I'm sorry. response:	I'm sorry I didn't notice until now.
context: That was just...\I'm happy for you that she feels the same way.\Until now, I always thought\I knew everything about you.\I guess I was wrong.\But that's not what happened!\I'm sorry.\I'm sorry I didn't notice until now. response:	Louise...
context: I'm happy for you that she feels the same way.\Until now, I always thought\I knew everything about you.\I guess I was wrong.\But that's not what happened!\I'm sorry.\I'm sorry I didn't notice until now.\Louise... response:	Don't give her too much trouble.
context: Until now, I always thought\I knew everything about you.\I guess I was wrong.\But that's not what happened!\I'm sorry.\I'm sorry I didn't notice until now.\Louise...\Don't give her too much trouble. response:	Louise!
context: I knew everything about you.\I guess I was wrong.\But that's not what happened!\I'm sorry.\I'm sorry I didn't notice until now.\Louise...\Don't give her too much trouble.\Louise! response:	Shouldn't you go after her?
context: I guess I was wrong.\But that's not what happened!\I'm sorry.\I'm sorry I didn't notice until now.\Louise...\Don't give her too much trouble.\Louise!\Shouldn't you go after her? response:	I don't have the right to do that.
context: But that's not what happened!\I'm sorry.\I'm sorry I didn't notice until now.\Louise...\Don't give her too much trouble.\Louise!\Shouldn't you go after her?\I don't have the right to do that. response:	It's better this way.
context: I'm sorry.\I'm sorry I didn't notice until now.\Louise...\Don't give her too much trouble.\Louise!\Shouldn't you go after her?\I don't have the right to do that.\It's better this way. response:	It is...
context: I'm sorry I didn't notice until now.\Louise...\Don't give her too much trouble.\Louise!\Shouldn't you go after her?\I don't have the right to do that.\It's better this way.\It is... response:	Isn't the weather today just beautiful, Miss Valliere?
context: Louise...\Don't give her too much trouble.\Louise!\Shouldn't you go after her?\I don't have the right to do that.\It's better this way.\It is...\Isn't the weather today just beautiful, Miss Valliere? response:	She's gone!
context: Don't give her too much trouble.\Louise!\Shouldn't you go after her?\I don't have the right to do that.\It's better this way.\It is...\Isn't the weather today just beautiful, Miss Valliere?\She's gone! response:	Maybe she ran away with Saito!
context: Louise!\Shouldn't you go after her?\I don't have the right to do that.\It's better this way.\It is...\Isn't the weather today just beautiful, Miss Valliere?\She's gone!\Maybe she ran away with Saito! response:	I'm sorry we kept you here.
context: Shouldn't you go after her?\I don't have the right to do that.\It's better this way.\It is...\Isn't the weather today just beautiful, Miss Valliere?\She's gone!\Maybe she ran away with Saito!\I'm sorry we kept you here. response:	But, by the same token, we were actually able to talk.
context: I don't have the right to do that.\It's better this way.\It is...\Isn't the weather today just beautiful, Miss Valliere?\She's gone!\Maybe she ran away with Saito!\I'm sorry we kept you here.\But, by the same token, we were actually able to talk. response:	Give it your best
context: It's better this way.\It is...\Isn't the weather today just beautiful, Miss Valliere?\She's gone!\Maybe she ran away with Saito!\I'm sorry we kept you here.\But, by the same token, we were actually able to talk.\Give it your best response:	so that you won't regret anything.
context: It is...\Isn't the weather today just beautiful, Miss Valliere?\She's gone!\Maybe she ran away with Saito!\I'm sorry we kept you here.\But, by the same token, we were actually able to talk.\Give it your best\so that you won't regret anything. response:	Louise?
context: Isn't the weather today just beautiful, Miss Valliere?\She's gone!\Maybe she ran away with Saito!\I'm sorry we kept you here.\But, by the same token, we were actually able to talk.\Give it your best\so that you won't regret anything.\Louise? response:	What are you doing here, dressed like that?
context: She's gone!\Maybe she ran away with Saito!\I'm sorry we kept you here.\But, by the same token, we were actually able to talk.\Give it your best\so that you won't regret anything.\Louise?\What are you doing here, dressed like that? response:	Did you and Saito already have a marital spat?
context: Maybe she ran away with Saito!\I'm sorry we kept you here.\But, by the same token, we were actually able to talk.\Give it your best\so that you won't regret anything.\Louise?\What are you doing here, dressed like that?\Did you and Saito already have a marital spat? response:	We didn't have a spat. I broke up with him.
context: I'm sorry we kept you here.\But, by the same token, we were actually able to talk.\Give it your best\so that you won't regret anything.\Louise?\What are you doing here, dressed like that?\Did you and Saito already have a marital spat?\We didn't have a spat. I broke up with him. response:	I mean, I can't compete against the queen.
context: But, by the same token, we were actually able to talk.\Give it your best\so that you won't regret anything.\Louise?\What are you doing here, dressed like that?\Did you and Saito already have a marital spat?\We didn't have a spat. I broke up with him.\I mean, I can't compete against the queen. response:	It turns out I don't have many places
context: Give it your best\so that you won't regret anything.\Louise?\What are you doing here, dressed like that?\Did you and Saito already have a marital spat?\We didn't have a spat. I broke up with him.\I mean, I can't compete against the queen.\It turns out I don't have many places response:	to go at times like these.
context: so that you won't regret anything.\Louise?\What are you doing here, dressed like that?\Did you and Saito already have a marital spat?\We didn't have a spat. I broke up with him.\I mean, I can't compete against the queen.\It turns out I don't have many places\to go at times like these. response:	How did it end up like this,
context: Louise?\What are you doing here, dressed like that?\Did you and Saito already have a marital spat?\We didn't have a spat. I broke up with him.\I mean, I can't compete against the queen.\It turns out I don't have many places\to go at times like these.\How did it end up like this, response:	Saito?
context: What are you doing here, dressed like that?\Did you and Saito already have a marital spat?\We didn't have a spat. I broke up with him.\I mean, I can't compete against the queen.\It turns out I don't have many places\to go at times like these.\How did it end up like this,\Saito? response:	I need to talk to you.
context: Did you and Saito already have a marital spat?\We didn't have a spat. I broke up with him.\I mean, I can't compete against the queen.\It turns out I don't have many places\to go at times like these.\How did it end up like this,\Saito?\I need to talk to you. response:	About what?
context: We didn't have a spat. I broke up with him.\I mean, I can't compete against the queen.\It turns out I don't have many places\to go at times like these.\How did it end up like this,\Saito?\I need to talk to you.\About what? response:	Are you serious about leaving Saito?
context: I mean, I can't compete against the queen.\It turns out I don't have many places\to go at times like these.\How did it end up like this,\Saito?\I need to talk to you.\About what?\Are you serious about leaving Saito? response:	It's none of your business.
context: It turns out I don't have many places\to go at times like these.\How did it end up like this,\Saito?\I need to talk to you.\About what?\Are you serious about leaving Saito?\It's none of your business. response:	Then I'll take him.
context: to go at times like these.\How did it end up like this,\Saito?\I need to talk to you.\About what?\Are you serious about leaving Saito?\It's none of your business.\Then I'll take him. response:	What?
context: How did it end up like this,\Saito?\I need to talk to you.\About what?\Are you serious about leaving Saito?\It's none of your business.\Then I'll take him.\What? response:	I'm the future queen of Gallia,
context: Saito?\I need to talk to you.\About what?\Are you serious about leaving Saito?\It's none of your business.\Then I'll take him.\What?\I'm the future queen of Gallia, response:	so I can have whatever I want.
context: I need to talk to you.\About what?\Are you serious about leaving Saito?\It's none of your business.\Then I'll take him.\What?\I'm the future queen of Gallia,\so I can have whatever I want. response:	Whatever?
context: About what?\Are you serious about leaving Saito?\It's none of your business.\Then I'll take him.\What?\I'm the future queen of Gallia,\so I can have whatever I want.\Whatever? response:	You mean you'd force him to...
context: Are you serious about leaving Saito?\It's none of your business.\Then I'll take him.\What?\I'm the future queen of Gallia,\so I can have whatever I want.\Whatever?\You mean you'd force him to... response:	Are you serious, Tabitha?
context: It's none of your business.\Then I'll take him.\What?\I'm the future queen of Gallia,\so I can have whatever I want.\Whatever?\You mean you'd force him to...\Are you serious, Tabitha? response:	And if I am?
context: Then I'll take him.\What?\I'm the future queen of Gallia,\so I can have whatever I want.\Whatever?\You mean you'd force him to...\Are you serious, Tabitha?\And if I am? response:	Tabitha, what are you talking about?
context: What?\I'm the future queen of Gallia,\so I can have whatever I want.\Whatever?\You mean you'd force him to...\Are you serious, Tabitha?\And if I am?\Tabitha, what are you talking about? response:	I could marry him, too, if that was my wish.
context: I'm the future queen of Gallia,\so I can have whatever I want.\Whatever?\You mean you'd force him to...\Are you serious, Tabitha?\And if I am?\Tabitha, what are you talking about?\I could marry him, too, if that was my wish. response:	M-Marry?!
context: so I can have whatever I want.\Whatever?\You mean you'd force him to...\Are you serious, Tabitha?\And if I am?\Tabitha, what are you talking about?\I could marry him, too, if that was my wish.\M-Marry?! response:	I'll make him happy.
context: Whatever?\You mean you'd force him to...\Are you serious, Tabitha?\And if I am?\Tabitha, what are you talking about?\I could marry him, too, if that was my wish.\M-Marry?!\I'll make him happy. response:	Tabitha, wai
context: You mean you'd force him to...\Are you serious, Tabitha?\And if I am?\Tabitha, what are you talking about?\I could marry him, too, if that was my wish.\M-Marry?!\I'll make him happy.\Tabitha, wai response:	What was that all about?
context: Are you serious, Tabitha?\And if I am?\Tabitha, what are you talking about?\I could marry him, too, if that was my wish.\M-Marry?!\I'll make him happy.\Tabitha, wai\What was that all about? response:	Kirche?
context: And if I am?\Tabitha, what are you talking about?\I could marry him, too, if that was my wish.\M-Marry?!\I'll make him happy.\Tabitha, wai\What was that all about?\Kirche? response:	Do you know why Tabitha said that?
context: Tabitha, what are you talking about?\I could marry him, too, if that was my wish.\M-Marry?!\I'll make him happy.\Tabitha, wai\What was that all about?\Kirche?\Do you know why Tabitha said that? response:	Tabitha understands Queen Henrietta's feelings.
context: I could marry him, too, if that was my wish.\M-Marry?!\I'll make him happy.\Tabitha, wai\What was that all about?\Kirche?\Do you know why Tabitha said that?\Tabitha understands Queen Henrietta's feelings. response:	They're one and the same.
context: M-Marry?!\I'll make him happy.\Tabitha, wai\What was that all about?\Kirche?\Do you know why Tabitha said that?\Tabitha understands Queen Henrietta's feelings.\They're one and the same. response:	They are?
context: I'll make him happy.\Tabitha, wai\What was that all about?\Kirche?\Do you know why Tabitha said that?\Tabitha understands Queen Henrietta's feelings.\They're one and the same.\They are? response:	You're not free to love
context: Tabitha, wai\What was that all about?\Kirche?\Do you know why Tabitha said that?\Tabitha understands Queen Henrietta's feelings.\They're one and the same.\They are?\You're not free to love response:	when you've got a kingdom on your shoulders.
context: What was that all about?\Kirche?\Do you know why Tabitha said that?\Tabitha understands Queen Henrietta's feelings.\They're one and the same.\They are?\You're not free to love\when you've got a kingdom on your shoulders. response:	That makes them that much more scary when they're serious.
context: Kirche?\Do you know why Tabitha said that?\Tabitha understands Queen Henrietta's feelings.\They're one and the same.\They are?\You're not free to love\when you've got a kingdom on your shoulders.\That makes them that much more scary when they're serious. response:	They'll throw all their pride away and go for it,
context: Do you know why Tabitha said that?\Tabitha understands Queen Henrietta's feelings.\They're one and the same.\They are?\You're not free to love\when you've got a kingdom on your shoulders.\That makes them that much more scary when they're serious.\They'll throw all their pride away and go for it, response:	even if it might not make Saito happy,
context: Tabitha understands Queen Henrietta's feelings.\They're one and the same.\They are?\You're not free to love\when you've got a kingdom on your shoulders.\That makes them that much more scary when they're serious.\They'll throw all their pride away and go for it,\even if it might not make Saito happy, response:	or if it meant turning friends into foes...
context: They're one and the same.\They are?\You're not free to love\when you've got a kingdom on your shoulders.\That makes them that much more scary when they're serious.\They'll throw all their pride away and go for it,\even if it might not make Saito happy,\or if it meant turning friends into foes... response:	If someone would go
context: They are?\You're not free to love\when you've got a kingdom on your shoulders.\That makes them that much more scary when they're serious.\They'll throw all their pride away and go for it,\even if it might not make Saito happy,\or if it meant turning friends into foes...\If someone would go response:	that far for you, I guess even Saito can't complain.
context: You're not free to love\when you've got a kingdom on your shoulders.\That makes them that much more scary when they're serious.\They'll throw all their pride away and go for it,\even if it might not make Saito happy,\or if it meant turning friends into foes...\If someone would go\that far for you, I guess even Saito can't complain. response:	Are you ready for that, Louise?
context: when you've got a kingdom on your shoulders.\That makes them that much more scary when they're serious.\They'll throw all their pride away and go for it,\even if it might not make Saito happy,\or if it meant turning friends into foes...\If someone would go\that far for you, I guess even Saito can't complain.\Are you ready for that, Louise? response:	I was thinking that if Saito really did love the queen,
context: That makes them that much more scary when they're serious.\They'll throw all their pride away and go for it,\even if it might not make Saito happy,\or if it meant turning friends into foes...\If someone would go\that far for you, I guess even Saito can't complain.\Are you ready for that, Louise?\I was thinking that if Saito really did love the queen, response:	I ought to respect that.
context: They'll throw all their pride away and go for it,\even if it might not make Saito happy,\or if it meant turning friends into foes...\If someone would go\that far for you, I guess even Saito can't complain.\Are you ready for that, Louise?\I was thinking that if Saito really did love the queen,\I ought to respect that. response:	Well, if that's all it takes for you to back off,
context: even if it might not make Saito happy,\or if it meant turning friends into foes...\If someone would go\that far for you, I guess even Saito can't complain.\Are you ready for that, Louise?\I was thinking that if Saito really did love the queen,\I ought to respect that.\Well, if that's all it takes for you to back off, response:	then that's how serious your feelings were.
context: or if it meant turning friends into foes...\If someone would go\that far for you, I guess even Saito can't complain.\Are you ready for that, Louise?\I was thinking that if Saito really did love the queen,\I ought to respect that.\Well, if that's all it takes for you to back off,\then that's how serious your feelings were. response:	That's not true!
context: If someone would go\that far for you, I guess even Saito can't complain.\Are you ready for that, Louise?\I was thinking that if Saito really did love the queen,\I ought to respect that.\Well, if that's all it takes for you to back off,\then that's how serious your feelings were.\That's not true! response:	To me, Saito is... Saito is...
context: that far for you, I guess even Saito can't complain.\Are you ready for that, Louise?\I was thinking that if Saito really did love the queen,\I ought to respect that.\Well, if that's all it takes for you to back off,\then that's how serious your feelings were.\That's not true!\To me, Saito is... Saito is... response:	Winning at love is
context: Are you ready for that, Louise?\I was thinking that if Saito really did love the queen,\I ought to respect that.\Well, if that's all it takes for you to back off,\then that's how serious your feelings were.\That's not true!\To me, Saito is... Saito is...\Winning at love is response:	about being honest with yourself.
context: I was thinking that if Saito really did love the queen,\I ought to respect that.\Well, if that's all it takes for you to back off,\then that's how serious your feelings were.\That's not true!\To me, Saito is... Saito is...\Winning at love is\about being honest with yourself. response:	Or so I like to think.
context: I ought to respect that.\Well, if that's all it takes for you to back off,\then that's how serious your feelings were.\That's not true!\To me, Saito is... Saito is...\Winning at love is\about being honest with yourself.\Or so I like to think. response:	I want to go back to my old world.
context: Well, if that's all it takes for you to back off,\then that's how serious your feelings were.\That's not true!\To me, Saito is... Saito is...\Winning at love is\about being honest with yourself.\Or so I like to think.\I want to go back to my old world. response:	If I can't be with Louise,
context: then that's how serious your feelings were.\That's not true!\To me, Saito is... Saito is...\Winning at love is\about being honest with yourself.\Or so I like to think.\I want to go back to my old world.\If I can't be with Louise, response:	there's no reason for me to be here.
context: That's not true!\To me, Saito is... Saito is...\Winning at love is\about being honest with yourself.\Or so I like to think.\I want to go back to my old world.\If I can't be with Louise,\there's no reason for me to be here. response:	Saito!
context: To me, Saito is... Saito is...\Winning at love is\about being honest with yourself.\Or so I like to think.\I want to go back to my old world.\If I can't be with Louise,\there's no reason for me to be here.\Saito! response:	Louise!
context: Winning at love is\about being honest with yourself.\Or so I like to think.\I want to go back to my old world.\If I can't be with Louise,\there's no reason for me to be here.\Saito!\Louise! response:	What are you doing here?
context: about being honest with yourself.\Or so I like to think.\I want to go back to my old world.\If I can't be with Louise,\there's no reason for me to be here.\Saito!\Louise!\What are you doing here? response:	You're the only one for me, after all.
context: Or so I like to think.\I want to go back to my old world.\If I can't be with Louise,\there's no reason for me to be here.\Saito!\Louise!\What are you doing here?\You're the only one for me, after all. response:	But I...
context: I want to go back to my old world.\If I can't be with Louise,\there's no reason for me to be here.\Saito!\Louise!\What are you doing here?\You're the only one for me, after all.\But I... response:	I don't care how the queen feels about you.
context: If I can't be with Louise,\there's no reason for me to be here.\Saito!\Louise!\What are you doing here?\You're the only one for me, after all.\But I...\I don't care how the queen feels about you. response:	I want to be with you.
context: there's no reason for me to be here.\Saito!\Louise!\What are you doing here?\You're the only one for me, after all.\But I...\I don't care how the queen feels about you.\I want to be with you. response:	You mean, you forgive me?
context: Saito!\Louise!\What are you doing here?\You're the only one for me, after all.\But I...\I don't care how the queen feels about you.\I want to be with you.\You mean, you forgive me? response:	Just this once, you hear?
context: Louise!\What are you doing here?\You're the only one for me, after all.\But I...\I don't care how the queen feels about you.\I want to be with you.\You mean, you forgive me?\Just this once, you hear? response:	That's the face I love seeing.
context: What are you doing here?\You're the only one for me, after all.\But I...\I don't care how the queen feels about you.\I want to be with you.\You mean, you forgive me?\Just this once, you hear?\That's the face I love seeing. response:	That's right.
context: You're the only one for me, after all.\But I...\I don't care how the queen feels about you.\I want to be with you.\You mean, you forgive me?\Just this once, you hear?\That's the face I love seeing.\That's right. response:	I'm the only one who can make you happy.
context: But I...\I don't care how the queen feels about you.\I want to be with you.\You mean, you forgive me?\Just this once, you hear?\That's the face I love seeing.\That's right.\I'm the only one who can make you happy. response:	Louise...
context: I don't care how the queen feels about you.\I want to be with you.\You mean, you forgive me?\Just this once, you hear?\That's the face I love seeing.\That's right.\I'm the only one who can make you happy.\Louise... response:	Saito...
context: I want to be with you.\You mean, you forgive me?\Just this once, you hear?\That's the face I love seeing.\That's right.\I'm the only one who can make you happy.\Louise...\Saito... response:	What is this room, anyway?
context: You mean, you forgive me?\Just this once, you hear?\That's the face I love seeing.\That's right.\I'm the only one who can make you happy.\Louise...\Saito...\What is this room, anyway? response:	It's haunted, so I'm exorcising it!
context: Just this once, you hear?\That's the face I love seeing.\That's right.\I'm the only one who can make you happy.\Louise...\Saito...\What is this room, anyway?\It's haunted, so I'm exorcising it! response:	Nail!
context: That's the face I love seeing.\That's right.\I'm the only one who can make you happy.\Louise...\Saito...\What is this room, anyway?\It's haunted, so I'm exorcising it!\Nail! response:	Yes, ma'am!
context: That's right.\I'm the only one who can make you happy.\Louise...\Saito...\What is this room, anyway?\It's haunted, so I'm exorcising it!\Nail!\Yes, ma'am! response:	It's your fault for not holding it down properly!
context: I'm the only one who can make you happy.\Louise...\Saito...\What is this room, anyway?\It's haunted, so I'm exorcising it!\Nail!\Yes, ma'am!\It's your fault for not holding it down properly! response:	Hey, Saito, what's a hot spring?
context: Louise...\Saito...\What is this room, anyway?\It's haunted, so I'm exorcising it!\Nail!\Yes, ma'am!\It's your fault for not holding it down properly!\Hey, Saito, what's a hot spring? response:	What, a place where you feel very good?
context: Saito...\What is this room, anyway?\It's haunted, so I'm exorcising it!\Nail!\Yes, ma'am!\It's your fault for not holding it down properly!\Hey, Saito, what's a hot spring?\What, a place where you feel very good? response:	And being naked there is the proper behavior?
context: What is this room, anyway?\It's haunted, so I'm exorcising it!\Nail!\Yes, ma'am!\It's your fault for not holding it down properly!\Hey, Saito, what's a hot spring?\What, a place where you feel very good?\And being naked there is the proper behavior? response:	Next time: Trouble at the Outdoor Bath.
context: It's haunted, so I'm exorcising it!\Nail!\Yes, ma'am!\It's your fault for not holding it down properly!\Hey, Saito, what's a hot spring?\What, a place where you feel very good?\And being naked there is the proper behavior?\Next time: Trouble at the Outdoor Bath. response:	You can't be naked with anybody else!
context: Nail!\Yes, ma'am!\It's your fault for not holding it down properly!\Hey, Saito, what's a hot spring?\What, a place where you feel very good?\And being naked there is the proper behavior?\Next time: Trouble at the Outdoor Bath.\You can't be naked with anybody else! response:	Trouble at the Outdoor Bath
