context: My fingertips tingle softly. response:	It spreads throughout my entire body like blood,
context: revolutionizing my looks!\I sweated blood in order to abandon the old me!\He sure reminds me of somebody...\How wonderful...\I feel like I know you.\So you are a person who polished second class material into first class through effort as well.\You too? (Text:Friendship)\Ok. In deference to your hard work, response:	I'll pretend I don't know.
context: I sweated blood in order to abandon the old me!\He sure reminds me of somebody...\How wonderful...\I feel like I know you.\So you are a person who polished second class material into first class through effort as well.\You too? (Text:Friendship)\Ok. In deference to your hard work,\I'll pretend I don't know. response:	All right! Just you wait, Sakura!
context: He sure reminds me of somebody...\How wonderful...\I feel like I know you.\So you are a person who polished second class material into first class through effort as well.\You too? (Text:Friendship)\Ok. In deference to your hard work,\I'll pretend I don't know.\All right! Just you wait, Sakura! response:	And I want to see their battle too.
context: How wonderful...\I feel like I know you.\So you are a person who polished second class material into first class through effort as well.\You too? (Text:Friendship)\Ok. In deference to your hard work,\I'll pretend I don't know.\All right! Just you wait, Sakura!\And I want to see their battle too. response:	I run 5 kilometers every morning.
context: I feel like I know you.\So you are a person who polished second class material into first class through effort as well.\You too? (Text:Friendship)\Ok. In deference to your hard work,\I'll pretend I don't know.\All right! Just you wait, Sakura!\And I want to see their battle too.\I run 5 kilometers every morning. response:	Although I could easily pull 10 km. I ran all the way to the next town.
context: So you are a person who polished second class material into first class through effort as well.\You too? (Text:Friendship)\Ok. In deference to your hard work,\I'll pretend I don't know.\All right! Just you wait, Sakura!\And I want to see their battle too.\I run 5 kilometers every morning.\Although I could easily pull 10 km. I ran all the way to the next town. response:	Tonami-kun's a pretty interesting person.
context: You too? (Text:Friendship)\Ok. In deference to your hard work,\I'll pretend I don't know.\All right! Just you wait, Sakura!\And I want to see their battle too.\I run 5 kilometers every morning.\Although I could easily pull 10 km. I ran all the way to the next town.\Tonami-kun's a pretty interesting person. response:	This is the first time I've ever met someone like me.
context: Ok. In deference to your hard work,\I'll pretend I don't know.\All right! Just you wait, Sakura!\And I want to see their battle too.\I run 5 kilometers every morning.\Although I could easily pull 10 km. I ran all the way to the next town.\Tonami-kun's a pretty interesting person.\This is the first time I've ever met someone like me. response:	Although in my case, the motive was vanity.
context: I'll pretend I don't know.\All right! Just you wait, Sakura!\And I want to see their battle too.\I run 5 kilometers every morning.\Although I could easily pull 10 km. I ran all the way to the next town.\Tonami-kun's a pretty interesting person.\This is the first time I've ever met someone like me.\Although in my case, the motive was vanity. response:	I see.
context: All right! Just you wait, Sakura!\And I want to see their battle too.\I run 5 kilometers every morning.\Although I could easily pull 10 km. I ran all the way to the next town.\Tonami-kun's a pretty interesting person.\This is the first time I've ever met someone like me.\Although in my case, the motive was vanity.\I see. response:	Did you not like it that I was friendly with someone else?
context: And I want to see their battle too.\I run 5 kilometers every morning.\Although I could easily pull 10 km. I ran all the way to the next town.\Tonami-kun's a pretty interesting person.\This is the first time I've ever met someone like me.\Although in my case, the motive was vanity.\I see.\Did you not like it that I was friendly with someone else? response:	Did I leave you out?
context: I run 5 kilometers every morning.\Although I could easily pull 10 km. I ran all the way to the next town.\Tonami-kun's a pretty interesting person.\This is the first time I've ever met someone like me.\Although in my case, the motive was vanity.\I see.\Did you not like it that I was friendly with someone else?\Did I leave you out? response:	Not really.
context: Although I could easily pull 10 km. I ran all the way to the next town.\Tonami-kun's a pretty interesting person.\This is the first time I've ever met someone like me.\Although in my case, the motive was vanity.\I see.\Did you not like it that I was friendly with someone else?\Did I leave you out?\Not really. response:	I know! Come this way.
context: Tonami-kun's a pretty interesting person.\This is the first time I've ever met someone like me.\Although in my case, the motive was vanity.\I see.\Did you not like it that I was friendly with someone else?\Did I leave you out?\Not really.\I know! Come this way. response:	Why?
context: This is the first time I've ever met someone like me.\Although in my case, the motive was vanity.\I see.\Did you not like it that I was friendly with someone else?\Did I leave you out?\Not really.\I know! Come this way.\Why? response:	Just come with me.
context: Although in my case, the motive was vanity.\I see.\Did you not like it that I was friendly with someone else?\Did I leave you out?\Not really.\I know! Come this way.\Why?\Just come with me. response:	Sit, sit.
context: I see.\Did you not like it that I was friendly with someone else?\Did I leave you out?\Not really.\I know! Come this way.\Why?\Just come with me.\Sit, sit. response:	Okay!
context: Did you not like it that I was friendly with someone else?\Did I leave you out?\Not really.\I know! Come this way.\Why?\Just come with me.\Sit, sit.\Okay! response:	What're you going to-
context: Did I leave you out?\Not really.\I know! Come this way.\Why?\Just come with me.\Sit, sit.\Okay!\What're you going to- response:	What, what?!
context: Not really.\I know! Come this way.\Why?\Just come with me.\Sit, sit.\Okay!\What're you going to-\What, what?! response:	Just sit still.
context: I know! Come this way.\Why?\Just come with me.\Sit, sit.\Okay!\What're you going to-\What, what?!\Just sit still. response:	There there. I'm sorry.
context: Why?\Just come with me.\Sit, sit.\Okay!\What're you going to-\What, what?!\Just sit still.\There there. I'm sorry. response:	I love you more than anyone.
context: Just come with me.\Sit, sit.\Okay!\What're you going to-\What, what?!\Just sit still.\There there. I'm sorry.\I love you more than anyone. response:	You're a genius.
context: Sit, sit.\Okay!\What're you going to-\What, what?!\Just sit still.\There there. I'm sorry.\I love you more than anyone.\You're a genius. response:	I'm the one who couldn't go anywhere without you.
context: Okay!\What're you going to-\What, what?!\Just sit still.\There there. I'm sorry.\I love you more than anyone.\You're a genius.\I'm the one who couldn't go anywhere without you. response:	Um, by the way, I'm okay now, you can...
context: What're you going to-\What, what?!\Just sit still.\There there. I'm sorry.\I love you more than anyone.\You're a genius.\I'm the one who couldn't go anywhere without you.\Um, by the way, I'm okay now, you can... response:	Just a little more.
context: What, what?!\Just sit still.\There there. I'm sorry.\I love you more than anyone.\You're a genius.\I'm the one who couldn't go anywhere without you.\Um, by the way, I'm okay now, you can...\Just a little more. response:	It feels so good holding your head.
context: Just sit still.\There there. I'm sorry.\I love you more than anyone.\You're a genius.\I'm the one who couldn't go anywhere without you.\Um, by the way, I'm okay now, you can...\Just a little more.\It feels so good holding your head. response:	Aw, I said that's enough!
context: There there. I'm sorry.\I love you more than anyone.\You're a genius.\I'm the one who couldn't go anywhere without you.\Um, by the way, I'm okay now, you can...\Just a little more.\It feels so good holding your head.\Aw, I said that's enough! response:	I'm the one who can't let go.
context: I love you more than anyone.\You're a genius.\I'm the one who couldn't go anywhere without you.\Um, by the way, I'm okay now, you can...\Just a little more.\It feels so good holding your head.\Aw, I said that's enough!\I'm the one who can't let go. response:	Sometimes I can't even tell myself.
context: You're a genius.\I'm the one who couldn't go anywhere without you.\Um, by the way, I'm okay now, you can...\Just a little more.\It feels so good holding your head.\Aw, I said that's enough!\I'm the one who can't let go.\Sometimes I can't even tell myself. response:	Could it be that I'm an android too?
context: I'm the one who couldn't go anywhere without you.\Um, by the way, I'm okay now, you can...\Just a little more.\It feels so good holding your head.\Aw, I said that's enough!\I'm the one who can't let go.\Sometimes I can't even tell myself.\Could it be that I'm an android too? response:	Maybe someone made me into a machine after that accident,
context: Um, by the way, I'm okay now, you can...\Just a little more.\It feels so good holding your head.\Aw, I said that's enough!\I'm the one who can't let go.\Sometimes I can't even tell myself.\Could it be that I'm an android too?\Maybe someone made me into a machine after that accident, response:	and I'm the only one...
context: Just a little more.\It feels so good holding your head.\Aw, I said that's enough!\I'm the one who can't let go.\Sometimes I can't even tell myself.\Could it be that I'm an android too?\Maybe someone made me into a machine after that accident,\and I'm the only one... response:	Thinking that, I slit my wrists countless times.
context: It feels so good holding your head.\Aw, I said that's enough!\I'm the one who can't let go.\Sometimes I can't even tell myself.\Could it be that I'm an android too?\Maybe someone made me into a machine after that accident,\and I'm the only one...\Thinking that, I slit my wrists countless times. response:	I doubt even the androids, which cannot be disloyal.
context: Aw, I said that's enough!\I'm the one who can't let go.\Sometimes I can't even tell myself.\Could it be that I'm an android too?\Maybe someone made me into a machine after that accident,\and I'm the only one...\Thinking that, I slit my wrists countless times.\I doubt even the androids, which cannot be disloyal. response:	Suspicion, dissatisfaction, envy, self-preservation,
context: I'm the one who can't let go.\Sometimes I can't even tell myself.\Could it be that I'm an android too?\Maybe someone made me into a machine after that accident,\and I'm the only one...\Thinking that, I slit my wrists countless times.\I doubt even the androids, which cannot be disloyal.\Suspicion, dissatisfaction, envy, self-preservation, response:	discrimination, superiority, self-consciousness, arrogance...
context: Sometimes I can't even tell myself.\Could it be that I'm an android too?\Maybe someone made me into a machine after that accident,\and I'm the only one...\Thinking that, I slit my wrists countless times.\I doubt even the androids, which cannot be disloyal.\Suspicion, dissatisfaction, envy, self-preservation,\discrimination, superiority, self-consciousness, arrogance... response:	What I realized after I created the androids
context: Could it be that I'm an android too?\Maybe someone made me into a machine after that accident,\and I'm the only one...\Thinking that, I slit my wrists countless times.\I doubt even the androids, which cannot be disloyal.\Suspicion, dissatisfaction, envy, self-preservation,\discrimination, superiority, self-consciousness, arrogance...\What I realized after I created the androids response:	is the figure of the creator inferior to the androids.
context: Maybe someone made me into a machine after that accident,\and I'm the only one...\Thinking that, I slit my wrists countless times.\I doubt even the androids, which cannot be disloyal.\Suspicion, dissatisfaction, envy, self-preservation,\discrimination, superiority, self-consciousness, arrogance...\What I realized after I created the androids\is the figure of the creator inferior to the androids. response:	I love you all with all my heart.
context: and I'm the only one...\Thinking that, I slit my wrists countless times.\I doubt even the androids, which cannot be disloyal.\Suspicion, dissatisfaction, envy, self-preservation,\discrimination, superiority, self-consciousness, arrogance...\What I realized after I created the androids\is the figure of the creator inferior to the androids.\I love you all with all my heart. response:	But I can't help hating you.
context: Thinking that, I slit my wrists countless times.\I doubt even the androids, which cannot be disloyal.\Suspicion, dissatisfaction, envy, self-preservation,\discrimination, superiority, self-consciousness, arrogance...\What I realized after I created the androids\is the figure of the creator inferior to the androids.\I love you all with all my heart.\But I can't help hating you. response:	I dreamed about it. Pure hearts and polluted hearts.
context: I doubt even the androids, which cannot be disloyal.\Suspicion, dissatisfaction, envy, self-preservation,\discrimination, superiority, self-consciousness, arrogance...\What I realized after I created the androids\is the figure of the creator inferior to the androids.\I love you all with all my heart.\But I can't help hating you.\I dreamed about it. Pure hearts and polluted hearts. response:	The mediocre life before becoming a genius,
context: Suspicion, dissatisfaction, envy, self-preservation,\discrimination, superiority, self-consciousness, arrogance...\What I realized after I created the androids\is the figure of the creator inferior to the androids.\I love you all with all my heart.\But I can't help hating you.\I dreamed about it. Pure hearts and polluted hearts.\The mediocre life before becoming a genius, response:	and the life after becoming a genius.
context: discrimination, superiority, self-consciousness, arrogance...\What I realized after I created the androids\is the figure of the creator inferior to the androids.\I love you all with all my heart.\But I can't help hating you.\I dreamed about it. Pure hearts and polluted hearts.\The mediocre life before becoming a genius,\and the life after becoming a genius. response:	Grittiness and equanimity.
context: What I realized after I created the androids\is the figure of the creator inferior to the androids.\I love you all with all my heart.\But I can't help hating you.\I dreamed about it. Pure hearts and polluted hearts.\The mediocre life before becoming a genius,\and the life after becoming a genius.\Grittiness and equanimity. response:	The Professor's suffering, torn between things that always oppose each other?
context: is the figure of the creator inferior to the androids.\I love you all with all my heart.\But I can't help hating you.\I dreamed about it. Pure hearts and polluted hearts.\The mediocre life before becoming a genius,\and the life after becoming a genius.\Grittiness and equanimity.\The Professor's suffering, torn between things that always oppose each other? response:	Damn, it makes me think it would be fun to act it out...
context: I love you all with all my heart.\But I can't help hating you.\I dreamed about it. Pure hearts and polluted hearts.\The mediocre life before becoming a genius,\and the life after becoming a genius.\Grittiness and equanimity.\The Professor's suffering, torn between things that always oppose each other?\Damn, it makes me think it would be fun to act it out... response:	Sis finally resigns herself and decides to take part in Aya-chan's play.
context: But I can't help hating you.\I dreamed about it. Pure hearts and polluted hearts.\The mediocre life before becoming a genius,\and the life after becoming a genius.\Grittiness and equanimity.\The Professor's suffering, torn between things that always oppose each other?\Damn, it makes me think it would be fun to act it out...\Sis finally resigns herself and decides to take part in Aya-chan's play. response:	But unrelated to that,
context: I dreamed about it. Pure hearts and polluted hearts.\The mediocre life before becoming a genius,\and the life after becoming a genius.\Grittiness and equanimity.\The Professor's suffering, torn between things that always oppose each other?\Damn, it makes me think it would be fun to act it out...\Sis finally resigns herself and decides to take part in Aya-chan's play.\But unrelated to that, response:	Tonami Takefumi's revenge was progressing slowly but surely.
context: The mediocre life before becoming a genius,\and the life after becoming a genius.\Grittiness and equanimity.\The Professor's suffering, torn between things that always oppose each other?\Damn, it makes me think it would be fun to act it out...\Sis finally resigns herself and decides to take part in Aya-chan's play.\But unrelated to that,\Tonami Takefumi's revenge was progressing slowly but surely. response:	And the friendship between him and Sis deepens.
context: and the life after becoming a genius.\Grittiness and equanimity.\The Professor's suffering, torn between things that always oppose each other?\Damn, it makes me think it would be fun to act it out...\Sis finally resigns herself and decides to take part in Aya-chan's play.\But unrelated to that,\Tonami Takefumi's revenge was progressing slowly but surely.\And the friendship between him and Sis deepens. response:	And then Arima-?!
