context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: This is a demon of the book of Zelef.\This isn't good!\Should we help?\My back hurts, so I'll pass...\Why did the flute turn into a monster?\That monster IS the lullaby.\In other words, it's living magic.\That's Zeref's magic. response:	Living magic?
context: This isn't good!\Should we help?\My back hurts, so I'll pass...\Why did the flute turn into a monster?\That monster IS the lullaby.\In other words, it's living magic.\That's Zeref's magic.\Living magic? response:	Zeref? Isn't he ancient history?
context: Should we help?\My back hurts, so I'll pass...\Why did the flute turn into a monster?\That monster IS the lullaby.\In other words, it's living magic.\That's Zeref's magic.\Living magic?\Zeref? Isn't he ancient history? response:	The Black Wizard Zeref was the most evil wizard in the history of the Magical World!
context: My back hurts, so I'll pass...\Why did the flute turn into a monster?\That monster IS the lullaby.\In other words, it's living magic.\That's Zeref's magic.\Living magic?\Zeref? Isn't he ancient history?\The Black Wizard Zeref was the most evil wizard in the history of the Magical World! response:	To think that a part of his legacy would appear before us after all these centuries!
context: Why did the flute turn into a monster?\That monster IS the lullaby.\In other words, it's living magic.\That's Zeref's magic.\Living magic?\Zeref? Isn't he ancient history?\The Black Wizard Zeref was the most evil wizard in the history of the Magical World!\To think that a part of his legacy would appear before us after all these centuries! response:	So then, which one of your souls should I partake of first?
context: That monster IS the lullaby.\In other words, it's living magic.\That's Zeref's magic.\Living magic?\Zeref? Isn't he ancient history?\The Black Wizard Zeref was the most evil wizard in the history of the Magical World!\To think that a part of his legacy would appear before us after all these centuries!\So then, which one of your souls should I partake of first? response:	Say what?!
context: In other words, it's living magic.\That's Zeref's magic.\Living magic?\Zeref? Isn't he ancient history?\The Black Wizard Zeref was the most evil wizard in the history of the Magical World!\To think that a part of his legacy would appear before us after all these centuries!\So then, which one of your souls should I partake of first?\Say what?! response:	Are souls tasty, anyway?
context: That's Zeref's magic.\Living magic?\Zeref? Isn't he ancient history?\The Black Wizard Zeref was the most evil wizard in the history of the Magical World!\To think that a part of his legacy would appear before us after all these centuries!\So then, which one of your souls should I partake of first?\Say what?!\Are souls tasty, anyway? response:	How should I know? And don't ask me!
context: Living magic?\Zeref? Isn't he ancient history?\The Black Wizard Zeref was the most evil wizard in the history of the Magical World!\To think that a part of his legacy would appear before us after all these centuries!\So then, which one of your souls should I partake of first?\Say what?!\Are souls tasty, anyway?\How should I know? And don't ask me! response:	I figured that's what he'd be wondering about.
context: Zeref? Isn't he ancient history?\The Black Wizard Zeref was the most evil wizard in the history of the Magical World!\To think that a part of his legacy would appear before us after all these centuries!\So then, which one of your souls should I partake of first?\Say what?!\Are souls tasty, anyway?\How should I know? And don't ask me!\I figured that's what he'd be wondering about. response:	Natsu, Gray, move away from everyone!
context: The Black Wizard Zeref was the most evil wizard in the history of the Magical World!\To think that a part of his legacy would appear before us after all these centuries!\So then, which one of your souls should I partake of first?\Say what?!\Are souls tasty, anyway?\How should I know? And don't ask me!\I figured that's what he'd be wondering about.\Natsu, Gray, move away from everyone! response:	How bossy!
context: To think that a part of his legacy would appear before us after all these centuries!\So then, which one of your souls should I partake of first?\Say what?!\Are souls tasty, anyway?\How should I know? And don't ask me!\I figured that's what he'd be wondering about.\Natsu, Gray, move away from everyone!\How bossy! response:	Don't order me around!
context: So then, which one of your souls should I partake of first?\Say what?!\Are souls tasty, anyway?\How should I know? And don't ask me!\I figured that's what he'd be wondering about.\Natsu, Gray, move away from everyone!\How bossy!\Don't order me around! response:	I'm counting on you!
context: Say what?!\Are souls tasty, anyway?\How should I know? And don't ask me!\I figured that's what he'd be wondering about.\Natsu, Gray, move away from everyone!\How bossy!\Don't order me around!\I'm counting on you! response:	Aye, sir!
context: Are souls tasty, anyway?\How should I know? And don't ask me!\I figured that's what he'd be wondering about.\Natsu, Gray, move away from everyone!\How bossy!\Don't order me around!\I'm counting on you!\Aye, sir! response:	There's Happy 2 again...
context: How should I know? And don't ask me!\I figured that's what he'd be wondering about.\Natsu, Gray, move away from everyone!\How bossy!\Don't order me around!\I'm counting on you!\Aye, sir!\There's Happy 2 again... response:	The big guy's all bark and no bite! He ain't got nothing!
context: I figured that's what he'd be wondering about.\Natsu, Gray, move away from everyone!\How bossy!\Don't order me around!\I'm counting on you!\Aye, sir!\There's Happy 2 again...\The big guy's all bark and no bite! He ain't got nothing! response:	Charge!
context: Natsu, Gray, move away from everyone!\How bossy!\Don't order me around!\I'm counting on you!\Aye, sir!\There's Happy 2 again...\The big guy's all bark and no bite! He ain't got nothing!\Charge! response:	Back off, small fry!
context: How bossy!\Don't order me around!\I'm counting on you!\Aye, sir!\There's Happy 2 again...\The big guy's all bark and no bite! He ain't got nothing!\Charge!\Back off, small fry! response:	Captain, the mountain has disappeared!
context: Don't order me around!\I'm counting on you!\Aye, sir!\There's Happy 2 again...\The big guy's all bark and no bite! He ain't got nothing!\Charge!\Back off, small fry!\Captain, the mountain has disappeared! response:	What?
context: I'm counting on you!\Aye, sir!\There's Happy 2 again...\The big guy's all bark and no bite! He ain't got nothing!\Charge!\Back off, small fry!\Captain, the mountain has disappeared!\What? response:	R-Retreat!
context: Aye, sir!\There's Happy 2 again...\The big guy's all bark and no bite! He ain't got nothing!\Charge!\Back off, small fry!\Captain, the mountain has disappeared!\What?\R-Retreat! response:	Okay, I've decided! I'm going to eat all of your souls, you pitiful wizards!
context: There's Happy 2 again...\The big guy's all bark and no bite! He ain't got nothing!\Charge!\Back off, small fry!\Captain, the mountain has disappeared!\What?\R-Retreat!\Okay, I've decided! I'm going to eat all of your souls, you pitiful wizards! response:	Sounds like fun! Go ahead and try it!
context: The big guy's all bark and no bite! He ain't got nothing!\Charge!\Back off, small fry!\Captain, the mountain has disappeared!\What?\R-Retreat!\Okay, I've decided! I'm going to eat all of your souls, you pitiful wizards!\Sounds like fun! Go ahead and try it! response:	You can do it!
context: Charge!\Back off, small fry!\Captain, the mountain has disappeared!\What?\R-Retreat!\Okay, I've decided! I'm going to eat all of your souls, you pitiful wizards!\Sounds like fun! Go ahead and try it!\You can do it! response:	What do they plan to do with just the three of them?
context: Back off, small fry!\Captain, the mountain has disappeared!\What?\R-Retreat!\Okay, I've decided! I'm going to eat all of your souls, you pitiful wizards!\Sounds like fun! Go ahead and try it!\You can do it!\What do they plan to do with just the three of them? response:	What about you, Lucy?
context: Captain, the mountain has disappeared!\What?\R-Retreat!\Okay, I've decided! I'm going to eat all of your souls, you pitiful wizards!\Sounds like fun! Go ahead and try it!\You can do it!\What do they plan to do with just the three of them?\What about you, Lucy? response:	I'm out of Celestial Spirits I can use today,
context: What?\R-Retreat!\Okay, I've decided! I'm going to eat all of your souls, you pitiful wizards!\Sounds like fun! Go ahead and try it!\You can do it!\What do they plan to do with just the three of them?\What about you, Lucy?\I'm out of Celestial Spirits I can use today, response:	and I might just hold everyone back, see...
context: R-Retreat!\Okay, I've decided! I'm going to eat all of your souls, you pitiful wizards!\Sounds like fun! Go ahead and try it!\You can do it!\What do they plan to do with just the three of them?\What about you, Lucy?\I'm out of Celestial Spirits I can use today,\and I might just hold everyone back, see... response:	Excuses.
context: Okay, I've decided! I'm going to eat all of your souls, you pitiful wizards!\Sounds like fun! Go ahead and try it!\You can do it!\What do they plan to do with just the three of them?\What about you, Lucy?\I'm out of Celestial Spirits I can use today,\and I might just hold everyone back, see...\Excuses. response:	Shut up, cat!
context: Sounds like fun! Go ahead and try it!\You can do it!\What do they plan to do with just the three of them?\What about you, Lucy?\I'm out of Celestial Spirits I can use today,\and I might just hold everyone back, see...\Excuses.\Shut up, cat! response:	What a horrid voice!
context: You can do it!\What do they plan to do with just the three of them?\What about you, Lucy?\I'm out of Celestial Spirits I can use today,\and I might just hold everyone back, see...\Excuses.\Shut up, cat!\What a horrid voice! response:	What's this terrible feeling?
context: What do they plan to do with just the three of them?\What about you, Lucy?\I'm out of Celestial Spirits I can use today,\and I might just hold everyone back, see...\Excuses.\Shut up, cat!\What a horrid voice!\What's this terrible feeling? response:	It's begun...
context: What about you, Lucy?\I'm out of Celestial Spirits I can use today,\and I might just hold everyone back, see...\Excuses.\Shut up, cat!\What a horrid voice!\What's this terrible feeling?\It's begun... response:	Oh, no!
context: I'm out of Celestial Spirits I can use today,\and I might just hold everyone back, see...\Excuses.\Shut up, cat!\What a horrid voice!\What's this terrible feeling?\It's begun...\Oh, no! response:	It's the lullaby!
context: and I might just hold everyone back, see...\Excuses.\Shut up, cat!\What a horrid voice!\What's this terrible feeling?\It's begun...\Oh, no!\It's the lullaby! response:	Our souls are being devoured!
context: Excuses.\Shut up, cat!\What a horrid voice!\What's this terrible feeling?\It's begun...\Oh, no!\It's the lullaby!\Our souls are being devoured! response:	Let's go!
context: Shut up, cat!\What a horrid voice!\What's this terrible feeling?\It's begun...\Oh, no!\It's the lullaby!\Our souls are being devoured!\Let's go! response:	Right!
context: What a horrid voice!\What's this terrible feeling?\It's begun...\Oh, no!\It's the lullaby!\Our souls are being devoured!\Let's go!\Right! response:	Requip!
context: What's this terrible feeling?\It's begun...\Oh, no!\It's the lullaby!\Our souls are being devoured!\Let's go!\Right!\Requip! response:	The Knight!
context: It's begun...\Oh, no!\It's the lullaby!\Our souls are being devoured!\Let's go!\Right!\Requip!\The Knight! response:	Ice Make Lance!
context: Oh, no!\It's the lullaby!\Our souls are being devoured!\Let's go!\Right!\Requip!\The Knight!\Ice Make Lance! response:	Take this!
context: It's the lullaby!\Our souls are being devoured!\Let's go!\Right!\Requip!\The Knight!\Ice Make Lance!\Take this! response:	Iron Fist of the Fire Dragon!
context: Our souls are being devoured!\Let's go!\Right!\Requip!\The Knight!\Ice Make Lance!\Take this!\Iron Fist of the Fire Dragon! response:	He's punching with fire!
context: Let's go!\Right!\Requip!\The Knight!\Ice Make Lance!\Take this!\Iron Fist of the Fire Dragon!\He's punching with fire! response:	And this one's an ice wizard!
context: Right!\Requip!\The Knight!\Ice Make Lance!\Take this!\Iron Fist of the Fire Dragon!\He's punching with fire!\And this one's an ice wizard! response:	She's requipping armor!
context: Requip!\The Knight!\Ice Make Lance!\Take this!\Iron Fist of the Fire Dragon!\He's punching with fire!\And this one's an ice wizard!\She's requipping armor! response:	You're really pissing me off now!
context: The Knight!\Ice Make Lance!\Take this!\Iron Fist of the Fire Dragon!\He's punching with fire!\And this one's an ice wizard!\She's requipping armor!\You're really pissing me off now! response:	How about another one?
context: Ice Make Lance!\Take this!\Iron Fist of the Fire Dragon!\He's punching with fire!\And this one's an ice wizard!\She's requipping armor!\You're really pissing me off now!\How about another one? response:	Wing Slash of the Fire Dragon!
context: Take this!\Iron Fist of the Fire Dragon!\He's punching with fire!\And this one's an ice wizard!\She's requipping armor!\You're really pissing me off now!\How about another one?\Wing Slash of the Fire Dragon! response:	Amazing! I've never seen such a combination attack before!
context: Iron Fist of the Fire Dragon!\He's punching with fire!\And this one's an ice wizard!\She's requipping armor!\You're really pissing me off now!\How about another one?\Wing Slash of the Fire Dragon!\Amazing! I've never seen such a combination attack before! response:	Their movements are perfectly in sync!
context: He's punching with fire!\And this one's an ice wizard!\She's requipping armor!\You're really pissing me off now!\How about another one?\Wing Slash of the Fire Dragon!\Amazing! I've never seen such a combination attack before!\Their movements are perfectly in sync! response:	Aye!
context: And this one's an ice wizard!\She's requipping armor!\You're really pissing me off now!\How about another one?\Wing Slash of the Fire Dragon!\Amazing! I've never seen such a combination attack before!\Their movements are perfectly in sync!\Aye! response:	I don't have a good feeling about this!
context: She's requipping armor!\You're really pissing me off now!\How about another one?\Wing Slash of the Fire Dragon!\Amazing! I've never seen such a combination attack before!\Their movements are perfectly in sync!\Aye!\I don't have a good feeling about this! response:	Here comes the lullaby!
context: You're really pissing me off now!\How about another one?\Wing Slash of the Fire Dragon!\Amazing! I've never seen such a combination attack before!\Their movements are perfectly in sync!\Aye!\I don't have a good feeling about this!\Here comes the lullaby! response:	The plants are withering!
context: How about another one?\Wing Slash of the Fire Dragon!\Amazing! I've never seen such a combination attack before!\Their movements are perfectly in sync!\Aye!\I don't have a good feeling about this!\Here comes the lullaby!\The plants are withering! response:	It's the curse of the lullaby!
context: Wing Slash of the Fire Dragon!\Amazing! I've never seen such a combination attack before!\Their movements are perfectly in sync!\Aye!\I don't have a good feeling about this!\Here comes the lullaby!\The plants are withering!\It's the curse of the lullaby! response:	I'll be dining on your souls!
context: Amazing! I've never seen such a combination attack before!\Their movements are perfectly in sync!\Aye!\I don't have a good feeling about this!\Here comes the lullaby!\The plants are withering!\It's the curse of the lullaby!\I'll be dining on your souls! response:	What the heck?!
context: Their movements are perfectly in sync!\Aye!\I don't have a good feeling about this!\Here comes the lullaby!\The plants are withering!\It's the curse of the lullaby!\I'll be dining on your souls!\What the heck?! response:	It didn't do anything!
context: Aye!\I don't have a good feeling about this!\Here comes the lullaby!\The plants are withering!\It's the curse of the lullaby!\I'll be dining on your souls!\What the heck?!\It didn't do anything! response:	What's with this sound?
context: I don't have a good feeling about this!\Here comes the lullaby!\The plants are withering!\It's the curse of the lullaby!\I'll be dining on your souls!\What the heck?!\It didn't do anything!\What's with this sound? response:	What happened to my beautiful sound?!
context: Here comes the lullaby!\The plants are withering!\It's the curse of the lullaby!\I'll be dining on your souls!\What the heck?!\It didn't do anything!\What's with this sound?\What happened to my beautiful sound?! response:	I see! After those attacks from before...
context: The plants are withering!\It's the curse of the lullaby!\I'll be dining on your souls!\What the heck?!\It didn't do anything!\What's with this sound?\What happened to my beautiful sound?!\I see! After those attacks from before... response:	They opened up a bunch more holes, so he can't play properly.
context: It's the curse of the lullaby!\I'll be dining on your souls!\What the heck?!\It didn't do anything!\What's with this sound?\What happened to my beautiful sound?!\I see! After those attacks from before...\They opened up a bunch more holes, so he can't play properly. response:	So after all this build up, this is the punchline?!
context: I'll be dining on your souls!\What the heck?!\It didn't do anything!\What's with this sound?\What happened to my beautiful sound?!\I see! After those attacks from before...\They opened up a bunch more holes, so he can't play properly.\So after all this build up, this is the punchline?! response:	Look, his stomach's empty.
context: What the heck?!\It didn't do anything!\What's with this sound?\What happened to my beautiful sound?!\I see! After those attacks from before...\They opened up a bunch more holes, so he can't play properly.\So after all this build up, this is the punchline?!\Look, his stomach's empty. response:	How dare you mock me!
context: It didn't do anything!\What's with this sound?\What happened to my beautiful sound?!\I see! After those attacks from before...\They opened up a bunch more holes, so he can't play properly.\So after all this build up, this is the punchline?!\Look, his stomach's empty.\How dare you mock me! response:	He's snapped!
context: What's with this sound?\What happened to my beautiful sound?!\I see! After those attacks from before...\They opened up a bunch more holes, so he can't play properly.\So after all this build up, this is the punchline?!\Look, his stomach's empty.\How dare you mock me!\He's snapped! response:	Both big and bad-tempered!
context: What happened to my beautiful sound?!\I see! After those attacks from before...\They opened up a bunch more holes, so he can't play properly.\So after all this build up, this is the punchline?!\Look, his stomach's empty.\How dare you mock me!\He's snapped!\Both big and bad-tempered! response:	Ice Make...
context: I see! After those attacks from before...\They opened up a bunch more holes, so he can't play properly.\So after all this build up, this is the punchline?!\Look, his stomach's empty.\How dare you mock me!\He's snapped!\Both big and bad-tempered!\Ice Make... response:	Shield!
context: They opened up a bunch more holes, so he can't play properly.\So after all this build up, this is the punchline?!\Look, his stomach's empty.\How dare you mock me!\He's snapped!\Both big and bad-tempered!\Ice Make...\Shield! response:	So fast!
context: So after all this build up, this is the punchline?!\Look, his stomach's empty.\How dare you mock me!\He's snapped!\Both big and bad-tempered!\Ice Make...\Shield!\So fast! response:	He can use Maker Magic to create something that large instantly?
context: Look, his stomach's empty.\How dare you mock me!\He's snapped!\Both big and bad-tempered!\Ice Make...\Shield!\So fast!\He can use Maker Magic to create something that large instantly? response:	Maker Magic?
context: How dare you mock me!\He's snapped!\Both big and bad-tempered!\Ice Make...\Shield!\So fast!\He can use Maker Magic to create something that large instantly?\Maker Magic? response:	Magic that gives form to magical power.
context: He's snapped!\Both big and bad-tempered!\Ice Make...\Shield!\So fast!\He can use Maker Magic to create something that large instantly?\Maker Magic?\Magic that gives form to magical power. response:	There's also magic that can steal form away.
context: Both big and bad-tempered!\Ice Make...\Shield!\So fast!\He can use Maker Magic to create something that large instantly?\Maker Magic?\Magic that gives form to magical power.\There's also magic that can steal form away. response:	Damn you!
context: Ice Make...\Shield!\So fast!\He can use Maker Magic to create something that large instantly?\Maker Magic?\Magic that gives form to magical power.\There's also magic that can steal form away.\Damn you! response:	All right! Now that I've eaten, I'm all revved up!
context: Shield!\So fast!\He can use Maker Magic to create something that large instantly?\Maker Magic?\Magic that gives form to magical power.\There's also magic that can steal form away.\Damn you!\All right! Now that I've eaten, I'm all revved up! response:	You... You're a friggin' monster!
context: So fast!\He can use Maker Magic to create something that large instantly?\Maker Magic?\Magic that gives form to magical power.\There's also magic that can steal form away.\Damn you!\All right! Now that I've eaten, I'm all revved up!\You... You're a friggin' monster! response:	What did you call me?!
context: He can use Maker Magic to create something that large instantly?\Maker Magic?\Magic that gives form to magical power.\There's also magic that can steal form away.\Damn you!\All right! Now that I've eaten, I'm all revved up!\You... You're a friggin' monster!\What did you call me?! response:	He's climbing me!
context: Maker Magic?\Magic that gives form to magical power.\There's also magic that can steal form away.\Damn you!\All right! Now that I've eaten, I'm all revved up!\You... You're a friggin' monster!\What did you call me?!\He's climbing me! response:	Requip!
context: Magic that gives form to magical power.\There's also magic that can steal form away.\Damn you!\All right! Now that I've eaten, I'm all revved up!\You... You're a friggin' monster!\What did you call me?!\He's climbing me!\Requip! response:	The Black Wing armor!
context: There's also magic that can steal form away.\Damn you!\All right! Now that I've eaten, I'm all revved up!\You... You're a friggin' monster!\What did you call me?!\He's climbing me!\Requip!\The Black Wing armor! response:	That's a magic armor that will add tremendous power to a single attack!
context: Damn you!\All right! Now that I've eaten, I'm all revved up!\You... You're a friggin' monster!\What did you call me?!\He's climbing me!\Requip!\The Black Wing armor!\That's a magic armor that will add tremendous power to a single attack! response:	Ice Make Saucer!
context: All right! Now that I've eaten, I'm all revved up!\You... You're a friggin' monster!\What did you call me?!\He's climbing me!\Requip!\The Black Wing armor!\That's a magic armor that will add tremendous power to a single attack!\Ice Make Saucer! response:	Natsu!
context: You... You're a friggin' monster!\What did you call me?!\He's climbing me!\Requip!\The Black Wing armor!\That's a magic armor that will add tremendous power to a single attack!\Ice Make Saucer!\Natsu! response:	Now!
context: What did you call me?!\He's climbing me!\Requip!\The Black Wing armor!\That's a magic armor that will add tremendous power to a single attack!\Ice Make Saucer!\Natsu!\Now! response:	All right!
context: He's climbing me!\Requip!\The Black Wing armor!\That's a magic armor that will add tremendous power to a single attack!\Ice Make Saucer!\Natsu!\Now!\All right! response:	With a flaming right hand...
context: Requip!\The Black Wing armor!\That's a magic armor that will add tremendous power to a single attack!\Ice Make Saucer!\Natsu!\Now!\All right!\With a flaming right hand... response:	When you combine the flames together...
context: The Black Wing armor!\That's a magic armor that will add tremendous power to a single attack!\Ice Make Saucer!\Natsu!\Now!\All right!\With a flaming right hand...\When you combine the flames together... response:	Try eating some of this!
context: That's a magic armor that will add tremendous power to a single attack!\Ice Make Saucer!\Natsu!\Now!\All right!\With a flaming right hand...\When you combine the flames together...\Try eating some of this! response:	Dazzling Blaze of the Fire Dragon!
context: Ice Make Saucer!\Natsu!\Now!\All right!\With a flaming right hand...\When you combine the flames together...\Try eating some of this!\Dazzling Blaze of the Fire Dragon! response:	Excellent!
context: Natsu!\Now!\All right!\With a flaming right hand...\When you combine the flames together...\Try eating some of this!\Dazzling Blaze of the Fire Dragon!\Excellent! response:	Wonderful!
context: Now!\All right!\With a flaming right hand...\When you combine the flames together...\Try eating some of this!\Dazzling Blaze of the Fire Dragon!\Excellent!\Wonderful! response:	They defeated Zeref's demon so easily...
context: All right!\With a flaming right hand...\When you combine the flames together...\Try eating some of this!\Dazzling Blaze of the Fire Dragon!\Excellent!\Wonderful!\They defeated Zeref's demon so easily... response:	W-Wow...
context: With a flaming right hand...\When you combine the flames together...\Try eating some of this!\Dazzling Blaze of the Fire Dragon!\Excellent!\Wonderful!\They defeated Zeref's demon so easily...\W-Wow... response:	So this is...
context: When you combine the flames together...\Try eating some of this!\Dazzling Blaze of the Fire Dragon!\Excellent!\Wonderful!\They defeated Zeref's demon so easily...\W-Wow...\So this is... response:	So this is what Fairy Tail wizards are like?
context: Try eating some of this!\Dazzling Blaze of the Fire Dragon!\Excellent!\Wonderful!\They defeated Zeref's demon so easily...\W-Wow...\So this is...\So this is what Fairy Tail wizards are like? response:	They're the strongest team all right! Super cool!
context: Dazzling Blaze of the Fire Dragon!\Excellent!\Wonderful!\They defeated Zeref's demon so easily...\W-Wow...\So this is...\So this is what Fairy Tail wizards are like?\They're the strongest team all right! Super cool! response:	Aye!
context: Excellent!\Wonderful!\They defeated Zeref's demon so easily...\W-Wow...\So this is...\So this is what Fairy Tail wizards are like?\They're the strongest team all right! Super cool!\Aye! response:	How about that? Incredible, yes?
context: Wonderful!\They defeated Zeref's demon so easily...\W-Wow...\So this is...\So this is what Fairy Tail wizards are like?\They're the strongest team all right! Super cool!\Aye!\How about that? Incredible, yes? response:	Great going, everyone!
context: They defeated Zeref's demon so easily...\W-Wow...\So this is...\So this is what Fairy Tail wizards are like?\They're the strongest team all right! Super cool!\Aye!\How about that? Incredible, yes?\Great going, everyone! response:	He wasn't nothing too special, was he?
context: W-Wow...\So this is...\So this is what Fairy Tail wizards are like?\They're the strongest team all right! Super cool!\Aye!\How about that? Incredible, yes?\Great going, everyone!\He wasn't nothing too special, was he? response:	A pushover...
context: So this is...\So this is what Fairy Tail wizards are like?\They're the strongest team all right! Super cool!\Aye!\How about that? Incredible, yes?\Great going, everyone!\He wasn't nothing too special, was he?\A pushover... response:	What a bunch of fools...
context: So this is what Fairy Tail wizards are like?\They're the strongest team all right! Super cool!\Aye!\How about that? Incredible, yes?\Great going, everyone!\He wasn't nothing too special, was he?\A pushover...\What a bunch of fools... response:	I'm no match for them...
context: They're the strongest team all right! Super cool!\Aye!\How about that? Incredible, yes?\Great going, everyone!\He wasn't nothing too special, was he?\A pushover...\What a bunch of fools...\I'm no match for them... response:	We've got to get you to a doctor, yes we do!
context: Aye!\How about that? Incredible, yes?\Great going, everyone!\He wasn't nothing too special, was he?\A pushover...\What a bunch of fools...\I'm no match for them...\We've got to get you to a doctor, yes we do! response:	It's hugging me!
context: How about that? Incredible, yes?\Great going, everyone!\He wasn't nothing too special, was he?\A pushover...\What a bunch of fools...\I'm no match for them...\We've got to get you to a doctor, yes we do!\It's hugging me! response:	Well, I don't know what was going on exactly, but I guess we all owe Fairy Tail one.
context: Great going, everyone!\He wasn't nothing too special, was he?\A pushover...\What a bunch of fools...\I'm no match for them...\We've got to get you to a doctor, yes we do!\It's hugging me!\Well, I don't know what was going on exactly, but I guess we all owe Fairy Tail one. response:	But, look...
context: He wasn't nothing too special, was he?\A pushover...\What a bunch of fools...\I'm no match for them...\We've got to get you to a doctor, yes we do!\It's hugging me!\Well, I don't know what was going on exactly, but I guess we all owe Fairy Tail one.\But, look... response:	They went overboard!
context: A pushover...\What a bunch of fools...\I'm no match for them...\We've got to get you to a doctor, yes we do!\It's hugging me!\Well, I don't know what was going on exactly, but I guess we all owe Fairy Tail one.\But, look...\They went overboard! response:	Where'd the regular meeting hall go?
context: What a bunch of fools...\I'm no match for them...\We've got to get you to a doctor, yes we do!\It's hugging me!\Well, I don't know what was going on exactly, but I guess we all owe Fairy Tail one.\But, look...\They went overboard!\Where'd the regular meeting hall go? response:	Aye!
context: I'm no match for them...\We've got to get you to a doctor, yes we do!\It's hugging me!\Well, I don't know what was going on exactly, but I guess we all owe Fairy Tail one.\But, look...\They went overboard!\Where'd the regular meeting hall go?\Aye! response:	A mountain or two are gone!
context: We've got to get you to a doctor, yes we do!\It's hugging me!\Well, I don't know what was going on exactly, but I guess we all owe Fairy Tail one.\But, look...\They went overboard!\Where'd the regular meeting hall go?\Aye!\A mountain or two are gone! response:	Master!
context: It's hugging me!\Well, I don't know what was going on exactly, but I guess we all owe Fairy Tail one.\But, look...\They went overboard!\Where'd the regular meeting hall go?\Aye!\A mountain or two are gone!\Master! response:	Something flew out...
context: Well, I don't know what was going on exactly, but I guess we all owe Fairy Tail one.\But, look...\They went overboard!\Where'd the regular meeting hall go?\Aye!\A mountain or two are gone!\Master!\Something flew out... response:	We really did a number on it!
context: But, look...\They went overboard!\Where'd the regular meeting hall go?\Aye!\A mountain or two are gone!\Master!\Something flew out...\We really did a number on it! response:	This is no laughing matter!
context: They went overboard!\Where'd the regular meeting hall go?\Aye!\A mountain or two are gone!\Master!\Something flew out...\We really did a number on it!\This is no laughing matter! response:	Somebody capture them!
context: Where'd the regular meeting hall go?\Aye!\A mountain or two are gone!\Master!\Something flew out...\We really did a number on it!\This is no laughing matter!\Somebody capture them! response:	Kids take after their parents, you know!
context: Aye!\A mountain or two are gone!\Master!\Something flew out...\We really did a number on it!\This is no laughing matter!\Somebody capture them!\Kids take after their parents, you know! response:	Brings back memories of when we were active.
context: A mountain or two are gone!\Master!\Something flew out...\We really did a number on it!\This is no laughing matter!\Somebody capture them!\Kids take after their parents, you know!\Brings back memories of when we were active. response:	S-Seriously?
context: Master!\Something flew out...\We really did a number on it!\This is no laughing matter!\Somebody capture them!\Kids take after their parents, you know!\Brings back memories of when we were active.\S-Seriously? response:	You look just like I did when I was younger, Kage deary...
context: Something flew out...\We really did a number on it!\This is no laughing matter!\Somebody capture them!\Kids take after their parents, you know!\Brings back memories of when we were active.\S-Seriously?\You look just like I did when I was younger, Kage deary... response:	I sure had a lot of fun back then.
context: We really did a number on it!\This is no laughing matter!\Somebody capture them!\Kids take after their parents, you know!\Brings back memories of when we were active.\S-Seriously?\You look just like I did when I was younger, Kage deary...\I sure had a lot of fun back then. response:	We all did so much crazy stuff, the council was always angry at us!
context: This is no laughing matter!\Somebody capture them!\Kids take after their parents, you know!\Brings back memories of when we were active.\S-Seriously?\You look just like I did when I was younger, Kage deary...\I sure had a lot of fun back then.\We all did so much crazy stuff, the council was always angry at us! response:	By the way, the hottie is me...
context: Somebody capture them!\Kids take after their parents, you know!\Brings back memories of when we were active.\S-Seriously?\You look just like I did when I was younger, Kage deary...\I sure had a lot of fun back then.\We all did so much crazy stuff, the council was always angry at us!\By the way, the hottie is me... response:	No way that's you!
context: Kids take after their parents, you know!\Brings back memories of when we were active.\S-Seriously?\You look just like I did when I was younger, Kage deary...\I sure had a lot of fun back then.\We all did so much crazy stuff, the council was always angry at us!\By the way, the hottie is me...\No way that's you! response:	Kagywagy, you're the image spittin'!
context: Brings back memories of when we were active.\S-Seriously?\You look just like I did when I was younger, Kage deary...\I sure had a lot of fun back then.\We all did so much crazy stuff, the council was always angry at us!\By the way, the hottie is me...\No way that's you!\Kagywagy, you're the image spittin'! response:	Like hell I am!
context: S-Seriously?\You look just like I did when I was younger, Kage deary...\I sure had a lot of fun back then.\We all did so much crazy stuff, the council was always angry at us!\By the way, the hottie is me...\No way that's you!\Kagywagy, you're the image spittin'!\Like hell I am! response:	Anyway, I think you should be able to understand a bit now.
context: You look just like I did when I was younger, Kage deary...\I sure had a lot of fun back then.\We all did so much crazy stuff, the council was always angry at us!\By the way, the hottie is me...\No way that's you!\Kagywagy, you're the image spittin'!\Like hell I am!\Anyway, I think you should be able to understand a bit now. response:	About how guilds can be fun.
context: I sure had a lot of fun back then.\We all did so much crazy stuff, the council was always angry at us!\By the way, the hottie is me...\No way that's you!\Kagywagy, you're the image spittin'!\Like hell I am!\Anyway, I think you should be able to understand a bit now.\About how guilds can be fun. response:	Something came out.
context: We all did so much crazy stuff, the council was always angry at us!\By the way, the hottie is me...\No way that's you!\Kagywagy, you're the image spittin'!\Like hell I am!\Anyway, I think you should be able to understand a bit now.\About how guilds can be fun.\Something came out. response:	Oh, my.
