context: I put on the armillary compass I found in the laboratory basement, response:	which sent me back to 19th century London with Mari.
context: Let's change the direction of the magnet.\What now?\Nothing.\What about now?\No reaction.\No use, huh?\It seems theoretically possible, but...\But not getting any result in an experiment makes it a failure, right? response:	A failure? That's no big deal!
context: What now?\Nothing.\What about now?\No reaction.\No use, huh?\It seems theoretically possible, but...\But not getting any result in an experiment makes it a failure, right?\A failure? That's no big deal! response:	That means I get to try an all-new experiment!
context: Nothing.\What about now?\No reaction.\No use, huh?\It seems theoretically possible, but...\But not getting any result in an experiment makes it a failure, right?\A failure? That's no big deal!\That means I get to try an all-new experiment! response:	What should I change for the next experiment?
context: What about now?\No reaction.\No use, huh?\It seems theoretically possible, but...\But not getting any result in an experiment makes it a failure, right?\A failure? That's no big deal!\That means I get to try an all-new experiment!\What should I change for the next experiment? response:	What result will come from it?
context: No reaction.\No use, huh?\It seems theoretically possible, but...\But not getting any result in an experiment makes it a failure, right?\A failure? That's no big deal!\That means I get to try an all-new experiment!\What should I change for the next experiment?\What result will come from it? response:	Just thinking about it gets me excited!
context: No use, huh?\It seems theoretically possible, but...\But not getting any result in an experiment makes it a failure, right?\A failure? That's no big deal!\That means I get to try an all-new experiment!\What should I change for the next experiment?\What result will come from it?\Just thinking about it gets me excited! response:	No matter how many times I fail, no matter how hard it is,
context: It seems theoretically possible, but...\But not getting any result in an experiment makes it a failure, right?\A failure? That's no big deal!\That means I get to try an all-new experiment!\What should I change for the next experiment?\What result will come from it?\Just thinking about it gets me excited!\No matter how many times I fail, no matter how hard it is, response:	I could never hate science!
context: But not getting any result in an experiment makes it a failure, right?\A failure? That's no big deal!\That means I get to try an all-new experiment!\What should I change for the next experiment?\What result will come from it?\Just thinking about it gets me excited!\No matter how many times I fail, no matter how hard it is,\I could never hate science! response:	Mr. Faraday...
context: A failure? That's no big deal!\That means I get to try an all-new experiment!\What should I change for the next experiment?\What result will come from it?\Just thinking about it gets me excited!\No matter how many times I fail, no matter how hard it is,\I could never hate science!\Mr. Faraday... response:	So I'll never quit science, either.
context: That means I get to try an all-new experiment!\What should I change for the next experiment?\What result will come from it?\Just thinking about it gets me excited!\No matter how many times I fail, no matter how hard it is,\I could never hate science!\Mr. Faraday...\So I'll never quit science, either. response:	Never!
context: What should I change for the next experiment?\What result will come from it?\Just thinking about it gets me excited!\No matter how many times I fail, no matter how hard it is,\I could never hate science!\Mr. Faraday...\So I'll never quit science, either.\Never! response:	I see.
context: What result will come from it?\Just thinking about it gets me excited!\No matter how many times I fail, no matter how hard it is,\I could never hate science!\Mr. Faraday...\So I'll never quit science, either.\Never!\I see. response:	Then I'll be going home.
context: Just thinking about it gets me excited!\No matter how many times I fail, no matter how hard it is,\I could never hate science!\Mr. Faraday...\So I'll never quit science, either.\Never!\I see.\Then I'll be going home. response:	Huh?
context: No matter how many times I fail, no matter how hard it is,\I could never hate science!\Mr. Faraday...\So I'll never quit science, either.\Never!\I see.\Then I'll be going home.\Huh? response:	I see!
context: I could never hate science!\Mr. Faraday...\So I'll never quit science, either.\Never!\I see.\Then I'll be going home.\Huh?\I see! response:	You found a way to get back, right?
context: Mr. Faraday...\So I'll never quit science, either.\Never!\I see.\Then I'll be going home.\Huh?\I see!\You found a way to get back, right? response:	Yeah!
context: So I'll never quit science, either.\Never!\I see.\Then I'll be going home.\Huh?\I see!\You found a way to get back, right?\Yeah! response:	Goodbye... Mr. Faraday.
context: Never!\I see.\Then I'll be going home.\Huh?\I see!\You found a way to get back, right?\Yeah!\Goodbye... Mr. Faraday. response:	Say hello to Mari. And your brother, too.
context: I see.\Then I'll be going home.\Huh?\I see!\You found a way to get back, right?\Yeah!\Goodbye... Mr. Faraday.\Say hello to Mari. And your brother, too. response:	Okay!
context: Then I'll be going home.\Huh?\I see!\You found a way to get back, right?\Yeah!\Goodbye... Mr. Faraday.\Say hello to Mari. And your brother, too.\Okay! response:	Good luck!
context: Huh?\I see!\You found a way to get back, right?\Yeah!\Goodbye... Mr. Faraday.\Say hello to Mari. And your brother, too.\Okay!\Good luck! response:	Thank you, Waka.
context: I see!\You found a way to get back, right?\Yeah!\Goodbye... Mr. Faraday.\Say hello to Mari. And your brother, too.\Okay!\Good luck!\Thank you, Waka. response:	Waka!
context: You found a way to get back, right?\Yeah!\Goodbye... Mr. Faraday.\Say hello to Mari. And your brother, too.\Okay!\Good luck!\Thank you, Waka.\Waka! response:	Mari!
context: Yeah!\Goodbye... Mr. Faraday.\Say hello to Mari. And your brother, too.\Okay!\Good luck!\Thank you, Waka.\Waka!\Mari! response:	I'm so glad! I'm so glad!
context: Goodbye... Mr. Faraday.\Say hello to Mari. And your brother, too.\Okay!\Good luck!\Thank you, Waka.\Waka!\Mari!\I'm so glad! I'm so glad! response:	So, so glad!
context: Say hello to Mari. And your brother, too.\Okay!\Good luck!\Thank you, Waka.\Waka!\Mari!\I'm so glad! I'm so glad!\So, so glad! response:	Thanks...
context: Okay!\Good luck!\Thank you, Waka.\Waka!\Mari!\I'm so glad! I'm so glad!\So, so glad!\Thanks... response:	Brother...
context: Good luck!\Thank you, Waka.\Waka!\Mari!\I'm so glad! I'm so glad!\So, so glad!\Thanks...\Brother... response:	I'm sorry I worried you.
context: Thank you, Waka.\Waka!\Mari!\I'm so glad! I'm so glad!\So, so glad!\Thanks...\Brother...\I'm sorry I worried you. response:	Did you do what you had to?
context: Waka!\Mari!\I'm so glad! I'm so glad!\So, so glad!\Thanks...\Brother...\I'm sorry I worried you.\Did you do what you had to? response:	Yeah!
context: Mari!\I'm so glad! I'm so glad!\So, so glad!\Thanks...\Brother...\I'm sorry I worried you.\Did you do what you had to?\Yeah! response:	After conducting the electromagnetic rotation experiment in 1821,
context: I'm so glad! I'm so glad!\So, so glad!\Thanks...\Brother...\I'm sorry I worried you.\Did you do what you had to?\Yeah!\After conducting the electromagnetic rotation experiment in 1821, response:	Faraday continued exploring the relationship between magnetism and electricity
context: So, so glad!\Thanks...\Brother...\I'm sorry I worried you.\Did you do what you had to?\Yeah!\After conducting the electromagnetic rotation experiment in 1821,\Faraday continued exploring the relationship between magnetism and electricity response:	until 1831, when an experiment led him to discover the Law of Induction,
context: Thanks...\Brother...\I'm sorry I worried you.\Did you do what you had to?\Yeah!\After conducting the electromagnetic rotation experiment in 1821,\Faraday continued exploring the relationship between magnetism and electricity\until 1831, when an experiment led him to discover the Law of Induction, response:	which would later be known as Faraday's Law.
context: Brother...\I'm sorry I worried you.\Did you do what you had to?\Yeah!\After conducting the electromagnetic rotation experiment in 1821,\Faraday continued exploring the relationship between magnetism and electricity\until 1831, when an experiment led him to discover the Law of Induction,\which would later be known as Faraday's Law. response:	The faster the lines of magnetic force change,
context: I'm sorry I worried you.\Did you do what you had to?\Yeah!\After conducting the electromagnetic rotation experiment in 1821,\Faraday continued exploring the relationship between magnetism and electricity\until 1831, when an experiment led him to discover the Law of Induction,\which would later be known as Faraday's Law.\The faster the lines of magnetic force change, response:	and the more coils in the circuit,
context: Did you do what you had to?\Yeah!\After conducting the electromagnetic rotation experiment in 1821,\Faraday continued exploring the relationship between magnetism and electricity\until 1831, when an experiment led him to discover the Law of Induction,\which would later be known as Faraday's Law.\The faster the lines of magnetic force change,\and the more coils in the circuit, response:	the greater their induced current becomes.
context: Yeah!\After conducting the electromagnetic rotation experiment in 1821,\Faraday continued exploring the relationship between magnetism and electricity\until 1831, when an experiment led him to discover the Law of Induction,\which would later be known as Faraday's Law.\The faster the lines of magnetic force change,\and the more coils in the circuit,\the greater their induced current becomes. response:	That law became indispensable in later thinking about generating electricity,
context: After conducting the electromagnetic rotation experiment in 1821,\Faraday continued exploring the relationship between magnetism and electricity\until 1831, when an experiment led him to discover the Law of Induction,\which would later be known as Faraday's Law.\The faster the lines of magnetic force change,\and the more coils in the circuit,\the greater their induced current becomes.\That law became indispensable in later thinking about generating electricity, response:	and became the cornerstone of the study of electromagnetism.
context: Faraday continued exploring the relationship between magnetism and electricity\until 1831, when an experiment led him to discover the Law of Induction,\which would later be known as Faraday's Law.\The faster the lines of magnetic force change,\and the more coils in the circuit,\the greater their induced current becomes.\That law became indispensable in later thinking about generating electricity,\and became the cornerstone of the study of electromagnetism. response:	Huh? This book...
context: until 1831, when an experiment led him to discover the Law of Induction,\which would later be known as Faraday's Law.\The faster the lines of magnetic force change,\and the more coils in the circuit,\the greater their induced current becomes.\That law became indispensable in later thinking about generating electricity,\and became the cornerstone of the study of electromagnetism.\Huh? This book... response:	Brother!
context: which would later be known as Faraday's Law.\The faster the lines of magnetic force change,\and the more coils in the circuit,\the greater their induced current becomes.\That law became indispensable in later thinking about generating electricity,\and became the cornerstone of the study of electromagnetism.\Huh? This book...\Brother! response:	What's this?
context: The faster the lines of magnetic force change,\and the more coils in the circuit,\the greater their induced current becomes.\That law became indispensable in later thinking about generating electricity,\and became the cornerstone of the study of electromagnetism.\Huh? This book...\Brother!\What's this? response:	What's wrong?
context: and the more coils in the circuit,\the greater their induced current becomes.\That law became indispensable in later thinking about generating electricity,\and became the cornerstone of the study of electromagnetism.\Huh? This book...\Brother!\What's this?\What's wrong? response:	It didn't disappear.
context: the greater their induced current becomes.\That law became indispensable in later thinking about generating electricity,\and became the cornerstone of the study of electromagnetism.\Huh? This book...\Brother!\What's this?\What's wrong?\It didn't disappear. response:	Huh?
context: That law became indispensable in later thinking about generating electricity,\and became the cornerstone of the study of electromagnetism.\Huh? This book...\Brother!\What's this?\What's wrong?\It didn't disappear.\Huh? response:	Morse. Bell.
context: and became the cornerstone of the study of electromagnetism.\Huh? This book...\Brother!\What's this?\What's wrong?\It didn't disappear.\Huh?\Morse. Bell. response:	No way!
context: Huh? This book...\Brother!\What's this?\What's wrong?\It didn't disappear.\Huh?\Morse. Bell.\No way! response:	Hertz. Edison.
context: Brother!\What's this?\What's wrong?\It didn't disappear.\Huh?\Morse. Bell.\No way!\Hertz. Edison. response:	Is it because we're in control of the machine?
context: What's this?\What's wrong?\It didn't disappear.\Huh?\Morse. Bell.\No way!\Hertz. Edison.\Is it because we're in control of the machine? response:	Or because our power source has switched from a battery to a standard outlet?
context: What's wrong?\It didn't disappear.\Huh?\Morse. Bell.\No way!\Hertz. Edison.\Is it because we're in control of the machine?\Or because our power source has switched from a battery to a standard outlet? response:	I will not acknowledge it. I won't!
context: It didn't disappear.\Huh?\Morse. Bell.\No way!\Hertz. Edison.\Is it because we're in control of the machine?\Or because our power source has switched from a battery to a standard outlet?\I will not acknowledge it. I won't! response:	I will not acknowledge Faraday's assertion!
context: Huh?\Morse. Bell.\No way!\Hertz. Edison.\Is it because we're in control of the machine?\Or because our power source has switched from a battery to a standard outlet?\I will not acknowledge it. I won't!\I will not acknowledge Faraday's assertion! response:	I'd advise you to stop, Sir Davy.
context: Morse. Bell.\No way!\Hertz. Edison.\Is it because we're in control of the machine?\Or because our power source has switched from a battery to a standard outlet?\I will not acknowledge it. I won't!\I will not acknowledge Faraday's assertion!\I'd advise you to stop, Sir Davy. response:	Is there something else you want?
context: No way!\Hertz. Edison.\Is it because we're in control of the machine?\Or because our power source has switched from a battery to a standard outlet?\I will not acknowledge it. I won't!\I will not acknowledge Faraday's assertion!\I'd advise you to stop, Sir Davy.\Is there something else you want? response:	Faraday will make enormous contributions to the scientific world in the future.
context: Hertz. Edison.\Is it because we're in control of the machine?\Or because our power source has switched from a battery to a standard outlet?\I will not acknowledge it. I won't!\I will not acknowledge Faraday's assertion!\I'd advise you to stop, Sir Davy.\Is there something else you want?\Faraday will make enormous contributions to the scientific world in the future. response:	And, Sir Davy,
context: Is it because we're in control of the machine?\Or because our power source has switched from a battery to a standard outlet?\I will not acknowledge it. I won't!\I will not acknowledge Faraday's assertion!\I'd advise you to stop, Sir Davy.\Is there something else you want?\Faraday will make enormous contributions to the scientific world in the future.\And, Sir Davy, response:	your greatest contribution will be discovering him.
context: Or because our power source has switched from a battery to a standard outlet?\I will not acknowledge it. I won't!\I will not acknowledge Faraday's assertion!\I'd advise you to stop, Sir Davy.\Is there something else you want?\Faraday will make enormous contributions to the scientific world in the future.\And, Sir Davy,\your greatest contribution will be discovering him. response:	You realize that, don't you?
context: I will not acknowledge it. I won't!\I will not acknowledge Faraday's assertion!\I'd advise you to stop, Sir Davy.\Is there something else you want?\Faraday will make enormous contributions to the scientific world in the future.\And, Sir Davy,\your greatest contribution will be discovering him.\You realize that, don't you? response:	Intermediate English Problems by Level
context: I will not acknowledge Faraday's assertion!\I'd advise you to stop, Sir Davy.\Is there something else you want?\Faraday will make enormous contributions to the scientific world in the future.\And, Sir Davy,\your greatest contribution will be discovering him.\You realize that, don't you?\Intermediate English Problems by Level response:	What are you doing?
context: I'd advise you to stop, Sir Davy.\Is there something else you want?\Faraday will make enormous contributions to the scientific world in the future.\And, Sir Davy,\your greatest contribution will be discovering him.\You realize that, don't you?\Intermediate English Problems by Level\What are you doing? response:	Wh-What do you want?
context: Is there something else you want?\Faraday will make enormous contributions to the scientific world in the future.\And, Sir Davy,\your greatest contribution will be discovering him.\You realize that, don't you?\Intermediate English Problems by Level\What are you doing?\Wh-What do you want? response:	This isn't for club! I'm just taking a break!
context: Faraday will make enormous contributions to the scientific world in the future.\And, Sir Davy,\your greatest contribution will be discovering him.\You realize that, don't you?\Intermediate English Problems by Level\What are you doing?\Wh-What do you want?\This isn't for club! I'm just taking a break! response:	I'm studying properly, I tell you!
context: And, Sir Davy,\your greatest contribution will be discovering him.\You realize that, don't you?\Intermediate English Problems by Level\What are you doing?\Wh-What do you want?\This isn't for club! I'm just taking a break!\I'm studying properly, I tell you! response:	It's upside-down.
context: your greatest contribution will be discovering him.\You realize that, don't you?\Intermediate English Problems by Level\What are you doing?\Wh-What do you want?\This isn't for club! I'm just taking a break!\I'm studying properly, I tell you!\It's upside-down. response:	You won't accomplish anything by doing such a half-baked job on everything.
context: You realize that, don't you?\Intermediate English Problems by Level\What are you doing?\Wh-What do you want?\This isn't for club! I'm just taking a break!\I'm studying properly, I tell you!\It's upside-down.\You won't accomplish anything by doing such a half-baked job on everything. response:	What?
context: Intermediate English Problems by Level\What are you doing?\Wh-What do you want?\This isn't for club! I'm just taking a break!\I'm studying properly, I tell you!\It's upside-down.\You won't accomplish anything by doing such a half-baked job on everything.\What? response:	Next week is your match, right?
context: What are you doing?\Wh-What do you want?\This isn't for club! I'm just taking a break!\I'm studying properly, I tell you!\It's upside-down.\You won't accomplish anything by doing such a half-baked job on everything.\What?\Next week is your match, right? response:	I got them to give you permission to practice.
context: Wh-What do you want?\This isn't for club! I'm just taking a break!\I'm studying properly, I tell you!\It's upside-down.\You won't accomplish anything by doing such a half-baked job on everything.\What?\Next week is your match, right?\I got them to give you permission to practice. response:	Huh?
context: This isn't for club! I'm just taking a break!\I'm studying properly, I tell you!\It's upside-down.\You won't accomplish anything by doing such a half-baked job on everything.\What?\Next week is your match, right?\I got them to give you permission to practice.\Huh? response:	But you have to get 80 or more on the next test.
context: I'm studying properly, I tell you!\It's upside-down.\You won't accomplish anything by doing such a half-baked job on everything.\What?\Next week is your match, right?\I got them to give you permission to practice.\Huh?\But you have to get 80 or more on the next test. response:	That's the condition.
context: It's upside-down.\You won't accomplish anything by doing such a half-baked job on everything.\What?\Next week is your match, right?\I got them to give you permission to practice.\Huh?\But you have to get 80 or more on the next test.\That's the condition. response:	Where did this come from?
context: You won't accomplish anything by doing such a half-baked job on everything.\What?\Next week is your match, right?\I got them to give you permission to practice.\Huh?\But you have to get 80 or more on the next test.\That's the condition.\Where did this come from? response:	After practice, I'll teach you.
context: What?\Next week is your match, right?\I got them to give you permission to practice.\Huh?\But you have to get 80 or more on the next test.\That's the condition.\Where did this come from?\After practice, I'll teach you. response:	So get going, okay?
context: Next week is your match, right?\I got them to give you permission to practice.\Huh?\But you have to get 80 or more on the next test.\That's the condition.\Where did this come from?\After practice, I'll teach you.\So get going, okay? response:	Futa.
context: I got them to give you permission to practice.\Huh?\But you have to get 80 or more on the next test.\That's the condition.\Where did this come from?\After practice, I'll teach you.\So get going, okay?\Futa. response:	What?
context: Huh?\But you have to get 80 or more on the next test.\That's the condition.\Where did this come from?\After practice, I'll teach you.\So get going, okay?\Futa.\What? response:	You're really good at soccer.
context: But you have to get 80 or more on the next test.\That's the condition.\Where did this come from?\After practice, I'll teach you.\So get going, okay?\Futa.\What?\You're really good at soccer. response:	And... you love it.
context: That's the condition.\Where did this come from?\After practice, I'll teach you.\So get going, okay?\Futa.\What?\You're really good at soccer.\And... you love it. response:	So... you should aim for the top... or something.
context: Where did this come from?\After practice, I'll teach you.\So get going, okay?\Futa.\What?\You're really good at soccer.\And... you love it.\So... you should aim for the top... or something. response:	Huh?
context: After practice, I'll teach you.\So get going, okay?\Futa.\What?\You're really good at soccer.\And... you love it.\So... you should aim for the top... or something.\Huh? response:	Well, you know...
context: So get going, okay?\Futa.\What?\You're really good at soccer.\And... you love it.\So... you should aim for the top... or something.\Huh?\Well, you know... response:	I'm telling you to work hard at soccer!
context: Futa.\What?\You're really good at soccer.\And... you love it.\So... you should aim for the top... or something.\Huh?\Well, you know...\I'm telling you to work hard at soccer! response:	You know I will!
context: What?\You're really good at soccer.\And... you love it.\So... you should aim for the top... or something.\Huh?\Well, you know...\I'm telling you to work hard at soccer!\You know I will! response:	I'm going to the World Cup, no matter what!
context: You're really good at soccer.\And... you love it.\So... you should aim for the top... or something.\Huh?\Well, you know...\I'm telling you to work hard at soccer!\You know I will!\I'm going to the World Cup, no matter what! response:	And if I need it to get there...
context: And... you love it.\So... you should aim for the top... or something.\Huh?\Well, you know...\I'm telling you to work hard at soccer!\You know I will!\I'm going to the World Cup, no matter what!\And if I need it to get there... response:	I know you'll make it, Futa.
context: So... you should aim for the top... or something.\Huh?\Well, you know...\I'm telling you to work hard at soccer!\You know I will!\I'm going to the World Cup, no matter what!\And if I need it to get there...\I know you'll make it, Futa. response:	Yeah!
context: Huh?\Well, you know...\I'm telling you to work hard at soccer!\You know I will!\I'm going to the World Cup, no matter what!\And if I need it to get there...\I know you'll make it, Futa.\Yeah! response:	Thanks, Mizuki.
context: Well, you know...\I'm telling you to work hard at soccer!\You know I will!\I'm going to the World Cup, no matter what!\And if I need it to get there...\I know you'll make it, Futa.\Yeah!\Thanks, Mizuki. response:	Mr. Mikage.
context: I'm telling you to work hard at soccer!\You know I will!\I'm going to the World Cup, no matter what!\And if I need it to get there...\I know you'll make it, Futa.\Yeah!\Thanks, Mizuki.\Mr. Mikage. response:	You have a call from Mr. Sekota, the research assistant you met with before.
context: You know I will!\I'm going to the World Cup, no matter what!\And if I need it to get there...\I know you'll make it, Futa.\Yeah!\Thanks, Mizuki.\Mr. Mikage.\You have a call from Mr. Sekota, the research assistant you met with before. response:	Understood.
context: I'm going to the World Cup, no matter what!\And if I need it to get there...\I know you'll make it, Futa.\Yeah!\Thanks, Mizuki.\Mr. Mikage.\You have a call from Mr. Sekota, the research assistant you met with before.\Understood. response:	Yes? Mikage speaking.
context: And if I need it to get there...\I know you'll make it, Futa.\Yeah!\Thanks, Mizuki.\Mr. Mikage.\You have a call from Mr. Sekota, the research assistant you met with before.\Understood.\Yes? Mikage speaking. response:	You remembered something?
context: I know you'll make it, Futa.\Yeah!\Thanks, Mizuki.\Mr. Mikage.\You have a call from Mr. Sekota, the research assistant you met with before.\Understood.\Yes? Mikage speaking.\You remembered something? response:	A book?
context: Yeah!\Thanks, Mizuki.\Mr. Mikage.\You have a call from Mr. Sekota, the research assistant you met with before.\Understood.\Yes? Mikage speaking.\You remembered something?\A book? response:	Magnets and Electricity...
context: Thanks, Mizuki.\Mr. Mikage.\You have a call from Mr. Sekota, the research assistant you met with before.\Understood.\Yes? Mikage speaking.\You remembered something?\A book?\Magnets and Electricity... response:	Next Episode: Morse's Inspiration Magnets and Electricity...
context: Mr. Mikage.\You have a call from Mr. Sekota, the research assistant you met with before.\Understood.\Yes? Mikage speaking.\You remembered something?\A book?\Magnets and Electricity...\Next Episode: Morse's Inspiration Magnets and Electricity... response:	Mari and Waka's Quick Science
context: You have a call from Mr. Sekota, the research assistant you met with before.\Understood.\Yes? Mikage speaking.\You remembered something?\A book?\Magnets and Electricity...\Next Episode: Morse's Inspiration Magnets and Electricity...\Mari and Waka's Quick Science response:	Mari and Waka's Quick Science! Mari and Waka's Quick Science
context: Understood.\Yes? Mikage speaking.\You remembered something?\A book?\Magnets and Electricity...\Next Episode: Morse's Inspiration Magnets and Electricity...\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science response:	What was Mr. Faraday trying to accomplish?
context: Yes? Mikage speaking.\You remembered something?\A book?\Magnets and Electricity...\Next Episode: Morse's Inspiration Magnets and Electricity...\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\What was Mr. Faraday trying to accomplish? response:	Last time, he learned that changes in current and magnetic field produce power, remember?
context: You remembered something?\A book?\Magnets and Electricity...\Next Episode: Morse's Inspiration Magnets and Electricity...\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\What was Mr. Faraday trying to accomplish?\Last time, he learned that changes in current and magnetic field produce power, remember? response:	Yeah.
context: A book?\Magnets and Electricity...\Next Episode: Morse's Inspiration Magnets and Electricity...\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\What was Mr. Faraday trying to accomplish?\Last time, he learned that changes in current and magnetic field produce power, remember?\Yeah. response:	He was testing the opposite of that.
context: Magnets and Electricity...\Next Episode: Morse's Inspiration Magnets and Electricity...\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\What was Mr. Faraday trying to accomplish?\Last time, he learned that changes in current and magnetic field produce power, remember?\Yeah.\He was testing the opposite of that. response:	That the movement of a magnet could generate electric current.
context: Next Episode: Morse's Inspiration Magnets and Electricity...\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\What was Mr. Faraday trying to accomplish?\Last time, he learned that changes in current and magnetic field produce power, remember?\Yeah.\He was testing the opposite of that.\That the movement of a magnet could generate electric current. response:	But it didn't work...
context: Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\What was Mr. Faraday trying to accomplish?\Last time, he learned that changes in current and magnetic field produce power, remember?\Yeah.\He was testing the opposite of that.\That the movement of a magnet could generate electric current.\But it didn't work... response:	Later, he learned that by coiling copper wire and running a magnet through it...
context: Mari and Waka's Quick Science! Mari and Waka's Quick Science\What was Mr. Faraday trying to accomplish?\Last time, he learned that changes in current and magnetic field produce power, remember?\Yeah.\He was testing the opposite of that.\That the movement of a magnet could generate electric current.\But it didn't work...\Later, he learned that by coiling copper wire and running a magnet through it... response:	It worked!
context: What was Mr. Faraday trying to accomplish?\Last time, he learned that changes in current and magnetic field produce power, remember?\Yeah.\He was testing the opposite of that.\That the movement of a magnet could generate electric current.\But it didn't work...\Later, he learned that by coiling copper wire and running a magnet through it...\It worked! response:	Let's test it!
context: Last time, he learned that changes in current and magnetic field produce power, remember?\Yeah.\He was testing the opposite of that.\That the movement of a magnet could generate electric current.\But it didn't work...\Later, he learned that by coiling copper wire and running a magnet through it...\It worked!\Let's test it! response:	Wrap a coil around an acrylic tube,
context: Yeah.\He was testing the opposite of that.\That the movement of a magnet could generate electric current.\But it didn't work...\Later, he learned that by coiling copper wire and running a magnet through it...\It worked!\Let's test it!\Wrap a coil around an acrylic tube, response:	pass a magnet through, and...
context: He was testing the opposite of that.\That the movement of a magnet could generate electric current.\But it didn't work...\Later, he learned that by coiling copper wire and running a magnet through it...\It worked!\Let's test it!\Wrap a coil around an acrylic tube,\pass a magnet through, and... response:	The needle moved!
context: That the movement of a magnet could generate electric current.\But it didn't work...\Later, he learned that by coiling copper wire and running a magnet through it...\It worked!\Let's test it!\Wrap a coil around an acrylic tube,\pass a magnet through, and...\The needle moved! response:	Structure of a Generator
context: But it didn't work...\Later, he learned that by coiling copper wire and running a magnet through it...\It worked!\Let's test it!\Wrap a coil around an acrylic tube,\pass a magnet through, and...\The needle moved!\Structure of a Generator response:	The truth is, when the magnet gets close to the coil, Structure of a Generator
context: Later, he learned that by coiling copper wire and running a magnet through it...\It worked!\Let's test it!\Wrap a coil around an acrylic tube,\pass a magnet through, and...\The needle moved!\Structure of a Generator\The truth is, when the magnet gets close to the coil, Structure of a Generator response:	it changes the magnetic field inside the coil and causes electricity to flow. Structure of a Generator
context: It worked!\Let's test it!\Wrap a coil around an acrylic tube,\pass a magnet through, and...\The needle moved!\Structure of a Generator\The truth is, when the magnet gets close to the coil, Structure of a Generator\it changes the magnetic field inside the coil and causes electricity to flow. Structure of a Generator response:	This principle became the basis for the generator. Structure of a Generator
context: Let's test it!\Wrap a coil around an acrylic tube,\pass a magnet through, and...\The needle moved!\Structure of a Generator\The truth is, when the magnet gets close to the coil, Structure of a Generator\it changes the magnetic field inside the coil and causes electricity to flow. Structure of a Generator\This principle became the basis for the generator. Structure of a Generator response:	This principle became the basis for the generator.
context: Wrap a coil around an acrylic tube,\pass a magnet through, and...\The needle moved!\Structure of a Generator\The truth is, when the magnet gets close to the coil, Structure of a Generator\it changes the magnetic field inside the coil and causes electricity to flow. Structure of a Generator\This principle became the basis for the generator. Structure of a Generator\This principle became the basis for the generator. response:	When we rotate the handle of this hand-cranked generator, attached to an LED...
context: pass a magnet through, and...\The needle moved!\Structure of a Generator\The truth is, when the magnet gets close to the coil, Structure of a Generator\it changes the magnetic field inside the coil and causes electricity to flow. Structure of a Generator\This principle became the basis for the generator. Structure of a Generator\This principle became the basis for the generator.\When we rotate the handle of this hand-cranked generator, attached to an LED... response:	So bright!
context: The needle moved!\Structure of a Generator\The truth is, when the magnet gets close to the coil, Structure of a Generator\it changes the magnetic field inside the coil and causes electricity to flow. Structure of a Generator\This principle became the basis for the generator. Structure of a Generator\This principle became the basis for the generator.\When we rotate the handle of this hand-cranked generator, attached to an LED...\So bright! response:	It turned on!
context: Structure of a Generator\The truth is, when the magnet gets close to the coil, Structure of a Generator\it changes the magnetic field inside the coil and causes electricity to flow. Structure of a Generator\This principle became the basis for the generator. Structure of a Generator\This principle became the basis for the generator.\When we rotate the handle of this hand-cranked generator, attached to an LED...\So bright!\It turned on! response:	Electric Current Power Magnetic Field It turned on!
context: The truth is, when the magnet gets close to the coil, Structure of a Generator\it changes the magnetic field inside the coil and causes electricity to flow. Structure of a Generator\This principle became the basis for the generator. Structure of a Generator\This principle became the basis for the generator.\When we rotate the handle of this hand-cranked generator, attached to an LED...\So bright!\It turned on!\Electric Current Power Magnetic Field It turned on! response:	Electric Current Power Magnetic Field There's a coil and a magnet inside the generator.
context: it changes the magnetic field inside the coil and causes electricity to flow. Structure of a Generator\This principle became the basis for the generator. Structure of a Generator\This principle became the basis for the generator.\When we rotate the handle of this hand-cranked generator, attached to an LED...\So bright!\It turned on!\Electric Current Power Magnetic Field It turned on!\Electric Current Power Magnetic Field There's a coil and a magnet inside the generator. response:	Electric Current Power Magnetic Field Huh? That looks like a motor.
context: This principle became the basis for the generator. Structure of a Generator\This principle became the basis for the generator.\When we rotate the handle of this hand-cranked generator, attached to an LED...\So bright!\It turned on!\Electric Current Power Magnetic Field It turned on!\Electric Current Power Magnetic Field There's a coil and a magnet inside the generator.\Electric Current Power Magnetic Field Huh? That looks like a motor. response:	Huh? That looks like a motor.
context: This principle became the basis for the generator.\When we rotate the handle of this hand-cranked generator, attached to an LED...\So bright!\It turned on!\Electric Current Power Magnetic Field It turned on!\Electric Current Power Magnetic Field There's a coil and a magnet inside the generator.\Electric Current Power Magnetic Field Huh? That looks like a motor.\Huh? That looks like a motor. response:	Now, when we swap the LED for a battery...
