context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: Natsu!\I don't need men! I like women!\Oh, no...\He's not dead, is he?\Natsu...\Woman, woman, woman, woman!\Okay you pervy monkey, get a load of this!\Gate of the Golden Bull, I open thee! response:	Taurus!
context: I don't need men! I like women!\Oh, no...\He's not dead, is he?\Natsu...\Woman, woman, woman, woman!\Okay you pervy monkey, get a load of this!\Gate of the Golden Bull, I open thee!\Taurus! response:	A cow?
context: Oh, no...\He's not dead, is he?\Natsu...\Woman, woman, woman, woman!\Okay you pervy monkey, get a load of this!\Gate of the Golden Bull, I open thee!\Taurus!\A cow? response:	Taurus is the most powerful of all the Celestial spirits I have contracts with!
context: He's not dead, is he?\Natsu...\Woman, woman, woman, woman!\Okay you pervy monkey, get a load of this!\Gate of the Golden Bull, I open thee!\Taurus!\A cow?\Taurus is the most powerful of all the Celestial spirits I have contracts with! response:	Lucy-san, your body always does you good...
context: Natsu...\Woman, woman, woman, woman!\Okay you pervy monkey, get a load of this!\Gate of the Golden Bull, I open thee!\Taurus!\A cow?\Taurus is the most powerful of all the Celestial spirits I have contracts with!\Lucy-san, your body always does you good... response:	Could you be any moo-re lovely?
context: Woman, woman, woman, woman!\Okay you pervy monkey, get a load of this!\Gate of the Golden Bull, I open thee!\Taurus!\A cow?\Taurus is the most powerful of all the Celestial spirits I have contracts with!\Lucy-san, your body always does you good...\Could you be any moo-re lovely? response:	Oh yeah, he's a perv, too...
context: Okay you pervy monkey, get a load of this!\Gate of the Golden Bull, I open thee!\Taurus!\A cow?\Taurus is the most powerful of all the Celestial spirits I have contracts with!\Lucy-san, your body always does you good...\Could you be any moo-re lovely?\Oh yeah, he's a perv, too... response:	How dare you take my woman!
context: Gate of the Golden Bull, I open thee!\Taurus!\A cow?\Taurus is the most powerful of all the Celestial spirits I have contracts with!\Lucy-san, your body always does you good...\Could you be any moo-re lovely?\Oh yeah, he's a perv, too...\How dare you take my woman! response:	Your woman?
context: Taurus!\A cow?\Taurus is the most powerful of all the Celestial spirits I have contracts with!\Lucy-san, your body always does you good...\Could you be any moo-re lovely?\Oh yeah, he's a perv, too...\How dare you take my woman!\Your woman? response:	I will have no moo-re of that!
context: A cow?\Taurus is the most powerful of all the Celestial spirits I have contracts with!\Lucy-san, your body always does you good...\Could you be any moo-re lovely?\Oh yeah, he's a perv, too...\How dare you take my woman!\Your woman?\I will have no moo-re of that! response:	Taurus!
context: Taurus is the most powerful of all the Celestial spirits I have contracts with!\Lucy-san, your body always does you good...\Could you be any moo-re lovely?\Oh yeah, he's a perv, too...\How dare you take my woman!\Your woman?\I will have no moo-re of that!\Taurus! response:	Rampage!
context: Lucy-san, your body always does you good...\Could you be any moo-re lovely?\Oh yeah, he's a perv, too...\How dare you take my woman!\Your woman?\I will have no moo-re of that!\Taurus!\Rampage! response:	He's fast!
context: Could you be any moo-re lovely?\Oh yeah, he's a perv, too...\How dare you take my woman!\Your woman?\I will have no moo-re of that!\Taurus!\Rampage!\He's fast! response:	Natsu!
context: Oh yeah, he's a perv, too...\How dare you take my woman!\Your woman?\I will have no moo-re of that!\Taurus!\Rampage!\He's fast!\Natsu! response:	I was pretty useless, wasn't I?
context: How dare you take my woman!\Your woman?\I will have no moo-re of that!\Taurus!\Rampage!\He's fast!\Natsu!\I was pretty useless, wasn't I? response:	Weak!
context: Your woman?\I will have no moo-re of that!\Taurus!\Rampage!\He's fast!\Natsu!\I was pretty useless, wasn't I?\Weak! response:	Hey, aren't there more monsters now?
context: I will have no moo-re of that!\Taurus!\Rampage!\He's fast!\Natsu!\I was pretty useless, wasn't I?\Weak!\Hey, aren't there more monsters now? response:	He's an ally, you dolt!
context: Taurus!\Rampage!\He's fast!\Natsu!\I was pretty useless, wasn't I?\Weak!\Hey, aren't there more monsters now?\He's an ally, you dolt! response:	A Celestial spirit!
context: Rampage!\He's fast!\Natsu!\I was pretty useless, wasn't I?\Weak!\Hey, aren't there more monsters now?\He's an ally, you dolt!\A Celestial spirit! response:	The monkey?
context: He's fast!\Natsu!\I was pretty useless, wasn't I?\Weak!\Hey, aren't there more monsters now?\He's an ally, you dolt!\A Celestial spirit!\The monkey? response:	No, the bull!
context: Natsu!\I was pretty useless, wasn't I?\Weak!\Hey, aren't there more monsters now?\He's an ally, you dolt!\A Celestial spirit!\The monkey?\No, the bull! response:	And wait... How were you saved?
context: I was pretty useless, wasn't I?\Weak!\Hey, aren't there more monsters now?\He's an ally, you dolt!\A Celestial spirit!\The monkey?\No, the bull!\And wait... How were you saved? response:	It's all thanks to Happy.
context: Weak!\Hey, aren't there more monsters now?\He's an ally, you dolt!\A Celestial spirit!\The monkey?\No, the bull!\And wait... How were you saved?\It's all thanks to Happy. response:	Aye!
context: Hey, aren't there more monsters now?\He's an ally, you dolt!\A Celestial spirit!\The monkey?\No, the bull!\And wait... How were you saved?\It's all thanks to Happy.\Aye! response:	You can't handle transportation, but I guess Happy is no problem, huh?
context: He's an ally, you dolt!\A Celestial spirit!\The monkey?\No, the bull!\And wait... How were you saved?\It's all thanks to Happy.\Aye!\You can't handle transportation, but I guess Happy is no problem, huh? response:	What are you talking about?
context: A Celestial spirit!\The monkey?\No, the bull!\And wait... How were you saved?\It's all thanks to Happy.\Aye!\You can't handle transportation, but I guess Happy is no problem, huh?\What are you talking about? response:	Happy isn't transportation.
context: The monkey?\No, the bull!\And wait... How were you saved?\It's all thanks to Happy.\Aye!\You can't handle transportation, but I guess Happy is no problem, huh?\What are you talking about?\Happy isn't transportation. response:	Happy is my partner. You're mean!
context: No, the bull!\And wait... How were you saved?\It's all thanks to Happy.\Aye!\You can't handle transportation, but I guess Happy is no problem, huh?\What are you talking about?\Happy isn't transportation.\Happy is my partner. You're mean! response:	R-Right... I'm sorry.
context: And wait... How were you saved?\It's all thanks to Happy.\Aye!\You can't handle transportation, but I guess Happy is no problem, huh?\What are you talking about?\Happy isn't transportation.\Happy is my partner. You're mean!\R-Right... I'm sorry. response:	That's my woman!
context: It's all thanks to Happy.\Aye!\You can't handle transportation, but I guess Happy is no problem, huh?\What are you talking about?\Happy isn't transportation.\Happy is my partner. You're mean!\R-Right... I'm sorry.\That's my woman! response:	Listen up!
context: Aye!\You can't handle transportation, but I guess Happy is no problem, huh?\What are you talking about?\Happy isn't transportation.\Happy is my partner. You're mean!\R-Right... I'm sorry.\That's my woman!\Listen up! response:	Everyone in Fairy Tail are my friends and allies!
context: You can't handle transportation, but I guess Happy is no problem, huh?\What are you talking about?\Happy isn't transportation.\Happy is my partner. You're mean!\R-Right... I'm sorry.\That's my woman!\Listen up!\Everyone in Fairy Tail are my friends and allies! response:	The old man and Mira, and even those annoying jerks Gray and Elfman...
context: What are you talking about?\Happy isn't transportation.\Happy is my partner. You're mean!\R-Right... I'm sorry.\That's my woman!\Listen up!\Everyone in Fairy Tail are my friends and allies!\The old man and Mira, and even those annoying jerks Gray and Elfman... response:	Happy and Lucy and everyone are all my friends...
context: Happy isn't transportation.\Happy is my partner. You're mean!\R-Right... I'm sorry.\That's my woman!\Listen up!\Everyone in Fairy Tail are my friends and allies!\The old man and Mira, and even those annoying jerks Gray and Elfman...\Happy and Lucy and everyone are all my friends... response:	And that's why I'm gonna bring Macao back home!
context: Happy is my partner. You're mean!\R-Right... I'm sorry.\That's my woman!\Listen up!\Everyone in Fairy Tail are my friends and allies!\The old man and Mira, and even those annoying jerks Gray and Elfman...\Happy and Lucy and everyone are all my friends...\And that's why I'm gonna bring Macao back home! response:	That won't work against fire!
context: R-Right... I'm sorry.\That's my woman!\Listen up!\Everyone in Fairy Tail are my friends and allies!\The old man and Mira, and even those annoying jerks Gray and Elfman...\Happy and Lucy and everyone are all my friends...\And that's why I'm gonna bring Macao back home!\That won't work against fire! response:	Uh, oh.
context: That's my woman!\Listen up!\Everyone in Fairy Tail are my friends and allies!\The old man and Mira, and even those annoying jerks Gray and Elfman...\Happy and Lucy and everyone are all my friends...\And that's why I'm gonna bring Macao back home!\That won't work against fire!\Uh, oh. response:	That's Taurus' ax!
context: Listen up!\Everyone in Fairy Tail are my friends and allies!\The old man and Mira, and even those annoying jerks Gray and Elfman...\Happy and Lucy and everyone are all my friends...\And that's why I'm gonna bring Macao back home!\That won't work against fire!\Uh, oh.\That's Taurus' ax! response:	Lucy-wucy...
context: Everyone in Fairy Tail are my friends and allies!\The old man and Mira, and even those annoying jerks Gray and Elfman...\Happy and Lucy and everyone are all my friends...\And that's why I'm gonna bring Macao back home!\That won't work against fire!\Uh, oh.\That's Taurus' ax!\Lucy-wucy... response:	Natsu!
context: The old man and Mira, and even those annoying jerks Gray and Elfman...\Happy and Lucy and everyone are all my friends...\And that's why I'm gonna bring Macao back home!\That won't work against fire!\Uh, oh.\That's Taurus' ax!\Lucy-wucy...\Natsu! response:	Taurus, go back!
context: Happy and Lucy and everyone are all my friends...\And that's why I'm gonna bring Macao back home!\That won't work against fire!\Uh, oh.\That's Taurus' ax!\Lucy-wucy...\Natsu!\Taurus, go back! response:	If you do then the ax will disappear too!
context: And that's why I'm gonna bring Macao back home!\That won't work against fire!\Uh, oh.\That's Taurus' ax!\Lucy-wucy...\Natsu!\Taurus, go back!\If you do then the ax will disappear too! response:	He's melting the ax... with his body heat?
context: That won't work against fire!\Uh, oh.\That's Taurus' ax!\Lucy-wucy...\Natsu!\Taurus, go back!\If you do then the ax will disappear too!\He's melting the ax... with his body heat? response:	And he's eating it, too...
context: Uh, oh.\That's Taurus' ax!\Lucy-wucy...\Natsu!\Taurus, go back!\If you do then the ax will disappear too!\He's melting the ax... with his body heat?\And he's eating it, too... response:	Aye!
context: That's Taurus' ax!\Lucy-wucy...\Natsu!\Taurus, go back!\If you do then the ax will disappear too!\He's melting the ax... with his body heat?\And he's eating it, too...\Aye! response:	Now that I've eaten, I'm all revved up.
context: Lucy-wucy...\Natsu!\Taurus, go back!\If you do then the ax will disappear too!\He's melting the ax... with his body heat?\And he's eating it, too...\Aye!\Now that I've eaten, I'm all revved up. response:	Let's go!
context: Natsu!\Taurus, go back!\If you do then the ax will disappear too!\He's melting the ax... with his body heat?\And he's eating it, too...\Aye!\Now that I've eaten, I'm all revved up.\Let's go! response:	Iron Fist of the Fire Dragon!
context: Taurus, go back!\If you do then the ax will disappear too!\He's melting the ax... with his body heat?\And he's eating it, too...\Aye!\Now that I've eaten, I'm all revved up.\Let's go!\Iron Fist of the Fire Dragon! response:	We did it!
context: If you do then the ax will disappear too!\He's melting the ax... with his body heat?\And he's eating it, too...\Aye!\Now that I've eaten, I'm all revved up.\Let's go!\Iron Fist of the Fire Dragon!\We did it! response:	Weren't you going to ask that monkey where Macao-san is?
context: He's melting the ax... with his body heat?\And he's eating it, too...\Aye!\Now that I've eaten, I'm all revved up.\Let's go!\Iron Fist of the Fire Dragon!\We did it!\Weren't you going to ask that monkey where Macao-san is? response:	Oh yeah, I forgot.
context: And he's eating it, too...\Aye!\Now that I've eaten, I'm all revved up.\Let's go!\Iron Fist of the Fire Dragon!\We did it!\Weren't you going to ask that monkey where Macao-san is?\Oh yeah, I forgot. response:	He's completely knocked out.
context: Aye!\Now that I've eaten, I'm all revved up.\Let's go!\Iron Fist of the Fire Dragon!\We did it!\Weren't you going to ask that monkey where Macao-san is?\Oh yeah, I forgot.\He's completely knocked out. response:	What?
context: Now that I've eaten, I'm all revved up.\Let's go!\Iron Fist of the Fire Dragon!\We did it!\Weren't you going to ask that monkey where Macao-san is?\Oh yeah, I forgot.\He's completely knocked out.\What? response:	Macao!
context: Let's go!\Iron Fist of the Fire Dragon!\We did it!\Weren't you going to ask that monkey where Macao-san is?\Oh yeah, I forgot.\He's completely knocked out.\What?\Macao! response:	Wait, that's him? Wasn't he a pervy monkey just a second ago?
context: Iron Fist of the Fire Dragon!\We did it!\Weren't you going to ask that monkey where Macao-san is?\Oh yeah, I forgot.\He's completely knocked out.\What?\Macao!\Wait, that's him? Wasn't he a pervy monkey just a second ago? response:	The Vulcan must have done a Take Over.
context: We did it!\Weren't you going to ask that monkey where Macao-san is?\Oh yeah, I forgot.\He's completely knocked out.\What?\Macao!\Wait, that's him? Wasn't he a pervy monkey just a second ago?\The Vulcan must have done a Take Over. response:	Take Over?
context: Weren't you going to ask that monkey where Macao-san is?\Oh yeah, I forgot.\He's completely knocked out.\What?\Macao!\Wait, that's him? Wasn't he a pervy monkey just a second ago?\The Vulcan must have done a Take Over.\Take Over? response:	It's magic to occupy someone's body.
context: Oh yeah, I forgot.\He's completely knocked out.\What?\Macao!\Wait, that's him? Wasn't he a pervy monkey just a second ago?\The Vulcan must have done a Take Over.\Take Over?\It's magic to occupy someone's body. response:	Vulcans are monsters that live by stealing human bodies and taking them over.
context: He's completely knocked out.\What?\Macao!\Wait, that's him? Wasn't he a pervy monkey just a second ago?\The Vulcan must have done a Take Over.\Take Over?\It's magic to occupy someone's body.\Vulcans are monsters that live by stealing human bodies and taking them over. response:	It looks like he put up a serious fight before he was taken over.
context: What?\Macao!\Wait, that's him? Wasn't he a pervy monkey just a second ago?\The Vulcan must have done a Take Over.\Take Over?\It's magic to occupy someone's body.\Vulcans are monsters that live by stealing human bodies and taking them over.\It looks like he put up a serious fight before he was taken over. response:	Macao!
context: Macao!\Wait, that's him? Wasn't he a pervy monkey just a second ago?\The Vulcan must have done a Take Over.\Take Over?\It's magic to occupy someone's body.\Vulcans are monsters that live by stealing human bodies and taking them over.\It looks like he put up a serious fight before he was taken over.\Macao! response:	Don't you die on me!
context: Wait, that's him? Wasn't he a pervy monkey just a second ago?\The Vulcan must have done a Take Over.\Take Over?\It's magic to occupy someone's body.\Vulcans are monsters that live by stealing human bodies and taking them over.\It looks like he put up a serious fight before he was taken over.\Macao!\Don't you die on me! response:	Romeo's waitin' for you!
context: The Vulcan must have done a Take Over.\Take Over?\It's magic to occupy someone's body.\Vulcans are monsters that live by stealing human bodies and taking them over.\It looks like he put up a serious fight before he was taken over.\Macao!\Don't you die on me!\Romeo's waitin' for you! response:	Open your eyes!
context: Take Over?\It's magic to occupy someone's body.\Vulcans are monsters that live by stealing human bodies and taking them over.\It looks like he put up a serious fight before he was taken over.\Macao!\Don't you die on me!\Romeo's waitin' for you!\Open your eyes! response:	Natsu...
context: It's magic to occupy someone's body.\Vulcans are monsters that live by stealing human bodies and taking them over.\It looks like he put up a serious fight before he was taken over.\Macao!\Don't you die on me!\Romeo's waitin' for you!\Open your eyes!\Natsu... response:	Macao!
context: Vulcans are monsters that live by stealing human bodies and taking them over.\It looks like he put up a serious fight before he was taken over.\Macao!\Don't you die on me!\Romeo's waitin' for you!\Open your eyes!\Natsu...\Macao! response:	I'm pitiful...
context: It looks like he put up a serious fight before he was taken over.\Macao!\Don't you die on me!\Romeo's waitin' for you!\Open your eyes!\Natsu...\Macao!\I'm pitiful... response:	I defeated 19 of them...
context: Macao!\Don't you die on me!\Romeo's waitin' for you!\Open your eyes!\Natsu...\Macao!\I'm pitiful...\I defeated 19 of them... response:	But I got taken over by the 20th one.
context: Don't you die on me!\Romeo's waitin' for you!\Open your eyes!\Natsu...\Macao!\I'm pitiful...\I defeated 19 of them...\But I got taken over by the 20th one. response:	I can't believe myself, man...
context: Romeo's waitin' for you!\Open your eyes!\Natsu...\Macao!\I'm pitiful...\I defeated 19 of them...\But I got taken over by the 20th one.\I can't believe myself, man... response:	Damn it... I can't show my face to Romeo like this...
context: Open your eyes!\Natsu...\Macao!\I'm pitiful...\I defeated 19 of them...\But I got taken over by the 20th one.\I can't believe myself, man...\Damn it... I can't show my face to Romeo like this... response:	That's not true!
context: Natsu...\Macao!\I'm pitiful...\I defeated 19 of them...\But I got taken over by the 20th one.\I can't believe myself, man...\Damn it... I can't show my face to Romeo like this...\That's not true! response:	You did great defeating that many!
context: Macao!\I'm pitiful...\I defeated 19 of them...\But I got taken over by the 20th one.\I can't believe myself, man...\Damn it... I can't show my face to Romeo like this...\That's not true!\You did great defeating that many! response:	No way... There's more than one of those monkeys?
context: I'm pitiful...\I defeated 19 of them...\But I got taken over by the 20th one.\I can't believe myself, man...\Damn it... I can't show my face to Romeo like this...\That's not true!\You did great defeating that many!\No way... There's more than one of those monkeys? response:	And he was doing a job like that by himself?
context: I defeated 19 of them...\But I got taken over by the 20th one.\I can't believe myself, man...\Damn it... I can't show my face to Romeo like this...\That's not true!\You did great defeating that many!\No way... There's more than one of those monkeys?\And he was doing a job like that by himself? response:	Let's get you home. Romeo's waiting for you.
context: But I got taken over by the 20th one.\I can't believe myself, man...\Damn it... I can't show my face to Romeo like this...\That's not true!\You did great defeating that many!\No way... There's more than one of those monkeys?\And he was doing a job like that by himself?\Let's get you home. Romeo's waiting for you. response:	Just amazing...
context: I can't believe myself, man...\Damn it... I can't show my face to Romeo like this...\That's not true!\You did great defeating that many!\No way... There's more than one of those monkeys?\And he was doing a job like that by himself?\Let's get you home. Romeo's waiting for you.\Just amazing... response:	I really can't match up to them.
context: Damn it... I can't show my face to Romeo like this...\That's not true!\You did great defeating that many!\No way... There's more than one of those monkeys?\And he was doing a job like that by himself?\Let's get you home. Romeo's waiting for you.\Just amazing...\I really can't match up to them. response:	What are you grinning about, Lucy?
context: That's not true!\You did great defeating that many!\No way... There's more than one of those monkeys?\And he was doing a job like that by himself?\Let's get you home. Romeo's waiting for you.\Just amazing...\I really can't match up to them.\What are you grinning about, Lucy? response:	You're scaring me.
context: You did great defeating that many!\No way... There's more than one of those monkeys?\And he was doing a job like that by himself?\Let's get you home. Romeo's waiting for you.\Just amazing...\I really can't match up to them.\What are you grinning about, Lucy?\You're scaring me. response:	I'll pull out your whiskers, cat!
context: No way... There's more than one of those monkeys?\And he was doing a job like that by himself?\Let's get you home. Romeo's waiting for you.\Just amazing...\I really can't match up to them.\What are you grinning about, Lucy?\You're scaring me.\I'll pull out your whiskers, cat! response:	Fairy Tail wizard's ain't nothin'!
context: And he was doing a job like that by himself?\Let's get you home. Romeo's waiting for you.\Just amazing...\I really can't match up to them.\What are you grinning about, Lucy?\You're scaring me.\I'll pull out your whiskers, cat!\Fairy Tail wizard's ain't nothin'! response:	They're just a bunch of cowards who spend all their time drinking!
context: Let's get you home. Romeo's waiting for you.\Just amazing...\I really can't match up to them.\What are you grinning about, Lucy?\You're scaring me.\I'll pull out your whiskers, cat!\Fairy Tail wizard's ain't nothin'!\They're just a bunch of cowards who spend all their time drinking! response:	We all want to become knights when we grow up!
context: Just amazing...\I really can't match up to them.\What are you grinning about, Lucy?\You're scaring me.\I'll pull out your whiskers, cat!\Fairy Tail wizard's ain't nothin'!\They're just a bunch of cowards who spend all their time drinking!\We all want to become knights when we grow up! response:	Wizards are all a bunch of drunks!
context: I really can't match up to them.\What are you grinning about, Lucy?\You're scaring me.\I'll pull out your whiskers, cat!\Fairy Tail wizard's ain't nothin'!\They're just a bunch of cowards who spend all their time drinking!\We all want to become knights when we grow up!\Wizards are all a bunch of drunks! response:	Dad, go do a job!
context: What are you grinning about, Lucy?\You're scaring me.\I'll pull out your whiskers, cat!\Fairy Tail wizard's ain't nothin'!\They're just a bunch of cowards who spend all their time drinking!\We all want to become knights when we grow up!\Wizards are all a bunch of drunks!\Dad, go do a job! response:	I can't stand this anymore!
context: You're scaring me.\I'll pull out your whiskers, cat!\Fairy Tail wizard's ain't nothin'!\They're just a bunch of cowards who spend all their time drinking!\We all want to become knights when we grow up!\Wizards are all a bunch of drunks!\Dad, go do a job!\I can't stand this anymore! response:	Okay!
context: I'll pull out your whiskers, cat!\Fairy Tail wizard's ain't nothin'!\They're just a bunch of cowards who spend all their time drinking!\We all want to become knights when we grow up!\Wizards are all a bunch of drunks!\Dad, go do a job!\I can't stand this anymore!\Okay! response:	Romeo!
context: Fairy Tail wizard's ain't nothin'!\They're just a bunch of cowards who spend all their time drinking!\We all want to become knights when we grow up!\Wizards are all a bunch of drunks!\Dad, go do a job!\I can't stand this anymore!\Okay!\Romeo! response:	Dad!
context: They're just a bunch of cowards who spend all their time drinking!\We all want to become knights when we grow up!\Wizards are all a bunch of drunks!\Dad, go do a job!\I can't stand this anymore!\Okay!\Romeo!\Dad! response:	Dad, I'm sorry!
context: We all want to become knights when we grow up!\Wizards are all a bunch of drunks!\Dad, go do a job!\I can't stand this anymore!\Okay!\Romeo!\Dad!\Dad, I'm sorry! response:	I'm sorry I made you worry.
context: Wizards are all a bunch of drunks!\Dad, go do a job!\I can't stand this anymore!\Okay!\Romeo!\Dad!\Dad, I'm sorry!\I'm sorry I made you worry. response:	It's okay... I'm the son of a wizard, after all.
context: Dad, go do a job!\I can't stand this anymore!\Okay!\Romeo!\Dad!\Dad, I'm sorry!\I'm sorry I made you worry.\It's okay... I'm the son of a wizard, after all. response:	Can your old man defeat 19 monsters, huh?!
context: I can't stand this anymore!\Okay!\Romeo!\Dad!\Dad, I'm sorry!\I'm sorry I made you worry.\It's okay... I'm the son of a wizard, after all.\Can your old man defeat 19 monsters, huh?! response:	Natsu!
context: Okay!\Romeo!\Dad!\Dad, I'm sorry!\I'm sorry I made you worry.\It's okay... I'm the son of a wizard, after all.\Can your old man defeat 19 monsters, huh?!\Natsu! response:	Happy!
context: Romeo!\Dad!\Dad, I'm sorry!\I'm sorry I made you worry.\It's okay... I'm the son of a wizard, after all.\Can your old man defeat 19 monsters, huh?!\Natsu!\Happy! response:	Thank you!
context: Dad!\Dad, I'm sorry!\I'm sorry I made you worry.\It's okay... I'm the son of a wizard, after all.\Can your old man defeat 19 monsters, huh?!\Natsu!\Happy!\Thank you! response:	Sure thing!
context: Dad, I'm sorry!\I'm sorry I made you worry.\It's okay... I'm the son of a wizard, after all.\Can your old man defeat 19 monsters, huh?!\Natsu!\Happy!\Thank you!\Sure thing! response:	Aye!
context: I'm sorry I made you worry.\It's okay... I'm the son of a wizard, after all.\Can your old man defeat 19 monsters, huh?!\Natsu!\Happy!\Thank you!\Sure thing!\Aye! response:	And thank you too, Lucy!
context: It's okay... I'm the son of a wizard, after all.\Can your old man defeat 19 monsters, huh?!\Natsu!\Happy!\Thank you!\Sure thing!\Aye!\And thank you too, Lucy! response:	July 4th. Sunny, then a blizzard, then sunny once again.
context: Can your old man defeat 19 monsters, huh?!\Natsu!\Happy!\Thank you!\Sure thing!\Aye!\And thank you too, Lucy!\July 4th. Sunny, then a blizzard, then sunny once again. response:	Fairy Tail might be one crazy messed up guild...
context: Natsu!\Happy!\Thank you!\Sure thing!\Aye!\And thank you too, Lucy!\July 4th. Sunny, then a blizzard, then sunny once again.\Fairy Tail might be one crazy messed up guild... response:	But it's fun, and warm hearted, and kind...
context: Happy!\Thank you!\Sure thing!\Aye!\And thank you too, Lucy!\July 4th. Sunny, then a blizzard, then sunny once again.\Fairy Tail might be one crazy messed up guild...\But it's fun, and warm hearted, and kind... response:	I might just be starting out as a wizard,
context: Thank you!\Sure thing!\Aye!\And thank you too, Lucy!\July 4th. Sunny, then a blizzard, then sunny once again.\Fairy Tail might be one crazy messed up guild...\But it's fun, and warm hearted, and kind...\I might just be starting out as a wizard, response:	but I love this guild!
context: Sure thing!\Aye!\And thank you too, Lucy!\July 4th. Sunny, then a blizzard, then sunny once again.\Fairy Tail might be one crazy messed up guild...\But it's fun, and warm hearted, and kind...\I might just be starting out as a wizard,\but I love this guild! response:	Finally, my first gig!
context: Aye!\And thank you too, Lucy!\July 4th. Sunny, then a blizzard, then sunny once again.\Fairy Tail might be one crazy messed up guild...\But it's fun, and warm hearted, and kind...\I might just be starting out as a wizard,\but I love this guild!\Finally, my first gig! response:	I'm so nervous!
context: And thank you too, Lucy!\July 4th. Sunny, then a blizzard, then sunny once again.\Fairy Tail might be one crazy messed up guild...\But it's fun, and warm hearted, and kind...\I might just be starting out as a wizard,\but I love this guild!\Finally, my first gig!\I'm so nervous! response:	Can I handle it right?
context: July 4th. Sunny, then a blizzard, then sunny once again.\Fairy Tail might be one crazy messed up guild...\But it's fun, and warm hearted, and kind...\I might just be starting out as a wizard,\but I love this guild!\Finally, my first gig!\I'm so nervous!\Can I handle it right? response:	You'll do fine, Lucy.
context: Fairy Tail might be one crazy messed up guild...\But it's fun, and warm hearted, and kind...\I might just be starting out as a wizard,\but I love this guild!\Finally, my first gig!\I'm so nervous!\Can I handle it right?\You'll do fine, Lucy. response:	Mira-san!
context: But it's fun, and warm hearted, and kind...\I might just be starting out as a wizard,\but I love this guild!\Finally, my first gig!\I'm so nervous!\Can I handle it right?\You'll do fine, Lucy.\Mira-san! response:	I heard all about your adventures the other day.
context: I might just be starting out as a wizard,\but I love this guild!\Finally, my first gig!\I'm so nervous!\Can I handle it right?\You'll do fine, Lucy.\Mira-san!\I heard all about your adventures the other day. response:	They say you defeated some guerrilla mercenaries.
context: but I love this guild!\Finally, my first gig!\I'm so nervous!\Can I handle it right?\You'll do fine, Lucy.\Mira-san!\I heard all about your adventures the other day.\They say you defeated some guerrilla mercenaries. response:	That was Natsu,
context: Finally, my first gig!\I'm so nervous!\Can I handle it right?\You'll do fine, Lucy.\Mira-san!\I heard all about your adventures the other day.\They say you defeated some guerrilla mercenaries.\That was Natsu, response:	you've got it all wrong...
context: I'm so nervous!\Can I handle it right?\You'll do fine, Lucy.\Mira-san!\I heard all about your adventures the other day.\They say you defeated some guerrilla mercenaries.\That was Natsu,\you've got it all wrong... response:	Next time: Infiltrate the Everlue Mansion!
context: Can I handle it right?\You'll do fine, Lucy.\Mira-san!\I heard all about your adventures the other day.\They say you defeated some guerrilla mercenaries.\That was Natsu,\you've got it all wrong...\Next time: Infiltrate the Everlue Mansion! response:	So, what kind of job did you take, Lucy?
context: You'll do fine, Lucy.\Mira-san!\I heard all about your adventures the other day.\They say you defeated some guerrilla mercenaries.\That was Natsu,\you've got it all wrong...\Next time: Infiltrate the Everlue Mansion!\So, what kind of job did you take, Lucy? response:	A maid...
context: Mira-san!\I heard all about your adventures the other day.\They say you defeated some guerrilla mercenaries.\That was Natsu,\you've got it all wrong...\Next time: Infiltrate the Everlue Mansion!\So, what kind of job did you take, Lucy?\A maid... response:	Huh?
