context: Timing and Subtitles brought to you by The Little Lover Team@Viki. response:	Moon Bunny Michaela!
context: What's that? Did you go shopping?\I got some medicine for my stomach\to stockpile it.\Ah, it hurts... Sorry, excuse me.\Hm...\He was definitely suspicious of me.\You are okay. That officer can be a bit dumb.\Why don't you go home? response:	Why aren't you going home?
context: I got some medicine for my stomach\to stockpile it.\Ah, it hurts... Sorry, excuse me.\Hm...\He was definitely suspicious of me.\You are okay. That officer can be a bit dumb.\Why don't you go home?\Why aren't you going home? response:	Because...
context: to stockpile it.\Ah, it hurts... Sorry, excuse me.\Hm...\He was definitely suspicious of me.\You are okay. That officer can be a bit dumb.\Why don't you go home?\Why aren't you going home?\Because... response:	Not sure about Dad, but Mom will...
context: Ah, it hurts... Sorry, excuse me.\Hm...\He was definitely suspicious of me.\You are okay. That officer can be a bit dumb.\Why don't you go home?\Why aren't you going home?\Because...\Not sure about Dad, but Mom will... response:	You saw One-Inch-Princess?
context: Hm...\He was definitely suspicious of me.\You are okay. That officer can be a bit dumb.\Why don't you go home?\Why aren't you going home?\Because...\Not sure about Dad, but Mom will...\You saw One-Inch-Princess? response:	Yeah, the One-Inch-Princess.
context: He was definitely suspicious of me.\You are okay. That officer can be a bit dumb.\Why don't you go home?\Why aren't you going home?\Because...\Not sure about Dad, but Mom will...\You saw One-Inch-Princess?\Yeah, the One-Inch-Princess. response:	What are you saying? Of course that isn't true.
context: You are okay. That officer can be a bit dumb.\Why don't you go home?\Why aren't you going home?\Because...\Not sure about Dad, but Mom will...\You saw One-Inch-Princess?\Yeah, the One-Inch-Princess.\What are you saying? Of course that isn't true. response:	But she was really there. At the river, with Minami-kun...
context: Why don't you go home?\Why aren't you going home?\Because...\Not sure about Dad, but Mom will...\You saw One-Inch-Princess?\Yeah, the One-Inch-Princess.\What are you saying? Of course that isn't true.\But she was really there. At the river, with Minami-kun... response:	Stop it. I'm busy.
context: Why aren't you going home?\Because...\Not sure about Dad, but Mom will...\You saw One-Inch-Princess?\Yeah, the One-Inch-Princess.\What are you saying? Of course that isn't true.\But she was really there. At the river, with Minami-kun...\Stop it. I'm busy. response:	No way.
context: Because...\Not sure about Dad, but Mom will...\You saw One-Inch-Princess?\Yeah, the One-Inch-Princess.\What are you saying? Of course that isn't true.\But she was really there. At the river, with Minami-kun...\Stop it. I'm busy.\No way. response:	It's OK, parents are like that.
context: Not sure about Dad, but Mom will...\You saw One-Inch-Princess?\Yeah, the One-Inch-Princess.\What are you saying? Of course that isn't true.\But she was really there. At the river, with Minami-kun...\Stop it. I'm busy.\No way.\It's OK, parents are like that. response:	Parents are...
context: You saw One-Inch-Princess?\Yeah, the One-Inch-Princess.\What are you saying? Of course that isn't true.\But she was really there. At the river, with Minami-kun...\Stop it. I'm busy.\No way.\It's OK, parents are like that.\Parents are... response:	Parents are not like that!
context: Yeah, the One-Inch-Princess.\What are you saying? Of course that isn't true.\But she was really there. At the river, with Minami-kun...\Stop it. I'm busy.\No way.\It's OK, parents are like that.\Parents are...\Parents are not like that! response:	They will be in such a shock. I'm sure they will worry a lot.
context: What are you saying? Of course that isn't true.\But she was really there. At the river, with Minami-kun...\Stop it. I'm busy.\No way.\It's OK, parents are like that.\Parents are...\Parents are not like that!\They will be in such a shock. I'm sure they will worry a lot. response:	Then what are you expecting me to do?
context: But she was really there. At the river, with Minami-kun...\Stop it. I'm busy.\No way.\It's OK, parents are like that.\Parents are...\Parents are not like that!\They will be in such a shock. I'm sure they will worry a lot.\Then what are you expecting me to do? response:	Timing and Subtitles brought to you by The Little Lover Team @Viki
context: Stop it. I'm busy.\No way.\It's OK, parents are like that.\Parents are...\Parents are not like that!\They will be in such a shock. I'm sure they will worry a lot.\Then what are you expecting me to do?\Timing and Subtitles brought to you by The Little Lover Team @Viki response:	At least let them know that you are safe.
context: No way.\It's OK, parents are like that.\Parents are...\Parents are not like that!\They will be in such a shock. I'm sure they will worry a lot.\Then what are you expecting me to do?\Timing and Subtitles brought to you by The Little Lover Team @Viki\At least let them know that you are safe. response:	Withhold the number...
context: It's OK, parents are like that.\Parents are...\Parents are not like that!\They will be in such a shock. I'm sure they will worry a lot.\Then what are you expecting me to do?\Timing and Subtitles brought to you by The Little Lover Team @Viki\At least let them know that you are safe.\Withhold the number... response:	Here.
context: Parents are...\Parents are not like that!\They will be in such a shock. I'm sure they will worry a lot.\Then what are you expecting me to do?\Timing and Subtitles brought to you by The Little Lover Team @Viki\At least let them know that you are safe.\Withhold the number...\Here. response:	I don't know what to say.
context: Parents are not like that!\They will be in such a shock. I'm sure they will worry a lot.\Then what are you expecting me to do?\Timing and Subtitles brought to you by The Little Lover Team @Viki\At least let them know that you are safe.\Withhold the number...\Here.\I don't know what to say. response:	Shunichi, Shunichi!
context: They will be in such a shock. I'm sure they will worry a lot.\Then what are you expecting me to do?\Timing and Subtitles brought to you by The Little Lover Team @Viki\At least let them know that you are safe.\Withhold the number...\Here.\I don't know what to say.\Shunichi, Shunichi! response:	What's wrong?
context: Then what are you expecting me to do?\Timing and Subtitles brought to you by The Little Lover Team @Viki\At least let them know that you are safe.\Withhold the number...\Here.\I don't know what to say.\Shunichi, Shunichi!\What's wrong? response:	They found items they think are Chiyomi-chan's at Misaki Park.
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\At least let them know that you are safe.\Withhold the number...\Here.\I don't know what to say.\Shunichi, Shunichi!\What's wrong?\They found items they think are Chiyomi-chan's at Misaki Park. response:	I asked her to go buy some soy sauce for me in that rain...
context: At least let them know that you are safe.\Withhold the number...\Here.\I don't know what to say.\Shunichi, Shunichi!\What's wrong?\They found items they think are Chiyomi-chan's at Misaki Park.\I asked her to go buy some soy sauce for me in that rain... response:	It's not your fault.
context: Withhold the number...\Here.\I don't know what to say.\Shunichi, Shunichi!\What's wrong?\They found items they think are Chiyomi-chan's at Misaki Park.\I asked her to go buy some soy sauce for me in that rain...\It's not your fault. response:	If I didn't say that.
context: Here.\I don't know what to say.\Shunichi, Shunichi!\What's wrong?\They found items they think are Chiyomi-chan's at Misaki Park.\I asked her to go buy some soy sauce for me in that rain...\It's not your fault.\If I didn't say that. response:	Don't cry. It's not like anything happened.
context: I don't know what to say.\Shunichi, Shunichi!\What's wrong?\They found items they think are Chiyomi-chan's at Misaki Park.\I asked her to go buy some soy sauce for me in that rain...\It's not your fault.\If I didn't say that.\Don't cry. It's not like anything happened. response:	Ri-chan...
context: Shunichi, Shunichi!\What's wrong?\They found items they think are Chiyomi-chan's at Misaki Park.\I asked her to go buy some soy sauce for me in that rain...\It's not your fault.\If I didn't say that.\Don't cry. It's not like anything happened.\Ri-chan... response:	Mi-chan, Oba-chan...
context: What's wrong?\They found items they think are Chiyomi-chan's at Misaki Park.\I asked her to go buy some soy sauce for me in that rain...\It's not your fault.\If I didn't say that.\Don't cry. It's not like anything happened.\Ri-chan...\Mi-chan, Oba-chan... response:	Ri-chan, we heard.
context: They found items they think are Chiyomi-chan's at Misaki Park.\I asked her to go buy some soy sauce for me in that rain...\It's not your fault.\If I didn't say that.\Don't cry. It's not like anything happened.\Ri-chan...\Mi-chan, Oba-chan...\Ri-chan, we heard. response:	Sorry for causing so much trouble.
context: I asked her to go buy some soy sauce for me in that rain...\It's not your fault.\If I didn't say that.\Don't cry. It's not like anything happened.\Ri-chan...\Mi-chan, Oba-chan...\Ri-chan, we heard.\Sorry for causing so much trouble. response:	Emiko-san, thank you... Thank you.
context: It's not your fault.\If I didn't say that.\Don't cry. It's not like anything happened.\Ri-chan...\Mi-chan, Oba-chan...\Ri-chan, we heard.\Sorry for causing so much trouble.\Emiko-san, thank you... Thank you. response:	Really...
context: If I didn't say that.\Don't cry. It's not like anything happened.\Ri-chan...\Mi-chan, Oba-chan...\Ri-chan, we heard.\Sorry for causing so much trouble.\Emiko-san, thank you... Thank you.\Really... response:	Takagi... Mikimoto...
context: Don't cry. It's not like anything happened.\Ri-chan...\Mi-chan, Oba-chan...\Ri-chan, we heard.\Sorry for causing so much trouble.\Emiko-san, thank you... Thank you.\Really...\Takagi... Mikimoto... response:	Minami...
context: Ri-chan...\Mi-chan, Oba-chan...\Ri-chan, we heard.\Sorry for causing so much trouble.\Emiko-san, thank you... Thank you.\Really...\Takagi... Mikimoto...\Minami... response:	We were worried about Chiyomi
context: Mi-chan, Oba-chan...\Ri-chan, we heard.\Sorry for causing so much trouble.\Emiko-san, thank you... Thank you.\Really...\Takagi... Mikimoto...\Minami...\We were worried about Chiyomi response:	so I went to Misaki Park with Riku.
context: Ri-chan, we heard.\Sorry for causing so much trouble.\Emiko-san, thank you... Thank you.\Really...\Takagi... Mikimoto...\Minami...\We were worried about Chiyomi\so I went to Misaki Park with Riku. response:	This is the soy sauce that Chiyomi bought last...
context: Sorry for causing so much trouble.\Emiko-san, thank you... Thank you.\Really...\Takagi... Mikimoto...\Minami...\We were worried about Chiyomi\so I went to Misaki Park with Riku.\This is the soy sauce that Chiyomi bought last... response:	the fingerprints... -Ami-ppe. (Her Nickname)
context: Emiko-san, thank you... Thank you.\Really...\Takagi... Mikimoto...\Minami...\We were worried about Chiyomi\so I went to Misaki Park with Riku.\This is the soy sauce that Chiyomi bought last...\the fingerprints... -Ami-ppe. (Her Nickname) response:	Everyone, don't get too depressed.
context: Really...\Takagi... Mikimoto...\Minami...\We were worried about Chiyomi\so I went to Misaki Park with Riku.\This is the soy sauce that Chiyomi bought last...\the fingerprints... -Ami-ppe. (Her Nickname)\Everyone, don't get too depressed. response:	We don't know anything yet.
context: Takagi... Mikimoto...\Minami...\We were worried about Chiyomi\so I went to Misaki Park with Riku.\This is the soy sauce that Chiyomi bought last...\the fingerprints... -Ami-ppe. (Her Nickname)\Everyone, don't get too depressed.\We don't know anything yet. response:	But, now, we can't handle it on our own.
context: Minami...\We were worried about Chiyomi\so I went to Misaki Park with Riku.\This is the soy sauce that Chiyomi bought last...\the fingerprints... -Ami-ppe. (Her Nickname)\Everyone, don't get too depressed.\We don't know anything yet.\But, now, we can't handle it on our own. response:	There is a possibility someone abducted her.
context: We were worried about Chiyomi\so I went to Misaki Park with Riku.\This is the soy sauce that Chiyomi bought last...\the fingerprints... -Ami-ppe. (Her Nickname)\Everyone, don't get too depressed.\We don't know anything yet.\But, now, we can't handle it on our own.\There is a possibility someone abducted her. response:	Actually, I think so, too.
context: so I went to Misaki Park with Riku.\This is the soy sauce that Chiyomi bought last...\the fingerprints... -Ami-ppe. (Her Nickname)\Everyone, don't get too depressed.\We don't know anything yet.\But, now, we can't handle it on our own.\There is a possibility someone abducted her.\Actually, I think so, too. response:	After looking for her in a frenzy all day,
context: This is the soy sauce that Chiyomi bought last...\the fingerprints... -Ami-ppe. (Her Nickname)\Everyone, don't get too depressed.\We don't know anything yet.\But, now, we can't handle it on our own.\There is a possibility someone abducted her.\Actually, I think so, too.\After looking for her in a frenzy all day, response:	there is one thing I was concerned about.
context: the fingerprints... -Ami-ppe. (Her Nickname)\Everyone, don't get too depressed.\We don't know anything yet.\But, now, we can't handle it on our own.\There is a possibility someone abducted her.\Actually, I think so, too.\After looking for her in a frenzy all day,\there is one thing I was concerned about. response:	There is one person that is really suspicious
context: Everyone, don't get too depressed.\We don't know anything yet.\But, now, we can't handle it on our own.\There is a possibility someone abducted her.\Actually, I think so, too.\After looking for her in a frenzy all day,\there is one thing I was concerned about.\There is one person that is really suspicious response:	in here.
context: We don't know anything yet.\But, now, we can't handle it on our own.\There is a possibility someone abducted her.\Actually, I think so, too.\After looking for her in a frenzy all day,\there is one thing I was concerned about.\There is one person that is really suspicious\in here. response:	A suspicious person...
context: But, now, we can't handle it on our own.\There is a possibility someone abducted her.\Actually, I think so, too.\After looking for her in a frenzy all day,\there is one thing I was concerned about.\There is one person that is really suspicious\in here.\A suspicious person... response:	that is...
context: There is a possibility someone abducted her.\Actually, I think so, too.\After looking for her in a frenzy all day,\there is one thing I was concerned about.\There is one person that is really suspicious\in here.\A suspicious person...\that is... response:	a suspicious person... a suspicious person...
context: Actually, I think so, too.\After looking for her in a frenzy all day,\there is one thing I was concerned about.\There is one person that is really suspicious\in here.\A suspicious person...\that is...\a suspicious person... a suspicious person... response:	a suspicious person... a suspicious person...
context: After looking for her in a frenzy all day,\there is one thing I was concerned about.\There is one person that is really suspicious\in here.\A suspicious person...\that is...\a suspicious person... a suspicious person...\a suspicious person... a suspicious person... response:	a suspicious person...
context: there is one thing I was concerned about.\There is one person that is really suspicious\in here.\A suspicious person...\that is...\a suspicious person... a suspicious person...\a suspicious person... a suspicious person...\a suspicious person... response:	That is...
context: There is one person that is really suspicious\in here.\A suspicious person...\that is...\a suspicious person... a suspicious person...\a suspicious person... a suspicious person...\a suspicious person...\That is... response:	You!
context: in here.\A suspicious person...\that is...\a suspicious person... a suspicious person...\a suspicious person... a suspicious person...\a suspicious person...\That is...\You! response:	Huh?
context: A suspicious person...\that is...\a suspicious person... a suspicious person...\a suspicious person... a suspicious person...\a suspicious person...\That is...\You!\Huh? response:	Huh? Me?
context: that is...\a suspicious person... a suspicious person...\a suspicious person... a suspicious person...\a suspicious person...\That is...\You!\Huh?\Huh? Me? response:	No... why?
context: a suspicious person... a suspicious person...\a suspicious person... a suspicious person...\a suspicious person...\That is...\You!\Huh?\Huh? Me?\No... why? response:	I've been worried about Horikiri-shi since yesterday...
context: a suspicious person... a suspicious person...\a suspicious person...\That is...\You!\Huh?\Huh? Me?\No... why?\I've been worried about Horikiri-shi since yesterday... response:	worried about Chiyomi-san, so I went looking for her with Ami-ppe.
context: a suspicious person...\That is...\You!\Huh?\Huh? Me?\No... why?\I've been worried about Horikiri-shi since yesterday...\worried about Chiyomi-san, so I went looking for her with Ami-ppe. response:	So, you let it slip.
context: That is...\You!\Huh?\Huh? Me?\No... why?\I've been worried about Horikiri-shi since yesterday...\worried about Chiyomi-san, so I went looking for her with Ami-ppe.\So, you let it slip. response:	You've been worried since yesterday?
context: You!\Huh?\Huh? Me?\No... why?\I've been worried about Horikiri-shi since yesterday...\worried about Chiyomi-san, so I went looking for her with Ami-ppe.\So, you let it slip.\You've been worried since yesterday? response:	The only people who knew Chiyomi-chan went missing yesterday were the family members and
context: Huh?\Huh? Me?\No... why?\I've been worried about Horikiri-shi since yesterday...\worried about Chiyomi-san, so I went looking for her with Ami-ppe.\So, you let it slip.\You've been worried since yesterday?\The only people who knew Chiyomi-chan went missing yesterday were the family members and response:	just me.
context: Huh? Me?\No... why?\I've been worried about Horikiri-shi since yesterday...\worried about Chiyomi-san, so I went looking for her with Ami-ppe.\So, you let it slip.\You've been worried since yesterday?\The only people who knew Chiyomi-chan went missing yesterday were the family members and\just me. response:	Ah, I called Ami-chan yesterday...
context: No... why?\I've been worried about Horikiri-shi since yesterday...\worried about Chiyomi-san, so I went looking for her with Ami-ppe.\So, you let it slip.\You've been worried since yesterday?\The only people who knew Chiyomi-chan went missing yesterday were the family members and\just me.\Ah, I called Ami-chan yesterday... response:	Yes, Oba-san called me to ask if Choyomi was with me.
context: I've been worried about Horikiri-shi since yesterday...\worried about Chiyomi-san, so I went looking for her with Ami-ppe.\So, you let it slip.\You've been worried since yesterday?\The only people who knew Chiyomi-chan went missing yesterday were the family members and\just me.\Ah, I called Ami-chan yesterday...\Yes, Oba-san called me to ask if Choyomi was with me. response:	And then I called Riku immediately.
context: worried about Chiyomi-san, so I went looking for her with Ami-ppe.\So, you let it slip.\You've been worried since yesterday?\The only people who knew Chiyomi-chan went missing yesterday were the family members and\just me.\Ah, I called Ami-chan yesterday...\Yes, Oba-san called me to ask if Choyomi was with me.\And then I called Riku immediately. response:	Why do you tell people so easily?
context: So, you let it slip.\You've been worried since yesterday?\The only people who knew Chiyomi-chan went missing yesterday were the family members and\just me.\Ah, I called Ami-chan yesterday...\Yes, Oba-san called me to ask if Choyomi was with me.\And then I called Riku immediately.\Why do you tell people so easily? response:	Especially to someone of opposite sex.
context: You've been worried since yesterday?\The only people who knew Chiyomi-chan went missing yesterday were the family members and\just me.\Ah, I called Ami-chan yesterday...\Yes, Oba-san called me to ask if Choyomi was with me.\And then I called Riku immediately.\Why do you tell people so easily?\Especially to someone of opposite sex. response:	Of course... there is possibility of disappearance... or something greater than that.
context: The only people who knew Chiyomi-chan went missing yesterday were the family members and\just me.\Ah, I called Ami-chan yesterday...\Yes, Oba-san called me to ask if Choyomi was with me.\And then I called Riku immediately.\Why do you tell people so easily?\Especially to someone of opposite sex.\Of course... there is possibility of disappearance... or something greater than that. response:	But, that's because we were all friends. -I...
context: just me.\Ah, I called Ami-chan yesterday...\Yes, Oba-san called me to ask if Choyomi was with me.\And then I called Riku immediately.\Why do you tell people so easily?\Especially to someone of opposite sex.\Of course... there is possibility of disappearance... or something greater than that.\But, that's because we were all friends. -I... response:	It's because... I like Chiyomi-san.
context: Ah, I called Ami-chan yesterday...\Yes, Oba-san called me to ask if Choyomi was with me.\And then I called Riku immediately.\Why do you tell people so easily?\Especially to someone of opposite sex.\Of course... there is possibility of disappearance... or something greater than that.\But, that's because we were all friends. -I...\It's because... I like Chiyomi-san. response:	It's the truth.
context: Yes, Oba-san called me to ask if Choyomi was with me.\And then I called Riku immediately.\Why do you tell people so easily?\Especially to someone of opposite sex.\Of course... there is possibility of disappearance... or something greater than that.\But, that's because we were all friends. -I...\It's because... I like Chiyomi-san.\It's the truth. response:	Yesterday, I told her how I feel.
context: And then I called Riku immediately.\Why do you tell people so easily?\Especially to someone of opposite sex.\Of course... there is possibility of disappearance... or something greater than that.\But, that's because we were all friends. -I...\It's because... I like Chiyomi-san.\It's the truth.\Yesterday, I told her how I feel. response:	See, just as I said.
context: Why do you tell people so easily?\Especially to someone of opposite sex.\Of course... there is possibility of disappearance... or something greater than that.\But, that's because we were all friends. -I...\It's because... I like Chiyomi-san.\It's the truth.\Yesterday, I told her how I feel.\See, just as I said. response:	You told her your feeling to Chiyomi-chan yesterday, and she rejected you.
context: Especially to someone of opposite sex.\Of course... there is possibility of disappearance... or something greater than that.\But, that's because we were all friends. -I...\It's because... I like Chiyomi-san.\It's the truth.\Yesterday, I told her how I feel.\See, just as I said.\You told her your feeling to Chiyomi-chan yesterday, and she rejected you. response:	-Because you resented her... -What are you saying?
context: Of course... there is possibility of disappearance... or something greater than that.\But, that's because we were all friends. -I...\It's because... I like Chiyomi-san.\It's the truth.\Yesterday, I told her how I feel.\See, just as I said.\You told her your feeling to Chiyomi-chan yesterday, and she rejected you.\-Because you resented her... -What are you saying? response:	She did not reject me. I totally have a chance.
context: But, that's because we were all friends. -I...\It's because... I like Chiyomi-san.\It's the truth.\Yesterday, I told her how I feel.\See, just as I said.\You told her your feeling to Chiyomi-chan yesterday, and she rejected you.\-Because you resented her... -What are you saying?\She did not reject me. I totally have a chance. response:	Oh, he was on a date with Onee-chan (older sister) day before yesterday.
context: It's because... I like Chiyomi-san.\It's the truth.\Yesterday, I told her how I feel.\See, just as I said.\You told her your feeling to Chiyomi-chan yesterday, and she rejected you.\-Because you resented her... -What are you saying?\She did not reject me. I totally have a chance.\Oh, he was on a date with Onee-chan (older sister) day before yesterday. response:	- What? Is that true? -Well... not really a date but...
context: It's the truth.\Yesterday, I told her how I feel.\See, just as I said.\You told her your feeling to Chiyomi-chan yesterday, and she rejected you.\-Because you resented her... -What are you saying?\She did not reject me. I totally have a chance.\Oh, he was on a date with Onee-chan (older sister) day before yesterday.\- What? Is that true? -Well... not really a date but... response:	So it's you!
context: Yesterday, I told her how I feel.\See, just as I said.\You told her your feeling to Chiyomi-chan yesterday, and she rejected you.\-Because you resented her... -What are you saying?\She did not reject me. I totally have a chance.\Oh, he was on a date with Onee-chan (older sister) day before yesterday.\- What? Is that true? -Well... not really a date but...\So it's you! response:	Bring Chiyomi back...
context: See, just as I said.\You told her your feeling to Chiyomi-chan yesterday, and she rejected you.\-Because you resented her... -What are you saying?\She did not reject me. I totally have a chance.\Oh, he was on a date with Onee-chan (older sister) day before yesterday.\- What? Is that true? -Well... not really a date but...\So it's you!\Bring Chiyomi back... response:	Where did you take her?
context: You told her your feeling to Chiyomi-chan yesterday, and she rejected you.\-Because you resented her... -What are you saying?\She did not reject me. I totally have a chance.\Oh, he was on a date with Onee-chan (older sister) day before yesterday.\- What? Is that true? -Well... not really a date but...\So it's you!\Bring Chiyomi back...\Where did you take her? response:	Sorry but they are busy right now...
context: -Because you resented her... -What are you saying?\She did not reject me. I totally have a chance.\Oh, he was on a date with Onee-chan (older sister) day before yesterday.\- What? Is that true? -Well... not really a date but...\So it's you!\Bring Chiyomi back...\Where did you take her?\Sorry but they are busy right now... response:	Are you Chiyomi-chan?
context: She did not reject me. I totally have a chance.\Oh, he was on a date with Onee-chan (older sister) day before yesterday.\- What? Is that true? -Well... not really a date but...\So it's you!\Bring Chiyomi back...\Where did you take her?\Sorry but they are busy right now...\Are you Chiyomi-chan? response:	Hello, Chiyomi?
context: Oh, he was on a date with Onee-chan (older sister) day before yesterday.\- What? Is that true? -Well... not really a date but...\So it's you!\Bring Chiyomi back...\Where did you take her?\Sorry but they are busy right now...\Are you Chiyomi-chan?\Hello, Chiyomi? response:	-Chiyomi! -Let go! Is this Chiyomi?
context: - What? Is that true? -Well... not really a date but...\So it's you!\Bring Chiyomi back...\Where did you take her?\Sorry but they are busy right now...\Are you Chiyomi-chan?\Hello, Chiyomi?\-Chiyomi! -Let go! Is this Chiyomi? response:	Yes.
context: So it's you!\Bring Chiyomi back...\Where did you take her?\Sorry but they are busy right now...\Are you Chiyomi-chan?\Hello, Chiyomi?\-Chiyomi! -Let go! Is this Chiyomi?\Yes. response:	I'm sorry to make you worry.
context: Bring Chiyomi back...\Where did you take her?\Sorry but they are busy right now...\Are you Chiyomi-chan?\Hello, Chiyomi?\-Chiyomi! -Let go! Is this Chiyomi?\Yes.\I'm sorry to make you worry. response:	I wanted to call you but my phone broke.
context: Where did you take her?\Sorry but they are busy right now...\Are you Chiyomi-chan?\Hello, Chiyomi?\-Chiyomi! -Let go! Is this Chiyomi?\Yes.\I'm sorry to make you worry.\I wanted to call you but my phone broke. response:	You idiot. Where are you calling from? Hurry back.
context: Sorry but they are busy right now...\Are you Chiyomi-chan?\Hello, Chiyomi?\-Chiyomi! -Let go! Is this Chiyomi?\Yes.\I'm sorry to make you worry.\I wanted to call you but my phone broke.\You idiot. Where are you calling from? Hurry back. response:	No one is mad at you anymore.
context: Are you Chiyomi-chan?\Hello, Chiyomi?\-Chiyomi! -Let go! Is this Chiyomi?\Yes.\I'm sorry to make you worry.\I wanted to call you but my phone broke.\You idiot. Where are you calling from? Hurry back.\No one is mad at you anymore. response:	I'm sorry, that's impossible.
context: Hello, Chiyomi?\-Chiyomi! -Let go! Is this Chiyomi?\Yes.\I'm sorry to make you worry.\I wanted to call you but my phone broke.\You idiot. Where are you calling from? Hurry back.\No one is mad at you anymore.\I'm sorry, that's impossible. response:	Impossible? Why is it impossible?
context: -Chiyomi! -Let go! Is this Chiyomi?\Yes.\I'm sorry to make you worry.\I wanted to call you but my phone broke.\You idiot. Where are you calling from? Hurry back.\No one is mad at you anymore.\I'm sorry, that's impossible.\Impossible? Why is it impossible? response:	Right now... I'm in Tokyo.
context: Yes.\I'm sorry to make you worry.\I wanted to call you but my phone broke.\You idiot. Where are you calling from? Hurry back.\No one is mad at you anymore.\I'm sorry, that's impossible.\Impossible? Why is it impossible?\Right now... I'm in Tokyo. response:	In Tokyo?!
context: I'm sorry to make you worry.\I wanted to call you but my phone broke.\You idiot. Where are you calling from? Hurry back.\No one is mad at you anymore.\I'm sorry, that's impossible.\Impossible? Why is it impossible?\Right now... I'm in Tokyo.\In Tokyo?! response:	What are you thinking?
context: I wanted to call you but my phone broke.\You idiot. Where are you calling from? Hurry back.\No one is mad at you anymore.\I'm sorry, that's impossible.\Impossible? Why is it impossible?\Right now... I'm in Tokyo.\In Tokyo?!\What are you thinking? response:	Chiyomi, do you know how worried we were?
context: You idiot. Where are you calling from? Hurry back.\No one is mad at you anymore.\I'm sorry, that's impossible.\Impossible? Why is it impossible?\Right now... I'm in Tokyo.\In Tokyo?!\What are you thinking?\Chiyomi, do you know how worried we were? response:	I told you yesterday. The dance workshop.
context: No one is mad at you anymore.\I'm sorry, that's impossible.\Impossible? Why is it impossible?\Right now... I'm in Tokyo.\In Tokyo?!\What are you thinking?\Chiyomi, do you know how worried we were?\I told you yesterday. The dance workshop. response:	Please, I really want to do this.
context: I'm sorry, that's impossible.\Impossible? Why is it impossible?\Right now... I'm in Tokyo.\In Tokyo?!\What are you thinking?\Chiyomi, do you know how worried we were?\I told you yesterday. The dance workshop.\Please, I really want to do this. response:	Please believe me. I won't do anything that will make you worry.
context: Impossible? Why is it impossible?\Right now... I'm in Tokyo.\In Tokyo?!\What are you thinking?\Chiyomi, do you know how worried we were?\I told you yesterday. The dance workshop.\Please, I really want to do this.\Please believe me. I won't do anything that will make you worry. response:	I will not approve. I will not approve, you idiot.
context: Right now... I'm in Tokyo.\In Tokyo?!\What are you thinking?\Chiyomi, do you know how worried we were?\I told you yesterday. The dance workshop.\Please, I really want to do this.\Please believe me. I won't do anything that will make you worry.\I will not approve. I will not approve, you idiot. response:	Chiyomi, Chiyomi?
context: In Tokyo?!\What are you thinking?\Chiyomi, do you know how worried we were?\I told you yesterday. The dance workshop.\Please, I really want to do this.\Please believe me. I won't do anything that will make you worry.\I will not approve. I will not approve, you idiot.\Chiyomi, Chiyomi? response:	Anyway, I am fine.
context: What are you thinking?\Chiyomi, do you know how worried we were?\I told you yesterday. The dance workshop.\Please, I really want to do this.\Please believe me. I won't do anything that will make you worry.\I will not approve. I will not approve, you idiot.\Chiyomi, Chiyomi?\Anyway, I am fine. response:	I just wanted to tell you that for now. Bye.
context: Chiyomi, do you know how worried we were?\I told you yesterday. The dance workshop.\Please, I really want to do this.\Please believe me. I won't do anything that will make you worry.\I will not approve. I will not approve, you idiot.\Chiyomi, Chiyomi?\Anyway, I am fine.\I just wanted to tell you that for now. Bye. response:	W, w, wait... Where are you in Tokyo? Where are you staying?
context: I told you yesterday. The dance workshop.\Please, I really want to do this.\Please believe me. I won't do anything that will make you worry.\I will not approve. I will not approve, you idiot.\Chiyomi, Chiyomi?\Anyway, I am fine.\I just wanted to tell you that for now. Bye.\W, w, wait... Where are you in Tokyo? Where are you staying? response:	I'll call you again later. Bye.
context: Please, I really want to do this.\Please believe me. I won't do anything that will make you worry.\I will not approve. I will not approve, you idiot.\Chiyomi, Chiyomi?\Anyway, I am fine.\I just wanted to tell you that for now. Bye.\W, w, wait... Where are you in Tokyo? Where are you staying?\I'll call you again later. Bye. response:	Wait Chiyomi.
context: Please believe me. I won't do anything that will make you worry.\I will not approve. I will not approve, you idiot.\Chiyomi, Chiyomi?\Anyway, I am fine.\I just wanted to tell you that for now. Bye.\W, w, wait... Where are you in Tokyo? Where are you staying?\I'll call you again later. Bye.\Wait Chiyomi. response:	Chiyomi, Chiyomi, wait!
context: I will not approve. I will not approve, you idiot.\Chiyomi, Chiyomi?\Anyway, I am fine.\I just wanted to tell you that for now. Bye.\W, w, wait... Where are you in Tokyo? Where are you staying?\I'll call you again later. Bye.\Wait Chiyomi.\Chiyomi, Chiyomi, wait! response:	Hello Chiyomi? Hello, Hello Chiyomi?, Chiyo-
context: Chiyomi, Chiyomi?\Anyway, I am fine.\I just wanted to tell you that for now. Bye.\W, w, wait... Where are you in Tokyo? Where are you staying?\I'll call you again later. Bye.\Wait Chiyomi.\Chiyomi, Chiyomi, wait!\Hello Chiyomi? Hello, Hello Chiyomi?, Chiyo- response:	Ah, what a relief!
