context: Ouma Shu has obtained the Void Genome and recovered his powers. response:	He has also materialized his own Void.
context: Youre no friend of mine.\Kurosu!\No!\I was right.\Your Void can temporarily house the Voids of others.\At the same time, it can isolate and absorb cancer cells,\as well as the Apocalypse Virus genetic material itself.\Thats good. Souta must be cured, then. response:	Please, Shu!
context: Kurosu!\No!\I was right.\Your Void can temporarily house the Voids of others.\At the same time, it can isolate and absorb cancer cells,\as well as the Apocalypse Virus genetic material itself.\Thats good. Souta must be cured, then.\Please, Shu! response:	Dont use that power anymore!
context: No!\I was right.\Your Void can temporarily house the Voids of others.\At the same time, it can isolate and absorb cancer cells,\as well as the Apocalypse Virus genetic material itself.\Thats good. Souta must be cured, then.\Please, Shu!\Dont use that power anymore! response:	No matter how hard you try to get Inori back,
context: I was right.\Your Void can temporarily house the Voids of others.\At the same time, it can isolate and absorb cancer cells,\as well as the Apocalypse Virus genetic material itself.\Thats good. Souta must be cured, then.\Please, Shu!\Dont use that power anymore!\No matter how hard you try to get Inori back, response:	it might be too late.
context: Your Void can temporarily house the Voids of others.\At the same time, it can isolate and absorb cancer cells,\as well as the Apocalypse Virus genetic material itself.\Thats good. Souta must be cured, then.\Please, Shu!\Dont use that power anymore!\No matter how hard you try to get Inori back,\it might be too late. response:	The transplanting of Manas consciousness into Inori
context: At the same time, it can isolate and absorb cancer cells,\as well as the Apocalypse Virus genetic material itself.\Thats good. Souta must be cured, then.\Please, Shu!\Dont use that power anymore!\No matter how hard you try to get Inori back,\it might be too late.\The transplanting of Manas consciousness into Inori response:	had already finished!
context: as well as the Apocalypse Virus genetic material itself.\Thats good. Souta must be cured, then.\Please, Shu!\Dont use that power anymore!\No matter how hard you try to get Inori back,\it might be too late.\The transplanting of Manas consciousness into Inori\had already finished! response:	But to make her complete,
context: Thats good. Souta must be cured, then.\Please, Shu!\Dont use that power anymore!\No matter how hard you try to get Inori back,\it might be too late.\The transplanting of Manas consciousness into Inori\had already finished!\But to make her complete, response:	all the factors of hers that scatted during Lost Christmas
context: Please, Shu!\Dont use that power anymore!\No matter how hard you try to get Inori back,\it might be too late.\The transplanting of Manas consciousness into Inori\had already finished!\But to make her complete,\all the factors of hers that scatted during Lost Christmas response:	The shards of her that had mixed with peoples Voids
context: Dont use that power anymore!\No matter how hard you try to get Inori back,\it might be too late.\The transplanting of Manas consciousness into Inori\had already finished!\But to make her complete,\all the factors of hers that scatted during Lost Christmas\The shards of her that had mixed with peoples Voids response:	had to be collected.
context: No matter how hard you try to get Inori back,\it might be too late.\The transplanting of Manas consciousness into Inori\had already finished!\But to make her complete,\all the factors of hers that scatted during Lost Christmas\The shards of her that had mixed with peoples Voids\had to be collected. response:	Thats what you were being forced to do over the past few months.
context: it might be too late.\The transplanting of Manas consciousness into Inori\had already finished!\But to make her complete,\all the factors of hers that scatted during Lost Christmas\The shards of her that had mixed with peoples Voids\had to be collected.\Thats what you were being forced to do over the past few months. response:	At this point,
context: The transplanting of Manas consciousness into Inori\had already finished!\But to make her complete,\all the factors of hers that scatted during Lost Christmas\The shards of her that had mixed with peoples Voids\had to be collected.\Thats what you were being forced to do over the past few months.\At this point, response:	shes regained most of her power.
context: had already finished!\But to make her complete,\all the factors of hers that scatted during Lost Christmas\The shards of her that had mixed with peoples Voids\had to be collected.\Thats what you were being forced to do over the past few months.\At this point,\shes regained most of her power. response:	Thats why Gais been setting deadlines.
context: But to make her complete,\all the factors of hers that scatted during Lost Christmas\The shards of her that had mixed with peoples Voids\had to be collected.\Thats what you were being forced to do over the past few months.\At this point,\shes regained most of her power.\Thats why Gais been setting deadlines. response:	Thats just another reason why I have to go.
context: all the factors of hers that scatted during Lost Christmas\The shards of her that had mixed with peoples Voids\had to be collected.\Thats what you were being forced to do over the past few months.\At this point,\shes regained most of her power.\Thats why Gais been setting deadlines.\Thats just another reason why I have to go. response:	Right?
context: The shards of her that had mixed with peoples Voids\had to be collected.\Thats what you were being forced to do over the past few months.\At this point,\shes regained most of her power.\Thats why Gais been setting deadlines.\Thats just another reason why I have to go.\Right? response:	Shu
context: had to be collected.\Thats what you were being forced to do over the past few months.\At this point,\shes regained most of her power.\Thats why Gais been setting deadlines.\Thats just another reason why I have to go.\Right?\Shu response:	The helicopters are about to take off.
context: Thats what you were being forced to do over the past few months.\At this point,\shes regained most of her power.\Thats why Gais been setting deadlines.\Thats just another reason why I have to go.\Right?\Shu\The helicopters are about to take off. response:	I trust youll come with us, Shu?
context: At this point,\shes regained most of her power.\Thats why Gais been setting deadlines.\Thats just another reason why I have to go.\Right?\Shu\The helicopters are about to take off.\I trust youll come with us, Shu? response:	Connect those cables!
context: shes regained most of her power.\Thats why Gais been setting deadlines.\Thats just another reason why I have to go.\Right?\Shu\The helicopters are about to take off.\I trust youll come with us, Shu?\Connect those cables! response:	The APUs are hooked up!
context: Thats why Gais been setting deadlines.\Thats just another reason why I have to go.\Right?\Shu\The helicopters are about to take off.\I trust youll come with us, Shu?\Connect those cables!\The APUs are hooked up! response:	Fuel! Hey, where are the filters?!
context: Thats just another reason why I have to go.\Right?\Shu\The helicopters are about to take off.\I trust youll come with us, Shu?\Connect those cables!\The APUs are hooked up!\Fuel! Hey, where are the filters?! response:	Container coming through!
context: Right?\Shu\The helicopters are about to take off.\I trust youll come with us, Shu?\Connect those cables!\The APUs are hooked up!\Fuel! Hey, where are the filters?!\Container coming through! response:	Its almost time.
context: Shu\The helicopters are about to take off.\I trust youll come with us, Shu?\Connect those cables!\The APUs are hooked up!\Fuel! Hey, where are the filters?!\Container coming through!\Its almost time. response:	Hey.
context: The helicopters are about to take off.\I trust youll come with us, Shu?\Connect those cables!\The APUs are hooked up!\Fuel! Hey, where are the filters?!\Container coming through!\Its almost time.\Hey. response:	Are you really okay leaving things like this, Souta?
context: I trust youll come with us, Shu?\Connect those cables!\The APUs are hooked up!\Fuel! Hey, where are the filters?!\Container coming through!\Its almost time.\Hey.\Are you really okay leaving things like this, Souta? response:	O-Ouma!
context: Connect those cables!\The APUs are hooked up!\Fuel! Hey, where are the filters?!\Container coming through!\Its almost time.\Hey.\Are you really okay leaving things like this, Souta?\O-Ouma! response:	Is this everybody?
context: The APUs are hooked up!\Fuel! Hey, where are the filters?!\Container coming through!\Its almost time.\Hey.\Are you really okay leaving things like this, Souta?\O-Ouma!\Is this everybody? response:	Im giving you back your Voids.
context: Fuel! Hey, where are the filters?!\Container coming through!\Its almost time.\Hey.\Are you really okay leaving things like this, Souta?\O-Ouma!\Is this everybody?\Im giving you back your Voids. response:	Shu?!
context: Container coming through!\Its almost time.\Hey.\Are you really okay leaving things like this, Souta?\O-Ouma!\Is this everybody?\Im giving you back your Voids.\Shu?! response:	Wait! If you do that, your power will
context: Its almost time.\Hey.\Are you really okay leaving things like this, Souta?\O-Ouma!\Is this everybody?\Im giving you back your Voids.\Shu?!\Wait! If you do that, your power will response:	But I have to give them back.
context: Hey.\Are you really okay leaving things like this, Souta?\O-Ouma!\Is this everybody?\Im giving you back your Voids.\Shu?!\Wait! If you do that, your power will\But I have to give them back. response:	If I die while Im still borrowing them,
context: Are you really okay leaving things like this, Souta?\O-Ouma!\Is this everybody?\Im giving you back your Voids.\Shu?!\Wait! If you do that, your power will\But I have to give them back.\If I die while Im still borrowing them, response:	everyone else will die too.
context: O-Ouma!\Is this everybody?\Im giving you back your Voids.\Shu?!\Wait! If you do that, your power will\But I have to give them back.\If I die while Im still borrowing them,\everyone else will die too. response:	Its okay.
context: Is this everybody?\Im giving you back your Voids.\Shu?!\Wait! If you do that, your power will\But I have to give them back.\If I die while Im still borrowing them,\everyone else will die too.\Its okay. response:	Ill take on the cancer and the virus.
context: Im giving you back your Voids.\Shu?!\Wait! If you do that, your power will\But I have to give them back.\If I die while Im still borrowing them,\everyone else will die too.\Its okay.\Ill take on the cancer and the virus. response:	You come here too, Ayase.
context: Shu?!\Wait! If you do that, your power will\But I have to give them back.\If I die while Im still borrowing them,\everyone else will die too.\Its okay.\Ill take on the cancer and the virus.\You come here too, Ayase. response:	Shu
context: Wait! If you do that, your power will\But I have to give them back.\If I die while Im still borrowing them,\everyone else will die too.\Its okay.\Ill take on the cancer and the virus.\You come here too, Ayase.\Shu response:	Screw that!
context: But I have to give them back.\If I die while Im still borrowing them,\everyone else will die too.\Its okay.\Ill take on the cancer and the virus.\You come here too, Ayase.\Shu\Screw that! response:	Yesterday, you didnt have any objections about taking them,
context: If I die while Im still borrowing them,\everyone else will die too.\Its okay.\Ill take on the cancer and the virus.\You come here too, Ayase.\Shu\Screw that!\Yesterday, you didnt have any objections about taking them, response:	and now youre giving them back?!
context: everyone else will die too.\Its okay.\Ill take on the cancer and the virus.\You come here too, Ayase.\Shu\Screw that!\Yesterday, you didnt have any objections about taking them,\and now youre giving them back?! response:	How are you going to fight, then?!
context: Its okay.\Ill take on the cancer and the virus.\You come here too, Ayase.\Shu\Screw that!\Yesterday, you didnt have any objections about taking them,\and now youre giving them back?!\How are you going to fight, then?! response:	My arms not too weak to fire a gun with.
context: Ill take on the cancer and the virus.\You come here too, Ayase.\Shu\Screw that!\Yesterday, you didnt have any objections about taking them,\and now youre giving them back?!\How are you going to fight, then?!\My arms not too weak to fire a gun with. response:	Thats crazy!
context: You come here too, Ayase.\Shu\Screw that!\Yesterday, you didnt have any objections about taking them,\and now youre giving them back?!\How are you going to fight, then?!\My arms not too weak to fire a gun with.\Thats crazy! response:	Do you think you can win against Gai like that, Shu?!
context: Shu\Screw that!\Yesterday, you didnt have any objections about taking them,\and now youre giving them back?!\How are you going to fight, then?!\My arms not too weak to fire a gun with.\Thats crazy!\Do you think you can win against Gai like that, Shu?! response:	Im going to use this power to save Inori and everyone else.
context: Screw that!\Yesterday, you didnt have any objections about taking them,\and now youre giving them back?!\How are you going to fight, then?!\My arms not too weak to fire a gun with.\Thats crazy!\Do you think you can win against Gai like that, Shu?!\Im going to use this power to save Inori and everyone else. response:	Its not to defeat Gai with.
context: Yesterday, you didnt have any objections about taking them,\and now youre giving them back?!\How are you going to fight, then?!\My arms not too weak to fire a gun with.\Thats crazy!\Do you think you can win against Gai like that, Shu?!\Im going to use this power to save Inori and everyone else.\Its not to defeat Gai with. response:	Is there something wrong with that?!
context: and now youre giving them back?!\How are you going to fight, then?!\My arms not too weak to fire a gun with.\Thats crazy!\Do you think you can win against Gai like that, Shu?!\Im going to use this power to save Inori and everyone else.\Its not to defeat Gai with.\Is there something wrong with that?! response:	I want you to keep my Void.
context: How are you going to fight, then?!\My arms not too weak to fire a gun with.\Thats crazy!\Do you think you can win against Gai like that, Shu?!\Im going to use this power to save Inori and everyone else.\Its not to defeat Gai with.\Is there something wrong with that?!\I want you to keep my Void. response:	If you fail, our lives are forfeit anyway.
context: My arms not too weak to fire a gun with.\Thats crazy!\Do you think you can win against Gai like that, Shu?!\Im going to use this power to save Inori and everyone else.\Its not to defeat Gai with.\Is there something wrong with that?!\I want you to keep my Void.\If you fail, our lives are forfeit anyway. response:	Thats the gist of it.
context: Thats crazy!\Do you think you can win against Gai like that, Shu?!\Im going to use this power to save Inori and everyone else.\Its not to defeat Gai with.\Is there something wrong with that?!\I want you to keep my Void.\If you fail, our lives are forfeit anyway.\Thats the gist of it. response:	Were fine with that, but
context: Do you think you can win against Gai like that, Shu?!\Im going to use this power to save Inori and everyone else.\Its not to defeat Gai with.\Is there something wrong with that?!\I want you to keep my Void.\If you fail, our lives are forfeit anyway.\Thats the gist of it.\Were fine with that, but response:	What do you think, Souta?
context: Im going to use this power to save Inori and everyone else.\Its not to defeat Gai with.\Is there something wrong with that?!\I want you to keep my Void.\If you fail, our lives are forfeit anyway.\Thats the gist of it.\Were fine with that, but\What do you think, Souta? response:	Its fine.
context: Its not to defeat Gai with.\Is there something wrong with that?!\I want you to keep my Void.\If you fail, our lives are forfeit anyway.\Thats the gist of it.\Were fine with that, but\What do you think, Souta?\Its fine. response:	I gave it to you.
context: Is there something wrong with that?!\I want you to keep my Void.\If you fail, our lives are forfeit anyway.\Thats the gist of it.\Were fine with that, but\What do you think, Souta?\Its fine.\I gave it to you. response:	Not that I really get it
context: I want you to keep my Void.\If you fail, our lives are forfeit anyway.\Thats the gist of it.\Were fine with that, but\What do you think, Souta?\Its fine.\I gave it to you.\Not that I really get it response:	But its okay.
context: If you fail, our lives are forfeit anyway.\Thats the gist of it.\Were fine with that, but\What do you think, Souta?\Its fine.\I gave it to you.\Not that I really get it\But its okay. response:	What the hell?! Cut it out!
context: Thats the gist of it.\Were fine with that, but\What do you think, Souta?\Its fine.\I gave it to you.\Not that I really get it\But its okay.\What the hell?! Cut it out! response:	Im not trying to give your Void back.
context: Were fine with that, but\What do you think, Souta?\Its fine.\I gave it to you.\Not that I really get it\But its okay.\What the hell?! Cut it out!\Im not trying to give your Void back. response:	Lets shake hands, Souta.
context: What do you think, Souta?\Its fine.\I gave it to you.\Not that I really get it\But its okay.\What the hell?! Cut it out!\Im not trying to give your Void back.\Lets shake hands, Souta. response:	We have to shake hands to make up, right?
context: Its fine.\I gave it to you.\Not that I really get it\But its okay.\What the hell?! Cut it out!\Im not trying to give your Void back.\Lets shake hands, Souta.\We have to shake hands to make up, right? response:	You said so yourself!
context: I gave it to you.\Not that I really get it\But its okay.\What the hell?! Cut it out!\Im not trying to give your Void back.\Lets shake hands, Souta.\We have to shake hands to make up, right?\You said so yourself! response:	We cant part ways like this.
context: Not that I really get it\But its okay.\What the hell?! Cut it out!\Im not trying to give your Void back.\Lets shake hands, Souta.\We have to shake hands to make up, right?\You said so yourself!\We cant part ways like this. response:	Thats what I think.
context: But its okay.\What the hell?! Cut it out!\Im not trying to give your Void back.\Lets shake hands, Souta.\We have to shake hands to make up, right?\You said so yourself!\We cant part ways like this.\Thats what I think. response:	Your hand
context: What the hell?! Cut it out!\Im not trying to give your Void back.\Lets shake hands, Souta.\We have to shake hands to make up, right?\You said so yourself!\We cant part ways like this.\Thats what I think.\Your hand response:	Im sorry, Shu
context: Im not trying to give your Void back.\Lets shake hands, Souta.\We have to shake hands to make up, right?\You said so yourself!\We cant part ways like this.\Thats what I think.\Your hand\Im sorry, Shu response:	Its not your fault.
context: Lets shake hands, Souta.\We have to shake hands to make up, right?\You said so yourself!\We cant part ways like this.\Thats what I think.\Your hand\Im sorry, Shu\Its not your fault. response:	I was so scared of you
context: We have to shake hands to make up, right?\You said so yourself!\We cant part ways like this.\Thats what I think.\Your hand\Im sorry, Shu\Its not your fault.\I was so scared of you response:	I hated being like that!
context: You said so yourself!\We cant part ways like this.\Thats what I think.\Your hand\Im sorry, Shu\Its not your fault.\I was so scared of you\I hated being like that! response:	I felt the same way.
context: We cant part ways like this.\Thats what I think.\Your hand\Im sorry, Shu\Its not your fault.\I was so scared of you\I hated being like that!\I felt the same way. response:	Please, Shu
context: Thats what I think.\Your hand\Im sorry, Shu\Its not your fault.\I was so scared of you\I hated being like that!\I felt the same way.\Please, Shu response:	Stay my friend
context: Your hand\Im sorry, Shu\Its not your fault.\I was so scared of you\I hated being like that!\I felt the same way.\Please, Shu\Stay my friend response:	Stay like this!
context: Im sorry, Shu\Its not your fault.\I was so scared of you\I hated being like that!\I felt the same way.\Please, Shu\Stay my friend\Stay like this! response:	Were friends, Souta.
context: Its not your fault.\I was so scared of you\I hated being like that!\I felt the same way.\Please, Shu\Stay my friend\Stay like this!\Were friends, Souta. response:	Well be friends for life.
context: I was so scared of you\I hated being like that!\I felt the same way.\Please, Shu\Stay my friend\Stay like this!\Were friends, Souta.\Well be friends for life. response:	Kurosu was the kind of person who could do anything by himself.
context: I hated being like that!\I felt the same way.\Please, Shu\Stay my friend\Stay like this!\Were friends, Souta.\Well be friends for life.\Kurosu was the kind of person who could do anything by himself. response:	Anything.
context: I felt the same way.\Please, Shu\Stay my friend\Stay like this!\Were friends, Souta.\Well be friends for life.\Kurosu was the kind of person who could do anything by himself.\Anything. response:	And he was always alone because of it.
context: Please, Shu\Stay my friend\Stay like this!\Were friends, Souta.\Well be friends for life.\Kurosu was the kind of person who could do anything by himself.\Anything.\And he was always alone because of it. response:	But the truth was, he was really lonely
context: Stay my friend\Stay like this!\Were friends, Souta.\Well be friends for life.\Kurosu was the kind of person who could do anything by himself.\Anything.\And he was always alone because of it.\But the truth was, he was really lonely response:	He wanted to be with everyone else
context: Stay like this!\Were friends, Souta.\Well be friends for life.\Kurosu was the kind of person who could do anything by himself.\Anything.\And he was always alone because of it.\But the truth was, he was really lonely\He wanted to be with everyone else response:	Thats why he named you Shu”, which stands for group”.
