context: Nana had a red tattoo on her arm. response:	It was the lotus flower, the flower also known as Ren...
context: Oh, hi Hachiko.\How was work?\What are you doing, Nana?\Carpentry.\I'm making a table and some chairs.\Wow! That's awesome! So elaborate and so cute!\We need a table to eat on, don't we?\I'll be finished in a minute, so when I'm done, let's eat. response:	But I didn't buy any groceries.
context: How was work?\What are you doing, Nana?\Carpentry.\I'm making a table and some chairs.\Wow! That's awesome! So elaborate and so cute!\We need a table to eat on, don't we?\I'll be finished in a minute, so when I'm done, let's eat.\But I didn't buy any groceries. response:	I'll go get something at the convenience store!
context: What are you doing, Nana?\Carpentry.\I'm making a table and some chairs.\Wow! That's awesome! So elaborate and so cute!\We need a table to eat on, don't we?\I'll be finished in a minute, so when I'm done, let's eat.\But I didn't buy any groceries.\I'll go get something at the convenience store! response:	I've made some stew, if that'll do.
context: Carpentry.\I'm making a table and some chairs.\Wow! That's awesome! So elaborate and so cute!\We need a table to eat on, don't we?\I'll be finished in a minute, so when I'm done, let's eat.\But I didn't buy any groceries.\I'll go get something at the convenience store!\I've made some stew, if that'll do. response:	Huh?
context: I'm making a table and some chairs.\Wow! That's awesome! So elaborate and so cute!\We need a table to eat on, don't we?\I'll be finished in a minute, so when I'm done, let's eat.\But I didn't buy any groceries.\I'll go get something at the convenience store!\I've made some stew, if that'll do.\Huh? response:	And salad.
context: Wow! That's awesome! So elaborate and so cute!\We need a table to eat on, don't we?\I'll be finished in a minute, so when I'm done, let's eat.\But I didn't buy any groceries.\I'll go get something at the convenience store!\I've made some stew, if that'll do.\Huh?\And salad. response:	This looks so good! This is super!
context: We need a table to eat on, don't we?\I'll be finished in a minute, so when I'm done, let's eat.\But I didn't buy any groceries.\I'll go get something at the convenience store!\I've made some stew, if that'll do.\Huh?\And salad.\This looks so good! This is super! response:	Oh and your things arrived, so I stuck them in your room.
context: I'll be finished in a minute, so when I'm done, let's eat.\But I didn't buy any groceries.\I'll go get something at the convenience store!\I've made some stew, if that'll do.\Huh?\And salad.\This looks so good! This is super!\Oh and your things arrived, so I stuck them in your room. response:	I handed your guarantor papers over to Mr. Ando, too.
context: But I didn't buy any groceries.\I'll go get something at the convenience store!\I've made some stew, if that'll do.\Huh?\And salad.\This looks so good! This is super!\Oh and your things arrived, so I stuck them in your room.\I handed your guarantor papers over to Mr. Ando, too. response:	I also received your key. It's over there.
context: I'll go get something at the convenience store!\I've made some stew, if that'll do.\Huh?\And salad.\This looks so good! This is super!\Oh and your things arrived, so I stuck them in your room.\I handed your guarantor papers over to Mr. Ando, too.\I also received your key. It's over there. response:	Thank you, Nana!
context: I've made some stew, if that'll do.\Huh?\And salad.\This looks so good! This is super!\Oh and your things arrived, so I stuck them in your room.\I handed your guarantor papers over to Mr. Ando, too.\I also received your key. It's over there.\Thank you, Nana! response:	What's that? I didn't really do anything.
context: Huh?\And salad.\This looks so good! This is super!\Oh and your things arrived, so I stuck them in your room.\I handed your guarantor papers over to Mr. Ando, too.\I also received your key. It's over there.\Thank you, Nana!\What's that? I didn't really do anything. response:	Stop crying!
context: And salad.\This looks so good! This is super!\Oh and your things arrived, so I stuck them in your room.\I handed your guarantor papers over to Mr. Ando, too.\I also received your key. It's over there.\Thank you, Nana!\What's that? I didn't really do anything.\Stop crying! response:	Nothing's gone wrong since I got to Tokyo.
context: This looks so good! This is super!\Oh and your things arrived, so I stuck them in your room.\I handed your guarantor papers over to Mr. Ando, too.\I also received your key. It's over there.\Thank you, Nana!\What's that? I didn't really do anything.\Stop crying!\Nothing's gone wrong since I got to Tokyo. response:	In fact, it's Nana. It's always fun when I'm with Nana.
context: Oh and your things arrived, so I stuck them in your room.\I handed your guarantor papers over to Mr. Ando, too.\I also received your key. It's over there.\Thank you, Nana!\What's that? I didn't really do anything.\Stop crying!\Nothing's gone wrong since I got to Tokyo.\In fact, it's Nana. It's always fun when I'm with Nana. response:	I always feel so positive.
context: I handed your guarantor papers over to Mr. Ando, too.\I also received your key. It's over there.\Thank you, Nana!\What's that? I didn't really do anything.\Stop crying!\Nothing's gone wrong since I got to Tokyo.\In fact, it's Nana. It's always fun when I'm with Nana.\I always feel so positive. response:	It's strange, because we're so different in every way.
context: I also received your key. It's over there.\Thank you, Nana!\What's that? I didn't really do anything.\Stop crying!\Nothing's gone wrong since I got to Tokyo.\In fact, it's Nana. It's always fun when I'm with Nana.\I always feel so positive.\It's strange, because we're so different in every way. response:	I guess this is what they mean when people say you just click.
context: Thank you, Nana!\What's that? I didn't really do anything.\Stop crying!\Nothing's gone wrong since I got to Tokyo.\In fact, it's Nana. It's always fun when I'm with Nana.\I always feel so positive.\It's strange, because we're so different in every way.\I guess this is what they mean when people say you just click. response:	Incredible! It's perfect!
context: What's that? I didn't really do anything.\Stop crying!\Nothing's gone wrong since I got to Tokyo.\In fact, it's Nana. It's always fun when I'm with Nana.\I always feel so positive.\It's strange, because we're so different in every way.\I guess this is what they mean when people say you just click.\Incredible! It's perfect! response:	The size is just right for the window!
context: Stop crying!\Nothing's gone wrong since I got to Tokyo.\In fact, it's Nana. It's always fun when I'm with Nana.\I always feel so positive.\It's strange, because we're so different in every way.\I guess this is what they mean when people say you just click.\Incredible! It's perfect!\The size is just right for the window! response:	Something store-bought just wouldn't work like this.
context: Nothing's gone wrong since I got to Tokyo.\In fact, it's Nana. It's always fun when I'm with Nana.\I always feel so positive.\It's strange, because we're so different in every way.\I guess this is what they mean when people say you just click.\Incredible! It's perfect!\The size is just right for the window!\Something store-bought just wouldn't work like this. response:	Right? Do you like it?
context: In fact, it's Nana. It's always fun when I'm with Nana.\I always feel so positive.\It's strange, because we're so different in every way.\I guess this is what they mean when people say you just click.\Incredible! It's perfect!\The size is just right for the window!\Something store-bought just wouldn't work like this.\Right? Do you like it? response:	Oh, I do! You are so talented!
context: I always feel so positive.\It's strange, because we're so different in every way.\I guess this is what they mean when people say you just click.\Incredible! It's perfect!\The size is just right for the window!\Something store-bought just wouldn't work like this.\Right? Do you like it?\Oh, I do! You are so talented! response:	Hey, this is no big deal.
context: It's strange, because we're so different in every way.\I guess this is what they mean when people say you just click.\Incredible! It's perfect!\The size is just right for the window!\Something store-bought just wouldn't work like this.\Right? Do you like it?\Oh, I do! You are so talented!\Hey, this is no big deal. response:	Besides, I got some scraps from a nearby construction site,
context: I guess this is what they mean when people say you just click.\Incredible! It's perfect!\The size is just right for the window!\Something store-bought just wouldn't work like this.\Right? Do you like it?\Oh, I do! You are so talented!\Hey, this is no big deal.\Besides, I got some scraps from a nearby construction site, response:	so it's basically free.
context: Incredible! It's perfect!\The size is just right for the window!\Something store-bought just wouldn't work like this.\Right? Do you like it?\Oh, I do! You are so talented!\Hey, this is no big deal.\Besides, I got some scraps from a nearby construction site,\so it's basically free. response:	While I was at it,
context: The size is just right for the window!\Something store-bought just wouldn't work like this.\Right? Do you like it?\Oh, I do! You are so talented!\Hey, this is no big deal.\Besides, I got some scraps from a nearby construction site,\so it's basically free.\While I was at it, response:	I got one of the young workers to help me shave the wood.
context: Something store-bought just wouldn't work like this.\Right? Do you like it?\Oh, I do! You are so talented!\Hey, this is no big deal.\Besides, I got some scraps from a nearby construction site,\so it's basically free.\While I was at it,\I got one of the young workers to help me shave the wood. response:	Nana, you could be a carpenter! Cool, a girl carpenter!
context: Right? Do you like it?\Oh, I do! You are so talented!\Hey, this is no big deal.\Besides, I got some scraps from a nearby construction site,\so it's basically free.\While I was at it,\I got one of the young workers to help me shave the wood.\Nana, you could be a carpenter! Cool, a girl carpenter! response:	Why don't you look for work in that line?
context: Oh, I do! You are so talented!\Hey, this is no big deal.\Besides, I got some scraps from a nearby construction site,\so it's basically free.\While I was at it,\I got one of the young workers to help me shave the wood.\Nana, you could be a carpenter! Cool, a girl carpenter!\Why don't you look for work in that line? response:	Might work,
context: Hey, this is no big deal.\Besides, I got some scraps from a nearby construction site,\so it's basically free.\While I was at it,\I got one of the young workers to help me shave the wood.\Nana, you could be a carpenter! Cool, a girl carpenter!\Why don't you look for work in that line?\Might work, response:	but say I do this every day and then cut a finger or something.
context: Besides, I got some scraps from a nearby construction site,\so it's basically free.\While I was at it,\I got one of the young workers to help me shave the wood.\Nana, you could be a carpenter! Cool, a girl carpenter!\Why don't you look for work in that line?\Might work,\but say I do this every day and then cut a finger or something. response:	I won't be able to the play guitar.
context: so it's basically free.\While I was at it,\I got one of the young workers to help me shave the wood.\Nana, you could be a carpenter! Cool, a girl carpenter!\Why don't you look for work in that line?\Might work,\but say I do this every day and then cut a finger or something.\I won't be able to the play guitar. response:	Oh, right, your guitar...
context: While I was at it,\I got one of the young workers to help me shave the wood.\Nana, you could be a carpenter! Cool, a girl carpenter!\Why don't you look for work in that line?\Might work,\but say I do this every day and then cut a finger or something.\I won't be able to the play guitar.\Oh, right, your guitar... response:	Shall we eat?
context: I got one of the young workers to help me shave the wood.\Nana, you could be a carpenter! Cool, a girl carpenter!\Why don't you look for work in that line?\Might work,\but say I do this every day and then cut a finger or something.\I won't be able to the play guitar.\Oh, right, your guitar...\Shall we eat? response:	Hey Nana, are you looking to be a professional guitarist?
context: Nana, you could be a carpenter! Cool, a girl carpenter!\Why don't you look for work in that line?\Might work,\but say I do this every day and then cut a finger or something.\I won't be able to the play guitar.\Oh, right, your guitar...\Shall we eat?\Hey Nana, are you looking to be a professional guitarist? response:	What, are you kidding?
context: Why don't you look for work in that line?\Might work,\but say I do this every day and then cut a finger or something.\I won't be able to the play guitar.\Oh, right, your guitar...\Shall we eat?\Hey Nana, are you looking to be a professional guitarist?\What, are you kidding? response:	I'm not good enough to make it as a pro.
context: Might work,\but say I do this every day and then cut a finger or something.\I won't be able to the play guitar.\Oh, right, your guitar...\Shall we eat?\Hey Nana, are you looking to be a professional guitarist?\What, are you kidding?\I'm not good enough to make it as a pro. response:	But you used to play in a band, didn't you?
context: but say I do this every day and then cut a finger or something.\I won't be able to the play guitar.\Oh, right, your guitar...\Shall we eat?\Hey Nana, are you looking to be a professional guitarist?\What, are you kidding?\I'm not good enough to make it as a pro.\But you used to play in a band, didn't you? response:	Well yeah, but I wasn't the guitarist, I was a vocalist.
context: I won't be able to the play guitar.\Oh, right, your guitar...\Shall we eat?\Hey Nana, are you looking to be a professional guitarist?\What, are you kidding?\I'm not good enough to make it as a pro.\But you used to play in a band, didn't you?\Well yeah, but I wasn't the guitarist, I was a vocalist. response:	You were the singer!
context: Oh, right, your guitar...\Shall we eat?\Hey Nana, are you looking to be a professional guitarist?\What, are you kidding?\I'm not good enough to make it as a pro.\But you used to play in a band, didn't you?\Well yeah, but I wasn't the guitarist, I was a vocalist.\You were the singer! response:	Awesome! Cool! Respect!
context: Shall we eat?\Hey Nana, are you looking to be a professional guitarist?\What, are you kidding?\I'm not good enough to make it as a pro.\But you used to play in a band, didn't you?\Well yeah, but I wasn't the guitarist, I was a vocalist.\You were the singer!\Awesome! Cool! Respect! response:	About what?
context: Hey Nana, are you looking to be a professional guitarist?\What, are you kidding?\I'm not good enough to make it as a pro.\But you used to play in a band, didn't you?\Well yeah, but I wasn't the guitarist, I was a vocalist.\You were the singer!\Awesome! Cool! Respect!\About what? response:	Well...
context: What, are you kidding?\I'm not good enough to make it as a pro.\But you used to play in a band, didn't you?\Well yeah, but I wasn't the guitarist, I was a vocalist.\You were the singer!\Awesome! Cool! Respect!\About what?\Well... response:	Tell me that after you hear me sing, man.
context: I'm not good enough to make it as a pro.\But you used to play in a band, didn't you?\Well yeah, but I wasn't the guitarist, I was a vocalist.\You were the singer!\Awesome! Cool! Respect!\About what?\Well...\Tell me that after you hear me sing, man. response:	Yeah, I think I'd like to hear her sing.
context: But you used to play in a band, didn't you?\Well yeah, but I wasn't the guitarist, I was a vocalist.\You were the singer!\Awesome! Cool! Respect!\About what?\Well...\Tell me that after you hear me sing, man.\Yeah, I think I'd like to hear her sing. response:	There's no doubt in my mind that she'd be cool.
context: Well yeah, but I wasn't the guitarist, I was a vocalist.\You were the singer!\Awesome! Cool! Respect!\About what?\Well...\Tell me that after you hear me sing, man.\Yeah, I think I'd like to hear her sing.\There's no doubt in my mind that she'd be cool. response:	I'll be her greatest fan, for sure.
context: You were the singer!\Awesome! Cool! Respect!\About what?\Well...\Tell me that after you hear me sing, man.\Yeah, I think I'd like to hear her sing.\There's no doubt in my mind that she'd be cool.\I'll be her greatest fan, for sure. response:	Hey Nana?
context: Awesome! Cool! Respect!\About what?\Well...\Tell me that after you hear me sing, man.\Yeah, I think I'd like to hear her sing.\There's no doubt in my mind that she'd be cool.\I'll be her greatest fan, for sure.\Hey Nana? response:	I've been wondering, that tattoo on your arm.
context: About what?\Well...\Tell me that after you hear me sing, man.\Yeah, I think I'd like to hear her sing.\There's no doubt in my mind that she'd be cool.\I'll be her greatest fan, for sure.\Hey Nana?\I've been wondering, that tattoo on your arm. response:	Is it real?
context: Well...\Tell me that after you hear me sing, man.\Yeah, I think I'd like to hear her sing.\There's no doubt in my mind that she'd be cool.\I'll be her greatest fan, for sure.\Hey Nana?\I've been wondering, that tattoo on your arm.\Is it real? response:	It's not a sticker?
context: Tell me that after you hear me sing, man.\Yeah, I think I'd like to hear her sing.\There's no doubt in my mind that she'd be cool.\I'll be her greatest fan, for sure.\Hey Nana?\I've been wondering, that tattoo on your arm.\Is it real?\It's not a sticker? response:	Ah, yeah.
context: Yeah, I think I'd like to hear her sing.\There's no doubt in my mind that she'd be cool.\I'll be her greatest fan, for sure.\Hey Nana?\I've been wondering, that tattoo on your arm.\Is it real?\It's not a sticker?\Ah, yeah. response:	I knew it!
context: There's no doubt in my mind that she'd be cool.\I'll be her greatest fan, for sure.\Hey Nana?\I've been wondering, that tattoo on your arm.\Is it real?\It's not a sticker?\Ah, yeah.\I knew it! response:	Wow! I've heard tattooing is incredibly painful.
context: I'll be her greatest fan, for sure.\Hey Nana?\I've been wondering, that tattoo on your arm.\Is it real?\It's not a sticker?\Ah, yeah.\I knew it!\Wow! I've heard tattooing is incredibly painful. response:	You're so brave! I was scared just getting my ears pierced.
context: Hey Nana?\I've been wondering, that tattoo on your arm.\Is it real?\It's not a sticker?\Ah, yeah.\I knew it!\Wow! I've heard tattooing is incredibly painful.\You're so brave! I was scared just getting my ears pierced. response:	A bit of pain makes it all worth doing.
context: I've been wondering, that tattoo on your arm.\Is it real?\It's not a sticker?\Ah, yeah.\I knew it!\Wow! I've heard tattooing is incredibly painful.\You're so brave! I was scared just getting my ears pierced.\A bit of pain makes it all worth doing. response:	You think so?
context: Is it real?\It's not a sticker?\Ah, yeah.\I knew it!\Wow! I've heard tattooing is incredibly painful.\You're so brave! I was scared just getting my ears pierced.\A bit of pain makes it all worth doing.\You think so? response:	Kinda like, being aware that you're alive?
context: It's not a sticker?\Ah, yeah.\I knew it!\Wow! I've heard tattooing is incredibly painful.\You're so brave! I was scared just getting my ears pierced.\A bit of pain makes it all worth doing.\You think so?\Kinda like, being aware that you're alive? response:	Are you a masochist?
context: Ah, yeah.\I knew it!\Wow! I've heard tattooing is incredibly painful.\You're so brave! I was scared just getting my ears pierced.\A bit of pain makes it all worth doing.\You think so?\Kinda like, being aware that you're alive?\Are you a masochist? response:	No, actually if I had the choice, I'm more the sadist.
context: I knew it!\Wow! I've heard tattooing is incredibly painful.\You're so brave! I was scared just getting my ears pierced.\A bit of pain makes it all worth doing.\You think so?\Kinda like, being aware that you're alive?\Are you a masochist?\No, actually if I had the choice, I'm more the sadist. response:	So true.
context: Wow! I've heard tattooing is incredibly painful.\You're so brave! I was scared just getting my ears pierced.\A bit of pain makes it all worth doing.\You think so?\Kinda like, being aware that you're alive?\Are you a masochist?\No, actually if I had the choice, I'm more the sadist.\So true. response:	But Nana...
context: You're so brave! I was scared just getting my ears pierced.\A bit of pain makes it all worth doing.\You think so?\Kinda like, being aware that you're alive?\Are you a masochist?\No, actually if I had the choice, I'm more the sadist.\So true.\But Nana... response:	That's the flower of the lotus, isn't it? Why did you choose the lotus?
context: A bit of pain makes it all worth doing.\You think so?\Kinda like, being aware that you're alive?\Are you a masochist?\No, actually if I had the choice, I'm more the sadist.\So true.\But Nana...\That's the flower of the lotus, isn't it? Why did you choose the lotus? response:	Actually, it's the ren.
context: You think so?\Kinda like, being aware that you're alive?\Are you a masochist?\No, actually if I had the choice, I'm more the sadist.\So true.\But Nana...\That's the flower of the lotus, isn't it? Why did you choose the lotus?\Actually, it's the ren. response:	Huh?
context: Kinda like, being aware that you're alive?\Are you a masochist?\No, actually if I had the choice, I'm more the sadist.\So true.\But Nana...\That's the flower of the lotus, isn't it? Why did you choose the lotus?\Actually, it's the ren.\Huh? response:	Sui-ren?
context: Are you a masochist?\No, actually if I had the choice, I'm more the sadist.\So true.\But Nana...\That's the flower of the lotus, isn't it? Why did you choose the lotus?\Actually, it's the ren.\Huh?\Sui-ren? response:	Just plain ren.
context: No, actually if I had the choice, I'm more the sadist.\So true.\But Nana...\That's the flower of the lotus, isn't it? Why did you choose the lotus?\Actually, it's the ren.\Huh?\Sui-ren?\Just plain ren. response:	You mean lotus.
context: So true.\But Nana...\That's the flower of the lotus, isn't it? Why did you choose the lotus?\Actually, it's the ren.\Huh?\Sui-ren?\Just plain ren.\You mean lotus. response:	I said no.
context: But Nana...\That's the flower of the lotus, isn't it? Why did you choose the lotus?\Actually, it's the ren.\Huh?\Sui-ren?\Just plain ren.\You mean lotus.\I said no. response:	But that's totally a lotus.
context: That's the flower of the lotus, isn't it? Why did you choose the lotus?\Actually, it's the ren.\Huh?\Sui-ren?\Just plain ren.\You mean lotus.\I said no.\But that's totally a lotus. response:	Oh shut up!
context: Actually, it's the ren.\Huh?\Sui-ren?\Just plain ren.\You mean lotus.\I said no.\But that's totally a lotus.\Oh shut up! response:	But it definitely is a lotus. Why are you being so stubborn?
context: Huh?\Sui-ren?\Just plain ren.\You mean lotus.\I said no.\But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn? response:	Who's the stubborn one?!
context: Sui-ren?\Just plain ren.\You mean lotus.\I said no.\But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?! response:	Who could it be at this time of night?
context: Just plain ren.\You mean lotus.\I said no.\But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night? response:	Miss Osaki. I have a delivery for you.
context: You mean lotus.\I said no.\But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night?\Miss Osaki. I have a delivery for you. response:	It could be the stuff from Yasu!
context: I said no.\But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night?\Miss Osaki. I have a delivery for you.\It could be the stuff from Yasu! response:	That man sure works fast.
context: But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night?\Miss Osaki. I have a delivery for you.\It could be the stuff from Yasu!\That man sure works fast. response:	What a guy.
context: Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night?\Miss Osaki. I have a delivery for you.\It could be the stuff from Yasu!\That man sure works fast.\What a guy. response:	Good evening.
context: But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night?\Miss Osaki. I have a delivery for you.\It could be the stuff from Yasu!\That man sure works fast.\What a guy.\Good evening. response:	Nobu! What the heck are you doing here?!
context: Who's the stubborn one?!\Who could it be at this time of night?\Miss Osaki. I have a delivery for you.\It could be the stuff from Yasu!\That man sure works fast.\What a guy.\Good evening.\Nobu! What the heck are you doing here?! response:	Oh wonderful! The exact response I was expecting!
context: Who could it be at this time of night?\Miss Osaki. I have a delivery for you.\It could be the stuff from Yasu!\That man sure works fast.\What a guy.\Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting! response:	Good!
context: Miss Osaki. I have a delivery for you.\It could be the stuff from Yasu!\That man sure works fast.\What a guy.\Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good! response:	Wow! This is delicious! I am so impressed!
context: It could be the stuff from Yasu!\That man sure works fast.\What a guy.\Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good!\Wow! This is delicious! I am so impressed! response:	- You'll make a good wife, Nana. - No... Umm...
context: That man sure works fast.\What a guy.\Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good!\Wow! This is delicious! I am so impressed!\- You'll make a good wife, Nana. - No... Umm... response:	You have the same name, but what a difference!
context: What a guy.\Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good!\Wow! This is delicious! I am so impressed!\- You'll make a good wife, Nana. - No... Umm...\You have the same name, but what a difference! response:	Thanks for the compliment. I made that.
context: Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good!\Wow! This is delicious! I am so impressed!\- You'll make a good wife, Nana. - No... Umm...\You have the same name, but what a difference!\Thanks for the compliment. I made that. response:	Figures. I thought it was a bit...
context: Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good!\Wow! This is delicious! I am so impressed!\- You'll make a good wife, Nana. - No... Umm...\You have the same name, but what a difference!\Thanks for the compliment. I made that.\Figures. I thought it was a bit... response:	If you don't like it, leave it!
context: Oh wonderful! The exact response I was expecting!\Good!\Wow! This is delicious! I am so impressed!\- You'll make a good wife, Nana. - No... Umm...\You have the same name, but what a difference!\Thanks for the compliment. I made that.\Figures. I thought it was a bit...\If you don't like it, leave it! response:	What the heck are you doing here anyway? You!
context: Good!\Wow! This is delicious! I am so impressed!\- You'll make a good wife, Nana. - No... Umm...\You have the same name, but what a difference!\Thanks for the compliment. I made that.\Figures. I thought it was a bit...\If you don't like it, leave it!\What the heck are you doing here anyway? You! response:	Wha? I came to bring you your stuff!
context: Wow! This is delicious! I am so impressed!\- You'll make a good wife, Nana. - No... Umm...\You have the same name, but what a difference!\Thanks for the compliment. I made that.\Figures. I thought it was a bit...\If you don't like it, leave it!\What the heck are you doing here anyway? You!\Wha? I came to bring you your stuff! response:	It was an eight-hour drive, man! You could be thankful!
context: - You'll make a good wife, Nana. - No... Umm...\You have the same name, but what a difference!\Thanks for the compliment. I made that.\Figures. I thought it was a bit...\If you don't like it, leave it!\What the heck are you doing here anyway? You!\Wha? I came to bring you your stuff!\It was an eight-hour drive, man! You could be thankful! response:	Well done, then. Now you may go.
context: You have the same name, but what a difference!\Thanks for the compliment. I made that.\Figures. I thought it was a bit...\If you don't like it, leave it!\What the heck are you doing here anyway? You!\Wha? I came to bring you your stuff!\It was an eight-hour drive, man! You could be thankful!\Well done, then. Now you may go. response:	- Get outta here. Go home! - Nana!
context: Thanks for the compliment. I made that.\Figures. I thought it was a bit...\If you don't like it, leave it!\What the heck are you doing here anyway? You!\Wha? I came to bring you your stuff!\It was an eight-hour drive, man! You could be thankful!\Well done, then. Now you may go.\- Get outta here. Go home! - Nana! response:	Please! Let me stay here just one night!
context: Figures. I thought it was a bit...\If you don't like it, leave it!\What the heck are you doing here anyway? You!\Wha? I came to bring you your stuff!\It was an eight-hour drive, man! You could be thankful!\Well done, then. Now you may go.\- Get outta here. Go home! - Nana!\Please! Let me stay here just one night! response:	No way.
context: If you don't like it, leave it!\What the heck are you doing here anyway? You!\Wha? I came to bring you your stuff!\It was an eight-hour drive, man! You could be thankful!\Well done, then. Now you may go.\- Get outta here. Go home! - Nana!\Please! Let me stay here just one night!\No way. response:	- In fact, I... - I don't wanna hear!
context: What the heck are you doing here anyway? You!\Wha? I came to bring you your stuff!\It was an eight-hour drive, man! You could be thankful!\Well done, then. Now you may go.\- Get outta here. Go home! - Nana!\Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear! response:	I ran away from home.
context: Wha? I came to bring you your stuff!\It was an eight-hour drive, man! You could be thankful!\Well done, then. Now you may go.\- Get outta here. Go home! - Nana!\Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear!\I ran away from home. response:	I told you, I don't wanna hear it!
context: It was an eight-hour drive, man! You could be thankful!\Well done, then. Now you may go.\- Get outta here. Go home! - Nana!\Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear!\I ran away from home.\I told you, I don't wanna hear it! response:	Nana!
context: Well done, then. Now you may go.\- Get outta here. Go home! - Nana!\Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear!\I ran away from home.\I told you, I don't wanna hear it!\Nana! response:	I have no attraction to my hometown, whatsoever.
context: - Get outta here. Go home! - Nana!\Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear!\I ran away from home.\I told you, I don't wanna hear it!\Nana!\I have no attraction to my hometown, whatsoever. response:	Why do you treat him like that? He's your friend, isn't he?
context: Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear!\I ran away from home.\I told you, I don't wanna hear it!\Nana!\I have no attraction to my hometown, whatsoever.\Why do you treat him like that? He's your friend, isn't he? response:	Um, Nobu, is it?
context: No way.\- In fact, I... - I don't wanna hear!\I ran away from home.\I told you, I don't wanna hear it!\Nana!\I have no attraction to my hometown, whatsoever.\Why do you treat him like that? He's your friend, isn't he?\Um, Nobu, is it? response:	Are you all right?
context: - In fact, I... - I don't wanna hear!\I ran away from home.\I told you, I don't wanna hear it!\Nana!\I have no attraction to my hometown, whatsoever.\Why do you treat him like that? He's your friend, isn't he?\Um, Nobu, is it?\Are you all right? response:	You don't have to be polite to me. I'm totally used to this.
context: I ran away from home.\I told you, I don't wanna hear it!\Nana!\I have no attraction to my hometown, whatsoever.\Why do you treat him like that? He's your friend, isn't he?\Um, Nobu, is it?\Are you all right?\You don't have to be polite to me. I'm totally used to this. response:	Don't expect any hospitality, but you can stay here if you like.
context: I told you, I don't wanna hear it!\Nana!\I have no attraction to my hometown, whatsoever.\Why do you treat him like that? He's your friend, isn't he?\Um, Nobu, is it?\Are you all right?\You don't have to be polite to me. I'm totally used to this.\Don't expect any hospitality, but you can stay here if you like. response:	Thanks. You're so kind...
context: Nana!\I have no attraction to my hometown, whatsoever.\Why do you treat him like that? He's your friend, isn't he?\Um, Nobu, is it?\Are you all right?\You don't have to be polite to me. I'm totally used to this.\Don't expect any hospitality, but you can stay here if you like.\Thanks. You're so kind... response:	I won't have it.
context: I have no attraction to my hometown, whatsoever.\Why do you treat him like that? He's your friend, isn't he?\Um, Nobu, is it?\Are you all right?\You don't have to be polite to me. I'm totally used to this.\Don't expect any hospitality, but you can stay here if you like.\Thanks. You're so kind...\I won't have it. response:	Nana, what are you going on about?
context: Why do you treat him like that? He's your friend, isn't he?\Um, Nobu, is it?\Are you all right?\You don't have to be polite to me. I'm totally used to this.\Don't expect any hospitality, but you can stay here if you like.\Thanks. You're so kind...\I won't have it.\Nana, what are you going on about? response:	It's for him. He needs to smarten up!
context: Um, Nobu, is it?\Are you all right?\You don't have to be polite to me. I'm totally used to this.\Don't expect any hospitality, but you can stay here if you like.\Thanks. You're so kind...\I won't have it.\Nana, what are you going on about?\It's for him. He needs to smarten up! response:	Now you listen to me, Nobu.
context: Are you all right?\You don't have to be polite to me. I'm totally used to this.\Don't expect any hospitality, but you can stay here if you like.\Thanks. You're so kind...\I won't have it.\Nana, what are you going on about?\It's for him. He needs to smarten up!\Now you listen to me, Nobu. response:	You are to follow your father's footsteps and run that huge Japanese Inn.
context: You don't have to be polite to me. I'm totally used to this.\Don't expect any hospitality, but you can stay here if you like.\Thanks. You're so kind...\I won't have it.\Nana, what are you going on about?\It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese Inn. response:	Get it through your head.
