context: New Year's response:	Another New Year
context: We have to give chocolate to Tsuda.\According to Aria,\Dejima-san is teaching people how to make chocolate.\How about we all make some together?\That marker's almost out of ink.\You sure?\Class on hand job\Some of the characters aren't written correctly. response:	Let's lend our hand to do the job?
context: According to Aria,\Dejima-san is teaching people how to make chocolate.\How about we all make some together?\That marker's almost out of ink.\You sure?\Class on hand job\Some of the characters aren't written correctly.\Let's lend our hand to do the job? response:	Let's lenD OUR hand job?
context: Dejima-san is teaching people how to make chocolate.\How about we all make some together?\That marker's almost out of ink.\You sure?\Class on hand job\Some of the characters aren't written correctly.\Let's lend our hand to do the job?\Let's lenD OUR hand job? response:	The kitchen's pretty big.
context: How about we all make some together?\That marker's almost out of ink.\You sure?\Class on hand job\Some of the characters aren't written correctly.\Let's lend our hand to do the job?\Let's lenD OUR hand job?\The kitchen's pretty big. response:	You're good at making sweets?
context: That marker's almost out of ink.\You sure?\Class on hand job\Some of the characters aren't written correctly.\Let's lend our hand to do the job?\Let's lenD OUR hand job?\The kitchen's pretty big.\You're good at making sweets? response:	That's right.
context: You sure?\Class on hand job\Some of the characters aren't written correctly.\Let's lend our hand to do the job?\Let's lenD OUR hand job?\The kitchen's pretty big.\You're good at making sweets?\That's right. response:	I can make anything.
context: Class on hand job\Some of the characters aren't written correctly.\Let's lend our hand to do the job?\Let's lenD OUR hand job?\The kitchen's pretty big.\You're good at making sweets?\That's right.\I can make anything. response:	I can make Japanese food,
context: Some of the characters aren't written correctly.\Let's lend our hand to do the job?\Let's lenD OUR hand job?\The kitchen's pretty big.\You're good at making sweets?\That's right.\I can make anything.\I can make Japanese food, response:	Western food, sweets...
context: Let's lend our hand to do the job?\Let's lenD OUR hand job?\The kitchen's pretty big.\You're good at making sweets?\That's right.\I can make anything.\I can make Japanese food,\Western food, sweets... response:	Get a man...
context: Let's lenD OUR hand job?\The kitchen's pretty big.\You're good at making sweets?\That's right.\I can make anything.\I can make Japanese food,\Western food, sweets...\Get a man... response:	Okay, so let's start getting ready.
context: The kitchen's pretty big.\You're good at making sweets?\That's right.\I can make anything.\I can make Japanese food,\Western food, sweets...\Get a man...\Okay, so let's start getting ready. response:	Right.
context: You're good at making sweets?\That's right.\I can make anything.\I can make Japanese food,\Western food, sweets...\Get a man...\Okay, so let's start getting ready.\Right. response:	Huh? Did they not hear me?
context: That's right.\I can make anything.\I can make Japanese food,\Western food, sweets...\Get a man...\Okay, so let's start getting ready.\Right.\Huh? Did they not hear me? response:	Dejima saved my life.
context: I can make anything.\I can make Japanese food,\Western food, sweets...\Get a man...\Okay, so let's start getting ready.\Right.\Huh? Did they not hear me?\Dejima saved my life. response:	What's that about?
context: I can make Japanese food,\Western food, sweets...\Get a man...\Okay, so let's start getting ready.\Right.\Huh? Did they not hear me?\Dejima saved my life.\What's that about? response:	Last night...
context: Western food, sweets...\Get a man...\Okay, so let's start getting ready.\Right.\Huh? Did they not hear me?\Dejima saved my life.\What's that about?\Last night... response:	Roll
context: Get a man...\Okay, so let's start getting ready.\Right.\Huh? Did they not hear me?\Dejima saved my life.\What's that about?\Last night...\Roll response:	Catch
context: Okay, so let's start getting ready.\Right.\Huh? Did they not hear me?\Dejima saved my life.\What's that about?\Last night...\Roll\Catch response:	Watch out!
context: Right.\Huh? Did they not hear me?\Dejima saved my life.\What's that about?\Last night...\Roll\Catch\Watch out! response:	I almost fell and got hurt.
context: Huh? Did they not hear me?\Dejima saved my life.\What's that about?\Last night...\Roll\Catch\Watch out!\I almost fell and got hurt. response:	I see...
context: Dejima saved my life.\What's that about?\Last night...\Roll\Catch\Watch out!\I almost fell and got hurt.\I see... response:	I see.
context: What's that about?\Last night...\Roll\Catch\Watch out!\I almost fell and got hurt.\I see...\I see. response:	Wait a second.
context: Last night...\Roll\Catch\Watch out!\I almost fell and got hurt.\I see...\I see.\Wait a second. response:	Why was Dejima-san there in the first place?
context: Roll\Catch\Watch out!\I almost fell and got hurt.\I see...\I see.\Wait a second.\Why was Dejima-san there in the first place? response:	Next we'll be making our patterns.
context: Catch\Watch out!\I almost fell and got hurt.\I see...\I see.\Wait a second.\Why was Dejima-san there in the first place?\Next we'll be making our patterns. response:	Click
context: Watch out!\I almost fell and got hurt.\I see...\I see.\Wait a second.\Why was Dejima-san there in the first place?\Next we'll be making our patterns.\Click response:	The breaker tripped.
context: I almost fell and got hurt.\I see...\I see.\Wait a second.\Why was Dejima-san there in the first place?\Next we'll be making our patterns.\Click\The breaker tripped. response:	Miss, where are you?!
context: I see...\I see.\Wait a second.\Why was Dejima-san there in the first place?\Next we'll be making our patterns.\Click\The breaker tripped.\Miss, where are you?! response:	Say something if you're fine.
context: I see.\Wait a second.\Why was Dejima-san there in the first place?\Next we'll be making our patterns.\Click\The breaker tripped.\Miss, where are you?!\Say something if you're fine. response:	I'm fine
context: Wait a second.\Why was Dejima-san there in the first place?\Next we'll be making our patterns.\Click\The breaker tripped.\Miss, where are you?!\Say something if you're fine.\I'm fine response:	I'm fine.
context: Why was Dejima-san there in the first place?\Next we'll be making our patterns.\Click\The breaker tripped.\Miss, where are you?!\Say something if you're fine.\I'm fine\I'm fine. response:	It's dark and something sexy could happen, but I can't see!
context: Next we'll be making our patterns.\Click\The breaker tripped.\Miss, where are you?!\Say something if you're fine.\I'm fine\I'm fine.\It's dark and something sexy could happen, but I can't see! response:	I sense some bad energy.
context: Click\The breaker tripped.\Miss, where are you?!\Say something if you're fine.\I'm fine\I'm fine.\It's dark and something sexy could happen, but I can't see!\I sense some bad energy. response:	Crap.
context: The breaker tripped.\Miss, where are you?!\Say something if you're fine.\I'm fine\I'm fine.\It's dark and something sexy could happen, but I can't see!\I sense some bad energy.\Crap. response:	What is it?
context: Miss, where are you?!\Say something if you're fine.\I'm fine\I'm fine.\It's dark and something sexy could happen, but I can't see!\I sense some bad energy.\Crap.\What is it? response:	What's wrong?
context: Say something if you're fine.\I'm fine\I'm fine.\It's dark and something sexy could happen, but I can't see!\I sense some bad energy.\Crap.\What is it?\What's wrong? response:	I wanted to see if the chocolate hardened yet,
context: I'm fine\I'm fine.\It's dark and something sexy could happen, but I can't see!\I sense some bad energy.\Crap.\What is it?\What's wrong?\I wanted to see if the chocolate hardened yet, response:	and then I slipped and my hand...
context: I'm fine.\It's dark and something sexy could happen, but I can't see!\I sense some bad energy.\Crap.\What is it?\What's wrong?\I wanted to see if the chocolate hardened yet,\and then I slipped and my hand... response:	This might not be that bad.
context: It's dark and something sexy could happen, but I can't see!\I sense some bad energy.\Crap.\What is it?\What's wrong?\I wanted to see if the chocolate hardened yet,\and then I slipped and my hand...\This might not be that bad. response:	Yeah, brings back memories.
context: I sense some bad energy.\Crap.\What is it?\What's wrong?\I wanted to see if the chocolate hardened yet,\and then I slipped and my hand...\This might not be that bad.\Yeah, brings back memories. response:	You know when you're a kid and you
context: Crap.\What is it?\What's wrong?\I wanted to see if the chocolate hardened yet,\and then I slipped and my hand...\This might not be that bad.\Yeah, brings back memories.\You know when you're a kid and you response:	want to see how much you've grown and stuff.
context: What is it?\What's wrong?\I wanted to see if the chocolate hardened yet,\and then I slipped and my hand...\This might not be that bad.\Yeah, brings back memories.\You know when you're a kid and you\want to see how much you've grown and stuff. response:	All right. I'm going to remake the thing.
context: What's wrong?\I wanted to see if the chocolate hardened yet,\and then I slipped and my hand...\This might not be that bad.\Yeah, brings back memories.\You know when you're a kid and you\want to see how much you've grown and stuff.\All right. I'm going to remake the thing. response:	Takatoshi-kun.
context: I wanted to see if the chocolate hardened yet,\and then I slipped and my hand...\This might not be that bad.\Yeah, brings back memories.\You know when you're a kid and you\want to see how much you've grown and stuff.\All right. I'm going to remake the thing.\Takatoshi-kun. response:	Hm?
context: and then I slipped and my hand...\This might not be that bad.\Yeah, brings back memories.\You know when you're a kid and you\want to see how much you've grown and stuff.\All right. I'm going to remake the thing.\Takatoshi-kun.\Hm? response:	Here's some chocolate.
context: This might not be that bad.\Yeah, brings back memories.\You know when you're a kid and you\want to see how much you've grown and stuff.\All right. I'm going to remake the thing.\Takatoshi-kun.\Hm?\Here's some chocolate. response:	Some from me, too.
context: Yeah, brings back memories.\You know when you're a kid and you\want to see how much you've grown and stuff.\All right. I'm going to remake the thing.\Takatoshi-kun.\Hm?\Here's some chocolate.\Some from me, too. response:	Thank you.
context: You know when you're a kid and you\want to see how much you've grown and stuff.\All right. I'm going to remake the thing.\Takatoshi-kun.\Hm?\Here's some chocolate.\Some from me, too.\Thank you. response:	Hey, Tsuda, don't fall for them!
context: want to see how much you've grown and stuff.\All right. I'm going to remake the thing.\Takatoshi-kun.\Hm?\Here's some chocolate.\Some from me, too.\Thank you.\Hey, Tsuda, don't fall for them! response:	Yeah!
context: All right. I'm going to remake the thing.\Takatoshi-kun.\Hm?\Here's some chocolate.\Some from me, too.\Thank you.\Hey, Tsuda, don't fall for them!\Yeah! response:	If you're going to be dere, be a tsundere first!
context: Takatoshi-kun.\Hm?\Here's some chocolate.\Some from me, too.\Thank you.\Hey, Tsuda, don't fall for them!\Yeah!\If you're going to be dere, be a tsundere first! response:	That's not what I meant.
context: Hm?\Here's some chocolate.\Some from me, too.\Thank you.\Hey, Tsuda, don't fall for them!\Yeah!\If you're going to be dere, be a tsundere first!\That's not what I meant. response:	Tsuda, take this.
context: Here's some chocolate.\Some from me, too.\Thank you.\Hey, Tsuda, don't fall for them!\Yeah!\If you're going to be dere, be a tsundere first!\That's not what I meant.\Tsuda, take this. response:	Thanks.
context: Some from me, too.\Thank you.\Hey, Tsuda, don't fall for them!\Yeah!\If you're going to be dere, be a tsundere first!\That's not what I meant.\Tsuda, take this.\Thanks. response:	No, you're always helping me out, anyway.
context: Thank you.\Hey, Tsuda, don't fall for them!\Yeah!\If you're going to be dere, be a tsundere first!\That's not what I meant.\Tsuda, take this.\Thanks.\No, you're always helping me out, anyway. response:	I think you have that backwards.
context: Hey, Tsuda, don't fall for them!\Yeah!\If you're going to be dere, be a tsundere first!\That's not what I meant.\Tsuda, take this.\Thanks.\No, you're always helping me out, anyway.\I think you have that backwards. response:	It's kind of embarrassing to hand this over.
context: Yeah!\If you're going to be dere, be a tsundere first!\That's not what I meant.\Tsuda, take this.\Thanks.\No, you're always helping me out, anyway.\I think you have that backwards.\It's kind of embarrassing to hand this over. response:	Suzu-chan, if it's hard to give it to him,
context: If you're going to be dere, be a tsundere first!\That's not what I meant.\Tsuda, take this.\Thanks.\No, you're always helping me out, anyway.\I think you have that backwards.\It's kind of embarrassing to hand this over.\Suzu-chan, if it's hard to give it to him, response:	just follow this script.
context: That's not what I meant.\Tsuda, take this.\Thanks.\No, you're always helping me out, anyway.\I think you have that backwards.\It's kind of embarrassing to hand this over.\Suzu-chan, if it's hard to give it to him,\just follow this script. response:	Tsuda!
context: Tsuda, take this.\Thanks.\No, you're always helping me out, anyway.\I think you have that backwards.\It's kind of embarrassing to hand this over.\Suzu-chan, if it's hard to give it to him,\just follow this script.\Tsuda! response:	I've got some Valentine's chocolate here.
context: Thanks.\No, you're always helping me out, anyway.\I think you have that backwards.\It's kind of embarrassing to hand this over.\Suzu-chan, if it's hard to give it to him,\just follow this script.\Tsuda!\I've got some Valentine's chocolate here. response:	I don't want you to get the wrong idea.
context: No, you're always helping me out, anyway.\I think you have that backwards.\It's kind of embarrassing to hand this over.\Suzu-chan, if it's hard to give it to him,\just follow this script.\Tsuda!\I've got some Valentine's chocolate here.\I don't want you to get the wrong idea. response:	I had to make it. I mean you're part of the student council, and all.
context: I think you have that backwards.\It's kind of embarrassing to hand this over.\Suzu-chan, if it's hard to give it to him,\just follow this script.\Tsuda!\I've got some Valentine's chocolate here.\I don't want you to get the wrong idea.\I had to make it. I mean you're part of the student council, and all. response:	I see.
context: It's kind of embarrassing to hand this over.\Suzu-chan, if it's hard to give it to him,\just follow this script.\Tsuda!\I've got some Valentine's chocolate here.\I don't want you to get the wrong idea.\I had to make it. I mean you're part of the student council, and all.\I see. response:	Depressed
context: Suzu-chan, if it's hard to give it to him,\just follow this script.\Tsuda!\I've got some Valentine's chocolate here.\I don't want you to get the wrong idea.\I had to make it. I mean you're part of the student council, and all.\I see.\Depressed response:	Sorry you had to go out of your way...
context: just follow this script.\Tsuda!\I've got some Valentine's chocolate here.\I don't want you to get the wrong idea.\I had to make it. I mean you're part of the student council, and all.\I see.\Depressed\Sorry you had to go out of your way... response:	Huh?
context: Tsuda!\I've got some Valentine's chocolate here.\I don't want you to get the wrong idea.\I had to make it. I mean you're part of the student council, and all.\I see.\Depressed\Sorry you had to go out of your way...\Huh? response:	This happens when someone doesn't get that you're being tsundere
context: I've got some Valentine's chocolate here.\I don't want you to get the wrong idea.\I had to make it. I mean you're part of the student council, and all.\I see.\Depressed\Sorry you had to go out of your way...\Huh?\This happens when someone doesn't get that you're being tsundere response:	Todoroki Nene's Trivia
context: I don't want you to get the wrong idea.\I had to make it. I mean you're part of the student council, and all.\I see.\Depressed\Sorry you had to go out of your way...\Huh?\This happens when someone doesn't get that you're being tsundere\Todoroki Nene's Trivia response:	Todoroki Nene's Trivia
context: I had to make it. I mean you're part of the student council, and all.\I see.\Depressed\Sorry you had to go out of your way...\Huh?\This happens when someone doesn't get that you're being tsundere\Todoroki Nene's Trivia\Todoroki Nene's Trivia response:	All right. We're going to get started.
context: I see.\Depressed\Sorry you had to go out of your way...\Huh?\This happens when someone doesn't get that you're being tsundere\Todoroki Nene's Trivia\Todoroki Nene's Trivia\All right. We're going to get started. response:	Wait!
context: Depressed\Sorry you had to go out of your way...\Huh?\This happens when someone doesn't get that you're being tsundere\Todoroki Nene's Trivia\Todoroki Nene's Trivia\All right. We're going to get started.\Wait! response:	What's that?
context: Sorry you had to go out of your way...\Huh?\This happens when someone doesn't get that you're being tsundere\Todoroki Nene's Trivia\Todoroki Nene's Trivia\All right. We're going to get started.\Wait!\What's that? response:	This is a traditional plant stalk from the Kumamoto Prefecture area.
context: Huh?\This happens when someone doesn't get that you're being tsundere\Todoroki Nene's Trivia\Todoroki Nene's Trivia\All right. We're going to get started.\Wait!\What's that?\This is a traditional plant stalk from the Kumamoto Prefecture area. response:	Back in the Edo period, the Higo Hosogawa clan,
context: This happens when someone doesn't get that you're being tsundere\Todoroki Nene's Trivia\Todoroki Nene's Trivia\All right. We're going to get started.\Wait!\What's that?\This is a traditional plant stalk from the Kumamoto Prefecture area.\Back in the Edo period, the Higo Hosogawa clan, response:	during one of the daimyo's routine visits to Edo,
context: Todoroki Nene's Trivia\Todoroki Nene's Trivia\All right. We're going to get started.\Wait!\What's that?\This is a traditional plant stalk from the Kumamoto Prefecture area.\Back in the Edo period, the Higo Hosogawa clan,\during one of the daimyo's routine visits to Edo, response:	presented this sex aid to the
context: Todoroki Nene's Trivia\All right. We're going to get started.\Wait!\What's that?\This is a traditional plant stalk from the Kumamoto Prefecture area.\Back in the Edo period, the Higo Hosogawa clan,\during one of the daimyo's routine visits to Edo,\presented this sex aid to the response:	Tokugawa shogunate.
context: All right. We're going to get started.\Wait!\What's that?\This is a traditional plant stalk from the Kumamoto Prefecture area.\Back in the Edo period, the Higo Hosogawa clan,\during one of the daimyo's routine visits to Edo,\presented this sex aid to the\Tokugawa shogunate. response:	Don't try to make it sound fancy.
context: Wait!\What's that?\This is a traditional plant stalk from the Kumamoto Prefecture area.\Back in the Edo period, the Higo Hosogawa clan,\during one of the daimyo's routine visits to Edo,\presented this sex aid to the\Tokugawa shogunate.\Don't try to make it sound fancy. response:	They'd take giant elephant ear stalk and let it dry it out,
context: What's that?\This is a traditional plant stalk from the Kumamoto Prefecture area.\Back in the Edo period, the Higo Hosogawa clan,\during one of the daimyo's routine visits to Edo,\presented this sex aid to the\Tokugawa shogunate.\Don't try to make it sound fancy.\They'd take giant elephant ear stalk and let it dry it out, response:	and weave it into a cylindrical shape.
context: This is a traditional plant stalk from the Kumamoto Prefecture area.\Back in the Edo period, the Higo Hosogawa clan,\during one of the daimyo's routine visits to Edo,\presented this sex aid to the\Tokugawa shogunate.\Don't try to make it sound fancy.\They'd take giant elephant ear stalk and let it dry it out,\and weave it into a cylindrical shape. response:	When you want to use it, you let it soak in warm water,
context: Back in the Edo period, the Higo Hosogawa clan,\during one of the daimyo's routine visits to Edo,\presented this sex aid to the\Tokugawa shogunate.\Don't try to make it sound fancy.\They'd take giant elephant ear stalk and let it dry it out,\and weave it into a cylindrical shape.\When you want to use it, you let it soak in warm water, response:	and it becomes soft.
context: during one of the daimyo's routine visits to Edo,\presented this sex aid to the\Tokugawa shogunate.\Don't try to make it sound fancy.\They'd take giant elephant ear stalk and let it dry it out,\and weave it into a cylindrical shape.\When you want to use it, you let it soak in warm water,\and it becomes soft. response:	I see...
context: presented this sex aid to the\Tokugawa shogunate.\Don't try to make it sound fancy.\They'd take giant elephant ear stalk and let it dry it out,\and weave it into a cylindrical shape.\When you want to use it, you let it soak in warm water,\and it becomes soft.\I see... response:	It's hard to describe,
context: Tokugawa shogunate.\Don't try to make it sound fancy.\They'd take giant elephant ear stalk and let it dry it out,\and weave it into a cylindrical shape.\When you want to use it, you let it soak in warm water,\and it becomes soft.\I see...\It's hard to describe, response:	so I'll just show you.
context: Don't try to make it sound fancy.\They'd take giant elephant ear stalk and let it dry it out,\and weave it into a cylindrical shape.\When you want to use it, you let it soak in warm water,\and it becomes soft.\I see...\It's hard to describe,\so I'll just show you. response:	Zip
context: They'd take giant elephant ear stalk and let it dry it out,\and weave it into a cylindrical shape.\When you want to use it, you let it soak in warm water,\and it becomes soft.\I see...\It's hard to describe,\so I'll just show you.\Zip response:	This is over!
context: and weave it into a cylindrical shape.\When you want to use it, you let it soak in warm water,\and it becomes soft.\I see...\It's hard to describe,\so I'll just show you.\Zip\This is over! response:	Todoroki Nene's Trivia
context: When you want to use it, you let it soak in warm water,\and it becomes soft.\I see...\It's hard to describe,\so I'll just show you.\Zip\This is over!\Todoroki Nene's Trivia response:	All over...
context: and it becomes soft.\I see...\It's hard to describe,\so I'll just show you.\Zip\This is over!\Todoroki Nene's Trivia\All over... response:	It's traditional!
context: I see...\It's hard to describe,\so I'll just show you.\Zip\This is over!\Todoroki Nene's Trivia\All over...\It's traditional! response:	It's almost time to think about giving stuff back for White Day.
context: It's hard to describe,\so I'll just show you.\Zip\This is over!\Todoroki Nene's Trivia\All over...\It's traditional!\It's almost time to think about giving stuff back for White Day. response:	Please have these!!
context: so I'll just show you.\Zip\This is over!\Todoroki Nene's Trivia\All over...\It's traditional!\It's almost time to think about giving stuff back for White Day.\Please have these!! response:	Please have these!
context: Zip\This is over!\Todoroki Nene's Trivia\All over...\It's traditional!\It's almost time to think about giving stuff back for White Day.\Please have these!!\Please have these! response:	But it's kind of weird exchanging presents with girls.
context: This is over!\Todoroki Nene's Trivia\All over...\It's traditional!\It's almost time to think about giving stuff back for White Day.\Please have these!!\Please have these!\But it's kind of weird exchanging presents with girls. response:	Well, you're an extremely intelligent individual.
context: Todoroki Nene's Trivia\All over...\It's traditional!\It's almost time to think about giving stuff back for White Day.\Please have these!!\Please have these!\But it's kind of weird exchanging presents with girls.\Well, you're an extremely intelligent individual. response:	I can see why everyone would like you, regardless of their gender.
context: All over...\It's traditional!\It's almost time to think about giving stuff back for White Day.\Please have these!!\Please have these!\But it's kind of weird exchanging presents with girls.\Well, you're an extremely intelligent individual.\I can see why everyone would like you, regardless of their gender. response:	Hey, what's with all the sucking up, Hagimura?
context: It's traditional!\It's almost time to think about giving stuff back for White Day.\Please have these!!\Please have these!\But it's kind of weird exchanging presents with girls.\Well, you're an extremely intelligent individual.\I can see why everyone would like you, regardless of their gender.\Hey, what's with all the sucking up, Hagimura? response:	embarrassed
context: It's almost time to think about giving stuff back for White Day.\Please have these!!\Please have these!\But it's kind of weird exchanging presents with girls.\Well, you're an extremely intelligent individual.\I can see why everyone would like you, regardless of their gender.\Hey, what's with all the sucking up, Hagimura?\embarrassed response:	Though if you're going to be good at something,
context: Please have these!!\Please have these!\But it's kind of weird exchanging presents with girls.\Well, you're an extremely intelligent individual.\I can see why everyone would like you, regardless of their gender.\Hey, what's with all the sucking up, Hagimura?\embarrassed\Though if you're going to be good at something, response:	sucking's probably it.
context: Please have these!\But it's kind of weird exchanging presents with girls.\Well, you're an extremely intelligent individual.\I can see why everyone would like you, regardless of their gender.\Hey, what's with all the sucking up, Hagimura?\embarrassed\Though if you're going to be good at something,\sucking's probably it. response:	Maybe I was wrong.
context: But it's kind of weird exchanging presents with girls.\Well, you're an extremely intelligent individual.\I can see why everyone would like you, regardless of their gender.\Hey, what's with all the sucking up, Hagimura?\embarrassed\Though if you're going to be good at something,\sucking's probably it.\Maybe I was wrong. response:	Seitokai Yakuindomo
context: Well, you're an extremely intelligent individual.\I can see why everyone would like you, regardless of their gender.\Hey, what's with all the sucking up, Hagimura?\embarrassed\Though if you're going to be good at something,\sucking's probably it.\Maybe I was wrong.\Seitokai Yakuindomo response:	Vir*in
context: I can see why everyone would like you, regardless of their gender.\Hey, what's with all the sucking up, Hagimura?\embarrassed\Though if you're going to be good at something,\sucking's probably it.\Maybe I was wrong.\Seitokai Yakuindomo\Vir*in response:	Taka-nii,
context: Hey, what's with all the sucking up, Hagimura?\embarrassed\Though if you're going to be good at something,\sucking's probably it.\Maybe I was wrong.\Seitokai Yakuindomo\Vir*in\Taka-nii, response:	did you think about what to get people in return for Valentine's Day.
context: embarrassed\Though if you're going to be good at something,\sucking's probably it.\Maybe I was wrong.\Seitokai Yakuindomo\Vir*in\Taka-nii,\did you think about what to get people in return for Valentine's Day. response:	You give candy for White Day,
context: Though if you're going to be good at something,\sucking's probably it.\Maybe I was wrong.\Seitokai Yakuindomo\Vir*in\Taka-nii,\did you think about what to get people in return for Valentine's Day.\You give candy for White Day, response:	but that'll get expensive.
context: sucking's probably it.\Maybe I was wrong.\Seitokai Yakuindomo\Vir*in\Taka-nii,\did you think about what to get people in return for Valentine's Day.\You give candy for White Day,\but that'll get expensive. response:	Well, it doesn't have to be candy.
context: Maybe I was wrong.\Seitokai Yakuindomo\Vir*in\Taka-nii,\did you think about what to get people in return for Valentine's Day.\You give candy for White Day,\but that'll get expensive.\Well, it doesn't have to be candy. response:	There's something else that you can let them suck on.
context: Seitokai Yakuindomo\Vir*in\Taka-nii,\did you think about what to get people in return for Valentine's Day.\You give candy for White Day,\but that'll get expensive.\Well, it doesn't have to be candy.\There's something else that you can let them suck on. response:	Well, I can't go into more detail.
context: Vir*in\Taka-nii,\did you think about what to get people in return for Valentine's Day.\You give candy for White Day,\but that'll get expensive.\Well, it doesn't have to be candy.\There's something else that you can let them suck on.\Well, I can't go into more detail. response:	I think you already went into enough detail.
context: Taka-nii,\did you think about what to get people in return for Valentine's Day.\You give candy for White Day,\but that'll get expensive.\Well, it doesn't have to be candy.\There's something else that you can let them suck on.\Well, I can't go into more detail.\I think you already went into enough detail. response:	Well, I came, but...
context: did you think about what to get people in return for Valentine's Day.\You give candy for White Day,\but that'll get expensive.\Well, it doesn't have to be candy.\There's something else that you can let them suck on.\Well, I can't go into more detail.\I think you already went into enough detail.\Well, I came, but... response:	I'm not sure what to buy.
context: You give candy for White Day,\but that'll get expensive.\Well, it doesn't have to be candy.\There's something else that you can let them suck on.\Well, I can't go into more detail.\I think you already went into enough detail.\Well, I came, but...\I'm not sure what to buy. response:	Oh, Taka-kun.
context: but that'll get expensive.\Well, it doesn't have to be candy.\There's something else that you can let them suck on.\Well, I can't go into more detail.\I think you already went into enough detail.\Well, I came, but...\I'm not sure what to buy.\Oh, Taka-kun. response:	Hi there. Bark.
context: Well, it doesn't have to be candy.\There's something else that you can let them suck on.\Well, I can't go into more detail.\I think you already went into enough detail.\Well, I came, but...\I'm not sure what to buy.\Oh, Taka-kun.\Hi there. Bark. response:	Uomi-sa-
context: There's something else that you can let them suck on.\Well, I can't go into more detail.\I think you already went into enough detail.\Well, I came, but...\I'm not sure what to buy.\Oh, Taka-kun.\Hi there. Bark.\Uomi-sa- response:	Hey.
context: Well, I can't go into more detail.\I think you already went into enough detail.\Well, I came, but...\I'm not sure what to buy.\Oh, Taka-kun.\Hi there. Bark.\Uomi-sa-\Hey. response:	Onee-chan.
context: I think you already went into enough detail.\Well, I came, but...\I'm not sure what to buy.\Oh, Taka-kun.\Hi there. Bark.\Uomi-sa-\Hey.\Onee-chan. response:	Very good.
context: Well, I came, but...\I'm not sure what to buy.\Oh, Taka-kun.\Hi there. Bark.\Uomi-sa-\Hey.\Onee-chan.\Very good. response:	White Day
context: I'm not sure what to buy.\Oh, Taka-kun.\Hi there. Bark.\Uomi-sa-\Hey.\Onee-chan.\Very good.\White Day response:	You're getting stuff for White Day, too?
context: Oh, Taka-kun.\Hi there. Bark.\Uomi-sa-\Hey.\Onee-chan.\Very good.\White Day\You're getting stuff for White Day, too? response:	Too? That's why you're here?
context: Hi there. Bark.\Uomi-sa-\Hey.\Onee-chan.\Very good.\White Day\You're getting stuff for White Day, too?\Too? That's why you're here? response:	Oh, girls give each other chocolates a lot as of late.
context: Uomi-sa-\Hey.\Onee-chan.\Very good.\White Day\You're getting stuff for White Day, too?\Too? That's why you're here?\Oh, girls give each other chocolates a lot as of late. response:	Wait, so are you giving it to your fellow... virg*ns?
context: Hey.\Onee-chan.\Very good.\White Day\You're getting stuff for White Day, too?\Too? That's why you're here?\Oh, girls give each other chocolates a lot as of late.\Wait, so are you giving it to your fellow... virg*ns? response:	Surprise
context: Onee-chan.\Very good.\White Day\You're getting stuff for White Day, too?\Too? That's why you're here?\Oh, girls give each other chocolates a lot as of late.\Wait, so are you giving it to your fellow... virg*ns?\Surprise response:	No.
context: Very good.\White Day\You're getting stuff for White Day, too?\Too? That's why you're here?\Oh, girls give each other chocolates a lot as of late.\Wait, so are you giving it to your fellow... virg*ns?\Surprise\No. response:	Who are you giving presents to?
context: White Day\You're getting stuff for White Day, too?\Too? That's why you're here?\Oh, girls give each other chocolates a lot as of late.\Wait, so are you giving it to your fellow... virg*ns?\Surprise\No.\Who are you giving presents to? response:	The student council, the teachers,
context: You're getting stuff for White Day, too?\Too? That's why you're here?\Oh, girls give each other chocolates a lot as of late.\Wait, so are you giving it to your fellow... virg*ns?\Surprise\No.\Who are you giving presents to?\The student council, the teachers, response:	and my classmates.
context: Too? That's why you're here?\Oh, girls give each other chocolates a lot as of late.\Wait, so are you giving it to your fellow... virg*ns?\Surprise\No.\Who are you giving presents to?\The student council, the teachers,\and my classmates. response:	You're popular, Taka-kun.
context: Oh, girls give each other chocolates a lot as of late.\Wait, so are you giving it to your fellow... virg*ns?\Surprise\No.\Who are you giving presents to?\The student council, the teachers,\and my classmates.\You're popular, Taka-kun. response:	Nah. I'm just socially obligated.
context: Wait, so are you giving it to your fellow... virg*ns?\Surprise\No.\Who are you giving presents to?\The student council, the teachers,\and my classmates.\You're popular, Taka-kun.\Nah. I'm just socially obligated. response:	I'm not sure about that.
context: Surprise\No.\Who are you giving presents to?\The student council, the teachers,\and my classmates.\You're popular, Taka-kun.\Nah. I'm just socially obligated.\I'm not sure about that. response:	Some of those people might really like you.
context: No.\Who are you giving presents to?\The student council, the teachers,\and my classmates.\You're popular, Taka-kun.\Nah. I'm just socially obligated.\I'm not sure about that.\Some of those people might really like you. response:	Did you find any pub*c hair in your presents?
context: Who are you giving presents to?\The student council, the teachers,\and my classmates.\You're popular, Taka-kun.\Nah. I'm just socially obligated.\I'm not sure about that.\Some of those people might really like you.\Did you find any pub*c hair in your presents? response:	No.
context: The student council, the teachers,\and my classmates.\You're popular, Taka-kun.\Nah. I'm just socially obligated.\I'm not sure about that.\Some of those people might really like you.\Did you find any pub*c hair in your presents?\No. response:	I thought of making stuff by hand, but...
