context: Wait! Wait for me! response:	Mukaido
context: Because...\Because... Chii-chan...\said she didn't want to talk to me...\And then Hii-kun... Hii-kun...\Tsumugu, take her to the wharf.\What about you, Gramps?\I'm gonna go check the trap on the east side.\Oh, okay. response:	Why don't you get on?
context: Because... Chii-chan...\said she didn't want to talk to me...\And then Hii-kun... Hii-kun...\Tsumugu, take her to the wharf.\What about you, Gramps?\I'm gonna go check the trap on the east side.\Oh, okay.\Why don't you get on? response:	Gramps...
context: said she didn't want to talk to me...\And then Hii-kun... Hii-kun...\Tsumugu, take her to the wharf.\What about you, Gramps?\I'm gonna go check the trap on the east side.\Oh, okay.\Why don't you get on?\Gramps... response:	was saying that today was a great day for Tomoebi.
context: And then Hii-kun... Hii-kun...\Tsumugu, take her to the wharf.\What about you, Gramps?\I'm gonna go check the trap on the east side.\Oh, okay.\Why don't you get on?\Gramps...\was saying that today was a great day for Tomoebi. response:	What's Tomoebi?
context: Tsumugu, take her to the wharf.\What about you, Gramps?\I'm gonna go check the trap on the east side.\Oh, okay.\Why don't you get on?\Gramps...\was saying that today was a great day for Tomoebi.\What's Tomoebi? response:	Wh-When the weather is really nice and a lot of saltflake snow falls...
context: What about you, Gramps?\I'm gonna go check the trap on the east side.\Oh, okay.\Why don't you get on?\Gramps...\was saying that today was a great day for Tomoebi.\What's Tomoebi?\Wh-When the weather is really nice and a lot of saltflake snow falls... response:	When a cold current comes through,
context: I'm gonna go check the trap on the east side.\Oh, okay.\Why don't you get on?\Gramps...\was saying that today was a great day for Tomoebi.\What's Tomoebi?\Wh-When the weather is really nice and a lot of saltflake snow falls...\When a cold current comes through, response:	because of the reflection or something, it looks like there are three suns.
context: Oh, okay.\Why don't you get on?\Gramps...\was saying that today was a great day for Tomoebi.\What's Tomoebi?\Wh-When the weather is really nice and a lot of saltflake snow falls...\When a cold current comes through,\because of the reflection or something, it looks like there are three suns. response:	But I've never actually seen it.
context: Why don't you get on?\Gramps...\was saying that today was a great day for Tomoebi.\What's Tomoebi?\Wh-When the weather is really nice and a lot of saltflake snow falls...\When a cold current comes through,\because of the reflection or something, it looks like there are three suns.\But I've never actually seen it. response:	Chii-chan and the others saw it once when we were in elementary school...
context: Gramps...\was saying that today was a great day for Tomoebi.\What's Tomoebi?\Wh-When the weather is really nice and a lot of saltflake snow falls...\When a cold current comes through,\because of the reflection or something, it looks like there are three suns.\But I've never actually seen it.\Chii-chan and the others saw it once when we were in elementary school... response:	They came to get me,
context: was saying that today was a great day for Tomoebi.\What's Tomoebi?\Wh-When the weather is really nice and a lot of saltflake snow falls...\When a cold current comes through,\because of the reflection or something, it looks like there are three suns.\But I've never actually seen it.\Chii-chan and the others saw it once when we were in elementary school...\They came to get me, response:	but I couldn't understand what Chii-chan was saying at all and zoned out.
context: What's Tomoebi?\Wh-When the weather is really nice and a lot of saltflake snow falls...\When a cold current comes through,\because of the reflection or something, it looks like there are three suns.\But I've never actually seen it.\Chii-chan and the others saw it once when we were in elementary school...\They came to get me,\but I couldn't understand what Chii-chan was saying at all and zoned out. response:	Stupid Manaka.
context: Wh-When the weather is really nice and a lot of saltflake snow falls...\When a cold current comes through,\because of the reflection or something, it looks like there are three suns.\But I've never actually seen it.\Chii-chan and the others saw it once when we were in elementary school...\They came to get me,\but I couldn't understand what Chii-chan was saying at all and zoned out.\Stupid Manaka. response:	No...
context: When a cold current comes through,\because of the reflection or something, it looks like there are three suns.\But I've never actually seen it.\Chii-chan and the others saw it once when we were in elementary school...\They came to get me,\but I couldn't understand what Chii-chan was saying at all and zoned out.\Stupid Manaka.\No... response:	I'm the stupid one...
context: because of the reflection or something, it looks like there are three suns.\But I've never actually seen it.\Chii-chan and the others saw it once when we were in elementary school...\They came to get me,\but I couldn't understand what Chii-chan was saying at all and zoned out.\Stupid Manaka.\No...\I'm the stupid one... response:	Stupid!
context: But I've never actually seen it.\Chii-chan and the others saw it once when we were in elementary school...\They came to get me,\but I couldn't understand what Chii-chan was saying at all and zoned out.\Stupid Manaka.\No...\I'm the stupid one...\Stupid! response:	I'm totally, totally done with you, Manaka!
context: Chii-chan and the others saw it once when we were in elementary school...\They came to get me,\but I couldn't understand what Chii-chan was saying at all and zoned out.\Stupid Manaka.\No...\I'm the stupid one...\Stupid!\I'm totally, totally done with you, Manaka! response:	It's no good if we don't all see it!
context: They came to get me,\but I couldn't understand what Chii-chan was saying at all and zoned out.\Stupid Manaka.\No...\I'm the stupid one...\Stupid!\I'm totally, totally done with you, Manaka!\It's no good if we don't all see it! response:	Don't get so mad.
context: but I couldn't understand what Chii-chan was saying at all and zoned out.\Stupid Manaka.\No...\I'm the stupid one...\Stupid!\I'm totally, totally done with you, Manaka!\It's no good if we don't all see it!\Don't get so mad. response:	Why? Doesn't it matter to you, Hikari?
context: Stupid Manaka.\No...\I'm the stupid one...\Stupid!\I'm totally, totally done with you, Manaka!\It's no good if we don't all see it!\Don't get so mad.\Why? Doesn't it matter to you, Hikari? response:	Stupid Manaka! Stupid! Stupid!
context: No...\I'm the stupid one...\Stupid!\I'm totally, totally done with you, Manaka!\It's no good if we don't all see it!\Don't get so mad.\Why? Doesn't it matter to you, Hikari?\Stupid Manaka! Stupid! Stupid! response:	Chii-chan got really mad,
context: I'm the stupid one...\Stupid!\I'm totally, totally done with you, Manaka!\It's no good if we don't all see it!\Don't get so mad.\Why? Doesn't it matter to you, Hikari?\Stupid Manaka! Stupid! Stupid!\Chii-chan got really mad, response:	and that surprised me, so I started crying.
context: Stupid!\I'm totally, totally done with you, Manaka!\It's no good if we don't all see it!\Don't get so mad.\Why? Doesn't it matter to you, Hikari?\Stupid Manaka! Stupid! Stupid!\Chii-chan got really mad,\and that surprised me, so I started crying. response:	She didn't talk to me for a while after that...
context: I'm totally, totally done with you, Manaka!\It's no good if we don't all see it!\Don't get so mad.\Why? Doesn't it matter to you, Hikari?\Stupid Manaka! Stupid! Stupid!\Chii-chan got really mad,\and that surprised me, so I started crying.\She didn't talk to me for a while after that... response:	Is it something to get that mad about?
context: It's no good if we don't all see it!\Don't get so mad.\Why? Doesn't it matter to you, Hikari?\Stupid Manaka! Stupid! Stupid!\Chii-chan got really mad,\and that surprised me, so I started crying.\She didn't talk to me for a while after that...\Is it something to get that mad about? response:	She said we all had to see it together,
context: Don't get so mad.\Why? Doesn't it matter to you, Hikari?\Stupid Manaka! Stupid! Stupid!\Chii-chan got really mad,\and that surprised me, so I started crying.\She didn't talk to me for a while after that...\Is it something to get that mad about?\She said we all had to see it together, response:	or it wouldn't mean anything.
context: Why? Doesn't it matter to you, Hikari?\Stupid Manaka! Stupid! Stupid!\Chii-chan got really mad,\and that surprised me, so I started crying.\She didn't talk to me for a while after that...\Is it something to get that mad about?\She said we all had to see it together,\or it wouldn't mean anything. response:	I sort of get it.
context: Stupid Manaka! Stupid! Stupid!\Chii-chan got really mad,\and that surprised me, so I started crying.\She didn't talk to me for a while after that...\Is it something to get that mad about?\She said we all had to see it together,\or it wouldn't mean anything.\I sort of get it. response:	Huh?
context: Chii-chan got really mad,\and that surprised me, so I started crying.\She didn't talk to me for a while after that...\Is it something to get that mad about?\She said we all had to see it together,\or it wouldn't mean anything.\I sort of get it.\Huh? response:	Wanting to share an experience you enjoy with people you like.
context: and that surprised me, so I started crying.\She didn't talk to me for a while after that...\Is it something to get that mad about?\She said we all had to see it together,\or it wouldn't mean anything.\I sort of get it.\Huh?\Wanting to share an experience you enjoy with people you like. response:	But...
context: She didn't talk to me for a while after that...\Is it something to get that mad about?\She said we all had to see it together,\or it wouldn't mean anything.\I sort of get it.\Huh?\Wanting to share an experience you enjoy with people you like.\But... response:	I might not be... someone that Chii-chan likes anymore...
context: Is it something to get that mad about?\She said we all had to see it together,\or it wouldn't mean anything.\I sort of get it.\Huh?\Wanting to share an experience you enjoy with people you like.\But...\I might not be... someone that Chii-chan likes anymore... response:	Why?
context: She said we all had to see it together,\or it wouldn't mean anything.\I sort of get it.\Huh?\Wanting to share an experience you enjoy with people you like.\But...\I might not be... someone that Chii-chan likes anymore...\Why? response:	Because...
context: or it wouldn't mean anything.\I sort of get it.\Huh?\Wanting to share an experience you enjoy with people you like.\But...\I might not be... someone that Chii-chan likes anymore...\Why?\Because... response:	You know...
context: I sort of get it.\Huh?\Wanting to share an experience you enjoy with people you like.\But...\I might not be... someone that Chii-chan likes anymore...\Why?\Because...\You know... response:	Huh?
context: Huh?\Wanting to share an experience you enjoy with people you like.\But...\I might not be... someone that Chii-chan likes anymore...\Why?\Because...\You know...\Huh? response:	Why don't you finish your sentences?
context: Wanting to share an experience you enjoy with people you like.\But...\I might not be... someone that Chii-chan likes anymore...\Why?\Because...\You know...\Huh?\Why don't you finish your sentences? response:	Finish?
context: But...\I might not be... someone that Chii-chan likes anymore...\Why?\Because...\You know...\Huh?\Why don't you finish your sentences?\Finish? response:	You know, instead of this was like this or that,
context: I might not be... someone that Chii-chan likes anymore...\Why?\Because...\You know...\Huh?\Why don't you finish your sentences?\Finish?\You know, instead of this was like this or that, response:	and trying to make things ambiguous...
context: Why?\Because...\You know...\Huh?\Why don't you finish your sentences?\Finish?\You know, instead of this was like this or that,\and trying to make things ambiguous... response:	You should always talk without hesitating
context: Because...\You know...\Huh?\Why don't you finish your sentences?\Finish?\You know, instead of this was like this or that,\and trying to make things ambiguous...\You should always talk without hesitating response:	like you did today when you went to help Hikari.
context: You know...\Huh?\Why don't you finish your sentences?\Finish?\You know, instead of this was like this or that,\and trying to make things ambiguous...\You should always talk without hesitating\like you did today when you went to help Hikari. response:	That was...
context: Huh?\Why don't you finish your sentences?\Finish?\You know, instead of this was like this or that,\and trying to make things ambiguous...\You should always talk without hesitating\like you did today when you went to help Hikari.\That was... response:	That was just natural...
context: Why don't you finish your sentences?\Finish?\You know, instead of this was like this or that,\and trying to make things ambiguous...\You should always talk without hesitating\like you did today when you went to help Hikari.\That was...\That was just natural... response:	I see.
context: Finish?\You know, instead of this was like this or that,\and trying to make things ambiguous...\You should always talk without hesitating\like you did today when you went to help Hikari.\That was...\That was just natural...\I see. response:	So that's the real you.
context: You know, instead of this was like this or that,\and trying to make things ambiguous...\You should always talk without hesitating\like you did today when you went to help Hikari.\That was...\That was just natural...\I see.\So that's the real you. response:	Huh?
context: and trying to make things ambiguous...\You should always talk without hesitating\like you did today when you went to help Hikari.\That was...\That was just natural...\I see.\So that's the real you.\Huh? response:	You were really cool then, Mukaido.
context: You should always talk without hesitating\like you did today when you went to help Hikari.\That was...\That was just natural...\I see.\So that's the real you.\Huh?\You were really cool then, Mukaido. response:	Tsumugu-kun...
context: like you did today when you went to help Hikari.\That was...\That was just natural...\I see.\So that's the real you.\Huh?\You were really cool then, Mukaido.\Tsumugu-kun... response:	I'm sowwy!
context: That was...\That was just natural...\I see.\So that's the real you.\Huh?\You were really cool then, Mukaido.\Tsumugu-kun...\I'm sowwy! response:	Chii-chan, Chii-chan, Chii-chan!
context: That was just natural...\I see.\So that's the real you.\Huh?\You were really cool then, Mukaido.\Tsumugu-kun...\I'm sowwy!\Chii-chan, Chii-chan, Chii-chan! response:	H-Hurry!
context: I see.\So that's the real you.\Huh?\You were really cool then, Mukaido.\Tsumugu-kun...\I'm sowwy!\Chii-chan, Chii-chan, Chii-chan!\H-Hurry! response:	Manaka?
context: So that's the real you.\Huh?\You were really cool then, Mukaido.\Tsumugu-kun...\I'm sowwy!\Chii-chan, Chii-chan, Chii-chan!\H-Hurry!\Manaka? response:	What is it?
context: Huh?\You were really cool then, Mukaido.\Tsumugu-kun...\I'm sowwy!\Chii-chan, Chii-chan, Chii-chan!\H-Hurry!\Manaka?\What is it? response:	Tomoebi...
context: You were really cool then, Mukaido.\Tsumugu-kun...\I'm sowwy!\Chii-chan, Chii-chan, Chii-chan!\H-Hurry!\Manaka?\What is it?\Tomoebi... response:	A long time ago, you went to get me for this, didn't you?
context: Tsumugu-kun...\I'm sowwy!\Chii-chan, Chii-chan, Chii-chan!\H-Hurry!\Manaka?\What is it?\Tomoebi...\A long time ago, you went to get me for this, didn't you? response:	Did I?
context: I'm sowwy!\Chii-chan, Chii-chan, Chii-chan!\H-Hurry!\Manaka?\What is it?\Tomoebi...\A long time ago, you went to get me for this, didn't you?\Did I? response:	When I took too long and I was the only one that didn't make it in time to see it...
context: Chii-chan, Chii-chan, Chii-chan!\H-Hurry!\Manaka?\What is it?\Tomoebi...\A long time ago, you went to get me for this, didn't you?\Did I?\When I took too long and I was the only one that didn't make it in time to see it... response:	You got really mad, Chii-chan.
context: H-Hurry!\Manaka?\What is it?\Tomoebi...\A long time ago, you went to get me for this, didn't you?\Did I?\When I took too long and I was the only one that didn't make it in time to see it...\You got really mad, Chii-chan. response:	So much that it surprised me and I started crying.
context: Manaka?\What is it?\Tomoebi...\A long time ago, you went to get me for this, didn't you?\Did I?\When I took too long and I was the only one that didn't make it in time to see it...\You got really mad, Chii-chan.\So much that it surprised me and I started crying. response:	That's enough.
context: What is it?\Tomoebi...\A long time ago, you went to get me for this, didn't you?\Did I?\When I took too long and I was the only one that didn't make it in time to see it...\You got really mad, Chii-chan.\So much that it surprised me and I started crying.\That's enough. response:	No, I'm going to finish my thought.
context: Tomoebi...\A long time ago, you went to get me for this, didn't you?\Did I?\When I took too long and I was the only one that didn't make it in time to see it...\You got really mad, Chii-chan.\So much that it surprised me and I started crying.\That's enough.\No, I'm going to finish my thought. response:	I'm really sorry that I wasn't able to see this with you that time.
context: A long time ago, you went to get me for this, didn't you?\Did I?\When I took too long and I was the only one that didn't make it in time to see it...\You got really mad, Chii-chan.\So much that it surprised me and I started crying.\That's enough.\No, I'm going to finish my thought.\I'm really sorry that I wasn't able to see this with you that time. response:	You called me for that?
context: Did I?\When I took too long and I was the only one that didn't make it in time to see it...\You got really mad, Chii-chan.\So much that it surprised me and I started crying.\That's enough.\No, I'm going to finish my thought.\I'm really sorry that I wasn't able to see this with you that time.\You called me for that? response:	Because I promised! I said we would see it together next time no matter what.
context: When I took too long and I was the only one that didn't make it in time to see it...\You got really mad, Chii-chan.\So much that it surprised me and I started crying.\That's enough.\No, I'm going to finish my thought.\I'm really sorry that I wasn't able to see this with you that time.\You called me for that?\Because I promised! I said we would see it together next time no matter what. response:	If only the Ojoshi-sama wouldn't be completed...
context: You got really mad, Chii-chan.\So much that it surprised me and I started crying.\That's enough.\No, I'm going to finish my thought.\I'm really sorry that I wasn't able to see this with you that time.\You called me for that?\Because I promised! I said we would see it together next time no matter what.\If only the Ojoshi-sama wouldn't be completed... response:	Wh-Why?
context: So much that it surprised me and I started crying.\That's enough.\No, I'm going to finish my thought.\I'm really sorry that I wasn't able to see this with you that time.\You called me for that?\Because I promised! I said we would see it together next time no matter what.\If only the Ojoshi-sama wouldn't be completed...\Wh-Why? response:	Then it'd always be summer.
context: That's enough.\No, I'm going to finish my thought.\I'm really sorry that I wasn't able to see this with you that time.\You called me for that?\Because I promised! I said we would see it together next time no matter what.\If only the Ojoshi-sama wouldn't be completed...\Wh-Why?\Then it'd always be summer. response:	Then we can all still be building the Ojoshi-sama.
context: No, I'm going to finish my thought.\I'm really sorry that I wasn't able to see this with you that time.\You called me for that?\Because I promised! I said we would see it together next time no matter what.\If only the Ojoshi-sama wouldn't be completed...\Wh-Why?\Then it'd always be summer.\Then we can all still be building the Ojoshi-sama. response:	We could be together forever.
context: I'm really sorry that I wasn't able to see this with you that time.\You called me for that?\Because I promised! I said we would see it together next time no matter what.\If only the Ojoshi-sama wouldn't be completed...\Wh-Why?\Then it'd always be summer.\Then we can all still be building the Ojoshi-sama.\We could be together forever. response:	Always playing together, and going to school, and talking.
context: You called me for that?\Because I promised! I said we would see it together next time no matter what.\If only the Ojoshi-sama wouldn't be completed...\Wh-Why?\Then it'd always be summer.\Then we can all still be building the Ojoshi-sama.\We could be together forever.\Always playing together, and going to school, and talking. response:	But...
context: Because I promised! I said we would see it together next time no matter what.\If only the Ojoshi-sama wouldn't be completed...\Wh-Why?\Then it'd always be summer.\Then we can all still be building the Ojoshi-sama.\We could be together forever.\Always playing together, and going to school, and talking.\But... response:	I thought things didn't need to change,
context: If only the Ojoshi-sama wouldn't be completed...\Wh-Why?\Then it'd always be summer.\Then we can all still be building the Ojoshi-sama.\We could be together forever.\Always playing together, and going to school, and talking.\But...\I thought things didn't need to change, response:	and I don't want to change.
context: Wh-Why?\Then it'd always be summer.\Then we can all still be building the Ojoshi-sama.\We could be together forever.\Always playing together, and going to school, and talking.\But...\I thought things didn't need to change,\and I don't want to change. response:	You don't want to change?
context: Then it'd always be summer.\Then we can all still be building the Ojoshi-sama.\We could be together forever.\Always playing together, and going to school, and talking.\But...\I thought things didn't need to change,\and I don't want to change.\You don't want to change? response:	That might not be possible...
context: Then we can all still be building the Ojoshi-sama.\We could be together forever.\Always playing together, and going to school, and talking.\But...\I thought things didn't need to change,\and I don't want to change.\You don't want to change?\That might not be possible... response:	It might be hard.
context: We could be together forever.\Always playing together, and going to school, and talking.\But...\I thought things didn't need to change,\and I don't want to change.\You don't want to change?\That might not be possible...\It might be hard. response:	But even then...
context: Always playing together, and going to school, and talking.\But...\I thought things didn't need to change,\and I don't want to change.\You don't want to change?\That might not be possible...\It might be hard.\But even then... response:	I don't want to change.
context: But...\I thought things didn't need to change,\and I don't want to change.\You don't want to change?\That might not be possible...\It might be hard.\But even then...\I don't want to change. response:	I always want to be together.
context: I thought things didn't need to change,\and I don't want to change.\You don't want to change?\That might not be possible...\It might be hard.\But even then...\I don't want to change.\I always want to be together. response:	It's so pretty...
context: and I don't want to change.\You don't want to change?\That might not be possible...\It might be hard.\But even then...\I don't want to change.\I always want to be together.\It's so pretty... response:	I wish that Hikari and Kaname were here, too.
context: You don't want to change?\That might not be possible...\It might be hard.\But even then...\I don't want to change.\I always want to be together.\It's so pretty...\I wish that Hikari and Kaname were here, too. response:	Yeah...
context: That might not be possible...\It might be hard.\But even then...\I don't want to change.\I always want to be together.\It's so pretty...\I wish that Hikari and Kaname were here, too.\Yeah... response:	Seeing the same thing, laughing the same way...
context: It might be hard.\But even then...\I don't want to change.\I always want to be together.\It's so pretty...\I wish that Hikari and Kaname were here, too.\Yeah...\Seeing the same thing, laughing the same way... response:	Staying friends forever, like this...
context: But even then...\I don't want to change.\I always want to be together.\It's so pretty...\I wish that Hikari and Kaname were here, too.\Yeah...\Seeing the same thing, laughing the same way...\Staying friends forever, like this... response:	Manaka...
context: I don't want to change.\I always want to be together.\It's so pretty...\I wish that Hikari and Kaname were here, too.\Yeah...\Seeing the same thing, laughing the same way...\Staying friends forever, like this...\Manaka... response:	Whenever we realize it, she always jumps ahead...
context: I always want to be together.\It's so pretty...\I wish that Hikari and Kaname were here, too.\Yeah...\Seeing the same thing, laughing the same way...\Staying friends forever, like this...\Manaka...\Whenever we realize it, she always jumps ahead... response:	Way further than any of us.
context: It's so pretty...\I wish that Hikari and Kaname were here, too.\Yeah...\Seeing the same thing, laughing the same way...\Staying friends forever, like this...\Manaka...\Whenever we realize it, she always jumps ahead...\Way further than any of us. response:	Even though she's a scaredy cat...
context: I wish that Hikari and Kaname were here, too.\Yeah...\Seeing the same thing, laughing the same way...\Staying friends forever, like this...\Manaka...\Whenever we realize it, she always jumps ahead...\Way further than any of us.\Even though she's a scaredy cat... response:	Even though she's Manaka...
context: Yeah...\Seeing the same thing, laughing the same way...\Staying friends forever, like this...\Manaka...\Whenever we realize it, she always jumps ahead...\Way further than any of us.\Even though she's a scaredy cat...\Even though she's Manaka... response:	We want to do the Ofunehiki...
context: Seeing the same thing, laughing the same way...\Staying friends forever, like this...\Manaka...\Whenever we realize it, she always jumps ahead...\Way further than any of us.\Even though she's a scaredy cat...\Even though she's Manaka...\We want to do the Ofunehiki... response:	This is youth!
context: Staying friends forever, like this...\Manaka...\Whenever we realize it, she always jumps ahead...\Way further than any of us.\Even though she's a scaredy cat...\Even though she's Manaka...\We want to do the Ofunehiki...\This is youth! response:	Break up with that man.
context: Manaka...\Whenever we realize it, she always jumps ahead...\Way further than any of us.\Even though she's a scaredy cat...\Even though she's Manaka...\We want to do the Ofunehiki...\This is youth!\Break up with that man. response:	So careless...
context: Whenever we realize it, she always jumps ahead...\Way further than any of us.\Even though she's a scaredy cat...\Even though she's Manaka...\We want to do the Ofunehiki...\This is youth!\Break up with that man.\So careless... response:	We aren't fish, and they aren't pigs!
context: Way further than any of us.\Even though she's a scaredy cat...\Even though she's Manaka...\We want to do the Ofunehiki...\This is youth!\Break up with that man.\So careless...\We aren't fish, and they aren't pigs! response:	Episode Seven: The Ofunehiki Shakes
