context: Minako's boyfriend is a handsome boy who was born in London! response:	But what do you know?!
context: She knew I was a sailor warrior.\That's why the Dark Kingdom used her.\None of this is her fault!\You adored her like your own sister and she betrayed you!\Please help her.\But she stole your boyfriend!\He...\But she's the person Allan fell in love with. response:	Please.
context: That's why the Dark Kingdom used her.\None of this is her fault!\You adored her like your own sister and she betrayed you!\Please help her.\But she stole your boyfriend!\He...\But she's the person Allan fell in love with.\Please. response:	Okay, then!
context: None of this is her fault!\You adored her like your own sister and she betrayed you!\Please help her.\But she stole your boyfriend!\He...\But she's the person Allan fell in love with.\Please.\Okay, then! response:	Moon Healing Escalation!
context: You adored her like your own sister and she betrayed you!\Please help her.\But she stole your boyfriend!\He...\But she's the person Allan fell in love with.\Please.\Okay, then!\Moon Healing Escalation! response:	Refresh!
context: Please help her.\But she stole your boyfriend!\He...\But she's the person Allan fell in love with.\Please.\Okay, then!\Moon Healing Escalation!\Refresh! response:	Katarina!
context: But she stole your boyfriend!\He...\But she's the person Allan fell in love with.\Please.\Okay, then!\Moon Healing Escalation!\Refresh!\Katarina! response:	Katarina!
context: He...\But she's the person Allan fell in love with.\Please.\Okay, then!\Moon Healing Escalation!\Refresh!\Katarina!\Katarina! response:	Minako...
context: But she's the person Allan fell in love with.\Please.\Okay, then!\Moon Healing Escalation!\Refresh!\Katarina!\Katarina!\Minako... response:	I'm sorry.
context: Please.\Okay, then!\Moon Healing Escalation!\Refresh!\Katarina!\Katarina!\Minako...\I'm sorry. response:	It's okay.
context: Okay, then!\Moon Healing Escalation!\Refresh!\Katarina!\Katarina!\Minako...\I'm sorry.\It's okay. response:	I didn't know your feelings.
context: Moon Healing Escalation!\Refresh!\Katarina!\Katarina!\Minako...\I'm sorry.\It's okay.\I didn't know your feelings. response:	I thought you were still a child.
context: Refresh!\Katarina!\Katarina!\Minako...\I'm sorry.\It's okay.\I didn't know your feelings.\I thought you were still a child. response:	I'm sorry.
context: Katarina!\Katarina!\Minako...\I'm sorry.\It's okay.\I didn't know your feelings.\I thought you were still a child.\I'm sorry. response:	It's okay.
context: Katarina!\Minako...\I'm sorry.\It's okay.\I didn't know your feelings.\I thought you were still a child.\I'm sorry.\It's okay. response:	What in the world happened to Minako?
context: Minako...\I'm sorry.\It's okay.\I didn't know your feelings.\I thought you were still a child.\I'm sorry.\It's okay.\What in the world happened to Minako? response:	She looks so sad.
context: I'm sorry.\It's okay.\I didn't know your feelings.\I thought you were still a child.\I'm sorry.\It's okay.\What in the world happened to Minako?\She looks so sad. response:	Shouldn't we go to her side?
context: It's okay.\I didn't know your feelings.\I thought you were still a child.\I'm sorry.\It's okay.\What in the world happened to Minako?\She looks so sad.\Shouldn't we go to her side? response:	We should just let her be by herself.
context: I didn't know your feelings.\I thought you were still a child.\I'm sorry.\It's okay.\What in the world happened to Minako?\She looks so sad.\Shouldn't we go to her side?\We should just let her be by herself. response:	What?
context: I thought you were still a child.\I'm sorry.\It's okay.\What in the world happened to Minako?\She looks so sad.\Shouldn't we go to her side?\We should just let her be by herself.\What? response:	Because Minako is much more grown up than we are.
context: I'm sorry.\It's okay.\What in the world happened to Minako?\She looks so sad.\Shouldn't we go to her side?\We should just let her be by herself.\What?\Because Minako is much more grown up than we are. response:	This is how it should be.
context: It's okay.\What in the world happened to Minako?\She looks so sad.\Shouldn't we go to her side?\We should just let her be by herself.\What?\Because Minako is much more grown up than we are.\This is how it should be. response:	Because the person he chose is Katarina.
context: What in the world happened to Minako?\She looks so sad.\Shouldn't we go to her side?\We should just let her be by herself.\What?\Because Minako is much more grown up than we are.\This is how it should be.\Because the person he chose is Katarina. response:	As long as they're happy, that's all that matters.
context: She looks so sad.\Shouldn't we go to her side?\We should just let her be by herself.\What?\Because Minako is much more grown up than we are.\This is how it should be.\Because the person he chose is Katarina.\As long as they're happy, that's all that matters. response:	That's all that matters.
context: Shouldn't we go to her side?\We should just let her be by herself.\What?\Because Minako is much more grown up than we are.\This is how it should be.\Because the person he chose is Katarina.\As long as they're happy, that's all that matters.\That's all that matters. response:	Hiru ni wa hana no kaori
context: We should just let her be by herself.\What?\Because Minako is much more grown up than we are.\This is how it should be.\Because the person he chose is Katarina.\As long as they're happy, that's all that matters.\That's all that matters.\Hiru ni wa hana no kaori response:	Yoru ni wa hoshi no matataki
context: What?\Because Minako is much more grown up than we are.\This is how it should be.\Because the person he chose is Katarina.\As long as they're happy, that's all that matters.\That's all that matters.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki response:	Soko wa daremo shiranai sekai nano
context: Because Minako is much more grown up than we are.\This is how it should be.\Because the person he chose is Katarina.\As long as they're happy, that's all that matters.\That's all that matters.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano response:	Shiroi kutsu o narashite
context: This is how it should be.\Because the person he chose is Katarina.\As long as they're happy, that's all that matters.\That's all that matters.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite response:	Shiroi tsuki no hashi watatte
context: Because the person he chose is Katarina.\As long as they're happy, that's all that matters.\That's all that matters.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte response:	Amai kisu no yume o miteru ohimesama ga sunde iru no
context: As long as they're happy, that's all that matters.\That's all that matters.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no response:	Inori o sasagete moon
context: That's all that matters.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon response:	Kitto shiawase ni shitekureru
context: Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru response:	Maware maware tsuki no merry-go-round
context: Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round response:	Suzushige na glass no dress hirugaeshite
context: Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite response:	Itsudatte mimamotte iru wa
context: Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite\Itsudatte mimamotte iru wa response:	Moon moon princess
