context: I can see it. The reconstruction of this world is already underway. response:	Wha?
context: Huh?\What's wrong?!\Vanishment, This World!\I think I'm incompatible with this shrine.\Incompatible? Get real!\Now what do we do?\Rikka can't do it, and Deko isn't around to help either.\Togashi? response:	I'm through with all that.
context: What's wrong?!\Vanishment, This World!\I think I'm incompatible with this shrine.\Incompatible? Get real!\Now what do we do?\Rikka can't do it, and Deko isn't around to help either.\Togashi?\I'm through with all that. response:	We need the magical devil girl.
context: Vanishment, This World!\I think I'm incompatible with this shrine.\Incompatible? Get real!\Now what do we do?\Rikka can't do it, and Deko isn't around to help either.\Togashi?\I'm through with all that.\We need the magical devil girl. response:	Who, Shichimiya? But you...
context: I think I'm incompatible with this shrine.\Incompatible? Get real!\Now what do we do?\Rikka can't do it, and Deko isn't around to help either.\Togashi?\I'm through with all that.\We need the magical devil girl.\Who, Shichimiya? But you... response:	The magical devil girl told me.
context: Incompatible? Get real!\Now what do we do?\Rikka can't do it, and Deko isn't around to help either.\Togashi?\I'm through with all that.\We need the magical devil girl.\Who, Shichimiya? But you...\The magical devil girl told me. response:	She said would remain a magical devil girl forever.
context: Now what do we do?\Rikka can't do it, and Deko isn't around to help either.\Togashi?\I'm through with all that.\We need the magical devil girl.\Who, Shichimiya? But you...\The magical devil girl told me.\She said would remain a magical devil girl forever. response:	And the contract between you and I is absolute.
context: Rikka can't do it, and Deko isn't around to help either.\Togashi?\I'm through with all that.\We need the magical devil girl.\Who, Shichimiya? But you...\The magical devil girl told me.\She said would remain a magical devil girl forever.\And the contract between you and I is absolute. response:	It will work.
context: Togashi?\I'm through with all that.\We need the magical devil girl.\Who, Shichimiya? But you...\The magical devil girl told me.\She said would remain a magical devil girl forever.\And the contract between you and I is absolute.\It will work. response:	I summon thee!
context: I'm through with all that.\We need the magical devil girl.\Who, Shichimiya? But you...\The magical devil girl told me.\She said would remain a magical devil girl forever.\And the contract between you and I is absolute.\It will work.\I summon thee! response:	I am magical devil girl, Sophia Ring SP Saturn VII!
context: We need the magical devil girl.\Who, Shichimiya? But you...\The magical devil girl told me.\She said would remain a magical devil girl forever.\And the contract between you and I is absolute.\It will work.\I summon thee!\I am magical devil girl, Sophia Ring SP Saturn VII! response:	I will smite the angel!
context: Who, Shichimiya? But you...\The magical devil girl told me.\She said would remain a magical devil girl forever.\And the contract between you and I is absolute.\It will work.\I summon thee!\I am magical devil girl, Sophia Ring SP Saturn VII!\I will smite the angel! response:	Sorry for calling you out so late.
context: The magical devil girl told me.\She said would remain a magical devil girl forever.\And the contract between you and I is absolute.\It will work.\I summon thee!\I am magical devil girl, Sophia Ring SP Saturn VII!\I will smite the angel!\Sorry for calling you out so late. response:	That's okay. You guys helped me out on my school field trip.
context: She said would remain a magical devil girl forever.\And the contract between you and I is absolute.\It will work.\I summon thee!\I am magical devil girl, Sophia Ring SP Saturn VII!\I will smite the angel!\Sorry for calling you out so late.\That's okay. You guys helped me out on my school field trip. response:	I'm really glad things seem to be working out for you two.
context: And the contract between you and I is absolute.\It will work.\I summon thee!\I am magical devil girl, Sophia Ring SP Saturn VII!\I will smite the angel!\Sorry for calling you out so late.\That's okay. You guys helped me out on my school field trip.\I'm really glad things seem to be working out for you two. response:	Huh?
context: It will work.\I summon thee!\I am magical devil girl, Sophia Ring SP Saturn VII!\I will smite the angel!\Sorry for calling you out so late.\That's okay. You guys helped me out on my school field trip.\I'm really glad things seem to be working out for you two.\Huh? response:	So, you want me to give Mori Summer a crash course in combat?
context: I summon thee!\I am magical devil girl, Sophia Ring SP Saturn VII!\I will smite the angel!\Sorry for calling you out so late.\That's okay. You guys helped me out on my school field trip.\I'm really glad things seem to be working out for you two.\Huh?\So, you want me to give Mori Summer a crash course in combat? response:	What? You're serious?
context: I am magical devil girl, Sophia Ring SP Saturn VII!\I will smite the angel!\Sorry for calling you out so late.\That's okay. You guys helped me out on my school field trip.\I'm really glad things seem to be working out for you two.\Huh?\So, you want me to give Mori Summer a crash course in combat?\What? You're serious? response:	Yes, please.
context: I will smite the angel!\Sorry for calling you out so late.\That's okay. You guys helped me out on my school field trip.\I'm really glad things seem to be working out for you two.\Huh?\So, you want me to give Mori Summer a crash course in combat?\What? You're serious?\Yes, please. response:	Leave it to me. I was her partner...
context: Sorry for calling you out so late.\That's okay. You guys helped me out on my school field trip.\I'm really glad things seem to be working out for you two.\Huh?\So, you want me to give Mori Summer a crash course in combat?\What? You're serious?\Yes, please.\Leave it to me. I was her partner... response:	Do you see the medicinal plants over there?
context: That's okay. You guys helped me out on my school field trip.\I'm really glad things seem to be working out for you two.\Huh?\So, you want me to give Mori Summer a crash course in combat?\What? You're serious?\Yes, please.\Leave it to me. I was her partner...\Do you see the medicinal plants over there? response:	You always picked and ate them.
context: I'm really glad things seem to be working out for you two.\Huh?\So, you want me to give Mori Summer a crash course in combat?\What? You're serious?\Yes, please.\Leave it to me. I was her partner...\Do you see the medicinal plants over there?\You always picked and ate them. response:	What? S-stop!
context: Huh?\So, you want me to give Mori Summer a crash course in combat?\What? You're serious?\Yes, please.\Leave it to me. I was her partner...\Do you see the medicinal plants over there?\You always picked and ate them.\What? S-stop! response:	You would put a notch in a tree and drink its sap.
context: So, you want me to give Mori Summer a crash course in combat?\What? You're serious?\Yes, please.\Leave it to me. I was her partner...\Do you see the medicinal plants over there?\You always picked and ate them.\What? S-stop!\You would put a notch in a tree and drink its sap. response:	Stop!
context: What? You're serious?\Yes, please.\Leave it to me. I was her partner...\Do you see the medicinal plants over there?\You always picked and ate them.\What? S-stop!\You would put a notch in a tree and drink its sap.\Stop! response:	And you would spend entire days trying to talk with small birds.
context: Yes, please.\Leave it to me. I was her partner...\Do you see the medicinal plants over there?\You always picked and ate them.\What? S-stop!\You would put a notch in a tree and drink its sap.\Stop!\And you would spend entire days trying to talk with small birds. response:	Embarrassing! Embarrassing! Embarrassing! Embarrassing!
context: Leave it to me. I was her partner...\Do you see the medicinal plants over there?\You always picked and ate them.\What? S-stop!\You would put a notch in a tree and drink its sap.\Stop!\And you would spend entire days trying to talk with small birds.\Embarrassing! Embarrassing! Embarrassing! Embarrassing! response:	Discard all shame!
context: Do you see the medicinal plants over there?\You always picked and ate them.\What? S-stop!\You would put a notch in a tree and drink its sap.\Stop!\And you would spend entire days trying to talk with small birds.\Embarrassing! Embarrassing! Embarrassing! Embarrassing!\Discard all shame! response:	You are Mori Summer, the magician who has lived for 1,200 years!
context: You always picked and ate them.\What? S-stop!\You would put a notch in a tree and drink its sap.\Stop!\And you would spend entire days trying to talk with small birds.\Embarrassing! Embarrassing! Embarrassing! Embarrassing!\Discard all shame!\You are Mori Summer, the magician who has lived for 1,200 years! response:	You are here to spread your message of love!
context: What? S-stop!\You would put a notch in a tree and drink its sap.\Stop!\And you would spend entire days trying to talk with small birds.\Embarrassing! Embarrassing! Embarrassing! Embarrassing!\Discard all shame!\You are Mori Summer, the magician who has lived for 1,200 years!\You are here to spread your message of love! response:	No!
context: You would put a notch in a tree and drink its sap.\Stop!\And you would spend entire days trying to talk with small birds.\Embarrassing! Embarrassing! Embarrassing! Embarrassing!\Discard all shame!\You are Mori Summer, the magician who has lived for 1,200 years!\You are here to spread your message of love!\No! response:	Is she okay?
context: Stop!\And you would spend entire days trying to talk with small birds.\Embarrassing! Embarrassing! Embarrassing! Embarrassing!\Discard all shame!\You are Mori Summer, the magician who has lived for 1,200 years!\You are here to spread your message of love!\No!\Is she okay? response:	We have to. Do it.
context: And you would spend entire days trying to talk with small birds.\Embarrassing! Embarrassing! Embarrassing! Embarrassing!\Discard all shame!\You are Mori Summer, the magician who has lived for 1,200 years!\You are here to spread your message of love!\No!\Is she okay?\We have to. Do it. response:	Okay, here it comes!
context: Embarrassing! Embarrassing! Embarrassing! Embarrassing!\Discard all shame!\You are Mori Summer, the magician who has lived for 1,200 years!\You are here to spread your message of love!\No!\Is she okay?\We have to. Do it.\Okay, here it comes! response:	No!
context: Discard all shame!\You are Mori Summer, the magician who has lived for 1,200 years!\You are here to spread your message of love!\No!\Is she okay?\We have to. Do it.\Okay, here it comes!\No! response:	I knew she was genuinely an imposter.
context: You are Mori Summer, the magician who has lived for 1,200 years!\You are here to spread your message of love!\No!\Is she okay?\We have to. Do it.\Okay, here it comes!\No!\I knew she was genuinely an imposter. response:	Although I knew that all along.
context: You are here to spread your message of love!\No!\Is she okay?\We have to. Do it.\Okay, here it comes!\No!\I knew she was genuinely an imposter.\Although I knew that all along. response:	MAILBOX Now delete that web page or I won't get you a souvenir.
context: No!\Is she okay?\We have to. Do it.\Okay, here it comes!\No!\I knew she was genuinely an imposter.\Although I knew that all along.\MAILBOX Now delete that web page or I won't get you a souvenir. response:	Now delete that web page or I won't get you a souvenir.
context: Is she okay?\We have to. Do it.\Okay, here it comes!\No!\I knew she was genuinely an imposter.\Although I knew that all along.\MAILBOX Now delete that web page or I won't get you a souvenir.\Now delete that web page or I won't get you a souvenir. response:	And what is that?
context: We have to. Do it.\Okay, here it comes!\No!\I knew she was genuinely an imposter.\Although I knew that all along.\MAILBOX Now delete that web page or I won't get you a souvenir.\Now delete that web page or I won't get you a souvenir.\And what is that? response:	Mistress Mori Summer!
context: Okay, here it comes!\No!\I knew she was genuinely an imposter.\Although I knew that all along.\MAILBOX Now delete that web page or I won't get you a souvenir.\Now delete that web page or I won't get you a souvenir.\And what is that?\Mistress Mori Summer! response:	Y-you startled me.
context: No!\I knew she was genuinely an imposter.\Although I knew that all along.\MAILBOX Now delete that web page or I won't get you a souvenir.\Now delete that web page or I won't get you a souvenir.\And what is that?\Mistress Mori Summer!\Y-you startled me. response:	It seems as though your heart is still tainted.
context: I knew she was genuinely an imposter.\Although I knew that all along.\MAILBOX Now delete that web page or I won't get you a souvenir.\Now delete that web page or I won't get you a souvenir.\And what is that?\Mistress Mori Summer!\Y-you startled me.\It seems as though your heart is still tainted. response:	What? Mistress Mori Summer?
context: Although I knew that all along.\MAILBOX Now delete that web page or I won't get you a souvenir.\Now delete that web page or I won't get you a souvenir.\And what is that?\Mistress Mori Summer!\Y-you startled me.\It seems as though your heart is still tainted.\What? Mistress Mori Summer? response:	I will purify it for you.
context: MAILBOX Now delete that web page or I won't get you a souvenir.\Now delete that web page or I won't get you a souvenir.\And what is that?\Mistress Mori Summer!\Y-you startled me.\It seems as though your heart is still tainted.\What? Mistress Mori Summer?\I will purify it for you. response:	I will embrace your entirety with my love.
context: Now delete that web page or I won't get you a souvenir.\And what is that?\Mistress Mori Summer!\Y-you startled me.\It seems as though your heart is still tainted.\What? Mistress Mori Summer?\I will purify it for you.\I will embrace your entirety with my love. response:	Mistress Mori Summer, you're standing too close.
context: And what is that?\Mistress Mori Summer!\Y-you startled me.\It seems as though your heart is still tainted.\What? Mistress Mori Summer?\I will purify it for you.\I will embrace your entirety with my love.\Mistress Mori Summer, you're standing too close. response:	Let me take care of it.
context: Mistress Mori Summer!\Y-you startled me.\It seems as though your heart is still tainted.\What? Mistress Mori Summer?\I will purify it for you.\I will embrace your entirety with my love.\Mistress Mori Summer, you're standing too close.\Let me take care of it. response:	Wha... What?
context: Y-you startled me.\It seems as though your heart is still tainted.\What? Mistress Mori Summer?\I will purify it for you.\I will embrace your entirety with my love.\Mistress Mori Summer, you're standing too close.\Let me take care of it.\Wha... What? response:	Stop it!
context: It seems as though your heart is still tainted.\What? Mistress Mori Summer?\I will purify it for you.\I will embrace your entirety with my love.\Mistress Mori Summer, you're standing too close.\Let me take care of it.\Wha... What?\Stop it! response:	Sanja!
context: What? Mistress Mori Summer?\I will purify it for you.\I will embrace your entirety with my love.\Mistress Mori Summer, you're standing too close.\Let me take care of it.\Wha... What?\Stop it!\Sanja! response:	Your thingies here are as cute as a baby's.
context: I will purify it for you.\I will embrace your entirety with my love.\Mistress Mori Summer, you're standing too close.\Let me take care of it.\Wha... What?\Stop it!\Sanja!\Your thingies here are as cute as a baby's. response:	Stop! Stop it!
context: I will embrace your entirety with my love.\Mistress Mori Summer, you're standing too close.\Let me take care of it.\Wha... What?\Stop it!\Sanja!\Your thingies here are as cute as a baby's.\Stop! Stop it! response:	Help me, Fake Summer!
context: Mistress Mori Summer, you're standing too close.\Let me take care of it.\Wha... What?\Stop it!\Sanja!\Your thingies here are as cute as a baby's.\Stop! Stop it!\Help me, Fake Summer! response:	That's far enough.
context: Let me take care of it.\Wha... What?\Stop it!\Sanja!\Your thingies here are as cute as a baby's.\Stop! Stop it!\Help me, Fake Summer!\That's far enough. response:	I have lost my memory, however...
context: Wha... What?\Stop it!\Sanja!\Your thingies here are as cute as a baby's.\Stop! Stop it!\Help me, Fake Summer!\That's far enough.\I have lost my memory, however... response:	I have lived for 1,500 years.
context: Stop it!\Sanja!\Your thingies here are as cute as a baby's.\Stop! Stop it!\Help me, Fake Summer!\That's far enough.\I have lost my memory, however...\I have lived for 1,500 years. response:	I am the greatest and most real magician alive.
context: Sanja!\Your thingies here are as cute as a baby's.\Stop! Stop it!\Help me, Fake Summer!\That's far enough.\I have lost my memory, however...\I have lived for 1,500 years.\I am the greatest and most real magician alive. response:	I gather together the threads of the story with the spirits to guide me.
context: Your thingies here are as cute as a baby's.\Stop! Stop it!\Help me, Fake Summer!\That's far enough.\I have lost my memory, however...\I have lived for 1,500 years.\I am the greatest and most real magician alive.\I gather together the threads of the story with the spirits to guide me. response:	My name...
context: Stop! Stop it!\Help me, Fake Summer!\That's far enough.\I have lost my memory, however...\I have lived for 1,500 years.\I am the greatest and most real magician alive.\I gather together the threads of the story with the spirits to guide me.\My name... response:	What?
context: Help me, Fake Summer!\That's far enough.\I have lost my memory, however...\I have lived for 1,500 years.\I am the greatest and most real magician alive.\I gather together the threads of the story with the spirits to guide me.\My name...\What? response:	Are you here again?
context: That's far enough.\I have lost my memory, however...\I have lived for 1,500 years.\I am the greatest and most real magician alive.\I gather together the threads of the story with the spirits to guide me.\My name...\What?\Are you here again? response:	You, who call yourself Mori Summer.
context: I have lost my memory, however...\I have lived for 1,500 years.\I am the greatest and most real magician alive.\I gather together the threads of the story with the spirits to guide me.\My name...\What?\Are you here again?\You, who call yourself Mori Summer. response:	I propose that we settle who the real Mori Summer is here and now.
context: I have lived for 1,500 years.\I am the greatest and most real magician alive.\I gather together the threads of the story with the spirits to guide me.\My name...\What?\Are you here again?\You, who call yourself Mori Summer.\I propose that we settle who the real Mori Summer is here and now. response:	What are you talking about?
context: I am the greatest and most real magician alive.\I gather together the threads of the story with the spirits to guide me.\My name...\What?\Are you here again?\You, who call yourself Mori Summer.\I propose that we settle who the real Mori Summer is here and now.\What are you talking about? response:	We have already discussed this.
context: I gather together the threads of the story with the spirits to guide me.\My name...\What?\Are you here again?\You, who call yourself Mori Summer.\I propose that we settle who the real Mori Summer is here and now.\What are you talking about?\We have already discussed this. response:	If that is so, use your love to purify me and obliterate me
context: My name...\What?\Are you here again?\You, who call yourself Mori Summer.\I propose that we settle who the real Mori Summer is here and now.\What are you talking about?\We have already discussed this.\If that is so, use your love to purify me and obliterate me response:	for now and all eternity.
context: What?\Are you here again?\You, who call yourself Mori Summer.\I propose that we settle who the real Mori Summer is here and now.\What are you talking about?\We have already discussed this.\If that is so, use your love to purify me and obliterate me\for now and all eternity. response:	We will have a wizard's duel on the horizon of permanence.
context: Are you here again?\You, who call yourself Mori Summer.\I propose that we settle who the real Mori Summer is here and now.\What are you talking about?\We have already discussed this.\If that is so, use your love to purify me and obliterate me\for now and all eternity.\We will have a wizard's duel on the horizon of permanence. response:	Take flight, elves! Whisper to me, soul spirits!
context: You, who call yourself Mori Summer.\I propose that we settle who the real Mori Summer is here and now.\What are you talking about?\We have already discussed this.\If that is so, use your love to purify me and obliterate me\for now and all eternity.\We will have a wizard's duel on the horizon of permanence.\Take flight, elves! Whisper to me, soul spirits! response:	Spiritual Caricature!
context: I propose that we settle who the real Mori Summer is here and now.\What are you talking about?\We have already discussed this.\If that is so, use your love to purify me and obliterate me\for now and all eternity.\We will have a wizard's duel on the horizon of permanence.\Take flight, elves! Whisper to me, soul spirits!\Spiritual Caricature! response:	Get her, Nibutani!
context: What are you talking about?\We have already discussed this.\If that is so, use your love to purify me and obliterate me\for now and all eternity.\We will have a wizard's duel on the horizon of permanence.\Take flight, elves! Whisper to me, soul spirits!\Spiritual Caricature!\Get her, Nibutani! response:	I know.
context: We have already discussed this.\If that is so, use your love to purify me and obliterate me\for now and all eternity.\We will have a wizard's duel on the horizon of permanence.\Take flight, elves! Whisper to me, soul spirits!\Spiritual Caricature!\Get her, Nibutani!\I know. response:	I've taken it too far to get embarrassed now.
context: If that is so, use your love to purify me and obliterate me\for now and all eternity.\We will have a wizard's duel on the horizon of permanence.\Take flight, elves! Whisper to me, soul spirits!\Spiritual Caricature!\Get her, Nibutani!\I know.\I've taken it too far to get embarrassed now. response:	What is the meaning of this? Do you want Sanja that badly?
context: for now and all eternity.\We will have a wizard's duel on the horizon of permanence.\Take flight, elves! Whisper to me, soul spirits!\Spiritual Caricature!\Get her, Nibutani!\I know.\I've taken it too far to get embarrassed now.\What is the meaning of this? Do you want Sanja that badly? response:	Get real.
context: We will have a wizard's duel on the horizon of permanence.\Take flight, elves! Whisper to me, soul spirits!\Spiritual Caricature!\Get her, Nibutani!\I know.\I've taken it too far to get embarrassed now.\What is the meaning of this? Do you want Sanja that badly?\Get real. response:	I can't stand the idea of you using the name of Mori Summer, that's all!
context: Take flight, elves! Whisper to me, soul spirits!\Spiritual Caricature!\Get her, Nibutani!\I know.\I've taken it too far to get embarrassed now.\What is the meaning of this? Do you want Sanja that badly?\Get real.\I can't stand the idea of you using the name of Mori Summer, that's all! response:	I am the true one. Come to me, soul spirits!
context: Spiritual Caricature!\Get her, Nibutani!\I know.\I've taken it too far to get embarrassed now.\What is the meaning of this? Do you want Sanja that badly?\Get real.\I can't stand the idea of you using the name of Mori Summer, that's all!\I am the true one. Come to me, soul spirits! response:	Fairy spirits, lend me your strength!
context: Get her, Nibutani!\I know.\I've taken it too far to get embarrassed now.\What is the meaning of this? Do you want Sanja that badly?\Get real.\I can't stand the idea of you using the name of Mori Summer, that's all!\I am the true one. Come to me, soul spirits!\Fairy spirits, lend me your strength! response:	Nothing embarrasses me more than my dark history...
context: I know.\I've taken it too far to get embarrassed now.\What is the meaning of this? Do you want Sanja that badly?\Get real.\I can't stand the idea of you using the name of Mori Summer, that's all!\I am the true one. Come to me, soul spirits!\Fairy spirits, lend me your strength!\Nothing embarrasses me more than my dark history... response:	Fake Summer.
context: I've taken it too far to get embarrassed now.\What is the meaning of this? Do you want Sanja that badly?\Get real.\I can't stand the idea of you using the name of Mori Summer, that's all!\I am the true one. Come to me, soul spirits!\Fairy spirits, lend me your strength!\Nothing embarrasses me more than my dark history...\Fake Summer. response:	I will not allow her to be used by a creep like you
context: What is the meaning of this? Do you want Sanja that badly?\Get real.\I can't stand the idea of you using the name of Mori Summer, that's all!\I am the true one. Come to me, soul spirits!\Fairy spirits, lend me your strength!\Nothing embarrasses me more than my dark history...\Fake Summer.\I will not allow her to be used by a creep like you response:	for your own despicable ends!
context: Get real.\I can't stand the idea of you using the name of Mori Summer, that's all!\I am the true one. Come to me, soul spirits!\Fairy spirits, lend me your strength!\Nothing embarrasses me more than my dark history...\Fake Summer.\I will not allow her to be used by a creep like you\for your own despicable ends! response:	She was my own twisted love...
context: I can't stand the idea of you using the name of Mori Summer, that's all!\I am the true one. Come to me, soul spirits!\Fairy spirits, lend me your strength!\Nothing embarrasses me more than my dark history...\Fake Summer.\I will not allow her to be used by a creep like you\for your own despicable ends!\She was my own twisted love... response:	I aimed at myself!
context: I am the true one. Come to me, soul spirits!\Fairy spirits, lend me your strength!\Nothing embarrasses me more than my dark history...\Fake Summer.\I will not allow her to be used by a creep like you\for your own despicable ends!\She was my own twisted love...\I aimed at myself! response:	Yes!
context: Fairy spirits, lend me your strength!\Nothing embarrasses me more than my dark history...\Fake Summer.\I will not allow her to be used by a creep like you\for your own despicable ends!\She was my own twisted love...\I aimed at myself!\Yes! response:	Critical hit.
context: Nothing embarrasses me more than my dark history...\Fake Summer.\I will not allow her to be used by a creep like you\for your own despicable ends!\She was my own twisted love...\I aimed at myself!\Yes!\Critical hit. response:	Got that? Good. Now get lost.
context: Fake Summer.\I will not allow her to be used by a creep like you\for your own despicable ends!\She was my own twisted love...\I aimed at myself!\Yes!\Critical hit.\Got that? Good. Now get lost. response:	What was that attack supposed to be?
context: I will not allow her to be used by a creep like you\for your own despicable ends!\She was my own twisted love...\I aimed at myself!\Yes!\Critical hit.\Got that? Good. Now get lost.\What was that attack supposed to be? response:	Is that your so-called power as Mori Summer?
context: for your own despicable ends!\She was my own twisted love...\I aimed at myself!\Yes!\Critical hit.\Got that? Good. Now get lost.\What was that attack supposed to be?\Is that your so-called power as Mori Summer? response:	Sorry to disappoint you, but I have exhaustively
context: She was my own twisted love...\I aimed at myself!\Yes!\Critical hit.\Got that? Good. Now get lost.\What was that attack supposed to be?\Is that your so-called power as Mori Summer?\Sorry to disappoint you, but I have exhaustively response:	studied the entire content of the Mabinogion.
context: I aimed at myself!\Yes!\Critical hit.\Got that? Good. Now get lost.\What was that attack supposed to be?\Is that your so-called power as Mori Summer?\Sorry to disappoint you, but I have exhaustively\studied the entire content of the Mabinogion. response:	I am the greater incarnation of Mori Summer.
context: Yes!\Critical hit.\Got that? Good. Now get lost.\What was that attack supposed to be?\Is that your so-called power as Mori Summer?\Sorry to disappoint you, but I have exhaustively\studied the entire content of the Mabinogion.\I am the greater incarnation of Mori Summer. response:	The girl is mine.
context: Critical hit.\Got that? Good. Now get lost.\What was that attack supposed to be?\Is that your so-called power as Mori Summer?\Sorry to disappoint you, but I have exhaustively\studied the entire content of the Mabinogion.\I am the greater incarnation of Mori Summer.\The girl is mine. response:	She is my angel I fought so hard to find.
context: Got that? Good. Now get lost.\What was that attack supposed to be?\Is that your so-called power as Mori Summer?\Sorry to disappoint you, but I have exhaustively\studied the entire content of the Mabinogion.\I am the greater incarnation of Mori Summer.\The girl is mine.\She is my angel I fought so hard to find. response:	I have been following her ever since I first saw her in the city.
context: What was that attack supposed to be?\Is that your so-called power as Mori Summer?\Sorry to disappoint you, but I have exhaustively\studied the entire content of the Mabinogion.\I am the greater incarnation of Mori Summer.\The girl is mine.\She is my angel I fought so hard to find.\I have been following her ever since I first saw her in the city. response:	I waited so long to approach her.
context: Is that your so-called power as Mori Summer?\Sorry to disappoint you, but I have exhaustively\studied the entire content of the Mabinogion.\I am the greater incarnation of Mori Summer.\The girl is mine.\She is my angel I fought so hard to find.\I have been following her ever since I first saw her in the city.\I waited so long to approach her. response:	You will never have her!
context: Sorry to disappoint you, but I have exhaustively\studied the entire content of the Mabinogion.\I am the greater incarnation of Mori Summer.\The girl is mine.\She is my angel I fought so hard to find.\I have been following her ever since I first saw her in the city.\I waited so long to approach her.\You will never have her! response:	Mori Summer!
context: studied the entire content of the Mabinogion.\I am the greater incarnation of Mori Summer.\The girl is mine.\She is my angel I fought so hard to find.\I have been following her ever since I first saw her in the city.\I waited so long to approach her.\You will never have her!\Mori Summer! response:	Nibutani!
context: I am the greater incarnation of Mori Summer.\The girl is mine.\She is my angel I fought so hard to find.\I have been following her ever since I first saw her in the city.\I waited so long to approach her.\You will never have her!\Mori Summer!\Nibutani! response:	Apparently I have the greater power of imagination, Miss Faker.
context: The girl is mine.\She is my angel I fought so hard to find.\I have been following her ever since I first saw her in the city.\I waited so long to approach her.\You will never have her!\Mori Summer!\Nibutani!\Apparently I have the greater power of imagination, Miss Faker. response:	It's time for you to disappear for good this time.
context: She is my angel I fought so hard to find.\I have been following her ever since I first saw her in the city.\I waited so long to approach her.\You will never have her!\Mori Summer!\Nibutani!\Apparently I have the greater power of imagination, Miss Faker.\It's time for you to disappear for good this time. response:	Begone!
context: I have been following her ever since I first saw her in the city.\I waited so long to approach her.\You will never have her!\Mori Summer!\Nibutani!\Apparently I have the greater power of imagination, Miss Faker.\It's time for you to disappear for good this time.\Begone! response:	You're tough. Just let go.
context: I waited so long to approach her.\You will never have her!\Mori Summer!\Nibutani!\Apparently I have the greater power of imagination, Miss Faker.\It's time for you to disappear for good this time.\Begone!\You're tough. Just let go. response:	I should mention that even if you do get what you want...
context: You will never have her!\Mori Summer!\Nibutani!\Apparently I have the greater power of imagination, Miss Faker.\It's time for you to disappear for good this time.\Begone!\You're tough. Just let go.\I should mention that even if you do get what you want... response:	What?!
context: Mori Summer!\Nibutani!\Apparently I have the greater power of imagination, Miss Faker.\It's time for you to disappear for good this time.\Begone!\You're tough. Just let go.\I should mention that even if you do get what you want...\What?! response:	She's the worst. She never does as she's told.
context: Nibutani!\Apparently I have the greater power of imagination, Miss Faker.\It's time for you to disappear for good this time.\Begone!\You're tough. Just let go.\I should mention that even if you do get what you want...\What?!\She's the worst. She never does as she's told. response:	She has no intention of respecting her elders.
context: Apparently I have the greater power of imagination, Miss Faker.\It's time for you to disappear for good this time.\Begone!\You're tough. Just let go.\I should mention that even if you do get what you want...\What?!\She's the worst. She never does as she's told.\She has no intention of respecting her elders. response:	She's spoiled, and violent, and annoying.
context: It's time for you to disappear for good this time.\Begone!\You're tough. Just let go.\I should mention that even if you do get what you want...\What?!\She's the worst. She never does as she's told.\She has no intention of respecting her elders.\She's spoiled, and violent, and annoying. response:	But she gets lonely, and she can be such a coward, and she's a crybaby.
context: Begone!\You're tough. Just let go.\I should mention that even if you do get what you want...\What?!\She's the worst. She never does as she's told.\She has no intention of respecting her elders.\She's spoiled, and violent, and annoying.\But she gets lonely, and she can be such a coward, and she's a crybaby. response:	And she makes these really cute smiles when you least expect it.
context: You're tough. Just let go.\I should mention that even if you do get what you want...\What?!\She's the worst. She never does as she's told.\She has no intention of respecting her elders.\She's spoiled, and violent, and annoying.\But she gets lonely, and she can be such a coward, and she's a crybaby.\And she makes these really cute smiles when you least expect it. response:	Fake Summer.
context: I should mention that even if you do get what you want...\What?!\She's the worst. She never does as she's told.\She has no intention of respecting her elders.\She's spoiled, and violent, and annoying.\But she gets lonely, and she can be such a coward, and she's a crybaby.\And she makes these really cute smiles when you least expect it.\Fake Summer. response:	She's no angel. She's more trouble than any devil.
context: What?!\She's the worst. She never does as she's told.\She has no intention of respecting her elders.\She's spoiled, and violent, and annoying.\But she gets lonely, and she can be such a coward, and she's a crybaby.\And she makes these really cute smiles when you least expect it.\Fake Summer.\She's no angel. She's more trouble than any devil. response:	She's the best idiot ever.
context: She's the worst. She never does as she's told.\She has no intention of respecting her elders.\She's spoiled, and violent, and annoying.\But she gets lonely, and she can be such a coward, and she's a crybaby.\And she makes these really cute smiles when you least expect it.\Fake Summer.\She's no angel. She's more trouble than any devil.\She's the best idiot ever. response:	Did you call her an idiot?
context: She has no intention of respecting her elders.\She's spoiled, and violent, and annoying.\But she gets lonely, and she can be such a coward, and she's a crybaby.\And she makes these really cute smiles when you least expect it.\Fake Summer.\She's no angel. She's more trouble than any devil.\She's the best idiot ever.\Did you call her an idiot? response:	Do not defile my Sanja!
context: She's spoiled, and violent, and annoying.\But she gets lonely, and she can be such a coward, and she's a crybaby.\And she makes these really cute smiles when you least expect it.\Fake Summer.\She's no angel. She's more trouble than any devil.\She's the best idiot ever.\Did you call her an idiot?\Do not defile my Sanja! response:	Nibutani!
context: But she gets lonely, and she can be such a coward, and she's a crybaby.\And she makes these really cute smiles when you least expect it.\Fake Summer.\She's no angel. She's more trouble than any devil.\She's the best idiot ever.\Did you call her an idiot?\Do not defile my Sanja!\Nibutani! response:	Mjolnir Hammer!
context: And she makes these really cute smiles when you least expect it.\Fake Summer.\She's no angel. She's more trouble than any devil.\She's the best idiot ever.\Did you call her an idiot?\Do not defile my Sanja!\Nibutani!\Mjolnir Hammer! response:	Sanja, why?
