context: Huh? response:	Mizusawa High School Athletic Festival
context: The 1st Career Survey First Choice Second Choice\Queen\The survey is due on Thursday.\We have materials in the career guidance office, so drop by.\This is your own future, so think very carefully!\Yes, ma'am!\Kana-chan, you'll be going\to a university that has classical literature, right? response:	Oe Traditional Clothing
context: Queen\The survey is due on Thursday.\We have materials in the career guidance office, so drop by.\This is your own future, so think very carefully!\Yes, ma'am!\Kana-chan, you'll be going\to a university that has classical literature, right?\Oe Traditional Clothing response:	I know what I want to major in,
context: The survey is due on Thursday.\We have materials in the career guidance office, so drop by.\This is your own future, so think very carefully!\Yes, ma'am!\Kana-chan, you'll be going\to a university that has classical literature, right?\Oe Traditional Clothing\I know what I want to major in, response:	but I'm not sure which university I want to go to.
context: We have materials in the career guidance office, so drop by.\This is your own future, so think very carefully!\Yes, ma'am!\Kana-chan, you'll be going\to a university that has classical literature, right?\Oe Traditional Clothing\I know what I want to major in,\but I'm not sure which university I want to go to. response:	Is Chihaya-chan acting like that because of the survey?
context: This is your own future, so think very carefully!\Yes, ma'am!\Kana-chan, you'll be going\to a university that has classical literature, right?\Oe Traditional Clothing\I know what I want to major in,\but I'm not sure which university I want to go to.\Is Chihaya-chan acting like that because of the survey? response:	Beats me...
context: Yes, ma'am!\Kana-chan, you'll be going\to a university that has classical literature, right?\Oe Traditional Clothing\I know what I want to major in,\but I'm not sure which university I want to go to.\Is Chihaya-chan acting like that because of the survey?\Beats me... response:	What's wrong with them?
context: Kana-chan, you'll be going\to a university that has classical literature, right?\Oe Traditional Clothing\I know what I want to major in,\but I'm not sure which university I want to go to.\Is Chihaya-chan acting like that because of the survey?\Beats me...\What's wrong with them? response:	Beats me...
context: to a university that has classical literature, right?\Oe Traditional Clothing\I know what I want to major in,\but I'm not sure which university I want to go to.\Is Chihaya-chan acting like that because of the survey?\Beats me...\What's wrong with them?\Beats me... response:	Brutal...
context: Oe Traditional Clothing\I know what I want to major in,\but I'm not sure which university I want to go to.\Is Chihaya-chan acting like that because of the survey?\Beats me...\What's wrong with them?\Beats me...\Brutal... response:	Qualifying for Class A is brutal!
context: I know what I want to major in,\but I'm not sure which university I want to go to.\Is Chihaya-chan acting like that because of the survey?\Beats me...\What's wrong with them?\Beats me...\Brutal...\Qualifying for Class A is brutal! response:	Ayase! Get out of the corner and play me!
context: but I'm not sure which university I want to go to.\Is Chihaya-chan acting like that because of the survey?\Beats me...\What's wrong with them?\Beats me...\Brutal...\Qualifying for Class A is brutal!\Ayase! Get out of the corner and play me! response:	Hey! That's no fair!
context: Is Chihaya-chan acting like that because of the survey?\Beats me...\What's wrong with them?\Beats me...\Brutal...\Qualifying for Class A is brutal!\Ayase! Get out of the corner and play me!\Hey! That's no fair! response:	I have to play strong opponents to get better!
context: Beats me...\What's wrong with them?\Beats me...\Brutal...\Qualifying for Class A is brutal!\Ayase! Get out of the corner and play me!\Hey! That's no fair!\I have to play strong opponents to get better! response:	Come on! Let's play!
context: What's wrong with them?\Beats me...\Brutal...\Qualifying for Class A is brutal!\Ayase! Get out of the corner and play me!\Hey! That's no fair!\I have to play strong opponents to get better!\Come on! Let's play! response:	Uh-huh...
context: Beats me...\Brutal...\Qualifying for Class A is brutal!\Ayase! Get out of the corner and play me!\Hey! That's no fair!\I have to play strong opponents to get better!\Come on! Let's play!\Uh-huh... response:	Huh?
context: Brutal...\Qualifying for Class A is brutal!\Ayase! Get out of the corner and play me!\Hey! That's no fair!\I have to play strong opponents to get better!\Come on! Let's play!\Uh-huh...\Huh? response:	What's wrong, Chihaya?
context: Qualifying for Class A is brutal!\Ayase! Get out of the corner and play me!\Hey! That's no fair!\I have to play strong opponents to get better!\Come on! Let's play!\Uh-huh...\Huh?\What's wrong, Chihaya? response:	Did something happen?
context: Ayase! Get out of the corner and play me!\Hey! That's no fair!\I have to play strong opponents to get better!\Come on! Let's play!\Uh-huh...\Huh?\What's wrong, Chihaya?\Did something happen? response:	Chihaya-chan?
context: Hey! That's no fair!\I have to play strong opponents to get better!\Come on! Let's play!\Uh-huh...\Huh?\What's wrong, Chihaya?\Did something happen?\Chihaya-chan? response:	Chihaya-chan, stop taking cards with your speed.
context: I have to play strong opponents to get better!\Come on! Let's play!\Uh-huh...\Huh?\What's wrong, Chihaya?\Did something happen?\Chihaya-chan?\Chihaya-chan, stop taking cards with your speed. response:	Huh?
context: Come on! Let's play!\Uh-huh...\Huh?\What's wrong, Chihaya?\Did something happen?\Chihaya-chan?\Chihaya-chan, stop taking cards with your speed.\Huh? response:	What do you mean, Dr. Harada?
context: Uh-huh...\Huh?\What's wrong, Chihaya?\Did something happen?\Chihaya-chan?\Chihaya-chan, stop taking cards with your speed.\Huh?\What do you mean, Dr. Harada? response:	I can't win without my speed.
context: Huh?\What's wrong, Chihaya?\Did something happen?\Chihaya-chan?\Chihaya-chan, stop taking cards with your speed.\Huh?\What do you mean, Dr. Harada?\I can't win without my speed. response:	Chihaya-chan, what did you think about the Queen's Karuta?
context: What's wrong, Chihaya?\Did something happen?\Chihaya-chan?\Chihaya-chan, stop taking cards with your speed.\Huh?\What do you mean, Dr. Harada?\I can't win without my speed.\Chihaya-chan, what did you think about the Queen's Karuta? response:	She was super fast!
context: Did something happen?\Chihaya-chan?\Chihaya-chan, stop taking cards with your speed.\Huh?\What do you mean, Dr. Harada?\I can't win without my speed.\Chihaya-chan, what did you think about the Queen's Karuta?\She was super fast! response:	I couldn't believe how fast she was!
context: Chihaya-chan?\Chihaya-chan, stop taking cards with your speed.\Huh?\What do you mean, Dr. Harada?\I can't win without my speed.\Chihaya-chan, what did you think about the Queen's Karuta?\She was super fast!\I couldn't believe how fast she was! response:	Anything else?
context: Chihaya-chan, stop taking cards with your speed.\Huh?\What do you mean, Dr. Harada?\I can't win without my speed.\Chihaya-chan, what did you think about the Queen's Karuta?\She was super fast!\I couldn't believe how fast she was!\Anything else? response:	She was accurate!
context: Huh?\What do you mean, Dr. Harada?\I can't win without my speed.\Chihaya-chan, what did you think about the Queen's Karuta?\She was super fast!\I couldn't believe how fast she was!\Anything else?\She was accurate! response:	Like she was always aiming for a certain spot on the card!
context: What do you mean, Dr. Harada?\I can't win without my speed.\Chihaya-chan, what did you think about the Queen's Karuta?\She was super fast!\I couldn't believe how fast she was!\Anything else?\She was accurate!\Like she was always aiming for a certain spot on the card! response:	But she was still fast!
context: I can't win without my speed.\Chihaya-chan, what did you think about the Queen's Karuta?\She was super fast!\I couldn't believe how fast she was!\Anything else?\She was accurate!\Like she was always aiming for a certain spot on the card!\But she was still fast! response:	Every player wishes they could have her speed...
context: Chihaya-chan, what did you think about the Queen's Karuta?\She was super fast!\I couldn't believe how fast she was!\Anything else?\She was accurate!\Like she was always aiming for a certain spot on the card!\But she was still fast!\Every player wishes they could have her speed... response:	You don't have to be fast.
context: She was super fast!\I couldn't believe how fast she was!\Anything else?\She was accurate!\Like she was always aiming for a certain spot on the card!\But she was still fast!\Every player wishes they could have her speed...\You don't have to be fast. response:	Chihaya-chan, how many sweet cards do you have?
context: I couldn't believe how fast she was!\Anything else?\She was accurate!\Like she was always aiming for a certain spot on the card!\But she was still fast!\Every player wishes they could have her speed...\You don't have to be fast.\Chihaya-chan, how many sweet cards do you have? response:	Five? Ten?
context: Anything else?\She was accurate!\Like she was always aiming for a certain spot on the card!\But she was still fast!\Every player wishes they could have her speed...\You don't have to be fast.\Chihaya-chan, how many sweet cards do you have?\Five? Ten? response:	It doesn't matter if you can take a few cards really fast.
context: She was accurate!\Like she was always aiming for a certain spot on the card!\But she was still fast!\Every player wishes they could have her speed...\You don't have to be fast.\Chihaya-chan, how many sweet cards do you have?\Five? Ten?\It doesn't matter if you can take a few cards really fast. response:	If you lose all of the other cards, you lose the match.
context: Like she was always aiming for a certain spot on the card!\But she was still fast!\Every player wishes they could have her speed...\You don't have to be fast.\Chihaya-chan, how many sweet cards do you have?\Five? Ten?\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match. response:	Stop concentrating on speed.
context: But she was still fast!\Every player wishes they could have her speed...\You don't have to be fast.\Chihaya-chan, how many sweet cards do you have?\Five? Ten?\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Stop concentrating on speed. response:	Huh?
context: Every player wishes they could have her speed...\You don't have to be fast.\Chihaya-chan, how many sweet cards do you have?\Five? Ten?\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Stop concentrating on speed.\Huh? response:	That's what Dr. Harada said?
context: You don't have to be fast.\Chihaya-chan, how many sweet cards do you have?\Five? Ten?\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Stop concentrating on speed.\Huh?\That's what Dr. Harada said? response:	What does Ayase have, if you take away her speed?
context: Chihaya-chan, how many sweet cards do you have?\Five? Ten?\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Stop concentrating on speed.\Huh?\That's what Dr. Harada said?\What does Ayase have, if you take away her speed? response:	She doesn't use any strategy.
context: Five? Ten?\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Stop concentrating on speed.\Huh?\That's what Dr. Harada said?\What does Ayase have, if you take away her speed?\She doesn't use any strategy. response:	So your sharp senses are actually hurting you.
context: It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Stop concentrating on speed.\Huh?\That's what Dr. Harada said?\What does Ayase have, if you take away her speed?\She doesn't use any strategy.\So your sharp senses are actually hurting you. response:	Hey, Chihaya.
context: If you lose all of the other cards, you lose the match.\Stop concentrating on speed.\Huh?\That's what Dr. Harada said?\What does Ayase have, if you take away her speed?\She doesn't use any strategy.\So your sharp senses are actually hurting you.\Hey, Chihaya. response:	Is she actually trying to think this through?
context: Stop concentrating on speed.\Huh?\That's what Dr. Harada said?\What does Ayase have, if you take away her speed?\She doesn't use any strategy.\So your sharp senses are actually hurting you.\Hey, Chihaya.\Is she actually trying to think this through? response:	Usually, when she runs into a difficult problem,
context: Huh?\That's what Dr. Harada said?\What does Ayase have, if you take away her speed?\She doesn't use any strategy.\So your sharp senses are actually hurting you.\Hey, Chihaya.\Is she actually trying to think this through?\Usually, when she runs into a difficult problem, response:	she gives up within ten seconds!
context: That's what Dr. Harada said?\What does Ayase have, if you take away her speed?\She doesn't use any strategy.\So your sharp senses are actually hurting you.\Hey, Chihaya.\Is she actually trying to think this through?\Usually, when she runs into a difficult problem,\she gives up within ten seconds! response:	I look too.
context: What does Ayase have, if you take away her speed?\She doesn't use any strategy.\So your sharp senses are actually hurting you.\Hey, Chihaya.\Is she actually trying to think this through?\Usually, when she runs into a difficult problem,\she gives up within ten seconds!\I look too. response:	I don't get it.
context: She doesn't use any strategy.\So your sharp senses are actually hurting you.\Hey, Chihaya.\Is she actually trying to think this through?\Usually, when she runs into a difficult problem,\she gives up within ten seconds!\I look too.\I don't get it. response:	Why shouldn't I take cards fast?
context: So your sharp senses are actually hurting you.\Hey, Chihaya.\Is she actually trying to think this through?\Usually, when she runs into a difficult problem,\she gives up within ten seconds!\I look too.\I don't get it.\Why shouldn't I take cards fast? response:	What is he talking about?
context: Hey, Chihaya.\Is she actually trying to think this through?\Usually, when she runs into a difficult problem,\she gives up within ten seconds!\I look too.\I don't get it.\Why shouldn't I take cards fast?\What is he talking about? response:	The next round is Nishida vs. Mashima
context: Is she actually trying to think this through?\Usually, when she runs into a difficult problem,\she gives up within ten seconds!\I look too.\I don't get it.\Why shouldn't I take cards fast?\What is he talking about?\The next round is Nishida vs. Mashima response:	and Ayase vs. me, right?
context: Usually, when she runs into a difficult problem,\she gives up within ten seconds!\I look too.\I don't get it.\Why shouldn't I take cards fast?\What is he talking about?\The next round is Nishida vs. Mashima\and Ayase vs. me, right? response:	Here comes spring, now the flower blooms
context: she gives up within ten seconds!\I look too.\I don't get it.\Why shouldn't I take cards fast?\What is he talking about?\The next round is Nishida vs. Mashima\and Ayase vs. me, right?\Here comes spring, now the flower blooms response:	Impassionate gods...
context: I look too.\I don't get it.\Why shouldn't I take cards fast?\What is he talking about?\The next round is Nishida vs. Mashima\and Ayase vs. me, right?\Here comes spring, now the flower blooms\Impassionate gods... response:	That's the problem!
context: I don't get it.\Why shouldn't I take cards fast?\What is he talking about?\The next round is Nishida vs. Mashima\and Ayase vs. me, right?\Here comes spring, now the flower blooms\Impassionate gods...\That's the problem! response:	He's talking about how you move too fast!
context: Why shouldn't I take cards fast?\What is he talking about?\The next round is Nishida vs. Mashima\and Ayase vs. me, right?\Here comes spring, now the flower blooms\Impassionate gods...\That's the problem!\He's talking about how you move too fast! response:	Oh, he means this?
context: What is he talking about?\The next round is Nishida vs. Mashima\and Ayase vs. me, right?\Here comes spring, now the flower blooms\Impassionate gods...\That's the problem!\He's talking about how you move too fast!\Oh, he means this? response:	Seriously, none of the
context: The next round is Nishida vs. Mashima\and Ayase vs. me, right?\Here comes spring, now the flower blooms\Impassionate gods...\That's the problem!\He's talking about how you move too fast!\Oh, he means this?\Seriously, none of the response:	other Impassion cards have been read yet.
context: and Ayase vs. me, right?\Here comes spring, now the flower blooms\Impassionate gods...\That's the problem!\He's talking about how you move too fast!\Oh, he means this?\Seriously, none of the\other Impassion cards have been read yet. response:	My body kinda moves by itself...
context: Here comes spring, now the flower blooms\Impassionate gods...\That's the problem!\He's talking about how you move too fast!\Oh, he means this?\Seriously, none of the\other Impassion cards have been read yet.\My body kinda moves by itself... response:	Primal instinct.
context: Impassionate gods...\That's the problem!\He's talking about how you move too fast!\Oh, he means this?\Seriously, none of the\other Impassion cards have been read yet.\My body kinda moves by itself...\Primal instinct. response:	Are you finished?
context: That's the problem!\He's talking about how you move too fast!\Oh, he means this?\Seriously, none of the\other Impassion cards have been read yet.\My body kinda moves by itself...\Primal instinct.\Are you finished? response:	I'm going to read the next card.
context: He's talking about how you move too fast!\Oh, he means this?\Seriously, none of the\other Impassion cards have been read yet.\My body kinda moves by itself...\Primal instinct.\Are you finished?\I'm going to read the next card. response:	the red that is the Tatsuta River
context: Oh, he means this?\Seriously, none of the\other Impassion cards have been read yet.\My body kinda moves by itself...\Primal instinct.\Are you finished?\I'm going to read the next card.\the red that is the Tatsuta River response:	In order to restore my faith...
context: Seriously, none of the\other Impassion cards have been read yet.\My body kinda moves by itself...\Primal instinct.\Are you finished?\I'm going to read the next card.\the red that is the Tatsuta River\In order to restore my faith... response:	My own sleeves are like...
context: other Impassion cards have been read yet.\My body kinda moves by itself...\Primal instinct.\Are you finished?\I'm going to read the next card.\the red that is the Tatsuta River\In order to restore my faith...\My own sleeves are like... response:	Look for the sound...
context: My body kinda moves by itself...\Primal instinct.\Are you finished?\I'm going to read the next card.\the red that is the Tatsuta River\In order to restore my faith...\My own sleeves are like...\Look for the sound... response:	A 15-card win! Good!
context: Primal instinct.\Are you finished?\I'm going to read the next card.\the red that is the Tatsuta River\In order to restore my faith...\My own sleeves are like...\Look for the sound...\A 15-card win! Good! response:	Today, there were 6 B cards, 10 C cards.
context: Are you finished?\I'm going to read the next card.\the red that is the Tatsuta River\In order to restore my faith...\My own sleeves are like...\Look for the sound...\A 15-card win! Good!\Today, there were 6 B cards, 10 C cards. response:	And 0 A and D cards.
context: I'm going to read the next card.\the red that is the Tatsuta River\In order to restore my faith...\My own sleeves are like...\Look for the sound...\A 15-card win! Good!\Today, there were 6 B cards, 10 C cards.\And 0 A and D cards. response:	What's that?
context: the red that is the Tatsuta River\In order to restore my faith...\My own sleeves are like...\Look for the sound...\A 15-card win! Good!\Today, there were 6 B cards, 10 C cards.\And 0 A and D cards.\What's that? response:	The distribution of the cards I've won against you
context: In order to restore my faith...\My own sleeves are like...\Look for the sound...\A 15-card win! Good!\Today, there were 6 B cards, 10 C cards.\And 0 A and D cards.\What's that?\The distribution of the cards I've won against you response:	over the course of the 28 matches
context: My own sleeves are like...\Look for the sound...\A 15-card win! Good!\Today, there were 6 B cards, 10 C cards.\And 0 A and D cards.\What's that?\The distribution of the cards I've won against you\over the course of the 28 matches response:	Vs. Ayase Ayase Komano 1) The Impassionate card in my right middle row is taken by Ayase. She sends The sound of people from her right lower row to my right lower row. 2) I take In order to from her right middle row. In order for is on my side and Ayase was focused on taking that card from me. I send I feel as from my right middle side to her right middle side.
context: Look for the sound...\A 15-card win! Good!\Today, there were 6 B cards, 10 C cards.\And 0 A and D cards.\What's that?\The distribution of the cards I've won against you\over the course of the 28 matches\Vs. Ayase Ayase Komano 1) The Impassionate card in my right middle row is taken by Ayase. She sends The sound of people from her right lower row to my right lower row. 2) I take In order to from her right middle row. In order for is on my side and Ayase was focused on taking that card from me. I send I feel as from my right middle side to her right middle side. response:	we played in August and September.
context: A 15-card win! Good!\Today, there were 6 B cards, 10 C cards.\And 0 A and D cards.\What's that?\The distribution of the cards I've won against you\over the course of the 28 matches\Vs. Ayase Ayase Komano 1) The Impassionate card in my right middle row is taken by Ayase. She sends The sound of people from her right lower row to my right lower row. 2) I take In order to from her right middle row. In order for is on my side and Ayase was focused on taking that card from me. I send I feel as from my right middle side to her right middle side.\we played in August and September. response:	One percent of the cards I take come from region A on the opponent's side.
context: Today, there were 6 B cards, 10 C cards.\And 0 A and D cards.\What's that?\The distribution of the cards I've won against you\over the course of the 28 matches\Vs. Ayase Ayase Komano 1) The Impassionate card in my right middle row is taken by Ayase. She sends The sound of people from her right lower row to my right lower row. 2) I take In order to from her right middle row. In order for is on my side and Ayase was focused on taking that card from me. I send I feel as from my right middle side to her right middle side.\we played in August and September.\One percent of the cards I take come from region A on the opponent's side. response:	Sixty-seven percent come from region B on the opponent side.
context: And 0 A and D cards.\What's that?\The distribution of the cards I've won against you\over the course of the 28 matches\Vs. Ayase Ayase Komano 1) The Impassionate card in my right middle row is taken by Ayase. She sends The sound of people from her right lower row to my right lower row. 2) I take In order to from her right middle row. In order for is on my side and Ayase was focused on taking that card from me. I send I feel as from my right middle side to her right middle side.\we played in August and September.\One percent of the cards I take come from region A on the opponent's side.\Sixty-seven percent come from region B on the opponent side. response:	Thirty-two percent come from region C on my side.
context: What's that?\The distribution of the cards I've won against you\over the course of the 28 matches\Vs. Ayase Ayase Komano 1) The Impassionate card in my right middle row is taken by Ayase. She sends The sound of people from her right lower row to my right lower row. 2) I take In order to from her right middle row. In order for is on my side and Ayase was focused on taking that card from me. I send I feel as from my right middle side to her right middle side.\we played in August and September.\One percent of the cards I take come from region A on the opponent's side.\Sixty-seven percent come from region B on the opponent side.\Thirty-two percent come from region C on my side. response:	Zero percent come from region D on my side.
context: The distribution of the cards I've won against you\over the course of the 28 matches\Vs. Ayase Ayase Komano 1) The Impassionate card in my right middle row is taken by Ayase. She sends The sound of people from her right lower row to my right lower row. 2) I take In order to from her right middle row. In order for is on my side and Ayase was focused on taking that card from me. I send I feel as from my right middle side to her right middle side.\we played in August and September.\One percent of the cards I take come from region A on the opponent's side.\Sixty-seven percent come from region B on the opponent side.\Thirty-two percent come from region C on my side.\Zero percent come from region D on my side. response:	What?!
context: over the course of the 28 matches\Vs. Ayase Ayase Komano 1) The Impassionate card in my right middle row is taken by Ayase. She sends The sound of people from her right lower row to my right lower row. 2) I take In order to from her right middle row. In order for is on my side and Ayase was focused on taking that card from me. I send I feel as from my right middle side to her right middle side.\we played in August and September.\One percent of the cards I take come from region A on the opponent's side.\Sixty-seven percent come from region B on the opponent side.\Thirty-two percent come from region C on my side.\Zero percent come from region D on my side.\What?! response:	You've been keeping track of all that?!
context: Vs. Ayase Ayase Komano 1) The Impassionate card in my right middle row is taken by Ayase. She sends The sound of people from her right lower row to my right lower row. 2) I take In order to from her right middle row. In order for is on my side and Ayase was focused on taking that card from me. I send I feel as from my right middle side to her right middle side.\we played in August and September.\One percent of the cards I take come from region A on the opponent's side.\Sixty-seven percent come from region B on the opponent side.\Thirty-two percent come from region C on my side.\Zero percent come from region D on my side.\What?!\You've been keeping track of all that?! response:	That means I win almost all of the cards in A and D!
context: we played in August and September.\One percent of the cards I take come from region A on the opponent's side.\Sixty-seven percent come from region B on the opponent side.\Thirty-two percent come from region C on my side.\Zero percent come from region D on my side.\What?!\You've been keeping track of all that?!\That means I win almost all of the cards in A and D! response:	But that also means that
context: One percent of the cards I take come from region A on the opponent's side.\Sixty-seven percent come from region B on the opponent side.\Thirty-two percent come from region C on my side.\Zero percent come from region D on my side.\What?!\You've been keeping track of all that?!\That means I win almost all of the cards in A and D!\But that also means that response:	I'm able to take a considerable
context: Sixty-seven percent come from region B on the opponent side.\Thirty-two percent come from region C on my side.\Zero percent come from region D on my side.\What?!\You've been keeping track of all that?!\That means I win almost all of the cards in A and D!\But that also means that\I'm able to take a considerable response:	number of cards from B and C.
context: Thirty-two percent come from region C on my side.\Zero percent come from region D on my side.\What?!\You've been keeping track of all that?!\That means I win almost all of the cards in A and D!\But that also means that\I'm able to take a considerable\number of cards from B and C. response:	I can't take any one-syllable cards from you,
context: Zero percent come from region D on my side.\What?!\You've been keeping track of all that?!\That means I win almost all of the cards in A and D!\But that also means that\I'm able to take a considerable\number of cards from B and C.\I can't take any one-syllable cards from you, response:	but you have trouble with three-syllable cards.
context: What?!\You've been keeping track of all that?!\That means I win almost all of the cards in A and D!\But that also means that\I'm able to take a considerable\number of cards from B and C.\I can't take any one-syllable cards from you,\but you have trouble with three-syllable cards. response:	So I would place them in C, where you are weak,
context: You've been keeping track of all that?!\That means I win almost all of the cards in A and D!\But that also means that\I'm able to take a considerable\number of cards from B and C.\I can't take any one-syllable cards from you,\but you have trouble with three-syllable cards.\So I would place them in C, where you are weak, response:	and constantly attack your left side.
context: That means I win almost all of the cards in A and D!\But that also means that\I'm able to take a considerable\number of cards from B and C.\I can't take any one-syllable cards from you,\but you have trouble with three-syllable cards.\So I would place them in C, where you are weak,\and constantly attack your left side. response:	I'm sure you come up against people
context: But that also means that\I'm able to take a considerable\number of cards from B and C.\I can't take any one-syllable cards from you,\but you have trouble with three-syllable cards.\So I would place them in C, where you are weak,\and constantly attack your left side.\I'm sure you come up against people response:	who use these strategies.
context: I'm able to take a considerable\number of cards from B and C.\I can't take any one-syllable cards from you,\but you have trouble with three-syllable cards.\So I would place them in C, where you are weak,\and constantly attack your left side.\I'm sure you come up against people\who use these strategies. response:	Hey, what about me? Show me mine!
context: number of cards from B and C.\I can't take any one-syllable cards from you,\but you have trouble with three-syllable cards.\So I would place them in C, where you are weak,\and constantly attack your left side.\I'm sure you come up against people\who use these strategies.\Hey, what about me? Show me mine! response:	Not for nothing.
context: I can't take any one-syllable cards from you,\but you have trouble with three-syllable cards.\So I would place them in C, where you are weak,\and constantly attack your left side.\I'm sure you come up against people\who use these strategies.\Hey, what about me? Show me mine!\Not for nothing. response:	You hog!
context: but you have trouble with three-syllable cards.\So I would place them in C, where you are weak,\and constantly attack your left side.\I'm sure you come up against people\who use these strategies.\Hey, what about me? Show me mine!\Not for nothing.\You hog! response:	It doesn't matter if you can take a few cards really fast.
context: So I would place them in C, where you are weak,\and constantly attack your left side.\I'm sure you come up against people\who use these strategies.\Hey, what about me? Show me mine!\Not for nothing.\You hog!\It doesn't matter if you can take a few cards really fast. response:	If you lose all of the other cards, you lose the match.
context: and constantly attack your left side.\I'm sure you come up against people\who use these strategies.\Hey, what about me? Show me mine!\Not for nothing.\You hog!\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match. response:	Chihaya-chan, you commit a lot of faults.
context: I'm sure you come up against people\who use these strategies.\Hey, what about me? Show me mine!\Not for nothing.\You hog!\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Chihaya-chan, you commit a lot of faults. response:	Huh?
context: who use these strategies.\Hey, what about me? Show me mine!\Not for nothing.\You hog!\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Chihaya-chan, you commit a lot of faults.\Huh? response:	You gamble because you want to take a card faster.
context: Hey, what about me? Show me mine!\Not for nothing.\You hog!\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Chihaya-chan, you commit a lot of faults.\Huh?\You gamble because you want to take a card faster. response:	For example, take May the time spent and May the time we.
context: Not for nothing.\You hog!\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Chihaya-chan, you commit a lot of faults.\Huh?\You gamble because you want to take a card faster.\For example, take May the time spent and May the time we. response:	Oh, a lot of people have trouble with those.
context: You hog!\It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Chihaya-chan, you commit a lot of faults.\Huh?\You gamble because you want to take a card faster.\For example, take May the time spent and May the time we.\Oh, a lot of people have trouble with those. response:	Since the poems are also similar!
context: It doesn't matter if you can take a few cards really fast.\If you lose all of the other cards, you lose the match.\Chihaya-chan, you commit a lot of faults.\Huh?\You gamble because you want to take a card faster.\For example, take May the time spent and May the time we.\Oh, a lot of people have trouble with those.\Since the poems are also similar! response:	Silence!
context: If you lose all of the other cards, you lose the match.\Chihaya-chan, you commit a lot of faults.\Huh?\You gamble because you want to take a card faster.\For example, take May the time spent and May the time we.\Oh, a lot of people have trouble with those.\Since the poems are also similar!\Silence! response:	May the time we is 19.
context: Chihaya-chan, you commit a lot of faults.\Huh?\You gamble because you want to take a card faster.\For example, take May the time spent and May the time we.\Oh, a lot of people have trouble with those.\Since the poems are also similar!\Silence!\May the time we is 19. response:	May the time spent is 88.
context: Huh?\You gamble because you want to take a card faster.\For example, take May the time spent and May the time we.\Oh, a lot of people have trouble with those.\Since the poems are also similar!\Silence!\May the time we is 19.\May the time spent is 88. response:	They're separated by two hundred years of history!
context: You gamble because you want to take a card faster.\For example, take May the time spent and May the time we.\Oh, a lot of people have trouble with those.\Since the poems are also similar!\Silence!\May the time we is 19.\May the time spent is 88.\They're separated by two hundred years of history! response:	Years?!
context: For example, take May the time spent and May the time we.\Oh, a lot of people have trouble with those.\Since the poems are also similar!\Silence!\May the time we is 19.\May the time spent is 88.\They're separated by two hundred years of history!\Years?! response:	May the time we spend apart from one another be
context: Oh, a lot of people have trouble with those.\Since the poems are also similar!\Silence!\May the time we is 19.\May the time spent is 88.\They're separated by two hundred years of history!\Years?!\May the time we spend apart from one another be response:	as short-lived as the reeds of Naniwa Bay
context: Since the poems are also similar!\Silence!\May the time we is 19.\May the time spent is 88.\They're separated by two hundred years of history!\Years?!\May the time we spend apart from one another be\as short-lived as the reeds of Naniwa Bay response:	May the time spent in our one night together
context: Silence!\May the time we is 19.\May the time spent is 88.\They're separated by two hundred years of history!\Years?!\May the time we spend apart from one another be\as short-lived as the reeds of Naniwa Bay\May the time spent in our one night together response:	bring a life of everlasting love
context: May the time we is 19.\May the time spent is 88.\They're separated by two hundred years of history!\Years?!\May the time we spend apart from one another be\as short-lived as the reeds of Naniwa Bay\May the time spent in our one night together\bring a life of everlasting love response:	Both poems were written by women,
context: May the time spent is 88.\They're separated by two hundred years of history!\Years?!\May the time we spend apart from one another be\as short-lived as the reeds of Naniwa Bay\May the time spent in our one night together\bring a life of everlasting love\Both poems were written by women, response:	and they describe similar situations.
context: They're separated by two hundred years of history!\Years?!\May the time we spend apart from one another be\as short-lived as the reeds of Naniwa Bay\May the time spent in our one night together\bring a life of everlasting love\Both poems were written by women,\and they describe similar situations. response:	I find it moving that
context: Years?!\May the time we spend apart from one another be\as short-lived as the reeds of Naniwa Bay\May the time spent in our one night together\bring a life of everlasting love\Both poems were written by women,\and they describe similar situations.\I find it moving that response:	two women separated by 200 years
context: May the time we spend apart from one another be\as short-lived as the reeds of Naniwa Bay\May the time spent in our one night together\bring a life of everlasting love\Both poems were written by women,\and they describe similar situations.\I find it moving that\two women separated by 200 years response:	would express themselves in similar ways,
context: as short-lived as the reeds of Naniwa Bay\May the time spent in our one night together\bring a life of everlasting love\Both poems were written by women,\and they describe similar situations.\I find it moving that\two women separated by 200 years\would express themselves in similar ways, response:	but that's not important right now.
