context: Episode 8 Umaru and Christmas and New Year's response:	Onii-chan! It's snowing!
context: an actual date or place, Onii-chan.\That's enough!\I guess I don't have a choice... Okay, I'll clean up.\Oh, you can clean when we get back.\Huh? Are we going somewhere?\Let's go for the year's first shrine visit.\Tago Shrine\Piping Hot Buttered Potatoes response:	There're so many people.
context: That's enough!\I guess I don't have a choice... Okay, I'll clean up.\Oh, you can clean when we get back.\Huh? Are we going somewhere?\Let's go for the year's first shrine visit.\Tago Shrine\Piping Hot Buttered Potatoes\There're so many people. response:	Yeah.
context: I guess I don't have a choice... Okay, I'll clean up.\Oh, you can clean when we get back.\Huh? Are we going somewhere?\Let's go for the year's first shrine visit.\Tago Shrine\Piping Hot Buttered Potatoes\There're so many people.\Yeah. response:	Yay!
context: Oh, you can clean when we get back.\Huh? Are we going somewhere?\Let's go for the year's first shrine visit.\Tago Shrine\Piping Hot Buttered Potatoes\There're so many people.\Yeah.\Yay! response:	Really? A peace sign?
context: Huh? Are we going somewhere?\Let's go for the year's first shrine visit.\Tago Shrine\Piping Hot Buttered Potatoes\There're so many people.\Yeah.\Yay!\Really? A peace sign? response:	Umaru, did you want to come in a kimono, too?
context: Let's go for the year's first shrine visit.\Tago Shrine\Piping Hot Buttered Potatoes\There're so many people.\Yeah.\Yay!\Really? A peace sign?\Umaru, did you want to come in a kimono, too? response:	No. Not at all.
context: Tago Shrine\Piping Hot Buttered Potatoes\There're so many people.\Yeah.\Yay!\Really? A peace sign?\Umaru, did you want to come in a kimono, too?\No. Not at all. response:	I see...
context: Piping Hot Buttered Potatoes\There're so many people.\Yeah.\Yay!\Really? A peace sign?\Umaru, did you want to come in a kimono, too?\No. Not at all.\I see... response:	Oh! Fortune slips!
context: There're so many people.\Yeah.\Yay!\Really? A peace sign?\Umaru, did you want to come in a kimono, too?\No. Not at all.\I see...\Oh! Fortune slips! response:	Let's see who has better luck!
context: Yeah.\Yay!\Really? A peace sign?\Umaru, did you want to come in a kimono, too?\No. Not at all.\I see...\Oh! Fortune slips!\Let's see who has better luck! response:	Of course you take interest when there's a gambling aspect...
context: Yay!\Really? A peace sign?\Umaru, did you want to come in a kimono, too?\No. Not at all.\I see...\Oh! Fortune slips!\Let's see who has better luck!\Of course you take interest when there's a gambling aspect... response:	Luck: Good Luck to Come
context: Really? A peace sign?\Umaru, did you want to come in a kimono, too?\No. Not at all.\I see...\Oh! Fortune slips!\Let's see who has better luck!\Of course you take interest when there's a gambling aspect...\Luck: Good Luck to Come response:	What'd you get, Onii-chan?
context: Umaru, did you want to come in a kimono, too?\No. Not at all.\I see...\Oh! Fortune slips!\Let's see who has better luck!\Of course you take interest when there's a gambling aspect...\Luck: Good Luck to Come\What'd you get, Onii-chan? response:	Slightly good luck.
context: No. Not at all.\I see...\Oh! Fortune slips!\Let's see who has better luck!\Of course you take interest when there's a gambling aspect...\Luck: Good Luck to Come\What'd you get, Onii-chan?\Slightly good luck. response:	Is that better than good luck to come?
context: I see...\Oh! Fortune slips!\Let's see who has better luck!\Of course you take interest when there's a gambling aspect...\Luck: Good Luck to Come\What'd you get, Onii-chan?\Slightly good luck.\Is that better than good luck to come? response:	I have no idea.
context: Oh! Fortune slips!\Let's see who has better luck!\Of course you take interest when there's a gambling aspect...\Luck: Good Luck to Come\What'd you get, Onii-chan?\Slightly good luck.\Is that better than good luck to come?\I have no idea. response:	Here. For an offering.
context: Let's see who has better luck!\Of course you take interest when there's a gambling aspect...\Luck: Good Luck to Come\What'd you get, Onii-chan?\Slightly good luck.\Is that better than good luck to come?\I have no idea.\Here. For an offering. response:	Hey!
context: Of course you take interest when there's a gambling aspect...\Luck: Good Luck to Come\What'd you get, Onii-chan?\Slightly good luck.\Is that better than good luck to come?\I have no idea.\Here. For an offering.\Hey! response:	What did you wish for, Onii-chan?
context: Luck: Good Luck to Come\What'd you get, Onii-chan?\Slightly good luck.\Is that better than good luck to come?\I have no idea.\Here. For an offering.\Hey!\What did you wish for, Onii-chan? response:	It's more likely to come true if you don't say it.
context: What'd you get, Onii-chan?\Slightly good luck.\Is that better than good luck to come?\I have no idea.\Here. For an offering.\Hey!\What did you wish for, Onii-chan?\It's more likely to come true if you don't say it. response:	Really?
context: Slightly good luck.\Is that better than good luck to come?\I have no idea.\Here. For an offering.\Hey!\What did you wish for, Onii-chan?\It's more likely to come true if you don't say it.\Really? response:	Apparently.
context: Is that better than good luck to come?\I have no idea.\Here. For an offering.\Hey!\What did you wish for, Onii-chan?\It's more likely to come true if you don't say it.\Really?\Apparently. response:	Then I won't tell you, either.
context: I have no idea.\Here. For an offering.\Hey!\What did you wish for, Onii-chan?\It's more likely to come true if you don't say it.\Really?\Apparently.\Then I won't tell you, either. response:	Okay.
context: Here. For an offering.\Hey!\What did you wish for, Onii-chan?\It's more likely to come true if you don't say it.\Really?\Apparently.\Then I won't tell you, either.\Okay. response:	New Year's
context: Hey!\What did you wish for, Onii-chan?\It's more likely to come true if you don't say it.\Really?\Apparently.\Then I won't tell you, either.\Okay.\New Year's response:	The new year lazily begins.
context: What did you wish for, Onii-chan?\It's more likely to come true if you don't say it.\Really?\Apparently.\Then I won't tell you, either.\Okay.\New Year's\The new year lazily begins. response:	I wonder what this year will be like.
context: It's more likely to come true if you don't say it.\Really?\Apparently.\Then I won't tell you, either.\Okay.\New Year's\The new year lazily begins.\I wonder what this year will be like. response:	Oh, Onii-chan.
context: Really?\Apparently.\Then I won't tell you, either.\Okay.\New Year's\The new year lazily begins.\I wonder what this year will be like.\Oh, Onii-chan. response:	I'm counting on you again this year!
context: Apparently.\Then I won't tell you, either.\Okay.\New Year's\The new year lazily begins.\I wonder what this year will be like.\Oh, Onii-chan.\I'm counting on you again this year! response:	Yeah, same.
context: Then I won't tell you, either.\Okay.\New Year's\The new year lazily begins.\I wonder what this year will be like.\Oh, Onii-chan.\I'm counting on you again this year!\Yeah, same. response:	Wait, what are you counting on me for?
context: Okay.\New Year's\The new year lazily begins.\I wonder what this year will be like.\Oh, Onii-chan.\I'm counting on you again this year!\Yeah, same.\Wait, what are you counting on me for? response:	Oh, you know. Like cleaning.
context: New Year's\The new year lazily begins.\I wonder what this year will be like.\Oh, Onii-chan.\I'm counting on you again this year!\Yeah, same.\Wait, what are you counting on me for?\Oh, you know. Like cleaning. response:	Oh, and dinner tonight! I want meat!
context: The new year lazily begins.\I wonder what this year will be like.\Oh, Onii-chan.\I'm counting on you again this year!\Yeah, same.\Wait, what are you counting on me for?\Oh, you know. Like cleaning.\Oh, and dinner tonight! I want meat! response:	You're not going to get any more serious this year, are you?
context: I wonder what this year will be like.\Oh, Onii-chan.\I'm counting on you again this year!\Yeah, same.\Wait, what are you counting on me for?\Oh, you know. Like cleaning.\Oh, and dinner tonight! I want meat!\You're not going to get any more serious this year, are you? response:	I did indeed say I was going to get serious.
context: Oh, Onii-chan.\I'm counting on you again this year!\Yeah, same.\Wait, what are you counting on me for?\Oh, you know. Like cleaning.\Oh, and dinner tonight! I want meat!\You're not going to get any more serious this year, are you?\I did indeed say I was going to get serious. response:	Pssst Pssst
context: I'm counting on you again this year!\Yeah, same.\Wait, what are you counting on me for?\Oh, you know. Like cleaning.\Oh, and dinner tonight! I want meat!\You're not going to get any more serious this year, are you?\I did indeed say I was going to get serious.\Pssst Pssst response:	However, I never specified a date or...
context: Yeah, same.\Wait, what are you counting on me for?\Oh, you know. Like cleaning.\Oh, and dinner tonight! I want meat!\You're not going to get any more serious this year, are you?\I did indeed say I was going to get serious.\Pssst Pssst\However, I never specified a date or... response:	That's enough of that!
context: Wait, what are you counting on me for?\Oh, you know. Like cleaning.\Oh, and dinner tonight! I want meat!\You're not going to get any more serious this year, are you?\I did indeed say I was going to get serious.\Pssst Pssst\However, I never specified a date or...\That's enough of that! response:	December 24th
context: Oh, you know. Like cleaning.\Oh, and dinner tonight! I want meat!\You're not going to get any more serious this year, are you?\I did indeed say I was going to get serious.\Pssst Pssst\However, I never specified a date or...\That's enough of that!\December 24th response:	Good evening, Chief.
context: Oh, and dinner tonight! I want meat!\You're not going to get any more serious this year, are you?\I did indeed say I was going to get serious.\Pssst Pssst\However, I never specified a date or...\That's enough of that!\December 24th\Good evening, Chief. response:	Good evening.
context: You're not going to get any more serious this year, are you?\I did indeed say I was going to get serious.\Pssst Pssst\However, I never specified a date or...\That's enough of that!\December 24th\Good evening, Chief.\Good evening. response:	Oh, good evening.
context: I did indeed say I was going to get serious.\Pssst Pssst\However, I never specified a date or...\That's enough of that!\December 24th\Good evening, Chief.\Good evening.\Oh, good evening. response:	She's as hot as ever.
context: Pssst Pssst\However, I never specified a date or...\That's enough of that!\December 24th\Good evening, Chief.\Good evening.\Oh, good evening.\She's as hot as ever. response:	Kanau-san's still here, even though it's Christmas Eve?
context: However, I never specified a date or...\That's enough of that!\December 24th\Good evening, Chief.\Good evening.\Oh, good evening.\She's as hot as ever.\Kanau-san's still here, even though it's Christmas Eve? response:	I'd say she cares more about work than Christmas.
context: That's enough of that!\December 24th\Good evening, Chief.\Good evening.\Oh, good evening.\She's as hot as ever.\Kanau-san's still here, even though it's Christmas Eve?\I'd say she cares more about work than Christmas. response:	System Support Section
context: December 24th\Good evening, Chief.\Good evening.\Oh, good evening.\She's as hot as ever.\Kanau-san's still here, even though it's Christmas Eve?\I'd say she cares more about work than Christmas.\System Support Section response:	This sucks. I want to go back to how things used to be.
context: Good evening, Chief.\Good evening.\Oh, good evening.\She's as hot as ever.\Kanau-san's still here, even though it's Christmas Eve?\I'd say she cares more about work than Christmas.\System Support Section\This sucks. I want to go back to how things used to be. response:	When we were young and free...
context: Good evening.\Oh, good evening.\She's as hot as ever.\Kanau-san's still here, even though it's Christmas Eve?\I'd say she cares more about work than Christmas.\System Support Section\This sucks. I want to go back to how things used to be.\When we were young and free... response:	Hey, don't just run away from reality.
context: Oh, good evening.\She's as hot as ever.\Kanau-san's still here, even though it's Christmas Eve?\I'd say she cares more about work than Christmas.\System Support Section\This sucks. I want to go back to how things used to be.\When we were young and free...\Hey, don't just run away from reality. response:	More importantly, what are you looking at during work?
context: She's as hot as ever.\Kanau-san's still here, even though it's Christmas Eve?\I'd say she cares more about work than Christmas.\System Support Section\This sucks. I want to go back to how things used to be.\When we were young and free...\Hey, don't just run away from reality.\More importantly, what are you looking at during work? response:	Oh, that...
context: Kanau-san's still here, even though it's Christmas Eve?\I'd say she cares more about work than Christmas.\System Support Section\This sucks. I want to go back to how things used to be.\When we were young and free...\Hey, don't just run away from reality.\More importantly, what are you looking at during work?\Oh, that... response:	It's a Santa suit.
context: I'd say she cares more about work than Christmas.\System Support Section\This sucks. I want to go back to how things used to be.\When we were young and free...\Hey, don't just run away from reality.\More importantly, what are you looking at during work?\Oh, that...\It's a Santa suit. response:	Wanna wear one with me, Taihei?
context: System Support Section\This sucks. I want to go back to how things used to be.\When we were young and free...\Hey, don't just run away from reality.\More importantly, what are you looking at during work?\Oh, that...\It's a Santa suit.\Wanna wear one with me, Taihei? response:	It's not going to come the same day you order it, you idiot.
context: This sucks. I want to go back to how things used to be.\When we were young and free...\Hey, don't just run away from reality.\More importantly, what are you looking at during work?\Oh, that...\It's a Santa suit.\Wanna wear one with me, Taihei?\It's not going to come the same day you order it, you idiot. response:	True...
context: When we were young and free...\Hey, don't just run away from reality.\More importantly, what are you looking at during work?\Oh, that...\It's a Santa suit.\Wanna wear one with me, Taihei?\It's not going to come the same day you order it, you idiot.\True... response:	Have you finished your checks?
context: Hey, don't just run away from reality.\More importantly, what are you looking at during work?\Oh, that...\It's a Santa suit.\Wanna wear one with me, Taihei?\It's not going to come the same day you order it, you idiot.\True...\Have you finished your checks? response:	Ch-Chief Kanau...
context: More importantly, what are you looking at during work?\Oh, that...\It's a Santa suit.\Wanna wear one with me, Taihei?\It's not going to come the same day you order it, you idiot.\True...\Have you finished your checks?\Ch-Chief Kanau... response:	I-I was just taking a little break...
context: Oh, that...\It's a Santa suit.\Wanna wear one with me, Taihei?\It's not going to come the same day you order it, you idiot.\True...\Have you finished your checks?\Ch-Chief Kanau...\I-I was just taking a little break... response:	You can quit at any time, A-f-ro.
context: It's a Santa suit.\Wanna wear one with me, Taihei?\It's not going to come the same day you order it, you idiot.\True...\Have you finished your checks?\Ch-Chief Kanau...\I-I was just taking a little break...\You can quit at any time, A-f-ro. response:	Say, do you have any plans today?
context: Wanna wear one with me, Taihei?\It's not going to come the same day you order it, you idiot.\True...\Have you finished your checks?\Ch-Chief Kanau...\I-I was just taking a little break...\You can quit at any time, A-f-ro.\Say, do you have any plans today? response:	Um... I can't see the screen.
context: It's not going to come the same day you order it, you idiot.\True...\Have you finished your checks?\Ch-Chief Kanau...\I-I was just taking a little break...\You can quit at any time, A-f-ro.\Say, do you have any plans today?\Um... I can't see the screen. response:	W-Well, you know...
context: True...\Have you finished your checks?\Ch-Chief Kanau...\I-I was just taking a little break...\You can quit at any time, A-f-ro.\Say, do you have any plans today?\Um... I can't see the screen.\W-Well, you know... response:	It seems like it's Christmas today for the rest of the world.
context: Have you finished your checks?\Ch-Chief Kanau...\I-I was just taking a little break...\You can quit at any time, A-f-ro.\Say, do you have any plans today?\Um... I can't see the screen.\W-Well, you know...\It seems like it's Christmas today for the rest of the world. response:	I'd feel bad making you work overtime if you actually have plans.
context: Ch-Chief Kanau...\I-I was just taking a little break...\You can quit at any time, A-f-ro.\Say, do you have any plans today?\Um... I can't see the screen.\W-Well, you know...\It seems like it's Christmas today for the rest of the world.\I'd feel bad making you work overtime if you actually have plans. response:	O-Oh. No, I don't really have plans.
context: I-I was just taking a little break...\You can quit at any time, A-f-ro.\Say, do you have any plans today?\Um... I can't see the screen.\W-Well, you know...\It seems like it's Christmas today for the rest of the world.\I'd feel bad making you work overtime if you actually have plans.\O-Oh. No, I don't really have plans. response:	What? Really?!
context: You can quit at any time, A-f-ro.\Say, do you have any plans today?\Um... I can't see the screen.\W-Well, you know...\It seems like it's Christmas today for the rest of the world.\I'd feel bad making you work overtime if you actually have plans.\O-Oh. No, I don't really have plans.\What? Really?! response:	Yes. I just plan on going home, as usual.
context: Say, do you have any plans today?\Um... I can't see the screen.\W-Well, you know...\It seems like it's Christmas today for the rest of the world.\I'd feel bad making you work overtime if you actually have plans.\O-Oh. No, I don't really have plans.\What? Really?!\Yes. I just plan on going home, as usual. response:	I-I see...
context: Um... I can't see the screen.\W-Well, you know...\It seems like it's Christmas today for the rest of the world.\I'd feel bad making you work overtime if you actually have plans.\O-Oh. No, I don't really have plans.\What? Really?!\Yes. I just plan on going home, as usual.\I-I see... response:	Then... Um... So you're free, even though it's Christmas Eve.
context: W-Well, you know...\It seems like it's Christmas today for the rest of the world.\I'd feel bad making you work overtime if you actually have plans.\O-Oh. No, I don't really have plans.\What? Really?!\Yes. I just plan on going home, as usual.\I-I see...\Then... Um... So you're free, even though it's Christmas Eve. response:	And you're also here because you have nothing else to do, right?
context: It seems like it's Christmas today for the rest of the world.\I'd feel bad making you work overtime if you actually have plans.\O-Oh. No, I don't really have plans.\What? Really?!\Yes. I just plan on going home, as usual.\I-I see...\Then... Um... So you're free, even though it's Christmas Eve.\And you're also here because you have nothing else to do, right? response:	Hey, Bomber!
context: I'd feel bad making you work overtime if you actually have plans.\O-Oh. No, I don't really have plans.\What? Really?!\Yes. I just plan on going home, as usual.\I-I see...\Then... Um... So you're free, even though it's Christmas Eve.\And you're also here because you have nothing else to do, right?\Hey, Bomber! response:	Well, think about it. We're the only ones here, so who cares?
context: O-Oh. No, I don't really have plans.\What? Really?!\Yes. I just plan on going home, as usual.\I-I see...\Then... Um... So you're free, even though it's Christmas Eve.\And you're also here because you have nothing else to do, right?\Hey, Bomber!\Well, think about it. We're the only ones here, so who cares? response:	No one cares, but you piss me off.
context: What? Really?!\Yes. I just plan on going home, as usual.\I-I see...\Then... Um... So you're free, even though it's Christmas Eve.\And you're also here because you have nothing else to do, right?\Hey, Bomber!\Well, think about it. We're the only ones here, so who cares?\No one cares, but you piss me off. response:	What was that for, Kanau?!
context: Yes. I just plan on going home, as usual.\I-I see...\Then... Um... So you're free, even though it's Christmas Eve.\And you're also here because you have nothing else to do, right?\Hey, Bomber!\Well, think about it. We're the only ones here, so who cares?\No one cares, but you piss me off.\What was that for, Kanau?! response:	Oh, I'm terribly sorry. My hand slipped.
context: I-I see...\Then... Um... So you're free, even though it's Christmas Eve.\And you're also here because you have nothing else to do, right?\Hey, Bomber!\Well, think about it. We're the only ones here, so who cares?\No one cares, but you piss me off.\What was that for, Kanau?!\Oh, I'm terribly sorry. My hand slipped. response:	Th-Then, Kanau...
context: Then... Um... So you're free, even though it's Christmas Eve.\And you're also here because you have nothing else to do, right?\Hey, Bomber!\Well, think about it. We're the only ones here, so who cares?\No one cares, but you piss me off.\What was that for, Kanau?!\Oh, I'm terribly sorry. My hand slipped.\Th-Then, Kanau... response:	Why don't the three of us go out like old times?
context: And you're also here because you have nothing else to do, right?\Hey, Bomber!\Well, think about it. We're the only ones here, so who cares?\No one cares, but you piss me off.\What was that for, Kanau?!\Oh, I'm terribly sorry. My hand slipped.\Th-Then, Kanau...\Why don't the three of us go out like old times? response:	Huh?
context: Hey, Bomber!\Well, think about it. We're the only ones here, so who cares?\No one cares, but you piss me off.\What was that for, Kanau?!\Oh, I'm terribly sorry. My hand slipped.\Th-Then, Kanau...\Why don't the three of us go out like old times?\Huh? response:	No, I'll pass.
context: Well, think about it. We're the only ones here, so who cares?\No one cares, but you piss me off.\What was that for, Kanau?!\Oh, I'm terribly sorry. My hand slipped.\Th-Then, Kanau...\Why don't the three of us go out like old times?\Huh?\No, I'll pass. response:	I'm going to have dinner with my family tonight.
context: No one cares, but you piss me off.\What was that for, Kanau?!\Oh, I'm terribly sorry. My hand slipped.\Th-Then, Kanau...\Why don't the three of us go out like old times?\Huh?\No, I'll pass.\I'm going to have dinner with my family tonight. response:	You two should also go home and spend tonight with your families.
context: What was that for, Kanau?!\Oh, I'm terribly sorry. My hand slipped.\Th-Then, Kanau...\Why don't the three of us go out like old times?\Huh?\No, I'll pass.\I'm going to have dinner with my family tonight.\You two should also go home and spend tonight with your families. response:	Lucky break! She said we could go home!
context: Oh, I'm terribly sorry. My hand slipped.\Th-Then, Kanau...\Why don't the three of us go out like old times?\Huh?\No, I'll pass.\I'm going to have dinner with my family tonight.\You two should also go home and spend tonight with your families.\Lucky break! She said we could go home! response:	It's pretty rare for Kanau to stop by our section.
context: Th-Then, Kanau...\Why don't the three of us go out like old times?\Huh?\No, I'll pass.\I'm going to have dinner with my family tonight.\You two should also go home and spend tonight with your families.\Lucky break! She said we could go home!\It's pretty rare for Kanau to stop by our section. response:	Is it? I don't think so.
context: Why don't the three of us go out like old times?\Huh?\No, I'll pass.\I'm going to have dinner with my family tonight.\You two should also go home and spend tonight with your families.\Lucky break! She said we could go home!\It's pretty rare for Kanau to stop by our section.\Is it? I don't think so. response:	Anyway, are you renting anything?
context: Huh?\No, I'll pass.\I'm going to have dinner with my family tonight.\You two should also go home and spend tonight with your families.\Lucky break! She said we could go home!\It's pretty rare for Kanau to stop by our section.\Is it? I don't think so.\Anyway, are you renting anything? response:	I'm thinking about renting something for my sister.
context: No, I'll pass.\I'm going to have dinner with my family tonight.\You two should also go home and spend tonight with your families.\Lucky break! She said we could go home!\It's pretty rare for Kanau to stop by our section.\Is it? I don't think so.\Anyway, are you renting anything?\I'm thinking about renting something for my sister. response:	I'm sure she's home by herself.
context: I'm going to have dinner with my family tonight.\You two should also go home and spend tonight with your families.\Lucky break! She said we could go home!\It's pretty rare for Kanau to stop by our section.\Is it? I don't think so.\Anyway, are you renting anything?\I'm thinking about renting something for my sister.\I'm sure she's home by herself. response:	What?
context: You two should also go home and spend tonight with your families.\Lucky break! She said we could go home!\It's pretty rare for Kanau to stop by our section.\Is it? I don't think so.\Anyway, are you renting anything?\I'm thinking about renting something for my sister.\I'm sure she's home by herself.\What? response:	U-Uh, well...
context: Lucky break! She said we could go home!\It's pretty rare for Kanau to stop by our section.\Is it? I don't think so.\Anyway, are you renting anything?\I'm thinking about renting something for my sister.\I'm sure she's home by herself.\What?\U-Uh, well... response:	What? Is it so rare for a lone woman to rent a DVD on Christmas Eve?
context: It's pretty rare for Kanau to stop by our section.\Is it? I don't think so.\Anyway, are you renting anything?\I'm thinking about renting something for my sister.\I'm sure she's home by herself.\What?\U-Uh, well...\What? Is it so rare for a lone woman to rent a DVD on Christmas Eve? response:	No... Your card...
context: Is it? I don't think so.\Anyway, are you renting anything?\I'm thinking about renting something for my sister.\I'm sure she's home by herself.\What?\U-Uh, well...\What? Is it so rare for a lone woman to rent a DVD on Christmas Eve?\No... Your card... response:	Hey, I know.
context: Anyway, are you renting anything?\I'm thinking about renting something for my sister.\I'm sure she's home by herself.\What?\U-Uh, well...\What? Is it so rare for a lone woman to rent a DVD on Christmas Eve?\No... Your card...\Hey, I know. response:	They might have Santa outfits at Village Ganvuard.
context: I'm thinking about renting something for my sister.\I'm sure she's home by herself.\What?\U-Uh, well...\What? Is it so rare for a lone woman to rent a DVD on Christmas Eve?\No... Your card...\Hey, I know.\They might have Santa outfits at Village Ganvuard. response:	Th-Thank you very much...
context: I'm sure she's home by herself.\What?\U-Uh, well...\What? Is it so rare for a lone woman to rent a DVD on Christmas Eve?\No... Your card...\Hey, I know.\They might have Santa outfits at Village Ganvuard.\Th-Thank you very much... response:	Just how much do you want to wear a Santa outfit?
context: What?\U-Uh, well...\What? Is it so rare for a lone woman to rent a DVD on Christmas Eve?\No... Your card...\Hey, I know.\They might have Santa outfits at Village Ganvuard.\Th-Thank you very much...\Just how much do you want to wear a Santa outfit? response:	So cold!
context: U-Uh, well...\What? Is it so rare for a lone woman to rent a DVD on Christmas Eve?\No... Your card...\Hey, I know.\They might have Santa outfits at Village Ganvuard.\Th-Thank you very much...\Just how much do you want to wear a Santa outfit?\So cold! response:	FROM: Doma Taihei Attachment Merry Christmas.
context: What? Is it so rare for a lone woman to rent a DVD on Christmas Eve?\No... Your card...\Hey, I know.\They might have Santa outfits at Village Ganvuard.\Th-Thank you very much...\Just how much do you want to wear a Santa outfit?\So cold!\FROM: Doma Taihei Attachment Merry Christmas. response:	Touch-up Resize
context: No... Your card...\Hey, I know.\They might have Santa outfits at Village Ganvuard.\Th-Thank you very much...\Just how much do you want to wear a Santa outfit?\So cold!\FROM: Doma Taihei Attachment Merry Christmas.\Touch-up Resize response:	Rotate Trimming
context: Hey, I know.\They might have Santa outfits at Village Ganvuard.\Th-Thank you very much...\Just how much do you want to wear a Santa outfit?\So cold!\FROM: Doma Taihei Attachment Merry Christmas.\Touch-up Resize\Rotate Trimming response:	Next Time
context: They might have Santa outfits at Village Ganvuard.\Th-Thank you very much...\Just how much do you want to wear a Santa outfit?\So cold!\FROM: Doma Taihei Attachment Merry Christmas.\Touch-up Resize\Rotate Trimming\Next Time response:	Episode 9 Umaru and Valentine's
context: Th-Thank you very much...\Just how much do you want to wear a Santa outfit?\So cold!\FROM: Doma Taihei Attachment Merry Christmas.\Touch-up Resize\Rotate Trimming\Next Time\Episode 9 Umaru and Valentine's response:	Why do you have an afro, Bomber?
context: Just how much do you want to wear a Santa outfit?\So cold!\FROM: Doma Taihei Attachment Merry Christmas.\Touch-up Resize\Rotate Trimming\Next Time\Episode 9 Umaru and Valentine's\Why do you have an afro, Bomber? response:	What? My philosophy?
context: So cold!\FROM: Doma Taihei Attachment Merry Christmas.\Touch-up Resize\Rotate Trimming\Next Time\Episode 9 Umaru and Valentine's\Why do you have an afro, Bomber?\What? My philosophy? response:	Yes! Let us say my afro reflects my burning soul.
context: FROM: Doma Taihei Attachment Merry Christmas.\Touch-up Resize\Rotate Trimming\Next Time\Episode 9 Umaru and Valentine's\Why do you have an afro, Bomber?\What? My philosophy?\Yes! Let us say my afro reflects my burning soul. response:	So what if some hot lady said she hated afros?
context: Touch-up Resize\Rotate Trimming\Next Time\Episode 9 Umaru and Valentine's\Why do you have an afro, Bomber?\What? My philosophy?\Yes! Let us say my afro reflects my burning soul.\So what if some hot lady said she hated afros? response:	Farewell, my afro!
context: Rotate Trimming\Next Time\Episode 9 Umaru and Valentine's\Why do you have an afro, Bomber?\What? My philosophy?\Yes! Let us say my afro reflects my burning soul.\So what if some hot lady said she hated afros?\Farewell, my afro! response:	Talk about a lukewarm soul...
