context: The Third Plate response:	Fifteen
context: Could this be...?\Could you please eat before the noodles get soggy?\R-Right.\What's with this mellow broth?!\It's been thickened just enough to coat the noodles!\What broad umami!\I added grated potatoes to the broth.\That's how the broth got thickened in a good way. response:	Besides, potatoes have a lot of glutamic acid.
context: Could you please eat before the noodles get soggy?\R-Right.\What's with this mellow broth?!\It's been thickened just enough to coat the noodles!\What broad umami!\I added grated potatoes to the broth.\That's how the broth got thickened in a good way.\Besides, potatoes have a lot of glutamic acid. response:	That umami compound has spread throughout the broth.
context: R-Right.\What's with this mellow broth?!\It's been thickened just enough to coat the noodles!\What broad umami!\I added grated potatoes to the broth.\That's how the broth got thickened in a good way.\Besides, potatoes have a lot of glutamic acid.\That umami compound has spread throughout the broth. response:	The potatoes were coarsely grated,
context: What's with this mellow broth?!\It's been thickened just enough to coat the noodles!\What broad umami!\I added grated potatoes to the broth.\That's how the broth got thickened in a good way.\Besides, potatoes have a lot of glutamic acid.\That umami compound has spread throughout the broth.\The potatoes were coarsely grated, response:	so the tiny potato bits throughout the broth provide texture, too!
context: It's been thickened just enough to coat the noodles!\What broad umami!\I added grated potatoes to the broth.\That's how the broth got thickened in a good way.\Besides, potatoes have a lot of glutamic acid.\That umami compound has spread throughout the broth.\The potatoes were coarsely grated,\so the tiny potato bits throughout the broth provide texture, too! response:	And what about the critical topping?
context: What broad umami!\I added grated potatoes to the broth.\That's how the broth got thickened in a good way.\Besides, potatoes have a lot of glutamic acid.\That umami compound has spread throughout the broth.\The potatoes were coarsely grated,\so the tiny potato bits throughout the broth provide texture, too!\And what about the critical topping? response:	It's potato mochi, a popular souvenir for Hokkaido's visitors to take home!
context: I added grated potatoes to the broth.\That's how the broth got thickened in a good way.\Besides, potatoes have a lot of glutamic acid.\That umami compound has spread throughout the broth.\The potatoes were coarsely grated,\so the tiny potato bits throughout the broth provide texture, too!\And what about the critical topping?\It's potato mochi, a popular souvenir for Hokkaido's visitors to take home! response:	Light and chewy, it's crispy on the outside...
context: That's how the broth got thickened in a good way.\Besides, potatoes have a lot of glutamic acid.\That umami compound has spread throughout the broth.\The potatoes were coarsely grated,\so the tiny potato bits throughout the broth provide texture, too!\And what about the critical topping?\It's potato mochi, a popular souvenir for Hokkaido's visitors to take home!\Light and chewy, it's crispy on the outside... response:	Complimented by the thick soup,
context: Besides, potatoes have a lot of glutamic acid.\That umami compound has spread throughout the broth.\The potatoes were coarsely grated,\so the tiny potato bits throughout the broth provide texture, too!\And what about the critical topping?\It's potato mochi, a popular souvenir for Hokkaido's visitors to take home!\Light and chewy, it's crispy on the outside...\Complimented by the thick soup, response:	it contrasts with the slippery noodles and heightens the diner's satisfaction.
context: That umami compound has spread throughout the broth.\The potatoes were coarsely grated,\so the tiny potato bits throughout the broth provide texture, too!\And what about the critical topping?\It's potato mochi, a popular souvenir for Hokkaido's visitors to take home!\Light and chewy, it's crispy on the outside...\Complimented by the thick soup,\it contrasts with the slippery noodles and heightens the diner's satisfaction. response:	How can this be?
context: The potatoes were coarsely grated,\so the tiny potato bits throughout the broth provide texture, too!\And what about the critical topping?\It's potato mochi, a popular souvenir for Hokkaido's visitors to take home!\Light and chewy, it's crispy on the outside...\Complimented by the thick soup,\it contrasts with the slippery noodles and heightens the diner's satisfaction.\How can this be? response:	The full range of the potato's characteristics are crammed into this bowl!
context: so the tiny potato bits throughout the broth provide texture, too!\And what about the critical topping?\It's potato mochi, a popular souvenir for Hokkaido's visitors to take home!\Light and chewy, it's crispy on the outside...\Complimented by the thick soup,\it contrasts with the slippery noodles and heightens the diner's satisfaction.\How can this be?\The full range of the potato's characteristics are crammed into this bowl! response:	That's right!
context: And what about the critical topping?\It's potato mochi, a popular souvenir for Hokkaido's visitors to take home!\Light and chewy, it's crispy on the outside...\Complimented by the thick soup,\it contrasts with the slippery noodles and heightens the diner's satisfaction.\How can this be?\The full range of the potato's characteristics are crammed into this bowl!\That's right! response:	This is the Irish Cobbler's
context: It's potato mochi, a popular souvenir for Hokkaido's visitors to take home!\Light and chewy, it's crispy on the outside...\Complimented by the thick soup,\it contrasts with the slippery noodles and heightens the diner's satisfaction.\How can this be?\The full range of the potato's characteristics are crammed into this bowl!\That's right!\This is the Irish Cobbler's response:	The Irish Cobbler's starch, texture, and umami concentrated into one dish.
context: Light and chewy, it's crispy on the outside...\Complimented by the thick soup,\it contrasts with the slippery noodles and heightens the diner's satisfaction.\How can this be?\The full range of the potato's characteristics are crammed into this bowl!\That's right!\This is the Irish Cobbler's\The Irish Cobbler's starch, texture, and umami concentrated into one dish. response:	In a nutshell, it's the ultimate potato noodle dish.
context: Complimented by the thick soup,\it contrasts with the slippery noodles and heightens the diner's satisfaction.\How can this be?\The full range of the potato's characteristics are crammed into this bowl!\That's right!\This is the Irish Cobbler's\The Irish Cobbler's starch, texture, and umami concentrated into one dish.\In a nutshell, it's the ultimate potato noodle dish. response:	What?
context: it contrasts with the slippery noodles and heightens the diner's satisfaction.\How can this be?\The full range of the potato's characteristics are crammed into this bowl!\That's right!\This is the Irish Cobbler's\The Irish Cobbler's starch, texture, and umami concentrated into one dish.\In a nutshell, it's the ultimate potato noodle dish.\What? response:	Please score the dish!
context: How can this be?\The full range of the potato's characteristics are crammed into this bowl!\That's right!\This is the Irish Cobbler's\The Irish Cobbler's starch, texture, and umami concentrated into one dish.\In a nutshell, it's the ultimate potato noodle dish.\What?\Please score the dish! response:	Huh?
context: The full range of the potato's characteristics are crammed into this bowl!\That's right!\This is the Irish Cobbler's\The Irish Cobbler's starch, texture, and umami concentrated into one dish.\In a nutshell, it's the ultimate potato noodle dish.\What?\Please score the dish!\Huh? response:	These are impressive variations on the gosetsu udon, too!
context: That's right!\This is the Irish Cobbler's\The Irish Cobbler's starch, texture, and umami concentrated into one dish.\In a nutshell, it's the ultimate potato noodle dish.\What?\Please score the dish!\Huh?\These are impressive variations on the gosetsu udon, too! response:	How did they manage to create these on the fly?!
context: This is the Irish Cobbler's\The Irish Cobbler's starch, texture, and umami concentrated into one dish.\In a nutshell, it's the ultimate potato noodle dish.\What?\Please score the dish!\Huh?\These are impressive variations on the gosetsu udon, too!\How did they manage to create these on the fly?! response:	Well, Mister Examiner?
context: The Irish Cobbler's starch, texture, and umami concentrated into one dish.\In a nutshell, it's the ultimate potato noodle dish.\What?\Please score the dish!\Huh?\These are impressive variations on the gosetsu udon, too!\How did they manage to create these on the fly?!\Well, Mister Examiner? response:	Yukihira Soma, Takumi Aldini, and Tadokoro Megumi
context: In a nutshell, it's the ultimate potato noodle dish.\What?\Please score the dish!\Huh?\These are impressive variations on the gosetsu udon, too!\How did they manage to create these on the fly?!\Well, Mister Examiner?\Yukihira Soma, Takumi Aldini, and Tadokoro Megumi response:	Y-You all pass!
context: What?\Please score the dish!\Huh?\These are impressive variations on the gosetsu udon, too!\How did they manage to create these on the fly?!\Well, Mister Examiner?\Yukihira Soma, Takumi Aldini, and Tadokoro Megumi\Y-You all pass! response:	Glad you enjoyed it!
context: Please score the dish!\Huh?\These are impressive variations on the gosetsu udon, too!\How did they manage to create these on the fly?!\Well, Mister Examiner?\Yukihira Soma, Takumi Aldini, and Tadokoro Megumi\Y-You all pass!\Glad you enjoyed it! response:	Pass!
context: Huh?\These are impressive variations on the gosetsu udon, too!\How did they manage to create these on the fly?!\Well, Mister Examiner?\Yukihira Soma, Takumi Aldini, and Tadokoro Megumi\Y-You all pass!\Glad you enjoyed it!\Pass! response:	Pass!
context: These are impressive variations on the gosetsu udon, too!\How did they manage to create these on the fly?!\Well, Mister Examiner?\Yukihira Soma, Takumi Aldini, and Tadokoro Megumi\Y-You all pass!\Glad you enjoyed it!\Pass!\Pass! response:	You all pass, too!
context: How did they manage to create these on the fly?!\Well, Mister Examiner?\Yukihira Soma, Takumi Aldini, and Tadokoro Megumi\Y-You all pass!\Glad you enjoyed it!\Pass!\Pass!\You all pass, too! response:	Erinacchi!
context: Well, Mister Examiner?\Yukihira Soma, Takumi Aldini, and Tadokoro Megumi\Y-You all pass!\Glad you enjoyed it!\Pass!\Pass!\You all pass, too!\Erinacchi! response:	We did it!
context: Yukihira Soma, Takumi Aldini, and Tadokoro Megumi\Y-You all pass!\Glad you enjoyed it!\Pass!\Pass!\You all pass, too!\Erinacchi!\We did it! response:	Thanks to your Hokkaido Seminar, we passed!
context: Y-You all pass!\Glad you enjoyed it!\Pass!\Pass!\You all pass, too!\Erinacchi!\We did it!\Thanks to your Hokkaido Seminar, we passed! response:	I managed to do it all on my own, thanks to you!
context: Glad you enjoyed it!\Pass!\Pass!\You all pass, too!\Erinacchi!\We did it!\Thanks to your Hokkaido Seminar, we passed!\I managed to do it all on my own, thanks to you! response:	Don't cry!
context: Pass!\Pass!\You all pass, too!\Erinacchi!\We did it!\Thanks to your Hokkaido Seminar, we passed!\I managed to do it all on my own, thanks to you!\Don't cry! response:	I see it now.
context: Pass!\You all pass, too!\Erinacchi!\We did it!\Thanks to your Hokkaido Seminar, we passed!\I managed to do it all on my own, thanks to you!\Don't cry!\I see it now. response:	If only you had not interfered, Erina-sama,
context: You all pass, too!\Erinacchi!\We did it!\Thanks to your Hokkaido Seminar, we passed!\I managed to do it all on my own, thanks to you!\Don't cry!\I see it now.\If only you had not interfered, Erina-sama, response:	scum like this would've been easily eliminated.
context: Erinacchi!\We did it!\Thanks to your Hokkaido Seminar, we passed!\I managed to do it all on my own, thanks to you!\Don't cry!\I see it now.\If only you had not interfered, Erina-sama,\scum like this would've been easily eliminated. response:	They only survived thanks to your mercy!
context: We did it!\Thanks to your Hokkaido Seminar, we passed!\I managed to do it all on my own, thanks to you!\Don't cry!\I see it now.\If only you had not interfered, Erina-sama,\scum like this would've been easily eliminated.\They only survived thanks to your mercy! response:	If only you had not put ideas into their head...
context: Thanks to your Hokkaido Seminar, we passed!\I managed to do it all on my own, thanks to you!\Don't cry!\I see it now.\If only you had not interfered, Erina-sama,\scum like this would've been easily eliminated.\They only survived thanks to your mercy!\If only you had not put ideas into their head... response:	You are wrong!
context: I managed to do it all on my own, thanks to you!\Don't cry!\I see it now.\If only you had not interfered, Erina-sama,\scum like this would've been easily eliminated.\They only survived thanks to your mercy!\If only you had not put ideas into their head...\You are wrong! response:	I only taught them about the unique characteristics of potatoes.
context: Don't cry!\I see it now.\If only you had not interfered, Erina-sama,\scum like this would've been easily eliminated.\They only survived thanks to your mercy!\If only you had not put ideas into their head...\You are wrong!\I only taught them about the unique characteristics of potatoes. response:	They're the ones who thought of how to build on gosetsu udon as the main concept
context: I see it now.\If only you had not interfered, Erina-sama,\scum like this would've been easily eliminated.\They only survived thanks to your mercy!\If only you had not put ideas into their head...\You are wrong!\I only taught them about the unique characteristics of potatoes.\They're the ones who thought of how to build on gosetsu udon as the main concept response:	and highlight the strength of potatoes!
context: If only you had not interfered, Erina-sama,\scum like this would've been easily eliminated.\They only survived thanks to your mercy!\If only you had not put ideas into their head...\You are wrong!\I only taught them about the unique characteristics of potatoes.\They're the ones who thought of how to build on gosetsu udon as the main concept\and highlight the strength of potatoes! response:	Heed my warning!
context: scum like this would've been easily eliminated.\They only survived thanks to your mercy!\If only you had not put ideas into their head...\You are wrong!\I only taught them about the unique characteristics of potatoes.\They're the ones who thought of how to build on gosetsu udon as the main concept\and highlight the strength of potatoes!\Heed my warning! response:	These chefs are far beyond the likes of you!
context: They only survived thanks to your mercy!\If only you had not put ideas into their head...\You are wrong!\I only taught them about the unique characteristics of potatoes.\They're the ones who thought of how to build on gosetsu udon as the main concept\and highlight the strength of potatoes!\Heed my warning!\These chefs are far beyond the likes of you! response:	I-Impossible!
context: If only you had not put ideas into their head...\You are wrong!\I only taught them about the unique characteristics of potatoes.\They're the ones who thought of how to build on gosetsu udon as the main concept\and highlight the strength of potatoes!\Heed my warning!\These chefs are far beyond the likes of you!\I-Impossible! response:	How could the rebels have banded together like this?
context: You are wrong!\I only taught them about the unique characteristics of potatoes.\They're the ones who thought of how to build on gosetsu udon as the main concept\and highlight the strength of potatoes!\Heed my warning!\These chefs are far beyond the likes of you!\I-Impossible!\How could the rebels have banded together like this? response:	Such is Erina-sama's awe-inspiring leadership.
context: I only taught them about the unique characteristics of potatoes.\They're the ones who thought of how to build on gosetsu udon as the main concept\and highlight the strength of potatoes!\Heed my warning!\These chefs are far beyond the likes of you!\I-Impossible!\How could the rebels have banded together like this?\Such is Erina-sama's awe-inspiring leadership. response:	It's as though...
context: They're the ones who thought of how to build on gosetsu udon as the main concept\and highlight the strength of potatoes!\Heed my warning!\These chefs are far beyond the likes of you!\I-Impossible!\How could the rebels have banded together like this?\Such is Erina-sama's awe-inspiring leadership.\It's as though... response:	It's as though she is Jeanne d'Arc, the saintly female knight commander,
context: and highlight the strength of potatoes!\Heed my warning!\These chefs are far beyond the likes of you!\I-Impossible!\How could the rebels have banded together like this?\Such is Erina-sama's awe-inspiring leadership.\It's as though...\It's as though she is Jeanne d'Arc, the saintly female knight commander, response:	trying take back Totsuki from Central's rule!
context: Heed my warning!\These chefs are far beyond the likes of you!\I-Impossible!\How could the rebels have banded together like this?\Such is Erina-sama's awe-inspiring leadership.\It's as though...\It's as though she is Jeanne d'Arc, the saintly female knight commander,\trying take back Totsuki from Central's rule! response:	I've lost.
context: These chefs are far beyond the likes of you!\I-Impossible!\How could the rebels have banded together like this?\Such is Erina-sama's awe-inspiring leadership.\It's as though...\It's as though she is Jeanne d'Arc, the saintly female knight commander,\trying take back Totsuki from Central's rule!\I've lost. response:	Yeah!
context: I-Impossible!\How could the rebels have banded together like this?\Such is Erina-sama's awe-inspiring leadership.\It's as though...\It's as though she is Jeanne d'Arc, the saintly female knight commander,\trying take back Totsuki from Central's rule!\I've lost.\Yeah! response:	All the rebels have passed stage two.
context: How could the rebels have banded together like this?\Such is Erina-sama's awe-inspiring leadership.\It's as though...\It's as though she is Jeanne d'Arc, the saintly female knight commander,\trying take back Totsuki from Central's rule!\I've lost.\Yeah!\All the rebels have passed stage two. response:	Yes, we will send for them.
context: Such is Erina-sama's awe-inspiring leadership.\It's as though...\It's as though she is Jeanne d'Arc, the saintly female knight commander,\trying take back Totsuki from Central's rule!\I've lost.\Yeah!\All the rebels have passed stage two.\Yes, we will send for them. response:	Yeah!
context: It's as though...\It's as though she is Jeanne d'Arc, the saintly female knight commander,\trying take back Totsuki from Central's rule!\I've lost.\Yeah!\All the rebels have passed stage two.\Yes, we will send for them.\Yeah! response:	Sapporo!
context: It's as though she is Jeanne d'Arc, the saintly female knight commander,\trying take back Totsuki from Central's rule!\I've lost.\Yeah!\All the rebels have passed stage two.\Yes, we will send for them.\Yeah!\Sapporo! response:	Major city!
context: trying take back Totsuki from Central's rule!\I've lost.\Yeah!\All the rebels have passed stage two.\Yes, we will send for them.\Yeah!\Sapporo!\Major city! response:	Shopping district!
context: I've lost.\Yeah!\All the rebels have passed stage two.\Yes, we will send for them.\Yeah!\Sapporo!\Major city!\Shopping district! response:	I'm so glad they're letting us sightsee the city before the train leaves.
context: Yeah!\All the rebels have passed stage two.\Yes, we will send for them.\Yeah!\Sapporo!\Major city!\Shopping district!\I'm so glad they're letting us sightsee the city before the train leaves. response:	Yeah.
context: All the rebels have passed stage two.\Yes, we will send for them.\Yeah!\Sapporo!\Major city!\Shopping district!\I'm so glad they're letting us sightsee the city before the train leaves.\Yeah. response:	The train won't leave till the evening,
context: Yes, we will send for them.\Yeah!\Sapporo!\Major city!\Shopping district!\I'm so glad they're letting us sightsee the city before the train leaves.\Yeah.\The train won't leave till the evening, response:	so we have a good bit of time.
context: Yeah!\Sapporo!\Major city!\Shopping district!\I'm so glad they're letting us sightsee the city before the train leaves.\Yeah.\The train won't leave till the evening,\so we have a good bit of time. response:	Hey, let's eat something good!
context: Sapporo!\Major city!\Shopping district!\I'm so glad they're letting us sightsee the city before the train leaves.\Yeah.\The train won't leave till the evening,\so we have a good bit of time.\Hey, let's eat something good! response:	Ramen!
context: Major city!\Shopping district!\I'm so glad they're letting us sightsee the city before the train leaves.\Yeah.\The train won't leave till the evening,\so we have a good bit of time.\Hey, let's eat something good!\Ramen! response:	Sushi!
context: Shopping district!\I'm so glad they're letting us sightsee the city before the train leaves.\Yeah.\The train won't leave till the evening,\so we have a good bit of time.\Hey, let's eat something good!\Ramen!\Sushi! response:	Genghis Khan.
context: I'm so glad they're letting us sightsee the city before the train leaves.\Yeah.\The train won't leave till the evening,\so we have a good bit of time.\Hey, let's eat something good!\Ramen!\Sushi!\Genghis Khan. response:	Maybe we should split up.
context: Yeah.\The train won't leave till the evening,\so we have a good bit of time.\Hey, let's eat something good!\Ramen!\Sushi!\Genghis Khan.\Maybe we should split up. response:	Listen, think of this as part of the Hokkaido Seminar.
context: The train won't leave till the evening,\so we have a good bit of time.\Hey, let's eat something good!\Ramen!\Sushi!\Genghis Khan.\Maybe we should split up.\Listen, think of this as part of the Hokkaido Seminar. response:	There's no better lesson than to taste local dishes!
context: so we have a good bit of time.\Hey, let's eat something good!\Ramen!\Sushi!\Genghis Khan.\Maybe we should split up.\Listen, think of this as part of the Hokkaido Seminar.\There's no better lesson than to taste local dishes! response:	Got it, Erina-sensei!
context: Hey, let's eat something good!\Ramen!\Sushi!\Genghis Khan.\Maybe we should split up.\Listen, think of this as part of the Hokkaido Seminar.\There's no better lesson than to taste local dishes!\Got it, Erina-sensei! response:	What is this rich flavor?!
context: Ramen!\Sushi!\Genghis Khan.\Maybe we should split up.\Listen, think of this as part of the Hokkaido Seminar.\There's no better lesson than to taste local dishes!\Got it, Erina-sensei!\What is this rich flavor?! response:	It's just the right amount of sweetness!
context: Sushi!\Genghis Khan.\Maybe we should split up.\Listen, think of this as part of the Hokkaido Seminar.\There's no better lesson than to taste local dishes!\Got it, Erina-sensei!\What is this rich flavor?!\It's just the right amount of sweetness! response:	Pure, yet rich!
context: Genghis Khan.\Maybe we should split up.\Listen, think of this as part of the Hokkaido Seminar.\There's no better lesson than to taste local dishes!\Got it, Erina-sensei!\What is this rich flavor?!\It's just the right amount of sweetness!\Pure, yet rich! response:	It's too rich!
context: Maybe we should split up.\Listen, think of this as part of the Hokkaido Seminar.\There's no better lesson than to taste local dishes!\Got it, Erina-sensei!\What is this rich flavor?!\It's just the right amount of sweetness!\Pure, yet rich!\It's too rich! response:	What kind of milk are they using to make such good soft serve ice cream?!
context: Listen, think of this as part of the Hokkaido Seminar.\There's no better lesson than to taste local dishes!\Got it, Erina-sensei!\What is this rich flavor?!\It's just the right amount of sweetness!\Pure, yet rich!\It's too rich!\What kind of milk are they using to make such good soft serve ice cream?! response:	Hokkaido is amazing!
context: There's no better lesson than to taste local dishes!\Got it, Erina-sensei!\What is this rich flavor?!\It's just the right amount of sweetness!\Pure, yet rich!\It's too rich!\What kind of milk are they using to make such good soft serve ice cream?!\Hokkaido is amazing! response:	Guess we'll just have to try everything!
context: Got it, Erina-sensei!\What is this rich flavor?!\It's just the right amount of sweetness!\Pure, yet rich!\It's too rich!\What kind of milk are they using to make such good soft serve ice cream?!\Hokkaido is amazing!\Guess we'll just have to try everything! response:	Yeah!
context: What is this rich flavor?!\It's just the right amount of sweetness!\Pure, yet rich!\It's too rich!\What kind of milk are they using to make such good soft serve ice cream?!\Hokkaido is amazing!\Guess we'll just have to try everything!\Yeah! response:	We must carefully discern what is worth trying.
context: It's just the right amount of sweetness!\Pure, yet rich!\It's too rich!\What kind of milk are they using to make such good soft serve ice cream?!\Hokkaido is amazing!\Guess we'll just have to try everything!\Yeah!\We must carefully discern what is worth trying. response:	Hm, Tanukikoji?
context: Pure, yet rich!\It's too rich!\What kind of milk are they using to make such good soft serve ice cream?!\Hokkaido is amazing!\Guess we'll just have to try everything!\Yeah!\We must carefully discern what is worth trying.\Hm, Tanukikoji? response:	Let's try going all the way to Susukino!
context: It's too rich!\What kind of milk are they using to make such good soft serve ice cream?!\Hokkaido is amazing!\Guess we'll just have to try everything!\Yeah!\We must carefully discern what is worth trying.\Hm, Tanukikoji?\Let's try going all the way to Susukino! response:	The diner duo's going full throttle, too!
context: What kind of milk are they using to make such good soft serve ice cream?!\Hokkaido is amazing!\Guess we'll just have to try everything!\Yeah!\We must carefully discern what is worth trying.\Hm, Tanukikoji?\Let's try going all the way to Susukino!\The diner duo's going full throttle, too! response:	You're not going with your bro?
context: Hokkaido is amazing!\Guess we'll just have to try everything!\Yeah!\We must carefully discern what is worth trying.\Hm, Tanukikoji?\Let's try going all the way to Susukino!\The diner duo's going full throttle, too!\You're not going with your bro? response:	I've been wanting to walk around the Odori Park area, so...
context: Guess we'll just have to try everything!\Yeah!\We must carefully discern what is worth trying.\Hm, Tanukikoji?\Let's try going all the way to Susukino!\The diner duo's going full throttle, too!\You're not going with your bro?\I've been wanting to walk around the Odori Park area, so... response:	There's supposed to be a famous processed seafood store in front of Sapporo Station.
context: Yeah!\We must carefully discern what is worth trying.\Hm, Tanukikoji?\Let's try going all the way to Susukino!\The diner duo's going full throttle, too!\You're not going with your bro?\I've been wanting to walk around the Odori Park area, so...\There's supposed to be a famous processed seafood store in front of Sapporo Station. response:	Would you like to come with, Arato-san?
context: We must carefully discern what is worth trying.\Hm, Tanukikoji?\Let's try going all the way to Susukino!\The diner duo's going full throttle, too!\You're not going with your bro?\I've been wanting to walk around the Odori Park area, so...\There's supposed to be a famous processed seafood store in front of Sapporo Station.\Would you like to come with, Arato-san? response:	What?
context: Hm, Tanukikoji?\Let's try going all the way to Susukino!\The diner duo's going full throttle, too!\You're not going with your bro?\I've been wanting to walk around the Odori Park area, so...\There's supposed to be a famous processed seafood store in front of Sapporo Station.\Would you like to come with, Arato-san?\What? response:	They have dried goods, too,
context: Let's try going all the way to Susukino!\The diner duo's going full throttle, too!\You're not going with your bro?\I've been wanting to walk around the Odori Park area, so...\There's supposed to be a famous processed seafood store in front of Sapporo Station.\Would you like to come with, Arato-san?\What?\They have dried goods, too, response:	like for your medicinal cuisine.
context: The diner duo's going full throttle, too!\You're not going with your bro?\I've been wanting to walk around the Odori Park area, so...\There's supposed to be a famous processed seafood store in front of Sapporo Station.\Would you like to come with, Arato-san?\What?\They have dried goods, too,\like for your medicinal cuisine. response:	But I...
context: You're not going with your bro?\I've been wanting to walk around the Odori Park area, so...\There's supposed to be a famous processed seafood store in front of Sapporo Station.\Would you like to come with, Arato-san?\What?\They have dried goods, too,\like for your medicinal cuisine.\But I... response:	It's fine, Hisako.
context: I've been wanting to walk around the Odori Park area, so...\There's supposed to be a famous processed seafood store in front of Sapporo Station.\Would you like to come with, Arato-san?\What?\They have dried goods, too,\like for your medicinal cuisine.\But I...\It's fine, Hisako. response:	Go.
context: There's supposed to be a famous processed seafood store in front of Sapporo Station.\Would you like to come with, Arato-san?\What?\They have dried goods, too,\like for your medicinal cuisine.\But I...\It's fine, Hisako.\Go. response:	You have the right to do what you want, too.
context: Would you like to come with, Arato-san?\What?\They have dried goods, too,\like for your medicinal cuisine.\But I...\It's fine, Hisako.\Go.\You have the right to do what you want, too. response:	Erina-sama... Thank you!
context: What?\They have dried goods, too,\like for your medicinal cuisine.\But I...\It's fine, Hisako.\Go.\You have the right to do what you want, too.\Erina-sama... Thank you! response:	Nakiri-san, let's walk around here, then.
context: They have dried goods, too,\like for your medicinal cuisine.\But I...\It's fine, Hisako.\Go.\You have the right to do what you want, too.\Erina-sama... Thank you!\Nakiri-san, let's walk around here, then. response:	Yes, let's.
context: like for your medicinal cuisine.\But I...\It's fine, Hisako.\Go.\You have the right to do what you want, too.\Erina-sama... Thank you!\Nakiri-san, let's walk around here, then.\Yes, let's. response:	Loyalty
context: But I...\It's fine, Hisako.\Go.\You have the right to do what you want, too.\Erina-sama... Thank you!\Nakiri-san, let's walk around here, then.\Yes, let's.\Loyalty response:	All right, you'll keep her safe.
context: It's fine, Hisako.\Go.\You have the right to do what you want, too.\Erina-sama... Thank you!\Nakiri-san, let's walk around here, then.\Yes, let's.\Loyalty\All right, you'll keep her safe. response:	Take care of Erina-sama!
context: Go.\You have the right to do what you want, too.\Erina-sama... Thank you!\Nakiri-san, let's walk around here, then.\Yes, let's.\Loyalty\All right, you'll keep her safe.\Take care of Erina-sama! response:	Okay!
context: You have the right to do what you want, too.\Erina-sama... Thank you!\Nakiri-san, let's walk around here, then.\Yes, let's.\Loyalty\All right, you'll keep her safe.\Take care of Erina-sama!\Okay! response:	Well, this a group you don't see often.
context: Erina-sama... Thank you!\Nakiri-san, let's walk around here, then.\Yes, let's.\Loyalty\All right, you'll keep her safe.\Take care of Erina-sama!\Okay!\Well, this a group you don't see often. response:	Oh, there's an event going on!
context: Nakiri-san, let's walk around here, then.\Yes, let's.\Loyalty\All right, you'll keep her safe.\Take care of Erina-sama!\Okay!\Well, this a group you don't see often.\Oh, there's an event going on! response:	I wonder if there will be anything good.
context: Yes, let's.\Loyalty\All right, you'll keep her safe.\Take care of Erina-sama!\Okay!\Well, this a group you don't see often.\Oh, there's an event going on!\I wonder if there will be anything good. response:	E-Er, Erina-sama...
context: Loyalty\All right, you'll keep her safe.\Take care of Erina-sama!\Okay!\Well, this a group you don't see often.\Oh, there's an event going on!\I wonder if there will be anything good.\E-Er, Erina-sama... response:	Would you like anything to eat?
context: All right, you'll keep her safe.\Take care of Erina-sama!\Okay!\Well, this a group you don't see often.\Oh, there's an event going on!\I wonder if there will be anything good.\E-Er, Erina-sama...\Would you like anything to eat? response:	I can go get something!
context: Take care of Erina-sama!\Okay!\Well, this a group you don't see often.\Oh, there's an event going on!\I wonder if there will be anything good.\E-Er, Erina-sama...\Would you like anything to eat?\I can go get something! response:	I'm fine, Mito-san.
context: Okay!\Well, this a group you don't see often.\Oh, there's an event going on!\I wonder if there will be anything good.\E-Er, Erina-sama...\Would you like anything to eat?\I can go get something!\I'm fine, Mito-san. response:	I-I see.
context: Well, this a group you don't see often.\Oh, there's an event going on!\I wonder if there will be anything good.\E-Er, Erina-sama...\Would you like anything to eat?\I can go get something!\I'm fine, Mito-san.\I-I see. response:	I've been to Sapporo many times,
context: Oh, there's an event going on!\I wonder if there will be anything good.\E-Er, Erina-sama...\Would you like anything to eat?\I can go get something!\I'm fine, Mito-san.\I-I see.\I've been to Sapporo many times, response:	but this is the first time I've had any time to take the sights in.
context: I wonder if there will be anything good.\E-Er, Erina-sama...\Would you like anything to eat?\I can go get something!\I'm fine, Mito-san.\I-I see.\I've been to Sapporo many times,\but this is the first time I've had any time to take the sights in. response:	Really?
context: E-Er, Erina-sama...\Would you like anything to eat?\I can go get something!\I'm fine, Mito-san.\I-I see.\I've been to Sapporo many times,\but this is the first time I've had any time to take the sights in.\Really? response:	As the one possessing the God Tongue,
context: Would you like anything to eat?\I can go get something!\I'm fine, Mito-san.\I-I see.\I've been to Sapporo many times,\but this is the first time I've had any time to take the sights in.\Really?\As the one possessing the God Tongue, response:	I've spent my days serving as a taster,
context: I can go get something!\I'm fine, Mito-san.\I-I see.\I've been to Sapporo many times,\but this is the first time I've had any time to take the sights in.\Really?\As the one possessing the God Tongue,\I've spent my days serving as a taster, response:	meeting all the heavyweights in the food industry.
context: I'm fine, Mito-san.\I-I see.\I've been to Sapporo many times,\but this is the first time I've had any time to take the sights in.\Really?\As the one possessing the God Tongue,\I've spent my days serving as a taster,\meeting all the heavyweights in the food industry. response:	It was almost always for those reasons that I would leave my home.
context: I-I see.\I've been to Sapporo many times,\but this is the first time I've had any time to take the sights in.\Really?\As the one possessing the God Tongue,\I've spent my days serving as a taster,\meeting all the heavyweights in the food industry.\It was almost always for those reasons that I would leave my home. response:	Looking back now,
context: I've been to Sapporo many times,\but this is the first time I've had any time to take the sights in.\Really?\As the one possessing the God Tongue,\I've spent my days serving as a taster,\meeting all the heavyweights in the food industry.\It was almost always for those reasons that I would leave my home.\Looking back now, response:	I may not have been trying to see anything out in the world.
