context: Bring it on! response:	The part...
context: You don't decide by emotions, but by following your cause, right?\If it doesn't prick your conscience,\anyone could easily make those choices, right?\Michelle...\Sorry, but could you explain what everyone's talking about,\Lu-pi?\Do you contest the whole concept of a rightful cause?\Watch out! response:	What kind of rightful cause makes people sad and suffer?!
context: If it doesn't prick your conscience,\anyone could easily make those choices, right?\Michelle...\Sorry, but could you explain what everyone's talking about,\Lu-pi?\Do you contest the whole concept of a rightful cause?\Watch out!\What kind of rightful cause makes people sad and suffer?! response:	In Edolas, we saw a lot of people suffering
context: anyone could easily make those choices, right?\Michelle...\Sorry, but could you explain what everyone's talking about,\Lu-pi?\Do you contest the whole concept of a rightful cause?\Watch out!\What kind of rightful cause makes people sad and suffer?!\In Edolas, we saw a lot of people suffering response:	and Exceeds going through hardships!
context: Michelle...\Sorry, but could you explain what everyone's talking about,\Lu-pi?\Do you contest the whole concept of a rightful cause?\Watch out!\What kind of rightful cause makes people sad and suffer?!\In Edolas, we saw a lot of people suffering\and Exceeds going through hardships! response:	A path that forces you to cause people pain and sacrifice them along the way
context: Sorry, but could you explain what everyone's talking about,\Lu-pi?\Do you contest the whole concept of a rightful cause?\Watch out!\What kind of rightful cause makes people sad and suffer?!\In Edolas, we saw a lot of people suffering\and Exceeds going through hardships!\A path that forces you to cause people pain and sacrifice them along the way response:	is one that'll eventually fall to pieces and disappear!
context: Lu-pi?\Do you contest the whole concept of a rightful cause?\Watch out!\What kind of rightful cause makes people sad and suffer?!\In Edolas, we saw a lot of people suffering\and Exceeds going through hardships!\A path that forces you to cause people pain and sacrifice them along the way\is one that'll eventually fall to pieces and disappear! response:	Is that the way you want everyone to go?!
context: Do you contest the whole concept of a rightful cause?\Watch out!\What kind of rightful cause makes people sad and suffer?!\In Edolas, we saw a lot of people suffering\and Exceeds going through hardships!\A path that forces you to cause people pain and sacrifice them along the way\is one that'll eventually fall to pieces and disappear!\Is that the way you want everyone to go?! response:	Even a fish is free to swim wherever it wants in the water, right?!
context: Watch out!\What kind of rightful cause makes people sad and suffer?!\In Edolas, we saw a lot of people suffering\and Exceeds going through hardships!\A path that forces you to cause people pain and sacrifice them along the way\is one that'll eventually fall to pieces and disappear!\Is that the way you want everyone to go?!\Even a fish is free to swim wherever it wants in the water, right?! response:	Well, we're the same!
context: What kind of rightful cause makes people sad and suffer?!\In Edolas, we saw a lot of people suffering\and Exceeds going through hardships!\A path that forces you to cause people pain and sacrifice them along the way\is one that'll eventually fall to pieces and disappear!\Is that the way you want everyone to go?!\Even a fish is free to swim wherever it wants in the water, right?!\Well, we're the same! response:	We take requests from people who are in trouble and help them,
context: In Edolas, we saw a lot of people suffering\and Exceeds going through hardships!\A path that forces you to cause people pain and sacrifice them along the way\is one that'll eventually fall to pieces and disappear!\Is that the way you want everyone to go?!\Even a fish is free to swim wherever it wants in the water, right?!\Well, we're the same!\We take requests from people who are in trouble and help them, response:	so they can be happy and we get a reward.
context: and Exceeds going through hardships!\A path that forces you to cause people pain and sacrifice them along the way\is one that'll eventually fall to pieces and disappear!\Is that the way you want everyone to go?!\Even a fish is free to swim wherever it wants in the water, right?!\Well, we're the same!\We take requests from people who are in trouble and help them,\so they can be happy and we get a reward. response:	That's how we've been operating all along. That's what a guild does!
context: A path that forces you to cause people pain and sacrifice them along the way\is one that'll eventually fall to pieces and disappear!\Is that the way you want everyone to go?!\Even a fish is free to swim wherever it wants in the water, right?!\Well, we're the same!\We take requests from people who are in trouble and help them,\so they can be happy and we get a reward.\That's how we've been operating all along. That's what a guild does! response:	Against you and that fake righteousness you hold over your head,
context: is one that'll eventually fall to pieces and disappear!\Is that the way you want everyone to go?!\Even a fish is free to swim wherever it wants in the water, right?!\Well, we're the same!\We take requests from people who are in trouble and help them,\so they can be happy and we get a reward.\That's how we've been operating all along. That's what a guild does!\Against you and that fake righteousness you hold over your head, response:	Fairy Tail isn't gonna be beat!
context: Is that the way you want everyone to go?!\Even a fish is free to swim wherever it wants in the water, right?!\Well, we're the same!\We take requests from people who are in trouble and help them,\so they can be happy and we get a reward.\That's how we've been operating all along. That's what a guild does!\Against you and that fake righteousness you hold over your head,\Fairy Tail isn't gonna be beat! response:	Fake righteousness?!
context: Even a fish is free to swim wherever it wants in the water, right?!\Well, we're the same!\We take requests from people who are in trouble and help them,\so they can be happy and we get a reward.\That's how we've been operating all along. That's what a guild does!\Against you and that fake righteousness you hold over your head,\Fairy Tail isn't gonna be beat!\Fake righteousness?! response:	You... Your ridicule of me...
context: Well, we're the same!\We take requests from people who are in trouble and help them,\so they can be happy and we get a reward.\That's how we've been operating all along. That's what a guild does!\Against you and that fake righteousness you hold over your head,\Fairy Tail isn't gonna be beat!\Fake righteousness?!\You... Your ridicule of me... response:	No, your ridicule of Zentopia knows no bounds!
context: We take requests from people who are in trouble and help them,\so they can be happy and we get a reward.\That's how we've been operating all along. That's what a guild does!\Against you and that fake righteousness you hold over your head,\Fairy Tail isn't gonna be beat!\Fake righteousness?!\You... Your ridicule of me...\No, your ridicule of Zentopia knows no bounds! response:	Rightful cause, my butt! You should be ashamed!
context: so they can be happy and we get a reward.\That's how we've been operating all along. That's what a guild does!\Against you and that fake righteousness you hold over your head,\Fairy Tail isn't gonna be beat!\Fake righteousness?!\You... Your ridicule of me...\No, your ridicule of Zentopia knows no bounds!\Rightful cause, my butt! You should be ashamed! response:	Happy... Well said.
context: That's how we've been operating all along. That's what a guild does!\Against you and that fake righteousness you hold over your head,\Fairy Tail isn't gonna be beat!\Fake righteousness?!\You... Your ridicule of me...\No, your ridicule of Zentopia knows no bounds!\Rightful cause, my butt! You should be ashamed!\Happy... Well said. response:	That's right. Our guild isn't built on logic.
context: Against you and that fake righteousness you hold over your head,\Fairy Tail isn't gonna be beat!\Fake righteousness?!\You... Your ridicule of me...\No, your ridicule of Zentopia knows no bounds!\Rightful cause, my butt! You should be ashamed!\Happy... Well said.\That's right. Our guild isn't built on logic. response:	We act to protect our honor.
context: Fairy Tail isn't gonna be beat!\Fake righteousness?!\You... Your ridicule of me...\No, your ridicule of Zentopia knows no bounds!\Rightful cause, my butt! You should be ashamed!\Happy... Well said.\That's right. Our guild isn't built on logic.\We act to protect our honor. response:	You spout nonsense! And for that you shall receive Heaven's punishment!
context: Fake righteousness?!\You... Your ridicule of me...\No, your ridicule of Zentopia knows no bounds!\Rightful cause, my butt! You should be ashamed!\Happy... Well said.\That's right. Our guild isn't built on logic.\We act to protect our honor.\You spout nonsense! And for that you shall receive Heaven's punishment! response:	Not if I can help it!
context: You... Your ridicule of me...\No, your ridicule of Zentopia knows no bounds!\Rightful cause, my butt! You should be ashamed!\Happy... Well said.\That's right. Our guild isn't built on logic.\We act to protect our honor.\You spout nonsense! And for that you shall receive Heaven's punishment!\Not if I can help it! response:	No, you two!
context: No, your ridicule of Zentopia knows no bounds!\Rightful cause, my butt! You should be ashamed!\Happy... Well said.\That's right. Our guild isn't built on logic.\We act to protect our honor.\You spout nonsense! And for that you shall receive Heaven's punishment!\Not if I can help it!\No, you two! response:	Don't!
context: Rightful cause, my butt! You should be ashamed!\Happy... Well said.\That's right. Our guild isn't built on logic.\We act to protect our honor.\You spout nonsense! And for that you shall receive Heaven's punishment!\Not if I can help it!\No, you two!\Don't! response:	That glow... Don't tell me...
context: Happy... Well said.\That's right. Our guild isn't built on logic.\We act to protect our honor.\You spout nonsense! And for that you shall receive Heaven's punishment!\Not if I can help it!\No, you two!\Don't!\That glow... Don't tell me... response:	Divine Arrow!
context: That's right. Our guild isn't built on logic.\We act to protect our honor.\You spout nonsense! And for that you shall receive Heaven's punishment!\Not if I can help it!\No, you two!\Don't!\That glow... Don't tell me...\Divine Arrow! response:	If he uses that against people...
context: We act to protect our honor.\You spout nonsense! And for that you shall receive Heaven's punishment!\Not if I can help it!\No, you two!\Don't!\That glow... Don't tell me...\Divine Arrow!\If he uses that against people... response:	Return to dust.
context: You spout nonsense! And for that you shall receive Heaven's punishment!\Not if I can help it!\No, you two!\Don't!\That glow... Don't tell me...\Divine Arrow!\If he uses that against people...\Return to dust. response:	Burn in the flames of your own sins... and be purified!
context: Not if I can help it!\No, you two!\Don't!\That glow... Don't tell me...\Divine Arrow!\If he uses that against people...\Return to dust.\Burn in the flames of your own sins... and be purified! response:	Divine Arrow!
context: No, you two!\Don't!\That glow... Don't tell me...\Divine Arrow!\If he uses that against people...\Return to dust.\Burn in the flames of your own sins... and be purified!\Divine Arrow! response:	It missed?!
context: Don't!\That glow... Don't tell me...\Divine Arrow!\If he uses that against people...\Return to dust.\Burn in the flames of your own sins... and be purified!\Divine Arrow!\It missed?! response:	Coco!
context: That glow... Don't tell me...\Divine Arrow!\If he uses that against people...\Return to dust.\Burn in the flames of your own sins... and be purified!\Divine Arrow!\It missed?!\Coco! response:	What are you doing?!
context: Divine Arrow!\If he uses that against people...\Return to dust.\Burn in the flames of your own sins... and be purified!\Divine Arrow!\It missed?!\Coco!\What are you doing?! response:	That's a 0, Byro-sama! Please, stop this!
context: If he uses that against people...\Return to dust.\Burn in the flames of your own sins... and be purified!\Divine Arrow!\It missed?!\Coco!\What are you doing?!\That's a 0, Byro-sama! Please, stop this! response:	The path of righteousness for Legion... for all Zentopia...
context: Return to dust.\Burn in the flames of your own sins... and be purified!\Divine Arrow!\It missed?!\Coco!\What are you doing?!\That's a 0, Byro-sama! Please, stop this!\The path of righteousness for Legion... for all Zentopia... response:	We have power.
context: Burn in the flames of your own sins... and be purified!\Divine Arrow!\It missed?!\Coco!\What are you doing?!\That's a 0, Byro-sama! Please, stop this!\The path of righteousness for Legion... for all Zentopia...\We have power. response:	Isn't the righteous path the one where we guide the powerless lambs?!
context: Divine Arrow!\It missed?!\Coco!\What are you doing?!\That's a 0, Byro-sama! Please, stop this!\The path of righteousness for Legion... for all Zentopia...\We have power.\Isn't the righteous path the one where we guide the powerless lambs?! response:	Going down the path that sacrifices people...
context: It missed?!\Coco!\What are you doing?!\That's a 0, Byro-sama! Please, stop this!\The path of righteousness for Legion... for all Zentopia...\We have power.\Isn't the righteous path the one where we guide the powerless lambs?!\Going down the path that sacrifices people... response:	I can't...
context: Coco!\What are you doing?!\That's a 0, Byro-sama! Please, stop this!\The path of righteousness for Legion... for all Zentopia...\We have power.\Isn't the righteous path the one where we guide the powerless lambs?!\Going down the path that sacrifices people...\I can't... response:	I can no longer accept that contradiction!
context: What are you doing?!\That's a 0, Byro-sama! Please, stop this!\The path of righteousness for Legion... for all Zentopia...\We have power.\Isn't the righteous path the one where we guide the powerless lambs?!\Going down the path that sacrifices people...\I can't...\I can no longer accept that contradiction! response:	Coco...
context: That's a 0, Byro-sama! Please, stop this!\The path of righteousness for Legion... for all Zentopia...\We have power.\Isn't the righteous path the one where we guide the powerless lambs?!\Going down the path that sacrifices people...\I can't...\I can no longer accept that contradiction!\Coco... response:	Would you turn your back on the faith?!
context: The path of righteousness for Legion... for all Zentopia...\We have power.\Isn't the righteous path the one where we guide the powerless lambs?!\Going down the path that sacrifices people...\I can't...\I can no longer accept that contradiction!\Coco...\Would you turn your back on the faith?! response:	I know what my fate will be for betraying Legion.
context: We have power.\Isn't the righteous path the one where we guide the powerless lambs?!\Going down the path that sacrifices people...\I can't...\I can no longer accept that contradiction!\Coco...\Would you turn your back on the faith?!\I know what my fate will be for betraying Legion. response:	But I can't see what lies at the end of our righteous path anymore!
context: Isn't the righteous path the one where we guide the powerless lambs?!\Going down the path that sacrifices people...\I can't...\I can no longer accept that contradiction!\Coco...\Would you turn your back on the faith?!\I know what my fate will be for betraying Legion.\But I can't see what lies at the end of our righteous path anymore! response:	Righteousness is a straight arrow!
context: Going down the path that sacrifices people...\I can't...\I can no longer accept that contradiction!\Coco...\Would you turn your back on the faith?!\I know what my fate will be for betraying Legion.\But I can't see what lies at the end of our righteous path anymore!\Righteousness is a straight arrow! response:	It pierces everything, leading to the truth in a straight line!
context: I can't...\I can no longer accept that contradiction!\Coco...\Would you turn your back on the faith?!\I know what my fate will be for betraying Legion.\But I can't see what lies at the end of our righteous path anymore!\Righteousness is a straight arrow!\It pierces everything, leading to the truth in a straight line! response:	I know you haven't forgotten that precept!
context: I can no longer accept that contradiction!\Coco...\Would you turn your back on the faith?!\I know what my fate will be for betraying Legion.\But I can't see what lies at the end of our righteous path anymore!\Righteousness is a straight arrow!\It pierces everything, leading to the truth in a straight line!\I know you haven't forgotten that precept! response:	If that arrow sacrifices many powerless lambs along the way,
context: Coco...\Would you turn your back on the faith?!\I know what my fate will be for betraying Legion.\But I can't see what lies at the end of our righteous path anymore!\Righteousness is a straight arrow!\It pierces everything, leading to the truth in a straight line!\I know you haven't forgotten that precept!\If that arrow sacrifices many powerless lambs along the way, response:	then it should be broken!
context: Would you turn your back on the faith?!\I know what my fate will be for betraying Legion.\But I can't see what lies at the end of our righteous path anymore!\Righteousness is a straight arrow!\It pierces everything, leading to the truth in a straight line!\I know you haven't forgotten that precept!\If that arrow sacrifices many powerless lambs along the way,\then it should be broken! response:	Byro-sama...
context: I know what my fate will be for betraying Legion.\But I can't see what lies at the end of our righteous path anymore!\Righteousness is a straight arrow!\It pierces everything, leading to the truth in a straight line!\I know you haven't forgotten that precept!\If that arrow sacrifices many powerless lambs along the way,\then it should be broken!\Byro-sama... response:	I realized something.
context: But I can't see what lies at the end of our righteous path anymore!\Righteousness is a straight arrow!\It pierces everything, leading to the truth in a straight line!\I know you haven't forgotten that precept!\If that arrow sacrifices many powerless lambs along the way,\then it should be broken!\Byro-sama...\I realized something. response:	Our doctrine isn't everything to me.
context: Righteousness is a straight arrow!\It pierces everything, leading to the truth in a straight line!\I know you haven't forgotten that precept!\If that arrow sacrifices many powerless lambs along the way,\then it should be broken!\Byro-sama...\I realized something.\Our doctrine isn't everything to me. response:	Watching what these people do touched me...
context: It pierces everything, leading to the truth in a straight line!\I know you haven't forgotten that precept!\If that arrow sacrifices many powerless lambs along the way,\then it should be broken!\Byro-sama...\I realized something.\Our doctrine isn't everything to me.\Watching what these people do touched me... response:	They're so nice and look like they have so much fun...
context: I know you haven't forgotten that precept!\If that arrow sacrifices many powerless lambs along the way,\then it should be broken!\Byro-sama...\I realized something.\Our doctrine isn't everything to me.\Watching what these people do touched me...\They're so nice and look like they have so much fun... response:	I'm sure you'll feel it too, Byro-sama.
context: If that arrow sacrifices many powerless lambs along the way,\then it should be broken!\Byro-sama...\I realized something.\Our doctrine isn't everything to me.\Watching what these people do touched me...\They're so nice and look like they have so much fun...\I'm sure you'll feel it too, Byro-sama. response:	If you face these people with your heart...
context: then it should be broken!\Byro-sama...\I realized something.\Our doctrine isn't everything to me.\Watching what these people do touched me...\They're so nice and look like they have so much fun...\I'm sure you'll feel it too, Byro-sama.\If you face these people with your heart... response:	Coco...
context: Byro-sama...\I realized something.\Our doctrine isn't everything to me.\Watching what these people do touched me...\They're so nice and look like they have so much fun...\I'm sure you'll feel it too, Byro-sama.\If you face these people with your heart...\Coco... response:	Have you been poisoned?! You traitor!
context: I realized something.\Our doctrine isn't everything to me.\Watching what these people do touched me...\They're so nice and look like they have so much fun...\I'm sure you'll feel it too, Byro-sama.\If you face these people with your heart...\Coco...\Have you been poisoned?! You traitor! response:	Coco...
context: Our doctrine isn't everything to me.\Watching what these people do touched me...\They're so nice and look like they have so much fun...\I'm sure you'll feel it too, Byro-sama.\If you face these people with your heart...\Coco...\Have you been poisoned?! You traitor!\Coco... response:	I won't even wait for the hearing!
context: Watching what these people do touched me...\They're so nice and look like they have so much fun...\I'm sure you'll feel it too, Byro-sama.\If you face these people with your heart...\Coco...\Have you been poisoned?! You traitor!\Coco...\I won't even wait for the hearing! response:	You'll be judged right here, Coco!
context: They're so nice and look like they have so much fun...\I'm sure you'll feel it too, Byro-sama.\If you face these people with your heart...\Coco...\Have you been poisoned?! You traitor!\Coco...\I won't even wait for the hearing!\You'll be judged right here, Coco! response:	Coco!!
context: I'm sure you'll feel it too, Byro-sama.\If you face these people with your heart...\Coco...\Have you been poisoned?! You traitor!\Coco...\I won't even wait for the hearing!\You'll be judged right here, Coco!\Coco!! response:	Thank you, Princess.
context: If you face these people with your heart...\Coco...\Have you been poisoned?! You traitor!\Coco...\I won't even wait for the hearing!\You'll be judged right here, Coco!\Coco!!\Thank you, Princess. response:	You...
context: Coco...\Have you been poisoned?! You traitor!\Coco...\I won't even wait for the hearing!\You'll be judged right here, Coco!\Coco!!\Thank you, Princess.\You... response:	Last time, we didn't have a chance to cross swords,
context: Have you been poisoned?! You traitor!\Coco...\I won't even wait for the hearing!\You'll be judged right here, Coco!\Coco!!\Thank you, Princess.\You...\Last time, we didn't have a chance to cross swords, response:	but we finally meet, Byro Cracy.
context: Coco...\I won't even wait for the hearing!\You'll be judged right here, Coco!\Coco!!\Thank you, Princess.\You...\Last time, we didn't have a chance to cross swords,\but we finally meet, Byro Cracy. response:	Titania...
context: I won't even wait for the hearing!\You'll be judged right here, Coco!\Coco!!\Thank you, Princess.\You...\Last time, we didn't have a chance to cross swords,\but we finally meet, Byro Cracy.\Titania... response:	Don't Titania me!
context: You'll be judged right here, Coco!\Coco!!\Thank you, Princess.\You...\Last time, we didn't have a chance to cross swords,\but we finally meet, Byro Cracy.\Titania...\Don't Titania me! response:	Aiming an attack at your comrade in a fit of rage...
context: Coco!!\Thank you, Princess.\You...\Last time, we didn't have a chance to cross swords,\but we finally meet, Byro Cracy.\Titania...\Don't Titania me!\Aiming an attack at your comrade in a fit of rage... response:	It makes me sick!
context: Thank you, Princess.\You...\Last time, we didn't have a chance to cross swords,\but we finally meet, Byro Cracy.\Titania...\Don't Titania me!\Aiming an attack at your comrade in a fit of rage...\It makes me sick! response:	Erza!
context: You...\Last time, we didn't have a chance to cross swords,\but we finally meet, Byro Cracy.\Titania...\Don't Titania me!\Aiming an attack at your comrade in a fit of rage...\It makes me sick!\Erza! response:	Hey, you don't bully the weak!
context: Last time, we didn't have a chance to cross swords,\but we finally meet, Byro Cracy.\Titania...\Don't Titania me!\Aiming an attack at your comrade in a fit of rage...\It makes me sick!\Erza!\Hey, you don't bully the weak! response:	Gray! Juvia!
context: but we finally meet, Byro Cracy.\Titania...\Don't Titania me!\Aiming an attack at your comrade in a fit of rage...\It makes me sick!\Erza!\Hey, you don't bully the weak!\Gray! Juvia! response:	Huh? Why Lyon?
context: Titania...\Don't Titania me!\Aiming an attack at your comrade in a fit of rage...\It makes me sick!\Erza!\Hey, you don't bully the weak!\Gray! Juvia!\Huh? Why Lyon? response:	Jeez...
context: Don't Titania me!\Aiming an attack at your comrade in a fit of rage...\It makes me sick!\Erza!\Hey, you don't bully the weak!\Gray! Juvia!\Huh? Why Lyon?\Jeez... response:	I had a hunch there was trouble, so we hustled on over here...
context: Aiming an attack at your comrade in a fit of rage...\It makes me sick!\Erza!\Hey, you don't bully the weak!\Gray! Juvia!\Huh? Why Lyon?\Jeez...\I had a hunch there was trouble, so we hustled on over here... response:	And look what we've got.
context: It makes me sick!\Erza!\Hey, you don't bully the weak!\Gray! Juvia!\Huh? Why Lyon?\Jeez...\I had a hunch there was trouble, so we hustled on over here...\And look what we've got. response:	Shut up!
context: Erza!\Hey, you don't bully the weak!\Gray! Juvia!\Huh? Why Lyon?\Jeez...\I had a hunch there was trouble, so we hustled on over here...\And look what we've got.\Shut up! response:	The real fight was just about to start and then you waltz in!
context: Hey, you don't bully the weak!\Gray! Juvia!\Huh? Why Lyon?\Jeez...\I had a hunch there was trouble, so we hustled on over here...\And look what we've got.\Shut up!\The real fight was just about to start and then you waltz in! response:	Everyone! You all found the parts of the clock!
context: Gray! Juvia!\Huh? Why Lyon?\Jeez...\I had a hunch there was trouble, so we hustled on over here...\And look what we've got.\Shut up!\The real fight was just about to start and then you waltz in!\Everyone! You all found the parts of the clock! response:	Gajeel is here?!
context: Huh? Why Lyon?\Jeez...\I had a hunch there was trouble, so we hustled on over here...\And look what we've got.\Shut up!\The real fight was just about to start and then you waltz in!\Everyone! You all found the parts of the clock!\Gajeel is here?! response:	Carla's team found a part, too!
context: Jeez...\I had a hunch there was trouble, so we hustled on over here...\And look what we've got.\Shut up!\The real fight was just about to start and then you waltz in!\Everyone! You all found the parts of the clock!\Gajeel is here?!\Carla's team found a part, too! response:	Look, everyone! There's the one we found!
context: I had a hunch there was trouble, so we hustled on over here...\And look what we've got.\Shut up!\The real fight was just about to start and then you waltz in!\Everyone! You all found the parts of the clock!\Gajeel is here?!\Carla's team found a part, too!\Look, everyone! There's the one we found! response:	As you can see,
context: And look what we've got.\Shut up!\The real fight was just about to start and then you waltz in!\Everyone! You all found the parts of the clock!\Gajeel is here?!\Carla's team found a part, too!\Look, everyone! There's the one we found!\As you can see, response:	we've obtained all five parts.
context: Shut up!\The real fight was just about to start and then you waltz in!\Everyone! You all found the parts of the clock!\Gajeel is here?!\Carla's team found a part, too!\Look, everyone! There's the one we found!\As you can see,\we've obtained all five parts. response:	All that's left is the clock hand you people stole from Lucy.
context: The real fight was just about to start and then you waltz in!\Everyone! You all found the parts of the clock!\Gajeel is here?!\Carla's team found a part, too!\Look, everyone! There's the one we found!\As you can see,\we've obtained all five parts.\All that's left is the clock hand you people stole from Lucy. response:	And you will give it back.
context: Everyone! You all found the parts of the clock!\Gajeel is here?!\Carla's team found a part, too!\Look, everyone! There's the one we found!\As you can see,\we've obtained all five parts.\All that's left is the clock hand you people stole from Lucy.\And you will give it back. response:	If you want it, come and get it, Titania.
context: Gajeel is here?!\Carla's team found a part, too!\Look, everyone! There's the one we found!\As you can see,\we've obtained all five parts.\All that's left is the clock hand you people stole from Lucy.\And you will give it back.\If you want it, come and get it, Titania. response:	You stand against all of us?
context: Carla's team found a part, too!\Look, everyone! There's the one we found!\As you can see,\we've obtained all five parts.\All that's left is the clock hand you people stole from Lucy.\And you will give it back.\If you want it, come and get it, Titania.\You stand against all of us? response:	We're going to seal away all the parts of the clock and keep them safe.
context: Look, everyone! There's the one we found!\As you can see,\we've obtained all five parts.\All that's left is the clock hand you people stole from Lucy.\And you will give it back.\If you want it, come and get it, Titania.\You stand against all of us?\We're going to seal away all the parts of the clock and keep them safe. response:	So just give that to me without protest.
context: As you can see,\we've obtained all five parts.\All that's left is the clock hand you people stole from Lucy.\And you will give it back.\If you want it, come and get it, Titania.\You stand against all of us?\We're going to seal away all the parts of the clock and keep them safe.\So just give that to me without protest. response:	I can't do that.
context: we've obtained all five parts.\All that's left is the clock hand you people stole from Lucy.\And you will give it back.\If you want it, come and get it, Titania.\You stand against all of us?\We're going to seal away all the parts of the clock and keep them safe.\So just give that to me without protest.\I can't do that. response:	The Infinity Clock originally belonged to Zentopia.
context: All that's left is the clock hand you people stole from Lucy.\And you will give it back.\If you want it, come and get it, Titania.\You stand against all of us?\We're going to seal away all the parts of the clock and keep them safe.\So just give that to me without protest.\I can't do that.\The Infinity Clock originally belonged to Zentopia. response:	We're bound to take charge of it.
context: And you will give it back.\If you want it, come and get it, Titania.\You stand against all of us?\We're going to seal away all the parts of the clock and keep them safe.\So just give that to me without protest.\I can't do that.\The Infinity Clock originally belonged to Zentopia.\We're bound to take charge of it. response:	Oh?
context: If you want it, come and get it, Titania.\You stand against all of us?\We're going to seal away all the parts of the clock and keep them safe.\So just give that to me without protest.\I can't do that.\The Infinity Clock originally belonged to Zentopia.\We're bound to take charge of it.\Oh? response:	Is that right?
context: You stand against all of us?\We're going to seal away all the parts of the clock and keep them safe.\So just give that to me without protest.\I can't do that.\The Infinity Clock originally belonged to Zentopia.\We're bound to take charge of it.\Oh?\Is that right? response:	Um... This is the first I've heard...
context: We're going to seal away all the parts of the clock and keep them safe.\So just give that to me without protest.\I can't do that.\The Infinity Clock originally belonged to Zentopia.\We're bound to take charge of it.\Oh?\Is that right?\Um... This is the first I've heard... response:	You're all in too deep.
context: So just give that to me without protest.\I can't do that.\The Infinity Clock originally belonged to Zentopia.\We're bound to take charge of it.\Oh?\Is that right?\Um... This is the first I've heard...\You're all in too deep. response:	You peered at the darkness that mustn't be seen.
context: I can't do that.\The Infinity Clock originally belonged to Zentopia.\We're bound to take charge of it.\Oh?\Is that right?\Um... This is the first I've heard...\You're all in too deep.\You peered at the darkness that mustn't be seen. response:	Already, I cannot allow you to leave here alive!
context: The Infinity Clock originally belonged to Zentopia.\We're bound to take charge of it.\Oh?\Is that right?\Um... This is the first I've heard...\You're all in too deep.\You peered at the darkness that mustn't be seen.\Already, I cannot allow you to leave here alive! response:	Balderdash!
context: We're bound to take charge of it.\Oh?\Is that right?\Um... This is the first I've heard...\You're all in too deep.\You peered at the darkness that mustn't be seen.\Already, I cannot allow you to leave here alive!\Balderdash! response:	Let's go!
context: Oh?\Is that right?\Um... This is the first I've heard...\You're all in too deep.\You peered at the darkness that mustn't be seen.\Already, I cannot allow you to leave here alive!\Balderdash!\Let's go! response:	Everyone, wait! Magic doesn't work...
context: Is that right?\Um... This is the first I've heard...\You're all in too deep.\You peered at the darkness that mustn't be seen.\Already, I cannot allow you to leave here alive!\Balderdash!\Let's go!\Everyone, wait! Magic doesn't work... response:	Hey!
context: Um... This is the first I've heard...\You're all in too deep.\You peered at the darkness that mustn't be seen.\Already, I cannot allow you to leave here alive!\Balderdash!\Let's go!\Everyone, wait! Magic doesn't work...\Hey! response:	Pitiful.
context: You're all in too deep.\You peered at the darkness that mustn't be seen.\Already, I cannot allow you to leave here alive!\Balderdash!\Let's go!\Everyone, wait! Magic doesn't work...\Hey!\Pitiful. response:	So this is what that guy was talking about!
context: You peered at the darkness that mustn't be seen.\Already, I cannot allow you to leave here alive!\Balderdash!\Let's go!\Everyone, wait! Magic doesn't work...\Hey!\Pitiful.\So this is what that guy was talking about! response:	Even against our numbers...
context: Already, I cannot allow you to leave here alive!\Balderdash!\Let's go!\Everyone, wait! Magic doesn't work...\Hey!\Pitiful.\So this is what that guy was talking about!\Even against our numbers... response:	Magic doesn't work on him!
context: Balderdash!\Let's go!\Everyone, wait! Magic doesn't work...\Hey!\Pitiful.\So this is what that guy was talking about!\Even against our numbers...\Magic doesn't work on him! response:	Who knew he was this strong?
context: Let's go!\Everyone, wait! Magic doesn't work...\Hey!\Pitiful.\So this is what that guy was talking about!\Even against our numbers...\Magic doesn't work on him!\Who knew he was this strong? response:	For sure, this is a pain in the ass...
context: Everyone, wait! Magic doesn't work...\Hey!\Pitiful.\So this is what that guy was talking about!\Even against our numbers...\Magic doesn't work on him!\Who knew he was this strong?\For sure, this is a pain in the ass... response:	Right? Now it's like I'm just a normal cat!
context: Hey!\Pitiful.\So this is what that guy was talking about!\Even against our numbers...\Magic doesn't work on him!\Who knew he was this strong?\For sure, this is a pain in the ass...\Right? Now it's like I'm just a normal cat! response:	No matter how many of you attack at once, it makes no difference.
context: Pitiful.\So this is what that guy was talking about!\Even against our numbers...\Magic doesn't work on him!\Who knew he was this strong?\For sure, this is a pain in the ass...\Right? Now it's like I'm just a normal cat!\No matter how many of you attack at once, it makes no difference. response:	Against me, wizards are no longer wizards.
context: So this is what that guy was talking about!\Even against our numbers...\Magic doesn't work on him!\Who knew he was this strong?\For sure, this is a pain in the ass...\Right? Now it's like I'm just a normal cat!\No matter how many of you attack at once, it makes no difference.\Against me, wizards are no longer wizards. response:	What about cats?
context: Even against our numbers...\Magic doesn't work on him!\Who knew he was this strong?\For sure, this is a pain in the ass...\Right? Now it's like I'm just a normal cat!\No matter how many of you attack at once, it makes no difference.\Against me, wizards are no longer wizards.\What about cats? response:	Then there's nothing for it...
context: Magic doesn't work on him!\Who knew he was this strong?\For sure, this is a pain in the ass...\Right? Now it's like I'm just a normal cat!\No matter how many of you attack at once, it makes no difference.\Against me, wizards are no longer wizards.\What about cats?\Then there's nothing for it... response:	We'll just have to beat the crap out of you with our bare hands.
