context: Sorry to keep you waiting, Ayato. response:	- That was a close shave, wasn't it? - Claudia!
context: I love you, Claudia...\I am truly grateful for all that you did for my sake, Father.\Now, then, good night.\Really, thank you for all that you've done.\Thanks to you, peace has been restored in our nation.\The people are deeply grateful as well.\In fact, Julis...\the people in the old city might throw you another parade. response:	Meaning that your position will soon become tenuous?
context: I am truly grateful for all that you did for my sake, Father.\Now, then, good night.\Really, thank you for all that you've done.\Thanks to you, peace has been restored in our nation.\The people are deeply grateful as well.\In fact, Julis...\the people in the old city might throw you another parade.\Meaning that your position will soon become tenuous? response:	In that case, Brother...
context: Now, then, good night.\Really, thank you for all that you've done.\Thanks to you, peace has been restored in our nation.\The people are deeply grateful as well.\In fact, Julis...\the people in the old city might throw you another parade.\Meaning that your position will soon become tenuous?\In that case, Brother... response:	I'm going to take this opportunity to tell you something.
context: Really, thank you for all that you've done.\Thanks to you, peace has been restored in our nation.\The people are deeply grateful as well.\In fact, Julis...\the people in the old city might throw you another parade.\Meaning that your position will soon become tenuous?\In that case, Brother...\I'm going to take this opportunity to tell you something. response:	Oh? What would that be?
context: Thanks to you, peace has been restored in our nation.\The people are deeply grateful as well.\In fact, Julis...\the people in the old city might throw you another parade.\Meaning that your position will soon become tenuous?\In that case, Brother...\I'm going to take this opportunity to tell you something.\Oh? What would that be? response:	I'm going to win the Gryps Festa
context: The people are deeply grateful as well.\In fact, Julis...\the people in the old city might throw you another parade.\Meaning that your position will soon become tenuous?\In that case, Brother...\I'm going to take this opportunity to tell you something.\Oh? What would that be?\I'm going to win the Gryps Festa response:	and expand the king's powers in Lieseltania!
context: In fact, Julis...\the people in the old city might throw you another parade.\Meaning that your position will soon become tenuous?\In that case, Brother...\I'm going to take this opportunity to tell you something.\Oh? What would that be?\I'm going to win the Gryps Festa\and expand the king's powers in Lieseltania! response:	This incident convinced me.
context: the people in the old city might throw you another parade.\Meaning that your position will soon become tenuous?\In that case, Brother...\I'm going to take this opportunity to tell you something.\Oh? What would that be?\I'm going to win the Gryps Festa\and expand the king's powers in Lieseltania!\This incident convinced me. response:	That in order to change this country,
context: Meaning that your position will soon become tenuous?\In that case, Brother...\I'm going to take this opportunity to tell you something.\Oh? What would that be?\I'm going to win the Gryps Festa\and expand the king's powers in Lieseltania!\This incident convinced me.\That in order to change this country, response:	I'll have to do something at a more fundamental level.
context: In that case, Brother...\I'm going to take this opportunity to tell you something.\Oh? What would that be?\I'm going to win the Gryps Festa\and expand the king's powers in Lieseltania!\This incident convinced me.\That in order to change this country,\I'll have to do something at a more fundamental level. response:	Right, the Festa prize money could expand the king's powers...
context: I'm going to take this opportunity to tell you something.\Oh? What would that be?\I'm going to win the Gryps Festa\and expand the king's powers in Lieseltania!\This incident convinced me.\That in order to change this country,\I'll have to do something at a more fundamental level.\Right, the Festa prize money could expand the king's powers... response:	If it happens, I'm going to burden and trouble you.
context: Oh? What would that be?\I'm going to win the Gryps Festa\and expand the king's powers in Lieseltania!\This incident convinced me.\That in order to change this country,\I'll have to do something at a more fundamental level.\Right, the Festa prize money could expand the king's powers...\If it happens, I'm going to burden and trouble you. response:	But knowing all that... I'm asking you, Brother...
context: I'm going to win the Gryps Festa\and expand the king's powers in Lieseltania!\This incident convinced me.\That in order to change this country,\I'll have to do something at a more fundamental level.\Right, the Festa prize money could expand the king's powers...\If it happens, I'm going to burden and trouble you.\But knowing all that... I'm asking you, Brother... response:	Do you think you could help me out, for my sake?
context: and expand the king's powers in Lieseltania!\This incident convinced me.\That in order to change this country,\I'll have to do something at a more fundamental level.\Right, the Festa prize money could expand the king's powers...\If it happens, I'm going to burden and trouble you.\But knowing all that... I'm asking you, Brother...\Do you think you could help me out, for my sake? response:	Julis...
context: This incident convinced me.\That in order to change this country,\I'll have to do something at a more fundamental level.\Right, the Festa prize money could expand the king's powers...\If it happens, I'm going to burden and trouble you.\But knowing all that... I'm asking you, Brother...\Do you think you could help me out, for my sake?\Julis... response:	You've really changed, haven't you?
context: That in order to change this country,\I'll have to do something at a more fundamental level.\Right, the Festa prize money could expand the king's powers...\If it happens, I'm going to burden and trouble you.\But knowing all that... I'm asking you, Brother...\Do you think you could help me out, for my sake?\Julis...\You've really changed, haven't you? response:	I never dreamed the day would come that you'd ask me for help.
context: I'll have to do something at a more fundamental level.\Right, the Festa prize money could expand the king's powers...\If it happens, I'm going to burden and trouble you.\But knowing all that... I'm asking you, Brother...\Do you think you could help me out, for my sake?\Julis...\You've really changed, haven't you?\I never dreamed the day would come that you'd ask me for help. response:	This is all thanks to you, Amagiri...
context: Right, the Festa prize money could expand the king's powers...\If it happens, I'm going to burden and trouble you.\But knowing all that... I'm asking you, Brother...\Do you think you could help me out, for my sake?\Julis...\You've really changed, haven't you?\I never dreamed the day would come that you'd ask me for help.\This is all thanks to you, Amagiri... response:	no, all of you, I think?
context: If it happens, I'm going to burden and trouble you.\But knowing all that... I'm asking you, Brother...\Do you think you could help me out, for my sake?\Julis...\You've really changed, haven't you?\I never dreamed the day would come that you'd ask me for help.\This is all thanks to you, Amagiri...\no, all of you, I think? response:	You got it, Julis.
context: But knowing all that... I'm asking you, Brother...\Do you think you could help me out, for my sake?\Julis...\You've really changed, haven't you?\I never dreamed the day would come that you'd ask me for help.\This is all thanks to you, Amagiri...\no, all of you, I think?\You got it, Julis. response:	I promise you.
context: Do you think you could help me out, for my sake?\Julis...\You've really changed, haven't you?\I never dreamed the day would come that you'd ask me for help.\This is all thanks to you, Amagiri...\no, all of you, I think?\You got it, Julis.\I promise you. response:	If you really do manage to win the Gryps Festa,
context: Julis...\You've really changed, haven't you?\I never dreamed the day would come that you'd ask me for help.\This is all thanks to you, Amagiri...\no, all of you, I think?\You got it, Julis.\I promise you.\If you really do manage to win the Gryps Festa, response:	then I'm going to go all-in and stop being a good-for-nothing.
context: You've really changed, haven't you?\I never dreamed the day would come that you'd ask me for help.\This is all thanks to you, Amagiri...\no, all of you, I think?\You got it, Julis.\I promise you.\If you really do manage to win the Gryps Festa,\then I'm going to go all-in and stop being a good-for-nothing. response:	Brother...
context: I never dreamed the day would come that you'd ask me for help.\This is all thanks to you, Amagiri...\no, all of you, I think?\You got it, Julis.\I promise you.\If you really do manage to win the Gryps Festa,\then I'm going to go all-in and stop being a good-for-nothing.\Brother... response:	Thank you very much.
context: This is all thanks to you, Amagiri...\no, all of you, I think?\You got it, Julis.\I promise you.\If you really do manage to win the Gryps Festa,\then I'm going to go all-in and stop being a good-for-nothing.\Brother...\Thank you very much. response:	They're such a lovely brother and sister, aren't they?
context: no, all of you, I think?\You got it, Julis.\I promise you.\If you really do manage to win the Gryps Festa,\then I'm going to go all-in and stop being a good-for-nothing.\Brother...\Thank you very much.\They're such a lovely brother and sister, aren't they? response:	Yeah, they really are.
context: You got it, Julis.\I promise you.\If you really do manage to win the Gryps Festa,\then I'm going to go all-in and stop being a good-for-nothing.\Brother...\Thank you very much.\They're such a lovely brother and sister, aren't they?\Yeah, they really are. response:	The Steering Committee Chairman?
context: I promise you.\If you really do manage to win the Gryps Festa,\then I'm going to go all-in and stop being a good-for-nothing.\Brother...\Thank you very much.\They're such a lovely brother and sister, aren't they?\Yeah, they really are.\The Steering Committee Chairman? response:	Amagiri...
context: If you really do manage to win the Gryps Festa,\then I'm going to go all-in and stop being a good-for-nothing.\Brother...\Thank you very much.\They're such a lovely brother and sister, aren't they?\Yeah, they really are.\The Steering Committee Chairman?\Amagiri... response:	I've found your sister.
context: then I'm going to go all-in and stop being a good-for-nothing.\Brother...\Thank you very much.\They're such a lovely brother and sister, aren't they?\Yeah, they really are.\The Steering Committee Chairman?\Amagiri...\I've found your sister. response:	Big Sis...
context: Brother...\Thank you very much.\They're such a lovely brother and sister, aren't they?\Yeah, they really are.\The Steering Committee Chairman?\Amagiri...\I've found your sister.\Big Sis... response:	ASTERISK CENTRAL DISTRICT - HOSPITAL
context: Thank you very much.\They're such a lovely brother and sister, aren't they?\Yeah, they really are.\The Steering Committee Chairman?\Amagiri...\I've found your sister.\Big Sis...\ASTERISK CENTRAL DISTRICT - HOSPITAL response:	Haruka Amagiri was brought in here five years or so ago.
context: They're such a lovely brother and sister, aren't they?\Yeah, they really are.\The Steering Committee Chairman?\Amagiri...\I've found your sister.\Big Sis...\ASTERISK CENTRAL DISTRICT - HOSPITAL\Haruka Amagiri was brought in here five years or so ago. response:	Her body's been in a state of apparent death since that day,
context: Yeah, they really are.\The Steering Committee Chairman?\Amagiri...\I've found your sister.\Big Sis...\ASTERISK CENTRAL DISTRICT - HOSPITAL\Haruka Amagiri was brought in here five years or so ago.\Her body's been in a state of apparent death since that day, response:	and to this day, there's been no change whatsoever.
context: The Steering Committee Chairman?\Amagiri...\I've found your sister.\Big Sis...\ASTERISK CENTRAL DISTRICT - HOSPITAL\Haruka Amagiri was brought in here five years or so ago.\Her body's been in a state of apparent death since that day,\and to this day, there's been no change whatsoever. response:	I believe it's the effect of some kind of power.
context: Amagiri...\I've found your sister.\Big Sis...\ASTERISK CENTRAL DISTRICT - HOSPITAL\Haruka Amagiri was brought in here five years or so ago.\Her body's been in a state of apparent death since that day,\and to this day, there's been no change whatsoever.\I believe it's the effect of some kind of power. response:	According to the doctors, there's nothing they can do at this time.
context: I've found your sister.\Big Sis...\ASTERISK CENTRAL DISTRICT - HOSPITAL\Haruka Amagiri was brought in here five years or so ago.\Her body's been in a state of apparent death since that day,\and to this day, there's been no change whatsoever.\I believe it's the effect of some kind of power.\According to the doctors, there's nothing they can do at this time. response:	This is probably my sister's own power.
context: Big Sis...\ASTERISK CENTRAL DISTRICT - HOSPITAL\Haruka Amagiri was brought in here five years or so ago.\Her body's been in a state of apparent death since that day,\and to this day, there's been no change whatsoever.\I believe it's the effect of some kind of power.\According to the doctors, there's nothing they can do at this time.\This is probably my sister's own power. response:	Imprisonment Power. The power to bind all things.
context: ASTERISK CENTRAL DISTRICT - HOSPITAL\Haruka Amagiri was brought in here five years or so ago.\Her body's been in a state of apparent death since that day,\and to this day, there's been no change whatsoever.\I believe it's the effect of some kind of power.\According to the doctors, there's nothing they can do at this time.\This is probably my sister's own power.\Imprisonment Power. The power to bind all things. response:	I don't know why, but she's cast it on herself.
context: Haruka Amagiri was brought in here five years or so ago.\Her body's been in a state of apparent death since that day,\and to this day, there's been no change whatsoever.\I believe it's the effect of some kind of power.\According to the doctors, there's nothing they can do at this time.\This is probably my sister's own power.\Imprisonment Power. The power to bind all things.\I don't know why, but she's cast it on herself. response:	If this state continues...
context: Her body's been in a state of apparent death since that day,\and to this day, there's been no change whatsoever.\I believe it's the effect of some kind of power.\According to the doctors, there's nothing they can do at this time.\This is probably my sister's own power.\Imprisonment Power. The power to bind all things.\I don't know why, but she's cast it on herself.\If this state continues... response:	would her life be in any danger?
context: and to this day, there's been no change whatsoever.\I believe it's the effect of some kind of power.\According to the doctors, there's nothing they can do at this time.\This is probably my sister's own power.\Imprisonment Power. The power to bind all things.\I don't know why, but she's cast it on herself.\If this state continues...\would her life be in any danger? response:	They say that if there's no change, she'll outlive you by far.
context: I believe it's the effect of some kind of power.\According to the doctors, there's nothing they can do at this time.\This is probably my sister's own power.\Imprisonment Power. The power to bind all things.\I don't know why, but she's cast it on herself.\If this state continues...\would her life be in any danger?\They say that if there's no change, she'll outlive you by far. response:	If you can call this living, that is.
context: According to the doctors, there's nothing they can do at this time.\This is probably my sister's own power.\Imprisonment Power. The power to bind all things.\I don't know why, but she's cast it on herself.\If this state continues...\would her life be in any danger?\They say that if there's no change, she'll outlive you by far.\If you can call this living, that is. response:	I hear they found your sister.
context: This is probably my sister's own power.\Imprisonment Power. The power to bind all things.\I don't know why, but she's cast it on herself.\If this state continues...\would her life be in any danger?\They say that if there's no change, she'll outlive you by far.\If you can call this living, that is.\I hear they found your sister. response:	Ayato Amagiri...
context: Imprisonment Power. The power to bind all things.\I don't know why, but she's cast it on herself.\If this state continues...\would her life be in any danger?\They say that if there's no change, she'll outlive you by far.\If you can call this living, that is.\I hear they found your sister.\Ayato Amagiri... response:	I can cure your sister for you!
context: I don't know why, but she's cast it on herself.\If this state continues...\would her life be in any danger?\They say that if there's no change, she'll outlive you by far.\If you can call this living, that is.\I hear they found your sister.\Ayato Amagiri...\I can cure your sister for you! response:	Who are you, exactly?
context: If this state continues...\would her life be in any danger?\They say that if there's no change, she'll outlive you by far.\If you can call this living, that is.\I hear they found your sister.\Ayato Amagiri...\I can cure your sister for you!\Who are you, exactly? response:	I'm Hilda Jane Rowlands.
context: would her life be in any danger?\They say that if there's no change, she'll outlive you by far.\If you can call this living, that is.\I hear they found your sister.\Ayato Amagiri...\I can cure your sister for you!\Who are you, exactly?\I'm Hilda Jane Rowlands. response:	Chairman of the Tenorio Faction of the Arlequint Academy Research Institute.
context: They say that if there's no change, she'll outlive you by far.\If you can call this living, that is.\I hear they found your sister.\Ayato Amagiri...\I can cure your sister for you!\Who are you, exactly?\I'm Hilda Jane Rowlands.\Chairman of the Tenorio Faction of the Arlequint Academy Research Institute. response:	I'm known by the people as...
context: If you can call this living, that is.\I hear they found your sister.\Ayato Amagiri...\I can cure your sister for you!\Who are you, exactly?\I'm Hilda Jane Rowlands.\Chairman of the Tenorio Faction of the Arlequint Academy Research Institute.\I'm known by the people as... response:	Magnum Opus.
context: I hear they found your sister.\Ayato Amagiri...\I can cure your sister for you!\Who are you, exactly?\I'm Hilda Jane Rowlands.\Chairman of the Tenorio Faction of the Arlequint Academy Research Institute.\I'm known by the people as...\Magnum Opus. response:	Once again, I'm sorry that my father caused so much trouble in Lieseltania.
context: Ayato Amagiri...\I can cure your sister for you!\Who are you, exactly?\I'm Hilda Jane Rowlands.\Chairman of the Tenorio Faction of the Arlequint Academy Research Institute.\I'm known by the people as...\Magnum Opus.\Once again, I'm sorry that my father caused so much trouble in Lieseltania. response:	But why would your father do such a thing?
context: I can cure your sister for you!\Who are you, exactly?\I'm Hilda Jane Rowlands.\Chairman of the Tenorio Faction of the Arlequint Academy Research Institute.\I'm known by the people as...\Magnum Opus.\Once again, I'm sorry that my father caused so much trouble in Lieseltania.\But why would your father do such a thing? response:	Because it would inconvenience him if I were to win the Gryps Festa.
context: Who are you, exactly?\I'm Hilda Jane Rowlands.\Chairman of the Tenorio Faction of the Arlequint Academy Research Institute.\I'm known by the people as...\Magnum Opus.\Once again, I'm sorry that my father caused so much trouble in Lieseltania.\But why would your father do such a thing?\Because it would inconvenience him if I were to win the Gryps Festa. response:	Galaxy, that is, rather than my father.
context: I'm Hilda Jane Rowlands.\Chairman of the Tenorio Faction of the Arlequint Academy Research Institute.\I'm known by the people as...\Magnum Opus.\Once again, I'm sorry that my father caused so much trouble in Lieseltania.\But why would your father do such a thing?\Because it would inconvenience him if I were to win the Gryps Festa.\Galaxy, that is, rather than my father. response:	But if that's the case, wasn't there another way to go about it?
context: Chairman of the Tenorio Faction of the Arlequint Academy Research Institute.\I'm known by the people as...\Magnum Opus.\Once again, I'm sorry that my father caused so much trouble in Lieseltania.\But why would your father do such a thing?\Because it would inconvenience him if I were to win the Gryps Festa.\Galaxy, that is, rather than my father.\But if that's the case, wasn't there another way to go about it? response:	My father must have wanted to settle things before Galaxy made a serious move.
context: I'm known by the people as...\Magnum Opus.\Once again, I'm sorry that my father caused so much trouble in Lieseltania.\But why would your father do such a thing?\Because it would inconvenience him if I were to win the Gryps Festa.\Galaxy, that is, rather than my father.\But if that's the case, wasn't there another way to go about it?\My father must have wanted to settle things before Galaxy made a serious move. response:	What would befall me if Galaxy were to take drastic action...
context: Magnum Opus.\Once again, I'm sorry that my father caused so much trouble in Lieseltania.\But why would your father do such a thing?\Because it would inconvenience him if I were to win the Gryps Festa.\Galaxy, that is, rather than my father.\But if that's the case, wasn't there another way to go about it?\My father must have wanted to settle things before Galaxy made a serious move.\What would befall me if Galaxy were to take drastic action... response:	My father was all too aware of that.
context: Once again, I'm sorry that my father caused so much trouble in Lieseltania.\But why would your father do such a thing?\Because it would inconvenience him if I were to win the Gryps Festa.\Galaxy, that is, rather than my father.\But if that's the case, wasn't there another way to go about it?\My father must have wanted to settle things before Galaxy made a serious move.\What would befall me if Galaxy were to take drastic action...\My father was all too aware of that. response:	Do you realize what you're saying?
context: But why would your father do such a thing?\Because it would inconvenience him if I were to win the Gryps Festa.\Galaxy, that is, rather than my father.\But if that's the case, wasn't there another way to go about it?\My father must have wanted to settle things before Galaxy made a serious move.\What would befall me if Galaxy were to take drastic action...\My father was all too aware of that.\Do you realize what you're saying? response:	Making an enemy of Galaxy is the same as making an enemy of Seidoukan.
context: Because it would inconvenience him if I were to win the Gryps Festa.\Galaxy, that is, rather than my father.\But if that's the case, wasn't there another way to go about it?\My father must have wanted to settle things before Galaxy made a serious move.\What would befall me if Galaxy were to take drastic action...\My father was all too aware of that.\Do you realize what you're saying?\Making an enemy of Galaxy is the same as making an enemy of Seidoukan. response:	Yes. But even if that comes to pass,
context: Galaxy, that is, rather than my father.\But if that's the case, wasn't there another way to go about it?\My father must have wanted to settle things before Galaxy made a serious move.\What would befall me if Galaxy were to take drastic action...\My father was all too aware of that.\Do you realize what you're saying?\Making an enemy of Galaxy is the same as making an enemy of Seidoukan.\Yes. But even if that comes to pass, response:	I have no intention whatsoever of conceding my wish.
context: But if that's the case, wasn't there another way to go about it?\My father must have wanted to settle things before Galaxy made a serious move.\What would befall me if Galaxy were to take drastic action...\My father was all too aware of that.\Do you realize what you're saying?\Making an enemy of Galaxy is the same as making an enemy of Seidoukan.\Yes. But even if that comes to pass,\I have no intention whatsoever of conceding my wish. response:	Don't you all feel the same way?
context: My father must have wanted to settle things before Galaxy made a serious move.\What would befall me if Galaxy were to take drastic action...\My father was all too aware of that.\Do you realize what you're saying?\Making an enemy of Galaxy is the same as making an enemy of Seidoukan.\Yes. But even if that comes to pass,\I have no intention whatsoever of conceding my wish.\Don't you all feel the same way? response:	Joining my team could mean making an enemy out of Galaxy.
context: What would befall me if Galaxy were to take drastic action...\My father was all too aware of that.\Do you realize what you're saying?\Making an enemy of Galaxy is the same as making an enemy of Seidoukan.\Yes. But even if that comes to pass,\I have no intention whatsoever of conceding my wish.\Don't you all feel the same way?\Joining my team could mean making an enemy out of Galaxy. response:	Even so, I still want you all to take part in the Gryps Festa with me.
context: My father was all too aware of that.\Do you realize what you're saying?\Making an enemy of Galaxy is the same as making an enemy of Seidoukan.\Yes. But even if that comes to pass,\I have no intention whatsoever of conceding my wish.\Don't you all feel the same way?\Joining my team could mean making an enemy out of Galaxy.\Even so, I still want you all to take part in the Gryps Festa with me. response:	Isn't the thought of this team alluring enough to seem worth it?
context: Do you realize what you're saying?\Making an enemy of Galaxy is the same as making an enemy of Seidoukan.\Yes. But even if that comes to pass,\I have no intention whatsoever of conceding my wish.\Don't you all feel the same way?\Joining my team could mean making an enemy out of Galaxy.\Even so, I still want you all to take part in the Gryps Festa with me.\Isn't the thought of this team alluring enough to seem worth it? response:	This lineup boasts all the best players I could hope for now.
context: Making an enemy of Galaxy is the same as making an enemy of Seidoukan.\Yes. But even if that comes to pass,\I have no intention whatsoever of conceding my wish.\Don't you all feel the same way?\Joining my team could mean making an enemy out of Galaxy.\Even so, I still want you all to take part in the Gryps Festa with me.\Isn't the thought of this team alluring enough to seem worth it?\This lineup boasts all the best players I could hope for now. response:	Count me in.
context: Yes. But even if that comes to pass,\I have no intention whatsoever of conceding my wish.\Don't you all feel the same way?\Joining my team could mean making an enemy out of Galaxy.\Even so, I still want you all to take part in the Gryps Festa with me.\Isn't the thought of this team alluring enough to seem worth it?\This lineup boasts all the best players I could hope for now.\Count me in. response:	M-Me, too... count me in, too!
context: I have no intention whatsoever of conceding my wish.\Don't you all feel the same way?\Joining my team could mean making an enemy out of Galaxy.\Even so, I still want you all to take part in the Gryps Festa with me.\Isn't the thought of this team alluring enough to seem worth it?\This lineup boasts all the best players I could hope for now.\Count me in.\M-Me, too... count me in, too! response:	Ever since I saw you in the last Gryps Festa,
context: Don't you all feel the same way?\Joining my team could mean making an enemy out of Galaxy.\Even so, I still want you all to take part in the Gryps Festa with me.\Isn't the thought of this team alluring enough to seem worth it?\This lineup boasts all the best players I could hope for now.\Count me in.\M-Me, too... count me in, too!\Ever since I saw you in the last Gryps Festa, response:	I've wanted to fight on your team, President!
context: Joining my team could mean making an enemy out of Galaxy.\Even so, I still want you all to take part in the Gryps Festa with me.\Isn't the thought of this team alluring enough to seem worth it?\This lineup boasts all the best players I could hope for now.\Count me in.\M-Me, too... count me in, too!\Ever since I saw you in the last Gryps Festa,\I've wanted to fight on your team, President! response:	My answer depends on Ayato.
context: Even so, I still want you all to take part in the Gryps Festa with me.\Isn't the thought of this team alluring enough to seem worth it?\This lineup boasts all the best players I could hope for now.\Count me in.\M-Me, too... count me in, too!\Ever since I saw you in the last Gryps Festa,\I've wanted to fight on your team, President!\My answer depends on Ayato. response:	What are you going to do, Ayato?
context: Isn't the thought of this team alluring enough to seem worth it?\This lineup boasts all the best players I could hope for now.\Count me in.\M-Me, too... count me in, too!\Ever since I saw you in the last Gryps Festa,\I've wanted to fight on your team, President!\My answer depends on Ayato.\What are you going to do, Ayato? response:	Ayato?
context: This lineup boasts all the best players I could hope for now.\Count me in.\M-Me, too... count me in, too!\Ever since I saw you in the last Gryps Festa,\I've wanted to fight on your team, President!\My answer depends on Ayato.\What are you going to do, Ayato?\Ayato? response:	I have no intention of asking that Magnum Opus for help,
context: Count me in.\M-Me, too... count me in, too!\Ever since I saw you in the last Gryps Festa,\I've wanted to fight on your team, President!\My answer depends on Ayato.\What are you going to do, Ayato?\Ayato?\I have no intention of asking that Magnum Opus for help, response:	but...
context: M-Me, too... count me in, too!\Ever since I saw you in the last Gryps Festa,\I've wanted to fight on your team, President!\My answer depends on Ayato.\What are you going to do, Ayato?\Ayato?\I have no intention of asking that Magnum Opus for help,\but... response:	if there's a way to treat Big Sis...
context: Ever since I saw you in the last Gryps Festa,\I've wanted to fight on your team, President!\My answer depends on Ayato.\What are you going to do, Ayato?\Ayato?\I have no intention of asking that Magnum Opus for help,\but...\if there's a way to treat Big Sis... response:	All right. I'll be joining your team, too, Claudia.
context: I've wanted to fight on your team, President!\My answer depends on Ayato.\What are you going to do, Ayato?\Ayato?\I have no intention of asking that Magnum Opus for help,\but...\if there's a way to treat Big Sis...\All right. I'll be joining your team, too, Claudia. response:	And let's win with this team!
context: My answer depends on Ayato.\What are you going to do, Ayato?\Ayato?\I have no intention of asking that Magnum Opus for help,\but...\if there's a way to treat Big Sis...\All right. I'll be joining your team, too, Claudia.\And let's win with this team! response:	No matter what!
