context: Anyway, I won't leave you before you meet your destined calamity. response:	Who told you that I'm going to meet my destined calamity?
context: Certainly, I only learned of these from the historical records.\Lord Dong Hua is already so old.\It's no wonder he is to meet his destined calamity.\Meet his destined calamity?\Lord Dong Hua?\Isn't it so?\You follow him around all day and you're not aware of it?\I surely know that His Lordship won't meet his calamity now. response:	Do you know how severe that is?
context: Lord Dong Hua is already so old.\It's no wonder he is to meet his destined calamity.\Meet his destined calamity?\Lord Dong Hua?\Isn't it so?\You follow him around all day and you're not aware of it?\I surely know that His Lordship won't meet his calamity now.\Do you know how severe that is? response:	Lord Dong Hua was once the God of Heaven and Earth.
context: It's no wonder he is to meet his destined calamity.\Meet his destined calamity?\Lord Dong Hua?\Isn't it so?\You follow him around all day and you're not aware of it?\I surely know that His Lordship won't meet his calamity now.\Do you know how severe that is?\Lord Dong Hua was once the God of Heaven and Earth. response:	If his end is near
context: Meet his destined calamity?\Lord Dong Hua?\Isn't it so?\You follow him around all day and you're not aware of it?\I surely know that His Lordship won't meet his calamity now.\Do you know how severe that is?\Lord Dong Hua was once the God of Heaven and Earth.\If his end is near response:	the Nine Heavens will grieve and the four seas will be informed.
context: Lord Dong Hua?\Isn't it so?\You follow him around all day and you're not aware of it?\I surely know that His Lordship won't meet his calamity now.\Do you know how severe that is?\Lord Dong Hua was once the God of Heaven and Earth.\If his end is near\the Nine Heavens will grieve and the four seas will be informed. response:	How could it be so quiet that only the both of you knew of it?
context: Isn't it so?\You follow him around all day and you're not aware of it?\I surely know that His Lordship won't meet his calamity now.\Do you know how severe that is?\Lord Dong Hua was once the God of Heaven and Earth.\If his end is near\the Nine Heavens will grieve and the four seas will be informed.\How could it be so quiet that only the both of you knew of it? response:	Then...
context: You follow him around all day and you're not aware of it?\I surely know that His Lordship won't meet his calamity now.\Do you know how severe that is?\Lord Dong Hua was once the God of Heaven and Earth.\If his end is near\the Nine Heavens will grieve and the four seas will be informed.\How could it be so quiet that only the both of you knew of it?\Then... response:	He won't meet his destined calamity soon?
context: I surely know that His Lordship won't meet his calamity now.\Do you know how severe that is?\Lord Dong Hua was once the God of Heaven and Earth.\If his end is near\the Nine Heavens will grieve and the four seas will be informed.\How could it be so quiet that only the both of you knew of it?\Then...\He won't meet his destined calamity soon? response:	Definitely not.
context: Do you know how severe that is?\Lord Dong Hua was once the God of Heaven and Earth.\If his end is near\the Nine Heavens will grieve and the four seas will be informed.\How could it be so quiet that only the both of you knew of it?\Then...\He won't meet his destined calamity soon?\Definitely not. response:	I can even guarantee that His Lordship could still live
context: Lord Dong Hua was once the God of Heaven and Earth.\If his end is near\the Nine Heavens will grieve and the four seas will be informed.\How could it be so quiet that only the both of you knew of it?\Then...\He won't meet his destined calamity soon?\Definitely not.\I can even guarantee that His Lordship could still live response:	for some hundred thousand years.
context: If his end is near\the Nine Heavens will grieve and the four seas will be informed.\How could it be so quiet that only the both of you knew of it?\Then...\He won't meet his destined calamity soon?\Definitely not.\I can even guarantee that His Lordship could still live\for some hundred thousand years. response:	He'd even outlive you, Little Princess.
context: the Nine Heavens will grieve and the four seas will be informed.\How could it be so quiet that only the both of you knew of it?\Then...\He won't meet his destined calamity soon?\Definitely not.\I can even guarantee that His Lordship could still live\for some hundred thousand years.\He'd even outlive you, Little Princess. response:	You mustn't forget that he's the only god who sprang out of a rock.
context: How could it be so quiet that only the both of you knew of it?\Then...\He won't meet his destined calamity soon?\Definitely not.\I can even guarantee that His Lordship could still live\for some hundred thousand years.\He'd even outlive you, Little Princess.\You mustn't forget that he's the only god who sprang out of a rock. response:	He's very tough.
context: Then...\He won't meet his destined calamity soon?\Definitely not.\I can even guarantee that His Lordship could still live\for some hundred thousand years.\He'd even outlive you, Little Princess.\You mustn't forget that he's the only god who sprang out of a rock.\He's very tough. response:	Who told you that Lord Dong Hua will meet his destined calamity?
context: He won't meet his destined calamity soon?\Definitely not.\I can even guarantee that His Lordship could still live\for some hundred thousand years.\He'd even outlive you, Little Princess.\You mustn't forget that he's the only god who sprang out of a rock.\He's very tough.\Who told you that Lord Dong Hua will meet his destined calamity? response:	Cheng Yu did.
context: Definitely not.\I can even guarantee that His Lordship could still live\for some hundred thousand years.\He'd even outlive you, Little Princess.\You mustn't forget that he's the only god who sprang out of a rock.\He's very tough.\Who told you that Lord Dong Hua will meet his destined calamity?\Cheng Yu did. response:	I accidentally overheard Lord of Numinous Treasures talking to
context: I can even guarantee that His Lordship could still live\for some hundred thousand years.\He'd even outlive you, Little Princess.\You mustn't forget that he's the only god who sprang out of a rock.\He's very tough.\Who told you that Lord Dong Hua will meet his destined calamity?\Cheng Yu did.\I accidentally overheard Lord of Numinous Treasures talking to response:	Lord Dong Hua about meeting some sort of calamity.
context: for some hundred thousand years.\He'd even outlive you, Little Princess.\You mustn't forget that he's the only god who sprang out of a rock.\He's very tough.\Who told you that Lord Dong Hua will meet his destined calamity?\Cheng Yu did.\I accidentally overheard Lord of Numinous Treasures talking to\Lord Dong Hua about meeting some sort of calamity. response:	I thought it meant Lord Dong Hua.
context: He'd even outlive you, Little Princess.\You mustn't forget that he's the only god who sprang out of a rock.\He's very tough.\Who told you that Lord Dong Hua will meet his destined calamity?\Cheng Yu did.\I accidentally overheard Lord of Numinous Treasures talking to\Lord Dong Hua about meeting some sort of calamity.\I thought it meant Lord Dong Hua. response:	It's no wonder Little Princess showed up looking all forlorn.
context: You mustn't forget that he's the only god who sprang out of a rock.\He's very tough.\Who told you that Lord Dong Hua will meet his destined calamity?\Cheng Yu did.\I accidentally overheard Lord of Numinous Treasures talking to\Lord Dong Hua about meeting some sort of calamity.\I thought it meant Lord Dong Hua.\It's no wonder Little Princess showed up looking all forlorn. response:	Why didn't you ask me about it?
context: He's very tough.\Who told you that Lord Dong Hua will meet his destined calamity?\Cheng Yu did.\I accidentally overheard Lord of Numinous Treasures talking to\Lord Dong Hua about meeting some sort of calamity.\I thought it meant Lord Dong Hua.\It's no wonder Little Princess showed up looking all forlorn.\Why didn't you ask me about it? response:	I'm the deity who's been around His Lordship the longest.
context: Who told you that Lord Dong Hua will meet his destined calamity?\Cheng Yu did.\I accidentally overheard Lord of Numinous Treasures talking to\Lord Dong Hua about meeting some sort of calamity.\I thought it meant Lord Dong Hua.\It's no wonder Little Princess showed up looking all forlorn.\Why didn't you ask me about it?\I'm the deity who's been around His Lordship the longest. response:	If Lord Dong Hua isn't meeting his destined calamity
context: Cheng Yu did.\I accidentally overheard Lord of Numinous Treasures talking to\Lord Dong Hua about meeting some sort of calamity.\I thought it meant Lord Dong Hua.\It's no wonder Little Princess showed up looking all forlorn.\Why didn't you ask me about it?\I'm the deity who's been around His Lordship the longest.\If Lord Dong Hua isn't meeting his destined calamity response:	what I just did today is simply too shameful.
context: I accidentally overheard Lord of Numinous Treasures talking to\Lord Dong Hua about meeting some sort of calamity.\I thought it meant Lord Dong Hua.\It's no wonder Little Princess showed up looking all forlorn.\Why didn't you ask me about it?\I'm the deity who's been around His Lordship the longest.\If Lord Dong Hua isn't meeting his destined calamity\what I just did today is simply too shameful. response:	If my father learns of it, he will surely hit me to death.
context: Lord Dong Hua about meeting some sort of calamity.\I thought it meant Lord Dong Hua.\It's no wonder Little Princess showed up looking all forlorn.\Why didn't you ask me about it?\I'm the deity who's been around His Lordship the longest.\If Lord Dong Hua isn't meeting his destined calamity\what I just did today is simply too shameful.\If my father learns of it, he will surely hit me to death. response:	I wonder if Lord Dong Hua has some time to talk to me
context: I thought it meant Lord Dong Hua.\It's no wonder Little Princess showed up looking all forlorn.\Why didn't you ask me about it?\I'm the deity who's been around His Lordship the longest.\If Lord Dong Hua isn't meeting his destined calamity\what I just did today is simply too shameful.\If my father learns of it, he will surely hit me to death.\I wonder if Lord Dong Hua has some time to talk to me response:	about that unfilial daughter of mine Bai Feng Jiu?
context: It's no wonder Little Princess showed up looking all forlorn.\Why didn't you ask me about it?\I'm the deity who's been around His Lordship the longest.\If Lord Dong Hua isn't meeting his destined calamity\what I just did today is simply too shameful.\If my father learns of it, he will surely hit me to death.\I wonder if Lord Dong Hua has some time to talk to me\about that unfilial daughter of mine Bai Feng Jiu? response:	High God, please have a seat.
context: Why didn't you ask me about it?\I'm the deity who's been around His Lordship the longest.\If Lord Dong Hua isn't meeting his destined calamity\what I just did today is simply too shameful.\If my father learns of it, he will surely hit me to death.\I wonder if Lord Dong Hua has some time to talk to me\about that unfilial daughter of mine Bai Feng Jiu?\High God, please have a seat. response:	What would you like to talk about?
context: I'm the deity who's been around His Lordship the longest.\If Lord Dong Hua isn't meeting his destined calamity\what I just did today is simply too shameful.\If my father learns of it, he will surely hit me to death.\I wonder if Lord Dong Hua has some time to talk to me\about that unfilial daughter of mine Bai Feng Jiu?\High God, please have a seat.\What would you like to talk about? response:	I'll be frank with you.
context: If Lord Dong Hua isn't meeting his destined calamity\what I just did today is simply too shameful.\If my father learns of it, he will surely hit me to death.\I wonder if Lord Dong Hua has some time to talk to me\about that unfilial daughter of mine Bai Feng Jiu?\High God, please have a seat.\What would you like to talk about?\I'll be frank with you. response:	Since you and my daughter were once husband and wife in the Mortal Realm
context: what I just did today is simply too shameful.\If my father learns of it, he will surely hit me to death.\I wonder if Lord Dong Hua has some time to talk to me\about that unfilial daughter of mine Bai Feng Jiu?\High God, please have a seat.\What would you like to talk about?\I'll be frank with you.\Since you and my daughter were once husband and wife in the Mortal Realm response:	I wonder if you could realize her dream by marrying her.
context: If my father learns of it, he will surely hit me to death.\I wonder if Lord Dong Hua has some time to talk to me\about that unfilial daughter of mine Bai Feng Jiu?\High God, please have a seat.\What would you like to talk about?\I'll be frank with you.\Since you and my daughter were once husband and wife in the Mortal Realm\I wonder if you could realize her dream by marrying her. response:	Although I've often reprimanded her for embarrassing Qing Qiu
context: I wonder if Lord Dong Hua has some time to talk to me\about that unfilial daughter of mine Bai Feng Jiu?\High God, please have a seat.\What would you like to talk about?\I'll be frank with you.\Since you and my daughter were once husband and wife in the Mortal Realm\I wonder if you could realize her dream by marrying her.\Although I've often reprimanded her for embarrassing Qing Qiu response:	by wooing you and following you around
context: about that unfilial daughter of mine Bai Feng Jiu?\High God, please have a seat.\What would you like to talk about?\I'll be frank with you.\Since you and my daughter were once husband and wife in the Mortal Realm\I wonder if you could realize her dream by marrying her.\Although I've often reprimanded her for embarrassing Qing Qiu\by wooing you and following you around response:	I could tell as her father that she's very devoted to you.
context: High God, please have a seat.\What would you like to talk about?\I'll be frank with you.\Since you and my daughter were once husband and wife in the Mortal Realm\I wonder if you could realize her dream by marrying her.\Although I've often reprimanded her for embarrassing Qing Qiu\by wooing you and following you around\I could tell as her father that she's very devoted to you. response:	I've come here today as a father to propose marriage for my daughter.
context: What would you like to talk about?\I'll be frank with you.\Since you and my daughter were once husband and wife in the Mortal Realm\I wonder if you could realize her dream by marrying her.\Although I've often reprimanded her for embarrassing Qing Qiu\by wooing you and following you around\I could tell as her father that she's very devoted to you.\I've come here today as a father to propose marriage for my daughter. response:	I hope that Your Lordship will consider this marriage.
context: I'll be frank with you.\Since you and my daughter were once husband and wife in the Mortal Realm\I wonder if you could realize her dream by marrying her.\Although I've often reprimanded her for embarrassing Qing Qiu\by wooing you and following you around\I could tell as her father that she's very devoted to you.\I've come here today as a father to propose marriage for my daughter.\I hope that Your Lordship will consider this marriage. response:	Since High God is so sincere, I will be honest with you.
context: Since you and my daughter were once husband and wife in the Mortal Realm\I wonder if you could realize her dream by marrying her.\Although I've often reprimanded her for embarrassing Qing Qiu\by wooing you and following you around\I could tell as her father that she's very devoted to you.\I've come here today as a father to propose marriage for my daughter.\I hope that Your Lordship will consider this marriage.\Since High God is so sincere, I will be honest with you. response:	Your daughter and I are never meant to be together.
context: I wonder if you could realize her dream by marrying her.\Although I've often reprimanded her for embarrassing Qing Qiu\by wooing you and following you around\I could tell as her father that she's very devoted to you.\I've come here today as a father to propose marriage for my daughter.\I hope that Your Lordship will consider this marriage.\Since High God is so sincere, I will be honest with you.\Your daughter and I are never meant to be together. response:	I'll take my leave.
context: Although I've often reprimanded her for embarrassing Qing Qiu\by wooing you and following you around\I could tell as her father that she's very devoted to you.\I've come here today as a father to propose marriage for my daughter.\I hope that Your Lordship will consider this marriage.\Since High God is so sincere, I will be honest with you.\Your daughter and I are never meant to be together.\I'll take my leave. response:	Come out here.
context: by wooing you and following you around\I could tell as her father that she's very devoted to you.\I've come here today as a father to propose marriage for my daughter.\I hope that Your Lordship will consider this marriage.\Since High God is so sincere, I will be honest with you.\Your daughter and I are never meant to be together.\I'll take my leave.\Come out here. response:	Lord Dong Hua...
context: I could tell as her father that she's very devoted to you.\I've come here today as a father to propose marriage for my daughter.\I hope that Your Lordship will consider this marriage.\Since High God is so sincere, I will be honest with you.\Your daughter and I are never meant to be together.\I'll take my leave.\Come out here.\Lord Dong Hua... response:	How long do you plan on fooling around?
context: I've come here today as a father to propose marriage for my daughter.\I hope that Your Lordship will consider this marriage.\Since High God is so sincere, I will be honest with you.\Your daughter and I are never meant to be together.\I'll take my leave.\Come out here.\Lord Dong Hua...\How long do you plan on fooling around? response:	into thinking that you won't have long to live.
context: I hope that Your Lordship will consider this marriage.\Since High God is so sincere, I will be honest with you.\Your daughter and I are never meant to be together.\I'll take my leave.\Come out here.\Lord Dong Hua...\How long do you plan on fooling around?\into thinking that you won't have long to live. response:	Hence, I wanted to accompany you until your end.
context: Since High God is so sincere, I will be honest with you.\Your daughter and I are never meant to be together.\I'll take my leave.\Come out here.\Lord Dong Hua...\How long do you plan on fooling around?\into thinking that you won't have long to live.\Hence, I wanted to accompany you until your end. response:	Even if I don't have long to live who are you to accompany me?
context: Your daughter and I are never meant to be together.\I'll take my leave.\Come out here.\Lord Dong Hua...\How long do you plan on fooling around?\into thinking that you won't have long to live.\Hence, I wanted to accompany you until your end.\Even if I don't have long to live who are you to accompany me? response:	In the Mortal Realm, we were once...
context: I'll take my leave.\Come out here.\Lord Dong Hua...\How long do you plan on fooling around?\into thinking that you won't have long to live.\Hence, I wanted to accompany you until your end.\Even if I don't have long to live who are you to accompany me?\In the Mortal Realm, we were once... response:	That means nothing.
context: Come out here.\Lord Dong Hua...\How long do you plan on fooling around?\into thinking that you won't have long to live.\Hence, I wanted to accompany you until your end.\Even if I don't have long to live who are you to accompany me?\In the Mortal Realm, we were once...\That means nothing. response:	It meant everything!
context: Lord Dong Hua...\How long do you plan on fooling around?\into thinking that you won't have long to live.\Hence, I wanted to accompany you until your end.\Even if I don't have long to live who are you to accompany me?\In the Mortal Realm, we were once...\That means nothing.\It meant everything! response:	You were once my husband.
context: How long do you plan on fooling around?\into thinking that you won't have long to live.\Hence, I wanted to accompany you until your end.\Even if I don't have long to live who are you to accompany me?\In the Mortal Realm, we were once...\That means nothing.\It meant everything!\You were once my husband. response:	That was just you.
context: into thinking that you won't have long to live.\Hence, I wanted to accompany you until your end.\Even if I don't have long to live who are you to accompany me?\In the Mortal Realm, we were once...\That means nothing.\It meant everything!\You were once my husband.\That was just you. response:	Feng Jiu, how many times would you have me say this?
context: Hence, I wanted to accompany you until your end.\Even if I don't have long to live who are you to accompany me?\In the Mortal Realm, we were once...\That means nothing.\It meant everything!\You were once my husband.\That was just you.\Feng Jiu, how many times would you have me say this? response:	Whatever you had with me in the Mortal Realm was but a heavenly trial.
context: Even if I don't have long to live who are you to accompany me?\In the Mortal Realm, we were once...\That means nothing.\It meant everything!\You were once my husband.\That was just you.\Feng Jiu, how many times would you have me say this?\Whatever you had with me in the Mortal Realm was but a heavenly trial. response:	Don't get your hopes up.
context: In the Mortal Realm, we were once...\That means nothing.\It meant everything!\You were once my husband.\That was just you.\Feng Jiu, how many times would you have me say this?\Whatever you had with me in the Mortal Realm was but a heavenly trial.\Don't get your hopes up. response:	It's useless to do so.
context: That means nothing.\It meant everything!\You were once my husband.\That was just you.\Feng Jiu, how many times would you have me say this?\Whatever you had with me in the Mortal Realm was but a heavenly trial.\Don't get your hopes up.\It's useless to do so. response:	We're not meant to be.
context: It meant everything!\You were once my husband.\That was just you.\Feng Jiu, how many times would you have me say this?\Whatever you had with me in the Mortal Realm was but a heavenly trial.\Don't get your hopes up.\It's useless to do so.\We're not meant to be. response:	That's impossible...
context: You were once my husband.\That was just you.\Feng Jiu, how many times would you have me say this?\Whatever you had with me in the Mortal Realm was but a heavenly trial.\Don't get your hopes up.\It's useless to do so.\We're not meant to be.\That's impossible... response:	That's impossible...
context: That was just you.\Feng Jiu, how many times would you have me say this?\Whatever you had with me in the Mortal Realm was but a heavenly trial.\Don't get your hopes up.\It's useless to do so.\We're not meant to be.\That's impossible...\That's impossible... response:	Dong Hua, if you feel nothing for me
context: Feng Jiu, how many times would you have me say this?\Whatever you had with me in the Mortal Realm was but a heavenly trial.\Don't get your hopes up.\It's useless to do so.\We're not meant to be.\That's impossible...\That's impossible...\Dong Hua, if you feel nothing for me response:	why would you still go to that shack?
context: Whatever you had with me in the Mortal Realm was but a heavenly trial.\Don't get your hopes up.\It's useless to do so.\We're not meant to be.\That's impossible...\That's impossible...\Dong Hua, if you feel nothing for me\why would you still go to that shack? response:	You couldn't forget me.
context: Don't get your hopes up.\It's useless to do so.\We're not meant to be.\That's impossible...\That's impossible...\Dong Hua, if you feel nothing for me\why would you still go to that shack?\You couldn't forget me. response:	Since you can't forget me, why won't you give us a chance?
context: It's useless to do so.\We're not meant to be.\That's impossible...\That's impossible...\Dong Hua, if you feel nothing for me\why would you still go to that shack?\You couldn't forget me.\Since you can't forget me, why won't you give us a chance? response:	Back in the Mortal Realm...
context: We're not meant to be.\That's impossible...\That's impossible...\Dong Hua, if you feel nothing for me\why would you still go to that shack?\You couldn't forget me.\Since you can't forget me, why won't you give us a chance?\Back in the Mortal Realm... response:	That's enough!
context: That's impossible...\That's impossible...\Dong Hua, if you feel nothing for me\why would you still go to that shack?\You couldn't forget me.\Since you can't forget me, why won't you give us a chance?\Back in the Mortal Realm...\That's enough! response:	Why?
context: That's impossible...\Dong Hua, if you feel nothing for me\why would you still go to that shack?\You couldn't forget me.\Since you can't forget me, why won't you give us a chance?\Back in the Mortal Realm...\That's enough!\Why? response:	Why would you be so cruel to me?
context: Dong Hua, if you feel nothing for me\why would you still go to that shack?\You couldn't forget me.\Since you can't forget me, why won't you give us a chance?\Back in the Mortal Realm...\That's enough!\Why?\Why would you be so cruel to me? response:	I treat everyone in the same manner.
context: why would you still go to that shack?\You couldn't forget me.\Since you can't forget me, why won't you give us a chance?\Back in the Mortal Realm...\That's enough!\Why?\Why would you be so cruel to me?\I treat everyone in the same manner. response:	It's not so...
context: You couldn't forget me.\Since you can't forget me, why won't you give us a chance?\Back in the Mortal Realm...\That's enough!\Why?\Why would you be so cruel to me?\I treat everyone in the same manner.\It's not so... response:	It shouldn't be so...
context: Since you can't forget me, why won't you give us a chance?\Back in the Mortal Realm...\That's enough!\Why?\Why would you be so cruel to me?\I treat everyone in the same manner.\It's not so...\It shouldn't be so... response:	Do you have a reason for doing so?
context: Back in the Mortal Realm...\That's enough!\Why?\Why would you be so cruel to me?\I treat everyone in the same manner.\It's not so...\It shouldn't be so...\Do you have a reason for doing so? response:	Could you tell me?
context: That's enough!\Why?\Why would you be so cruel to me?\I treat everyone in the same manner.\It's not so...\It shouldn't be so...\Do you have a reason for doing so?\Could you tell me? response:	Do you know why your father came to see me?
context: Why?\Why would you be so cruel to me?\I treat everyone in the same manner.\It's not so...\It shouldn't be so...\Do you have a reason for doing so?\Could you tell me?\Do you know why your father came to see me? response:	He begged me to marry you.
context: Why would you be so cruel to me?\I treat everyone in the same manner.\It's not so...\It shouldn't be so...\Do you have a reason for doing so?\Could you tell me?\Do you know why your father came to see me?\He begged me to marry you. response:	My father... begged you to marry me?
context: I treat everyone in the same manner.\It's not so...\It shouldn't be so...\Do you have a reason for doing so?\Could you tell me?\Do you know why your father came to see me?\He begged me to marry you.\My father... begged you to marry me? response:	Exactly.
context: It's not so...\It shouldn't be so...\Do you have a reason for doing so?\Could you tell me?\Do you know why your father came to see me?\He begged me to marry you.\My father... begged you to marry me?\Exactly. response:	You still wouldn't marry me even after my father begged you?
context: It shouldn't be so...\Do you have a reason for doing so?\Could you tell me?\Do you know why your father came to see me?\He begged me to marry you.\My father... begged you to marry me?\Exactly.\You still wouldn't marry me even after my father begged you? response:	Indeed.
context: Do you have a reason for doing so?\Could you tell me?\Do you know why your father came to see me?\He begged me to marry you.\My father... begged you to marry me?\Exactly.\You still wouldn't marry me even after my father begged you?\Indeed. response:	This is my fault.
context: Could you tell me?\Do you know why your father came to see me?\He begged me to marry you.\My father... begged you to marry me?\Exactly.\You still wouldn't marry me even after my father begged you?\Indeed.\This is my fault. response:	This is all my fault.
context: Do you know why your father came to see me?\He begged me to marry you.\My father... begged you to marry me?\Exactly.\You still wouldn't marry me even after my father begged you?\Indeed.\This is my fault.\This is all my fault. response:	My father has never begged anyone.
context: He begged me to marry you.\My father... begged you to marry me?\Exactly.\You still wouldn't marry me even after my father begged you?\Indeed.\This is my fault.\This is all my fault.\My father has never begged anyone. response:	Not once.
context: My father... begged you to marry me?\Exactly.\You still wouldn't marry me even after my father begged you?\Indeed.\This is my fault.\This is all my fault.\My father has never begged anyone.\Not once. response:	I shouldn't behave like this...
context: Exactly.\You still wouldn't marry me even after my father begged you?\Indeed.\This is my fault.\This is all my fault.\My father has never begged anyone.\Not once.\I shouldn't behave like this... response:	I shouldn't embarrass Qing Qiu.
context: You still wouldn't marry me even after my father begged you?\Indeed.\This is my fault.\This is all my fault.\My father has never begged anyone.\Not once.\I shouldn't behave like this...\I shouldn't embarrass Qing Qiu. response:	I've shamed Qing Qiu.
context: Indeed.\This is my fault.\This is all my fault.\My father has never begged anyone.\Not once.\I shouldn't behave like this...\I shouldn't embarrass Qing Qiu.\I've shamed Qing Qiu. response:	I shouldn't keep pestering Lord Dong Hua!
context: This is my fault.\This is all my fault.\My father has never begged anyone.\Not once.\I shouldn't behave like this...\I shouldn't embarrass Qing Qiu.\I've shamed Qing Qiu.\I shouldn't keep pestering Lord Dong Hua! response:	Father...
context: This is all my fault.\My father has never begged anyone.\Not once.\I shouldn't behave like this...\I shouldn't embarrass Qing Qiu.\I've shamed Qing Qiu.\I shouldn't keep pestering Lord Dong Hua!\Father... response:	You find it shameful now?
context: My father has never begged anyone.\Not once.\I shouldn't behave like this...\I shouldn't embarrass Qing Qiu.\I've shamed Qing Qiu.\I shouldn't keep pestering Lord Dong Hua!\Father...\You find it shameful now? response:	All right now, let's leave.
context: Not once.\I shouldn't behave like this...\I shouldn't embarrass Qing Qiu.\I've shamed Qing Qiu.\I shouldn't keep pestering Lord Dong Hua!\Father...\You find it shameful now?\All right now, let's leave. response:	Why are you looking at me?
context: I shouldn't behave like this...\I shouldn't embarrass Qing Qiu.\I've shamed Qing Qiu.\I shouldn't keep pestering Lord Dong Hua!\Father...\You find it shameful now?\All right now, let's leave.\Why are you looking at me? response:	Little Princess left early this morning.
context: I shouldn't embarrass Qing Qiu.\I've shamed Qing Qiu.\I shouldn't keep pestering Lord Dong Hua!\Father...\You find it shameful now?\All right now, let's leave.\Why are you looking at me?\Little Princess left early this morning. response:	Is there nothing you wish to ask?
context: I've shamed Qing Qiu.\I shouldn't keep pestering Lord Dong Hua!\Father...\You find it shameful now?\All right now, let's leave.\Why are you looking at me?\Little Princess left early this morning.\Is there nothing you wish to ask? response:	Say what you will or just shut up.
context: I shouldn't keep pestering Lord Dong Hua!\Father...\You find it shameful now?\All right now, let's leave.\Why are you looking at me?\Little Princess left early this morning.\Is there nothing you wish to ask?\Say what you will or just shut up. response:	You were once the God of Heaven and Earth.
context: Father...\You find it shameful now?\All right now, let's leave.\Why are you looking at me?\Little Princess left early this morning.\Is there nothing you wish to ask?\Say what you will or just shut up.\You were once the God of Heaven and Earth. response:	When the four seas were at peace
context: You find it shameful now?\All right now, let's leave.\Why are you looking at me?\Little Princess left early this morning.\Is there nothing you wish to ask?\Say what you will or just shut up.\You were once the God of Heaven and Earth.\When the four seas were at peace response:	you passed on the throne to the former Heavenly Lord
context: All right now, let's leave.\Why are you looking at me?\Little Princess left early this morning.\Is there nothing you wish to ask?\Say what you will or just shut up.\You were once the God of Heaven and Earth.\When the four seas were at peace\you passed on the throne to the former Heavenly Lord response:	and then to the current Heavenly Lord...
context: Why are you looking at me?\Little Princess left early this morning.\Is there nothing you wish to ask?\Say what you will or just shut up.\You were once the God of Heaven and Earth.\When the four seas were at peace\you passed on the throne to the former Heavenly Lord\and then to the current Heavenly Lord... response:	Get to the point.
context: Little Princess left early this morning.\Is there nothing you wish to ask?\Say what you will or just shut up.\You were once the God of Heaven and Earth.\When the four seas were at peace\you passed on the throne to the former Heavenly Lord\and then to the current Heavenly Lord...\Get to the point. response:	I think that Little Princess followed you
context: Is there nothing you wish to ask?\Say what you will or just shut up.\You were once the God of Heaven and Earth.\When the four seas were at peace\you passed on the throne to the former Heavenly Lord\and then to the current Heavenly Lord...\Get to the point.\I think that Little Princess followed you response:	to Celestial Palace to repay your kindness
context: Say what you will or just shut up.\You were once the God of Heaven and Earth.\When the four seas were at peace\you passed on the throne to the former Heavenly Lord\and then to the current Heavenly Lord...\Get to the point.\I think that Little Princess followed you\to Celestial Palace to repay your kindness response:	and she willingly descend to the Mortal Realm as a concubine.
context: You were once the God of Heaven and Earth.\When the four seas were at peace\you passed on the throne to the former Heavenly Lord\and then to the current Heavenly Lord...\Get to the point.\I think that Little Princess followed you\to Celestial Palace to repay your kindness\and she willingly descend to the Mortal Realm as a concubine. response:	Yet that isn't enough to win you over.
context: When the four seas were at peace\you passed on the throne to the former Heavenly Lord\and then to the current Heavenly Lord...\Get to the point.\I think that Little Princess followed you\to Celestial Palace to repay your kindness\and she willingly descend to the Mortal Realm as a concubine.\Yet that isn't enough to win you over. response:	As an onlooker I felt bad for Her Highness.
context: you passed on the throne to the former Heavenly Lord\and then to the current Heavenly Lord...\Get to the point.\I think that Little Princess followed you\to Celestial Palace to repay your kindness\and she willingly descend to the Mortal Realm as a concubine.\Yet that isn't enough to win you over.\As an onlooker I felt bad for Her Highness. response:	Star Lord, have you ever broken up any couples on the Book of Destiny?
context: and then to the current Heavenly Lord...\Get to the point.\I think that Little Princess followed you\to Celestial Palace to repay your kindness\and she willingly descend to the Mortal Realm as a concubine.\Yet that isn't enough to win you over.\As an onlooker I felt bad for Her Highness.\Star Lord, have you ever broken up any couples on the Book of Destiny? response:	Certainly.
context: Get to the point.\I think that Little Princess followed you\to Celestial Palace to repay your kindness\and she willingly descend to the Mortal Realm as a concubine.\Yet that isn't enough to win you over.\As an onlooker I felt bad for Her Highness.\Star Lord, have you ever broken up any couples on the Book of Destiny?\Certainly. response:	If it's clearly written on the book that two people aren't meant to be
context: I think that Little Princess followed you\to Celestial Palace to repay your kindness\and she willingly descend to the Mortal Realm as a concubine.\Yet that isn't enough to win you over.\As an onlooker I felt bad for Her Highness.\Star Lord, have you ever broken up any couples on the Book of Destiny?\Certainly.\If it's clearly written on the book that two people aren't meant to be response:	would they still have a chance?
context: to Celestial Palace to repay your kindness\and she willingly descend to the Mortal Realm as a concubine.\Yet that isn't enough to win you over.\As an onlooker I felt bad for Her Highness.\Star Lord, have you ever broken up any couples on the Book of Destiny?\Certainly.\If it's clearly written on the book that two people aren't meant to be\would they still have a chance? response:	Unless I make a few changes to it, it's impossible.
context: and she willingly descend to the Mortal Realm as a concubine.\Yet that isn't enough to win you over.\As an onlooker I felt bad for Her Highness.\Star Lord, have you ever broken up any couples on the Book of Destiny?\Certainly.\If it's clearly written on the book that two people aren't meant to be\would they still have a chance?\Unless I make a few changes to it, it's impossible. response:	If it were stated on the Rock of Three Incarnations
