context: OP response:	The blue moon illuminated
context: and laughed at me from in there, didnt you?\Didnt you, Mononoke?\Nue.\A Mononoke whose form changes depending on where it is seen. Such is the Nue.\No, I should call you Toudaiji now, shouldnt I?\I have determined the Mononokes Form.\The others told me of your Truth and Regret, as well.\You killed those that came in pursuit of the rumored Toudaiji, response:	and had them repeat an endless series of Kumikou, night after night.
context: Didnt you, Mononoke?\Nue.\A Mononoke whose form changes depending on where it is seen. Such is the Nue.\No, I should call you Toudaiji now, shouldnt I?\I have determined the Mononokes Form.\The others told me of your Truth and Regret, as well.\You killed those that came in pursuit of the rumored Toudaiji,\and had them repeat an endless series of Kumikou, night after night. response:	This is your Truth.
context: Nue.\A Mononoke whose form changes depending on where it is seen. Such is the Nue.\No, I should call you Toudaiji now, shouldnt I?\I have determined the Mononokes Form.\The others told me of your Truth and Regret, as well.\You killed those that came in pursuit of the rumored Toudaiji,\and had them repeat an endless series of Kumikou, night after night.\This is your Truth. response:	To the laymans eye, you are naught but rotten old wood.
context: A Mononoke whose form changes depending on where it is seen. Such is the Nue.\No, I should call you Toudaiji now, shouldnt I?\I have determined the Mononokes Form.\The others told me of your Truth and Regret, as well.\You killed those that came in pursuit of the rumored Toudaiji,\and had them repeat an endless series of Kumikou, night after night.\This is your Truth.\To the laymans eye, you are naught but rotten old wood. response:	In order to remain yourself, you needed someone,
context: No, I should call you Toudaiji now, shouldnt I?\I have determined the Mononokes Form.\The others told me of your Truth and Regret, as well.\You killed those that came in pursuit of the rumored Toudaiji,\and had them repeat an endless series of Kumikou, night after night.\This is your Truth.\To the laymans eye, you are naught but rotten old wood.\In order to remain yourself, you needed someone, response:	anyone to say you were more than just another tree.
context: I have determined the Mononokes Form.\The others told me of your Truth and Regret, as well.\You killed those that came in pursuit of the rumored Toudaiji,\and had them repeat an endless series of Kumikou, night after night.\This is your Truth.\To the laymans eye, you are naught but rotten old wood.\In order to remain yourself, you needed someone,\anyone to say you were more than just another tree. response:	That is your Regret.
context: The others told me of your Truth and Regret, as well.\You killed those that came in pursuit of the rumored Toudaiji,\and had them repeat an endless series of Kumikou, night after night.\This is your Truth.\To the laymans eye, you are naught but rotten old wood.\In order to remain yourself, you needed someone,\anyone to say you were more than just another tree.\That is your Regret. response:	Even so, though, this was going a bit far, dont you think?
context: You killed those that came in pursuit of the rumored Toudaiji,\and had them repeat an endless series of Kumikou, night after night.\This is your Truth.\To the laymans eye, you are naught but rotten old wood.\In order to remain yourself, you needed someone,\anyone to say you were more than just another tree.\That is your Regret.\Even so, though, this was going a bit far, dont you think? response:	Then what will you do?
context: and had them repeat an endless series of Kumikou, night after night.\This is your Truth.\To the laymans eye, you are naught but rotten old wood.\In order to remain yourself, you needed someone,\anyone to say you were more than just another tree.\That is your Regret.\Even so, though, this was going a bit far, dont you think?\Then what will you do? response:	You will become yet another among them.
context: This is your Truth.\To the laymans eye, you are naught but rotten old wood.\In order to remain yourself, you needed someone,\anyone to say you were more than just another tree.\That is your Regret.\Even so, though, this was going a bit far, dont you think?\Then what will you do?\You will become yet another among them. response:	Where
context: To the laymans eye, you are naught but rotten old wood.\In order to remain yourself, you needed someone,\anyone to say you were more than just another tree.\That is your Regret.\Even so, though, this was going a bit far, dont you think?\Then what will you do?\You will become yet another among them.\Where response:	Where am I?
context: In order to remain yourself, you needed someone,\anyone to say you were more than just another tree.\That is your Regret.\Even so, though, this was going a bit far, dont you think?\Then what will you do?\You will become yet another among them.\Where\Where am I? response:	So dark! So dark!
context: anyone to say you were more than just another tree.\That is your Regret.\Even so, though, this was going a bit far, dont you think?\Then what will you do?\You will become yet another among them.\Where\Where am I?\So dark! So dark! response:	Come to me! Come to me!
context: That is your Regret.\Even so, though, this was going a bit far, dont you think?\Then what will you do?\You will become yet another among them.\Where\Where am I?\So dark! So dark!\Come to me! Come to me! response:	Form, Truth, Regret, assembled thus,
context: Even so, though, this was going a bit far, dont you think?\Then what will you do?\You will become yet another among them.\Where\Where am I?\So dark! So dark!\Come to me! Come to me!\Form, Truth, Regret, assembled thus, response:	my sword shall be released!
context: Then what will you do?\You will become yet another among them.\Where\Where am I?\So dark! So dark!\Come to me! Come to me!\Form, Truth, Regret, assembled thus,\my sword shall be released! response:	Released!
context: You will become yet another among them.\Where\Where am I?\So dark! So dark!\Come to me! Come to me!\Form, Truth, Regret, assembled thus,\my sword shall be released!\Released! response:	WhWhat are you going to do to me?
context: Where\Where am I?\So dark! So dark!\Come to me! Come to me!\Form, Truth, Regret, assembled thus,\my sword shall be released!\Released!\WhWhat are you going to do to me? response:	Without a flame to burn it, the wood will never release its true scent.
context: Where am I?\So dark! So dark!\Come to me! Come to me!\Form, Truth, Regret, assembled thus,\my sword shall be released!\Released!\WhWhat are you going to do to me?\Without a flame to burn it, the wood will never release its true scent. response:	What a peaceful garden this is.
context: So dark! So dark!\Come to me! Come to me!\Form, Truth, Regret, assembled thus,\my sword shall be released!\Released!\WhWhat are you going to do to me?\Without a flame to burn it, the wood will never release its true scent.\What a peaceful garden this is. response:	And so,
context: Come to me! Come to me!\Form, Truth, Regret, assembled thus,\my sword shall be released!\Released!\WhWhat are you going to do to me?\Without a flame to burn it, the wood will never release its true scent.\What a peaceful garden this is.\And so, response:	the scent expires.
