context: No matter what you say, you are the criminal who hurt my brother! response:	That's why you'll die.
context: one-on-one with the hero killer's Quirk.\He's too strong.\Fighting three-on-one with the guy making mistakes himself, we still barely won.\He was probably flustered and forgot about Midoriya's recovery time.\And he wasn't able to deal with Iida's last Reciproburst or Midoriya's movements.\Now, let's quickly get him to the police-\Wha...? Why are you here?\Gran Torino! response:	Gran Tor
context: He's too strong.\Fighting three-on-one with the guy making mistakes himself, we still barely won.\He was probably flustered and forgot about Midoriya's recovery time.\And he wasn't able to deal with Iida's last Reciproburst or Midoriya's movements.\Now, let's quickly get him to the police-\Wha...? Why are you here?\Gran Torino!\Gran Tor response:	I thought I told you to stay seated on the bullet train!
context: Fighting three-on-one with the guy making mistakes himself, we still barely won.\He was probably flustered and forgot about Midoriya's recovery time.\And he wasn't able to deal with Iida's last Reciproburst or Midoriya's movements.\Now, let's quickly get him to the police-\Wha...? Why are you here?\Gran Torino!\Gran Tor\I thought I told you to stay seated on the bullet train! response:	Who's that?
context: He was probably flustered and forgot about Midoriya's recovery time.\And he wasn't able to deal with Iida's last Reciproburst or Midoriya's movements.\Now, let's quickly get him to the police-\Wha...? Why are you here?\Gran Torino!\Gran Tor\I thought I told you to stay seated on the bullet train!\Who's that? response:	The hero I'm interning with, Gran Torino. But why?
context: And he wasn't able to deal with Iida's last Reciproburst or Midoriya's movements.\Now, let's quickly get him to the police-\Wha...? Why are you here?\Gran Torino!\Gran Tor\I thought I told you to stay seated on the bullet train!\Who's that?\The hero I'm interning with, Gran Torino. But why? response:	I was told to come here all of a sudden.
context: Now, let's quickly get him to the police-\Wha...? Why are you here?\Gran Torino!\Gran Tor\I thought I told you to stay seated on the bullet train!\Who's that?\The hero I'm interning with, Gran Torino. But why?\I was told to come here all of a sudden. response:	Well, I don't really know what's going on, but I'm glad you're okay.
context: Wha...? Why are you here?\Gran Torino!\Gran Tor\I thought I told you to stay seated on the bullet train!\Who's that?\The hero I'm interning with, Gran Torino. But why?\I was told to come here all of a sudden.\Well, I don't really know what's going on, but I'm glad you're okay. response:	Gran Torino, I'm sorry...
context: Gran Torino!\Gran Tor\I thought I told you to stay seated on the bullet train!\Who's that?\The hero I'm interning with, Gran Torino. But why?\I was told to come here all of a sudden.\Well, I don't really know what's going on, but I'm glad you're okay.\Gran Torino, I'm sorry... response:	Jeez, this part of him is also exactly like Toshinori.
context: Gran Tor\I thought I told you to stay seated on the bullet train!\Who's that?\The hero I'm interning with, Gran Torino. But why?\I was told to come here all of a sudden.\Well, I don't really know what's going on, but I'm glad you're okay.\Gran Torino, I'm sorry...\Jeez, this part of him is also exactly like Toshinori. response:	It's around here!
context: I thought I told you to stay seated on the bullet train!\Who's that?\The hero I'm interning with, Gran Torino. But why?\I was told to come here all of a sudden.\Well, I don't really know what's going on, but I'm glad you're okay.\Gran Torino, I'm sorry...\Jeez, this part of him is also exactly like Toshinori.\It's around here! response:	Huh?
context: Who's that?\The hero I'm interning with, Gran Torino. But why?\I was told to come here all of a sudden.\Well, I don't really know what's going on, but I'm glad you're okay.\Gran Torino, I'm sorry...\Jeez, this part of him is also exactly like Toshinori.\It's around here!\Huh? response:	Endeavor told us there was a request for help here, but...
context: The hero I'm interning with, Gran Torino. But why?\I was told to come here all of a sudden.\Well, I don't really know what's going on, but I'm glad you're okay.\Gran Torino, I'm sorry...\Jeez, this part of him is also exactly like Toshinori.\It's around here!\Huh?\Endeavor told us there was a request for help here, but... response:	Children?
context: I was told to come here all of a sudden.\Well, I don't really know what's going on, but I'm glad you're okay.\Gran Torino, I'm sorry...\Jeez, this part of him is also exactly like Toshinori.\It's around here!\Huh?\Endeavor told us there was a request for help here, but...\Children? response:	Those injuries look serious!
context: Well, I don't really know what's going on, but I'm glad you're okay.\Gran Torino, I'm sorry...\Jeez, this part of him is also exactly like Toshinori.\It's around here!\Huh?\Endeavor told us there was a request for help here, but...\Children?\Those injuries look serious! response:	I'll call an ambulance right away!
context: Gran Torino, I'm sorry...\Jeez, this part of him is also exactly like Toshinori.\It's around here!\Huh?\Endeavor told us there was a request for help here, but...\Children?\Those injuries look serious!\I'll call an ambulance right away! response:	H-Hey, this is...
context: Jeez, this part of him is also exactly like Toshinori.\It's around here!\Huh?\Endeavor told us there was a request for help here, but...\Children?\Those injuries look serious!\I'll call an ambulance right away!\H-Hey, this is... response:	Don't tell me... it's the hero killer?
context: It's around here!\Huh?\Endeavor told us there was a request for help here, but...\Children?\Those injuries look serious!\I'll call an ambulance right away!\H-Hey, this is...\Don't tell me... it's the hero killer? response:	-What? -Call the police, too!
context: Huh?\Endeavor told us there was a request for help here, but...\Children?\Those injuries look serious!\I'll call an ambulance right away!\H-Hey, this is...\Don't tell me... it's the hero killer?\-What? -Call the police, too! response:	Can you walk?
context: Endeavor told us there was a request for help here, but...\Children?\Those injuries look serious!\I'll call an ambulance right away!\H-Hey, this is...\Don't tell me... it's the hero killer?\-What? -Call the police, too!\Can you walk? response:	If you prop me up, I can...
context: Children?\Those injuries look serious!\I'll call an ambulance right away!\H-Hey, this is...\Don't tell me... it's the hero killer?\-What? -Call the police, too!\Can you walk?\If you prop me up, I can... response:	And you?
context: Those injuries look serious!\I'll call an ambulance right away!\H-Hey, this is...\Don't tell me... it's the hero killer?\-What? -Call the police, too!\Can you walk?\If you prop me up, I can...\And you? response:	I only received minor injuries.
context: I'll call an ambulance right away!\H-Hey, this is...\Don't tell me... it's the hero killer?\-What? -Call the police, too!\Can you walk?\If you prop me up, I can...\And you?\I only received minor injuries. response:	But Iida is...
context: H-Hey, this is...\Don't tell me... it's the hero killer?\-What? -Call the police, too!\Can you walk?\If you prop me up, I can...\And you?\I only received minor injuries.\But Iida is... response:	He's bleeding badly...
context: Don't tell me... it's the hero killer?\-What? -Call the police, too!\Can you walk?\If you prop me up, I can...\And you?\I only received minor injuries.\But Iida is...\He's bleeding badly... response:	The ambulance will be here soon! Until then...
context: -What? -Call the police, too!\Can you walk?\If you prop me up, I can...\And you?\I only received minor injuries.\But Iida is...\He's bleeding badly...\The ambulance will be here soon! Until then... response:	You two...
context: Can you walk?\If you prop me up, I can...\And you?\I only received minor injuries.\But Iida is...\He's bleeding badly...\The ambulance will be here soon! Until then...\You two... response:	You were injured because of me.
context: If you prop me up, I can...\And you?\I only received minor injuries.\But Iida is...\He's bleeding badly...\The ambulance will be here soon! Until then...\You two...\You were injured because of me. response:	I am truly sorry.
context: And you?\I only received minor injuries.\But Iida is...\He's bleeding badly...\The ambulance will be here soon! Until then...\You two...\You were injured because of me.\I am truly sorry. response:	I couldn't... see anything... through my anger...
context: I only received minor injuries.\But Iida is...\He's bleeding badly...\The ambulance will be here soon! Until then...\You two...\You were injured because of me.\I am truly sorry.\I couldn't... see anything... through my anger... response:	I'm sorry, too.
context: But Iida is...\He's bleeding badly...\The ambulance will be here soon! Until then...\You two...\You were injured because of me.\I am truly sorry.\I couldn't... see anything... through my anger...\I'm sorry, too. response:	Even though you were feeling so cornered, I didn't notice at all.
context: He's bleeding badly...\The ambulance will be here soon! Until then...\You two...\You were injured because of me.\I am truly sorry.\I couldn't... see anything... through my anger...\I'm sorry, too.\Even though you were feeling so cornered, I didn't notice at all. response:	Even though we're friends...
context: The ambulance will be here soon! Until then...\You two...\You were injured because of me.\I am truly sorry.\I couldn't... see anything... through my anger...\I'm sorry, too.\Even though you were feeling so cornered, I didn't notice at all.\Even though we're friends... response:	Pull yourself together. You're the class rep, right?
context: You two...\You were injured because of me.\I am truly sorry.\I couldn't... see anything... through my anger...\I'm sorry, too.\Even though you were feeling so cornered, I didn't notice at all.\Even though we're friends...\Pull yourself together. You're the class rep, right? response:	Yeah.
context: You were injured because of me.\I am truly sorry.\I couldn't... see anything... through my anger...\I'm sorry, too.\Even though you were feeling so cornered, I didn't notice at all.\Even though we're friends...\Pull yourself together. You're the class rep, right?\Yeah. response:	The fight against the hero killer probably only took about ten minutes.
context: I am truly sorry.\I couldn't... see anything... through my anger...\I'm sorry, too.\Even though you were feeling so cornered, I didn't notice at all.\Even though we're friends...\Pull yourself together. You're the class rep, right?\Yeah.\The fight against the hero killer probably only took about ten minutes. response:	But to us, it felt like a very long fight-
context: I couldn't... see anything... through my anger...\I'm sorry, too.\Even though you were feeling so cornered, I didn't notice at all.\Even though we're friends...\Pull yourself together. You're the class rep, right?\Yeah.\The fight against the hero killer probably only took about ten minutes.\But to us, it felt like a very long fight- response:	Get down!
context: I'm sorry, too.\Even though you were feeling so cornered, I didn't notice at all.\Even though we're friends...\Pull yourself together. You're the class rep, right?\Yeah.\The fight against the hero killer probably only took about ten minutes.\But to us, it felt like a very long fight-\Get down! response:	A villain?!
context: Even though you were feeling so cornered, I didn't notice at all.\Even though we're friends...\Pull yourself together. You're the class rep, right?\Yeah.\The fight against the hero killer probably only took about ten minutes.\But to us, it felt like a very long fight-\Get down!\A villain?! response:	-Hey! -Midoriya!
context: Even though we're friends...\Pull yourself together. You're the class rep, right?\Yeah.\The fight against the hero killer probably only took about ten minutes.\But to us, it felt like a very long fight-\Get down!\A villain?!\-Hey! -Midoriya! response:	There's blood! Did he escape here after being beaten?
context: Pull yourself together. You're the class rep, right?\Yeah.\The fight against the hero killer probably only took about ten minutes.\But to us, it felt like a very long fight-\Get down!\A villain?!\-Hey! -Midoriya!\There's blood! Did he escape here after being beaten? response:	Oh no, if he get's too high, then I won't be able to reach him with my Quirk!
context: Yeah.\The fight against the hero killer probably only took about ten minutes.\But to us, it felt like a very long fight-\Get down!\A villain?!\-Hey! -Midoriya!\There's blood! Did he escape here after being beaten?\Oh no, if he get's too high, then I won't be able to reach him with my Quirk! response:	This society overgrown with fake heroes...
context: The fight against the hero killer probably only took about ten minutes.\But to us, it felt like a very long fight-\Get down!\A villain?!\-Hey! -Midoriya!\There's blood! Did he escape here after being beaten?\Oh no, if he get's too high, then I won't be able to reach him with my Quirk!\This society overgrown with fake heroes... response:	So noisy...
context: But to us, it felt like a very long fight-\Get down!\A villain?!\-Hey! -Midoriya!\There's blood! Did he escape here after being beaten?\Oh no, if he get's too high, then I won't be able to reach him with my Quirk!\This society overgrown with fake heroes...\So noisy... response:	The idiots have come out, huh?
context: Get down!\A villain?!\-Hey! -Midoriya!\There's blood! Did he escape here after being beaten?\Oh no, if he get's too high, then I won't be able to reach him with my Quirk!\This society overgrown with fake heroes...\So noisy...\The idiots have come out, huh? response:	I'll dispose of them later.
context: A villain?!\-Hey! -Midoriya!\There's blood! Did he escape here after being beaten?\Oh no, if he get's too high, then I won't be able to reach him with my Quirk!\This society overgrown with fake heroes...\So noisy...\The idiots have come out, huh?\I'll dispose of them later. response:	This is all...
context: -Hey! -Midoriya!\There's blood! Did he escape here after being beaten?\Oh no, if he get's too high, then I won't be able to reach him with my Quirk!\This society overgrown with fake heroes...\So noisy...\The idiots have come out, huh?\I'll dispose of them later.\This is all... response:	Hey, hey, hey, hey.
context: There's blood! Did he escape here after being beaten?\Oh no, if he get's too high, then I won't be able to reach him with my Quirk!\This society overgrown with fake heroes...\So noisy...\The idiots have come out, huh?\I'll dispose of them later.\This is all...\Hey, hey, hey, hey. response:	What the hell?!
context: Oh no, if he get's too high, then I won't be able to reach him with my Quirk!\This society overgrown with fake heroes...\So noisy...\The idiots have come out, huh?\I'll dispose of them later.\This is all...\Hey, hey, hey, hey.\What the hell?! response:	Why'd that Nomu have to go and get killed?
context: This society overgrown with fake heroes...\So noisy...\The idiots have come out, huh?\I'll dispose of them later.\This is all...\Hey, hey, hey, hey.\What the hell?!\Why'd that Nomu have to go and get killed? response:	Why is that kid there?
context: So noisy...\The idiots have come out, huh?\I'll dispose of them later.\This is all...\Hey, hey, hey, hey.\What the hell?!\Why'd that Nomu have to go and get killed?\Why is that kid there? response:	Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate
context: The idiots have come out, huh?\I'll dispose of them later.\This is all...\Hey, hey, hey, hey.\What the hell?!\Why'd that Nomu have to go and get killed?\Why is that kid there?\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate response:	There's so much I want to say that I can't keep up!
context: I'll dispose of them later.\This is all...\Hey, hey, hey, hey.\What the hell?!\Why'd that Nomu have to go and get killed?\Why is that kid there?\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\There's so much I want to say that I can't keep up! response:	This is a mess!
context: This is all...\Hey, hey, hey, hey.\What the hell?!\Why'd that Nomu have to go and get killed?\Why is that kid there?\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\There's so much I want to say that I can't keep up!\This is a mess! response:	Why...
context: Hey, hey, hey, hey.\What the hell?!\Why'd that Nomu have to go and get killed?\Why is that kid there?\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\There's so much I want to say that I can't keep up!\This is a mess!\Why... response:	Why won't things go the way I want?
context: What the hell?!\Why'd that Nomu have to go and get killed?\Why is that kid there?\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\There's so much I want to say that I can't keep up!\This is a mess!\Why...\Why won't things go the way I want? response:	He saved the boy?!
context: Why'd that Nomu have to go and get killed?\Why is that kid there?\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\There's so much I want to say that I can't keep up!\This is a mess!\Why...\Why won't things go the way I want?\He saved the boy?! response:	Idiot, he took a hostage!
context: Why is that kid there?\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\There's so much I want to say that I can't keep up!\This is a mess!\Why...\Why won't things go the way I want?\He saved the boy?!\Idiot, he took a hostage! response:	He killed someone with no hesitation.
context: Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\There's so much I want to say that I can't keep up!\This is a mess!\Why...\Why won't things go the way I want?\He saved the boy?!\Idiot, he took a hostage!\He killed someone with no hesitation. response:	Anyway, get ready to fight for now!
context: There's so much I want to say that I can't keep up!\This is a mess!\Why...\Why won't things go the way I want?\He saved the boy?!\Idiot, he took a hostage!\He killed someone with no hesitation.\Anyway, get ready to fight for now! response:	Why are you all standing around in a group?
context: This is a mess!\Why...\Why won't things go the way I want?\He saved the boy?!\Idiot, he took a hostage!\He killed someone with no hesitation.\Anyway, get ready to fight for now!\Why are you all standing around in a group? response:	The villain should've escaped this way.
context: Why...\Why won't things go the way I want?\He saved the boy?!\Idiot, he took a hostage!\He killed someone with no hesitation.\Anyway, get ready to fight for now!\Why are you all standing around in a group?\The villain should've escaped this way. response:	How are things on your end?
context: Why won't things go the way I want?\He saved the boy?!\Idiot, he took a hostage!\He killed someone with no hesitation.\Anyway, get ready to fight for now!\Why are you all standing around in a group?\The villain should've escaped this way.\How are things on your end? response:	Things got a little rough.
context: He saved the boy?!\Idiot, he took a hostage!\He killed someone with no hesitation.\Anyway, get ready to fight for now!\Why are you all standing around in a group?\The villain should've escaped this way.\How are things on your end?\Things got a little rough. response:	-But don't tell me that man is...? -Let... go...!
context: Idiot, he took a hostage!\He killed someone with no hesitation.\Anyway, get ready to fight for now!\Why are you all standing around in a group?\The villain should've escaped this way.\How are things on your end?\Things got a little rough.\-But don't tell me that man is...? -Let... go...! response:	Endeavor.
context: He killed someone with no hesitation.\Anyway, get ready to fight for now!\Why are you all standing around in a group?\The villain should've escaped this way.\How are things on your end?\Things got a little rough.\-But don't tell me that man is...? -Let... go...!\Endeavor. response:	Hero Killer!
context: Anyway, get ready to fight for now!\Why are you all standing around in a group?\The villain should've escaped this way.\How are things on your end?\Things got a little rough.\-But don't tell me that man is...? -Let... go...!\Endeavor.\Hero Killer! response:	Wait, Todoroki!
context: Why are you all standing around in a group?\The villain should've escaped this way.\How are things on your end?\Things got a little rough.\-But don't tell me that man is...? -Let... go...!\Endeavor.\Hero Killer!\Wait, Todoroki! response:	You fake...
context: The villain should've escaped this way.\How are things on your end?\Things got a little rough.\-But don't tell me that man is...? -Let... go...!\Endeavor.\Hero Killer!\Wait, Todoroki!\You fake... response:	I must make things right...
context: How are things on your end?\Things got a little rough.\-But don't tell me that man is...? -Let... go...!\Endeavor.\Hero Killer!\Wait, Todoroki!\You fake...\I must make things right... response:	Someone must be dyed in blood...
context: Things got a little rough.\-But don't tell me that man is...? -Let... go...!\Endeavor.\Hero Killer!\Wait, Todoroki!\You fake...\I must make things right...\Someone must be dyed in blood... response:	I must take back what it means to be a hero!
context: -But don't tell me that man is...? -Let... go...!\Endeavor.\Hero Killer!\Wait, Todoroki!\You fake...\I must make things right...\Someone must be dyed in blood...\I must take back what it means to be a hero! response:	Come! Try and get me, you fakes!
context: Endeavor.\Hero Killer!\Wait, Todoroki!\You fake...\I must make things right...\Someone must be dyed in blood...\I must take back what it means to be a hero!\Come! Try and get me, you fakes! response:	The only one I'll let kill me is the true hero...
context: Hero Killer!\Wait, Todoroki!\You fake...\I must make things right...\Someone must be dyed in blood...\I must take back what it means to be a hero!\Come! Try and get me, you fakes!\The only one I'll let kill me is the true hero... response:	He's...
context: Wait, Todoroki!\You fake...\I must make things right...\Someone must be dyed in blood...\I must take back what it means to be a hero!\Come! Try and get me, you fakes!\The only one I'll let kill me is the true hero...\He's... response:	He's unconscious...
context: You fake...\I must make things right...\Someone must be dyed in blood...\I must take back what it means to be a hero!\Come! Try and get me, you fakes!\The only one I'll let kill me is the true hero...\He's...\He's unconscious... response:	I heard later
context: I must make things right...\Someone must be dyed in blood...\I must take back what it means to be a hero!\Come! Try and get me, you fakes!\The only one I'll let kill me is the true hero...\He's...\He's unconscious...\I heard later response:	that a broken rib had pierced the hero killer's lung at that moment.
context: Someone must be dyed in blood...\I must take back what it means to be a hero!\Come! Try and get me, you fakes!\The only one I'll let kill me is the true hero...\He's...\He's unconscious...\I heard later\that a broken rib had pierced the hero killer's lung at that moment. response:	He hadn't licked anyone's blood,
context: I must take back what it means to be a hero!\Come! Try and get me, you fakes!\The only one I'll let kill me is the true hero...\He's...\He's unconscious...\I heard later\that a broken rib had pierced the hero killer's lung at that moment.\He hadn't licked anyone's blood, response:	but at that place, for that one moment,
context: Come! Try and get me, you fakes!\The only one I'll let kill me is the true hero...\He's...\He's unconscious...\I heard later\that a broken rib had pierced the hero killer's lung at that moment.\He hadn't licked anyone's blood,\but at that place, for that one moment, response:	the hero killer was the only one who stood up to fight against his opponent.
context: The only one I'll let kill me is the true hero...\He's...\He's unconscious...\I heard later\that a broken rib had pierced the hero killer's lung at that moment.\He hadn't licked anyone's blood,\but at that place, for that one moment,\the hero killer was the only one who stood up to fight against his opponent. response:	Preview
context: He's...\He's unconscious...\I heard later\that a broken rib had pierced the hero killer's lung at that moment.\He hadn't licked anyone's blood,\but at that place, for that one moment,\the hero killer was the only one who stood up to fight against his opponent.\Preview response:	The preview is here!
context: He's unconscious...\I heard later\that a broken rib had pierced the hero killer's lung at that moment.\He hadn't licked anyone's blood,\but at that place, for that one moment,\the hero killer was the only one who stood up to fight against his opponent.\Preview\The preview is here! response:	And I am here, too.
context: I heard later\that a broken rib had pierced the hero killer's lung at that moment.\He hadn't licked anyone's blood,\but at that place, for that one moment,\the hero killer was the only one who stood up to fight against his opponent.\Preview\The preview is here!\And I am here, too. response:	Why is it you, sir, and not Young Midoriya?
context: that a broken rib had pierced the hero killer's lung at that moment.\He hadn't licked anyone's blood,\but at that place, for that one moment,\the hero killer was the only one who stood up to fight against his opponent.\Preview\The preview is here!\And I am here, too.\Why is it you, sir, and not Young Midoriya? response:	Who are you?
context: He hadn't licked anyone's blood,\but at that place, for that one moment,\the hero killer was the only one who stood up to fight against his opponent.\Preview\The preview is here!\And I am here, too.\Why is it you, sir, and not Young Midoriya?\Who are you? response:	I'm All Might.
context: but at that place, for that one moment,\the hero killer was the only one who stood up to fight against his opponent.\Preview\The preview is here!\And I am here, too.\Why is it you, sir, and not Young Midoriya?\Who are you?\I'm All Might. response:	Who are you?
context: the hero killer was the only one who stood up to fight against his opponent.\Preview\The preview is here!\And I am here, too.\Why is it you, sir, and not Young Midoriya?\Who are you?\I'm All Might.\Who are you? response:	I said, I am All Might...
context: Preview\The preview is here!\And I am here, too.\Why is it you, sir, and not Young Midoriya?\Who are you?\I'm All Might.\Who are you?\I said, I am All Might... response:	Toshinori?
context: The preview is here!\And I am here, too.\Why is it you, sir, and not Young Midoriya?\Who are you?\I'm All Might.\Who are you?\I said, I am All Might...\Toshinori? response:	Th-That's me...
context: And I am here, too.\Why is it you, sir, and not Young Midoriya?\Who are you?\I'm All Might.\Who are you?\I said, I am All Might...\Toshinori?\Th-That's me... response:	Who are you?
context: Why is it you, sir, and not Young Midoriya?\Who are you?\I'm All Might.\Who are you?\I said, I am All Might...\Toshinori?\Th-That's me...\Who are you? response:	This is endless! But let's stop that-
context: Who are you?\I'm All Might.\Who are you?\I said, I am All Might...\Toshinori?\Th-That's me...\Who are you?\This is endless! But let's stop that- response:	Next time, The Aftermath of Hero Killer: Stain.
context: I'm All Might.\Who are you?\I said, I am All Might...\Toshinori?\Th-That's me...\Who are you?\This is endless! But let's stop that-\Next time, The Aftermath of Hero Killer: Stain. response:	That young man called Todoroki will become The Hand Crusher!
context: Who are you?\I said, I am All Might...\Toshinori?\Th-That's me...\Who are you?\This is endless! But let's stop that-\Next time, The Aftermath of Hero Killer: Stain.\That young man called Todoroki will become The Hand Crusher! response:	Go beyond!
context: I said, I am All Might...\Toshinori?\Th-That's me...\Who are you?\This is endless! But let's stop that-\Next time, The Aftermath of Hero Killer: Stain.\That young man called Todoroki will become The Hand Crusher!\Go beyond! response:	Next time: The Aftermath of Hero Killer: Stain
context: Toshinori?\Th-That's me...\Who are you?\This is endless! But let's stop that-\Next time, The Aftermath of Hero Killer: Stain.\That young man called Todoroki will become The Hand Crusher!\Go beyond!\Next time: The Aftermath of Hero Killer: Stain response:	Plus Ultra!
