context: Weather conditions clear. response:	Visibility good.
context: Amazing, Chris.\Let's go eat something good.\Me, you and Hilda.\Chris, you\That's the end of this year's Festa.\Hurry, the Festa's ending.\Emergency launch system standing by.\Understood. response:	Now!
context: Let's go eat something good.\Me, you and Hilda.\Chris, you\That's the end of this year's Festa.\Hurry, the Festa's ending.\Emergency launch system standing by.\Understood.\Now! response:	All right!
context: Me, you and Hilda.\Chris, you\That's the end of this year's Festa.\Hurry, the Festa's ending.\Emergency launch system standing by.\Understood.\Now!\All right! response:	It's an emergency!
context: Chris, you\That's the end of this year's Festa.\Hurry, the Festa's ending.\Emergency launch system standing by.\Understood.\Now!\All right!\It's an emergency! response:	Momoka, lift off.
context: That's the end of this year's Festa.\Hurry, the Festa's ending.\Emergency launch system standing by.\Understood.\Now!\All right!\It's an emergency!\Momoka, lift off. response:	What? But she's still
context: Hurry, the Festa's ending.\Emergency launch system standing by.\Understood.\Now!\All right!\It's an emergency!\Momoka, lift off.\What? But she's still response:	Just do it.
context: Emergency launch system standing by.\Understood.\Now!\All right!\It's an emergency!\Momoka, lift off.\What? But she's still\Just do it. response:	What are you doing? Wait up.
context: Understood.\Now!\All right!\It's an emergency!\Momoka, lift off.\What? But she's still\Just do it.\What are you doing? Wait up. response:	I haven't forgotten about the bra.
context: Now!\All right!\It's an emergency!\Momoka, lift off.\What? But she's still\Just do it.\What are you doing? Wait up.\I haven't forgotten about the bra. response:	I went through hell because of it.
context: All right!\It's an emergency!\Momoka, lift off.\What? But she's still\Just do it.\What are you doing? Wait up.\I haven't forgotten about the bra.\I went through hell because of it. response:	That was a long time ago.
context: It's an emergency!\Momoka, lift off.\What? But she's still\Just do it.\What are you doing? Wait up.\I haven't forgotten about the bra.\I went through hell because of it.\That was a long time ago. response:	That's not all.
context: Momoka, lift off.\What? But she's still\Just do it.\What are you doing? Wait up.\I haven't forgotten about the bra.\I went through hell because of it.\That was a long time ago.\That's not all. response:	You shoot me from behind.
context: What? But she's still\Just do it.\What are you doing? Wait up.\I haven't forgotten about the bra.\I went through hell because of it.\That was a long time ago.\That's not all.\You shoot me from behind. response:	You use your minions to harass me.
context: Just do it.\What are you doing? Wait up.\I haven't forgotten about the bra.\I went through hell because of it.\That was a long time ago.\That's not all.\You shoot me from behind.\You use your minions to harass me. response:	The Perolina costume smells.
context: What are you doing? Wait up.\I haven't forgotten about the bra.\I went through hell because of it.\That was a long time ago.\That's not all.\You shoot me from behind.\You use your minions to harass me.\The Perolina costume smells. response:	What's that last one?
context: I haven't forgotten about the bra.\I went through hell because of it.\That was a long time ago.\That's not all.\You shoot me from behind.\You use your minions to harass me.\The Perolina costume smells.\What's that last one? response:	Anyway, I can't trust you.
context: I went through hell because of it.\That was a long time ago.\That's not all.\You shoot me from behind.\You use your minions to harass me.\The Perolina costume smells.\What's that last one?\Anyway, I can't trust you. response:	Live well with your friends.
context: That was a long time ago.\That's not all.\You shoot me from behind.\You use your minions to harass me.\The Perolina costume smells.\What's that last one?\Anyway, I can't trust you.\Live well with your friends. response:	Momoka, close the rear hatch.
context: That's not all.\You shoot me from behind.\You use your minions to harass me.\The Perolina costume smells.\What's that last one?\Anyway, I can't trust you.\Live well with your friends.\Momoka, close the rear hatch. response:	Bullshit!
context: You shoot me from behind.\You use your minions to harass me.\The Perolina costume smells.\What's that last one?\Anyway, I can't trust you.\Live well with your friends.\Momoka, close the rear hatch.\Bullshit! response:	Bullshit!
context: You use your minions to harass me.\The Perolina costume smells.\What's that last one?\Anyway, I can't trust you.\Live well with your friends.\Momoka, close the rear hatch.\Bullshit!\Bullshit! response:	I waited years for this.
context: The Perolina costume smells.\What's that last one?\Anyway, I can't trust you.\Live well with your friends.\Momoka, close the rear hatch.\Bullshit!\Bullshit!\I waited years for this. response:	I let myself be Zola's plaything so I could survive.
context: What's that last one?\Anyway, I can't trust you.\Live well with your friends.\Momoka, close the rear hatch.\Bullshit!\Bullshit!\I waited years for this.\I let myself be Zola's plaything so I could survive. response:	I made friends with those pests.
context: Anyway, I can't trust you.\Live well with your friends.\Momoka, close the rear hatch.\Bullshit!\Bullshit!\I waited years for this.\I let myself be Zola's plaything so I could survive.\I made friends with those pests. response:	I did everything.
context: Live well with your friends.\Momoka, close the rear hatch.\Bullshit!\Bullshit!\I waited years for this.\I let myself be Zola's plaything so I could survive.\I made friends with those pests.\I did everything. response:	I've been waiting for this day.
context: Momoka, close the rear hatch.\Bullshit!\Bullshit!\I waited years for this.\I let myself be Zola's plaything so I could survive.\I made friends with those pests.\I did everything.\I've been waiting for this day. response:	I'm going back home to Mom.
context: Bullshit!\Bullshit!\I waited years for this.\I let myself be Zola's plaything so I could survive.\I made friends with those pests.\I did everything.\I've been waiting for this day.\I'm going back home to Mom. response:	Mom?
context: Bullshit!\I waited years for this.\I let myself be Zola's plaything so I could survive.\I made friends with those pests.\I did everything.\I've been waiting for this day.\I'm going back home to Mom.\Mom? response:	Momoka, we're taking one.
context: I waited years for this.\I let myself be Zola's plaything so I could survive.\I made friends with those pests.\I did everything.\I've been waiting for this day.\I'm going back home to Mom.\Mom?\Momoka, we're taking one. response:	R-Right!
context: I let myself be Zola's plaything so I could survive.\I made friends with those pests.\I did everything.\I've been waiting for this day.\I'm going back home to Mom.\Mom?\Momoka, we're taking one.\R-Right! response:	Oh, no! Misty-sama's been abducted by Norma...
context: I made friends with those pests.\I did everything.\I've been waiting for this day.\I'm going back home to Mom.\Mom?\Momoka, we're taking one.\R-Right!\Oh, no! Misty-sama's been abducted by Norma... response:	You let yourself be bought out cheap.
context: I did everything.\I've been waiting for this day.\I'm going back home to Mom.\Mom?\Momoka, we're taking one.\R-Right!\Oh, no! Misty-sama's been abducted by Norma...\You let yourself be bought out cheap. response:	Some guard dog you are.
context: I've been waiting for this day.\I'm going back home to Mom.\Mom?\Momoka, we're taking one.\R-Right!\Oh, no! Misty-sama's been abducted by Norma...\You let yourself be bought out cheap.\Some guard dog you are. response:	Jasmine.
context: I'm going back home to Mom.\Mom?\Momoka, we're taking one.\R-Right!\Oh, no! Misty-sama's been abducted by Norma...\You let yourself be bought out cheap.\Some guard dog you are.\Jasmine. response:	Call the boy.
context: Mom?\Momoka, we're taking one.\R-Right!\Oh, no! Misty-sama's been abducted by Norma...\You let yourself be bought out cheap.\Some guard dog you are.\Jasmine.\Call the boy. response:	Got it.
context: Momoka, we're taking one.\R-Right!\Oh, no! Misty-sama's been abducted by Norma...\You let yourself be bought out cheap.\Some guard dog you are.\Jasmine.\Call the boy.\Got it. response:	Shit, they got away.
context: R-Right!\Oh, no! Misty-sama's been abducted by Norma...\You let yourself be bought out cheap.\Some guard dog you are.\Jasmine.\Call the boy.\Got it.\Shit, they got away. response:	Where's Misty-sama?
context: Oh, no! Misty-sama's been abducted by Norma...\You let yourself be bought out cheap.\Some guard dog you are.\Jasmine.\Call the boy.\Got it.\Shit, they got away.\Where's Misty-sama? response:	This is where we part ways.
context: You let yourself be bought out cheap.\Some guard dog you are.\Jasmine.\Call the boy.\Got it.\Shit, they got away.\Where's Misty-sama?\This is where we part ways. response:	Ange.
context: Some guard dog you are.\Jasmine.\Call the boy.\Got it.\Shit, they got away.\Where's Misty-sama?\This is where we part ways.\Ange. response:	You better not die.
context: Jasmine.\Call the boy.\Got it.\Shit, they got away.\Where's Misty-sama?\This is where we part ways.\Ange.\You better not die. response:	You, too, Hilda.
context: Call the boy.\Got it.\Shit, they got away.\Where's Misty-sama?\This is where we part ways.\Ange.\You better not die.\You, too, Hilda. response:	Preview
context: Got it.\Shit, they got away.\Where's Misty-sama?\This is where we part ways.\Ange.\You better not die.\You, too, Hilda.\Preview response:	It's the long-awaited swimsuit episode, pero.
context: Shit, they got away.\Where's Misty-sama?\This is where we part ways.\Ange.\You better not die.\You, too, Hilda.\Preview\It's the long-awaited swimsuit episode, pero. response:	But there were only a few slurpy scenes, pero.
context: Where's Misty-sama?\This is where we part ways.\Ange.\You better not die.\You, too, Hilda.\Preview\It's the long-awaited swimsuit episode, pero.\But there were only a few slurpy scenes, pero. response:	Running pigs, stinky outfits, and a great escape, pero!
context: This is where we part ways.\Ange.\You better not die.\You, too, Hilda.\Preview\It's the long-awaited swimsuit episode, pero.\But there were only a few slurpy scenes, pero.\Running pigs, stinky outfits, and a great escape, pero! response:	Do they really know what a swimsuit episode is, pero?
context: Ange.\You better not die.\You, too, Hilda.\Preview\It's the long-awaited swimsuit episode, pero.\But there were only a few slurpy scenes, pero.\Running pigs, stinky outfits, and a great escape, pero!\Do they really know what a swimsuit episode is, pero? response:	The Hometown of Betrayal
context: You better not die.\You, too, Hilda.\Preview\It's the long-awaited swimsuit episode, pero.\But there were only a few slurpy scenes, pero.\Running pigs, stinky outfits, and a great escape, pero!\Do they really know what a swimsuit episode is, pero?\The Hometown of Betrayal response:	You're just making me make funny noises, aren't you? Pero!
