context: Why can't you just sleep here? response:	Now
context: Wh-What?\Nothing.\Goal\Then you grab the goal with both hands.\That's about it.\Wow!\He totally brought us here to show off!\Okay, let's all try it together now. response:	Go ahead.
context: Nothing.\Goal\Then you grab the goal with both hands.\That's about it.\Wow!\He totally brought us here to show off!\Okay, let's all try it together now.\Go ahead. response:	Really?
context: Goal\Then you grab the goal with both hands.\That's about it.\Wow!\He totally brought us here to show off!\Okay, let's all try it together now.\Go ahead.\Really? response:	Want to try, Chizuru-san?
context: Then you grab the goal with both hands.\That's about it.\Wow!\He totally brought us here to show off!\Okay, let's all try it together now.\Go ahead.\Really?\Want to try, Chizuru-san? response:	Y-Yeah.
context: That's about it.\Wow!\He totally brought us here to show off!\Okay, let's all try it together now.\Go ahead.\Really?\Want to try, Chizuru-san?\Y-Yeah. response:	Start
context: Wow!\He totally brought us here to show off!\Okay, let's all try it together now.\Go ahead.\Really?\Want to try, Chizuru-san?\Y-Yeah.\Start response:	First, grab the one that says Start with both hands.
context: He totally brought us here to show off!\Okay, let's all try it together now.\Go ahead.\Really?\Want to try, Chizuru-san?\Y-Yeah.\Start\First, grab the one that says Start with both hands. response:	Got it.
context: Okay, let's all try it together now.\Go ahead.\Really?\Want to try, Chizuru-san?\Y-Yeah.\Start\First, grab the one that says Start with both hands.\Got it. response:	Then put a foot over here.
context: Go ahead.\Really?\Want to try, Chizuru-san?\Y-Yeah.\Start\First, grab the one that says Start with both hands.\Got it.\Then put a foot over here. response:	L-Like this?
context: Really?\Want to try, Chizuru-san?\Y-Yeah.\Start\First, grab the one that says Start with both hands.\Got it.\Then put a foot over here.\L-Like this? response:	Yeah! Very nice!
context: Want to try, Chizuru-san?\Y-Yeah.\Start\First, grab the one that says Start with both hands.\Got it.\Then put a foot over here.\L-Like this?\Yeah! Very nice! response:	Next up is...
context: Y-Yeah.\Start\First, grab the one that says Start with both hands.\Got it.\Then put a foot over here.\L-Like this?\Yeah! Very nice!\Next up is... response:	Wh-Whoa there!
context: Start\First, grab the one that says Start with both hands.\Got it.\Then put a foot over here.\L-Like this?\Yeah! Very nice!\Next up is...\Wh-Whoa there! response:	Hang on. Am I really allowed to watch this?
context: First, grab the one that says Start with both hands.\Got it.\Then put a foot over here.\L-Like this?\Yeah! Very nice!\Next up is...\Wh-Whoa there!\Hang on. Am I really allowed to watch this? response:	I can practically see her ass through those shorts!
context: Got it.\Then put a foot over here.\L-Like this?\Yeah! Very nice!\Next up is...\Wh-Whoa there!\Hang on. Am I really allowed to watch this?\I can practically see her ass through those shorts! response:	The most wholesome form of perversion!
context: Then put a foot over here.\L-Like this?\Yeah! Very nice!\Next up is...\Wh-Whoa there!\Hang on. Am I really allowed to watch this?\I can practically see her ass through those shorts!\The most wholesome form of perversion! response:	Snicker
context: L-Like this?\Yeah! Very nice!\Next up is...\Wh-Whoa there!\Hang on. Am I really allowed to watch this?\I can practically see her ass through those shorts!\The most wholesome form of perversion!\Snicker response:	Ah!
context: Yeah! Very nice!\Next up is...\Wh-Whoa there!\Hang on. Am I really allowed to watch this?\I can practically see her ass through those shorts!\The most wholesome form of perversion!\Snicker\Ah! response:	What a thoroughly calculated date plan!
context: Next up is...\Wh-Whoa there!\Hang on. Am I really allowed to watch this?\I can practically see her ass through those shorts!\The most wholesome form of perversion!\Snicker\Ah!\What a thoroughly calculated date plan! response:	This damn schemer!
context: Wh-Whoa there!\Hang on. Am I really allowed to watch this?\I can practically see her ass through those shorts!\The most wholesome form of perversion!\Snicker\Ah!\What a thoroughly calculated date plan!\This damn schemer! response:	Oh, wow!
context: Hang on. Am I really allowed to watch this?\I can practically see her ass through those shorts!\The most wholesome form of perversion!\Snicker\Ah!\What a thoroughly calculated date plan!\This damn schemer!\Oh, wow! response:	Damn, Mizuhara's good!
context: I can practically see her ass through those shorts!\The most wholesome form of perversion!\Snicker\Ah!\What a thoroughly calculated date plan!\This damn schemer!\Oh, wow!\Damn, Mizuhara's good! response:	Th-This is fun!
context: The most wholesome form of perversion!\Snicker\Ah!\What a thoroughly calculated date plan!\This damn schemer!\Oh, wow!\Damn, Mizuhara's good!\Th-This is fun! response:	You've got a real knack for this, Chizuru-san.
context: Snicker\Ah!\What a thoroughly calculated date plan!\This damn schemer!\Oh, wow!\Damn, Mizuhara's good!\Th-This is fun!\You've got a real knack for this, Chizuru-san. response:	That was really fun.
context: Ah!\What a thoroughly calculated date plan!\This damn schemer!\Oh, wow!\Damn, Mizuhara's good!\Th-This is fun!\You've got a real knack for this, Chizuru-san.\That was really fun. response:	You give it a go next, Kazuya.
context: What a thoroughly calculated date plan!\This damn schemer!\Oh, wow!\Damn, Mizuhara's good!\Th-This is fun!\You've got a real knack for this, Chizuru-san.\That was really fun.\You give it a go next, Kazuya. response:	O-Okay.
context: This damn schemer!\Oh, wow!\Damn, Mizuhara's good!\Th-This is fun!\You've got a real knack for this, Chizuru-san.\That was really fun.\You give it a go next, Kazuya.\O-Okay. response:	Yay! Whee!
context: Oh, wow!\Damn, Mizuhara's good!\Th-This is fun!\You've got a real knack for this, Chizuru-san.\That was really fun.\You give it a go next, Kazuya.\O-Okay.\Yay! Whee! response:	One Hour Later
context: Damn, Mizuhara's good!\Th-This is fun!\You've got a real knack for this, Chizuru-san.\That was really fun.\You give it a go next, Kazuya.\O-Okay.\Yay! Whee!\One Hour Later response:	Ow!
context: Th-This is fun!\You've got a real knack for this, Chizuru-san.\That was really fun.\You give it a go next, Kazuya.\O-Okay.\Yay! Whee!\One Hour Later\Ow! response:	Damn it all! Do I have to be lame at everything?!
context: You've got a real knack for this, Chizuru-san.\That was really fun.\You give it a go next, Kazuya.\O-Okay.\Yay! Whee!\One Hour Later\Ow!\Damn it all! Do I have to be lame at everything?! response:	Oh, good. I have a partner-in-lame.
context: That was really fun.\You give it a go next, Kazuya.\O-Okay.\Yay! Whee!\One Hour Later\Ow!\Damn it all! Do I have to be lame at everything?!\Oh, good. I have a partner-in-lame. response:	Shock
context: You give it a go next, Kazuya.\O-Okay.\Yay! Whee!\One Hour Later\Ow!\Damn it all! Do I have to be lame at everything?!\Oh, good. I have a partner-in-lame.\Shock response:	Are you okay, Ruka-chan?
context: O-Okay.\Yay! Whee!\One Hour Later\Ow!\Damn it all! Do I have to be lame at everything?!\Oh, good. I have a partner-in-lame.\Shock\Are you okay, Ruka-chan? response:	Oh, yeah.
context: Yay! Whee!\One Hour Later\Ow!\Damn it all! Do I have to be lame at everything?!\Oh, good. I have a partner-in-lame.\Shock\Are you okay, Ruka-chan?\Oh, yeah. response:	Ruka-chan.
context: One Hour Later\Ow!\Damn it all! Do I have to be lame at everything?!\Oh, good. I have a partner-in-lame.\Shock\Are you okay, Ruka-chan?\Oh, yeah.\Ruka-chan. response:	Want to try it together with me?
context: Ow!\Damn it all! Do I have to be lame at everything?!\Oh, good. I have a partner-in-lame.\Shock\Are you okay, Ruka-chan?\Oh, yeah.\Ruka-chan.\Want to try it together with me? response:	Thanks for offering.
context: Damn it all! Do I have to be lame at everything?!\Oh, good. I have a partner-in-lame.\Shock\Are you okay, Ruka-chan?\Oh, yeah.\Ruka-chan.\Want to try it together with me?\Thanks for offering. response:	Goal
context: Oh, good. I have a partner-in-lame.\Shock\Are you okay, Ruka-chan?\Oh, yeah.\Ruka-chan.\Want to try it together with me?\Thanks for offering.\Goal response:	Ah, this is a sight for sore eyes!
context: Shock\Are you okay, Ruka-chan?\Oh, yeah.\Ruka-chan.\Want to try it together with me?\Thanks for offering.\Goal\Ah, this is a sight for sore eyes! response:	Who'd have thought you and I would ever take two total hotties on a double date?
context: Are you okay, Ruka-chan?\Oh, yeah.\Ruka-chan.\Want to try it together with me?\Thanks for offering.\Goal\Ah, this is a sight for sore eyes!\Who'd have thought you and I would ever take two total hotties on a double date? response:	How'd you get her to say yes?
context: Oh, yeah.\Ruka-chan.\Want to try it together with me?\Thanks for offering.\Goal\Ah, this is a sight for sore eyes!\Who'd have thought you and I would ever take two total hotties on a double date?\How'd you get her to say yes? response:	I mean, you're like me. You're not hot.
context: Ruka-chan.\Want to try it together with me?\Thanks for offering.\Goal\Ah, this is a sight for sore eyes!\Who'd have thought you and I would ever take two total hotties on a double date?\How'd you get her to say yes?\I mean, you're like me. You're not hot. response:	Rude!
context: Want to try it together with me?\Thanks for offering.\Goal\Ah, this is a sight for sore eyes!\Who'd have thought you and I would ever take two total hotties on a double date?\How'd you get her to say yes?\I mean, you're like me. You're not hot.\Rude! response:	And you're broke. Like me.
context: Thanks for offering.\Goal\Ah, this is a sight for sore eyes!\Who'd have thought you and I would ever take two total hotties on a double date?\How'd you get her to say yes?\I mean, you're like me. You're not hot.\Rude!\And you're broke. Like me. response:	I'm just wondering how to make a move on a girl who's out of your league.
context: Goal\Ah, this is a sight for sore eyes!\Who'd have thought you and I would ever take two total hotties on a double date?\How'd you get her to say yes?\I mean, you're like me. You're not hot.\Rude!\And you're broke. Like me.\I'm just wondering how to make a move on a girl who's out of your league. response:	What, you planning to cheat?
context: Ah, this is a sight for sore eyes!\Who'd have thought you and I would ever take two total hotties on a double date?\How'd you get her to say yes?\I mean, you're like me. You're not hot.\Rude!\And you're broke. Like me.\I'm just wondering how to make a move on a girl who's out of your league.\What, you planning to cheat? response:	Nah, no way!
context: Who'd have thought you and I would ever take two total hotties on a double date?\How'd you get her to say yes?\I mean, you're like me. You're not hot.\Rude!\And you're broke. Like me.\I'm just wondering how to make a move on a girl who's out of your league.\What, you planning to cheat?\Nah, no way! response:	You've gotta be a man.
context: How'd you get her to say yes?\I mean, you're like me. You're not hot.\Rude!\And you're broke. Like me.\I'm just wondering how to make a move on a girl who's out of your league.\What, you planning to cheat?\Nah, no way!\You've gotta be a man. response:	It seems Ruka's hot for my manly side, too.
context: I mean, you're like me. You're not hot.\Rude!\And you're broke. Like me.\I'm just wondering how to make a move on a girl who's out of your league.\What, you planning to cheat?\Nah, no way!\You've gotta be a man.\It seems Ruka's hot for my manly side, too. response:	That just tends to be what attracts a girl to a guy.
context: Rude!\And you're broke. Like me.\I'm just wondering how to make a move on a girl who's out of your league.\What, you planning to cheat?\Nah, no way!\You've gotta be a man.\It seems Ruka's hot for my manly side, too.\That just tends to be what attracts a girl to a guy. response:	Wait, aren't you pretty headstrong yourself?
context: And you're broke. Like me.\I'm just wondering how to make a move on a girl who's out of your league.\What, you planning to cheat?\Nah, no way!\You've gotta be a man.\It seems Ruka's hot for my manly side, too.\That just tends to be what attracts a girl to a guy.\Wait, aren't you pretty headstrong yourself? response:	G-Guess so.
context: I'm just wondering how to make a move on a girl who's out of your league.\What, you planning to cheat?\Nah, no way!\You've gotta be a man.\It seems Ruka's hot for my manly side, too.\That just tends to be what attracts a girl to a guy.\Wait, aren't you pretty headstrong yourself?\G-Guess so. response:	Oh, Ruka-chwan!
context: What, you planning to cheat?\Nah, no way!\You've gotta be a man.\It seems Ruka's hot for my manly side, too.\That just tends to be what attracts a girl to a guy.\Wait, aren't you pretty headstrong yourself?\G-Guess so.\Oh, Ruka-chwan! response:	Be a man, huh?
context: Nah, no way!\You've gotta be a man.\It seems Ruka's hot for my manly side, too.\That just tends to be what attracts a girl to a guy.\Wait, aren't you pretty headstrong yourself?\G-Guess so.\Oh, Ruka-chwan!\Be a man, huh? response:	The polar opposite of me.
context: You've gotta be a man.\It seems Ruka's hot for my manly side, too.\That just tends to be what attracts a girl to a guy.\Wait, aren't you pretty headstrong yourself?\G-Guess so.\Oh, Ruka-chwan!\Be a man, huh?\The polar opposite of me. response:	S-Sorry I left you alone.
context: It seems Ruka's hot for my manly side, too.\That just tends to be what attracts a girl to a guy.\Wait, aren't you pretty headstrong yourself?\G-Guess so.\Oh, Ruka-chwan!\Be a man, huh?\The polar opposite of me.\S-Sorry I left you alone. response:	I got really into it.
context: That just tends to be what attracts a girl to a guy.\Wait, aren't you pretty headstrong yourself?\G-Guess so.\Oh, Ruka-chwan!\Be a man, huh?\The polar opposite of me.\S-Sorry I left you alone.\I got really into it. response:	It's fine. I'm not gonna complain after dragging you out here.
context: Wait, aren't you pretty headstrong yourself?\G-Guess so.\Oh, Ruka-chwan!\Be a man, huh?\The polar opposite of me.\S-Sorry I left you alone.\I got really into it.\It's fine. I'm not gonna complain after dragging you out here. response:	If you're having fun, it's all good.
context: G-Guess so.\Oh, Ruka-chwan!\Be a man, huh?\The polar opposite of me.\S-Sorry I left you alone.\I got really into it.\It's fine. I'm not gonna complain after dragging you out here.\If you're having fun, it's all good. response:	What's this? Are you still moping over your failure to get back with your ex?
context: Oh, Ruka-chwan!\Be a man, huh?\The polar opposite of me.\S-Sorry I left you alone.\I got really into it.\It's fine. I'm not gonna complain after dragging you out here.\If you're having fun, it's all good.\What's this? Are you still moping over your failure to get back with your ex? response:	What? N-No...
context: Be a man, huh?\The polar opposite of me.\S-Sorry I left you alone.\I got really into it.\It's fine. I'm not gonna complain after dragging you out here.\If you're having fun, it's all good.\What's this? Are you still moping over your failure to get back with your ex?\What? N-No... response:	Don't let it get to you.
context: The polar opposite of me.\S-Sorry I left you alone.\I got really into it.\It's fine. I'm not gonna complain after dragging you out here.\If you're having fun, it's all good.\What's this? Are you still moping over your failure to get back with your ex?\What? N-No...\Don't let it get to you. response:	Whatever their goal, the sight of someone going all-out is inspiring.
context: S-Sorry I left you alone.\I got really into it.\It's fine. I'm not gonna complain after dragging you out here.\If you're having fun, it's all good.\What's this? Are you still moping over your failure to get back with your ex?\What? N-No...\Don't let it get to you.\Whatever their goal, the sight of someone going all-out is inspiring. response:	If anything, I'm more into you!
context: I got really into it.\It's fine. I'm not gonna complain after dragging you out here.\If you're having fun, it's all good.\What's this? Are you still moping over your failure to get back with your ex?\What? N-No...\Don't let it get to you.\Whatever their goal, the sight of someone going all-out is inspiring.\If anything, I'm more into you! response:	If you don't want it, that's fine.
context: It's fine. I'm not gonna complain after dragging you out here.\If you're having fun, it's all good.\What's this? Are you still moping over your failure to get back with your ex?\What? N-No...\Don't let it get to you.\Whatever their goal, the sight of someone going all-out is inspiring.\If anything, I'm more into you!\If you don't want it, that's fine. response:	I totally do!
context: If you're having fun, it's all good.\What's this? Are you still moping over your failure to get back with your ex?\What? N-No...\Don't let it get to you.\Whatever their goal, the sight of someone going all-out is inspiring.\If anything, I'm more into you!\If you don't want it, that's fine.\I totally do! response:	Thanks.
context: What's this? Are you still moping over your failure to get back with your ex?\What? N-No...\Don't let it get to you.\Whatever their goal, the sight of someone going all-out is inspiring.\If anything, I'm more into you!\If you don't want it, that's fine.\I totally do!\Thanks. response:	Don't get the wrong idea.
context: What? N-No...\Don't let it get to you.\Whatever their goal, the sight of someone going all-out is inspiring.\If anything, I'm more into you!\If you don't want it, that's fine.\I totally do!\Thanks.\Don't get the wrong idea. response:	This is just part of the deal.
context: Don't let it get to you.\Whatever their goal, the sight of someone going all-out is inspiring.\If anything, I'm more into you!\If you don't want it, that's fine.\I totally do!\Thanks.\Don't get the wrong idea.\This is just part of the deal. response:	Mizuhara?
context: Whatever their goal, the sight of someone going all-out is inspiring.\If anything, I'm more into you!\If you don't want it, that's fine.\I totally do!\Thanks.\Don't get the wrong idea.\This is just part of the deal.\Mizuhara? response:	But don't work your brain into a twist over it.
context: If anything, I'm more into you!\If you don't want it, that's fine.\I totally do!\Thanks.\Don't get the wrong idea.\This is just part of the deal.\Mizuhara?\But don't work your brain into a twist over it. response:	I-I know!
context: If you don't want it, that's fine.\I totally do!\Thanks.\Don't get the wrong idea.\This is just part of the deal.\Mizuhara?\But don't work your brain into a twist over it.\I-I know! response:	Chizuru-san, can you come with me?
context: I totally do!\Thanks.\Don't get the wrong idea.\This is just part of the deal.\Mizuhara?\But don't work your brain into a twist over it.\I-I know!\Chizuru-san, can you come with me? response:	Oh, of course.
context: Thanks.\Don't get the wrong idea.\This is just part of the deal.\Mizuhara?\But don't work your brain into a twist over it.\I-I know!\Chizuru-san, can you come with me?\Oh, of course. response:	She's trying to encourage me, huh?
context: Don't get the wrong idea.\This is just part of the deal.\Mizuhara?\But don't work your brain into a twist over it.\I-I know!\Chizuru-san, can you come with me?\Oh, of course.\She's trying to encourage me, huh? response:	If I don't grow from this, I'll be trash for real.
context: This is just part of the deal.\Mizuhara?\But don't work your brain into a twist over it.\I-I know!\Chizuru-san, can you come with me?\Oh, of course.\She's trying to encourage me, huh?\If I don't grow from this, I'll be trash for real. response:	One more round, Kuri!
context: Mizuhara?\But don't work your brain into a twist over it.\I-I know!\Chizuru-san, can you come with me?\Oh, of course.\She's trying to encourage me, huh?\If I don't grow from this, I'll be trash for real.\One more round, Kuri! response:	I love working out.
context: But don't work your brain into a twist over it.\I-I know!\Chizuru-san, can you come with me?\Oh, of course.\She's trying to encourage me, huh?\If I don't grow from this, I'll be trash for real.\One more round, Kuri!\I love working out. response:	How about you? Do you not like it?
context: I-I know!\Chizuru-san, can you come with me?\Oh, of course.\She's trying to encourage me, huh?\If I don't grow from this, I'll be trash for real.\One more round, Kuri!\I love working out.\How about you? Do you not like it? response:	Ruka-chan?
context: Chizuru-san, can you come with me?\Oh, of course.\She's trying to encourage me, huh?\If I don't grow from this, I'll be trash for real.\One more round, Kuri!\I love working out.\How about you? Do you not like it?\Ruka-chan? response:	You're a rental girlfriend, aren't you?
context: Oh, of course.\She's trying to encourage me, huh?\If I don't grow from this, I'll be trash for real.\One more round, Kuri!\I love working out.\How about you? Do you not like it?\Ruka-chan?\You're a rental girlfriend, aren't you? response:	Huh? What are you talking about?
context: She's trying to encourage me, huh?\If I don't grow from this, I'll be trash for real.\One more round, Kuri!\I love working out.\How about you? Do you not like it?\Ruka-chan?\You're a rental girlfriend, aren't you?\Huh? What are you talking about? response:	A girlfriend? Rental?
context: If I don't grow from this, I'll be trash for real.\One more round, Kuri!\I love working out.\How about you? Do you not like it?\Ruka-chan?\You're a rental girlfriend, aren't you?\Huh? What are you talking about?\A girlfriend? Rental? response:	What the heck? That's so weird.
context: One more round, Kuri!\I love working out.\How about you? Do you not like it?\Ruka-chan?\You're a rental girlfriend, aren't you?\Huh? What are you talking about?\A girlfriend? Rental?\What the heck? That's so weird. response:	Okay, one more go...
context: I love working out.\How about you? Do you not like it?\Ruka-chan?\You're a rental girlfriend, aren't you?\Huh? What are you talking about?\A girlfriend? Rental?\What the heck? That's so weird.\Okay, one more go... response:	What's up, Mizuhara?
context: How about you? Do you not like it?\Ruka-chan?\You're a rental girlfriend, aren't you?\Huh? What are you talking about?\A girlfriend? Rental?\What the heck? That's so weird.\Okay, one more go...\What's up, Mizuhara? response:	She knows.
context: Ruka-chan?\You're a rental girlfriend, aren't you?\Huh? What are you talking about?\A girlfriend? Rental?\What the heck? That's so weird.\Okay, one more go...\What's up, Mizuhara?\She knows. response:	She knows that I'm a rental girlfriend.
context: You're a rental girlfriend, aren't you?\Huh? What are you talking about?\A girlfriend? Rental?\What the heck? That's so weird.\Okay, one more go...\What's up, Mizuhara?\She knows.\She knows that I'm a rental girlfriend. response:	What?!
context: Huh? What are you talking about?\A girlfriend? Rental?\What the heck? That's so weird.\Okay, one more go...\What's up, Mizuhara?\She knows.\She knows that I'm a rental girlfriend.\What?! response:	Wh-Wh-What do you mean?!
context: A girlfriend? Rental?\What the heck? That's so weird.\Okay, one more go...\What's up, Mizuhara?\She knows.\She knows that I'm a rental girlfriend.\What?!\Wh-Wh-What do you mean?! response:	I don't know! She brought it up out of nowhere just now!
context: What the heck? That's so weird.\Okay, one more go...\What's up, Mizuhara?\She knows.\She knows that I'm a rental girlfriend.\What?!\Wh-Wh-What do you mean?!\I don't know! She brought it up out of nowhere just now! response:	How'd she find out?
context: Okay, one more go...\What's up, Mizuhara?\She knows.\She knows that I'm a rental girlfriend.\What?!\Wh-Wh-What do you mean?!\I don't know! She brought it up out of nowhere just now!\How'd she find out? response:	No idea. I'm pretty sure I didn't give it away.
context: What's up, Mizuhara?\She knows.\She knows that I'm a rental girlfriend.\What?!\Wh-Wh-What do you mean?!\I don't know! She brought it up out of nowhere just now!\How'd she find out?\No idea. I'm pretty sure I didn't give it away. response:	So, did you say no?
context: She knows.\She knows that I'm a rental girlfriend.\What?!\Wh-Wh-What do you mean?!\I don't know! She brought it up out of nowhere just now!\How'd she find out?\No idea. I'm pretty sure I didn't give it away.\So, did you say no? response:	For what it's worth. I don't know if she believed me, though.
context: She knows that I'm a rental girlfriend.\What?!\Wh-Wh-What do you mean?!\I don't know! She brought it up out of nowhere just now!\How'd she find out?\No idea. I'm pretty sure I didn't give it away.\So, did you say no?\For what it's worth. I don't know if she believed me, though. response:	This is bad news!
context: What?!\Wh-Wh-What do you mean?!\I don't know! She brought it up out of nowhere just now!\How'd she find out?\No idea. I'm pretty sure I didn't give it away.\So, did you say no?\For what it's worth. I don't know if she believed me, though.\This is bad news! response:	If Kuri finds out, the whole college will know!
context: Wh-Wh-What do you mean?!\I don't know! She brought it up out of nowhere just now!\How'd she find out?\No idea. I'm pretty sure I didn't give it away.\So, did you say no?\For what it's worth. I don't know if she believed me, though.\This is bad news!\If Kuri finds out, the whole college will know! response:	I get it! But it was all too sudden!
context: I don't know! She brought it up out of nowhere just now!\How'd she find out?\No idea. I'm pretty sure I didn't give it away.\So, did you say no?\For what it's worth. I don't know if she believed me, though.\This is bad news!\If Kuri finds out, the whole college will know!\I get it! But it was all too sudden! response:	She hasn't told her boyfriend... so maybe she's not sure.
context: How'd she find out?\No idea. I'm pretty sure I didn't give it away.\So, did you say no?\For what it's worth. I don't know if she believed me, though.\This is bad news!\If Kuri finds out, the whole college will know!\I get it! But it was all too sudden!\She hasn't told her boyfriend... so maybe she's not sure. response:	But since she knows about rental girlfriends, we have to play our cards right.
context: No idea. I'm pretty sure I didn't give it away.\So, did you say no?\For what it's worth. I don't know if she believed me, though.\This is bad news!\If Kuri finds out, the whole college will know!\I get it! But it was all too sudden!\She hasn't told her boyfriend... so maybe she's not sure.\But since she knows about rental girlfriends, we have to play our cards right. response:	Sorry that took so long.
context: So, did you say no?\For what it's worth. I don't know if she believed me, though.\This is bad news!\If Kuri finds out, the whole college will know!\I get it! But it was all too sudden!\She hasn't told her boyfriend... so maybe she's not sure.\But since she knows about rental girlfriends, we have to play our cards right.\Sorry that took so long. response:	Don't worry about it. I need to hit the restroom, too.
context: For what it's worth. I don't know if she believed me, though.\This is bad news!\If Kuri finds out, the whole college will know!\I get it! But it was all too sudden!\She hasn't told her boyfriend... so maybe she's not sure.\But since she knows about rental girlfriends, we have to play our cards right.\Sorry that took so long.\Don't worry about it. I need to hit the restroom, too. response:	Sure.
context: This is bad news!\If Kuri finds out, the whole college will know!\I get it! But it was all too sudden!\She hasn't told her boyfriend... so maybe she's not sure.\But since she knows about rental girlfriends, we have to play our cards right.\Sorry that took so long.\Don't worry about it. I need to hit the restroom, too.\Sure. response:	We've got a time bomb on our hands!
context: If Kuri finds out, the whole college will know!\I get it! But it was all too sudden!\She hasn't told her boyfriend... so maybe she's not sure.\But since she knows about rental girlfriends, we have to play our cards right.\Sorry that took so long.\Don't worry about it. I need to hit the restroom, too.\Sure.\We've got a time bomb on our hands! response:	Ruka-chan.
context: I get it! But it was all too sudden!\She hasn't told her boyfriend... so maybe she's not sure.\But since she knows about rental girlfriends, we have to play our cards right.\Sorry that took so long.\Don't worry about it. I need to hit the restroom, too.\Sure.\We've got a time bomb on our hands!\Ruka-chan. response:	About your question earlier...
context: She hasn't told her boyfriend... so maybe she's not sure.\But since she knows about rental girlfriends, we have to play our cards right.\Sorry that took so long.\Don't worry about it. I need to hit the restroom, too.\Sure.\We've got a time bomb on our hands!\Ruka-chan.\About your question earlier... response:	She's going for it!
context: But since she knows about rental girlfriends, we have to play our cards right.\Sorry that took so long.\Don't worry about it. I need to hit the restroom, too.\Sure.\We've got a time bomb on our hands!\Ruka-chan.\About your question earlier...\She's going for it! response:	You seem to be misunderstanding something.
context: Sorry that took so long.\Don't worry about it. I need to hit the restroom, too.\Sure.\We've got a time bomb on our hands!\Ruka-chan.\About your question earlier...\She's going for it!\You seem to be misunderstanding something. response:	Kazuya-san and I are really dating.
context: Don't worry about it. I need to hit the restroom, too.\Sure.\We've got a time bomb on our hands!\Ruka-chan.\About your question earlier...\She's going for it!\You seem to be misunderstanding something.\Kazuya-san and I are really dating. response:	That's my Mizuhara! She's got nerves of steel!
context: Sure.\We've got a time bomb on our hands!\Ruka-chan.\About your question earlier...\She's going for it!\You seem to be misunderstanding something.\Kazuya-san and I are really dating.\That's my Mizuhara! She's got nerves of steel! response:	Then kiss.
context: We've got a time bomb on our hands!\Ruka-chan.\About your question earlier...\She's going for it!\You seem to be misunderstanding something.\Kazuya-san and I are really dating.\That's my Mizuhara! She's got nerves of steel!\Then kiss. response:	If you're dating, surely you can kiss for me.
context: Ruka-chan.\About your question earlier...\She's going for it!\You seem to be misunderstanding something.\Kazuya-san and I are really dating.\That's my Mizuhara! She's got nerves of steel!\Then kiss.\If you're dating, surely you can kiss for me. response:	Uh, Ruka-chan?
context: About your question earlier...\She's going for it!\You seem to be misunderstanding something.\Kazuya-san and I are really dating.\That's my Mizuhara! She's got nerves of steel!\Then kiss.\If you're dating, surely you can kiss for me.\Uh, Ruka-chan? response:	Shun-kun told me that Kazuya-san jumped into the sea to save you.
context: She's going for it!\You seem to be misunderstanding something.\Kazuya-san and I are really dating.\That's my Mizuhara! She's got nerves of steel!\Then kiss.\If you're dating, surely you can kiss for me.\Uh, Ruka-chan?\Shun-kun told me that Kazuya-san jumped into the sea to save you. response:	You two are a dream couple and so in love, right?
context: You seem to be misunderstanding something.\Kazuya-san and I are really dating.\That's my Mizuhara! She's got nerves of steel!\Then kiss.\If you're dating, surely you can kiss for me.\Uh, Ruka-chan?\Shun-kun told me that Kazuya-san jumped into the sea to save you.\You two are a dream couple and so in love, right? response:	You can't tell me you haven't kissed yet.
context: Kazuya-san and I are really dating.\That's my Mizuhara! She's got nerves of steel!\Then kiss.\If you're dating, surely you can kiss for me.\Uh, Ruka-chan?\Shun-kun told me that Kazuya-san jumped into the sea to save you.\You two are a dream couple and so in love, right?\You can't tell me you haven't kissed yet. response:	She knows! She totally knows!
context: That's my Mizuhara! She's got nerves of steel!\Then kiss.\If you're dating, surely you can kiss for me.\Uh, Ruka-chan?\Shun-kun told me that Kazuya-san jumped into the sea to save you.\You two are a dream couple and so in love, right?\You can't tell me you haven't kissed yet.\She knows! She totally knows! response:	Mizuhara...
context: Then kiss.\If you're dating, surely you can kiss for me.\Uh, Ruka-chan?\Shun-kun told me that Kazuya-san jumped into the sea to save you.\You two are a dream couple and so in love, right?\You can't tell me you haven't kissed yet.\She knows! She totally knows!\Mizuhara... response:	Wait, what's that look in your eyes?!
context: If you're dating, surely you can kiss for me.\Uh, Ruka-chan?\Shun-kun told me that Kazuya-san jumped into the sea to save you.\You two are a dream couple and so in love, right?\You can't tell me you haven't kissed yet.\She knows! She totally knows!\Mizuhara...\Wait, what's that look in your eyes?! response:	Mizuhara!
context: Uh, Ruka-chan?\Shun-kun told me that Kazuya-san jumped into the sea to save you.\You two are a dream couple and so in love, right?\You can't tell me you haven't kissed yet.\She knows! She totally knows!\Mizuhara...\Wait, what's that look in your eyes?!\Mizuhara! response:	Palpitating
context: Shun-kun told me that Kazuya-san jumped into the sea to save you.\You two are a dream couple and so in love, right?\You can't tell me you haven't kissed yet.\She knows! She totally knows!\Mizuhara...\Wait, what's that look in your eyes?!\Mizuhara!\Palpitating response:	Okay, done.
context: You two are a dream couple and so in love, right?\You can't tell me you haven't kissed yet.\She knows! She totally knows!\Mizuhara...\Wait, what's that look in your eyes?!\Mizuhara!\Palpitating\Okay, done. response:	That was okay, right? We're in public and all.
context: You can't tell me you haven't kissed yet.\She knows! She totally knows!\Mizuhara...\Wait, what's that look in your eyes?!\Mizuhara!\Palpitating\Okay, done.\That was okay, right? We're in public and all. response:	I didn't get a good look.
