context: Byousoku 5 Centimeters response:	Chapter 1
context: the boundless amount of time which laid unavoidably stretched out in front of us.\But...\the anxieties which I had caught sight of soon melted away.\And after that, only Akari's tender lips remained.\That night,\we stayed at a small barn beside a field.\Sharing an old blanket, we talked long into the night.\And before we knew it, we had fallen asleep. response:	In the morning, I boarded the train which had started running again.
context: But...\the anxieties which I had caught sight of soon melted away.\And after that, only Akari's tender lips remained.\That night,\we stayed at a small barn beside a field.\Sharing an old blanket, we talked long into the night.\And before we knew it, we had fallen asleep.\In the morning, I boarded the train which had started running again. response:	Akari and I parted.
context: the anxieties which I had caught sight of soon melted away.\And after that, only Akari's tender lips remained.\That night,\we stayed at a small barn beside a field.\Sharing an old blanket, we talked long into the night.\And before we knew it, we had fallen asleep.\In the morning, I boarded the train which had started running again.\Akari and I parted. response:	Uhm...
context: And after that, only Akari's tender lips remained.\That night,\we stayed at a small barn beside a field.\Sharing an old blanket, we talked long into the night.\And before we knew it, we had fallen asleep.\In the morning, I boarded the train which had started running again.\Akari and I parted.\Uhm... response:	Takaki-kun...
context: That night,\we stayed at a small barn beside a field.\Sharing an old blanket, we talked long into the night.\And before we knew it, we had fallen asleep.\In the morning, I boarded the train which had started running again.\Akari and I parted.\Uhm...\Takaki-kun... response:	Hmmm?
context: we stayed at a small barn beside a field.\Sharing an old blanket, we talked long into the night.\And before we knew it, we had fallen asleep.\In the morning, I boarded the train which had started running again.\Akari and I parted.\Uhm...\Takaki-kun...\Hmmm? response:	Takaki-kun, you'll...
context: Sharing an old blanket, we talked long into the night.\And before we knew it, we had fallen asleep.\In the morning, I boarded the train which had started running again.\Akari and I parted.\Uhm...\Takaki-kun...\Hmmm?\Takaki-kun, you'll... response:	be alright from now on. I'm sure of it!
context: And before we knew it, we had fallen asleep.\In the morning, I boarded the train which had started running again.\Akari and I parted.\Uhm...\Takaki-kun...\Hmmm?\Takaki-kun, you'll...\be alright from now on. I'm sure of it! response:	Thank you.
context: In the morning, I boarded the train which had started running again.\Akari and I parted.\Uhm...\Takaki-kun...\Hmmm?\Takaki-kun, you'll...\be alright from now on. I'm sure of it!\Thank you. response:	Akari, you too, be well!
context: Akari and I parted.\Uhm...\Takaki-kun...\Hmmm?\Takaki-kun, you'll...\be alright from now on. I'm sure of it!\Thank you.\Akari, you too, be well! response:	We'll write letters... and telephone too!
context: Uhm...\Takaki-kun...\Hmmm?\Takaki-kun, you'll...\be alright from now on. I'm sure of it!\Thank you.\Akari, you too, be well!\We'll write letters... and telephone too! response:	I did not tell Akari
context: Takaki-kun...\Hmmm?\Takaki-kun, you'll...\be alright from now on. I'm sure of it!\Thank you.\Akari, you too, be well!\We'll write letters... and telephone too!\I did not tell Akari response:	that I had lost the letter which I had written to her.
context: Hmmm?\Takaki-kun, you'll...\be alright from now on. I'm sure of it!\Thank you.\Akari, you too, be well!\We'll write letters... and telephone too!\I did not tell Akari\that I had lost the letter which I had written to her. response:	From before to after that kiss...
context: Takaki-kun, you'll...\be alright from now on. I'm sure of it!\Thank you.\Akari, you too, be well!\We'll write letters... and telephone too!\I did not tell Akari\that I had lost the letter which I had written to her.\From before to after that kiss... response:	it seemed as though everything in the world had changed.
context: be alright from now on. I'm sure of it!\Thank you.\Akari, you too, be well!\We'll write letters... and telephone too!\I did not tell Akari\that I had lost the letter which I had written to her.\From before to after that kiss...\it seemed as though everything in the world had changed. response:	I strongly wished for the strength to protect her.
context: Thank you.\Akari, you too, be well!\We'll write letters... and telephone too!\I did not tell Akari\that I had lost the letter which I had written to her.\From before to after that kiss...\it seemed as though everything in the world had changed.\I strongly wished for the strength to protect her. response:	Just thinking that, as always,
context: Akari, you too, be well!\We'll write letters... and telephone too!\I did not tell Akari\that I had lost the letter which I had written to her.\From before to after that kiss...\it seemed as though everything in the world had changed.\I strongly wished for the strength to protect her.\Just thinking that, as always, response:	I continued watching the scenery outside the window.
context: We'll write letters... and telephone too!\I did not tell Akari\that I had lost the letter which I had written to her.\From before to after that kiss...\it seemed as though everything in the world had changed.\I strongly wished for the strength to protect her.\Just thinking that, as always,\I continued watching the scenery outside the window. response:	Chapter 1: Oukashou: End
context: I did not tell Akari\that I had lost the letter which I had written to her.\From before to after that kiss...\it seemed as though everything in the world had changed.\I strongly wished for the strength to protect her.\Just thinking that, as always,\I continued watching the scenery outside the window.\Chapter 1: Oukashou: End response:	Chapter 2
context: that I had lost the letter which I had written to her.\From before to after that kiss...\it seemed as though everything in the world had changed.\I strongly wished for the strength to protect her.\Just thinking that, as always,\I continued watching the scenery outside the window.\Chapter 1: Oukashou: End\Chapter 2 response:	Kanae, are you going after school too?
context: From before to after that kiss...\it seemed as though everything in the world had changed.\I strongly wished for the strength to protect her.\Just thinking that, as always,\I continued watching the scenery outside the window.\Chapter 1: Oukashou: End\Chapter 2\Kanae, are you going after school too? response:	Yeah. Are you alright with that?
context: it seemed as though everything in the world had changed.\I strongly wished for the strength to protect her.\Just thinking that, as always,\I continued watching the scenery outside the window.\Chapter 1: Oukashou: End\Chapter 2\Kanae, are you going after school too?\Yeah. Are you alright with that? response:	Yep, but make sure you study properly too.
context: I strongly wished for the strength to protect her.\Just thinking that, as always,\I continued watching the scenery outside the window.\Chapter 1: Oukashou: End\Chapter 2\Kanae, are you going after school too?\Yeah. Are you alright with that?\Yep, but make sure you study properly too. response:	Yep!
context: Just thinking that, as always,\I continued watching the scenery outside the window.\Chapter 1: Oukashou: End\Chapter 2\Kanae, are you going after school too?\Yeah. Are you alright with that?\Yep, but make sure you study properly too.\Yep! response:	Alright!
context: I continued watching the scenery outside the window.\Chapter 1: Oukashou: End\Chapter 2\Kanae, are you going after school too?\Yeah. Are you alright with that?\Yep, but make sure you study properly too.\Yep!\Alright! response:	Good morning.
context: Chapter 1: Oukashou: End\Chapter 2\Kanae, are you going after school too?\Yeah. Are you alright with that?\Yep, but make sure you study properly too.\Yep!\Alright!\Good morning. response:	Good morning, Tohno-kun. You're early today too.
context: Chapter 2\Kanae, are you going after school too?\Yeah. Are you alright with that?\Yep, but make sure you study properly too.\Yep!\Alright!\Good morning.\Good morning, Tohno-kun. You're early today too. response:	You too, Sumida. You came from the beach didn't you?
context: Kanae, are you going after school too?\Yeah. Are you alright with that?\Yep, but make sure you study properly too.\Yep!\Alright!\Good morning.\Good morning, Tohno-kun. You're early today too.\You too, Sumida. You came from the beach didn't you? response:	Yes.
context: Yeah. Are you alright with that?\Yep, but make sure you study properly too.\Yep!\Alright!\Good morning.\Good morning, Tohno-kun. You're early today too.\You too, Sumida. You came from the beach didn't you?\Yes. response:	You're hardworking.
context: Yep, but make sure you study properly too.\Yep!\Alright!\Good morning.\Good morning, Tohno-kun. You're early today too.\You too, Sumida. You came from the beach didn't you?\Yes.\You're hardworking. response:	Eh...
context: Yep!\Alright!\Good morning.\Good morning, Tohno-kun. You're early today too.\You too, Sumida. You came from the beach didn't you?\Yes.\You're hardworking.\Eh... response:	Not really... heh.
context: Alright!\Good morning.\Good morning, Tohno-kun. You're early today too.\You too, Sumida. You came from the beach didn't you?\Yes.\You're hardworking.\Eh...\Not really... heh. response:	See you, Tohno-kun.
context: Good morning.\Good morning, Tohno-kun. You're early today too.\You too, Sumida. You came from the beach didn't you?\Yes.\You're hardworking.\Eh...\Not really... heh.\See you, Tohno-kun. response:	Yeah.
context: Good morning, Tohno-kun. You're early today too.\You too, Sumida. You came from the beach didn't you?\Yes.\You're hardworking.\Eh...\Not really... heh.\See you, Tohno-kun.\Yeah. response:	Got it? Lt'll soon be time for you to decide.
context: You too, Sumida. You came from the beach didn't you?\Yes.\You're hardworking.\Eh...\Not really... heh.\See you, Tohno-kun.\Yeah.\Got it? Lt'll soon be time for you to decide. response:	You have until Monday to submit.
context: Yes.\You're hardworking.\Eh...\Not really... heh.\See you, Tohno-kun.\Yeah.\Got it? Lt'll soon be time for you to decide.\You have until Monday to submit. response:	Discuss this with your family when you're filling it in.
context: You're hardworking.\Eh...\Not really... heh.\See you, Tohno-kun.\Yeah.\Got it? Lt'll soon be time for you to decide.\You have until Monday to submit.\Discuss this with your family when you're filling it in. response:	It seems like Sasaki-san will be going to a university at Tokyo.
context: Eh...\Not really... heh.\See you, Tohno-kun.\Yeah.\Got it? Lt'll soon be time for you to decide.\You have until Monday to submit.\Discuss this with your family when you're filling it in.\It seems like Sasaki-san will be going to a university at Tokyo. response:	Wow. I might be going to a junior college in Kumamoto...
context: Not really... heh.\See you, Tohno-kun.\Yeah.\Got it? Lt'll soon be time for you to decide.\You have until Monday to submit.\Discuss this with your family when you're filling it in.\It seems like Sasaki-san will be going to a university at Tokyo.\Wow. I might be going to a junior college in Kumamoto... response:	What about you, Kanae?
context: See you, Tohno-kun.\Yeah.\Got it? Lt'll soon be time for you to decide.\You have until Monday to submit.\Discuss this with your family when you're filling it in.\It seems like Sasaki-san will be going to a university at Tokyo.\Wow. I might be going to a junior college in Kumamoto...\What about you, Kanae? response:	Uhm... uh...
context: Yeah.\Got it? Lt'll soon be time for you to decide.\You have until Monday to submit.\Discuss this with your family when you're filling it in.\It seems like Sasaki-san will be going to a university at Tokyo.\Wow. I might be going to a junior college in Kumamoto...\What about you, Kanae?\Uhm... uh... response:	Getting a job?
context: Got it? Lt'll soon be time for you to decide.\You have until Monday to submit.\Discuss this with your family when you're filling it in.\It seems like Sasaki-san will be going to a university at Tokyo.\Wow. I might be going to a junior college in Kumamoto...\What about you, Kanae?\Uhm... uh...\Getting a job? response:	Uh...
context: You have until Monday to submit.\Discuss this with your family when you're filling it in.\It seems like Sasaki-san will be going to a university at Tokyo.\Wow. I might be going to a junior college in Kumamoto...\What about you, Kanae?\Uhm... uh...\Getting a job?\Uh... response:	You really haven't thought about anything, have you...
context: Discuss this with your family when you're filling it in.\It seems like Sasaki-san will be going to a university at Tokyo.\Wow. I might be going to a junior college in Kumamoto...\What about you, Kanae?\Uhm... uh...\Getting a job?\Uh...\You really haven't thought about anything, have you... response:	Only about Tohno-kun eh.
context: It seems like Sasaki-san will be going to a university at Tokyo.\Wow. I might be going to a junior college in Kumamoto...\What about you, Kanae?\Uhm... uh...\Getting a job?\Uh...\You really haven't thought about anything, have you...\Only about Tohno-kun eh. response:	That guy must have a girlfriend in Tokyo.
context: Wow. I might be going to a junior college in Kumamoto...\What about you, Kanae?\Uhm... uh...\Getting a job?\Uh...\You really haven't thought about anything, have you...\Only about Tohno-kun eh.\That guy must have a girlfriend in Tokyo. response:	That can't be!
context: What about you, Kanae?\Uhm... uh...\Getting a job?\Uh...\You really haven't thought about anything, have you...\Only about Tohno-kun eh.\That guy must have a girlfriend in Tokyo.\That can't be! response:	Ah...
context: Uhm... uh...\Getting a job?\Uh...\You really haven't thought about anything, have you...\Only about Tohno-kun eh.\That guy must have a girlfriend in Tokyo.\That can't be!\Ah... response:	You still can't do it properly?
context: Getting a job?\Uh...\You really haven't thought about anything, have you...\Only about Tohno-kun eh.\That guy must have a girlfriend in Tokyo.\That can't be!\Ah...\You still can't do it properly? response:	Mmm... I wonder what's the problem...
context: Uh...\You really haven't thought about anything, have you...\Only about Tohno-kun eh.\That guy must have a girlfriend in Tokyo.\That can't be!\Ah...\You still can't do it properly?\Mmm... I wonder what's the problem... response:	Don't worry about it too much. You can still get on the wave.
context: You really haven't thought about anything, have you...\Only about Tohno-kun eh.\That guy must have a girlfriend in Tokyo.\That can't be!\Ah...\You still can't do it properly?\Mmm... I wonder what's the problem...\Don't worry about it too much. You can still get on the wave. response:	It's all very well for you to be so relaxed.
context: Only about Tohno-kun eh.\That guy must have a girlfriend in Tokyo.\That can't be!\Ah...\You still can't do it properly?\Mmm... I wonder what's the problem...\Don't worry about it too much. You can still get on the wave.\It's all very well for you to be so relaxed. response:	Why are you in such a hurry?
context: That guy must have a girlfriend in Tokyo.\That can't be!\Ah...\You still can't do it properly?\Mmm... I wonder what's the problem...\Don't worry about it too much. You can still get on the wave.\It's all very well for you to be so relaxed.\Why are you in such a hurry? response:	At this rate, I won't be able to say it before graduation...
context: That can't be!\Ah...\You still can't do it properly?\Mmm... I wonder what's the problem...\Don't worry about it too much. You can still get on the wave.\It's all very well for you to be so relaxed.\Why are you in such a hurry?\At this rate, I won't be able to say it before graduation... response:	Thank you, sis.
context: Ah...\You still can't do it properly?\Mmm... I wonder what's the problem...\Don't worry about it too much. You can still get on the wave.\It's all very well for you to be so relaxed.\Why are you in such a hurry?\At this rate, I won't be able to say it before graduation...\Thank you, sis. response:	I can come fetch you back.
context: You still can't do it properly?\Mmm... I wonder what's the problem...\Don't worry about it too much. You can still get on the wave.\It's all very well for you to be so relaxed.\Why are you in such a hurry?\At this rate, I won't be able to say it before graduation...\Thank you, sis.\I can come fetch you back. response:	No, I'll go back to Kabu's.
context: Mmm... I wonder what's the problem...\Don't worry about it too much. You can still get on the wave.\It's all very well for you to be so relaxed.\Why are you in such a hurry?\At this rate, I won't be able to say it before graduation...\Thank you, sis.\I can come fetch you back.\No, I'll go back to Kabu's. response:	Ah. Sumida, are you going home now?
context: Don't worry about it too much. You can still get on the wave.\It's all very well for you to be so relaxed.\Why are you in such a hurry?\At this rate, I won't be able to say it before graduation...\Thank you, sis.\I can come fetch you back.\No, I'll go back to Kabu's.\Ah. Sumida, are you going home now? response:	Yes. You too, Tohno-kun?
context: It's all very well for you to be so relaxed.\Why are you in such a hurry?\At this rate, I won't be able to say it before graduation...\Thank you, sis.\I can come fetch you back.\No, I'll go back to Kabu's.\Ah. Sumida, are you going home now?\Yes. You too, Tohno-kun? response:	Yup.
context: Why are you in such a hurry?\At this rate, I won't be able to say it before graduation...\Thank you, sis.\I can come fetch you back.\No, I'll go back to Kabu's.\Ah. Sumida, are you going home now?\Yes. You too, Tohno-kun?\Yup. response:	Wanna go together?
context: At this rate, I won't be able to say it before graduation...\Thank you, sis.\I can come fetch you back.\No, I'll go back to Kabu's.\Ah. Sumida, are you going home now?\Yes. You too, Tohno-kun?\Yup.\Wanna go together? response:	it'd probably be making a buzzing sound from shaking so quickly with hidden joy.
context: Thank you, sis.\I can come fetch you back.\No, I'll go back to Kabu's.\Ah. Sumida, are you going home now?\Yes. You too, Tohno-kun?\Yup.\Wanna go together?\it'd probably be making a buzzing sound from shaking so quickly with hidden joy. response:	Aahh, I'm so lucky that I'm not a dog, I thought to myself with relief.
context: I can come fetch you back.\No, I'll go back to Kabu's.\Ah. Sumida, are you going home now?\Yes. You too, Tohno-kun?\Yup.\Wanna go together?\it'd probably be making a buzzing sound from shaking so quickly with hidden joy.\Aahh, I'm so lucky that I'm not a dog, I thought to myself with relief. response:	Thinking that, I was amazed at myself for being such an idiot.
context: No, I'll go back to Kabu's.\Ah. Sumida, are you going home now?\Yes. You too, Tohno-kun?\Yup.\Wanna go together?\it'd probably be making a buzzing sound from shaking so quickly with hidden joy.\Aahh, I'm so lucky that I'm not a dog, I thought to myself with relief.\Thinking that, I was amazed at myself for being such an idiot. response:	Even so...
context: Ah. Sumida, are you going home now?\Yes. You too, Tohno-kun?\Yup.\Wanna go together?\it'd probably be making a buzzing sound from shaking so quickly with hidden joy.\Aahh, I'm so lucky that I'm not a dog, I thought to myself with relief.\Thinking that, I was amazed at myself for being such an idiot.\Even so... response:	The road home with Tohno-kun was a happy one.
context: Yes. You too, Tohno-kun?\Yup.\Wanna go together?\it'd probably be making a buzzing sound from shaking so quickly with hidden joy.\Aahh, I'm so lucky that I'm not a dog, I thought to myself with relief.\Thinking that, I was amazed at myself for being such an idiot.\Even so...\The road home with Tohno-kun was a happy one. response:	From the very beginning, Tohno-kun was somehow different from the rest of the boys.
context: Yup.\Wanna go together?\it'd probably be making a buzzing sound from shaking so quickly with hidden joy.\Aahh, I'm so lucky that I'm not a dog, I thought to myself with relief.\Thinking that, I was amazed at myself for being such an idiot.\Even so...\The road home with Tohno-kun was a happy one.\From the very beginning, Tohno-kun was somehow different from the rest of the boys. response:	I'm Tohno Takaki.
context: Wanna go together?\it'd probably be making a buzzing sound from shaking so quickly with hidden joy.\Aahh, I'm so lucky that I'm not a dog, I thought to myself with relief.\Thinking that, I was amazed at myself for being such an idiot.\Even so...\The road home with Tohno-kun was a happy one.\From the very beginning, Tohno-kun was somehow different from the rest of the boys.\I'm Tohno Takaki. response:	I am used to transferring schools because of my parent's work, but I'm not familiar with this island yet.
context: it'd probably be making a buzzing sound from shaking so quickly with hidden joy.\Aahh, I'm so lucky that I'm not a dog, I thought to myself with relief.\Thinking that, I was amazed at myself for being such an idiot.\Even so...\The road home with Tohno-kun was a happy one.\From the very beginning, Tohno-kun was somehow different from the rest of the boys.\I'm Tohno Takaki.\I am used to transferring schools because of my parent's work, but I'm not familiar with this island yet. response:	I look forward to working with you.
context: Aahh, I'm so lucky that I'm not a dog, I thought to myself with relief.\Thinking that, I was amazed at myself for being such an idiot.\Even so...\The road home with Tohno-kun was a happy one.\From the very beginning, Tohno-kun was somehow different from the rest of the boys.\I'm Tohno Takaki.\I am used to transferring schools because of my parent's work, but I'm not familiar with this island yet.\I look forward to working with you. response:	I started liking him from that day in the second year of secondary school, and wanted to go to the same high school as him.
context: Thinking that, I was amazed at myself for being such an idiot.\Even so...\The road home with Tohno-kun was a happy one.\From the very beginning, Tohno-kun was somehow different from the rest of the boys.\I'm Tohno Takaki.\I am used to transferring schools because of my parent's work, but I'm not familiar with this island yet.\I look forward to working with you.\I started liking him from that day in the second year of secondary school, and wanted to go to the same high school as him. response:	After studying really hard, I somehow managed to pass.
context: Even so...\The road home with Tohno-kun was a happy one.\From the very beginning, Tohno-kun was somehow different from the rest of the boys.\I'm Tohno Takaki.\I am used to transferring schools because of my parent's work, but I'm not familiar with this island yet.\I look forward to working with you.\I started liking him from that day in the second year of secondary school, and wanted to go to the same high school as him.\After studying really hard, I somehow managed to pass. response:	Even then, I fell even more in love whenever I saw Tohno-kun's figure.
context: The road home with Tohno-kun was a happy one.\From the very beginning, Tohno-kun was somehow different from the rest of the boys.\I'm Tohno Takaki.\I am used to transferring schools because of my parent's work, but I'm not familiar with this island yet.\I look forward to working with you.\I started liking him from that day in the second year of secondary school, and wanted to go to the same high school as him.\After studying really hard, I somehow managed to pass.\Even then, I fell even more in love whenever I saw Tohno-kun's figure. response:	It was scary, and each day was filled with anguish.
context: From the very beginning, Tohno-kun was somehow different from the rest of the boys.\I'm Tohno Takaki.\I am used to transferring schools because of my parent's work, but I'm not familiar with this island yet.\I look forward to working with you.\I started liking him from that day in the second year of secondary school, and wanted to go to the same high school as him.\After studying really hard, I somehow managed to pass.\Even then, I fell even more in love whenever I saw Tohno-kun's figure.\It was scary, and each day was filled with anguish. response:	But feeling happy everytime I met him,
context: I'm Tohno Takaki.\I am used to transferring schools because of my parent's work, but I'm not familiar with this island yet.\I look forward to working with you.\I started liking him from that day in the second year of secondary school, and wanted to go to the same high school as him.\After studying really hard, I somehow managed to pass.\Even then, I fell even more in love whenever I saw Tohno-kun's figure.\It was scary, and each day was filled with anguish.\But feeling happy everytime I met him, response:	was something about myself that I couldn't do anything about.
context: I am used to transferring schools because of my parent's work, but I'm not familiar with this island yet.\I look forward to working with you.\I started liking him from that day in the second year of secondary school, and wanted to go to the same high school as him.\After studying really hard, I somehow managed to pass.\Even then, I fell even more in love whenever I saw Tohno-kun's figure.\It was scary, and each day was filled with anguish.\But feeling happy everytime I met him,\was something about myself that I couldn't do anything about. response:	Tohno-kun, you're buying the same thing again.
context: I look forward to working with you.\I started liking him from that day in the second year of secondary school, and wanted to go to the same high school as him.\After studying really hard, I somehow managed to pass.\Even then, I fell even more in love whenever I saw Tohno-kun's figure.\It was scary, and each day was filled with anguish.\But feeling happy everytime I met him,\was something about myself that I couldn't do anything about.\Tohno-kun, you're buying the same thing again. response:	This is good.
context: I started liking him from that day in the second year of secondary school, and wanted to go to the same high school as him.\After studying really hard, I somehow managed to pass.\Even then, I fell even more in love whenever I saw Tohno-kun's figure.\It was scary, and each day was filled with anguish.\But feeling happy everytime I met him,\was something about myself that I couldn't do anything about.\Tohno-kun, you're buying the same thing again.\This is good. response:	Sumida, you're somehow always so very earnest.
context: After studying really hard, I somehow managed to pass.\Even then, I fell even more in love whenever I saw Tohno-kun's figure.\It was scary, and each day was filled with anguish.\But feeling happy everytime I met him,\was something about myself that I couldn't do anything about.\Tohno-kun, you're buying the same thing again.\This is good.\Sumida, you're somehow always so very earnest. response:	Yep!
context: Even then, I fell even more in love whenever I saw Tohno-kun's figure.\It was scary, and each day was filled with anguish.\But feeling happy everytime I met him,\was something about myself that I couldn't do anything about.\Tohno-kun, you're buying the same thing again.\This is good.\Sumida, you're somehow always so very earnest.\Yep! response:	I'll go first then.
context: It was scary, and each day was filled with anguish.\But feeling happy everytime I met him,\was something about myself that I couldn't do anything about.\Tohno-kun, you're buying the same thing again.\This is good.\Sumida, you're somehow always so very earnest.\Yep!\I'll go first then. response:	Yeah...
context: But feeling happy everytime I met him,\was something about myself that I couldn't do anything about.\Tohno-kun, you're buying the same thing again.\This is good.\Sumida, you're somehow always so very earnest.\Yep!\I'll go first then.\Yeah... response:	Can I have this please.
context: was something about myself that I couldn't do anything about.\Tohno-kun, you're buying the same thing again.\This is good.\Sumida, you're somehow always so very earnest.\Yep!\I'll go first then.\Yeah...\Can I have this please. response:	That's 90 yen.
context: Tohno-kun, you're buying the same thing again.\This is good.\Sumida, you're somehow always so very earnest.\Yep!\I'll go first then.\Yeah...\Can I have this please.\That's 90 yen. response:	Yep.
context: This is good.\Sumida, you're somehow always so very earnest.\Yep!\I'll go first then.\Yeah...\Can I have this please.\That's 90 yen.\Yep. response:	As always, thank you.
context: Sumida, you're somehow always so very earnest.\Yep!\I'll go first then.\Yeah...\Can I have this please.\That's 90 yen.\Yep.\As always, thank you. response:	Yup, I couldn't decide though...
context: Yep!\I'll go first then.\Yeah...\Can I have this please.\That's 90 yen.\Yep.\As always, thank you.\Yup, I couldn't decide though... response:	Yup, I couldn't decide though... Tohno-kun would sometimes be typing mail to someone.
context: I'll go first then.\Yeah...\Can I have this please.\That's 90 yen.\Yep.\As always, thank you.\Yup, I couldn't decide though...\Yup, I couldn't decide though... Tohno-kun would sometimes be typing mail to someone. response:	Tohno-kun would sometimes be typing mail to someone.
context: Yeah...\Can I have this please.\That's 90 yen.\Yep.\As always, thank you.\Yup, I couldn't decide though...\Yup, I couldn't decide though... Tohno-kun would sometimes be typing mail to someone.\Tohno-kun would sometimes be typing mail to someone. response:	During those times, I'd wish that I was the one receiving the mail he was sending.
context: Can I have this please.\That's 90 yen.\Yep.\As always, thank you.\Yup, I couldn't decide though...\Yup, I couldn't decide though... Tohno-kun would sometimes be typing mail to someone.\Tohno-kun would sometimes be typing mail to someone.\During those times, I'd wish that I was the one receiving the mail he was sending. response:	For some reason, I kept thinking that every time.
context: That's 90 yen.\Yep.\As always, thank you.\Yup, I couldn't decide though...\Yup, I couldn't decide though... Tohno-kun would sometimes be typing mail to someone.\Tohno-kun would sometimes be typing mail to someone.\During those times, I'd wish that I was the one receiving the mail he was sending.\For some reason, I kept thinking that every time. response:	Kabu! I'm back!
context: Yep.\As always, thank you.\Yup, I couldn't decide though...\Yup, I couldn't decide though... Tohno-kun would sometimes be typing mail to someone.\Tohno-kun would sometimes be typing mail to someone.\During those times, I'd wish that I was the one receiving the mail he was sending.\For some reason, I kept thinking that every time.\Kabu! I'm back! response:	Kabu, Kabu, I've come back!
context: As always, thank you.\Yup, I couldn't decide though...\Yup, I couldn't decide though... Tohno-kun would sometimes be typing mail to someone.\Tohno-kun would sometimes be typing mail to someone.\During those times, I'd wish that I was the one receiving the mail he was sending.\For some reason, I kept thinking that every time.\Kabu! I'm back!\Kabu, Kabu, I've come back! response:	This is a notice from the town hall: The next duty stand will be Sakai's Agricultural Cooperative Fuel...
context: Yup, I couldn't decide though...\Yup, I couldn't decide though... Tohno-kun would sometimes be typing mail to someone.\Tohno-kun would sometimes be typing mail to someone.\During those times, I'd wish that I was the one receiving the mail he was sending.\For some reason, I kept thinking that every time.\Kabu! I'm back!\Kabu, Kabu, I've come back!\This is a notice from the town hall: The next duty stand will be Sakai's Agricultural Cooperative Fuel... response:	Sumida Kanae from third year first group,
context: Yup, I couldn't decide though... Tohno-kun would sometimes be typing mail to someone.\Tohno-kun would sometimes be typing mail to someone.\During those times, I'd wish that I was the one receiving the mail he was sending.\For some reason, I kept thinking that every time.\Kabu! I'm back!\Kabu, Kabu, I've come back!\This is a notice from the town hall: The next duty stand will be Sakai's Agricultural Cooperative Fuel...\Sumida Kanae from third year first group, response:	Itou-sensei requests your presence at the student guidance room.
context: Tohno-kun would sometimes be typing mail to someone.\During those times, I'd wish that I was the one receiving the mail he was sending.\For some reason, I kept thinking that every time.\Kabu! I'm back!\Kabu, Kabu, I've come back!\This is a notice from the town hall: The next duty stand will be Sakai's Agricultural Cooperative Fuel...\Sumida Kanae from third year first group,\Itou-sensei requests your presence at the student guidance room. response:	Itou-sensei requests your presence at the student guidance room. Isn't that your girlfriend?
context: During those times, I'd wish that I was the one receiving the mail he was sending.\For some reason, I kept thinking that every time.\Kabu! I'm back!\Kabu, Kabu, I've come back!\This is a notice from the town hall: The next duty stand will be Sakai's Agricultural Cooperative Fuel...\Sumida Kanae from third year first group,\Itou-sensei requests your presence at the student guidance room.\Itou-sensei requests your presence at the student guidance room. Isn't that your girlfriend? response:	Isn't that your girlfriend?
context: For some reason, I kept thinking that every time.\Kabu! I'm back!\Kabu, Kabu, I've come back!\This is a notice from the town hall: The next duty stand will be Sakai's Agricultural Cooperative Fuel...\Sumida Kanae from third year first group,\Itou-sensei requests your presence at the student guidance room.\Itou-sensei requests your presence at the student guidance room. Isn't that your girlfriend?\Isn't that your girlfriend? response:	She isn't my girlfriend.
context: Kabu! I'm back!\Kabu, Kabu, I've come back!\This is a notice from the town hall: The next duty stand will be Sakai's Agricultural Cooperative Fuel...\Sumida Kanae from third year first group,\Itou-sensei requests your presence at the student guidance room.\Itou-sensei requests your presence at the student guidance room. Isn't that your girlfriend?\Isn't that your girlfriend?\She isn't my girlfriend. response:	Sumida, you're the only one in your year who hasn't submitted your form.
context: Kabu, Kabu, I've come back!\This is a notice from the town hall: The next duty stand will be Sakai's Agricultural Cooperative Fuel...\Sumida Kanae from third year first group,\Itou-sensei requests your presence at the student guidance room.\Itou-sensei requests your presence at the student guidance room. Isn't that your girlfriend?\Isn't that your girlfriend?\She isn't my girlfriend.\Sumida, you're the only one in your year who hasn't submitted your form. response:	I'm sorry...
context: This is a notice from the town hall: The next duty stand will be Sakai's Agricultural Cooperative Fuel...\Sumida Kanae from third year first group,\Itou-sensei requests your presence at the student guidance room.\Itou-sensei requests your presence at the student guidance room. Isn't that your girlfriend?\Isn't that your girlfriend?\She isn't my girlfriend.\Sumida, you're the only one in your year who hasn't submitted your form.\I'm sorry... response:	Look, despite what we've been telling you, it's not something you should be too worried about.
context: Sumida Kanae from third year first group,\Itou-sensei requests your presence at the student guidance room.\Itou-sensei requests your presence at the student guidance room. Isn't that your girlfriend?\Isn't that your girlfriend?\She isn't my girlfriend.\Sumida, you're the only one in your year who hasn't submitted your form.\I'm sorry...\Look, despite what we've been telling you, it's not something you should be too worried about. response:	Did you talk to Sumida-sensei about this?
context: Itou-sensei requests your presence at the student guidance room.\Itou-sensei requests your presence at the student guidance room. Isn't that your girlfriend?\Isn't that your girlfriend?\She isn't my girlfriend.\Sumida, you're the only one in your year who hasn't submitted your form.\I'm sorry...\Look, despite what we've been telling you, it's not something you should be too worried about.\Did you talk to Sumida-sensei about this? response:	No...
context: Itou-sensei requests your presence at the student guidance room. Isn't that your girlfriend?\Isn't that your girlfriend?\She isn't my girlfriend.\Sumida, you're the only one in your year who hasn't submitted your form.\I'm sorry...\Look, despite what we've been telling you, it's not something you should be too worried about.\Did you talk to Sumida-sensei about this?\No... response:	If you really cannot decide, how about going to a local junior college?
