context: akirame wa shinai dare ni mo watasenai response:	kono yume dake wa kakegaenai mono
context: kuyashinamida nara gutto korareta ano hi\kuyashinamida nara gutto korareta ano hi\kuyashinamida nara gutto korareta ano hi\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii response:	kodoku no kazu dake purasu ni kaeteku sutoorii
context: kuyashinamida nara gutto korareta ano hi\kuyashinamida nara gutto korareta ano hi\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii response:	kodoku no kazu dake purasu ni kaeteku sutoorii
context: kuyashinamida nara gutto korareta ano hi\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii response:	kodoku no kazu dake purasu ni kaeteku sutoorii
context: kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii response:	norikoetemo sugu arata na genjitsu
context: kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\norikoetemo sugu arata na genjitsu response:	norikoetemo sugu arata na genjitsu
context: kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu response:	norikoetemo sugu arata na genjitsu
context: kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu response:	norikoetemo sugu arata na genjitsu
context: kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu response:	norikoetemo sugu arata na genjitsu
context: kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu response:	norikoetemo sugu arata na genjitsu
context: kodoku no kazu dake purasu ni kaeteku sutoorii\kodoku no kazu dake purasu ni kaeteku sutoorii\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu response:	norikoetemo sugu arata na genjitsu
context: kodoku no kazu dake purasu ni kaeteku sutoorii\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu response:	norikoetemo sugu arata na genjitsu
context: norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu response:	kirihiraiteyuku mirai kono te de
context: norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\kirihiraiteyuku mirai kono te de response:	kirihiraiteyuku mirai kono te de
context: norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de response:	kirihiraiteyuku mirai kono te de
context: norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de response:	kirihiraiteyuku mirai kono te de
context: norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de response:	kirihiraiteyuku mirai kono te de
context: norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de response:	kirihiraiteyuku mirai kono te de
context: norikoetemo sugu arata na genjitsu\norikoetemo sugu arata na genjitsu\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de response:	kirihiraiteyuku mirai kono te de
context: norikoetemo sugu arata na genjitsu\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de response:	kirihiraiteyuku mirai kono te de
context: kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de response:	kokoro no oku mamoritai yume ga aru kara
context: kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kokoro no oku mamoritai yume ga aru kara response:	kokoro no oku mamoritai yume ga aru kara
context: kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara response:	kokoro no oku mamoritai yume ga aru kara
context: kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara response:	kokoro no oku mamoritai yume ga aru kara
context: kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara response:	kokoro no oku mamoritai yume ga aru kara
context: kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara response:	kokoro no oku mamoritai yume ga aru kara
context: kirihiraiteyuku mirai kono te de\kirihiraiteyuku mirai kono te de\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara response:	kokoro no oku mamoritai yume ga aru kara
context: kirihiraiteyuku mirai kono te de\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara response:	kokoro no oku mamoritai yume ga aru kara
context: kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara response:	shinjiteyuke oi kaze ni notte
context: kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\shinjiteyuke oi kaze ni notte response:	shinjiteyuke oi kaze ni notte
context: kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte response:	shinjiteyuke oi kaze ni notte
context: kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte response:	shinjiteyuke oi kaze ni notte
context: kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte response:	shinjiteyuke oi kaze ni notte
context: kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte response:	shinjiteyuke oi kaze ni notte
context: kokoro no oku mamoritai yume ga aru kara\kokoro no oku mamoritai yume ga aru kara\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte response:	shinjiteyuke oi kaze ni notte
context: kokoro no oku mamoritai yume ga aru kara\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte response:	shinjiteyuke oi kaze ni notte
context: shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte response:	mezasu basho wa tada hitotsu kimi to waraitai
context: shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\mezasu basho wa tada hitotsu kimi to waraitai response:	mezasu basho wa tada hitotsu kimi to waraitai
context: shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai response:	mezasu basho wa tada hitotsu kimi to waraitai
context: shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai response:	mezasu basho wa tada hitotsu kimi to waraitai
context: shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai response:	mezasu basho wa tada hitotsu kimi to waraitai
context: shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai response:	mezasu basho wa tada hitotsu kimi to waraitai
context: shinjiteyuke oi kaze ni notte\shinjiteyuke oi kaze ni notte\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai response:	mezasu basho wa tada hitotsu kimi to waraitai
context: shinjiteyuke oi kaze ni notte\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai response:	mezasu basho wa tada hitotsu kimi to waraitai
context: mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai response:	boku ni takushitekureta yume he tsunagaru hikari
context: mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\boku ni takushitekureta yume he tsunagaru hikari response:	boku ni takushitekureta yume he tsunagaru hikari
context: mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari response:	boku ni takushitekureta yume he tsunagaru hikari
context: mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari response:	boku ni takushitekureta yume he tsunagaru hikari
context: mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari response:	boku ni takushitekureta yume he tsunagaru hikari
context: mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari response:	boku ni takushitekureta yume he tsunagaru hikari
context: mezasu basho wa tada hitotsu kimi to waraitai\mezasu basho wa tada hitotsu kimi to waraitai\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari response:	boku ni takushitekureta yume he tsunagaru hikari
context: mezasu basho wa tada hitotsu kimi to waraitai\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari response:	boku ni takushitekureta yume he tsunagaru hikari
context: boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari response:	kimi wo tsureteku kara mada minu ashita he ima
context: boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\kimi wo tsureteku kara mada minu ashita he ima response:	kimi wo tsureteku kara mada minu ashita he ima
context: boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima response:	kimi wo tsureteku kara mada minu ashita he ima
context: boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima response:	kimi wo tsureteku kara mada minu ashita he ima
context: boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima response:	kimi wo tsureteku kara mada minu ashita he ima
context: boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima response:	kimi wo tsureteku kara mada minu ashita he ima
context: boku ni takushitekureta yume he tsunagaru hikari\boku ni takushitekureta yume he tsunagaru hikari\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima response:	kimi wo tsureteku kara mada minu ashita he ima
context: boku ni takushitekureta yume he tsunagaru hikari\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima response:	kimi wo tsureteku kara mada minu ashita he ima
context: kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima response:	Dream of Life
context: kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\Dream of Life response:	Dream of Life
context: kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\Dream of Life\Dream of Life response:	Dream of Life
context: kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\Dream of Life\Dream of Life\Dream of Life response:	Dream of Life
context: kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\Dream of Life\Dream of Life\Dream of Life\Dream of Life response:	Dream of Life
context: kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life response:	Dream of Life
context: kimi wo tsureteku kara mada minu ashita he ima\kimi wo tsureteku kara mada minu ashita he ima\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life response:	Dream of Life
context: kimi wo tsureteku kara mada minu ashita he ima\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life response:	Dream of Life
context: Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life response:	furikaeru to tashika na ashiato ga
context: Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\furikaeru to tashika na ashiato ga response:	furikaeru to tashika na ashiato ga
context: Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga response:	furikaeru to tashika na ashiato ga
context: Dream of Life\Dream of Life\Dream of Life\Dream of Life\Dream of Life\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga response:	furikaeru to tashika na ashiato ga
context: Dream of Life\Dream of Life\Dream of Life\Dream of Life\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga response:	furikaeru to tashika na ashiato ga
context: Dream of Life\Dream of Life\Dream of Life\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga response:	furikaeru to tashika na ashiato ga
context: Dream of Life\Dream of Life\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga response:	furikaeru to tashika na ashiato ga
context: Dream of Life\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga response:	furikaeru to tashika na ashiato ga
context: furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga response:	ikutsumo no nayami yorokobi de dekiteita
context: furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\ikutsumo no nayami yorokobi de dekiteita response:	ikutsumo no nayami yorokobi de dekiteita
context: furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\furikaeru to tashika na ashiato ga\ikutsumo no nayami yorokobi de dekiteita\ikutsumo no nayami yorokobi de dekiteita response:	ikutsumo no nayami yorokobi de dekiteita
