context: Don't let her get that back! response:	What's going on?!
context: I don't get that guy.\Well, there must've been others watching us.\What we are doing is a battle royale staged in this city.\A noticeable rookie is easy prey.\Are you alright, Minato-san?\Forget that... your chest! Your chest!\What on earth are you guys?\We are... response:	Sekireis.
context: Well, there must've been others watching us.\What we are doing is a battle royale staged in this city.\A noticeable rookie is easy prey.\Are you alright, Minato-san?\Forget that... your chest! Your chest!\What on earth are you guys?\We are...\Sekireis. response:	Ha, ha, ha, ha! Big bro, I heard you failed the entrance exam again this year.
context: What we are doing is a battle royale staged in this city.\A noticeable rookie is easy prey.\Are you alright, Minato-san?\Forget that... your chest! Your chest!\What on earth are you guys?\We are...\Sekireis.\Ha, ha, ha, ha! Big bro, I heard you failed the entrance exam again this year. response:	Yukari, your voice is too loud.
context: A noticeable rookie is easy prey.\Are you alright, Minato-san?\Forget that... your chest! Your chest!\What on earth are you guys?\We are...\Sekireis.\Ha, ha, ha, ha! Big bro, I heard you failed the entrance exam again this year.\Yukari, your voice is too loud. response:	Well, I want you to send some of your used clothes.
context: Are you alright, Minato-san?\Forget that... your chest! Your chest!\What on earth are you guys?\We are...\Sekireis.\Ha, ha, ha, ha! Big bro, I heard you failed the entrance exam again this year.\Yukari, your voice is too loud.\Well, I want you to send some of your used clothes. response:	Yuck! What are you going to do with a high school girl's clothes?
context: Forget that... your chest! Your chest!\What on earth are you guys?\We are...\Sekireis.\Ha, ha, ha, ha! Big bro, I heard you failed the entrance exam again this year.\Yukari, your voice is too loud.\Well, I want you to send some of your used clothes.\Yuck! What are you going to do with a high school girl's clothes? response:	Big bro, you're completely tainted by the urban life...
context: What on earth are you guys?\We are...\Sekireis.\Ha, ha, ha, ha! Big bro, I heard you failed the entrance exam again this year.\Yukari, your voice is too loud.\Well, I want you to send some of your used clothes.\Yuck! What are you going to do with a high school girl's clothes?\Big bro, you're completely tainted by the urban life... response:	What are you talking about?! You're wrong...
context: We are...\Sekireis.\Ha, ha, ha, ha! Big bro, I heard you failed the entrance exam again this year.\Yukari, your voice is too loud.\Well, I want you to send some of your used clothes.\Yuck! What are you going to do with a high school girl's clothes?\Big bro, you're completely tainted by the urban life...\What are you talking about?! You're wrong... response:	Oh, whatever! I'll pick some interesting ones.
context: Sekireis.\Ha, ha, ha, ha! Big bro, I heard you failed the entrance exam again this year.\Yukari, your voice is too loud.\Well, I want you to send some of your used clothes.\Yuck! What are you going to do with a high school girl's clothes?\Big bro, you're completely tainted by the urban life...\What are you talking about?! You're wrong...\Oh, whatever! I'll pick some interesting ones. response:	Normal ones are just fine. Normal ones!
context: Ha, ha, ha, ha! Big bro, I heard you failed the entrance exam again this year.\Yukari, your voice is too loud.\Well, I want you to send some of your used clothes.\Yuck! What are you going to do with a high school girl's clothes?\Big bro, you're completely tainted by the urban life...\What are you talking about?! You're wrong...\Oh, whatever! I'll pick some interesting ones.\Normal ones are just fine. Normal ones! response:	I'm counting on you.
context: Yukari, your voice is too loud.\Well, I want you to send some of your used clothes.\Yuck! What are you going to do with a high school girl's clothes?\Big bro, you're completely tainted by the urban life...\What are you talking about?! You're wrong...\Oh, whatever! I'll pick some interesting ones.\Normal ones are just fine. Normal ones!\I'm counting on you. response:	Dinner will be ready soon.
context: Well, I want you to send some of your used clothes.\Yuck! What are you going to do with a high school girl's clothes?\Big bro, you're completely tainted by the urban life...\What are you talking about?! You're wrong...\Oh, whatever! I'll pick some interesting ones.\Normal ones are just fine. Normal ones!\I'm counting on you.\Dinner will be ready soon. response:	This kind of thing is sort of nice...
context: Yuck! What are you going to do with a high school girl's clothes?\Big bro, you're completely tainted by the urban life...\What are you talking about?! You're wrong...\Oh, whatever! I'll pick some interesting ones.\Normal ones are just fine. Normal ones!\I'm counting on you.\Dinner will be ready soon.\This kind of thing is sort of nice... response:	Musubi-chan, then those two...
context: Big bro, you're completely tainted by the urban life...\What are you talking about?! You're wrong...\Oh, whatever! I'll pick some interesting ones.\Normal ones are just fine. Normal ones!\I'm counting on you.\Dinner will be ready soon.\This kind of thing is sort of nice...\Musubi-chan, then those two... response:	What are they?
context: What are you talking about?! You're wrong...\Oh, whatever! I'll pick some interesting ones.\Normal ones are just fine. Normal ones!\I'm counting on you.\Dinner will be ready soon.\This kind of thing is sort of nice...\Musubi-chan, then those two...\What are they? response:	She said they're... Sekirei.
context: Oh, whatever! I'll pick some interesting ones.\Normal ones are just fine. Normal ones!\I'm counting on you.\Dinner will be ready soon.\This kind of thing is sort of nice...\Musubi-chan, then those two...\What are they?\She said they're... Sekirei. response:	I saw it with my own eyes, and yet, it feels unreal.
context: Normal ones are just fine. Normal ones!\I'm counting on you.\Dinner will be ready soon.\This kind of thing is sort of nice...\Musubi-chan, then those two...\What are they?\She said they're... Sekirei.\I saw it with my own eyes, and yet, it feels unreal. response:	Ta-dah!
context: I'm counting on you.\Dinner will be ready soon.\This kind of thing is sort of nice...\Musubi-chan, then those two...\What are they?\She said they're... Sekirei.\I saw it with my own eyes, and yet, it feels unreal.\Ta-dah! response:	Was the TV on?
context: Dinner will be ready soon.\This kind of thing is sort of nice...\Musubi-chan, then those two...\What are they?\She said they're... Sekirei.\I saw it with my own eyes, and yet, it feels unreal.\Ta-dah!\Was the TV on? response:	Wait! Don't turn it off!
context: This kind of thing is sort of nice...\Musubi-chan, then those two...\What are they?\She said they're... Sekirei.\I saw it with my own eyes, and yet, it feels unreal.\Ta-dah!\Was the TV on?\Wait! Don't turn it off! response:	Congratulations! You are chosen as the Sekirei's partner!
context: Musubi-chan, then those two...\What are they?\She said they're... Sekirei.\I saw it with my own eyes, and yet, it feels unreal.\Ta-dah!\Was the TV on?\Wait! Don't turn it off!\Congratulations! You are chosen as the Sekirei's partner! response:	Professor!
context: What are they?\She said they're... Sekirei.\I saw it with my own eyes, and yet, it feels unreal.\Ta-dah!\Was the TV on?\Wait! Don't turn it off!\Congratulations! You are chosen as the Sekirei's partner!\Professor! response:	Is he your acquaintance?
context: She said they're... Sekirei.\I saw it with my own eyes, and yet, it feels unreal.\Ta-dah!\Was the TV on?\Wait! Don't turn it off!\Congratulations! You are chosen as the Sekirei's partner!\Professor!\Is he your acquaintance? response:	Yes! He's my professor and the company president.
context: I saw it with my own eyes, and yet, it feels unreal.\Ta-dah!\Was the TV on?\Wait! Don't turn it off!\Congratulations! You are chosen as the Sekirei's partner!\Professor!\Is he your acquaintance?\Yes! He's my professor and the company president. response:	To think you can't even recognize my face.
context: Ta-dah!\Was the TV on?\Wait! Don't turn it off!\Congratulations! You are chosen as the Sekirei's partner!\Professor!\Is he your acquaintance?\Yes! He's my professor and the company president.\To think you can't even recognize my face. response:	You should at least read newspapers, Minato Sahashi.
context: Was the TV on?\Wait! Don't turn it off!\Congratulations! You are chosen as the Sekirei's partner!\Professor!\Is he your acquaintance?\Yes! He's my professor and the company president.\To think you can't even recognize my face.\You should at least read newspapers, Minato Sahashi. response:	No wonder you failed the entrance exam for the second time.
context: Wait! Don't turn it off!\Congratulations! You are chosen as the Sekirei's partner!\Professor!\Is he your acquaintance?\Yes! He's my professor and the company president.\To think you can't even recognize my face.\You should at least read newspapers, Minato Sahashi.\No wonder you failed the entrance exam for the second time. response:	How could you know?!
context: Congratulations! You are chosen as the Sekirei's partner!\Professor!\Is he your acquaintance?\Yes! He's my professor and the company president.\To think you can't even recognize my face.\You should at least read newspapers, Minato Sahashi.\No wonder you failed the entrance exam for the second time.\How could you know?! response:	There's nothing I don't know.
context: Professor!\Is he your acquaintance?\Yes! He's my professor and the company president.\To think you can't even recognize my face.\You should at least read newspapers, Minato Sahashi.\No wonder you failed the entrance exam for the second time.\How could you know?!\There's nothing I don't know. response:	The Sekirei Plan.
context: Is he your acquaintance?\Yes! He's my professor and the company president.\To think you can't even recognize my face.\You should at least read newspapers, Minato Sahashi.\No wonder you failed the entrance exam for the second time.\How could you know?!\There's nothing I don't know.\The Sekirei Plan. response:	That's the name of the game happening to you right now.
context: Yes! He's my professor and the company president.\To think you can't even recognize my face.\You should at least read newspapers, Minato Sahashi.\No wonder you failed the entrance exam for the second time.\How could you know?!\There's nothing I don't know.\The Sekirei Plan.\That's the name of the game happening to you right now. response:	The Sekirei... Plan?
context: To think you can't even recognize my face.\You should at least read newspapers, Minato Sahashi.\No wonder you failed the entrance exam for the second time.\How could you know?!\There's nothing I don't know.\The Sekirei Plan.\That's the name of the game happening to you right now.\The Sekirei... Plan? response:	Do you understand?
context: You should at least read newspapers, Minato Sahashi.\No wonder you failed the entrance exam for the second time.\How could you know?!\There's nothing I don't know.\The Sekirei Plan.\That's the name of the game happening to you right now.\The Sekirei... Plan?\Do you understand? response:	In short... Musubi-chan is what you call a Sekirei, and they secretly fight each other,
context: No wonder you failed the entrance exam for the second time.\How could you know?!\There's nothing I don't know.\The Sekirei Plan.\That's the name of the game happening to you right now.\The Sekirei... Plan?\Do you understand?\In short... Musubi-chan is what you call a Sekirei, and they secretly fight each other, response:	and I am her partner who is called Ashikabi, right?
context: How could you know?!\There's nothing I don't know.\The Sekirei Plan.\That's the name of the game happening to you right now.\The Sekirei... Plan?\Do you understand?\In short... Musubi-chan is what you call a Sekirei, and they secretly fight each other,\and I am her partner who is called Ashikabi, right? response:	Great! You're a quick learner! Ha, ha, ha...
context: There's nothing I don't know.\The Sekirei Plan.\That's the name of the game happening to you right now.\The Sekirei... Plan?\Do you understand?\In short... Musubi-chan is what you call a Sekirei, and they secretly fight each other,\and I am her partner who is called Ashikabi, right?\Great! You're a quick learner! Ha, ha, ha... response:	But... even if I'm told such things all of the sudden.
context: The Sekirei Plan.\That's the name of the game happening to you right now.\The Sekirei... Plan?\Do you understand?\In short... Musubi-chan is what you call a Sekirei, and they secretly fight each other,\and I am her partner who is called Ashikabi, right?\Great! You're a quick learner! Ha, ha, ha...\But... even if I'm told such things all of the sudden. response:	By the way, this is a highly secret project.
context: That's the name of the game happening to you right now.\The Sekirei... Plan?\Do you understand?\In short... Musubi-chan is what you call a Sekirei, and they secretly fight each other,\and I am her partner who is called Ashikabi, right?\Great! You're a quick learner! Ha, ha, ha...\But... even if I'm told such things all of the sudden.\By the way, this is a highly secret project. response:	Now that you know about it,
context: The Sekirei... Plan?\Do you understand?\In short... Musubi-chan is what you call a Sekirei, and they secretly fight each other,\and I am her partner who is called Ashikabi, right?\Great! You're a quick learner! Ha, ha, ha...\But... even if I'm told such things all of the sudden.\By the way, this is a highly secret project.\Now that you know about it, response:	you are obligated to maintain confidentiality whether you like or not.
context: Do you understand?\In short... Musubi-chan is what you call a Sekirei, and they secretly fight each other,\and I am her partner who is called Ashikabi, right?\Great! You're a quick learner! Ha, ha, ha...\But... even if I'm told such things all of the sudden.\By the way, this is a highly secret project.\Now that you know about it,\you are obligated to maintain confidentiality whether you like or not. response:	Whether I like it or not?!
context: In short... Musubi-chan is what you call a Sekirei, and they secretly fight each other,\and I am her partner who is called Ashikabi, right?\Great! You're a quick learner! Ha, ha, ha...\But... even if I'm told such things all of the sudden.\By the way, this is a highly secret project.\Now that you know about it,\you are obligated to maintain confidentiality whether you like or not.\Whether I like it or not?! response:	If you breach in confidentiality we, MBI,
context: and I am her partner who is called Ashikabi, right?\Great! You're a quick learner! Ha, ha, ha...\But... even if I'm told such things all of the sudden.\By the way, this is a highly secret project.\Now that you know about it,\you are obligated to maintain confidentiality whether you like or not.\Whether I like it or not?!\If you breach in confidentiality we, MBI, response:	will bully you with all our might. So, keep that in your mind.
context: Great! You're a quick learner! Ha, ha, ha...\But... even if I'm told such things all of the sudden.\By the way, this is a highly secret project.\Now that you know about it,\you are obligated to maintain confidentiality whether you like or not.\Whether I like it or not?!\If you breach in confidentiality we, MBI,\will bully you with all our might. So, keep that in your mind. response:	Bully? All your might?
context: But... even if I'm told such things all of the sudden.\By the way, this is a highly secret project.\Now that you know about it,\you are obligated to maintain confidentiality whether you like or not.\Whether I like it or not?!\If you breach in confidentiality we, MBI,\will bully you with all our might. So, keep that in your mind.\Bully? All your might? response:	Now, I'm busy, so I'll excuse myself.
context: By the way, this is a highly secret project.\Now that you know about it,\you are obligated to maintain confidentiality whether you like or not.\Whether I like it or not?!\If you breach in confidentiality we, MBI,\will bully you with all our might. So, keep that in your mind.\Bully? All your might?\Now, I'm busy, so I'll excuse myself. response:	Wait!
context: Now that you know about it,\you are obligated to maintain confidentiality whether you like or not.\Whether I like it or not?!\If you breach in confidentiality we, MBI,\will bully you with all our might. So, keep that in your mind.\Bully? All your might?\Now, I'm busy, so I'll excuse myself.\Wait! response:	What do you mean bully?
context: you are obligated to maintain confidentiality whether you like or not.\Whether I like it or not?!\If you breach in confidentiality we, MBI,\will bully you with all our might. So, keep that in your mind.\Bully? All your might?\Now, I'm busy, so I'll excuse myself.\Wait!\What do you mean bully? response:	Well, take care of yourself, Number 88, Musubi-kun.
context: Whether I like it or not?!\If you breach in confidentiality we, MBI,\will bully you with all our might. So, keep that in your mind.\Bully? All your might?\Now, I'm busy, so I'll excuse myself.\Wait!\What do you mean bully?\Well, take care of yourself, Number 88, Musubi-kun. response:	Yes, Professor!
context: If you breach in confidentiality we, MBI,\will bully you with all our might. So, keep that in your mind.\Bully? All your might?\Now, I'm busy, so I'll excuse myself.\Wait!\What do you mean bully?\Well, take care of yourself, Number 88, Musubi-kun.\Yes, Professor! response:	So what do you mean by bullying?
context: will bully you with all our might. So, keep that in your mind.\Bully? All your might?\Now, I'm busy, so I'll excuse myself.\Wait!\What do you mean bully?\Well, take care of yourself, Number 88, Musubi-kun.\Yes, Professor!\So what do you mean by bullying? response:	Yes, who is it?
context: Bully? All your might?\Now, I'm busy, so I'll excuse myself.\Wait!\What do you mean bully?\Well, take care of yourself, Number 88, Musubi-kun.\Yes, Professor!\So what do you mean by bullying?\Yes, who is it? response:	Huh? M-B-I.
context: Now, I'm busy, so I'll excuse myself.\Wait!\What do you mean bully?\Well, take care of yourself, Number 88, Musubi-kun.\Yes, Professor!\So what do you mean by bullying?\Yes, who is it?\Huh? M-B-I. response:	No! I haven't told anybody! I didn't tell!
context: Wait!\What do you mean bully?\Well, take care of yourself, Number 88, Musubi-kun.\Yes, Professor!\So what do you mean by bullying?\Yes, who is it?\Huh? M-B-I.\No! I haven't told anybody! I didn't tell! response:	More like, you got here too fast!
context: What do you mean bully?\Well, take care of yourself, Number 88, Musubi-kun.\Yes, Professor!\So what do you mean by bullying?\Yes, who is it?\Huh? M-B-I.\No! I haven't told anybody! I didn't tell!\More like, you got here too fast! response:	W-What the heck?
context: Well, take care of yourself, Number 88, Musubi-kun.\Yes, Professor!\So what do you mean by bullying?\Yes, who is it?\Huh? M-B-I.\No! I haven't told anybody! I didn't tell!\More like, you got here too fast!\W-What the heck? response:	Ah, my clothes!
context: Yes, Professor!\So what do you mean by bullying?\Yes, who is it?\Huh? M-B-I.\No! I haven't told anybody! I didn't tell!\More like, you got here too fast!\W-What the heck?\Ah, my clothes! response:	Oh man! I didn't need to ask Yukari.
context: So what do you mean by bullying?\Yes, who is it?\Huh? M-B-I.\No! I haven't told anybody! I didn't tell!\More like, you got here too fast!\W-What the heck?\Ah, my clothes!\Oh man! I didn't need to ask Yukari. response:	Hey! Wait!
context: Yes, who is it?\Huh? M-B-I.\No! I haven't told anybody! I didn't tell!\More like, you got here too fast!\W-What the heck?\Ah, my clothes!\Oh man! I didn't need to ask Yukari.\Hey! Wait! response:	I'll be outside!
context: Huh? M-B-I.\No! I haven't told anybody! I didn't tell!\More like, you got here too fast!\W-What the heck?\Ah, my clothes!\Oh man! I didn't need to ask Yukari.\Hey! Wait!\I'll be outside! response:	Minato-san.
context: No! I haven't told anybody! I didn't tell!\More like, you got here too fast!\W-What the heck?\Ah, my clothes!\Oh man! I didn't need to ask Yukari.\Hey! Wait!\I'll be outside!\Minato-san. response:	I will fight for Minato-san.
context: More like, you got here too fast!\W-What the heck?\Ah, my clothes!\Oh man! I didn't need to ask Yukari.\Hey! Wait!\I'll be outside!\Minato-san.\I will fight for Minato-san. response:	And I will definitely win. So we'll ascend to the higher sky together.
context: W-What the heck?\Ah, my clothes!\Oh man! I didn't need to ask Yukari.\Hey! Wait!\I'll be outside!\Minato-san.\I will fight for Minato-san.\And I will definitely win. So we'll ascend to the higher sky together. response:	Musubi-chan.
context: Ah, my clothes!\Oh man! I didn't need to ask Yukari.\Hey! Wait!\I'll be outside!\Minato-san.\I will fight for Minato-san.\And I will definitely win. So we'll ascend to the higher sky together.\Musubi-chan. response:	Landlord!
context: Oh man! I didn't need to ask Yukari.\Hey! Wait!\I'll be outside!\Minato-san.\I will fight for Minato-san.\And I will definitely win. So we'll ascend to the higher sky together.\Musubi-chan.\Landlord! response:	Here she is.
context: Hey! Wait!\I'll be outside!\Minato-san.\I will fight for Minato-san.\And I will definitely win. So we'll ascend to the higher sky together.\Musubi-chan.\Landlord!\Here she is. response:	Uh, well... this is...
context: I'll be outside!\Minato-san.\I will fight for Minato-san.\And I will definitely win. So we'll ascend to the higher sky together.\Musubi-chan.\Landlord!\Here she is.\Uh, well... this is... response:	Get out!
context: Minato-san.\I will fight for Minato-san.\And I will definitely win. So we'll ascend to the higher sky together.\Musubi-chan.\Landlord!\Here she is.\Uh, well... this is...\Get out! response:	Apartment Info. Room Information
context: I will fight for Minato-san.\And I will definitely win. So we'll ascend to the higher sky together.\Musubi-chan.\Landlord!\Here she is.\Uh, well... this is...\Get out!\Apartment Info. Room Information response:	You are a student who failed the exam, with no guarantor. And what's your budget?
context: And I will definitely win. So we'll ascend to the higher sky together.\Musubi-chan.\Landlord!\Here she is.\Uh, well... this is...\Get out!\Apartment Info. Room Information\You are a student who failed the exam, with no guarantor. And what's your budget? response:	No way.
context: Musubi-chan.\Landlord!\Here she is.\Uh, well... this is...\Get out!\Apartment Info. Room Information\You are a student who failed the exam, with no guarantor. And what's your budget?\No way. response:	That was the fifteenth.
context: Landlord!\Here she is.\Uh, well... this is...\Get out!\Apartment Info. Room Information\You are a student who failed the exam, with no guarantor. And what's your budget?\No way.\That was the fifteenth. response:	Looking for a room is hard.
context: Here she is.\Uh, well... this is...\Get out!\Apartment Info. Room Information\You are a student who failed the exam, with no guarantor. And what's your budget?\No way.\That was the fifteenth.\Looking for a room is hard. response:	Budget is a problem, but more than that, the guarantor is...
context: Uh, well... this is...\Get out!\Apartment Info. Room Information\You are a student who failed the exam, with no guarantor. And what's your budget?\No way.\That was the fifteenth.\Looking for a room is hard.\Budget is a problem, but more than that, the guarantor is... response:	There's no way I can ask my mother.
context: Get out!\Apartment Info. Room Information\You are a student who failed the exam, with no guarantor. And what's your budget?\No way.\That was the fifteenth.\Looking for a room is hard.\Budget is a problem, but more than that, the guarantor is...\There's no way I can ask my mother. response:	Minato-san?
context: Apartment Info. Room Information\You are a student who failed the exam, with no guarantor. And what's your budget?\No way.\That was the fifteenth.\Looking for a room is hard.\Budget is a problem, but more than that, the guarantor is...\There's no way I can ask my mother.\Minato-san? response:	Ah? It's fine. It's fine.
context: You are a student who failed the exam, with no guarantor. And what's your budget?\No way.\That was the fifteenth.\Looking for a room is hard.\Budget is a problem, but more than that, the guarantor is...\There's no way I can ask my mother.\Minato-san?\Ah? It's fine. It's fine. response:	Now, let's go to the next one!
context: No way.\That was the fifteenth.\Looking for a room is hard.\Budget is a problem, but more than that, the guarantor is...\There's no way I can ask my mother.\Minato-san?\Ah? It's fine. It's fine.\Now, let's go to the next one! response:	We tried more than thirty and all turned us down.
context: That was the fifteenth.\Looking for a room is hard.\Budget is a problem, but more than that, the guarantor is...\There's no way I can ask my mother.\Minato-san?\Ah? It's fine. It's fine.\Now, let's go to the next one!\We tried more than thirty and all turned us down. response:	Reality is harsh, huh?
context: Looking for a room is hard.\Budget is a problem, but more than that, the guarantor is...\There's no way I can ask my mother.\Minato-san?\Ah? It's fine. It's fine.\Now, let's go to the next one!\We tried more than thirty and all turned us down.\Reality is harsh, huh? response:	Minato-san?
context: Budget is a problem, but more than that, the guarantor is...\There's no way I can ask my mother.\Minato-san?\Ah? It's fine. It's fine.\Now, let's go to the next one!\We tried more than thirty and all turned us down.\Reality is harsh, huh?\Minato-san? response:	Hey, Musubi-chan.
context: There's no way I can ask my mother.\Minato-san?\Ah? It's fine. It's fine.\Now, let's go to the next one!\We tried more than thirty and all turned us down.\Reality is harsh, huh?\Minato-san?\Hey, Musubi-chan. response:	Yes?
context: Minato-san?\Ah? It's fine. It's fine.\Now, let's go to the next one!\We tried more than thirty and all turned us down.\Reality is harsh, huh?\Minato-san?\Hey, Musubi-chan.\Yes? response:	Ashikabi... right?
context: Ah? It's fine. It's fine.\Now, let's go to the next one!\We tried more than thirty and all turned us down.\Reality is harsh, huh?\Minato-san?\Hey, Musubi-chan.\Yes?\Ashikabi... right? response:	Why me?
context: Now, let's go to the next one!\We tried more than thirty and all turned us down.\Reality is harsh, huh?\Minato-san?\Hey, Musubi-chan.\Yes?\Ashikabi... right?\Why me? response:	I'm not good enough.
context: We tried more than thirty and all turned us down.\Reality is harsh, huh?\Minato-san?\Hey, Musubi-chan.\Yes?\Ashikabi... right?\Why me?\I'm not good enough. response:	I'm nothing special. I failed to enter the university twice, and...
context: Reality is harsh, huh?\Minato-san?\Hey, Musubi-chan.\Yes?\Ashikabi... right?\Why me?\I'm not good enough.\I'm nothing special. I failed to enter the university twice, and... response:	Someone special like an Ashikabi... I'm not the kind of person who can be one.
context: Minato-san?\Hey, Musubi-chan.\Yes?\Ashikabi... right?\Why me?\I'm not good enough.\I'm nothing special. I failed to enter the university twice, and...\Someone special like an Ashikabi... I'm not the kind of person who can be one. response:	It's supposed to be a beautiful moon out there tonight.
context: Hey, Musubi-chan.\Yes?\Ashikabi... right?\Why me?\I'm not good enough.\I'm nothing special. I failed to enter the university twice, and...\Someone special like an Ashikabi... I'm not the kind of person who can be one.\It's supposed to be a beautiful moon out there tonight. response:	I like you, Minato-san!
context: Yes?\Ashikabi... right?\Why me?\I'm not good enough.\I'm nothing special. I failed to enter the university twice, and...\Someone special like an Ashikabi... I'm not the kind of person who can be one.\It's supposed to be a beautiful moon out there tonight.\I like you, Minato-san! response:	You are special just because you're you.
context: Ashikabi... right?\Why me?\I'm not good enough.\I'm nothing special. I failed to enter the university twice, and...\Someone special like an Ashikabi... I'm not the kind of person who can be one.\It's supposed to be a beautiful moon out there tonight.\I like you, Minato-san!\You are special just because you're you. response:	My special person.
context: Why me?\I'm not good enough.\I'm nothing special. I failed to enter the university twice, and...\Someone special like an Ashikabi... I'm not the kind of person who can be one.\It's supposed to be a beautiful moon out there tonight.\I like you, Minato-san!\You are special just because you're you.\My special person. response:	I can do anything you wish for.
context: I'm not good enough.\I'm nothing special. I failed to enter the university twice, and...\Someone special like an Ashikabi... I'm not the kind of person who can be one.\It's supposed to be a beautiful moon out there tonight.\I like you, Minato-san!\You are special just because you're you.\My special person.\I can do anything you wish for. response:	I'll break those thick clouds, and get to the moon...
context: I'm nothing special. I failed to enter the university twice, and...\Someone special like an Ashikabi... I'm not the kind of person who can be one.\It's supposed to be a beautiful moon out there tonight.\I like you, Minato-san!\You are special just because you're you.\My special person.\I can do anything you wish for.\I'll break those thick clouds, and get to the moon... response:	And someday, I'll reach the higher sky!
context: Someone special like an Ashikabi... I'm not the kind of person who can be one.\It's supposed to be a beautiful moon out there tonight.\I like you, Minato-san!\You are special just because you're you.\My special person.\I can do anything you wish for.\I'll break those thick clouds, and get to the moon...\And someday, I'll reach the higher sky! response:	My fists of the pact, shatter my Ashikabi's perils.
context: It's supposed to be a beautiful moon out there tonight.\I like you, Minato-san!\You are special just because you're you.\My special person.\I can do anything you wish for.\I'll break those thick clouds, and get to the moon...\And someday, I'll reach the higher sky!\My fists of the pact, shatter my Ashikabi's perils. response:	Now, let's go!
context: I like you, Minato-san!\You are special just because you're you.\My special person.\I can do anything you wish for.\I'll break those thick clouds, and get to the moon...\And someday, I'll reach the higher sky!\My fists of the pact, shatter my Ashikabi's perils.\Now, let's go! response:	Eh?!
context: You are special just because you're you.\My special person.\I can do anything you wish for.\I'll break those thick clouds, and get to the moon...\And someday, I'll reach the higher sky!\My fists of the pact, shatter my Ashikabi's perils.\Now, let's go!\Eh?! response:	Whoa!
context: My special person.\I can do anything you wish for.\I'll break those thick clouds, and get to the moon...\And someday, I'll reach the higher sky!\My fists of the pact, shatter my Ashikabi's perils.\Now, let's go!\Eh?!\Whoa! response:	Let me tell you a story, from a long, long time ago...
context: I can do anything you wish for.\I'll break those thick clouds, and get to the moon...\And someday, I'll reach the higher sky!\My fists of the pact, shatter my Ashikabi's perils.\Now, let's go!\Eh?!\Whoa!\Let me tell you a story, from a long, long time ago... response:	Gods and Goddesses lived in a place called Takama-ga-Hara.
context: I'll break those thick clouds, and get to the moon...\And someday, I'll reach the higher sky!\My fists of the pact, shatter my Ashikabi's perils.\Now, let's go!\Eh?!\Whoa!\Let me tell you a story, from a long, long time ago...\Gods and Goddesses lived in a place called Takama-ga-Hara. response:	One day, a ship with the gods' treasures came down to the earth,
context: And someday, I'll reach the higher sky!\My fists of the pact, shatter my Ashikabi's perils.\Now, let's go!\Eh?!\Whoa!\Let me tell you a story, from a long, long time ago...\Gods and Goddesses lived in a place called Takama-ga-Hara.\One day, a ship with the gods' treasures came down to the earth, response:	and the ship was called Ama-no-lwafune.
context: My fists of the pact, shatter my Ashikabi's perils.\Now, let's go!\Eh?!\Whoa!\Let me tell you a story, from a long, long time ago...\Gods and Goddesses lived in a place called Takama-ga-Hara.\One day, a ship with the gods' treasures came down to the earth,\and the ship was called Ama-no-lwafune. response:	But it's an old story.
context: Now, let's go!\Eh?!\Whoa!\Let me tell you a story, from a long, long time ago...\Gods and Goddesses lived in a place called Takama-ga-Hara.\One day, a ship with the gods' treasures came down to the earth,\and the ship was called Ama-no-lwafune.\But it's an old story. response:	A faded myth not even written in the ancient history books.
context: Eh?!\Whoa!\Let me tell you a story, from a long, long time ago...\Gods and Goddesses lived in a place called Takama-ga-Hara.\One day, a ship with the gods' treasures came down to the earth,\and the ship was called Ama-no-lwafune.\But it's an old story.\A faded myth not even written in the ancient history books. response:	But the new legend has already begun!
context: Whoa!\Let me tell you a story, from a long, long time ago...\Gods and Goddesses lived in a place called Takama-ga-Hara.\One day, a ship with the gods' treasures came down to the earth,\and the ship was called Ama-no-lwafune.\But it's an old story.\A faded myth not even written in the ancient history books.\But the new legend has already begun! response:	One hundred and eight Sekireis have been let out.
context: Let me tell you a story, from a long, long time ago...\Gods and Goddesses lived in a place called Takama-ga-Hara.\One day, a ship with the gods' treasures came down to the earth,\and the ship was called Ama-no-lwafune.\But it's an old story.\A faded myth not even written in the ancient history books.\But the new legend has already begun!\One hundred and eight Sekireis have been let out. response:	Sekireis must fight each other
context: Gods and Goddesses lived in a place called Takama-ga-Hara.\One day, a ship with the gods' treasures came down to the earth,\and the ship was called Ama-no-lwafune.\But it's an old story.\A faded myth not even written in the ancient history books.\But the new legend has already begun!\One hundred and eight Sekireis have been let out.\Sekireis must fight each other response:	for the Ashikabi whom they choose for themselves.
context: One day, a ship with the gods' treasures came down to the earth,\and the ship was called Ama-no-lwafune.\But it's an old story.\A faded myth not even written in the ancient history books.\But the new legend has already begun!\One hundred and eight Sekireis have been let out.\Sekireis must fight each other\for the Ashikabi whom they choose for themselves. response:	And the last remaining one leads its Ashikabi to the higher sky,
context: and the ship was called Ama-no-lwafune.\But it's an old story.\A faded myth not even written in the ancient history books.\But the new legend has already begun!\One hundred and eight Sekireis have been let out.\Sekireis must fight each other\for the Ashikabi whom they choose for themselves.\And the last remaining one leads its Ashikabi to the higher sky, response:	and grasps the fate of the world!
context: But it's an old story.\A faded myth not even written in the ancient history books.\But the new legend has already begun!\One hundred and eight Sekireis have been let out.\Sekireis must fight each other\for the Ashikabi whom they choose for themselves.\And the last remaining one leads its Ashikabi to the higher sky,\and grasps the fate of the world! response:	Now let's begin...
