context: Hello! response:	English Grammar Workout: 700+ Tough Drills
context: Student Council Room\Student Council Room\What doesn't he like?\What doesn't he like?\Miyamura doesn't like horror movies.\But he'll still watch them with me, so maybe he does like'em after all.\Because you're making him watch them.\Hey, Hori, response:	you're gonna push him away if you keep watching all that scary stuff.
context: Student Council Room\What doesn't he like?\What doesn't he like?\Miyamura doesn't like horror movies.\But he'll still watch them with me, so maybe he does like'em after all.\Because you're making him watch them.\Hey, Hori,\you're gonna push him away if you keep watching all that scary stuff. response:	You think so?
context: What doesn't he like?\What doesn't he like?\Miyamura doesn't like horror movies.\But he'll still watch them with me, so maybe he does like'em after all.\Because you're making him watch them.\Hey, Hori,\you're gonna push him away if you keep watching all that scary stuff.\You think so? response:	A cute girl gleefully watching slasher flicks is pretty creepy...
context: What doesn't he like?\Miyamura doesn't like horror movies.\But he'll still watch them with me, so maybe he does like'em after all.\Because you're making him watch them.\Hey, Hori,\you're gonna push him away if you keep watching all that scary stuff.\You think so?\A cute girl gleefully watching slasher flicks is pretty creepy... response:	C'mon now, I'm not that cute.
context: Miyamura doesn't like horror movies.\But he'll still watch them with me, so maybe he does like'em after all.\Because you're making him watch them.\Hey, Hori,\you're gonna push him away if you keep watching all that scary stuff.\You think so?\A cute girl gleefully watching slasher flicks is pretty creepy...\C'mon now, I'm not that cute. response:	That wasn't the point there, Hori.
context: But he'll still watch them with me, so maybe he does like'em after all.\Because you're making him watch them.\Hey, Hori,\you're gonna push him away if you keep watching all that scary stuff.\You think so?\A cute girl gleefully watching slasher flicks is pretty creepy...\C'mon now, I'm not that cute.\That wasn't the point there, Hori. response:	I agree with Yoshikawa! It's a total turnoff.
context: Because you're making him watch them.\Hey, Hori,\you're gonna push him away if you keep watching all that scary stuff.\You think so?\A cute girl gleefully watching slasher flicks is pretty creepy...\C'mon now, I'm not that cute.\That wasn't the point there, Hori.\I agree with Yoshikawa! It's a total turnoff. response:	Y-You think so?
context: Hey, Hori,\you're gonna push him away if you keep watching all that scary stuff.\You think so?\A cute girl gleefully watching slasher flicks is pretty creepy...\C'mon now, I'm not that cute.\That wasn't the point there, Hori.\I agree with Yoshikawa! It's a total turnoff.\Y-You think so? response:	I borrowed this for us, Hori-san.
context: you're gonna push him away if you keep watching all that scary stuff.\You think so?\A cute girl gleefully watching slasher flicks is pretty creepy...\C'mon now, I'm not that cute.\That wasn't the point there, Hori.\I agree with Yoshikawa! It's a total turnoff.\Y-You think so?\I borrowed this for us, Hori-san. response:	It has lots of dogs in it!
context: You think so?\A cute girl gleefully watching slasher flicks is pretty creepy...\C'mon now, I'm not that cute.\That wasn't the point there, Hori.\I agree with Yoshikawa! It's a total turnoff.\Y-You think so?\I borrowed this for us, Hori-san.\It has lots of dogs in it! response:	Can we watch Right Behind You: The Third Nightmare instead?
context: A cute girl gleefully watching slasher flicks is pretty creepy...\C'mon now, I'm not that cute.\That wasn't the point there, Hori.\I agree with Yoshikawa! It's a total turnoff.\Y-You think so?\I borrowed this for us, Hori-san.\It has lots of dogs in it!\Can we watch Right Behind You: The Third Nightmare instead? response:	Sure.
context: C'mon now, I'm not that cute.\That wasn't the point there, Hori.\I agree with Yoshikawa! It's a total turnoff.\Y-You think so?\I borrowed this for us, Hori-san.\It has lots of dogs in it!\Can we watch Right Behind You: The Third Nightmare instead?\Sure. response:	You're gonna push him away if you keep watching all that scary stuff.
context: That wasn't the point there, Hori.\I agree with Yoshikawa! It's a total turnoff.\Y-You think so?\I borrowed this for us, Hori-san.\It has lots of dogs in it!\Can we watch Right Behind You: The Third Nightmare instead?\Sure.\You're gonna push him away if you keep watching all that scary stuff. response:	Miyamura, so, uh, this movie's, uh...
context: I agree with Yoshikawa! It's a total turnoff.\Y-You think so?\I borrowed this for us, Hori-san.\It has lots of dogs in it!\Can we watch Right Behind You: The Third Nightmare instead?\Sure.\You're gonna push him away if you keep watching all that scary stuff.\Miyamura, so, uh, this movie's, uh... response:	What're you talking about?
context: Y-You think so?\I borrowed this for us, Hori-san.\It has lots of dogs in it!\Can we watch Right Behind You: The Third Nightmare instead?\Sure.\You're gonna push him away if you keep watching all that scary stuff.\Miyamura, so, uh, this movie's, uh...\What're you talking about? response:	Compared to the PG-13 gorefests we always watch,
context: I borrowed this for us, Hori-san.\It has lots of dogs in it!\Can we watch Right Behind You: The Third Nightmare instead?\Sure.\You're gonna push him away if you keep watching all that scary stuff.\Miyamura, so, uh, this movie's, uh...\What're you talking about?\Compared to the PG-13 gorefests we always watch, response:	this G-rated one's totally harmless!
context: It has lots of dogs in it!\Can we watch Right Behind You: The Third Nightmare instead?\Sure.\You're gonna push him away if you keep watching all that scary stuff.\Miyamura, so, uh, this movie's, uh...\What're you talking about?\Compared to the PG-13 gorefests we always watch,\this G-rated one's totally harmless! response:	Yuki!
context: Can we watch Right Behind You: The Third Nightmare instead?\Sure.\You're gonna push him away if you keep watching all that scary stuff.\Miyamura, so, uh, this movie's, uh...\What're you talking about?\Compared to the PG-13 gorefests we always watch,\this G-rated one's totally harmless!\Yuki! response:	You should pretend to be scared!
context: Sure.\You're gonna push him away if you keep watching all that scary stuff.\Miyamura, so, uh, this movie's, uh...\What're you talking about?\Compared to the PG-13 gorefests we always watch,\this G-rated one's totally harmless!\Yuki!\You should pretend to be scared! response:	I'm scared!
context: You're gonna push him away if you keep watching all that scary stuff.\Miyamura, so, uh, this movie's, uh...\What're you talking about?\Compared to the PG-13 gorefests we always watch,\this G-rated one's totally harmless!\Yuki!\You should pretend to be scared!\I'm scared! response:	You scared me...
context: Miyamura, so, uh, this movie's, uh...\What're you talking about?\Compared to the PG-13 gorefests we always watch,\this G-rated one's totally harmless!\Yuki!\You should pretend to be scared!\I'm scared!\You scared me... response:	Ayasaki-san!
context: What're you talking about?\Compared to the PG-13 gorefests we always watch,\this G-rated one's totally harmless!\Yuki!\You should pretend to be scared!\I'm scared!\You scared me...\Ayasaki-san! response:	Maybe this just won't work...
context: Compared to the PG-13 gorefests we always watch,\this G-rated one's totally harmless!\Yuki!\You should pretend to be scared!\I'm scared!\You scared me...\Ayasaki-san!\Maybe this just won't work... response:	Maybe you could hold his hand?
context: this G-rated one's totally harmless!\Yuki!\You should pretend to be scared!\I'm scared!\You scared me...\Ayasaki-san!\Maybe this just won't work...\Maybe you could hold his hand? response:	Wow, I'm so scared...
context: Yuki!\You should pretend to be scared!\I'm scared!\You scared me...\Ayasaki-san!\Maybe this just won't work...\Maybe you could hold his hand?\Wow, I'm so scared... response:	I just want to have fun watching a movie with him...
context: You should pretend to be scared!\I'm scared!\You scared me...\Ayasaki-san!\Maybe this just won't work...\Maybe you could hold his hand?\Wow, I'm so scared...\I just want to have fun watching a movie with him... response:	I'm sorry I'm such a scaredy-cat. I'm so sorry.
context: I'm scared!\You scared me...\Ayasaki-san!\Maybe this just won't work...\Maybe you could hold his hand?\Wow, I'm so scared...\I just want to have fun watching a movie with him...\I'm sorry I'm such a scaredy-cat. I'm so sorry. response:	N-No, don't apologize! It's not your fault, Miyamura.
context: You scared me...\Ayasaki-san!\Maybe this just won't work...\Maybe you could hold his hand?\Wow, I'm so scared...\I just want to have fun watching a movie with him...\I'm sorry I'm such a scaredy-cat. I'm so sorry.\N-No, don't apologize! It's not your fault, Miyamura. response:	I know. Give me a second, I need a moment alone.
context: Ayasaki-san!\Maybe this just won't work...\Maybe you could hold his hand?\Wow, I'm so scared...\I just want to have fun watching a movie with him...\I'm sorry I'm such a scaredy-cat. I'm so sorry.\N-No, don't apologize! It's not your fault, Miyamura.\I know. Give me a second, I need a moment alone. response:	He's totally done with me...
context: Maybe this just won't work...\Maybe you could hold his hand?\Wow, I'm so scared...\I just want to have fun watching a movie with him...\I'm sorry I'm such a scaredy-cat. I'm so sorry.\N-No, don't apologize! It's not your fault, Miyamura.\I know. Give me a second, I need a moment alone.\He's totally done with me... response:	It's over!
context: Maybe you could hold his hand?\Wow, I'm so scared...\I just want to have fun watching a movie with him...\I'm sorry I'm such a scaredy-cat. I'm so sorry.\N-No, don't apologize! It's not your fault, Miyamura.\I know. Give me a second, I need a moment alone.\He's totally done with me...\It's over! response:	I'm so lame.
context: Wow, I'm so scared...\I just want to have fun watching a movie with him...\I'm sorry I'm such a scaredy-cat. I'm so sorry.\N-No, don't apologize! It's not your fault, Miyamura.\I know. Give me a second, I need a moment alone.\He's totally done with me...\It's over!\I'm so lame. response:	Hori-san?
context: I just want to have fun watching a movie with him...\I'm sorry I'm such a scaredy-cat. I'm so sorry.\N-No, don't apologize! It's not your fault, Miyamura.\I know. Give me a second, I need a moment alone.\He's totally done with me...\It's over!\I'm so lame.\Hori-san? response:	Hori-san?
context: I'm sorry I'm such a scaredy-cat. I'm so sorry.\N-No, don't apologize! It's not your fault, Miyamura.\I know. Give me a second, I need a moment alone.\He's totally done with me...\It's over!\I'm so lame.\Hori-san?\Hori-san? response:	I'm not cute at all.
context: N-No, don't apologize! It's not your fault, Miyamura.\I know. Give me a second, I need a moment alone.\He's totally done with me...\It's over!\I'm so lame.\Hori-san?\Hori-san?\I'm not cute at all. response:	Huh? What do you mean? You're really cute.
context: I know. Give me a second, I need a moment alone.\He's totally done with me...\It's over!\I'm so lame.\Hori-san?\Hori-san?\I'm not cute at all.\Huh? What do you mean? You're really cute. response:	I don't get scared. I can't even act scared.
context: He's totally done with me...\It's over!\I'm so lame.\Hori-san?\Hori-san?\I'm not cute at all.\Huh? What do you mean? You're really cute.\I don't get scared. I can't even act scared. response:	I can't do anything cute. I'm hopeless.
context: It's over!\I'm so lame.\Hori-san?\Hori-san?\I'm not cute at all.\Huh? What do you mean? You're really cute.\I don't get scared. I can't even act scared.\I can't do anything cute. I'm hopeless. response:	Wait, were you doing all that for me?
context: I'm so lame.\Hori-san?\Hori-san?\I'm not cute at all.\Huh? What do you mean? You're really cute.\I don't get scared. I can't even act scared.\I can't do anything cute. I'm hopeless.\Wait, were you doing all that for me? response:	Who cares, you big dummy?!
context: Hori-san?\Hori-san?\I'm not cute at all.\Huh? What do you mean? You're really cute.\I don't get scared. I can't even act scared.\I can't do anything cute. I'm hopeless.\Wait, were you doing all that for me?\Who cares, you big dummy?! response:	I'm sorry, Hori-san. I was too freaked-out and scared to notice.
context: Hori-san?\I'm not cute at all.\Huh? What do you mean? You're really cute.\I don't get scared. I can't even act scared.\I can't do anything cute. I'm hopeless.\Wait, were you doing all that for me?\Who cares, you big dummy?!\I'm sorry, Hori-san. I was too freaked-out and scared to notice. response:	Why do you keep apologizing to me?!
context: I'm not cute at all.\Huh? What do you mean? You're really cute.\I don't get scared. I can't even act scared.\I can't do anything cute. I'm hopeless.\Wait, were you doing all that for me?\Who cares, you big dummy?!\I'm sorry, Hori-san. I was too freaked-out and scared to notice.\Why do you keep apologizing to me?! response:	Don't look at me, dummy!
context: Huh? What do you mean? You're really cute.\I don't get scared. I can't even act scared.\I can't do anything cute. I'm hopeless.\Wait, were you doing all that for me?\Who cares, you big dummy?!\I'm sorry, Hori-san. I was too freaked-out and scared to notice.\Why do you keep apologizing to me?!\Don't look at me, dummy! response:	You're the big dummy here, Hori-san.
context: I don't get scared. I can't even act scared.\I can't do anything cute. I'm hopeless.\Wait, were you doing all that for me?\Who cares, you big dummy?!\I'm sorry, Hori-san. I was too freaked-out and scared to notice.\Why do you keep apologizing to me?!\Don't look at me, dummy!\You're the big dummy here, Hori-san. response:	I didn't fall in love with a normal girl. I fell for you.
context: I can't do anything cute. I'm hopeless.\Wait, were you doing all that for me?\Who cares, you big dummy?!\I'm sorry, Hori-san. I was too freaked-out and scared to notice.\Why do you keep apologizing to me?!\Don't look at me, dummy!\You're the big dummy here, Hori-san.\I didn't fall in love with a normal girl. I fell for you. response:	Let's go watch the rest of the movie.
context: Wait, were you doing all that for me?\Who cares, you big dummy?!\I'm sorry, Hori-san. I was too freaked-out and scared to notice.\Why do you keep apologizing to me?!\Don't look at me, dummy!\You're the big dummy here, Hori-san.\I didn't fall in love with a normal girl. I fell for you.\Let's go watch the rest of the movie. response:	It's raining pretty hard.
context: Who cares, you big dummy?!\I'm sorry, Hori-san. I was too freaked-out and scared to notice.\Why do you keep apologizing to me?!\Don't look at me, dummy!\You're the big dummy here, Hori-san.\I didn't fall in love with a normal girl. I fell for you.\Let's go watch the rest of the movie.\It's raining pretty hard. response:	Yeah, wow.
context: I'm sorry, Hori-san. I was too freaked-out and scared to notice.\Why do you keep apologizing to me?!\Don't look at me, dummy!\You're the big dummy here, Hori-san.\I didn't fall in love with a normal girl. I fell for you.\Let's go watch the rest of the movie.\It's raining pretty hard.\Yeah, wow. response:	I did, too.
context: Why do you keep apologizing to me?!\Don't look at me, dummy!\You're the big dummy here, Hori-san.\I didn't fall in love with a normal girl. I fell for you.\Let's go watch the rest of the movie.\It's raining pretty hard.\Yeah, wow.\I did, too. response:	I fell for him.
context: Don't look at me, dummy!\You're the big dummy here, Hori-san.\I didn't fall in love with a normal girl. I fell for you.\Let's go watch the rest of the movie.\It's raining pretty hard.\Yeah, wow.\I did, too.\I fell for him. response:	His long eyelashes, his scaredy-cat jumps,
context: You're the big dummy here, Hori-san.\I didn't fall in love with a normal girl. I fell for you.\Let's go watch the rest of the movie.\It's raining pretty hard.\Yeah, wow.\I did, too.\I fell for him.\His long eyelashes, his scaredy-cat jumps, response:	his sarcastic quips, how thin he feels in my arms.
context: I didn't fall in love with a normal girl. I fell for you.\Let's go watch the rest of the movie.\It's raining pretty hard.\Yeah, wow.\I did, too.\I fell for him.\His long eyelashes, his scaredy-cat jumps,\his sarcastic quips, how thin he feels in my arms. response:	His voice, and... and...
context: Let's go watch the rest of the movie.\It's raining pretty hard.\Yeah, wow.\I did, too.\I fell for him.\His long eyelashes, his scaredy-cat jumps,\his sarcastic quips, how thin he feels in my arms.\His voice, and... and... response:	Izumi.
context: It's raining pretty hard.\Yeah, wow.\I did, too.\I fell for him.\His long eyelashes, his scaredy-cat jumps,\his sarcastic quips, how thin he feels in my arms.\His voice, and... and...\Izumi. response:	What's up?
context: Yeah, wow.\I did, too.\I fell for him.\His long eyelashes, his scaredy-cat jumps,\his sarcastic quips, how thin he feels in my arms.\His voice, and... and...\Izumi.\What's up? response:	I'm listening to your heart.
context: I did, too.\I fell for him.\His long eyelashes, his scaredy-cat jumps,\his sarcastic quips, how thin he feels in my arms.\His voice, and... and...\Izumi.\What's up?\I'm listening to your heart. response:	What's it saying?
context: I fell for him.\His long eyelashes, his scaredy-cat jumps,\his sarcastic quips, how thin he feels in my arms.\His voice, and... and...\Izumi.\What's up?\I'm listening to your heart.\What's it saying? response:	How cold it is.
context: His long eyelashes, his scaredy-cat jumps,\his sarcastic quips, how thin he feels in my arms.\His voice, and... and...\Izumi.\What's up?\I'm listening to your heart.\What's it saying?\How cold it is. response:	Your hands and ears are really cold, Miyamura.
context: his sarcastic quips, how thin he feels in my arms.\His voice, and... and...\Izumi.\What's up?\I'm listening to your heart.\What's it saying?\How cold it is.\Your hands and ears are really cold, Miyamura. response:	Probably from the rain.
context: His voice, and... and...\Izumi.\What's up?\I'm listening to your heart.\What's it saying?\How cold it is.\Your hands and ears are really cold, Miyamura.\Probably from the rain. response:	Could be.
context: Izumi.\What's up?\I'm listening to your heart.\What's it saying?\How cold it is.\Your hands and ears are really cold, Miyamura.\Probably from the rain.\Could be. response:	You can't go home in this downpour.
context: What's up?\I'm listening to your heart.\What's it saying?\How cold it is.\Your hands and ears are really cold, Miyamura.\Probably from the rain.\Could be.\You can't go home in this downpour. response:	There was a heat within me,
context: I'm listening to your heart.\What's it saying?\How cold it is.\Your hands and ears are really cold, Miyamura.\Probably from the rain.\Could be.\You can't go home in this downpour.\There was a heat within me, response:	and I wanted Miyamura to feel it, too.
context: What's it saying?\How cold it is.\Your hands and ears are really cold, Miyamura.\Probably from the rain.\Could be.\You can't go home in this downpour.\There was a heat within me,\and I wanted Miyamura to feel it, too. response:	Look, it's you, me, and my big sis!
context: How cold it is.\Your hands and ears are really cold, Miyamura.\Probably from the rain.\Could be.\You can't go home in this downpour.\There was a heat within me,\and I wanted Miyamura to feel it, too.\Look, it's you, me, and my big sis! response:	Sota?
context: Your hands and ears are really cold, Miyamura.\Probably from the rain.\Could be.\You can't go home in this downpour.\There was a heat within me,\and I wanted Miyamura to feel it, too.\Look, it's you, me, and my big sis!\Sota? response:	You know, she's... my big sister.
context: Probably from the rain.\Could be.\You can't go home in this downpour.\There was a heat within me,\and I wanted Miyamura to feel it, too.\Look, it's you, me, and my big sis!\Sota?\You know, she's... my big sister. response:	Are you worried I'll take her away from you?
context: Could be.\You can't go home in this downpour.\There was a heat within me,\and I wanted Miyamura to feel it, too.\Look, it's you, me, and my big sis!\Sota?\You know, she's... my big sister.\Are you worried I'll take her away from you? response:	I won't. She's your big sister, Sota.
context: You can't go home in this downpour.\There was a heat within me,\and I wanted Miyamura to feel it, too.\Look, it's you, me, and my big sis!\Sota?\You know, she's... my big sister.\Are you worried I'll take her away from you?\I won't. She's your big sister, Sota. response:	And you're my bro?
context: There was a heat within me,\and I wanted Miyamura to feel it, too.\Look, it's you, me, and my big sis!\Sota?\You know, she's... my big sister.\Are you worried I'll take her away from you?\I won't. She's your big sister, Sota.\And you're my bro? response:	Yeah. I'm your big bro.
context: and I wanted Miyamura to feel it, too.\Look, it's you, me, and my big sis!\Sota?\You know, she's... my big sister.\Are you worried I'll take her away from you?\I won't. She's your big sister, Sota.\And you're my bro?\Yeah. I'm your big bro. response:	I won't take your big sister away, Sota.
context: Look, it's you, me, and my big sis!\Sota?\You know, she's... my big sister.\Are you worried I'll take her away from you?\I won't. She's your big sister, Sota.\And you're my bro?\Yeah. I'm your big bro.\I won't take your big sister away, Sota. response:	But could I have Kyoko?
context: Sota?\You know, she's... my big sister.\Are you worried I'll take her away from you?\I won't. She's your big sister, Sota.\And you're my bro?\Yeah. I'm your big bro.\I won't take your big sister away, Sota.\But could I have Kyoko? response:	Okay.
context: You know, she's... my big sister.\Are you worried I'll take her away from you?\I won't. She's your big sister, Sota.\And you're my bro?\Yeah. I'm your big bro.\I won't take your big sister away, Sota.\But could I have Kyoko?\Okay. response:	Next Time: The Truth Deception Reveals
context: Are you worried I'll take her away from you?\I won't. She's your big sister, Sota.\And you're my bro?\Yeah. I'm your big bro.\I won't take your big sister away, Sota.\But could I have Kyoko?\Okay.\Next Time: The Truth Deception Reveals response:	Ow, ow...
context: I won't. She's your big sister, Sota.\And you're my bro?\Yeah. I'm your big bro.\I won't take your big sister away, Sota.\But could I have Kyoko?\Okay.\Next Time: The Truth Deception Reveals\Ow, ow... response:	Your hair's getting longer.
context: And you're my bro?\Yeah. I'm your big bro.\I won't take your big sister away, Sota.\But could I have Kyoko?\Okay.\Next Time: The Truth Deception Reveals\Ow, ow...\Your hair's getting longer. response:	If you cut it again, everyone'll see that mark.
context: Yeah. I'm your big bro.\I won't take your big sister away, Sota.\But could I have Kyoko?\Okay.\Next Time: The Truth Deception Reveals\Ow, ow...\Your hair's getting longer.\If you cut it again, everyone'll see that mark. response:	Why'd she bite you?
context: I won't take your big sister away, Sota.\But could I have Kyoko?\Okay.\Next Time: The Truth Deception Reveals\Ow, ow...\Your hair's getting longer.\If you cut it again, everyone'll see that mark.\Why'd she bite you? response:	I have no idea.
context: But could I have Kyoko?\Okay.\Next Time: The Truth Deception Reveals\Ow, ow...\Your hair's getting longer.\If you cut it again, everyone'll see that mark.\Why'd she bite you?\I have no idea. response:	Looks like a mark of ownership, but maybe I shouldn't tell him that.
