context: Skies of Aquaria response:	Next Time
context: And we wouldn't have this life either.\I'm sorry.\What for?\For getting you into all this danger.\It's not your fault!\All of this is my choice.\Alisia said it in the movie.\Everyone has the wings to fly beyond their destiny. response:	My mom flew away beyond her destiny.
context: I'm sorry.\What for?\For getting you into all this danger.\It's not your fault!\All of this is my choice.\Alisia said it in the movie.\Everyone has the wings to fly beyond their destiny.\My mom flew away beyond her destiny. response:	She abandoned me when I was little.
context: What for?\For getting you into all this danger.\It's not your fault!\All of this is my choice.\Alisia said it in the movie.\Everyone has the wings to fly beyond their destiny.\My mom flew away beyond her destiny.\She abandoned me when I was little. response:	And my mom... is Alisia.
context: For getting you into all this danger.\It's not your fault!\All of this is my choice.\Alisia said it in the movie.\Everyone has the wings to fly beyond their destiny.\My mom flew away beyond her destiny.\She abandoned me when I was little.\And my mom... is Alisia. response:	So that's why you have that picture.
context: It's not your fault!\All of this is my choice.\Alisia said it in the movie.\Everyone has the wings to fly beyond their destiny.\My mom flew away beyond her destiny.\She abandoned me when I was little.\And my mom... is Alisia.\So that's why you have that picture. response:	She flew off beyond her destiny,
context: All of this is my choice.\Alisia said it in the movie.\Everyone has the wings to fly beyond their destiny.\My mom flew away beyond her destiny.\She abandoned me when I was little.\And my mom... is Alisia.\So that's why you have that picture.\She flew off beyond her destiny, response:	went away, and left me behind here.
context: Alisia said it in the movie.\Everyone has the wings to fly beyond their destiny.\My mom flew away beyond her destiny.\She abandoned me when I was little.\And my mom... is Alisia.\So that's why you have that picture.\She flew off beyond her destiny,\went away, and left me behind here. response:	All I could do was watch her.
context: Everyone has the wings to fly beyond their destiny.\My mom flew away beyond her destiny.\She abandoned me when I was little.\And my mom... is Alisia.\So that's why you have that picture.\She flew off beyond her destiny,\went away, and left me behind here.\All I could do was watch her. response:	Mom never wanted me.
context: My mom flew away beyond her destiny.\She abandoned me when I was little.\And my mom... is Alisia.\So that's why you have that picture.\She flew off beyond her destiny,\went away, and left me behind here.\All I could do was watch her.\Mom never wanted me. response:	You're wrong!
context: She abandoned me when I was little.\And my mom... is Alisia.\So that's why you have that picture.\She flew off beyond her destiny,\went away, and left me behind here.\All I could do was watch her.\Mom never wanted me.\You're wrong! response:	I was like you! Cayenne did everything, and...
context: And my mom... is Alisia.\So that's why you have that picture.\She flew off beyond her destiny,\went away, and left me behind here.\All I could do was watch her.\Mom never wanted me.\You're wrong!\I was like you! Cayenne did everything, and... response:	and I was useless.
context: So that's why you have that picture.\She flew off beyond her destiny,\went away, and left me behind here.\All I could do was watch her.\Mom never wanted me.\You're wrong!\I was like you! Cayenne did everything, and...\and I was useless. response:	The Suzushiro family is supposed to have great Element powers.
context: She flew off beyond her destiny,\went away, and left me behind here.\All I could do was watch her.\Mom never wanted me.\You're wrong!\I was like you! Cayenne did everything, and...\and I was useless.\The Suzushiro family is supposed to have great Element powers. response:	But I didn't have any, and he left me behind.
context: went away, and left me behind here.\All I could do was watch her.\Mom never wanted me.\You're wrong!\I was like you! Cayenne did everything, and...\and I was useless.\The Suzushiro family is supposed to have great Element powers.\But I didn't have any, and he left me behind. response:	When he got into Neo-Deava...
context: All I could do was watch her.\Mom never wanted me.\You're wrong!\I was like you! Cayenne did everything, and...\and I was useless.\The Suzushiro family is supposed to have great Element powers.\But I didn't have any, and he left me behind.\When he got into Neo-Deava... response:	But just because we're useless doesn't mean no one wants us!
context: Mom never wanted me.\You're wrong!\I was like you! Cayenne did everything, and...\and I was useless.\The Suzushiro family is supposed to have great Element powers.\But I didn't have any, and he left me behind.\When he got into Neo-Deava...\But just because we're useless doesn't mean no one wants us! response:	Everyone is wanted by someone.
context: You're wrong!\I was like you! Cayenne did everything, and...\and I was useless.\The Suzushiro family is supposed to have great Element powers.\But I didn't have any, and he left me behind.\When he got into Neo-Deava...\But just because we're useless doesn't mean no one wants us!\Everyone is wanted by someone. response:	Everyone has someone somewhere who wants them.
context: I was like you! Cayenne did everything, and...\and I was useless.\The Suzushiro family is supposed to have great Element powers.\But I didn't have any, and he left me behind.\When he got into Neo-Deava...\But just because we're useless doesn't mean no one wants us!\Everyone is wanted by someone.\Everyone has someone somewhere who wants them. response:	Who's waiting for them.
context: and I was useless.\The Suzushiro family is supposed to have great Element powers.\But I didn't have any, and he left me behind.\When he got into Neo-Deava...\But just because we're useless doesn't mean no one wants us!\Everyone is wanted by someone.\Everyone has someone somewhere who wants them.\Who's waiting for them. response:	You made me realize that, Amata.
context: The Suzushiro family is supposed to have great Element powers.\But I didn't have any, and he left me behind.\When he got into Neo-Deava...\But just because we're useless doesn't mean no one wants us!\Everyone is wanted by someone.\Everyone has someone somewhere who wants them.\Who's waiting for them.\You made me realize that, Amata. response:	Thank you.
context: But I didn't have any, and he left me behind.\When he got into Neo-Deava...\But just because we're useless doesn't mean no one wants us!\Everyone is wanted by someone.\Everyone has someone somewhere who wants them.\Who's waiting for them.\You made me realize that, Amata.\Thank you. response:	Will you watch the movie with me?
context: When he got into Neo-Deava...\But just because we're useless doesn't mean no one wants us!\Everyone is wanted by someone.\Everyone has someone somewhere who wants them.\Who's waiting for them.\You made me realize that, Amata.\Thank you.\Will you watch the movie with me? response:	I'll find a special spot where no one will bother us.
context: But just because we're useless doesn't mean no one wants us!\Everyone is wanted by someone.\Everyone has someone somewhere who wants them.\Who's waiting for them.\You made me realize that, Amata.\Thank you.\Will you watch the movie with me?\I'll find a special spot where no one will bother us. response:	A special spot? How?
context: Everyone is wanted by someone.\Everyone has someone somewhere who wants them.\Who's waiting for them.\You made me realize that, Amata.\Thank you.\Will you watch the movie with me?\I'll find a special spot where no one will bother us.\A special spot? How? response:	With... with my wings for flying beyond destiny.
context: Everyone has someone somewhere who wants them.\Who's waiting for them.\You made me realize that, Amata.\Thank you.\Will you watch the movie with me?\I'll find a special spot where no one will bother us.\A special spot? How?\With... with my wings for flying beyond destiny. response:	That's no way to watch a movie.
context: Who's waiting for them.\You made me realize that, Amata.\Thank you.\Will you watch the movie with me?\I'll find a special spot where no one will bother us.\A special spot? How?\With... with my wings for flying beyond destiny.\That's no way to watch a movie. response:	Let's just keep our feet on the ground, okay?
context: You made me realize that, Amata.\Thank you.\Will you watch the movie with me?\I'll find a special spot where no one will bother us.\A special spot? How?\With... with my wings for flying beyond destiny.\That's no way to watch a movie.\Let's just keep our feet on the ground, okay? response:	Don't grab me there!
context: Thank you.\Will you watch the movie with me?\I'll find a special spot where no one will bother us.\A special spot? How?\With... with my wings for flying beyond destiny.\That's no way to watch a movie.\Let's just keep our feet on the ground, okay?\Don't grab me there! response:	Now's not the time for that!
context: Will you watch the movie with me?\I'll find a special spot where no one will bother us.\A special spot? How?\With... with my wings for flying beyond destiny.\That's no way to watch a movie.\Let's just keep our feet on the ground, okay?\Don't grab me there!\Now's not the time for that! response:	Mikono!
context: I'll find a special spot where no one will bother us.\A special spot? How?\With... with my wings for flying beyond destiny.\That's no way to watch a movie.\Let's just keep our feet on the ground, okay?\Don't grab me there!\Now's not the time for that!\Mikono! response:	I have to tell her I'm sorry.
context: A special spot? How?\With... with my wings for flying beyond destiny.\That's no way to watch a movie.\Let's just keep our feet on the ground, okay?\Don't grab me there!\Now's not the time for that!\Mikono!\I have to tell her I'm sorry. response:	Otherwise she'll have her guard up and I'll never be able to take her back.
context: With... with my wings for flying beyond destiny.\That's no way to watch a movie.\Let's just keep our feet on the ground, okay?\Don't grab me there!\Now's not the time for that!\Mikono!\I have to tell her I'm sorry.\Otherwise she'll have her guard up and I'll never be able to take her back. response:	I think it turned out very interesting.
context: That's no way to watch a movie.\Let's just keep our feet on the ground, okay?\Don't grab me there!\Now's not the time for that!\Mikono!\I have to tell her I'm sorry.\Otherwise she'll have her guard up and I'll never be able to take her back.\I think it turned out very interesting. response:	How do you intend to take responsibility for this?
context: Let's just keep our feet on the ground, okay?\Don't grab me there!\Now's not the time for that!\Mikono!\I have to tell her I'm sorry.\Otherwise she'll have her guard up and I'll never be able to take her back.\I think it turned out very interesting.\How do you intend to take responsibility for this? response:	Responsibility?
context: Don't grab me there!\Now's not the time for that!\Mikono!\I have to tell her I'm sorry.\Otherwise she'll have her guard up and I'll never be able to take her back.\I think it turned out very interesting.\How do you intend to take responsibility for this?\Responsibility? response:	Are you saying I understand such a concept?
context: Now's not the time for that!\Mikono!\I have to tell her I'm sorry.\Otherwise she'll have her guard up and I'll never be able to take her back.\I think it turned out very interesting.\How do you intend to take responsibility for this?\Responsibility?\Are you saying I understand such a concept? response:	You...
context: Mikono!\I have to tell her I'm sorry.\Otherwise she'll have her guard up and I'll never be able to take her back.\I think it turned out very interesting.\How do you intend to take responsibility for this?\Responsibility?\Are you saying I understand such a concept?\You... response:	But forget that for now.
context: I have to tell her I'm sorry.\Otherwise she'll have her guard up and I'll never be able to take her back.\I think it turned out very interesting.\How do you intend to take responsibility for this?\Responsibility?\Are you saying I understand such a concept?\You...\But forget that for now. response:	Something fascinating is happening to Jin.
context: Otherwise she'll have her guard up and I'll never be able to take her back.\I think it turned out very interesting.\How do you intend to take responsibility for this?\Responsibility?\Are you saying I understand such a concept?\You...\But forget that for now.\Something fascinating is happening to Jin. response:	He has begun his journey into the realm of love.
context: I think it turned out very interesting.\How do you intend to take responsibility for this?\Responsibility?\Are you saying I understand such a concept?\You...\But forget that for now.\Something fascinating is happening to Jin.\He has begun his journey into the realm of love. response:	What?
context: How do you intend to take responsibility for this?\Responsibility?\Are you saying I understand such a concept?\You...\But forget that for now.\Something fascinating is happening to Jin.\He has begun his journey into the realm of love.\What? response:	Love is the root of sin.
context: Responsibility?\Are you saying I understand such a concept?\You...\But forget that for now.\Something fascinating is happening to Jin.\He has begun his journey into the realm of love.\What?\Love is the root of sin. response:	About before, I just...
context: Are you saying I understand such a concept?\You...\But forget that for now.\Something fascinating is happening to Jin.\He has begun his journey into the realm of love.\What?\Love is the root of sin.\About before, I just... response:	I'm sorry.
context: You...\But forget that for now.\Something fascinating is happening to Jin.\He has begun his journey into the realm of love.\What?\Love is the root of sin.\About before, I just...\I'm sorry. response:	It's all right.
context: But forget that for now.\Something fascinating is happening to Jin.\He has begun his journey into the realm of love.\What?\Love is the root of sin.\About before, I just...\I'm sorry.\It's all right. response:	I was shocked at the time, but it's fine now.
context: Something fascinating is happening to Jin.\He has begun his journey into the realm of love.\What?\Love is the root of sin.\About before, I just...\I'm sorry.\It's all right.\I was shocked at the time, but it's fine now. response:	Everyone has secrets they really have to keep.
context: He has begun his journey into the realm of love.\What?\Love is the root of sin.\About before, I just...\I'm sorry.\It's all right.\I was shocked at the time, but it's fine now.\Everyone has secrets they really have to keep. response:	That's...
context: What?\Love is the root of sin.\About before, I just...\I'm sorry.\It's all right.\I was shocked at the time, but it's fine now.\Everyone has secrets they really have to keep.\That's... response:	But you have to believe me!
context: Love is the root of sin.\About before, I just...\I'm sorry.\It's all right.\I was shocked at the time, but it's fine now.\Everyone has secrets they really have to keep.\That's...\But you have to believe me! response:	I really didn't hear anything!
context: About before, I just...\I'm sorry.\It's all right.\I was shocked at the time, but it's fine now.\Everyone has secrets they really have to keep.\That's...\But you have to believe me!\I really didn't hear anything! response:	Jin?
context: I'm sorry.\It's all right.\I was shocked at the time, but it's fine now.\Everyone has secrets they really have to keep.\That's...\But you have to believe me!\I really didn't hear anything!\Jin? response:	It's nothing!
context: It's all right.\I was shocked at the time, but it's fine now.\Everyone has secrets they really have to keep.\That's...\But you have to believe me!\I really didn't hear anything!\Jin?\It's nothing! response:	You fixed Tama for me!
context: I was shocked at the time, but it's fine now.\Everyone has secrets they really have to keep.\That's...\But you have to believe me!\I really didn't hear anything!\Jin?\It's nothing!\You fixed Tama for me! response:	Tama?
context: Everyone has secrets they really have to keep.\That's...\But you have to believe me!\I really didn't hear anything!\Jin?\It's nothing!\You fixed Tama for me!\Tama? response:	That's her name.
context: That's...\But you have to believe me!\I really didn't hear anything!\Jin?\It's nothing!\You fixed Tama for me!\Tama?\That's her name. response:	Oh.
context: But you have to believe me!\I really didn't hear anything!\Jin?\It's nothing!\You fixed Tama for me!\Tama?\That's her name.\Oh. response:	Thank you.
context: I really didn't hear anything!\Jin?\It's nothing!\You fixed Tama for me!\Tama?\That's her name.\Oh.\Thank you. response:	Don't mention it.
context: Jin?\It's nothing!\You fixed Tama for me!\Tama?\That's her name.\Oh.\Thank you.\Don't mention it. response:	I know!
context: It's nothing!\You fixed Tama for me!\Tama?\That's her name.\Oh.\Thank you.\Don't mention it.\I know! response:	Let's watch Skies of Aquaria to show we're friends again!
context: You fixed Tama for me!\Tama?\That's her name.\Oh.\Thank you.\Don't mention it.\I know!\Let's watch Skies of Aquaria to show we're friends again! response:	I've never even seen it before.
context: Tama?\That's her name.\Oh.\Thank you.\Don't mention it.\I know!\Let's watch Skies of Aquaria to show we're friends again!\I've never even seen it before. response:	I'm really looking forward to it.
context: That's her name.\Oh.\Thank you.\Don't mention it.\I know!\Let's watch Skies of Aquaria to show we're friends again!\I've never even seen it before.\I'm really looking forward to it. response:	Okay.
context: Oh.\Thank you.\Don't mention it.\I know!\Let's watch Skies of Aquaria to show we're friends again!\I've never even seen it before.\I'm really looking forward to it.\Okay. response:	It's a promise!
context: Thank you.\Don't mention it.\I know!\Let's watch Skies of Aquaria to show we're friends again!\I've never even seen it before.\I'm really looking forward to it.\Okay.\It's a promise! response:	Bye!
context: Don't mention it.\I know!\Let's watch Skies of Aquaria to show we're friends again!\I've never even seen it before.\I'm really looking forward to it.\Okay.\It's a promise!\Bye! response:	Wait!
context: I know!\Let's watch Skies of Aquaria to show we're friends again!\I've never even seen it before.\I'm really looking forward to it.\Okay.\It's a promise!\Bye!\Wait! response:	I'll be waiting right here tonight!
context: Let's watch Skies of Aquaria to show we're friends again!\I've never even seen it before.\I'm really looking forward to it.\Okay.\It's a promise!\Bye!\Wait!\I'll be waiting right here tonight! response:	Is this...
context: I've never even seen it before.\I'm really looking forward to it.\Okay.\It's a promise!\Bye!\Wait!\I'll be waiting right here tonight!\Is this... response:	Could it be...
context: I'm really looking forward to it.\Okay.\It's a promise!\Bye!\Wait!\I'll be waiting right here tonight!\Is this...\Could it be... response:	Union?
context: Okay.\It's a promise!\Bye!\Wait!\I'll be waiting right here tonight!\Is this...\Could it be...\Union? response:	I thought I left it right here.
context: It's a promise!\Bye!\Wait!\I'll be waiting right here tonight!\Is this...\Could it be...\Union?\I thought I left it right here. response:	Oh well.
context: Bye!\Wait!\I'll be waiting right here tonight!\Is this...\Could it be...\Union?\I thought I left it right here.\Oh well. response:	It's pretty...
context: Wait!\I'll be waiting right here tonight!\Is this...\Could it be...\Union?\I thought I left it right here.\Oh well.\It's pretty... response:	Jin?
context: I'll be waiting right here tonight!\Is this...\Could it be...\Union?\I thought I left it right here.\Oh well.\It's pretty...\Jin? response:	Are you there?
context: Is this...\Could it be...\Union?\I thought I left it right here.\Oh well.\It's pretty...\Jin?\Are you there? response:	Jin, are you there?
context: Could it be...\Union?\I thought I left it right here.\Oh well.\It's pretty...\Jin?\Are you there?\Jin, are you there? response:	Kagura is on his way.
context: Union?\I thought I left it right here.\Oh well.\It's pretty...\Jin?\Are you there?\Jin, are you there?\Kagura is on his way. response:	The gate to Vega will open soon.
context: I thought I left it right here.\Oh well.\It's pretty...\Jin?\Are you there?\Jin, are you there?\Kagura is on his way.\The gate to Vega will open soon. response:	Bring your Rare Igura before he destroys everything.
context: Oh well.\It's pretty...\Jin?\Are you there?\Jin, are you there?\Kagura is on his way.\The gate to Vega will open soon.\Bring your Rare Igura before he destroys everything. response:	Sorry I'm late.
context: It's pretty...\Jin?\Are you there?\Jin, are you there?\Kagura is on his way.\The gate to Vega will open soon.\Bring your Rare Igura before he destroys everything.\Sorry I'm late. response:	What's the matter?
context: Jin?\Are you there?\Jin, are you there?\Kagura is on his way.\The gate to Vega will open soon.\Bring your Rare Igura before he destroys everything.\Sorry I'm late.\What's the matter? response:	It's nothing.
context: Are you there?\Jin, are you there?\Kagura is on his way.\The gate to Vega will open soon.\Bring your Rare Igura before he destroys everything.\Sorry I'm late.\What's the matter?\It's nothing. response:	Cheers!
context: Jin, are you there?\Kagura is on his way.\The gate to Vega will open soon.\Bring your Rare Igura before he destroys everything.\Sorry I'm late.\What's the matter?\It's nothing.\Cheers! response:	Ladies and gentlemen, your feature presentation!
context: Kagura is on his way.\The gate to Vega will open soon.\Bring your Rare Igura before he destroys everything.\Sorry I'm late.\What's the matter?\It's nothing.\Cheers!\Ladies and gentlemen, your feature presentation! response:	A masterpiece for the ages, Skies of Aquaria!
context: The gate to Vega will open soon.\Bring your Rare Igura before he destroys everything.\Sorry I'm late.\What's the matter?\It's nothing.\Cheers!\Ladies and gentlemen, your feature presentation!\A masterpiece for the ages, Skies of Aquaria! response:	Sit back, relax, and enjoy!
context: Bring your Rare Igura before he destroys everything.\Sorry I'm late.\What's the matter?\It's nothing.\Cheers!\Ladies and gentlemen, your feature presentation!\A masterpiece for the ages, Skies of Aquaria!\Sit back, relax, and enjoy! response:	A story of a meeting and a parting.
context: Sorry I'm late.\What's the matter?\It's nothing.\Cheers!\Ladies and gentlemen, your feature presentation!\A masterpiece for the ages, Skies of Aquaria!\Sit back, relax, and enjoy!\A story of a meeting and a parting. response:	A story of a miracle.
context: What's the matter?\It's nothing.\Cheers!\Ladies and gentlemen, your feature presentation!\A masterpiece for the ages, Skies of Aquaria!\Sit back, relax, and enjoy!\A story of a meeting and a parting.\A story of a miracle. response:	A story of the promise we made 12,000 years ago beneath the tree of life.
context: It's nothing.\Cheers!\Ladies and gentlemen, your feature presentation!\A masterpiece for the ages, Skies of Aquaria!\Sit back, relax, and enjoy!\A story of a meeting and a parting.\A story of a miracle.\A story of the promise we made 12,000 years ago beneath the tree of life. response:	A story of love.
context: Cheers!\Ladies and gentlemen, your feature presentation!\A masterpiece for the ages, Skies of Aquaria!\Sit back, relax, and enjoy!\A story of a meeting and a parting.\A story of a miracle.\A story of the promise we made 12,000 years ago beneath the tree of life.\A story of love. response:	Everyone has the wings to fly beyond their destiny.
context: Ladies and gentlemen, your feature presentation!\A masterpiece for the ages, Skies of Aquaria!\Sit back, relax, and enjoy!\A story of a meeting and a parting.\A story of a miracle.\A story of the promise we made 12,000 years ago beneath the tree of life.\A story of love.\Everyone has the wings to fly beyond their destiny. response:	Abductor alert! Abductor alert!
context: A masterpiece for the ages, Skies of Aquaria!\Sit back, relax, and enjoy!\A story of a meeting and a parting.\A story of a miracle.\A story of the promise we made 12,000 years ago beneath the tree of life.\A story of love.\Everyone has the wings to fly beyond their destiny.\Abductor alert! Abductor alert! response:	Seriously?
context: Sit back, relax, and enjoy!\A story of a meeting and a parting.\A story of a miracle.\A story of the promise we made 12,000 years ago beneath the tree of life.\A story of love.\Everyone has the wings to fly beyond their destiny.\Abductor alert! Abductor alert!\Seriously? response:	We're being attacked now?!
context: A story of a meeting and a parting.\A story of a miracle.\A story of the promise we made 12,000 years ago beneath the tree of life.\A story of love.\Everyone has the wings to fly beyond their destiny.\Abductor alert! Abductor alert!\Seriously?\We're being attacked now?! response:	Kagura!
context: A story of a miracle.\A story of the promise we made 12,000 years ago beneath the tree of life.\A story of love.\Everyone has the wings to fly beyond their destiny.\Abductor alert! Abductor alert!\Seriously?\We're being attacked now?!\Kagura! response:	It's him!
context: A story of the promise we made 12,000 years ago beneath the tree of life.\A story of love.\Everyone has the wings to fly beyond their destiny.\Abductor alert! Abductor alert!\Seriously?\We're being attacked now?!\Kagura!\It's him! response:	Are you okay?
context: A story of love.\Everyone has the wings to fly beyond their destiny.\Abductor alert! Abductor alert!\Seriously?\We're being attacked now?!\Kagura!\It's him!\Are you okay? response:	Where's my wench?
context: Everyone has the wings to fly beyond their destiny.\Abductor alert! Abductor alert!\Seriously?\We're being attacked now?!\Kagura!\It's him!\Are you okay?\Where's my wench? response:	Yunoha Thrul.
context: Abductor alert! Abductor alert!\Seriously?\We're being attacked now?!\Kagura!\It's him!\Are you okay?\Where's my wench?\Yunoha Thrul. response:	Come with me.
context: Seriously?\We're being attacked now?!\Kagura!\It's him!\Are you okay?\Where's my wench?\Yunoha Thrul.\Come with me. response:	When the boys feelings halta di mana,
context: We're being attacked now?!\Kagura!\It's him!\Are you okay?\Where's my wench?\Yunoha Thrul.\Come with me.\When the boys feelings halta di mana, response:	the girl will learn cinca di mana for the first time.
context: Kagura!\It's him!\Are you okay?\Where's my wench?\Yunoha Thrul.\Come with me.\When the boys feelings halta di mana,\the girl will learn cinca di mana for the first time. response:	But the two of them will ola ola o.
context: It's him!\Are you okay?\Where's my wench?\Yunoha Thrul.\Come with me.\When the boys feelings halta di mana,\the girl will learn cinca di mana for the first time.\But the two of them will ola ola o. response:	Next time on Aquarion Evol: The Fallen Giant.
