context: Thank you for your help, Kanou-kun. response:	It's nothing.
context: I see. They're testing our resolve.\This is gonna be hot.\They've got to be kidding.\Let's quit.\Please have your partner on your back at all times.\You may switch as many times as you like.\The first 50 to come back will move on.\Please assemble at the starting line. response:	Let's go, Subaru-san.
context: This is gonna be hot.\They've got to be kidding.\Let's quit.\Please have your partner on your back at all times.\You may switch as many times as you like.\The first 50 to come back will move on.\Please assemble at the starting line.\Let's go, Subaru-san. response:	Are we seriously doing this?
context: They've got to be kidding.\Let's quit.\Please have your partner on your back at all times.\You may switch as many times as you like.\The first 50 to come back will move on.\Please assemble at the starting line.\Let's go, Subaru-san.\Are we seriously doing this? response:	Things like these are easy for me.
context: Let's quit.\Please have your partner on your back at all times.\You may switch as many times as you like.\The first 50 to come back will move on.\Please assemble at the starting line.\Let's go, Subaru-san.\Are we seriously doing this?\Things like these are easy for me. response:	I'll protect you, Subaru-san.
context: Please have your partner on your back at all times.\You may switch as many times as you like.\The first 50 to come back will move on.\Please assemble at the starting line.\Let's go, Subaru-san.\Are we seriously doing this?\Things like these are easy for me.\I'll protect you, Subaru-san. response:	Hold on, Misa-chan.
context: You may switch as many times as you like.\The first 50 to come back will move on.\Please assemble at the starting line.\Let's go, Subaru-san.\Are we seriously doing this?\Things like these are easy for me.\I'll protect you, Subaru-san.\Hold on, Misa-chan. response:	It's fine. I get it.
context: The first 50 to come back will move on.\Please assemble at the starting line.\Let's go, Subaru-san.\Are we seriously doing this?\Things like these are easy for me.\I'll protect you, Subaru-san.\Hold on, Misa-chan.\It's fine. I get it. response:	It's impossible.
context: Please assemble at the starting line.\Let's go, Subaru-san.\Are we seriously doing this?\Things like these are easy for me.\I'll protect you, Subaru-san.\Hold on, Misa-chan.\It's fine. I get it.\It's impossible. response:	We can't fight against someone that holds such a grand audition.
context: Let's go, Subaru-san.\Are we seriously doing this?\Things like these are easy for me.\I'll protect you, Subaru-san.\Hold on, Misa-chan.\It's fine. I get it.\It's impossible.\We can't fight against someone that holds such a grand audition. response:	Besides, if they find out that you're girls-
context: Are we seriously doing this?\Things like these are easy for me.\I'll protect you, Subaru-san.\Hold on, Misa-chan.\It's fine. I get it.\It's impossible.\We can't fight against someone that holds such a grand audition.\Besides, if they find out that you're girls- response:	It's not like you to give up before trying, Chief.
context: Things like these are easy for me.\I'll protect you, Subaru-san.\Hold on, Misa-chan.\It's fine. I get it.\It's impossible.\We can't fight against someone that holds such a grand audition.\Besides, if they find out that you're girls-\It's not like you to give up before trying, Chief. response:	But I'm-
context: I'll protect you, Subaru-san.\Hold on, Misa-chan.\It's fine. I get it.\It's impossible.\We can't fight against someone that holds such a grand audition.\Besides, if they find out that you're girls-\It's not like you to give up before trying, Chief.\But I'm- response:	Could you just let me be selfish and do it?
context: Hold on, Misa-chan.\It's fine. I get it.\It's impossible.\We can't fight against someone that holds such a grand audition.\Besides, if they find out that you're girls-\It's not like you to give up before trying, Chief.\But I'm-\Could you just let me be selfish and do it? response:	I'll make sure Misa-chan doesn't get hurt.
context: It's fine. I get it.\It's impossible.\We can't fight against someone that holds such a grand audition.\Besides, if they find out that you're girls-\It's not like you to give up before trying, Chief.\But I'm-\Could you just let me be selfish and do it?\I'll make sure Misa-chan doesn't get hurt. response:	See you later.
context: It's impossible.\We can't fight against someone that holds such a grand audition.\Besides, if they find out that you're girls-\It's not like you to give up before trying, Chief.\But I'm-\Could you just let me be selfish and do it?\I'll make sure Misa-chan doesn't get hurt.\See you later. response:	The fire doesn't go out once it's been lit, does it?
context: We can't fight against someone that holds such a grand audition.\Besides, if they find out that you're girls-\It's not like you to give up before trying, Chief.\But I'm-\Could you just let me be selfish and do it?\I'll make sure Misa-chan doesn't get hurt.\See you later.\The fire doesn't go out once it's been lit, does it? response:	I like passionate people.
context: Besides, if they find out that you're girls-\It's not like you to give up before trying, Chief.\But I'm-\Could you just let me be selfish and do it?\I'll make sure Misa-chan doesn't get hurt.\See you later.\The fire doesn't go out once it's been lit, does it?\I like passionate people. response:	They make me feel they'll accomplish something.
context: It's not like you to give up before trying, Chief.\But I'm-\Could you just let me be selfish and do it?\I'll make sure Misa-chan doesn't get hurt.\See you later.\The fire doesn't go out once it's been lit, does it?\I like passionate people.\They make me feel they'll accomplish something. response:	Right, Satsuki-san?
context: But I'm-\Could you just let me be selfish and do it?\I'll make sure Misa-chan doesn't get hurt.\See you later.\The fire doesn't go out once it's been lit, does it?\I like passionate people.\They make me feel they'll accomplish something.\Right, Satsuki-san? response:	I agree.
context: Could you just let me be selfish and do it?\I'll make sure Misa-chan doesn't get hurt.\See you later.\The fire doesn't go out once it's been lit, does it?\I like passionate people.\They make me feel they'll accomplish something.\Right, Satsuki-san?\I agree. response:	Are you all right? I'm not too heavy?
context: I'll make sure Misa-chan doesn't get hurt.\See you later.\The fire doesn't go out once it's been lit, does it?\I like passionate people.\They make me feel they'll accomplish something.\Right, Satsuki-san?\I agree.\Are you all right? I'm not too heavy? response:	You're totally okay.
context: See you later.\The fire doesn't go out once it's been lit, does it?\I like passionate people.\They make me feel they'll accomplish something.\Right, Satsuki-san?\I agree.\Are you all right? I'm not too heavy?\You're totally okay. response:	Are you sure?
context: The fire doesn't go out once it's been lit, does it?\I like passionate people.\They make me feel they'll accomplish something.\Right, Satsuki-san?\I agree.\Are you all right? I'm not too heavy?\You're totally okay.\Are you sure? response:	Despite what I said back there, it's me who's making the Chief look like that.
context: I like passionate people.\They make me feel they'll accomplish something.\Right, Satsuki-san?\I agree.\Are you all right? I'm not too heavy?\You're totally okay.\Are you sure?\Despite what I said back there, it's me who's making the Chief look like that. response:	It's because Miyabigaoka's president has a grudge against me that Maid Latte is...
context: They make me feel they'll accomplish something.\Right, Satsuki-san?\I agree.\Are you all right? I'm not too heavy?\You're totally okay.\Are you sure?\Despite what I said back there, it's me who's making the Chief look like that.\It's because Miyabigaoka's president has a grudge against me that Maid Latte is... response:	Is everyone ready?
context: Right, Satsuki-san?\I agree.\Are you all right? I'm not too heavy?\You're totally okay.\Are you sure?\Despite what I said back there, it's me who's making the Chief look like that.\It's because Miyabigaoka's president has a grudge against me that Maid Latte is...\Is everyone ready? response:	Ready-
context: I agree.\Are you all right? I'm not too heavy?\You're totally okay.\Are you sure?\Despite what I said back there, it's me who's making the Chief look like that.\It's because Miyabigaoka's president has a grudge against me that Maid Latte is...\Is everyone ready?\Ready- response:	This should be easy for Misa-chan.
context: Are you all right? I'm not too heavy?\You're totally okay.\Are you sure?\Despite what I said back there, it's me who's making the Chief look like that.\It's because Miyabigaoka's president has a grudge against me that Maid Latte is...\Is everyone ready?\Ready-\This should be easy for Misa-chan. response:	Misakichi! Go! Go! Beat them all!
context: You're totally okay.\Are you sure?\Despite what I said back there, it's me who's making the Chief look like that.\It's because Miyabigaoka's president has a grudge against me that Maid Latte is...\Is everyone ready?\Ready-\This should be easy for Misa-chan.\Misakichi! Go! Go! Beat them all! response:	Don't overwork yourselves!
context: Are you sure?\Despite what I said back there, it's me who's making the Chief look like that.\It's because Miyabigaoka's president has a grudge against me that Maid Latte is...\Is everyone ready?\Ready-\This should be easy for Misa-chan.\Misakichi! Go! Go! Beat them all!\Don't overwork yourselves! response:	L O V E Misa-chan!
context: Despite what I said back there, it's me who's making the Chief look like that.\It's because Miyabigaoka's president has a grudge against me that Maid Latte is...\Is everyone ready?\Ready-\This should be easy for Misa-chan.\Misakichi! Go! Go! Beat them all!\Don't overwork yourselves!\L O V E Misa-chan! response:	I'm done...
context: It's because Miyabigaoka's president has a grudge against me that Maid Latte is...\Is everyone ready?\Ready-\This should be easy for Misa-chan.\Misakichi! Go! Go! Beat them all!\Don't overwork yourselves!\L O V E Misa-chan!\I'm done... response:	Switch...
context: Is everyone ready?\Ready-\This should be easy for Misa-chan.\Misakichi! Go! Go! Beat them all!\Don't overwork yourselves!\L O V E Misa-chan!\I'm done...\Switch... response:	I can't go on.
context: Ready-\This should be easy for Misa-chan.\Misakichi! Go! Go! Beat them all!\Don't overwork yourselves!\L O V E Misa-chan!\I'm done...\Switch...\I can't go on. response:	This is too tough.
context: This should be easy for Misa-chan.\Misakichi! Go! Go! Beat them all!\Don't overwork yourselves!\L O V E Misa-chan!\I'm done...\Switch...\I can't go on.\This is too tough. response:	Are you okay, Misa-chan?
context: Misakichi! Go! Go! Beat them all!\Don't overwork yourselves!\L O V E Misa-chan!\I'm done...\Switch...\I can't go on.\This is too tough.\Are you okay, Misa-chan? response:	I'm fine!
context: Don't overwork yourselves!\L O V E Misa-chan!\I'm done...\Switch...\I can't go on.\This is too tough.\Are you okay, Misa-chan?\I'm fine! response:	It's hard to move around in a suit, but I think we can pass this stage easily.
context: L O V E Misa-chan!\I'm done...\Switch...\I can't go on.\This is too tough.\Are you okay, Misa-chan?\I'm fine!\It's hard to move around in a suit, but I think we can pass this stage easily. response:	That's the spirit!
context: I'm done...\Switch...\I can't go on.\This is too tough.\Are you okay, Misa-chan?\I'm fine!\It's hard to move around in a suit, but I think we can pass this stage easily.\That's the spirit! response:	Let's work through this together, Misa-chan!
context: Switch...\I can't go on.\This is too tough.\Are you okay, Misa-chan?\I'm fine!\It's hard to move around in a suit, but I think we can pass this stage easily.\That's the spirit!\Let's work through this together, Misa-chan! response:	You should be invincible with us to support you!
context: I can't go on.\This is too tough.\Are you okay, Misa-chan?\I'm fine!\It's hard to move around in a suit, but I think we can pass this stage easily.\That's the spirit!\Let's work through this together, Misa-chan!\You should be invincible with us to support you! response:	Stamina's the only thing Shiroyan has-
context: This is too tough.\Are you okay, Misa-chan?\I'm fine!\It's hard to move around in a suit, but I think we can pass this stage easily.\That's the spirit!\Let's work through this together, Misa-chan!\You should be invincible with us to support you!\Stamina's the only thing Shiroyan has- response:	Kurotatsu!
context: Are you okay, Misa-chan?\I'm fine!\It's hard to move around in a suit, but I think we can pass this stage easily.\That's the spirit!\Let's work through this together, Misa-chan!\You should be invincible with us to support you!\Stamina's the only thing Shiroyan has-\Kurotatsu! response:	What were they doing?
context: I'm fine!\It's hard to move around in a suit, but I think we can pass this stage easily.\That's the spirit!\Let's work through this together, Misa-chan!\You should be invincible with us to support you!\Stamina's the only thing Shiroyan has-\Kurotatsu!\What were they doing? response:	There are lots of different kinds of people taking part in this, aren't there?
context: It's hard to move around in a suit, but I think we can pass this stage easily.\That's the spirit!\Let's work through this together, Misa-chan!\You should be invincible with us to support you!\Stamina's the only thing Shiroyan has-\Kurotatsu!\What were they doing?\There are lots of different kinds of people taking part in this, aren't there? response:	I can see that.
context: That's the spirit!\Let's work through this together, Misa-chan!\You should be invincible with us to support you!\Stamina's the only thing Shiroyan has-\Kurotatsu!\What were they doing?\There are lots of different kinds of people taking part in this, aren't there?\I can see that. response:	You're 38th.
context: Let's work through this together, Misa-chan!\You should be invincible with us to support you!\Stamina's the only thing Shiroyan has-\Kurotatsu!\What were they doing?\There are lots of different kinds of people taking part in this, aren't there?\I can see that.\You're 38th. response:	Looks like there are fast people.
context: You should be invincible with us to support you!\Stamina's the only thing Shiroyan has-\Kurotatsu!\What were they doing?\There are lots of different kinds of people taking part in this, aren't there?\I can see that.\You're 38th.\Looks like there are fast people. response:	Good work, both of you.
context: Stamina's the only thing Shiroyan has-\Kurotatsu!\What were they doing?\There are lots of different kinds of people taking part in this, aren't there?\I can see that.\You're 38th.\Looks like there are fast people.\Good work, both of you. response:	As expected of Misaki-kun.
context: Kurotatsu!\What were they doing?\There are lots of different kinds of people taking part in this, aren't there?\I can see that.\You're 38th.\Looks like there are fast people.\Good work, both of you.\As expected of Misaki-kun. response:	It's nothing much.
context: What were they doing?\There are lots of different kinds of people taking part in this, aren't there?\I can see that.\You're 38th.\Looks like there are fast people.\Good work, both of you.\As expected of Misaki-kun.\It's nothing much. response:	Good luck to you, too, Subaru.
context: There are lots of different kinds of people taking part in this, aren't there?\I can see that.\You're 38th.\Looks like there are fast people.\Good work, both of you.\As expected of Misaki-kun.\It's nothing much.\Good luck to you, too, Subaru. response:	Stop sexually harassing me in the public.
context: I can see that.\You're 38th.\Looks like there are fast people.\Good work, both of you.\As expected of Misaki-kun.\It's nothing much.\Good luck to you, too, Subaru.\Stop sexually harassing me in the public. response:	Touching a guy's chest isn't sexual harassment.
context: You're 38th.\Looks like there are fast people.\Good work, both of you.\As expected of Misaki-kun.\It's nothing much.\Good luck to you, too, Subaru.\Stop sexually harassing me in the public.\Touching a guy's chest isn't sexual harassment. response:	Even if it isn't, please stop.
context: Looks like there are fast people.\Good work, both of you.\As expected of Misaki-kun.\It's nothing much.\Good luck to you, too, Subaru.\Stop sexually harassing me in the public.\Touching a guy's chest isn't sexual harassment.\Even if it isn't, please stop. response:	Gosh, Kanou-kun.
context: Good work, both of you.\As expected of Misaki-kun.\It's nothing much.\Good luck to you, too, Subaru.\Stop sexually harassing me in the public.\Touching a guy's chest isn't sexual harassment.\Even if it isn't, please stop.\Gosh, Kanou-kun. response:	Let me do some of the work next time, too.
context: As expected of Misaki-kun.\It's nothing much.\Good luck to you, too, Subaru.\Stop sexually harassing me in the public.\Touching a guy's chest isn't sexual harassment.\Even if it isn't, please stop.\Gosh, Kanou-kun.\Let me do some of the work next time, too. response:	You can't.
context: It's nothing much.\Good luck to you, too, Subaru.\Stop sexually harassing me in the public.\Touching a guy's chest isn't sexual harassment.\Even if it isn't, please stop.\Gosh, Kanou-kun.\Let me do some of the work next time, too.\You can't. response:	How do you know I can't before we even try it?
context: Good luck to you, too, Subaru.\Stop sexually harassing me in the public.\Touching a guy's chest isn't sexual harassment.\Even if it isn't, please stop.\Gosh, Kanou-kun.\Let me do some of the work next time, too.\You can't.\How do you know I can't before we even try it? response:	I can tell.
context: Stop sexually harassing me in the public.\Touching a guy's chest isn't sexual harassment.\Even if it isn't, please stop.\Gosh, Kanou-kun.\Let me do some of the work next time, too.\You can't.\How do you know I can't before we even try it?\I can tell. response:	Why are they here?
context: Touching a guy's chest isn't sexual harassment.\Even if it isn't, please stop.\Gosh, Kanou-kun.\Let me do some of the work next time, too.\You can't.\How do you know I can't before we even try it?\I can tell.\Why are they here? response:	What's wrong, Misaki-kun?
context: Even if it isn't, please stop.\Gosh, Kanou-kun.\Let me do some of the work next time, too.\You can't.\How do you know I can't before we even try it?\I can tell.\Why are they here?\What's wrong, Misaki-kun? response:	Erika-san!
context: Gosh, Kanou-kun.\Let me do some of the work next time, too.\You can't.\How do you know I can't before we even try it?\I can tell.\Why are they here?\What's wrong, Misaki-kun?\Erika-san! response:	Could you lend me those fake glasses of yours?
context: Let me do some of the work next time, too.\You can't.\How do you know I can't before we even try it?\I can tell.\Why are they here?\What's wrong, Misaki-kun?\Erika-san!\Could you lend me those fake glasses of yours? response:	Those who passed the first stage, please enter the gym.
context: You can't.\How do you know I can't before we even try it?\I can tell.\Why are they here?\What's wrong, Misaki-kun?\Erika-san!\Could you lend me those fake glasses of yours?\Those who passed the first stage, please enter the gym. response:	We will now proceed to the next stage.
context: How do you know I can't before we even try it?\I can tell.\Why are they here?\What's wrong, Misaki-kun?\Erika-san!\Could you lend me those fake glasses of yours?\Those who passed the first stage, please enter the gym.\We will now proceed to the next stage. response:	This is really a gym?
context: I can tell.\Why are they here?\What's wrong, Misaki-kun?\Erika-san!\Could you lend me those fake glasses of yours?\Those who passed the first stage, please enter the gym.\We will now proceed to the next stage.\This is really a gym? response:	You can play baseball in here.
context: Why are they here?\What's wrong, Misaki-kun?\Erika-san!\Could you lend me those fake glasses of yours?\Those who passed the first stage, please enter the gym.\We will now proceed to the next stage.\This is really a gym?\You can play baseball in here. response:	I can hardly tell that it's them standing there.
context: What's wrong, Misaki-kun?\Erika-san!\Could you lend me those fake glasses of yours?\Those who passed the first stage, please enter the gym.\We will now proceed to the next stage.\This is really a gym?\You can play baseball in here.\I can hardly tell that it's them standing there. response:	Everything is high-end, too.
context: Erika-san!\Could you lend me those fake glasses of yours?\Those who passed the first stage, please enter the gym.\We will now proceed to the next stage.\This is really a gym?\You can play baseball in here.\I can hardly tell that it's them standing there.\Everything is high-end, too. response:	It's amazing here, Kanou-kun.
context: Could you lend me those fake glasses of yours?\Those who passed the first stage, please enter the gym.\We will now proceed to the next stage.\This is really a gym?\You can play baseball in here.\I can hardly tell that it's them standing there.\Everything is high-end, too.\It's amazing here, Kanou-kun. response:	It is.
context: Those who passed the first stage, please enter the gym.\We will now proceed to the next stage.\This is really a gym?\You can play baseball in here.\I can hardly tell that it's them standing there.\Everything is high-end, too.\It's amazing here, Kanou-kun.\It is. response:	Are they interested in a job like this?
context: We will now proceed to the next stage.\This is really a gym?\You can play baseball in here.\I can hardly tell that it's them standing there.\Everything is high-end, too.\It's amazing here, Kanou-kun.\It is.\Are they interested in a job like this? response:	If they find out who I am now, it'll get ugly.
context: This is really a gym?\You can play baseball in here.\I can hardly tell that it's them standing there.\Everything is high-end, too.\It's amazing here, Kanou-kun.\It is.\Are they interested in a job like this?\If they find out who I am now, it'll get ugly. response:	Hey there, Mis-
context: You can play baseball in here.\I can hardly tell that it's them standing there.\Everything is high-end, too.\It's amazing here, Kanou-kun.\It is.\Are they interested in a job like this?\If they find out who I am now, it'll get ugly.\Hey there, Mis- response:	Good work with the first assignment.
context: I can hardly tell that it's them standing there.\Everything is high-end, too.\It's amazing here, Kanou-kun.\It is.\Are they interested in a job like this?\If they find out who I am now, it'll get ugly.\Hey there, Mis-\Good work with the first assignment. response:	Many of you were probably surprised by the unique task you were given.
context: Everything is high-end, too.\It's amazing here, Kanou-kun.\It is.\Are they interested in a job like this?\If they find out who I am now, it'll get ugly.\Hey there, Mis-\Good work with the first assignment.\Many of you were probably surprised by the unique task you were given. response:	Misa-chan stepped on us.
context: It's amazing here, Kanou-kun.\It is.\Are they interested in a job like this?\If they find out who I am now, it'll get ugly.\Hey there, Mis-\Good work with the first assignment.\Many of you were probably surprised by the unique task you were given.\Misa-chan stepped on us. response:	We wanted to see how serious you are.
context: It is.\Are they interested in a job like this?\If they find out who I am now, it'll get ugly.\Hey there, Mis-\Good work with the first assignment.\Many of you were probably surprised by the unique task you were given.\Misa-chan stepped on us.\We wanted to see how serious you are. response:	I'll be frank with you.
context: Are they interested in a job like this?\If they find out who I am now, it'll get ugly.\Hey there, Mis-\Good work with the first assignment.\Many of you were probably surprised by the unique task you were given.\Misa-chan stepped on us.\We wanted to see how serious you are.\I'll be frank with you. response:	Working as a footman is very rigorous.
context: If they find out who I am now, it'll get ugly.\Hey there, Mis-\Good work with the first assignment.\Many of you were probably surprised by the unique task you were given.\Misa-chan stepped on us.\We wanted to see how serious you are.\I'll be frank with you.\Working as a footman is very rigorous. response:	And because it's rigorous, you need the ability to help your colleague.
context: Hey there, Mis-\Good work with the first assignment.\Many of you were probably surprised by the unique task you were given.\Misa-chan stepped on us.\We wanted to see how serious you are.\I'll be frank with you.\Working as a footman is very rigorous.\And because it's rigorous, you need the ability to help your colleague. response:	That's why this is a pair audition.
context: Good work with the first assignment.\Many of you were probably surprised by the unique task you were given.\Misa-chan stepped on us.\We wanted to see how serious you are.\I'll be frank with you.\Working as a footman is very rigorous.\And because it's rigorous, you need the ability to help your colleague.\That's why this is a pair audition. response:	We will use it to see how well you can cooperate and complete your tasks.
context: Many of you were probably surprised by the unique task you were given.\Misa-chan stepped on us.\We wanted to see how serious you are.\I'll be frank with you.\Working as a footman is very rigorous.\And because it's rigorous, you need the ability to help your colleague.\That's why this is a pair audition.\We will use it to see how well you can cooperate and complete your tasks. response:	The judges will be butlers, including myself and the student council president of Miyabigaoka Academy that lent us the campus,
context: Misa-chan stepped on us.\We wanted to see how serious you are.\I'll be frank with you.\Working as a footman is very rigorous.\And because it's rigorous, you need the ability to help your colleague.\That's why this is a pair audition.\We will use it to see how well you can cooperate and complete your tasks.\The judges will be butlers, including myself and the student council president of Miyabigaoka Academy that lent us the campus, response:	President Igarashi.
context: We wanted to see how serious you are.\I'll be frank with you.\Working as a footman is very rigorous.\And because it's rigorous, you need the ability to help your colleague.\That's why this is a pair audition.\We will use it to see how well you can cooperate and complete your tasks.\The judges will be butlers, including myself and the student council president of Miyabigaoka Academy that lent us the campus,\President Igarashi. response:	There you are, you perverted tyrant.
context: I'll be frank with you.\Working as a footman is very rigorous.\And because it's rigorous, you need the ability to help your colleague.\That's why this is a pair audition.\We will use it to see how well you can cooperate and complete your tasks.\The judges will be butlers, including myself and the student council president of Miyabigaoka Academy that lent us the campus,\President Igarashi.\There you are, you perverted tyrant. response:	Just you wait. I'll make it all the way to the end.
context: Working as a footman is very rigorous.\And because it's rigorous, you need the ability to help your colleague.\That's why this is a pair audition.\We will use it to see how well you can cooperate and complete your tasks.\The judges will be butlers, including myself and the student council president of Miyabigaoka Academy that lent us the campus,\President Igarashi.\There you are, you perverted tyrant.\Just you wait. I'll make it all the way to the end. response:	We will now move on to the next assignment.
context: And because it's rigorous, you need the ability to help your colleague.\That's why this is a pair audition.\We will use it to see how well you can cooperate and complete your tasks.\The judges will be butlers, including myself and the student council president of Miyabigaoka Academy that lent us the campus,\President Igarashi.\There you are, you perverted tyrant.\Just you wait. I'll make it all the way to the end.\We will now move on to the next assignment. response:	Out of my way!
context: That's why this is a pair audition.\We will use it to see how well you can cooperate and complete your tasks.\The judges will be butlers, including myself and the student council president of Miyabigaoka Academy that lent us the campus,\President Igarashi.\There you are, you perverted tyrant.\Just you wait. I'll make it all the way to the end.\We will now move on to the next assignment.\Out of my way! response:	Great work.
context: We will use it to see how well you can cooperate and complete your tasks.\The judges will be butlers, including myself and the student council president of Miyabigaoka Academy that lent us the campus,\President Igarashi.\There you are, you perverted tyrant.\Just you wait. I'll make it all the way to the end.\We will now move on to the next assignment.\Out of my way!\Great work. response:	That concludes the 1st phase of the audition, which tested your stamina.
context: The judges will be butlers, including myself and the student council president of Miyabigaoka Academy that lent us the campus,\President Igarashi.\There you are, you perverted tyrant.\Just you wait. I'll make it all the way to the end.\We will now move on to the next assignment.\Out of my way!\Great work.\That concludes the 1st phase of the audition, which tested your stamina. response:	I'm dying...
context: President Igarashi.\There you are, you perverted tyrant.\Just you wait. I'll make it all the way to the end.\We will now move on to the next assignment.\Out of my way!\Great work.\That concludes the 1st phase of the audition, which tested your stamina.\I'm dying... response:	Being a footman requires this much strength?
context: There you are, you perverted tyrant.\Just you wait. I'll make it all the way to the end.\We will now move on to the next assignment.\Out of my way!\Great work.\That concludes the 1st phase of the audition, which tested your stamina.\I'm dying...\Being a footman requires this much strength? response:	I'm not done yet.
context: Just you wait. I'll make it all the way to the end.\We will now move on to the next assignment.\Out of my way!\Great work.\That concludes the 1st phase of the audition, which tested your stamina.\I'm dying...\Being a footman requires this much strength?\I'm not done yet. response:	Before we move on to the 2nd phase, we would like you to get changed.
context: We will now move on to the next assignment.\Out of my way!\Great work.\That concludes the 1st phase of the audition, which tested your stamina.\I'm dying...\Being a footman requires this much strength?\I'm not done yet.\Before we move on to the 2nd phase, we would like you to get changed. response:	We will provide you with a tailcoat now, and you have one minute.
context: Out of my way!\Great work.\That concludes the 1st phase of the audition, which tested your stamina.\I'm dying...\Being a footman requires this much strength?\I'm not done yet.\Before we move on to the 2nd phase, we would like you to get changed.\We will provide you with a tailcoat now, and you have one minute. response:	One minute?!
context: Great work.\That concludes the 1st phase of the audition, which tested your stamina.\I'm dying...\Being a footman requires this much strength?\I'm not done yet.\Before we move on to the 2nd phase, we would like you to get changed.\We will provide you with a tailcoat now, and you have one minute.\One minute?! response:	He's crazy!
context: That concludes the 1st phase of the audition, which tested your stamina.\I'm dying...\Being a footman requires this much strength?\I'm not done yet.\Before we move on to the 2nd phase, we would like you to get changed.\We will provide you with a tailcoat now, and you have one minute.\One minute?!\He's crazy! response:	You must be quick at anything.
context: I'm dying...\Being a footman requires this much strength?\I'm not done yet.\Before we move on to the 2nd phase, we would like you to get changed.\We will provide you with a tailcoat now, and you have one minute.\One minute?!\He's crazy!\You must be quick at anything. response:	Is everyone ready?
context: Being a footman requires this much strength?\I'm not done yet.\Before we move on to the 2nd phase, we would like you to get changed.\We will provide you with a tailcoat now, and you have one minute.\One minute?!\He's crazy!\You must be quick at anything.\Is everyone ready? response:	We're changing here?
context: I'm not done yet.\Before we move on to the 2nd phase, we would like you to get changed.\We will provide you with a tailcoat now, and you have one minute.\One minute?!\He's crazy!\You must be quick at anything.\Is everyone ready?\We're changing here? response:	The changing room for the two of you will get taken away a minute later, so please watch out.
context: Before we move on to the 2nd phase, we would like you to get changed.\We will provide you with a tailcoat now, and you have one minute.\One minute?!\He's crazy!\You must be quick at anything.\Is everyone ready?\We're changing here?\The changing room for the two of you will get taken away a minute later, so please watch out. response:	Ready-
context: We will provide you with a tailcoat now, and you have one minute.\One minute?!\He's crazy!\You must be quick at anything.\Is everyone ready?\We're changing here?\The changing room for the two of you will get taken away a minute later, so please watch out.\Ready- response:	Start!
context: One minute?!\He's crazy!\You must be quick at anything.\Is everyone ready?\We're changing here?\The changing room for the two of you will get taken away a minute later, so please watch out.\Ready-\Start! response:	Crap....
context: He's crazy!\You must be quick at anything.\Is everyone ready?\We're changing here?\The changing room for the two of you will get taken away a minute later, so please watch out.\Ready-\Start!\Crap.... response:	L-L-L-Let's hurry, Subaru-kun.
context: You must be quick at anything.\Is everyone ready?\We're changing here?\The changing room for the two of you will get taken away a minute later, so please watch out.\Ready-\Start!\Crap....\L-L-L-Let's hurry, Subaru-kun. response:	Okay, Misaki-kun!
context: Is everyone ready?\We're changing here?\The changing room for the two of you will get taken away a minute later, so please watch out.\Ready-\Start!\Crap....\L-L-L-Let's hurry, Subaru-kun.\Okay, Misaki-kun! response:	Isn't this pretty dangerous?
context: We're changing here?\The changing room for the two of you will get taken away a minute later, so please watch out.\Ready-\Start!\Crap....\L-L-L-Let's hurry, Subaru-kun.\Okay, Misaki-kun!\Isn't this pretty dangerous? response:	Misaki-kun's always fast, so she's probably fine, but Subaru-kun's...
context: The changing room for the two of you will get taken away a minute later, so please watch out.\Ready-\Start!\Crap....\L-L-L-Let's hurry, Subaru-kun.\Okay, Misaki-kun!\Isn't this pretty dangerous?\Misaki-kun's always fast, so she's probably fine, but Subaru-kun's... response:	That's one minute.
context: Ready-\Start!\Crap....\L-L-L-Let's hurry, Subaru-kun.\Okay, Misaki-kun!\Isn't this pretty dangerous?\Misaki-kun's always fast, so she's probably fine, but Subaru-kun's...\That's one minute. response:	I knew she'd be out.
context: Start!\Crap....\L-L-L-Let's hurry, Subaru-kun.\Okay, Misaki-kun!\Isn't this pretty dangerous?\Misaki-kun's always fast, so she's probably fine, but Subaru-kun's...\That's one minute.\I knew she'd be out. response:	What? A girl?
context: Crap....\L-L-L-Let's hurry, Subaru-kun.\Okay, Misaki-kun!\Isn't this pretty dangerous?\Misaki-kun's always fast, so she's probably fine, but Subaru-kun's...\That's one minute.\I knew she'd be out.\What? A girl? response:	Why?
context: L-L-L-Let's hurry, Subaru-kun.\Okay, Misaki-kun!\Isn't this pretty dangerous?\Misaki-kun's always fast, so she's probably fine, but Subaru-kun's...\That's one minute.\I knew she'd be out.\What? A girl?\Why? response:	It's a girl!
context: Okay, Misaki-kun!\Isn't this pretty dangerous?\Misaki-kun's always fast, so she's probably fine, but Subaru-kun's...\That's one minute.\I knew she'd be out.\What? A girl?\Why?\It's a girl! response:	I'm sorry, Misa-chan.
context: Isn't this pretty dangerous?\Misaki-kun's always fast, so she's probably fine, but Subaru-kun's...\That's one minute.\I knew she'd be out.\What? A girl?\Why?\It's a girl!\I'm sorry, Misa-chan. response:	Crap...
context: Misaki-kun's always fast, so she's probably fine, but Subaru-kun's...\That's one minute.\I knew she'd be out.\What? A girl?\Why?\It's a girl!\I'm sorry, Misa-chan.\Crap... response:	Hey! Then maybe those masked guys are actually girls, too!
