context: Wise Woman Beatrix. response:	Shibiladula Reladibula.
context: Anyway, I won't accept you just up and leaving!\I had almost forgotten your disposition.\This attitude of yours, the disdain you display for tradition and history, truly infuriates me.\In any case, I do not recall requiring your permission to drop out.\I-I can't just sit idly by while my rival's running away.\I have never once viewed you as my rival.\If you have vented to your satisfaction\Is this really what you want, Diana? response:	You know, coming to Luna Nova has always been my dream.
context: I had almost forgotten your disposition.\This attitude of yours, the disdain you display for tradition and history, truly infuriates me.\In any case, I do not recall requiring your permission to drop out.\I-I can't just sit idly by while my rival's running away.\I have never once viewed you as my rival.\If you have vented to your satisfaction\Is this really what you want, Diana?\You know, coming to Luna Nova has always been my dream. response:	I idolized Chariot, so it was my dream to go to the same school as her.
context: This attitude of yours, the disdain you display for tradition and history, truly infuriates me.\In any case, I do not recall requiring your permission to drop out.\I-I can't just sit idly by while my rival's running away.\I have never once viewed you as my rival.\If you have vented to your satisfaction\Is this really what you want, Diana?\You know, coming to Luna Nova has always been my dream.\I idolized Chariot, so it was my dream to go to the same school as her. response:	But now, that dream has grown.
context: In any case, I do not recall requiring your permission to drop out.\I-I can't just sit idly by while my rival's running away.\I have never once viewed you as my rival.\If you have vented to your satisfaction\Is this really what you want, Diana?\You know, coming to Luna Nova has always been my dream.\I idolized Chariot, so it was my dream to go to the same school as her.\But now, that dream has grown. response:	Everything I experienced and all the people I met here are important to me.
context: I-I can't just sit idly by while my rival's running away.\I have never once viewed you as my rival.\If you have vented to your satisfaction\Is this really what you want, Diana?\You know, coming to Luna Nova has always been my dream.\I idolized Chariot, so it was my dream to go to the same school as her.\But now, that dream has grown.\Everything I experienced and all the people I met here are important to me. response:	I love everything here just as much as I love Chariot!
context: I have never once viewed you as my rival.\If you have vented to your satisfaction\Is this really what you want, Diana?\You know, coming to Luna Nova has always been my dream.\I idolized Chariot, so it was my dream to go to the same school as her.\But now, that dream has grown.\Everything I experienced and all the people I met here are important to me.\I love everything here just as much as I love Chariot! response:	Don't you love Luna Nova too, Diana?
context: If you have vented to your satisfaction\Is this really what you want, Diana?\You know, coming to Luna Nova has always been my dream.\I idolized Chariot, so it was my dream to go to the same school as her.\But now, that dream has grown.\Everything I experienced and all the people I met here are important to me.\I love everything here just as much as I love Chariot!\Don't you love Luna Nova too, Diana? response:	Can you really throw it all away so easily?
context: Is this really what you want, Diana?\You know, coming to Luna Nova has always been my dream.\I idolized Chariot, so it was my dream to go to the same school as her.\But now, that dream has grown.\Everything I experienced and all the people I met here are important to me.\I love everything here just as much as I love Chariot!\Don't you love Luna Nova too, Diana?\Can you really throw it all away so easily? response:	This is a house of learning. Everyone must leave the nest eventually.
context: You know, coming to Luna Nova has always been my dream.\I idolized Chariot, so it was my dream to go to the same school as her.\But now, that dream has grown.\Everything I experienced and all the people I met here are important to me.\I love everything here just as much as I love Chariot!\Don't you love Luna Nova too, Diana?\Can you really throw it all away so easily?\This is a house of learning. Everyone must leave the nest eventually. response:	My time simply came sooner.
context: I idolized Chariot, so it was my dream to go to the same school as her.\But now, that dream has grown.\Everything I experienced and all the people I met here are important to me.\I love everything here just as much as I love Chariot!\Don't you love Luna Nova too, Diana?\Can you really throw it all away so easily?\This is a house of learning. Everyone must leave the nest eventually.\My time simply came sooner. response:	I am the heiress of the long-standing House of Cavendish.
context: But now, that dream has grown.\Everything I experienced and all the people I met here are important to me.\I love everything here just as much as I love Chariot!\Don't you love Luna Nova too, Diana?\Can you really throw it all away so easily?\This is a house of learning. Everyone must leave the nest eventually.\My time simply came sooner.\I am the heiress of the long-standing House of Cavendish. response:	And it is my duty to protect it.
context: Everything I experienced and all the people I met here are important to me.\I love everything here just as much as I love Chariot!\Don't you love Luna Nova too, Diana?\Can you really throw it all away so easily?\This is a house of learning. Everyone must leave the nest eventually.\My time simply came sooner.\I am the heiress of the long-standing House of Cavendish.\And it is my duty to protect it. response:	But why do you have to go so far?!
context: I love everything here just as much as I love Chariot!\Don't you love Luna Nova too, Diana?\Can you really throw it all away so easily?\This is a house of learning. Everyone must leave the nest eventually.\My time simply came sooner.\I am the heiress of the long-standing House of Cavendish.\And it is my duty to protect it.\But why do you have to go so far?! response:	I'm hardly surprised to see you not understand, given how ignorant you seem to be of past wonders.
context: Don't you love Luna Nova too, Diana?\Can you really throw it all away so easily?\This is a house of learning. Everyone must leave the nest eventually.\My time simply came sooner.\I am the heiress of the long-standing House of Cavendish.\And it is my duty to protect it.\But why do you have to go so far?!\I'm hardly surprised to see you not understand, given how ignorant you seem to be of past wonders. response:	S-Still...
context: Can you really throw it all away so easily?\This is a house of learning. Everyone must leave the nest eventually.\My time simply came sooner.\I am the heiress of the long-standing House of Cavendish.\And it is my duty to protect it.\But why do you have to go so far?!\I'm hardly surprised to see you not understand, given how ignorant you seem to be of past wonders.\S-Still... response:	Instead of worrying about me, shouldn't you be putting more effort into finding the Words?
context: This is a house of learning. Everyone must leave the nest eventually.\My time simply came sooner.\I am the heiress of the long-standing House of Cavendish.\And it is my duty to protect it.\But why do you have to go so far?!\I'm hardly surprised to see you not understand, given how ignorant you seem to be of past wonders.\S-Still...\Instead of worrying about me, shouldn't you be putting more effort into finding the Words? response:	You know about the Words?
context: My time simply came sooner.\I am the heiress of the long-standing House of Cavendish.\And it is my duty to protect it.\But why do you have to go so far?!\I'm hardly surprised to see you not understand, given how ignorant you seem to be of past wonders.\S-Still...\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\You know about the Words? response:	Yes, I learned of them by way of my own research.
context: I am the heiress of the long-standing House of Cavendish.\And it is my duty to protect it.\But why do you have to go so far?!\I'm hardly surprised to see you not understand, given how ignorant you seem to be of past wonders.\S-Still...\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\You know about the Words?\Yes, I learned of them by way of my own research. response:	The Grand Triskelion, sealed by the Nine Olde Witches.
context: And it is my duty to protect it.\But why do you have to go so far?!\I'm hardly surprised to see you not understand, given how ignorant you seem to be of past wonders.\S-Still...\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\You know about the Words?\Yes, I learned of them by way of my own research.\The Grand Triskelion, sealed by the Nine Olde Witches. response:	I wanted to know exactly what it was.
context: But why do you have to go so far?!\I'm hardly surprised to see you not understand, given how ignorant you seem to be of past wonders.\S-Still...\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\You know about the Words?\Yes, I learned of them by way of my own research.\The Grand Triskelion, sealed by the Nine Olde Witches.\I wanted to know exactly what it was. response:	If I were to acquire its power, I could save a great many people,
context: I'm hardly surprised to see you not understand, given how ignorant you seem to be of past wonders.\S-Still...\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\You know about the Words?\Yes, I learned of them by way of my own research.\The Grand Triskelion, sealed by the Nine Olde Witches.\I wanted to know exactly what it was.\If I were to acquire its power, I could save a great many people, response:	not to mention restoring the dignity of the magic world.
context: S-Still...\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\You know about the Words?\Yes, I learned of them by way of my own research.\The Grand Triskelion, sealed by the Nine Olde Witches.\I wanted to know exactly what it was.\If I were to acquire its power, I could save a great many people,\not to mention restoring the dignity of the magic world. response:	Just as my mother wished...
context: Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\You know about the Words?\Yes, I learned of them by way of my own research.\The Grand Triskelion, sealed by the Nine Olde Witches.\I wanted to know exactly what it was.\If I were to acquire its power, I could save a great many people,\not to mention restoring the dignity of the magic world.\Just as my mother wished... response:	Then why don't you look for the Words too, Diana?!
context: You know about the Words?\Yes, I learned of them by way of my own research.\The Grand Triskelion, sealed by the Nine Olde Witches.\I wanted to know exactly what it was.\If I were to acquire its power, I could save a great many people,\not to mention restoring the dignity of the magic world.\Just as my mother wished...\Then why don't you look for the Words too, Diana?! response:	Only the person chosen by the Shiny Rod can do so!
context: Yes, I learned of them by way of my own research.\The Grand Triskelion, sealed by the Nine Olde Witches.\I wanted to know exactly what it was.\If I were to acquire its power, I could save a great many people,\not to mention restoring the dignity of the magic world.\Just as my mother wished...\Then why don't you look for the Words too, Diana?!\Only the person chosen by the Shiny Rod can do so! response:	Akko, you are the chosen one!
context: The Grand Triskelion, sealed by the Nine Olde Witches.\I wanted to know exactly what it was.\If I were to acquire its power, I could save a great many people,\not to mention restoring the dignity of the magic world.\Just as my mother wished...\Then why don't you look for the Words too, Diana?!\Only the person chosen by the Shiny Rod can do so!\Akko, you are the chosen one! response:	The... one?
context: I wanted to know exactly what it was.\If I were to acquire its power, I could save a great many people,\not to mention restoring the dignity of the magic world.\Just as my mother wished...\Then why don't you look for the Words too, Diana?!\Only the person chosen by the Shiny Rod can do so!\Akko, you are the chosen one!\The... one? response:	Tia Freyre!
context: If I were to acquire its power, I could save a great many people,\not to mention restoring the dignity of the magic world.\Just as my mother wished...\Then why don't you look for the Words too, Diana?!\Only the person chosen by the Shiny Rod can do so!\Akko, you are the chosen one!\The... one?\Tia Freyre! response:	Apply yourself, and become a witch worthy of the Grand Triskelion's Words.
context: not to mention restoring the dignity of the magic world.\Just as my mother wished...\Then why don't you look for the Words too, Diana?!\Only the person chosen by the Shiny Rod can do so!\Akko, you are the chosen one!\The... one?\Tia Freyre!\Apply yourself, and become a witch worthy of the Grand Triskelion's Words. response:	I did not dislike any of this, neither the professors I had nor the friends I made.
context: Just as my mother wished...\Then why don't you look for the Words too, Diana?!\Only the person chosen by the Shiny Rod can do so!\Akko, you are the chosen one!\The... one?\Tia Freyre!\Apply yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike any of this, neither the professors I had nor the friends I made. response:	Diana!
context: Then why don't you look for the Words too, Diana?!\Only the person chosen by the Shiny Rod can do so!\Akko, you are the chosen one!\The... one?\Tia Freyre!\Apply yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike any of this, neither the professors I had nor the friends I made.\Diana! response:	Diana...
context: Only the person chosen by the Shiny Rod can do so!\Akko, you are the chosen one!\The... one?\Tia Freyre!\Apply yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike any of this, neither the professors I had nor the friends I made.\Diana!\Diana... response:	Farewell, Luna Nova.
context: Akko, you are the chosen one!\The... one?\Tia Freyre!\Apply yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike any of this, neither the professors I had nor the friends I made.\Diana!\Diana...\Farewell, Luna Nova. response:	Diana...
context: The... one?\Tia Freyre!\Apply yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike any of this, neither the professors I had nor the friends I made.\Diana!\Diana...\Farewell, Luna Nova.\Diana... response:	Professor Ursula!
context: Tia Freyre!\Apply yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike any of this, neither the professors I had nor the friends I made.\Diana!\Diana...\Farewell, Luna Nova.\Diana...\Professor Ursula! response:	Professor Ursula!
context: Apply yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike any of this, neither the professors I had nor the friends I made.\Diana!\Diana...\Farewell, Luna Nova.\Diana...\Professor Ursula!\Professor Ursula! response:	Professor, please tell me where to find the Cavendish family!
context: I did not dislike any of this, neither the professors I had nor the friends I made.\Diana!\Diana...\Farewell, Luna Nova.\Diana...\Professor Ursula!\Professor Ursula!\Professor, please tell me where to find the Cavendish family! response:	What do you plan to do there?
context: Diana!\Diana...\Farewell, Luna Nova.\Diana...\Professor Ursula!\Professor Ursula!\Professor, please tell me where to find the Cavendish family!\What do you plan to do there? response:	Diana has an iron will.
context: Diana...\Farewell, Luna Nova.\Diana...\Professor Ursula!\Professor Ursula!\Professor, please tell me where to find the Cavendish family!\What do you plan to do there?\Diana has an iron will. response:	I know that.
context: Farewell, Luna Nova.\Diana...\Professor Ursula!\Professor Ursula!\Professor, please tell me where to find the Cavendish family!\What do you plan to do there?\Diana has an iron will.\I know that. response:	Even so, I must...
context: Diana...\Professor Ursula!\Professor Ursula!\Professor, please tell me where to find the Cavendish family!\What do you plan to do there?\Diana has an iron will.\I know that.\Even so, I must... response:	They live in Wedinburgh.
context: Professor Ursula!\Professor Ursula!\Professor, please tell me where to find the Cavendish family!\What do you plan to do there?\Diana has an iron will.\I know that.\Even so, I must...\They live in Wedinburgh. response:	Thank you so much!
context: Professor Ursula!\Professor, please tell me where to find the Cavendish family!\What do you plan to do there?\Diana has an iron will.\I know that.\Even so, I must...\They live in Wedinburgh.\Thank you so much! response:	Lotte, Sucy.
context: Professor, please tell me where to find the Cavendish family!\What do you plan to do there?\Diana has an iron will.\I know that.\Even so, I must...\They live in Wedinburgh.\Thank you so much!\Lotte, Sucy. response:	Here.
context: What do you plan to do there?\Diana has an iron will.\I know that.\Even so, I must...\They live in Wedinburgh.\Thank you so much!\Lotte, Sucy.\Here. response:	Take this too.
context: Diana has an iron will.\I know that.\Even so, I must...\They live in Wedinburgh.\Thank you so much!\Lotte, Sucy.\Here.\Take this too. response:	You're going to bring Diana back, right?
context: I know that.\Even so, I must...\They live in Wedinburgh.\Thank you so much!\Lotte, Sucy.\Here.\Take this too.\You're going to bring Diana back, right? response:	Get going already.
context: Even so, I must...\They live in Wedinburgh.\Thank you so much!\Lotte, Sucy.\Here.\Take this too.\You're going to bring Diana back, right?\Get going already. response:	Yeah! I'll be back!
context: They live in Wedinburgh.\Thank you so much!\Lotte, Sucy.\Here.\Take this too.\You're going to bring Diana back, right?\Get going already.\Yeah! I'll be back! response:	Little Witch Academia
context: Thank you so much!\Lotte, Sucy.\Here.\Take this too.\You're going to bring Diana back, right?\Get going already.\Yeah! I'll be back!\Little Witch Academia response:	Little Witch Academia
context: Lotte, Sucy.\Here.\Take this too.\You're going to bring Diana back, right?\Get going already.\Yeah! I'll be back!\Little Witch Academia\Little Witch Academia response:	Anna, thank you for the timely warning.
context: Here.\Take this too.\You're going to bring Diana back, right?\Get going already.\Yeah! I'll be back!\Little Witch Academia\Little Witch Academia\Anna, thank you for the timely warning. response:	My sincerest apologies. I had wished to hold her off at least until your graduation.
context: Take this too.\You're going to bring Diana back, right?\Get going already.\Yeah! I'll be back!\Little Witch Academia\Little Witch Academia\Anna, thank you for the timely warning.\My sincerest apologies. I had wished to hold her off at least until your graduation. response:	Enrolling was originally my own selfish request.
context: You're going to bring Diana back, right?\Get going already.\Yeah! I'll be back!\Little Witch Academia\Little Witch Academia\Anna, thank you for the timely warning.\My sincerest apologies. I had wished to hold her off at least until your graduation.\Enrolling was originally my own selfish request. response:	I should have resolved myself to do this sooner.
context: Get going already.\Yeah! I'll be back!\Little Witch Academia\Little Witch Academia\Anna, thank you for the timely warning.\My sincerest apologies. I had wished to hold her off at least until your graduation.\Enrolling was originally my own selfish request.\I should have resolved myself to do this sooner. response:	It had always been your dream...
context: Yeah! I'll be back!\Little Witch Academia\Little Witch Academia\Anna, thank you for the timely warning.\My sincerest apologies. I had wished to hold her off at least until your graduation.\Enrolling was originally my own selfish request.\I should have resolved myself to do this sooner.\It had always been your dream... response:	This much was enough.
context: Little Witch Academia\Little Witch Academia\Anna, thank you for the timely warning.\My sincerest apologies. I had wished to hold her off at least until your graduation.\Enrolling was originally my own selfish request.\I should have resolved myself to do this sooner.\It had always been your dream...\This much was enough. response:	I have more than satisfied my desires at this point.
context: Little Witch Academia\Anna, thank you for the timely warning.\My sincerest apologies. I had wished to hold her off at least until your graduation.\Enrolling was originally my own selfish request.\I should have resolved myself to do this sooner.\It had always been your dream...\This much was enough.\I have more than satisfied my desires at this point. response:	That said...
context: Anna, thank you for the timely warning.\My sincerest apologies. I had wished to hold her off at least until your graduation.\Enrolling was originally my own selfish request.\I should have resolved myself to do this sooner.\It had always been your dream...\This much was enough.\I have more than satisfied my desires at this point.\That said... response:	I did not expect to see this state of disrepair.
context: My sincerest apologies. I had wished to hold her off at least until your graduation.\Enrolling was originally my own selfish request.\I should have resolved myself to do this sooner.\It had always been your dream...\This much was enough.\I have more than satisfied my desires at this point.\That said...\I did not expect to see this state of disrepair. response:	The majority of the servants have already left.
context: Enrolling was originally my own selfish request.\I should have resolved myself to do this sooner.\It had always been your dream...\This much was enough.\I have more than satisfied my desires at this point.\That said...\I did not expect to see this state of disrepair.\The majority of the servants have already left. response:	Only a few remain.
context: I should have resolved myself to do this sooner.\It had always been your dream...\This much was enough.\I have more than satisfied my desires at this point.\That said...\I did not expect to see this state of disrepair.\The majority of the servants have already left.\Only a few remain. response:	Well, well, I was wondering who it could be at this hour.
context: It had always been your dream...\This much was enough.\I have more than satisfied my desires at this point.\That said...\I did not expect to see this state of disrepair.\The majority of the servants have already left.\Only a few remain.\Well, well, I was wondering who it could be at this hour. response:	If it isn't Diana.
context: This much was enough.\I have more than satisfied my desires at this point.\That said...\I did not expect to see this state of disrepair.\The majority of the servants have already left.\Only a few remain.\Well, well, I was wondering who it could be at this hour.\If it isn't Diana. response:	When I heard someone's footsteps, I assumed it was a burglar.
context: I have more than satisfied my desires at this point.\That said...\I did not expect to see this state of disrepair.\The majority of the servants have already left.\Only a few remain.\Well, well, I was wondering who it could be at this hour.\If it isn't Diana.\When I heard someone's footsteps, I assumed it was a burglar. response:	I apologize for startling you, Aunt Daryl.
context: That said...\I did not expect to see this state of disrepair.\The majority of the servants have already left.\Only a few remain.\Well, well, I was wondering who it could be at this hour.\If it isn't Diana.\When I heard someone's footsteps, I assumed it was a burglar.\I apologize for startling you, Aunt Daryl. response:	Oh, you certainly did surprise me, arriving without so much as a call.
context: I did not expect to see this state of disrepair.\The majority of the servants have already left.\Only a few remain.\Well, well, I was wondering who it could be at this hour.\If it isn't Diana.\When I heard someone's footsteps, I assumed it was a burglar.\I apologize for startling you, Aunt Daryl.\Oh, you certainly did surprise me, arriving without so much as a call. response:	Not to mention at this time of night.
context: The majority of the servants have already left.\Only a few remain.\Well, well, I was wondering who it could be at this hour.\If it isn't Diana.\When I heard someone's footsteps, I assumed it was a burglar.\I apologize for startling you, Aunt Daryl.\Oh, you certainly did surprise me, arriving without so much as a call.\Not to mention at this time of night. response:	I wasn't aware you were on holiday.
context: Only a few remain.\Well, well, I was wondering who it could be at this hour.\If it isn't Diana.\When I heard someone's footsteps, I assumed it was a burglar.\I apologize for startling you, Aunt Daryl.\Oh, you certainly did surprise me, arriving without so much as a call.\Not to mention at this time of night.\I wasn't aware you were on holiday. response:	There is something that concerns me, so I will be staying for the time being.
context: Well, well, I was wondering who it could be at this hour.\If it isn't Diana.\When I heard someone's footsteps, I assumed it was a burglar.\I apologize for startling you, Aunt Daryl.\Oh, you certainly did surprise me, arriving without so much as a call.\Not to mention at this time of night.\I wasn't aware you were on holiday.\There is something that concerns me, so I will be staying for the time being. response:	I couldn't be happier to hear that.
context: If it isn't Diana.\When I heard someone's footsteps, I assumed it was a burglar.\I apologize for startling you, Aunt Daryl.\Oh, you certainly did surprise me, arriving without so much as a call.\Not to mention at this time of night.\I wasn't aware you were on holiday.\There is something that concerns me, so I will be staying for the time being.\I couldn't be happier to hear that. response:	We'll be hosting a visitor who you are well acquainted with today.
context: When I heard someone's footsteps, I assumed it was a burglar.\I apologize for startling you, Aunt Daryl.\Oh, you certainly did surprise me, arriving without so much as a call.\Not to mention at this time of night.\I wasn't aware you were on holiday.\There is something that concerns me, so I will be staying for the time being.\I couldn't be happier to hear that.\We'll be hosting a visitor who you are well acquainted with today. response:	It will surely prove to be an entertaining dinner party.
context: I apologize for startling you, Aunt Daryl.\Oh, you certainly did surprise me, arriving without so much as a call.\Not to mention at this time of night.\I wasn't aware you were on holiday.\There is something that concerns me, so I will be staying for the time being.\I couldn't be happier to hear that.\We'll be hosting a visitor who you are well acquainted with today.\It will surely prove to be an entertaining dinner party. response:	A visitor?
context: Oh, you certainly did surprise me, arriving without so much as a call.\Not to mention at this time of night.\I wasn't aware you were on holiday.\There is something that concerns me, so I will be staying for the time being.\I couldn't be happier to hear that.\We'll be hosting a visitor who you are well acquainted with today.\It will surely prove to be an entertaining dinner party.\A visitor? response:	This is hardly the time for an extended conversation.
context: Not to mention at this time of night.\I wasn't aware you were on holiday.\There is something that concerns me, so I will be staying for the time being.\I couldn't be happier to hear that.\We'll be hosting a visitor who you are well acquainted with today.\It will surely prove to be an entertaining dinner party.\A visitor?\This is hardly the time for an extended conversation. response:	We can discuss the details later, at our leisure.
context: I wasn't aware you were on holiday.\There is something that concerns me, so I will be staying for the time being.\I couldn't be happier to hear that.\We'll be hosting a visitor who you are well acquainted with today.\It will surely prove to be an entertaining dinner party.\A visitor?\This is hardly the time for an extended conversation.\We can discuss the details later, at our leisure. response:	Yes, I concur, Aunt.
context: There is something that concerns me, so I will be staying for the time being.\I couldn't be happier to hear that.\We'll be hosting a visitor who you are well acquainted with today.\It will surely prove to be an entertaining dinner party.\A visitor?\This is hardly the time for an extended conversation.\We can discuss the details later, at our leisure.\Yes, I concur, Aunt. response:	Then let us speak again later.
context: I couldn't be happier to hear that.\We'll be hosting a visitor who you are well acquainted with today.\It will surely prove to be an entertaining dinner party.\A visitor?\This is hardly the time for an extended conversation.\We can discuss the details later, at our leisure.\Yes, I concur, Aunt.\Then let us speak again later. response:	I can't walk any more...
context: We'll be hosting a visitor who you are well acquainted with today.\It will surely prove to be an entertaining dinner party.\A visitor?\This is hardly the time for an extended conversation.\We can discuss the details later, at our leisure.\Yes, I concur, Aunt.\Then let us speak again later.\I can't walk any more... response:	And I'm so hungry...
context: It will surely prove to be an entertaining dinner party.\A visitor?\This is hardly the time for an extended conversation.\We can discuss the details later, at our leisure.\Yes, I concur, Aunt.\Then let us speak again later.\I can't walk any more...\And I'm so hungry... response:	Hitchhike!
context: A visitor?\This is hardly the time for an extended conversation.\We can discuss the details later, at our leisure.\Yes, I concur, Aunt.\Then let us speak again later.\I can't walk any more...\And I'm so hungry...\Hitchhike! response:	It's over.
context: This is hardly the time for an extended conversation.\We can discuss the details later, at our leisure.\Yes, I concur, Aunt.\Then let us speak again later.\I can't walk any more...\And I'm so hungry...\Hitchhike!\It's over. response:	I was wondering why you looked familiar.
context: We can discuss the details later, at our leisure.\Yes, I concur, Aunt.\Then let us speak again later.\I can't walk any more...\And I'm so hungry...\Hitchhike!\It's over.\I was wondering why you looked familiar. response:	Then it turns out you were that witch who ruined our party.
context: Yes, I concur, Aunt.\Then let us speak again later.\I can't walk any more...\And I'm so hungry...\Hitchhike!\It's over.\I was wondering why you looked familiar.\Then it turns out you were that witch who ruined our party. response:	Ruined? It did take a strange turn, but our guests sang nothing but praises of it.
context: Then let us speak again later.\I can't walk any more...\And I'm so hungry...\Hitchhike!\It's over.\I was wondering why you looked familiar.\Then it turns out you were that witch who ruined our party.\Ruined? It did take a strange turn, but our guests sang nothing but praises of it. response:	In any case, it should be a simple matter for a witch to fly to Wedinburgh.
context: I can't walk any more...\And I'm so hungry...\Hitchhike!\It's over.\I was wondering why you looked familiar.\Then it turns out you were that witch who ruined our party.\Ruined? It did take a strange turn, but our guests sang nothing but praises of it.\In any case, it should be a simple matter for a witch to fly to Wedinburgh. response:	Well, that's...
context: And I'm so hungry...\Hitchhike!\It's over.\I was wondering why you looked familiar.\Then it turns out you were that witch who ruined our party.\Ruined? It did take a strange turn, but our guests sang nothing but praises of it.\In any case, it should be a simple matter for a witch to fly to Wedinburgh.\Well, that's... response:	What does it matter? We were on our way there ourselves.
context: Hitchhike!\It's over.\I was wondering why you looked familiar.\Then it turns out you were that witch who ruined our party.\Ruined? It did take a strange turn, but our guests sang nothing but praises of it.\In any case, it should be a simple matter for a witch to fly to Wedinburgh.\Well, that's...\What does it matter? We were on our way there ourselves. response:	You can chalk this encounter up to a whim of fate.
context: It's over.\I was wondering why you looked familiar.\Then it turns out you were that witch who ruined our party.\Ruined? It did take a strange turn, but our guests sang nothing but praises of it.\In any case, it should be a simple matter for a witch to fly to Wedinburgh.\Well, that's...\What does it matter? We were on our way there ourselves.\You can chalk this encounter up to a whim of fate. response:	When the referee counted the goal just before the end of regulation time, our national supporters' rage erupted.
context: I was wondering why you looked familiar.\Then it turns out you were that witch who ruined our party.\Ruined? It did take a strange turn, but our guests sang nothing but praises of it.\In any case, it should be a simple matter for a witch to fly to Wedinburgh.\Well, that's...\What does it matter? We were on our way there ourselves.\You can chalk this encounter up to a whim of fate.\When the referee counted the goal just before the end of regulation time, our national supporters' rage erupted. response:	The irate supporters turned into a rioting mob,
context: Then it turns out you were that witch who ruined our party.\Ruined? It did take a strange turn, but our guests sang nothing but praises of it.\In any case, it should be a simple matter for a witch to fly to Wedinburgh.\Well, that's...\What does it matter? We were on our way there ourselves.\You can chalk this encounter up to a whim of fate.\When the referee counted the goal just before the end of regulation time, our national supporters' rage erupted.\The irate supporters turned into a rioting mob, response:	attacking the opposing nation's supporters and throwing the stadium into chaos.
context: Ruined? It did take a strange turn, but our guests sang nothing but praises of it.\In any case, it should be a simple matter for a witch to fly to Wedinburgh.\Well, that's...\What does it matter? We were on our way there ourselves.\You can chalk this encounter up to a whim of fate.\When the referee counted the goal just before the end of regulation time, our national supporters' rage erupted.\The irate supporters turned into a rioting mob,\attacking the opposing nation's supporters and throwing the stadium into chaos. response:	I am honestly ashamed that a silly ball game would turn into this uproar.
context: In any case, it should be a simple matter for a witch to fly to Wedinburgh.\Well, that's...\What does it matter? We were on our way there ourselves.\You can chalk this encounter up to a whim of fate.\When the referee counted the goal just before the end of regulation time, our national supporters' rage erupted.\The irate supporters turned into a rioting mob,\attacking the opposing nation's supporters and throwing the stadium into chaos.\I am honestly ashamed that a silly ball game would turn into this uproar. response:	Every single one of them is a mindless buffoon.
context: Well, that's...\What does it matter? We were on our way there ourselves.\You can chalk this encounter up to a whim of fate.\When the referee counted the goal just before the end of regulation time, our national supporters' rage erupted.\The irate supporters turned into a rioting mob,\attacking the opposing nation's supporters and throwing the stadium into chaos.\I am honestly ashamed that a silly ball game would turn into this uproar.\Every single one of them is a mindless buffoon. response:	Hey.
context: What does it matter? We were on our way there ourselves.\You can chalk this encounter up to a whim of fate.\When the referee counted the goal just before the end of regulation time, our national supporters' rage erupted.\The irate supporters turned into a rioting mob,\attacking the opposing nation's supporters and throwing the stadium into chaos.\I am honestly ashamed that a silly ball game would turn into this uproar.\Every single one of them is a mindless buffoon.\Hey. response:	Why are you and your dad going to Diana's house?
context: You can chalk this encounter up to a whim of fate.\When the referee counted the goal just before the end of regulation time, our national supporters' rage erupted.\The irate supporters turned into a rioting mob,\attacking the opposing nation's supporters and throwing the stadium into chaos.\I am honestly ashamed that a silly ball game would turn into this uproar.\Every single one of them is a mindless buffoon.\Hey.\Why are you and your dad going to Diana's house? response:	We were invited.
context: When the referee counted the goal just before the end of regulation time, our national supporters' rage erupted.\The irate supporters turned into a rioting mob,\attacking the opposing nation's supporters and throwing the stadium into chaos.\I am honestly ashamed that a silly ball game would turn into this uproar.\Every single one of them is a mindless buffoon.\Hey.\Why are you and your dad going to Diana's house?\We were invited. response:	It seems they have something to show us.
context: The irate supporters turned into a rioting mob,\attacking the opposing nation's supporters and throwing the stadium into chaos.\I am honestly ashamed that a silly ball game would turn into this uproar.\Every single one of them is a mindless buffoon.\Hey.\Why are you and your dad going to Diana's house?\We were invited.\It seems they have something to show us. response:	Oh yeah, you two are related.
context: attacking the opposing nation's supporters and throwing the stadium into chaos.\I am honestly ashamed that a silly ball game would turn into this uproar.\Every single one of them is a mindless buffoon.\Hey.\Why are you and your dad going to Diana's house?\We were invited.\It seems they have something to show us.\Oh yeah, you two are related. response:	That we are.
context: I am honestly ashamed that a silly ball game would turn into this uproar.\Every single one of them is a mindless buffoon.\Hey.\Why are you and your dad going to Diana's house?\We were invited.\It seems they have something to show us.\Oh yeah, you two are related.\That we are. response:	Anyway, what brings you all the way out to the Cavendish estate?
context: Every single one of them is a mindless buffoon.\Hey.\Why are you and your dad going to Diana's house?\We were invited.\It seems they have something to show us.\Oh yeah, you two are related.\That we are.\Anyway, what brings you all the way out to the Cavendish estate? response:	I came to bring Diana back!
