context: Editorial Department response:	Shounen Jack
context: You don't necessarily have to make the February serialization committee, right?\Shuujin, let's both do our best!\Easy for you to say. I'm the one who practically has to start from scratch.\Don't act like this doesn't involve you.\We're going to release this as an Ashirogi Mutou manga.\You may say that, but you did all the work on that one.\What I'm working on is Shiratori Shun's story.\Can you say that this is Ashirogi Mutou? response:	What's wrong?
context: Shuujin, let's both do our best!\Easy for you to say. I'm the one who practically has to start from scratch.\Don't act like this doesn't involve you.\We're going to release this as an Ashirogi Mutou manga.\You may say that, but you did all the work on that one.\What I'm working on is Shiratori Shun's story.\Can you say that this is Ashirogi Mutou?\What's wrong? response:	Are we going to be okay?
context: Easy for you to say. I'm the one who practically has to start from scratch.\Don't act like this doesn't involve you.\We're going to release this as an Ashirogi Mutou manga.\You may say that, but you did all the work on that one.\What I'm working on is Shiratori Shun's story.\Can you say that this is Ashirogi Mutou?\What's wrong?\Are we going to be okay? response:	Normally, wouldn't we both be desperately working on that one-shot?
context: Don't act like this doesn't involve you.\We're going to release this as an Ashirogi Mutou manga.\You may say that, but you did all the work on that one.\What I'm working on is Shiratori Shun's story.\Can you say that this is Ashirogi Mutou?\What's wrong?\Are we going to be okay?\Normally, wouldn't we both be desperately working on that one-shot? response:	Shuujin...
context: We're going to release this as an Ashirogi Mutou manga.\You may say that, but you did all the work on that one.\What I'm working on is Shiratori Shun's story.\Can you say that this is Ashirogi Mutou?\What's wrong?\Are we going to be okay?\Normally, wouldn't we both be desperately working on that one-shot?\Shuujin... response:	PCP won't become an anime.
context: You may say that, but you did all the work on that one.\What I'm working on is Shiratori Shun's story.\Can you say that this is Ashirogi Mutou?\What's wrong?\Are we going to be okay?\Normally, wouldn't we both be desperately working on that one-shot?\Shuujin...\PCP won't become an anime. response:	Even so, if I work hard on this and Rabuta becomes an anime, would that make you happy?
context: What I'm working on is Shiratori Shun's story.\Can you say that this is Ashirogi Mutou?\What's wrong?\Are we going to be okay?\Normally, wouldn't we both be desperately working on that one-shot?\Shuujin...\PCP won't become an anime.\Even so, if I work hard on this and Rabuta becomes an anime, would that make you happy? response:	That's...
context: Can you say that this is Ashirogi Mutou?\What's wrong?\Are we going to be okay?\Normally, wouldn't we both be desperately working on that one-shot?\Shuujin...\PCP won't become an anime.\Even so, if I work hard on this and Rabuta becomes an anime, would that make you happy?\That's... response:	I guess I was selfish for wanting to start another manga besides PCP so we could get an anime adaptation.
context: What's wrong?\Are we going to be okay?\Normally, wouldn't we both be desperately working on that one-shot?\Shuujin...\PCP won't become an anime.\Even so, if I work hard on this and Rabuta becomes an anime, would that make you happy?\That's...\I guess I was selfish for wanting to start another manga besides PCP so we could get an anime adaptation. response:	That's not what I'm saying!
context: Are we going to be okay?\Normally, wouldn't we both be desperately working on that one-shot?\Shuujin...\PCP won't become an anime.\Even so, if I work hard on this and Rabuta becomes an anime, would that make you happy?\That's...\I guess I was selfish for wanting to start another manga besides PCP so we could get an anime adaptation.\That's not what I'm saying! response:	If you really want an anime adaptation, what we're doing now is strange!
context: Normally, wouldn't we both be desperately working on that one-shot?\Shuujin...\PCP won't become an anime.\Even so, if I work hard on this and Rabuta becomes an anime, would that make you happy?\That's...\I guess I was selfish for wanting to start another manga besides PCP so we could get an anime adaptation.\That's not what I'm saying!\If you really want an anime adaptation, what we're doing now is strange! response:	I'm telling you to be more selfish!
context: Shuujin...\PCP won't become an anime.\Even so, if I work hard on this and Rabuta becomes an anime, would that make you happy?\That's...\I guess I was selfish for wanting to start another manga besides PCP so we could get an anime adaptation.\That's not what I'm saying!\If you really want an anime adaptation, what we're doing now is strange!\I'm telling you to be more selfish! response:	Don't fight!
context: PCP won't become an anime.\Even so, if I work hard on this and Rabuta becomes an anime, would that make you happy?\That's...\I guess I was selfish for wanting to start another manga besides PCP so we could get an anime adaptation.\That's not what I'm saying!\If you really want an anime adaptation, what we're doing now is strange!\I'm telling you to be more selfish!\Don't fight! response:	Akito, apologize to Mashiro!
context: Even so, if I work hard on this and Rabuta becomes an anime, would that make you happy?\That's...\I guess I was selfish for wanting to start another manga besides PCP so we could get an anime adaptation.\That's not what I'm saying!\If you really want an anime adaptation, what we're doing now is strange!\I'm telling you to be more selfish!\Don't fight!\Akito, apologize to Mashiro! response:	Just because you're frustrated with your work doesn't mean you can take it out on Mashiro!
context: That's...\I guess I was selfish for wanting to start another manga besides PCP so we could get an anime adaptation.\That's not what I'm saying!\If you really want an anime adaptation, what we're doing now is strange!\I'm telling you to be more selfish!\Don't fight!\Akito, apologize to Mashiro!\Just because you're frustrated with your work doesn't mean you can take it out on Mashiro! response:	That's not it...
context: I guess I was selfish for wanting to start another manga besides PCP so we could get an anime adaptation.\That's not what I'm saying!\If you really want an anime adaptation, what we're doing now is strange!\I'm telling you to be more selfish!\Don't fight!\Akito, apologize to Mashiro!\Just because you're frustrated with your work doesn't mean you can take it out on Mashiro!\That's not it... response:	Shiratori, I can't write Rabuta unless I observe dogs up close.
context: That's not what I'm saying!\If you really want an anime adaptation, what we're doing now is strange!\I'm telling you to be more selfish!\Don't fight!\Akito, apologize to Mashiro!\Just because you're frustrated with your work doesn't mean you can take it out on Mashiro!\That's not it...\Shiratori, I can't write Rabuta unless I observe dogs up close. response:	Can I come over?
context: If you really want an anime adaptation, what we're doing now is strange!\I'm telling you to be more selfish!\Don't fight!\Akito, apologize to Mashiro!\Just because you're frustrated with your work doesn't mean you can take it out on Mashiro!\That's not it...\Shiratori, I can't write Rabuta unless I observe dogs up close.\Can I come over? response:	Well, I'm leaving.
context: I'm telling you to be more selfish!\Don't fight!\Akito, apologize to Mashiro!\Just because you're frustrated with your work doesn't mean you can take it out on Mashiro!\That's not it...\Shiratori, I can't write Rabuta unless I observe dogs up close.\Can I come over?\Well, I'm leaving. response:	Wh-What was that about?
context: Don't fight!\Akito, apologize to Mashiro!\Just because you're frustrated with your work doesn't mean you can take it out on Mashiro!\That's not it...\Shiratori, I can't write Rabuta unless I observe dogs up close.\Can I come over?\Well, I'm leaving.\Wh-What was that about? response:	What should I do? Should I go stop him?
context: Akito, apologize to Mashiro!\Just because you're frustrated with your work doesn't mean you can take it out on Mashiro!\That's not it...\Shiratori, I can't write Rabuta unless I observe dogs up close.\Can I come over?\Well, I'm leaving.\Wh-What was that about?\What should I do? Should I go stop him? response:	I can still
context: Just because you're frustrated with your work doesn't mean you can take it out on Mashiro!\That's not it...\Shiratori, I can't write Rabuta unless I observe dogs up close.\Can I come over?\Well, I'm leaving.\Wh-What was that about?\What should I do? Should I go stop him?\I can still response:	It's fine.
context: That's not it...\Shiratori, I can't write Rabuta unless I observe dogs up close.\Can I come over?\Well, I'm leaving.\Wh-What was that about?\What should I do? Should I go stop him?\I can still\It's fine. response:	It makes sense to be with Peace when he's writing Rabuta.
context: Shiratori, I can't write Rabuta unless I observe dogs up close.\Can I come over?\Well, I'm leaving.\Wh-What was that about?\What should I do? Should I go stop him?\I can still\It's fine.\It makes sense to be with Peace when he's writing Rabuta. response:	Are you really okay with that?
context: Can I come over?\Well, I'm leaving.\Wh-What was that about?\What should I do? Should I go stop him?\I can still\It's fine.\It makes sense to be with Peace when he's writing Rabuta.\Are you really okay with that? response:	Do you really think it's a good thing for him to write Rabuta?
context: Well, I'm leaving.\Wh-What was that about?\What should I do? Should I go stop him?\I can still\It's fine.\It makes sense to be with Peace when he's writing Rabuta.\Are you really okay with that?\Do you really think it's a good thing for him to write Rabuta? response:	It's not right for me to stop Shuujin from broadening his abilities as an author.
context: Wh-What was that about?\What should I do? Should I go stop him?\I can still\It's fine.\It makes sense to be with Peace when he's writing Rabuta.\Are you really okay with that?\Do you really think it's a good thing for him to write Rabuta?\It's not right for me to stop Shuujin from broadening his abilities as an author. response:	If he does, it'll improve Ashirogi Mutou as well.
context: What should I do? Should I go stop him?\I can still\It's fine.\It makes sense to be with Peace when he's writing Rabuta.\Are you really okay with that?\Do you really think it's a good thing for him to write Rabuta?\It's not right for me to stop Shuujin from broadening his abilities as an author.\If he does, it'll improve Ashirogi Mutou as well. response:	But what will you do if it doesn't?
context: I can still\It's fine.\It makes sense to be with Peace when he's writing Rabuta.\Are you really okay with that?\Do you really think it's a good thing for him to write Rabuta?\It's not right for me to stop Shuujin from broadening his abilities as an author.\If he does, it'll improve Ashirogi Mutou as well.\But what will you do if it doesn't? response:	What if Rabuta does well, and he works on that full time?
context: It's fine.\It makes sense to be with Peace when he's writing Rabuta.\Are you really okay with that?\Do you really think it's a good thing for him to write Rabuta?\It's not right for me to stop Shuujin from broadening his abilities as an author.\If he does, it'll improve Ashirogi Mutou as well.\But what will you do if it doesn't?\What if Rabuta does well, and he works on that full time? response:	Even if that happens, Shuujin wouldn't do anything to hurt Ashirogi Mutou.
context: It makes sense to be with Peace when he's writing Rabuta.\Are you really okay with that?\Do you really think it's a good thing for him to write Rabuta?\It's not right for me to stop Shuujin from broadening his abilities as an author.\If he does, it'll improve Ashirogi Mutou as well.\But what will you do if it doesn't?\What if Rabuta does well, and he works on that full time?\Even if that happens, Shuujin wouldn't do anything to hurt Ashirogi Mutou. response:	I'll believe in him.
context: Are you really okay with that?\Do you really think it's a good thing for him to write Rabuta?\It's not right for me to stop Shuujin from broadening his abilities as an author.\If he does, it'll improve Ashirogi Mutou as well.\But what will you do if it doesn't?\What if Rabuta does well, and he works on that full time?\Even if that happens, Shuujin wouldn't do anything to hurt Ashirogi Mutou.\I'll believe in him. response:	Taking care of a dog must be pretty hard.
context: Do you really think it's a good thing for him to write Rabuta?\It's not right for me to stop Shuujin from broadening his abilities as an author.\If he does, it'll improve Ashirogi Mutou as well.\But what will you do if it doesn't?\What if Rabuta does well, and he works on that full time?\Even if that happens, Shuujin wouldn't do anything to hurt Ashirogi Mutou.\I'll believe in him.\Taking care of a dog must be pretty hard. response:	You have to play with him and take him for walks every day.
context: It's not right for me to stop Shuujin from broadening his abilities as an author.\If he does, it'll improve Ashirogi Mutou as well.\But what will you do if it doesn't?\What if Rabuta does well, and he works on that full time?\Even if that happens, Shuujin wouldn't do anything to hurt Ashirogi Mutou.\I'll believe in him.\Taking care of a dog must be pretty hard.\You have to play with him and take him for walks every day. response:	The toughest part is paying for his food.
context: If he does, it'll improve Ashirogi Mutou as well.\But what will you do if it doesn't?\What if Rabuta does well, and he works on that full time?\Even if that happens, Shuujin wouldn't do anything to hurt Ashirogi Mutou.\I'll believe in him.\Taking care of a dog must be pretty hard.\You have to play with him and take him for walks every day.\The toughest part is paying for his food. response:	Peace is worried.
context: But what will you do if it doesn't?\What if Rabuta does well, and he works on that full time?\Even if that happens, Shuujin wouldn't do anything to hurt Ashirogi Mutou.\I'll believe in him.\Taking care of a dog must be pretty hard.\You have to play with him and take him for walks every day.\The toughest part is paying for his food.\Peace is worried. response:	Dogs can tell what you're feeling from your expression.
context: What if Rabuta does well, and he works on that full time?\Even if that happens, Shuujin wouldn't do anything to hurt Ashirogi Mutou.\I'll believe in him.\Taking care of a dog must be pretty hard.\You have to play with him and take him for walks every day.\The toughest part is paying for his food.\Peace is worried.\Dogs can tell what you're feeling from your expression. response:	They know when you tell a lie, too.
context: Even if that happens, Shuujin wouldn't do anything to hurt Ashirogi Mutou.\I'll believe in him.\Taking care of a dog must be pretty hard.\You have to play with him and take him for walks every day.\The toughest part is paying for his food.\Peace is worried.\Dogs can tell what you're feeling from your expression.\They know when you tell a lie, too. response:	Really?
context: I'll believe in him.\Taking care of a dog must be pretty hard.\You have to play with him and take him for walks every day.\The toughest part is paying for his food.\Peace is worried.\Dogs can tell what you're feeling from your expression.\They know when you tell a lie, too.\Really? response:	I guess the manga you made isn't so far from reality.
context: Taking care of a dog must be pretty hard.\You have to play with him and take him for walks every day.\The toughest part is paying for his food.\Peace is worried.\Dogs can tell what you're feeling from your expression.\They know when you tell a lie, too.\Really?\I guess the manga you made isn't so far from reality. response:	That's right.
context: You have to play with him and take him for walks every day.\The toughest part is paying for his food.\Peace is worried.\Dogs can tell what you're feeling from your expression.\They know when you tell a lie, too.\Really?\I guess the manga you made isn't so far from reality.\That's right. response:	Otherwise, I wouldn't have been able to come up with Rabuta Peace.
context: The toughest part is paying for his food.\Peace is worried.\Dogs can tell what you're feeling from your expression.\They know when you tell a lie, too.\Really?\I guess the manga you made isn't so far from reality.\That's right.\Otherwise, I wouldn't have been able to come up with Rabuta Peace. response:	I see.
context: Peace is worried.\Dogs can tell what you're feeling from your expression.\They know when you tell a lie, too.\Really?\I guess the manga you made isn't so far from reality.\That's right.\Otherwise, I wouldn't have been able to come up with Rabuta Peace.\I see. response:	Good night!
context: Dogs can tell what you're feeling from your expression.\They know when you tell a lie, too.\Really?\I guess the manga you made isn't so far from reality.\That's right.\Otherwise, I wouldn't have been able to come up with Rabuta Peace.\I see.\Good night! response:	You, too!
context: They know when you tell a lie, too.\Really?\I guess the manga you made isn't so far from reality.\That's right.\Otherwise, I wouldn't have been able to come up with Rabuta Peace.\I see.\Good night!\You, too! response:	Akito didn't come to the studio today, either.
context: Really?\I guess the manga you made isn't so far from reality.\That's right.\Otherwise, I wouldn't have been able to come up with Rabuta Peace.\I see.\Good night!\You, too!\Akito didn't come to the studio today, either. response:	Yeah.
context: I guess the manga you made isn't so far from reality.\That's right.\Otherwise, I wouldn't have been able to come up with Rabuta Peace.\I see.\Good night!\You, too!\Akito didn't come to the studio today, either.\Yeah. response:	He's been gone all week!
context: That's right.\Otherwise, I wouldn't have been able to come up with Rabuta Peace.\I see.\Good night!\You, too!\Akito didn't come to the studio today, either.\Yeah.\He's been gone all week! response:	And today's the meeting and the deadline for turning in your manuscript.
context: Otherwise, I wouldn't have been able to come up with Rabuta Peace.\I see.\Good night!\You, too!\Akito didn't come to the studio today, either.\Yeah.\He's been gone all week!\And today's the meeting and the deadline for turning in your manuscript. response:	Yeah.
context: I see.\Good night!\You, too!\Akito didn't come to the studio today, either.\Yeah.\He's been gone all week!\And today's the meeting and the deadline for turning in your manuscript.\Yeah. response:	Oh, is it time for your regular love letter from Miho?
context: Good night!\You, too!\Akito didn't come to the studio today, either.\Yeah.\He's been gone all week!\And today's the meeting and the deadline for turning in your manuscript.\Yeah.\Oh, is it time for your regular love letter from Miho? response:	It's from Shuujin.
context: You, too!\Akito didn't come to the studio today, either.\Yeah.\He's been gone all week!\And today's the meeting and the deadline for turning in your manuscript.\Yeah.\Oh, is it time for your regular love letter from Miho?\It's from Shuujin. response:	Takagi Akito
context: Akito didn't come to the studio today, either.\Yeah.\He's been gone all week!\And today's the meeting and the deadline for turning in your manuscript.\Yeah.\Oh, is it time for your regular love letter from Miho?\It's from Shuujin.\Takagi Akito response:	No Subject
context: Yeah.\He's been gone all week!\And today's the meeting and the deadline for turning in your manuscript.\Yeah.\Oh, is it time for your regular love letter from Miho?\It's from Shuujin.\Takagi Akito\No Subject response:	I'll discuss PCP outside with Hattori. You concentrate on the one-shot.
context: He's been gone all week!\And today's the meeting and the deadline for turning in your manuscript.\Yeah.\Oh, is it time for your regular love letter from Miho?\It's from Shuujin.\Takagi Akito\No Subject\I'll discuss PCP outside with Hattori. You concentrate on the one-shot. response:	Wh-What's with this?
context: And today's the meeting and the deadline for turning in your manuscript.\Yeah.\Oh, is it time for your regular love letter from Miho?\It's from Shuujin.\Takagi Akito\No Subject\I'll discuss PCP outside with Hattori. You concentrate on the one-shot.\Wh-What's with this? response:	He doesn't feel like coming?
context: Yeah.\Oh, is it time for your regular love letter from Miho?\It's from Shuujin.\Takagi Akito\No Subject\I'll discuss PCP outside with Hattori. You concentrate on the one-shot.\Wh-What's with this?\He doesn't feel like coming? response:	And he's just sending a text instead of calling in person!
context: Oh, is it time for your regular love letter from Miho?\It's from Shuujin.\Takagi Akito\No Subject\I'll discuss PCP outside with Hattori. You concentrate on the one-shot.\Wh-What's with this?\He doesn't feel like coming?\And he's just sending a text instead of calling in person! response:	He's being thorough about this.
context: It's from Shuujin.\Takagi Akito\No Subject\I'll discuss PCP outside with Hattori. You concentrate on the one-shot.\Wh-What's with this?\He doesn't feel like coming?\And he's just sending a text instead of calling in person!\He's being thorough about this. response:	I'm calling him!
context: Takagi Akito\No Subject\I'll discuss PCP outside with Hattori. You concentrate on the one-shot.\Wh-What's with this?\He doesn't feel like coming?\And he's just sending a text instead of calling in person!\He's being thorough about this.\I'm calling him! response:	No!
context: No Subject\I'll discuss PCP outside with Hattori. You concentrate on the one-shot.\Wh-What's with this?\He doesn't feel like coming?\And he's just sending a text instead of calling in person!\He's being thorough about this.\I'm calling him!\No! response:	Don't.
context: I'll discuss PCP outside with Hattori. You concentrate on the one-shot.\Wh-What's with this?\He doesn't feel like coming?\And he's just sending a text instead of calling in person!\He's being thorough about this.\I'm calling him!\No!\Don't. response:	But...
context: Wh-What's with this?\He doesn't feel like coming?\And he's just sending a text instead of calling in person!\He's being thorough about this.\I'm calling him!\No!\Don't.\But... response:	You'd better not involve yourself in this.
context: He doesn't feel like coming?\And he's just sending a text instead of calling in person!\He's being thorough about this.\I'm calling him!\No!\Don't.\But...\You'd better not involve yourself in this. response:	Takagi told me he would meet me to discuss PCP one-on-one,
context: And he's just sending a text instead of calling in person!\He's being thorough about this.\I'm calling him!\No!\Don't.\But...\You'd better not involve yourself in this.\Takagi told me he would meet me to discuss PCP one-on-one, response:	and to meet you later at your studio to discuss the one-shot.
context: He's being thorough about this.\I'm calling him!\No!\Don't.\But...\You'd better not involve yourself in this.\Takagi told me he would meet me to discuss PCP one-on-one,\and to meet you later at your studio to discuss the one-shot. response:	I see.
context: I'm calling him!\No!\Don't.\But...\You'd better not involve yourself in this.\Takagi told me he would meet me to discuss PCP one-on-one,\and to meet you later at your studio to discuss the one-shot.\I see. response:	Mashiro, it's 11 PM...
context: No!\Don't.\But...\You'd better not involve yourself in this.\Takagi told me he would meet me to discuss PCP one-on-one,\and to meet you later at your studio to discuss the one-shot.\I see.\Mashiro, it's 11 PM... response:	Oh, you can go.
context: Don't.\But...\You'd better not involve yourself in this.\Takagi told me he would meet me to discuss PCP one-on-one,\and to meet you later at your studio to discuss the one-shot.\I see.\Mashiro, it's 11 PM...\Oh, you can go. response:	We're leaving, then!
context: But...\You'd better not involve yourself in this.\Takagi told me he would meet me to discuss PCP one-on-one,\and to meet you later at your studio to discuss the one-shot.\I see.\Mashiro, it's 11 PM...\Oh, you can go.\We're leaving, then! response:	Good night.
context: You'd better not involve yourself in this.\Takagi told me he would meet me to discuss PCP one-on-one,\and to meet you later at your studio to discuss the one-shot.\I see.\Mashiro, it's 11 PM...\Oh, you can go.\We're leaving, then!\Good night. response:	Good work today.
context: Takagi told me he would meet me to discuss PCP one-on-one,\and to meet you later at your studio to discuss the one-shot.\I see.\Mashiro, it's 11 PM...\Oh, you can go.\We're leaving, then!\Good night.\Good work today. response:	Mashiro.
context: and to meet you later at your studio to discuss the one-shot.\I see.\Mashiro, it's 11 PM...\Oh, you can go.\We're leaving, then!\Good night.\Good work today.\Mashiro. response:	I have something to talk to you about.
context: I see.\Mashiro, it's 11 PM...\Oh, you can go.\We're leaving, then!\Good night.\Good work today.\Mashiro.\I have something to talk to you about. response:	What?
context: Mashiro, it's 11 PM...\Oh, you can go.\We're leaving, then!\Good night.\Good work today.\Mashiro.\I have something to talk to you about.\What? response:	I'd like to quit this assistant job at the end of the week.
context: Oh, you can go.\We're leaving, then!\Good night.\Good work today.\Mashiro.\I have something to talk to you about.\What?\I'd like to quit this assistant job at the end of the week. response:	Why?
context: We're leaving, then!\Good night.\Good work today.\Mashiro.\I have something to talk to you about.\What?\I'd like to quit this assistant job at the end of the week.\Why? response:	If Takagi is really aiming for a serialization, I think I should stop being an assistant.
context: Good night.\Good work today.\Mashiro.\I have something to talk to you about.\What?\I'd like to quit this assistant job at the end of the week.\Why?\If Takagi is really aiming for a serialization, I think I should stop being an assistant. response:	Okay.
context: Good work today.\Mashiro.\I have something to talk to you about.\What?\I'd like to quit this assistant job at the end of the week.\Why?\If Takagi is really aiming for a serialization, I think I should stop being an assistant.\Okay. response:	That's true.
context: Mashiro.\I have something to talk to you about.\What?\I'd like to quit this assistant job at the end of the week.\Why?\If Takagi is really aiming for a serialization, I think I should stop being an assistant.\Okay.\That's true. response:	I'll start looking for a replacement.
context: I have something to talk to you about.\What?\I'd like to quit this assistant job at the end of the week.\Why?\If Takagi is really aiming for a serialization, I think I should stop being an assistant.\Okay.\That's true.\I'll start looking for a replacement. response:	Thank you.
context: What?\I'd like to quit this assistant job at the end of the week.\Why?\If Takagi is really aiming for a serialization, I think I should stop being an assistant.\Okay.\That's true.\I'll start looking for a replacement.\Thank you. response:	And Kaya, is it really okay with you?
context: I'd like to quit this assistant job at the end of the week.\Why?\If Takagi is really aiming for a serialization, I think I should stop being an assistant.\Okay.\That's true.\I'll start looking for a replacement.\Thank you.\And Kaya, is it really okay with you? response:	That Takagi wants to stay over at my place for a while to observe Peace, I mean.
context: Why?\If Takagi is really aiming for a serialization, I think I should stop being an assistant.\Okay.\That's true.\I'll start looking for a replacement.\Thank you.\And Kaya, is it really okay with you?\That Takagi wants to stay over at my place for a while to observe Peace, I mean. response:	What?!
context: If Takagi is really aiming for a serialization, I think I should stop being an assistant.\Okay.\That's true.\I'll start looking for a replacement.\Thank you.\And Kaya, is it really okay with you?\That Takagi wants to stay over at my place for a while to observe Peace, I mean.\What?! response:	He didn't tell me that!
context: Okay.\That's true.\I'll start looking for a replacement.\Thank you.\And Kaya, is it really okay with you?\That Takagi wants to stay over at my place for a while to observe Peace, I mean.\What?!\He didn't tell me that! response:	What? Really?
context: That's true.\I'll start looking for a replacement.\Thank you.\And Kaya, is it really okay with you?\That Takagi wants to stay over at my place for a while to observe Peace, I mean.\What?!\He didn't tell me that!\What? Really? response:	Mashiro, what should I do?
context: I'll start looking for a replacement.\Thank you.\And Kaya, is it really okay with you?\That Takagi wants to stay over at my place for a while to observe Peace, I mean.\What?!\He didn't tell me that!\What? Really?\Mashiro, what should I do? response:	You should let Takagi do what he wants.
context: Thank you.\And Kaya, is it really okay with you?\That Takagi wants to stay over at my place for a while to observe Peace, I mean.\What?!\He didn't tell me that!\What? Really?\Mashiro, what should I do?\You should let Takagi do what he wants. response:	Just think about making Rabuta better,
context: And Kaya, is it really okay with you?\That Takagi wants to stay over at my place for a while to observe Peace, I mean.\What?!\He didn't tell me that!\What? Really?\Mashiro, what should I do?\You should let Takagi do what he wants.\Just think about making Rabuta better, response:	and don't worry about me.
context: That Takagi wants to stay over at my place for a while to observe Peace, I mean.\What?!\He didn't tell me that!\What? Really?\Mashiro, what should I do?\You should let Takagi do what he wants.\Just think about making Rabuta better,\and don't worry about me. response:	Because you and I are about to become rivals.
context: What?!\He didn't tell me that!\What? Really?\Mashiro, what should I do?\You should let Takagi do what he wants.\Just think about making Rabuta better,\and don't worry about me.\Because you and I are about to become rivals. response:	Why won't Shuujin come?
context: He didn't tell me that!\What? Really?\Mashiro, what should I do?\You should let Takagi do what he wants.\Just think about making Rabuta better,\and don't worry about me.\Because you and I are about to become rivals.\Why won't Shuujin come? response:	Does he want to work with Shiratori now?
context: What? Really?\Mashiro, what should I do?\You should let Takagi do what he wants.\Just think about making Rabuta better,\and don't worry about me.\Because you and I are about to become rivals.\Why won't Shuujin come?\Does he want to work with Shiratori now? response:	No, I have no time to worry about him.
context: Mashiro, what should I do?\You should let Takagi do what he wants.\Just think about making Rabuta better,\and don't worry about me.\Because you and I are about to become rivals.\Why won't Shuujin come?\Does he want to work with Shiratori now?\No, I have no time to worry about him. response:	I have to make the manga for the Love Fest!
context: You should let Takagi do what he wants.\Just think about making Rabuta better,\and don't worry about me.\Because you and I are about to become rivals.\Why won't Shuujin come?\Does he want to work with Shiratori now?\No, I have no time to worry about him.\I have to make the manga for the Love Fest! response:	Otter No. 11 The End
context: Just think about making Rabuta better,\and don't worry about me.\Because you and I are about to become rivals.\Why won't Shuujin come?\Does he want to work with Shiratori now?\No, I have no time to worry about him.\I have to make the manga for the Love Fest!\Otter No. 11 The End response:	You've worked hard on this over the years.
context: and don't worry about me.\Because you and I are about to become rivals.\Why won't Shuujin come?\Does he want to work with Shiratori now?\No, I have no time to worry about him.\I have to make the manga for the Love Fest!\Otter No. 11 The End\You've worked hard on this over the years. response:	I'm overwhelmed with emo
context: Because you and I are about to become rivals.\Why won't Shuujin come?\Does he want to work with Shiratori now?\No, I have no time to worry about him.\I have to make the manga for the Love Fest!\Otter No. 11 The End\You've worked hard on this over the years.\I'm overwhelmed with emo response:	Enough with that. Tell me what to do during my tea date with Aoki!
context: Why won't Shuujin come?\Does he want to work with Shiratori now?\No, I have no time to worry about him.\I have to make the manga for the Love Fest!\Otter No. 11 The End\You've worked hard on this over the years.\I'm overwhelmed with emo\Enough with that. Tell me what to do during my tea date with Aoki! response:	I'll help you out in exchange for a good storyboard for the one-shot.
context: Does he want to work with Shiratori now?\No, I have no time to worry about him.\I have to make the manga for the Love Fest!\Otter No. 11 The End\You've worked hard on this over the years.\I'm overwhelmed with emo\Enough with that. Tell me what to do during my tea date with Aoki!\I'll help you out in exchange for a good storyboard for the one-shot. response:	Here.
context: No, I have no time to worry about him.\I have to make the manga for the Love Fest!\Otter No. 11 The End\You've worked hard on this over the years.\I'm overwhelmed with emo\Enough with that. Tell me what to do during my tea date with Aoki!\I'll help you out in exchange for a good storyboard for the one-shot.\Here. response:	Hiramaru Kazuya
context: I have to make the manga for the Love Fest!\Otter No. 11 The End\You've worked hard on this over the years.\I'm overwhelmed with emo\Enough with that. Tell me what to do during my tea date with Aoki!\I'll help you out in exchange for a good storyboard for the one-shot.\Here.\Hiramaru Kazuya response:	Never reaching you
context: Otter No. 11 The End\You've worked hard on this over the years.\I'm overwhelmed with emo\Enough with that. Tell me what to do during my tea date with Aoki!\I'll help you out in exchange for a good storyboard for the one-shot.\Here.\Hiramaru Kazuya\Never reaching you response:	Storyboard
context: You've worked hard on this over the years.\I'm overwhelmed with emo\Enough with that. Tell me what to do during my tea date with Aoki!\I'll help you out in exchange for a good storyboard for the one-shot.\Here.\Hiramaru Kazuya\Never reaching you\Storyboard response:	Hiramaru Kazuya
context: I'm overwhelmed with emo\Enough with that. Tell me what to do during my tea date with Aoki!\I'll help you out in exchange for a good storyboard for the one-shot.\Here.\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya response:	Never reaching you
context: Enough with that. Tell me what to do during my tea date with Aoki!\I'll help you out in exchange for a good storyboard for the one-shot.\Here.\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you response:	Storyboard
context: I'll help you out in exchange for a good storyboard for the one-shot.\Here.\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard response:	Hiramaru Kazuya
context: Here.\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya response:	Never reaching you
context: Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you response:	Storyboard
context: Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard response:	Hiramaru Kazuya
context: Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya response:	Never reaching you
context: Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you response:	Storyboard
context: Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard response:	Hiramaru Kazuya
context: Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya\Never reaching you\Storyboard\Hiramaru Kazuya response:	Never reaching you
