context: Yes! response:	Matsuoka Rin
context: Uh, wait! Is this really okay?!\He's not on the second floor!\He's not in the bath!\You shouldn't run around someone's house when they're not...\Haru...\Let's wait for him to return.\Will Haru-chan agree to swim in the relay?\What was it I really wanted? response:	What was I trying to do?
context: He's not on the second floor!\He's not in the bath!\You shouldn't run around someone's house when they're not...\Haru...\Let's wait for him to return.\Will Haru-chan agree to swim in the relay?\What was it I really wanted?\What was I trying to do? response:	What was it all for?
context: He's not in the bath!\You shouldn't run around someone's house when they're not...\Haru...\Let's wait for him to return.\Will Haru-chan agree to swim in the relay?\What was it I really wanted?\What was I trying to do?\What was it all for? response:	He's still not home.
context: You shouldn't run around someone's house when they're not...\Haru...\Let's wait for him to return.\Will Haru-chan agree to swim in the relay?\What was it I really wanted?\What was I trying to do?\What was it all for?\He's still not home. response:	Where'd he go?
context: Haru...\Let's wait for him to return.\Will Haru-chan agree to swim in the relay?\What was it I really wanted?\What was I trying to do?\What was it all for?\He's still not home.\Where'd he go? response:	What if...
context: Let's wait for him to return.\Will Haru-chan agree to swim in the relay?\What was it I really wanted?\What was I trying to do?\What was it all for?\He's still not home.\Where'd he go?\What if... response:	Rei-chan! Don't say scary stuff with that look on your face!
context: Will Haru-chan agree to swim in the relay?\What was it I really wanted?\What was I trying to do?\What was it all for?\He's still not home.\Where'd he go?\What if...\Rei-chan! Don't say scary stuff with that look on your face! response:	I didn't say anything yet.
context: What was it I really wanted?\What was I trying to do?\What was it all for?\He's still not home.\Where'd he go?\What if...\Rei-chan! Don't say scary stuff with that look on your face!\I didn't say anything yet. response:	But...
context: What was I trying to do?\What was it all for?\He's still not home.\Where'd he go?\What if...\Rei-chan! Don't say scary stuff with that look on your face!\I didn't say anything yet.\But... response:	Don't worry.
context: What was it all for?\He's still not home.\Where'd he go?\What if...\Rei-chan! Don't say scary stuff with that look on your face!\I didn't say anything yet.\But...\Don't worry. response:	Haru's not that weak.
context: He's still not home.\Where'd he go?\What if...\Rei-chan! Don't say scary stuff with that look on your face!\I didn't say anything yet.\But...\Don't worry.\Haru's not that weak. response:	Oh, his cell phone!
context: Where'd he go?\What if...\Rei-chan! Don't say scary stuff with that look on your face!\I didn't say anything yet.\But...\Don't worry.\Haru's not that weak.\Oh, his cell phone! response:	Let's call him!
context: What if...\Rei-chan! Don't say scary stuff with that look on your face!\I didn't say anything yet.\But...\Don't worry.\Haru's not that weak.\Oh, his cell phone!\Let's call him! response:	Haruka-senpai has a cell phone?!
context: Rei-chan! Don't say scary stuff with that look on your face!\I didn't say anything yet.\But...\Don't worry.\Haru's not that weak.\Oh, his cell phone!\Let's call him!\Haruka-senpai has a cell phone?! response:	Why didn't you say something sooner?!
context: I didn't say anything yet.\But...\Don't worry.\Haru's not that weak.\Oh, his cell phone!\Let's call him!\Haruka-senpai has a cell phone?!\Why didn't you say something sooner?! response:	Well, I never see Haru-chan actually using his cell phone...
context: But...\Don't worry.\Haru's not that weak.\Oh, his cell phone!\Let's call him!\Haruka-senpai has a cell phone?!\Why didn't you say something sooner?!\Well, I never see Haru-chan actually using his cell phone... response:	Anyway, let's call him!
context: Don't worry.\Haru's not that weak.\Oh, his cell phone!\Let's call him!\Haruka-senpai has a cell phone?!\Why didn't you say something sooner?!\Well, I never see Haru-chan actually using his cell phone...\Anyway, let's call him! response:	You have reached the voice mailbox.
context: Haru's not that weak.\Oh, his cell phone!\Let's call him!\Haruka-senpai has a cell phone?!\Why didn't you say something sooner?!\Well, I never see Haru-chan actually using his cell phone...\Anyway, let's call him!\You have reached the voice mailbox. response:	He's not answering.
context: Oh, his cell phone!\Let's call him!\Haruka-senpai has a cell phone?!\Why didn't you say something sooner?!\Well, I never see Haru-chan actually using his cell phone...\Anyway, let's call him!\You have reached the voice mailbox.\He's not answering. response:	Please leave your name and a message after the tone.
context: Let's call him!\Haruka-senpai has a cell phone?!\Why didn't you say something sooner?!\Well, I never see Haru-chan actually using his cell phone...\Anyway, let's call him!\You have reached the voice mailbox.\He's not answering.\Please leave your name and a message after the tone. response:	Leave a message.
context: Haruka-senpai has a cell phone?!\Why didn't you say something sooner?!\Well, I never see Haru-chan actually using his cell phone...\Anyway, let's call him!\You have reached the voice mailbox.\He's not answering.\Please leave your name and a message after the tone.\Leave a message. response:	Haru-chan? Where are you right now?
context: Why didn't you say something sooner?!\Well, I never see Haru-chan actually using his cell phone...\Anyway, let's call him!\You have reached the voice mailbox.\He's not answering.\Please leave your name and a message after the tone.\Leave a message.\Haru-chan? Where are you right now? response:	Please hurry home.
context: Well, I never see Haru-chan actually using his cell phone...\Anyway, let's call him!\You have reached the voice mailbox.\He's not answering.\Please leave your name and a message after the tone.\Leave a message.\Haru-chan? Where are you right now?\Please hurry home. response:	We're all worried.
context: Anyway, let's call him!\You have reached the voice mailbox.\He's not answering.\Please leave your name and a message after the tone.\Leave a message.\Haru-chan? Where are you right now?\Please hurry home.\We're all worried. response:	I'm sorry, Haruka-senpai!
context: You have reached the voice mailbox.\He's not answering.\Please leave your name and a message after the tone.\Leave a message.\Haru-chan? Where are you right now?\Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai! response:	I signed everybody up for the medley relay!
context: He's not answering.\Please leave your name and a message after the tone.\Leave a message.\Haru-chan? Where are you right now?\Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay! response:	Yeah, so let's swim together tomorrow, Haru-chan.
context: Please leave your name and a message after the tone.\Leave a message.\Haru-chan? Where are you right now?\Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan. response:	I'll be fine!
context: Leave a message.\Haru-chan? Where are you right now?\Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine! response:	I'll have the theory memorized by tomorrow!
context: Haru-chan? Where are you right now?\Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow! response:	Rei-chan, that's a sure sign that you'll fail.
context: Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail. response:	I just have to memorize the theory for how not to fail, also!
context: We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\I just have to memorize the theory for how not to fail, also! response:	Your message has ended.
context: I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\I just have to memorize the theory for how not to fail, also!\Your message has ended. response:	Will Haruka-senpai come home after listening to that sloppy message?
context: I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\I just have to memorize the theory for how not to fail, also!\Your message has ended.\Will Haruka-senpai come home after listening to that sloppy message? response:	It'll be okay!
context: Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\I just have to memorize the theory for how not to fail, also!\Your message has ended.\Will Haruka-senpai come home after listening to that sloppy message?\It'll be okay! response:	Our chaotic message has
context: I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\I just have to memorize the theory for how not to fail, also!\Your message has ended.\Will Haruka-senpai come home after listening to that sloppy message?\It'll be okay!\Our chaotic message has response:	what it takes to touch Haru-chan deep down!
context: I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\I just have to memorize the theory for how not to fail, also!\Your message has ended.\Will Haruka-senpai come home after listening to that sloppy message?\It'll be okay!\Our chaotic message has\what it takes to touch Haru-chan deep down! response:	Wait...
context: Rei-chan, that's a sure sign that you'll fail.\I just have to memorize the theory for how not to fail, also!\Your message has ended.\Will Haruka-senpai come home after listening to that sloppy message?\It'll be okay!\Our chaotic message has\what it takes to touch Haru-chan deep down!\Wait... response:	Haru-chan left his cell phone here!
context: I just have to memorize the theory for how not to fail, also!\Your message has ended.\Will Haruka-senpai come home after listening to that sloppy message?\It'll be okay!\Our chaotic message has\what it takes to touch Haru-chan deep down!\Wait...\Haru-chan left his cell phone here! response:	What?!
context: Your message has ended.\Will Haruka-senpai come home after listening to that sloppy message?\It'll be okay!\Our chaotic message has\what it takes to touch Haru-chan deep down!\Wait...\Haru-chan left his cell phone here!\What?! response:	Haru usually doesn't carry his phone around with him.
context: Will Haruka-senpai come home after listening to that sloppy message?\It'll be okay!\Our chaotic message has\what it takes to touch Haru-chan deep down!\Wait...\Haru-chan left his cell phone here!\What?!\Haru usually doesn't carry his phone around with him. response:	It's getting late.
context: It'll be okay!\Our chaotic message has\what it takes to touch Haru-chan deep down!\Wait...\Haru-chan left his cell phone here!\What?!\Haru usually doesn't carry his phone around with him.\It's getting late. response:	We should head home.
context: Our chaotic message has\what it takes to touch Haru-chan deep down!\Wait...\Haru-chan left his cell phone here!\What?!\Haru usually doesn't carry his phone around with him.\It's getting late.\We should head home. response:	But...
context: what it takes to touch Haru-chan deep down!\Wait...\Haru-chan left his cell phone here!\What?!\Haru usually doesn't carry his phone around with him.\It's getting late.\We should head home.\But... response:	I don't think Haru will swim tomorrow.
context: Wait...\Haru-chan left his cell phone here!\What?!\Haru usually doesn't carry his phone around with him.\It's getting late.\We should head home.\But...\I don't think Haru will swim tomorrow. response:	We'll have to forfeit.
context: Haru-chan left his cell phone here!\What?!\Haru usually doesn't carry his phone around with him.\It's getting late.\We should head home.\But...\I don't think Haru will swim tomorrow.\We'll have to forfeit. response:	Makoto?
context: What?!\Haru usually doesn't carry his phone around with him.\It's getting late.\We should head home.\But...\I don't think Haru will swim tomorrow.\We'll have to forfeit.\Makoto? response:	Playing new message.
context: Haru usually doesn't carry his phone around with him.\It's getting late.\We should head home.\But...\I don't think Haru will swim tomorrow.\We'll have to forfeit.\Makoto?\Playing new message. response:	Haru-chan? Where are you right now?
context: It's getting late.\We should head home.\But...\I don't think Haru will swim tomorrow.\We'll have to forfeit.\Makoto?\Playing new message.\Haru-chan? Where are you right now? response:	Please hurry home.
context: We should head home.\But...\I don't think Haru will swim tomorrow.\We'll have to forfeit.\Makoto?\Playing new message.\Haru-chan? Where are you right now?\Please hurry home. response:	We're all worried.
context: But...\I don't think Haru will swim tomorrow.\We'll have to forfeit.\Makoto?\Playing new message.\Haru-chan? Where are you right now?\Please hurry home.\We're all worried. response:	I'm sorry, Haruka-senpai!
context: I don't think Haru will swim tomorrow.\We'll have to forfeit.\Makoto?\Playing new message.\Haru-chan? Where are you right now?\Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai! response:	I signed everybody up for the medley relay!
context: We'll have to forfeit.\Makoto?\Playing new message.\Haru-chan? Where are you right now?\Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay! response:	Yeah, so let's swim together tomorrow, Haru-chan.
context: Makoto?\Playing new message.\Haru-chan? Where are you right now?\Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan. response:	I'll be fine!
context: Playing new message.\Haru-chan? Where are you right now?\Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine! response:	I'll have the theory memorized by tomorrow!
context: Haru-chan? Where are you right now?\Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow! response:	Rei-chan, that's a sure sign that you'll fail.
context: Please hurry home.\We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail. response:	End of message.
context: We're all worried.\I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\End of message. response:	Let's swim together, Haru-chan!
context: I'm sorry, Haruka-senpai!\I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\End of message.\Let's swim together, Haru-chan! response:	I'll have the theory memorized!
context: I signed everybody up for the medley relay!\Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\End of message.\Let's swim together, Haru-chan!\I'll have the theory memorized! response:	It has to be you!
context: Yeah, so let's swim together tomorrow, Haru-chan.\I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\End of message.\Let's swim together, Haru-chan!\I'll have the theory memorized!\It has to be you! response:	I want to swim with you!
context: I'll be fine!\I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\End of message.\Let's swim together, Haru-chan!\I'll have the theory memorized!\It has to be you!\I want to swim with you! response:	Makoto, Makoto.
context: I'll have the theory memorized by tomorrow!\Rei-chan, that's a sure sign that you'll fail.\End of message.\Let's swim together, Haru-chan!\I'll have the theory memorized!\It has to be you!\I want to swim with you!\Makoto, Makoto. response:	Haru?
context: Rei-chan, that's a sure sign that you'll fail.\End of message.\Let's swim together, Haru-chan!\I'll have the theory memorized!\It has to be you!\I want to swim with you!\Makoto, Makoto.\Haru? response:	We have a relay to swim, right?
context: End of message.\Let's swim together, Haru-chan!\I'll have the theory memorized!\It has to be you!\I want to swim with you!\Makoto, Makoto.\Haru?\We have a relay to swim, right? response:	Yes, hello?
context: Let's swim together, Haru-chan!\I'll have the theory memorized!\It has to be you!\I want to swim with you!\Makoto, Makoto.\Haru?\We have a relay to swim, right?\Yes, hello? response:	What?! Haru-chan did?!
context: I'll have the theory memorized!\It has to be you!\I want to swim with you!\Makoto, Makoto.\Haru?\We have a relay to swim, right?\Yes, hello?\What?! Haru-chan did?! response:	He's going to swim?
context: It has to be you!\I want to swim with you!\Makoto, Makoto.\Haru?\We have a relay to swim, right?\Yes, hello?\What?! Haru-chan did?!\He's going to swim? response:	That's great!
context: I want to swim with you!\Makoto, Makoto.\Haru?\We have a relay to swim, right?\Yes, hello?\What?! Haru-chan did?!\He's going to swim?\That's great! response:	I'll call Miss Amakata right away!
context: Makoto, Makoto.\Haru?\We have a relay to swim, right?\Yes, hello?\What?! Haru-chan did?!\He's going to swim?\That's great!\I'll call Miss Amakata right away! response:	Are you sure about this?
context: Haru?\We have a relay to swim, right?\Yes, hello?\What?! Haru-chan did?!\He's going to swim?\That's great!\I'll call Miss Amakata right away!\Are you sure about this? response:	You haven't practiced for the relay at all, right?
context: We have a relay to swim, right?\Yes, hello?\What?! Haru-chan did?!\He's going to swim?\That's great!\I'll call Miss Amakata right away!\Are you sure about this?\You haven't practiced for the relay at all, right? response:	I don't know how we'll do, but we'll give it our best shot.
context: Yes, hello?\What?! Haru-chan did?!\He's going to swim?\That's great!\I'll call Miss Amakata right away!\Are you sure about this?\You haven't practiced for the relay at all, right?\I don't know how we'll do, but we'll give it our best shot. response:	And this isn't our first time.
context: What?! Haru-chan did?!\He's going to swim?\That's great!\I'll call Miss Amakata right away!\Are you sure about this?\You haven't practiced for the relay at all, right?\I don't know how we'll do, but we'll give it our best shot.\And this isn't our first time. response:	But it is for Ryugazaki-kun.
context: He's going to swim?\That's great!\I'll call Miss Amakata right away!\Are you sure about this?\You haven't practiced for the relay at all, right?\I don't know how we'll do, but we'll give it our best shot.\And this isn't our first time.\But it is for Ryugazaki-kun. response:	Nagisa-kun and Rei-kun aren't here yet.
context: That's great!\I'll call Miss Amakata right away!\Are you sure about this?\You haven't practiced for the relay at all, right?\I don't know how we'll do, but we'll give it our best shot.\And this isn't our first time.\But it is for Ryugazaki-kun.\Nagisa-kun and Rei-kun aren't here yet. response:	Sorry we're late!
context: I'll call Miss Amakata right away!\Are you sure about this?\You haven't practiced for the relay at all, right?\I don't know how we'll do, but we'll give it our best shot.\And this isn't our first time.\But it is for Ryugazaki-kun.\Nagisa-kun and Rei-kun aren't here yet.\Sorry we're late! response:	I'm sorry!
context: Are you sure about this?\You haven't practiced for the relay at all, right?\I don't know how we'll do, but we'll give it our best shot.\And this isn't our first time.\But it is for Ryugazaki-kun.\Nagisa-kun and Rei-kun aren't here yet.\Sorry we're late!\I'm sorry! response:	Man, what were you guys doing?
context: You haven't practiced for the relay at all, right?\I don't know how we'll do, but we'll give it our best shot.\And this isn't our first time.\But it is for Ryugazaki-kun.\Nagisa-kun and Rei-kun aren't here yet.\Sorry we're late!\I'm sorry!\Man, what were you guys doing? response:	You're late!
context: I don't know how we'll do, but we'll give it our best shot.\And this isn't our first time.\But it is for Ryugazaki-kun.\Nagisa-kun and Rei-kun aren't here yet.\Sorry we're late!\I'm sorry!\Man, what were you guys doing?\You're late! response:	Actually...
context: And this isn't our first time.\But it is for Ryugazaki-kun.\Nagisa-kun and Rei-kun aren't here yet.\Sorry we're late!\I'm sorry!\Man, what were you guys doing?\You're late!\Actually... response:	We were practicing the exchange in the pool at school.
context: But it is for Ryugazaki-kun.\Nagisa-kun and Rei-kun aren't here yet.\Sorry we're late!\I'm sorry!\Man, what were you guys doing?\You're late!\Actually...\We were practicing the exchange in the pool at school. response:	That eliminates the possibility of Rei-chan completely failing!
context: Nagisa-kun and Rei-kun aren't here yet.\Sorry we're late!\I'm sorry!\Man, what were you guys doing?\You're late!\Actually...\We were practicing the exchange in the pool at school.\That eliminates the possibility of Rei-chan completely failing! response:	When did you...
context: Sorry we're late!\I'm sorry!\Man, what were you guys doing?\You're late!\Actually...\We were practicing the exchange in the pool at school.\That eliminates the possibility of Rei-chan completely failing!\When did you... response:	Haru-chan...
context: I'm sorry!\Man, what were you guys doing?\You're late!\Actually...\We were practicing the exchange in the pool at school.\That eliminates the possibility of Rei-chan completely failing!\When did you...\Haru-chan... response:	I'm thrilled that we get to swim in a relay together again.
context: Man, what were you guys doing?\You're late!\Actually...\We were practicing the exchange in the pool at school.\That eliminates the possibility of Rei-chan completely failing!\When did you...\Haru-chan...\I'm thrilled that we get to swim in a relay together again. response:	Let's do this together, Haruka-senpai.
context: You're late!\Actually...\We were practicing the exchange in the pool at school.\That eliminates the possibility of Rei-chan completely failing!\When did you...\Haru-chan...\I'm thrilled that we get to swim in a relay together again.\Let's do this together, Haruka-senpai. response:	Okay, time to show everyone that our training paid off!
context: Actually...\We were practicing the exchange in the pool at school.\That eliminates the possibility of Rei-chan completely failing!\When did you...\Haru-chan...\I'm thrilled that we get to swim in a relay together again.\Let's do this together, Haruka-senpai.\Okay, time to show everyone that our training paid off! response:	Yes, that's why we're here!
context: We were practicing the exchange in the pool at school.\That eliminates the possibility of Rei-chan completely failing!\When did you...\Haru-chan...\I'm thrilled that we get to swim in a relay together again.\Let's do this together, Haruka-senpai.\Okay, time to show everyone that our training paid off!\Yes, that's why we're here! response:	So much enthusiasm.
context: That eliminates the possibility of Rei-chan completely failing!\When did you...\Haru-chan...\I'm thrilled that we get to swim in a relay together again.\Let's do this together, Haruka-senpai.\Okay, time to show everyone that our training paid off!\Yes, that's why we're here!\So much enthusiasm. response:	Okay!
context: When did you...\Haru-chan...\I'm thrilled that we get to swim in a relay together again.\Let's do this together, Haruka-senpai.\Okay, time to show everyone that our training paid off!\Yes, that's why we're here!\So much enthusiasm.\Okay! response:	Let's give it our best shot!
context: Haru-chan...\I'm thrilled that we get to swim in a relay together again.\Let's do this together, Haruka-senpai.\Okay, time to show everyone that our training paid off!\Yes, that's why we're here!\So much enthusiasm.\Okay!\Let's give it our best shot! response:	Yeah!
context: I'm thrilled that we get to swim in a relay together again.\Let's do this together, Haruka-senpai.\Okay, time to show everyone that our training paid off!\Yes, that's why we're here!\So much enthusiasm.\Okay!\Let's give it our best shot!\Yeah! response:	Matsuoka-senpai!
context: Let's do this together, Haruka-senpai.\Okay, time to show everyone that our training paid off!\Yes, that's why we're here!\So much enthusiasm.\Okay!\Let's give it our best shot!\Yeah!\Matsuoka-senpai! response:	Come with me! Quick!
context: Okay, time to show everyone that our training paid off!\Yes, that's why we're here!\So much enthusiasm.\Okay!\Let's give it our best shot!\Yeah!\Matsuoka-senpai!\Come with me! Quick! response:	What is it?
context: Yes, that's why we're here!\So much enthusiasm.\Okay!\Let's give it our best shot!\Yeah!\Matsuoka-senpai!\Come with me! Quick!\What is it? response:	It's not time for Samezuka's relay yet.
context: So much enthusiasm.\Okay!\Let's give it our best shot!\Yeah!\Matsuoka-senpai!\Come with me! Quick!\What is it?\It's not time for Samezuka's relay yet. response:	No! Nanase-san's club is in the relay!
context: Okay!\Let's give it our best shot!\Yeah!\Matsuoka-senpai!\Come with me! Quick!\What is it?\It's not time for Samezuka's relay yet.\No! Nanase-san's club is in the relay! response:	Huh?
context: Let's give it our best shot!\Yeah!\Matsuoka-senpai!\Come with me! Quick!\What is it?\It's not time for Samezuka's relay yet.\No! Nanase-san's club is in the relay!\Huh? response:	W-Wait for me, Matsuoka-senpai!
context: Yeah!\Matsuoka-senpai!\Come with me! Quick!\What is it?\It's not time for Samezuka's relay yet.\No! Nanase-san's club is in the relay!\Huh?\W-Wait for me, Matsuoka-senpai! response:	They signed up for the relay?
context: Matsuoka-senpai!\Come with me! Quick!\What is it?\It's not time for Samezuka's relay yet.\No! Nanase-san's club is in the relay!\Huh?\W-Wait for me, Matsuoka-senpai!\They signed up for the relay? response:	Mako-chan, you can do this.
context: Come with me! Quick!\What is it?\It's not time for Samezuka's relay yet.\No! Nanase-san's club is in the relay!\Huh?\W-Wait for me, Matsuoka-senpai!\They signed up for the relay?\Mako-chan, you can do this. response:	Fight.
context: What is it?\It's not time for Samezuka's relay yet.\No! Nanase-san's club is in the relay!\Huh?\W-Wait for me, Matsuoka-senpai!\They signed up for the relay?\Mako-chan, you can do this.\Fight. response:	Yeah, wish me luck.
context: It's not time for Samezuka's relay yet.\No! Nanase-san's club is in the relay!\Huh?\W-Wait for me, Matsuoka-senpai!\They signed up for the relay?\Mako-chan, you can do this.\Fight.\Yeah, wish me luck. response:	Set.
context: No! Nanase-san's club is in the relay!\Huh?\W-Wait for me, Matsuoka-senpai!\They signed up for the relay?\Mako-chan, you can do this.\Fight.\Yeah, wish me luck.\Set. response:	Go!
context: Huh?\W-Wait for me, Matsuoka-senpai!\They signed up for the relay?\Mako-chan, you can do this.\Fight.\Yeah, wish me luck.\Set.\Go! response:	His stroke...
context: W-Wait for me, Matsuoka-senpai!\They signed up for the relay?\Mako-chan, you can do this.\Fight.\Yeah, wish me luck.\Set.\Go!\His stroke... response:	A rough but dynamic stroke that leaves everyone behind...
context: They signed up for the relay?\Mako-chan, you can do this.\Fight.\Yeah, wish me luck.\Set.\Go!\His stroke...\A rough but dynamic stroke that leaves everyone behind... response:	It hasn't changed at all since then.
context: Mako-chan, you can do this.\Fight.\Yeah, wish me luck.\Set.\Go!\His stroke...\A rough but dynamic stroke that leaves everyone behind...\It hasn't changed at all since then. response:	That's Makoto's stroke.
context: Fight.\Yeah, wish me luck.\Set.\Go!\His stroke...\A rough but dynamic stroke that leaves everyone behind...\It hasn't changed at all since then.\That's Makoto's stroke. response:	And I can't forget Nagisa's stroke.
context: Yeah, wish me luck.\Set.\Go!\His stroke...\A rough but dynamic stroke that leaves everyone behind...\It hasn't changed at all since then.\That's Makoto's stroke.\And I can't forget Nagisa's stroke. response:	How he speeds up after the turn...
context: Set.\Go!\His stroke...\A rough but dynamic stroke that leaves everyone behind...\It hasn't changed at all since then.\That's Makoto's stroke.\And I can't forget Nagisa's stroke.\How he speeds up after the turn... response:	And how he creates the illusion that his arms extend when he swims...
context: Go!\His stroke...\A rough but dynamic stroke that leaves everyone behind...\It hasn't changed at all since then.\That's Makoto's stroke.\And I can't forget Nagisa's stroke.\How he speeds up after the turn...\And how he creates the illusion that his arms extend when he swims... response:	And him...
context: His stroke...\A rough but dynamic stroke that leaves everyone behind...\It hasn't changed at all since then.\That's Makoto's stroke.\And I can't forget Nagisa's stroke.\How he speeds up after the turn...\And how he creates the illusion that his arms extend when he swims...\And him... response:	Is that supposed to be butterfly?
context: A rough but dynamic stroke that leaves everyone behind...\It hasn't changed at all since then.\That's Makoto's stroke.\And I can't forget Nagisa's stroke.\How he speeds up after the turn...\And how he creates the illusion that his arms extend when he swims...\And him...\Is that supposed to be butterfly? response:	Pathetic.
context: It hasn't changed at all since then.\That's Makoto's stroke.\And I can't forget Nagisa's stroke.\How he speeds up after the turn...\And how he creates the illusion that his arms extend when he swims...\And him...\Is that supposed to be butterfly?\Pathetic. response:	Why is someone like you
context: That's Makoto's stroke.\And I can't forget Nagisa's stroke.\How he speeds up after the turn...\And how he creates the illusion that his arms extend when he swims...\And him...\Is that supposed to be butterfly?\Pathetic.\Why is someone like you response:	swimming with them?!
context: And I can't forget Nagisa's stroke.\How he speeds up after the turn...\And how he creates the illusion that his arms extend when he swims...\And him...\Is that supposed to be butterfly?\Pathetic.\Why is someone like you\swimming with them?! response:	I don't need an answer right away.
context: How he speeds up after the turn...\And how he creates the illusion that his arms extend when he swims...\And him...\Is that supposed to be butterfly?\Pathetic.\Why is someone like you\swimming with them?!\I don't need an answer right away. response:	For now...
context: And how he creates the illusion that his arms extend when he swims...\And him...\Is that supposed to be butterfly?\Pathetic.\Why is someone like you\swimming with them?!\I don't need an answer right away.\For now... response:	Hey, have you heard of the Squid Festival?
context: And him...\Is that supposed to be butterfly?\Pathetic.\Why is someone like you\swimming with them?!\I don't need an answer right away.\For now...\Hey, have you heard of the Squid Festival? response:	Hold on, Nagisa-kun.
context: Is that supposed to be butterfly?\Pathetic.\Why is someone like you\swimming with them?!\I don't need an answer right away.\For now...\Hey, have you heard of the Squid Festival?\Hold on, Nagisa-kun. response:	Why are you talking about a festival?
context: Pathetic.\Why is someone like you\swimming with them?!\I don't need an answer right away.\For now...\Hey, have you heard of the Squid Festival?\Hold on, Nagisa-kun.\Why are you talking about a festival? response:	We're in the middle of an exciting medley relay.
context: Why is someone like you\swimming with them?!\I don't need an answer right away.\For now...\Hey, have you heard of the Squid Festival?\Hold on, Nagisa-kun.\Why are you talking about a festival?\We're in the middle of an exciting medley relay. response:	The Squid Festival is held around this time every year to promote squid.
context: swimming with them?!\I don't need an answer right away.\For now...\Hey, have you heard of the Squid Festival?\Hold on, Nagisa-kun.\Why are you talking about a festival?\We're in the middle of an exciting medley relay.\The Squid Festival is held around this time every year to promote squid. response:	I want fried squid!
context: I don't need an answer right away.\For now...\Hey, have you heard of the Squid Festival?\Hold on, Nagisa-kun.\Why are you talking about a festival?\We're in the middle of an exciting medley relay.\The Squid Festival is held around this time every year to promote squid.\I want fried squid! response:	I'm looking forward to squid ink soba.
context: For now...\Hey, have you heard of the Squid Festival?\Hold on, Nagisa-kun.\Why are you talking about a festival?\We're in the middle of an exciting medley relay.\The Squid Festival is held around this time every year to promote squid.\I want fried squid!\I'm looking forward to squid ink soba. response:	Next time: Hesitant Loosen Up.
