context: Hey! response:	I'm not doing nothing but practice every day.
context: Rather than being forced to do it, I felt inspired to try it.\You ever consider just not doing it?\Can't say I have.\You don't have to do it if you don't understand.\I felt like I'd understand once I did.\I haven't tried looking for a job yet, so I don't understand,\but don't jobs work the same way?\Huh? response:	Why are you so serious about finding a job?
context: You ever consider just not doing it?\Can't say I have.\You don't have to do it if you don't understand.\I felt like I'd understand once I did.\I haven't tried looking for a job yet, so I don't understand,\but don't jobs work the same way?\Huh?\Why are you so serious about finding a job? response:	Because you can't help how much you love working?
context: Can't say I have.\You don't have to do it if you don't understand.\I felt like I'd understand once I did.\I haven't tried looking for a job yet, so I don't understand,\but don't jobs work the same way?\Huh?\Why are you so serious about finding a job?\Because you can't help how much you love working? response:	Of course not.
context: You don't have to do it if you don't understand.\I felt like I'd understand once I did.\I haven't tried looking for a job yet, so I don't understand,\but don't jobs work the same way?\Huh?\Why are you so serious about finding a job?\Because you can't help how much you love working?\Of course not. response:	I don't have a job I like.
context: I felt like I'd understand once I did.\I haven't tried looking for a job yet, so I don't understand,\but don't jobs work the same way?\Huh?\Why are you so serious about finding a job?\Because you can't help how much you love working?\Of course not.\I don't have a job I like. response:	I don't actually want to work.
context: I haven't tried looking for a job yet, so I don't understand,\but don't jobs work the same way?\Huh?\Why are you so serious about finding a job?\Because you can't help how much you love working?\Of course not.\I don't have a job I like.\I don't actually want to work. response:	I'm just doing it because I have to.
context: but don't jobs work the same way?\Huh?\Why are you so serious about finding a job?\Because you can't help how much you love working?\Of course not.\I don't have a job I like.\I don't actually want to work.\I'm just doing it because I have to. response:	Right? I was the same way until I started running.
context: Huh?\Why are you so serious about finding a job?\Because you can't help how much you love working?\Of course not.\I don't have a job I like.\I don't actually want to work.\I'm just doing it because I have to.\Right? I was the same way until I started running. response:	I didn't even like it, but Haiji forced me to.
context: Why are you so serious about finding a job?\Because you can't help how much you love working?\Of course not.\I don't have a job I like.\I don't actually want to work.\I'm just doing it because I have to.\Right? I was the same way until I started running.\I didn't even like it, but Haiji forced me to. response:	But once I started running, I realized something.
context: Because you can't help how much you love working?\Of course not.\I don't have a job I like.\I don't actually want to work.\I'm just doing it because I have to.\Right? I was the same way until I started running.\I didn't even like it, but Haiji forced me to.\But once I started running, I realized something. response:	It's way more fun to run when you choose to run instead of being forced to.
context: Of course not.\I don't have a job I like.\I don't actually want to work.\I'm just doing it because I have to.\Right? I was the same way until I started running.\I didn't even like it, but Haiji forced me to.\But once I started running, I realized something.\It's way more fun to run when you choose to run instead of being forced to. response:	So I thought I'd give it an earnest shot.
context: I don't have a job I like.\I don't actually want to work.\I'm just doing it because I have to.\Right? I was the same way until I started running.\I didn't even like it, but Haiji forced me to.\But once I started running, I realized something.\It's way more fun to run when you choose to run instead of being forced to.\So I thought I'd give it an earnest shot. response:	I might come to like running.
context: I don't actually want to work.\I'm just doing it because I have to.\Right? I was the same way until I started running.\I didn't even like it, but Haiji forced me to.\But once I started running, I realized something.\It's way more fun to run when you choose to run instead of being forced to.\So I thought I'd give it an earnest shot.\I might come to like running. response:	I'm not serious about it because I like it.
context: I'm just doing it because I have to.\Right? I was the same way until I started running.\I didn't even like it, but Haiji forced me to.\But once I started running, I realized something.\It's way more fun to run when you choose to run instead of being forced to.\So I thought I'd give it an earnest shot.\I might come to like running.\I'm not serious about it because I like it. response:	I thought taking it seriously might make me...
context: Right? I was the same way until I started running.\I didn't even like it, but Haiji forced me to.\But once I started running, I realized something.\It's way more fun to run when you choose to run instead of being forced to.\So I thought I'd give it an earnest shot.\I might come to like running.\I'm not serious about it because I like it.\I thought taking it seriously might make me... response:	What am I doing getting advice from an underclassman?
context: I didn't even like it, but Haiji forced me to.\But once I started running, I realized something.\It's way more fun to run when you choose to run instead of being forced to.\So I thought I'd give it an earnest shot.\I might come to like running.\I'm not serious about it because I like it.\I thought taking it seriously might make me...\What am I doing getting advice from an underclassman? response:	Oh, sorry! That wasn't my intention.
context: But once I started running, I realized something.\It's way more fun to run when you choose to run instead of being forced to.\So I thought I'd give it an earnest shot.\I might come to like running.\I'm not serious about it because I like it.\I thought taking it seriously might make me...\What am I doing getting advice from an underclassman?\Oh, sorry! That wasn't my intention. response:	You don't know what you're talking about!
context: It's way more fun to run when you choose to run instead of being forced to.\So I thought I'd give it an earnest shot.\I might come to like running.\I'm not serious about it because I like it.\I thought taking it seriously might make me...\What am I doing getting advice from an underclassman?\Oh, sorry! That wasn't my intention.\You don't know what you're talking about! response:	Prodigy, my ass!
context: So I thought I'd give it an earnest shot.\I might come to like running.\I'm not serious about it because I like it.\I thought taking it seriously might make me...\What am I doing getting advice from an underclassman?\Oh, sorry! That wasn't my intention.\You don't know what you're talking about!\Prodigy, my ass! response:	I'm sorry! Hey, wait!
context: I might come to like running.\I'm not serious about it because I like it.\I thought taking it seriously might make me...\What am I doing getting advice from an underclassman?\Oh, sorry! That wasn't my intention.\You don't know what you're talking about!\Prodigy, my ass!\I'm sorry! Hey, wait! response:	You little...
context: I'm not serious about it because I like it.\I thought taking it seriously might make me...\What am I doing getting advice from an underclassman?\Oh, sorry! That wasn't my intention.\You don't know what you're talking about!\Prodigy, my ass!\I'm sorry! Hey, wait!\You little... response:	Ow, ow!
context: I thought taking it seriously might make me...\What am I doing getting advice from an underclassman?\Oh, sorry! That wasn't my intention.\You don't know what you're talking about!\Prodigy, my ass!\I'm sorry! Hey, wait!\You little...\Ow, ow! response:	Say uncle!
context: What am I doing getting advice from an underclassman?\Oh, sorry! That wasn't my intention.\You don't know what you're talking about!\Prodigy, my ass!\I'm sorry! Hey, wait!\You little...\Ow, ow!\Say uncle! response:	Why am I running first thing in the morning?
context: Oh, sorry! That wasn't my intention.\You don't know what you're talking about!\Prodigy, my ass!\I'm sorry! Hey, wait!\You little...\Ow, ow!\Say uncle!\Why am I running first thing in the morning? response:	Should we flee together, Yuki?
context: You don't know what you're talking about!\Prodigy, my ass!\I'm sorry! Hey, wait!\You little...\Ow, ow!\Say uncle!\Why am I running first thing in the morning?\Should we flee together, Yuki? response:	They'd catch us. You're too slow.
context: Prodigy, my ass!\I'm sorry! Hey, wait!\You little...\Ow, ow!\Say uncle!\Why am I running first thing in the morning?\Should we flee together, Yuki?\They'd catch us. You're too slow. response:	You're right.
context: I'm sorry! Hey, wait!\You little...\Ow, ow!\Say uncle!\Why am I running first thing in the morning?\Should we flee together, Yuki?\They'd catch us. You're too slow.\You're right. response:	King.
context: You little...\Ow, ow!\Say uncle!\Why am I running first thing in the morning?\Should we flee together, Yuki?\They'd catch us. You're too slow.\You're right.\King. response:	We'll suffer the punishment together, right?
context: Ow, ow!\Say uncle!\Why am I running first thing in the morning?\Should we flee together, Yuki?\They'd catch us. You're too slow.\You're right.\King.\We'll suffer the punishment together, right? response:	You're late. Nobody's wearing theirs today.
context: Say uncle!\Why am I running first thing in the morning?\Should we flee together, Yuki?\They'd catch us. You're too slow.\You're right.\King.\We'll suffer the punishment together, right?\You're late. Nobody's wearing theirs today. response:	Seriously?! I'm the only one?!
context: Why am I running first thing in the morning?\Should we flee together, Yuki?\They'd catch us. You're too slow.\You're right.\King.\We'll suffer the punishment together, right?\You're late. Nobody's wearing theirs today.\Seriously?! I'm the only one?! response:	Now it really is a punishment.
context: Should we flee together, Yuki?\They'd catch us. You're too slow.\You're right.\King.\We'll suffer the punishment together, right?\You're late. Nobody's wearing theirs today.\Seriously?! I'm the only one?!\Now it really is a punishment. response:	And yours is missing a character.
context: They'd catch us. You're too slow.\You're right.\King.\We'll suffer the punishment together, right?\You're late. Nobody's wearing theirs today.\Seriously?! I'm the only one?!\Now it really is a punishment.\And yours is missing a character. response:	What?!
context: You're right.\King.\We'll suffer the punishment together, right?\You're late. Nobody's wearing theirs today.\Seriously?! I'm the only one?!\Now it really is a punishment.\And yours is missing a character.\What?! response:	Yours says you want to go to Hakone Station.
context: King.\We'll suffer the punishment together, right?\You're late. Nobody's wearing theirs today.\Seriously?! I'm the only one?!\Now it really is a punishment.\And yours is missing a character.\What?!\Yours says you want to go to Hakone Station. response:	We're trying to make it to Hakone Station. The Kansei University Track and Field Team Fan Club is now recruiting!!
context: We'll suffer the punishment together, right?\You're late. Nobody's wearing theirs today.\Seriously?! I'm the only one?!\Now it really is a punishment.\And yours is missing a character.\What?!\Yours says you want to go to Hakone Station.\We're trying to make it to Hakone Station. The Kansei University Track and Field Team Fan Club is now recruiting!! response:	No way! Where? Where is it?
context: You're late. Nobody's wearing theirs today.\Seriously?! I'm the only one?!\Now it really is a punishment.\And yours is missing a character.\What?!\Yours says you want to go to Hakone Station.\We're trying to make it to Hakone Station. The Kansei University Track and Field Team Fan Club is now recruiting!!\No way! Where? Where is it? response:	Hey, you're right!
context: Seriously?! I'm the only one?!\Now it really is a punishment.\And yours is missing a character.\What?!\Yours says you want to go to Hakone Station.\We're trying to make it to Hakone Station. The Kansei University Track and Field Team Fan Club is now recruiting!!\No way! Where? Where is it?\Hey, you're right! response:	What? Is King's the only one?
context: Now it really is a punishment.\And yours is missing a character.\What?!\Yours says you want to go to Hakone Station.\We're trying to make it to Hakone Station. The Kansei University Track and Field Team Fan Club is now recruiting!!\No way! Where? Where is it?\Hey, you're right!\What? Is King's the only one? response:	I'm sorry. I wrote yours.
context: And yours is missing a character.\What?!\Yours says you want to go to Hakone Station.\We're trying to make it to Hakone Station. The Kansei University Track and Field Team Fan Club is now recruiting!!\No way! Where? Where is it?\Hey, you're right!\What? Is King's the only one?\I'm sorry. I wrote yours. response:	What should I do?
context: What?!\Yours says you want to go to Hakone Station.\We're trying to make it to Hakone Station. The Kansei University Track and Field Team Fan Club is now recruiting!!\No way! Where? Where is it?\Hey, you're right!\What? Is King's the only one?\I'm sorry. I wrote yours.\What should I do? response:	It's fine. Why not aim for Hakone Station?
context: Yours says you want to go to Hakone Station.\We're trying to make it to Hakone Station. The Kansei University Track and Field Team Fan Club is now recruiting!!\No way! Where? Where is it?\Hey, you're right!\What? Is King's the only one?\I'm sorry. I wrote yours.\What should I do?\It's fine. Why not aim for Hakone Station? response:	Damn it! I'm taking this off!
context: We're trying to make it to Hakone Station. The Kansei University Track and Field Team Fan Club is now recruiting!!\No way! Where? Where is it?\Hey, you're right!\What? Is King's the only one?\I'm sorry. I wrote yours.\What should I do?\It's fine. Why not aim for Hakone Station?\Damn it! I'm taking this off! response:	Wait!
context: No way! Where? Where is it?\Hey, you're right!\What? Is King's the only one?\I'm sorry. I wrote yours.\What should I do?\It's fine. Why not aim for Hakone Station?\Damn it! I'm taking this off!\Wait! response:	It's okay. I'm wearing mine, too.
context: Hey, you're right!\What? Is King's the only one?\I'm sorry. I wrote yours.\What should I do?\It's fine. Why not aim for Hakone Station?\Damn it! I'm taking this off!\Wait!\It's okay. I'm wearing mine, too. response:	Why?
context: What? Is King's the only one?\I'm sorry. I wrote yours.\What should I do?\It's fine. Why not aim for Hakone Station?\Damn it! I'm taking this off!\Wait!\It's okay. I'm wearing mine, too.\Why? response:	Damn honor-roll student.
context: I'm sorry. I wrote yours.\What should I do?\It's fine. Why not aim for Hakone Station?\Damn it! I'm taking this off!\Wait!\It's okay. I'm wearing mine, too.\Why?\Damn honor-roll student. response:	You're running, right?
context: What should I do?\It's fine. Why not aim for Hakone Station?\Damn it! I'm taking this off!\Wait!\It's okay. I'm wearing mine, too.\Why?\Damn honor-roll student.\You're running, right? response:	Let's run.
context: It's fine. Why not aim for Hakone Station?\Damn it! I'm taking this off!\Wait!\It's okay. I'm wearing mine, too.\Why?\Damn honor-roll student.\You're running, right?\Let's run. response:	Run, and you'll forget what you're wearing.
context: Damn it! I'm taking this off!\Wait!\It's okay. I'm wearing mine, too.\Why?\Damn honor-roll student.\You're running, right?\Let's run.\Run, and you'll forget what you're wearing. response:	Yes. Your attire doesn't matter.
context: Wait!\It's okay. I'm wearing mine, too.\Why?\Damn honor-roll student.\You're running, right?\Let's run.\Run, and you'll forget what you're wearing.\Yes. Your attire doesn't matter. response:	You can't wear denim.
context: It's okay. I'm wearing mine, too.\Why?\Damn honor-roll student.\You're running, right?\Let's run.\Run, and you'll forget what you're wearing.\Yes. Your attire doesn't matter.\You can't wear denim. response:	Uh, I... I just forgot.
context: Why?\Damn honor-roll student.\You're running, right?\Let's run.\Run, and you'll forget what you're wearing.\Yes. Your attire doesn't matter.\You can't wear denim.\Uh, I... I just forgot. response:	I forgot I was doing this to help me get a job.
context: Damn honor-roll student.\You're running, right?\Let's run.\Run, and you'll forget what you're wearing.\Yes. Your attire doesn't matter.\You can't wear denim.\Uh, I... I just forgot.\I forgot I was doing this to help me get a job. response:	Quitting partway would only work against me.
context: You're running, right?\Let's run.\Run, and you'll forget what you're wearing.\Yes. Your attire doesn't matter.\You can't wear denim.\Uh, I... I just forgot.\I forgot I was doing this to help me get a job.\Quitting partway would only work against me. response:	What are you all grinning about?!
context: Let's run.\Run, and you'll forget what you're wearing.\Yes. Your attire doesn't matter.\You can't wear denim.\Uh, I... I just forgot.\I forgot I was doing this to help me get a job.\Quitting partway would only work against me.\What are you all grinning about?! response:	No reason.
context: Run, and you'll forget what you're wearing.\Yes. Your attire doesn't matter.\You can't wear denim.\Uh, I... I just forgot.\I forgot I was doing this to help me get a job.\Quitting partway would only work against me.\What are you all grinning about?!\No reason. response:	Let's go.
context: Yes. Your attire doesn't matter.\You can't wear denim.\Uh, I... I just forgot.\I forgot I was doing this to help me get a job.\Quitting partway would only work against me.\What are you all grinning about?!\No reason.\Let's go. response:	Last lap!
context: You can't wear denim.\Uh, I... I just forgot.\I forgot I was doing this to help me get a job.\Quitting partway would only work against me.\What are you all grinning about?!\No reason.\Let's go.\Last lap! response:	You can do it, guys!
context: Uh, I... I just forgot.\I forgot I was doing this to help me get a job.\Quitting partway would only work against me.\What are you all grinning about?!\No reason.\Let's go.\Last lap!\You can do it, guys! response:	Prince, last lap! Dig deep!
context: I forgot I was doing this to help me get a job.\Quitting partway would only work against me.\What are you all grinning about?!\No reason.\Let's go.\Last lap!\You can do it, guys!\Prince, last lap! Dig deep! response:	Why... do I endure... this suffering...
context: Quitting partway would only work against me.\What are you all grinning about?!\No reason.\Let's go.\Last lap!\You can do it, guys!\Prince, last lap! Dig deep!\Why... do I endure... this suffering... response:	3313!
context: What are you all grinning about?!\No reason.\Let's go.\Last lap!\You can do it, guys!\Prince, last lap! Dig deep!\Why... do I endure... this suffering...\3313! response:	Wow, that's more than 1:40 faster than your previous record!
context: No reason.\Let's go.\Last lap!\You can do it, guys!\Prince, last lap! Dig deep!\Why... do I endure... this suffering...\3313!\Wow, that's more than 1:40 faster than your previous record! response:	Prince isn't the only one.
context: Let's go.\Last lap!\You can do it, guys!\Prince, last lap! Dig deep!\Why... do I endure... this suffering...\3313!\Wow, that's more than 1:40 faster than your previous record!\Prince isn't the only one. response:	Kurahara and Musa's times have improved...
context: Last lap!\You can do it, guys!\Prince, last lap! Dig deep!\Why... do I endure... this suffering...\3313!\Wow, that's more than 1:40 faster than your previous record!\Prince isn't the only one.\Kurahara and Musa's times have improved... response:	And so have Shindo's, Yuki's, and everyone else's, too!
context: You can do it, guys!\Prince, last lap! Dig deep!\Why... do I endure... this suffering...\3313!\Wow, that's more than 1:40 faster than your previous record!\Prince isn't the only one.\Kurahara and Musa's times have improved...\And so have Shindo's, Yuki's, and everyone else's, too! response:	Yes. Yes!
context: Prince, last lap! Dig deep!\Why... do I endure... this suffering...\3313!\Wow, that's more than 1:40 faster than your previous record!\Prince isn't the only one.\Kurahara and Musa's times have improved...\And so have Shindo's, Yuki's, and everyone else's, too!\Yes. Yes! response:	I'm really paying for skipping practice.
context: Why... do I endure... this suffering...\3313!\Wow, that's more than 1:40 faster than your previous record!\Prince isn't the only one.\Kurahara and Musa's times have improved...\And so have Shindo's, Yuki's, and everyone else's, too!\Yes. Yes!\I'm really paying for skipping practice. response:	It was only a few days.
context: 3313!\Wow, that's more than 1:40 faster than your previous record!\Prince isn't the only one.\Kurahara and Musa's times have improved...\And so have Shindo's, Yuki's, and everyone else's, too!\Yes. Yes!\I'm really paying for skipping practice.\It was only a few days. response:	I knew you could do it.
context: Wow, that's more than 1:40 faster than your previous record!\Prince isn't the only one.\Kurahara and Musa's times have improved...\And so have Shindo's, Yuki's, and everyone else's, too!\Yes. Yes!\I'm really paying for skipping practice.\It was only a few days.\I knew you could do it. response:	Please don't.
context: Prince isn't the only one.\Kurahara and Musa's times have improved...\And so have Shindo's, Yuki's, and everyone else's, too!\Yes. Yes!\I'm really paying for skipping practice.\It was only a few days.\I knew you could do it.\Please don't. response:	Don't forget to cool down, guys.
context: Kurahara and Musa's times have improved...\And so have Shindo's, Yuki's, and everyone else's, too!\Yes. Yes!\I'm really paying for skipping practice.\It was only a few days.\I knew you could do it.\Please don't.\Don't forget to cool down, guys. response:	Okay.
context: And so have Shindo's, Yuki's, and everyone else's, too!\Yes. Yes!\I'm really paying for skipping practice.\It was only a few days.\I knew you could do it.\Please don't.\Don't forget to cool down, guys.\Okay. response:	Hey, were you just smiling?
context: Yes. Yes!\I'm really paying for skipping practice.\It was only a few days.\I knew you could do it.\Please don't.\Don't forget to cool down, guys.\Okay.\Hey, were you just smiling? response:	No.
context: I'm really paying for skipping practice.\It was only a few days.\I knew you could do it.\Please don't.\Don't forget to cool down, guys.\Okay.\Hey, were you just smiling?\No. response:	Liar. You were totally smiling.
context: It was only a few days.\I knew you could do it.\Please don't.\Don't forget to cool down, guys.\Okay.\Hey, were you just smiling?\No.\Liar. You were totally smiling. response:	Stop following me!
context: I knew you could do it.\Please don't.\Don't forget to cool down, guys.\Okay.\Hey, were you just smiling?\No.\Liar. You were totally smiling.\Stop following me! response:	We're gonna follow you!
context: Please don't.\Don't forget to cool down, guys.\Okay.\Hey, were you just smiling?\No.\Liar. You were totally smiling.\Stop following me!\We're gonna follow you! response:	You're so obnoxious!
context: Don't forget to cool down, guys.\Okay.\Hey, were you just smiling?\No.\Liar. You were totally smiling.\Stop following me!\We're gonna follow you!\You're so obnoxious! response:	Chikusei-so
context: Okay.\Hey, were you just smiling?\No.\Liar. You were totally smiling.\Stop following me!\We're gonna follow you!\You're so obnoxious!\Chikusei-so response:	You sure you didn't want to go jogging?
context: Hey, were you just smiling?\No.\Liar. You were totally smiling.\Stop following me!\We're gonna follow you!\You're so obnoxious!\Chikusei-so\You sure you didn't want to go jogging? response:	You finally found friends to run with.
context: No.\Liar. You were totally smiling.\Stop following me!\We're gonna follow you!\You're so obnoxious!\Chikusei-so\You sure you didn't want to go jogging?\You finally found friends to run with. response:	Our paces are different.
context: Liar. You were totally smiling.\Stop following me!\We're gonna follow you!\You're so obnoxious!\Chikusei-so\You sure you didn't want to go jogging?\You finally found friends to run with.\Our paces are different. response:	It's hard for me to match theirs.
context: Stop following me!\We're gonna follow you!\You're so obnoxious!\Chikusei-so\You sure you didn't want to go jogging?\You finally found friends to run with.\Our paces are different.\It's hard for me to match theirs. response:	I see.
context: We're gonna follow you!\You're so obnoxious!\Chikusei-so\You sure you didn't want to go jogging?\You finally found friends to run with.\Our paces are different.\It's hard for me to match theirs.\I see. response:	Why did it have to be these guys?
context: You're so obnoxious!\Chikusei-so\You sure you didn't want to go jogging?\You finally found friends to run with.\Our paces are different.\It's hard for me to match theirs.\I see.\Why did it have to be these guys? response:	Remember what you asked me, Haiji?
context: Chikusei-so\You sure you didn't want to go jogging?\You finally found friends to run with.\Our paces are different.\It's hard for me to match theirs.\I see.\Why did it have to be these guys?\Remember what you asked me, Haiji? response:	You asked if only the chosen are allowed to run.
context: You sure you didn't want to go jogging?\You finally found friends to run with.\Our paces are different.\It's hard for me to match theirs.\I see.\Why did it have to be these guys?\Remember what you asked me, Haiji?\You asked if only the chosen are allowed to run. response:	You're right that anyone can just run.
context: You finally found friends to run with.\Our paces are different.\It's hard for me to match theirs.\I see.\Why did it have to be these guys?\Remember what you asked me, Haiji?\You asked if only the chosen are allowed to run.\You're right that anyone can just run. response:	They can run all they want.
context: Our paces are different.\It's hard for me to match theirs.\I see.\Why did it have to be these guys?\Remember what you asked me, Haiji?\You asked if only the chosen are allowed to run.\You're right that anyone can just run.\They can run all they want. response:	But is that the kind of running you're talking about?
context: It's hard for me to match theirs.\I see.\Why did it have to be these guys?\Remember what you asked me, Haiji?\You asked if only the chosen are allowed to run.\You're right that anyone can just run.\They can run all they want.\But is that the kind of running you're talking about? response:	Not everyone can run in the Hakone Ekiden.
context: I see.\Why did it have to be these guys?\Remember what you asked me, Haiji?\You asked if only the chosen are allowed to run.\You're right that anyone can just run.\They can run all they want.\But is that the kind of running you're talking about?\Not everyone can run in the Hakone Ekiden. response:	I don't understand.
context: Why did it have to be these guys?\Remember what you asked me, Haiji?\You asked if only the chosen are allowed to run.\You're right that anyone can just run.\They can run all they want.\But is that the kind of running you're talking about?\Not everyone can run in the Hakone Ekiden.\I don't understand. response:	What kind of running are you talking about?
context: Remember what you asked me, Haiji?\You asked if only the chosen are allowed to run.\You're right that anyone can just run.\They can run all they want.\But is that the kind of running you're talking about?\Not everyone can run in the Hakone Ekiden.\I don't understand.\What kind of running are you talking about? response:	That's it, Kakeru.
context: You asked if only the chosen are allowed to run.\You're right that anyone can just run.\They can run all they want.\But is that the kind of running you're talking about?\Not everyone can run in the Hakone Ekiden.\I don't understand.\What kind of running are you talking about?\That's it, Kakeru. response:	What?
context: You're right that anyone can just run.\They can run all they want.\But is that the kind of running you're talking about?\Not everyone can run in the Hakone Ekiden.\I don't understand.\What kind of running are you talking about?\That's it, Kakeru.\What? response:	I want to know, too. What is running?
context: They can run all they want.\But is that the kind of running you're talking about?\Not everyone can run in the Hakone Ekiden.\I don't understand.\What kind of running are you talking about?\That's it, Kakeru.\What?\I want to know, too. What is running? response:	What does it mean to run?
context: But is that the kind of running you're talking about?\Not everyone can run in the Hakone Ekiden.\I don't understand.\What kind of running are you talking about?\That's it, Kakeru.\What?\I want to know, too. What is running?\What does it mean to run? response:	You mean you don't know?
context: Not everyone can run in the Hakone Ekiden.\I don't understand.\What kind of running are you talking about?\That's it, Kakeru.\What?\I want to know, too. What is running?\What does it mean to run?\You mean you don't know? response:	Not yet. I don't have an answer yet.
context: I don't understand.\What kind of running are you talking about?\That's it, Kakeru.\What?\I want to know, too. What is running?\What does it mean to run?\You mean you don't know?\Not yet. I don't have an answer yet. response:	We just finally started running.
context: What kind of running are you talking about?\That's it, Kakeru.\What?\I want to know, too. What is running?\What does it mean to run?\You mean you don't know?\Not yet. I don't have an answer yet.\We just finally started running. response:	I'm amazed you were willing to get us involved.
context: That's it, Kakeru.\What?\I want to know, too. What is running?\What does it mean to run?\You mean you don't know?\Not yet. I don't have an answer yet.\We just finally started running.\I'm amazed you were willing to get us involved. response:	You finally got them all together.
context: What?\I want to know, too. What is running?\What does it mean to run?\You mean you don't know?\Not yet. I don't have an answer yet.\We just finally started running.\I'm amazed you were willing to get us involved.\You finally got them all together. response:	If we just keep having a good time training together,
context: I want to know, too. What is running?\What does it mean to run?\You mean you don't know?\Not yet. I don't have an answer yet.\We just finally started running.\I'm amazed you were willing to get us involved.\You finally got them all together.\If we just keep having a good time training together, response:	they don't have to get hurt.
context: What does it mean to run?\You mean you don't know?\Not yet. I don't have an answer yet.\We just finally started running.\I'm amazed you were willing to get us involved.\You finally got them all together.\If we just keep having a good time training together,\they don't have to get hurt. response:	We can't expect to stay unscathed if we're going to run at Hakone.
context: You mean you don't know?\Not yet. I don't have an answer yet.\We just finally started running.\I'm amazed you were willing to get us involved.\You finally got them all together.\If we just keep having a good time training together,\they don't have to get hurt.\We can't expect to stay unscathed if we're going to run at Hakone. response:	Reality is harsher than that.
context: Not yet. I don't have an answer yet.\We just finally started running.\I'm amazed you were willing to get us involved.\You finally got them all together.\If we just keep having a good time training together,\they don't have to get hurt.\We can't expect to stay unscathed if we're going to run at Hakone.\Reality is harsher than that. response:	The track meet could be the end of this team.
context: We just finally started running.\I'm amazed you were willing to get us involved.\You finally got them all together.\If we just keep having a good time training together,\they don't have to get hurt.\We can't expect to stay unscathed if we're going to run at Hakone.\Reality is harsher than that.\The track meet could be the end of this team. response:	I believe they can overcome it.
context: I'm amazed you were willing to get us involved.\You finally got them all together.\If we just keep having a good time training together,\they don't have to get hurt.\We can't expect to stay unscathed if we're going to run at Hakone.\Reality is harsher than that.\The track meet could be the end of this team.\I believe they can overcome it. response:	Do you not need to?
context: You finally got them all together.\If we just keep having a good time training together,\they don't have to get hurt.\We can't expect to stay unscathed if we're going to run at Hakone.\Reality is harsher than that.\The track meet could be the end of this team.\I believe they can overcome it.\Do you not need to? response:	What?
context: If we just keep having a good time training together,\they don't have to get hurt.\We can't expect to stay unscathed if we're going to run at Hakone.\Reality is harsher than that.\The track meet could be the end of this team.\I believe they can overcome it.\Do you not need to?\What? response:	Prepare.
context: they don't have to get hurt.\We can't expect to stay unscathed if we're going to run at Hakone.\Reality is harsher than that.\The track meet could be the end of this team.\I believe they can overcome it.\Do you not need to?\What?\Prepare. response:	Reality is harsher than that, right?
context: We can't expect to stay unscathed if we're going to run at Hakone.\Reality is harsher than that.\The track meet could be the end of this team.\I believe they can overcome it.\Do you not need to?\What?\Prepare.\Reality is harsher than that, right? response:	Next time: Bear Your Fangs at the Summit.
