context: I'm sorry. response:	This is the best I could do right now.
context: Never ask a friend to watch your back.\Have the strength to defend both your own back and your friends.\Yes, Captain!\Yet here you are, saying the exact opposite.\X-eins would cry if he heard that.\I see, so this man said something like that?\This man?\I've gone and damaged my collection. response:	We've identified the control room, engine room, and auxiliary power room.
context: Have the strength to defend both your own back and your friends.\Yes, Captain!\Yet here you are, saying the exact opposite.\X-eins would cry if he heard that.\I see, so this man said something like that?\This man?\I've gone and damaged my collection.\We've identified the control room, engine room, and auxiliary power room. response:	However, this one hatch isn't on the ship's schematics.
context: Yes, Captain!\Yet here you are, saying the exact opposite.\X-eins would cry if he heard that.\I see, so this man said something like that?\This man?\I've gone and damaged my collection.\We've identified the control room, engine room, and auxiliary power room.\However, this one hatch isn't on the ship's schematics. response:	What's behind it?
context: Yet here you are, saying the exact opposite.\X-eins would cry if he heard that.\I see, so this man said something like that?\This man?\I've gone and damaged my collection.\We've identified the control room, engine room, and auxiliary power room.\However, this one hatch isn't on the ship's schematics.\What's behind it? response:	We'll know when we open it.
context: X-eins would cry if he heard that.\I see, so this man said something like that?\This man?\I've gone and damaged my collection.\We've identified the control room, engine room, and auxiliary power room.\However, this one hatch isn't on the ship's schematics.\What's behind it?\We'll know when we open it. response:	Chancellor? What are you doing here?
context: I see, so this man said something like that?\This man?\I've gone and damaged my collection.\We've identified the control room, engine room, and auxiliary power room.\However, this one hatch isn't on the ship's schematics.\What's behind it?\We'll know when we open it.\Chancellor? What are you doing here? response:	What's your squad?
context: This man?\I've gone and damaged my collection.\We've identified the control room, engine room, and auxiliary power room.\However, this one hatch isn't on the ship's schematics.\What's behind it?\We'll know when we open it.\Chancellor? What are you doing here?\What's your squad? response:	Have you met with Cain?
context: I've gone and damaged my collection.\We've identified the control room, engine room, and auxiliary power room.\However, this one hatch isn't on the ship's schematics.\What's behind it?\We'll know when we open it.\Chancellor? What are you doing here?\What's your squad?\Have you met with Cain? response:	What's my squad?
context: We've identified the control room, engine room, and auxiliary power room.\However, this one hatch isn't on the ship's schematics.\What's behind it?\We'll know when we open it.\Chancellor? What are you doing here?\What's your squad?\Have you met with Cain?\What's my squad? response:	This uniform says I'm from Karlstein!
context: However, this one hatch isn't on the ship's schematics.\What's behind it?\We'll know when we open it.\Chancellor? What are you doing here?\What's your squad?\Have you met with Cain?\What's my squad?\This uniform says I'm from Karlstein! response:	Karlstein?
context: What's behind it?\We'll know when we open it.\Chancellor? What are you doing here?\What's your squad?\Have you met with Cain?\What's my squad?\This uniform says I'm from Karlstein!\Karlstein? response:	What are you doing here?
context: We'll know when we open it.\Chancellor? What are you doing here?\What's your squad?\Have you met with Cain?\What's my squad?\This uniform says I'm from Karlstein!\Karlstein?\What are you doing here? response:	I don't need to answer you.
context: Chancellor? What are you doing here?\What's your squad?\Have you met with Cain?\What's my squad?\This uniform says I'm from Karlstein!\Karlstein?\What are you doing here?\I don't need to answer you. response:	What about the ritual? Haven't you started yet?
context: What's your squad?\Have you met with Cain?\What's my squad?\This uniform says I'm from Karlstein!\Karlstein?\What are you doing here?\I don't need to answer you.\What about the ritual? Haven't you started yet? response:	It talked?!
context: Have you met with Cain?\What's my squad?\This uniform says I'm from Karlstein!\Karlstein?\What are you doing here?\I don't need to answer you.\What about the ritual? Haven't you started yet?\It talked?! response:	Is this part of the entertainment, Cain?
context: What's my squad?\This uniform says I'm from Karlstein!\Karlstein?\What are you doing here?\I don't need to answer you.\What about the ritual? Haven't you started yet?\It talked?!\Is this part of the entertainment, Cain? response:	No, please pardon his poor manners.
context: This uniform says I'm from Karlstein!\Karlstein?\What are you doing here?\I don't need to answer you.\What about the ritual? Haven't you started yet?\It talked?!\Is this part of the entertainment, Cain?\No, please pardon his poor manners. response:	Do show some restraint, won't you?
context: Karlstein?\What are you doing here?\I don't need to answer you.\What about the ritual? Haven't you started yet?\It talked?!\Is this part of the entertainment, Cain?\No, please pardon his poor manners.\Do show some restraint, won't you? response:	Tonight is a rather important ritual.
context: What are you doing here?\I don't need to answer you.\What about the ritual? Haven't you started yet?\It talked?!\Is this part of the entertainment, Cain?\No, please pardon his poor manners.\Do show some restraint, won't you?\Tonight is a rather important ritual. response:	What the heck is this?
context: I don't need to answer you.\What about the ritual? Haven't you started yet?\It talked?!\Is this part of the entertainment, Cain?\No, please pardon his poor manners.\Do show some restraint, won't you?\Tonight is a rather important ritual.\What the heck is this? response:	This light is the same as the Valvraves and Pino.
context: What about the ritual? Haven't you started yet?\It talked?!\Is this part of the entertainment, Cain?\No, please pardon his poor manners.\Do show some restraint, won't you?\Tonight is a rather important ritual.\What the heck is this?\This light is the same as the Valvraves and Pino. response:	I don't believe it, they're harvesting Runes?
context: It talked?!\Is this part of the entertainment, Cain?\No, please pardon his poor manners.\Do show some restraint, won't you?\Tonight is a rather important ritual.\What the heck is this?\This light is the same as the Valvraves and Pino.\I don't believe it, they're harvesting Runes? response:	Does this mean that Runes weren't
context: Is this part of the entertainment, Cain?\No, please pardon his poor manners.\Do show some restraint, won't you?\Tonight is a rather important ritual.\What the heck is this?\This light is the same as the Valvraves and Pino.\I don't believe it, they're harvesting Runes?\Does this mean that Runes weren't response:	a theory that JIOR discovered independently?
context: No, please pardon his poor manners.\Do show some restraint, won't you?\Tonight is a rather important ritual.\What the heck is this?\This light is the same as the Valvraves and Pino.\I don't believe it, they're harvesting Runes?\Does this mean that Runes weren't\a theory that JIOR discovered independently? response:	Dorssia wants Runes, too... So why?
context: Do show some restraint, won't you?\Tonight is a rather important ritual.\What the heck is this?\This light is the same as the Valvraves and Pino.\I don't believe it, they're harvesting Runes?\Does this mean that Runes weren't\a theory that JIOR discovered independently?\Dorssia wants Runes, too... So why? response:	Although acquiring the enormous quantity
context: Tonight is a rather important ritual.\What the heck is this?\This light is the same as the Valvraves and Pino.\I don't believe it, they're harvesting Runes?\Does this mean that Runes weren't\a theory that JIOR discovered independently?\Dorssia wants Runes, too... So why?\Although acquiring the enormous quantity response:	of Runes needed for the ritual was no easy task,
context: What the heck is this?\This light is the same as the Valvraves and Pino.\I don't believe it, they're harvesting Runes?\Does this mean that Runes weren't\a theory that JIOR discovered independently?\Dorssia wants Runes, too... So why?\Although acquiring the enormous quantity\of Runes needed for the ritual was no easy task, response:	that ship has served us well.
context: This light is the same as the Valvraves and Pino.\I don't believe it, they're harvesting Runes?\Does this mean that Runes weren't\a theory that JIOR discovered independently?\Dorssia wants Runes, too... So why?\Although acquiring the enormous quantity\of Runes needed for the ritual was no easy task,\that ship has served us well. response:	Another large shipment will arrive today.
context: I don't believe it, they're harvesting Runes?\Does this mean that Runes weren't\a theory that JIOR discovered independently?\Dorssia wants Runes, too... So why?\Although acquiring the enormous quantity\of Runes needed for the ritual was no easy task,\that ship has served us well.\Another large shipment will arrive today. response:	Cain. Surely this isn't the man.
context: Does this mean that Runes weren't\a theory that JIOR discovered independently?\Dorssia wants Runes, too... So why?\Although acquiring the enormous quantity\of Runes needed for the ritual was no easy task,\that ship has served us well.\Another large shipment will arrive today.\Cain. Surely this isn't the man. response:	I believe I requested a young intellectual.
context: a theory that JIOR discovered independently?\Dorssia wants Runes, too... So why?\Although acquiring the enormous quantity\of Runes needed for the ritual was no easy task,\that ship has served us well.\Another large shipment will arrive today.\Cain. Surely this isn't the man.\I believe I requested a young intellectual. response:	No, sir, I'm aware of that.
context: Dorssia wants Runes, too... So why?\Although acquiring the enormous quantity\of Runes needed for the ritual was no easy task,\that ship has served us well.\Another large shipment will arrive today.\Cain. Surely this isn't the man.\I believe I requested a young intellectual.\No, sir, I'm aware of that. response:	The young flesh I have arranged for you will arrive here soon.
context: Although acquiring the enormous quantity\of Runes needed for the ritual was no easy task,\that ship has served us well.\Another large shipment will arrive today.\Cain. Surely this isn't the man.\I believe I requested a young intellectual.\No, sir, I'm aware of that.\The young flesh I have arranged for you will arrive here soon. response:	I don't believe it...!
context: of Runes needed for the ritual was no easy task,\that ship has served us well.\Another large shipment will arrive today.\Cain. Surely this isn't the man.\I believe I requested a young intellectual.\No, sir, I'm aware of that.\The young flesh I have arranged for you will arrive here soon.\I don't believe it...! response:	Rejoice, H-neun!
context: that ship has served us well.\Another large shipment will arrive today.\Cain. Surely this isn't the man.\I believe I requested a young intellectual.\No, sir, I'm aware of that.\The young flesh I have arranged for you will arrive here soon.\I don't believe it...!\Rejoice, H-neun! response:	X-eins' flesh will soon belong to my comrade.
context: Another large shipment will arrive today.\Cain. Surely this isn't the man.\I believe I requested a young intellectual.\No, sir, I'm aware of that.\The young flesh I have arranged for you will arrive here soon.\I don't believe it...!\Rejoice, H-neun!\X-eins' flesh will soon belong to my comrade. response:	Bastard!
context: Cain. Surely this isn't the man.\I believe I requested a young intellectual.\No, sir, I'm aware of that.\The young flesh I have arranged for you will arrive here soon.\I don't believe it...!\Rejoice, H-neun!\X-eins' flesh will soon belong to my comrade.\Bastard! response:	I think it's time for a gun salute, don't you?
context: I believe I requested a young intellectual.\No, sir, I'm aware of that.\The young flesh I have arranged for you will arrive here soon.\I don't believe it...!\Rejoice, H-neun!\X-eins' flesh will soon belong to my comrade.\Bastard!\I think it's time for a gun salute, don't you? response:	Are you satisfied?
context: No, sir, I'm aware of that.\The young flesh I have arranged for you will arrive here soon.\I don't believe it...!\Rejoice, H-neun!\X-eins' flesh will soon belong to my comrade.\Bastard!\I think it's time for a gun salute, don't you?\Are you satisfied? response:	With simply averting your eyes from reality?
context: The young flesh I have arranged for you will arrive here soon.\I don't believe it...!\Rejoice, H-neun!\X-eins' flesh will soon belong to my comrade.\Bastard!\I think it's time for a gun salute, don't you?\Are you satisfied?\With simply averting your eyes from reality? response:	What do you mean?
context: I don't believe it...!\Rejoice, H-neun!\X-eins' flesh will soon belong to my comrade.\Bastard!\I think it's time for a gun salute, don't you?\Are you satisfied?\With simply averting your eyes from reality?\What do you mean? response:	This doesn't change the fact that Dorssia is
context: Rejoice, H-neun!\X-eins' flesh will soon belong to my comrade.\Bastard!\I think it's time for a gun salute, don't you?\Are you satisfied?\With simply averting your eyes from reality?\What do you mean?\This doesn't change the fact that Dorssia is response:	harvesting Runes for some goal of its own.
context: X-eins' flesh will soon belong to my comrade.\Bastard!\I think it's time for a gun salute, don't you?\Are you satisfied?\With simply averting your eyes from reality?\What do you mean?\This doesn't change the fact that Dorssia is\harvesting Runes for some goal of its own. response:	Destroying this ship will only create a Phantom II and a Phantom III.
context: Bastard!\I think it's time for a gun salute, don't you?\Are you satisfied?\With simply averting your eyes from reality?\What do you mean?\This doesn't change the fact that Dorssia is\harvesting Runes for some goal of its own.\Destroying this ship will only create a Phantom II and a Phantom III. response:	So you're saying it would only cause more casualties.
context: I think it's time for a gun salute, don't you?\Are you satisfied?\With simply averting your eyes from reality?\What do you mean?\This doesn't change the fact that Dorssia is\harvesting Runes for some goal of its own.\Destroying this ship will only create a Phantom II and a Phantom III.\So you're saying it would only cause more casualties. response:	You are free to run away.
context: Are you satisfied?\With simply averting your eyes from reality?\What do you mean?\This doesn't change the fact that Dorssia is\harvesting Runes for some goal of its own.\Destroying this ship will only create a Phantom II and a Phantom III.\So you're saying it would only cause more casualties.\You are free to run away. response:	But the world will continue turning, unchanged.
context: With simply averting your eyes from reality?\What do you mean?\This doesn't change the fact that Dorssia is\harvesting Runes for some goal of its own.\Destroying this ship will only create a Phantom II and a Phantom III.\So you're saying it would only cause more casualties.\You are free to run away.\But the world will continue turning, unchanged. response:	What do you expect me to do about it?
context: What do you mean?\This doesn't change the fact that Dorssia is\harvesting Runes for some goal of its own.\Destroying this ship will only create a Phantom II and a Phantom III.\So you're saying it would only cause more casualties.\You are free to run away.\But the world will continue turning, unchanged.\What do you expect me to do about it? response:	These tremors... Cannon fire?
context: This doesn't change the fact that Dorssia is\harvesting Runes for some goal of its own.\Destroying this ship will only create a Phantom II and a Phantom III.\So you're saying it would only cause more casualties.\You are free to run away.\But the world will continue turning, unchanged.\What do you expect me to do about it?\These tremors... Cannon fire? response:	I thought this location was supposed to be safe!
context: harvesting Runes for some goal of its own.\Destroying this ship will only create a Phantom II and a Phantom III.\So you're saying it would only cause more casualties.\You are free to run away.\But the world will continue turning, unchanged.\What do you expect me to do about it?\These tremors... Cannon fire?\I thought this location was supposed to be safe! response:	Calm down!
context: Destroying this ship will only create a Phantom II and a Phantom III.\So you're saying it would only cause more casualties.\You are free to run away.\But the world will continue turning, unchanged.\What do you expect me to do about it?\These tremors... Cannon fire?\I thought this location was supposed to be safe!\Calm down! response:	Opening right rear hatch.
context: So you're saying it would only cause more casualties.\You are free to run away.\But the world will continue turning, unchanged.\What do you expect me to do about it?\These tremors... Cannon fire?\I thought this location was supposed to be safe!\Calm down!\Opening right rear hatch. response:	Unit 5, launching!
context: You are free to run away.\But the world will continue turning, unchanged.\What do you expect me to do about it?\These tremors... Cannon fire?\I thought this location was supposed to be safe!\Calm down!\Opening right rear hatch.\Unit 5, launching! response:	I'll block the cannon fire for now!
context: But the world will continue turning, unchanged.\What do you expect me to do about it?\These tremors... Cannon fire?\I thought this location was supposed to be safe!\Calm down!\Opening right rear hatch.\Unit 5, launching!\I'll block the cannon fire for now! response:	Satomi, take up position behind me!
context: What do you expect me to do about it?\These tremors... Cannon fire?\I thought this location was supposed to be safe!\Calm down!\Opening right rear hatch.\Unit 5, launching!\I'll block the cannon fire for now!\Satomi, take up position behind me! response:	Can't you swat them down?
context: These tremors... Cannon fire?\I thought this location was supposed to be safe!\Calm down!\Opening right rear hatch.\Unit 5, launching!\I'll block the cannon fire for now!\Satomi, take up position behind me!\Can't you swat them down? response:	All these at once?!
context: I thought this location was supposed to be safe!\Calm down!\Opening right rear hatch.\Unit 5, launching!\I'll block the cannon fire for now!\Satomi, take up position behind me!\Can't you swat them down?\All these at once?! response:	We have to head back. I can use Unit 1 too
context: Calm down!\Opening right rear hatch.\Unit 5, launching!\I'll block the cannon fire for now!\Satomi, take up position behind me!\Can't you swat them down?\All these at once?!\We have to head back. I can use Unit 1 too response:	That won't be necessary.
context: Opening right rear hatch.\Unit 5, launching!\I'll block the cannon fire for now!\Satomi, take up position behind me!\Can't you swat them down?\All these at once?!\We have to head back. I can use Unit 1 too\That won't be necessary. response:	Satomi Renbokoji! Do you read me?
context: Unit 5, launching!\I'll block the cannon fire for now!\Satomi, take up position behind me!\Can't you swat them down?\All these at once?!\We have to head back. I can use Unit 1 too\That won't be necessary.\Satomi Renbokoji! Do you read me? response:	L-elf? I read you!
context: I'll block the cannon fire for now!\Satomi, take up position behind me!\Can't you swat them down?\All these at once?!\We have to head back. I can use Unit 1 too\That won't be necessary.\Satomi Renbokoji! Do you read me?\L-elf? I read you! response:	Haruto Tokishima is injured. I want you to pilot Unit 1.
context: Satomi, take up position behind me!\Can't you swat them down?\All these at once?!\We have to head back. I can use Unit 1 too\That won't be necessary.\Satomi Renbokoji! Do you read me?\L-elf? I read you!\Haruto Tokishima is injured. I want you to pilot Unit 1. response:	Tokishima's hurt?
context: Can't you swat them down?\All these at once?!\We have to head back. I can use Unit 1 too\That won't be necessary.\Satomi Renbokoji! Do you read me?\L-elf? I read you!\Haruto Tokishima is injured. I want you to pilot Unit 1.\Tokishima's hurt? response:	What's the matter?
context: All these at once?!\We have to head back. I can use Unit 1 too\That won't be necessary.\Satomi Renbokoji! Do you read me?\L-elf? I read you!\Haruto Tokishima is injured. I want you to pilot Unit 1.\Tokishima's hurt?\What's the matter? response:	Are you going to sit there trembling,
context: We have to head back. I can use Unit 1 too\That won't be necessary.\Satomi Renbokoji! Do you read me?\L-elf? I read you!\Haruto Tokishima is injured. I want you to pilot Unit 1.\Tokishima's hurt?\What's the matter?\Are you going to sit there trembling, response:	waiting for your dear little sister to return?
context: That won't be necessary.\Satomi Renbokoji! Do you read me?\L-elf? I read you!\Haruto Tokishima is injured. I want you to pilot Unit 1.\Tokishima's hurt?\What's the matter?\Are you going to sit there trembling,\waiting for your dear little sister to return? response:	Hey! L-elf! L-elf!
context: Satomi Renbokoji! Do you read me?\L-elf? I read you!\Haruto Tokishima is injured. I want you to pilot Unit 1.\Tokishima's hurt?\What's the matter?\Are you going to sit there trembling,\waiting for your dear little sister to return?\Hey! L-elf! L-elf! response:	Don't interfere.
context: L-elf? I read you!\Haruto Tokishima is injured. I want you to pilot Unit 1.\Tokishima's hurt?\What's the matter?\Are you going to sit there trembling,\waiting for your dear little sister to return?\Hey! L-elf! L-elf!\Don't interfere. response:	What do you think you're doing?!
context: Haruto Tokishima is injured. I want you to pilot Unit 1.\Tokishima's hurt?\What's the matter?\Are you going to sit there trembling,\waiting for your dear little sister to return?\Hey! L-elf! L-elf!\Don't interfere.\What do you think you're doing?! response:	Every student at that academy
context: Tokishima's hurt?\What's the matter?\Are you going to sit there trembling,\waiting for your dear little sister to return?\Hey! L-elf! L-elf!\Don't interfere.\What do you think you're doing?!\Every student at that academy response:	ought to have the aptitude to pilot a Valvrave.
context: What's the matter?\Are you going to sit there trembling,\waiting for your dear little sister to return?\Hey! L-elf! L-elf!\Don't interfere.\What do you think you're doing?!\Every student at that academy\ought to have the aptitude to pilot a Valvrave. response:	That's not what I meant!
context: Are you going to sit there trembling,\waiting for your dear little sister to return?\Hey! L-elf! L-elf!\Don't interfere.\What do you think you're doing?!\Every student at that academy\ought to have the aptitude to pilot a Valvrave.\That's not what I meant! response:	Getting into it will turn him into a
context: waiting for your dear little sister to return?\Hey! L-elf! L-elf!\Don't interfere.\What do you think you're doing?!\Every student at that academy\ought to have the aptitude to pilot a Valvrave.\That's not what I meant!\Getting into it will turn him into a response:	He won't die right away. You are walking proof of that.
context: Hey! L-elf! L-elf!\Don't interfere.\What do you think you're doing?!\Every student at that academy\ought to have the aptitude to pilot a Valvrave.\That's not what I meant!\Getting into it will turn him into a\He won't die right away. You are walking proof of that. response:	I have plenty of pawns.
context: Don't interfere.\What do you think you're doing?!\Every student at that academy\ought to have the aptitude to pilot a Valvrave.\That's not what I meant!\Getting into it will turn him into a\He won't die right away. You are walking proof of that.\I have plenty of pawns. response:	If I set up a rotation among
context: What do you think you're doing?!\Every student at that academy\ought to have the aptitude to pilot a Valvrave.\That's not what I meant!\Getting into it will turn him into a\He won't die right away. You are walking proof of that.\I have plenty of pawns.\If I set up a rotation among response:	the students to share Unit 1 piloting duties,
context: Every student at that academy\ought to have the aptitude to pilot a Valvrave.\That's not what I meant!\Getting into it will turn him into a\He won't die right away. You are walking proof of that.\I have plenty of pawns.\If I set up a rotation among\the students to share Unit 1 piloting duties, response:	we won't have to worry about one pilot suffering from Rune deficiency.
context: ought to have the aptitude to pilot a Valvrave.\That's not what I meant!\Getting into it will turn him into a\He won't die right away. You are walking proof of that.\I have plenty of pawns.\If I set up a rotation among\the students to share Unit 1 piloting duties,\we won't have to worry about one pilot suffering from Rune deficiency. response:	It's the birth of an unkillable fighting force.
context: That's not what I meant!\Getting into it will turn him into a\He won't die right away. You are walking proof of that.\I have plenty of pawns.\If I set up a rotation among\the students to share Unit 1 piloting duties,\we won't have to worry about one pilot suffering from Rune deficiency.\It's the birth of an unkillable fighting force. response:	Are you kidding me?!
context: Getting into it will turn him into a\He won't die right away. You are walking proof of that.\I have plenty of pawns.\If I set up a rotation among\the students to share Unit 1 piloting duties,\we won't have to worry about one pilot suffering from Rune deficiency.\It's the birth of an unkillable fighting force.\Are you kidding me?! response:	You knew all this would happen, didn't you?
context: He won't die right away. You are walking proof of that.\I have plenty of pawns.\If I set up a rotation among\the students to share Unit 1 piloting duties,\we won't have to worry about one pilot suffering from Rune deficiency.\It's the birth of an unkillable fighting force.\Are you kidding me?!\You knew all this would happen, didn't you? response:	That's why you got me and Yamada away from the transport!
context: I have plenty of pawns.\If I set up a rotation among\the students to share Unit 1 piloting duties,\we won't have to worry about one pilot suffering from Rune deficiency.\It's the birth of an unkillable fighting force.\Are you kidding me?!\You knew all this would happen, didn't you?\That's why you got me and Yamada away from the transport! response:	Don't get the wrong idea.
context: If I set up a rotation among\the students to share Unit 1 piloting duties,\we won't have to worry about one pilot suffering from Rune deficiency.\It's the birth of an unkillable fighting force.\Are you kidding me?!\You knew all this would happen, didn't you?\That's why you got me and Yamada away from the transport!\Don't get the wrong idea. response:	You're no longer a viable combatant.
context: the students to share Unit 1 piloting duties,\we won't have to worry about one pilot suffering from Rune deficiency.\It's the birth of an unkillable fighting force.\Are you kidding me?!\You knew all this would happen, didn't you?\That's why you got me and Yamada away from the transport!\Don't get the wrong idea.\You're no longer a viable combatant. response:	What?
context: we won't have to worry about one pilot suffering from Rune deficiency.\It's the birth of an unkillable fighting force.\Are you kidding me?!\You knew all this would happen, didn't you?\That's why you got me and Yamada away from the transport!\Don't get the wrong idea.\You're no longer a viable combatant.\What? response:	I don't have the luxury of entrusting Unit 1
context: It's the birth of an unkillable fighting force.\Are you kidding me?!\You knew all this would happen, didn't you?\That's why you got me and Yamada away from the transport!\Don't get the wrong idea.\You're no longer a viable combatant.\What?\I don't have the luxury of entrusting Unit 1 response:	to a coward who can't bring himself to fight.
context: Are you kidding me?!\You knew all this would happen, didn't you?\That's why you got me and Yamada away from the transport!\Don't get the wrong idea.\You're no longer a viable combatant.\What?\I don't have the luxury of entrusting Unit 1\to a coward who can't bring himself to fight. response:	You don't... You don't know what it's like!
context: You knew all this would happen, didn't you?\That's why you got me and Yamada away from the transport!\Don't get the wrong idea.\You're no longer a viable combatant.\What?\I don't have the luxury of entrusting Unit 1\to a coward who can't bring himself to fight.\You don't... You don't know what it's like! response:	You don't know how it feels to know that you
context: That's why you got me and Yamada away from the transport!\Don't get the wrong idea.\You're no longer a viable combatant.\What?\I don't have the luxury of entrusting Unit 1\to a coward who can't bring himself to fight.\You don't... You don't know what it's like!\You don't know how it feels to know that you response:	might lose your memories and then your life!
context: Don't get the wrong idea.\You're no longer a viable combatant.\What?\I don't have the luxury of entrusting Unit 1\to a coward who can't bring himself to fight.\You don't... You don't know what it's like!\You don't know how it feels to know that you\might lose your memories and then your life! response:	Then do you know what it's like for me?
context: You're no longer a viable combatant.\What?\I don't have the luxury of entrusting Unit 1\to a coward who can't bring himself to fight.\You don't... You don't know what it's like!\You don't know how it feels to know that you\might lose your memories and then your life!\Then do you know what it's like for me? response:	To be unable to wield this power?
context: What?\I don't have the luxury of entrusting Unit 1\to a coward who can't bring himself to fight.\You don't... You don't know what it's like!\You don't know how it feels to know that you\might lose your memories and then your life!\Then do you know what it's like for me?\To be unable to wield this power? response:	If I only had a Valvrave, I could...
context: I don't have the luxury of entrusting Unit 1\to a coward who can't bring himself to fight.\You don't... You don't know what it's like!\You don't know how it feels to know that you\might lose your memories and then your life!\Then do you know what it's like for me?\To be unable to wield this power?\If I only had a Valvrave, I could... response:	My heat's almost maxed out!
context: to a coward who can't bring himself to fight.\You don't... You don't know what it's like!\You don't know how it feels to know that you\might lose your memories and then your life!\Then do you know what it's like for me?\To be unable to wield this power?\If I only had a Valvrave, I could...\My heat's almost maxed out! response:	Just like you said,
context: You don't... You don't know what it's like!\You don't know how it feels to know that you\might lose your memories and then your life!\Then do you know what it's like for me?\To be unable to wield this power?\If I only had a Valvrave, I could...\My heat's almost maxed out!\Just like you said, response:	if I turn a blind eye and run away, the world won't change.
context: You don't know how it feels to know that you\might lose your memories and then your life!\Then do you know what it's like for me?\To be unable to wield this power?\If I only had a Valvrave, I could...\My heat's almost maxed out!\Just like you said,\if I turn a blind eye and run away, the world won't change. response:	In which case, I
context: might lose your memories and then your life!\Then do you know what it's like for me?\To be unable to wield this power?\If I only had a Valvrave, I could...\My heat's almost maxed out!\Just like you said,\if I turn a blind eye and run away, the world won't change.\In which case, I response:	Crap, if this keeps up...
context: Then do you know what it's like for me?\To be unable to wield this power?\If I only had a Valvrave, I could...\My heat's almost maxed out!\Just like you said,\if I turn a blind eye and run away, the world won't change.\In which case, I\Crap, if this keeps up... response:	He's running?
context: To be unable to wield this power?\If I only had a Valvrave, I could...\My heat's almost maxed out!\Just like you said,\if I turn a blind eye and run away, the world won't change.\In which case, I\Crap, if this keeps up...\He's running? response:	Haruto! Where are you going?!
context: If I only had a Valvrave, I could...\My heat's almost maxed out!\Just like you said,\if I turn a blind eye and run away, the world won't change.\In which case, I\Crap, if this keeps up...\He's running?\Haruto! Where are you going?! response:	No, it's the right move.
context: My heat's almost maxed out!\Just like you said,\if I turn a blind eye and run away, the world won't change.\In which case, I\Crap, if this keeps up...\He's running?\Haruto! Where are you going?!\No, it's the right move. response:	Another 50, 40, 30, 20...
context: Just like you said,\if I turn a blind eye and run away, the world won't change.\In which case, I\Crap, if this keeps up...\He's running?\Haruto! Where are you going?!\No, it's the right move.\Another 50, 40, 30, 20... response:	Go!
context: if I turn a blind eye and run away, the world won't change.\In which case, I\Crap, if this keeps up...\He's running?\Haruto! Where are you going?!\No, it's the right move.\Another 50, 40, 30, 20...\Go! response:	The bedrock in this area was severely softened
context: In which case, I\Crap, if this keeps up...\He's running?\Haruto! Where are you going?!\No, it's the right move.\Another 50, 40, 30, 20...\Go!\The bedrock in this area was severely softened response:	by the use of the Harakiri Blade in the last battle.
context: Crap, if this keeps up...\He's running?\Haruto! Where are you going?!\No, it's the right move.\Another 50, 40, 30, 20...\Go!\The bedrock in this area was severely softened\by the use of the Harakiri Blade in the last battle. response:	In addition, an existing volcano with high magma content,
context: He's running?\Haruto! Where are you going?!\No, it's the right move.\Another 50, 40, 30, 20...\Go!\The bedrock in this area was severely softened\by the use of the Harakiri Blade in the last battle.\In addition, an existing volcano with high magma content, response:	the groundwater temperature, the impact on the terrain;
context: Haruto! Where are you going?!\No, it's the right move.\Another 50, 40, 30, 20...\Go!\The bedrock in this area was severely softened\by the use of the Harakiri Blade in the last battle.\In addition, an existing volcano with high magma content,\the groundwater temperature, the impact on the terrain; response:	the conclusion these factors lead me to is...
context: No, it's the right move.\Another 50, 40, 30, 20...\Go!\The bedrock in this area was severely softened\by the use of the Harakiri Blade in the last battle.\In addition, an existing volcano with high magma content,\the groundwater temperature, the impact on the terrain;\the conclusion these factors lead me to is... response:	I won't hand it over to anyone. I won't share it, either.
context: Another 50, 40, 30, 20...\Go!\The bedrock in this area was severely softened\by the use of the Harakiri Blade in the last battle.\In addition, an existing volcano with high magma content,\the groundwater temperature, the impact on the terrain;\the conclusion these factors lead me to is...\I won't hand it over to anyone. I won't share it, either. response:	This curse belongs to no one but me!
context: Go!\The bedrock in this area was severely softened\by the use of the Harakiri Blade in the last battle.\In addition, an existing volcano with high magma content,\the groundwater temperature, the impact on the terrain;\the conclusion these factors lead me to is...\I won't hand it over to anyone. I won't share it, either.\This curse belongs to no one but me! response:	Prepare yourself, then.
context: The bedrock in this area was severely softened\by the use of the Harakiri Blade in the last battle.\In addition, an existing volcano with high magma content,\the groundwater temperature, the impact on the terrain;\the conclusion these factors lead me to is...\I won't hand it over to anyone. I won't share it, either.\This curse belongs to no one but me!\Prepare yourself, then. response:	I'm going to use you until you burn out.
context: by the use of the Harakiri Blade in the last battle.\In addition, an existing volcano with high magma content,\the groundwater temperature, the impact on the terrain;\the conclusion these factors lead me to is...\I won't hand it over to anyone. I won't share it, either.\This curse belongs to no one but me!\Prepare yourself, then.\I'm going to use you until you burn out. response:	I don't care if I burn out. Before my body falls apart,
context: In addition, an existing volcano with high magma content,\the groundwater temperature, the impact on the terrain;\the conclusion these factors lead me to is...\I won't hand it over to anyone. I won't share it, either.\This curse belongs to no one but me!\Prepare yourself, then.\I'm going to use you until you burn out.\I don't care if I burn out. Before my body falls apart, response:	I'm...
context: the groundwater temperature, the impact on the terrain;\the conclusion these factors lead me to is...\I won't hand it over to anyone. I won't share it, either.\This curse belongs to no one but me!\Prepare yourself, then.\I'm going to use you until you burn out.\I don't care if I burn out. Before my body falls apart,\I'm... response:	Captain! Are you all right?
